qol_amen_inventory_year,qol_amen_service_area_id,qol_amen_park_acres_per_1k,qol_amen_playground_count,qol_amen_trail_km_total,qol_amen_library_branches_count,qol_amen_library_visits_per_capita,qol_amen_public_pool_count,qol_amen_recreation_program_participation,qol_amen_arts_venue_count,qol_amen_community_center_count,qol_amen_clinic_access_points_count,qol_amen_childcare_slots_per_1k,qol_amen_senior_center_count,qol_amen_public_restroom_count,qol_amen_tree_canopy_acres,qol_amen_streetlight_density,qol_amen_sidewalk_coverage_pct,qol_amen_accessibility_score_ada,qol_amen_amenity_equity_index
2026,SA7896,17.31,238,772.9,87,20.23,25,27186,31,51,327,20.9,66,398,29108,23.9,82.29,42.6,0.447
2026,SA1488,13.21,78,670.0,58,20.98,43,63475,13,24,90,17.66,60,242,7120,3.24,91.7,94.0,0.448
2018,SA6015,23.7,197,358.0,66,14.41,35,76246,61,6,159,66.88,25,554,197996,5.5,34.11,4.6,0.531
2023,SA5872,14.67,38,685.4,12,9.07,11,13591,47,76,610,21.27,77,319,167586,12.79,94.88,40.4,0.15
2021,SA2793,23.76,103,835.3,110,3.54,37,33451,7,22,645,48.87,56,57,50943,36.12,14.6,6.8,0.469
2026,SA1751,17.53,153,330.1,76,3.8,13,171161,46,119,605,5.54,12,157,239986,18.99,20.67,95.8,0.761
2017,SA1134,9.01,377,61.4,72,18.83,47,51439,24,88,880,33.77,70,506,121249,8.64,92.28,21.5,0.585
2022,SA4264,15.02,141,215.3,11,0.68,13,159042,114,98,460,37.92,13,136,191367,28.19,87.23,73.3,0.149
2023,SA3405,24.16,433,647.1,55,14.46,19,141559,57,111,895,41.89,72,480,123525,6.29,68.38,72.4,0.662
2024,SA3038,22.45,316,704.3,90,12.73,19,28867,21,6,829,19.41,17,25,110262,38.94,19.16,59.1,0.535
2023,SA1501,7.65,383,24.8,88,4.51,45,169721,231,116,613,4.25,64,537,205129,34.57,47.98,37.3,0.867
2020,SA4345,13.09,187,210.4,29,19.24,35,177684,181,15,17,34.42,75,158,82953,49.05,81.88,85.2,0.502
2025,SA9582,21.49,161,231.5,115,23.77,24,158135,239,101,39,27.5,62,433,198666,6.14,75.18,31.7,0.606
2023,SA3402,14.86,260,73.4,114,23.31,3,55636,201,116,94,54.95,69,221,72974,21.28,28.07,39.8,0.647
2019,SA6505,11.78,295,658.0,62,4.86,37,60287,163,31,693,4.7,76,141,49579,48.97,55.62,57.7,0.107
2023,SA2680,24.57,223,23.0,86,9.2,28,217089,10,15,848,63.06,20,5,202541,2.19,43.62,51.1,0.44
2021,SA9664,22.15,164,896.5,69,11.57,57,35296,74,52,75,77.63,18,300,158652,21.18,78.82,41.8,0.363
2020,SA4568,7.37,343,78.1,8,1.8,32,23792,134,10,108,5.94,71,26,245909,35.03,67.24,89.3,0.374
2022,SA9364,6.29,354,135.0,0,12.28,54,24421,64,24,97,22.95,68,360,153483,37.29,44.06,93.4,0.854
2026,SA5356,13.25,387,460.7,67,9.91,21,106701,212,81,66,16.8,24,553,37350,40.29,67.73,44.5,0.729
2023,SA2398,10.98,356,666.1,69,21.17,44,25542,241,82,312,12.28,39,2,216112,29.21,63.08,10.4,0.097
2022,SA9623,20.99,257,843.9,47,10.7,14,45874,151,19,823,40.72,51,430,77821,19.9,28.45,82.3,0.796
2022,SA5726,5.63,409,260.4,46,14.98,17,240073,237,93,450,56.96,52,448,216221,29.66,60.25,72.8,0.544
2023,SA9120,9.29,139,597.5,9,6.81,54,45697,187,56,511,77.06,72,326,10636,7.5,60.96,29.5,0.452
2017,SA3381,21.56,0,89.5,55,13.41,36,228950,68,83,621,77.53,43,377,59568,12.64,38.25,49.3,0.093
2024,SA6973,4.58,135,665.8,104,1.29,60,247266,64,83,710,70.83,2,188,55785,21.16,63.12,64.0,0.332
2021,SA9070,7.12,268,721.1,32,11.63,40,117064,206,68,500,73.56,6,94,146101,41.34,71.86,26.7,0.176
2026,SA7147,20.32,94,875.5,29,13.51,9,157915,127,42,863,57.07,23,157,62148,51.89,61.41,56.2,0.751
2023,SA7655,12.19,108,119.2,75,2.79,58,114186,75,91,608,45.36,40,304,135249,52.69,58.92,66.2,0.861
2018,SA5280,6.31,206,822.5,88,7.93,56,176822,100,99,471,7.78,2,582,69728,42.74,65.67,17.4,0.72
2020,SA6559,18.16,245,860.7,12,16.98,49,63456,220,18,665,20.66,37,45,66397,37.53,80.24,57.7,0.523
2020,SA6265,5.06,9,303.2,82,22.42,53,87445,137,58,888,49.77,11,62,12302,13.42,36.23,17.4,0.927
2021,SA1815,6.3,28,702.9,72,24.35,23,18593,170,23,240,35.55,24,424,10868,36.37,3.01,83.8,0.921
2019,SA7120,22.07,69,746.8,68,7.93,4,42497,106,17,159,71.34,28,467,110034,18.55,24.28,12.9,0.172
2016,SA4207,10.77,31,624.5,90,22.31,3,178599,95,56,814,75.92,9,116,126299,10.61,48.48,79.6,0.382
2021,SA1648,18.56,40,343.3,24,13.88,8,198439,56,45,630,33.32,47,368,7678,9.6,80.3,37.6,0.897
2022,SA4024,8.46,159,617.2,21,24.36,56,202887,45,4,11,57.36,10,547,201779,6.16,79.64,49.5,0.49
2026,SA2127,4.02,280,171.3,67,10.87,42,165006,140,96,196,43.02,24,521,88253,2.42,31.04,77.0,0.559
2016,SA3468,17.09,266,396.3,118,23.9,51,102798,136,113,325,35.6,5,351,197418,25.88,64.29,96.7,0.875
2019,SA4017,17.64,409,279.2,54,12.78,23,206784,153,48,732,59.53,53,425,20063,15.12,91.07,41.9,0.99
2022,SA6301,4.86,362,444.5,115,8.85,57,36791,221,28,809,22.19,73,320,58251,33.32,73.53,83.0,0.082
2016,SA3010,24.35,151,50.6,23,10.31,58,237821,69,92,534,6.46,16,609,59353,31.68,13.77,69.5,0.36
2025,SA5294,0.75,208,329.9,98,14.55,26,126909,175,2,46,25.28,6,632,237734,47.03,3.36,48.4,0.055
2017,SA4572,1.6,337,759.6,55,5.64,20,82967,217,19,819,48.05,42,589,128750,22.91,17.34,62.9,0.263
2019,SA3090,2.63,442,606.6,80,8.89,13,83046,124,81,552,50.67,79,393,233579,31.87,50.14,27.6,0.184
2020,SA5521,17.26,394,811.2,114,24.86,14,167641,122,107,483,79.12,21,275,57183,47.38,41.46,77.2,0.157
2026,SA4555,4.04,369,523.8,53,10.48,24,49750,32,29,136,69.04,42,646,188759,2.28,26.25,41.6,0.64
2017,SA5430,6.3,371,457.4,107,6.27,44,55944,70,26,784,35.4,25,364,16583,39.46,76.71,4.8,0.695
2018,SA7079,13.14,120,465.7,29,13.65,1,156052,169,79,487,66.73,57,1,181756,39.41,82.83,81.2,0.486
2016,SA1627,19.18,409,182.8,95,21.47,17,59777,26,49,297,0.31,9,520,14850,31.6,22.85,96.5,0.876
2016,SA4684,4.57,212,335.7,98,15.29,12,192301,241,53,651,68.94,37,395,185154,6.99,40.49,42.9,0.718
2023,SA2020,5.54,365,777.8,118,24.59,25,87228,132,79,100,21.89,63,523,176762,4.65,93.64,36.6,0.322
2020,SA4912,13.0,233,621.2,30,10.31,24,219309,184,105,676,43.5,28,112,233617,23.21,96.58,0.0,0.076
2023,SA1055,23.45,17,535.3,9,21.55,57,177314,131,43,218,78.99,66,283,169098,18.81,59.6,78.9,0.829
2023,SA7708,16.08,231,813.1,18,10.9,42,71933,6,87,422,25.29,49,373,188610,51.61,79.14,13.9,0.402
2026,SA1489,18.71,194,536.2,5,4.42,51,201490,121,25,815,13.14,58,37,225363,12.92,56.7,88.0,0.813
2018,SA6928,14.44,29,103.6,38,8.75,44,150616,187,55,721,11.44,25,388,16055,10.94,31.79,23.0,0.291
2023,SA9188,2.56,196,550.6,61,17.63,46,81919,221,112,68,57.82,35,291,130999,9.02,69.85,34.9,0.045
2019,SA9609,16.56,409,492.3,0,17.78,34,123042,58,76,608,31.29,55,388,16976,53.46,6.5,77.3,0.105
2024,SA5219,7.07,393,98.4,12,8.36,7,64571,30,54,454,13.5,3,101,26457,53.74,88.69,22.4,0.234
2026,SA4732,10.7,225,481.4,86,22.56,22,238656,58,75,600,40.76,27,238,80128,31.93,96.53,38.0,0.044
2022,SA4284,4.95,398,401.9,96,21.37,15,47575,148,109,775,8.88,80,334,35661,3.76,73.07,37.6,0.303
2020,SA4832,7.38,143,14.5,10,8.86,47,43553,148,62,101,55.73,33,255,231346,5.97,61.71,13.5,0.943
2023,SA5077,3.34,246,593.0,109,22.28,6,155106,118,31,341,44.67,35,284,91075,20.3,1.81,64.4,0.566
2021,SA6699,24.16,324,89.6,65,15.0,46,36803,140,13,8,56.29,11,603,191500,15.57,90.22,66.2,0.078
2019,SA2267,12.02,231,863.3,119,13.79,36,167949,17,110,352,77.34,59,441,241629,30.37,59.22,88.8,0.068
2019,SA4230,4.53,64,692.0,110,8.5,27,34955,0,10,50,76.56,65,556,169058,49.17,45.89,52.1,0.873
2024,SA2921,3.73,404,61.5,7,11.44,38,216083,76,63,345,24.09,56,202,36510,17.38,84.55,58.8,0.433
2025,SA8892,7.11,300,237.9,52,5.84,29,121144,91,95,628,66.36,38,170,16677,32.97,51.96,77.7,0.708
2023,SA9190,21.54,342,188.3,41,23.38,40,242421,17,56,229,76.14,60,480,240190,41.3,90.51,64.5,0.157
2026,SA9944,6.05,167,204.4,9,14.93,3,167249,98,110,179,36.63,26,180,160110,44.46,29.58,5.7,0.967
2019,SA4724,15.75,145,631.8,40,15.82,20,110559,55,95,897,69.31,31,122,148501,36.24,69.57,77.5,0.307
2024,SA1232,17.11,375,356.2,73,5.77,0,190324,180,41,228,42.37,37,539,155669,11.23,52.74,19.1,0.367
2017,SA2828,20.23,78,203.8,59,8.39,20,177214,75,25,812,39.98,77,374,144646,40.6,75.66,82.8,0.005
2020,SA2896,0.34,114,401.0,38,21.84,48,150914,16,24,381,22.31,13,220,71428,19.09,36.76,8.1,0.871
2025,SA4344,2.61,60,510.5,14,19.07,0,178451,232,33,832,42.22,21,61,94940,8.2,84.89,94.1,0.677
2024,SA6039,3.26,279,227.8,42,0.94,0,175035,98,42,851,12.48,45,573,119409,9.22,66.45,87.5,0.799
2020,SA8698,4.2,442,492.9,27,6.58,52,229372,41,27,840,15.26,70,472,215005,42.86,35.12,54.7,0.671
2019,SA9396,10.8,347,597.4,70,24.67,52,113277,214,12,44,25.74,33,196,90817,54.06,12.94,63.7,0.518
2022,SA5693,18.97,429,33.4,54,2.41,42,98730,89,103,278,69.46,51,604,233141,37.03,14.07,30.7,0.985
2018,SA6772,18.87,21,358.6,114,17.73,52,194235,49,65,498,50.04,68,7,113555,3.9,33.48,26.9,0.744
2017,SA4263,15.77,371,268.3,19,9.14,3,240595,215,64,728,49.93,51,278,12653,0.07,0.1,13.3,0.48
2025,SA7506,12.49,237,44.8,65,14.48,8,80209,105,109,861,26.63,28,181,221190,23.69,34.83,72.9,0.068
2026,SA1825,2.05,95,809.2,107,17.25,48,139662,204,109,532,2.01,39,349,5470,8.6,60.37,54.2,0.453
2023,SA1381,16.09,54,486.9,42,19.71,40,11994,15,4,250,18.63,66,172,82818,38.76,5.42,14.3,0.446
2016,SA3021,4.32,96,79.0,97,19.36,34,230662,133,14,863,3.88,16,530,72973,1.62,62.46,99.0,0.587
2025,SA6574,12.53,392,387.5,43,2.27,14,138766,157,120,543,72.43,1,21,227481,17.52,59.28,69.5,0.568
2022,SA9922,11.32,415,373.1,8,12.79,43,185920,245,20,893,45.44,32,401,75176,41.89,87.6,97.4,0.851
2016,SA8715,10.57,205,506.2,106,20.84,27,75487,157,39,395,9.68,15,465,126816,38.53,91.51,59.0,0.861
2020,SA2617,5.82,320,91.0,59,13.87,33,38247,201,83,687,35.99,67,159,163321,11.04,64.29,90.8,0.772
2025,SA8866,13.88,183,298.8,26,24.49,5,236521,102,23,754,39.02,70,85,12892,12.68,12.05,96.1,0.071
2018,SA1465,8.57,121,200.7,120,7.35,54,54619,117,10,239,44.12,25,47,246572,39.63,65.9,70.4,0.263
2024,SA6633,15.64,371,42.9,34,19.34,51,204184,96,8,204,54.02,56,544,5612,54.22,52.24,78.4,0.414
2026,SA6431,20.89,278,357.5,60,10.6,42,81213,153,87,860,62.32,68,506,120649,8.23,87.3,1.3,0.873
2026,SA8216,6.95,226,494.0,52,8.0,60,73336,87,100,98,12.83,70,427,212253,5.59,93.54,74.5,0.439
2018,SA3186,1.95,160,381.2,19,3.48,33,162964,57,50,838,12.56,35,177,158026,9.38,88.53,8.2,0.023
2025,SA6203,15.61,135,135.1,88,20.99,25,152098,231,4,617,45.35,17,615,204973,14.45,42.04,1.4,0.832
2022,SA1215,9.53,82,86.2,94,6.31,12,225708,3,54,88,56.71,29,157,74244,39.96,38.08,68.3,0.408
2018,SA5566,22.13,260,526.3,57,14.1,5,235538,67,23,89,41.74,58,316,106527,42.7,77.25,11.7,0.455
2025,SA9864,23.07,105,654.0,102,20.08,15,152774,136,115,888,21.39,48,25,103914,18.08,14.45,73.8,0.708
2026,SA1316,20.6,204,795.5,24,16.34,12,89565,82,23,373,24.64,58,588,104542,30.8,24.29,16.0,0.085
2021,SA8521,21.47,442,565.5,115,11.76,4,9257,210,64,472,63.31,9,20,131058,42.67,81.36,30.6,0.364
2021,SA6511,1.16,384,598.8,30,22.13,44,14726,129,72,574,72.93,22,329,36310,41.94,81.3,34.3,0.326
2018,SA2272,2.16,176,378.2,35,0.81,29,26033,95,48,558,61.98,43,364,213507,7.75,25.92,25.2,0.782
2021,SA9733,6.47,424,11.6,93,17.3,49,121196,70,107,708,79.32,39,189,26329,26.73,84.43,14.9,0.452
2022,SA1284,4.86,137,767.2,57,17.67,26,243042,185,103,720,0.75,49,269,116395,16.88,32.36,40.0,0.955
2021,SA7236,4.46,105,213.0,42,4.26,57,41486,151,106,369,63.67,64,537,170605,14.2,75.54,45.8,0.339
2016,SA4235,20.19,383,1.9,98,3.77,7,184577,99,102,536,32.73,70,13,24451,3.71,12.23,6.3,0.054
2026,SA1268,19.23,293,235.3,72,21.72,1,167335,165,40,230,77.04,55,214,196607,37.22,47.0,44.3,0.092
2026,SA2794,5.18,206,449.7,72,20.74,52,97951,81,7,870,38.28,59,457,25355,8.52,50.92,78.4,0.525
2021,SA1700,0.69,339,741.8,51,6.72,35,52328,147,89,359,69.93,6,477,159957,3.43,69.45,44.7,0.737
2025,SA9932,11.29,161,603.6,95,3.09,2,128981,151,101,713,23.61,43,331,160815,28.32,18.33,55.3,0.265
2022,SA4766,5.17,158,250.1,55,14.7,7,100284,33,45,719,3.83,49,495,12810,48.5,94.24,77.6,0.404
2019,SA8348,20.27,16,420.2,108,14.55,48,120687,184,47,692,37.25,49,566,63624,15.89,10.04,77.6,0.567
2016,SA9689,10.63,318,358.0,56,19.49,32,200442,98,25,702,39.22,80,5,246756,39.77,7.5,51.0,0.841
2019,SA2004,21.37,339,258.2,1,24.14,17,114380,209,10,515,75.26,42,550,46906,26.6,96.72,14.0,0.544
2018,SA4421,20.17,36,809.2,74,21.96,40,123701,72,27,90,8.88,63,234,242493,14.73,94.36,77.4,0.362
2021,SA9734,4.22,137,289.3,87,3.72,31,237331,119,91,320,32.5,35,325,186505,20.42,35.48,40.6,0.799
2025,SA2469,16.94,164,359.2,101,3.2,41,1889,36,18,833,16.24,31,167,21134,9.33,35.72,31.9,0.272
2021,SA7624,15.67,294,720.7,59,2.46,57,106513,122,47,615,50.79,11,5,156318,5.54,67.65,30.9,0.339
2019,SA6560,23.64,371,697.2,28,23.92,23,166402,109,109,614,54.65,78,387,16387,52.74,33.57,65.7,0.738
2024,SA2902,1.66,154,523.9,101,18.23,22,231176,71,114,359,77.39,63,240,225394,1.66,74.62,55.5,0.761
2018,SA4211,11.12,307,563.9,61,17.56,22,124042,122,42,865,28.08,24,471,19095,3.05,15.18,5.8,0.535
2019,SA7530,18.02,70,668.2,21,3.15,59,50704,96,1,262,13.87,13,484,129283,40.92,26.56,68.5,0.863
2017,SA7897,21.5,128,24.7,79,14.05,6,41042,24,68,432,53.75,23,429,77302,33.42,3.22,75.0,0.975
2016,SA6561,21.66,144,830.3,42,23.96,55,151963,173,108,385,20.98,37,37,81428,40.02,30.7,53.8,0.648
2021,SA7394,13.59,319,865.8,78,5.13,48,212630,233,72,33,9.04,26,259,162267,11.04,34.82,20.4,0.887
2017,SA3331,21.86,363,444.0,9,6.18,33,5889,222,42,683,8.86,42,307,140909,40.37,49.58,14.0,0.777
2019,SA4740,19.81,206,764.9,27,10.25,16,56052,247,105,849,23.97,75,35,28575,20.06,64.13,38.8,0.403
2020,SA5691,6.8,106,884.7,82,4.03,4,77929,172,88,388,62.26,53,124,139497,3.19,99.59,98.1,0.524
2022,SA9213,4.74,391,339.0,56,11.96,59,187574,161,40,539,56.62,73,35,120780,51.38,50.77,25.8,0.674
2016,SA4089,22.24,405,485.9,111,19.66,19,222203,231,69,762,26.22,58,149,127811,7.49,89.43,73.1,0.563
2022,SA5159,12.58,341,613.4,53,0.07,16,182652,181,94,647,55.37,5,558,164062,1.73,46.87,67.6,0.315
2026,SA6773,1.37,149,724.0,107,17.9,50,70031,235,5,768,6.71,74,170,176232,8.71,42.03,94.5,0.293
2019,SA3112,8.39,416,189.5,65,14.46,42,140213,177,50,625,18.1,20,635,110365,4.62,2.88,33.3,0.79
2023,SA9970,1.89,43,894.4,32,15.57,54,160524,35,86,537,26.93,22,135,173837,20.02,14.68,50.2,0.035
2019,SA7552,12.46,250,123.9,108,18.56,16,97320,59,86,468,10.0,51,532,106135,3.47,17.41,20.9,0.464
2026,SA4056,9.64,64,730.5,44,10.09,54,204859,158,114,114,71.01,47,79,91162,7.95,95.62,19.0,0.495
2026,SA6256,13.41,57,261.9,43,20.12,48,185899,225,109,485,14.04,37,639,244745,11.79,42.25,49.7,0.745
2018,SA3595,8.84,258,344.5,69,10.39,23,57215,46,101,292,65.98,79,362,195456,48.92,54.54,44.8,0.893
2019,SA6462,12.81,236,766.7,44,7.38,25,76117,106,88,158,48.83,36,458,32643,36.52,60.57,13.0,0.391
2023,SA9293,24.0,126,0.9,94,24.46,41,86611,208,115,133,9.81,72,286,192158,14.09,22.16,49.7,0.733
2016,SA4276,4.87,65,731.7,76,14.0,5,243668,43,32,334,44.42,5,484,130677,1.12,59.94,97.3,0.761
2026,SA7394,13.71,196,2.0,119,24.75,14,99950,72,110,792,2.88,31,478,193596,3.56,58.3,71.0,0.729
2021,SA2423,19.76,80,215.0,105,11.75,10,51706,145,44,659,55.37,13,459,39532,11.4,70.2,58.5,0.695
2023,SA4697,5.0,218,241.5,6,10.34,14,229345,183,103,83,39.69,63,232,194064,3.97,81.67,19.6,0.577
2016,SA5172,8.86,267,281.9,69,9.67,22,43846,184,19,579,50.86,29,408,190238,21.7,30.76,98.6,0.085
2022,SA7835,21.02,177,525.8,32,12.77,30,72455,202,6,148,12.54,52,526,87495,41.76,58.59,27.3,0.344
2019,SA1661,3.97,35,726.0,62,16.8,39,74815,195,55,781,49.59,62,274,215164,10.5,73.35,37.3,0.724
2020,SA4648,17.2,231,86.3,43,22.75,5,184258,33,24,884,44.73,4,629,18903,52.13,89.76,20.2,0.208
2026,SA9945,1.57,74,618.2,7,15.1,19,109435,245,114,85,68.8,68,361,42977,8.57,72.46,5.5,0.342
2021,SA2577,14.44,326,568.5,40,15.92,54,133550,99,0,350,20.59,18,576,215241,44.12,97.78,7.2,0.094
2021,SA1616,20.09,253,142.6,108,20.72,53,109778,5,72,875,7.06,66,247,79212,6.42,81.54,38.2,0.503
2020,SA4652,0.97,293,224.0,53,18.96,38,88543,19,19,796,70.62,16,562,35975,11.0,24.39,66.6,0.161
2023,SA9802,2.93,189,854.3,87,20.99,32,11429,1,107,720,72.05,65,459,241124,19.85,19.02,43.6,0.198
2026,SA2189,19.93,205,852.8,103,20.38,40,214501,155,98,861,22.87,71,82,53120,0.35,40.26,72.4,0.645
2021,SA2794,23.94,404,654.7,43,16.92,42,247976,154,91,155,44.65,62,550,228361,36.28,58.43,18.8,0.41
2020,SA7614,2.58,208,229.4,60,4.73,35,236234,246,93,699,73.05,57,447,25229,48.59,56.32,55.8,0.278
2023,SA2553,22.42,325,166.3,17,17.59,49,162824,191,78,662,14.05,72,277,153009,40.27,93.43,80.9,0.725
2024,SA1744,13.53,323,662.3,105,12.26,34,117014,94,83,134,16.76,48,526,183161,36.28,39.97,7.1,0.922
2023,SA8297,20.14,151,276.0,61,12.31,27,34380,199,77,433,42.33,64,587,200930,41.05,12.72,32.9,0.118
2022,SA3556,22.25,115,696.7,62,6.85,26,174533,197,102,872,35.23,8,241,229105,34.06,94.54,40.2,0.444
2025,SA2871,3.98,159,311.3,108,19.33,22,199698,216,88,499,7.95,40,410,207358,28.94,20.61,21.8,0.405
2017,SA6987,6.85,317,592.5,87,20.39,30,209525,67,97,590,45.95,34,358,32040,0.11,97.74,26.4,0.282
2021,SA5623,14.62,183,251.8,37,2.04,33,44884,84,0,718,21.25,24,542,85884,0.27,50.16,89.5,0.644
2020,SA6975,1.18,32,603.4,12,10.21,28,215144,24,109,274,32.86,15,583,159942,24.2,84.53,82.4,0.325
2021,SA2467,8.76,3,173.2,84,16.62,42,89553,169,47,739,38.59,61,526,248805,44.43,91.3,51.4,0.835
2021,SA4749,5.01,416,363.8,52,7.18,10,201837,192,13,633,63.45,16,489,169486,19.98,82.3,73.5,0.897
2026,SA5273,13.44,316,743.0,63,13.9,57,48268,199,23,836,61.28,53,424,193910,40.67,93.59,0.1,0.354
2026,SA9355,1.03,122,48.1,89,13.2,36,241764,111,29,549,24.06,37,391,213986,44.9,92.12,62.7,0.736
2017,SA8627,0.92,388,614.3,115,1.28,13,20567,175,32,327,8.66,41,613,107382,34.0,79.09,44.3,0.493
2016,SA5886,3.29,397,882.4,2,13.53,9,21058,168,47,561,57.02,57,14,87161,17.11,94.5,42.2,0.79
2017,SA8555,3.27,246,869.2,103,4.23,36,107736,184,66,38,26.06,80,602,153225,50.35,28.52,1.0,0.321
2020,SA2898,22.07,362,451.8,28,11.92,31,244721,199,85,398,4.36,33,147,22008,28.46,48.55,34.9,0.649
2024,SA6103,20.0,198,109.5,62,16.48,28,218805,3,64,766,39.34,22,5,155506,21.83,54.28,26.5,0.31
2025,SA1954,3.95,153,816.7,19,5.96,52,50246,201,94,57,52.78,30,647,234703,19.16,88.4,64.3,0.01
2017,SA6092,19.64,179,222.7,87,19.12,47,7549,59,77,125,23.68,51,554,174794,39.73,99.73,60.1,0.856
2019,SA5385,6.12,118,755.0,48,19.07,20,177032,47,11,112,23.64,25,390,208950,19.06,34.79,19.9,0.623
2016,SA7017,11.3,422,701.9,47,15.84,20,143025,147,106,70,18.17,78,474,116296,23.15,9.63,24.0,0.808
2023,SA6516,9.46,149,366.6,74,4.37,2,71987,197,78,514,28.09,65,207,188693,51.98,15.06,34.1,0.986
2024,SA9872,13.64,299,621.9,84,17.97,28,21416,5,38,720,64.58,65,80,184730,20.12,42.97,75.1,0.02
2017,SA3902,11.31,39,365.5,24,18.52,27,78430,124,99,271,53.93,17,433,193351,7.95,10.14,54.4,0.123
2022,SA7713,8.44,300,312.6,88,8.95,4,139576,79,28,746,78.22,56,409,106990,10.09,41.19,23.7,0.697
2017,SA3901,20.92,263,216.6,104,18.84,44,138741,32,101,480,70.31,68,638,139150,18.4,16.08,39.9,0.087
2025,SA1606,6.54,274,418.2,118,21.63,58,19445,25,113,758,68.95,44,510,65251,39.01,15.44,6.0,0.256
2025,SA8532,15.2,327,232.5,88,12.79,18,198726,174,36,861,75.7,18,92,109976,23.21,42.37,4.6,0.89
2019,SA9833,24.2,224,810.2,89,17.84,43,57128,121,102,864,60.07,64,113,180642,31.82,31.54,15.6,0.36
2022,SA2653,4.16,209,862.6,55,24.06,49,22882,201,57,667,36.06,54,167,152564,31.76,1.88,60.0,0.319
2017,SA2755,6.46,113,103.0,87,13.71,40,199519,5,10,29,70.6,32,53,133102,11.56,36.82,20.0,0.038
2017,SA7587,23.81,25,772.4,67,19.25,39,124566,207,24,627,51.41,10,173,127642,34.11,23.47,27.4,0.065
2020,SA6893,21.67,448,187.8,47,9.5,59,154639,46,30,95,32.09,28,587,124227,41.86,62.01,58.6,0.454
2020,SA8533,21.8,186,461.1,83,20.94,9,37848,174,118,603,36.07,32,492,82062,48.03,4.16,32.5,0.85
2025,SA4575,24.4,241,766.5,94,10.72,12,127063,203,108,509,4.51,46,571,199848,25.84,94.17,15.9,0.429
2018,SA8158,1.71,414,234.6,10,12.34,12,249827,140,104,853,75.21,57,413,152460,2.43,25.33,25.9,0.716
2021,SA5373,4.19,221,773.2,55,6.71,19,86110,114,68,684,36.64,75,221,223142,37.0,74.21,52.3,0.813
2021,SA7573,5.01,48,274.9,1,3.34,35,44166,115,35,167,74.88,25,595,16354,22.07,60.68,9.7,0.833
2024,SA3308,20.79,42,427.8,73,6.84,31,53463,16,107,66,23.47,25,11,234532,35.87,89.01,12.0,0.183
2025,SA1235,16.33,297,65.7,107,0.78,41,228085,185,106,40,28.27,45,104,85852,12.07,29.97,56.8,0.864
2021,SA3988,9.51,345,20.2,82,1.98,33,63150,112,69,290,45.3,36,533,116620,17.34,48.98,71.6,0.681
2022,SA8850,17.0,357,773.9,103,18.76,51,202064,169,28,385,17.0,33,625,172909,12.21,20.98,81.5,0.25
2016,SA8165,20.47,365,29.8,45,18.58,42,140251,156,49,360,20.95,65,485,50021,0.58,46.57,10.2,0.108
2017,SA5915,14.89,27,371.9,43,21.7,15,119780,84,114,205,20.93,53,270,63023,50.44,96.73,90.1,0.346
2018,SA8421,20.72,381,106.8,21,2.09,26,222406,230,49,331,69.68,68,233,241008,17.9,23.72,84.9,0.381
2024,SA9361,20.47,344,434.8,51,1.57,43,89622,245,73,325,14.24,68,187,238330,44.4,10.37,97.3,0.81
2024,SA3907,0.72,378,628.0,11,0.07,5,247228,221,71,118,43.75,68,76,43283,42.8,30.66,36.7,0.05
2018,SA5197,5.89,386,864.5,2,6.87,49,86535,175,2,309,1.36,1,199,79499,4.48,89.81,46.4,0.516
2021,SA6512,4.3,28,659.3,4,8.0,48,114294,135,114,81,77.62,77,579,157223,33.09,34.72,99.6,0.138
2019,SA2470,6.14,214,381.0,101,17.26,41,59627,212,85,347,7.26,61,387,52257,54.11,70.94,63.0,0.186
2020,SA8733,12.69,97,561.2,41,9.18,25,92356,147,71,883,12.6,68,451,57074,8.24,17.12,63.3,0.567
2016,SA9606,15.83,379,145.4,81,12.02,19,108021,151,60,722,61.68,78,113,78664,13.71,42.11,2.2,0.517
2020,SA2208,9.32,74,190.9,19,1.96,54,48847,150,54,824,50.13,46,619,224604,35.22,91.69,89.2,0.084
2024,SA6018,13.12,63,646.8,30,11.19,22,233628,130,96,870,22.2,19,57,15603,52.32,86.3,64.0,0.462
2017,SA6472,19.72,408,337.2,10,12.62,60,185095,59,41,655,50.16,41,401,130936,54.11,59.97,68.8,0.861
2018,SA3860,0.63,45,552.9,96,16.68,45,124146,150,6,313,30.55,20,158,115688,42.99,20.06,2.6,0.492
2025,SA2585,22.18,65,211.3,18,17.38,15,22147,48,37,646,79.7,75,84,177395,40.9,58.72,47.2,0.973
2022,SA5692,21.04,112,469.6,88,16.57,54,154417,26,100,135,10.67,70,29,241681,23.24,21.39,21.6,0.869
2023,SA3121,17.17,272,333.7,105,13.07,51,223054,140,109,6,62.68,67,616,64978,49.44,26.68,12.4,0.894
2019,SA5957,10.05,131,290.0,65,21.54,48,106080,54,5,540,30.99,4,392,198623,1.09,83.09,36.1,0.801
2023,SA5060,9.11,121,791.7,24,22.64,35,118891,185,76,614,61.7,15,93,233190,38.17,19.72,97.1,0.106
2018,SA2883,21.96,241,558.1,23,2.17,33,199166,215,5,760,47.86,35,284,78988,27.98,70.36,30.8,0.585
2020,SA9396,6.56,426,298.0,104,9.12,3,241404,176,110,678,60.67,71,512,154792,33.74,74.29,25.4,0.339
