tax_sales_collection_month,tax_sales_tax_jurisdiction_code,tax_sales_tax_base_category,tax_sales_tax_rate_pct,tax_sales_gross_taxable_sales_usd,tax_sales_tax_collected_usd,tax_sales_vendor_count_reporting,tax_sales_filing_frequency_type,tax_sales_late_filing_rate_pct,tax_sales_penalties_assessed_usd,tax_sales_interest_assessed_usd,tax_sales_exempt_sales_usd,tax_sales_ecommerce_sales_share_pct,tax_sales_marketplace_facilitator_flag,tax_sales_audit_assessment_total_usd,tax_sales_compliance_gap_estimate,tax_sales_seasonality_index,tax_sales_holiday_sales_event_flag,tax_sales_refunds_issued_usd,tax_sales_data_certification_level
2105-02,JUR0001118,GROCERY,0.101,197537734015.54,165358955.49,155372,QUARTERLY,10.97,12082186.83,96306242.15,16375647593.22,0.28,0,4181209903.96,0.3911,0.6166,0,6667416578.34,CERTIFIED
2105-03,JUR0001119,GENERAL,4.138,69471224801.64,2164915566.91,390822,MONTHLY,10.03,2120584636.08,691226810.22,17428062423.0,13.97,0,7315173720.1,0.8483,0.7612,0,5260384611.29,UNCERTIFIED
2105-04,JUR0001120,GROCERY,4.157,70686720111.06,2808191814.02,252352,MONTHLY,11.45,2310019964.72,447160236.23,23375912943.79,33.58,1,7660395067.29,0.567,1.2486,0,3179597764.79,PROVISIONAL
2105-05,JUR0001121,FUEL,5.802,122677502722.21,6515087592.67,228675,QUARTERLY,16.64,599301817.97,317571426.44,21331421235.11,65.28,0,6570251415.28,0.1957,1.2397,0,4493534350.42,CERTIFIED
2105-06,JUR0001122,TOBACCO,4.938,117376832649.91,5499422814.63,304322,ANNUAL,9.74,1975427789.88,204076037.79,39482425625.59,26.41,1,10855212967.75,0.4039,1.1542,0,7279544370.52,UNCERTIFIED
2105-07,JUR0001123,FUEL,9.754,135697328176.85,12815292335.56,378842,MIXED,4.74,639834670.82,746076989.76,27961250036.45,17.02,0,4792035653.61,0.0773,1.2951,1,1872958245.08,AUDITED
2105-08,JUR0001124,RESTAURANT,10.281,230056757818.19,18471858870.86,148769,QUARTERLY,7.51,34681680.61,411743515.67,58783117138.71,9.19,0,4832367806.28,0.154,1.1584,1,6696200495.54,UNCERTIFIED
2105-09,JUR0001125,AUTO,3.982,119443141036.75,4287902878.92,88146,MONTHLY,16.72,275922993.27,424058118.04,10697109108.97,3.29,1,1607513113.11,0.8374,1.0891,0,8066108745.22,PROVISIONAL
2105-10,JUR0001126,FUEL,2.172,15377859169.02,306937140.49,5639,MONTHLY,4.54,6389001.16,433885842.67,2344379590.01,49.34,1,3012232351.46,0.1335,1.4508,1,3966521763.47,AUDITED
2105-11,JUR0001127,GROCERY,8.2,207427863664.15,14642215934.15,223237,MONTHLY,8.2,258899562.24,804581357.61,44918485332.29,9.97,0,4459875929.99,0.158,1.438,0,5990446136.46,UNCERTIFIED
2105-12,JUR0001128,GENERAL,0.672,34640125342.15,195102413.76,30936,MONTHLY,17.48,796800499.74,200902765.42,4787150303.28,34.96,0,8203283914.85,0.4751,0.7634,0,4374666895.39,CERTIFIED
2106-01,JUR0001129,AUTO,8.607,66659325116.49,4605617495.37,376752,MONTHLY,1.18,2193070669.95,699742474.72,17370579915.75,71.0,0,8795900901.38,0.703,0.9054,0,2967461086.14,PROVISIONAL
2106-02,JUR0001130,GENERAL,2.086,96807000708.37,1925429846.8,432917,QUARTERLY,17.43,2218945198.33,392133613.02,8728380101.47,59.96,0,7126479639.24,0.9224,1.1629,0,8478105296.17,PROVISIONAL
2106-03,JUR0001131,TOBACCO,0.887,75327451212.75,489534442.47,154081,QUARTERLY,9.81,2345224362.84,80105796.36,14055616300.02,2.48,1,9587220151.35,0.6832,0.6923,0,2354231629.44,AUDITED
2106-04,JUR0001132,GROCERY,3.97,142915144746.27,4889173760.06,326400,QUARTERLY,7.89,1158029226.71,210013442.16,33758043137.4,13.39,1,2393578807.43,0.5109,0.8004,1,3569967990.6,PROVISIONAL
2106-05,JUR0001133,TOBACCO,0.676,223833878410.29,1474018521.53,245182,QUARTERLY,1.19,1500046797.94,618958179.61,56591570282.63,5.04,1,5628263348.83,0.7977,0.903,0,6960432664.98,PROVISIONAL
2106-06,JUR0001134,SERVICES,8.781,14346024647.67,996568926.01,34035,MONTHLY,12.11,1419286159.36,69518743.72,172587589.69,51.65,0,6674795189.85,0.0775,1.0546,0,6809082905.5,AUDITED
2106-07,JUR0001135,AUTO,6.454,217255699586.72,13520534392.4,302587,QUARTERLY,14.07,610563351.15,821520168.33,22366298638.24,53.34,0,10843889132.45,0.933,0.6288,0,4551682616.93,CERTIFIED
2106-08,JUR0001136,FUEL,10.028,102409582382.74,8572077830.01,385003,MONTHLY,0.3,2286946138.45,70181489.27,9027120896.57,10.4,0,9146413895.55,0.343,1.4952,0,6312261939.95,CERTIFIED
2106-09,JUR0001137,SERVICES,5.386,170963336949.21,7210865081.57,295942,MONTHLY,10.12,497799773.8,257916137.41,18836722363.08,23.06,1,6837096941.38,0.708,0.6831,0,2323272349.99,PROVISIONAL
2106-10,JUR0001138,LODGING,1.626,184122826035.56,2551538229.64,438748,MONTHLY,16.75,1885357037.51,372127150.98,28278596955.85,71.64,1,4877381155.27,0.3289,1.1683,0,7657808557.41,AUDITED
2106-11,JUR0001139,RESTAURANT,3.015,135804270533.04,3561621931.0,245556,MONTHLY,0.17,1647964849.88,242240580.42,25920472362.22,22.08,0,8458075131.49,0.894,0.7938,1,5614230152.55,CERTIFIED
2106-12,JUR0001140,GENERAL,1.809,138604907886.7,1942900056.5,117618,QUARTERLY,2.2,651826592.93,632980415.33,27078930071.24,82.09,1,235519248.2,0.531,0.6753,1,6576742582.95,CERTIFIED
2107-01,JUR0001141,LODGING,10.567,177393549981.62,15832879218.88,103530,MONTHLY,16.41,1274093825.3,585392440.17,2678495863.98,78.42,0,11359871327.14,0.2628,0.8659,0,8746071124.97,CERTIFIED
2107-02,JUR0001142,LODGING,6.686,142362602313.92,8367500922.04,195337,QUARTERLY,14.31,1058263180.4,47820577.29,40478916108.96,52.55,0,10442714366.92,0.6307,0.7023,0,8241681008.48,UNCERTIFIED
2107-03,JUR0001143,ALCOHOL,0.158,217290811096.39,302911406.85,170924,MONTHLY,15.63,2482156429.65,736084379.52,39242183105.28,41.26,0,11059209647.14,0.5487,0.8378,0,6142006104.28,UNCERTIFIED
2107-04,JUR0001144,DIGITAL_GOODS,8.232,215388511897.53,17355211519.92,213903,QUARTERLY,9.81,2110530847.64,127632562.23,2631286296.82,43.31,0,4664395234.5,0.8052,0.83,0,7448945684.18,CERTIFIED
2107-05,JUR0001145,LODGING,11.688,142750447529.99,14405070363.38,157839,MONTHLY,5.84,1664133601.18,764691889.31,48051745374.05,63.12,0,2924058881.45,0.8583,1.2086,0,4354031181.22,PROVISIONAL
2107-06,JUR0001146,GROCERY,4.595,82827533266.85,3120781144.47,302662,MONTHLY,16.64,1296070785.93,77800025.53,24306741396.68,40.23,0,3409980983.99,0.0951,0.847,0,7363599435.51,CERTIFIED
2107-07,JUR0001147,ALCOHOL,0.218,36731009148.67,74375983.53,397851,QUARTERLY,14.24,834759840.45,217076485.59,8943975232.91,32.75,1,4228852794.09,0.4673,0.8275,0,2687614912.77,CERTIFIED
2107-08,JUR0001148,TOBACCO,11.885,80355240552.76,7643598408.01,85301,MONTHLY,0.05,1409785665.88,410558101.6,20089982687.74,34.15,0,5450802634.03,0.7248,1.2553,1,4610555732.24,PROVISIONAL
2107-09,JUR0001149,LODGING,7.544,1665575968.56,99201038.26,274705,MONTHLY,2.82,1480885208.15,225899460.97,440076022.77,79.73,1,4963800381.12,0.8261,1.0641,0,3105678135.5,PROVISIONAL
2107-10,JUR0001150,GENERAL,3.598,26965734335.82,696778948.9,374895,MONTHLY,6.85,620037551.45,581710027.68,1898644604.26,29.79,0,1530156047.06,0.6804,1.3079,1,769105035.66,PROVISIONAL
2107-11,JUR0001151,TOBACCO,2.585,162969792470.9,3167569213.48,115002,MONTHLY,14.95,366686281.12,761865472.49,9937602464.12,2.58,1,1073896897.29,0.8619,1.1832,0,3243523213.17,UNCERTIFIED
2107-12,JUR0001152,LODGING,9.054,68134339490.93,5222018592.11,19174,QUARTERLY,11.62,2409787723.03,448600046.46,12533704690.36,26.07,0,776611718.39,0.9709,0.6996,0,3751042358.95,CERTIFIED
2108-01,JUR0001153,DIGITAL_GOODS,4.152,152650551756.48,4939669984.41,158993,QUARTERLY,11.38,1569987990.94,265022751.65,22855754019.89,50.57,0,8274057370.65,0.933,1.3026,0,2392338454.12,CERTIFIED
2108-02,JUR0001154,DIGITAL_GOODS,11.658,114374337547.59,10330598209.93,349467,MONTHLY,4.05,78119424.44,396620102.88,15537748748.42,1.81,0,8363199660.2,0.7872,0.9893,0,1792408732.87,AUDITED
2108-03,JUR0001155,AUTO,1.501,109607944268.16,1323441252.44,10965,MONTHLY,6.97,2211638054.39,481549717.06,25549603680.61,72.84,1,7683355620.05,0.8716,0.9778,1,4796315238.58,UNCERTIFIED
2108-04,JUR0001156,TOBACCO,2.498,36326054457.23,874994224.38,424760,QUARTERLY,1.89,104862679.39,40148821.57,12390635889.32,56.44,0,4455228905.73,0.7013,0.816,0,8437511347.6,CERTIFIED
2108-05,JUR0001157,AUTO,1.176,190740696162.08,1627284540.92,295731,MONTHLY,6.04,1162426556.01,107135809.95,2752264456.87,74.47,0,8663289515.71,0.8074,0.7187,0,1148426183.79,PROVISIONAL
2108-06,JUR0001158,TOBACCO,0.174,14362686536.46,22861832.17,345526,MONTHLY,7.19,566455736.49,390957623.2,3216521288.11,35.37,0,3253813616.44,0.2666,1.3296,0,149220395.71,CERTIFIED
2108-07,JUR0001159,DIGITAL_GOODS,10.715,36784471301.97,3745734828.82,207459,MONTHLY,16.17,1884131588.34,237691455.63,3712239773.75,29.15,0,4984056920.96,0.9775,1.0734,0,748144780.56,CERTIFIED
2108-08,JUR0001160,TOBACCO,10.909,213621607932.52,21531378018.42,188874,MONTHLY,17.35,903495655.58,630196513.86,55970220951.21,0.74,1,341097010.51,0.617,0.6163,0,8805576198.27,CERTIFIED
2108-09,JUR0001161,LODGING,6.807,131664167230.82,7401919653.66,269309,ANNUAL,11.86,815004744.16,49776138.68,10077499151.96,81.85,0,5705691696.63,0.7532,0.795,0,6940894153.2,CERTIFIED
2108-10,JUR0001162,SERVICES,4.564,124634921737.77,5402245448.63,296266,QUARTERLY,1.7,2363723377.41,535502856.51,2436855681.13,46.97,0,8694875705.5,0.0011,1.2935,0,8021330829.24,UNCERTIFIED
2108-11,JUR0001163,DIGITAL_GOODS,11.814,232987108794.07,20037103861.76,274101,MONTHLY,1.81,117709987.37,166955931.54,71285839236.62,74.25,1,5093659455.61,0.2263,0.9693,0,5630890129.28,PROVISIONAL
2108-12,JUR0001164,SERVICES,7.916,139669210393.37,8962004526.11,234819,MONTHLY,13.5,787676283.08,292696512.59,32923307502.21,79.46,0,6339181663.4,0.3399,1.0405,1,5510284620.48,PROVISIONAL
2109-01,JUR0001165,RESTAURANT,8.482,141326879805.59,9507871949.19,92537,QUARTERLY,5.57,292875810.28,404995818.27,32913122032.26,35.39,0,5912855893.16,0.5969,0.8045,0,7160662880.8,UNCERTIFIED
2109-02,JUR0001166,ALCOHOL,9.703,2412640661.12,198711735.78,155428,MONTHLY,10.86,789765214.59,266398114.95,338324892.62,37.84,0,11818803004.8,0.3099,1.1604,0,8772482475.26,UNCERTIFIED
2109-03,JUR0001167,DIGITAL_GOODS,11.914,41515873289.52,4283918864.92,98941,QUARTERLY,15.92,1842562964.01,776121848.98,10655089934.62,20.33,1,3211699223.53,0.9462,0.6283,0,2013261590.72,CERTIFIED
2109-04,JUR0001168,RESTAURANT,0.305,170664686566.03,414830067.44,161551,MONTHLY,5.76,884400050.42,505499339.92,23163717226.69,55.78,0,5734025938.62,0.9845,1.0292,0,8595666576.45,UNCERTIFIED
2109-05,JUR0001169,TOBACCO,3.209,22247872042.83,606060923.18,438777,MONTHLY,15.6,909154492.37,251189781.96,5074292169.56,55.23,0,11686770636.92,0.6048,0.6987,0,168261338.98,PROVISIONAL
2109-06,JUR0001170,GENERAL,6.408,246838902629.83,11521202072.93,273072,QUARTERLY,14.75,175199471.28,182151607.32,86117553059.09,54.2,0,1314347559.86,0.9917,0.612,0,151060890.37,UNCERTIFIED
2109-07,JUR0001171,RESTAURANT,2.893,198435701806.74,4468182834.77,38827,MONTHLY,3.6,1341094129.65,281247049.2,36592690259.19,47.3,0,3515472519.19,0.1343,1.023,0,2356788705.33,CERTIFIED
2109-08,JUR0001172,RESTAURANT,5.701,242675723893.25,11565908454.75,323675,MONTHLY,10.15,1599968112.32,597940236.96,37560955434.9,43.14,0,7692226665.66,0.4693,1.4951,0,820269927.18,CERTIFIED
2109-09,JUR0001173,LODGING,9.251,23752301033.68,1727346425.73,28471,MONTHLY,15.53,1818988923.56,423082366.4,2772136455.5,40.27,0,7670603764.5,0.1557,1.0042,1,7617896964.54,PROVISIONAL
2109-10,JUR0001174,SERVICES,5.789,164180374573.85,8985118946.17,234132,MONTHLY,6.03,2417523170.76,386752302.73,19001931833.81,69.36,1,11514669643.74,0.1381,1.3729,0,2041967317.55,CERTIFIED
2109-11,JUR0001175,GENERAL,2.755,222661086529.69,5706469052.37,214000,QUARTERLY,5.22,2037556830.42,610171237.12,42331654214.41,39.55,0,3875217362.12,0.4525,0.6078,0,2977711137.98,CERTIFIED
2109-12,JUR0001176,ALCOHOL,6.513,236021921596.57,11525227679.79,205509,QUARTERLY,6.41,2211898896.89,600452241.08,58179924899.95,40.54,0,7841573345.89,0.4414,0.9951,0,3640551034.68,AUDITED
2110-01,JUR0001177,ALCOHOL,10.515,121454128223.92,11355570362.64,356790,ANNUAL,2.3,2146500557.82,689916533.27,21636088439.3,18.07,0,7396241103.0,0.6349,1.1709,0,220346314.4,AUDITED
2110-02,JUR0001178,DIGITAL_GOODS,11.757,174467979229.46,17878614585.94,325186,QUARTERLY,8.38,1051250855.2,786542973.0,4576595179.54,84.34,0,6393233517.19,0.8799,1.2977,0,5671121019.48,PROVISIONAL
2110-03,JUR0001179,GROCERY,7.695,3101543601.74,201861525.2,401149,QUARTERLY,4.18,454711772.31,465529216.22,461655605.6,28.38,0,5405913667.65,0.3683,0.7813,1,4430197934.68,PROVISIONAL
2110-04,JUR0001180,LODGING,9.912,62473329979.3,5439776108.3,3077,QUARTERLY,8.92,2321419275.9,286768884.22,11597444960.15,39.4,0,2964871477.27,0.0559,1.2264,0,1454131815.98,UNCERTIFIED
2110-05,JUR0001181,DIGITAL_GOODS,11.297,109001757060.64,10712384192.74,388715,MONTHLY,4.13,1433347741.64,590950057.76,10557463312.67,50.75,0,1575065573.5,0.7944,0.6984,0,4958024500.91,CERTIFIED
2110-06,JUR0001182,ALCOHOL,6.83,96287943291.41,5268843497.83,191340,QUARTERLY,10.89,618860178.55,145533243.36,7302664591.81,77.36,0,1376045132.45,0.8263,0.6974,0,6384415323.0,CERTIFIED
2110-07,JUR0001183,RESTAURANT,1.603,167865172987.06,2425767497.51,342119,MONTHLY,14.12,1359515068.32,509720634.53,21206872149.97,51.26,0,4900151769.69,0.6369,1.3903,0,3423871258.05,UNCERTIFIED
2110-08,JUR0001184,TOBACCO,5.576,96051414623.37,4900339701.56,29407,MIXED,11.45,1321309076.73,379747709.46,403134171.7,26.6,0,7338744946.9,0.5169,0.7624,0,6740018053.9,CERTIFIED
2110-09,JUR0001185,GROCERY,11.692,192210403536.94,17989453480.17,402728,QUARTERLY,6.07,1161217472.57,845742899.81,474812041.59,72.86,0,8955172365.91,0.4464,0.865,0,3175700687.21,UNCERTIFIED
2110-10,JUR0001186,TOBACCO,0.606,82212620523.78,400849535.99,269203,MIXED,0.38,2422225888.89,300056531.86,16589729519.88,33.8,1,1804415884.81,0.8697,1.3244,1,7586302877.83,CERTIFIED
2110-11,JUR0001187,GROCERY,8.066,60397457053.94,4296745273.64,340751,MIXED,6.21,293185549.83,47791969.08,17120039325.4,48.41,0,7083479876.97,0.7375,0.6683,0,5947580662.31,CERTIFIED
2110-12,JUR0001188,DIGITAL_GOODS,1.024,24916361131.83,183398298.77,385362,MONTHLY,2.97,2141254096.15,270690152.92,1968194434.19,66.21,0,4606398237.67,0.738,0.7347,0,5967900879.98,PROVISIONAL
2111-01,JUR0001189,DIGITAL_GOODS,1.468,87158812235.86,948225421.25,314843,MONTHLY,11.37,167033755.19,389588039.34,12813422708.27,77.03,1,592668493.89,0.3805,0.7967,0,8444135568.44,CERTIFIED
2111-02,JUR0001190,FUEL,6.036,134925499700.59,7657777847.73,122008,MONTHLY,13.66,1339366360.83,788339867.92,23620932847.39,15.32,0,8688642862.91,0.3249,0.7617,0,1277368219.74,CERTIFIED
2111-03,JUR0001191,GROCERY,5.856,127527260921.96,5607641662.79,445726,MONTHLY,17.3,1075554584.33,806721728.67,3278370597.9,76.56,0,11879270519.4,0.1469,0.9386,1,1145358571.25,PROVISIONAL
2111-04,JUR0001192,DIGITAL_GOODS,2.515,71412767486.43,1688812766.07,369724,MONTHLY,4.07,2080070606.15,418982451.22,16390708301.12,66.35,0,4482150693.49,0.2174,0.8422,0,6767160261.28,PROVISIONAL
2111-05,JUR0001193,GENERAL,1.382,132147422008.32,1353106931.07,164657,MONTHLY,4.39,1544339286.3,109895916.01,3346806608.01,44.94,1,6089209511.89,0.2086,1.3808,1,143400969.13,CERTIFIED
2111-06,JUR0001194,TOBACCO,6.396,191558948009.31,9772480345.43,268312,MONTHLY,9.65,1211710718.34,636609022.69,60110948452.22,72.34,0,11514981128.98,0.5458,0.8494,0,5399554354.47,AUDITED
2111-07,JUR0001195,AUTO,4.19,61549267696.43,1861629053.66,273124,MONTHLY,14.1,299716374.07,331120580.87,9021859096.38,61.26,0,8442275776.52,0.8803,1.211,0,8240957236.45,PROVISIONAL
2111-08,JUR0001196,LODGING,5.616,92447383946.61,3892463125.67,404121,MONTHLY,15.83,2483791530.07,381208488.32,9514477952.5,54.94,1,8813328677.21,0.7883,1.3652,1,2765071815.19,PROVISIONAL
2111-09,JUR0001197,FUEL,4.176,207825836159.83,6832261101.76,44349,ANNUAL,17.89,1879841648.32,426120.15,45008287985.74,22.55,1,9440419365.24,0.273,1.3846,0,5932440571.33,PROVISIONAL
2111-10,JUR0001198,TOBACCO,2.585,101361537928.34,2017309140.11,91057,QUARTERLY,0.79,473496455.99,552698709.35,33250949672.44,13.7,0,10679511846.82,0.2142,1.2089,0,4122743946.48,CERTIFIED
2111-11,JUR0001199,ALCOHOL,11.213,177180900294.68,18200098460.77,188397,MONTHLY,3.67,1142988339.21,212102483.88,46736568961.9,80.92,1,1320687296.32,0.038,0.9899,0,3173178823.89,CERTIFIED
2111-12,JUR0001200,FUEL,5.924,73626432974.95,3795677073.27,26342,QUARTERLY,16.46,1475939943.47,490387928.36,20064620447.74,31.92,1,1209003128.24,0.585,1.4217,1,8311454968.84,PROVISIONAL
2112-01,JUR0001201,AUTO,4.934,156633341089.94,6110669088.29,54873,MONTHLY,16.1,184876250.71,216123271.02,40246312912.36,67.13,0,3183124256.66,0.4713,1.3141,0,6099260439.45,CERTIFIED
2112-02,JUR0001202,LODGING,10.613,179069326924.36,18072402926.8,258575,MONTHLY,5.55,1872084705.41,136653111.19,1057817024.76,78.99,1,3993354969.94,0.1324,1.1009,0,1081135195.88,CERTIFIED
2112-03,JUR0001203,FUEL,10.451,195069725401.02,16685719780.67,166262,MONTHLY,1.04,593101214.34,51239909.69,58814168179.49,74.7,0,7774351843.09,0.3187,0.7606,0,379693279.46,AUDITED
2112-04,JUR0001204,LODGING,9.795,154624149359.48,10951625983.51,399317,QUARTERLY,1.44,1133437250.82,129313753.74,42163982312.99,59.55,0,5763586657.66,0.5657,0.8059,0,4049755140.57,AUDITED
2112-05,JUR0001205,TOBACCO,7.893,4584793767.38,331850393.97,194582,MONTHLY,13.77,1684503278.89,751212679.73,924602131.65,34.71,1,11493281156.21,0.5655,0.8918,0,5053154276.87,CERTIFIED
2112-06,JUR0001206,GENERAL,11.807,60498496148.46,5225667679.26,380182,MONTHLY,7.37,1340557447.07,425846502.68,12611487574.05,79.41,0,6899207198.52,0.4174,0.7056,0,3165571073.76,UNCERTIFIED
2112-07,JUR0001207,TOBACCO,2.062,44594126941.01,787381648.52,41214,QUARTERLY,15.82,98558783.98,407021194.72,5297622144.99,28.66,0,11835501271.82,0.7703,0.9884,0,1383424199.72,AUDITED
2112-08,JUR0001208,TOBACCO,10.997,68243806281.8,6336513659.14,429656,MONTHLY,12.52,1542118453.89,495340445.79,22044043698.31,32.07,1,9418396028.19,0.6944,1.1493,0,6427905757.46,CERTIFIED
2112-09,JUR0001209,SERVICES,11.822,129749638455.72,12811247484.48,375813,MONTHLY,11.15,2468842534.75,41131457.38,33635530206.8,6.02,0,7172571984.08,0.965,1.3994,0,5054920036.1,UNCERTIFIED
2112-10,JUR0001210,AUTO,5.356,15198711855.74,572098108.66,44739,MONTHLY,0.17,1358689717.63,179035593.84,3354531047.35,4.93,1,4301370615.16,0.4195,0.9074,0,4908135540.85,PROVISIONAL
2112-11,JUR0001211,AUTO,5.906,70680555026.21,3426770235.01,282175,MONTHLY,1.43,1520820717.48,132763689.33,1775907749.37,2.65,0,171665209.42,0.6527,1.1259,0,1662548851.02,UNCERTIFIED
2112-12,JUR0001212,GROCERY,5.031,120796864631.02,5586073010.61,314099,MIXED,11.36,1943966799.86,441583248.73,9683758915.96,47.42,0,2972311201.74,0.7693,1.4132,0,3250850913.97,CERTIFIED
2113-01,JUR0001213,GENERAL,0.154,53496860610.81,61930623.72,203886,QUARTERLY,9.05,750894985.3,20067285.75,752695524.2,58.55,0,10193740297.92,0.3,0.6719,1,2481426777.64,CERTIFIED
2113-02,JUR0001214,SERVICES,7.892,199449894927.04,13419660500.28,394458,QUARTERLY,5.87,1980381945.33,481623217.04,24662714196.61,4.23,1,5824128483.22,0.6064,1.4665,0,576335050.14,CERTIFIED
2113-03,JUR0001215,DIGITAL_GOODS,10.947,222011722465.98,17850205200.79,393555,MONTHLY,14.62,525054353.47,501606629.4,62281903370.05,62.61,1,7938501050.24,0.9789,1.0849,1,928448611.76,UNCERTIFIED
2113-04,JUR0001216,DIGITAL_GOODS,3.896,93880809620.66,2829027532.23,71100,MONTHLY,11.91,1951362288.27,741180640.92,27904089952.13,80.7,1,3515822924.73,0.096,0.7681,0,4050134445.64,UNCERTIFIED
2113-05,JUR0001217,FUEL,6.75,113540580.74,5437412.79,107658,MONTHLY,13.59,1793598448.9,20086899.83,7695702.88,44.63,0,4906588907.62,0.9569,1.0503,0,4505627992.8,CERTIFIED
2113-06,JUR0001218,RESTAURANT,0.055,220617512814.01,87815367.55,183514,MONTHLY,16.29,1075767395.59,766606019.9,65070196857.51,26.44,0,7704653848.89,0.0368,1.3197,0,1899456501.83,CERTIFIED
2113-07,JUR0001219,RESTAURANT,0.86,249973933284.72,1576721217.85,269534,MONTHLY,3.47,1681108542.8,662951655.21,35617896384.76,30.06,1,4010861317.35,0.834,0.9867,0,6779518334.7,AUDITED
2113-08,JUR0001220,LODGING,9.059,57362746491.03,4133193055.51,49064,MONTHLY,8.2,2080173361.82,270667267.03,15523577777.15,80.57,1,8953675800.04,0.5622,0.7014,0,7064189843.26,CERTIFIED
2113-09,JUR0001221,GROCERY,7.229,213807723565.56,14544195029.83,300798,QUARTERLY,7.41,2068282247.77,130328887.56,26600442128.31,43.92,0,2133107024.09,0.9546,1.4961,1,318611724.11,PROVISIONAL
2113-10,JUR0001222,SERVICES,1.625,8351940528.65,130113668.24,418584,MONTHLY,1.9,65415875.11,492290952.54,1675732217.0,30.62,1,8767092797.46,0.3739,0.6661,0,3089560041.14,CERTIFIED
2113-11,JUR0001223,ALCOHOL,3.44,221154313126.73,7122028898.73,362349,MONTHLY,13.73,1502593276.34,342888032.83,34136952124.34,33.5,0,2013084875.13,0.7938,1.0562,0,7715015893.79,UNCERTIFIED
2113-12,JUR0001224,GENERAL,2.638,208802892703.86,4811589497.59,129888,QUARTERLY,8.66,463110023.15,170295619.33,3959380637.56,19.36,0,658940258.11,0.0611,1.0657,0,7598124407.07,AUDITED
2114-01,JUR0001225,RESTAURANT,0.921,239790198301.29,2088154604.33,415299,MONTHLY,2.56,1675205993.55,389624773.36,32573432324.27,54.1,0,6151745865.54,0.4782,1.1973,0,2574514724.68,PROVISIONAL
2114-02,JUR0001226,AUTO,6.078,74932878076.18,3291241314.83,145507,QUARTERLY,15.45,486913662.46,766557466.3,1443603465.77,7.5,0,3430266976.51,0.0542,1.2395,0,8224305347.32,UNCERTIFIED
2114-03,JUR0001227,AUTO,2.45,48525416693.84,1045156612.26,118071,QUARTERLY,14.14,1993279960.53,842982865.46,15356212270.72,74.01,0,6800945776.49,0.9148,1.1063,0,241008792.22,CERTIFIED
2114-04,JUR0001228,AUTO,6.518,240511609900.42,12477001627.8,409639,MONTHLY,15.74,222899217.22,346753206.08,83391517903.69,36.6,1,9025199218.46,0.5699,1.4152,0,665035900.04,UNCERTIFIED
2114-05,JUR0001229,RESTAURANT,5.997,37843601231.62,1691333643.27,189428,MONTHLY,17.99,1098783722.74,844734516.23,9591172506.72,79.89,0,779654305.16,0.1289,0.6134,0,8364527898.13,AUDITED
2114-06,JUR0001230,LODGING,4.945,41644848114.17,1852194366.83,246618,ANNUAL,12.89,2342985974.92,119279955.89,4516924787.69,2.2,1,8018192104.28,0.0937,1.153,1,887536181.87,CERTIFIED
2114-07,JUR0001231,DIGITAL_GOODS,5.168,219905059460.49,10011477633.17,248611,MONTHLY,16.09,308718370.8,692168611.82,25098983332.04,31.42,1,468737800.66,0.7743,0.6063,1,6856644269.67,CERTIFIED
2114-08,JUR0001232,TOBACCO,0.634,67928067544.38,338108378.41,195507,MONTHLY,16.27,1011023862.79,729817336.82,2413388206.75,1.83,0,8562980660.87,0.889,1.1839,0,1257202395.69,PROVISIONAL
2114-09,JUR0001233,RESTAURANT,0.548,104976273403.88,498429594.97,384404,MONTHLY,16.79,1067209785.01,809399846.61,7496646319.84,71.56,0,1763336647.09,0.0849,0.8922,0,7447445815.87,AUDITED
2114-10,JUR0001234,GENERAL,4.155,74993368315.07,2325886416.49,230084,QUARTERLY,16.99,477525787.84,185368026.32,7635530818.7,9.67,1,5342987159.76,0.7201,0.9962,0,8463370518.62,UNCERTIFIED
2114-11,JUR0001235,DIGITAL_GOODS,6.058,213797723685.22,11562865645.77,149237,MONTHLY,5.39,1822874521.32,670124398.62,6143176657.26,30.84,1,1392884511.79,0.6938,1.0356,0,156297011.89,UNCERTIFIED
2114-12,JUR0001236,GROCERY,4.129,154117571112.59,5772079243.07,298801,MONTHLY,12.01,854971098.48,633755712.17,41256318534.53,64.62,1,1565913827.51,0.3063,0.7628,1,8332807748.02,CERTIFIED
2115-01,JUR0001237,GROCERY,8.584,192046275933.8,12657140119.5,423591,MONTHLY,10.6,139945872.78,794393648.91,5480449762.94,72.02,0,8365601912.84,0.2032,1.017,0,7092275370.2,CERTIFIED
2115-02,JUR0001238,FUEL,1.62,54997650767.29,808992402.66,321942,MONTHLY,0.03,745421556.12,212042174.12,17020352092.8,69.85,1,6918472576.75,0.9778,1.28,0,2705848201.21,PROVISIONAL
2115-03,JUR0001239,GENERAL,11.731,216964568319.13,20449545840.44,12330,MONTHLY,5.49,1033699979.13,616013996.89,45666718572.52,68.1,1,8793639206.94,0.5214,1.4683,0,97452102.81,PROVISIONAL
2115-04,JUR0001240,AUTO,7.061,234516998802.68,13863055075.97,441893,QUARTERLY,1.23,629370626.43,790583513.1,78609607537.6,24.35,0,4436710072.35,0.6148,1.3327,0,1913424171.41,PROVISIONAL
