house_build_permit_issue_date,house_build_permit_jurisdiction_id,house_build_permit_type_code,house_build_project_valuation_usd,house_build_units_authorized_count,house_build_square_footage_authorized,house_build_building_height_feet,house_build_stories_count,house_build_construction_type_code,house_build_energy_code_version,house_build_solar_ready_flag,house_build_accessory_dwelling_flag,house_build_mixed_use_flag,house_build_zoning_district_code,house_build_setback_variance_flag,house_build_impact_fee_usd,house_build_inspection_pass_rate_pct,house_build_average_permit_cycle_days,house_build_contractor_license_id,house_build_stop_work_order_flag
2018-10-14,JUR0001018,DEMOLITION,77591497.21,315,1943700,183.6,37,MIXED,IECC_2009,0,0,0,PUD,0,73932,79.43,86,LIC00001018,0
2018-10-15,JUR0001019,ADDITION,24969358.92,340,1690852,53.2,13,WOOD,IECC_2012,1,0,0,I1,0,229332,79.02,111,LIC00001019,0
2018-10-16,JUR0001020,NEW_COMM,56336677.92,102,158086,202.9,80,MASONRY,IECC_2009,0,1,0,R2,0,43081,63.73,32,LIC00001020,0
2018-10-17,JUR0001021,DEMOLITION,61108663.79,290,1394204,146.8,50,MASONRY,IECC_2009,0,1,0,R3,0,43755,77.51,148,LIC00001021,0
2018-10-18,JUR0001022,ALTERATION,84390972.31,67,1353010,274.3,8,MASONRY,IECC_2021,1,0,0,I1,0,45674,90.51,26,LIC00001022,0
2018-10-19,JUR0001023,MEP,15210672.07,203,347967,270.7,69,MIXED,IECC_2009,1,0,0,R1,1,224839,67.94,239,LIC00001023,0
2018-10-20,JUR0001024,ADDITION,17953160.98,184,1063111,74.4,6,STEEL,IECC_2021,0,0,1,MU,0,214602,76.96,45,LIC00001024,0
2018-10-21,JUR0001025,NEW_RES,30835747.51,312,259074,43.6,60,MIXED,IECC_2009,0,1,0,C2,0,134361,81.99,127,LIC00001025,0
2018-10-22,JUR0001026,NEW_COMM,80604217.58,215,1714570,276.0,30,CONCRETE,LOCAL,0,0,0,R3,1,200907,96.53,139,LIC00001026,1
2018-10-23,JUR0001027,ALTERATION,4351372.46,51,1818632,217.4,58,CONCRETE,IECC_2021,0,0,1,RM,0,107377,70.35,170,LIC00001027,0
2018-10-24,JUR0001028,MEP,40798183.16,294,1270325,157.3,74,WOOD,IECC_2018,0,0,0,OVERLAY,0,66864,58.15,158,LIC00001028,0
2018-10-25,JUR0001029,ALTERATION,41425858.17,93,877402,434.1,7,MASONRY,IECC_2015,1,1,1,OVERLAY,0,165305,66.91,90,LIC00001029,1
2018-10-26,JUR0001030,ALTERATION,30517543.69,134,392127,219.2,22,MODULAR,IECC_2012,0,0,0,R3,0,193025,69.38,205,LIC00001030,0
2018-10-27,JUR0001031,DEMOLITION,58781967.17,217,140318,324.1,7,MASONRY,IECC_2015,0,0,1,R1,1,138145,95.35,145,LIC00001031,0
2018-10-28,JUR0001032,MEP,55218010.89,393,1569243,424.6,21,WOOD,LOCAL,0,0,0,R3,1,100352,75.32,74,LIC00001032,0
2018-10-29,JUR0001033,DEMOLITION,28649500.77,9,968731,102.4,11,STEEL,LOCAL,0,0,0,OVERLAY,0,14259,82.07,222,LIC00001033,0
2018-10-30,JUR0001034,MEP,75928770.84,403,1209353,231.9,73,MODULAR,IECC_2012,1,1,0,OVERLAY,1,201507,83.22,125,LIC00001034,0
2018-10-31,JUR0001035,ADDITION,32356632.37,399,1746727,374.1,20,MASONRY,IECC_2015,0,0,0,R1,0,179748,61.14,39,LIC00001035,0
2018-11-01,JUR0001036,MEP,23296729.37,112,1362205,353.4,64,STEEL,IECC_2015,1,0,0,RM,0,137080,66.17,110,LIC00001036,0
2018-11-02,JUR0001037,ALTERATION,67047496.86,326,405074,122.8,87,MASONRY,IECC_2015,0,0,0,C1,0,80971,90.73,174,LIC00001037,0
2018-11-03,JUR0001038,ALTERATION,82884953.77,148,2166123,187.0,44,MASONRY,IECC_2021,0,0,0,C2,0,77981,78.69,52,LIC00001038,0
2018-11-04,JUR0001039,DEMOLITION,53845693.66,175,916223,445.3,55,WOOD,LOCAL,0,0,0,OVERLAY,0,177452,90.52,80,LIC00001039,0
2018-11-05,JUR0001040,DEMOLITION,41892582.58,20,84497,283.7,51,WOOD,IECC_2021,0,0,1,RM,1,146207,97.06,196,LIC00001040,0
2018-11-06,JUR0001041,DEMOLITION,26727115.2,411,1056903,340.8,88,CONCRETE,IECC_2018,0,0,0,C1,1,223448,83.9,204,LIC00001041,0
2018-11-07,JUR0001042,NEW_COMM,1279083.07,374,70304,258.1,62,CONCRETE,IECC_2018,0,0,0,R2,0,29528,66.65,177,LIC00001042,0
2018-11-08,JUR0001043,NEW_RES,77391570.83,370,2128841,94.4,27,CONCRETE,IECC_2012,0,0,0,R3,0,133721,94.27,197,LIC00001043,0
2018-11-09,JUR0001044,DEMOLITION,39538185.82,54,2060769,238.8,27,MODULAR,IECC_2012,0,0,0,PUD,0,141364,86.29,158,LIC00001044,0
2018-11-10,JUR0001045,NEW_RES,47914662.0,130,2166312,212.9,75,MIXED,IECC_2021,0,0,0,R1,0,198218,79.86,122,LIC00001045,0
2018-11-11,JUR0001046,NEW_RES,20877791.17,3,351424,350.5,9,MASONRY,IECC_2021,0,1,0,R3,0,6883,94.06,46,LIC00001046,1
2018-11-12,JUR0001047,NEW_RES,52293338.72,24,164629,345.7,56,MIXED,IECC_2012,1,0,0,OVERLAY,0,84960,56.22,85,LIC00001047,0
2018-11-13,JUR0001048,MEP,66414273.83,34,1142896,86.5,69,MIXED,IECC_2018,1,1,0,MU,0,25315,62.8,131,LIC00001048,0
2018-11-14,JUR0001049,NEW_RES,6567151.63,54,1240767,136.2,44,MIXED,LOCAL,0,0,0,R2,0,106549,85.13,203,LIC00001049,0
2018-11-15,JUR0001050,NEW_COMM,71038688.57,126,1439470,419.9,42,CONCRETE,LOCAL,1,0,0,OVERLAY,0,198829,63.05,226,LIC00001050,0
2018-11-16,JUR0001051,ADDITION,38550046.16,236,1095717,57.3,67,WOOD,IECC_2015,1,0,0,RM,0,86972,57.69,157,LIC00001051,0
2018-11-17,JUR0001052,NEW_RES,72784418.46,217,1071910,138.8,62,STEEL,IECC_2015,1,0,0,OVERLAY,0,129279,90.6,136,LIC00001052,0
2018-11-18,JUR0001053,NEW_RES,8918405.81,326,1960511,176.6,79,MODULAR,IECC_2015,0,0,0,R3,0,69007,91.21,20,LIC00001053,0
2018-11-19,JUR0001054,NEW_COMM,64077178.07,52,490670,34.4,45,MODULAR,IECC_2012,0,1,0,MU,0,160493,80.61,210,LIC00001054,0
2018-11-20,JUR0001055,ALTERATION,50356203.46,440,1194329,25.7,32,MIXED,IECC_2012,1,1,1,RM,0,86552,78.17,8,LIC00001055,1
2018-11-21,JUR0001056,DEMOLITION,73080732.03,283,1191016,225.5,71,MODULAR,IECC_2021,0,0,1,R3,0,211643,59.71,104,LIC00001056,0
2018-11-22,JUR0001057,NEW_COMM,18019399.89,199,1035499,419.0,1,MODULAR,IECC_2012,0,0,0,RM,0,201257,93.15,214,LIC00001057,1
2018-11-23,JUR0001058,DEMOLITION,20571966.82,55,320829,249.1,66,MASONRY,IECC_2015,0,0,0,I1,0,7908,78.63,185,LIC00001058,0
2018-11-24,JUR0001059,NEW_COMM,7329099.2,416,1062567,51.4,50,MIXED,IECC_2015,0,0,0,R3,0,174327,77.0,233,LIC00001059,0
2018-11-25,JUR0001060,ALTERATION,2423523.8,403,1392700,355.3,15,MIXED,IECC_2021,0,0,0,OVERLAY,0,204588,94.9,6,LIC00001060,0
2018-11-26,JUR0001061,MEP,48442069.07,255,1156164,406.6,22,STEEL,IECC_2018,1,0,0,R1,1,94797,74.56,95,LIC00001061,0
2018-11-27,JUR0001062,DEMOLITION,66247074.44,234,502023,211.9,30,MODULAR,IECC_2015,1,0,0,R3,0,168076,87.95,50,LIC00001062,1
2018-11-28,JUR0001063,NEW_COMM,4980400.01,231,1369025,126.2,75,WOOD,LOCAL,0,0,1,OVERLAY,0,61900,71.75,61,LIC00001063,0
2018-11-29,JUR0001064,MEP,66521560.05,64,838120,367.0,61,STEEL,IECC_2012,0,0,0,MU,0,139171,93.18,167,LIC00001064,0
2018-11-30,JUR0001065,ADDITION,7798664.95,444,1509448,300.8,82,MASONRY,IECC_2021,0,0,1,R2,1,231913,76.5,199,LIC00001065,0
2018-12-01,JUR0001066,DEMOLITION,82874690.83,307,2088977,380.1,50,WOOD,LOCAL,1,0,0,R1,0,202501,76.06,98,LIC00001066,1
2018-12-02,JUR0001067,DEMOLITION,65413464.01,407,2191838,275.1,44,MODULAR,IECC_2018,1,0,0,R3,1,26622,90.43,198,LIC00001067,0
2018-12-03,JUR0001068,DEMOLITION,51855990.34,117,674401,395.8,10,STEEL,IECC_2021,0,0,0,I1,0,120176,60.25,128,LIC00001068,0
2018-12-04,JUR0001069,DEMOLITION,11536511.75,262,1531116,182.4,11,WOOD,LOCAL,0,0,0,C1,0,18393,80.17,137,LIC00001069,0
2018-12-05,JUR0001070,MEP,83983177.19,120,434013,15.4,75,MODULAR,IECC_2018,0,0,0,PUD,0,237575,77.34,142,LIC00001070,0
2018-12-06,JUR0001071,DEMOLITION,39578690.18,137,1333500,114.4,49,MASONRY,IECC_2021,0,0,1,C2,0,9900,63.35,93,LIC00001071,0
2018-12-07,JUR0001072,MEP,67395904.95,121,1196723,216.9,69,CONCRETE,IECC_2021,1,0,1,C1,0,148481,83.08,109,LIC00001072,0
2018-12-08,JUR0001073,ADDITION,39212179.97,337,1481607,388.3,82,MASONRY,LOCAL,1,0,0,MU,0,85136,77.74,208,LIC00001073,0
2018-12-09,JUR0001074,ALTERATION,55354513.5,436,1191548,150.3,65,STEEL,IECC_2009,0,0,0,R1,0,242250,96.18,131,LIC00001074,0
2018-12-10,JUR0001075,NEW_RES,73078197.73,217,1031827,284.3,17,WOOD,IECC_2012,0,0,0,PUD,0,167214,74.64,59,LIC00001075,1
2018-12-11,JUR0001076,MEP,51982839.11,103,1974438,317.6,87,WOOD,IECC_2012,0,0,0,OVERLAY,0,138116,55.7,76,LIC00001076,0
2018-12-12,JUR0001077,NEW_RES,19204330.24,66,883488,169.7,3,MASONRY,IECC_2012,0,0,0,I1,0,176387,88.12,49,LIC00001077,0
2018-12-13,JUR0001078,NEW_COMM,4019271.41,226,786589,100.0,68,MIXED,LOCAL,1,0,0,R3,0,113189,64.91,81,LIC00001078,0
2018-12-14,JUR0001079,NEW_RES,57665443.66,115,2181215,143.8,52,CONCRETE,IECC_2018,0,0,0,RM,0,48086,90.31,75,LIC00001079,0
2018-12-15,JUR0001080,ALTERATION,35108776.38,160,1687583,342.7,58,MODULAR,IECC_2012,0,0,0,I1,1,135272,73.48,158,LIC00001080,0
2018-12-16,JUR0001081,ALTERATION,38732834.15,19,1655377,356.6,57,WOOD,LOCAL,1,0,0,R3,0,27654,89.18,155,LIC00001081,0
2018-12-17,JUR0001082,NEW_COMM,23117439.08,14,829780,95.7,87,MASONRY,IECC_2009,1,0,0,I1,0,103443,80.13,174,LIC00001082,0
2018-12-18,JUR0001083,ALTERATION,45131093.91,55,3079,316.8,13,STEEL,LOCAL,0,1,0,R2,0,103817,97.67,134,LIC00001083,0
2018-12-19,JUR0001084,DEMOLITION,75683467.74,59,490629,189.2,51,MASONRY,IECC_2018,0,0,0,MU,0,120490,91.58,182,LIC00001084,0
2018-12-20,JUR0001085,NEW_COMM,18459423.18,108,1247943,112.4,22,STEEL,IECC_2009,1,0,1,PUD,0,40080,65.16,32,LIC00001085,0
2018-12-21,JUR0001086,NEW_COMM,57935459.08,197,7411,335.8,72,WOOD,IECC_2015,1,0,0,RM,1,38993,94.0,57,LIC00001086,0
2018-12-22,JUR0001087,MEP,81246843.1,148,680719,144.1,71,CONCRETE,IECC_2021,0,0,0,OVERLAY,0,37532,76.08,168,LIC00001087,0
2018-12-23,JUR0001088,ADDITION,18989277.52,407,1237353,101.1,19,MIXED,IECC_2021,1,0,1,RM,0,107826,60.94,24,LIC00001088,0
2018-12-24,JUR0001089,NEW_COMM,83788325.81,54,1691392,51.2,85,MODULAR,IECC_2015,1,0,0,R2,1,126335,81.67,189,LIC00001089,0
2018-12-25,JUR0001090,ADDITION,72755578.34,33,1278996,278.4,79,MODULAR,LOCAL,1,0,0,OVERLAY,0,15576,57.23,196,LIC00001090,0
2018-12-26,JUR0001091,NEW_COMM,64179261.73,199,328801,445.9,13,MIXED,IECC_2012,1,0,0,C2,0,155601,92.4,156,LIC00001091,0
2018-12-27,JUR0001092,ALTERATION,75264652.87,427,1094259,259.2,56,WOOD,IECC_2012,0,0,0,R1,0,146569,55.21,132,LIC00001092,0
2018-12-28,JUR0001093,DEMOLITION,33678897.42,107,1112886,43.4,57,MASONRY,IECC_2009,1,0,1,R2,0,107445,68.2,194,LIC00001093,1
2018-12-29,JUR0001094,ALTERATION,28802466.73,422,697938,394.3,57,MASONRY,IECC_2015,0,0,0,PUD,0,75571,55.25,156,LIC00001094,0
2018-12-30,JUR0001095,MEP,76432841.49,414,1930824,399.4,40,MODULAR,IECC_2021,0,0,0,RM,0,89491,62.18,176,LIC00001095,0
2018-12-31,JUR0001096,NEW_RES,37443123.5,413,1781685,285.7,7,MODULAR,IECC_2009,1,0,0,OVERLAY,1,126231,91.5,156,LIC00001096,1
2019-01-01,JUR0001097,NEW_RES,14793495.61,422,545785,339.7,63,CONCRETE,IECC_2021,0,0,0,PUD,0,110687,78.59,205,LIC00001097,0
2019-01-02,JUR0001098,MEP,10204313.82,441,1991845,15.1,56,MIXED,IECC_2009,1,0,0,RM,0,3672,98.96,80,LIC00001098,0
2019-01-03,JUR0001099,ALTERATION,70083377.8,53,86375,131.5,41,WOOD,LOCAL,0,0,1,R3,0,47310,69.47,226,LIC00001099,0
2019-01-04,JUR0001100,DEMOLITION,5958788.06,221,1517328,372.1,61,MODULAR,IECC_2021,0,0,0,OVERLAY,0,51152,62.66,94,LIC00001100,0
2019-01-05,JUR0001101,NEW_RES,42125170.43,313,1399147,131.1,35,MASONRY,IECC_2018,0,0,0,R3,1,212216,58.57,37,LIC00001101,0
2019-01-06,JUR0001102,NEW_COMM,35460450.17,100,1844482,317.4,21,WOOD,IECC_2018,0,0,0,R3,0,210843,78.48,126,LIC00001102,0
2019-01-07,JUR0001103,ALTERATION,71551004.51,226,1358461,74.3,32,CONCRETE,IECC_2009,1,0,0,C1,0,81430,91.11,67,LIC00001103,0
2019-01-08,JUR0001104,NEW_RES,49152605.12,172,1749820,319.5,4,STEEL,IECC_2009,0,0,1,PUD,0,46256,83.05,232,LIC00001104,0
2019-01-09,JUR0001105,NEW_RES,16526241.54,119,619346,317.3,61,MODULAR,IECC_2021,1,0,0,OVERLAY,0,207370,56.03,72,LIC00001105,0
2019-01-10,JUR0001106,NEW_COMM,77296515.7,378,1982178,230.3,15,MIXED,IECC_2018,0,0,0,C1,0,207227,67.37,50,LIC00001106,0
2019-01-11,JUR0001107,ADDITION,22625744.43,3,2097381,175.8,38,MIXED,IECC_2009,0,0,0,OVERLAY,0,114177,78.18,99,LIC00001107,0
2019-01-12,JUR0001108,DEMOLITION,60899687.77,418,415798,304.7,26,MIXED,IECC_2009,0,0,0,RM,0,208430,99.4,186,LIC00001108,0
2019-01-13,JUR0001109,NEW_RES,38036361.86,52,688318,127.0,32,MASONRY,IECC_2021,0,0,0,OVERLAY,0,191911,89.76,165,LIC00001109,0
2019-01-14,JUR0001110,DEMOLITION,2255105.97,360,623125,414.8,1,STEEL,IECC_2009,1,0,0,RM,0,212734,95.84,131,LIC00001110,0
2019-01-15,JUR0001111,ALTERATION,15211781.47,357,1552058,38.6,38,MIXED,IECC_2018,0,0,0,PUD,0,126218,80.63,173,LIC00001111,0
2019-01-16,JUR0001112,NEW_COMM,48966021.98,260,248438,388.0,43,CONCRETE,LOCAL,1,0,0,I1,0,247001,93.76,17,LIC00001112,0
2019-01-17,JUR0001113,ADDITION,24682711.03,433,1842102,269.5,2,CONCRETE,LOCAL,0,0,0,RM,0,30394,57.82,53,LIC00001113,0
2019-01-18,JUR0001114,MEP,13043977.77,380,1898200,17.2,5,MIXED,IECC_2018,1,0,0,PUD,0,210324,68.66,147,LIC00001114,0
2019-01-19,JUR0001115,NEW_RES,31809068.61,399,2052621,143.3,46,WOOD,IECC_2018,1,0,0,R1,0,109256,80.2,182,LIC00001115,0
2019-01-20,JUR0001116,MEP,80156833.24,117,1455975,278.4,10,WOOD,IECC_2009,1,1,0,C2,1,63270,67.57,121,LIC00001116,0
2019-01-21,JUR0001117,DEMOLITION,34053640.67,136,1690440,307.8,68,MASONRY,IECC_2018,0,0,0,I1,0,193535,93.09,113,LIC00001117,0
2019-01-22,JUR0001118,ADDITION,63362577.28,47,1626635,382.7,42,CONCRETE,IECC_2018,0,0,0,OVERLAY,0,164573,73.73,167,LIC00001118,0
2019-01-23,JUR0001119,NEW_RES,62283209.57,173,1953904,420.9,15,MODULAR,LOCAL,1,0,1,MU,0,2728,79.73,40,LIC00001119,0
2019-01-24,JUR0001120,MEP,31201177.04,11,697482,22.8,25,STEEL,IECC_2018,1,0,0,RM,0,53513,96.64,79,LIC00001120,0
2019-01-25,JUR0001121,DEMOLITION,25916312.97,222,509511,365.7,70,STEEL,IECC_2015,1,0,0,C2,0,24937,88.75,55,LIC00001121,1
2019-01-26,JUR0001122,NEW_COMM,18715250.59,129,771953,97.5,59,MODULAR,IECC_2021,1,0,0,C2,0,92227,71.96,80,LIC00001122,0
2019-01-27,JUR0001123,ALTERATION,32068880.09,116,631779,376.1,6,MODULAR,IECC_2009,0,0,0,R2,0,99716,76.23,151,LIC00001123,0
2019-01-28,JUR0001124,MEP,39208234.84,184,1423574,384.6,1,MODULAR,IECC_2021,0,0,0,C2,0,41093,77.96,114,LIC00001124,0
2019-01-29,JUR0001125,NEW_COMM,18326975.74,56,330603,58.8,65,CONCRETE,IECC_2009,0,0,0,I1,0,179171,59.22,87,LIC00001125,1
2019-01-30,JUR0001126,MEP,22976639.96,242,124996,147.0,28,CONCRETE,IECC_2018,0,0,1,R1,0,204019,63.92,72,LIC00001126,0
2019-01-31,JUR0001127,DEMOLITION,29992867.46,107,1534140,137.6,30,WOOD,IECC_2018,1,0,0,R3,1,211685,69.82,75,LIC00001127,0
2019-02-01,JUR0001128,ALTERATION,77445201.81,158,522400,429.0,81,WOOD,IECC_2021,0,0,0,R3,1,207440,61.37,180,LIC00001128,0
2019-02-02,JUR0001129,NEW_RES,21919905.33,156,908637,300.0,58,STEEL,IECC_2015,1,0,0,R3,1,205020,62.79,73,LIC00001129,0
2019-02-03,JUR0001130,ALTERATION,32109085.44,428,1896689,410.8,70,MASONRY,IECC_2018,0,0,0,C1,1,231871,65.7,162,LIC00001130,0
2019-02-04,JUR0001131,ALTERATION,82061446.37,164,1994114,425.8,25,CONCRETE,LOCAL,0,0,0,MU,1,246661,57.21,65,LIC00001131,0
2019-02-05,JUR0001132,ADDITION,33090971.2,291,1323888,156.1,58,STEEL,IECC_2012,0,0,0,R1,0,166602,56.11,213,LIC00001132,0
2019-02-06,JUR0001133,ALTERATION,53173981.13,287,869017,30.3,55,MASONRY,IECC_2021,0,0,1,R1,0,167844,56.97,224,LIC00001133,0
2019-02-07,JUR0001134,ADDITION,44755234.44,423,1523335,28.7,35,CONCRETE,IECC_2018,0,0,0,C2,0,120915,73.47,195,LIC00001134,0
2019-02-08,JUR0001135,NEW_RES,76918738.34,340,2085641,257.1,80,WOOD,LOCAL,0,0,0,PUD,0,65038,98.57,130,LIC00001135,0
2019-02-09,JUR0001136,NEW_RES,20265260.36,163,596502,51.9,12,MODULAR,LOCAL,0,0,0,MU,0,167764,63.37,115,LIC00001136,0
2019-02-10,JUR0001137,ALTERATION,1206724.99,17,593269,189.1,83,WOOD,LOCAL,0,0,0,C2,0,107017,78.13,217,LIC00001137,0
2019-02-11,JUR0001138,NEW_RES,21146018.45,235,1719370,375.2,41,MIXED,IECC_2009,0,0,0,R3,0,177509,83.67,39,LIC00001138,0
2019-02-12,JUR0001139,ADDITION,51497188.18,415,1846731,345.8,16,MODULAR,IECC_2015,0,0,0,R2,0,128696,93.18,183,LIC00001139,0
2019-02-13,JUR0001140,ALTERATION,12277240.65,220,2064280,319.9,14,CONCRETE,LOCAL,1,0,1,OVERLAY,0,28654,79.62,9,LIC00001140,0
2019-02-14,JUR0001141,ALTERATION,6439776.85,317,1144013,152.7,75,STEEL,LOCAL,0,1,0,I1,0,7782,72.42,41,LIC00001141,0
2019-02-15,JUR0001142,NEW_COMM,52883315.69,249,649037,214.8,23,CONCRETE,IECC_2018,1,0,0,MU,0,159682,56.15,180,LIC00001142,0
2019-02-16,JUR0001143,DEMOLITION,24492996.45,435,1580251,414.3,45,MODULAR,IECC_2015,1,0,0,C1,0,203472,55.58,221,LIC00001143,0
2019-02-17,JUR0001144,NEW_COMM,43031299.42,141,675045,301.8,59,WOOD,IECC_2021,0,1,0,PUD,1,48401,75.15,105,LIC00001144,0
2019-02-18,JUR0001145,ADDITION,38947423.91,358,1308604,110.8,80,STEEL,IECC_2009,0,0,0,PUD,0,230154,79.71,206,LIC00001145,0
2019-02-19,JUR0001146,DEMOLITION,16852030.62,56,1110838,316.2,68,MASONRY,IECC_2021,0,0,0,R1,0,109750,72.47,54,LIC00001146,0
2019-02-20,JUR0001147,DEMOLITION,4990611.08,78,1374850,221.8,89,MODULAR,IECC_2021,0,0,0,I1,1,11953,76.31,133,LIC00001147,0
2019-02-21,JUR0001148,MEP,43047009.24,227,1284257,445.2,26,MODULAR,IECC_2015,1,1,0,I1,0,91899,95.19,162,LIC00001148,0
2019-02-22,JUR0001149,ADDITION,40069038.0,110,109388,69.9,4,MASONRY,IECC_2015,0,1,0,I1,0,208188,57.62,192,LIC00001149,0
2019-02-23,JUR0001150,DEMOLITION,21403528.06,168,1241737,407.2,54,MASONRY,LOCAL,1,0,0,I1,1,166195,55.77,125,LIC00001150,0
2019-02-24,JUR0001151,MEP,25204084.9,405,2179617,299.6,78,CONCRETE,IECC_2021,0,0,0,MU,0,239860,67.35,122,LIC00001151,0
2019-02-25,JUR0001152,MEP,62225714.84,207,122616,391.7,81,MASONRY,LOCAL,0,0,0,RM,0,216150,64.01,44,LIC00001152,0
2019-02-26,JUR0001153,NEW_COMM,55078509.52,337,745612,353.9,88,WOOD,LOCAL,0,0,0,C1,0,50123,82.83,150,LIC00001153,0
2019-02-27,JUR0001154,DEMOLITION,745395.04,148,424818,94.8,41,MODULAR,IECC_2018,1,1,0,C2,0,176030,56.14,57,LIC00001154,0
2019-02-28,JUR0001155,ADDITION,9661854.96,395,548832,270.8,8,STEEL,IECC_2021,0,0,0,R2,0,195811,82.16,39,LIC00001155,0
2019-03-01,JUR0001156,MEP,15084782.1,79,856011,30.0,3,MODULAR,IECC_2012,1,0,1,MU,0,38433,74.8,138,LIC00001156,0
2019-03-02,JUR0001157,NEW_COMM,6414212.78,449,110042,180.7,78,CONCRETE,IECC_2009,0,0,1,C2,0,6330,62.66,79,LIC00001157,0
2019-03-03,JUR0001158,NEW_COMM,71648453.75,426,594717,384.3,68,CONCRETE,IECC_2009,0,0,0,MU,1,249139,90.32,46,LIC00001158,0
2019-03-04,JUR0001159,ADDITION,20174977.76,27,859091,158.7,85,CONCRETE,IECC_2021,0,0,0,C1,0,198182,80.99,228,LIC00001159,0
2019-03-05,JUR0001160,NEW_RES,70233652.77,442,1709021,147.8,43,STEEL,IECC_2021,0,0,1,R3,1,125514,77.5,146,LIC00001160,1
2019-03-06,JUR0001161,NEW_COMM,739486.36,197,1515091,112.9,85,CONCRETE,IECC_2009,0,0,1,R1,0,207294,84.93,42,LIC00001161,0
2019-03-07,JUR0001162,ALTERATION,7749248.54,177,678299,201.5,7,MODULAR,LOCAL,1,1,0,R2,0,109780,56.94,122,LIC00001162,0
2019-03-08,JUR0001163,DEMOLITION,46558002.47,427,1104640,47.7,32,WOOD,IECC_2021,0,0,1,R2,0,220259,69.0,9,LIC00001163,0
2019-03-09,JUR0001164,NEW_RES,44689087.4,424,603634,407.1,25,STEEL,IECC_2021,1,0,1,OVERLAY,0,248517,84.95,93,LIC00001164,0
2019-03-10,JUR0001165,DEMOLITION,40058130.94,209,1153967,130.4,80,MASONRY,IECC_2018,1,1,0,R3,0,218019,83.44,240,LIC00001165,0
2019-03-11,JUR0001166,NEW_RES,74110919.91,414,898830,447.7,54,CONCRETE,IECC_2018,1,0,0,C1,1,27219,67.0,222,LIC00001166,0
2019-03-12,JUR0001167,NEW_RES,13841807.24,223,2003590,255.1,54,CONCRETE,IECC_2012,0,1,0,PUD,0,181728,55.13,20,LIC00001167,0
2019-03-13,JUR0001168,NEW_COMM,78225072.56,84,1803151,358.7,63,WOOD,IECC_2018,0,0,0,R1,0,178550,73.78,67,LIC00001168,0
2019-03-14,JUR0001169,ADDITION,75948401.8,409,956779,183.7,9,CONCRETE,IECC_2012,0,0,0,MU,0,234307,97.7,192,LIC00001169,0
2019-03-15,JUR0001170,ADDITION,20808404.21,370,2032684,91.2,44,MODULAR,IECC_2015,0,0,1,C2,0,67225,81.86,26,LIC00001170,0
2019-03-16,JUR0001171,NEW_RES,60599267.33,197,325974,70.2,36,MASONRY,IECC_2021,0,0,1,PUD,0,127900,89.79,22,LIC00001171,0
2019-03-17,JUR0001172,MEP,38960176.67,9,1822079,374.2,88,MIXED,LOCAL,0,0,0,R3,0,25569,83.2,16,LIC00001172,0
2019-03-18,JUR0001173,ADDITION,25508202.37,143,2089634,449.2,50,WOOD,IECC_2015,0,0,0,R3,0,37102,70.39,75,LIC00001173,0
2019-03-19,JUR0001174,DEMOLITION,79517299.7,42,869914,286.9,74,CONCRETE,IECC_2015,1,0,1,C2,0,75990,88.03,113,LIC00001174,0
2019-03-20,JUR0001175,ADDITION,77011784.4,159,132199,150.0,27,CONCRETE,IECC_2015,0,1,0,RM,0,229286,69.6,123,LIC00001175,0
2019-03-21,JUR0001176,NEW_RES,18462309.67,397,158155,290.0,59,CONCRETE,LOCAL,1,0,0,R3,0,130808,64.33,210,LIC00001176,0
2019-03-22,JUR0001177,ADDITION,3126557.63,288,332868,39.8,89,WOOD,IECC_2021,0,0,0,MU,0,23171,75.46,209,LIC00001177,0
2019-03-23,JUR0001178,ADDITION,3949600.9,270,1213770,25.8,48,MASONRY,IECC_2015,1,0,1,PUD,0,65012,76.95,185,LIC00001178,0
2019-03-24,JUR0001179,NEW_COMM,52085673.46,178,752614,99.5,73,MIXED,LOCAL,0,1,1,MU,0,98050,73.6,65,LIC00001179,0
2019-03-25,JUR0001180,MEP,4620127.51,348,144495,115.3,50,MODULAR,IECC_2018,0,0,1,I1,1,202739,65.22,207,LIC00001180,0
2019-03-26,JUR0001181,MEP,53992788.13,206,2184044,368.4,15,MIXED,IECC_2015,0,0,0,MU,0,10186,74.49,233,LIC00001181,0
2019-03-27,JUR0001182,ALTERATION,43630639.08,245,58229,414.1,23,MIXED,LOCAL,0,0,0,C2,0,187294,76.98,48,LIC00001182,0
2019-03-28,JUR0001183,NEW_COMM,12991042.55,267,449820,254.1,86,CONCRETE,IECC_2018,0,0,0,MU,1,183778,63.31,203,LIC00001183,0
2019-03-29,JUR0001184,DEMOLITION,2855142.04,68,1575068,137.9,83,CONCRETE,IECC_2021,0,1,1,R2,0,117199,89.12,23,LIC00001184,0
2019-03-30,JUR0001185,MEP,23441435.08,188,386616,148.8,50,CONCRETE,IECC_2012,0,0,0,R2,1,137256,79.61,53,LIC00001185,1
2019-03-31,JUR0001186,ALTERATION,47495543.34,190,1974256,338.9,61,MODULAR,IECC_2021,1,0,0,RM,0,59655,74.45,44,LIC00001186,0
2019-04-01,JUR0001187,MEP,17267265.72,7,816422,420.4,1,MODULAR,IECC_2012,0,0,1,I1,0,209104,96.68,129,LIC00001187,0
