safe_incident_incident_datetime_local,safe_incident_incident_type_code,safe_incident_ipc_ncrb_offense_code,safe_incident_call_priority_level,safe_incident_reporting_agency_ori,safe_incident_location_block_id,safe_incident_premise_type,safe_incident_weapon_involved_flag,safe_incident_injury_severity_code,safe_incident_victim_count,safe_incident_suspect_count,safe_incident_clearance_status_code,safe_incident_bias_motivation_flag,safe_incident_gang_related_flag,safe_incident_domestic_related_flag,safe_incident_property_loss_value_inr,safe_incident_body_worn_camera_flag,safe_incident_response_time_seconds,safe_incident_geocoding_accuracy_level,safe_incident_case_update_timestamp
2019-12-26 23:19:02,Assault,NDPS-21,P2,IN-ORI-6591,BLK-0e2c8b0021365e,Street,Y,Moderate,6,2,UnderInvestigation,Y,Y,N,4555955,Y,3092,StreetSegment,2019-11-18 23:59:52
2019-09-23 05:58:51,Fraud,IPC-420,P3,IN-ORI-5503,BLK-bc3d09def27537,Apartment,N,None,2,5,ClearedByArrest,N,N,N,5930794,N,4549,Rooftop,2021-03-31 04:08:29
2025-03-06 22:39:12,Theft,IPC-302,P4,IN-ORI-1914,BLK-c7f33461a5b81f,Office,N,Severe,2,3,Unfounded,N,Y,N,7344779,Y,1187,Neighborhood,2022-10-09 21:48:35
2019-05-02 16:56:31,Theft,IPC-380,P3,IN-ORI-4834,BLK-8bed695ffe7949,ATM,Y,Moderate,4,5,ClearedByArrest,Y,N,N,735835,Y,1653,Rooftop,2024-04-05 17:51:32
2023-03-07 18:44:52,Vandalism,IPC-354,P4,IN-ORI-3521,BLK-f2b8d2644bc274,Hospital,Y,Minor,5,2,Unfounded,Y,N,Y,7712239,Y,2790,Unknown,2021-07-18 21:34:19
2023-12-30 01:24:10,Fraud,IPC-354,P2,IN-ORI-6533,BLK-9e3a11df90d629,Market,Y,Minor,0,3,Open,N,Y,Y,6051962,Y,2717,Neighborhood,2021-03-12 14:13:40
2024-03-28 01:41:58,DomesticViolence,IPC-354,P2,IN-ORI-6811,BLK-18505f2806be05,Shop,Y,None,5,1,Unfounded,N,N,Y,5057890,Y,3240,Ward,2019-08-10 20:46:58
2019-12-15 10:33:59,Theft,IPC-363,P3,IN-ORI-5573,BLK-86e934070ace65,Street,Y,None,4,3,Unfounded,Y,Y,Y,990533,N,1003,Ward,2019-01-19 02:15:49
2020-03-05 05:04:19,Homicide,IPC-379,P3,IN-ORI-6409,BLK-1825c0fbdb0ecb,School,Y,Severe,2,1,ExceptionallyCleared,N,Y,Y,7534273,Y,3665,Unknown,2022-10-29 06:33:20
2023-03-04 09:21:14,DomesticViolence,IPC-354,P4,IN-ORI-2521,BLK-a6bb89436dbaf0,ATM,N,Minor,3,2,UnderInvestigation,Y,N,Y,8288233,N,1116,StreetSegment,2022-04-23 02:15:54
2022-07-29 14:15:18,Narcotics,IPC-420,P3,IN-ORI-5144,BLK-9a489151b9541e,Transit,Y,None,1,5,ExceptionallyCleared,N,N,N,3949478,N,5296,Neighborhood,2019-08-11 04:52:39
2024-03-06 15:57:23,DomesticViolence,IT-66C,P1,IN-ORI-5745,BLK-fff3820794092f,ATM,N,Minor,7,3,UnderInvestigation,Y,Y,N,6255870,Y,330,Parcel,2023-11-09 19:23:52
2023-01-11 21:21:19,Homicide,NDPS-21,P2,IN-ORI-4698,BLK-8f0322e5287376,ATM,N,None,2,2,Open,Y,N,Y,2331609,Y,2948,Neighborhood,2020-04-13 09:58:27
2023-09-15 07:45:12,Fraud,IPC-354,P4,IN-ORI-2486,BLK-ed8326529eccd6,Park,Y,None,1,1,UnderInvestigation,Y,N,N,2507314,Y,5944,Rooftop,2023-03-13 06:17:51
2020-11-18 01:25:03,Vandalism,IPC-354,P2,IN-ORI-4916,BLK-a5d5962e00ff23,Transit,N,None,2,1,ExceptionallyCleared,N,Y,N,8038695,N,3916,StreetSegment,2020-09-30 12:58:18
2019-01-05 19:13:29,Arson,IPC-354,P2,IN-ORI-8934,BLK-63b20b3c9632fe,ATM,Y,None,6,1,UnderInvestigation,N,Y,Y,7075219,Y,3264,StreetSegment,2020-03-21 05:39:01
2018-01-10 05:59:46,Narcotics,IPC-379,P1,IN-ORI-5736,BLK-a6b444c6d83d10,Transit,N,None,1,3,UnderInvestigation,N,Y,N,6785391,N,120,Rooftop,2024-03-25 13:44:58
2019-06-16 14:37:56,Fraud,IT-66C,P4,IN-ORI-7874,BLK-615f3ff556235d,School,Y,None,3,4,ExceptionallyCleared,N,N,N,3810437,N,5470,Ward,2023-08-19 01:42:52
2024-01-14 21:03:26,Narcotics,IPC-302,P2,IN-ORI-5770,BLK-da8c4f39a8b236,Warehouse,N,Minor,7,5,Open,N,Y,N,4248654,Y,2916,Ward,2022-10-07 04:20:08
2021-02-21 19:13:32,Assault,NDPS-21,P2,IN-ORI-7732,BLK-ef23ba886cd1b5,Shop,N,Minor,2,5,UnderInvestigation,N,N,N,4918995,N,1041,Neighborhood,2025-05-18 23:39:29
2020-06-17 19:00:26,Homicide,IT-66C,P1,IN-ORI-2372,BLK-741e864eeb1d3e,Residence,N,None,0,3,ClearedByArrest,N,Y,N,2954374,N,4219,Parcel,2024-06-16 12:17:29
2018-02-12 00:07:57,Robbery,IT-66C,P3,IN-ORI-3274,BLK-b5d809133b1d98,Transit,N,None,1,4,ClearedByArrest,Y,Y,Y,7920094,Y,3528,StreetSegment,2021-09-17 15:25:44
2024-02-10 07:28:00,DomesticViolence,IPC-302,P2,IN-ORI-5863,BLK-5d95bcb4485aa6,Street,Y,Severe,7,2,Open,N,N,Y,1601829,N,2832,Parcel,2025-05-29 19:28:53
2019-05-28 13:14:26,Arson,IPC-354,P3,IN-ORI-9485,BLK-0a045849df1c16,Shop,Y,Severe,5,1,Open,N,N,N,5863207,Y,4545,StreetSegment,2023-09-29 17:47:08
2020-12-06 06:13:25,Robbery,IPC-436,P3,IN-ORI-7838,BLK-70c4f5f87b0ec2,Residence,N,Fatal,0,2,Unfounded,N,N,N,8448215,Y,3951,Neighborhood,2025-10-28 13:52:11
2025-03-02 12:36:35,CyberCrime,IPC-380,P1,IN-ORI-4214,BLK-5ea1b23051d9a9,Hospital,N,None,0,2,UnderInvestigation,Y,Y,N,2043391,Y,4169,Unknown,2020-06-12 14:54:32
2023-10-25 11:50:41,Vandalism,NDPS-21,P4,IN-ORI-4528,BLK-406ee75e992a58,Warehouse,N,Moderate,0,1,Open,N,Y,N,6757780,N,2137,Unknown,2019-09-30 09:44:52
2025-03-01 13:54:24,Homicide,IPC-363,P2,IN-ORI-8783,BLK-8f94ee9b9702c3,Office,Y,Minor,2,0,Unfounded,Y,Y,Y,545038,Y,5939,Rooftop,2020-12-07 21:49:27
2018-08-09 05:47:12,DomesticViolence,IPC-420,P3,IN-ORI-1008,BLK-2a9d77b7060cb0,Market,N,Severe,1,3,ExceptionallyCleared,Y,Y,Y,5332920,N,2707,StreetSegment,2025-05-25 10:03:26
2019-07-13 21:17:02,CyberCrime,IPC-379,P2,IN-ORI-1322,BLK-e13aaf87dd3131,Residence,Y,None,0,5,ClearedByArrest,N,Y,Y,1909243,N,339,Unknown,2021-01-12 07:40:00
2023-01-23 07:43:28,Robbery,IPC-354,P3,IN-ORI-1321,BLK-38b359fdccad14,Street,Y,None,2,2,ExceptionallyCleared,Y,N,Y,4652718,Y,2833,StreetSegment,2025-11-07 10:05:13
2021-11-16 18:08:29,Fraud,NDPS-21,P3,IN-ORI-5471,BLK-7b789bb01fd2ba,Residence,N,None,2,3,ExceptionallyCleared,Y,Y,N,6814472,N,1036,Unknown,2024-01-29 15:15:22
2019-05-31 23:22:55,Assault,IPC-392,P4,IN-ORI-1767,BLK-7463ee64bd52e8,Shop,Y,None,6,5,ExceptionallyCleared,N,N,N,4849367,N,4693,Neighborhood,2022-11-21 17:35:45
2021-07-05 08:13:16,Robbery,NDPS-20,P2,IN-ORI-9751,BLK-1a2dc01ee63ff1,Market,Y,None,7,4,ClearedByArrest,N,Y,N,1244795,N,2873,Ward,2020-06-15 07:29:18
2024-06-26 12:36:45,Kidnapping,IPC-436,P3,IN-ORI-2762,BLK-900cd908024eea,Market,N,Minor,7,1,ExceptionallyCleared,Y,Y,N,7246888,N,5616,StreetSegment,2022-11-10 17:48:15
2018-04-17 16:21:24,Kidnapping,IPC-380,P3,IN-ORI-2056,BLK-c8d38025802a3a,Hospital,Y,Moderate,0,5,Unfounded,N,N,Y,5938103,Y,6475,Ward,2020-07-27 05:52:46
2019-07-09 12:43:17,Homicide,NDPS-21,P2,IN-ORI-9379,BLK-e29a34e4538ef9,Residence,Y,None,5,5,UnderInvestigation,Y,N,Y,100076,Y,71,Unknown,2020-02-28 17:25:20
2022-09-27 10:40:15,Narcotics,IPC-302,P1,IN-ORI-3414,BLK-6cacc3b332f6e9,Residence,N,None,5,1,ClearedByArrest,N,N,Y,1044455,N,4150,Ward,2025-10-14 07:49:01
2021-12-12 23:20:07,DomesticViolence,IT-66C,P4,IN-ORI-1857,BLK-5417562b6d4449,School,Y,None,4,4,ClearedByArrest,Y,Y,Y,5139716,Y,7136,Neighborhood,2024-06-10 09:45:38
2022-08-03 10:33:38,DomesticViolence,IT-66C,P3,IN-ORI-3199,BLK-63200ff23d8911,Street,Y,None,1,2,ExceptionallyCleared,N,Y,Y,6097905,Y,38,Parcel,2024-08-31 22:45:17
2024-07-11 12:15:20,Theft,IPC-392,P4,IN-ORI-8103,BLK-0a214228586c25,Hospital,Y,Minor,3,3,Unfounded,N,N,Y,6849999,N,5220,Parcel,2021-12-28 01:45:15
2024-11-25 13:17:28,Homicide,IPC-498A,P3,IN-ORI-6250,BLK-ae06c63ff6bc80,Street,Y,None,5,3,UnderInvestigation,Y,Y,N,6707656,Y,2862,Ward,2019-10-31 21:28:11
2023-02-06 06:24:55,Fraud,IPC-420,P3,IN-ORI-6678,BLK-ddab19d529ec50,Street,Y,Moderate,1,5,Open,Y,Y,Y,6737519,Y,4593,Neighborhood,2019-06-05 06:16:31
2024-02-22 13:44:53,Theft,IPC-498A,P3,IN-ORI-7218,BLK-94febddab4b18a,Hospital,Y,None,0,4,ClearedByArrest,N,N,N,1331264,N,5708,Unknown,2020-02-26 02:52:54
2018-01-21 05:13:54,CyberCrime,IPC-363,P1,IN-ORI-6376,BLK-8b3ca6748b376e,Street,Y,Minor,5,2,ClearedByArrest,Y,N,N,5940772,N,1612,Rooftop,2022-11-01 09:18:29
2024-08-22 02:24:13,Burglary,NDPS-20,P2,IN-ORI-5411,BLK-65d03b9b72c675,Shop,N,None,2,4,ExceptionallyCleared,N,N,Y,7024949,N,954,Rooftop,2020-09-28 14:47:07
2020-03-19 15:45:09,Arson,IPC-354,P4,IN-ORI-7817,BLK-d79315244505b2,Street,N,Minor,0,2,ClearedByArrest,N,Y,N,5219700,Y,2651,Rooftop,2020-02-07 18:54:10
2020-10-27 07:13:35,CyberCrime,NDPS-21,P2,IN-ORI-7509,BLK-33765b67aa9519,Hospital,N,None,3,1,Open,Y,Y,N,6931796,N,3730,StreetSegment,2021-06-10 15:28:00
2023-03-27 10:52:47,Arson,IT-66C,P4,IN-ORI-1930,BLK-ffe44e3e7efb91,Street,N,Fatal,4,4,Open,N,Y,N,4445700,N,3527,Rooftop,2020-04-23 13:26:11
2024-03-10 21:12:06,CyberCrime,NDPS-21,P1,IN-ORI-4847,BLK-743af1c54a8fd2,Hospital,Y,None,5,5,ClearedByArrest,Y,N,N,916738,Y,1062,Ward,2024-10-25 23:22:51
2018-05-25 04:31:58,Assault,IPC-380,P2,IN-ORI-3979,BLK-51fcfae47d38cf,Market,N,Severe,6,4,Unfounded,N,N,N,951855,N,1621,Ward,2022-08-07 14:19:22
2023-04-12 21:21:05,Burglary,IPC-302,P3,IN-ORI-8316,BLK-195168bb730908,Street,N,None,3,1,UnderInvestigation,N,Y,Y,8451468,N,3235,Ward,2021-08-31 19:36:38
2025-08-07 07:15:46,Vandalism,IPC-354,P1,IN-ORI-6523,BLK-5dc0b451b49435,Office,Y,Moderate,3,5,ClearedByArrest,N,N,N,2726650,N,2100,Parcel,2021-07-20 13:30:07
2018-06-10 22:16:37,Fraud,NDPS-20,P2,IN-ORI-1588,BLK-8a3a61417ee16e,Transit,Y,None,2,5,Unfounded,Y,Y,Y,2388333,N,3890,Ward,2025-05-11 07:14:59
2021-03-21 00:34:00,Burglary,IPC-420,P3,IN-ORI-9879,BLK-46bf8c016154bf,Street,N,None,7,3,ClearedByArrest,Y,N,N,3897458,N,888,Rooftop,2020-11-16 15:07:02
2023-06-21 06:18:58,Theft,NDPS-20,P1,IN-ORI-1982,BLK-04ff6ef743fea6,Shop,Y,Fatal,6,4,Unfounded,Y,N,N,672651,N,6740,Rooftop,2025-04-27 23:46:53
2020-05-10 15:56:25,Assault,IPC-379,P2,IN-ORI-7024,BLK-6191f93485823c,Residence,N,Severe,6,0,UnderInvestigation,N,Y,N,4982883,Y,6656,Ward,2021-03-20 08:48:05
2022-09-02 12:27:55,Theft,IPC-363,P4,IN-ORI-6515,BLK-420037e933995d,Transit,N,None,7,4,Open,N,N,Y,7043570,N,4350,Ward,2022-12-30 05:05:29
2020-01-06 07:18:01,Burglary,IPC-354,P3,IN-ORI-9277,BLK-70c4b2a1152efc,Market,Y,None,7,1,Open,N,Y,Y,4785788,N,3114,Unknown,2022-02-07 20:30:40
2023-02-20 21:34:12,Arson,IPC-354,P1,IN-ORI-9083,BLK-8866b15ebde49c,School,N,None,2,0,Open,Y,Y,Y,531687,Y,4942,Rooftop,2019-11-04 16:31:55
2022-09-19 17:41:53,DomesticViolence,NDPS-21,P1,IN-ORI-2696,BLK-7c5ec232d7fe99,Warehouse,N,Severe,0,3,UnderInvestigation,N,Y,N,7787112,N,3186,Parcel,2025-03-30 02:25:21
2020-01-08 07:06:42,Vandalism,IPC-392,P3,IN-ORI-4553,BLK-38fea31d6d5a0a,School,N,None,1,2,ClearedByArrest,Y,Y,Y,3925530,N,4003,Parcel,2024-09-21 18:59:21
2019-09-10 07:23:59,Theft,IPC-354,P2,IN-ORI-4630,BLK-a5ac693682eb4a,Warehouse,Y,Minor,4,4,Open,N,N,Y,722804,N,4553,Rooftop,2019-12-19 08:45:58
2024-01-16 06:37:58,Robbery,IPC-436,P2,IN-ORI-5055,BLK-23059ff542b591,Apartment,N,None,2,1,Unfounded,Y,Y,Y,7712896,Y,2064,Ward,2022-08-09 07:45:31
2022-05-09 05:47:30,Fraud,IPC-379,P2,IN-ORI-9848,BLK-df2c5227f1a3e4,Park,Y,Minor,2,1,UnderInvestigation,Y,N,N,2332144,Y,656,Parcel,2025-01-25 06:58:18
2018-08-22 10:49:42,Homicide,IPC-380,P2,IN-ORI-5129,BLK-f91674cf893159,Street,N,Minor,0,1,Open,Y,N,Y,2875202,N,5053,Rooftop,2023-03-18 17:32:56
2021-07-18 03:55:54,Arson,IPC-380,P3,IN-ORI-6634,BLK-3d884a35b3651c,Hospital,Y,None,1,2,Open,N,Y,Y,4827344,Y,3486,Unknown,2022-07-09 14:23:38
2024-08-12 05:38:39,Theft,IT-66C,P1,IN-ORI-2836,BLK-c0bcdcdd915a9c,Shop,N,None,7,0,ClearedByArrest,Y,Y,N,1389698,N,2817,StreetSegment,2025-07-20 06:55:13
2018-09-30 07:22:10,DomesticViolence,IPC-380,P2,IN-ORI-1688,BLK-40bf3e8a3c6634,Residence,Y,Minor,6,2,ClearedByArrest,Y,N,Y,1105139,Y,1392,Ward,2024-06-25 08:40:56
2018-03-16 12:12:37,Arson,NDPS-20,P1,IN-ORI-7002,BLK-cfbd9d60b60ba7,Street,N,None,0,4,Open,N,Y,Y,3131821,Y,4811,Neighborhood,2025-12-22 16:56:26
2022-06-14 16:24:46,DomesticViolence,NDPS-21,P2,IN-ORI-1989,BLK-7531ef433de1ba,Office,N,None,6,5,UnderInvestigation,N,N,N,8493842,N,177,Unknown,2025-01-10 19:18:47
2019-11-19 10:40:44,Robbery,IPC-354,P3,IN-ORI-8893,BLK-4bfc09a4e7b6c7,School,N,None,6,2,ExceptionallyCleared,Y,N,Y,5837597,N,7142,Rooftop,2020-03-17 12:42:02
2022-11-02 04:38:59,Vandalism,IPC-380,P3,IN-ORI-3695,BLK-a60e00fc99938a,Apartment,N,None,2,0,ExceptionallyCleared,N,N,Y,4379848,Y,1652,Parcel,2023-07-02 12:14:45
2022-05-02 09:19:14,Vandalism,IPC-379,P2,IN-ORI-2374,BLK-534013c288fd8b,Apartment,N,None,3,3,ExceptionallyCleared,Y,N,Y,1675677,Y,161,Ward,2022-03-08 22:39:40
2021-03-25 01:41:13,Robbery,IPC-379,P4,IN-ORI-4293,BLK-c66c37cf9f4f62,Park,N,None,2,5,ExceptionallyCleared,N,Y,N,5598650,N,3757,Neighborhood,2022-02-14 13:13:26
2023-10-08 07:37:43,Burglary,IPC-380,P3,IN-ORI-4605,BLK-5d22abaa98b36e,Market,N,None,4,2,Unfounded,N,Y,Y,7396563,Y,5055,Unknown,2024-01-02 14:53:37
2021-04-12 14:35:11,Arson,IPC-354,P2,IN-ORI-4300,BLK-3812e36fdc6ec8,Shop,Y,Moderate,6,1,Open,Y,N,Y,3514790,N,2117,Rooftop,2024-09-29 12:54:44
2025-08-24 23:57:52,Homicide,IPC-302,P4,IN-ORI-4376,BLK-3411c6e6f354d9,Shop,N,None,5,1,ClearedByArrest,N,Y,Y,5902991,N,3848,StreetSegment,2020-02-01 15:20:08
2021-10-04 05:05:01,Burglary,IPC-392,P2,IN-ORI-9293,BLK-b7a03a11836c6b,Hospital,N,Minor,6,1,ExceptionallyCleared,Y,Y,N,4644505,Y,3075,Neighborhood,2019-12-27 01:20:07
2022-11-28 16:47:04,Theft,NDPS-20,P1,IN-ORI-7878,BLK-ece88df075dea7,Office,Y,None,6,2,Unfounded,N,N,N,8197645,N,4400,Parcel,2022-11-07 14:42:34
2018-12-11 22:28:43,Burglary,IPC-498A,P2,IN-ORI-6102,BLK-afb04ecd7bd64b,Warehouse,N,Moderate,5,1,Open,N,N,N,1773202,N,5658,Ward,2023-05-22 04:43:20
2022-06-15 09:43:57,Assault,IPC-363,P3,IN-ORI-9283,BLK-680a5767b81f1a,Shop,Y,None,3,4,ExceptionallyCleared,Y,N,N,7647168,Y,2614,Ward,2025-12-06 00:23:38
2021-12-16 06:23:35,Arson,NDPS-21,P3,IN-ORI-9676,BLK-7f0369b4e58b5a,Park,N,Minor,0,3,ClearedByArrest,N,N,Y,7832072,N,3471,StreetSegment,2023-10-13 10:58:41
2024-12-02 16:58:23,Vandalism,IPC-498A,P3,IN-ORI-2345,BLK-18dd0b6c371d7e,Residence,Y,Minor,6,5,Unfounded,Y,N,N,2741414,Y,1795,Neighborhood,2020-05-27 04:34:50
2019-03-01 22:32:42,Narcotics,IPC-380,P3,IN-ORI-4061,BLK-2731c455b04fc2,Shop,N,None,1,0,ClearedByArrest,Y,N,N,2183497,Y,6594,StreetSegment,2022-04-26 04:35:10
2019-01-07 03:45:24,Assault,IPC-436,P2,IN-ORI-8411,BLK-a5beaa96a4d4ae,Shop,Y,Minor,3,4,ClearedByArrest,N,N,N,2272621,N,4835,StreetSegment,2023-06-28 15:54:17
2024-06-19 04:36:47,Arson,IT-66C,P2,IN-ORI-3885,BLK-00e0f6dfefe6dd,Transit,Y,None,2,2,Open,Y,Y,Y,6129406,Y,5222,Unknown,2022-08-23 19:32:04
2022-08-02 17:12:18,CyberCrime,IPC-498A,P3,IN-ORI-4675,BLK-f62608670fd7cc,Residence,N,Minor,4,3,ExceptionallyCleared,Y,Y,Y,4915438,Y,1498,StreetSegment,2022-07-19 19:41:51
2018-08-06 23:21:55,Homicide,IT-66C,P3,IN-ORI-1219,BLK-9ddb9e95fd3568,Office,Y,Moderate,0,2,ClearedByArrest,Y,Y,Y,7567563,Y,5962,Parcel,2025-05-23 23:10:35
2023-06-03 01:10:36,Vandalism,IPC-436,P3,IN-ORI-6093,BLK-c7667d3f7d1628,Shop,Y,None,5,5,UnderInvestigation,N,N,Y,8319161,N,4588,Unknown,2021-07-05 20:32:29
2018-02-13 19:37:46,Kidnapping,NDPS-21,P2,IN-ORI-5947,BLK-c5df99babaf779,Transit,N,None,1,4,ClearedByArrest,N,Y,N,4770369,Y,4433,Parcel,2019-12-26 22:17:14
2025-06-13 01:46:14,Burglary,IPC-420,P3,IN-ORI-1645,BLK-b61a16592129de,Park,Y,None,2,5,Open,Y,Y,Y,7661332,N,2903,Parcel,2025-04-04 07:41:36
2021-09-17 03:24:16,CyberCrime,IPC-392,P2,IN-ORI-5680,BLK-1443e8d548fb0e,Transit,N,Moderate,6,1,Open,Y,Y,Y,7939115,N,510,Parcel,2020-08-29 20:53:19
2023-07-17 07:26:22,Fraud,IPC-420,P3,IN-ORI-7998,BLK-0a16cc760c163e,Warehouse,N,Minor,0,2,Open,Y,Y,N,7886140,N,739,StreetSegment,2024-10-27 06:05:25
2020-04-06 14:50:53,Arson,IPC-420,P1,IN-ORI-2683,BLK-a109da391c8141,Warehouse,N,Moderate,0,2,Open,N,Y,N,4463259,N,2784,Parcel,2023-01-14 14:58:11
2023-03-27 17:04:57,Theft,NDPS-20,P3,IN-ORI-8187,BLK-96cbfb5801000d,Apartment,Y,Severe,1,0,Unfounded,N,Y,Y,1364666,N,4125,StreetSegment,2019-03-16 10:15:48
2019-10-26 22:45:21,Burglary,NDPS-21,P3,IN-ORI-1472,BLK-5dbc451b1ec7b4,ATM,Y,None,6,3,ClearedByArrest,N,Y,Y,1056353,Y,4606,Unknown,2024-10-27 02:02:35
2019-10-18 11:04:26,Kidnapping,IT-66C,P3,IN-ORI-4349,BLK-3828a5ee9f71bb,Street,Y,None,0,3,Unfounded,Y,Y,N,4074658,N,1840,Parcel,2021-01-28 17:00:51
2018-12-12 05:38:59,Vandalism,IPC-354,P3,IN-ORI-5290,BLK-807bccdfef526e,Shop,N,Minor,6,4,ExceptionallyCleared,Y,Y,N,7761817,Y,870,Neighborhood,2019-07-19 15:41:28
2023-11-11 18:41:26,Homicide,IPC-354,P2,IN-ORI-9472,BLK-ee6f5a3e859205,Street,N,Moderate,4,5,Unfounded,Y,N,Y,273148,Y,3227,Neighborhood,2023-02-03 09:47:35
2018-07-28 12:22:29,Burglary,IPC-498A,P3,IN-ORI-9812,BLK-9f12d7d8664c31,Hospital,Y,None,0,1,Open,Y,N,N,5627703,N,5547,Neighborhood,2025-10-25 21:08:52
2023-08-14 22:02:02,Narcotics,IPC-380,P2,IN-ORI-5918,BLK-4f602a63479769,Office,N,Severe,7,1,UnderInvestigation,N,Y,N,508112,N,585,Parcel,2020-08-18 07:23:58
2025-09-25 15:41:52,Narcotics,IPC-354,P2,IN-ORI-2683,BLK-f221d2ffe731da,Market,N,None,5,2,ExceptionallyCleared,N,Y,N,7834480,N,5876,Neighborhood,2024-08-31 17:53:59
2019-05-14 01:11:16,Robbery,NDPS-20,P1,IN-ORI-7818,BLK-dacdc18f2d9f8d,School,Y,None,0,2,Unfounded,N,Y,N,5658155,Y,7034,Unknown,2022-12-25 22:33:57
2019-10-24 15:46:26,Robbery,IPC-380,P1,IN-ORI-5491,BLK-f531aa3fadf7e1,Shop,N,None,1,3,ExceptionallyCleared,Y,N,Y,2732737,Y,4946,Ward,2024-10-05 17:30:10
2023-06-21 15:31:24,Assault,IPC-302,P1,IN-ORI-6162,BLK-0bfd1025ed1b65,ATM,N,Minor,4,4,Open,N,Y,N,5663245,N,6782,StreetSegment,2024-04-08 07:20:11
2022-02-28 17:38:06,CyberCrime,IT-66C,P2,IN-ORI-3256,BLK-5d0abd26d4553a,School,Y,None,6,4,Open,N,N,Y,1184077,N,318,StreetSegment,2024-04-17 17:53:05
2021-10-01 18:24:47,Vandalism,NDPS-20,P3,IN-ORI-3575,BLK-895ad3e7a6ae3a,Park,Y,None,2,3,Open,N,N,N,1249586,N,4788,Ward,2019-11-19 19:46:00
2021-12-23 14:03:52,Theft,NDPS-21,P3,IN-ORI-7947,BLK-959a008336a6cc,Office,Y,Moderate,0,4,UnderInvestigation,Y,Y,Y,5320396,Y,2935,Unknown,2022-10-03 13:35:11
2022-09-06 10:16:59,CyberCrime,IPC-380,P3,IN-ORI-6468,BLK-d970136cc668d3,Street,N,None,2,1,Unfounded,N,N,Y,622149,Y,179,StreetSegment,2019-08-04 09:55:19
2020-08-19 15:16:31,DomesticViolence,NDPS-20,P2,IN-ORI-6573,BLK-51dd2dee9daa89,Market,N,None,3,1,ExceptionallyCleared,N,Y,N,1239701,Y,5671,Parcel,2025-04-30 02:31:35
2021-04-07 01:18:47,Vandalism,IPC-420,P4,IN-ORI-2696,BLK-ab7a95d16d99e1,Transit,Y,None,2,5,ExceptionallyCleared,Y,Y,Y,2050655,N,3187,Parcel,2024-08-02 19:50:18
2025-10-26 13:45:49,Robbery,IT-66C,P2,IN-ORI-8714,BLK-d7851efaabb7e9,Transit,Y,Moderate,0,4,ClearedByArrest,Y,N,N,4209496,Y,3760,Unknown,2022-07-01 03:51:49
2018-01-21 17:35:42,CyberCrime,IPC-354,P4,IN-ORI-6684,BLK-9540778f9cd090,School,N,None,4,3,Unfounded,Y,Y,Y,2374143,Y,2098,StreetSegment,2021-10-29 18:35:14
2019-10-16 03:14:31,Narcotics,IPC-436,P1,IN-ORI-5463,BLK-8f481e6a2e15c5,Market,Y,Minor,1,4,Unfounded,Y,Y,N,1875988,N,1243,Neighborhood,2022-11-09 01:36:33
2020-01-08 06:15:10,CyberCrime,IPC-379,P4,IN-ORI-7564,BLK-2bd699589af208,Street,N,Moderate,0,4,ClearedByArrest,Y,N,Y,760607,Y,2018,Neighborhood,2024-02-01 17:15:34
2019-11-12 17:09:56,Theft,IPC-302,P4,IN-ORI-1886,BLK-07d8af98b4156e,Hospital,Y,Moderate,0,2,Open,N,Y,Y,4165496,N,6860,StreetSegment,2019-05-16 21:52:46
2020-10-26 00:41:11,Robbery,IPC-498A,P4,IN-ORI-1109,BLK-feb736e87d7181,Shop,N,Minor,3,2,UnderInvestigation,N,Y,N,3814512,N,952,Ward,2020-05-29 18:27:22
2023-10-16 22:33:19,Fraud,IT-66C,P4,IN-ORI-9352,BLK-cb622130997ec8,Transit,N,None,4,5,UnderInvestigation,N,N,Y,6282105,N,2777,Unknown,2025-08-28 22:52:05
2018-07-07 23:00:48,Theft,NDPS-21,P1,IN-ORI-9146,BLK-01e145062cc3a8,Apartment,N,None,6,2,Unfounded,N,N,Y,5836283,Y,5211,Unknown,2025-08-06 18:55:19
2024-05-22 03:19:38,Robbery,IPC-354,P3,IN-ORI-6934,BLK-3ff7aae29b0f0c,Shop,Y,None,2,3,ClearedByArrest,N,Y,Y,6802947,N,502,Neighborhood,2022-06-22 22:58:12
2020-04-02 15:17:40,Robbery,NDPS-21,P4,IN-ORI-6366,BLK-027da161c8ab88,Transit,Y,Minor,5,3,ClearedByArrest,N,N,N,7879759,Y,6653,StreetSegment,2024-12-05 15:52:24
2025-08-27 14:23:13,Theft,IPC-379,P3,IN-ORI-1897,BLK-ca9bda9a10308f,Transit,Y,None,2,5,ClearedByArrest,Y,Y,N,7815265,N,2928,Parcel,2021-09-26 20:27:30
2019-03-20 04:23:06,Arson,IPC-498A,P3,IN-ORI-8019,BLK-80c459e56f24ac,Residence,Y,Moderate,1,1,ExceptionallyCleared,N,N,N,1893587,Y,6744,StreetSegment,2021-09-09 04:56:50
2020-07-08 22:35:33,CyberCrime,IPC-392,P4,IN-ORI-1624,BLK-543f821eb4607b,School,N,Severe,1,4,ClearedByArrest,N,N,Y,2007679,Y,3105,Parcel,2021-08-05 04:24:39
2021-12-21 06:33:18,Kidnapping,IPC-380,P3,IN-ORI-1806,BLK-da1c488a4f7fb4,Residence,N,None,4,2,UnderInvestigation,N,N,Y,8301503,N,7188,StreetSegment,2021-07-15 11:26:27
