civic_results_election_id,civic_results_contest_id,civic_results_office_type_code,civic_results_district_code,civic_results_polling_station_reporting_status,civic_results_vote_total_candidate_1,civic_results_vote_total_candidate_2,civic_results_vote_total_candidate_3,civic_results_vote_total_writein,civic_results_vote_total_overvotes,civic_results_vote_total_undervotes,civic_results_margin_votes,civic_results_margin_pct,civic_results_swing_from_prior_pct,civic_results_incumbent_flag,civic_results_party_primary_flag,civic_results_ranked_choice_rounds_count,civic_results_recount_trigger_flag,civic_results_certification_date,civic_results_result_source_file_hash
IN-2021-PANCHAYAT-01050,CT2021001050,MP,MP-21,FINAL,745,7219,1878,46,10,8,5341,54.27,-2.53,1,0,1,0,2021-07-07,396d56483bad2b1aff95ee0f
IN-2020-LOKSABHA-01051,CT2020001051,MLA,KA-39,FINAL,2621,5986,3309,48,22,3,2677,22.47,7.02,0,1,1,0,2020-06-27,c9d59297f2a9066de3b481b8
IN-2022-BYE-01052,CT2022001052,WARD_MEMBER,DL-13,FINAL,7551,2126,221,20,8,38,5425,54.81,-8.6,0,0,1,0,2022-03-25,d89fb208b7d778be4387e683
IN-2023-MUNICIPAL-01053,CT2023001053,MLA,GA-38,FINAL,4061,1151,4053,17,7,70,8,0.09,6.45,1,0,1,0,2023-02-10,db0e6df22c8f5995f46169bf
IN-2016-LOKSABHA-01054,CT2016001054,MP,CH-55,FINAL,2239,158,1197,25,14,0,1042,28.99,11.17,0,0,1,1,2016-03-11,cf4efda3aa2ed1dd91938cee
IN-2017-PANCHAYAT-01055,CT2017001055,WARD_MEMBER,CH-20,FINAL,1411,1914,1142,18,6,55,503,11.26,-1.65,1,0,1,0,2017-04-30,400c22ac1239a2fd4f57cd78
IN-2021-BYE-01056,CT2021001056,MLA,PB-72,FINAL,1042,477,1603,8,26,75,561,17.97,0.35,1,1,1,0,2021-08-17,cc8a9f982e10b6a3e5b701b1
IN-2025-VIDHANSABHA-01057,CT2025001057,WARD_MEMBER,KA-53,FINAL,383,5669,3033,36,7,36,2636,29.01,11.25,0,0,1,0,2025-09-28,a023d56228bbc2f167e1b71a
IN-2019-MUNICIPAL-01058,CT2019001058,SARPANCH,UK-16,FINAL,352,3361,1055,27,18,10,2306,48.36,-9.2,1,0,1,0,2019-08-28,172f7debf3da77f5d0f00185
IN-2018-PANCHAYAT-01059,CT2018001059,SARPANCH,LD-80,FINAL,1013,2123,407,28,16,53,1110,31.33,5.91,1,0,1,0,2018-07-15,a6b12b8a8dc6baf12432f7db
IN-2020-PANCHAYAT-01060,CT2020001060,MP,CG-36,FINAL,2323,2351,6272,43,13,62,3921,35.82,-10.86,0,0,1,0,2020-08-25,a31ae2195952386cc95b0b95
IN-2021-BYE-01061,CT2021001061,MAYOR,DL-44,FINAL,567,1628,207,12,5,78,1061,44.17,1.3,0,0,1,0,2021-12-02,4b843bbbd71e6513ce0f77c3
IN-2020-MUNICIPAL-01062,CT2020001062,MLA,NL-41,FINAL,4216,6380,704,22,16,63,2164,19.15,-6.05,0,0,1,0,2020-06-23,0bf56c254eacc5a4354555c5
IN-2020-MUNICIPAL-01063,CT2020001063,MP,GA-20,FINAL,453,2548,1601,46,3,42,947,20.58,-0.12,0,0,1,0,2020-11-26,96ca2c38728bfe0536aef163
IN-2019-PANCHAYAT-01064,CT2019001064,MP,CG-63,FINAL,2876,3696,216,6,10,37,820,12.08,8.85,1,0,1,0,2019-10-30,a15b95b4b6a628405f86173c
IN-2025-LOKSABHA-01065,CT2025001065,WARD_MEMBER,TR-05,FINAL,2082,3754,5992,15,2,4,2238,18.92,-1.28,0,0,1,0,2025-10-29,217f3ec488c6fdc2527237a5
IN-2023-PANCHAYAT-01066,CT2023001066,MAYOR,PB-37,FINAL,1901,3939,1234,28,14,35,2038,28.81,-10.72,0,0,1,0,2023-03-02,2ff4765a2fae01500d473a14
IN-2019-VIDHANSABHA-01067,CT2019001067,MLA,MP-59,FINAL,1541,1721,2101,4,1,26,380,7.09,4.42,1,0,1,0,2019-11-11,0f1d329f41f492484bc8724e
IN-2015-VIDHANSABHA-01068,CT2015001068,MLA,HR-25,FINAL,1744,1101,1080,36,11,53,643,16.38,-11.5,0,0,1,0,2015-03-24,a5d199099c218907aca08dcd
IN-2017-PANCHAYAT-01069,CT2017001069,MLA,TS-08,FINAL,3033,726,1655,47,5,3,1378,25.45,9.95,0,0,2,0,2017-09-23,f9598970656981916f8cfd01
IN-2017-LOKSABHA-01070,CT2017001070,WARD_MEMBER,WB-44,FINAL,3559,1202,6838,13,16,14,3279,28.27,-3.18,1,1,1,0,2017-12-27,24c42679f730a715b7047e51
IN-2021-VIDHANSABHA-01071,CT2021001071,MLA,HR-32,FINAL,1857,5723,30,18,16,59,3866,50.8,-10.58,1,1,1,0,2021-10-23,75535f11e84345847a364b9a
IN-2024-LOKSABHA-01072,CT2024001072,MLA,HR-65,FINAL,2700,2788,201,5,24,53,88,1.55,7.62,0,0,1,0,2024-10-30,48aabe390e6efed041a67228
IN-2025-MUNICIPAL-01073,CT2025001073,WARD_MEMBER,PY-68,FINAL,2694,1995,374,36,27,75,699,13.81,2.34,1,0,1,0,2025-08-25,a3d461a2c0f027162b76f51c
IN-2020-BYE-01074,CT2020001074,MP,GA-67,FINAL,3095,2409,1459,15,23,72,686,9.85,5.99,0,0,1,0,2021-01-12,b84e17e33b9ac0a06d5fe5ce
IN-2020-LOKSABHA-01075,CT2020001075,MAYOR,CH-05,FINAL,519,2399,594,46,16,64,1805,51.4,-2.77,0,0,1,0,2020-12-06,7bb9cb4e0bdc2a68b25f17bb
IN-2016-PANCHAYAT-01076,CT2016001076,MP,KL-04,FINAL,4785,1872,3417,6,8,54,1368,13.58,-4.36,0,1,1,0,2016-03-11,04d0febcf8540fe353e3ce3b
IN-2019-LOKSABHA-01077,CT2019001077,MAYOR,AP-64,FINAL,4853,2361,189,39,25,44,2492,33.66,-8.88,0,0,1,0,2019-02-18,66307c16ed8660a86c5f26dd
IN-2023-BYE-01078,CT2023001078,MLA,SK-12,PARTIAL,718,416,449,0,1,76,269,16.99,10.57,1,0,1,0,2023-05-23,f74849390892037192936c45
IN-2024-PANCHAYAT-01079,CT2024001079,MP,AN-48,FINAL,2093,2917,213,33,17,76,824,15.78,-6.54,0,0,1,0,2024-02-23,b4cf7caa1b211e3e4e53c995
IN-2024-LOKSABHA-01080,CT2024001080,MAYOR,AN-20,FINAL,1936,5045,319,50,9,75,3109,42.59,-0.5,0,1,1,0,2024-07-30,a67e449f82c732e648023945
IN-2023-BYE-01081,CT2023001081,MP,CG-26,PARTIAL,825,4110,1558,13,1,75,2552,39.3,1.32,0,0,1,0,2023-07-17,4ea5dd37066542fe2fd47886
IN-2016-VIDHANSABHA-01082,CT2016001082,SARPANCH,AN-18,FINAL,1014,90,489,12,0,10,525,32.96,6.52,0,0,1,0,2016-09-20,3201ac846c34944ff93b687c
IN-2023-PANCHAYAT-01083,CT2023001083,SARPANCH,TR-02,FINAL,2830,1444,3935,45,22,41,1105,13.46,6.81,1,1,1,0,2023-06-29,6dd002087a51248d89311d14
IN-2022-MUNICIPAL-01084,CT2022001084,WARD_MEMBER,SK-71,FINAL,599,3547,3093,23,9,37,454,6.27,-7.83,1,0,1,0,2022-04-01,5208d7d795ec9c631fe0dcad
IN-2024-MUNICIPAL-01085,CT2024001085,SARPANCH,PB-12,PENDING,1965,2157,2470,18,20,2,313,4.75,9.58,1,0,1,1,2025-01-09,66c023ff5c527e43047b2198
IN-2022-MUNICIPAL-01086,CT2022001086,MAYOR,ML-46,FINAL,2756,4848,1295,15,22,48,2092,23.51,2.91,0,0,1,0,2022-06-26,b9b962912ece655f1d6f6e66
IN-2023-MUNICIPAL-01087,CT2023001087,MLA,MP-59,PARTIAL,3590,530,1828,5,12,26,1762,29.62,-1.37,0,0,1,0,2023-10-03,9df092a386169a1645a31f80
IN-2014-PANCHAYAT-01088,CT2014001088,WARD_MEMBER,AS-17,FINAL,2856,5023,831,40,11,48,2167,24.88,-10.27,0,0,1,0,2014-08-19,62084f2796934af7d9570d5f
IN-2015-MUNICIPAL-01089,CT2015001089,MAYOR,CG-69,FINAL,592,619,155,2,29,28,27,1.98,-0.98,0,1,1,0,2015-08-05,d87b44cf9cadbf5e22976dd6
IN-2019-LOKSABHA-01090,CT2019001090,WARD_MEMBER,NL-54,FINAL,1498,650,812,42,27,58,686,23.18,11.77,0,0,1,0,2019-05-25,cce9f2fa38c3b8cfef4af134
IN-2016-VIDHANSABHA-01091,CT2016001091,MP,DN-78,FINAL,2211,1205,140,8,3,79,1006,28.29,3.61,0,1,1,0,2016-05-16,ce86de25c012781a0306382c
IN-2023-BYE-01092,CT2023001092,MAYOR,JK-59,FINAL,2896,864,1293,50,27,67,1603,31.72,10.45,0,0,1,0,2023-03-07,908bb7bd7e74ccd8866540b7
IN-2023-MUNICIPAL-01093,CT2023001093,WARD_MEMBER,SK-59,FINAL,3723,3202,2344,15,3,27,521,5.62,11.95,1,0,1,0,2023-05-01,455fdb14ecb3dcc8424fd3fa
IN-2014-BYE-01094,CT2014001094,WARD_MEMBER,HR-13,FINAL,816,257,206,47,27,30,559,43.71,10.89,1,1,1,0,2014-04-12,d355ff6f5a34c1222dd17131
IN-2017-LOKSABHA-01095,CT2017001095,MAYOR,AP-57,FINAL,1445,1425,838,23,27,0,20,0.54,-4.55,0,0,1,0,2018-02-21,31d1a6674adedbf41be6ba7a
IN-2020-MUNICIPAL-01096,CT2020001096,MP,MH-17,FINAL,324,4446,72,47,23,60,4122,85.13,3.59,0,0,1,0,2020-02-07,46cb846b6eea3d592599cc5b
IN-2019-PANCHAYAT-01097,CT2019001097,MLA,TN-28,FINAL,2989,2809,5416,38,25,41,2427,21.64,-11.14,1,0,1,0,2019-04-16,53322f7c542102b66d3ebd05
IN-2015-PANCHAYAT-01098,CT2015001098,SARPANCH,CH-39,FINAL,1065,2890,5272,23,5,79,2382,25.82,11.42,1,0,1,0,2015-06-14,6f0dfce28b1a464d3d501d0d
IN-2014-MUNICIPAL-01099,CT2014001099,WARD_MEMBER,SK-73,FINAL,582,404,984,40,13,18,402,20.41,-0.92,1,0,1,0,2015-01-15,02f66f9a1b74be1362594daf
IN-2019-LOKSABHA-01100,CT2019001100,WARD_MEMBER,LA-48,FINAL,1978,2373,929,34,15,4,395,7.48,-5.62,1,0,1,0,2019-06-08,dd7326f35f64d24829f2dab2
IN-2023-BYE-01101,CT2023001101,MLA,DL-48,FINAL,5767,1170,2902,44,20,51,2865,29.12,4.75,0,0,1,0,2023-11-06,f682b97b7a9c791f6424a078
IN-2024-BYE-01102,CT2024001102,SARPANCH,TS-16,FINAL,1096,384,63,44,7,77,712,46.14,5.51,1,0,1,0,2024-12-09,0a8b75fb4059085712ac73a4
IN-2020-LOKSABHA-01103,CT2020001103,MLA,TN-43,FINAL,124,382,1117,38,21,53,735,45.29,-5.42,0,1,1,0,2020-10-02,cf6c80b9da6f5cfc663c40af
IN-2018-LOKSABHA-01104,CT2018001104,MAYOR,UP-67,FINAL,432,3805,2388,45,5,54,1417,21.39,5.78,1,1,1,0,2018-08-18,ec8a3933e2dbede3a277f11c
IN-2019-PANCHAYAT-01105,CT2019001105,MLA,PY-04,FINAL,1446,1258,2035,7,2,18,589,12.43,-1.74,0,0,1,0,2019-03-26,6bc7293af954b78e7a1563ac
IN-2025-LOKSABHA-01106,CT2025001106,WARD_MEMBER,UK-22,FINAL,353,3721,6090,22,17,35,2369,23.31,-2.62,0,0,1,0,2025-05-20,cc5420e1ee7be68a6142d5ab
IN-2021-VIDHANSABHA-01107,CT2021001107,MLA,HP-42,PENDING,1357,4465,1287,10,6,33,3108,43.72,6.61,0,0,1,0,2021-10-02,0edaf43ea740fae6cb2ff687
IN-2019-VIDHANSABHA-01108,CT2019001108,MP,CG-46,FINAL,280,3566,809,8,23,52,2757,59.23,-4.4,0,0,1,0,2019-01-27,2e6934f7024dcc4cb3d97096
IN-2018-PANCHAYAT-01109,CT2018001109,MP,GA-61,FINAL,524,7601,2350,6,24,58,5251,50.13,-11.48,1,0,1,0,2018-09-16,55ee04e5d3f85d6ff42299ed
IN-2023-MUNICIPAL-01110,CT2023001110,WARD_MEMBER,KL-55,FINAL,999,1522,1158,35,24,26,364,9.89,-2.08,0,0,1,0,2023-05-14,27f6f72f7b0b9f40133fc11f
IN-2017-VIDHANSABHA-01111,CT2017001111,MAYOR,SK-30,FINAL,705,334,737,42,0,80,32,1.8,11.69,0,0,1,0,2017-11-20,07660c7caee02bcafc3ecba3
IN-2020-LOKSABHA-01112,CT2020001112,MLA,UK-55,PARTIAL,4024,1360,1109,48,5,24,2664,41.03,1.42,0,1,1,0,2021-01-08,9ad5d60b7742ebb3f35504de
IN-2017-PANCHAYAT-01113,CT2017001113,MP,ML-46,FINAL,4909,1048,3268,35,1,45,1641,17.79,-6.24,0,0,1,0,2017-12-13,891d0982e21bc8bf94b3d27f
IN-2019-VIDHANSABHA-01114,CT2019001114,SARPANCH,BR-57,FINAL,488,1901,1457,46,18,33,444,11.54,-8.53,1,0,1,0,2019-11-10,76c2a68d5db806e41f3c568f
IN-2019-MUNICIPAL-01115,CT2019001115,WARD_MEMBER,MZ-11,FINAL,4486,1537,1226,7,12,10,2949,40.68,4.71,1,0,1,0,2019-12-02,d0bab063b930367a0b5fd6f8
IN-2015-BYE-01116,CT2015001116,WARD_MEMBER,JH-17,FINAL,515,540,3561,20,0,76,3021,65.45,0.85,1,0,1,0,2015-07-14,bd90290c0c9cde301be0f1c8
IN-2025-VIDHANSABHA-01117,CT2025001117,MAYOR,DN-65,FINAL,1351,2152,4980,30,3,24,2828,33.34,11.34,1,0,1,0,2025-06-02,2c248571dac024124fe49e83
IN-2019-MUNICIPAL-01118,CT2019001118,MP,DN-72,FINAL,2679,417,779,4,28,56,1900,49.03,-11.41,1,0,1,0,2019-05-10,39dc198f299136b5e05e985e
IN-2022-LOKSABHA-01119,CT2022001119,MAYOR,HR-57,FINAL,1166,787,408,29,18,7,379,16.05,-6.0,0,0,1,0,2022-02-05,cadc5ef23d8d018dab72678e
IN-2017-LOKSABHA-01120,CT2017001120,SARPANCH,MP-42,PENDING,522,499,354,14,5,62,23,1.67,-9.58,0,0,1,0,2017-09-06,42d925dbe9679e8399581d5f
IN-2022-VIDHANSABHA-01121,CT2022001121,MAYOR,MZ-42,FINAL,3263,467,133,0,24,30,2796,72.38,10.9,0,1,1,0,2022-12-02,f2cbcbe440d274e5c8270596
IN-2017-BYE-01122,CT2017001122,MP,LD-49,FINAL,1515,692,629,10,0,68,823,29.02,3.39,0,0,1,0,2017-04-05,adbb3b9a282cdfc5d3c0c868
IN-2018-LOKSABHA-01123,CT2018001123,SARPANCH,UK-23,PARTIAL,1059,1582,5706,24,30,22,4124,49.41,3.93,1,0,1,0,2018-07-13,885564dabc4bc345f3c96475
IN-2024-VIDHANSABHA-01124,CT2024001124,WARD_MEMBER,PB-62,PARTIAL,5320,4443,1283,27,20,2,877,7.94,-0.19,0,0,2,0,2024-04-08,0e84be6e8c29e421c15f112b
IN-2019-MUNICIPAL-01125,CT2019001125,MAYOR,DD-43,FINAL,2949,3354,1386,21,23,11,405,5.27,9.69,0,0,1,0,2019-04-25,05b451fef1ec5f8d288ca391
IN-2019-BYE-01126,CT2019001126,SARPANCH,JH-41,PARTIAL,811,1365,2526,12,15,33,1161,24.69,-5.88,1,1,1,0,2019-08-29,3a34cba2ca2e4188920bd697
IN-2025-LOKSABHA-01127,CT2025001127,WARD_MEMBER,AN-53,FINAL,854,342,32,12,12,45,512,41.69,4.85,0,0,1,0,2025-11-08,86a0c960b04c625b6eb2b36c
IN-2023-BYE-01128,CT2023001128,WARD_MEMBER,MH-11,FINAL,2325,4391,1035,43,28,25,2066,26.65,-3.03,1,1,1,0,2023-12-21,402000604d5ef4d2195508ac
IN-2024-VIDHANSABHA-01129,CT2024001129,MAYOR,JH-22,FINAL,1158,1249,957,50,0,33,91,2.71,4.87,1,0,1,0,2024-08-05,661e6dfa73b07f8825790753
IN-2021-PANCHAYAT-01130,CT2021001130,WARD_MEMBER,DL-53,FINAL,2267,1339,337,26,15,54,928,23.54,2.37,0,0,1,0,2021-10-22,4759bb60e13210c673dad589
IN-2014-BYE-01131,CT2014001131,MAYOR,DL-52,FINAL,2626,3745,3250,36,8,52,495,5.14,2.93,0,0,1,0,2014-07-22,19716454e4cd7c5d969efdc7
IN-2021-LOKSABHA-01132,CT2021001132,SARPANCH,MH-08,FINAL,3640,4214,3900,10,17,70,314,2.67,10.78,0,0,1,0,2021-12-17,d1b967746dd98df399c737d3
IN-2015-MUNICIPAL-01133,CT2015001133,SARPANCH,DN-79,FINAL,5427,3508,2593,43,6,39,1919,16.65,10.72,1,0,1,0,2015-08-24,b98745f44cb36843e0176460
IN-2020-MUNICIPAL-01134,CT2020001134,SARPANCH,SK-34,FINAL,2195,1281,109,15,16,4,914,25.5,1.43,1,0,1,0,2020-06-21,cae91525c2718516a7bbd051
IN-2014-VIDHANSABHA-01135,CT2014001135,WARD_MEMBER,LA-04,FINAL,5420,844,5251,37,5,41,169,1.47,-2.54,1,1,1,0,2014-09-24,15d76b6c926ea0687daae325
IN-2016-PANCHAYAT-01136,CT2016001136,MP,ML-15,PARTIAL,3084,1494,2673,32,2,74,411,5.67,-3.94,0,0,1,0,2016-03-25,01058107d7752cf70f0a3394
IN-2020-VIDHANSABHA-01137,CT2020001137,MLA,JH-80,FINAL,1032,723,6580,15,28,31,5548,66.56,-8.32,0,0,1,0,2020-11-28,95829e91eda8a6f537e923d5
IN-2023-LOKSABHA-01138,CT2023001138,MLA,TN-03,PARTIAL,3517,1519,1726,44,29,17,1791,26.49,6.21,1,0,1,0,2023-09-07,7e329398be5f09b2d4d220d8
IN-2024-PANCHAYAT-01139,CT2024001139,MAYOR,GA-57,FINAL,279,994,1961,24,16,38,967,29.9,2.96,1,0,1,0,2024-12-25,f940c3ca08036f405b082330
IN-2015-LOKSABHA-01140,CT2015001140,SARPANCH,NL-66,FINAL,6817,2963,1661,37,3,33,3854,33.69,-7.88,0,0,1,0,2015-11-13,3463de6d83a992a2b3b7d254
IN-2014-MUNICIPAL-01141,CT2014001141,WARD_MEMBER,SK-65,FINAL,5673,4810,1224,23,28,40,863,7.37,-3.06,0,0,1,0,2014-05-18,cbf40ce67bb7e9ec681a5654
IN-2019-MUNICIPAL-01142,CT2019001142,WARD_MEMBER,NL-20,FINAL,6006,1786,1556,16,15,37,4220,45.14,5.95,0,0,1,0,2019-05-22,acd58697bd8a4a4e825c8798
IN-2023-LOKSABHA-01143,CT2023001143,SARPANCH,LA-25,FINAL,706,1589,264,43,29,35,883,34.51,-10.68,1,1,1,0,2023-12-01,700f78d7c1a3ed967ab75abf
IN-2022-MUNICIPAL-01144,CT2022001144,MLA,UP-54,FINAL,1873,2922,3246,2,26,80,324,4.03,5.94,1,0,1,0,2022-11-23,cec2fce967e8aa2f492108e8
IN-2014-PANCHAYAT-01145,CT2014001145,MP,DD-59,FINAL,1123,334,304,9,12,36,789,44.8,5.45,1,1,1,0,2014-09-13,3b3058d35341a32f5203a41d
IN-2014-MUNICIPAL-01146,CT2014001146,SARPANCH,AS-38,FINAL,1564,3538,3150,44,26,78,388,4.7,7.32,1,1,1,0,2014-07-25,5f6d51c2f654a0abb2ff21aa
IN-2019-MUNICIPAL-01147,CT2019001147,WARD_MEMBER,GA-76,PARTIAL,952,675,310,29,24,2,277,14.3,5.67,0,0,1,0,2019-08-27,45dfbf3a85b907a63cdab9c9
IN-2015-BYE-01148,CT2015001148,MLA,PY-34,FINAL,3266,6950,1598,38,14,69,3684,31.18,-9.16,1,1,1,0,2015-10-04,3138041a1d1ec10b4f0f1c14
IN-2023-PANCHAYAT-01149,CT2023001149,MAYOR,DL-23,PENDING,1472,307,926,32,29,36,546,20.18,5.55,0,1,1,0,2023-05-15,85af9504bb904b4ba52fc434
IN-2022-VIDHANSABHA-01150,CT2022001150,MLA,HR-31,FINAL,821,1825,869,9,17,5,956,27.2,9.29,0,0,1,0,2022-06-22,f4ea77de319697f009a87d7c
IN-2018-LOKSABHA-01151,CT2018001151,MAYOR,WB-03,FINAL,4408,1834,5624,41,11,26,1216,10.25,-11.05,0,1,1,0,2018-04-28,803610d302617e8154626b4e
IN-2025-LOKSABHA-01152,CT2025001152,MLA,MZ-31,FINAL,6449,1878,720,8,17,56,4571,50.53,-4.37,0,0,1,0,2025-05-26,937bdb7c6f3e2873164fb7fc
IN-2024-PANCHAYAT-01153,CT2024001153,MLA,AS-46,FINAL,962,5477,506,11,8,66,4515,65.01,0.88,0,0,1,0,2024-06-23,41127b29e35d158ce775ad75
IN-2023-LOKSABHA-01154,CT2023001154,MAYOR,SK-25,FINAL,8300,1867,1401,37,3,75,6433,55.61,9.24,0,1,1,0,2023-03-22,f13b187207e689e721ef6c62
IN-2021-VIDHANSABHA-01155,CT2021001155,MP,DN-28,FINAL,3144,4011,589,24,17,27,867,11.2,-7.81,0,0,2,0,2021-12-08,6ce27ae2dabe70ded9893dfd
IN-2025-BYE-01156,CT2025001156,MAYOR,PB-31,FINAL,1409,2326,2241,14,10,59,85,1.42,6.12,0,0,1,0,2025-10-28,03513876cac91c8e19f42602
IN-2016-VIDHANSABHA-01157,CT2016001157,WARD_MEMBER,JK-64,FINAL,3586,3410,746,5,24,34,176,2.27,5.93,0,0,1,0,2016-10-12,c61ec81ffd13b5afe25640a9
IN-2022-LOKSABHA-01158,CT2022001158,MP,JK-38,PARTIAL,2855,6449,147,16,14,17,3594,38.03,-1.41,0,0,1,0,2022-08-04,8b10e3882e178ac948d7550c
IN-2025-PANCHAYAT-01159,CT2025001159,WARD_MEMBER,LD-12,FINAL,6384,4020,84,11,17,4,2364,22.54,7.28,0,1,1,0,2025-11-27,5818b8aa31e1fbf0b511a885
IN-2014-BYE-01160,CT2014001160,MLA,MZ-65,FINAL,1886,5088,4232,45,10,61,856,7.64,-4.8,1,0,1,0,2014-08-06,92100d630434664960c9401a
IN-2019-LOKSABHA-01161,CT2019001161,WARD_MEMBER,MZ-46,FINAL,2865,2437,2012,23,2,46,428,5.85,-5.92,0,0,1,1,2019-07-07,8f091aeb22186284de6cb79a
IN-2017-MUNICIPAL-01162,CT2017001162,WARD_MEMBER,MP-80,FINAL,3624,417,997,29,11,33,2627,52.14,5.08,0,1,1,0,2017-04-22,686bf99c467f03a9458088c1
IN-2018-LOKSABHA-01163,CT2018001163,MP,DN-70,PARTIAL,1408,2977,3292,38,23,48,315,4.1,-4.99,1,0,1,0,2018-08-09,93b1b4f8e43622b07a483372
IN-2016-LOKSABHA-01164,CT2016001164,MP,TN-19,FINAL,3158,3068,583,4,19,70,90,1.32,0.22,0,0,1,0,2016-09-16,997668e960717ed3a9b22878
IN-2018-BYE-01165,CT2018001165,MLA,AP-20,FINAL,417,251,693,43,3,54,276,20.28,-10.34,0,0,1,0,2018-01-17,3312d3c5467ae46f2eb012d7
IN-2021-BYE-01166,CT2021001166,SARPANCH,WB-45,FINAL,920,811,1223,45,6,64,303,10.26,8.91,0,0,1,0,2021-04-28,a805bed29e63b083eb933457
IN-2025-PANCHAYAT-01167,CT2025001167,MAYOR,CG-14,FINAL,4722,2398,1425,14,19,55,2324,27.2,-6.38,0,1,1,0,2025-10-06,034e7590b07654e82b5101f9
IN-2018-BYE-01168,CT2018001168,MLA,MZ-22,FINAL,2217,4687,3232,16,28,44,1455,14.35,-5.75,0,0,1,0,2018-12-04,4a35383deefe7db433892fde
IN-2014-PANCHAYAT-01169,CT2014001169,WARD_MEMBER,LD-35,FINAL,4009,5350,1398,30,0,43,1341,12.47,10.35,0,0,2,0,2014-07-09,15650e0b2f8bd6bb1f71ee0b
IN-2022-BYE-01170,CT2022001170,MLA,CG-61,FINAL,2080,55,525,0,12,38,1555,58.46,8.89,0,1,1,0,2022-12-28,480cac3b47db7996aeb05583
IN-2025-MUNICIPAL-01171,CT2025001171,MP,UK-30,PARTIAL,698,638,61,38,8,41,60,4.29,-10.39,0,0,1,0,2025-04-06,8ff3640435a1974072654ed5
IN-2019-VIDHANSABHA-01172,CT2019001172,WARD_MEMBER,AP-21,FINAL,4132,790,3884,36,4,45,248,2.82,7.88,1,1,1,0,2019-10-01,d699a5941f4ba53b64487347
IN-2022-PANCHAYAT-01173,CT2022001173,SARPANCH,UK-68,FINAL,6290,1051,402,33,11,65,5239,67.66,-4.89,1,0,1,0,2023-01-17,b8312a2f5f86e6c62ec81156
IN-2021-BYE-01174,CT2021001174,WARD_MEMBER,BR-13,FINAL,3071,1865,2067,37,11,48,1004,14.34,9.15,0,0,1,0,2021-07-06,369880449dc0bbc18a59e710
IN-2022-BYE-01175,CT2022001175,SARPANCH,UK-73,FINAL,5042,1450,1768,11,17,25,3274,39.64,-8.6,0,0,1,1,2022-03-19,de5df4a7cc8690766c2afcfd
IN-2021-LOKSABHA-01176,CT2021001176,MLA,DN-12,FINAL,709,2441,1637,2,9,11,804,16.8,-2.57,0,0,1,0,2021-05-15,842412b4c7fc847e04f44f00
IN-2016-VIDHANSABHA-01177,CT2016001177,SARPANCH,GJ-65,FINAL,6337,489,569,18,26,27,5768,78.0,6.17,1,0,1,0,2016-05-16,87b52f51f34bd136d0acf0f7
IN-2021-LOKSABHA-01178,CT2021001178,SARPANCH,PY-59,FINAL,2501,329,664,36,20,2,1837,52.58,5.4,0,0,1,0,2021-10-20,12e829bc5e1e63398b1c5a67
IN-2025-MUNICIPAL-01179,CT2025001179,MP,AR-30,FINAL,3196,7385,308,24,14,72,4189,38.47,-10.36,1,0,1,0,2025-10-05,74da6dd13a1de389af86b383
IN-2021-VIDHANSABHA-01180,CT2021001180,SARPANCH,HP-16,FINAL,1332,184,673,3,21,17,659,30.11,-9.42,0,0,1,0,2021-09-26,e494d910f5f56611e5e05b8c
IN-2016-VIDHANSABHA-01181,CT2016001181,MP,UP-80,FINAL,1239,4445,316,29,23,49,3206,53.43,6.02,0,0,1,0,2016-04-06,c27d0b2be82c4df42e4d1b11
IN-2025-MUNICIPAL-01182,CT2025001182,MP,CH-17,PARTIAL,4193,2763,1993,26,28,76,1430,15.98,-3.67,0,0,1,1,2025-09-17,9e2fe67dc55fe1a3e700beab
IN-2023-LOKSABHA-01183,CT2023001183,SARPANCH,LD-38,FINAL,4513,1908,5324,3,0,14,811,6.91,9.27,1,1,1,0,2023-11-24,1f01621f29ee8ef033188f65
IN-2014-MUNICIPAL-01184,CT2014001184,SARPANCH,GA-77,FINAL,4562,302,101,24,1,53,4260,85.8,11.8,1,0,1,0,2014-02-17,f59f981380c95ed654a70582
IN-2021-PANCHAYAT-01185,CT2021001185,MP,JK-37,FINAL,6401,1578,550,14,2,28,4823,56.55,-2.89,0,0,1,1,2022-01-17,a153831bef0f6b631db14fcb
IN-2019-MUNICIPAL-01186,CT2019001186,MP,TR-56,FINAL,2656,4454,1154,5,11,70,1798,21.76,-5.12,1,0,1,0,2019-11-09,c8d48ca4b2d286035ed09a23
IN-2025-MUNICIPAL-01187,CT2025001187,SARPANCH,PY-04,PARTIAL,937,4644,37,22,10,72,3707,65.98,1.11,0,0,1,0,2025-04-24,f544144fc32a6bd1f10ab915
IN-2021-VIDHANSABHA-01188,CT2021001188,SARPANCH,TN-69,PARTIAL,1439,4146,43,47,21,17,2707,48.1,-9.47,1,0,1,1,2021-08-28,4c207c4b5006aa2f5516ffe2
IN-2016-MUNICIPAL-01189,CT2016001189,SARPANCH,MN-03,FINAL,2677,3899,1062,23,16,41,1222,16.0,2.37,0,1,1,0,2016-02-19,5a7f3b581f11e521ec50258b
IN-2015-BYE-01190,CT2015001190,SARPANCH,TS-06,FINAL,889,3908,1347,3,22,33,2561,41.68,7.58,0,1,1,0,2015-10-26,e2ec336ca1609e01bb596d9a
