econ_prices_pricing_month,econ_prices_country_iso2,econ_prices_region_nuts_code,econ_prices_hicp_coicop_code,econ_prices_hicp_index_level,econ_prices_hicp_monthly_change_pct,econ_prices_hicp_12mo_change_pct,econ_prices_core_hicp_index_level,econ_prices_ppi_nace_code,econ_prices_ppi_index_level,econ_prices_energy_price_index,econ_prices_food_price_index,econ_prices_rent_index,econ_prices_wage_growth_pct,econ_prices_terms_of_trade_index,econ_prices_eurostat_table_code,econ_prices_reference_base_year,econ_prices_methodology_version,econ_prices_outlier_flag,econ_prices_data_extract_date
2023-09,LV,FI70,CP05,202.993,1.368,5.522,200.683,M69,143.055,85.378,138.768,151.68,5.137,137.274,sts_inpp_m,2015,PPI_2025B,1,2024-10-19
2024-04,MT,BE1,CP04,203.755,1.305,-2.304,202.441,C20,145.179,84.712,139.116,152.515,8.033,138.706,prc_ppi_m,2020,PPI_2024A,1,2025-05-31
2025-11,PT,AT75,CP03,204.38,1.334,10.414,203.116,C27,143.902,86.949,139.885,152.022,-0.088,138.628,prc_hicp_manr,2015,HICP_2025C,1,2026-02-06
2026-06,SI,EE80,CP02,203.94,1.2,4.902,209.342,D35,145.321,85.533,138.807,152.373,3.126,138.86,prc_hicp_cow,2020,HICP_2024B,0,2025-04-10
2018-01,AT,BE26,CP01,85.316,-0.262,-2.004,87.106,F41,146.636,88.941,139.754,90.37,3.652,139.6,prc_hicp_midx,2015,HICP_2023A,0,2026-01-08
2019-08,HR,AT29,CP12,85.721,-0.932,7.749,84.929,J61,146.001,90.05,139.288,90.527,-0.748,139.692,sts_inpp_m,2020,PPI_2025B,0,2025-11-12
2020-03,DK,LV5,CP11,85.283,0.58,-1.445,83.771,C10,147.89,89.07,141.782,90.208,2.546,139.601,prc_ppi_m,2015,PPI_2024A,0,2025-04-24
2021-10,FR,GR121,CP10,86.34,1.473,5.598,87.89,C24,147.611,90.263,141.495,90.796,2.045,140.008,prc_hicp_manr,2020,HICP_2025C,0,2025-12-07
2022-05,HU,AT46,CP09,86.702,0.148,-1.638,88.156,C28,148.294,91.125,142.204,91.015,3.096,139.945,prc_hicp_cow,2015,HICP_2024B,0,2024-06-08
2023-12,LV,AT8,CP08,86.898,1.076,5.443,85.635,E36,148.116,92.481,142.257,91.458,5.297,140.812,prc_hicp_midx,2020,HICP_2023A,0,2025-10-29
2024-07,MT,GR216,CP07,86.839,0.838,0.119,90.228,H49,149.229,92.435,145.138,92.199,9.484,141.121,sts_inpp_m,2015,PPI_2025B,0,2024-05-24
2025-02,PT,PL361,CP06,88.099,0.796,-1.735,91.424,M69,149.136,94.619,145.886,92.13,5.472,140.558,prc_ppi_m,2020,PPI_2024A,0,2024-11-06
2026-09,SI,CY681,CP05,87.613,0.807,3.338,89.683,C20,150.491,94.472,145.561,93.322,2.258,141.547,prc_hicp_manr,2015,HICP_2025C,0,2025-11-22
2018-04,AT,ES3,CP04,88.108,1.263,3.058,87.725,C27,151.914,94.367,146.657,93.194,4.865,142.251,prc_hicp_cow,2020,HICP_2024B,0,2025-03-16
2019-11,HR,DE5,CP03,89.695,1.24,4.764,93.077,D35,152.2,96.567,145.581,93.223,2.572,141.845,prc_hicp_midx,2015,HICP_2023A,0,2024-06-19
2020-06,DK,NL25,CP02,89.741,-0.505,6.361,88.744,F41,152.883,98.846,147.518,94.29,6.167,142.788,sts_inpp_m,2020,PPI_2025B,0,2025-04-08
2021-01,FR,EE390,CP01,90.217,-1.033,-0.783,92.691,J61,153.355,98.944,146.635,94.204,-0.668,142.132,prc_ppi_m,2015,PPI_2024A,0,2024-02-09
2022-08,HU,SE7,CP12,90.252,0.972,2.468,92.671,C10,152.189,101.373,149.124,94.844,2.18,142.207,prc_hicp_manr,2020,HICP_2025C,0,2025-08-25
2023-03,LV,DE7,CP11,90.472,1.486,6.297,89.636,C24,152.709,101.32,148.359,95.051,2.467,142.67,prc_hicp_cow,2015,HICP_2024B,0,2024-07-05
2024-10,MT,FI12,CP10,91.467,-0.232,9.762,94.373,C28,153.948,102.595,150.185,95.418,-0.179,143.637,prc_hicp_midx,2020,HICP_2023A,0,2026-01-12
2025-05,PT,IT590,CP09,91.147,-0.811,4.596,91.076,E36,155.109,103.665,150.892,95.889,-0.184,144.412,sts_inpp_m,2015,PPI_2025B,0,2025-01-21
2026-12,SI,BE92,CP08,91.028,0.099,-1.895,91.359,H49,155.499,104.532,152.479,96.03,2.526,143.863,prc_ppi_m,2020,PPI_2024A,0,2024-11-14
2018-07,AT,ES9,CP07,91.445,0.393,10.249,94.821,M69,156.562,102.396,152.12,96.527,2.773,144.143,prc_hicp_manr,2015,HICP_2025C,0,2024-07-29
2019-02,HR,EE2,CP06,92.28,0.998,1.646,93.437,C20,157.394,104.062,152.743,96.298,3.397,144.782,prc_hicp_cow,2020,HICP_2024B,0,2025-06-04
2020-09,DK,LT6,CP05,92.361,-0.943,2.992,91.462,C27,156.993,107.842,153.681,97.056,8.952,144.409,prc_hicp_midx,2015,HICP_2023A,0,2025-02-08
2021-04,FR,BE37,CP04,93.096,-0.48,-1.487,93.729,D35,157.071,106.288,154.036,97.878,4.159,145.463,sts_inpp_m,2020,PPI_2025B,0,2024-08-17
2022-11,HU,BE9,CP03,93.054,-0.427,-0.317,96.759,F41,158.586,106.796,155.329,98.191,9.175,145.668,prc_ppi_m,2015,PPI_2024A,0,2025-02-22
2023-06,LV,CZ6,CP02,94.308,-1.059,10.018,97.819,J61,158.045,107.336,155.241,98.006,8.929,145.688,prc_hicp_manr,2020,HICP_2025C,0,2025-12-20
2024-01,MT,PT6,CP01,94.201,0.47,10.208,94.922,C10,158.545,109.582,156.398,98.379,0.171,145.586,prc_hicp_cow,2015,HICP_2024B,0,2025-04-18
2025-08,PT,SE1,CP12,95.476,1.11,5.227,96.789,C24,159.917,108.717,154.765,98.166,5.36,146.944,prc_hicp_midx,2020,HICP_2023A,0,2025-03-26
2026-03,SI,GR360,CP11,95.47,-0.086,9.35,98.568,C28,160.74,112.467,157.75,99.391,6.837,146.234,sts_inpp_m,2015,PPI_2025B,0,2026-01-26
2018-10,AT,DE29,CP10,96.107,0.295,4.113,95.61,E36,160.049,113.131,156.647,100.038,7.334,147.22,prc_ppi_m,2020,PPI_2024A,0,2025-11-15
2019-05,HR,AT12,CP09,95.497,1.266,9.782,96.51,H49,161.061,113.174,159.049,99.702,1.491,147.891,prc_hicp_manr,2015,HICP_2025C,1,2025-12-28
2020-12,DK,GR5,CP08,96.144,1.126,7.536,99.221,M69,161.901,115.077,157.65,99.856,2.282,148.29,prc_hicp_cow,2020,HICP_2024B,0,2026-01-26
2021-07,FR,SI75,CP07,96.813,0.572,6.59,98.068,C20,161.643,114.117,159.312,100.646,0.104,147.858,prc_hicp_midx,2015,HICP_2023A,0,2024-12-15
2022-02,HU,AT7,CP06,97.405,-0.385,0.537,100.943,C27,163.423,115.684,160.982,100.997,0.177,148.689,sts_inpp_m,2020,PPI_2025B,0,2024-08-06
2023-09,LV,BE22,CP05,97.215,0.115,3.168,97.335,D35,162.896,118.757,159.67,100.833,6.829,149.214,prc_ppi_m,2015,PPI_2024A,0,2024-09-06
2024-04,MT,BG2,CP04,98.527,1.446,10.302,100.908,F41,163.863,116.984,161.207,101.255,5.112,148.859,prc_hicp_manr,2020,HICP_2025C,0,2024-06-24
2025-11,PT,HU36,CP03,99.161,-0.018,1.843,99.028,J61,165.045,120.459,163.168,102.099,1.638,149.357,prc_hicp_cow,2015,HICP_2024B,0,2024-09-29
2026-06,SI,CZ981,CP02,98.933,0.99,10.563,100.235,C10,164.927,119.228,163.402,102.58,-0.21,150.141,prc_hicp_midx,2020,HICP_2023A,0,2025-08-15
2018-01,AT,SE632,CP01,99.822,1.541,8.472,102.676,C24,166.29,119.033,162.714,102.556,7.434,149.404,sts_inpp_m,2015,PPI_2025B,0,2025-08-01
2019-08,HR,HU9,CP12,99.189,0.292,7.366,102.18,C28,166.249,122.22,162.922,102.648,2.176,149.498,prc_ppi_m,2020,PPI_2024A,0,2025-06-26
2020-03,DK,PT33,CP11,99.671,0.144,7.817,102.263,E36,167.26,120.448,163.356,103.037,7.299,150.519,prc_hicp_manr,2015,HICP_2025C,0,2024-08-03
2021-10,FR,SI90,CP10,100.191,1.125,8.794,103.605,H49,167.644,122.741,166.563,103.323,8.815,150.528,prc_hicp_cow,2020,HICP_2024B,0,2025-11-09
2022-05,HU,BE655,CP09,100.97,-0.643,3.412,99.266,M69,167.988,122.131,166.743,103.855,5.283,150.911,prc_hicp_midx,2015,HICP_2023A,0,2026-01-10
2023-12,LV,GR345,CP08,101.479,0.104,6.571,101.322,C20,168.302,126.556,166.275,103.773,5.576,151.973,sts_inpp_m,2020,PPI_2025B,0,2025-07-28
2024-07,MT,CZ45,CP07,102.013,0.616,-0.412,102.205,C27,169.326,127.043,166.875,104.173,4.217,150.988,prc_ppi_m,2015,PPI_2024A,0,2025-11-13
2025-02,PT,GR4,CP06,102.203,0.981,7.968,104.834,D35,169.368,126.639,169.192,105.572,-0.477,152.454,prc_hicp_manr,2020,HICP_2025C,0,2026-02-07
2026-09,SI,LT75,CP05,102.057,0.386,6.694,100.752,F41,169.668,127.618,169.866,105.785,8.041,151.573,prc_hicp_cow,2015,HICP_2024B,0,2024-02-17
2018-04,AT,ES64,CP04,103.647,0.895,2.04,104.914,J61,169.904,129.001,168.335,105.822,1.438,152.25,prc_hicp_midx,2020,HICP_2023A,0,2024-12-19
2019-11,HR,LU5,CP03,103.382,-0.254,6.033,105.355,C10,170.934,130.247,169.52,105.515,0.143,153.272,sts_inpp_m,2015,PPI_2025B,0,2025-10-28
2020-06,DK,IT6,CP02,103.8,0.79,8.375,106.339,C24,172.52,131.437,169.827,106.441,0.972,153.155,prc_ppi_m,2020,PPI_2024A,0,2025-05-11
2021-01,FR,SI38,CP01,103.654,0.057,3.845,102.103,C28,171.661,132.309,172.61,107.129,-0.846,152.811,prc_hicp_manr,2015,HICP_2025C,0,2025-02-20
2022-08,HU,IT49,CP12,103.898,-0.963,8.775,107.941,E36,172.578,130.182,172.638,107.648,-0.526,153.329,prc_hicp_cow,2020,HICP_2024B,0,2025-11-17
2023-03,LV,BE4,CP11,105.25,-0.767,-2.156,106.427,H49,173.036,132.163,171.914,107.766,-0.132,153.497,prc_hicp_midx,2015,HICP_2023A,0,2024-12-28
2024-10,MT,SK19,CP10,105.626,0.993,4.273,108.324,M69,174.971,134.072,172.11,108.022,9.391,154.282,sts_inpp_m,2020,PPI_2025B,0,2026-02-01
2025-05,PT,SK2,CP09,106.447,0.154,-2.147,109.237,C20,174.832,136.256,172.725,108.059,6.408,155.274,prc_ppi_m,2015,PPI_2024A,0,2024-03-21
2026-12,SI,CY430,CP08,105.817,1.36,3.156,105.086,C27,175.078,137.198,173.951,109.131,2.114,155.549,prc_hicp_manr,2020,HICP_2025C,0,2025-08-07
2018-07,AT,PL3,CP07,106.374,-0.174,9.413,104.316,D35,175.421,138.181,175.41,109.345,7.674,154.548,prc_hicp_cow,2015,HICP_2024B,0,2024-11-18
2019-02,HR,AT657,CP06,106.466,-0.002,-1.449,110.395,F41,176.958,139.446,176.161,109.298,2.661,155.073,prc_hicp_midx,2020,HICP_2023A,0,2024-06-10
2020-09,DK,CZ66,CP05,106.785,-0.98,1.522,104.758,J61,177.05,138.934,177.251,109.736,0.666,155.114,sts_inpp_m,2015,PPI_2025B,0,2025-07-29
2021-04,FR,IT130,CP04,107.0,0.931,8.069,105.436,C10,176.538,140.683,177.602,109.49,7.317,156.134,prc_ppi_m,2020,PPI_2024A,0,2025-01-31
2022-11,HU,BE74,CP03,108.645,-0.571,7.343,107.349,C24,177.975,141.969,176.514,110.328,6.559,156.708,prc_hicp_manr,2015,HICP_2025C,0,2025-12-12
2023-06,LV,NL1,CP02,108.195,0.28,6.6,109.043,C28,177.797,140.536,177.354,110.127,8.034,156.899,prc_hicp_cow,2020,HICP_2024B,0,2025-10-16
2024-01,MT,BG987,CP01,109.167,1.006,3.19,107.707,E36,178.328,141.082,177.775,111.394,5.807,85.285,prc_hicp_midx,2015,HICP_2023A,0,2024-11-24
2025-08,PT,FI52,CP12,109.107,-1.024,-0.012,108.944,H49,179.178,142.193,180.217,111.005,1.598,85.325,sts_inpp_m,2020,PPI_2025B,0,2024-01-22
2026-03,SI,SK612,CP11,109.874,1.186,-0.545,112.11,M69,179.604,142.139,180.322,111.953,7.534,86.272,prc_ppi_m,2015,PPI_2024A,0,2025-10-09
2018-10,AT,RO575,CP10,110.127,-1.012,1.65,108.013,C20,179.763,144.539,180.415,112.446,9.233,85.832,prc_hicp_manr,2020,HICP_2025C,0,2024-11-28
2019-05,HR,NL5,CP09,110.152,-0.693,-1.38,112.065,C27,181.125,146.934,182.41,112.52,2.523,85.51,prc_hicp_cow,2015,HICP_2024B,0,2024-12-19
2020-12,DK,BE65,CP08,110.45,0.951,-0.892,112.236,D35,182.282,145.78,183.297,112.854,9.472,85.897,prc_hicp_midx,2020,HICP_2023A,0,2024-08-23
2021-07,FR,MT126,CP07,111.824,1.064,0.741,115.012,F41,182.196,149.038,184.116,113.532,4.541,86.653,sts_inpp_m,2015,PPI_2025B,1,2024-03-10
2022-02,HU,IT1,CP06,112.396,0.371,6.587,112.487,J61,182.31,147.707,182.451,113.404,-0.402,86.613,prc_ppi_m,2020,PPI_2024A,0,2024-07-17
2023-09,LV,HR25,CP05,112.323,1.287,10.853,112.132,C10,183.884,151.079,182.715,113.773,0.037,87.906,prc_hicp_manr,2015,HICP_2025C,1,2024-04-06
2024-04,MT,GR23,CP04,112.555,0.42,4.912,113.554,C24,184.817,150.383,183.929,114.326,3.96,87.667,prc_hicp_cow,2020,HICP_2024B,0,2024-01-04
2025-11,PT,ES2,CP03,112.705,1.326,8.636,111.047,C28,184.794,149.773,186.498,114.034,7.76,88.42,prc_hicp_midx,2015,HICP_2023A,0,2025-11-21
2026-06,SI,PL541,CP02,113.346,-0.15,10.745,115.464,E36,184.578,153.784,186.186,114.953,4.102,87.642,sts_inpp_m,2020,PPI_2025B,0,2025-02-17
2018-01,AT,DE52,CP01,114.198,1.274,4.94,116.994,H49,185.348,152.255,187.534,115.729,8.058,88.313,prc_ppi_m,2015,PPI_2024A,0,2025-11-03
2019-08,HR,LU181,CP12,113.44,1.002,1.277,115.353,M69,186.505,153.253,187.322,115.669,8.187,88.649,prc_hicp_manr,2020,HICP_2025C,0,2025-05-30
2020-03,DK,HR552,CP11,114.809,0.935,10.31,113.136,C20,187.141,154.899,188.98,115.892,1.3,88.749,prc_hicp_cow,2015,HICP_2024B,0,2024-02-09
2021-10,FR,DK23,CP10,114.232,-0.274,-0.209,118.408,C27,187.783,156.128,189.599,115.697,3.703,88.867,prc_hicp_midx,2020,HICP_2023A,0,2024-08-17
2022-05,HU,FR137,CP09,114.648,-0.815,10.151,114.245,D35,188.006,156.904,189.717,117.172,8.698,90.013,sts_inpp_m,2015,PPI_2025B,0,2025-05-21
2023-12,LV,CZ988,CP08,115.649,1.272,9.921,114.629,F41,187.698,155.334,190.002,117.391,6.888,89.824,prc_ppi_m,2020,PPI_2024A,0,2024-01-24
2024-07,MT,NL689,CP07,115.495,0.943,0.049,114.11,J61,188.053,157.135,191.739,117.479,7.594,89.887,prc_hicp_manr,2015,HICP_2025C,0,2026-02-21
2025-02,PT,SK31,CP06,115.941,-0.282,10.145,117.884,C10,189.635,158.686,192.712,117.376,4.144,90.774,prc_hicp_cow,2020,HICP_2024B,0,2026-01-31
2026-09,SI,SE83,CP05,116.91,-0.169,7.691,120.183,C24,189.307,160.106,192.977,118.087,1.879,91.544,prc_hicp_midx,2015,HICP_2023A,0,2024-04-11
2018-04,AT,MT1,CP04,117.971,1.518,9.574,117.958,C28,190.323,159.084,194.064,118.768,2.349,90.688,sts_inpp_m,2020,PPI_2025B,0,2024-07-31
2019-11,HR,IE253,CP03,117.283,0.183,6.481,118.107,E36,190.693,161.052,191.964,118.383,3.123,92.001,prc_ppi_m,2015,PPI_2024A,0,2024-05-29
2020-06,DK,FR11,CP02,118.367,0.538,-1.772,117.299,H49,192.125,164.349,193.907,119.316,2.093,91.852,prc_hicp_manr,2020,HICP_2025C,0,2024-12-12
2021-01,FR,CZ439,CP01,118.501,-0.708,1.223,117.309,M69,192.663,163.563,193.842,119.866,2.399,92.331,prc_hicp_cow,2015,HICP_2024B,0,2026-01-01
2022-08,HU,DE690,CP12,119.613,0.047,0.74,123.667,C20,193.437,165.997,194.858,119.541,1.643,93.065,prc_hicp_midx,2020,HICP_2023A,0,2024-10-05
2023-03,LV,GR757,CP11,119.935,-0.661,6.758,119.832,C27,194.014,163.59,194.966,120.402,7.532,92.449,sts_inpp_m,2015,PPI_2025B,0,2025-11-12
2024-10,MT,PT613,CP10,120.29,-0.026,9.525,121.937,D35,193.168,166.07,197.344,120.732,2.51,92.716,prc_ppi_m,2020,PPI_2024A,0,2024-03-28
2025-05,PT,DE9,CP09,120.047,1.002,4.12,119.875,F41,194.5,165.927,197.606,121.077,2.215,93.245,prc_hicp_manr,2015,HICP_2025C,0,2024-01-26
2026-12,SI,HR28,CP08,120.054,-0.407,10.724,121.259,J61,194.079,168.393,197.628,121.092,5.675,93.678,prc_hicp_cow,2020,HICP_2024B,0,2025-11-24
2018-07,AT,AT43,CP07,121.391,1.484,8.94,122.083,C10,196.168,170.108,197.515,120.964,6.755,93.987,prc_hicp_midx,2015,HICP_2023A,0,2026-02-24
2019-02,HR,HU62,CP06,121.496,-0.058,2.212,119.811,C24,196.063,171.332,200.078,121.946,0.647,94.685,sts_inpp_m,2020,PPI_2025B,0,2024-08-24
2020-09,DK,IE77,CP05,122.021,1.582,3.319,124.145,C28,196.177,172.695,200.769,122.543,8.61,95.262,prc_ppi_m,2015,PPI_2024A,1,2025-01-09
2021-04,FR,RO696,CP04,122.529,-0.982,8.778,125.89,E36,197.665,171.546,201.458,123.063,2.76,94.948,prc_hicp_manr,2020,HICP_2025C,0,2025-02-09
2022-11,HU,GR93,CP03,122.299,0.424,-0.059,125.252,H49,197.595,172.773,199.612,122.615,1.206,95.104,prc_hicp_cow,2015,HICP_2024B,0,2026-02-22
2023-06,LV,EE803,CP02,123.173,0.159,10.745,121.182,M69,198.753,174.7,200.799,123.755,4.012,95.389,prc_hicp_midx,2020,HICP_2023A,0,2025-04-07
2024-01,MT,DK562,CP01,124.115,1.101,0.3,122.323,C20,197.906,172.921,202.486,123.627,-0.986,95.766,sts_inpp_m,2015,PPI_2025B,0,2025-02-27
2025-08,PT,FI93,CP12,123.993,0.549,0.111,127.018,C27,198.481,173.436,202.162,124.313,2.812,95.546,prc_ppi_m,2020,PPI_2024A,0,2024-11-18
2026-03,SI,PT7,CP11,124.446,0.82,-0.039,122.44,D35,200.738,176.348,204.713,124.153,-0.565,95.885,prc_hicp_manr,2015,HICP_2025C,0,2024-05-01
2018-10,AT,BE95,CP10,124.819,-0.536,6.384,126.86,F41,200.811,175.431,203.582,124.95,7.578,97.29,prc_hicp_cow,2020,HICP_2024B,0,2025-03-13
2019-05,HR,AT88,CP09,125.104,0.582,5.06,129.637,J61,201.617,177.455,75.298,124.424,0.702,97.368,prc_hicp_midx,2015,HICP_2023A,0,2024-05-03
2020-12,DK,AT351,CP08,124.903,-0.44,4.815,125.371,C10,201.452,180.334,75.11,125.503,6.157,97.551,sts_inpp_m,2020,PPI_2025B,0,2026-02-17
2021-07,FR,SI36,CP07,126.0,0.522,8.575,124.74,C24,202.023,181.033,77.039,125.579,3.2,97.508,prc_ppi_m,2015,PPI_2024A,0,2024-01-31
2022-02,HU,LV671,CP06,126.881,-1.193,10.734,130.838,C28,202.656,181.969,76.327,126.01,7.724,97.556,prc_hicp_manr,2020,HICP_2025C,1,2024-01-20
2023-09,LV,LT59,CP05,126.33,-0.632,5.722,128.378,E36,204.029,182.032,76.357,125.836,8.108,98.053,prc_hicp_cow,2015,HICP_2024B,0,2025-10-27
2024-04,MT,LV21,CP04,127.67,-0.416,10.791,130.077,H49,204.716,183.493,77.894,127.062,5.551,98.286,prc_hicp_midx,2020,HICP_2023A,0,2024-02-24
2025-11,PT,BG774,CP03,127.231,1.073,5.679,127.26,M69,203.938,184.641,77.847,127.28,1.736,99.11,sts_inpp_m,2015,PPI_2025B,0,2024-05-03
2026-06,SI,AT243,CP02,127.366,1.058,7.127,126.259,C20,205.542,184.234,79.295,127.694,8.455,99.656,prc_ppi_m,2020,PPI_2024A,0,2024-01-21
2018-01,AT,SK30,CP01,128.961,0.923,1.193,130.822,C27,204.708,186.167,79.255,127.443,6.95,99.936,prc_hicp_manr,2015,HICP_2025C,0,2024-02-06
2019-08,HR,IE72,CP12,128.421,0.077,9.388,126.219,D35,205.061,184.949,79.963,128.388,3.295,99.343,prc_hicp_cow,2020,HICP_2024B,0,2026-01-29
2020-03,DK,HU54,CP11,128.739,-0.601,7.707,132.326,F41,206.406,188.658,81.014,128.223,0.845,100.369,prc_hicp_midx,2015,HICP_2023A,0,2024-05-03
2021-10,FR,EE67,CP10,128.686,0.915,-1.639,127.646,J61,206.23,189.082,81.396,129.352,4.549,100.411,sts_inpp_m,2020,PPI_2025B,0,2024-05-28
2022-05,HU,SK624,CP09,130.02,1.666,-1.941,130.019,C10,207.902,186.881,81.662,129.461,6.762,100.247,prc_ppi_m,2015,PPI_2024A,0,2025-06-19
2023-12,LV,CZ493,CP08,130.603,-0.244,3.079,134.397,C24,208.086,190.173,82.876,129.478,4.71,100.485,prc_hicp_manr,2020,HICP_2025C,0,2024-10-03
2024-07,MT,CY956,CP07,130.949,-0.04,3.592,129.067,C28,207.702,188.623,83.727,129.842,-0.692,100.886,prc_hicp_cow,2015,HICP_2024B,0,2025-01-30
2025-02,PT,BG362,CP06,130.428,0.113,3.204,133.513,E36,210.025,193.365,84.336,130.313,-0.743,101.941,prc_hicp_midx,2020,HICP_2023A,0,2024-06-12
2026-09,SI,NL90,CP05,130.812,0.724,2.803,129.412,H49,209.278,191.403,85.865,130.389,8.419,101.321,sts_inpp_m,2015,PPI_2025B,0,2024-01-21
2018-04,AT,ES52,CP04,131.093,0.592,1.164,133.882,M69,210.139,195.245,87.381,131.307,9.348,102.573,prc_ppi_m,2020,PPI_2024A,0,2024-11-03
2019-11,HR,CY633,CP03,132.875,-0.674,3.695,135.297,C20,210.744,192.635,85.284,131.798,8.996,102.916,prc_hicp_manr,2015,HICP_2025C,0,2024-01-31
2020-06,DK,RO71,CP02,132.939,-1.022,10.258,136.047,C27,212.198,193.312,88.506,131.638,8.481,102.922,prc_hicp_cow,2020,HICP_2024B,0,2025-02-09
2021-01,FR,IT468,CP01,132.326,-0.476,-0.813,131.495,D35,212.612,197.796,88.485,131.986,9.461,102.528,prc_hicp_midx,2015,HICP_2023A,0,2025-08-18
2022-08,HU,RO732,CP12,133.081,1.402,5.605,133.028,F41,213.076,198.059,88.178,132.041,7.544,102.651,sts_inpp_m,2020,PPI_2025B,0,2024-11-07
2023-03,LV,HR49,CP11,133.725,-0.711,-2.386,136.951,J61,213.48,198.522,89.44,133.226,-0.224,104.06,prc_ppi_m,2015,PPI_2024A,0,2024-12-02
2024-10,MT,CY75,CP10,134.884,1.431,7.069,135.33,C10,212.828,196.777,89.709,133.484,6.444,104.388,prc_hicp_manr,2020,HICP_2025C,0,2024-02-14
2025-05,PT,ES970,CP09,135.398,0.918,9.584,136.572,C24,213.23,199.047,91.991,133.856,8.853,104.167,prc_hicp_cow,2015,HICP_2024B,0,2026-01-07
2026-12,SI,CY60,CP08,134.793,0.366,10.031,136.583,C28,214.428,198.505,92.718,134.098,1.775,104.626,prc_hicp_midx,2020,HICP_2023A,0,2025-11-05
2018-07,AT,PT56,CP07,135.203,-0.368,0.633,136.731,E36,216.005,201.533,90.941,133.994,1.4,105.224,sts_inpp_m,2015,PPI_2025B,0,2026-01-06
2019-02,HR,SE38,CP06,136.205,0.684,9.751,134.349,H49,215.51,203.991,92.015,134.687,2.752,105.014,prc_ppi_m,2020,PPI_2024A,0,2024-03-29
2020-09,DK,SK940,CP05,135.902,0.216,6.529,139.209,M69,216.507,204.028,91.952,135.038,6.241,104.759,prc_hicp_manr,2015,HICP_2025C,0,2024-10-06
2021-04,FR,PL20,CP04,136.712,1.415,2.787,139.321,C20,216.528,203.089,94.925,134.948,2.659,105.841,prc_hicp_cow,2020,HICP_2024B,0,2024-02-10
2022-11,HU,BG31,CP03,136.553,1.597,0.925,137.991,C27,217.2,206.877,93.109,135.973,5.025,105.705,prc_hicp_midx,2015,HICP_2023A,0,2025-01-15
2023-06,LV,AT6,CP02,137.043,-0.101,3.77,139.109,D35,218.576,206.336,94.105,136.088,8.65,105.889,sts_inpp_m,2020,PPI_2025B,0,2025-04-06
2024-01,MT,AT414,CP01,137.188,1.014,6.3,139.142,F41,218.9,205.538,97.258,136.475,7.517,106.524,prc_ppi_m,2015,PPI_2024A,0,2024-10-16
2025-08,PT,DK70,CP12,137.834,-0.528,3.144,138.407,J61,219.929,207.57,96.465,136.67,4.506,106.694,prc_hicp_manr,2020,HICP_2025C,0,2025-10-25
2026-03,SI,CZ729,CP11,137.911,1.147,-1.203,135.475,C10,219.935,209.054,97.44,137.069,8.33,107.772,prc_hicp_cow,2015,HICP_2024B,0,2024-08-27
2018-10,AT,SE52,CP10,138.51,0.601,0.857,138.568,C24,221.158,210.682,98.331,137.836,7.072,107.189,prc_hicp_midx,2020,HICP_2023A,0,2025-07-21
2019-05,HR,HR401,CP09,139.52,0.872,3.02,143.342,C28,221.753,212.166,97.066,137.286,0.414,107.564,sts_inpp_m,2015,PPI_2025B,0,2024-08-12
2020-12,DK,HU80,CP08,139.374,0.912,-0.292,137.567,E36,221.137,212.848,100.413,137.794,8.26,108.248,prc_ppi_m,2020,PPI_2024A,0,2025-02-19
2021-07,FR,EE51,CP07,139.515,1.464,7.176,140.109,H49,221.667,210.424,100.57,138.041,6.03,108.982,prc_hicp_manr,2015,HICP_2025C,0,2024-04-25
2022-02,HU,ES81,CP06,141.259,-0.275,1.836,144.645,M69,222.079,211.173,98.987,138.913,1.085,108.06,prc_hicp_cow,2020,HICP_2024B,0,2024-07-29
2023-09,LV,IT10,CP05,141.62,-0.128,3.435,140.517,C20,79.559,213.353,102.018,138.43,9.1,108.938,prc_hicp_midx,2015,HICP_2023A,0,2024-03-17
2024-04,MT,ES522,CP04,141.306,-0.496,5.297,142.102,C27,81.326,216.166,102.622,139.757,3.385,109.127,sts_inpp_m,2020,PPI_2025B,0,2025-09-10
2025-11,PT,DK9,CP03,141.332,-0.02,8.809,145.414,D35,80.234,217.009,101.546,139.352,2.033,109.79,prc_ppi_m,2015,PPI_2024A,0,2024-10-30
2026-06,SI,LV22,CP02,142.332,0.979,-2.272,146.387,F41,82.403,217.684,103.387,139.594,0.74,109.709,prc_hicp_manr,2020,HICP_2025C,0,2024-09-21
2018-01,AT,DE228,CP01,142.969,-0.99,6.025,140.712,J61,82.729,218.438,102.863,140.984,4.611,110.874,prc_hicp_cow,2015,HICP_2024B,0,2025-05-23
2019-08,HR,FR844,CP12,143.472,-0.282,-1.878,140.887,C10,81.869,218.796,104.588,141.125,4.343,110.097,prc_hicp_midx,2020,HICP_2023A,0,2024-08-15
2020-03,DK,MT19,CP11,142.714,0.178,5.88,141.463,C24,84.176,220.799,103.594,141.668,6.16,110.808,sts_inpp_m,2015,PPI_2025B,0,2025-10-27
2021-10,FR,BE2,CP10,144.005,1.653,10.646,148.417,C28,84.141,219.25,105.127,141.83,1.265,110.677,prc_ppi_m,2020,PPI_2024A,0,2026-01-03
2022-05,HU,MT23,CP09,143.45,0.23,6.366,149.166,E36,84.403,220.864,106.734,141.631,-0.191,112.058,prc_hicp_manr,2015,HICP_2025C,0,2025-02-05
