house_rent_rent_month,house_rent_building_id_hash,house_rent_unit_bedroom_count,house_rent_asking_rent_usd,house_rent_effective_rent_usd,house_rent_rent_concession_weeks,house_rent_vacancy_rate_building,house_rent_lease_term_months,house_rent_tenant_income_requirement,house_rent_rent_to_income_ratio,house_rent_utility_included_flag,house_rent_pet_fee_usd,house_rent_application_fee_usd,house_rent_security_deposit_usd,house_rent_eviction_filing_rate,house_rent_rent_control_coverage_flag,house_rent_affordability_target_ami,house_rent_subsidy_waitlist_length,house_rent_move_in_incentive_flag,house_rent_renter_turnover_rate
2093-03,BLDG0000000999,1,1810.22,1610.62,1,2.73,6,3.14,0.435,0,16,100,1244,8.93,0,MARKET,7408,0,14.92
2093-04,BLDG0000001000,0,4283.7,3955.69,5,21.79,12,2.28,0.504,0,148,55,3558,0.61,0,120_AMI,7228,0,11.17
2093-05,BLDG0000001001,4,991.43,866.12,9,0.13,12,3.06,0.421,0,787,86,5305,1.02,0,60_AMI,1684,1,91.31
2093-06,BLDG0000001002,4,800.0,572.5,7,15.33,24,2.05,0.18,1,18,118,3039,0.47,0,30_AMI,5686,0,37.31
2093-07,BLDG0000001003,3,3337.03,3267.1,10,12.1,15,2.53,0.403,0,322,106,1418,1.8,0,30_AMI,4940,0,55.27
2093-08,BLDG0000001004,3,1371.46,1157.18,2,1.8,18,4.22,0.348,1,439,32,4777,1.67,0,100_AMI,6154,0,63.77
2093-09,BLDG0000001005,1,1512.35,1347.77,5,8.09,18,3.52,0.499,1,277,40,1113,7.78,0,120_AMI,474,0,86.05
2093-10,BLDG0000001006,2,2958.3,2787.87,12,13.76,12,2.27,0.458,0,183,148,366,8.81,0,60_AMI,3481,0,58.08
2093-11,BLDG0000001007,2,1843.56,1595.05,1,6.46,6,3.3,0.407,0,308,117,3785,4.89,0,60_AMI,3323,0,81.44
2093-12,BLDG0000001008,2,3471.83,3189.9,1,12.2,12,2.86,0.379,1,778,129,1352,6.52,0,80_AMI,2033,0,52.34
2094-01,BLDG0000001009,3,1802.45,1530.29,12,21.6,12,3.94,0.476,0,525,82,2232,0.85,0,60_AMI,6232,0,91.91
2094-02,BLDG0000001010,2,4162.46,3844.4,11,2.86,15,4.34,0.224,0,646,51,862,8.45,0,80_AMI,6040,0,20.69
2094-03,BLDG0000001011,1,3217.53,3075.98,0,2.73,12,2.85,0.526,1,639,77,856,5.88,1,60_AMI,2847,0,80.47
2094-04,BLDG0000001012,0,1735.11,1654.59,10,15.69,12,4.47,0.521,0,106,121,4854,7.33,0,50_AMI,4480,0,18.97
2094-05,BLDG0000001013,2,2914.8,2602.48,6,8.81,12,3.95,0.492,0,475,77,691,3.67,1,MARKET,6918,0,88.34
2094-06,BLDG0000001014,2,1039.5,731.97,6,15.36,6,2.09,0.392,0,142,105,1040,1.32,0,MARKET,1729,0,13.25
2094-07,BLDG0000001015,4,2622.34,2475.22,5,5.55,12,4.46,0.527,0,153,72,3193,2.21,0,80_AMI,7566,1,47.13
2094-08,BLDG0000001016,3,1112.28,953.2,8,7.15,12,3.52,0.419,0,467,47,541,8.48,0,120_AMI,6607,0,35.43
2094-09,BLDG0000001017,3,3482.77,3190.64,0,8.66,12,2.27,0.184,0,397,11,2927,3.91,0,100_AMI,6256,1,29.5
2094-10,BLDG0000001018,2,3501.17,3465.38,4,7.58,24,4.38,0.241,1,430,60,553,3.12,0,100_AMI,4503,1,19.16
2094-11,BLDG0000001019,1,3584.52,3248.27,6,15.34,18,2.54,0.413,0,291,101,3149,4.68,0,60_AMI,5269,1,35.38
2094-12,BLDG0000001020,3,4791.97,4556.76,8,20.95,12,3.79,0.52,1,455,8,1664,0.42,0,30_AMI,2055,0,93.26
2095-01,BLDG0000001021,0,2718.06,2457.58,11,5.0,24,4.18,0.185,1,603,140,650,1.37,0,50_AMI,6702,1,10.42
2095-02,BLDG0000001022,2,1278.38,949.55,5,11.69,6,2.69,0.23,1,177,14,3105,6.88,0,MARKET,2819,0,70.77
2095-03,BLDG0000001023,2,4822.45,4608.81,12,9.04,12,4.47,0.32,0,592,149,634,6.7,0,30_AMI,194,0,29.06
2095-04,BLDG0000001024,3,4625.57,4307.62,1,17.39,9,3.62,0.305,1,183,52,4124,1.58,0,30_AMI,3800,0,15.52
2095-05,BLDG0000001025,1,1550.71,1351.72,1,17.56,15,3.94,0.222,0,644,132,4749,6.47,0,MARKET,1701,0,55.73
2095-06,BLDG0000001026,3,2052.03,1871.78,3,16.27,12,3.26,0.281,1,128,5,3928,6.76,0,MARKET,2611,0,16.09
2095-07,BLDG0000001027,1,875.51,755.84,12,3.11,12,4.33,0.446,1,356,117,1462,0.75,0,MARKET,4516,1,94.26
2095-08,BLDG0000001028,1,3806.29,3587.67,9,18.33,12,3.63,0.21,0,642,36,945,6.18,0,120_AMI,6520,0,92.14
2095-09,BLDG0000001029,2,4262.03,3915.54,5,12.06,12,2.13,0.485,0,525,111,5627,1.17,0,30_AMI,6647,1,33.67
2095-10,BLDG0000001030,3,1860.96,1536.5,5,3.69,12,2.72,0.314,1,70,76,3316,8.34,0,120_AMI,4898,0,63.26
2095-11,BLDG0000001031,2,3585.17,3297.85,2,3.97,12,2.76,0.349,1,759,75,2872,2.43,0,60_AMI,4700,1,63.95
2095-12,BLDG0000001032,2,4406.22,4270.06,0,12.7,12,4.03,0.319,0,439,130,4033,1.92,0,MARKET,1214,0,39.17
2096-01,BLDG0000001033,1,1454.14,1360.31,6,7.19,6,2.38,0.272,0,784,16,990,4.42,1,60_AMI,2287,1,19.82
2096-02,BLDG0000001034,1,3490.41,3312.0,5,0.27,12,2.23,0.549,1,746,116,5241,4.82,1,60_AMI,6950,0,16.33
2096-03,BLDG0000001035,3,2799.59,2602.79,8,1.97,12,3.38,0.472,0,542,11,3650,6.36,0,100_AMI,1301,1,51.33
2096-04,BLDG0000001036,1,4860.52,4551.31,0,13.53,15,3.18,0.183,0,217,111,4690,3.64,0,MARKET,6695,0,22.69
2096-05,BLDG0000001037,1,4138.25,4070.27,3,3.07,12,3.41,0.187,0,161,48,223,2.33,1,100_AMI,1574,0,44.0
2096-06,BLDG0000001038,0,2921.18,2820.16,5,11.27,12,3.11,0.544,1,389,93,804,1.14,0,50_AMI,2234,0,89.97
2096-07,BLDG0000001039,4,2953.06,2796.09,7,20.67,12,4.06,0.533,1,202,72,784,3.72,0,80_AMI,5748,1,10.73
2096-08,BLDG0000001040,4,2307.37,2059.97,2,14.96,12,4.18,0.507,1,520,144,1845,8.98,0,30_AMI,450,0,33.8
2096-09,BLDG0000001041,2,1392.54,1168.45,8,8.08,12,4.37,0.43,0,234,81,4439,3.91,0,30_AMI,6255,0,70.3
2096-10,BLDG0000001042,2,1221.78,1131.59,6,14.04,12,3.54,0.511,0,36,19,5482,3.8,0,100_AMI,1402,0,62.85
2096-11,BLDG0000001043,2,2195.54,2133.67,10,3.6,15,4.24,0.472,1,27,39,1253,4.09,0,120_AMI,3329,0,57.67
2096-12,BLDG0000001044,1,3045.18,2815.45,10,11.42,12,3.82,0.322,0,115,90,1792,7.59,0,60_AMI,4315,0,44.74
2097-01,BLDG0000001045,1,3642.44,3539.7,2,2.58,24,3.71,0.292,1,299,140,4971,2.41,0,100_AMI,3937,1,85.54
2097-02,BLDG0000001046,3,2939.8,2773.07,10,5.85,12,2.45,0.52,0,144,106,729,5.66,0,80_AMI,1752,0,53.58
2097-03,BLDG0000001047,0,2811.53,2491.47,6,12.54,12,2.44,0.37,0,490,103,5424,7.96,0,100_AMI,6992,0,60.66
2097-04,BLDG0000001048,1,1872.78,1762.02,7,21.36,6,3.08,0.449,0,27,30,825,7.85,0,80_AMI,5496,0,83.59
2097-05,BLDG0000001049,3,4164.93,4069.75,6,20.63,9,4.34,0.335,1,576,116,3924,6.68,0,120_AMI,3947,0,64.42
2097-06,BLDG0000001050,1,5061.8,4970.24,6,20.51,9,2.78,0.502,1,258,32,2260,2.29,0,80_AMI,2038,0,47.66
2097-07,BLDG0000001051,1,3729.46,3640.63,5,6.56,9,3.35,0.51,1,552,138,3303,4.13,1,MARKET,976,1,63.04
2097-08,BLDG0000001052,2,1807.17,1658.82,7,7.15,12,4.03,0.305,1,521,82,4902,5.79,0,120_AMI,3080,0,60.88
2097-09,BLDG0000001053,1,4955.3,4667.98,8,17.8,12,3.44,0.246,0,330,118,5409,5.48,0,100_AMI,3290,0,20.09
2097-10,BLDG0000001054,2,4720.7,4607.77,0,20.29,12,2.39,0.446,1,113,136,3076,5.07,0,80_AMI,751,1,21.13
2097-11,BLDG0000001055,2,4103.18,3877.91,6,9.83,24,3.6,0.482,1,416,125,5203,7.28,0,80_AMI,4802,1,20.9
2097-12,BLDG0000001056,2,1312.24,1247.04,2,4.54,12,2.51,0.231,1,525,103,4825,2.26,1,100_AMI,7163,1,84.68
2098-01,BLDG0000001057,2,2738.38,2707.33,3,21.94,24,2.28,0.407,1,406,136,724,2.03,0,100_AMI,3037,0,75.92
2098-02,BLDG0000001058,2,4322.08,4245.04,6,21.65,12,2.14,0.387,1,405,119,911,2.64,1,50_AMI,3199,0,90.73
2098-03,BLDG0000001059,1,4121.3,3879.73,3,2.31,24,3.76,0.349,1,365,109,730,4.07,0,30_AMI,4159,0,21.68
2098-04,BLDG0000001060,1,4636.49,4514.36,4,14.39,15,3.69,0.516,0,631,89,832,8.72,0,MARKET,6852,1,47.5
2098-05,BLDG0000001061,1,2179.11,2113.47,11,0.99,12,3.4,0.36,1,781,56,1996,1.67,1,100_AMI,5278,0,52.97
2098-06,BLDG0000001062,1,804.56,464.8,10,20.96,9,2.35,0.544,0,111,56,3479,4.27,0,80_AMI,569,0,16.64
2098-07,BLDG0000001063,2,4103.49,3974.26,12,10.87,6,2.75,0.517,0,736,150,2277,1.93,0,60_AMI,6848,1,56.65
2098-08,BLDG0000001064,1,5165.37,4943.85,11,5.9,12,2.66,0.532,1,532,149,5327,2.98,0,100_AMI,1664,0,66.55
2098-09,BLDG0000001065,3,1061.48,779.88,11,1.83,24,2.92,0.412,0,794,120,5770,7.0,0,120_AMI,432,0,29.14
2098-10,BLDG0000001066,2,3799.62,3492.68,4,21.59,12,4.41,0.232,0,466,40,2352,7.33,0,50_AMI,6606,1,28.48
2098-11,BLDG0000001067,2,3100.86,3092.54,12,7.14,12,3.21,0.266,0,453,115,4148,7.26,0,MARKET,4104,0,37.56
2098-12,BLDG0000001068,3,2491.05,2381.89,12,1.49,9,2.8,0.381,1,739,81,1059,8.26,1,30_AMI,947,1,82.98
2099-01,BLDG0000001069,1,2316.98,2122.81,5,18.91,12,4.01,0.416,1,743,140,1147,7.31,0,50_AMI,7265,0,83.29
2099-02,BLDG0000001070,3,2542.67,2265.23,10,21.38,15,3.42,0.292,1,114,79,5152,1.63,0,100_AMI,4650,0,25.63
2099-03,BLDG0000001071,0,1366.21,1291.19,12,5.84,18,2.96,0.522,1,393,32,2769,0.75,0,MARKET,7566,0,62.06
2099-04,BLDG0000001072,2,3108.95,3015.72,6,11.54,15,2.92,0.202,1,91,136,5754,5.78,1,MARKET,4288,0,54.81
2099-05,BLDG0000001073,1,3985.97,3684.15,7,14.9,12,2.08,0.3,0,42,118,5281,1.15,0,80_AMI,4358,0,18.13
2099-06,BLDG0000001074,1,5112.35,5019.63,12,11.34,6,2.79,0.5,0,0,118,3755,3.52,0,30_AMI,7074,1,41.54
2099-07,BLDG0000001075,2,1635.03,1331.14,3,15.87,12,2.83,0.355,1,790,98,3543,7.69,0,100_AMI,4626,0,79.83
2099-08,BLDG0000001076,2,1292.14,1211.23,12,9.93,12,3.25,0.347,1,323,68,3433,8.37,0,100_AMI,7051,0,70.03
2099-09,BLDG0000001077,0,1274.0,1151.72,5,14.8,12,2.36,0.48,1,110,130,2480,6.02,1,80_AMI,6803,0,83.66
2099-10,BLDG0000001078,3,2631.41,2293.75,12,9.13,12,3.18,0.293,0,583,139,3418,5.94,0,50_AMI,2854,0,73.14
2099-11,BLDG0000001079,1,4703.91,4560.43,6,10.75,24,3.08,0.342,0,321,109,2652,8.65,0,100_AMI,1098,0,16.92
2099-12,BLDG0000001080,1,1887.75,1539.44,3,9.56,12,2.66,0.438,1,357,18,2746,4.07,0,120_AMI,7823,0,30.06
2100-01,BLDG0000001081,3,4521.56,4256.84,10,9.74,12,3.92,0.326,1,138,71,351,8.72,0,120_AMI,891,0,15.95
2100-02,BLDG0000001082,0,4633.81,4360.2,1,17.19,12,3.55,0.371,0,565,134,3496,7.65,0,80_AMI,4444,1,34.55
2100-03,BLDG0000001083,0,2539.8,2242.18,2,9.5,12,3.18,0.262,0,641,136,2290,2.5,0,120_AMI,7506,0,50.82
2100-04,BLDG0000001084,3,2400.09,2383.43,9,7.07,12,3.15,0.38,1,563,105,3106,4.84,0,80_AMI,1515,0,94.08
2100-05,BLDG0000001085,2,1031.27,729.87,3,9.51,9,3.21,0.238,0,579,125,3254,7.17,1,60_AMI,7631,1,74.96
2100-06,BLDG0000001086,1,960.19,742.88,12,18.17,15,2.98,0.499,1,415,93,1112,3.73,0,60_AMI,4811,1,87.67
2100-07,BLDG0000001087,1,4217.47,4213.36,5,11.41,6,3.88,0.343,1,459,10,1066,5.49,0,50_AMI,7658,0,73.44
2100-08,BLDG0000001088,0,2996.22,2689.1,0,19.79,6,3.82,0.452,0,108,48,2366,6.84,0,120_AMI,5151,0,20.85
2100-09,BLDG0000001089,2,2780.7,2695.17,7,10.55,9,2.56,0.393,1,584,114,2296,1.95,0,80_AMI,2943,0,40.05
2100-10,BLDG0000001090,3,2258.99,2168.93,6,10.9,18,2.01,0.34,1,210,113,3539,8.96,0,120_AMI,4358,0,50.24
2100-11,BLDG0000001091,0,4485.88,4214.79,9,10.07,12,2.42,0.545,1,510,48,1321,8.1,0,100_AMI,2799,0,19.76
2100-12,BLDG0000001092,2,1807.71,1751.17,5,0.85,6,3.11,0.334,0,286,34,4279,3.62,0,120_AMI,6506,0,52.59
2101-01,BLDG0000001093,3,2180.38,1986.77,0,6.13,15,2.16,0.275,1,380,8,3772,8.22,1,50_AMI,6957,0,79.84
2101-02,BLDG0000001094,1,2654.68,2613.6,6,4.13,12,3.86,0.217,0,286,73,239,1.55,0,50_AMI,7743,1,37.41
2101-03,BLDG0000001095,2,1546.57,1291.13,12,9.45,12,4.09,0.308,0,747,44,4634,3.98,0,60_AMI,403,0,63.33
2101-04,BLDG0000001096,2,4037.09,3731.42,7,2.93,12,3.84,0.456,0,799,131,3827,8.72,1,MARKET,7498,1,84.1
2101-05,BLDG0000001097,2,1867.1,1680.16,7,16.45,12,3.4,0.372,1,52,120,513,4.29,0,100_AMI,809,0,82.24
2101-06,BLDG0000001098,2,2052.22,1895.67,10,4.9,18,4.29,0.38,1,589,46,4527,3.93,1,30_AMI,5163,0,91.56
2101-07,BLDG0000001099,4,3176.82,3006.87,2,2.84,12,3.0,0.442,0,688,147,3603,2.34,0,MARKET,6644,0,86.54
2101-08,BLDG0000001100,3,2509.98,2405.15,10,9.72,12,3.74,0.27,0,393,103,4855,7.03,0,30_AMI,3247,0,35.14
2101-09,BLDG0000001101,3,2987.82,2656.59,8,3.82,6,2.49,0.51,0,541,31,17,2.33,1,80_AMI,2692,0,18.83
2101-10,BLDG0000001102,4,5168.39,4971.82,0,20.02,12,3.17,0.187,1,260,114,5956,1.55,0,80_AMI,789,0,45.59
2101-11,BLDG0000001103,2,4451.94,4317.38,11,0.26,15,2.92,0.252,1,226,122,629,8.55,0,60_AMI,5079,1,35.39
2101-12,BLDG0000001104,0,3144.94,2942.81,11,10.79,12,2.91,0.524,0,497,60,1673,2.36,0,30_AMI,3950,0,44.95
2102-01,BLDG0000001105,4,2464.28,2311.13,5,4.74,12,3.96,0.534,0,426,50,3289,5.99,0,100_AMI,6997,0,88.9
2102-02,BLDG0000001106,2,2070.73,1902.71,6,21.46,12,3.99,0.239,0,500,90,3688,7.15,1,120_AMI,2582,0,11.68
2102-03,BLDG0000001107,2,2880.99,2611.48,11,16.49,12,4.39,0.393,1,397,132,5402,3.95,1,50_AMI,4853,0,63.02
2102-04,BLDG0000001108,1,2306.95,2097.83,4,6.75,12,2.21,0.492,1,156,149,4417,1.54,0,120_AMI,7884,0,40.71
2102-05,BLDG0000001109,1,1962.46,1957.06,7,16.96,18,2.48,0.423,1,383,46,3465,6.38,1,120_AMI,5266,1,70.37
2102-06,BLDG0000001110,2,2894.47,2791.08,2,21.22,12,4.25,0.357,0,258,69,4130,6.44,0,MARKET,5668,0,41.14
2102-07,BLDG0000001111,4,4797.07,4679.01,10,20.66,12,3.21,0.388,1,314,26,3632,5.01,1,100_AMI,769,0,50.61
2102-08,BLDG0000001112,1,1152.49,882.94,1,3.66,12,3.07,0.412,1,82,143,3326,1.5,0,30_AMI,5636,1,46.69
2102-09,BLDG0000001113,2,1710.92,1642.46,11,16.5,12,3.5,0.504,0,545,148,2447,7.49,0,30_AMI,4190,0,78.59
2102-10,BLDG0000001114,1,1142.17,1017.08,12,3.99,12,2.63,0.479,1,593,42,1522,3.26,0,50_AMI,1232,1,69.24
2102-11,BLDG0000001115,4,3413.58,3310.71,10,12.03,6,4.18,0.497,1,491,39,3454,4.38,0,100_AMI,5087,0,88.99
2102-12,BLDG0000001116,3,4345.4,4088.45,2,10.12,12,3.44,0.528,1,725,69,5673,4.37,0,100_AMI,5694,0,42.85
2103-01,BLDG0000001117,2,2569.54,2524.43,11,13.55,12,4.16,0.459,1,398,68,358,5.66,0,120_AMI,6845,0,64.24
2103-02,BLDG0000001118,1,1671.39,1556.12,0,11.09,12,3.95,0.188,0,181,74,4437,7.17,0,30_AMI,5756,0,14.91
2103-03,BLDG0000001119,3,2738.09,2727.96,11,20.2,12,3.59,0.3,0,173,75,1326,6.83,1,120_AMI,175,0,42.41
2103-04,BLDG0000001120,1,983.2,924.48,2,19.56,12,3.49,0.51,0,730,123,1350,4.18,0,80_AMI,555,0,46.07
2103-05,BLDG0000001121,2,986.4,871.9,11,14.42,15,4.28,0.498,0,505,97,5105,0.46,1,80_AMI,2435,0,77.56
2103-06,BLDG0000001122,3,2006.13,1698.59,0,11.2,15,3.92,0.31,1,340,110,3756,0.39,0,120_AMI,181,1,30.13
2103-07,BLDG0000001123,1,3455.86,3334.19,1,12.55,6,2.83,0.402,0,67,87,4382,4.86,0,80_AMI,4362,0,41.91
2103-08,BLDG0000001124,1,2834.47,2621.51,11,0.9,12,3.95,0.422,0,257,51,34,1.15,0,80_AMI,1832,1,49.67
2103-09,BLDG0000001125,1,3386.42,3057.62,12,17.45,18,2.39,0.315,1,462,90,933,0.19,1,100_AMI,4295,0,25.55
2103-10,BLDG0000001126,2,4486.63,4435.17,8,21.23,12,2.74,0.542,0,200,43,2713,4.52,1,60_AMI,152,0,55.27
2103-11,BLDG0000001127,2,3859.89,3664.25,12,7.13,12,2.35,0.546,1,480,26,309,4.55,0,100_AMI,6204,0,79.42
2103-12,BLDG0000001128,3,1053.94,852.16,0,6.75,24,3.23,0.363,1,799,136,5825,4.95,0,60_AMI,889,0,60.61
2104-01,BLDG0000001129,1,3991.13,3765.81,1,9.79,12,2.92,0.353,0,448,46,3307,1.13,0,60_AMI,6558,0,51.09
2104-02,BLDG0000001130,0,1045.97,859.21,7,8.83,12,2.69,0.491,0,244,132,2889,1.2,0,50_AMI,3711,1,72.3
2104-03,BLDG0000001131,1,3400.01,3250.23,0,14.32,12,4.06,0.447,0,390,60,4952,6.84,1,120_AMI,4261,0,63.17
2104-04,BLDG0000001132,2,4368.68,4083.04,8,16.58,12,2.12,0.441,0,326,20,3115,2.96,0,30_AMI,5026,1,87.89
2104-05,BLDG0000001133,1,2670.15,2579.57,9,20.0,12,3.28,0.3,0,548,56,3056,4.24,1,120_AMI,3174,1,43.86
2104-06,BLDG0000001134,3,2087.35,1874.26,7,1.56,12,2.31,0.211,1,397,145,1484,4.25,0,80_AMI,6332,0,65.38
2104-07,BLDG0000001135,2,2505.28,2243.88,1,5.15,12,3.17,0.546,0,593,23,1106,0.91,0,50_AMI,1977,1,12.0
2104-08,BLDG0000001136,2,1841.39,1833.4,10,4.07,15,2.52,0.19,1,719,61,3865,2.24,0,50_AMI,4623,0,57.53
2104-09,BLDG0000001137,1,1332.05,1329.14,7,10.53,12,3.87,0.247,0,638,22,1283,3.4,0,100_AMI,5539,0,47.64
2104-10,BLDG0000001138,3,1205.25,1063.79,8,1.52,9,3.36,0.329,0,530,140,5280,5.06,0,120_AMI,4448,0,90.43
2104-11,BLDG0000001139,1,3291.09,3150.8,3,1.58,9,4.36,0.197,1,235,57,3158,5.26,0,100_AMI,2236,1,89.96
2104-12,BLDG0000001140,1,1751.97,1553.62,3,20.73,12,3.43,0.202,1,257,97,1053,3.96,0,60_AMI,5388,0,42.51
2105-01,BLDG0000001141,0,4377.31,4151.15,1,0.01,12,2.31,0.41,1,661,139,4388,1.83,1,120_AMI,2663,0,37.25
2105-02,BLDG0000001142,2,1735.59,1458.57,9,17.36,9,3.46,0.241,0,641,48,5460,8.27,0,MARKET,5164,1,63.65
2105-03,BLDG0000001143,3,853.6,750.4,11,1.77,12,2.37,0.421,0,254,104,18,4.19,0,100_AMI,1332,0,92.8
2105-04,BLDG0000001144,0,1311.11,1049.59,6,18.44,12,3.41,0.426,1,79,114,3538,7.55,0,80_AMI,6301,0,77.07
2105-05,BLDG0000001145,0,3792.28,3461.03,3,4.19,15,3.3,0.354,0,310,95,414,0.23,1,50_AMI,3125,0,36.86
2105-06,BLDG0000001146,1,2542.04,2294.24,5,3.51,12,2.36,0.49,0,179,51,5357,0.61,0,MARKET,5241,0,48.6
2105-07,BLDG0000001147,1,3247.64,2907.09,11,20.62,12,3.1,0.287,0,323,137,4439,5.07,0,100_AMI,4085,0,49.44
2105-08,BLDG0000001148,0,2252.05,2189.64,10,6.52,12,3.1,0.281,1,148,3,598,3.36,1,MARKET,1765,0,72.82
2105-09,BLDG0000001149,2,4383.07,4182.26,10,8.14,12,3.71,0.432,1,307,1,3887,7.88,0,50_AMI,1775,0,22.53
2105-10,BLDG0000001150,1,2569.23,2339.38,8,19.34,12,3.73,0.228,0,752,34,1213,6.52,0,60_AMI,6404,0,72.13
2105-11,BLDG0000001151,2,1298.03,950.91,9,9.34,12,3.99,0.477,0,153,120,3338,1.44,0,30_AMI,7140,1,32.05
2105-12,BLDG0000001152,0,5062.19,4752.73,6,18.83,24,3.28,0.292,1,690,117,1781,2.83,1,MARKET,2803,0,55.37
2106-01,BLDG0000001153,2,4084.84,3854.23,2,1.39,24,3.65,0.318,1,355,52,4080,5.95,0,80_AMI,3303,1,50.08
2106-02,BLDG0000001154,2,3023.23,2925.76,0,0.33,12,2.26,0.225,0,460,141,1250,5.95,0,120_AMI,7338,1,81.46
2106-03,BLDG0000001155,2,2251.87,2028.03,12,5.79,15,2.83,0.317,0,492,41,3779,5.96,0,MARKET,6564,1,12.05
2106-04,BLDG0000001156,3,2203.92,2142.41,11,2.05,12,2.87,0.334,1,516,81,5461,3.0,0,120_AMI,4220,0,28.76
2106-05,BLDG0000001157,1,4497.8,4299.4,1,3.06,24,2.42,0.359,0,701,50,4863,7.86,0,120_AMI,4848,1,79.16
2106-06,BLDG0000001158,2,2651.78,2452.29,12,19.57,6,3.27,0.25,1,387,125,5425,8.92,0,120_AMI,7206,0,86.21
2106-07,BLDG0000001159,2,4375.7,4219.91,10,18.38,15,2.36,0.45,1,707,147,1811,2.84,0,100_AMI,360,0,13.54
2106-08,BLDG0000001160,1,3520.8,3422.12,5,20.05,18,2.03,0.546,0,41,30,2194,3.47,0,120_AMI,794,0,51.08
2106-09,BLDG0000001161,2,938.05,746.67,2,8.0,12,2.96,0.36,1,112,131,1711,6.25,0,80_AMI,1259,0,89.05
2106-10,BLDG0000001162,1,810.72,496.82,0,18.81,12,3.07,0.298,0,532,145,5626,8.57,0,80_AMI,7927,1,81.04
2106-11,BLDG0000001163,1,4153.88,4046.68,7,3.43,15,4.25,0.547,0,679,135,910,5.8,1,MARKET,4587,0,25.54
2106-12,BLDG0000001164,2,3217.83,2922.27,9,2.98,9,3.16,0.527,1,102,10,1153,2.12,1,100_AMI,2327,0,57.94
2107-01,BLDG0000001165,1,3962.41,3704.74,12,18.04,12,4.41,0.492,1,364,94,3587,0.67,0,30_AMI,3951,0,15.33
2107-02,BLDG0000001166,3,4952.04,4923.92,3,2.17,12,3.84,0.55,0,506,44,3171,3.45,0,30_AMI,4343,0,25.81
2107-03,BLDG0000001167,1,2537.77,2410.41,10,9.3,12,2.18,0.531,0,399,63,4613,2.57,0,50_AMI,4665,0,43.83
2107-04,BLDG0000001168,1,5068.03,4881.03,5,18.1,9,2.67,0.27,0,185,20,4485,0.3,0,80_AMI,980,0,92.9
2107-05,BLDG0000001169,3,3489.74,3467.31,7,0.15,12,4.48,0.456,1,235,0,72,3.03,0,30_AMI,6824,1,72.07
2107-06,BLDG0000001170,0,2940.75,2727.92,4,8.17,6,2.24,0.429,0,773,123,4231,6.83,0,120_AMI,258,0,15.55
2107-07,BLDG0000001171,3,4616.74,4330.86,8,21.57,12,2.93,0.47,0,354,70,959,4.13,0,50_AMI,7521,1,12.43
2107-08,BLDG0000001172,1,3049.35,2944.5,0,12.65,12,3.65,0.415,0,155,111,1367,7.13,0,60_AMI,5879,0,82.59
2107-09,BLDG0000001173,4,1166.95,875.55,11,4.03,12,2.79,0.284,0,641,11,1629,0.56,0,60_AMI,1192,0,67.43
2107-10,BLDG0000001174,1,1938.8,1851.96,10,11.55,12,4.5,0.332,0,282,137,1849,6.46,0,100_AMI,7126,0,50.15
2107-11,BLDG0000001175,1,1376.0,1134.88,5,14.61,12,3.96,0.34,0,158,84,5946,6.79,1,MARKET,26,0,25.11
2107-12,BLDG0000001176,1,2905.36,2746.96,8,4.89,12,2.45,0.498,1,661,117,4513,1.66,0,100_AMI,3848,0,62.62
2108-01,BLDG0000001177,4,2173.75,2097.26,0,12.68,12,4.17,0.357,1,233,2,975,1.84,0,50_AMI,1306,1,26.28
2108-02,BLDG0000001178,2,2392.69,2352.41,11,18.61,12,2.72,0.271,0,565,15,4083,1.12,0,120_AMI,7371,0,14.98
2108-03,BLDG0000001179,0,2578.21,2415.46,3,10.9,12,4.02,0.508,0,661,1,2233,8.95,1,80_AMI,5226,0,76.9
2108-04,BLDG0000001180,1,3107.3,2831.38,7,21.82,18,2.31,0.506,0,124,7,4574,3.81,0,30_AMI,1304,0,88.48
2108-05,BLDG0000001181,3,4538.79,4431.87,3,12.36,12,3.45,0.433,0,8,76,726,5.28,0,80_AMI,265,1,77.24
2108-06,BLDG0000001182,1,2923.94,2896.14,2,2.42,12,3.97,0.419,1,678,10,3511,7.98,0,30_AMI,5963,1,75.37
2108-07,BLDG0000001183,1,1733.02,1487.72,3,9.24,12,4.05,0.544,0,495,49,5764,3.97,1,MARKET,543,0,35.7
2108-08,BLDG0000001184,2,3709.12,3396.76,5,13.21,12,3.43,0.451,1,154,40,286,7.88,0,30_AMI,6208,0,71.61
2108-09,BLDG0000001185,3,4598.89,4424.67,1,4.4,6,4.27,0.223,1,663,98,26,8.05,1,50_AMI,3199,0,60.18
2108-10,BLDG0000001186,3,3566.54,3491.01,9,9.64,6,3.09,0.279,1,701,100,2924,2.82,0,100_AMI,1449,0,20.62
2108-11,BLDG0000001187,2,2358.53,2350.76,6,19.15,12,3.85,0.345,1,170,65,3375,2.05,1,100_AMI,4436,0,38.41
2108-12,BLDG0000001188,2,2694.6,2675.67,4,3.09,18,4.32,0.21,1,615,33,4409,3.76,0,60_AMI,3211,0,47.71
2109-01,BLDG0000001189,4,817.1,659.96,12,19.13,18,2.31,0.477,1,759,93,5171,2.31,0,60_AMI,6188,1,65.17
2109-02,BLDG0000001190,2,1147.35,889.73,8,7.73,12,2.56,0.188,0,393,122,2747,0.4,0,120_AMI,2176,1,50.75
