labor_skills_posting_month,labor_skills_posting_source_type,labor_skills_job_title_normalized,labor_skills_occupation_code_crosswalk,labor_skills_skills_cluster_id,labor_skills_top_skill_1,labor_skills_top_skill_2,labor_skills_top_skill_3,labor_skills_credential_required_flag,labor_skills_years_experience_min,labor_skills_remote_work_indicator,labor_skills_salary_range_low,labor_skills_salary_range_high,labor_skills_employment_type,labor_skills_schedule_type,labor_skills_industry_employer_nic,labor_skills_posting_duration_days,labor_skills_applicant_count_estimate,labor_skills_hard_to_fill_score,labor_skills_text_embedding_version
2020-05,Social,Chef_1007,NCO_953337,SCL5194,DataEntry,React,Tableau,Y,6,Y,282874.03,1870299.06,Contract,Day,70,69,665,0.4835,emb_v1
2021-08,RecruiterFeed,Accountant_1008,NCO_607390,SCL9388,SQL,Kubernetes,HR,Y,8,N,215224.35,2273468.64,Internship,Weekend,14,52,3711,0.8169,emb_v2
2022-09,GovExchange,Data_Analyst_1009,NCO_839876,SCL8154,SAP,QA,QA,N,0,Y,293383.52,2396544.95,Contract,Night,45,86,4030,0.2418,emb_v2
2022-02,CompanySite,Electrician_1010,NCO_563289,SCL5752,NodeJS,Accounting,Java,Y,9,N,492076.84,1049554.9,Internship,Rotational,17,73,4129,0.3106,emb_v2
2022-03,GovExchange,Customer_Support_1011,NCO_217837,SCL9575,Azure,SAP,React,Y,9,Hybrid,460042.87,619890.749208351,Full_time,Night,70,8,3095,0.2879,emb_v3
2020-04,CompanySite,Operations_Lead_1012,NCO_717916,SCL1544,QA,React,Nursing,N,12,Hybrid,165912.01,866524.23,Full_time,Day,26,62,1,0.7524,emb_v2
2020-07,JobPortal,Software_Engineer_1013,NCO_316629,SCL3795,Tableau,UIUX,HR,N,0,Y,179998.16,1253637.56,Contract,Rotational,02,32,547,0.2134,emb_v2
2019-01,Social,Security_Guard_1014,NCO_463585,SCL4621,Java,Java,SAP,N,12,Hybrid,589967.81,1430766.97,Full_time,Flexible,86,21,1838,0.6185,emb_v3
2022-07,GovExchange,Product_Manager_1015,NCO_769256,SCL6947,PowerBI,DevOps,SAP,Y,3,Y,520765.23,1510852.64,Full_time,Day,46,15,4219,0.5647,emb_v1
2021-03,JobPortal,Clerk_1016,NCO_907897,SCL6655,DataEntry,AWS,Prompting,N,0,N,403336.79,1791474.53,Contract,Night,50,77,2279,0.1157,emb_v3
2020-10,RecruiterFeed,Nurse_1017,NCO_023516,SCL5469,Marketing,Sales,Marketing,Y,2,Hybrid,573961.08,761789.7797267674,Full_time,Flexible,07,15,3463,0.277,emb_v3
2021-06,RecruiterFeed,Data_Analyst_1018,NCO_461717,SCL9009,HR,Nursing,QA,N,12,Y,156918.25,760164.26,Full_time,Night,21,45,1419,0.8857,emb_v3
2022-10,RecruiterFeed,Product_Manager_1019,NCO_978197,SCL5707,Security,HR,Sales,N,10,N,166209.04,1385630.76,Internship,Weekend,17,38,928,0.6791,emb_v3
2023-06,RecruiterFeed,Product_Manager_1020,NCO_032353,SCL8452,React,PowerBI,Tableau,Y,3,N,194129.82,2334260.08,Part_time,Rotational,85,12,2864,0.2784,emb_v1
2020-07,RecruiterFeed,Pharmacist_1021,NCO_889524,SCL6324,QA,Prompting,Accounting,N,8,N,552907.15,1503106.69,Apprenticeship,Night,37,16,144,0.3505,emb_v2
2022-02,JobPortal,Project_Manager_1022,NCO_981279,SCL6758,Excel,Java,HR,Y,3,N,239783.37,1131809.03,Contract,Flexible,83,30,3823,0.9002,emb_v1
2024-05,Social,Designer_1023,NCO_595950,SCL2327,AWS,Tableau,AWS,Y,7,Hybrid,547212.04,2036121.45,Contract,Weekend,73,89,4211,0.6881,emb_v2
2021-04,Social,HR_Generalist_1024,NCO_005422,SCL4265,Nursing,Kubernetes,PowerBI,N,11,Y,246196.97,2276105.6,Full_time,Day,41,52,3438,0.705,emb_v1
2025-05,RecruiterFeed,Teacher_1025,NCO_520933,SCL6659,Excel,Docker,Tableau,N,0,Hybrid,439228.03,2364127.17,Full_time,Weekend,62,50,4274,0.7995,emb_v1
2020-03,Social,Designer_1026,NCO_945374,SCL2372,Java,DataEntry,Marketing,Y,7,Y,162754.38,1406464.98,Part_time,Day,82,55,3168,0.9275,emb_v2
2025-01,GovExchange,Project_Manager_1027,NCO_475511,SCL8299,Azure,React,NodeJS,N,2,Hybrid,586238.21,926565.39,Full_time,Day,30,4,2441,0.1913,emb_v3
2022-04,CompanySite,Customer_Support_1028,NCO_415879,SCL8489,Docker,UIUX,Marketing,N,7,Hybrid,538750.57,1714165.48,Part_time,Night,37,86,4622,0.0746,emb_v2
2019-07,RecruiterFeed,Pharmacist_1029,NCO_923930,SCL4411,Marketing,AWS,Azure,Y,4,N,143245.68,1276486.45,Part_time,Flexible,27,40,3797,0.8513,emb_v2
2025-03,CompanySite,Designer_1030,NCO_087005,SCL8227,GCP,Docker,UIUX,Y,2,Y,189022.91,1006153.72,Apprenticeship,Weekend,65,35,3472,0.8731,emb_v1
2025-07,CompanySite,Sales_Associate_1031,NCO_500843,SCL5347,Excel,Docker,Kubernetes,N,11,Y,524255.01,1746678.35,Apprenticeship,Rotational,59,12,1926,0.5446,emb_v1
2021-08,GovExchange,HR_Generalist_1032,NCO_312385,SCL5058,Tableau,Accounting,SQL,Y,1,N,558676.66,1345703.93,Part_time,Weekend,19,17,1664,0.7533,emb_v2
2019-07,RecruiterFeed,Accountant_1033,NCO_024124,SCL7134,Nursing,Sales,QA,Y,0,N,504874.93,986839.26,Apprenticeship,Rotational,17,74,3045,0.7604,emb_v1
2025-05,GovExchange,Nurse_1034,NCO_046877,SCL5032,HR,GCP,SAP,Y,7,N,162329.68,1733518.21,Apprenticeship,Weekend,74,74,4947,0.0177,emb_v3
2021-05,RecruiterFeed,Security_Guard_1035,NCO_701748,SCL6336,Kubernetes,Kubernetes,ML,N,12,Hybrid,172243.72,1162744.27,Apprenticeship,Day,09,33,3914,0.6749,emb_v3
2025-01,CompanySite,Software_Engineer_1036,NCO_708044,SCL3308,Tableau,Marketing,DataEntry,Y,2,Hybrid,124725.57,1902481.97,Full_time,Flexible,02,46,4560,0.846,emb_v3
2024-10,GovExchange,Mechanic_1037,NCO_979534,SCL5115,Accounting,Tableau,NodeJS,N,12,Hybrid,384545.09,559787.7677281857,Contract,Flexible,81,35,3900,0.7072,emb_v3
2019-12,RecruiterFeed,Driver_1038,NCO_740547,SCL3286,CustomerSupport,Marketing,ETL,N,3,N,520599.67,1635278.15,Part_time,Flexible,29,59,2925,0.82,emb_v1
2022-09,JobPortal,Accountant_1039,NCO_560345,SCL4499,NodeJS,QA,CustomerSupport,N,10,N,453475.6,980390.76,Apprenticeship,Weekend,32,21,4717,0.7385,emb_v2
2019-06,JobPortal,Teacher_1040,NCO_733001,SCL1990,Security,Excel,Sales,N,4,Y,537101.49,1948400.57,Full_time,Night,32,72,4680,0.0481,emb_v2
2023-07,JobPortal,Nurse_1041,NCO_576902,SCL9666,Tableau,GCP,Marketing,N,11,Y,443584.29,1374702.01,Full_time,Day,60,52,688,0.0133,emb_v1
2022-08,CompanySite,Sales_Associate_1042,NCO_603444,SCL6018,Accounting,Security,Java,N,0,N,440169.59,2173546.5,Internship,Night,64,48,929,0.5404,emb_v1
2021-05,CompanySite,Customer_Support_1043,NCO_856791,SCL7667,Prompting,Kubernetes,Python,Y,2,N,358795.36,1692174.34,Part_time,Night,50,68,2044,0.0779,emb_v2
2021-12,GovExchange,Product_Manager_1044,NCO_755480,SCL3848,GCP,Docker,DevOps,N,12,Hybrid,517529.72,2271651.96,Contract,Flexible,15,25,2658,0.7037,emb_v2
2023-06,JobPortal,Accountant_1045,NCO_944362,SCL3438,Marketing,Docker,Tableau,N,12,Y,366585.91,1041329.08,Part_time,Weekend,05,78,2583,0.1165,emb_v3
2022-07,Social,Operations_Lead_1046,NCO_997635,SCL2887,Marketing,NodeJS,ETL,N,11,Y,401405.69,784064.65,Full_time,Day,14,14,3660,0.2113,emb_v3
2020-01,Social,Chef_1047,NCO_669708,SCL5747,Security,CustomerSupport,Excel,N,4,N,360559.78,585737.1795980651,Full_time,Night,63,85,3242,0.431,emb_v3
2019-11,RecruiterFeed,Mechanic_1048,NCO_062099,SCL1240,Azure,Prompting,CustomerSupport,N,0,Y,234893.11,2012165.22,Full_time,Flexible,25,42,3908,0.4381,emb_v1
2019-09,GovExchange,Nurse_1049,NCO_382766,SCL4285,UIUX,SAP,Sales,N,9,Hybrid,313790.02,450694.5900853262,Apprenticeship,Rotational,79,88,1836,0.2927,emb_v2
2019-10,JobPortal,Accountant_1050,NCO_496447,SCL1365,React,Excel,Tableau,Y,11,Hybrid,487241.89,909561.49,Part_time,Day,72,78,1902,0.0465,emb_v1
2020-05,Social,Software_Engineer_1051,NCO_065817,SCL4542,NodeJS,CustomerSupport,Sales,Y,5,Hybrid,530874.43,648946.2721935869,Contract,Night,51,28,1582,0.5641,emb_v2
2019-09,GovExchange,HR_Generalist_1052,NCO_741352,SCL1963,HR,QA,CustomerSupport,Y,12,N,229695.44,2328554.15,Full_time,Flexible,96,12,2438,0.7766,emb_v3
2020-01,Social,Pharmacist_1053,NCO_085190,SCL8547,Accounting,Prompting,CustomerSupport,N,5,Hybrid,134999.45,630889.33,Full_time,Flexible,87,56,3597,0.8128,emb_v3
2023-07,RecruiterFeed,Operations_Lead_1054,NCO_908122,SCL2859,UIUX,NodeJS,HR,Y,9,Y,181007.96,2049243.18,Part_time,Weekend,85,70,1962,0.8777,emb_v3
2019-05,JobPortal,Sales_Associate_1055,NCO_199948,SCL5089,Prompting,Sales,AWS,N,9,Y,496091.46,1052127.36,Apprenticeship,Flexible,71,19,3209,0.0206,emb_v3
2025-08,JobPortal,Customer_Support_1056,NCO_563127,SCL9724,Python,HR,NodeJS,N,9,Y,272439.2,1779282.88,Internship,Flexible,73,48,4801,0.0538,emb_v2
2023-12,CompanySite,Chef_1057,NCO_674884,SCL4139,Sales,PowerBI,Python,Y,3,Hybrid,313148.6,1661025.53,Contract,Day,34,3,3572,0.0547,emb_v2
2024-01,Social,Teacher_1058,NCO_675687,SCL8455,Sales,Sales,ML,N,3,N,152306.73,769152.62,Full_time,Night,90,88,3018,0.0293,emb_v1
2023-12,CompanySite,Chef_1059,NCO_906801,SCL1688,Security,QA,AWS,Y,11,Y,205226.51,867191.9,Contract,Rotational,35,55,4010,0.4218,emb_v2
2023-05,Social,HR_Generalist_1060,NCO_461119,SCL9317,HR,Marketing,NodeJS,Y,2,Y,203642.81,820205.44,Part_time,Weekend,42,5,1812,0.0623,emb_v2
2020-12,RecruiterFeed,Chef_1061,NCO_588992,SCL9065,Azure,DataEntry,SAP,N,4,N,557299.05,1626281.06,Apprenticeship,Flexible,20,67,3016,0.9398,emb_v3
2020-02,Social,Product_Manager_1062,NCO_566584,SCL3804,ETL,Nursing,HR,Y,2,Y,169760.77,902525.98,Contract,Night,17,34,1296,0.3241,emb_v2
2021-02,CompanySite,Customer_Support_1063,NCO_423257,SCL1483,NodeJS,UIUX,SQL,Y,5,Hybrid,451583.88,2129946.54,Full_time,Rotational,36,14,2758,0.1044,emb_v1
2024-11,JobPortal,Driver_1064,NCO_986863,SCL7244,SQL,Accounting,UIUX,N,2,Y,120857.06,1524221.47,Apprenticeship,Night,96,30,2674,0.867,emb_v1
2022-10,JobPortal,Driver_1065,NCO_702926,SCL9319,Java,GCP,AWS,N,6,Y,152712.25,1559756.57,Internship,Weekend,57,67,2801,0.7873,emb_v1
2019-11,JobPortal,Data_Analyst_1066,NCO_963669,SCL2208,Prompting,NodeJS,Prompting,N,4,N,590598.65,2338313.22,Apprenticeship,Night,84,89,1968,0.041,emb_v2
2022-08,GovExchange,HR_Generalist_1067,NCO_445826,SCL2532,Security,QA,HR,N,12,Hybrid,173388.52,1360627.72,Full_time,Weekend,99,71,3467,0.9963,emb_v1
2020-02,Social,Designer_1068,NCO_679362,SCL9288,Java,CustomerSupport,Tableau,Y,8,N,260216.36,1671766.54,Part_time,Rotational,96,10,3511,0.8963,emb_v3
2023-10,GovExchange,Pharmacist_1069,NCO_712775,SCL2807,Java,Kubernetes,CustomerSupport,Y,5,Hybrid,454546.47,626741.5200903639,Part_time,Night,55,21,1145,0.2109,emb_v3
2025-11,JobPortal,Clerk_1070,NCO_957950,SCL6109,Azure,HR,QA,Y,9,Y,496724.37,612280.9761222476,Part_time,Flexible,80,60,3335,0.8089,emb_v1
2022-08,Social,Project_Manager_1071,NCO_629992,SCL4523,AWS,Nursing,CustomerSupport,N,3,Hybrid,496280.1,1565519.44,Full_time,Flexible,09,42,3513,0.1448,emb_v2
2020-07,GovExchange,Data_Analyst_1072,NCO_746447,SCL5522,ML,SQL,DataEntry,Y,4,Hybrid,203399.6,2192774.25,Part_time,Day,02,30,2316,0.5115,emb_v2
2024-05,Social,Clerk_1073,NCO_665912,SCL7145,Docker,ETL,Nursing,Y,8,Y,286695.73,1650275.82,Part_time,Rotational,05,19,4449,0.0206,emb_v2
2019-02,GovExchange,Sales_Associate_1074,NCO_316210,SCL5830,NodeJS,Python,PowerBI,Y,5,N,518477.06,2274612.02,Contract,Weekend,29,46,1648,0.8222,emb_v2
2021-04,GovExchange,Chef_1075,NCO_103943,SCL6290,ML,Python,SQL,Y,1,N,237340.33,569543.79,Part_time,Flexible,60,15,1359,0.4337,emb_v3
2023-03,GovExchange,Driver_1076,NCO_001726,SCL8894,ML,ML,Prompting,Y,7,N,142068.52,1123332.93,Part_time,Day,85,21,2849,0.2832,emb_v1
2025-11,CompanySite,Designer_1077,NCO_985095,SCL9229,Azure,React,NodeJS,Y,6,N,246827.53,862176.6,Internship,Day,51,54,389,0.1681,emb_v2
2025-07,JobPortal,Clerk_1078,NCO_052055,SCL9694,React,Marketing,Azure,N,7,Hybrid,247313.1,2196995.91,Contract,Rotational,23,53,1150,0.2038,emb_v1
2020-06,Social,Research_Assistant_1079,NCO_805393,SCL3900,Security,Python,HR,N,6,Hybrid,262062.75,1810934.4,Apprenticeship,Rotational,60,9,2295,0.2335,emb_v1
2023-01,JobPortal,Project_Manager_1080,NCO_596127,SCL3120,UIUX,Prompting,SQL,N,5,Hybrid,417628.73,1779818.81,Part_time,Night,71,61,4420,0.6436,emb_v3
2022-08,CompanySite,Designer_1081,NCO_294705,SCL8776,Docker,Tableau,ETL,Y,8,Hybrid,519973.23,2307226.05,Full_time,Weekend,04,23,4580,0.3912,emb_v1
2019-11,CompanySite,Software_Engineer_1082,NCO_563237,SCL8107,UIUX,ETL,GCP,N,11,Y,392572.58,1619536.09,Part_time,Night,02,39,2176,0.6001,emb_v3
2019-12,Social,Data_Analyst_1083,NCO_072262,SCL4238,Tableau,AWS,Python,Y,10,Hybrid,385275.88,789227.07,Apprenticeship,Flexible,29,32,2787,0.6757,emb_v3
2020-01,GovExchange,Nurse_1084,NCO_362121,SCL7402,ML,Security,QA,Y,12,N,332443.23,404769.74428754393,Internship,Rotational,05,53,202,0.4712,emb_v2
2020-05,CompanySite,Product_Manager_1085,NCO_045672,SCL8630,React,Tableau,GCP,N,11,N,262716.99,1752285.3,Internship,Weekend,99,12,3920,0.2651,emb_v3
2020-09,CompanySite,Accountant_1086,NCO_756421,SCL5841,HR,Kubernetes,UIUX,Y,5,Hybrid,254834.34,2066908.42,Internship,Day,51,3,898,0.6683,emb_v2
2020-01,RecruiterFeed,Software_Engineer_1087,NCO_825589,SCL6570,Marketing,ML,DevOps,Y,4,Hybrid,189355.4,504489.62,Full_time,Rotational,05,14,4685,0.4967,emb_v3
2020-07,Social,Mechanic_1088,NCO_255009,SCL7534,SQL,Accounting,GCP,N,1,N,266666.98,902697.22,Internship,Weekend,79,11,829,0.0099,emb_v1
2020-08,Social,HR_Generalist_1089,NCO_151749,SCL1691,AWS,Java,React,Y,6,N,558062.17,2255414.51,Full_time,Flexible,44,55,2761,0.5189,emb_v3
2020-05,CompanySite,Data_Analyst_1090,NCO_068409,SCL1130,HR,ML,Java,N,12,N,308174.02,1490705.99,Internship,Day,92,31,3688,0.467,emb_v1
2019-09,RecruiterFeed,Operations_Lead_1091,NCO_722945,SCL5818,Marketing,SQL,Azure,N,7,Y,474595.48,962429.16,Full_time,Rotational,09,8,3866,0.4673,emb_v2
2024-02,GovExchange,Driver_1092,NCO_547420,SCL8010,NodeJS,Java,ETL,Y,7,Hybrid,580286.19,942041.32,Full_time,Weekend,69,81,381,0.4613,emb_v3
2020-03,CompanySite,HR_Generalist_1093,NCO_770128,SCL6944,Tableau,Prompting,Kubernetes,Y,1,N,433480.73,1031213.49,Full_time,Weekend,73,72,1122,0.0289,emb_v2
2023-04,GovExchange,Pharmacist_1094,NCO_646760,SCL3836,Prompting,GCP,Excel,Y,0,Y,142374.52,395594.53,Full_time,Day,99,77,2616,0.1544,emb_v3
2024-07,JobPortal,Research_Assistant_1095,NCO_844571,SCL3776,QA,AWS,DevOps,N,10,N,555041.55,2249653.6,Contract,Weekend,84,25,1923,0.6968,emb_v1
2023-07,Social,Customer_Support_1096,NCO_519058,SCL8639,Nursing,Java,Nursing,N,12,Y,167807.19,1928590.21,Apprenticeship,Night,40,69,4160,0.2071,emb_v1
2023-02,JobPortal,Electrician_1097,NCO_102818,SCL8166,NodeJS,Security,ETL,N,11,Hybrid,500766.07,1185103.3,Full_time,Day,96,63,1243,0.2619,emb_v1
2021-08,CompanySite,Teacher_1098,NCO_827902,SCL4310,Azure,Prompting,Nursing,N,6,Hybrid,577415.79,2322617.73,Part_time,Night,66,85,750,0.5101,emb_v3
2025-02,CompanySite,Teacher_1099,NCO_829563,SCL6398,Java,Python,React,N,8,N,183739.06,2250092.16,Apprenticeship,Night,48,76,3312,0.9143,emb_v3
2019-09,RecruiterFeed,Mechanic_1100,NCO_845783,SCL6389,Kubernetes,ETL,NodeJS,N,3,Hybrid,503131.13,530326.63,Part_time,Rotational,64,84,1419,0.7064,emb_v1
2022-01,Social,Customer_Support_1101,NCO_178536,SCL3249,Accounting,Azure,Prompting,Y,5,N,530740.61,2144299.96,Apprenticeship,Flexible,80,62,3389,0.7079,emb_v2
2023-07,JobPortal,Data_Analyst_1102,NCO_968307,SCL7778,Prompting,Python,Python,N,1,Y,147255.72,673836.66,Internship,Night,73,86,4265,0.9622,emb_v3
2023-07,Social,Data_Analyst_1103,NCO_592469,SCL6749,PowerBI,React,UIUX,Y,1,Hybrid,519542.84,1123990.17,Internship,Flexible,53,59,4448,0.0249,emb_v2
2020-05,RecruiterFeed,Customer_Support_1104,NCO_386686,SCL3509,Prompting,Tableau,Java,Y,1,N,380871.79,397034.2893885516,Apprenticeship,Night,56,47,621,0.4536,emb_v2
2020-03,Social,Electrician_1105,NCO_198538,SCL8945,Docker,Sales,Nursing,N,9,Y,236500.04,1618481.29,Apprenticeship,Flexible,15,88,2303,0.9912,emb_v1
2019-02,Social,Software_Engineer_1106,NCO_071709,SCL1328,SQL,Python,Accounting,Y,10,Y,422057.17,2031049.04,Part_time,Weekend,71,26,3016,0.5146,emb_v1
2021-06,JobPortal,Accountant_1107,NCO_037761,SCL8455,SQL,ML,AWS,Y,1,N,281364.82,1490744.34,Part_time,Flexible,22,84,392,0.4376,emb_v3
2022-04,Social,Research_Assistant_1108,NCO_154899,SCL8798,Kubernetes,Docker,Marketing,N,3,Hybrid,513005.31,872455.02,Apprenticeship,Night,08,22,241,0.1862,emb_v3
2024-09,JobPortal,HR_Generalist_1109,NCO_424188,SCL5321,SQL,Prompting,ML,N,6,Hybrid,289574.99,879269.57,Apprenticeship,Flexible,96,33,3219,0.5762,emb_v2
2020-02,RecruiterFeed,Data_Analyst_1110,NCO_464854,SCL2554,ETL,Marketing,Python,Y,1,Y,538655.63,1560049.38,Contract,Rotational,79,42,3069,0.2953,emb_v3
2023-04,RecruiterFeed,Product_Manager_1111,NCO_884863,SCL2178,SAP,Excel,Sales,N,3,Y,531372.6,1820733.13,Part_time,Weekend,08,86,3081,0.1299,emb_v3
2023-02,JobPortal,Driver_1112,NCO_468917,SCL7030,Sales,SQL,DevOps,N,6,N,166448.43,399501.69,Part_time,Night,66,36,991,0.953,emb_v3
2021-01,RecruiterFeed,Customer_Support_1113,NCO_321394,SCL3373,Docker,Prompting,React,N,10,N,474460.16,1763519.11,Part_time,Rotational,35,42,3286,0.9605,emb_v3
2022-05,Social,Mechanic_1114,NCO_064807,SCL4133,React,AWS,QA,N,9,N,197466.04,662487.9,Contract,Flexible,75,36,2477,0.907,emb_v1
2020-10,RecruiterFeed,Product_Manager_1115,NCO_877576,SCL6023,Python,SQL,Sales,N,7,Y,390115.94,2391386.83,Full_time,Weekend,13,63,4369,0.5892,emb_v3
2019-06,JobPortal,Project_Manager_1116,NCO_662614,SCL2838,NodeJS,HR,Docker,Y,1,N,257902.69,2239298.34,Full_time,Flexible,16,24,2374,0.5951,emb_v3
2021-12,Social,Sales_Associate_1117,NCO_098838,SCL1088,ETL,Accounting,NodeJS,N,3,N,142365.75,1158988.97,Apprenticeship,Weekend,28,24,3995,0.2773,emb_v2
2020-02,RecruiterFeed,Data_Analyst_1118,NCO_292677,SCL3593,CustomerSupport,Azure,Kubernetes,Y,8,N,284193.17,2258258.79,Internship,Day,02,68,1155,0.5182,emb_v2
2019-04,Social,Project_Manager_1119,NCO_473437,SCL2176,React,Docker,Sales,Y,8,Hybrid,149026.49,1277195.83,Part_time,Rotational,16,21,4609,0.2146,emb_v1
2024-07,CompanySite,Mechanic_1120,NCO_505043,SCL2257,Tableau,CustomerSupport,DevOps,N,0,N,212222.94,680228.04,Internship,Rotational,47,8,197,0.256,emb_v3
2021-04,RecruiterFeed,Project_Manager_1121,NCO_413729,SCL1036,PowerBI,Nursing,CustomerSupport,N,1,N,439548.97,1639917.04,Contract,Night,97,72,1023,0.5963,emb_v3
2021-10,Social,Security_Guard_1122,NCO_046667,SCL1644,Excel,SQL,QA,N,1,N,238375.27,1772698.3,Contract,Day,45,52,1342,0.0394,emb_v3
2021-05,RecruiterFeed,Data_Analyst_1123,NCO_630821,SCL4938,AWS,GCP,Excel,N,11,Hybrid,591819.97,1074955.97,Part_time,Night,24,20,1518,0.9336,emb_v2
2022-10,GovExchange,Project_Manager_1124,NCO_746929,SCL2527,AWS,Accounting,Java,Y,7,Hybrid,243669.14,1138756.06,Contract,Day,05,6,2248,0.1112,emb_v3
2023-10,GovExchange,Clerk_1125,NCO_523120,SCL6818,React,PowerBI,Excel,Y,0,Y,445624.86,2025403.28,Internship,Weekend,11,8,640,0.1204,emb_v3
2025-06,RecruiterFeed,Designer_1126,NCO_901975,SCL3566,Nursing,Docker,GCP,N,11,N,121096.34,1469922.55,Internship,Rotational,56,4,3056,0.9292,emb_v3
2024-11,JobPortal,Research_Assistant_1127,NCO_638618,SCL7034,GCP,Prompting,Python,N,11,N,365616.06,1200773.71,Full_time,Rotational,58,44,2756,0.6142,emb_v3
2019-05,GovExchange,Nurse_1128,NCO_405119,SCL1654,SQL,Nursing,Nursing,N,9,N,494747.55,2019167.73,Apprenticeship,Weekend,62,20,2519,0.1907,emb_v1
2021-12,GovExchange,Customer_Support_1129,NCO_719271,SCL5728,Excel,Excel,Java,N,1,Hybrid,570681.44,710385.5318573051,Part_time,Rotational,84,44,166,0.3521,emb_v1
2021-02,RecruiterFeed,Project_Manager_1130,NCO_870749,SCL4355,GCP,PowerBI,DevOps,N,8,Y,540627.75,599612.4605345055,Contract,Rotational,05,79,3954,0.6028,emb_v1
2024-09,CompanySite,Designer_1131,NCO_009498,SCL1372,Prompting,GCP,React,N,4,Y,544950.5,1468902.84,Part_time,Night,62,46,4306,0.3825,emb_v3
2022-12,CompanySite,Product_Manager_1132,NCO_852487,SCL8713,Prompting,UIUX,Python,N,11,Y,137957.94,1916679.69,Apprenticeship,Flexible,97,90,4835,0.5175,emb_v2
2023-05,GovExchange,Research_Assistant_1133,NCO_514788,SCL7398,ML,UIUX,GCP,N,0,Hybrid,295386.35,1858149.77,Apprenticeship,Night,93,48,1552,0.0065,emb_v2
2024-07,GovExchange,Product_Manager_1134,NCO_755418,SCL5608,React,UIUX,SQL,N,4,Y,538673.78,1858243.51,Contract,Day,57,81,1920,0.2325,emb_v3
2024-09,CompanySite,Data_Analyst_1135,NCO_977854,SCL6156,NodeJS,SQL,Marketing,N,6,Y,486725.83,1944539.2,Part_time,Night,33,38,555,0.2511,emb_v1
2020-12,GovExchange,Designer_1136,NCO_805823,SCL8624,ETL,NodeJS,React,Y,5,Hybrid,330140.51,848732.94,Part_time,Rotational,86,45,4922,0.2644,emb_v3
2019-09,RecruiterFeed,Driver_1137,NCO_422990,SCL1192,Accounting,UIUX,Marketing,N,10,Y,351423.83,1374051.81,Part_time,Night,82,8,3133,0.167,emb_v3
2023-02,RecruiterFeed,Teacher_1138,NCO_281538,SCL7143,QA,Docker,HR,N,7,Hybrid,497727.8,1905238.43,Contract,Flexible,80,78,4634,0.8038,emb_v3
2021-05,Social,Electrician_1139,NCO_303929,SCL9316,Docker,Accounting,React,Y,4,N,290549.62,952962.81,Internship,Rotational,59,40,4199,0.7044,emb_v3
2022-12,JobPortal,Clerk_1140,NCO_977199,SCL9565,SAP,Sales,ML,Y,3,Hybrid,557531.2,1510599.53,Part_time,Flexible,70,75,4571,0.276,emb_v1
2023-07,GovExchange,Accountant_1141,NCO_855501,SCL2651,Marketing,HR,ML,N,4,Hybrid,436951.47,1048515.23,Part_time,Night,95,45,3152,0.6591,emb_v3
2023-08,GovExchange,Customer_Support_1142,NCO_216144,SCL8783,Sales,Accounting,Python,N,8,Hybrid,433868.35,1226461.61,Contract,Night,26,68,150,0.7718,emb_v1
2019-09,JobPortal,Electrician_1143,NCO_563902,SCL5888,Azure,ETL,Python,Y,3,N,395962.78,1573619.79,Full_time,Rotational,80,17,4551,0.6428,emb_v2
2024-10,JobPortal,Research_Assistant_1144,NCO_861015,SCL8857,ETL,Java,GCP,Y,7,Y,337402.09,2362589.58,Contract,Weekend,44,10,1927,0.6784,emb_v2
2022-08,Social,Data_Analyst_1145,NCO_955154,SCL1540,GCP,ML,Security,Y,0,N,230185.8,2387280.37,Contract,Day,87,43,608,0.8393,emb_v2
2021-03,GovExchange,Designer_1146,NCO_787179,SCL7939,NodeJS,Tableau,Python,Y,4,Hybrid,578894.17,1121128.92,Apprenticeship,Weekend,16,33,187,0.6101,emb_v3
2021-04,Social,Customer_Support_1147,NCO_574426,SCL2420,Marketing,QA,Excel,Y,8,Hybrid,189918.0,867484.36,Part_time,Rotational,73,50,650,0.3816,emb_v2
2020-03,GovExchange,Research_Assistant_1148,NCO_144634,SCL1885,Azure,NodeJS,AWS,Y,6,Y,176182.49,2139529.8,Full_time,Weekend,34,70,1506,0.4388,emb_v2
2022-05,CompanySite,HR_Generalist_1149,NCO_210421,SCL2638,Nursing,UIUX,Kubernetes,N,2,N,552598.7,1991002.29,Internship,Flexible,93,8,3568,0.5992,emb_v2
2022-03,CompanySite,Pharmacist_1150,NCO_823144,SCL3998,Java,Java,Java,N,0,Hybrid,128816.38,1916198.75,Internship,Rotational,95,21,2531,0.4234,emb_v3
2020-03,GovExchange,Accountant_1151,NCO_414622,SCL7496,SAP,DevOps,SQL,Y,10,Hybrid,164076.76,889054.61,Contract,Rotational,32,40,3192,0.7348,emb_v1
2020-01,CompanySite,Electrician_1152,NCO_699424,SCL5140,Excel,HR,React,N,5,N,234002.07,1813967.98,Apprenticeship,Rotational,04,45,346,0.89,emb_v1
2022-10,CompanySite,Project_Manager_1153,NCO_736256,SCL5111,GCP,QA,DevOps,N,7,Hybrid,358846.34,1064478.89,Part_time,Weekend,77,21,4279,0.6668,emb_v2
2019-04,JobPortal,Security_Guard_1154,NCO_014766,SCL3194,Java,Docker,Docker,N,9,Y,498575.4,1979706.21,Apprenticeship,Night,81,11,419,0.5526,emb_v3
