edu_vet_reference_year,edu_vet_country_iso2,edu_vet_region_nuts_code,edu_vet_programme_code,edu_vet_field_of_education_code,edu_vet_participants_count,edu_vet_apprenticeships_count,edu_vet_employer_partners_count,edu_vet_completion_rate_pct,edu_vet_job_placement_rate_pct,edu_vet_wage_premium_pct,edu_vet_dual_system_flag,edu_vet_microcredentials_flag,edu_vet_recognition_framework_code,edu_vet_funding_amount_eur,edu_vet_esf_plus_support_flag,edu_vet_quality_assurance_flag,edu_vet_data_source,edu_vet_last_update_date,edu_vet_data_extract_date
2008,SK,SI38,VET_SK_3118,03_HUMANITIES,50966,16074,1883,87.98,83.99,13.57,1,0,SECTORAL,321096405.63,0,1,PROVIDER_ADMIN_DATA,2025-01-20,2024-03-31
2009,HR,SI34,VET_HR_3127,04_BUSINESS,41233,18588,1856,76.37,55.17,7.52,0,0,NONE,1265108466.34,0,1,ESF_PLUS_MONITORING,2025-02-18,2024-10-18
2010,DE,FR746,VET_DE_3136,05_SCIENCE,126501,26609,1306,66.44,69.48,14.67,0,0,EQF_LINKED,119743404.9,0,0,CEDEFOP_EXPORT,2025-03-19,2025-02-06
2011,LU,BG49,VET_LU_3145,06_ICT,26388,19683,3711,72.71,76.02,20.87,0,0,NQF_ONLY,371317567.92,0,0,NATIONAL_VET_AGENCY,2025-04-17,2024-10-26
2012,SI,FR4,VET_SI_3154,07_ENGINEERING,28086,6743,6200,78.73,53.0,6.78,0,0,SECTORAL,2025273824.85,0,1,PROVIDER_ADMIN_DATA,2025-05-16,2024-07-21
2013,CY,DK82,VET_CY_3163,08_AGRI,1254,743,5398,61.83,54.59,3.07,0,0,NONE,649977803.04,0,0,ESF_PLUS_MONITORING,2025-06-14,2025-08-05
2014,GR,IT9,VET_GR_3172,09_HEALTH,6298,1886,5839,63.95,70.61,11.66,0,0,EQF_LINKED,2092814392.65,0,0,CEDEFOP_EXPORT,2025-07-13,2024-12-12
2015,MT,FR967,VET_MT_3181,10_SERVICES,75226,50047,2020,76.29,93.19,7.29,0,0,NQF_ONLY,928032813.35,0,1,NATIONAL_VET_AGENCY,2025-08-11,2024-08-15
2016,ES,IE281,VET_ES_3190,01_EDUCATION,682,274,581,78.26,78.95,14.48,0,1,SECTORAL,2007992821.61,0,1,PROVIDER_ADMIN_DATA,2025-09-09,2024-01-11
2017,CZ,CY845,VET_CZ_3199,02_ARTS,108527,56811,1300,59.02,74.7,4.59,1,0,NONE,745407574.67,0,1,ESF_PLUS_MONITORING,2025-10-08,2025-03-21
2018,HU,ES666,VET_HU_3208,03_HUMANITIES,12004,7619,6251,95.59,77.3,4.85,0,0,EQF_LINKED,148235161.37,0,1,CEDEFOP_EXPORT,2025-11-06,2025-06-05
2019,NL,LV5,VET_NL_3217,04_BUSINESS,41471,18554,56,61.12,50.41,3.26,1,0,NQF_ONLY,2008642444.3,0,1,NATIONAL_VET_AGENCY,2025-12-05,2024-06-11
2020,SE,EE75,VET_SE_3226,05_SCIENCE,17150,10952,449,77.98,83.0,9.2,0,0,SECTORAL,1712005074.19,0,1,PROVIDER_ADMIN_DATA,2026-01-03,2024-11-08
2021,DK,DK66,VET_DK_3235,06_ICT,67802,20625,8410,80.49,67.37,21.31,1,0,NONE,894899836.19,1,1,ESF_PLUS_MONITORING,2026-02-01,2024-01-05
2022,IE,PT8,VET_IE_3244,07_ENGINEERING,51654,39746,5693,73.67,44.47,22.3,0,1,EQF_LINKED,649722636.16,1,1,CEDEFOP_EXPORT,2010-01-05,2024-12-06
2023,PL,SE642,VET_PL_3253,08_AGRI,49325,10890,1371,59.33,72.24,13.88,0,0,NQF_ONLY,1203541447.81,1,1,NATIONAL_VET_AGENCY,2010-02-03,2025-01-23
2024,AT,CZ653,VET_AT_3262,09_HEALTH,124231,25465,8353,70.17,81.52,20.29,1,0,SECTORAL,3092475729.05,0,1,PROVIDER_ADMIN_DATA,2010-03-04,2024-03-08
2025,EE,HR99,VET_EE_3271,10_SERVICES,86706,37624,5568,65.28,72.56,9.13,0,1,NONE,1021675379.07,0,0,ESF_PLUS_MONITORING,2010-04-02,2024-09-15
2006,IT,GR935,VET_IT_3280,01_EDUCATION,5639,3228,5564,95.71,81.31,6.62,0,0,EQF_LINKED,1154178325.05,0,1,CEDEFOP_EXPORT,2010-05-01,2025-04-11
2007,PT,CZ90,VET_PT_3289,02_ARTS,65109,35090,2905,65.59,41.47,18.31,0,0,NQF_ONLY,2021929068.03,0,1,NATIONAL_VET_AGENCY,2010-05-30,2024-10-31
2008,BE,RO325,VET_BE_3298,03_HUMANITIES,13655,9606,294,65.27,77.25,13.34,0,0,SECTORAL,1669299713.8,0,0,PROVIDER_ADMIN_DATA,2010-06-28,2024-12-25
2009,FI,RO431,VET_FI_3307,04_BUSINESS,5830,2582,3610,78.24,78.27,2.95,0,0,NONE,1589908087.01,0,1,ESF_PLUS_MONITORING,2010-07-27,2024-04-25
2010,LV,SE136,VET_LV_3316,05_SCIENCE,93513,38901,5626,80.95,51.34,8.56,0,0,EQF_LINKED,469180109.76,0,1,CEDEFOP_EXPORT,2010-08-25,2024-05-12
2011,RO,CY261,VET_RO_3325,06_ICT,71289,23716,5176,65.32,50.61,21.8,0,0,NQF_ONLY,308062544.91,0,1,NATIONAL_VET_AGENCY,2010-09-23,2025-03-15
2012,BG,PT82,VET_BG_3334,07_ENGINEERING,97501,82009,767,57.13,42.22,1.81,0,0,SECTORAL,1357780903.78,0,0,PROVIDER_ADMIN_DATA,2010-10-22,2026-02-05
2013,FR,IT64,VET_FR_3343,08_AGRI,42485,15880,2654,63.61,71.12,16.52,0,0,NONE,1074077941.01,0,0,ESF_PLUS_MONITORING,2010-11-20,2024-01-21
2014,LT,AT789,VET_LT_3352,09_HEALTH,36792,23676,7588,86.49,77.35,12.61,0,0,EQF_LINKED,291332790.76,0,1,CEDEFOP_EXPORT,2010-12-19,2024-02-08
2015,SK,GR74,VET_SK_3361,10_SERVICES,89048,54013,5151,75.77,84.46,4.47,1,0,NQF_ONLY,1495127105.43,0,1,NATIONAL_VET_AGENCY,2011-01-17,2024-10-24
2016,HR,IE120,VET_HR_3370,01_EDUCATION,51702,12618,8364,85.6,56.82,3.53,0,0,SECTORAL,1991937049.34,0,1,PROVIDER_ADMIN_DATA,2011-02-15,2025-03-20
2017,DE,ES32,VET_DE_3379,02_ARTS,19662,5485,1234,66.35,68.44,11.19,1,0,NONE,1728668555.29,0,1,ESF_PLUS_MONITORING,2011-03-16,2025-10-21
2018,LU,NL58,VET_LU_3388,03_HUMANITIES,97133,37407,3055,72.41,52.64,18.51,0,0,EQF_LINKED,1343279112.86,0,0,CEDEFOP_EXPORT,2011-04-14,2025-11-10
2019,SI,HR567,VET_SI_3397,04_BUSINESS,101990,48199,1324,96.18,61.86,7.28,1,0,NQF_ONLY,242646898.52,0,1,NATIONAL_VET_AGENCY,2011-05-13,2025-04-11
2020,CY,FR395,VET_CY_3406,05_SCIENCE,12688,8455,6343,82.31,88.98,8.55,0,0,SECTORAL,1020273784.77,0,1,PROVIDER_ADMIN_DATA,2011-06-11,2024-09-08
2021,GR,FR423,VET_GR_3415,06_ICT,61101,13336,1632,89.99,74.62,0.51,0,1,NONE,3011717700.96,1,1,ESF_PLUS_MONITORING,2011-07-10,2024-04-16
2022,MT,IE251,VET_MT_3424,07_ENGINEERING,76416,26629,9160,77.44,92.66,17.3,0,0,EQF_LINKED,914489245.08,0,1,CEDEFOP_EXPORT,2011-08-08,2025-09-17
2023,ES,IT33,VET_ES_3433,08_AGRI,94746,25393,5895,87.95,88.65,11.4,0,0,NQF_ONLY,1161588636.49,0,0,NATIONAL_VET_AGENCY,2011-09-06,2024-10-08
2024,CZ,HU35,VET_CZ_3442,09_HEALTH,90459,46233,5933,71.99,48.67,10.53,1,0,SECTORAL,1758395765.91,1,1,PROVIDER_ADMIN_DATA,2011-10-05,2024-08-25
2025,HU,LU1,VET_HU_3451,10_SERVICES,32981,5923,1338,92.93,71.0,3.43,0,1,NONE,1562766768.1,1,0,ESF_PLUS_MONITORING,2011-11-03,2024-10-26
2006,NL,BG252,VET_NL_3460,01_EDUCATION,20110,13376,2731,92.71,65.73,13.2,1,0,EQF_LINKED,1666539226.88,0,1,CEDEFOP_EXPORT,2011-12-02,2024-03-09
2007,SE,LU72,VET_SE_3469,02_ARTS,25150,17564,5490,83.67,71.67,6.94,0,0,NQF_ONLY,423202951.84,0,1,NATIONAL_VET_AGENCY,2011-12-31,2024-04-21
2008,DK,DE892,VET_DK_3478,03_HUMANITIES,6252,4335,1853,66.3,60.43,14.57,1,0,SECTORAL,2087092702.0,0,1,PROVIDER_ADMIN_DATA,2012-01-29,2024-05-18
2009,IE,DE818,VET_IE_3487,04_BUSINESS,77790,43794,3850,62.43,79.17,19.64,0,0,NONE,1481602897.1,0,0,ESF_PLUS_MONITORING,2012-02-27,2025-12-07
2010,PL,BE663,VET_PL_3496,05_SCIENCE,30553,8457,1343,86.78,67.13,10.76,0,0,EQF_LINKED,549171254.18,0,1,CEDEFOP_EXPORT,2012-03-27,2025-11-06
2011,AT,CZ67,VET_AT_3505,06_ICT,123254,56913,2211,96.15,86.94,17.57,1,0,NQF_ONLY,740980495.87,0,1,NATIONAL_VET_AGENCY,2012-04-25,2024-02-28
2012,EE,GR553,VET_EE_3514,07_ENGINEERING,39510,9012,1616,76.76,51.68,7.41,0,0,SECTORAL,2256082401.33,0,1,PROVIDER_ADMIN_DATA,2012-05-24,2025-06-06
2013,IT,IT55,VET_IT_3523,08_AGRI,6078,4114,4145,59.91,43.58,6.03,0,0,NONE,993883728.57,0,0,ESF_PLUS_MONITORING,2012-06-22,2025-09-19
2014,PT,ES494,VET_PT_3532,09_HEALTH,27625,19453,6967,88.43,86.9,19.47,0,0,EQF_LINKED,247993015.44,0,1,CEDEFOP_EXPORT,2012-07-21,2025-06-02
2015,BE,EE399,VET_BE_3541,10_SERVICES,69039,57258,1181,93.15,55.35,6.79,0,0,NQF_ONLY,1563978895.19,0,1,NATIONAL_VET_AGENCY,2012-08-19,2024-07-19
2016,FI,PT975,VET_FI_3550,01_EDUCATION,26828,13777,45,67.05,80.52,12.54,0,0,SECTORAL,932047100.36,0,0,PROVIDER_ADMIN_DATA,2012-09-17,2024-07-29
2017,LV,ES716,VET_LV_3559,02_ARTS,37012,15137,3577,78.86,68.66,15.05,0,0,NONE,838247139.73,0,1,ESF_PLUS_MONITORING,2012-10-16,2025-03-27
2018,RO,IT1,VET_RO_3568,03_HUMANITIES,84272,40727,865,75.37,58.78,16.46,0,0,EQF_LINKED,1961173598.8,0,1,CEDEFOP_EXPORT,2012-11-14,2025-10-03
2019,BG,SE37,VET_BG_3577,04_BUSINESS,71332,22024,1231,90.98,69.13,7.41,0,0,NQF_ONLY,1661733022.71,0,1,NATIONAL_VET_AGENCY,2012-12-13,2025-04-01
2020,FR,LU18,VET_FR_3586,05_SCIENCE,20292,9940,3314,68.07,75.79,2.52,0,0,SECTORAL,2167581324.71,0,1,PROVIDER_ADMIN_DATA,2013-01-11,2025-07-02
2021,LT,DE749,VET_LT_3595,06_ICT,11287,6240,1837,68.17,63.42,18.69,0,1,NONE,1616201495.31,0,1,ESF_PLUS_MONITORING,2013-02-09,2024-07-12
2022,SK,GR54,VET_SK_3604,07_ENGINEERING,10508,6321,357,85.62,78.63,16.54,1,0,EQF_LINKED,3132746841.0,0,0,CEDEFOP_EXPORT,2013-03-10,2024-09-27
2023,HR,EE84,VET_HR_3613,08_AGRI,53809,18247,3736,59.17,55.11,3.18,0,1,NQF_ONLY,1745067471.5,1,1,NATIONAL_VET_AGENCY,2013-04-08,2025-07-31
2024,DE,CZ81,VET_DE_3622,09_HEALTH,91455,51477,1866,68.15,59.76,10.75,1,1,SECTORAL,2151359696.54,1,1,PROVIDER_ADMIN_DATA,2013-05-07,2025-05-07
2025,LU,LU6,VET_LU_3631,10_SERVICES,44466,34134,3556,87.47,83.81,8.46,0,0,NONE,374504442.66,0,1,ESF_PLUS_MONITORING,2013-06-05,2024-05-22
2006,SI,FR3,VET_SI_3640,01_EDUCATION,28088,5155,3765,70.67,42.68,10.79,1,0,EQF_LINKED,2101813566.5,0,0,CEDEFOP_EXPORT,2013-07-04,2024-02-10
2007,CY,LT317,VET_CY_3649,02_ARTS,40232,12554,429,80.55,84.22,19.19,0,0,NQF_ONLY,521564673.89,0,1,NATIONAL_VET_AGENCY,2013-08-02,2024-02-23
2008,GR,BG4,VET_GR_3658,03_HUMANITIES,62586,23726,7489,79.82,77.99,17.41,0,0,SECTORAL,1299690745.43,0,1,PROVIDER_ADMIN_DATA,2013-08-31,2024-08-05
2009,MT,HU1,VET_MT_3667,04_BUSINESS,78919,27153,279,79.53,90.29,12.83,0,1,NONE,1089484860.16,0,1,ESF_PLUS_MONITORING,2013-09-29,2024-03-22
2010,ES,HU4,VET_ES_3676,05_SCIENCE,668,119,4306,72.16,81.88,10.09,0,0,EQF_LINKED,1414815853.3,0,1,CEDEFOP_EXPORT,2013-10-28,2025-03-12
2011,CZ,RO29,VET_CZ_3685,06_ICT,56265,39739,5877,73.65,66.22,17.86,0,0,NQF_ONLY,1941420438.01,0,1,NATIONAL_VET_AGENCY,2013-11-26,2024-07-11
2012,HU,AT986,VET_HU_3694,07_ENGINEERING,67880,21118,8501,94.9,94.18,21.89,0,0,SECTORAL,190198870.7,0,1,PROVIDER_ADMIN_DATA,2013-12-25,2024-11-24
2013,NL,IT2,VET_NL_3703,08_AGRI,122643,39929,273,57.03,62.07,1.07,1,0,NONE,1931572209.78,0,0,ESF_PLUS_MONITORING,2014-01-23,2024-11-29
2014,SE,AT569,VET_SE_3712,09_HEALTH,101037,65851,4732,65.46,59.17,21.73,0,0,EQF_LINKED,1888229583.39,0,1,CEDEFOP_EXPORT,2014-02-21,2024-06-15
2015,DK,MT7,VET_DK_3721,10_SERVICES,62720,24634,3617,95.61,89.58,16.78,1,0,NQF_ONLY,705121605.64,0,1,NATIONAL_VET_AGENCY,2014-03-22,2024-07-25
2016,IE,SE539,VET_IE_3730,01_EDUCATION,59733,33297,7852,81.77,92.86,12.81,0,0,SECTORAL,249872032.13,0,0,PROVIDER_ADMIN_DATA,2014-04-20,2024-12-15
2017,PL,SI69,VET_PL_3739,02_ARTS,46922,22217,7767,73.61,62.28,13.02,0,0,NONE,556140416.4,0,1,ESF_PLUS_MONITORING,2014-05-19,2025-09-05
2018,AT,LT14,VET_AT_3748,03_HUMANITIES,130664,63901,4687,84.48,67.15,11.36,0,0,EQF_LINKED,83454123.82,0,1,CEDEFOP_EXPORT,2014-06-17,2025-11-07
2019,EE,FI82,VET_EE_3757,04_BUSINESS,42614,7759,3626,62.61,61.69,10.02,0,0,NQF_ONLY,292485731.15,0,1,NATIONAL_VET_AGENCY,2014-07-16,2025-11-13
2020,IT,DE150,VET_IT_3766,05_SCIENCE,64717,44319,7667,87.39,65.65,5.23,0,1,SECTORAL,1857059905.35,0,1,PROVIDER_ADMIN_DATA,2014-08-14,2024-04-15
2021,PT,CZ188,VET_PT_3775,06_ICT,48459,25167,8655,67.7,67.79,6.42,0,0,NONE,2453271766.5,0,0,ESF_PLUS_MONITORING,2014-09-12,2024-05-30
2022,BE,DK68,VET_BE_3784,07_ENGINEERING,42143,23502,2267,78.76,59.68,2.24,0,0,EQF_LINKED,1472426347.06,0,1,CEDEFOP_EXPORT,2014-10-11,2025-01-16
2023,FI,SK31,VET_FI_3793,08_AGRI,92048,15300,7838,85.13,81.03,8.34,0,0,NQF_ONLY,1191580386.37,0,1,NATIONAL_VET_AGENCY,2014-11-09,2026-02-02
2024,LV,AT9,VET_LV_3802,09_HEALTH,87178,45020,3202,59.87,57.57,9.5,0,1,SECTORAL,3393056467.64,0,0,PROVIDER_ADMIN_DATA,2014-12-08,2024-07-06
2025,RO,BE868,VET_RO_3811,10_SERVICES,22142,13855,2301,96.57,57.48,9.66,1,0,NONE,2754943064.82,0,1,ESF_PLUS_MONITORING,2015-01-06,2024-04-04
2006,BG,PL522,VET_BG_3820,01_EDUCATION,10187,2100,6224,62.66,56.12,19.07,0,0,EQF_LINKED,75898864.69,0,1,CEDEFOP_EXPORT,2015-02-04,2025-03-27
2007,FR,RO8,VET_FR_3829,02_ARTS,98459,24005,1161,58.55,58.6,12.48,0,0,NQF_ONLY,30137515.46,0,1,NATIONAL_VET_AGENCY,2015-03-05,2025-10-24
2008,LT,SI794,VET_LT_3838,03_HUMANITIES,72192,28702,9275,94.11,87.06,15.02,1,0,SECTORAL,1949956989.6,0,1,PROVIDER_ADMIN_DATA,2015-04-03,2025-02-18
2009,SK,LT4,VET_SK_3847,04_BUSINESS,43826,13181,4155,68.83,41.95,0.19,1,0,NONE,787186040.67,0,1,ESF_PLUS_MONITORING,2015-05-02,2024-11-01
2010,HR,LU691,VET_HR_3856,05_SCIENCE,57014,15551,2589,71.22,55.33,13.71,1,0,EQF_LINKED,1301520673.43,0,1,CEDEFOP_EXPORT,2015-05-31,2024-11-04
2011,DE,ES17,VET_DE_3865,06_ICT,21716,9172,706,64.43,60.3,25.23,1,0,NQF_ONLY,1122194287.07,0,1,NATIONAL_VET_AGENCY,2015-06-29,2025-06-17
2012,LU,PL4,VET_LU_3874,07_ENGINEERING,1443,508,3614,89.26,96.61,21.03,0,0,SECTORAL,182923498.88,0,1,PROVIDER_ADMIN_DATA,2015-07-28,2026-01-23
2013,SI,NL71,VET_SI_3883,08_AGRI,50929,18539,7420,71.59,46.71,1.91,0,0,NONE,1874087919.75,0,1,ESF_PLUS_MONITORING,2015-08-26,2025-08-30
2014,CY,DK835,VET_CY_3892,09_HEALTH,48044,15570,8889,70.3,58.15,5.24,0,0,EQF_LINKED,846274488.88,0,1,CEDEFOP_EXPORT,2015-09-24,2024-01-14
2015,GR,LV6,VET_GR_3901,10_SERVICES,92727,77292,8293,92.13,95.08,11.08,0,0,NQF_ONLY,1102078122.14,0,1,NATIONAL_VET_AGENCY,2015-10-23,2024-11-26
2016,MT,PT218,VET_MT_3910,01_EDUCATION,24263,13817,1478,71.9,45.82,18.27,0,1,SECTORAL,892290660.03,0,1,PROVIDER_ADMIN_DATA,2015-11-21,2024-01-24
2017,ES,RO731,VET_ES_3919,02_ARTS,4025,823,1127,78.8,75.49,9.49,0,0,NONE,1229927761.58,0,1,ESF_PLUS_MONITORING,2015-12-20,2024-07-23
2018,CZ,SI546,VET_CZ_3928,03_HUMANITIES,129553,79094,7406,62.6,68.04,6.85,1,0,EQF_LINKED,2104786615.59,0,1,CEDEFOP_EXPORT,2016-01-18,2024-01-21
2019,HU,LV250,VET_HU_3937,04_BUSINESS,86242,44419,8541,63.71,68.18,9.76,0,0,NQF_ONLY,1706314366.9,0,1,NATIONAL_VET_AGENCY,2016-02-16,2026-01-28
2020,NL,MT336,VET_NL_3946,05_SCIENCE,26042,7412,4139,77.1,69.52,12.86,1,0,SECTORAL,1813354259.17,0,1,PROVIDER_ADMIN_DATA,2016-03-16,2025-03-26
2021,SE,SK22,VET_SE_3955,06_ICT,41301,27864,3579,85.69,67.22,10.09,0,1,NONE,1265547763.97,0,1,ESF_PLUS_MONITORING,2016-04-14,2025-02-16
2022,DK,BE34,VET_DK_3964,07_ENGINEERING,122135,72850,7043,94.58,50.4,14.55,1,0,EQF_LINKED,1577618915.21,1,1,CEDEFOP_EXPORT,2016-05-13,2024-10-24
2023,IE,SK194,VET_IE_3973,08_AGRI,45054,28596,4114,66.83,55.94,19.74,0,0,NQF_ONLY,3237585156.9,1,1,NATIONAL_VET_AGENCY,2016-06-11,2025-12-21
2024,PL,BE5,VET_PL_3982,09_HEALTH,7970,2530,2591,83.25,84.46,13.19,0,1,SECTORAL,3343094248.78,1,1,PROVIDER_ADMIN_DATA,2016-07-10,2024-09-04
2025,AT,LV57,VET_AT_3991,10_SERVICES,82303,46034,4558,58.51,72.73,1.81,1,1,NONE,2376102110.45,1,1,ESF_PLUS_MONITORING,2016-08-08,2024-07-02
2006,EE,MT41,VET_EE_4000,01_EDUCATION,37783,9782,2890,59.96,60.95,0.03,0,0,EQF_LINKED,1759260197.03,0,1,CEDEFOP_EXPORT,2016-09-06,2024-06-04
2007,IT,GR26,VET_IT_4009,02_ARTS,7628,4967,3302,89.35,75.0,17.93,1,0,NQF_ONLY,946056774.3,0,1,NATIONAL_VET_AGENCY,2016-10-05,2026-02-18
2008,PT,ES81,VET_PT_4018,03_HUMANITIES,67881,19454,4069,94.94,95.09,3.47,0,0,SECTORAL,1877034904.16,0,1,PROVIDER_ADMIN_DATA,2016-11-03,2025-01-01
2009,BE,HU51,VET_BE_4027,04_BUSINESS,73208,42534,6590,90.94,66.4,5.02,0,0,NONE,1143087897.35,0,1,ESF_PLUS_MONITORING,2016-12-02,2025-06-23
2010,FI,HU579,VET_FI_4036,05_SCIENCE,34834,13809,7655,95.03,76.45,7.86,1,0,EQF_LINKED,1147191794.31,0,1,CEDEFOP_EXPORT,2016-12-31,2025-03-22
2011,LV,LT118,VET_LV_4045,06_ICT,10411,8327,2057,62.53,45.22,6.11,0,0,NQF_ONLY,1174714100.04,0,1,NATIONAL_VET_AGENCY,2017-01-29,2025-04-24
2012,RO,HR985,VET_RO_4054,07_ENGINEERING,25825,15029,5349,64.35,49.69,19.25,0,0,SECTORAL,773378660.7,0,1,PROVIDER_ADMIN_DATA,2017-02-27,2025-10-21
2013,BG,IT32,VET_BG_4063,08_AGRI,81590,53476,599,83.97,90.57,4.0,0,0,NONE,679076986.64,0,1,ESF_PLUS_MONITORING,2017-03-28,2024-12-13
2014,FR,PT61,VET_FR_4072,09_HEALTH,39741,20735,3480,66.55,48.12,5.45,0,0,EQF_LINKED,2239929707.58,0,0,CEDEFOP_EXPORT,2017-04-26,2024-02-29
2015,LT,HR87,VET_LT_4081,10_SERVICES,7142,5433,5819,86.19,85.92,3.85,0,0,NQF_ONLY,966084038.69,0,1,NATIONAL_VET_AGENCY,2017-05-25,2024-10-24
2016,SK,IT144,VET_SK_4090,01_EDUCATION,3027,857,4977,75.38,50.69,15.46,1,0,SECTORAL,862915523.67,0,1,PROVIDER_ADMIN_DATA,2017-06-23,2025-07-06
2017,HR,GR4,VET_HR_4099,02_ARTS,50856,16640,4993,70.26,65.86,4.64,0,0,NONE,1068013406.59,0,1,ESF_PLUS_MONITORING,2017-07-22,2024-07-28
2018,DE,HU85,VET_DE_4108,03_HUMANITIES,102672,37466,1740,67.0,44.19,15.69,1,0,EQF_LINKED,2178688210.43,0,1,CEDEFOP_EXPORT,2017-08-20,2024-10-25
2019,LU,AT355,VET_LU_4117,04_BUSINESS,84919,40458,337,58.3,58.77,17.93,0,0,NQF_ONLY,1024506111.8,0,1,NATIONAL_VET_AGENCY,2017-09-18,2024-02-01
2020,SI,DK157,VET_SI_4126,05_SCIENCE,94677,55961,4798,65.27,70.59,15.03,0,0,SECTORAL,399309235.91,0,0,PROVIDER_ADMIN_DATA,2017-10-17,2024-12-11
2021,CY,DK887,VET_CY_4135,06_ICT,30480,15414,1315,95.21,96.24,8.24,0,0,NONE,1673579051.8,0,1,ESF_PLUS_MONITORING,2017-11-15,2024-07-26
2022,GR,IE6,VET_GR_4144,07_ENGINEERING,7774,4251,4364,77.11,57.53,14.98,0,1,EQF_LINKED,1192759972.0,0,1,CEDEFOP_EXPORT,2017-12-14,2024-11-13
2023,MT,IT963,VET_MT_4153,08_AGRI,15523,2840,4801,85.58,71.6,6.77,0,1,NQF_ONLY,2158534473.35,0,1,NATIONAL_VET_AGENCY,2018-01-12,2025-11-26
2024,ES,BG867,VET_ES_4162,09_HEALTH,18893,9643,4013,72.3,51.33,10.81,0,1,SECTORAL,1913276231.17,0,1,PROVIDER_ADMIN_DATA,2018-02-10,2026-01-06
2025,CZ,LT70,VET_CZ_4171,10_SERVICES,30310,24909,107,68.91,58.38,2.37,1,1,NONE,2677050649.94,1,1,ESF_PLUS_MONITORING,2018-03-11,2024-02-19
2006,HU,FI828,VET_HU_4180,01_EDUCATION,38943,9903,1914,88.36,83.68,2.22,0,0,EQF_LINKED,913739360.02,0,1,CEDEFOP_EXPORT,2018-04-09,2024-11-14
2007,NL,DK868,VET_NL_4189,02_ARTS,6171,2261,2133,94.82,97.99,3.69,0,0,NQF_ONLY,193348021.08,0,1,NATIONAL_VET_AGENCY,2018-05-08,2025-05-15
2008,SE,PL602,VET_SE_4198,03_HUMANITIES,92217,20738,3868,83.02,77.17,18.95,0,0,SECTORAL,497430808.01,0,1,PROVIDER_ADMIN_DATA,2018-06-06,2025-01-20
2009,DK,MT673,VET_DK_4207,04_BUSINESS,110027,51256,8644,94.19,87.49,18.4,0,0,NONE,1217999095.99,0,1,ESF_PLUS_MONITORING,2018-07-05,2024-03-16
2010,IE,HR38,VET_IE_4216,05_SCIENCE,62814,18793,7119,85.89,71.59,17.53,0,0,EQF_LINKED,1230403426.96,0,1,CEDEFOP_EXPORT,2018-08-03,2025-12-03
2011,PL,SI17,VET_PL_4225,06_ICT,17499,5086,3459,86.46,86.1,7.39,0,0,NQF_ONLY,2001961936.18,0,1,NATIONAL_VET_AGENCY,2018-09-01,2025-11-01
2012,AT,RO98,VET_AT_4234,07_ENGINEERING,39264,9207,2753,59.96,58.13,16.96,1,0,SECTORAL,1948651875.48,0,1,PROVIDER_ADMIN_DATA,2018-09-30,2025-02-27
2013,EE,FI32,VET_EE_4243,08_AGRI,31421,16287,1767,65.89,51.17,14.82,0,0,NONE,2228205661.38,0,1,ESF_PLUS_MONITORING,2018-10-29,2026-02-02
2014,IT,AT5,VET_IT_4252,09_HEALTH,50886,29530,807,61.67,70.44,3.37,0,0,EQF_LINKED,2217116910.27,0,1,CEDEFOP_EXPORT,2018-11-27,2024-08-17
2015,PT,IE728,VET_PT_4261,10_SERVICES,75599,49055,4326,95.99,66.65,15.4,0,1,NQF_ONLY,2346024187.65,0,1,NATIONAL_VET_AGENCY,2018-12-26,2025-10-29
2016,BE,CZ4,VET_BE_4270,01_EDUCATION,44421,19485,4092,66.2,58.31,15.95,0,0,SECTORAL,2047024705.12,0,1,PROVIDER_ADMIN_DATA,2019-01-24,2024-03-14
2017,FI,BE1,VET_FI_4279,02_ARTS,88501,16284,7826,67.04,66.64,17.01,0,0,NONE,164302620.34,0,0,ESF_PLUS_MONITORING,2019-02-22,2025-03-17
2018,LV,IE874,VET_LV_4288,03_HUMANITIES,84177,45769,1251,77.17,92.56,2.77,0,0,EQF_LINKED,1637955477.26,0,1,CEDEFOP_EXPORT,2019-03-23,2025-05-21
2019,RO,GR49,VET_RO_4297,04_BUSINESS,87657,33719,5634,90.74,51.07,14.78,0,0,NQF_ONLY,21474160.55,0,1,NATIONAL_VET_AGENCY,2019-04-21,2025-05-14
2020,BG,HR925,VET_BG_4306,05_SCIENCE,81345,24422,803,94.98,87.6,5.09,0,0,SECTORAL,2241176051.77,0,1,PROVIDER_ADMIN_DATA,2019-05-20,2026-01-21
2021,FR,CZ857,VET_FR_4315,06_ICT,86730,22460,8513,73.8,76.87,3.32,0,1,NONE,891082107.7,0,1,ESF_PLUS_MONITORING,2019-06-18,2025-12-02
2022,LT,DK54,VET_LT_4324,07_ENGINEERING,14157,11682,8056,59.16,43.52,20.16,0,0,EQF_LINKED,2683648945.02,1,1,CEDEFOP_EXPORT,2019-07-17,2024-07-03
2023,SK,HU152,VET_SK_4333,08_AGRI,76513,30643,8817,81.44,70.78,0.11,1,0,NQF_ONLY,3009740012.92,1,1,NATIONAL_VET_AGENCY,2019-08-15,2024-06-10
2024,HR,LV62,VET_HR_4342,09_HEALTH,15220,9370,1015,62.96,49.29,20.08,0,0,SECTORAL,1302058285.87,1,1,PROVIDER_ADMIN_DATA,2019-09-13,2025-01-29
