labor_skills_posting_month,labor_skills_posting_source_type,labor_skills_job_title_normalized,labor_skills_occupation_code_crosswalk,labor_skills_skills_cluster_id,labor_skills_top_skill_1,labor_skills_top_skill_2,labor_skills_top_skill_3,labor_skills_credential_required_flag,labor_skills_years_experience_min,labor_skills_remote_work_indicator,labor_skills_salary_range_low,labor_skills_salary_range_high,labor_skills_employment_type,labor_skills_schedule_type,labor_skills_industry_employer_naics,labor_skills_posting_duration_days,labor_skills_applicant_count_estimate,labor_skills_hard_to_fill_score,labor_skills_text_embedding_version
2100-05,COMPANY_SITE,Role_1013_Technician,OCCXW201013,SKC01013,Healthcare,NodeJS,SQL,1,8,1,45126,97082,INTERN,SHIFT,423,33,29,0.0273,emb_v3
2100-06,STAFFING_FIRM,Role_1014_Specialist,OCCXW201014,SKC01014,NLP,SAP,Linux,0,6,0,109331,184138,TEMP,NIGHT,611,38,36,0.9016,emb_v1
2100-07,JOB_BOARD,Role_1015_Analyst,OCCXW201015,SKC01015,Airflow,Airflow,Docker,0,6,1,155576,220585,PART_TIME,SHIFT,531,72,31,0.4852,emb_v2
2100-08,COMPANY_SITE,Role_1016_Engineer,OCCXW201016,SKC01016,ProjectMgmt,Java,GCP,0,3,0,103725,185379,FULL_TIME,WEEKEND,921,90,26,0.806,emb_v4
2100-09,ATS_FEED,Role_1017_Manager,OCCXW201017,SKC01017,JavaScript,PowerBI,AWS,0,6,1,141784,178983,TEMP,SHIFT,445,6,37,0.2513,emb_v4
2100-10,COMPANY_SITE,Role_1018_Technician,OCCXW201018,SKC01018,NodeJS,Docker,Airflow,1,9,0,139428,167297,PART_TIME,WEEKEND,811,25,33,0.5791,emb_v3
2100-11,JOB_BOARD,Role_1019_Specialist,OCCXW201019,SKC01019,AWS,SupplyChain,Docker,1,4,1,78075,150834,TEMP,NIGHT,621,10,37,0.4654,emb_v3
2100-12,AGGREGATOR,Role_1020_Analyst,OCCXW201020,SKC01020,React,Kubernetes,Azure,0,0,1,110955,165674,FULL_TIME,SHIFT,623,20,41,0.8362,emb_v4
2101-01,AGGREGATOR,Role_1021_Engineer,OCCXW201021,SKC01021,Docker,Excel,CustomerSupport,1,7,0,151386,168092,INTERN,FLEX,541,62,30,0.0153,emb_v3
2101-02,ATS_FEED,Role_1022_Manager,OCCXW201022,SKC01022,Docker,Linux,ProjectMgmt,1,3,0,77867,140210,PART_TIME,WEEKEND,622,66,33,0.8517,emb_v1
2101-03,ATS_FEED,Role_1023_Technician,OCCXW201023,SKC01023,Accounting,Docker,ProjectMgmt,1,3,0,153041,167815,INTERN,WEEKEND,561,16,37,0.066,emb_v2
2101-04,AGGREGATOR,Role_1024_Specialist,OCCXW201024,SKC01024,SAP,PowerBI,Java,0,9,1,65791,148675,PART_TIME,SHIFT,236,74,42,0.0315,emb_v3
2101-05,STAFFING_FIRM,Role_1025_Analyst,OCCXW201025,SKC01025,NodeJS,AWS,Python,1,2,1,131387,212372,TEMP,FLEX,518,40,35,0.0415,emb_v4
2101-06,ATS_FEED,Role_1026_Engineer,OCCXW201026,SKC01026,Java,Azure,CustomerSupport,1,7,1,85317,150363,TEMP,NIGHT,921,18,38,0.0478,emb_v2
2101-07,COMPANY_SITE,Role_1027_Manager,OCCXW201027,SKC01027,SAP,Healthcare,Docker,1,0,1,67901,142640,INTERN,NIGHT,611,46,31,0.8114,emb_v4
2101-08,AGGREGATOR,Role_1028_Technician,OCCXW201028,SKC01028,Communication,Salesforce,Communication,0,7,0,80141,94074,FULL_TIME,FLEX,524,80,27,0.6497,emb_v4
2101-09,COMPANY_SITE,Role_1029_Specialist,OCCXW201029,SKC01029,ProjectMgmt,Spark,React,0,3,1,138004,153235,TEMP,SHIFT,523,10,36,0.1496,emb_v1
2101-10,COMPANY_SITE,Role_1030_Analyst,OCCXW201030,SKC01030,RetailOps,Communication,Java,1,6,1,119924,203244,PART_TIME,NIGHT,524,5,39,0.4653,emb_v1
2101-11,COMPANY_SITE,Role_1031_Engineer,OCCXW201031,SKC01031,React,JavaScript,Kubernetes,0,7,0,125283,149822,TEMP,NIGHT,524,30,31,0.7457,emb_v3
2101-12,COMPANY_SITE,Role_1032_Manager,OCCXW201032,SKC01032,RetailOps,JavaScript,PowerBI,1,2,1,67911,111354,TEMP,FLEX,236,85,39,0.4215,emb_v4
2102-01,STAFFING_FIRM,Role_1033_Technician,OCCXW201033,SKC01033,RetailOps,Python,Excel,1,6,0,123425,197865,CONTRACT,SHIFT,531,31,43,0.7355,emb_v2
2102-02,ATS_FEED,Role_1034_Specialist,OCCXW201034,SKC01034,PowerBI,Linux,ProjectMgmt,1,8,0,113064,187410,TEMP,SHIFT,524,35,28,0.9346,emb_v1
2102-03,AGGREGATOR,Role_1035_Analyst,OCCXW201035,SKC01035,Spark,CustomerSupport,Accounting,1,1,0,53710,101920,CONTRACT,SHIFT,518,39,28,0.9539,emb_v4
2102-04,COMPANY_SITE,Role_1036_Engineer,OCCXW201036,SKC01036,NodeJS,Salesforce,Java,0,5,1,149900,166551,PART_TIME,SHIFT,445,60,37,0.4711,emb_v1
2102-05,JOB_BOARD,Role_1037_Manager,OCCXW201037,SKC01037,SQL,Statistics,Communication,0,3,0,123025,131115,TEMP,DAY,711,48,39,0.8656,emb_v4
2102-06,AGGREGATOR,Role_1038_Technician,OCCXW201038,SKC01038,Communication,Linux,Java,0,9,0,40140,96215,PART_TIME,DAY,541,27,44,0.1704,emb_v1
2102-07,JOB_BOARD,Role_1039_Specialist,OCCXW201039,SKC01039,AWS,PowerBI,CustomerSupport,0,6,0,56409,104773,PART_TIME,NIGHT,921,63,30,0.9423,emb_v2
2102-08,ATS_FEED,Role_1040_Analyst,OCCXW201040,SKC01040,Spark,GCP,GCP,0,2,1,135100,154486,CONTRACT,DAY,531,70,31,0.7549,emb_v1
2102-09,COMPANY_SITE,Role_1041_Engineer,OCCXW201041,SKC01041,ComputerVision,Linux,Accounting,0,1,1,119266,160067,INTERN,SHIFT,332,65,48,0.4759,emb_v4
2102-10,COMPANY_SITE,Role_1042_Manager,OCCXW201042,SKC01042,NodeJS,AWS,GCP,0,8,1,126267,153597,FULL_TIME,SHIFT,423,88,43,0.4575,emb_v2
2102-11,ATS_FEED,Role_1043_Technician,OCCXW201043,SKC01043,SQL,Python,Java,1,10,1,95684,120401,CONTRACT,DAY,621,70,36,0.9244,emb_v1
2102-12,JOB_BOARD,Role_1044_Specialist,OCCXW201044,SKC01044,JavaScript,Excel,Statistics,0,2,0,54522,132118,PART_TIME,NIGHT,522,4,32,0.1495,emb_v4
2103-01,STAFFING_FIRM,Role_1045_Analyst,OCCXW201045,SKC01045,Statistics,Accounting,Spark,0,6,0,81096,170475,INTERN,SHIFT,423,6,32,0.501,emb_v2
2103-02,STAFFING_FIRM,Role_1046_Engineer,OCCXW201046,SKC01046,Healthcare,NLP,Spark,1,7,0,36013,118408,TEMP,SHIFT,519,44,46,0.9545,emb_v3
2103-03,STAFFING_FIRM,Role_1047_Manager,OCCXW201047,SKC01047,Salesforce,PowerBI,Tableau,0,4,0,119935,190464,FULL_TIME,NIGHT,623,10,42,0.5325,emb_v4
2103-04,ATS_FEED,Role_1048_Technician,OCCXW201048,SKC01048,Tableau,Excel,SAP,1,10,0,51735,89855,PART_TIME,FLEX,519,33,35,0.1176,emb_v3
2103-05,AGGREGATOR,Role_1049_Specialist,OCCXW201049,SKC01049,Salesforce,RetailOps,Azure,0,8,0,68721,106391,PART_TIME,WEEKEND,611,79,29,0.4254,emb_v3
2103-06,ATS_FEED,Role_1050_Analyst,OCCXW201050,SKC01050,CustomerSupport,Azure,Python,0,1,0,102572,136426,CONTRACT,NIGHT,519,80,33,0.4912,emb_v3
2103-07,ATS_FEED,Role_1051_Engineer,OCCXW201051,SKC01051,Linux,ProjectMgmt,CustomerSupport,0,2,1,64534,110455,FULL_TIME,DAY,511,50,30,0.9114,emb_v1
2103-08,COMPANY_SITE,Role_1052_Manager,OCCXW201052,SKC01052,JavaScript,React,Healthcare,0,1,1,98620,141357,CONTRACT,SHIFT,423,57,37,0.8229,emb_v2
2103-09,AGGREGATOR,Role_1053_Technician,OCCXW201053,SKC01053,CustomerSupport,SQL,Java,1,9,0,126574,158982,CONTRACT,SHIFT,332,65,40,0.3413,emb_v4
2103-10,ATS_FEED,Role_1054_Specialist,OCCXW201054,SKC01054,Python,Healthcare,CustomerSupport,0,6,1,141389,192069,FULL_TIME,DAY,621,52,31,0.814,emb_v1
2103-11,AGGREGATOR,Role_1055_Analyst,OCCXW201055,SKC01055,AWS,Tableau,Linux,0,4,0,58195,96111,CONTRACT,FLEX,561,64,46,0.4887,emb_v4
2103-12,JOB_BOARD,Role_1056_Engineer,OCCXW201056,SKC01056,AWS,Python,Statistics,1,9,0,64852,84666,INTERN,SHIFT,621,15,43,0.0352,emb_v4
2104-01,ATS_FEED,Role_1057_Manager,OCCXW201057,SKC01057,Python,ProjectMgmt,NodeJS,0,1,0,122939,189085,INTERN,WEEKEND,332,19,29,0.7895,emb_v1
2104-02,STAFFING_FIRM,Role_1058_Technician,OCCXW201058,SKC01058,NLP,PowerBI,Accounting,0,0,0,134891,216512,INTERN,FLEX,611,35,40,0.8579,emb_v1
2104-03,ATS_FEED,Role_1059_Specialist,OCCXW201059,SKC01059,SupplyChain,Kubernetes,Tableau,1,4,0,47209,55402,FULL_TIME,SHIFT,522,43,35,0.0859,emb_v3
2104-04,JOB_BOARD,Role_1060_Analyst,OCCXW201060,SKC01060,Airflow,SAP,PowerBI,1,8,1,151309,174871,INTERN,DAY,611,44,30,0.3182,emb_v2
2104-05,AGGREGATOR,Role_1061_Engineer,OCCXW201061,SKC01061,RetailOps,Salesforce,Linux,1,7,1,92793,155192,INTERN,WEEKEND,519,64,35,0.5232,emb_v3
2104-06,AGGREGATOR,Role_1062_Manager,OCCXW201062,SKC01062,SupplyChain,PowerBI,AWS,0,5,1,143222,163112,FULL_TIME,FLEX,332,52,39,0.5126,emb_v4
2104-07,JOB_BOARD,Role_1063_Technician,OCCXW201063,SKC01063,Accounting,Cybersecurity,SupplyChain,0,7,0,85662,103111,INTERN,DAY,423,11,44,0.7184,emb_v4
2104-08,AGGREGATOR,Role_1064_Specialist,OCCXW201064,SKC01064,Salesforce,GCP,Airflow,0,2,1,45107,60077,FULL_TIME,FLEX,423,84,36,0.8046,emb_v4
2104-09,COMPANY_SITE,Role_1065_Analyst,OCCXW201065,SKC01065,SQL,Tableau,SAP,1,0,0,72775,106972,INTERN,DAY,611,89,44,0.1443,emb_v1
2104-10,STAFFING_FIRM,Role_1066_Engineer,OCCXW201066,SKC01066,PowerBI,Accounting,NLP,0,7,1,41574,52642,INTERN,SHIFT,531,36,35,0.4121,emb_v3
2104-11,ATS_FEED,Role_1067_Manager,OCCXW201067,SKC01067,Spark,React,Kubernetes,0,0,0,147430,217782,INTERN,FLEX,445,7,40,0.4953,emb_v4
2104-12,JOB_BOARD,Role_1068_Technician,OCCXW201068,SKC01068,SAP,Kubernetes,Statistics,0,1,0,133901,195813,INTERN,WEEKEND,621,89,40,0.9721,emb_v4
2105-01,JOB_BOARD,Role_1069_Specialist,OCCXW201069,SKC01069,Spark,Python,Airflow,0,8,0,76512,133905,PART_TIME,WEEKEND,541,26,43,0.8182,emb_v2
2105-02,ATS_FEED,Role_1070_Analyst,OCCXW201070,SKC01070,NLP,AWS,Java,0,6,1,151817,240831,PART_TIME,DAY,522,78,30,0.0119,emb_v1
2105-03,STAFFING_FIRM,Role_1071_Engineer,OCCXW201071,SKC01071,SQL,Tableau,PowerBI,1,3,0,57486,104433,FULL_TIME,FLEX,518,44,33,0.7685,emb_v2
2105-04,JOB_BOARD,Role_1072_Manager,OCCXW201072,SKC01072,Docker,Kubernetes,React,0,5,0,151588,173600,CONTRACT,FLEX,623,29,30,0.0579,emb_v1
2105-05,STAFFING_FIRM,Role_1073_Technician,OCCXW201073,SKC01073,Linux,AWS,GCP,0,7,1,102509,127118,CONTRACT,SHIFT,711,86,36,0.6349,emb_v4
2105-06,COMPANY_SITE,Role_1074_Specialist,OCCXW201074,SKC01074,JavaScript,Linux,ProjectMgmt,1,3,0,126558,137560,CONTRACT,DAY,623,52,44,0.3846,emb_v1
2105-07,AGGREGATOR,Role_1075_Analyst,OCCXW201075,SKC01075,Cybersecurity,Cybersecurity,GCP,1,2,1,81712,133983,CONTRACT,SHIFT,523,51,31,0.6783,emb_v3
2105-08,JOB_BOARD,Role_1076_Engineer,OCCXW201076,SKC01076,JavaScript,Healthcare,Communication,0,10,0,147070,198597,INTERN,SHIFT,541,87,35,0.6781,emb_v1
2105-09,ATS_FEED,Role_1077_Manager,OCCXW201077,SKC01077,SQL,RetailOps,ProjectMgmt,0,5,1,156437,182026,TEMP,DAY,445,68,41,0.1426,emb_v1
2105-10,COMPANY_SITE,Role_1078_Technician,OCCXW201078,SKC01078,Tableau,ProjectMgmt,PowerBI,0,7,0,140704,174105,TEMP,SHIFT,711,13,42,0.3912,emb_v3
2105-11,AGGREGATOR,Role_1079_Specialist,OCCXW201079,SKC01079,PowerBI,Docker,Salesforce,1,10,0,135147,158550,CONTRACT,DAY,621,10,32,0.2608,emb_v3
2105-12,JOB_BOARD,Role_1080_Analyst,OCCXW201080,SKC01080,AWS,RetailOps,Accounting,0,1,1,64923,95733,INTERN,FLEX,445,37,39,0.143,emb_v1
2106-01,STAFFING_FIRM,Role_1081_Engineer,OCCXW201081,SKC01081,Azure,Healthcare,Tableau,1,8,1,121848,161533,PART_TIME,WEEKEND,445,6,44,0.1272,emb_v1
2106-02,COMPANY_SITE,Role_1082_Manager,OCCXW201082,SKC01082,Statistics,Cybersecurity,Linux,0,0,1,52247,88695,CONTRACT,DAY,511,73,37,0.8116,emb_v3
2106-03,JOB_BOARD,Role_1083_Technician,OCCXW201083,SKC01083,ProjectMgmt,Healthcare,Kubernetes,0,9,0,130936,188067,INTERN,WEEKEND,517,32,28,0.8812,emb_v3
2106-04,STAFFING_FIRM,Role_1084_Specialist,OCCXW201084,SKC01084,Cybersecurity,Accounting,Healthcare,0,7,1,56274,70389,FULL_TIME,WEEKEND,541,79,41,0.8547,emb_v4
2106-05,JOB_BOARD,Role_1085_Analyst,OCCXW201085,SKC01085,Tableau,SupplyChain,Healthcare,0,10,1,145250,177271,INTERN,SHIFT,921,10,35,0.1468,emb_v4
2106-06,STAFFING_FIRM,Role_1086_Engineer,OCCXW201086,SKC01086,NodeJS,Salesforce,SAP,1,8,1,148962,167205,FULL_TIME,NIGHT,541,28,37,0.9292,emb_v2
2106-07,STAFFING_FIRM,Role_1087_Manager,OCCXW201087,SKC01087,Java,CustomerSupport,Azure,0,5,0,156568,201421,INTERN,NIGHT,524,21,34,0.3988,emb_v4
2106-08,ATS_FEED,Role_1088_Technician,OCCXW201088,SKC01088,PowerBI,SupplyChain,React,1,8,1,119516,202040,CONTRACT,WEEKEND,621,41,30,0.0241,emb_v3
2106-09,JOB_BOARD,Role_1089_Specialist,OCCXW201089,SKC01089,GCP,CustomerSupport,Python,1,8,1,46019,110525,FULL_TIME,WEEKEND,332,10,37,0.6325,emb_v4
2106-10,COMPANY_SITE,Role_1090_Analyst,OCCXW201090,SKC01090,Cybersecurity,Linux,AWS,0,9,1,159572,186892,PART_TIME,SHIFT,518,45,42,0.7907,emb_v4
2106-11,ATS_FEED,Role_1091_Engineer,OCCXW201091,SKC01091,Salesforce,RetailOps,Tableau,0,8,1,113083,125198,TEMP,DAY,711,3,32,0.2192,emb_v3
2106-12,STAFFING_FIRM,Role_1092_Manager,OCCXW201092,SKC01092,ComputerVision,Linux,React,1,2,0,86741,157942,TEMP,DAY,517,42,37,0.0073,emb_v4
2107-01,COMPANY_SITE,Role_1093_Technician,OCCXW201093,SKC01093,SQL,ProjectMgmt,RetailOps,1,0,1,92454,129031,INTERN,SHIFT,921,62,33,0.106,emb_v1
2107-02,ATS_FEED,Role_1094_Specialist,OCCXW201094,SKC01094,NodeJS,Docker,Cybersecurity,0,8,0,54541,65098,CONTRACT,DAY,517,84,29,0.1668,emb_v4
2107-03,AGGREGATOR,Role_1095_Analyst,OCCXW201095,SKC01095,Airflow,Java,SupplyChain,0,8,0,93090,124555,FULL_TIME,NIGHT,811,79,32,0.7363,emb_v4
2107-04,AGGREGATOR,Role_1096_Engineer,OCCXW201096,SKC01096,React,NodeJS,SupplyChain,1,2,0,113033,188380,TEMP,DAY,811,60,31,0.9373,emb_v1
2107-05,COMPANY_SITE,Role_1097_Manager,OCCXW201097,SKC01097,Salesforce,Java,Kubernetes,0,4,0,149394,211388,TEMP,NIGHT,524,74,37,0.2019,emb_v3
2107-06,COMPANY_SITE,Role_1098_Technician,OCCXW201098,SKC01098,Java,NLP,Linux,0,10,0,115280,138100,FULL_TIME,DAY,518,17,48,0.8885,emb_v1
2107-07,ATS_FEED,Role_1099_Specialist,OCCXW201099,SKC01099,PowerBI,SupplyChain,Accounting,0,8,1,72510,100610,FULL_TIME,WEEKEND,236,12,37,0.7061,emb_v3
2107-08,JOB_BOARD,Role_1100_Analyst,OCCXW201100,SKC01100,Communication,NodeJS,JavaScript,1,9,1,140489,169972,CONTRACT,DAY,518,26,37,0.2944,emb_v3
2107-09,AGGREGATOR,Role_1101_Engineer,OCCXW201101,SKC01101,ProjectMgmt,Excel,Excel,1,2,0,121149,170013,CONTRACT,NIGHT,519,16,33,0.8481,emb_v3
2107-10,AGGREGATOR,Role_1102_Manager,OCCXW201102,SKC01102,SupplyChain,Accounting,Spark,1,6,0,108813,119280,TEMP,DAY,522,75,33,0.4278,emb_v4
2107-11,AGGREGATOR,Role_1103_Technician,OCCXW201103,SKC01103,Java,Accounting,RetailOps,0,2,0,107756,137321,FULL_TIME,FLEX,511,12,49,0.3403,emb_v4
2107-12,COMPANY_SITE,Role_1104_Specialist,OCCXW201104,SKC01104,ComputerVision,ComputerVision,SupplyChain,0,9,1,42131,108223,FULL_TIME,WEEKEND,561,3,35,0.7472,emb_v1
2108-01,AGGREGATOR,Role_1105_Analyst,OCCXW201105,SKC01105,Excel,NodeJS,Java,1,1,1,129775,148388,TEMP,WEEKEND,518,4,43,0.0279,emb_v3
2108-02,AGGREGATOR,Role_1106_Engineer,OCCXW201106,SKC01106,Tableau,Cybersecurity,Statistics,0,0,1,89023,116384,INTERN,DAY,517,22,41,0.9385,emb_v4
2108-03,ATS_FEED,Role_1107_Manager,OCCXW201107,SKC01107,Python,Statistics,Docker,0,8,0,39648,59626,FULL_TIME,SHIFT,511,6,35,0.3758,emb_v1
2108-04,JOB_BOARD,Role_1108_Technician,OCCXW201108,SKC01108,CustomerSupport,ComputerVision,GCP,0,4,1,50598,68223,PART_TIME,DAY,921,63,22,0.4317,emb_v3
2108-05,AGGREGATOR,Role_1109_Specialist,OCCXW201109,SKC01109,Cybersecurity,NLP,CustomerSupport,0,1,0,100752,145212,TEMP,DAY,517,18,35,0.3884,emb_v4
2108-06,ATS_FEED,Role_1110_Analyst,OCCXW201110,SKC01110,Statistics,Spark,Cybersecurity,1,9,1,77548,165254,PART_TIME,FLEX,524,41,26,0.8116,emb_v4
2108-07,AGGREGATOR,Role_1111_Engineer,OCCXW201111,SKC01111,Linux,CustomerSupport,JavaScript,0,8,1,45213,106271,PART_TIME,NIGHT,711,87,31,0.6645,emb_v4
2108-08,STAFFING_FIRM,Role_1112_Manager,OCCXW201112,SKC01112,Communication,SupplyChain,React,1,8,0,44634,52082,PART_TIME,SHIFT,722,48,46,0.6719,emb_v3
2108-09,JOB_BOARD,Role_1113_Technician,OCCXW201113,SKC01113,Accounting,ComputerVision,SupplyChain,0,0,1,136360,173692,TEMP,SHIFT,517,84,37,0.2278,emb_v2
2108-10,COMPANY_SITE,Role_1114_Specialist,OCCXW201114,SKC01114,Healthcare,Java,CustomerSupport,0,3,1,80194,147510,FULL_TIME,NIGHT,522,47,35,0.1757,emb_v4
2108-11,STAFFING_FIRM,Role_1115_Analyst,OCCXW201115,SKC01115,RetailOps,Kubernetes,RetailOps,1,10,0,148071,226195,FULL_TIME,WEEKEND,722,36,38,0.8659,emb_v4
2108-12,JOB_BOARD,Role_1116_Engineer,OCCXW201116,SKC01116,Java,React,Linux,1,6,1,54615,95238,PART_TIME,WEEKEND,445,64,41,0.9369,emb_v1
2109-01,ATS_FEED,Role_1117_Manager,OCCXW201117,SKC01117,Salesforce,Airflow,NodeJS,0,10,0,105230,163036,FULL_TIME,DAY,523,29,30,0.6356,emb_v3
2109-02,ATS_FEED,Role_1118_Technician,OCCXW201118,SKC01118,Python,JavaScript,ProjectMgmt,1,1,1,98263,108476,TEMP,NIGHT,541,23,37,0.3415,emb_v1
2109-03,AGGREGATOR,Role_1119_Specialist,OCCXW201119,SKC01119,PowerBI,RetailOps,GCP,0,2,1,143335,185976,TEMP,FLEX,623,69,39,0.3725,emb_v4
2109-04,JOB_BOARD,Role_1120_Analyst,OCCXW201120,SKC01120,SAP,Airflow,SAP,1,10,0,48493,135830,PART_TIME,DAY,518,4,35,0.9404,emb_v2
2109-05,ATS_FEED,Role_1121_Engineer,OCCXW201121,SKC01121,Communication,ComputerVision,ProjectMgmt,0,4,1,151305,173112,INTERN,DAY,523,41,34,0.8879,emb_v2
2109-06,ATS_FEED,Role_1122_Manager,OCCXW201122,SKC01122,NodeJS,RetailOps,GCP,0,5,0,85194,112551,FULL_TIME,FLEX,561,71,31,0.9598,emb_v4
2109-07,COMPANY_SITE,Role_1123_Technician,OCCXW201123,SKC01123,Docker,CustomerSupport,SQL,0,5,1,132700,212493,TEMP,DAY,541,80,29,0.6527,emb_v2
2109-08,STAFFING_FIRM,Role_1124_Specialist,OCCXW201124,SKC01124,SupplyChain,Communication,Azure,0,10,1,136324,213200,FULL_TIME,SHIFT,517,36,32,0.2604,emb_v4
2109-09,ATS_FEED,Role_1125_Analyst,OCCXW201125,SKC01125,ComputerVision,SupplyChain,Linux,0,6,0,85520,169438,TEMP,FLEX,519,85,33,0.1354,emb_v1
2109-10,COMPANY_SITE,Role_1126_Engineer,OCCXW201126,SKC01126,Java,Azure,Excel,0,2,0,124414,150649,FULL_TIME,FLEX,811,79,36,0.3214,emb_v1
2109-11,JOB_BOARD,Role_1127_Manager,OCCXW201127,SKC01127,AWS,Spark,JavaScript,0,6,0,115857,151225,TEMP,WEEKEND,622,39,25,0.3474,emb_v2
2109-12,STAFFING_FIRM,Role_1128_Technician,OCCXW201128,SKC01128,SAP,Healthcare,Docker,0,4,0,70183,117540,INTERN,DAY,531,8,25,0.6682,emb_v1
2110-01,COMPANY_SITE,Role_1129_Specialist,OCCXW201129,SKC01129,GCP,Airflow,Salesforce,1,5,0,122041,164464,FULL_TIME,FLEX,611,23,42,0.289,emb_v3
2110-02,JOB_BOARD,Role_1130_Analyst,OCCXW201130,SKC01130,CustomerSupport,Salesforce,Tableau,1,6,0,96734,162522,CONTRACT,DAY,518,51,31,0.1324,emb_v2
2110-03,JOB_BOARD,Role_1131_Engineer,OCCXW201131,SKC01131,Salesforce,CustomerSupport,PowerBI,0,5,1,139366,213675,TEMP,SHIFT,518,18,43,0.7755,emb_v3
2110-04,AGGREGATOR,Role_1132_Manager,OCCXW201132,SKC01132,SupplyChain,Docker,Java,1,5,0,55506,94129,INTERN,FLEX,423,73,36,0.9061,emb_v1
2110-05,ATS_FEED,Role_1133_Technician,OCCXW201133,SKC01133,Kubernetes,Tableau,Spark,1,6,0,118947,188246,PART_TIME,WEEKEND,561,50,31,0.949,emb_v3
2110-06,JOB_BOARD,Role_1134_Specialist,OCCXW201134,SKC01134,Salesforce,Azure,Cybersecurity,0,0,1,50067,72962,PART_TIME,FLEX,332,13,47,0.255,emb_v2
2110-07,COMPANY_SITE,Role_1135_Analyst,OCCXW201135,SKC01135,RetailOps,Python,Airflow,1,4,1,58529,123337,FULL_TIME,WEEKEND,519,73,45,0.5533,emb_v2
2110-08,STAFFING_FIRM,Role_1136_Engineer,OCCXW201136,SKC01136,Tableau,PowerBI,ComputerVision,0,5,1,60047,71455,PART_TIME,DAY,522,17,36,0.3081,emb_v1
2110-09,ATS_FEED,Role_1137_Manager,OCCXW201137,SKC01137,PowerBI,ComputerVision,NLP,0,9,0,95316,164866,PART_TIME,SHIFT,524,87,26,0.6376,emb_v1
2110-10,ATS_FEED,Role_1138_Technician,OCCXW201138,SKC01138,Cybersecurity,RetailOps,Java,0,2,1,93406,109430,INTERN,NIGHT,541,25,20,0.8726,emb_v4
2110-11,COMPANY_SITE,Role_1139_Specialist,OCCXW201139,SKC01139,Docker,Cybersecurity,Python,0,2,1,85807,170919,FULL_TIME,NIGHT,518,36,28,0.5857,emb_v1
2110-12,AGGREGATOR,Role_1140_Analyst,OCCXW201140,SKC01140,Airflow,Airflow,Tableau,0,9,0,48461,137731,INTERN,WEEKEND,511,48,31,0.9996,emb_v3
2111-01,COMPANY_SITE,Role_1141_Engineer,OCCXW201141,SKC01141,SAP,Airflow,Salesforce,0,2,0,102101,156419,CONTRACT,FLEX,523,66,34,0.9205,emb_v2
2111-02,AGGREGATOR,Role_1142_Manager,OCCXW201142,SKC01142,Python,Java,Kubernetes,1,5,1,77813,112728,PART_TIME,WEEKEND,523,70,32,0.2758,emb_v3
2111-03,JOB_BOARD,Role_1143_Technician,OCCXW201143,SKC01143,ComputerVision,ProjectMgmt,GCP,0,7,1,55561,115561,CONTRACT,NIGHT,621,88,36,0.0822,emb_v2
2111-04,ATS_FEED,Role_1144_Specialist,OCCXW201144,SKC01144,PowerBI,GCP,SAP,0,5,1,52019,123344,FULL_TIME,WEEKEND,811,82,46,0.4165,emb_v3
2111-05,STAFFING_FIRM,Role_1145_Analyst,OCCXW201145,SKC01145,PowerBI,ComputerVision,Cybersecurity,0,7,1,38335,71412,TEMP,FLEX,519,8,24,0.1478,emb_v3
2111-06,JOB_BOARD,Role_1146_Engineer,OCCXW201146,SKC01146,Salesforce,React,React,0,7,0,89301,150717,FULL_TIME,SHIFT,622,77,31,0.9559,emb_v4
2111-07,STAFFING_FIRM,Role_1147_Manager,OCCXW201147,SKC01147,SupplyChain,Azure,ComputerVision,0,4,0,122447,128677,INTERN,FLEX,711,79,42,0.6069,emb_v2
2111-08,AGGREGATOR,Role_1148_Technician,OCCXW201148,SKC01148,Accounting,GCP,Spark,1,2,0,142198,205764,TEMP,FLEX,531,10,33,0.7805,emb_v1
2111-09,STAFFING_FIRM,Role_1149_Specialist,OCCXW201149,SKC01149,ProjectMgmt,SupplyChain,React,0,2,1,140456,201938,TEMP,WEEKEND,921,78,35,0.1041,emb_v2
2111-10,ATS_FEED,Role_1150_Analyst,OCCXW201150,SKC01150,Statistics,SupplyChain,React,1,9,0,129266,206477,TEMP,DAY,423,81,40,0.5697,emb_v4
2111-11,AGGREGATOR,Role_1151_Engineer,OCCXW201151,SKC01151,NodeJS,NodeJS,NodeJS,1,9,1,113505,130248,CONTRACT,WEEKEND,811,29,49,0.3884,emb_v1
2111-12,COMPANY_SITE,Role_1152_Manager,OCCXW201152,SKC01152,Spark,CustomerSupport,Azure,1,3,0,132628,151978,TEMP,DAY,511,76,51,0.951,emb_v4
2112-01,ATS_FEED,Role_1153_Technician,OCCXW201153,SKC01153,Excel,Statistics,SAP,1,6,1,61606,95542,TEMP,FLEX,561,51,36,0.0044,emb_v3
2112-02,COMPANY_SITE,Role_1154_Specialist,OCCXW201154,SKC01154,Azure,Docker,NodeJS,0,4,0,45355,81901,PART_TIME,FLEX,811,41,36,0.4432,emb_v3
2112-03,STAFFING_FIRM,Role_1155_Analyst,OCCXW201155,SKC01155,Excel,React,AWS,1,8,0,128309,181116,FULL_TIME,WEEKEND,541,76,24,0.9347,emb_v2
