tech_adopt_survey_year,tech_adopt_community_digital_id,tech_adopt_households_with_internet_pct,tech_adopt_households_with_computer_pct,tech_adopt_smartphone_only_households_pct,tech_adopt_digital_literacy_score,tech_adopt_affordability_barrier_rate,tech_adopt_language_barrier_rate,tech_adopt_disability_access_barrier_rate,tech_adopt_public_wifi_access_points,tech_adopt_library_device_loan_count,tech_adopt_digital_navigator_program_flag,tech_adopt_training_sessions_completed,tech_adopt_telehealth_use_rate,tech_adopt_online_learning_use_rate,tech_adopt_remote_work_enablement_rate,tech_adopt_banking_online_adoption_rate,tech_adopt_cyber_safety_incident_rate,tech_adopt_privacy_concern_score,tech_adopt_equity_gap_index
2011,CDI0000001081,79.07,56.18,43.17,44.05,1.41,26.0,25.68,310,20639,0,20759,15.47,38.09,33.27,77.94,18.873,12.56,0.0975
2016,CDI0000001082,66.46,59.77,46.97,20.62,45.23,24.27,31.96,932,10093,1,4661,21.72,7.94,19.27,3.75,10.888,20.82,0.7403
2013,CDI0000001083,55.8,46.19,26.53,9.37,32.4,19.57,13.95,4725,21425,1,23826,49.83,31.24,3.26,1.4,19.07,69.75,0.8472
2020,CDI0000001084,79.96,56.14,23.57,91.42,29.41,4.48,5.42,2569,4432,0,502,45.56,66.88,48.73,89.72,8.31,44.41,0.3855
2017,CDI0000001085,49.85,40.76,38.65,43.66,55.86,7.58,5.45,1302,24317,1,3371,0.91,42.75,5.64,81.36,14.652,42.87,0.1488
2017,CDI0000001086,63.17,42.46,37.76,10.78,44.11,20.75,27.41,2959,2049,0,14106,21.31,26.87,79.72,4.51,2.485,72.93,0.7064
2024,CDI0000001087,57.02,40.47,5.28,68.2,9.87,25.83,33.36,1481,22054,0,18022,74.26,54.85,73.1,92.89,7.072,42.94,0.6535
2014,CDI0000001088,62.15,53.53,17.06,24.04,29.41,29.27,13.34,3400,12799,1,8154,63.85,44.51,0.11,30.95,7.823,51.35,0.066
2021,CDI0000001089,66.18,40.89,3.53,48.53,59.12,33.05,18.5,4435,15300,0,10345,25.43,43.69,10.89,82.84,22.613,62.96,0.9873
2017,CDI0000001090,81.81,53.3,32.87,77.72,5.29,0.59,15.72,4004,10680,0,3015,21.35,6.68,67.26,27.19,3.658,32.41,0.4883
2013,CDI0000001091,77.11,69.1,34.65,2.23,43.59,7.01,25.36,3742,22843,0,2978,22.93,21.95,34.28,74.59,5.795,8.55,0.0363
2013,CDI0000001092,91.0,92.43,14.82,82.96,49.72,20.67,16.87,142,21907,0,8808,57.74,53.82,65.69,71.03,16.84,15.33,0.2671
2013,CDI0000001093,81.54,72.53,8.09,52.27,37.06,16.42,34.96,2895,2886,0,24017,18.51,76.83,2.76,1.15,4.795,22.26,0.486
2025,CDI0000001094,66.16,59.49,12.89,84.06,53.5,4.04,31.88,4936,16335,0,20746,69.84,3.06,6.35,91.47,16.225,87.84,0.1406
2021,CDI0000001095,44.97,29.52,32.13,54.46,1.48,1.63,2.32,3193,18996,1,22407,20.8,1.22,61.82,94.29,13.7,28.88,0.6478
2017,CDI0000001096,62.85,58.25,18.31,33.2,31.44,13.53,19.74,1201,21501,0,7570,46.43,86.5,67.32,49.15,1.772,76.76,0.1346
2014,CDI0000001097,68.64,44.57,14.77,23.03,6.27,4.73,34.99,4873,23183,1,16090,41.93,43.69,39.83,66.94,6.233,13.01,0.6973
2017,CDI0000001098,61.47,52.62,29.96,15.25,34.33,29.12,32.0,4060,20222,0,2310,71.7,33.83,4.95,2.34,0.947,12.25,0.2619
2010,CDI0000001099,69.48,48.74,33.63,67.95,35.64,24.18,14.09,1896,1383,0,18521,52.89,33.74,53.16,18.62,18.741,17.95,0.6435
2020,CDI0000001100,96.39,61.01,6.3,59.37,22.77,23.49,34.75,1228,24047,0,19267,17.24,3.75,34.41,52.18,0.672,53.61,0.7092
2020,CDI0000001101,79.04,62.67,30.84,73.76,23.45,28.24,15.19,2043,717,0,21132,77.11,15.82,0.41,68.75,19.796,64.57,0.5621
2012,CDI0000001102,76.57,77.08,3.51,73.81,59.01,30.41,21.87,1128,19725,0,3160,55.28,20.75,42.03,5.78,19.436,0.1,0.6222
2013,CDI0000001103,35.9,30.12,2.49,98.66,52.36,10.95,27.93,871,11042,0,5216,13.48,89.91,12.07,61.83,2.664,99.81,0.7477
2017,CDI0000001104,96.66,81.68,29.06,4.31,0.49,5.37,20.79,1316,21912,0,13145,11.02,33.95,44.95,39.78,12.406,96.69,0.7951
2020,CDI0000001105,53.68,41.47,17.75,2.94,1.62,30.37,16.45,1228,22942,0,6197,65.11,64.63,61.52,2.02,4.952,68.7,0.8381
2014,CDI0000001106,89.03,92.57,21.68,31.13,18.85,11.74,30.66,185,951,0,2473,3.82,12.75,10.11,42.05,7.134,83.64,0.1741
2023,CDI0000001107,88.99,65.91,28.95,72.42,26.83,6.26,11.25,3736,1826,0,11515,57.56,54.82,30.07,57.74,14.371,80.09,0.2359
2020,CDI0000001108,57.98,54.68,16.69,96.73,12.88,31.89,16.42,3861,7010,0,23510,67.94,61.06,62.69,36.06,13.255,36.47,0.2113
2017,CDI0000001109,78.95,50.89,28.56,95.32,18.39,6.55,7.55,3928,23367,1,10098,47.42,41.21,70.15,85.27,18.835,21.86,0.8398
2023,CDI0000001110,50.8,37.52,17.6,29.21,45.64,18.56,34.2,4432,20116,0,21681,31.82,81.73,24.16,73.09,14.326,90.2,0.4648
2011,CDI0000001111,60.58,48.84,34.0,83.57,45.71,27.96,24.66,871,23372,0,14936,20.65,48.03,5.61,36.71,1.19,76.47,0.1683
2014,CDI0000001112,79.49,51.39,53.94,65.15,11.23,19.08,15.55,2483,22498,1,1393,16.53,41.35,48.79,32.93,19.338,11.82,0.8115
2021,CDI0000001113,74.05,67.15,42.86,38.84,56.89,21.72,32.69,1202,24143,0,5255,15.8,83.59,69.69,24.41,3.531,54.44,0.546
2010,CDI0000001114,67.76,45.42,42.47,61.97,53.3,11.38,0.81,3436,7567,0,10576,1.72,3.13,11.76,27.87,6.696,74.22,0.2154
2023,CDI0000001115,88.88,82.35,8.68,23.05,44.64,22.48,8.99,997,20881,0,17217,33.6,9.99,34.59,10.49,3.559,84.28,0.1859
2018,CDI0000001116,76.76,50.28,44.81,36.97,55.45,14.62,12.34,3270,1053,1,3034,6.43,25.85,36.03,21.06,4.348,81.32,0.4328
2011,CDI0000001117,47.49,39.86,37.59,59.46,19.52,25.91,4.45,2598,24714,0,21294,13.62,79.02,59.6,91.41,2.947,55.43,0.4339
2019,CDI0000001118,58.29,60.66,50.52,53.4,10.86,11.44,4.22,2015,9639,0,202,5.51,72.43,20.44,79.69,1.016,4.57,0.6495
2020,CDI0000001119,97.32,72.5,29.06,99.59,19.34,19.87,27.0,3673,10195,0,24676,51.51,31.49,62.87,41.91,4.293,55.86,0.2517
2022,CDI0000001120,88.35,69.86,7.49,60.74,59.48,0.7,1.35,1971,3522,1,7446,31.46,1.58,27.7,18.76,12.353,2.78,0.188
2016,CDI0000001121,83.81,76.29,53.58,80.8,8.24,22.84,9.18,4008,3247,1,9940,66.89,48.89,0.43,56.78,12.049,89.88,0.3549
2023,CDI0000001122,79.09,56.03,40.59,93.26,5.23,10.3,16.5,4110,8831,0,11686,75.27,7.05,16.48,58.5,19.513,52.68,0.0844
2022,CDI0000001123,46.38,41.35,23.0,17.44,16.99,0.05,4.62,3762,19750,1,12025,50.83,56.79,24.6,43.19,0.366,38.35,0.287
2017,CDI0000001124,63.53,50.83,6.42,43.9,8.93,0.98,2.31,3756,21084,0,20040,31.5,7.47,61.61,11.79,3.981,75.68,0.3765
2017,CDI0000001125,95.65,82.27,39.93,10.43,40.81,34.31,8.36,2844,9610,1,4881,57.34,79.84,4.78,81.46,11.27,32.46,0.4668
2011,CDI0000001126,43.96,38.69,39.98,60.2,18.79,26.16,6.29,1277,15760,1,9844,66.68,72.92,56.22,4.93,1.157,36.74,0.3689
2014,CDI0000001127,75.76,57.59,2.09,12.1,6.63,13.99,21.64,219,15067,1,6462,83.52,60.4,24.9,87.16,14.519,14.31,0.6925
2018,CDI0000001128,49.47,51.86,13.81,98.34,38.72,17.31,27.54,3837,7678,1,19490,53.03,53.46,5.2,56.47,2.375,26.57,0.7651
2020,CDI0000001129,43.45,31.68,53.49,32.33,49.51,1.94,20.92,1907,4385,0,7397,66.76,32.89,57.66,83.43,12.879,76.51,0.8236
2012,CDI0000001130,75.14,47.23,19.3,13.74,21.94,8.06,10.25,3279,10475,1,8383,81.07,85.55,18.73,34.67,21.695,45.2,0.1021
2025,CDI0000001131,81.18,58.94,11.01,43.91,17.15,33.1,27.36,4654,12611,0,4413,64.63,67.67,39.97,16.55,6.545,85.75,0.8428
2018,CDI0000001132,88.68,61.73,25.72,53.77,43.26,32.39,15.99,704,4161,0,10408,13.53,9.05,28.86,72.19,2.511,80.67,0.4429
2022,CDI0000001133,44.91,33.67,47.93,14.27,49.71,3.7,4.22,1211,16701,1,24654,21.1,14.37,58.37,11.11,8.394,42.54,0.4197
2014,CDI0000001134,80.82,81.59,50.11,36.02,49.04,1.7,10.74,79,17479,1,19973,1.4,26.51,79.77,67.8,7.89,13.56,0.1719
2012,CDI0000001135,97.19,84.31,16.81,3.55,16.24,8.8,1.49,1116,12126,1,24511,40.62,7.95,69.75,46.84,5.395,48.85,0.8247
2016,CDI0000001136,48.08,34.0,38.63,90.59,28.12,27.0,6.39,3034,13054,0,15285,25.34,24.41,19.73,77.63,14.558,57.08,0.4537
2024,CDI0000001137,60.11,42.23,24.24,27.84,57.31,3.61,14.74,3650,1864,1,24228,48.13,73.33,45.82,18.83,11.152,63.53,0.2539
2016,CDI0000001138,48.97,48.11,30.28,36.72,40.64,0.58,9.31,3260,23235,0,5441,43.15,22.0,20.43,63.97,19.502,57.97,0.0309
2023,CDI0000001139,38.74,34.77,46.34,6.23,29.64,29.43,30.81,2529,3478,0,7246,13.79,21.9,40.65,87.7,9.127,60.69,0.9861
2015,CDI0000001140,35.67,30.09,23.46,2.01,11.84,3.17,9.19,3255,5906,0,19150,59.83,84.42,72.07,2.05,1.408,55.3,0.6923
2010,CDI0000001141,83.09,73.33,5.49,48.98,31.15,5.49,27.77,1980,22504,0,10836,33.2,10.44,38.34,72.71,19.195,63.84,0.3222
2019,CDI0000001142,92.03,92.77,25.93,48.97,47.6,15.52,8.87,2249,10956,1,6910,13.78,6.12,5.22,66.23,5.237,78.32,0.2526
2012,CDI0000001143,59.5,60.05,32.79,42.05,31.43,34.28,12.95,2212,343,0,20997,1.77,46.03,12.56,54.65,1.038,65.8,0.8276
2010,CDI0000001144,54.76,46.53,41.45,56.25,46.03,10.95,2.82,3794,3982,1,21412,7.05,9.74,51.81,1.94,15.261,16.83,0.7548
2013,CDI0000001145,70.36,72.47,50.74,73.47,40.97,33.74,6.04,766,2611,1,13836,19.16,57.55,34.37,57.52,14.942,32.17,0.2914
2022,CDI0000001146,74.14,65.78,25.24,52.64,35.96,23.12,17.74,372,2054,1,7640,72.37,38.68,60.28,82.69,7.189,75.81,0.3946
2010,CDI0000001147,76.07,79.3,15.46,11.86,45.72,23.17,28.85,231,20583,0,13757,2.44,8.91,18.35,66.41,7.396,76.53,0.3614
2013,CDI0000001148,54.91,56.65,49.44,60.94,54.84,15.61,1.81,2809,4331,0,15124,79.37,27.78,45.3,17.5,5.026,72.16,0.8601
2016,CDI0000001149,84.15,63.05,34.5,90.76,46.31,21.82,33.91,3747,19062,1,22510,10.03,63.6,13.93,28.11,12.283,80.87,0.6483
2020,CDI0000001150,89.56,71.52,42.96,21.53,0.77,21.2,18.61,1169,22577,1,15211,24.72,13.2,50.02,55.11,2.887,95.1,0.4349
2024,CDI0000001151,79.57,63.07,2.08,39.57,47.5,16.14,4.67,4057,10931,1,21416,9.33,19.25,3.75,11.64,15.559,36.48,0.676
2013,CDI0000001152,36.27,23.13,37.53,8.32,31.68,30.05,7.25,1796,5741,0,23658,50.83,3.13,6.96,35.64,24.626,26.11,0.481
2024,CDI0000001153,59.92,37.7,37.08,11.39,46.27,9.95,16.02,3647,2779,1,430,20.75,33.5,77.93,76.19,18.136,47.76,0.8975
2018,CDI0000001154,62.17,42.11,44.73,59.5,10.72,12.79,34.77,1615,4136,1,22554,57.43,13.61,23.81,67.22,7.556,80.19,0.6819
2010,CDI0000001155,73.08,64.02,7.65,74.89,24.87,4.84,7.99,4402,16606,0,21070,74.82,82.62,25.8,25.71,23.152,35.78,0.5019
2018,CDI0000001156,70.21,63.79,16.63,80.04,13.8,27.05,19.26,740,7232,1,6951,26.96,27.13,76.46,71.12,5.466,16.6,0.2148
2022,CDI0000001157,35.09,31.52,30.07,21.95,29.65,16.27,2.05,2642,6133,0,5925,78.45,19.8,56.2,68.45,13.367,94.9,0.0214
2016,CDI0000001158,54.29,50.86,47.16,5.31,59.36,1.05,33.25,1350,1233,0,20722,41.77,70.49,34.5,10.0,17.832,80.08,0.9571
2011,CDI0000001159,59.23,61.24,29.19,64.45,39.52,18.69,19.52,1942,741,1,3133,42.51,3.14,74.72,29.2,0.74,52.15,0.5604
2013,CDI0000001160,98.88,86.9,15.55,4.94,41.82,14.64,13.2,1048,24903,0,14079,1.04,63.15,8.96,64.65,15.598,52.9,0.5684
2020,CDI0000001161,46.66,40.03,40.48,14.51,59.41,8.46,17.18,2588,22423,1,6796,21.94,77.81,54.63,52.35,2.371,71.17,0.2769
2014,CDI0000001162,51.87,45.84,27.13,5.73,12.87,15.27,28.04,1466,19943,0,23130,36.53,63.56,75.27,37.73,18.7,24.42,0.3085
2010,CDI0000001163,46.94,29.42,34.02,24.05,51.89,9.21,29.61,4570,20396,1,19199,10.51,79.4,63.59,27.36,15.92,21.81,0.0588
2018,CDI0000001164,53.97,39.45,3.74,30.32,8.29,14.22,31.24,2405,24883,1,19033,4.05,47.17,50.7,69.82,8.012,79.02,0.9134
2018,CDI0000001165,41.27,41.53,26.85,18.01,24.53,15.16,11.03,2944,12738,0,1801,22.3,72.52,14.05,68.88,18.894,62.84,0.4961
2010,CDI0000001166,84.88,52.58,11.47,51.65,41.03,8.98,4.15,2725,3922,1,14317,56.3,57.3,46.46,67.57,24.966,50.85,0.004
2018,CDI0000001167,73.04,57.4,48.48,32.16,19.73,2.71,5.16,136,2132,1,24532,80.53,21.96,79.76,81.09,16.324,51.21,0.1311
2014,CDI0000001168,80.04,74.34,3.98,24.6,25.36,7.59,28.18,2184,21103,0,5229,63.96,86.97,73.67,64.35,9.827,31.7,0.7615
2014,CDI0000001169,42.9,26.98,51.99,63.36,44.59,3.92,11.86,1065,10476,0,5894,42.6,27.21,76.5,29.83,1.019,13.94,0.7801
2011,CDI0000001170,99.67,95.77,45.26,75.22,31.37,13.13,6.26,1418,737,0,348,66.25,73.06,59.13,3.09,17.537,69.61,0.1502
2025,CDI0000001171,69.34,61.89,8.37,76.18,48.99,2.63,10.01,1475,2336,0,18419,37.69,6.08,24.73,65.53,5.179,9.06,0.6934
2024,CDI0000001172,79.87,51.35,26.43,79.41,48.58,26.94,7.61,1671,13827,1,1667,36.42,45.61,19.0,40.02,18.469,44.66,0.031
2011,CDI0000001173,52.5,39.52,26.11,10.99,6.71,2.64,19.07,97,773,0,21965,47.32,8.6,78.52,49.51,6.247,25.38,0.745
2016,CDI0000001174,51.51,38.18,37.46,61.0,10.53,5.36,5.88,3668,10404,1,15476,64.88,79.82,7.21,31.1,1.386,25.63,0.3602
2019,CDI0000001175,97.01,96.27,38.77,64.99,30.41,24.15,7.79,2306,5779,0,17785,60.57,45.74,78.87,22.61,17.583,68.21,0.3598
2023,CDI0000001176,96.75,66.31,45.96,0.96,12.08,33.43,26.59,3585,23456,0,16408,74.24,57.0,11.49,16.27,4.143,38.14,0.7032
2022,CDI0000001177,70.88,73.69,39.09,44.01,59.09,32.7,24.16,3044,14799,1,14093,56.26,11.92,78.56,36.82,2.826,35.82,0.2625
2014,CDI0000001178,65.58,68.08,3.12,47.94,6.07,23.88,28.91,702,1101,0,1394,12.21,71.42,16.82,76.85,19.534,35.86,0.6006
2012,CDI0000001179,92.53,71.2,52.04,16.1,24.99,33.2,6.59,4777,7222,0,10570,20.99,86.06,57.42,19.74,7.315,26.11,0.9659
2014,CDI0000001180,54.84,43.43,25.56,89.97,21.06,8.84,19.78,3538,1460,0,12883,3.0,65.34,71.89,18.4,13.558,69.51,0.5882
2011,CDI0000001181,99.35,100.0,22.1,32.64,54.36,7.6,4.96,2734,3820,0,10027,68.3,37.5,25.3,24.26,24.652,79.56,0.8043
2016,CDI0000001182,53.25,41.32,13.24,57.34,23.94,24.43,26.51,4419,5393,0,18547,5.44,1.77,33.3,82.58,13.962,31.2,0.6252
2014,CDI0000001183,97.11,97.03,48.53,39.1,23.9,18.61,0.93,4062,13918,0,3421,64.96,14.76,79.66,48.98,13.423,81.19,0.4016
2022,CDI0000001184,49.06,49.19,34.42,98.87,57.52,2.53,21.41,2172,16719,1,22087,51.32,5.21,36.9,92.22,10.586,33.5,0.3261
2018,CDI0000001185,38.39,39.63,48.21,84.3,27.8,20.15,9.01,4089,23602,1,17591,27.88,32.71,65.48,74.27,7.631,14.86,0.3848
2022,CDI0000001186,91.81,89.15,15.98,99.48,38.0,14.35,21.48,4171,24308,0,10511,61.63,54.93,29.33,67.82,21.664,60.52,0.8378
2021,CDI0000001187,66.12,49.82,8.76,16.28,50.74,22.24,10.61,3603,7571,0,16695,53.93,6.82,17.66,31.17,24.566,8.19,0.3054
2015,CDI0000001188,44.07,39.14,8.36,39.15,17.16,19.25,32.35,2409,7710,0,14042,26.89,6.79,55.11,27.21,17.658,21.59,0.7927
2015,CDI0000001189,91.05,80.1,23.65,84.34,16.14,33.27,33.41,854,20795,0,16050,65.71,7.28,75.28,84.68,10.195,81.92,0.8896
2019,CDI0000001190,45.48,40.08,25.12,57.27,34.95,22.28,1.46,800,2795,1,16395,39.08,0.95,55.61,16.88,8.663,6.77,0.731
2022,CDI0000001191,98.67,67.93,35.52,61.31,12.41,23.74,10.34,2563,17526,0,16586,13.83,65.99,34.35,0.97,3.191,84.68,0.4585
2010,CDI0000001192,36.44,23.79,47.74,34.14,1.78,24.75,30.4,2043,24686,0,12882,49.97,26.04,61.84,69.48,8.271,33.62,0.3909
2014,CDI0000001193,53.56,54.75,3.7,43.52,52.71,28.64,18.39,1956,24418,1,17134,5.97,26.49,66.09,40.62,24.899,86.87,0.942
2014,CDI0000001194,61.15,55.99,40.36,66.49,29.4,31.35,13.78,986,9319,0,4319,41.71,82.56,36.08,1.33,3.298,35.4,0.1681
2017,CDI0000001195,69.28,50.93,52.72,2.27,47.49,25.79,24.5,3595,8965,0,6057,11.01,88.56,61.52,26.58,15.917,5.18,0.6925
2025,CDI0000001196,70.08,53.59,42.74,23.05,21.42,23.0,29.71,4818,20994,1,3226,61.48,34.34,76.2,44.51,6.978,7.23,0.8244
2016,CDI0000001197,69.04,42.47,35.23,77.62,37.73,10.93,29.45,4990,23213,1,10347,43.84,56.02,25.01,81.72,4.179,54.26,0.6471
2016,CDI0000001198,67.55,50.4,49.84,37.64,33.65,23.75,34.82,3648,4184,0,23613,55.07,28.27,12.27,16.39,21.327,96.33,0.0831
2014,CDI0000001199,94.72,72.46,49.41,12.78,24.48,28.7,31.15,4491,2468,0,17526,68.44,10.42,43.5,79.58,20.298,0.36,0.6088
2010,CDI0000001200,41.63,28.93,51.77,58.83,58.4,31.68,19.06,3155,5240,1,21313,54.24,33.23,53.53,8.23,1.489,63.26,0.694
2023,CDI0000001201,51.59,47.53,36.95,11.63,5.23,27.75,2.66,2304,10376,1,24416,62.7,80.23,37.63,13.84,7.876,65.57,0.5386
2016,CDI0000001202,91.31,64.19,54.34,92.45,47.05,18.42,18.12,638,7750,0,24553,66.45,44.16,1.81,80.69,13.29,88.87,0.3126
2016,CDI0000001203,51.28,52.42,7.68,8.9,30.03,17.55,24.7,107,88,1,3003,37.2,79.99,37.92,80.52,17.22,60.8,0.9547
2021,CDI0000001204,62.66,49.95,21.72,11.28,1.74,3.1,16.33,2028,12961,1,6819,51.4,36.23,20.06,72.35,1.123,4.53,0.4786
2025,CDI0000001205,35.32,32.12,53.6,58.01,10.67,1.71,27.9,4802,8075,1,12915,61.37,23.95,21.43,56.02,10.323,57.55,0.3107
2022,CDI0000001206,47.83,36.8,48.8,73.63,0.01,27.07,28.03,1674,11965,1,10306,25.87,36.88,5.95,37.71,10.789,41.63,0.7869
2016,CDI0000001207,58.0,55.75,25.12,38.5,23.78,15.03,26.72,158,4819,0,1603,44.17,44.87,11.51,25.99,2.089,86.71,0.5515
2023,CDI0000001208,36.31,32.16,45.72,58.55,48.45,8.55,13.24,4179,19578,1,14042,17.4,3.92,47.56,58.44,3.684,73.87,0.1998
2014,CDI0000001209,89.16,78.54,42.98,58.85,12.04,22.21,29.02,2137,14919,1,13479,39.07,73.79,60.68,85.17,4.983,72.21,0.8504
2013,CDI0000001210,57.23,40.6,16.66,65.92,30.78,29.67,7.2,1287,11198,0,312,65.82,67.69,52.14,65.78,14.016,40.87,0.2282
2015,CDI0000001211,45.26,38.96,11.05,62.18,30.25,8.07,17.71,1727,11714,1,23671,36.48,83.9,69.7,51.23,15.82,86.15,0.2175
2013,CDI0000001212,47.72,36.77,21.39,77.3,17.01,33.1,12.64,2195,12927,1,12182,2.35,30.08,72.06,40.76,18.741,20.44,0.1672
2015,CDI0000001213,80.76,58.98,0.83,55.86,22.16,7.41,14.62,802,15953,0,19015,4.06,35.4,28.7,33.38,9.939,14.85,0.6848
2013,CDI0000001214,78.88,54.69,54.01,1.08,7.93,26.5,24.99,3658,23523,0,11747,54.28,53.32,15.21,2.76,8.208,81.27,0.9903
2017,CDI0000001215,45.19,44.27,11.35,51.4,14.15,30.64,17.0,736,24961,1,24996,78.05,41.89,63.02,83.05,11.844,81.56,0.1401
2025,CDI0000001216,63.94,56.36,20.37,10.69,0.59,23.24,28.51,3283,20065,1,20049,44.17,69.84,59.34,10.65,20.8,36.59,0.6489
2021,CDI0000001217,61.78,45.07,36.39,49.04,51.58,8.41,33.47,347,7570,1,13053,80.31,24.26,9.54,1.87,24.237,30.83,0.2241
2013,CDI0000001218,61.31,60.36,5.66,84.63,8.56,24.04,28.4,4225,23377,0,14575,26.64,76.65,42.77,22.27,18.631,22.75,0.8739
2020,CDI0000001219,56.43,34.25,42.63,32.45,29.75,10.12,28.72,4941,12179,0,8170,36.66,49.48,24.86,50.47,23.43,9.8,0.7415
2021,CDI0000001220,79.91,61.7,14.29,62.33,9.77,12.21,18.15,2953,2912,0,24063,35.23,78.92,2.54,21.07,19.401,74.56,0.7963
2020,CDI0000001221,47.8,39.81,27.78,94.61,42.42,18.69,24.59,3186,8604,0,9629,45.82,52.75,42.47,46.37,17.961,7.34,0.1633
2021,CDI0000001222,35.24,31.07,51.04,92.49,41.71,7.97,5.83,3819,4283,1,7541,52.68,76.52,26.81,44.21,6.014,6.44,0.9105
2025,CDI0000001223,45.72,36.44,43.67,80.42,16.43,5.37,25.28,160,19215,0,7022,15.41,89.72,24.93,42.97,2.982,14.62,0.0863
2022,CDI0000001224,83.78,64.45,7.71,45.04,34.51,0.98,13.14,3968,3610,0,6356,84.46,39.14,8.96,93.45,3.591,15.57,0.4019
2025,CDI0000001225,83.62,55.87,50.97,93.71,49.14,7.59,19.91,4819,21959,1,10203,20.3,86.84,54.72,36.09,18.7,29.9,0.7871
2014,CDI0000001226,39.77,26.5,47.14,33.64,10.76,2.13,13.34,2586,1429,1,13363,62.53,4.3,32.33,63.6,2.696,48.52,0.0619
2014,CDI0000001227,49.76,40.48,34.75,55.61,26.62,6.46,14.35,592,9737,0,579,55.27,36.89,17.88,6.28,0.994,28.12,0.2657
2021,CDI0000001228,62.08,47.37,23.55,45.03,26.32,15.65,6.31,4263,16940,0,9686,20.45,65.01,40.0,6.05,10.028,69.32,0.2338
2015,CDI0000001229,68.97,42.27,38.43,1.57,55.39,11.1,33.98,606,1257,0,7486,83.41,26.18,33.82,63.57,14.497,25.46,0.2243
2019,CDI0000001230,82.1,70.42,4.44,44.2,50.07,13.3,4.69,577,23336,0,11153,32.56,62.98,16.88,42.76,4.583,2.01,0.1875
2019,CDI0000001231,87.58,65.64,21.38,89.72,1.15,16.01,31.68,74,24083,0,8396,5.21,8.65,63.96,72.46,6.899,40.85,0.4944
2021,CDI0000001232,97.18,82.38,9.05,50.16,57.38,29.67,10.09,371,5766,1,23647,63.19,4.92,33.16,2.01,17.89,62.1,0.9971
2022,CDI0000001233,61.8,60.93,47.94,96.3,10.07,29.96,10.04,1105,9744,0,22433,1.97,70.74,79.08,73.65,14.587,22.53,0.0669
2021,CDI0000001234,97.7,83.66,2.81,32.26,23.43,16.66,29.8,313,18272,0,11749,68.51,48.06,62.92,94.08,9.653,83.48,0.2324
2018,CDI0000001235,73.46,61.39,40.3,54.21,49.19,0.13,17.93,4187,18578,1,7250,15.78,66.11,79.82,42.5,6.915,74.9,0.9196
2019,CDI0000001236,44.1,37.73,40.01,0.25,3.38,13.83,10.04,111,3867,0,22397,32.04,70.22,70.19,13.7,24.428,6.67,0.7143
2025,CDI0000001237,42.02,31.85,38.26,32.7,6.31,28.39,1.57,2674,3225,0,6170,55.62,27.9,9.51,83.76,4.796,61.88,0.4105
2024,CDI0000001238,83.22,60.23,26.93,4.24,13.74,28.22,2.63,381,5182,1,6787,55.9,49.03,31.11,68.07,7.026,40.33,0.6107
2010,CDI0000001239,51.17,50.5,11.0,74.4,10.67,20.66,6.85,2438,13582,1,11825,63.2,58.02,19.67,20.63,21.603,32.18,0.6038
2019,CDI0000001240,97.48,73.52,8.31,14.53,59.66,25.27,33.21,3425,10146,0,13033,60.41,54.16,51.71,88.59,15.646,35.77,0.6439
2011,CDI0000001241,88.85,60.66,41.95,86.09,1.13,4.65,34.61,2992,23952,1,18408,67.82,30.12,5.3,69.15,12.371,65.83,0.2748
2025,CDI0000001242,37.86,39.02,25.54,39.41,27.4,9.25,22.56,25,12706,1,11049,28.92,70.16,45.12,40.26,17.835,97.14,0.5727
2025,CDI0000001243,55.0,39.94,43.48,33.51,17.75,27.22,3.09,2327,14342,0,24626,78.17,77.2,61.04,41.77,20.944,7.39,0.7597
2020,CDI0000001244,49.6,44.85,46.57,5.49,38.29,32.04,28.86,3321,17690,0,7365,37.06,32.34,46.23,48.7,14.224,66.87,0.4401
2011,CDI0000001245,61.72,60.37,20.74,52.1,51.96,20.36,22.66,4869,20669,1,11608,16.77,87.64,38.32,30.53,3.138,32.83,0.0449
2016,CDI0000001246,49.12,38.27,39.35,31.69,56.95,22.56,18.82,3224,11210,1,8197,61.65,7.36,52.16,29.51,1.718,88.81,0.5501
2016,CDI0000001247,44.24,40.83,41.83,48.07,13.59,0.38,33.78,399,14881,0,19411,32.84,26.97,53.67,73.09,6.256,53.84,0.2501
2020,CDI0000001248,42.49,44.41,53.76,49.03,14.17,11.55,5.94,4715,15907,1,18937,55.13,70.55,38.43,78.93,0.325,63.26,0.1181
2012,CDI0000001249,51.49,46.93,5.1,38.02,36.45,30.97,18.07,4156,9051,1,3620,13.8,35.77,5.95,48.52,18.325,94.26,0.2966
2015,CDI0000001250,41.04,24.74,44.62,49.87,59.92,17.89,17.53,4027,2886,0,11105,39.93,62.03,43.56,9.11,7.27,27.6,0.1068
2017,CDI0000001251,83.55,66.64,40.27,50.13,51.26,8.29,15.9,277,24468,0,180,68.24,12.53,7.35,60.66,14.163,19.4,0.9986
2025,CDI0000001252,64.81,39.07,37.72,23.73,30.28,31.38,12.27,3978,2223,0,22339,71.33,85.07,5.59,5.35,22.467,8.17,0.5275
2024,CDI0000001253,93.64,90.48,22.21,37.9,51.9,14.67,25.99,3350,7305,0,18899,53.27,47.72,30.82,44.52,2.001,44.69,0.2401
