labor_unemp_claims_week_ending,labor_unemp_local_area_unemployment_code,labor_unemp_labor_force_level,labor_unemp_employed_level,labor_unemp_unemployed_level,labor_unemp_unemployment_rate_pct,labor_unemp_insured_unemployment_rate_pct,labor_unemp_initial_claims_count,labor_unemp_continued_claims_count,labor_unemp_benefit_exhaustions_count,labor_unemp_new_hires_rate_pct,labor_unemp_job_openings_rate_pct,labor_unemp_quit_rate_pct,labor_unemp_layoff_rate_pct,labor_unemp_workshare_participants,labor_unemp_seasonal_adjustment_method,labor_unemp_pandemic_program_flag,labor_unemp_revisions_cycle_id,labor_unemp_data_source_agency,labor_unemp_publication_date
2023-08-06,LAUIN100897,5502647,5223663,278984,5.07,2.45,78345,266279,17719,3.2,8.03,0.56,1.97,7472,TRAMO_SEATS,N,RC2023_10,ESIC,2025-04-01
2023-12-31,LAUIN100898,1048770,846673,202097,19.27,6.54,90297,118621,16113,6.06,7.93,4.77,1.35,5456,TRAMO_SEATS,Y,RC2024_11,State_Lab_Department,2023-03-12
2018-09-09,LAUIN100899,3913830,3763539,150291,3.84,8.62,20531,203031,26990,0.3,7.8,0.25,3.93,9134,MOVING_AVG,Y,RC2025_12,CMIE,2019-08-14
2020-04-05,LAUIN100900,2544951,2526373,18578,0.73,0.66,115640,34485,28120,7.53,3.69,0.89,6.62,8380,MOVING_AVG,N,RC2020_01,LabourBureau,2025-01-23
2021-04-25,LAUIN100901,4871999,4274205,597794,12.27,6.97,55228,256999,49841,1.65,6.68,4.64,6.17,12328,NONE,N,RC2021_02,MOSPI,2023-10-24
2021-08-08,LAUIN100902,541980,447026,94954,17.52,7.99,106044,89654,21837,4.87,1.55,5.87,2.31,13130,X13,Y,RC2022_03,CMIE,2022-07-27
2019-10-06,LAUIN100903,2006953,1693869,313084,15.6,1.05,32266,296178,4777,6.16,3.41,5.27,2.89,18150,X13,N,RC2023_04,LabourBureau,2024-03-08
2020-05-24,LAUIN100904,4674463,3860639,813824,17.41,9.97,88776,36612,43531,3.98,3.17,3.08,5.76,19352,X13,Y,RC2024_05,MOSPI,2023-02-15
2018-04-29,LAUIN100905,2908886,2439101,469785,16.15,4.9,71024,46414,44128,3.76,4.81,2.25,0.43,47,TRAMO_SEATS,Y,RC2025_06,LabourBureau,2023-11-21
2024-09-29,LAUIN100906,46473,41059,5414,11.65,1.63,36494,2701,46225,3.61,5.75,1.23,3.34,11266,NONE,N,RC2020_07,EPFO,2020-04-15
2019-06-30,LAUIN100907,4364951,3505493,859458,19.69,1.53,96345,98715,31447,6.47,0.79,1.31,0.29,18037,MOVING_AVG,Y,RC2021_08,ESIC,2021-12-09
2023-11-05,LAUIN100908,643907,523948,119959,18.63,1.79,44733,37798,36285,4.56,4.51,5.86,4.95,3330,X13,N,RC2022_09,EPFO,2021-05-22
2021-08-22,LAUIN100909,3470968,3027726,443242,12.77,1.97,65905,333742,3532,3.16,3.82,4.43,4.56,757,MOVING_AVG,Y,RC2023_10,CMIE,2023-10-15
2019-08-11,LAUIN100910,519226,465383,53843,10.37,4.13,86391,179322,6397,6.0,7.15,3.23,1.09,5168,TRAMO_SEATS,Y,RC2024_11,LabourBureau,2022-09-20
2022-10-16,LAUIN100911,2108563,1954849,153714,7.29,4.05,75336,192879,16880,2.55,6.05,2.62,3.49,4442,TRAMO_SEATS,Y,RC2025_12,EPFO,2023-09-24
2022-04-17,LAUIN100912,3378293,2720540,657753,19.47,9.93,101183,181640,7536,1.68,6.21,0.4,4.86,2563,TRAMO_SEATS,Y,RC2020_01,ESIC,2023-07-29
2019-07-28,LAUIN100913,2301445,1907668,393777,17.11,0.41,11474,349056,20343,2.6,7.19,0.29,6.52,2789,NONE,Y,RC2021_02,CMIE,2025-10-14
2023-05-21,LAUIN100914,5815703,4714791,1100912,18.93,3.1,8623,294710,42550,0.21,2.27,4.81,6.27,8864,X13,N,RC2022_03,State_Lab_Department,2022-10-05
2019-11-03,LAUIN100915,5287533,4719652,567881,10.74,3.2,97416,262852,41054,2.19,1.02,1.39,0.71,11801,X13,Y,RC2023_04,EPFO,2022-11-19
2024-12-22,LAUIN100916,1611056,1397108,213948,13.28,3.33,31624,268617,16115,4.08,3.01,3.21,0.22,611,NONE,Y,RC2024_05,LabourBureau,2023-05-31
2022-04-10,LAUIN100917,5259767,5084617,175150,3.33,3.42,96978,209830,15274,6.92,4.56,3.68,3.79,17885,NONE,Y,RC2025_06,ESIC,2025-02-25
2021-06-06,LAUIN100918,3181142,2787317,393825,12.38,7.66,35428,40912,19191,4.72,3.8,0.78,2.46,5754,X13,Y,RC2020_07,CMIE,2024-03-06
2019-05-26,LAUIN100919,866605,752214,114391,13.2,8.6,100247,199075,47460,0.7,9.27,0.86,5.83,7529,NONE,N,RC2021_08,State_Lab_Department,2022-12-14
2024-03-03,LAUIN100920,3413458,3385809,27649,0.81,3.6,116077,247701,20752,0.12,1.52,1.11,5.45,5282,NONE,Y,RC2022_09,LabourBureau,2024-01-07
2023-04-09,LAUIN100921,2255635,1877591,378044,16.76,3.85,20190,303375,5071,4.78,8.26,0.53,0.87,14540,NONE,N,RC2023_10,ESIC,2025-10-30
2020-03-08,LAUIN100922,1356521,1117502,239019,17.62,5.06,10227,256239,20513,2.49,4.81,1.91,1.82,18063,NONE,Y,RC2024_11,CMIE,2024-07-11
2020-03-29,LAUIN100923,4851179,3902289,948890,19.56,3.57,73222,24768,21429,3.3,8.64,1.53,3.59,4881,NONE,Y,RC2025_12,State_Lab_Department,2024-05-23
2024-12-15,LAUIN100924,4391248,3846734,544514,12.4,8.05,91835,251452,28655,5.35,5.74,0.87,3.33,9515,MOVING_AVG,N,RC2020_01,EPFO,2020-12-16
2019-09-15,LAUIN100925,2624810,2300122,324688,12.37,7.1,21000,255022,17886,4.23,5.79,4.07,4.78,19302,MOVING_AVG,N,RC2021_02,LabourBureau,2019-02-18
2022-08-07,LAUIN100926,5066273,4763817,302456,5.97,1.49,86208,342957,45344,5.37,3.75,1.3,0.22,17536,MOVING_AVG,N,RC2022_03,LabourBureau,2024-08-04
2021-01-10,LAUIN100927,2334606,2249860,84746,3.63,7.98,92251,4547,18016,4.78,6.96,0.12,1.66,3675,NONE,N,RC2023_04,State_Lab_Department,2024-05-05
2021-10-03,LAUIN100928,4099339,3784920,314419,7.67,0.97,50013,321584,34611,5.15,8.31,3.18,3.55,5363,MOVING_AVG,N,RC2024_05,LabourBureau,2019-09-19
2022-08-07,LAUIN100929,4022608,3473925,548683,13.64,5.51,32774,134565,2875,7.83,7.24,3.74,2.46,5718,TRAMO_SEATS,Y,RC2025_06,ESIC,2022-06-29
2018-03-25,LAUIN100930,4751781,4136901,614880,12.94,1.77,55521,322983,6896,3.58,8.03,0.58,4.35,2922,NONE,Y,RC2020_07,CMIE,2021-12-23
2023-12-17,LAUIN100931,3708298,2995934,712364,19.21,9.78,32912,273265,2848,1.22,8.3,0.56,3.04,15200,X13,Y,RC2021_08,ESIC,2024-10-04
2019-12-15,LAUIN100932,818661,682600,136061,16.62,3.21,110747,70343,25781,2.93,3.15,0.04,5.63,826,NONE,N,RC2022_09,LabourBureau,2021-06-04
2024-06-09,LAUIN100933,990848,955971,34877,3.52,6.0,117730,127457,32558,1.79,7.48,1.07,2.96,9911,X13,N,RC2023_10,LabourBureau,2020-02-05
2019-12-15,LAUIN100934,3644038,3450540,193498,5.31,2.42,38367,100701,23718,5.35,6.97,0.04,5.07,6634,MOVING_AVG,N,RC2024_11,ESIC,2025-01-14
2022-05-15,LAUIN100935,4680064,3852161,827903,17.69,5.03,54155,209967,7241,0.07,2.83,4.63,6.51,8493,TRAMO_SEATS,Y,RC2025_12,LabourBureau,2020-02-24
2024-08-18,LAUIN100936,777595,623943,153652,19.76,2.81,93546,274893,2729,2.33,4.72,1.81,3.98,11029,NONE,N,RC2020_01,LabourBureau,2019-11-02
2020-04-05,LAUIN100937,277586,241639,35947,12.95,4.49,104689,51944,564,2.45,7.19,4.49,6.58,19157,X13,N,RC2021_02,ESIC,2025-12-12
2020-09-27,LAUIN100938,3357611,3035617,321994,9.59,2.31,108709,200079,49181,3.37,8.79,5.54,5.05,13909,MOVING_AVG,Y,RC2022_03,EPFO,2022-03-05
2022-03-13,LAUIN100939,3395003,3066028,328975,9.69,2.55,48065,152862,2407,4.48,6.92,1.44,5.36,3138,TRAMO_SEATS,Y,RC2023_04,State_Lab_Department,2021-08-28
2018-01-21,LAUIN100940,2287772,2144329,143443,6.27,0.15,58438,96090,24834,4.96,4.99,3.85,1.94,8435,MOVING_AVG,N,RC2024_05,ESIC,2025-02-01
2020-09-27,LAUIN100941,5752024,4718961,1033063,17.96,8.57,58332,131300,47138,5.94,4.81,5.71,4.26,2425,TRAMO_SEATS,Y,RC2025_06,EPFO,2021-05-16
2021-02-21,LAUIN100942,4599288,4018398,580890,12.63,1.12,40395,26719,16093,7.62,0.96,1.03,3.88,19875,MOVING_AVG,N,RC2020_07,MOSPI,2020-11-20
2022-02-13,LAUIN100943,4385190,3512099,873091,19.91,3.7,96761,214575,11054,7.54,6.03,4.94,0.82,5613,TRAMO_SEATS,N,RC2021_08,LabourBureau,2022-09-12
2023-02-12,LAUIN100944,2191274,1832344,358930,16.38,9.93,30882,289755,43760,1.99,7.27,0.9,1.41,9963,MOVING_AVG,N,RC2022_09,MOSPI,2022-08-29
2024-08-18,LAUIN100945,2855378,2481895,373483,13.08,5.35,61381,288355,19124,7.85,6.57,3.62,3.08,102,TRAMO_SEATS,Y,RC2023_10,State_Lab_Department,2021-02-12
2018-08-12,LAUIN100946,1817655,1602990,214665,11.81,3.47,88621,9411,5708,5.61,6.7,5.85,6.75,5595,NONE,N,RC2024_11,MOSPI,2020-11-29
2023-09-24,LAUIN100947,1668308,1484795,183513,11.0,4.54,68065,332577,34523,5.11,4.81,5.71,6.45,17114,TRAMO_SEATS,Y,RC2025_12,CMIE,2023-10-26
2021-10-03,LAUIN100948,5003207,4382310,620897,12.41,6.68,94201,246107,23794,4.09,6.34,5.63,0.39,12638,NONE,Y,RC2020_01,CMIE,2023-06-13
2021-11-28,LAUIN100949,2845194,2720006,125188,4.4,2.69,40,288333,26532,2.74,4.01,5.1,2.56,5998,TRAMO_SEATS,Y,RC2021_02,CMIE,2022-05-30
2021-04-18,LAUIN100950,1247142,1224070,23072,1.85,5.42,7211,203010,1921,7.06,6.72,5.3,4.52,6030,X13,N,RC2022_03,LabourBureau,2019-04-27
2023-02-26,LAUIN100951,3886673,3527934,358739,9.23,3.11,113583,48525,32906,2.08,0.05,3.5,4.55,2445,NONE,N,RC2023_04,ESIC,2019-09-25
2024-04-14,LAUIN100952,484545,397473,87072,17.97,4.44,115485,63746,8971,2.44,2.75,5.44,2.83,7409,TRAMO_SEATS,Y,RC2024_05,EPFO,2021-12-15
2024-12-29,LAUIN100953,3543726,3307360,236366,6.67,0.66,83906,234229,2119,1.04,0.7,1.0,1.01,13827,TRAMO_SEATS,Y,RC2025_06,CMIE,2021-04-16
2024-12-22,LAUIN100954,1555956,1440660,115296,7.41,4.78,21286,104840,16712,1.65,7.46,0.41,3.73,12891,X13,Y,RC2020_07,LabourBureau,2019-04-11
2022-12-25,LAUIN100955,3900415,3574731,325684,8.35,9.12,77572,12854,27991,6.25,5.09,3.25,5.53,5519,NONE,Y,RC2021_08,MOSPI,2020-07-13
2020-09-27,LAUIN100956,2034766,1765363,269403,13.24,9.41,4279,98430,2668,1.58,9.83,1.2,1.91,13743,NONE,Y,RC2022_09,MOSPI,2019-09-11
2022-05-08,LAUIN100957,326505,321673,4832,1.48,0.61,35452,213921,1292,5.01,6.43,2.79,3.51,18046,X13,Y,RC2023_10,MOSPI,2019-04-12
2022-05-29,LAUIN100958,3831898,3746447,85451,2.23,1.08,31465,262185,12973,3.86,4.64,0.64,3.35,4432,X13,N,RC2024_11,EPFO,2021-08-14
2021-05-02,LAUIN100959,5784136,5122431,661705,11.44,7.98,77896,257499,17850,7.75,4.65,3.08,6.08,17704,NONE,Y,RC2025_12,CMIE,2020-01-04
2022-10-16,LAUIN100960,3601797,3185430,416367,11.56,8.36,119388,93146,21591,4.58,8.26,0.68,0.94,10798,NONE,Y,RC2020_01,LabourBureau,2024-02-07
2021-03-14,LAUIN100961,4020348,3926272,94076,2.34,7.03,31431,125735,427,1.6,6.94,0.5,2.15,560,TRAMO_SEATS,Y,RC2021_02,ESIC,2025-10-24
2020-07-12,LAUIN100962,2298242,2101743,196499,8.55,2.3,119495,25755,26359,4.78,5.17,4.17,3.36,6261,MOVING_AVG,Y,RC2022_03,EPFO,2024-05-09
2023-10-29,LAUIN100963,1810319,1486453,323866,17.89,8.44,108970,293962,6706,2.28,8.42,0.67,6.53,5633,X13,N,RC2023_04,ESIC,2022-02-21
2021-05-30,LAUIN100964,2217635,1834206,383429,17.29,5.83,63860,113156,7600,7.51,6.59,1.05,2.35,18521,NONE,N,RC2024_05,State_Lab_Department,2025-11-24
2021-10-03,LAUIN100965,1623097,1431572,191525,11.8,3.32,108362,165261,47033,4.14,3.67,1.71,6.5,13787,MOVING_AVG,Y,RC2025_06,State_Lab_Department,2019-10-03
2024-01-28,LAUIN100966,548946,450356,98590,17.96,7.89,85902,338968,26788,2.15,2.69,1.95,5.35,9941,X13,Y,RC2020_07,MOSPI,2019-12-15
2024-12-29,LAUIN100967,5161603,4522081,639522,12.39,1.27,73811,23224,20867,0.28,3.98,0.66,2.59,19587,NONE,Y,RC2021_08,State_Lab_Department,2025-02-06
2019-11-10,LAUIN100968,1055143,929687,125456,11.89,7.66,41833,111524,22869,1.04,6.36,4.22,0.64,19148,X13,Y,RC2022_09,CMIE,2024-07-08
2022-03-27,LAUIN100969,5990076,5682187,307889,5.14,0.6,72620,331474,28128,2.95,5.14,5.85,2.2,8457,MOVING_AVG,Y,RC2023_10,MOSPI,2019-11-30
2018-12-30,LAUIN100970,3573580,2968573,605007,16.93,1.69,67823,23587,43038,5.73,6.68,5.95,0.39,16719,MOVING_AVG,N,RC2024_11,MOSPI,2022-02-27
2020-03-29,LAUIN100971,1066513,866436,200077,18.76,4.62,117697,117098,47428,3.64,9.39,1.98,3.08,10084,TRAMO_SEATS,N,RC2025_12,LabourBureau,2023-06-23
2019-11-17,LAUIN100972,1092055,1070870,21185,1.94,8.78,61229,167650,7953,5.51,7.02,3.92,1.27,19648,X13,Y,RC2020_01,EPFO,2024-05-16
2019-05-12,LAUIN100973,2187562,2028089,159473,7.29,1.28,79622,287996,20065,0.74,2.88,5.19,0.42,54,X13,N,RC2021_02,LabourBureau,2025-05-05
2022-08-28,LAUIN100974,4279717,4190699,89018,2.08,8.34,83938,45863,35824,6.15,4.78,5.11,6.93,8464,TRAMO_SEATS,Y,RC2022_03,ESIC,2021-04-28
2018-05-20,LAUIN100975,2462217,2421098,41119,1.67,8.83,111004,324180,48067,7.58,0.6,0.89,2.54,336,NONE,Y,RC2023_04,CMIE,2024-05-05
2020-12-13,LAUIN100976,3696034,3404048,291986,7.9,6.92,33724,248977,31426,6.04,6.94,5.29,0.55,5048,X13,Y,RC2024_05,CMIE,2020-05-09
2020-02-09,LAUIN100977,5781530,4919504,862026,14.91,6.02,92290,200109,26344,2.29,6.05,0.83,1.63,2849,X13,N,RC2025_06,EPFO,2020-04-02
2022-01-16,LAUIN100978,600784,491081,109703,18.26,1.65,34464,97487,282,1.39,3.74,0.23,2.18,5862,TRAMO_SEATS,Y,RC2020_07,State_Lab_Department,2021-01-28
2024-06-23,LAUIN100979,1565996,1371343,194653,12.43,5.87,36008,116404,19802,3.73,2.53,0.79,0.69,4564,NONE,Y,RC2021_08,MOSPI,2021-05-03
2019-04-07,LAUIN100980,1025064,842706,182358,17.79,7.44,17184,77237,8112,5.93,0.02,4.64,5.25,8240,MOVING_AVG,Y,RC2022_09,LabourBureau,2019-10-30
2024-06-30,LAUIN100981,2646603,2522213,124390,4.7,3.27,117548,279452,26083,6.83,2.11,0.65,0.68,14818,TRAMO_SEATS,N,RC2023_10,ESIC,2020-08-24
2020-04-19,LAUIN100982,4713570,3905193,808377,17.15,1.91,61185,349842,8206,3.86,4.56,0.84,1.07,7998,X13,N,RC2024_11,EPFO,2021-09-10
2018-03-25,LAUIN100983,1913759,1599520,314239,16.42,5.75,110398,117024,17750,0.37,1.63,4.82,3.32,346,NONE,N,RC2025_12,ESIC,2022-06-21
2023-04-09,LAUIN100984,2779590,2265366,514224,18.5,3.53,28283,56602,38504,0.26,9.0,3.46,4.14,2793,NONE,N,RC2020_01,MOSPI,2021-04-14
2022-07-31,LAUIN100985,5718871,5465526,253345,4.43,1.71,2814,11015,40345,1.11,5.62,1.93,6.73,12738,NONE,N,RC2021_02,LabourBureau,2023-10-07
2021-12-26,LAUIN100986,4439802,3629095,810707,18.26,3.62,24930,251746,40235,4.47,7.79,3.59,2.62,18485,NONE,Y,RC2022_03,ESIC,2023-01-17
2018-06-10,LAUIN100987,3774150,3268037,506113,13.41,2.16,18085,93778,17452,0.15,7.45,1.0,0.68,17261,X13,Y,RC2023_04,LabourBureau,2020-12-30
2019-04-21,LAUIN100988,964677,856923,107754,11.17,5.4,26644,343567,18200,7.8,8.16,0.9,5.75,18557,X13,Y,RC2024_05,State_Lab_Department,2021-12-04
2018-07-29,LAUIN100989,2250986,1958583,292403,12.99,8.8,21663,135258,12875,6.65,2.93,4.0,5.25,6936,TRAMO_SEATS,Y,RC2025_06,LabourBureau,2020-03-09
2020-01-05,LAUIN100990,571307,476642,94665,16.57,6.71,98596,263283,33978,7.01,6.91,3.79,1.35,8133,TRAMO_SEATS,Y,RC2020_07,ESIC,2024-04-07
2018-05-06,LAUIN100991,821875,786370,35505,4.32,6.09,86073,292635,7835,6.42,1.47,0.31,3.81,3170,MOVING_AVG,N,RC2021_08,LabourBureau,2019-10-08
2020-08-16,LAUIN100992,3426771,3199234,227537,6.64,6.38,111599,127956,35400,6.04,6.62,0.67,2.18,3079,X13,Y,RC2022_09,LabourBureau,2020-12-22
2022-01-23,LAUIN100993,1207093,1013838,193255,16.01,1.19,57466,276832,36685,4.5,0.73,1.1,0.91,16228,MOVING_AVG,N,RC2023_10,EPFO,2025-02-08
2023-12-10,LAUIN100994,4782784,3842967,939817,19.65,6.7,4360,229485,18477,5.31,3.21,4.56,1.66,5538,X13,Y,RC2024_11,MOSPI,2020-02-17
2024-09-22,LAUIN100995,4366931,4257322,109609,2.51,1.41,58607,74560,47035,5.31,3.88,2.99,4.82,14204,X13,Y,RC2025_12,State_Lab_Department,2024-12-27
2021-11-21,LAUIN100996,1463215,1209933,253282,17.31,6.98,13555,13718,36094,7.11,7.08,4.18,6.8,4380,X13,N,RC2020_01,LabourBureau,2023-06-06
2024-11-03,LAUIN100997,5715923,4928841,787082,13.77,3.56,90850,47741,30472,4.33,5.58,0.53,1.78,10021,NONE,N,RC2021_02,MOSPI,2022-12-06
2023-07-30,LAUIN100998,2838520,2804742,33778,1.19,4.85,78479,188623,32234,2.99,3.84,1.29,4.33,12349,MOVING_AVG,Y,RC2022_03,CMIE,2023-06-13
2021-02-07,LAUIN100999,4392969,4053832,339137,7.72,3.26,69450,126668,18827,6.01,5.78,0.56,6.77,5311,TRAMO_SEATS,Y,RC2023_04,EPFO,2025-04-21
2024-10-06,LAUIN101000,2810377,2645689,164688,5.86,9.23,95496,247162,45037,1.83,3.4,4.6,4.4,7840,X13,Y,RC2024_05,EPFO,2022-10-24
2020-01-26,LAUIN101001,364092,340427,23665,6.5,5.56,666,69660,7776,2.24,7.44,1.05,6.65,19631,X13,N,RC2025_06,ESIC,2025-10-06
2020-07-19,LAUIN101002,4856794,3984029,872765,17.97,0.48,53881,150269,2609,7.67,7.55,4.29,1.35,19940,NONE,Y,RC2020_07,LabourBureau,2023-02-09
2021-12-19,LAUIN101003,3490178,3036106,454072,13.01,8.73,60732,199578,19740,5.92,4.87,0.46,5.48,63,TRAMO_SEATS,N,RC2021_08,MOSPI,2025-09-18
2020-06-28,LAUIN101004,5458923,5117741,341182,6.25,4.61,105149,137100,197,1.87,0.69,5.55,3.43,5813,NONE,N,RC2022_09,EPFO,2022-03-30
2024-02-25,LAUIN101005,1486747,1242029,244718,16.46,6.99,83924,25880,23309,5.92,9.19,0.58,5.54,1521,MOVING_AVG,Y,RC2023_10,State_Lab_Department,2021-04-11
2020-03-08,LAUIN101006,3283269,2822955,460314,14.02,5.84,118263,83312,42806,4.26,8.01,5.34,0.65,19577,TRAMO_SEATS,N,RC2024_11,State_Lab_Department,2022-11-03
2019-06-30,LAUIN101007,4738048,4310203,427845,9.03,3.26,23584,179533,43562,5.65,0.98,4.66,4.3,16176,TRAMO_SEATS,Y,RC2025_12,State_Lab_Department,2019-08-06
2020-05-24,LAUIN101008,4579030,3809753,769277,16.8,5.19,40627,161643,15004,5.98,3.27,1.06,5.97,9436,NONE,N,RC2020_01,MOSPI,2019-05-18
2020-02-23,LAUIN101009,1781808,1717307,64501,3.62,0.36,17533,159905,27685,7.48,5.61,2.5,2.5,16393,X13,Y,RC2021_02,MOSPI,2024-11-18
2021-05-23,LAUIN101010,2246784,1892916,353868,15.75,4.08,17703,245505,2384,4.72,8.15,4.64,0.52,15391,NONE,N,RC2022_03,State_Lab_Department,2021-07-29
2023-05-14,LAUIN101011,772495,643721,128774,16.67,8.86,116387,130806,45066,1.01,9.95,4.95,2.14,2028,X13,Y,RC2023_04,EPFO,2021-06-27
2022-04-17,LAUIN101012,2228983,2204910,24073,1.08,5.02,2053,35273,22043,1.94,2.84,1.97,3.93,4802,MOVING_AVG,N,RC2024_05,MOSPI,2020-11-19
2024-05-05,LAUIN101013,3798390,3571627,226763,5.97,0.78,42436,176154,4175,5.64,4.61,2.5,6.14,13328,NONE,N,RC2025_06,LabourBureau,2023-08-15
2020-09-06,LAUIN101014,5293164,4293815,999349,18.88,8.63,105930,152608,49205,4.78,8.12,4.24,3.81,4995,NONE,Y,RC2020_07,LabourBureau,2025-08-07
2021-05-23,LAUIN101015,3244921,2790633,454288,14.0,1.36,92213,323085,10474,1.22,6.99,5.92,1.82,5321,X13,Y,RC2021_08,State_Lab_Department,2025-07-06
2022-02-27,LAUIN101016,3684811,3059868,624943,16.96,1.19,79067,193647,22089,3.0,3.56,2.92,4.37,3555,NONE,Y,RC2022_09,State_Lab_Department,2019-12-21
2023-12-03,LAUIN101017,4696978,4037992,658986,14.03,0.2,88520,128583,6508,5.7,6.01,5.73,3.71,1357,NONE,Y,RC2023_10,State_Lab_Department,2024-11-21
2018-07-29,LAUIN101018,2891431,2614432,276999,9.58,8.72,34875,66692,29207,7.55,5.11,4.35,3.18,4757,NONE,Y,RC2024_11,CMIE,2020-07-13
2024-09-29,LAUIN101019,355681,346220,9461,2.66,9.18,64003,347826,24961,2.81,1.44,1.83,5.08,13706,TRAMO_SEATS,N,RC2025_12,LabourBureau,2021-05-12
2019-12-29,LAUIN101020,4941945,4595515,346430,7.01,7.33,118470,290197,5998,4.44,8.36,3.75,2.97,15326,TRAMO_SEATS,N,RC2020_01,State_Lab_Department,2024-04-16
2019-11-10,LAUIN101021,3355070,3034997,320073,9.54,5.49,16104,308301,16056,6.43,5.03,1.24,1.95,3320,TRAMO_SEATS,Y,RC2021_02,EPFO,2025-09-15
2024-07-21,LAUIN101022,5585396,5241895,343501,6.15,4.48,103682,221586,10023,2.77,5.06,0.65,4.44,5085,X13,Y,RC2022_03,LabourBureau,2021-12-19
2019-11-03,LAUIN101023,1427541,1150741,276800,19.39,5.02,101537,111780,40026,4.71,6.57,3.06,5.61,14629,MOVING_AVG,Y,RC2023_04,ESIC,2019-05-29
2023-10-29,LAUIN101024,2584029,2130791,453238,17.54,1.41,104762,268803,840,2.17,3.2,3.48,3.59,13520,MOVING_AVG,Y,RC2024_05,State_Lab_Department,2022-12-10
2024-07-28,LAUIN101025,4789002,4444194,344808,7.2,4.84,5701,172526,19380,0.64,1.27,0.63,6.17,14159,TRAMO_SEATS,Y,RC2025_06,EPFO,2019-09-19
2022-06-19,LAUIN101026,2816952,2598920,218032,7.74,3.56,50801,110389,32095,0.96,4.11,3.11,2.05,8672,TRAMO_SEATS,Y,RC2020_07,LabourBureau,2022-11-27
2021-04-18,LAUIN101027,1295909,1235520,60389,4.66,3.99,21232,236002,30249,0.89,1.26,2.19,3.2,1689,TRAMO_SEATS,N,RC2021_08,EPFO,2024-09-19
2023-09-10,LAUIN101028,3360814,3087916,272898,8.12,0.86,45088,127792,28395,1.57,6.88,5.14,2.55,6915,NONE,Y,RC2022_09,ESIC,2022-02-08
2023-09-17,LAUIN101029,316548,283343,33205,10.49,9.61,67098,162817,24533,2.48,7.36,4.51,2.87,8503,MOVING_AVG,Y,RC2023_10,State_Lab_Department,2025-02-18
2022-08-07,LAUIN101030,5825678,5120771,704907,12.1,0.41,106751,50443,36980,3.54,7.82,1.14,0.96,7891,NONE,N,RC2024_11,CMIE,2023-09-18
2022-10-09,LAUIN101031,4150383,3876043,274340,6.61,1.25,68109,202167,46409,4.32,4.0,4.6,0.43,2642,MOVING_AVG,Y,RC2025_12,ESIC,2021-08-16
2022-02-20,LAUIN101032,3842740,3369315,473425,12.32,6.02,63236,90789,29779,3.29,8.76,0.97,1.95,15638,NONE,Y,RC2020_01,CMIE,2023-04-22
2022-07-24,LAUIN101033,884833,773433,111400,12.59,4.89,113971,94566,11279,4.26,1.0,0.68,1.33,8151,NONE,Y,RC2021_02,ESIC,2021-02-23
2022-11-27,LAUIN101034,318653,288286,30367,9.53,3.83,91532,134913,3046,7.97,6.86,3.64,2.23,6443,X13,Y,RC2022_03,State_Lab_Department,2019-03-05
2023-08-13,LAUIN101035,5999600,5869409,130191,2.17,7.71,53598,220817,7212,5.9,2.22,0.0,5.19,4235,X13,Y,RC2023_04,EPFO,2020-05-04
2021-02-14,LAUIN101036,5102009,4637216,464793,9.11,5.92,46785,208051,11218,2.28,0.23,5.03,4.48,246,X13,N,RC2024_05,EPFO,2021-06-29
2021-08-01,LAUIN101037,2036211,1845011,191200,9.39,7.61,38209,189975,48737,7.84,2.35,3.15,2.01,155,TRAMO_SEATS,N,RC2025_06,State_Lab_Department,2022-01-29
2020-10-04,LAUIN101038,1302800,1273227,29573,2.27,3.54,42321,130966,32633,0.22,0.9,5.6,0.4,13911,X13,N,RC2020_07,ESIC,2020-09-08
2024-12-01,LAUIN101039,4757924,4464836,293088,6.16,8.0,102425,174377,16746,0.96,2.12,4.48,1.95,7283,X13,Y,RC2021_08,ESIC,2022-11-30
2021-10-17,LAUIN101040,1254458,1141683,112775,8.99,5.36,50944,314811,48361,3.62,9.65,3.45,5.48,3650,TRAMO_SEATS,N,RC2022_09,LabourBureau,2020-07-11
2020-04-12,LAUIN101041,1810197,1735798,74399,4.11,9.16,60849,97625,6376,5.13,3.35,1.13,6.77,18521,NONE,N,RC2023_10,ESIC,2021-05-22
2023-09-03,LAUIN101042,3852037,3818525,33512,0.87,7.29,19095,306087,28697,5.36,1.35,5.4,3.42,7263,NONE,Y,RC2024_11,EPFO,2022-06-24
2021-01-10,LAUIN101043,4954847,4594135,360712,7.28,4.95,53979,190512,49439,3.84,9.65,4.71,0.76,1061,TRAMO_SEATS,N,RC2025_12,MOSPI,2023-01-11
2018-01-21,LAUIN101044,4467298,3611364,855934,19.16,2.51,6557,333235,2052,5.64,4.17,0.8,3.2,8832,MOVING_AVG,Y,RC2020_01,EPFO,2020-02-01
2024-05-26,LAUIN101045,1740325,1648088,92237,5.3,4.75,56189,155602,14995,7.31,4.56,4.92,0.92,7609,TRAMO_SEATS,Y,RC2021_02,State_Lab_Department,2024-03-23
2023-01-22,LAUIN101046,1310514,1104240,206274,15.74,5.42,62388,254145,13280,0.62,1.0,0.57,6.07,4636,X13,Y,RC2022_03,EPFO,2021-08-13
