edu_finance_fiscal_year,edu_finance_lea_id,edu_finance_revenue_local,edu_finance_revenue_state,edu_finance_revenue_federal,edu_finance_expenditure_instruction,edu_finance_expenditure_support_services,edu_finance_expenditure_capital,edu_finance_expenditure_debt_service,edu_finance_teacher_salary_average,edu_finance_administrator_salary_average,edu_finance_benefits_cost_total,edu_finance_facility_condition_index,edu_finance_technology_spend_per_student,edu_finance_transport_spend_per_student,edu_finance_special_ed_spend_share_pct,edu_finance_ell_program_spend_share_pct,edu_finance_fund_balance_end_year,edu_finance_pension_liability_estimate,edu_finance_audit_finding_count
2021,LEA100858,1810231440,5773581826,160376610,3979122973,2633916078,1729294192,291104183,84591,126426,1492864674,0.481,878,2623,23.92,1.98,106426223,1001590998,12
2022,LEA100859,2210813737,1947791082,998625365,4075824550,523277955,400004080,331935951,66121,105533,311023284,0.685,1832,164,7.57,17.08,570970592,1203301284,3
2020,LEA100860,2492614396,141527692,128226318,4234579754,388380142,1392533439,170140686,44655,103058,990382807,0.766,326,2372,23.85,15.73,994167150,1565322635,3
2010,LEA100861,3010533633,4089387997,1351610083,3775679501,2603734333,360318620,833025946,84501,125933,730165378,0.832,1420,1496,19.03,7.84,157393023,2771746229,12
2013,LEA100862,434894188,981533037,333956766,1402222214,577317643,188659484,352904884,92069,128624,914879829,0.49,450,1883,8.89,2.38,688852011,643449488,2
2014,LEA100863,1942433490,5727846253,1363919398,4521143204,2759478669,1317725943,743651632,89819,130871,1371064614,0.316,248,1379,13.56,7.89,773963297,2674310180,5
2021,LEA100864,93704674,2905873148,209660104,5426530637,1451543529,236970655,394455105,69702,158908,1120824976,0.605,1123,261,25.95,11.89,646774014,1152144362,12
2008,LEA100865,3150070920,5124220056,1066169177,120242100,1033386327,1229828986,781768582,60818,81804,249873572,0.527,1382,434,24.65,11.66,310753243,1184689879,11
2014,LEA100866,192301944,667432062,918461197,5567822498,2745707273,196586483,312681302,44382,104772,1938553385,0.211,1316,1566,19.36,16.79,-33966651,1971654830,13
2009,LEA100867,972421036,78960705,234355522,4938294372,1580659357,1000387610,898985698,84311,127545,1358729544,0.248,433,456,27.44,2.44,744177211,3016742468,11
2011,LEA100868,3167724626,2184779853,1379924428,1955156972,1015041821,470815077,158409180,87143,56211,598996210,0.802,1842,2437,7.52,4.78,986055879,219402000,7
2008,LEA100869,86773687,1245891910,794090126,2726736722,46087261,160979616,540312880,59760,160338,2076712781,0.917,1293,407,9.63,2.56,566593678,2795380263,6
2018,LEA100870,1044560614,2971857201,839681200,619669920,499850534,387279807,597262659,55711,57552,600387522,0.974,2081,556,22.15,13.69,1105096146,972229821,11
2011,LEA100871,526144237,5303791546,780310295,1659353618,1949519567,1119398240,201692469,48401,164518,950997561,0.475,1976,1105,16.91,1.43,566849858,2316737830,0
2013,LEA100872,1999202227,4608006372,1359475408,4760201304,208047686,246225122,704867729,80280,113967,520878848,0.799,1292,90,12.33,2.97,305937491,1444753040,9
2016,LEA100873,254509505,4810468461,402827851,5781176949,1235638959,116669500,211863411,60111,55866,1950947948,0.276,672,1038,20.13,4.13,910072033,199168406,7
2015,LEA100874,1610566518,3356525748,225703542,3353424660,1353209097,312625670,879353478,85938,178284,649082838,0.364,1241,632,23.73,3.08,1178234171,792770329,3
2016,LEA100875,1934922793,2027609695,1441910158,4433402660,2131038063,52012117,18652161,75948,179120,662446386,0.966,2192,1128,18.98,2.0,925614455,1344544868,4
2016,LEA100876,1097105289,365747835,1286150926,2124829904,2781897459,1048969674,752613801,74063,101701,733506251,0.667,543,2730,11.87,11.4,1077599462,2887070615,9
2022,LEA100877,2432486938,4577821848,883183412,3191824465,1996497708,31212929,158343806,65218,115019,2131103874,0.436,2142,760,23.01,8.84,1092130709,2441436786,5
2018,LEA100878,1218822005,1517615946,1149454986,1512037943,878866695,205258647,803773868,89609,177146,631858624,0.946,1336,2696,16.91,10.78,640062318,823505594,3
2014,LEA100879,2731183176,903737027,1359939342,2302679588,351988892,125712985,156483747,49944,157227,55774268,0.66,330,1500,19.14,7.44,37404348,1278749326,0
2015,LEA100880,1851527437,5323380875,578756898,3197662254,2503561831,1480593229,418263220,91082,70987,1134710351,0.665,1181,596,25.78,2.69,-24735736,914440809,2
2018,LEA100881,557355630,2591020516,168105526,6026918921,1010674447,807223294,819534876,50677,123789,1246793918,0.448,1761,1199,9.31,10.93,447305090,2952271987,0
2022,LEA100882,3112198907,1018191169,201663002,1011506989,1204638216,519546340,873447626,64303,175548,97709546,0.742,1017,1585,13.32,6.62,49082038,47207869,8
2011,LEA100883,1204786706,1408186645,831194369,3271692369,901944977,57294473,635877561,64183,164844,1880030084,0.882,743,1318,20.21,10.65,991951243,275238955,3
2013,LEA100884,1842091753,4303714036,635635490,4746151366,493138699,65510041,349128838,97078,150987,1299693199,0.824,501,2153,23.93,9.34,687717936,2242586286,9
2024,LEA100885,99105339,5748202481,475983501,5326395599,1209412470,1169351882,758610814,41164,166065,1005870870,0.681,1990,2315,22.44,14.71,308833206,9221715,7
2024,LEA100886,2851778807,5090576256,1057080,4968841949,2901348437,1177536842,636440348,79405,150135,8014953,0.302,1570,2752,10.06,16.17,96002215,1587725687,13
2011,LEA100887,603297058,5059030301,471163511,1275069692,74280287,631565673,158529498,62096,178744,1873221316,0.208,718,1278,15.76,0.78,155282377,3237612665,13
2010,LEA100888,2061298028,183604059,916920335,2061150958,2356923284,1073968234,686638894,97302,83465,2117309222,0.714,562,1952,20.83,10.02,970199482,869873212,5
2010,LEA100889,2849802191,4762914526,462686071,3234120641,2502064984,866641924,891391974,79802,119386,1308306788,0.201,1381,38,8.88,16.84,656077316,3132417874,0
2015,LEA100890,2172697334,1583073126,651219319,353880890,138461643,827684493,234499319,83029,88493,1607574120,0.895,2187,29,23.42,14.11,250606336,2684864659,4
2021,LEA100891,1303285204,203590599,775556388,3415334996,2826425182,1642286864,488114097,94739,70723,830930485,0.329,458,2453,10.1,8.41,296446211,863253985,7
2011,LEA100892,3063879805,1738106301,842596737,2105760595,911132646,1597997868,387807993,44885,132073,1335030731,0.495,1703,766,16.19,10.38,800161415,1675756780,2
2010,LEA100893,2699788921,3881105688,1111208030,2733403989,468724486,1333381907,423743377,96371,125911,531223647,0.649,639,369,12.17,10.96,1053418078,1248260477,4
2010,LEA100894,749077495,711094417,507176271,4246098876,1354694366,1338867896,417428151,58427,82572,2321590691,0.596,983,2395,24.72,12.8,-23044752,3104724823,2
2009,LEA100895,3064850319,5417042861,1212501781,2986511642,572771531,624000236,204194178,45308,182049,1544524039,0.675,1990,354,11.49,4.31,627353170,2299258724,9
2018,LEA100896,149717598,1403947766,901231133,4305129813,1797518152,1183095193,106505960,87755,125771,967061521,0.627,632,1245,23.27,6.92,545487100,64782262,4
2011,LEA100897,1419361563,211912525,1038398974,6190347165,2641746231,754826504,787491334,96144,167677,175339766,0.562,1938,2251,26.06,8.51,1054527588,3187856853,2
2014,LEA100898,2852591389,4381417694,399750544,6050639222,1472274114,173715300,543372959,39726,124765,732791092,0.875,140,638,22.33,15.13,300683320,1332979104,10
2015,LEA100899,758338546,1277184229,640543858,4395891571,231780271,319715973,851903469,101856,116001,2315747619,0.777,2047,1323,26.86,0.08,60162277,201818738,1
2017,LEA100900,2982397940,4771667253,354543561,2754464574,2198804625,102620224,122423901,41292,155213,993815721,0.502,600,23,27.31,0.16,1097905470,72870361,4
2021,LEA100901,980929755,4711333602,1017210644,5824270041,3038509654,898282834,644016857,89533,68743,107020175,0.994,1495,751,25.26,17.19,-4684136,2070280403,7
2013,LEA100902,1782845927,3893784508,955052075,5243228690,2466124766,648120300,152850541,46890,117787,914915327,0.629,955,1015,12.84,11.74,317307976,1466549618,4
2012,LEA100903,2299237147,2513284152,854381829,2968565066,1407401918,314520817,254871019,95034,105895,61562374,0.489,1342,386,7.86,17.43,261974032,2388581569,8
2024,LEA100904,2435574863,5489396190,96963063,6099725248,2573518298,27222008,469022752,87467,130405,690673738,0.709,1318,1763,14.02,3.92,637438235,174723754,9
2017,LEA100905,2850171908,2058606932,441235500,2203130751,1062134934,994418637,395922908,86161,120223,1169738017,0.856,1477,312,23.24,11.76,74611072,810075698,1
2016,LEA100906,2703553257,4491892488,34759435,5142033288,1362079346,548161729,102505519,63673,106273,791714305,0.238,327,220,11.83,3.56,992822286,16544943,4
2015,LEA100907,1660705301,5108480285,951640339,1953392781,77394725,1511793974,341872412,76955,76218,1801087739,0.832,1608,375,18.68,17.38,1041137665,413645275,13
2011,LEA100908,961504628,5115211752,8626916,3781313174,1438774310,914792642,198450645,78399,79775,1909007765,0.67,443,2266,14.92,8.64,345686313,311101866,12
2017,LEA100909,726921238,4126814085,602478745,1706250454,3127640252,941703512,323711953,76806,98959,1471659454,0.915,435,1943,7.24,3.03,39501476,2035237647,6
2010,LEA100910,2397068219,2233450882,535220389,2220441149,1454117072,393844907,583783729,66297,78395,756818438,0.875,1406,2221,14.48,12.16,962333739,3384703946,11
2024,LEA100911,546450330,4240701128,483157119,947980378,102234046,84881392,443854669,40012,162219,627262720,0.875,1441,1144,20.04,6.0,1194567244,2152410550,5
2014,LEA100912,1991894714,610793008,1180454577,2437302421,57505236,458852342,747036148,100523,109795,219692178,0.276,431,1083,11.41,8.96,16986370,1098433483,12
2016,LEA100913,2826014322,1531013556,835242663,3757578188,3193028103,1087468508,754623344,68602,151665,1496428915,0.465,1854,1345,9.1,10.52,558804924,1963030362,3
2023,LEA100914,937554250,3146289748,932790506,4433329336,1560798552,308129151,884375377,84524,179963,2139585826,0.866,862,60,23.06,15.72,350224516,443890075,2
2009,LEA100915,2637052366,2942457817,255519399,4947869968,1232126376,1221459866,107541978,45904,120617,1214080929,0.421,854,2424,27.73,6.39,241701758,1341507953,2
2014,LEA100916,1856013224,4364466232,1007025219,2908718173,2463039836,1648831938,304373720,93160,62189,586734380,0.416,286,585,16.47,10.34,500651084,2861532781,1
2009,LEA100917,2176452980,5500948864,292599084,5854642254,2466844981,1104441011,311754419,96387,94977,225196757,0.753,227,1351,15.53,13.13,49984596,2571158939,12
2021,LEA100918,2423565064,2766423647,1378298644,5317261703,698351963,465805783,58997450,88858,137759,2307606941,0.993,1988,2424,12.81,0.07,277232199,1704244922,12
2025,LEA100919,627986411,2256748026,305210705,1307467671,2552269052,1138892483,721087553,45199,151126,1504355767,0.564,1056,2777,12.61,8.96,1157610888,3331321009,9
2017,LEA100920,967927252,5045095322,1128500111,6003629709,1301157400,243088345,461787147,66147,123436,72329708,0.436,1353,847,14.15,9.51,299622996,2795343513,12
2013,LEA100921,2164666526,4267718322,341258957,3245949515,2741553596,1782948657,672617239,91572,131767,1039466766,0.423,1129,1145,20.21,12.95,1040372499,2470843461,2
2013,LEA100922,836848991,2626910940,1077638540,2210107799,1658729034,946830128,24557895,78962,126256,1731285311,0.247,575,2108,21.86,6.84,709782865,1793729725,13
2011,LEA100923,1868786784,4469429176,289293644,2982589199,1600829414,1364565386,706445090,65365,119432,139081589,0.771,2091,1128,18.54,12.79,39418185,1772380706,8
2019,LEA100924,189720699,3207332501,206854947,2649889371,2871346077,849880639,620864112,73072,153445,1889486455,0.369,1068,1042,12.03,9.76,759373391,2975574619,10
2016,LEA100925,2706574861,1098871688,1243848378,3307619777,713994627,210068022,418844367,91865,103551,700443816,0.238,1411,257,23.85,9.36,940530039,1295260485,4
2021,LEA100926,928604503,1501569489,1444131115,2107841668,729424959,1092505127,366613230,81483,59956,2099609583,0.961,1581,1681,10.64,5.01,494539182,2826335092,1
2020,LEA100927,1253723401,1661342169,134272698,3310547486,2048027953,1316889576,484083759,89866,61736,1219655298,0.633,1650,905,11.16,15.94,333621708,2027122293,2
2010,LEA100928,3034945027,1918910638,40991974,5504284597,597900420,1575849520,548611730,73391,77248,1403100352,0.613,186,898,18.15,8.65,1157531564,2874960702,12
2022,LEA100929,519977991,4244185025,1180934951,4062234508,8104617,1064991090,107774637,41375,175692,599703558,0.652,1866,1696,22.07,14.77,1132085330,2818530055,7
2020,LEA100930,65198521,2334625724,666254732,1009367310,2003672769,1781662087,391914876,39157,165350,416591208,0.915,754,1360,15.73,14.63,1139351142,1162641546,3
2011,LEA100931,1854256041,242109893,809163655,265681802,2985826754,1210118911,386425047,45055,166688,2169607158,0.875,976,539,7.83,17.88,643112150,1052520807,3
2010,LEA100932,842459489,2001356531,404525779,4060624,1443370588,323800296,696391887,56264,128067,1873723306,0.64,1407,2399,25.8,4.89,1097878081,1335044307,4
2014,LEA100933,34492391,340454861,632333889,3485581992,3182979588,478933528,145411900,92026,103968,1275061674,0.868,1114,1054,13.74,3.94,201038599,2961720582,3
2019,LEA100934,2575679545,2568608153,473201533,3119337850,618274874,60689035,217384315,93928,76924,686588959,0.804,1266,656,21.93,11.68,860286213,1665638141,10
2015,LEA100935,2433278531,2906603906,297045224,3188353695,2962755488,676975741,138413533,41839,99973,401772405,0.329,1404,1428,16.11,15.26,1007446057,2710563761,7
2012,LEA100936,2055868561,4467388033,1370628443,2378870469,1371251751,592129703,311714940,72664,110217,848667380,0.331,516,2178,22.71,16.61,991378473,537964434,10
2008,LEA100937,12520519,4604202216,93545487,4260749275,2379236925,740254510,817304896,94042,148863,1201819183,0.855,191,2024,17.47,3.93,521344744,1009512942,3
2012,LEA100938,2785147939,2800188405,571456925,1655848056,3059269704,66275602,719430850,70641,172121,2309147874,0.579,2189,2550,11.41,2.75,1033404082,2219303308,2
2022,LEA100939,1103002703,5025306612,736571006,900936468,1091994231,1393733591,659127796,101798,179152,2368673706,0.726,574,1555,15.62,14.73,83952507,2527015674,3
2015,LEA100940,2159798527,1787770176,119907526,2207515278,1377695948,1553087040,223341344,65054,147137,431517199,0.626,1958,181,12.92,16.53,1111176760,85556872,6
2025,LEA100941,2326891348,4365804745,609919758,3934858683,1963335924,572126073,864173114,77816,110087,1831185380,0.97,1973,1242,27.1,15.64,985746709,295807629,6
2010,LEA100942,486198600,3199441987,873621994,4375572436,663330092,266172917,684508916,90014,92762,1097753439,0.482,114,1042,27.15,2.46,1031203717,402472207,3
2018,LEA100943,2223545439,52846475,282783762,1265967643,2295339742,1728735857,699575324,54352,149983,1569471392,0.506,902,268,14.21,15.01,638591239,1967743341,3
2024,LEA100944,2784253955,4668512568,1134802478,1505383323,2493267908,87194748,774026053,93916,134768,2176836129,0.455,632,1416,19.66,15.14,473010191,1677778627,5
2023,LEA100945,620241340,4124839025,432652931,3997002431,1292906267,27395984,834947423,67119,159506,1473113428,0.818,974,2209,9.05,14.42,323090977,792521477,6
2022,LEA100946,3048689377,4741701188,706320701,4817777726,953526187,728087651,149480319,53503,109817,1290342427,0.398,1244,1610,26.84,9.81,481409690,740402269,12
2011,LEA100947,2124700006,4686013605,558345476,2881027106,1121877097,1006948102,257268669,74740,65071,905532316,0.397,1935,2016,23.33,5.15,948123329,30854540,0
2018,LEA100948,3165594030,3995023638,462555835,4363562039,493448418,145946475,97144235,81898,97676,1169182529,0.539,1846,2047,22.2,14.22,966116423,2303820991,1
2018,LEA100949,2507089377,5523746901,1280362520,2775800599,2886752217,413307381,700728480,81687,76422,802706694,0.324,617,2779,21.92,6.93,385112071,3407783135,9
2013,LEA100950,2021579936,2503191304,1390455589,183860056,3058174395,1764601783,798797047,40521,104117,895180259,0.614,879,1235,11.87,8.49,539012585,1198734885,0
2016,LEA100951,1642154412,2665856577,70213142,5550744629,2134166888,209798376,92117794,57903,73735,2320749990,0.339,944,1090,11.05,6.62,1120822832,2193301644,0
2017,LEA100952,2714723044,4784032358,835550065,2058298470,3015560695,1588845568,15331656,91193,141810,1212105958,0.275,740,745,19.26,4.22,313048659,700577894,7
2023,LEA100953,1000565422,3881102635,1306206474,3522191940,762541571,1681939429,838519559,65293,158539,2297806980,0.612,836,570,15.76,17.81,758519095,455808551,10
2016,LEA100954,914437310,3979301316,672374832,4132115321,2606716179,581450889,351933855,72859,107361,2069284174,0.517,1915,419,20.42,12.38,744788982,1513941266,12
2008,LEA100955,2323013394,4125186588,1051164600,1511751876,616402572,1341659044,63366345,69746,81008,1161177485,0.929,1257,2413,13.48,6.73,112115517,3479067904,12
2016,LEA100956,2457796747,398449673,26725576,3843844191,2214654392,566934300,787894993,97091,73940,787717746,0.517,985,962,26.18,14.79,-49168200,914228493,0
2024,LEA100957,651665436,5540755901,120554268,979982881,2923445772,137950690,12004774,76339,132645,2176224560,0.467,418,1832,11.57,8.04,375063560,1452428345,1
2015,LEA100958,2503770669,671653244,788121866,4770067492,748150097,1680781548,36525167,75449,136795,600271014,0.947,1823,392,11.23,1.34,799506888,1090881821,0
2015,LEA100959,468484664,2368541724,576530710,755340778,1819503952,839512787,377660872,72537,76834,1720904231,0.645,232,1933,17.29,13.97,746761912,1472424935,5
2023,LEA100960,2100727263,5398105186,805727188,2212986287,1292001250,1517742242,766244166,100427,62615,1494057520,0.227,1617,2193,25.04,16.22,704209018,2935283634,8
2019,LEA100961,589024898,5393617766,83331058,4502991297,2919933254,15042393,873183523,75244,154468,185811597,0.911,1993,1926,7.26,9.99,614529850,623548142,1
2023,LEA100962,59201213,3478117075,1202533696,3815507419,1142403761,1278001151,486450621,57454,103929,1887107313,0.32,82,2765,20.99,4.97,289356688,159443143,13
2018,LEA100963,1994498733,2252565745,22054963,2725405464,2769848257,81739001,585145046,81507,62969,2187911966,0.571,130,355,12.36,9.43,832338605,1976799961,9
2020,LEA100964,262418679,1210951186,479835275,2350136123,1090765155,1138078612,746562255,40491,156657,2354990901,0.898,593,456,27.05,10.29,623370935,2374885378,8
2017,LEA100965,59996923,673922672,1076379891,2873070311,1701245277,996111178,200939722,78492,124602,402949013,0.502,1830,1066,27.27,7.44,816670016,293433527,11
2011,LEA100966,1618864977,2201776921,1132375474,4898715624,652849453,669927094,223630895,74351,58640,815708889,0.308,305,751,17.87,6.64,718151094,3275722887,4
2014,LEA100967,3116475806,3989399842,939776240,5347322538,364325491,696064285,403295810,99823,156488,137947350,0.584,1537,2385,9.28,15.06,763027915,1747619972,6
2009,LEA100968,2152570777,2273441122,599341211,1428533247,1206077439,753056235,58895747,45504,110124,629065395,0.563,959,1357,9.93,1.46,602413017,2258551110,3
2015,LEA100969,2770398649,2644680610,551486142,1942754094,533080642,171276737,225992680,41577,140337,1797637858,0.403,184,1821,22.51,5.35,310039983,2213300732,12
2018,LEA100970,3170982267,1332852010,220347288,5997801645,2355123675,1047548384,5805763,58126,117343,873744888,0.559,171,2290,12.03,0.47,229025699,2204462715,7
2016,LEA100971,1439692686,109192026,320505924,3994320825,1898448240,513787969,368340256,38129,182771,2084108637,0.932,765,419,24.98,1.93,1187140060,1999636894,0
2024,LEA100972,2000680824,3314098181,192800166,3260719780,3149084084,842743331,726020906,39063,182935,1904379893,0.645,1039,1199,25.9,4.76,579281949,1026652161,6
2009,LEA100973,530966224,3734716324,1258058075,5962756404,1998299946,946894648,763916013,72211,71077,1286759873,0.752,696,667,27.33,0.34,761410658,3369082262,2
2009,LEA100974,1771171070,5590772350,866465961,5222036209,1130819616,1116946299,484274211,59987,62514,2199295965,0.696,1287,1966,15.91,3.2,453717249,818608370,10
2023,LEA100975,1083899113,2647252592,1350925681,2937793114,1898466654,867596180,103076868,52162,184263,178802677,0.352,379,712,24.71,16.46,954283899,597572773,11
2021,LEA100976,3166087143,4995666052,1437078556,4788725833,2734659647,1475204407,348974559,42186,155156,599808008,0.369,877,268,11.02,17.43,1068544756,1057040326,10
2024,LEA100977,299345367,4790146262,1283286550,2018659933,2273163852,1135814311,327690108,70558,156622,825938467,0.697,1205,2094,14.95,1.9,189991152,1535977440,11
2014,LEA100978,2195722475,2575575900,1424505667,1028787013,1452647838,921849128,689910225,79272,78278,489795312,0.399,1581,497,19.72,6.25,736556917,88095526,7
2010,LEA100979,1249175139,5499107747,1366638036,93733471,2866076623,1714096072,479388462,83114,146558,571361618,0.927,1322,743,11.37,11.26,179112017,3413472794,4
2020,LEA100980,445859697,5544411763,1417609078,2806768821,2250072496,1743087885,815386071,69311,121231,2195589895,0.947,1405,130,14.38,6.15,1181759593,2519415915,1
2017,LEA100981,1693141094,3716844927,340104334,6025351003,352510480,1329781610,9190241,56971,78045,893949371,0.382,410,2594,25.99,8.88,282635018,1642704778,10
2024,LEA100982,1938178786,4323562335,879023945,3259944903,114562244,489598459,636036949,94273,63127,2313418701,0.585,152,526,23.19,7.78,917675487,980909010,0
2023,LEA100983,2717778402,284802421,1441278011,1807456634,903014435,680477658,712563247,71225,171299,1811089230,0.689,1501,865,23.8,3.97,785179988,1214030463,7
2017,LEA100984,807818007,1764263695,203343911,1511361648,705409034,1299251795,486339603,84955,82208,38237311,0.269,737,1398,8.47,10.37,269780606,1449280280,0
2010,LEA100985,2801344729,978321155,1471382070,4903560552,1712132248,1320230718,267847853,45706,150926,1570731995,0.349,1573,1762,23.58,9.88,704545660,497404390,4
2012,LEA100986,2467051973,5031305132,967534156,1384976213,1430721585,87099383,765439261,51862,100253,1414641679,0.23,1685,785,14.57,1.89,721392564,1866659735,12
2015,LEA100987,2939350342,5788364406,165314784,4176405559,1532321814,203384299,208029092,80691,163271,1404167069,0.498,2080,242,22.97,14.94,1059542477,2233457067,7
2023,LEA100988,2757927588,5559849953,518363176,2165435420,1697340297,880094375,494276292,76256,96833,1476522030,0.504,1713,1951,18.06,15.7,781840107,1195231623,8
2012,LEA100989,1909967410,1540518081,6887395,4608791673,1848183957,1562513353,681124608,94748,64609,449096249,0.815,2108,1582,21.39,2.93,456762855,974760651,6
2021,LEA100990,1356533320,175973228,946165273,5411909058,871440822,470975391,502582367,97253,180833,644400115,0.2,192,334,27.55,5.75,706159365,2020061782,0
2009,LEA100991,2743667104,2974801999,1465722971,1806934481,2774293352,347090001,861998166,60921,57446,1167822391,0.467,2092,950,21.05,4.1,-23710753,482435343,5
2021,LEA100992,1173431271,874349082,730207583,4072375603,2132053374,38077175,92026727,51487,139671,294901626,0.97,503,527,22.84,11.09,280025677,995364122,12
2014,LEA100993,2799527154,3138322010,150446100,4188533770,968233055,1019494581,793985745,52215,138527,1779698882,0.519,1675,1810,15.21,13.57,341003028,2626670744,10
2019,LEA100994,2126415987,4074775471,1153440824,5615595947,280604582,211409507,770448282,79332,97519,1518655643,0.57,94,2282,13.72,14.38,673935835,669877428,0
2011,LEA100995,418535318,5508700547,1007290752,194590312,953546569,1395759928,667348507,50222,179331,925626355,0.214,347,344,18.52,15.6,866630656,2096725655,3
2025,LEA100996,2864343133,4384070116,793408403,4834322417,802845164,1129004263,222606036,98541,151427,1253708209,0.673,553,1844,18.91,0.61,1004668035,2373804978,9
2025,LEA100997,1408881935,1936665805,248363160,309721964,1949469893,575077916,288679571,53175,183008,826132190,0.489,445,2319,9.19,8.02,79347889,1255025630,7
2018,LEA100998,1879203516,5531820087,1099618913,5080781368,2963476440,1210301102,290555862,54832,78997,349856218,0.752,1171,2098,21.61,15.62,319466331,510187591,10
2014,LEA100999,258809310,497804269,1173075999,1661723140,2750667294,209359312,606890594,69537,139221,2143161246,0.457,1287,1926,22.29,10.7,431053174,2878534830,11
2023,LEA101000,2067856354,3239772800,958845733,3959832334,953352049,745048941,309640128,86421,123867,896423488,0.903,1339,2772,25.1,16.58,15356857,1074011063,7
2015,LEA101001,343082618,253102894,623146250,4964419774,2331030806,799428304,707723037,89561,71871,1457786013,0.838,2191,161,20.86,14.77,429925327,77673930,12
2020,LEA101002,591864842,4438197074,20494710,6022538207,239991445,415483253,774078792,60715,162627,1602285041,0.926,1192,111,11.46,3.29,1130172405,421722686,6
2015,LEA101003,1932126238,1716519018,619623791,2798410354,3112031852,1232146577,210949113,100133,70419,144444650,0.354,371,1104,14.74,9.52,522916517,1684935629,11
2019,LEA101004,1990482560,1088867815,968739292,2462834394,1673108195,564864200,466594523,41187,176079,1400647785,0.412,1994,298,14.25,16.51,339724391,2139655241,10
2017,LEA101005,3061454902,5149345936,852171484,5904685374,2573152490,1181481377,618710787,101914,157232,1451406366,0.596,1122,216,13.2,15.7,954156011,2104304752,1
2012,LEA101006,1958674791,3365831633,693040407,3654754046,3132932962,20917890,506362960,39365,182652,1026899832,0.375,366,2065,11.17,8.09,-41992126,1612175683,10
2018,LEA101007,371064351,1429663582,494329951,6184341217,711600195,698462773,874261937,65233,113065,431577824,0.766,1170,1637,22.79,11.81,740652051,1077940715,9
2021,LEA101008,3035722521,4473272762,880700107,6053011,1770286044,138815261,341501102,42323,165655,977211944,0.53,1636,790,14.67,8.43,232890897,2227888758,6
2014,LEA101009,852917151,1670461831,1001217203,5384423221,1578687629,1707244347,640413140,90563,88037,494526841,0.478,2081,361,15.31,1.33,151677896,2762101315,8
2018,LEA101010,983013287,88063485,1228714172,3179119995,264107267,1575165259,44034359,61323,168594,764925723,0.938,738,1452,11.18,13.89,-4418573,3224660422,1
2019,LEA101011,1586202644,415739883,486328724,1814714298,25385663,564114205,652717335,44998,160934,1815929519,0.898,569,1812,17.48,3.13,750285876,1255481324,11
2010,LEA101012,1793404491,5488705060,54115262,4648631111,1252775035,330176764,797020798,100671,133480,709896436,0.438,589,1635,25.86,8.93,576150092,2548146990,7
2023,LEA101013,1587533759,503069504,1276302931,4720510235,180082226,1076022371,879564481,40729,121932,339242695,0.673,1116,127,12.99,17.28,168055026,1026684369,13
2020,LEA101014,1092168195,1101430315,1099048638,299086358,2966726135,83860117,367684752,72945,74220,78411677,0.808,1732,515,21.69,7.51,390566482,748273745,12
2021,LEA101015,2940864987,2969897678,123834454,5304036187,1908329631,973434423,548420823,38175,58958,185936079,0.517,1225,2605,16.9,10.83,51121882,2339533301,6
2009,LEA101016,2644406062,792197108,1146565314,5318445783,84170082,1736757930,593688545,75268,61196,2290209680,0.924,1947,2038,21.97,1.15,65686671,1949224379,10
2013,LEA101017,2679861202,2148397634,778001745,6024666258,1011208257,1603567566,63698450,79478,91443,1167350382,0.337,1602,1886,14.91,2.1,659544407,2077990460,6
2021,LEA101018,1653119320,4648076721,317788638,1512173942,2064017507,529205015,698046892,65807,91723,2078584461,0.431,1956,1531,17.27,15.09,1046677579,2210245505,8
2025,LEA101019,1228567775,4267917582,803462743,3796121736,351503620,1645130686,341911782,60839,73969,29563701,0.686,891,1952,15.62,3.11,41868855,2298536846,2
2009,LEA101020,1490777377,5147100538,614618762,2456009910,440831527,1290955211,504734018,64267,145828,1532256922,0.733,720,2243,10.95,7.84,272544400,1771046557,13
2025,LEA101021,1542344337,1382504725,662254126,1759533485,2837910993,342194907,516883014,74711,183078,367472848,0.316,1319,154,15.27,3.62,554387355,3354544277,1
2010,LEA101022,903506069,2564147156,507077097,5112888768,3028837031,445963585,353006117,99833,145574,1775213644,0.699,1438,253,7.63,15.92,718039051,1158197653,0
2018,LEA101023,1734999440,2568436985,2963918,3904768823,1913920595,163452579,101538361,93117,60349,811084854,0.44,1188,2591,12.53,14.15,194625794,867420729,10
2017,LEA101024,2445122366,125881524,247912776,1870909715,1347613531,1681015927,61672192,86925,124021,1698994934,0.567,72,28,8.55,2.44,261988993,3347584944,7
2018,LEA101025,1619435188,2722108104,646763918,807954292,1536245741,1539608989,258603218,59241,134899,606680938,0.283,133,1769,8.77,8.8,315235055,1323226309,3
2019,LEA101026,1334982459,5326237926,820114580,2771151564,984503637,975664750,362097600,70838,132128,2144383246,0.592,319,2644,21.66,4.26,8398422,1208988512,13
2017,LEA101027,495166659,5243734890,741012402,1071530473,1817088132,401582956,840172687,38641,167018,1999977482,0.51,1180,1425,19.41,1.21,527495345,3203300908,1
2012,LEA101028,2897574891,4317265271,343666564,3644134646,910032774,194906981,619251970,97985,62037,1898938851,0.281,1969,1611,9.58,10.9,1021620780,1227465343,2
2023,LEA101029,2604680161,4454346453,334492219,736634501,3182265707,1708242571,491854722,76323,140380,1340846706,0.969,1994,861,24.66,16.75,481709877,2357271123,11
