food_access_assessment_year,food_access_neighborhood_index_id,food_access_grocery_store_distance_miles,food_access_supermarket_density_per_10k,food_access_farmers_market_access_flag,food_access_snap_authorized_retailer_count,food_access_wic_vendor_count,food_access_food_desert_classification,food_access_healthy_food_availability_score,food_access_price_healthy_basket_inr,food_access_fast_food_density_per_10k,food_access_sugary_drink_outlet_density,food_access_school_meal_coverage_rate,food_access_community_garden_count,food_access_public_transit_to_food_score,food_access_diet_related_disease_risk_score,food_access_household_food_insecurity_rate,food_access_nutrition_education_program_flag,food_access_cultural_food_preference_index,food_access_policy_support_score
2022,NBH_001040,1.365,1.727,0,777,44,LOW_ACCESS,34.2,2269.03,3.933,0.954,56.38,83,47.71,42.52,11.18,1,62.99,48.92
2018,NBH_001041,2.896,1.936,1,794,63,ADEQUATE_ACCESS,53.62,7213.75,5.295,1.305,21.12,22,27.74,33.63,24.88,0,48.37,47.31
2017,NBH_001042,0.734,0.717,0,1785,34,LOW_ACCESS,95.99,11251.61,0.714,1.765,60.41,55,45.91,37.47,22.5,0,41.53,59.89
2025,NBH_001043,4.062,2.409,1,881,529,ADEQUATE_ACCESS,73.71,991.15,4.293,2.34,33.11,54,54.87,49.43,15.91,1,42.56,43.9
2017,NBH_001044,1.318,1.813,0,420,396,LOW_ACCESS,65.77,3131.69,1.481,2.978,61.23,26,69.9,34.95,8.19,0,55.06,53.06
2012,NBH_001045,0.05,1.907,0,1182,393,LOW_ACCESS,84.31,8289.61,6.024,1.501,60.27,37,36.53,51.03,20.28,1,57.1,78.05
2015,NBH_001046,1.246,2.255,1,1734,137,LOW_ACCESS,88.61,7844.18,5.102,0.597,63.36,4,60.25,43.13,33.6,0,76.45,50.41
2019,NBH_001047,0.416,1.642,1,1608,101,RURAL_LOW_ACCESS,60.06,10160.62,1.274,2.903,65.71,13,38.15,81.58,10.81,1,50.62,39.06
2024,NBH_001048,1.433,2.148,0,272,188,LOW_INCOME_LOW_ACCESS,45.62,5042.45,1.721,1.587,88.34,55,34.64,26.93,8.7,0,54.63,18.56
2026,NBH_001049,3.356,2.412,0,1796,532,URBAN_LOW_ACCESS,64.59,11246.17,3.474,2.322,60.42,17,61.19,54.15,21.21,0,79.18,60.97
2012,NBH_001050,0.05,1.586,0,36,17,RURAL_LOW_ACCESS,63.01,1100.92,5.204,0.0,15.96,56,44.37,77.62,18.4,0,54.97,56.67
2012,NBH_001051,1.394,1.866,0,1462,334,ADEQUATE_ACCESS,69.49,1493.21,3.98,1.462,55.22,60,88.49,39.79,2.95,1,62.26,56.31
2021,NBH_001052,1.856,3.721,0,1565,632,LOW_INCOME_LOW_ACCESS,36.99,11331.06,1.4,3.959,70.7,53,58.39,44.79,16.69,0,55.71,99.98
2016,NBH_001053,2.557,2.686,0,613,131,LOW_ACCESS,51.99,8961.17,7.317,3.309,24.68,37,70.77,43.16,27.73,0,50.86,72.6
2023,NBH_001054,2.361,0.982,1,819,637,LOW_ACCESS,61.33,3569.5,3.703,3.471,61.03,69,43.04,75.68,0.0,1,56.91,51.6
2023,NBH_001055,1.862,0.67,1,338,417,LOW_ACCESS,66.63,11001.05,1.296,0.45,44.19,67,66.99,10.26,23.19,0,53.58,32.58
2017,NBH_001056,3.02,1.453,1,1609,13,LOW_INCOME_LOW_ACCESS,52.16,10505.38,3.359,2.031,50.59,5,45.12,67.86,9.69,0,46.73,68.78
2019,NBH_001057,3.479,1.635,0,9,297,LOW_INCOME_LOW_ACCESS,72.74,5274.1,4.644,0.0,57.67,44,71.09,26.26,13.25,0,59.04,46.21
2022,NBH_001058,1.14,2.817,0,1400,225,ADEQUATE_ACCESS,45.73,4870.36,6.119,0.82,55.79,60,68.23,50.63,33.65,0,61.9,55.66
2016,NBH_001059,0.66,1.455,0,1688,625,ADEQUATE_ACCESS,37.75,6060.34,6.099,3.099,59.35,63,31.48,60.13,7.24,0,58.05,68.09
2018,NBH_001060,3.151,0.172,0,400,596,LOW_ACCESS,65.13,3164.2,7.064,2.848,56.56,73,63.71,38.96,15.22,1,47.39,51.56
2018,NBH_001061,1.079,0.389,0,1212,44,URBAN_LOW_ACCESS,72.12,7693.68,6.158,2.805,27.36,24,41.67,61.15,7.44,0,44.3,55.19
2018,NBH_001062,1.57,2.475,0,151,143,ADEQUATE_ACCESS,33.91,8215.43,3.166,0.875,71.3,18,64.18,63.99,4.58,0,45.37,67.46
2011,NBH_001063,2.403,1.193,0,627,386,URBAN_LOW_ACCESS,84.06,7027.72,3.999,2.518,48.45,41,82.13,45.64,18.92,0,56.44,48.36
2020,NBH_001064,2.757,1.015,1,815,147,RURAL_LOW_ACCESS,58.76,5242.79,5.429,2.157,57.94,57,68.55,23.29,19.22,0,83.03,63.75
2017,NBH_001065,2.592,1.512,0,434,71,LOW_ACCESS,80.17,11181.92,3.997,0.933,51.37,11,42.94,73.04,16.78,1,59.7,67.11
2020,NBH_001066,1.262,1.591,1,1262,515,ADEQUATE_ACCESS,71.52,1558.94,2.936,0.791,70.99,32,62.28,53.26,20.39,0,62.22,74.89
2024,NBH_001067,2.224,1.217,0,122,400,URBAN_LOW_ACCESS,50.05,2322.17,3.19,0.395,53.38,12,48.31,41.13,14.74,1,61.86,36.38
2018,NBH_001068,0.815,2.077,1,479,472,URBAN_LOW_ACCESS,69.75,4368.38,4.866,2.118,46.78,32,100.0,43.73,31.76,0,51.76,61.98
2020,NBH_001069,1.578,0.0,0,824,612,ADEQUATE_ACCESS,68.62,3222.17,2.93,2.211,69.31,41,44.35,39.23,26.55,0,72.38,49.96
2024,NBH_001070,3.733,0.0,1,300,102,LOW_INCOME_LOW_ACCESS,52.13,4338.18,6.344,1.437,62.92,18,58.3,54.41,10.91,0,69.17,41.52
2022,NBH_001071,3.264,1.099,0,120,83,ADEQUATE_ACCESS,53.79,7171.41,3.5,2.044,72.92,80,60.77,44.09,20.31,0,67.3,13.4
2016,NBH_001072,1.161,2.545,0,1671,277,LOW_INCOME_LOW_ACCESS,54.26,3450.6,3.478,0.726,50.57,85,33.29,78.5,32.41,1,63.1,64.75
2020,NBH_001073,2.623,0.0,1,1332,425,ADEQUATE_ACCESS,71.11,10891.1,2.842,1.184,55.82,81,44.96,37.29,17.76,1,85.73,31.14
2024,NBH_001074,1.275,0.788,0,1354,129,LOW_INCOME_LOW_ACCESS,45.81,11289.79,4.645,1.029,36.98,80,35.12,56.57,15.09,0,44.28,53.96
2026,NBH_001075,3.493,1.933,1,230,24,ADEQUATE_ACCESS,65.78,5629.85,0.836,1.598,62.33,27,69.63,46.42,14.28,0,38.76,63.94
2022,NBH_001076,1.719,1.893,0,981,159,URBAN_LOW_ACCESS,54.79,7764.56,3.338,2.947,83.97,48,80.2,59.64,0.48,0,48.86,65.2
2011,NBH_001077,2.906,1.16,1,362,513,LOW_ACCESS,66.7,3545.09,1.508,1.403,41.08,6,65.68,59.67,23.31,1,46.35,52.27
2021,NBH_001078,2.267,2.707,0,1211,535,LOW_INCOME_LOW_ACCESS,63.99,10628.92,0.377,1.691,44.22,13,62.5,40.08,10.14,0,56.99,60.92
2015,NBH_001079,1.027,0.838,0,283,156,LOW_INCOME_LOW_ACCESS,56.14,11755.75,5.146,2.785,95.85,24,57.35,42.66,29.14,1,49.17,44.02
2026,NBH_001080,2.296,1.887,1,1409,434,LOW_INCOME_LOW_ACCESS,48.82,8830.79,1.117,1.228,72.12,4,67.65,19.73,34.85,1,55.28,73.15
2015,NBH_001081,3.822,0.647,1,1469,15,ADEQUATE_ACCESS,40.49,2919.54,3.618,0.411,46.67,41,33.4,51.25,6.61,1,30.15,46.41
2023,NBH_001082,1.895,3.305,1,961,631,RURAL_LOW_ACCESS,64.4,11931.38,2.431,0.0,60.75,0,38.62,55.19,18.98,1,50.05,53.29
2022,NBH_001083,2.317,1.499,0,1170,49,URBAN_LOW_ACCESS,78.06,4789.64,7.358,0.0,60.42,72,55.89,78.53,15.57,0,50.85,48.47
2011,NBH_001084,0.737,1.285,0,1578,413,RURAL_LOW_ACCESS,75.99,4119.66,6.385,2.36,34.59,74,52.71,42.7,14.89,1,77.43,60.69
2025,NBH_001085,3.237,1.014,0,1683,454,LOW_ACCESS,64.11,8693.56,4.519,0.0,36.79,66,57.75,34.94,24.68,0,59.24,44.75
2017,NBH_001086,0.569,0.797,0,614,323,URBAN_LOW_ACCESS,56.28,11955.35,3.229,2.081,66.2,20,68.3,65.66,13.77,0,42.97,37.01
2013,NBH_001087,1.147,1.848,1,293,181,LOW_INCOME_LOW_ACCESS,42.03,10153.0,3.684,0.659,38.42,11,51.03,41.09,13.43,1,49.97,17.4
2024,NBH_001088,2.248,0.116,1,1077,405,RURAL_LOW_ACCESS,69.14,9067.12,1.647,0.541,68.34,28,52.34,30.71,19.05,0,68.19,26.34
2017,NBH_001089,3.367,0.213,0,1341,1,LOW_ACCESS,60.58,3864.13,4.682,1.948,52.89,81,70.16,80.55,17.01,0,60.61,27.41
2024,NBH_001090,2.458,1.808,0,458,518,URBAN_LOW_ACCESS,67.05,2561.85,3.541,3.197,56.4,20,75.34,32.38,13.79,0,31.63,54.33
2024,NBH_001091,1.453,1.56,1,1513,467,URBAN_LOW_ACCESS,75.85,7952.97,4.982,1.699,49.7,21,64.2,50.29,16.68,0,59.82,67.8
2021,NBH_001092,0.97,0.422,1,1609,3,LOW_ACCESS,45.91,8890.52,4.768,2.985,68.63,29,44.59,55.52,5.45,0,63.38,62.26
2023,NBH_001093,2.516,2.51,1,364,417,RURAL_LOW_ACCESS,59.17,5329.37,4.827,1.867,82.08,2,32.87,63.06,20.58,0,37.8,78.51
2026,NBH_001094,1.112,3.096,0,1162,261,LOW_ACCESS,54.74,3155.98,1.551,3.506,47.38,19,49.19,50.64,17.07,1,67.48,81.39
2011,NBH_001095,2.197,0.003,1,22,48,RURAL_LOW_ACCESS,62.38,10003.96,4.137,0.365,40.16,41,66.7,57.86,23.09,0,80.5,71.63
2023,NBH_001096,0.638,1.343,0,748,314,RURAL_LOW_ACCESS,75.02,9853.84,6.323,1.864,32.05,37,44.76,54.9,37.48,0,75.33,70.78
2020,NBH_001097,1.451,2.51,1,244,169,RURAL_LOW_ACCESS,35.54,4161.56,4.303,0.764,62.29,68,70.03,32.96,21.65,0,73.75,46.45
2020,NBH_001098,0.799,0.939,0,638,420,ADEQUATE_ACCESS,69.55,8427.15,3.518,2.869,34.87,90,37.03,43.05,28.28,0,42.44,37.08
2019,NBH_001099,2.547,0.78,0,867,433,RURAL_LOW_ACCESS,66.12,5335.56,2.944,2.796,55.33,52,75.86,29.6,16.26,1,59.07,53.55
2025,NBH_001100,0.05,0.561,0,673,206,RURAL_LOW_ACCESS,45.93,1828.98,1.688,1.377,44.98,18,29.48,57.25,5.57,0,62.55,35.79
2018,NBH_001101,1.746,1.649,1,1644,197,URBAN_LOW_ACCESS,25.25,8267.09,6.425,2.212,44.7,72,34.19,70.25,32.29,1,50.92,55.37
2025,NBH_001102,1.573,1.351,0,751,524,LOW_ACCESS,54.32,7466.78,3.641,3.917,38.39,36,34.56,48.04,22.98,0,58.65,50.85
2026,NBH_001103,2.12,2.289,0,634,575,LOW_INCOME_LOW_ACCESS,42.24,9633.82,5.647,1.33,33.21,55,60.61,70.59,27.9,0,47.64,58.42
2018,NBH_001104,1.691,0.872,1,995,242,ADEQUATE_ACCESS,91.1,9133.89,2.326,1.407,45.53,20,31.35,33.64,22.65,1,53.23,78.26
2024,NBH_001105,0.688,1.659,1,687,33,ADEQUATE_ACCESS,41.29,8535.87,1.919,0.194,39.88,29,62.33,61.74,23.92,1,66.55,48.05
2011,NBH_001106,0.05,1.664,0,1793,194,LOW_INCOME_LOW_ACCESS,58.85,5867.23,4.361,0.796,46.38,41,62.81,42.4,20.31,1,74.75,70.25
2013,NBH_001107,2.681,1.533,0,1002,299,ADEQUATE_ACCESS,70.08,7322.12,2.852,0.913,59.57,15,94.09,37.8,42.11,0,34.89,40.84
2025,NBH_001108,2.543,1.328,0,1179,99,LOW_ACCESS,56.67,7115.0,3.309,1.378,57.34,68,44.95,1.03,8.72,0,60.04,68.78
2017,NBH_001109,0.05,0.843,1,1058,511,LOW_INCOME_LOW_ACCESS,91.07,2505.88,2.989,2.9,68.28,77,62.1,52.73,21.18,0,49.05,56.08
2016,NBH_001110,3.425,1.977,0,1236,281,ADEQUATE_ACCESS,73.22,5494.55,1.085,0.134,53.82,89,32.73,30.17,20.04,1,34.47,29.28
2016,NBH_001111,1.236,1.605,1,401,501,LOW_INCOME_LOW_ACCESS,65.31,7790.05,8.426,2.779,54.22,83,21.32,34.87,21.94,1,43.71,49.87
2026,NBH_001112,0.05,2.944,1,369,607,ADEQUATE_ACCESS,67.41,6411.94,0.0,2.425,39.13,72,38.85,32.95,8.33,0,73.06,48.24
2013,NBH_001113,2.492,0.493,0,130,397,RURAL_LOW_ACCESS,81.23,7978.07,2.991,3.392,48.52,44,34.65,48.83,9.47,0,73.1,47.33
2022,NBH_001114,2.207,0.894,0,1216,617,LOW_ACCESS,81.91,10269.32,4.121,1.782,57.31,27,58.69,19.11,3.52,0,38.23,52.92
2013,NBH_001115,0.05,2.203,0,1271,493,LOW_INCOME_LOW_ACCESS,66.81,3756.95,4.451,0.83,37.63,75,44.6,66.7,27.37,1,76.48,36.75
2024,NBH_001116,1.303,1.543,1,29,365,URBAN_LOW_ACCESS,69.07,2656.49,3.621,2.338,28.01,70,78.7,60.63,13.59,1,67.55,57.9
2026,NBH_001117,1.089,1.726,0,1124,582,LOW_ACCESS,52.5,11738.65,2.429,1.928,80.0,65,71.93,52.3,8.47,1,51.73,43.86
2014,NBH_001118,2.669,2.786,0,1398,532,URBAN_LOW_ACCESS,57.8,9439.58,2.144,1.486,57.14,54,48.26,31.66,20.72,1,82.79,55.46
2011,NBH_001119,2.45,2.31,0,852,510,RURAL_LOW_ACCESS,61.54,4675.84,0.0,0.0,48.46,83,54.86,34.56,18.54,0,98.48,70.05
2020,NBH_001120,3.13,2.743,0,1084,144,RURAL_LOW_ACCESS,35.22,9632.31,2.503,3.0,40.82,42,68.41,82.58,16.43,0,67.83,65.03
2015,NBH_001121,3.362,1.317,1,1011,238,LOW_ACCESS,52.27,2993.87,0.0,1.649,33.57,43,54.13,89.62,26.1,1,41.75,47.49
2024,NBH_001122,2.326,0.094,0,992,382,LOW_ACCESS,71.64,4357.03,1.48,1.403,83.21,88,52.81,69.04,27.63,1,44.39,33.76
2012,NBH_001123,2.309,2.334,0,735,638,RURAL_LOW_ACCESS,57.13,3494.37,4.655,2.093,54.86,72,32.71,29.58,25.43,0,53.56,60.57
2019,NBH_001124,2.016,0.336,1,1045,313,LOW_INCOME_LOW_ACCESS,74.88,9532.5,2.989,3.755,40.2,47,36.74,43.88,18.5,0,71.6,92.87
2015,NBH_001125,1.249,0.984,1,734,1,RURAL_LOW_ACCESS,63.89,2965.45,3.585,0.933,56.97,21,75.84,48.48,29.68,0,60.24,31.87
2025,NBH_001126,3.171,0.68,1,1593,317,LOW_INCOME_LOW_ACCESS,64.51,4138.93,5.312,1.716,78.81,90,40.66,40.14,30.42,0,75.4,63.97
2017,NBH_001127,1.155,0.508,0,1494,80,ADEQUATE_ACCESS,51.62,6642.0,1.835,3.634,71.22,71,53.72,46.93,13.43,1,78.02,100.0
2012,NBH_001128,2.73,2.174,1,1130,559,ADEQUATE_ACCESS,61.16,4554.3,0.0,0.433,56.85,74,44.72,20.27,14.77,1,56.62,8.62
2014,NBH_001129,2.61,1.22,1,541,178,URBAN_LOW_ACCESS,63.61,1433.74,2.758,2.402,65.87,8,11.14,38.96,10.66,0,84.8,52.45
2019,NBH_001130,0.05,1.527,1,323,539,URBAN_LOW_ACCESS,71.75,6163.09,2.434,2.476,43.17,41,66.0,44.52,13.59,0,69.41,44.65
2015,NBH_001131,3.696,3.096,1,212,647,LOW_INCOME_LOW_ACCESS,61.93,10772.54,3.156,0.93,64.27,19,43.11,42.27,30.94,1,82.73,68.13
2013,NBH_001132,1.097,1.857,0,1799,96,ADEQUATE_ACCESS,60.28,5316.44,8.623,4.053,65.17,43,75.78,51.25,21.14,0,64.67,48.93
2017,NBH_001133,0.357,0.898,0,955,159,LOW_INCOME_LOW_ACCESS,70.68,10409.04,4.582,4.244,69.47,14,47.95,53.7,16.63,1,45.68,65.54
2011,NBH_001134,1.255,3.133,0,206,63,RURAL_LOW_ACCESS,58.89,9456.71,6.734,1.72,28.84,0,35.92,38.56,8.9,0,30.32,45.85
2024,NBH_001135,2.78,1.617,1,1043,455,URBAN_LOW_ACCESS,42.9,3490.31,5.837,3.63,61.8,2,48.73,35.07,17.7,1,41.7,30.13
2014,NBH_001136,0.879,0.408,1,911,119,ADEQUATE_ACCESS,61.16,9419.99,7.769,2.853,65.74,20,26.87,63.76,19.87,0,47.11,68.24
2012,NBH_001137,0.05,1.79,0,1523,587,LOW_ACCESS,46.61,2327.79,0.485,4.532,28.35,79,60.86,52.43,20.32,0,75.55,51.84
2015,NBH_001138,2.119,0.574,0,365,548,LOW_INCOME_LOW_ACCESS,62.49,11122.01,3.722,2.094,67.2,79,83.36,36.07,20.95,1,88.82,61.31
2012,NBH_001139,3.363,1.326,1,925,503,LOW_INCOME_LOW_ACCESS,56.25,9463.37,3.978,2.884,55.06,72,21.13,64.64,30.24,0,42.96,51.81
2024,NBH_001140,2.83,1.238,0,1333,564,ADEQUATE_ACCESS,48.21,10839.04,5.477,1.904,57.45,56,44.23,83.82,10.06,0,61.87,41.76
2026,NBH_001141,2.17,3.221,0,1631,394,ADEQUATE_ACCESS,42.97,11236.14,3.969,3.367,60.87,5,80.72,66.29,22.07,0,45.07,63.62
2013,NBH_001142,1.669,1.126,0,484,109,ADEQUATE_ACCESS,48.12,6481.78,2.491,0.973,38.17,86,52.11,67.3,24.34,0,86.03,51.84
2013,NBH_001143,1.797,0.685,0,865,297,LOW_ACCESS,53.1,5449.48,6.451,2.186,59.44,22,69.91,9.31,36.0,0,55.71,52.76
2014,NBH_001144,4.459,1.606,1,206,561,URBAN_LOW_ACCESS,69.45,2905.53,2.209,3.261,52.24,69,40.6,45.51,13.13,0,50.08,49.18
2021,NBH_001145,1.04,1.95,1,1593,206,RURAL_LOW_ACCESS,69.05,6827.25,2.95,0.0,84.84,88,48.38,31.88,24.95,1,33.39,82.12
2023,NBH_001146,1.148,2.241,1,1040,471,ADEQUATE_ACCESS,51.36,8851.99,1.591,1.774,28.62,89,94.38,36.68,35.26,1,37.82,50.35
2022,NBH_001147,0.283,3.33,0,221,198,URBAN_LOW_ACCESS,70.16,8813.09,5.54,2.192,53.05,26,81.13,43.03,28.07,0,83.44,55.01
2011,NBH_001148,0.695,0.835,1,577,186,LOW_INCOME_LOW_ACCESS,46.18,9648.11,3.087,4.145,42.59,12,64.32,2.33,27.7,1,63.66,73.65
2023,NBH_001149,2.045,1.039,0,520,75,LOW_INCOME_LOW_ACCESS,55.79,5383.96,1.894,1.075,26.94,22,39.53,66.83,7.68,1,38.8,67.69
2022,NBH_001150,1.739,0.939,0,1785,282,LOW_INCOME_LOW_ACCESS,66.92,3298.44,6.316,0.505,68.38,82,100.0,40.03,23.47,1,54.34,47.05
2023,NBH_001151,1.976,2.418,1,599,380,LOW_ACCESS,53.07,6126.13,3.206,1.78,52.04,55,67.56,76.83,34.34,1,54.79,55.34
2024,NBH_001152,0.545,1.445,0,1171,45,URBAN_LOW_ACCESS,73.54,8030.59,4.981,2.818,59.4,75,20.76,63.43,0.0,1,67.22,43.51
2012,NBH_001153,4.215,0.977,0,799,393,LOW_INCOME_LOW_ACCESS,60.66,7539.24,0.0,2.355,53.04,47,34.42,46.14,19.84,0,66.33,41.21
2018,NBH_001154,3.583,0.315,1,1467,355,RURAL_LOW_ACCESS,51.6,5051.33,4.051,1.646,50.42,71,27.41,54.95,21.3,0,25.91,28.63
2021,NBH_001155,0.468,1.364,1,723,642,RURAL_LOW_ACCESS,52.29,5340.03,2.81,3.675,81.24,30,47.12,55.26,5.24,0,30.97,41.45
2017,NBH_001156,2.473,3.46,1,381,471,ADEQUATE_ACCESS,82.65,9359.0,3.091,1.423,46.64,33,84.12,42.64,16.7,0,54.8,67.61
2013,NBH_001157,0.927,1.272,0,120,462,LOW_INCOME_LOW_ACCESS,92.69,1173.19,6.134,0.067,31.38,7,71.76,42.36,1.68,0,31.47,56.63
2026,NBH_001158,3.232,0.99,1,1049,500,LOW_INCOME_LOW_ACCESS,57.16,2163.67,6.148,0.0,65.33,62,9.38,58.61,35.68,0,69.23,78.23
2016,NBH_001159,4.154,2.433,1,1684,7,RURAL_LOW_ACCESS,52.36,11627.2,3.181,0.133,49.0,28,35.59,54.75,21.06,0,41.3,52.81
2021,NBH_001160,2.049,2.398,0,1215,57,LOW_ACCESS,72.23,6813.26,8.086,3.723,33.06,51,100.0,34.65,23.22,0,63.22,49.0
2012,NBH_001161,2.29,1.959,0,1591,490,URBAN_LOW_ACCESS,73.87,3158.92,4.5,1.303,22.78,27,67.37,16.35,15.03,0,46.2,36.47
2019,NBH_001162,2.331,3.196,0,805,40,LOW_INCOME_LOW_ACCESS,71.82,2836.98,10.706,1.743,56.35,7,54.26,28.35,37.0,0,70.36,87.73
2019,NBH_001163,2.256,2.155,1,1740,606,LOW_INCOME_LOW_ACCESS,68.26,3514.78,1.836,1.538,77.03,36,87.26,48.15,39.81,0,40.92,54.92
2019,NBH_001164,2.909,3.35,0,711,240,LOW_INCOME_LOW_ACCESS,46.94,11231.03,5.08,3.291,33.25,66,85.84,44.17,40.36,1,57.06,79.56
2013,NBH_001165,1.943,1.777,0,1600,601,RURAL_LOW_ACCESS,90.94,8398.51,0.283,1.245,79.72,8,49.25,54.9,21.12,0,63.93,80.62
2014,NBH_001166,3.21,3.561,0,1144,24,LOW_ACCESS,71.98,11215.54,3.142,1.515,72.9,19,60.14,43.11,9.9,1,47.68,64.12
2018,NBH_001167,1.01,1.135,1,1093,36,URBAN_LOW_ACCESS,65.71,10570.71,2.699,0.163,54.59,71,45.79,48.88,13.98,0,58.34,64.06
2023,NBH_001168,2.732,0.0,0,1575,386,RURAL_LOW_ACCESS,53.49,5060.57,0.02,2.558,54.73,73,41.66,71.54,16.18,0,66.03,55.13
2020,NBH_001169,3.407,0.709,1,1007,176,RURAL_LOW_ACCESS,100.0,1982.16,2.588,2.513,62.33,34,20.56,36.93,25.55,0,78.17,62.77
2024,NBH_001170,0.05,0.876,0,218,230,LOW_INCOME_LOW_ACCESS,66.15,4313.62,1.772,0.252,58.0,53,40.33,53.46,31.98,0,54.51,42.91
2014,NBH_001171,1.96,0.113,0,1369,32,RURAL_LOW_ACCESS,70.5,1642.2,6.513,0.673,56.89,61,37.7,38.85,5.76,1,42.71,56.51
2014,NBH_001172,0.788,0.0,1,346,463,ADEQUATE_ACCESS,62.74,10567.2,4.08,2.153,39.62,55,69.64,28.73,23.08,1,54.81,35.7
2015,NBH_001173,3.852,2.697,0,1267,86,RURAL_LOW_ACCESS,64.04,5438.74,3.222,2.248,70.52,64,78.03,32.47,30.81,0,66.67,35.22
2012,NBH_001174,1.952,1.512,0,736,400,URBAN_LOW_ACCESS,71.09,11108.55,3.909,2.221,58.91,81,59.33,33.82,25.35,0,52.35,67.92
2016,NBH_001175,0.813,3.031,0,785,192,ADEQUATE_ACCESS,49.59,2491.21,3.128,3.027,25.84,14,61.12,28.35,12.95,1,62.26,66.25
2020,NBH_001176,3.042,0.0,0,325,633,ADEQUATE_ACCESS,74.54,2160.12,1.444,0.0,41.58,9,52.6,79.97,18.74,1,78.45,51.77
2016,NBH_001177,0.74,1.869,1,1558,304,LOW_ACCESS,91.06,3875.38,4.654,0.907,67.62,50,90.23,59.38,17.49,1,80.33,39.17
2025,NBH_001178,1.465,1.291,1,1443,261,LOW_INCOME_LOW_ACCESS,53.72,11814.49,3.547,0.785,34.57,39,47.3,23.79,21.17,1,43.69,51.97
2015,NBH_001179,0.05,3.768,0,921,379,LOW_INCOME_LOW_ACCESS,79.31,3943.42,3.523,1.755,55.19,4,70.4,51.7,16.48,0,36.61,22.06
2025,NBH_001180,1.848,2.317,0,1328,392,LOW_ACCESS,55.93,10489.58,7.664,2.523,55.07,21,16.27,78.92,25.33,0,52.19,30.19
2012,NBH_001181,0.05,3.468,1,621,461,LOW_ACCESS,53.67,3257.55,3.279,0.082,2.64,53,58.7,61.38,15.32,0,42.86,87.32
2011,NBH_001182,2.085,0.0,0,1274,319,LOW_INCOME_LOW_ACCESS,42.25,1538.1,1.031,2.122,61.48,68,33.71,39.92,4.63,0,54.86,64.81
2015,NBH_001183,3.534,0.972,0,971,451,ADEQUATE_ACCESS,91.4,2065.07,5.421,3.363,58.5,34,53.23,51.44,31.71,0,45.37,60.06
2020,NBH_001184,1.845,1.916,1,486,488,LOW_ACCESS,62.52,4511.29,3.703,2.186,72.77,42,21.42,40.92,22.26,0,68.46,79.89
2024,NBH_001185,1.302,1.858,0,518,648,ADEQUATE_ACCESS,61.76,3185.82,4.421,2.38,54.69,13,32.6,46.06,0.0,0,38.61,70.52
2020,NBH_001186,2.239,0.694,1,1640,499,RURAL_LOW_ACCESS,64.74,9029.26,4.567,0.257,72.25,18,71.33,67.35,15.86,0,90.34,29.18
2017,NBH_001187,1.251,2.467,1,1572,250,ADEQUATE_ACCESS,62.82,4803.51,3.283,2.987,64.16,48,63.81,51.17,30.34,0,59.56,39.49
2021,NBH_001188,4.325,2.563,0,1538,375,URBAN_LOW_ACCESS,44.41,10690.99,6.055,2.495,49.35,36,52.91,41.87,14.58,0,56.52,37.13
2017,NBH_001189,1.288,2.321,0,899,172,ADEQUATE_ACCESS,76.32,3706.75,3.979,4.639,31.37,3,56.0,40.09,30.09,0,50.16,60.04
2023,NBH_001190,2.53,0.0,0,1638,206,LOW_INCOME_LOW_ACCESS,56.25,11627.72,4.887,2.044,24.8,68,66.05,17.03,9.68,1,78.42,31.35
2017,NBH_001191,2.452,0.376,0,53,538,ADEQUATE_ACCESS,74.33,10980.65,0.0,2.601,16.3,59,83.02,67.31,21.77,1,69.9,50.93
2012,NBH_001192,0.05,2.964,0,16,232,ADEQUATE_ACCESS,40.8,10263.21,4.612,1.687,72.39,4,60.46,42.77,15.51,0,39.67,48.44
2016,NBH_001193,2.275,3.101,0,606,428,ADEQUATE_ACCESS,62.07,10205.42,3.911,1.287,46.3,45,43.94,32.53,18.9,0,71.3,68.01
2020,NBH_001194,1.599,0.567,0,24,413,URBAN_LOW_ACCESS,31.73,6350.29,7.16,2.76,45.94,12,61.89,71.71,18.78,1,70.47,36.44
2012,NBH_001195,2.506,2.451,0,147,172,URBAN_LOW_ACCESS,64.2,5941.97,0.68,2.703,39.42,55,59.9,57.58,21.09,0,48.48,54.08
2019,NBH_001196,3.927,1.793,1,109,265,ADEQUATE_ACCESS,66.4,7305.05,6.912,0.048,20.78,84,52.84,50.53,0.6,0,90.39,47.87
2022,NBH_001197,1.692,0.913,1,373,258,ADEQUATE_ACCESS,60.41,6563.53,0.999,3.059,58.05,88,69.33,24.22,30.74,1,60.25,15.61
2014,NBH_001198,2.323,3.321,0,200,254,LOW_INCOME_LOW_ACCESS,62.87,11222.48,5.145,1.338,63.55,27,50.46,31.57,14.08,0,48.35,69.33
2026,NBH_001199,0.162,2.82,0,742,80,ADEQUATE_ACCESS,75.64,10225.66,2.368,1.244,50.05,37,47.37,57.34,24.55,1,67.98,57.81
2024,NBH_001200,3.913,0.624,1,209,455,LOW_ACCESS,64.85,7461.55,3.899,0.278,34.24,46,39.06,59.89,23.25,0,45.37,14.56
2011,NBH_001201,0.127,1.498,1,938,569,URBAN_LOW_ACCESS,52.65,9921.4,5.185,2.509,44.92,44,54.09,34.86,34.83,0,60.7,65.82
