imm_border_encounter_date,imm_border_sector_code,imm_border_processing_facility_id,imm_border_encounter_type_code,imm_border_single_adult_flag,imm_border_family_unit_flag,imm_border_unaccompanied_child_flag,imm_border_country_of_origin_code,imm_border_repeat_encounter_flag,imm_border_prior_removal_flag,imm_border_credible_fear_claim_flag,imm_border_asylum_referral_flag,imm_border_expedited_removal_flag,imm_border_parole_granted_flag,imm_border_detention_length_days,imm_border_alternatives_to_detention_flag,imm_border_court_notice_issued_flag,imm_border_case_outcome_code,imm_border_resource_load_index,imm_border_policy_regime_code
2022-06-21,YUM,FAC0000995,APPREHENSION,1,0,0,CU,1,0,0,0,0,0,17,0,0,REMOVED,0.261994,POL_E
2022-06-22,LRT,FAC0000996,APPREHENSION,1,1,0,EC,0,0,0,1,1,0,60,0,1,TRANSFERRED,0.346095,POL_B
2022-06-23,TUC,FAC0000997,APPREHENSION,1,0,0,EC,0,0,0,0,0,1,25,0,1,REMOVED,0.535596,POL_D
2022-06-24,DLR,FAC0000998,APPREHENSION,1,1,0,EC,0,1,1,0,0,0,145,0,1,TRANSFERRED,0.572997,POL_C
2022-06-25,YUM,FAC0000999,APPREHENSION,0,1,0,HN,0,0,0,0,1,0,124,0,1,REMOVED,0.442298,POL_B
2022-06-26,SDG,FAC0001000,TURNBACK,0,0,0,CU,1,0,1,0,1,1,68,1,1,TRANSFERRED,0.774599,POL_E
2022-06-27,LRT,FAC0001001,APPREHENSION,1,0,0,CO,0,0,0,0,0,0,142,0,1,REMOVED,0.8774,POL_B
2022-06-28,SDG,FAC0001002,INADMISSIBLE,1,1,1,IN,0,0,0,0,1,0,7,0,0,PENDING,0.291201,POL_C
2022-06-29,SPO,FAC0001003,APPREHENSION,0,1,0,HT,1,1,0,0,0,0,157,0,0,REMOVED,0.436302,POL_F
2022-06-30,YUM,FAC0001004,APPREHENSION,1,0,0,HT,0,1,1,1,1,0,153,0,1,REMOVED,0.214503,POL_C
2022-07-01,BBR,FAC0001005,APPREHENSION,1,1,0,VE,1,0,0,0,0,0,168,1,1,RETURNED,0.591404,POL_E
2022-07-02,BBR,FAC0001006,APPREHENSION,0,0,1,MX,0,0,1,0,1,0,109,0,1,RELEASED,0.717605,POL_B
2022-07-03,SPO,FAC0001007,INADMISSIBLE,0,0,0,CN,1,0,0,0,1,0,139,0,0,RELEASED,0.722506,POL_A
2022-07-04,RGV,FAC0001008,APPREHENSION,1,0,0,PE,1,0,1,0,1,0,159,0,1,VOLUNTARY_DEPARTURE,0.927607,POL_A
2022-07-05,TUC,FAC0001009,APPREHENSION,1,0,0,TR,0,0,1,1,0,0,72,1,1,REMOVED,0.589008,POL_B
2022-07-06,DLR,FAC0001010,APPREHENSION,1,1,1,UA,0,0,0,0,0,0,22,0,0,RETURNED,0.726509,POL_C
2022-07-07,TUC,FAC0001011,APPREHENSION,1,1,0,PE,0,0,0,0,0,0,112,1,1,REMOVED,0.22601,POL_E
2022-07-08,LRT,FAC0001012,TURNBACK,0,0,0,VE,1,0,1,0,0,0,154,1,0,PENDING,0.381511,POL_E
2022-07-09,HFD,FAC0001013,APPREHENSION,0,0,0,HT,0,0,0,1,0,0,25,1,0,RETURNED,0.518112,POL_C
2022-07-10,DLR,FAC0001014,INADMISSIBLE,1,1,0,MX,1,0,0,0,1,0,78,1,0,REMOVED,0.207413,POL_B
2022-07-11,SDG,FAC0001015,APPREHENSION,1,1,0,CN,0,0,0,0,0,1,86,1,0,PENDING,0.772614,POL_D
2022-07-12,HFD,FAC0001016,APPREHENSION,1,0,0,CU,1,0,0,1,0,0,117,0,1,PENDING,0.532815,POL_D
2022-07-13,RGV,FAC0001017,TURNBACK,0,1,0,BR,1,0,0,0,1,0,85,0,1,PENDING,0.381016,POL_E
2022-07-14,LRT,FAC0001018,APPREHENSION,0,0,0,NI,0,0,0,1,1,1,149,0,1,RELEASED,0.260817,POL_F
2022-07-15,ELP,FAC0001019,TRANSFER,1,0,0,PE,0,1,0,0,0,1,57,0,0,RETURNED,0.755718,POL_B
2022-07-16,LRT,FAC0001020,APPREHENSION,1,0,0,NI,0,1,0,1,0,0,2,1,0,REMOVED,0.876419,POL_E
2022-07-17,BBR,FAC0001021,APPREHENSION,1,0,0,SV,0,0,0,0,1,0,138,0,1,RELEASED,0.69102,POL_D
2022-07-18,HFD,FAC0001022,APPREHENSION,0,1,0,UA,0,0,0,0,1,0,86,1,0,PENDING,0.944921,POL_C
2022-07-19,LRT,FAC0001023,TURNBACK,1,0,0,HT,0,0,1,1,0,1,37,0,1,REMOVED,0.274422,POL_B
2022-07-20,LRT,FAC0001024,INADMISSIBLE,1,0,0,BR,0,0,0,1,0,0,54,0,1,TRANSFERRED,0.291123,POL_A
2022-07-21,SDG,FAC0001025,APPREHENSION,1,0,0,SV,0,0,0,0,1,0,68,1,1,REMOVED,0.962324,POL_D
2022-07-22,ELP,FAC0001026,APPREHENSION,1,1,0,PE,1,0,1,0,1,0,124,0,1,RELEASED,0.335725,POL_E
2022-07-23,LRT,FAC0001027,APPREHENSION,1,0,0,PE,1,0,0,0,0,0,88,1,0,PENDING,0.730626,POL_C
2022-07-24,DLR,FAC0001028,APPREHENSION,1,0,0,CO,1,0,0,1,1,0,139,0,1,PENDING,0.320327,POL_A
2022-07-25,RGV,FAC0001029,APPREHENSION,1,0,0,EC,0,1,0,1,1,1,25,0,1,RELEASED,0.216028,POL_E
2022-07-26,SPO,FAC0001030,APPREHENSION,1,0,0,CM,0,0,1,0,1,1,94,0,1,PENDING,0.480229,POL_A
2022-07-27,LRT,FAC0001031,APPREHENSION,1,1,0,CU,0,0,0,0,0,1,74,0,0,REMOVED,0.34723,POL_E
2022-07-28,SPO,FAC0001032,APPREHENSION,0,1,0,HT,1,0,1,0,1,0,144,0,0,PENDING,0.653331,POL_A
2022-07-29,TUC,FAC0001033,TURNBACK,1,1,1,SV,0,0,0,0,1,0,90,1,0,RETURNED,0.475732,POL_D
2022-07-30,ELP,FAC0001034,INADMISSIBLE,1,1,0,EC,0,0,0,0,1,0,96,0,0,RETURNED,0.422333,POL_F
2022-07-31,ELP,FAC0001035,INADMISSIBLE,1,0,0,DO,1,0,0,0,1,0,148,1,1,REMOVED,0.298234,POL_E
2022-08-01,ELP,FAC0001036,APPREHENSION,0,0,0,IN,0,0,1,0,1,0,123,0,1,RELEASED,0.436835,POL_B
2022-08-02,TUC,FAC0001037,INADMISSIBLE,1,0,0,RU,1,0,0,0,0,1,92,0,1,PENDING,0.786736,POL_D
2022-08-03,SDG,FAC0001038,APPREHENSION,1,1,0,NI,1,0,0,1,0,0,102,1,1,REMOVED,0.449237,POL_F
2022-08-04,ELP,FAC0001039,TRANSFER,1,1,0,VE,0,0,1,0,0,0,76,1,1,RELEASED,0.852738,POL_A
2022-08-05,RGV,FAC0001040,TRANSFER,0,0,0,CM,1,0,0,0,1,0,19,0,1,REMOVED,0.297439,POL_D
2022-08-06,DLR,FAC0001041,APPREHENSION,1,0,0,UA,0,0,1,0,1,0,131,1,1,RETURNED,0.03194,POL_D
2022-08-07,HFD,FAC0001042,APPREHENSION,0,1,0,SV,0,0,0,0,0,0,131,0,0,VOLUNTARY_DEPARTURE,0.250541,POL_D
2022-08-08,YUM,FAC0001043,APPREHENSION,1,0,0,CU,1,0,0,0,1,1,96,0,1,RELEASED,0.047942,POL_B
2022-08-09,HFD,FAC0001044,INADMISSIBLE,1,0,0,CM,0,1,0,0,0,0,3,0,0,REMOVED,0.001243,POL_B
2022-08-10,TUC,FAC0001045,INADMISSIBLE,1,1,0,CO,1,1,1,0,1,1,173,1,0,PENDING,0.559844,POL_F
2022-08-11,BBR,FAC0001046,APPREHENSION,0,0,0,VE,0,1,0,0,0,0,160,1,1,TRANSFERRED,0.337545,POL_E
2022-08-12,TUC,FAC0001047,TURNBACK,1,0,0,EC,0,0,0,0,0,1,175,0,1,PENDING,0.385246,POL_A
2022-08-13,YUM,FAC0001048,APPREHENSION,0,0,0,CN,0,0,0,1,0,1,63,0,1,PENDING,0.674147,POL_B
2022-08-14,YUM,FAC0001049,APPREHENSION,1,0,0,IN,0,0,1,1,1,1,127,1,0,TRANSFERRED,0.357848,POL_A
2022-08-15,SPO,FAC0001050,INADMISSIBLE,1,0,0,AF,1,0,1,0,0,0,18,0,0,REMOVED,0.785949,POL_D
2022-08-16,HFD,FAC0001051,INADMISSIBLE,0,1,0,CN,1,0,0,0,1,0,82,0,0,RETURNED,0.76415,POL_A
2022-08-17,TUC,FAC0001052,APPREHENSION,0,0,0,SV,0,0,1,1,0,1,153,0,1,PENDING,0.001051,POL_C
2022-08-18,SDG,FAC0001053,RESCUE,0,0,0,HT,1,0,0,1,0,0,19,1,0,RETURNED,0.713452,POL_B
2022-08-19,SPO,FAC0001054,APPREHENSION,1,1,0,RU,0,1,0,0,0,1,46,1,1,RETURNED,0.321153,POL_A
2022-08-20,SDG,FAC0001055,INADMISSIBLE,0,0,1,CO,0,0,1,0,0,0,41,0,1,RETURNED,0.210954,POL_A
2022-08-21,HFD,FAC0001056,INADMISSIBLE,1,1,1,IN,0,0,0,1,0,0,100,0,1,RELEASED,0.512955,POL_A
2022-08-22,SDG,FAC0001057,APPREHENSION,0,1,0,EC,1,0,1,0,0,1,130,0,1,RELEASED,0.565256,POL_C
2022-08-23,TUC,FAC0001058,APPREHENSION,0,0,1,CN,0,1,0,1,1,0,117,1,1,TRANSFERRED,0.283857,POL_F
2022-08-24,TUC,FAC0001059,TURNBACK,1,0,0,CN,0,1,1,0,1,0,80,0,1,ASYLEE_GRANTED,0.851458,POL_A
2022-08-25,DLR,FAC0001060,INADMISSIBLE,1,1,0,EC,0,0,0,0,0,0,22,1,0,TRANSFERRED,0.040559,POL_B
2022-08-26,SPO,FAC0001061,APPREHENSION,1,0,0,AF,0,0,0,1,0,1,21,0,0,REMOVED,0.07336,POL_C
2022-08-27,DLR,FAC0001062,APPREHENSION,1,1,1,CO,0,1,0,1,0,1,116,0,1,RELEASED,0.586761,POL_C
2022-08-28,DLR,FAC0001063,APPREHENSION,1,0,0,CM,0,0,1,1,1,0,152,0,1,REMOVED,0.032862,POL_E
2022-08-29,SDG,FAC0001064,INADMISSIBLE,1,0,0,CO,0,0,1,0,0,1,113,1,0,PENDING,0.496863,POL_A
2022-08-30,SDG,FAC0001065,APPREHENSION,0,0,1,IN,0,0,1,0,0,1,132,1,1,REMOVED,0.650664,POL_C
2022-08-31,LRT,FAC0001066,APPREHENSION,0,0,0,IN,0,1,0,0,0,0,128,1,1,PENDING,0.131465,POL_D
2022-09-01,SDG,FAC0001067,APPREHENSION,1,1,0,CO,1,0,0,0,1,0,161,0,0,RETURNED,0.841266,POL_E
2022-09-02,YUM,FAC0001068,APPREHENSION,1,1,0,HN,0,0,0,0,1,0,158,0,1,REMOVED,0.787967,POL_B
2022-09-03,RGV,FAC0001069,APPREHENSION,0,1,0,NI,0,0,0,0,1,0,163,0,1,REMOVED,1.000868,POL_C
2022-09-04,TUC,FAC0001070,INADMISSIBLE,1,1,0,UA,0,0,0,0,1,0,158,0,0,RETURNED,0.995869,POL_B
2022-09-05,RGV,FAC0001071,INADMISSIBLE,0,1,0,EC,0,0,0,0,0,0,124,1,1,PENDING,0.35197,POL_D
2022-09-06,LRT,FAC0001072,APPREHENSION,1,0,0,DO,0,0,0,0,0,0,136,0,0,PENDING,0.557571,POL_A
2022-09-07,SPO,FAC0001073,APPREHENSION,1,0,1,HN,0,0,0,0,0,0,14,0,1,PENDING,0.018072,POL_E
2022-09-08,DLR,FAC0001074,APPREHENSION,1,1,1,IN,0,0,0,1,0,0,92,0,1,RELEASED,0.460473,POL_F
2022-09-09,HFD,FAC0001075,TRANSFER,1,0,0,VE,0,0,0,0,1,1,76,1,1,RELEASED,0.388174,POL_D
2022-09-10,HFD,FAC0001076,INADMISSIBLE,0,0,0,HN,0,1,0,0,0,0,67,0,0,TRANSFERRED,0.030975,POL_C
2022-09-11,ELP,FAC0001077,APPREHENSION,1,0,0,IN,1,0,1,0,0,0,71,1,1,TRANSFERRED,0.407576,POL_F
2022-09-12,BBR,FAC0001078,APPREHENSION,1,0,0,CM,0,0,1,0,0,0,30,0,1,TRANSFERRED,0.005977,POL_C
2022-09-13,ELP,FAC0001079,TRANSFER,0,0,0,SV,1,1,1,1,0,0,77,0,1,REMOVED,0.296978,POL_C
2022-09-14,ELP,FAC0001080,INADMISSIBLE,1,0,0,CU,1,0,1,0,0,0,123,0,1,RELEASED,0.357079,POL_D
2022-09-15,SDG,FAC0001081,INADMISSIBLE,1,0,0,HN,0,0,0,1,0,0,144,0,1,PENDING,0.58418,POL_C
2022-09-16,BBR,FAC0001082,INADMISSIBLE,1,0,0,EC,0,0,0,0,0,0,115,0,0,REMOVED,0.499781,POL_C
2022-09-17,YUM,FAC0001083,APPREHENSION,1,0,0,CU,1,0,1,1,0,0,143,1,1,PENDING,0.840082,POL_B
2022-09-18,TUC,FAC0001084,TRANSFER,1,0,0,CN,1,0,0,1,0,0,136,0,0,PENDING,0.948583,POL_A
2022-09-19,TUC,FAC0001085,APPREHENSION,0,0,0,SV,0,1,1,0,0,1,58,0,0,RELEASED,0.140884,POL_C
2022-09-20,BBR,FAC0001086,APPREHENSION,1,0,0,GT,0,1,0,0,1,0,8,0,1,TRANSFERRED,0.139285,POL_A
2022-09-21,SDG,FAC0001087,TRANSFER,1,0,0,EC,0,0,0,0,0,0,55,1,1,REMOVED,0.856286,POL_B
2022-09-22,LRT,FAC0001088,APPREHENSION,1,0,0,BR,1,0,0,1,1,0,10,1,0,RETURNED,0.937387,POL_C
2022-09-23,SPO,FAC0001089,APPREHENSION,1,1,0,GT,1,0,0,0,0,0,36,0,1,REMOVED,0.126088,POL_B
2022-09-24,SPO,FAC0001090,INADMISSIBLE,1,0,0,HT,0,0,1,0,0,1,158,0,0,REMOVED,0.425789,POL_C
2022-09-25,HFD,FAC0001091,TRANSFER,1,0,1,UA,0,0,1,0,1,0,42,0,0,PENDING,0.08739,POL_D
2022-09-26,SPO,FAC0001092,TRANSFER,1,0,1,HN,0,0,0,0,0,0,126,1,1,RELEASED,0.341291,POL_C
2022-09-27,YUM,FAC0001093,APPREHENSION,1,0,0,RU,0,1,1,0,1,1,80,0,1,TRANSFERRED,0.645792,POL_B
2022-09-28,BBR,FAC0001094,INADMISSIBLE,1,1,0,UA,0,1,0,1,1,0,71,1,0,TRANSFERRED,0.849493,POL_A
2022-09-29,YUM,FAC0001095,APPREHENSION,1,0,1,MX,0,1,0,0,0,0,137,1,1,RETURNED,0.569094,POL_E
2022-09-30,LRT,FAC0001096,TURNBACK,1,1,0,CO,0,0,1,0,0,0,130,0,0,TRANSFERRED,0.417295,POL_D
2022-10-01,SPO,FAC0001097,INADMISSIBLE,0,0,0,DO,0,0,0,0,0,0,125,1,1,PENDING,0.734396,POL_B
2022-10-02,RGV,FAC0001098,INADMISSIBLE,0,0,0,SV,1,0,0,0,0,0,111,0,1,REMOVED,0.588897,POL_A
2022-10-03,TUC,FAC0001099,APPREHENSION,0,0,0,EC,0,0,0,0,1,1,101,0,1,TRANSFERRED,0.117098,POL_C
2022-10-04,LRT,FAC0001100,TRANSFER,0,0,0,CO,1,0,0,0,0,0,97,1,1,RETURNED,0.079499,POL_D
2022-10-05,RGV,FAC0001101,TURNBACK,0,1,0,PE,0,0,0,0,1,0,118,1,1,TRANSFERRED,0.3968,POL_C
2022-10-06,ELP,FAC0001102,APPREHENSION,1,0,0,HT,0,1,0,0,0,0,82,0,1,RETURNED,0.023901,POL_B
2022-10-07,SPO,FAC0001103,APPREHENSION,1,0,0,TR,1,0,0,1,0,0,96,1,0,REMOVED,0.317002,POL_C
2022-10-08,RGV,FAC0001104,APPREHENSION,1,1,0,CM,0,0,0,0,1,0,9,0,1,REMOVED,0.604403,POL_A
2022-10-09,DLR,FAC0001105,APPREHENSION,1,0,0,TR,0,1,0,0,0,0,13,1,1,PENDING,0.341004,POL_B
2022-10-10,HFD,FAC0001106,APPREHENSION,1,0,1,TR,0,1,0,0,0,0,150,0,1,REMOVED,0.343805,POL_D
2022-10-11,HFD,FAC0001107,TRANSFER,1,0,0,RU,1,0,0,1,0,1,0,0,1,RETURNED,0.267006,POL_B
2022-10-12,BBR,FAC0001108,INADMISSIBLE,1,0,1,CM,1,0,0,0,0,0,120,1,1,VOLUNTARY_DEPARTURE,0.934807,POL_F
2022-10-13,RGV,FAC0001109,APPREHENSION,1,0,1,UA,1,0,0,0,0,0,71,0,0,REMOVED,0.897508,POL_F
2022-10-14,TUC,FAC0001110,APPREHENSION,1,0,1,HT,0,0,0,0,0,0,106,0,0,REMOVED,0.728209,POL_A
2022-10-15,YUM,FAC0001111,APPREHENSION,0,0,0,BR,0,1,0,0,0,1,174,0,1,TRANSFERRED,0.91891,POL_E
2022-10-16,BBR,FAC0001112,APPREHENSION,1,1,0,BR,0,0,0,0,1,0,76,1,1,REMOVED,0.756211,POL_D
2022-10-17,DLR,FAC0001113,APPREHENSION,0,1,0,HT,0,0,0,1,1,0,77,0,1,RETURNED,0.228112,POL_C
2022-10-18,BBR,FAC0001114,APPREHENSION,0,0,0,NI,0,0,0,0,0,0,49,0,0,RELEASED,0.470013,POL_C
2022-10-19,SPO,FAC0001115,APPREHENSION,1,0,0,GT,0,0,1,0,0,0,56,0,1,REMOVED,0.010914,POL_C
2022-10-20,BBR,FAC0001116,INADMISSIBLE,1,0,0,HN,0,1,1,0,0,0,157,0,1,REMOVED,0.553815,POL_A
2022-10-21,HFD,FAC0001117,RESCUE,1,0,0,MX,1,0,0,0,1,1,57,0,1,PENDING,0.145616,POL_A
2022-10-22,ELP,FAC0001118,APPREHENSION,1,0,0,DO,0,0,0,0,1,0,56,1,1,REMOVED,0.151117,POL_E
2022-10-23,RGV,FAC0001119,APPREHENSION,1,0,0,PE,0,0,0,0,1,0,52,0,1,REMOVED,0.152018,POL_B
2022-10-24,SDG,FAC0001120,INADMISSIBLE,0,0,0,CO,0,0,0,0,0,1,28,0,0,PENDING,0.838819,POL_B
2022-10-25,LRT,FAC0001121,TURNBACK,0,1,0,PE,0,1,1,0,0,0,26,1,1,RELEASED,0.13852,POL_B
2022-10-26,SPO,FAC0001122,APPREHENSION,1,1,0,NI,0,1,1,0,0,0,130,0,1,VOLUNTARY_DEPARTURE,0.661921,POL_B
2022-10-27,SDG,FAC0001123,TRANSFER,1,1,0,UA,0,0,1,0,0,0,93,0,1,REMOVED,0.582122,POL_C
2022-10-28,ELP,FAC0001124,TRANSFER,0,1,0,CM,0,0,0,0,0,0,54,1,1,RELEASED,0.576523,POL_A
2022-10-29,HFD,FAC0001125,APPREHENSION,0,0,0,VE,0,0,0,0,0,0,86,1,1,PENDING,0.237924,POL_C
2022-10-30,YUM,FAC0001126,APPREHENSION,1,0,0,CM,0,0,0,1,1,1,3,0,1,TRANSFERRED,0.473925,POL_D
2022-10-31,ELP,FAC0001127,APPREHENSION,1,1,0,TR,0,0,0,1,1,0,64,0,1,VOLUNTARY_DEPARTURE,0.770526,POL_E
2022-11-01,TUC,FAC0001128,APPREHENSION,0,0,0,CU,0,0,0,0,0,1,18,0,0,REMOVED,0.681227,POL_D
2022-11-02,ELP,FAC0001129,INADMISSIBLE,0,1,0,PE,0,0,0,0,0,0,44,0,1,ASYLEE_GRANTED,0.436628,POL_E
2022-11-03,TUC,FAC0001130,APPREHENSION,1,0,0,NI,0,1,1,0,1,0,50,0,1,RELEASED,0.809429,POL_A
2022-11-04,TUC,FAC0001131,APPREHENSION,0,0,0,AF,1,1,0,0,0,1,63,0,0,PENDING,0.59053,POL_E
2022-11-05,ELP,FAC0001132,APPREHENSION,1,0,0,EC,0,1,0,0,0,0,136,1,1,RELEASED,0.643231,POL_A
2022-11-06,BBR,FAC0001133,APPREHENSION,1,1,0,SV,0,0,0,0,1,0,58,1,1,RETURNED,0.388932,POL_A
2022-11-07,BBR,FAC0001134,APPREHENSION,1,0,0,PE,0,0,0,0,0,0,130,0,1,VOLUNTARY_DEPARTURE,0.208333,POL_A
2022-11-08,HFD,FAC0001135,INADMISSIBLE,1,1,1,AF,0,0,0,1,0,1,44,0,1,RETURNED,0.843334,POL_B
2022-11-09,ELP,FAC0001136,TURNBACK,0,0,0,SV,0,0,0,0,1,0,131,0,0,TRANSFERRED,0.554635,POL_C
2022-11-10,TUC,FAC0001137,APPREHENSION,1,0,0,NI,1,1,0,0,0,1,25,1,1,RELEASED,0.384036,POL_D
2022-11-11,SDG,FAC0001138,APPREHENSION,0,0,0,TR,1,0,0,0,1,1,122,0,1,REMOVED,0.393237,POL_C
2022-11-12,ELP,FAC0001139,APPREHENSION,0,0,0,CU,0,0,0,0,1,0,94,0,0,RELEASED,0.418138,POL_B
2022-11-13,TUC,FAC0001140,TURNBACK,0,1,0,PE,0,0,0,0,1,0,90,0,1,PENDING,0.694839,POL_A
2022-11-14,DLR,FAC0001141,APPREHENSION,1,1,1,PE,0,1,1,1,1,0,58,1,1,RELEASED,0.92484,POL_C
2022-11-15,SDG,FAC0001142,APPREHENSION,0,1,0,TR,0,0,0,0,0,1,65,0,0,REMOVED,0.621941,POL_D
2022-11-16,SDG,FAC0001143,APPREHENSION,1,0,0,VE,1,1,0,0,0,0,54,1,1,PENDING,0.429742,POL_B
2022-11-17,RGV,FAC0001144,APPREHENSION,0,0,0,EC,0,0,0,0,0,0,162,1,0,PENDING,0.287943,POL_E
2022-11-18,YUM,FAC0001145,APPREHENSION,1,0,0,PE,1,0,0,0,0,0,21,0,0,PENDING,0.499244,POL_D
2022-11-19,LRT,FAC0001146,APPREHENSION,1,0,0,BR,1,0,0,0,1,0,175,1,0,REMOVED,0.321345,POL_B
2022-11-20,ELP,FAC0001147,APPREHENSION,1,0,0,HN,0,0,0,0,0,0,25,1,1,RELEASED,0.334646,POL_A
2022-11-21,HFD,FAC0001148,INADMISSIBLE,1,0,1,HT,1,0,0,1,0,1,59,0,1,REMOVED,0.770447,POL_E
2022-11-22,RGV,FAC0001149,INADMISSIBLE,0,0,0,MX,0,0,0,1,0,0,157,1,1,REMOVED,0.387448,POL_C
2022-11-23,RGV,FAC0001150,INADMISSIBLE,1,1,1,BR,1,0,0,1,0,0,100,1,0,RETURNED,0.618549,POL_A
2022-11-24,LRT,FAC0001151,APPREHENSION,1,0,0,UA,0,0,0,0,0,0,16,0,1,REMOVED,0.31325,POL_E
2022-11-25,RGV,FAC0001152,APPREHENSION,1,0,0,NI,0,0,0,0,1,1,175,0,1,RELEASED,0.519451,POL_C
2022-11-26,LRT,FAC0001153,TRANSFER,1,0,0,HN,0,0,1,0,0,0,88,1,1,REMOVED,0.425452,POL_E
2022-11-27,TUC,FAC0001154,APPREHENSION,1,0,0,EC,0,0,0,1,0,0,13,0,1,RELEASED,0.576953,POL_A
2022-11-28,HFD,FAC0001155,APPREHENSION,0,0,0,GT,0,1,0,0,1,0,52,0,1,RETURNED,0.805354,POL_A
2022-11-29,HFD,FAC0001156,APPREHENSION,1,0,0,SV,0,1,0,0,0,0,134,1,1,REMOVED,0.610955,POL_B
2022-11-30,SDG,FAC0001157,APPREHENSION,1,0,0,VE,0,0,1,1,1,0,164,1,1,REMOVED,0.406656,POL_A
2022-12-01,LRT,FAC0001158,TRANSFER,1,0,0,HN,0,0,1,0,1,0,141,0,0,REMOVED,0.946357,POL_A
2022-12-02,LRT,FAC0001159,APPREHENSION,1,0,0,NI,0,0,0,0,0,0,113,0,1,TRANSFERRED,0.880258,POL_B
2022-12-03,HFD,FAC0001160,APPREHENSION,1,1,0,VE,0,0,0,1,0,0,156,1,1,RETURNED,0.149459,POL_E
2022-12-04,ELP,FAC0001161,APPREHENSION,1,0,1,BR,0,0,0,0,0,1,14,0,0,PENDING,0.39586,POL_B
2022-12-05,YUM,FAC0001162,INADMISSIBLE,0,1,1,BR,0,0,1,0,1,0,160,0,1,TRANSFERRED,0.456161,POL_F
2022-12-06,ELP,FAC0001163,INADMISSIBLE,1,1,1,BR,0,0,0,1,0,0,7,1,1,RETURNED,0.109062,POL_B
2022-12-07,SPO,FAC0001164,INADMISSIBLE,1,1,1,MX,1,0,0,0,0,1,110,1,0,PENDING,0.632663,POL_E
2022-12-08,SPO,FAC0001165,APPREHENSION,0,0,0,CN,1,0,0,0,0,0,53,0,1,RETURNED,0.125764,POL_F
2022-12-09,LRT,FAC0001166,APPREHENSION,0,1,0,CN,1,0,1,0,0,0,46,1,1,REMOVED,0.634465,POL_A
2022-12-10,HFD,FAC0001167,TURNBACK,1,0,0,NI,1,0,0,1,1,0,67,1,1,TRANSFERRED,0.841666,POL_A
2022-12-11,RGV,FAC0001168,TURNBACK,1,1,0,IN,0,0,0,1,0,1,74,0,0,TRANSFERRED,0.371867,POL_A
2022-12-12,LRT,FAC0001169,TURNBACK,1,0,0,UA,0,0,1,0,0,0,104,0,0,REMOVED,0.024368,POL_F
2022-12-13,TUC,FAC0001170,TURNBACK,1,1,0,UA,0,0,1,1,0,0,65,0,0,RELEASED,0.504069,POL_D
2022-12-14,HFD,FAC0001171,APPREHENSION,1,0,0,HT,1,0,0,1,0,0,55,0,1,TRANSFERRED,0.32547,POL_C
2022-12-15,YUM,FAC0001172,APPREHENSION,0,0,0,DO,0,1,0,0,1,1,124,0,1,ASYLEE_GRANTED,0.333371,POL_B
2022-12-16,BBR,FAC0001173,APPREHENSION,1,0,0,DO,0,0,0,0,0,0,22,0,1,REMOVED,0.502372,POL_A
2022-12-17,YUM,FAC0001174,APPREHENSION,0,0,0,HN,0,0,0,0,1,0,103,0,0,TRANSFERRED,0.126273,POL_A
2022-12-18,SPO,FAC0001175,APPREHENSION,0,0,0,MX,0,0,0,0,1,0,3,0,0,REMOVED,0.035474,POL_E
2022-12-19,BBR,FAC0001176,APPREHENSION,1,1,0,UA,1,0,0,0,0,0,91,0,1,TRANSFERRED,0.645175,POL_A
2022-12-20,SPO,FAC0001177,APPREHENSION,0,0,0,PE,0,0,0,0,0,0,143,0,1,TRANSFERRED,0.514676,POL_F
2022-12-21,SDG,FAC0001178,INADMISSIBLE,1,0,0,GT,0,0,0,1,0,0,91,1,1,RELEASED,0.319877,POL_C
2022-12-22,SPO,FAC0001179,INADMISSIBLE,1,1,0,CO,1,0,1,0,1,0,107,0,1,REMOVED,0.866678,POL_E
2022-12-23,ELP,FAC0001180,APPREHENSION,0,0,0,IN,0,0,1,1,0,0,54,0,1,REMOVED,0.556579,POL_E
2022-12-24,LRT,FAC0001181,APPREHENSION,1,0,0,UA,0,0,0,0,0,0,54,0,1,PENDING,0.69338,POL_B
2022-12-25,BBR,FAC0001182,TURNBACK,0,0,0,DO,0,0,0,0,0,0,172,1,1,RELEASED,0.715181,POL_E
2022-12-26,SDG,FAC0001183,INADMISSIBLE,0,0,1,UA,0,0,1,1,0,0,138,0,1,REMOVED,0.044182,POL_E
2022-12-27,TUC,FAC0001184,APPREHENSION,1,0,0,CO,0,0,0,0,0,0,28,1,1,PENDING,0.984783,POL_F
2022-12-28,YUM,FAC0001185,APPREHENSION,1,1,0,SV,1,0,0,0,0,1,115,0,1,RELEASED,0.105884,POL_A
2022-12-29,YUM,FAC0001186,TRANSFER,1,0,0,PE,1,0,0,0,0,0,165,1,0,REMOVED,0.284185,POL_C
2022-12-30,HFD,FAC0001187,TRANSFER,1,0,0,CO,0,0,0,0,0,0,143,0,1,RELEASED,0.315086,POL_D
2022-12-31,HFD,FAC0001188,APPREHENSION,1,0,0,CN,0,0,1,1,1,0,96,0,1,PENDING,0.041087,POL_D
2023-01-01,RGV,FAC0001189,APPREHENSION,0,0,0,CM,0,0,1,0,0,0,106,1,1,REMOVED,0.645088,POL_E
2023-01-02,ELP,FAC0001190,APPREHENSION,1,0,0,MX,1,0,1,1,1,0,11,1,0,RETURNED,0.642889,POL_E
