energy_eff_reference_year,energy_eff_country_iso2,energy_eff_region_nuts_code,energy_eff_building_type_code,energy_eff_epc_label_distribution,energy_eff_renovation_rate_pct,energy_eff_deep_renovation_share_pct,energy_eff_energy_use_kwh_m2,energy_eff_heat_pump_installations_count,energy_eff_district_heating_share_pct,energy_eff_smart_controls_penetration_pct,energy_eff_public_buildings_renovated_count,energy_eff_epbd_minimum_standards_flag,energy_eff_energy_savings_obligation_twh,energy_eff_rebound_effect_index,energy_eff_financing_scheme_code,energy_eff_investment_eur,energy_eff_just_transition_fund_support_eur,energy_eff_data_source,energy_eff_data_extract_date
2025,FR,HR12,RESIDENTIAL_MFH,A:0.69;B:6.56;C:15.47;D:15.41;E:11.05;F:16.77;G:34.04,3.89,41.82,146.08,401687,16.57,39.32,11097,1,2.369,0.4958,ON_BILL_FINANCING,18457278151.01,346687907.35,SURVEY_ESTIMATE,2024-02-13
2004,LT,DE892,COMMERCIAL_RETAIL,A:12.97;B:6.51;C:1.74;D:44.40;E:1.50;F:28.65;G:4.23,1.5,37.19,181.61,315054,25.72,84.98,9498,0,13.749,0.6208,EIB_LOAN,11325531498.62,142718729.78,BUILDING_STOCK_OBSERVATORY,2024-07-17
2005,SK,LT73,PUBLIC_SCHOOLS,A:8.70;B:15.79;C:16.66;D:6.78;E:4.00;F:38.34;G:9.75,3.61,6.75,372.79,302554,34.41,76.44,3938,1,11.048,0.7447,TAX_REBATE,11866975342.34,413526694.86,NATIONAL_EPC_REGISTRY,2024-10-17
2006,HR,PL6,INDUSTRIAL_LIGHT,A:6.80;B:34.78;C:8.25;D:8.39;E:8.29;F:10.59;G:22.92,4.45,5.71,395.08,256158,1.92,8.14,15778,0,8.757,0.2314,PUBLIC_GRANT,12739386013.69,141574942.07,EPBD_REPORTING,2026-02-14
2007,DE,SI48,PUBLIC_HOSPITALS,A:35.99;B:15.75;C:18.84;D:1.10;E:5.78;F:2.87;G:19.67,4.72,29.19,130.95,278041,16.41,63.51,37132,0,11.247,0.6839,GREEN_MORTGAGE,21737881153.53,306301241.59,SURVEY_ESTIMATE,2025-02-12
2008,LU,SE712,RESIDENTIAL_SFH,A:2.80;B:1.70;C:34.30;D:0.59;E:30.67;F:20.23;G:9.71,1.16,4.0,84.66,85087,29.39,79.76,8457,0,4.331,0.8389,ESCO_CONTRACT,1269010516.69,290247690.44,BUILDING_STOCK_OBSERVATORY,2025-12-22
2009,SI,HR8,COMMERCIAL_OFFICE,A:21.90;B:7.14;C:11.04;D:5.90;E:19.69;F:26.61;G:7.71,3.01,20.25,81.06,185851,41.79,6.91,15551,0,9.541,0.4483,SOCIAL_HOUSING_FUND,4976935553.04,274976839.91,NATIONAL_EPC_REGISTRY,2025-02-22
2010,CY,LV987,RESIDENTIAL_MFH,A:6.51;B:6.37;C:9.34;D:9.68;E:26.76;F:4.46;G:36.87,0.48,6.96,262.93,165263,23.19,30.47,174,0,9.795,0.1981,ON_BILL_FINANCING,11553806708.53,180986941.06,EPBD_REPORTING,2025-05-17
2011,GR,PT796,COMMERCIAL_RETAIL,A:13.08;B:3.69;C:8.40;D:1.52;E:27.69;F:25.83;G:19.80,2.05,40.32,220.04,209063,25.19,75.28,11398,0,0.712,0.3427,EIB_LOAN,6017626517.03,460032881.68,SURVEY_ESTIMATE,2025-04-20
2012,MT,BG949,PUBLIC_SCHOOLS,A:10.33;B:10.41;C:25.34;D:6.73;E:4.08;F:25.02;G:18.09,1.4,38.19,342.4,229612,13.82,5.29,30961,0,3.168,0.2164,TAX_REBATE,7510270611.78,24815972.0,BUILDING_STOCK_OBSERVATORY,2024-03-15
2013,ES,CY9,INDUSTRIAL_LIGHT,A:2.49;B:9.13;C:1.52;D:7.89;E:43.62;F:10.30;G:25.06,4.74,42.45,186.43,50087,14.15,87.92,2370,0,17.641,0.4203,PUBLIC_GRANT,14503382315.48,103375706.1,NATIONAL_EPC_REGISTRY,2024-03-08
2014,CZ,FI356,PUBLIC_HOSPITALS,A:8.11;B:24.27;C:5.17;D:0.42;E:7.80;F:28.84;G:25.40,0.85,20.3,406.72,140924,45.96,65.63,13629,1,6.557,0.5953,GREEN_MORTGAGE,12076285687.03,50690144.05,EPBD_REPORTING,2025-10-04
2015,HU,BE1,RESIDENTIAL_SFH,A:12.28;B:20.46;C:7.11;D:20.30;E:5.21;F:8.56;G:26.09,1.53,19.65,69.1,314775,35.18,34.37,2557,0,6.201,0.6834,ESCO_CONTRACT,14820587318.99,205627670.61,SURVEY_ESTIMATE,2025-06-02
2016,NL,PT28,COMMERCIAL_OFFICE,A:1.33;B:33.71;C:44.05;D:3.86;E:0.69;F:10.12;G:6.24,3.52,31.85,406.06,238697,30.71,90.55,10557,0,2.239,0.7287,SOCIAL_HOUSING_FUND,20502253036.37,160437920.03,BUILDING_STOCK_OBSERVATORY,2025-06-28
2017,SE,NL3,RESIDENTIAL_MFH,A:25.31;B:2.66;C:31.05;D:0.12;E:10.58;F:16.38;G:13.89,5.22,12.15,52.02,312580,41.52,76.68,8457,0,13.661,0.3395,ON_BILL_FINANCING,13761434177.06,196738882.64,NATIONAL_EPC_REGISTRY,2025-01-25
2018,DK,NL71,COMMERCIAL_RETAIL,A:1.33;B:0.87;C:24.47;D:34.42;E:11.78;F:5.53;G:21.61,0.9,21.22,58.48,49131,13.48,86.16,15770,0,6.277,0.1897,EIB_LOAN,1582388820.97,248615620.35,EPBD_REPORTING,2024-09-14
2019,IE,HR915,PUBLIC_SCHOOLS,A:5.24;B:24.55;C:31.73;D:21.08;E:7.54;F:4.39;G:5.46,1.89,28.91,80.61,40427,31.9,69.35,20240,0,5.649,0.6036,TAX_REBATE,14869597760.39,143149830.49,SURVEY_ESTIMATE,2025-03-05
2020,PL,HU34,INDUSTRIAL_LIGHT,A:22.82;B:10.32;C:5.06;D:14.57;E:39.65;F:0.96;G:6.62,4.4,30.36,104.24,295638,6.03,7.4,5091,1,17.329,0.1846,PUBLIC_GRANT,19618053881.53,403245761.41,BUILDING_STOCK_OBSERVATORY,2024-09-19
2021,AT,LT598,PUBLIC_HOSPITALS,A:5.37;B:6.40;C:40.51;D:5.56;E:0.11;F:27.25;G:14.81,3.25,37.84,250.44,664600,26.97,66.35,26693,0,2.192,0.778,GREEN_MORTGAGE,8193467884.9,867445509.61,NATIONAL_EPC_REGISTRY,2025-12-02
2022,EE,EE788,RESIDENTIAL_SFH,A:6.94;B:12.26;C:19.71;D:0.70;E:0.97;F:8.64;G:50.79,3.79,25.19,98.75,174593,5.82,26.4,6136,1,2.69,0.8454,ESCO_CONTRACT,16063298493.05,421132841.64,EPBD_REPORTING,2025-12-07
2023,IT,GR48,COMMERCIAL_OFFICE,A:3.09;B:1.49;C:7.70;D:13.80;E:54.77;F:13.75;G:5.40,3.51,40.32,368.63,201024,23.05,36.35,18574,1,10.359,0.1263,SOCIAL_HOUSING_FUND,18190666520.89,157609938.42,SURVEY_ESTIMATE,2024-07-01
2024,PT,RO9,RESIDENTIAL_MFH,A:6.65;B:9.67;C:8.98;D:24.98;E:45.14;F:0.67;G:3.91,4.19,31.74,234.81,733960,47.07,10.1,16642,1,13.3,0.5171,ON_BILL_FINANCING,7739783580.1,514375870.33,BUILDING_STOCK_OBSERVATORY,2024-06-19
2025,BE,LV9,COMMERCIAL_RETAIL,A:14.23;B:7.81;C:1.29;D:4.28;E:12.68;F:33.10;G:26.61,0.84,9.58,99.06,307706,48.94,82.71,7264,0,11.382,0.7931,EIB_LOAN,7884020713.81,1581919705.71,NATIONAL_EPC_REGISTRY,2024-10-23
2004,FI,MT7,PUBLIC_SCHOOLS,A:32.72;B:0.07;C:4.36;D:7.02;E:20.87;F:9.14;G:25.81,1.49,25.0,380.95,31948,27.34,64.13,18114,0,17.925,0.6166,TAX_REBATE,26646641689.31,231095335.81,EPBD_REPORTING,2024-03-16
2005,LV,SI2,INDUSTRIAL_LIGHT,A:35.60;B:10.51;C:0.95;D:28.66;E:13.63;F:10.31;G:0.34,2.85,25.87,356.45,341779,7.41,12.38,18508,0,9.233,0.3607,PUBLIC_GRANT,14570395948.28,231061272.62,SURVEY_ESTIMATE,2026-01-16
2006,RO,HU35,PUBLIC_HOSPITALS,A:21.20;B:6.92;C:13.89;D:17.46;E:22.90;F:8.31;G:9.31,3.22,16.18,162.42,79516,50.49,16.89,12982,0,11.75,0.8262,GREEN_MORTGAGE,9507221715.3,95873557.9,BUILDING_STOCK_OBSERVATORY,2024-08-25
2007,BG,GR172,RESIDENTIAL_SFH,A:8.64;B:1.02;C:2.88;D:30.39;E:9.35;F:12.03;G:35.69,3.48,17.44,125.04,339652,53.98,69.59,7069,0,15.788,0.1167,ESCO_CONTRACT,360606699.68,93175581.48,NATIONAL_EPC_REGISTRY,2025-02-14
2008,FR,EE655,COMMERCIAL_OFFICE,A:15.51;B:24.67;C:4.40;D:10.99;E:21.34;F:13.54;G:9.55,3.43,26.78,333.88,249835,1.77,51.73,3725,0,16.451,0.0831,SOCIAL_HOUSING_FUND,10995101126.34,358066968.76,EPBD_REPORTING,2025-12-07
2009,LT,LU9,RESIDENTIAL_MFH,A:16.56;B:8.14;C:0.28;D:2.02;E:32.66;F:0.67;G:39.69,4.06,36.84,304.62,215757,38.34,40.63,5368,0,16.533,0.113,ON_BILL_FINANCING,6127268029.96,446798723.04,SURVEY_ESTIMATE,2024-03-15
2010,SK,PL735,COMMERCIAL_RETAIL,A:12.85;B:0.42;C:42.00;D:5.54;E:19.19;F:16.56;G:3.45,2.73,31.63,247.33,227089,37.36,35.8,3251,0,6.156,0.4983,EIB_LOAN,18949916653.73,179673398.6,BUILDING_STOCK_OBSERVATORY,2024-03-24
2011,HR,CZ359,PUBLIC_SCHOOLS,A:5.06;B:20.83;C:3.57;D:22.08;E:13.18;F:30.29;G:4.98,2.09,28.55,170.96,212449,12.32,54.5,31322,0,17.367,0.3292,TAX_REBATE,2119680319.31,107427331.96,NATIONAL_EPC_REGISTRY,2025-04-12
2012,DE,DK4,INDUSTRIAL_LIGHT,A:5.99;B:27.96;C:23.57;D:17.35;E:1.82;F:18.86;G:4.44,3.81,26.44,127.37,333179,26.7,73.51,16107,0,16.776,0.263,PUBLIC_GRANT,2286922158.77,346169264.71,EPBD_REPORTING,2026-01-29
2013,LU,IT1,PUBLIC_HOSPITALS,A:3.40;B:11.45;C:35.43;D:25.50;E:5.26;F:8.98;G:9.97,3.92,16.17,386.86,247076,6.53,71.59,24002,0,4.452,0.2129,GREEN_MORTGAGE,13377751214.19,287611126.03,SURVEY_ESTIMATE,2024-11-03
2014,SI,FR7,RESIDENTIAL_SFH,A:5.88;B:1.70;C:7.76;D:8.43;E:16.90;F:29.50;G:29.83,3.94,13.38,153.62,129569,7.49,79.75,2604,0,5.226,0.2957,ESCO_CONTRACT,11061284820.1,276083201.77,BUILDING_STOCK_OBSERVATORY,2024-04-30
2015,CY,LU846,COMMERCIAL_OFFICE,A:7.63;B:5.59;C:24.80;D:13.75;E:31.91;F:11.63;G:4.69,0.4,35.47,407.98,195808,5.99,49.79,16944,0,10.922,0.7772,SOCIAL_HOUSING_FUND,11077485680.5,375235867.78,NATIONAL_EPC_REGISTRY,2025-05-08
2016,GR,ES457,RESIDENTIAL_MFH,A:0.51;B:0.26;C:17.28;D:4.57;E:35.04;F:24.84;G:17.51,1.09,43.25,321.25,316149,51.56,47.91,15751,0,3.39,0.334,ON_BILL_FINANCING,12823544208.52,267602478.92,EPBD_REPORTING,2024-04-16
2017,MT,IE98,COMMERCIAL_RETAIL,A:26.95;B:23.20;C:24.90;D:17.86;E:2.68;F:0.34;G:4.07,4.77,14.19,402.65,160745,21.85,54.87,6047,0,2.944,0.1308,EIB_LOAN,11851785721.34,401413737.09,SURVEY_ESTIMATE,2024-03-21
2018,ES,MT673,PUBLIC_SCHOOLS,A:1.08;B:6.02;C:0.56;D:55.07;E:9.06;F:1.53;G:26.68,1.63,8.91,170.24,108426,7.82,86.36,7308,0,5.511,0.5775,TAX_REBATE,5188215086.21,238667736.75,BUILDING_STOCK_OBSERVATORY,2026-01-20
2019,CZ,IT31,INDUSTRIAL_LIGHT,A:0.23;B:12.92;C:12.33;D:2.40;E:11.36;F:36.54;G:24.21,0.86,12.23,145.26,280157,38.57,48.31,12294,0,11.477,0.1985,PUBLIC_GRANT,17377630061.1,493760728.36,NATIONAL_EPC_REGISTRY,2025-05-08
2020,HU,LT75,PUBLIC_HOSPITALS,A:46.28;B:11.77;C:7.29;D:2.38;E:20.65;F:6.26;G:5.36,5.31,18.33,232.77,181254,51.83,56.97,36316,1,15.094,0.2976,GREEN_MORTGAGE,3310903072.27,89043081.32,EPBD_REPORTING,2024-10-11
2021,NL,NL565,RESIDENTIAL_SFH,A:11.21;B:36.06;C:9.72;D:22.03;E:4.01;F:0.34;G:16.64,4.35,19.7,252.13,454683,15.03,28.52,10963,0,14.514,0.4902,ESCO_CONTRACT,1882276869.98,568217686.08,SURVEY_ESTIMATE,2025-02-20
2022,SE,PL38,COMMERCIAL_OFFICE,A:5.36;B:1.28;C:17.56;D:18.17;E:38.45;F:5.36;G:13.82,4.01,42.77,330.51,261214,20.93,64.61,3740,1,4.656,0.6261,SOCIAL_HOUSING_FUND,9509184009.28,429676158.13,BUILDING_STOCK_OBSERVATORY,2025-01-25
2023,DK,IE849,RESIDENTIAL_MFH,A:11.66;B:10.79;C:12.62;D:19.33;E:14.86;F:19.47;G:11.27,3.33,11.5,191.32,726638,38.37,55.09,18559,1,6.51,0.6222,ON_BILL_FINANCING,17593742001.16,1207843379.19,NATIONAL_EPC_REGISTRY,2024-02-09
2024,IE,LV39,COMMERCIAL_RETAIL,A:3.82;B:6.00;C:23.35;D:13.27;E:5.84;F:10.95;G:36.77,1.55,6.74,121.81,729791,42.67,34.99,2486,0,17.303,0.1881,EIB_LOAN,10940307040.39,642993252.3,EPBD_REPORTING,2024-04-02
2025,PL,AT123,PUBLIC_SCHOOLS,A:7.53;B:1.82;C:3.00;D:11.21;E:15.25;F:25.41;G:35.77,5.16,11.38,248.28,756966,20.36,64.17,41991,1,6.148,0.4997,TAX_REBATE,15432451934.6,922521178.68,SURVEY_ESTIMATE,2025-04-13
2004,AT,HU58,INDUSTRIAL_LIGHT,A:27.35;B:32.19;C:0.05;D:4.28;E:4.63;F:11.46;G:20.04,4.75,33.04,216.46,47511,49.63,33.56,7627,0,3.973,0.5674,PUBLIC_GRANT,27728157592.26,167964479.11,BUILDING_STOCK_OBSERVATORY,2025-10-21
2005,EE,RO577,PUBLIC_HOSPITALS,A:27.34;B:0.66;C:4.18;D:3.22;E:9.32;F:28.04;G:27.24,4.7,3.82,195.43,15444,21.58,61.12,28208,0,5.733,0.6962,GREEN_MORTGAGE,17041813286.2,103768221.07,NATIONAL_EPC_REGISTRY,2025-05-11
2006,IT,PL3,RESIDENTIAL_SFH,A:14.46;B:12.95;C:22.45;D:4.12;E:4.69;F:6.95;G:34.38,1.97,37.86,270.33,151174,25.72,5.58,19184,0,16.721,0.7288,ESCO_CONTRACT,24612725067.19,286857261.19,EPBD_REPORTING,2025-08-08
2007,PT,SE8,COMMERCIAL_OFFICE,A:8.39;B:45.11;C:19.40;D:4.75;E:10.84;F:11.25;G:0.25,0.67,43.5,358.39,43783,30.94,37.53,9742,0,3.699,0.7475,SOCIAL_HOUSING_FUND,613814126.78,329276366.9,SURVEY_ESTIMATE,2025-12-20
2008,BE,RO46,RESIDENTIAL_MFH,A:8.05;B:24.38;C:10.18;D:26.39;E:0.80;F:9.50;G:20.70,4.73,12.42,270.91,126736,26.81,12.77,6252,1,11.188,0.3499,ON_BILL_FINANCING,9630028563.61,111550084.66,BUILDING_STOCK_OBSERVATORY,2024-01-16
2009,FI,ES99,COMMERCIAL_RETAIL,A:7.71;B:7.17;C:33.38;D:6.19;E:5.31;F:7.70;G:32.53,2.45,12.62,204.63,279763,5.02,36.73,6686,0,14.79,0.5797,EIB_LOAN,16295743236.19,158765886.3,NATIONAL_EPC_REGISTRY,2024-10-18
2010,LV,BG40,PUBLIC_SCHOOLS,A:1.34;B:3.57;C:34.49;D:14.34;E:31.98;F:12.22;G:2.06,2.47,5.91,186.08,145972,3.58,11.54,41585,0,16.597,0.5881,TAX_REBATE,16085118180.37,43163072.92,EPBD_REPORTING,2025-09-29
2011,RO,NL820,INDUSTRIAL_LIGHT,A:22.87;B:5.14;C:8.63;D:4.22;E:4.80;F:36.34;G:18.01,4.25,15.01,162.79,328631,45.88,26.73,17946,0,7.128,0.6223,PUBLIC_GRANT,5911102726.59,259277502.41,SURVEY_ESTIMATE,2024-12-26
2012,BG,SE3,PUBLIC_HOSPITALS,A:11.55;B:3.58;C:11.19;D:19.69;E:5.26;F:31.74;G:16.99,4.53,41.51,376.24,136453,36.78,49.64,30643,0,11.97,0.2948,GREEN_MORTGAGE,12806410012.2,150171045.81,BUILDING_STOCK_OBSERVATORY,2026-02-14
2013,FR,HU2,RESIDENTIAL_SFH,A:4.15;B:5.25;C:51.47;D:9.95;E:23.98;F:0.10;G:5.10,2.27,35.3,60.28,325803,9.93,28.2,6622,0,15.887,0.6184,ESCO_CONTRACT,28419727311.51,20624831.31,NATIONAL_EPC_REGISTRY,2024-02-01
2014,LT,FI572,COMMERCIAL_OFFICE,A:47.49;B:9.67;C:10.12;D:5.61;E:11.81;F:0.53;G:14.77,2.15,21.22,95.22,117707,48.08,27.97,11555,0,0.97,0.7316,SOCIAL_HOUSING_FUND,14535929528.67,81835433.5,EPBD_REPORTING,2024-01-05
2015,SK,DK6,RESIDENTIAL_MFH,A:19.85;B:9.51;C:0.84;D:39.50;E:5.36;F:12.32;G:12.61,2.16,30.95,400.48,298320,52.67,8.46,19245,0,5.819,0.7278,ON_BILL_FINANCING,24061574385.38,373667757.01,SURVEY_ESTIMATE,2025-02-04
2016,HR,ES10,COMMERCIAL_RETAIL,A:21.48;B:6.47;C:22.08;D:5.85;E:14.64;F:1.04;G:28.43,2.82,12.74,63.83,126939,10.4,72.01,14473,0,10.965,0.6111,EIB_LOAN,7794995152.57,178362211.01,BUILDING_STOCK_OBSERVATORY,2026-01-08
2017,DE,IT7,PUBLIC_SCHOOLS,A:53.44;B:15.18;C:0.91;D:6.27;E:1.25;F:22.00;G:0.96,5.06,31.44,405.93,75260,46.9,50.32,28308,0,2.683,0.2783,TAX_REBATE,10768980476.89,324222349.47,NATIONAL_EPC_REGISTRY,2025-10-07
2018,LU,NL477,INDUSTRIAL_LIGHT,A:37.93;B:8.58;C:3.35;D:15.32;E:10.40;F:18.58;G:5.83,1.55,29.31,148.71,152339,4.0,28.34,7113,0,8.546,0.8095,PUBLIC_GRANT,6059331748.47,59472543.57,EPBD_REPORTING,2025-12-29
2019,SI,CY28,PUBLIC_HOSPITALS,A:3.64;B:3.56;C:11.99;D:20.15;E:3.65;F:50.66;G:6.35,0.5,26.91,341.57,248281,6.55,84.04,4415,0,8.271,0.7952,GREEN_MORTGAGE,5139005957.5,368696233.53,SURVEY_ESTIMATE,2025-12-01
2020,CY,MT99,RESIDENTIAL_SFH,A:3.22;B:19.95;C:2.64;D:23.55;E:1.62;F:40.69;G:8.33,4.07,40.27,114.76,634094,30.78,55.22,6497,1,10.297,0.5972,ESCO_CONTRACT,23682365062.85,68590528.12,BUILDING_STOCK_OBSERVATORY,2024-01-17
2021,GR,SI27,COMMERCIAL_OFFICE,A:1.38;B:22.31;C:35.74;D:5.96;E:14.14;F:15.01;G:5.47,4.88,33.24,301.96,595516,21.09,87.11,6640,1,7.813,0.5338,SOCIAL_HOUSING_FUND,16605177831.54,113955056.34,NATIONAL_EPC_REGISTRY,2025-05-09
2022,MT,LT856,RESIDENTIAL_MFH,A:45.13;B:24.34;C:9.89;D:4.59;E:1.12;F:5.50;G:9.44,0.85,17.54,313.45,60527,47.3,55.53,5227,1,15.962,0.5504,ON_BILL_FINANCING,6384897805.06,2086937542.99,EPBD_REPORTING,2024-10-12
2023,ES,ES787,COMMERCIAL_RETAIL,A:6.07;B:36.00;C:5.70;D:2.24;E:31.81;F:16.99;G:1.20,0.82,6.48,288.58,133246,40.64,50.76,2246,1,10.911,0.6942,EIB_LOAN,6202316434.24,1009620085.94,SURVEY_ESTIMATE,2025-08-23
2024,CZ,MT5,PUBLIC_SCHOOLS,A:8.78;B:1.45;C:18.58;D:20.60;E:2.99;F:17.51;G:30.09,2.88,25.84,105.3,530869,20.12,41.9,20079,1,0.274,0.3599,TAX_REBATE,17668640807.66,758205544.09,BUILDING_STOCK_OBSERVATORY,2025-12-28
2025,HU,PT57,INDUSTRIAL_LIGHT,A:11.72;B:2.18;C:1.85;D:31.21;E:31.40;F:11.68;G:9.97,2.97,12.76,91.75,10180,18.78,36.01,10429,1,14.654,0.6931,PUBLIC_GRANT,13839076424.95,120760190.01,NATIONAL_EPC_REGISTRY,2024-12-17
2004,NL,CY21,PUBLIC_HOSPITALS,A:7.75;B:0.41;C:7.37;D:2.45;E:42.49;F:5.43;G:34.11,0.88,22.83,107.94,115452,23.12,65.63,10295,1,15.885,0.0656,GREEN_MORTGAGE,1370267169.72,42661206.95,EPBD_REPORTING,2024-10-03
2005,SE,PL8,RESIDENTIAL_SFH,A:10.47;B:31.94;C:12.01;D:3.80;E:5.42;F:18.72;G:17.64,5.44,40.4,349.16,355770,54.15,61.51,7441,0,10.612,0.7234,ESCO_CONTRACT,18259499206.75,302232914.33,SURVEY_ESTIMATE,2025-07-23
2006,DK,SK230,COMMERCIAL_OFFICE,A:11.43;B:25.59;C:3.95;D:21.64;E:30.92;F:3.37;G:3.10,1.8,34.69,206.7,179937,47.31,52.45,12643,0,9.611,0.0851,SOCIAL_HOUSING_FUND,15954060330.59,187754985.29,BUILDING_STOCK_OBSERVATORY,2025-05-04
2007,IE,IE4,RESIDENTIAL_MFH,A:12.13;B:6.49;C:7.85;D:19.17;E:8.33;F:18.27;G:27.76,5.37,40.4,302.49,270521,32.48,61.64,18668,0,14.477,0.4496,ON_BILL_FINANCING,1726257916.36,201885094.66,NATIONAL_EPC_REGISTRY,2024-03-22
2008,PL,BG863,COMMERCIAL_RETAIL,A:36.90;B:27.55;C:6.22;D:6.24;E:10.56;F:0.10;G:12.43,2.54,11.42,159.71,136769,24.15,54.41,17711,0,4.843,0.5572,EIB_LOAN,12416237508.32,235482775.34,EPBD_REPORTING,2024-03-29
2009,AT,RO40,PUBLIC_SCHOOLS,A:6.67;B:25.29;C:0.64;D:0.58;E:23.91;F:2.67;G:40.24,2.08,42.17,325.58,200647,45.39,38.42,9498,0,16.904,0.4641,TAX_REBATE,9747711612.03,54708779.2,SURVEY_ESTIMATE,2025-09-06
2010,EE,PL96,INDUSTRIAL_LIGHT,A:20.52;B:2.87;C:10.62;D:3.77;E:13.45;F:42.13;G:6.63,5.09,31.95,108.9,232842,39.18,57.37,3308,0,12.543,0.2447,PUBLIC_GRANT,1543480388.35,420596238.74,BUILDING_STOCK_OBSERVATORY,2025-07-16
2011,IT,SK59,PUBLIC_HOSPITALS,A:2.32;B:25.89;C:9.73;D:35.78;E:21.13;F:2.40;G:2.75,4.75,18.33,167.87,55009,50.97,25.28,14320,0,15.785,0.6147,GREEN_MORTGAGE,4615535195.23,205789101.77,NATIONAL_EPC_REGISTRY,2024-06-20
2012,PT,SI525,RESIDENTIAL_SFH,A:18.22;B:5.90;C:66.18;D:6.15;E:0.77;F:2.46;G:0.31,1.23,34.43,247.87,277536,23.98,47.51,17240,0,11.0,0.7923,ESCO_CONTRACT,5671803203.02,225071520.33,EPBD_REPORTING,2024-08-10
2013,BE,FR71,COMMERCIAL_OFFICE,A:8.75;B:30.98;C:10.84;D:5.18;E:4.61;F:19.26;G:20.37,2.06,31.26,139.14,43695,14.06,7.82,2205,0,4.766,0.1122,SOCIAL_HOUSING_FUND,15659860500.85,21366588.6,SURVEY_ESTIMATE,2025-08-06
2014,FI,FI396,RESIDENTIAL_MFH,A:5.06;B:8.83;C:40.63;D:2.65;E:10.62;F:17.00;G:15.20,2.23,43.26,239.2,82064,11.02,79.74,1422,0,1.821,0.2881,ON_BILL_FINANCING,3356479665.9,73922351.08,BUILDING_STOCK_OBSERVATORY,2025-02-26
2015,LV,SE34,COMMERCIAL_RETAIL,A:3.84;B:4.80;C:17.06;D:10.26;E:39.99;F:19.19;G:4.86,3.65,42.23,396.17,191138,19.2,66.08,4112,0,5.349,0.5584,EIB_LOAN,2992753521.61,58038864.91,NATIONAL_EPC_REGISTRY,2025-10-17
2016,RO,EE5,PUBLIC_SCHOOLS,A:0.98;B:24.03;C:40.45;D:13.60;E:12.01;F:4.08;G:4.86,2.46,29.91,139.61,99453,40.22,55.46,18745,0,17.624,0.3824,TAX_REBATE,29258747451.51,203201191.67,EPBD_REPORTING,2024-07-22
2017,BG,DE95,INDUSTRIAL_LIGHT,A:2.12;B:42.08;C:6.71;D:22.54;E:9.48;F:3.38;G:13.68,4.61,8.88,99.55,268856,5.87,32.34,9144,0,10.665,0.7021,PUBLIC_GRANT,12167339300.0,346325797.23,SURVEY_ESTIMATE,2024-05-08
2018,FR,LT44,PUBLIC_HOSPITALS,A:1.31;B:10.16;C:4.91;D:3.66;E:10.41;F:64.47;G:5.07,2.0,22.26,238.36,296367,47.89,59.66,26830,0,8.283,0.0573,GREEN_MORTGAGE,2642941146.57,16668.73,BUILDING_STOCK_OBSERVATORY,2026-01-17
2019,LT,LT89,RESIDENTIAL_SFH,A:16.69;B:42.85;C:1.18;D:11.31;E:22.58;F:4.83;G:0.56,1.66,25.0,379.21,316383,23.54,45.27,8347,0,14.688,0.8498,ESCO_CONTRACT,15609626040.0,299031999.68,NATIONAL_EPC_REGISTRY,2024-10-30
2020,SK,IT2,COMMERCIAL_OFFICE,A:76.92;B:1.02;C:4.74;D:2.33;E:5.96;F:7.21;G:1.82,3.8,3.48,88.82,423051,5.38,77.77,7102,0,16.589,0.1819,SOCIAL_HOUSING_FUND,3753212697.16,374188516.71,EPBD_REPORTING,2024-09-02
2021,HR,AT97,RESIDENTIAL_MFH,A:16.95;B:2.89;C:4.75;D:17.18;E:12.60;F:31.62;G:14.01,3.91,37.76,171.81,664965,5.96,36.63,17862,1,4.954,0.0554,ON_BILL_FINANCING,7085089608.82,591374940.93,SURVEY_ESTIMATE,2024-07-22
2022,DE,DE970,COMMERCIAL_RETAIL,A:57.15;B:3.28;C:1.49;D:0.55;E:6.07;F:4.41;G:27.05,2.06,14.34,405.34,682109,13.65,48.6,16853,0,14.396,0.2915,EIB_LOAN,2078244694.24,1512372741.13,BUILDING_STOCK_OBSERVATORY,2024-10-04
2023,LU,SK22,PUBLIC_SCHOOLS,A:1.32;B:32.87;C:1.82;D:20.35;E:7.32;F:1.59;G:34.73,0.82,16.13,321.43,669947,9.57,78.62,37453,1,17.258,0.4447,TAX_REBATE,7116280682.32,130488970.34,NATIONAL_EPC_REGISTRY,2025-06-15
2024,SI,IT9,INDUSTRIAL_LIGHT,A:9.52;B:12.68;C:5.75;D:4.75;E:21.22;F:45.77;G:0.31,2.51,40.61,412.72,97629,28.71,26.11,16855,0,14.755,0.6668,PUBLIC_GRANT,8965709481.1,1171400183.12,EPBD_REPORTING,2025-09-18
2025,CY,MT738,PUBLIC_HOSPITALS,A:0.81;B:26.42;C:5.94;D:40.80;E:23.51;F:1.93;G:0.60,3.25,8.88,40.92,538604,26.89,46.2,26676,1,1.129,0.4131,GREEN_MORTGAGE,239286676.05,606123214.79,SURVEY_ESTIMATE,2025-09-03
2004,GR,PL95,RESIDENTIAL_SFH,A:4.32;B:13.05;C:3.76;D:15.85;E:29.12;F:15.58;G:18.31,2.57,28.72,106.88,52744,50.53,91.49,3871,0,15.693,0.691,ESCO_CONTRACT,15547425097.92,275759880.03,BUILDING_STOCK_OBSERVATORY,2025-05-14
