house_epc_issuance_date,house_epc_country_iso2,house_epc_region_nuts_code,house_epc_building_id_hash,house_epc_building_type_code,house_epc_construction_year,house_epc_floor_area_m2,house_epc_epc_label,house_epc_primary_energy_kwh_m2,house_epc_heating_fuel_type,house_epc_heat_pump_flag,house_epc_solar_pv_flag,house_epc_insulation_quality_code,house_epc_recommendations_count,house_epc_renovation_passport_flag,house_epc_co2e_emissions_kg_m2,house_epc_epbd_minimum_standards_flag,house_epc_data_source,house_epc_last_update_date,house_epc_data_extract_date
2019-05-25,AT,PT324,cf4455f9ac75d42611c4,PUBLIC_SCHOOLS,1924,638.67,G,297.03,ELECTRICITY,1,0,GOOD,6,1,20.902,0,NATIONAL_EPC_REGISTRY,2018-01-31,2026-01-12
2019-06-17,CZ,PT4,3367c2d9361744d2b458,RESIDENTIAL_MFH,2019,434.55,F,272.73,LPG,0,0,AVERAGE,3,1,23.986,0,ENERGY_AGENCY_REPORT,2018-02-23,2024-01-06
2019-07-10,DE,BG52,2cd3c2ddfdd7e6a9c9c0,PUBLIC_HOSPITALS,1930,365.31,E,218.58,BIOMASS,0,0,POOR,11,0,72.047,0,BUILDING_STOCK_OBSERVATORY,2018-03-18,2025-08-07
2019-08-02,LV,PL49,a16c578f89f673f0dbc2,COMMERCIAL_OFFICE,2013,692.31,D,143.44,HEATING_OIL,0,0,UNKNOWN,3,0,42.538,0,NATIONAL_EPC_REGISTRY,2018-04-10,2024-09-13
2019-08-25,PL,CY373,cc80745a473505d3480d,INDUSTRIAL_LIGHT,2011,72.58,C,77.4,DISTRICT_HEAT,0,1,VERY_GOOD,2,0,4.503,0,ENERGY_AGENCY_REPORT,2018-05-03,2024-01-27
2019-09-17,ES,DE735,2b143d6f6a8e29670d94,COMMERCIAL_RETAIL,1913,816.26,B,90.66,NATURAL_GAS,0,1,GOOD,0,0,10.833,0,BUILDING_STOCK_OBSERVATORY,2018-05-26,2025-10-06
2019-10-10,HR,LV42,f63aabbf307621101a7c,RESIDENTIAL_SFH,2001,79.76,A,42.18,ELECTRICITY,0,0,AVERAGE,6,0,5.19,0,NATIONAL_EPC_REGISTRY,2018-06-18,2025-10-20
2019-11-02,FI,FI64,34f86b8ebb1cc1f0590c,PUBLIC_SCHOOLS,1917,476.8,G,493.86,LPG,1,1,POOR,11,1,137.916,0,ENERGY_AGENCY_REPORT,2018-07-11,2025-09-29
2019-11-25,IE,EE89,33cea45d83d906b4e581,RESIDENTIAL_MFH,1967,582.38,F,342.66,BIOMASS,0,0,UNKNOWN,11,1,49.822,0,BUILDING_STOCK_OBSERVATORY,2018-08-03,2024-08-29
2019-12-18,MT,IE47,a61935a5441762b86f31,PUBLIC_HOSPITALS,1967,505.49,E,226.03,HEATING_OIL,0,0,VERY_GOOD,10,0,16.407,0,NATIONAL_EPC_REGISTRY,2018-08-26,2024-07-29
2020-01-10,SK,FI171,2779313c66ee3208f1a9,COMMERCIAL_OFFICE,1896,192.87,D,154.37,DISTRICT_HEAT,0,1,GOOD,9,0,44.057,1,ENERGY_AGENCY_REPORT,2018-09-18,2026-01-03
2020-02-02,BE,PL92,1c2f316b1cb6eacb4050,INDUSTRIAL_LIGHT,1966,137.32,C,148.92,NATURAL_GAS,0,1,AVERAGE,6,1,38.482,0,BUILDING_STOCK_OBSERVATORY,2018-10-11,2025-04-07
2020-02-25,DK,SE43,7647cf4ae3a742b56ce8,COMMERCIAL_RETAIL,2023,516.34,B,56.93,ELECTRICITY,1,0,POOR,6,0,9.62,0,NATIONAL_EPC_REGISTRY,2018-11-03,2025-02-17
2020-03-19,GR,HU433,f705b2b22f17b8d40ba2,RESIDENTIAL_SFH,1977,997.89,A,51.62,LPG,0,0,UNKNOWN,5,0,21.16,0,ENERGY_AGENCY_REPORT,2018-11-26,2024-01-25
2020-04-11,LT,AT4,67ef78e21d6a074f1e7a,PUBLIC_SCHOOLS,1982,722.4,G,393.61,BIOMASS,0,0,VERY_GOOD,10,0,122.377,1,BUILDING_STOCK_OBSERVATORY,2018-12-19,2024-03-26
2020-05-04,PT,IT7,af3819a869cf3e0f7d07,RESIDENTIAL_MFH,1949,751.86,F,390.27,HEATING_OIL,0,0,GOOD,5,0,114.212,1,NATIONAL_EPC_REGISTRY,2019-01-11,2025-12-07
2020-05-27,SE,SI47,61a65074b8cd664a8367,PUBLIC_HOSPITALS,1887,958.5,E,225.78,DISTRICT_HEAT,0,0,AVERAGE,9,1,33.785,1,ENERGY_AGENCY_REPORT,2019-02-03,2025-07-25
2020-06-19,CY,RO486,ca09ccbf658040a2c60a,COMMERCIAL_OFFICE,2005,174.51,D,102.24,NATURAL_GAS,0,0,POOR,4,0,34.003,1,BUILDING_STOCK_OBSERVATORY,2019-02-26,2024-09-14
2020-07-12,FR,SK714,9b172ae36b92ac3900e8,INDUSTRIAL_LIGHT,1944,316.96,C,117.55,ELECTRICITY,1,0,UNKNOWN,11,1,11.218,0,NATIONAL_EPC_REGISTRY,2019-03-21,2026-01-12
2020-08-04,IT,MT38,2f30951c27990e9ea5fe,COMMERCIAL_RETAIL,1920,580.87,B,94.91,LPG,0,0,VERY_GOOD,1,0,21.552,1,ENERGY_AGENCY_REPORT,2019-04-13,2025-04-02
2020-08-27,NL,SE655,05bf31ea2bc4dc3d2d66,RESIDENTIAL_SFH,1961,385.14,A,50.41,BIOMASS,0,0,GOOD,11,0,18.999,1,BUILDING_STOCK_OBSERVATORY,2019-05-06,2025-04-08
2020-09-19,SI,IE662,79053b15cb0b6e731748,PUBLIC_SCHOOLS,1994,427.22,G,339.1,HEATING_OIL,0,0,AVERAGE,7,0,75.329,1,NATIONAL_EPC_REGISTRY,2019-05-29,2025-07-28
2020-10-12,BG,CY31,b48b9701075e788769e5,RESIDENTIAL_MFH,1940,106.22,F,338.71,DISTRICT_HEAT,1,0,POOR,8,1,63.941,0,ENERGY_AGENCY_REPORT,2019-06-21,2026-02-23
2020-11-04,EE,PT159,6e2069a544811c48b723,PUBLIC_HOSPITALS,2007,247.18,E,161.84,NATURAL_GAS,0,0,UNKNOWN,8,0,23.311,1,BUILDING_STOCK_OBSERVATORY,2019-07-14,2025-10-17
2020-11-27,HU,DK824,371c0ca087797bd86ae3,COMMERCIAL_OFFICE,1942,262.07,D,147.03,ELECTRICITY,1,0,VERY_GOOD,6,0,22.673,1,NATIONAL_EPC_REGISTRY,2019-08-06,2025-02-22
2020-12-20,LU,LT580,12897dca0f027a52a242,INDUSTRIAL_LIGHT,1900,147.07,C,120.58,LPG,0,0,GOOD,11,0,38.598,1,ENERGY_AGENCY_REPORT,2019-08-29,2025-09-12
2021-01-12,RO,EE72,01d8256a1ed38d15142f,COMMERCIAL_RETAIL,1958,33.84,B,104.01,BIOMASS,0,0,AVERAGE,2,1,15.726,1,BUILDING_STOCK_OBSERVATORY,2019-09-21,2025-08-20
2021-02-04,AT,CY653,493c82d70109dad626a6,RESIDENTIAL_SFH,2024,78.77,A,52.75,HEATING_OIL,0,0,POOR,4,0,4.939,1,NATIONAL_EPC_REGISTRY,2019-10-14,2025-09-04
2021-02-27,CZ,EE19,c2fb3812014d2fca1023,PUBLIC_SCHOOLS,1963,627.46,G,530.49,DISTRICT_HEAT,0,1,UNKNOWN,11,0,99.354,0,ENERGY_AGENCY_REPORT,2019-11-06,2024-12-01
2021-03-22,DE,DK347,5534f4de66e8f5fd84ed,RESIDENTIAL_MFH,2003,492.77,F,208.19,NATURAL_GAS,0,0,VERY_GOOD,7,1,68.089,0,BUILDING_STOCK_OBSERVATORY,2019-11-29,2025-02-04
2021-04-14,LV,IT71,28afc94115dff1babab0,PUBLIC_HOSPITALS,1980,631.41,E,168.8,ELECTRICITY,0,0,GOOD,5,1,12.265,0,NATIONAL_EPC_REGISTRY,2019-12-22,2025-11-06
2021-05-07,PL,EE64,9a1b491c853c978ee550,COMMERCIAL_OFFICE,1888,654.33,D,171.13,LPG,0,0,AVERAGE,8,1,60.915,1,ENERGY_AGENCY_REPORT,2020-01-14,2024-01-15
2021-05-30,ES,FI898,b15b206a6281b79315ab,INDUSTRIAL_LIGHT,2009,730.03,C,98.8,BIOMASS,0,0,POOR,3,0,32.313,1,BUILDING_STOCK_OBSERVATORY,2020-02-06,2025-03-16
2021-06-22,HR,DK41,28032a530e18b930d8f0,COMMERCIAL_RETAIL,1947,1044.92,B,85.46,HEATING_OIL,0,0,UNKNOWN,6,1,24.361,1,NATIONAL_EPC_REGISTRY,2020-02-29,2024-08-01
2021-07-15,FI,PT238,d8b1fd016b6132406756,RESIDENTIAL_SFH,1966,690.57,A,85.89,DISTRICT_HEAT,0,0,VERY_GOOD,8,0,5.789,0,ENERGY_AGENCY_REPORT,2020-03-23,2024-04-03
2021-08-07,IE,EE67,50aa5c9c2936df0e4322,PUBLIC_SCHOOLS,1925,328.34,G,622.78,NATURAL_GAS,0,1,GOOD,11,0,53.069,0,BUILDING_STOCK_OBSERVATORY,2020-04-15,2024-04-28
2021-08-30,MT,NL882,fe17dba8eee6fe91b11a,RESIDENTIAL_MFH,1981,117.09,F,310.1,ELECTRICITY,1,0,AVERAGE,13,0,54.381,1,NATIONAL_EPC_REGISTRY,2020-05-08,2024-02-29
2021-09-22,SK,ES121,ecada03614eb68059606,PUBLIC_HOSPITALS,1993,613.08,E,220.16,LPG,0,1,POOR,8,0,35.655,1,ENERGY_AGENCY_REPORT,2020-05-31,2024-12-31
2021-10-15,BE,SI62,067b3eb92d0ace098672,COMMERCIAL_OFFICE,1915,178.17,D,152.67,BIOMASS,1,0,UNKNOWN,1,0,44.813,0,BUILDING_STOCK_OBSERVATORY,2020-06-23,2025-07-23
2021-11-07,DK,LT715,4b29b77f369bb3de5301,INDUSTRIAL_LIGHT,1913,491.04,C,131.13,HEATING_OIL,0,0,VERY_GOOD,5,0,19.053,1,NATIONAL_EPC_REGISTRY,2020-07-16,2025-06-09
2021-11-30,GR,LV60,9c133816fcb826f90bbc,COMMERCIAL_RETAIL,2022,994.91,B,75.76,DISTRICT_HEAT,0,0,GOOD,1,0,19.252,1,ENERGY_AGENCY_REPORT,2020-08-08,2025-04-28
2021-12-23,LT,FI94,c7ee5ed4627e8cd9f7a9,RESIDENTIAL_SFH,2006,855.21,A,62.07,NATURAL_GAS,0,0,AVERAGE,6,0,22.37,1,BUILDING_STOCK_OBSERVATORY,2020-08-31,2026-02-18
2022-01-15,PT,RO893,215557415a6b5da3d038,PUBLIC_SCHOOLS,1949,362.08,G,553.87,ELECTRICITY,1,1,POOR,9,1,153.484,0,NATIONAL_EPC_REGISTRY,2020-09-23,2025-05-22
2022-02-07,SE,ES776,8e05f470a558dc82a803,RESIDENTIAL_MFH,1893,567.1,F,353.28,LPG,1,0,UNKNOWN,11,1,55.164,1,ENERGY_AGENCY_REPORT,2020-10-16,2026-01-22
2022-03-02,CY,DK3,fa1ae719183762d8bad0,PUBLIC_HOSPITALS,1952,810.96,E,194.2,BIOMASS,1,0,VERY_GOOD,2,0,78.403,0,BUILDING_STOCK_OBSERVATORY,2020-11-08,2024-01-03
2022-03-25,FR,MT3,fc8f649e7bda4f91651a,COMMERCIAL_OFFICE,1917,737.02,D,170.9,HEATING_OIL,0,0,GOOD,4,1,53.901,0,NATIONAL_EPC_REGISTRY,2020-12-01,2026-01-10
2022-04-17,IT,FR875,6d058a63f5882080ad31,INDUSTRIAL_LIGHT,1929,854.39,C,100.84,DISTRICT_HEAT,0,0,AVERAGE,8,0,24.843,1,ENERGY_AGENCY_REPORT,2020-12-24,2024-08-17
2022-05-10,NL,LU955,97bc725f9db8b92e43ea,COMMERCIAL_RETAIL,1905,60.83,B,86.97,NATURAL_GAS,0,0,POOR,6,1,13.889,1,BUILDING_STOCK_OBSERVATORY,2021-01-16,2024-04-23
2022-06-02,SI,AT77,0f11a05a545728ccdc77,RESIDENTIAL_SFH,1890,128.3,A,61.35,ELECTRICITY,1,0,UNKNOWN,2,1,7.33,0,NATIONAL_EPC_REGISTRY,2021-02-08,2025-11-03
2022-06-25,BG,GR487,19c24118ee2a7852711c,PUBLIC_SCHOOLS,1932,465.68,G,479.47,LPG,0,0,VERY_GOOD,8,0,174.18,0,ENERGY_AGENCY_REPORT,2021-03-03,2024-09-15
2022-07-18,EE,EE197,b9d0a0b152ddceaeaff1,RESIDENTIAL_MFH,1892,159.01,F,372.4,BIOMASS,0,0,GOOD,7,0,37.395,0,BUILDING_STOCK_OBSERVATORY,2021-03-26,2025-06-07
2022-08-10,HU,HR752,2e41e59a9d9ca3fb78e8,PUBLIC_HOSPITALS,1989,277.68,E,217.93,HEATING_OIL,0,0,AVERAGE,7,0,31.172,0,NATIONAL_EPC_REGISTRY,2021-04-18,2024-05-22
2022-09-02,LU,IT76,78f27c3e2d30d2b59710,COMMERCIAL_OFFICE,2000,501.36,D,162.91,DISTRICT_HEAT,0,0,POOR,5,0,49.56,1,ENERGY_AGENCY_REPORT,2021-05-11,2024-03-12
2022-09-25,RO,CY2,99fa3d6671e84f3776e4,INDUSTRIAL_LIGHT,1921,613.06,C,113.44,NATURAL_GAS,0,0,UNKNOWN,6,0,34.931,1,BUILDING_STOCK_OBSERVATORY,2021-06-03,2026-02-05
2022-10-18,AT,LV6,7ac489dc526abeb4a0b9,COMMERCIAL_RETAIL,2017,580.7,B,72.87,ELECTRICITY,0,1,VERY_GOOD,8,0,21.107,1,NATIONAL_EPC_REGISTRY,2021-06-26,2024-04-01
2022-11-10,CZ,DK14,ece946e4e04ee2caab3c,RESIDENTIAL_SFH,1937,241.96,A,42.29,LPG,0,0,GOOD,11,0,15.722,1,ENERGY_AGENCY_REPORT,2021-07-19,2026-01-02
2022-12-03,DE,SE67,df4eeb6a72ce9dcb135b,PUBLIC_SCHOOLS,1903,83.39,G,310.27,BIOMASS,0,0,AVERAGE,4,0,73.819,1,BUILDING_STOCK_OBSERVATORY,2021-08-11,2025-10-08
2022-12-26,LV,MT232,659ba6533b1f9d45879c,RESIDENTIAL_MFH,1983,1025.26,F,250.46,HEATING_OIL,0,0,POOR,10,0,97.984,0,NATIONAL_EPC_REGISTRY,2021-09-03,2025-04-22
2023-01-18,PL,PL359,90503f6ee9548ffc3480,PUBLIC_HOSPITALS,1958,154.58,E,187.62,DISTRICT_HEAT,0,0,UNKNOWN,13,0,11.395,1,ENERGY_AGENCY_REPORT,2021-09-26,2025-08-13
2023-02-10,ES,HU26,19b5a890d3fd1ac62899,COMMERCIAL_OFFICE,1911,263.72,D,206.73,NATURAL_GAS,1,0,VERY_GOOD,8,0,79.577,0,BUILDING_STOCK_OBSERVATORY,2021-10-19,2024-05-06
2023-03-05,HR,EE27,34b512602fb55324bddc,INDUSTRIAL_LIGHT,1983,166.29,C,84.85,ELECTRICITY,0,1,GOOD,6,0,10.088,1,NATIONAL_EPC_REGISTRY,2021-11-11,2024-11-10
2023-03-28,FI,GR71,a95e5c765ebf1166018f,COMMERCIAL_RETAIL,1922,965.18,B,95.57,LPG,0,1,AVERAGE,8,0,18.959,1,ENERGY_AGENCY_REPORT,2021-12-04,2025-12-21
2023-04-20,IE,FI207,2b66032b64ecf8a0c8fa,RESIDENTIAL_SFH,1992,228.58,A,38.27,BIOMASS,0,1,POOR,10,1,15.873,0,BUILDING_STOCK_OBSERVATORY,2021-12-27,2024-03-11
2023-05-13,MT,MT188,7372b97c28874f0cfccc,PUBLIC_SCHOOLS,2010,632.07,G,443.24,HEATING_OIL,0,0,UNKNOWN,5,0,171.724,1,NATIONAL_EPC_REGISTRY,2022-01-19,2024-11-07
2023-06-05,SK,LU4,9d823711c0d71a70db7e,RESIDENTIAL_MFH,1910,160.29,F,362.97,DISTRICT_HEAT,0,1,VERY_GOOD,5,0,77.841,0,ENERGY_AGENCY_REPORT,2022-02-11,2025-11-09
2023-06-28,BE,FI10,3e3d0e255d3ba8f0179d,PUBLIC_HOSPITALS,1965,569.51,E,206.42,NATURAL_GAS,0,0,GOOD,5,0,84.235,0,BUILDING_STOCK_OBSERVATORY,2022-03-06,2024-02-23
2023-07-21,DK,CY87,de623a3c864d7dd4ba7d,COMMERCIAL_OFFICE,1895,686.19,D,188.29,ELECTRICITY,0,1,AVERAGE,5,0,12.197,1,NATIONAL_EPC_REGISTRY,2022-03-29,2024-09-12
2023-08-13,GR,GR828,2a4774a2f880ef45b0e0,INDUSTRIAL_LIGHT,1953,39.83,C,155.33,LPG,0,1,POOR,11,1,53.886,0,ENERGY_AGENCY_REPORT,2022-04-21,2025-10-10
2023-09-05,LT,LV8,fb168ebd1df1d75475aa,COMMERCIAL_RETAIL,1897,347.26,B,108.48,BIOMASS,0,0,UNKNOWN,6,0,30.254,1,BUILDING_STOCK_OBSERVATORY,2022-05-14,2026-02-04
2023-09-28,PT,NL562,9ca4fbea7f3ab90df5ca,RESIDENTIAL_SFH,1903,532.43,A,51.17,HEATING_OIL,0,0,VERY_GOOD,5,0,17.168,0,NATIONAL_EPC_REGISTRY,2022-06-06,2024-10-04
2023-10-21,SE,EE647,127af9a326966eec5e5f,PUBLIC_SCHOOLS,1976,662.88,G,402.23,DISTRICT_HEAT,0,0,GOOD,4,0,60.948,1,ENERGY_AGENCY_REPORT,2022-06-29,2025-04-28
2023-11-13,CY,IE4,5636aea9c7b243bc4e01,RESIDENTIAL_MFH,1994,208.04,F,211.3,NATURAL_GAS,0,1,AVERAGE,8,0,44.497,0,BUILDING_STOCK_OBSERVATORY,2022-07-22,2025-01-31
2023-12-06,FR,FR22,7f4ade14e8a1d33ef4bb,PUBLIC_HOSPITALS,1918,134.61,E,228.46,ELECTRICITY,0,0,POOR,13,0,71.298,1,NATIONAL_EPC_REGISTRY,2022-08-14,2024-03-27
2023-12-29,IT,EE65,2bf74fd2320f6b1cb923,COMMERCIAL_OFFICE,1971,121.44,D,160.7,LPG,0,0,UNKNOWN,9,0,64.477,0,ENERGY_AGENCY_REPORT,2022-09-06,2024-01-14
2024-01-21,NL,FI3,3506ea49ab512e5bda7b,INDUSTRIAL_LIGHT,1978,830.26,C,146.24,BIOMASS,0,1,VERY_GOOD,6,0,13.048,0,BUILDING_STOCK_OBSERVATORY,2022-09-29,2025-04-07
2024-02-13,SI,NL408,c69362427818a09efaa6,COMMERCIAL_RETAIL,1936,873.75,B,68.61,HEATING_OIL,0,1,GOOD,3,0,19.974,1,NATIONAL_EPC_REGISTRY,2022-10-22,2025-07-25
2024-03-07,BG,AT974,345a2bf685677376f07f,RESIDENTIAL_SFH,1997,1068.93,A,51.71,DISTRICT_HEAT,0,0,AVERAGE,0,0,5.076,0,ENERGY_AGENCY_REPORT,2022-11-14,2024-04-01
2024-03-30,EE,HR81,7e5fa363f7adad8a9cfa,PUBLIC_SCHOOLS,1982,752.49,G,269.17,NATURAL_GAS,1,0,POOR,4,0,24.912,0,BUILDING_STOCK_OBSERVATORY,2022-12-07,2024-11-09
2024-04-22,HU,NL998,0e111244982a3be1653b,RESIDENTIAL_MFH,1980,41.0,F,280.63,ELECTRICITY,1,0,UNKNOWN,3,1,75.945,1,NATIONAL_EPC_REGISTRY,2022-12-30,2025-12-10
2024-05-15,LU,LT93,2102500f6d162f281a7d,PUBLIC_HOSPITALS,2023,327.92,E,185.76,LPG,0,0,VERY_GOOD,6,0,19.093,0,ENERGY_AGENCY_REPORT,2023-01-22,2024-07-01
2024-06-07,RO,LT270,fa80755f35ebf2876d1a,COMMERCIAL_OFFICE,2003,691.01,D,181.84,BIOMASS,0,1,GOOD,2,0,25.981,1,BUILDING_STOCK_OBSERVATORY,2023-02-14,2024-02-08
2024-06-30,AT,HR38,eec46d27ed61570bd467,INDUSTRIAL_LIGHT,1989,225.35,C,80.43,HEATING_OIL,0,0,AVERAGE,9,1,21.558,1,NATIONAL_EPC_REGISTRY,2023-03-09,2024-03-11
2024-07-23,CZ,SE619,39fedf78601587dcc732,COMMERCIAL_RETAIL,2017,738.22,B,65.51,DISTRICT_HEAT,0,1,POOR,9,1,16.101,1,ENERGY_AGENCY_REPORT,2023-04-01,2025-12-22
2024-08-15,DE,MT842,3aa997f4e8c0aa855e05,RESIDENTIAL_SFH,2022,909.02,A,50.88,NATURAL_GAS,0,0,UNKNOWN,8,0,5.117,1,BUILDING_STOCK_OBSERVATORY,2023-04-24,2025-07-02
2024-09-07,LV,RO1,e61d801f39da762d016a,PUBLIC_SCHOOLS,2017,744.1,G,317.99,ELECTRICITY,1,0,VERY_GOOD,8,1,42.756,1,NATIONAL_EPC_REGISTRY,2023-05-17,2025-10-14
2024-09-30,PL,EE38,36e0af3ae6ff07393342,RESIDENTIAL_MFH,1976,173.71,F,295.23,LPG,0,1,GOOD,13,1,20.746,1,ENERGY_AGENCY_REPORT,2023-06-09,2025-06-26
2024-10-23,ES,DE46,0cb76450406a8f98e306,PUBLIC_HOSPITALS,1967,593.16,E,226.57,BIOMASS,0,0,AVERAGE,4,0,46.602,1,BUILDING_STOCK_OBSERVATORY,2023-07-02,2024-05-12
2024-11-15,HR,PT359,cd6f001a14da85e0e9be,COMMERCIAL_OFFICE,1980,410.65,D,110.73,HEATING_OIL,0,0,POOR,11,0,19.779,1,NATIONAL_EPC_REGISTRY,2023-07-25,2024-04-15
2024-12-08,FI,LV755,3433cfaff3babb74a9f5,INDUSTRIAL_LIGHT,1924,31.91,C,97.85,DISTRICT_HEAT,0,0,UNKNOWN,8,0,4.412,1,ENERGY_AGENCY_REPORT,2023-08-17,2025-04-16
2024-12-31,IE,EE5,0f8802813237652e4068,COMMERCIAL_RETAIL,2013,356.28,B,48.13,NATURAL_GAS,0,0,VERY_GOOD,5,0,19.907,0,BUILDING_STOCK_OBSERVATORY,2023-09-09,2025-12-03
2025-01-23,MT,RO797,87b303931a7ac032387c,RESIDENTIAL_SFH,1992,790.38,A,67.27,ELECTRICITY,0,1,GOOD,8,0,11.899,1,NATIONAL_EPC_REGISTRY,2023-10-02,2026-01-02
2025-02-15,SK,DE83,4f6457e12a8fc29926f1,PUBLIC_SCHOOLS,1903,487.86,G,465.1,LPG,0,0,AVERAGE,3,0,148.652,0,ENERGY_AGENCY_REPORT,2023-10-25,2025-10-31
2025-03-10,BE,EE73,3f8507229139bec45d80,RESIDENTIAL_MFH,1961,1179.76,F,313.22,BIOMASS,0,0,POOR,5,0,132.415,0,BUILDING_STOCK_OBSERVATORY,2023-11-17,2025-09-21
2025-04-02,DK,HU699,da8f9417549283f5c672,PUBLIC_HOSPITALS,1954,421.32,E,268.71,HEATING_OIL,0,0,UNKNOWN,12,0,18.925,1,NATIONAL_EPC_REGISTRY,2023-12-10,2026-02-10
2025-04-25,GR,AT387,688242de82619bed44b0,COMMERCIAL_OFFICE,1986,909.41,D,134.32,DISTRICT_HEAT,0,0,VERY_GOOD,4,0,33.142,1,ENERGY_AGENCY_REPORT,2024-01-02,2024-04-24
2025-05-18,LT,AT854,04e342292637b81fd7d5,INDUSTRIAL_LIGHT,1976,976.73,C,135.91,NATURAL_GAS,1,0,GOOD,9,0,17.204,1,BUILDING_STOCK_OBSERVATORY,2024-01-25,2025-07-17
2025-06-10,PT,LV708,08e2a728e4ffba3947e4,COMMERCIAL_RETAIL,1920,569.26,B,107.72,ELECTRICITY,1,0,AVERAGE,0,0,12.131,1,NATIONAL_EPC_REGISTRY,2024-02-17,2025-02-13
2025-07-03,SE,FR4,bfe7989e90a0b3d018e0,RESIDENTIAL_SFH,1976,604.03,A,68.53,LPG,0,0,POOR,0,0,21.274,1,ENERGY_AGENCY_REPORT,2024-03-11,2025-08-07
2025-07-26,CY,LV43,de4e2fd217a3846cb296,PUBLIC_SCHOOLS,1890,557.99,G,583.83,BIOMASS,0,0,UNKNOWN,10,0,72.198,1,BUILDING_STOCK_OBSERVATORY,2024-04-03,2024-09-19
2025-08-18,FR,IT4,f7afb2bd599e35732ee2,RESIDENTIAL_MFH,1993,610.38,F,317.82,HEATING_OIL,0,0,VERY_GOOD,11,0,50.481,1,NATIONAL_EPC_REGISTRY,2024-04-26,2024-04-21
2025-09-10,IT,PL5,b33abb102f407332f527,PUBLIC_HOSPITALS,1898,407.44,E,228.58,DISTRICT_HEAT,0,0,GOOD,7,1,25.018,0,ENERGY_AGENCY_REPORT,2024-05-19,2025-07-17
2025-10-03,NL,LV130,4120ea37691da9a3bda3,COMMERCIAL_OFFICE,1951,894.08,D,181.82,NATURAL_GAS,0,0,AVERAGE,3,1,68.323,1,BUILDING_STOCK_OBSERVATORY,2024-06-11,2024-09-30
2025-10-26,SI,PT53,bf94d41670a25ef07dd0,INDUSTRIAL_LIGHT,1896,726.02,C,134.03,ELECTRICITY,1,0,POOR,2,0,9.634,1,NATIONAL_EPC_REGISTRY,2024-07-04,2025-02-16
2025-11-18,BG,BG939,28bb1bf78605f771346e,COMMERCIAL_RETAIL,1887,131.47,B,100.81,LPG,0,1,UNKNOWN,10,0,31.651,1,ENERGY_AGENCY_REPORT,2024-07-27,2024-09-05
2025-12-11,EE,LV452,53d1386f7d9c97222ecc,RESIDENTIAL_SFH,1920,264.11,A,76.88,BIOMASS,0,0,VERY_GOOD,4,0,9.283,0,BUILDING_STOCK_OBSERVATORY,2024-08-19,2024-03-18
2026-01-03,HU,IE58,5bc16ad7ab8c5e3cceaa,PUBLIC_SCHOOLS,1953,166.27,G,474.94,HEATING_OIL,0,0,GOOD,10,0,70.935,1,NATIONAL_EPC_REGISTRY,2024-09-11,2024-09-12
2026-01-26,LU,GR981,e460a18d7c77f35834eb,RESIDENTIAL_MFH,1962,806.3,F,373.7,DISTRICT_HEAT,0,0,AVERAGE,5,0,108.462,1,ENERGY_AGENCY_REPORT,2024-10-04,2025-11-06
2026-02-18,RO,BE6,a54fd16bd28dfaa4f86b,PUBLIC_HOSPITALS,1943,1075.57,E,168.3,NATURAL_GAS,0,1,POOR,3,0,29.139,1,BUILDING_STOCK_OBSERVATORY,2024-10-27,2024-01-10
2010-01-16,AT,GR276,b9494193bc152636cf05,COMMERCIAL_OFFICE,1965,584.32,D,148.53,ELECTRICITY,1,0,UNKNOWN,0,0,20.927,0,NATIONAL_EPC_REGISTRY,2024-11-19,2025-05-23
2010-02-08,CZ,DK2,1565cb506c6cf6ef5ad4,INDUSTRIAL_LIGHT,1929,392.19,C,111.34,LPG,0,0,VERY_GOOD,1,0,30.751,1,ENERGY_AGENCY_REPORT,2024-12-12,2024-07-19
2010-03-03,DE,SI865,26f00bca528b8449aff4,COMMERCIAL_RETAIL,1901,145.45,B,80.3,BIOMASS,0,0,GOOD,4,0,17.149,0,BUILDING_STOCK_OBSERVATORY,2025-01-04,2024-11-28
2010-03-26,LV,CZ8,2c7f294b0e5c08f563f5,RESIDENTIAL_SFH,1986,646.61,A,56.11,HEATING_OIL,0,1,AVERAGE,6,0,17.267,0,NATIONAL_EPC_REGISTRY,2025-01-27,2024-12-01
2010-04-18,PL,PT607,110c9fca92057dc724de,PUBLIC_SCHOOLS,2008,165.43,G,397.93,DISTRICT_HEAT,0,0,POOR,2,0,50.657,1,ENERGY_AGENCY_REPORT,2025-02-19,2024-04-14
2010-05-11,ES,CZ9,937ae459b28d288ccb78,RESIDENTIAL_MFH,1913,222.24,F,310.6,NATURAL_GAS,0,0,UNKNOWN,11,0,67.377,0,BUILDING_STOCK_OBSERVATORY,2025-03-14,2025-06-02
2010-06-03,HR,HR136,ba7b7264590e9c1b30c3,PUBLIC_HOSPITALS,2015,173.58,E,158.23,ELECTRICITY,1,0,VERY_GOOD,2,0,43.281,0,NATIONAL_EPC_REGISTRY,2025-04-06,2024-02-16
2010-06-26,FI,IT246,5c2a214c90079cfda489,COMMERCIAL_OFFICE,1951,563.55,D,160.2,LPG,0,0,GOOD,5,0,68.795,0,ENERGY_AGENCY_REPORT,2025-04-29,2024-01-06
