food_access_assessment_year,food_access_neighborhood_index_id,food_access_grocery_store_distance_miles,food_access_supermarket_density_per_10k,food_access_farmers_market_access_flag,food_access_snap_authorized_retailer_count,food_access_wic_vendor_count,food_access_food_desert_classification,food_access_healthy_food_availability_score,food_access_price_healthy_basket_usd,food_access_fast_food_density_per_10k,food_access_sugary_drink_outlet_density,food_access_school_meal_coverage_rate,food_access_community_garden_count,food_access_public_transit_to_food_score,food_access_diet_related_disease_risk_score,food_access_household_food_insecurity_rate,food_access_nutrition_education_program_flag,food_access_cultural_food_preference_index,food_access_policy_support_score
2023,NBH0000001027,0.976,6.9139,0,570,238,RURAL_LOW_ACCESS,30.27,308.48,29.7329,16.9352,91.55,205,86.58,98.14,22.49,0,8.35,9.35
2023,NBH0000001028,0.928,11.4689,0,956,443,RURAL_LOW_ACCESS,31.3,57.33,22.569,9.6997,17.88,475,55.24,37.46,32.04,0,61.3,13.71
2012,NBH0000001029,24.135,4.1829,0,1673,642,NO_DESERT,71.57,183.45,27.1698,15.4661,34.6,31,71.35,51.82,4.47,0,61.43,45.16
2012,NBH0000001030,7.302,1.9289,0,2135,203,LOW_ACCESS,74.9,243.32,12.8189,23.4928,98.39,324,36.15,12.54,6.94,0,34.52,27.63
2015,NBH0000001031,16.384,6.3653,0,1667,194,NO_DESERT,33.24,280.35,16.0428,24.9461,62.66,331,72.08,82.15,2.71,0,84.37,92.97
2011,NBH0000001032,1.195,4.609,1,435,1207,URBAN_LOW_ACCESS,16.22,244.39,1.621,19.7713,6.06,213,95.38,89.46,15.22,0,86.78,53.25
2014,NBH0000001033,1.58,4.1871,0,2310,1455,NO_DESERT,9.92,166.12,24.6398,8.9125,28.32,324,69.7,86.25,9.33,1,48.01,5.96
2020,NBH0000001034,1.493,6.2436,0,2902,1148,NO_DESERT,92.54,291.05,9.6532,23.5007,60.0,306,78.04,55.03,16.42,0,78.57,52.86
2020,NBH0000001035,8.861,0.4286,1,2566,446,LOW_INCOME_LOW_ACCESS,28.3,313.3,23.4577,12.4405,8.53,203,31.68,64.89,8.05,0,3.77,54.87
2020,NBH0000001036,24.151,6.6027,0,4422,774,NO_DESERT,88.57,322.51,23.5023,13.3215,28.33,483,27.05,41.45,9.75,1,91.61,99.44
2018,NBH0000001037,0.239,3.3764,1,1141,1305,LOW_INCOME_LOW_ACCESS,48.65,218.98,6.8782,11.311,10.52,466,0.24,55.43,10.81,0,38.6,9.86
2008,NBH0000001038,21.534,10.6509,1,4260,716,NO_DESERT,80.94,259.22,4.4782,8.8659,45.34,131,55.17,81.22,14.9,0,11.44,73.42
2018,NBH0000001039,5.572,11.3785,0,1743,1711,LOW_INCOME_LOW_ACCESS,43.12,258.77,9.0434,24.4589,44.92,87,31.2,44.41,36.38,1,70.8,65.75
2021,NBH0000001040,3.52,0.1753,1,3823,207,LOW_ACCESS,57.69,92.1,2.2803,12.9817,95.94,161,93.09,69.8,28.26,0,34.35,73.8
2024,NBH0000001041,14.421,0.1355,1,3895,1086,LOW_ACCESS,77.74,93.97,22.3262,15.7746,69.91,109,94.31,96.79,19.91,0,20.4,98.2
2019,NBH0000001042,16.602,1.3978,0,2855,434,LOW_INCOME_LOW_ACCESS,44.04,267.58,16.4842,14.5865,74.66,247,49.12,49.99,21.16,0,82.33,59.79
2024,NBH0000001043,1.84,1.5311,1,2246,367,NO_DESERT,86.98,87.92,13.6535,15.894,29.47,121,63.99,14.41,35.03,0,39.93,58.53
2013,NBH0000001044,14.119,2.2896,0,1260,708,LOW_ACCESS,4.73,289.16,6.2342,3.8981,74.14,448,63.87,53.26,6.23,1,47.41,21.14
2019,NBH0000001045,15.461,5.2039,0,4385,970,LOW_INCOME_LOW_ACCESS,81.7,81.75,12.9791,17.9271,87.41,298,54.86,62.75,1.74,0,28.51,41.42
2021,NBH0000001046,19.486,10.2753,1,1679,1296,LOW_INCOME_LOW_ACCESS,21.88,121.81,22.8625,20.0672,32.75,295,35.59,38.67,29.16,1,93.54,43.7
2024,NBH0000001047,17.641,2.0137,1,3662,560,NO_DESERT,15.57,210.71,9.5464,7.2375,10.17,280,11.93,6.76,16.46,1,94.91,48.97
2018,NBH0000001048,17.26,4.5347,0,1641,1697,LOW_INCOME_LOW_ACCESS,11.22,315.55,28.7291,8.7185,60.09,294,46.42,0.94,19.65,0,42.6,20.01
2008,NBH0000001049,13.972,11.2186,1,453,657,RURAL_LOW_ACCESS,40.14,328.05,22.39,21.6085,71.12,323,37.51,26.54,21.75,0,29.31,42.7
2025,NBH0000001050,7.07,2.906,0,356,187,NO_DESERT,60.56,216.07,19.9792,5.4703,72.98,100,61.38,16.4,35.98,1,64.32,35.32
2015,NBH0000001051,17.132,5.3181,0,3659,1121,LOW_INCOME_LOW_ACCESS,75.37,239.83,12.5925,0.0807,0.6,116,61.71,35.63,40.54,0,99.91,68.48
2012,NBH0000001052,15.4,8.469,1,579,1114,URBAN_LOW_ACCESS,27.07,222.4,8.4685,19.656,44.13,473,5.46,22.05,25.12,0,58.65,1.27
2013,NBH0000001053,14.417,6.4897,1,4116,485,NO_DESERT,63.21,309.83,4.87,10.3576,98.98,167,20.47,60.85,14.17,0,45.81,45.55
2022,NBH0000001054,9.175,5.061,0,3929,412,URBAN_LOW_ACCESS,75.25,85.4,15.8544,10.0132,44.43,183,3.03,73.91,12.52,1,5.68,15.58
2008,NBH0000001055,1.76,7.1381,0,2573,294,NO_DESERT,85.44,105.08,17.4424,18.1778,17.12,16,89.76,23.67,32.32,0,58.53,28.93
2008,NBH0000001056,9.056,11.1223,0,1206,613,LOW_INCOME_LOW_ACCESS,81.69,144.97,26.3585,10.0922,27.27,6,15.05,37.21,26.9,1,58.34,71.33
2015,NBH0000001057,4.551,6.4565,1,2032,1652,URBAN_LOW_ACCESS,34.08,300.62,1.5508,5.6274,30.22,358,78.64,57.71,12.65,0,1.51,16.8
2015,NBH0000001058,9.52,10.6992,0,534,452,URBAN_LOW_ACCESS,75.24,330.79,25.4531,24.6258,22.35,62,40.04,9.33,25.83,1,40.2,45.12
2011,NBH0000001059,5.829,6.9744,1,4238,949,NO_DESERT,26.08,161.66,12.2351,6.2774,34.79,256,52.62,86.64,16.96,0,37.31,82.04
2008,NBH0000001060,20.64,11.4024,1,1378,738,NO_DESERT,84.4,133.63,27.8245,10.0892,96.58,275,61.15,90.96,14.47,1,19.46,32.69
2024,NBH0000001061,1.738,0.9688,0,2149,197,LOW_INCOME_LOW_ACCESS,52.75,121.5,1.9898,8.3118,35.81,456,31.56,0.94,24.61,0,47.03,15.88
2008,NBH0000001062,5.691,0.6843,0,2295,883,LOW_ACCESS,11.6,229.13,18.6612,3.1593,76.63,163,77.12,1.64,41.78,1,10.51,9.12
2012,NBH0000001063,14.579,0.4347,1,667,1403,NO_DESERT,74.54,23.71,9.0769,12.452,41.8,308,49.42,46.21,6.12,1,95.11,33.55
2025,NBH0000001064,13.434,1.2964,0,1619,286,URBAN_LOW_ACCESS,62.47,139.83,3.6832,10.0879,2.39,6,66.53,21.82,17.38,1,16.85,8.15
2025,NBH0000001065,12.478,8.4396,1,3715,517,NO_DESERT,82.26,80.62,25.3279,22.9068,5.26,5,31.8,56.29,20.42,1,21.05,60.68
2011,NBH0000001066,8.764,3.4523,1,314,1371,LOW_INCOME_LOW_ACCESS,13.64,41.22,26.1771,8.6704,62.76,365,75.37,10.03,0.8,1,24.03,58.4
2019,NBH0000001067,18.372,11.9003,0,3993,367,LOW_ACCESS,47.7,53.91,27.9376,1.2047,97.82,145,29.01,18.26,14.13,0,27.95,54.06
2013,NBH0000001068,22.995,5.8326,1,3360,955,NO_DESERT,51.65,80.33,28.0159,5.9122,29.51,196,1.63,99.38,10.8,0,5.13,45.76
2010,NBH0000001069,0.8,6.1238,0,3582,659,URBAN_LOW_ACCESS,70.89,187.5,17.6894,21.3411,39.61,355,78.89,11.93,3.45,1,68.36,57.74
2024,NBH0000001070,22.16,1.3827,1,2233,982,NO_DESERT,53.48,289.41,12.1836,18.695,99.87,33,29.4,73.39,2.74,1,61.88,60.06
2012,NBH0000001071,17.571,2.6143,0,3480,1635,LOW_INCOME_LOW_ACCESS,62.78,80.68,3.4094,5.1624,12.97,20,2.41,0.06,30.13,0,52.39,56.57
2023,NBH0000001072,5.794,0.3505,0,1917,80,LOW_ACCESS,53.56,203.34,10.5704,0.45,96.35,271,20.33,85.22,15.54,1,40.7,13.63
2021,NBH0000001073,12.193,8.9213,1,3639,1374,LOW_ACCESS,5.66,50.46,11.2088,12.8174,28.61,197,21.75,84.22,30.45,1,74.85,92.27
2009,NBH0000001074,23.608,4.4305,0,1632,92,LOW_ACCESS,22.75,140.54,6.0441,3.0256,88.67,152,62.0,17.06,12.32,0,61.89,90.14
2015,NBH0000001075,16.774,5.9364,0,376,1515,LOW_ACCESS,93.58,165.05,7.0141,0.5657,84.38,258,60.21,44.44,19.83,0,30.01,38.56
2013,NBH0000001076,3.893,10.2845,1,4164,698,NO_DESERT,96.85,152.23,26.8933,19.0816,48.13,35,10.14,63.46,44.64,0,6.04,88.67
2023,NBH0000001077,16.968,0.6162,1,2068,1352,LOW_ACCESS,45.53,160.61,8.3591,2.867,87.72,370,70.77,41.43,36.44,0,25.16,79.57
2018,NBH0000001078,7.946,11.6943,0,2606,892,NO_DESERT,10.12,286.62,21.183,23.3265,42.87,191,80.93,91.12,43.8,0,38.82,23.72
2025,NBH0000001079,9.896,10.8694,0,4292,809,NO_DESERT,53.54,289.59,26.7473,5.6862,34.2,316,36.18,22.74,18.69,0,33.49,75.91
2022,NBH0000001080,23.543,10.6832,1,497,1730,NO_DESERT,91.8,188.61,11.5213,12.2082,93.18,458,54.16,72.5,20.9,1,94.58,55.69
2016,NBH0000001081,20.478,3.0989,0,3800,1790,URBAN_LOW_ACCESS,19.11,291.44,26.6485,20.7939,7.18,260,25.38,59.16,20.93,0,17.13,98.59
2024,NBH0000001082,24.697,11.1309,0,1638,1377,LOW_ACCESS,27.23,58.53,2.3832,17.5201,35.75,200,4.11,72.62,21.11,0,60.51,46.49
2017,NBH0000001083,23.595,7.7463,0,3492,987,URBAN_LOW_ACCESS,33.22,227.64,2.5038,11.057,79.23,229,82.12,26.65,2.95,0,96.57,76.62
2016,NBH0000001084,8.746,7.4541,0,269,719,URBAN_LOW_ACCESS,82.91,171.82,9.8474,20.0477,9.37,91,41.78,76.83,9.92,1,40.72,10.39
2024,NBH0000001085,23.895,2.6121,1,4340,1657,URBAN_LOW_ACCESS,67.31,234.06,2.9433,13.1067,85.7,114,88.03,10.79,28.36,1,9.95,63.96
2024,NBH0000001086,0.523,0.0126,0,4013,520,URBAN_LOW_ACCESS,38.25,170.37,27.3202,5.0027,52.18,170,36.07,77.77,13.02,1,41.38,28.65
2012,NBH0000001087,16.97,8.8242,1,3026,1489,NO_DESERT,25.74,169.43,13.0796,17.3027,28.49,25,85.06,64.94,39.29,1,37.71,46.83
2014,NBH0000001088,2.799,11.376,0,1441,839,NO_DESERT,35.88,81.3,7.2546,1.2014,98.33,418,13.47,83.32,13.85,1,23.71,75.87
2025,NBH0000001089,6.31,11.3663,1,4014,1674,NO_DESERT,19.07,223.2,19.2165,11.6833,42.15,407,8.69,89.39,27.77,0,40.89,29.67
2021,NBH0000001090,21.201,9.9517,1,2821,898,NO_DESERT,5.64,282.32,25.2476,16.7635,38.15,201,66.36,3.0,34.97,0,26.72,99.02
2011,NBH0000001091,19.987,2.674,0,98,618,NO_DESERT,73.31,153.57,22.1892,10.1099,1.5,175,44.1,98.17,38.03,1,63.49,30.29
2019,NBH0000001092,1.842,10.9389,1,3157,321,URBAN_LOW_ACCESS,81.18,152.49,16.7334,22.3304,65.81,272,69.11,92.67,6.22,1,5.36,18.09
2022,NBH0000001093,21.064,10.1098,1,3847,1235,LOW_ACCESS,30.83,183.01,5.7718,2.9065,2.63,256,45.63,50.25,42.02,1,70.44,20.32
2019,NBH0000001094,9.368,1.086,0,4003,1239,NO_DESERT,59.27,134.27,29.1657,6.4277,23.27,485,26.72,37.51,2.77,0,95.9,94.24
2019,NBH0000001095,8.628,0.8611,0,2423,1012,NO_DESERT,31.02,213.41,19.0322,22.9435,97.16,404,89.04,36.74,11.78,0,34.37,10.76
2020,NBH0000001096,14.054,6.5133,1,2616,492,URBAN_LOW_ACCESS,67.33,94.93,0.4419,2.0497,27.53,131,10.0,5.32,25.94,0,29.4,41.12
2020,NBH0000001097,10.487,1.6088,1,1649,1521,NO_DESERT,75.38,92.44,1.4927,18.8403,41.06,95,95.14,16.48,23.83,1,58.03,91.74
2012,NBH0000001098,21.117,11.3627,0,1356,505,NO_DESERT,80.72,82.13,1.9342,8.2026,81.65,442,94.53,41.64,9.59,0,59.84,19.18
2011,NBH0000001099,24.867,7.6508,1,1491,615,LOW_ACCESS,5.33,97.01,12.4017,7.7125,55.53,119,47.23,62.39,24.81,1,95.61,82.17
2008,NBH0000001100,24.482,6.3792,0,1080,775,LOW_INCOME_LOW_ACCESS,77.47,292.95,0.4761,9.8082,74.63,436,52.62,48.69,15.1,1,95.69,59.69
2024,NBH0000001101,8.859,6.7436,0,1219,846,LOW_INCOME_LOW_ACCESS,77.13,174.77,12.0454,14.8383,26.4,372,30.97,60.07,31.15,0,28.27,38.22
2011,NBH0000001102,14.433,0.8451,0,1338,1773,NO_DESERT,16.13,326.82,18.9682,22.1303,91.02,342,19.52,14.6,31.6,1,28.85,92.88
2014,NBH0000001103,4.604,11.5462,0,1699,499,NO_DESERT,71.02,88.83,0.6776,23.9462,11.53,489,47.32,90.96,6.95,1,83.47,41.11
2015,NBH0000001104,3.629,7.2389,0,197,1723,LOW_ACCESS,75.69,184.29,16.6931,4.4971,28.72,479,28.37,18.67,10.9,0,85.31,18.6
2024,NBH0000001105,21.08,7.8481,0,3682,760,NO_DESERT,69.97,157.49,8.2795,15.8926,36.05,296,28.99,72.59,0.5,0,64.16,29.05
2011,NBH0000001106,14.807,5.0179,1,594,1302,NO_DESERT,59.82,266.98,10.8011,19.102,53.18,207,58.52,47.81,25.69,0,6.16,40.51
2010,NBH0000001107,21.341,3.9351,0,4254,554,URBAN_LOW_ACCESS,85.07,163.84,7.844,0.7631,45.72,220,17.58,51.68,29.85,0,93.55,51.87
2020,NBH0000001108,23.731,0.6437,0,4140,188,NO_DESERT,91.57,27.8,2.6431,10.9557,64.56,287,75.45,49.73,11.67,0,4.14,97.24
2012,NBH0000001109,4.835,5.5045,0,946,1188,LOW_INCOME_LOW_ACCESS,31.55,264.2,11.2695,0.5851,37.81,451,54.9,28.7,13.18,0,3.96,61.73
2023,NBH0000001110,4.599,10.7042,1,1261,1461,NO_DESERT,65.96,21.17,19.087,19.6126,37.39,366,2.07,76.39,28.35,1,7.27,60.35
2011,NBH0000001111,23.759,9.6532,1,4060,1691,URBAN_LOW_ACCESS,55.08,40.67,20.8184,0.7665,48.09,500,52.73,41.22,12.46,0,3.09,55.34
2015,NBH0000001112,5.066,0.0445,1,3941,1438,NO_DESERT,83.79,209.66,26.6164,10.4379,14.48,142,80.51,36.0,10.45,1,23.73,29.46
2016,NBH0000001113,3.62,1.5669,0,2586,326,LOW_INCOME_LOW_ACCESS,68.6,48.7,13.482,4.6277,6.74,221,89.59,26.44,3.98,0,1.27,13.34
2017,NBH0000001114,23.454,5.2392,1,1790,756,LOW_ACCESS,26.6,284.4,27.9327,11.9695,78.72,64,58.19,50.2,9.39,0,84.72,26.49
2016,NBH0000001115,24.41,11.0586,0,2488,1089,LOW_ACCESS,6.51,170.03,12.7247,5.7437,99.86,335,79.31,6.49,5.18,0,30.76,74.66
2016,NBH0000001116,7.016,10.4959,0,4491,1723,NO_DESERT,17.09,27.02,11.9509,8.8007,39.52,420,3.7,68.77,0.99,1,99.94,72.91
2023,NBH0000001117,9.579,3.4494,1,1579,445,NO_DESERT,82.11,137.25,3.7449,19.276,16.02,156,68.85,39.64,25.64,1,43.85,93.11
2010,NBH0000001118,13.923,7.1249,0,3986,1696,NO_DESERT,97.3,301.83,23.712,1.6872,95.65,402,4.1,80.04,8.57,0,62.54,79.9
2024,NBH0000001119,24.573,1.4916,0,928,1354,URBAN_LOW_ACCESS,54.43,234.13,24.2909,8.9421,72.71,337,32.18,24.8,12.86,0,88.46,20.54
2009,NBH0000001120,4.064,11.7069,1,539,839,URBAN_LOW_ACCESS,62.01,105.58,24.4054,10.4004,97.35,480,72.75,66.76,7.42,0,45.11,64.63
2009,NBH0000001121,10.337,10.8252,0,1849,1570,LOW_INCOME_LOW_ACCESS,51.93,241.53,28.7095,9.6054,34.28,270,90.9,22.48,32.74,0,75.98,97.48
2023,NBH0000001122,18.585,4.9243,0,3687,443,RURAL_LOW_ACCESS,87.82,66.76,8.0871,8.1808,85.82,95,82.02,42.8,10.21,0,25.47,99.6
2025,NBH0000001123,4.667,1.1066,0,1381,1647,RURAL_LOW_ACCESS,95.68,52.5,1.6103,15.8037,91.3,203,19.06,58.23,35.27,1,29.23,27.82
2025,NBH0000001124,8.416,8.9554,0,1092,320,LOW_ACCESS,92.36,331.33,22.5672,11.4418,25.85,400,36.15,17.62,21.93,0,32.72,81.65
2012,NBH0000001125,6.941,6.6459,0,1577,486,NO_DESERT,24.32,147.07,6.3513,24.4864,56.0,123,98.36,72.31,28.49,0,27.01,40.26
2013,NBH0000001126,1.359,5.0793,0,3825,1347,LOW_INCOME_LOW_ACCESS,74.6,80.35,20.8546,4.0889,62.19,32,99.26,23.77,29.88,0,96.37,8.22
2010,NBH0000001127,0.825,3.9379,0,4071,1441,NO_DESERT,64.42,137.94,10.2372,21.7307,24.93,391,12.75,82.24,17.76,0,72.06,1.3
2012,NBH0000001128,19.262,5.0211,0,1876,247,NO_DESERT,82.75,212.86,22.8003,7.2106,78.35,32,46.89,67.06,43.61,0,74.33,88.92
2011,NBH0000001129,3.054,3.6616,0,765,1327,URBAN_LOW_ACCESS,17.1,38.81,27.9646,8.1437,44.19,169,79.21,44.22,5.94,0,79.1,27.4
2011,NBH0000001130,9.299,5.5634,1,2230,1488,NO_DESERT,8.2,23.47,9.4224,14.3995,97.39,439,87.68,16.12,26.26,0,88.03,94.18
2015,NBH0000001131,12.455,8.7986,1,23,1023,NO_DESERT,19.29,25.77,19.9788,7.2393,95.7,412,10.3,56.71,27.04,1,62.37,43.67
2016,NBH0000001132,17.702,1.8656,0,3177,281,LOW_ACCESS,89.19,140.81,10.4932,2.3963,10.0,441,5.32,22.36,36.89,1,6.46,77.26
2013,NBH0000001133,20.168,10.4059,0,699,1716,LOW_INCOME_LOW_ACCESS,99.03,291.6,3.0073,20.0776,66.55,110,8.9,38.06,4.71,0,45.51,87.39
2012,NBH0000001134,14.741,11.3555,1,1275,1604,LOW_ACCESS,72.33,155.02,6.9578,5.083,79.45,305,56.09,28.89,14.61,1,6.25,5.58
2024,NBH0000001135,5.517,8.1397,1,3113,409,URBAN_LOW_ACCESS,47.71,178.38,26.8598,19.0433,34.57,358,91.69,34.59,36.78,0,15.06,63.85
2022,NBH0000001136,18.262,4.1298,0,3608,1089,URBAN_LOW_ACCESS,63.69,189.41,27.849,20.1024,91.5,347,77.86,87.43,12.18,1,0.67,95.44
2010,NBH0000001137,1.131,6.9105,0,4296,1470,URBAN_LOW_ACCESS,72.53,164.46,7.7062,6.3153,51.1,105,79.69,1.83,19.29,0,12.58,33.3
2015,NBH0000001138,16.407,10.6633,1,1244,641,NO_DESERT,16.18,138.25,8.1071,20.8063,22.28,435,19.38,47.86,32.31,0,92.42,33.17
2020,NBH0000001139,13.436,7.2819,1,1284,527,LOW_ACCESS,88.25,287.37,0.9166,19.4035,64.56,457,24.33,93.08,31.48,0,18.97,28.31
2024,NBH0000001140,9.095,8.0274,1,172,1061,LOW_ACCESS,31.05,231.89,11.856,9.8215,90.64,187,53.23,57.83,28.16,0,56.05,37.34
2024,NBH0000001141,0.917,11.2091,1,2798,1688,LOW_ACCESS,74.38,146.49,18.1931,1.6472,83.18,118,41.82,70.12,39.08,1,84.18,53.92
2012,NBH0000001142,5.374,4.981,1,1722,251,LOW_ACCESS,74.39,251.68,23.9757,4.4712,8.93,495,46.1,20.48,19.2,1,88.45,0.43
2022,NBH0000001143,3.807,8.0211,0,2059,65,NO_DESERT,73.6,147.27,29.932,0.4246,50.3,111,80.15,97.76,36.85,0,78.73,60.3
2022,NBH0000001144,17.069,10.5781,1,1675,906,RURAL_LOW_ACCESS,70.26,283.14,19.4431,20.0036,9.95,14,88.87,48.96,14.25,0,7.32,28.86
2018,NBH0000001145,19.457,4.4107,0,1892,1479,NO_DESERT,86.45,21.67,3.3677,21.8305,92.41,82,31.7,32.71,17.96,1,14.65,88.73
2010,NBH0000001146,19.88,3.6804,0,1087,992,NO_DESERT,84.46,177.3,19.9743,13.5346,83.89,361,71.75,26.18,16.34,1,44.2,99.39
2008,NBH0000001147,22.443,7.4335,1,2282,1675,NO_DESERT,65.14,102.24,10.5237,3.1171,49.69,43,75.55,46.29,32.18,1,4.29,5.44
2012,NBH0000001148,7.032,5.1479,0,1251,455,NO_DESERT,25.18,268.44,25.6704,14.2033,90.88,61,83.98,97.66,7.53,0,1.02,65.8
2019,NBH0000001149,13.912,9.8492,0,3840,74,RURAL_LOW_ACCESS,74.98,64.4,27.3991,21.6673,50.01,498,28.25,67.23,37.89,1,97.88,75.38
2018,NBH0000001150,12.624,4.2838,1,4338,766,URBAN_LOW_ACCESS,40.49,268.22,20.883,4.0739,32.67,315,34.06,45.2,10.61,0,1.38,9.6
2016,NBH0000001151,9.31,6.867,0,4162,172,NO_DESERT,18.06,157.16,19.7153,2.6875,7.67,353,55.39,38.85,12.31,1,97.14,83.46
2009,NBH0000001152,2.347,1.474,0,2894,508,URBAN_LOW_ACCESS,52.69,211.57,7.3034,14.0868,67.8,281,14.14,92.89,24.21,0,33.18,39.56
2025,NBH0000001153,24.167,4.974,0,3461,954,RURAL_LOW_ACCESS,5.78,212.88,23.8631,1.819,96.78,137,94.1,71.27,41.93,0,94.67,14.74
2014,NBH0000001154,6.609,4.4498,0,2495,135,URBAN_LOW_ACCESS,47.28,208.25,18.7971,22.2052,87.96,85,13.6,55.03,18.8,0,40.53,86.41
2016,NBH0000001155,24.951,8.5015,0,172,757,RURAL_LOW_ACCESS,6.82,188.17,3.2944,15.3053,50.49,114,93.3,69.1,2.27,0,67.17,55.54
2012,NBH0000001156,6.397,11.477,0,2108,869,NO_DESERT,59.57,146.46,5.7626,14.1318,56.13,82,53.95,28.93,15.27,0,16.66,78.37
2014,NBH0000001157,10.513,11.977,1,3797,105,NO_DESERT,66.16,120.62,5.427,13.6185,72.65,470,6.44,44.22,43.53,1,69.32,79.86
2015,NBH0000001158,10.111,10.1717,0,88,175,NO_DESERT,92.48,230.5,14.5395,10.638,62.91,370,47.72,75.96,35.83,0,32.25,44.14
2012,NBH0000001159,0.837,4.0854,1,548,1344,NO_DESERT,35.43,286.19,17.5746,6.1495,42.36,201,5.62,53.09,15.2,0,35.55,23.07
2018,NBH0000001160,9.463,2.0525,0,3225,788,LOW_ACCESS,18.14,275.36,23.1923,13.1873,24.43,147,69.56,49.5,21.05,0,46.37,79.13
2016,NBH0000001161,7.192,5.1263,0,4150,330,LOW_ACCESS,49.81,36.81,5.9911,14.0182,67.97,311,25.52,69.26,18.93,0,38.9,97.94
2011,NBH0000001162,5.058,4.4033,1,2033,323,NO_DESERT,85.25,274.19,17.728,5.9483,2.45,200,10.48,81.69,37.47,0,66.13,14.73
2022,NBH0000001163,24.056,2.6844,1,1496,339,LOW_ACCESS,82.45,258.52,10.4156,6.9325,43.49,365,42.0,3.58,18.14,1,37.35,55.77
2023,NBH0000001164,5.359,11.2926,1,1184,1600,LOW_ACCESS,96.66,174.5,13.7689,6.4795,78.22,133,3.91,0.2,23.57,1,16.05,90.5
2024,NBH0000001165,23.176,8.8969,0,177,1731,NO_DESERT,45.63,30.92,25.9674,10.3579,26.61,470,26.1,94.77,39.62,1,35.43,99.64
2012,NBH0000001166,9.824,7.1624,1,465,187,NO_DESERT,4.54,75.99,29.7873,8.9517,25.64,195,85.34,69.48,7.47,1,94.98,67.56
2022,NBH0000001167,14.517,6.371,1,3553,772,NO_DESERT,83.68,76.61,14.2287,0.9242,45.8,438,71.06,94.32,5.41,0,59.28,28.06
2023,NBH0000001168,24.396,5.9376,1,3605,650,LOW_INCOME_LOW_ACCESS,75.22,106.14,13.4409,21.7748,60.87,149,48.56,35.66,11.57,1,10.28,68.14
2017,NBH0000001169,19.087,5.7611,0,3186,821,LOW_INCOME_LOW_ACCESS,86.75,158.69,5.8364,6.3938,24.31,50,66.52,58.37,0.4,1,58.44,18.87
2010,NBH0000001170,23.081,8.8094,0,1088,322,LOW_INCOME_LOW_ACCESS,54.32,82.28,9.2907,11.8841,30.32,3,41.18,89.55,21.54,1,4.73,13.71
2017,NBH0000001171,5.121,1.541,1,808,756,URBAN_LOW_ACCESS,24.63,206.65,15.0769,0.2739,22.96,465,66.03,22.99,37.53,1,81.95,67.63
2008,NBH0000001172,18.232,4.4733,0,3,271,NO_DESERT,5.4,116.1,22.3056,12.6825,86.63,446,8.46,46.57,26.68,0,33.17,70.59
2017,NBH0000001173,24.575,9.8427,1,1460,505,NO_DESERT,40.16,307.79,25.0301,20.701,23.69,276,8.15,90.26,25.02,1,44.46,61.66
2023,NBH0000001174,10.329,11.9412,0,2951,1713,URBAN_LOW_ACCESS,74.19,30.9,7.7117,7.3178,12.07,311,23.66,43.22,26.27,0,71.65,58.51
2014,NBH0000001175,17.188,7.0453,0,459,1431,LOW_INCOME_LOW_ACCESS,80.72,228.68,27.758,21.1882,4.43,99,16.6,13.32,3.48,0,76.62,89.24
2018,NBH0000001176,9.111,1.3319,0,2230,761,NO_DESERT,35.68,44.88,0.6837,11.7907,65.91,329,96.93,57.74,32.64,0,31.45,70.18
2024,NBH0000001177,14.916,9.4575,1,591,1030,RURAL_LOW_ACCESS,0.18,123.07,21.2289,4.6919,18.2,495,53.77,2.0,6.48,1,2.36,91.57
2021,NBH0000001178,8.424,9.1423,0,2225,1726,NO_DESERT,97.56,102.64,1.3655,10.9777,73.6,300,54.78,44.67,0.54,0,73.12,8.51
2020,NBH0000001179,3.88,6.6068,0,2668,363,NO_DESERT,58.06,110.31,17.5774,14.5942,27.76,173,67.88,51.56,44.44,0,95.6,29.52
2015,NBH0000001180,0.511,2.6926,1,2188,643,NO_DESERT,68.33,92.17,20.5245,16.9509,1.11,326,88.96,6.76,36.07,0,11.68,8.94
2021,NBH0000001181,2.937,4.8169,0,2241,736,LOW_ACCESS,12.57,49.33,22.7889,23.6247,71.21,333,40.18,5.45,3.31,0,6.71,89.7
2010,NBH0000001182,2.926,9.9619,1,952,779,LOW_ACCESS,61.33,269.65,27.168,4.5344,16.65,213,39.07,36.58,16.85,1,93.37,13.08
2011,NBH0000001183,15.851,10.4576,0,3550,1780,URBAN_LOW_ACCESS,20.53,152.9,27.3497,13.5934,5.35,91,68.01,7.97,12.77,0,28.74,71.51
2016,NBH0000001184,1.1,11.5231,0,1083,1104,NO_DESERT,45.43,105.11,28.2596,20.5614,69.94,224,13.41,88.44,9.15,1,70.74,93.47
2023,NBH0000001185,21.222,2.5739,0,558,1422,NO_DESERT,1.48,297.05,25.5031,7.9453,58.59,99,95.6,68.62,36.32,1,79.16,77.0
2010,NBH0000001186,20.773,2.0136,0,3394,1360,LOW_ACCESS,75.3,39.97,7.667,17.5269,20.73,252,13.48,71.36,22.02,0,31.6,43.84
2021,NBH0000001187,17.418,8.5201,1,2484,152,LOW_ACCESS,70.8,141.31,24.7873,13.2653,22.64,325,69.98,17.19,44.41,0,8.21,49.9
2016,NBH0000001188,9.357,11.5229,1,3997,692,NO_DESERT,90.47,295.25,20.9501,21.9943,63.18,439,46.29,70.78,20.82,0,22.43,14.82
