tech_platforms_reference_year,tech_platforms_platform_id_hash,tech_platforms_platform_type_code,tech_platforms_vlop_vlose_flag,tech_platforms_member_state_digital_coordinator_iso2,tech_platforms_dsa_risk_assessment_submitted_flag,tech_platforms_content_moderation_actions_count,tech_platforms_notice_and_action_processing_time_hours_median,tech_platforms_illegal_content_removal_rate_pct,tech_platforms_ad_transparency_repository_flag,tech_platforms_recommender_system_optout_flag,tech_platforms_dark_pattern_finding_flag,tech_platforms_dma_gatekeeper_flag,tech_platforms_interoperability_obligation_flag,tech_platforms_data_portability_support_flag,tech_platforms_user_complaints_count,tech_platforms_sanctions_amount_eur,tech_platforms_audit_report_published_flag,tech_platforms_source_regulator_dataset,tech_platforms_data_extract_date
2024,8ddf77a3f54c80dadf3b284c,VIDEO_SHARING,0,PT,1,4020,46.29,98.91,0,1,0,0,1,0,1294,68437386.85,0,DSA_TRANSPARENCY_DB,2025-11-10
2025,01f6a3cd43ab44d1fbe1e8f1,SOCIAL_NETWORK,1,SE,1,5426,81.22,67.48,1,0,0,0,0,1,1194,145827162.97,1,NATIONAL_DSC_REPORTING,2024-03-17
2026,2e6ae99504a60458e0c46ab6,AD_TECH,1,CY,1,5190,78.92,60.37,1,0,0,1,0,0,1517,8270236.16,1,COMMISSION_ENFORCEMENT,2025-07-16
2021,5a5ef717996f7bdfca0b4df3,CLOUD_PLATFORM,0,FR,1,5769,57.54,69.09,1,1,0,0,0,1,1464,39887470.64,0,REGULATOR_AUDIT_PORTAL,2026-01-31
2022,a5a6e5d9c49100380ceeb765,MESSAGING,0,IT,1,4402,76.81,61.53,1,0,0,0,0,1,1190,126856495.1,0,PLATFORM_SELF_REPORT,2024-09-07
2023,9002842c08e90333d45bb3a9,APP_STORE,0,NL,0,5615,1.33,81.62,1,1,0,0,1,1,1134,36508182.3,0,DSA_TRANSPARENCY_DB,2024-09-02
2024,4b30df07b357d4faef218a59,SEARCH_ENGINE,1,SI,1,5588,60.85,73.4,1,1,0,0,0,1,1447,71935882.22,1,NATIONAL_DSC_REPORTING,2025-06-01
2025,2db71a7c00da552a335de72d,ONLINE_MARKETPLACE,1,BG,1,4627,41.45,61.76,0,1,1,1,0,1,1203,166231847.11,1,COMMISSION_ENFORCEMENT,2025-09-24
2026,5c9764f97eae2404145446d0,VIDEO_SHARING,1,EE,1,4724,79.91,90.28,1,1,1,1,0,1,1128,219627772.27,0,REGULATOR_AUDIT_PORTAL,2024-07-27
2021,3bdb06222b227cbdd7b40c85,SOCIAL_NETWORK,0,HU,1,5773,35.12,72.68,0,0,1,0,0,1,1415,109251851.5,0,PLATFORM_SELF_REPORT,2024-09-23
2022,1dac5509d59fab7e63870eea,AD_TECH,0,LU,1,5109,1.93,71.86,1,1,0,0,0,0,1500,147572878.68,1,DSA_TRANSPARENCY_DB,2024-05-31
2023,45d13397d96cff4774c3c994,CLOUD_PLATFORM,0,RO,0,5127,90.52,78.47,1,0,0,0,0,0,1161,130730562.37,1,NATIONAL_DSC_REPORTING,2024-09-07
2024,1c8fa83691826a23158a19ca,MESSAGING,0,AT,1,4735,15.9,58.44,1,1,1,0,0,1,1160,222923062.35,1,COMMISSION_ENFORCEMENT,2024-06-15
2025,5266072d5733d96943296a76,APP_STORE,0,CZ,1,5771,92.42,71.53,1,1,0,1,0,0,1203,76047065.03,0,REGULATOR_AUDIT_PORTAL,2024-07-11
2026,d59d13d68cc1c1a9bfaf578f,SEARCH_ENGINE,1,DE,1,5143,33.6,49.75,0,0,0,0,0,1,1250,177376392.06,1,PLATFORM_SELF_REPORT,2024-11-30
2021,a01572205b3ac75b96eab67a,ONLINE_MARKETPLACE,0,LV,1,5302,61.25,76.53,1,0,0,1,0,0,1157,43393622.1,1,DSA_TRANSPARENCY_DB,2025-01-12
2022,ba2b59145c3d71416ea51632,VIDEO_SHARING,1,PL,1,3967,78.15,55.77,0,0,0,0,0,1,1196,286099366.21,1,NATIONAL_DSC_REPORTING,2025-02-19
2023,3655911532f28316d0fa5ca3,SOCIAL_NETWORK,1,ES,1,4834,95.18,67.87,1,1,0,0,0,1,1202,117040136.54,1,COMMISSION_ENFORCEMENT,2025-09-18
2024,45897624b4a95e1483e18104,AD_TECH,1,HR,1,4963,48.75,50.27,1,1,0,0,0,1,1474,171036233.11,1,REGULATOR_AUDIT_PORTAL,2024-01-17
2025,8dbcf550eefb5d0947365746,CLOUD_PLATFORM,0,FI,0,4854,79.28,89.56,1,1,1,0,0,0,1167,255964957.64,1,PLATFORM_SELF_REPORT,2024-11-08
2026,5888639b55cd927bafd86507,MESSAGING,0,IE,1,5333,58.31,89.1,1,1,0,0,0,1,1302,144059552.76,0,DSA_TRANSPARENCY_DB,2026-01-16
2021,82eddc451d0738de6e83350b,APP_STORE,0,MT,0,4827,39.1,50.96,0,1,0,1,1,1,1311,19106174.62,1,NATIONAL_DSC_REPORTING,2024-11-16
2022,003bbb61c6861a3402229cd7,SEARCH_ENGINE,1,SK,1,5424,72.23,84.75,1,1,0,1,0,0,1313,133041290.71,1,COMMISSION_ENFORCEMENT,2024-05-15
2023,38a2ec26a5da07810e6ce3b0,ONLINE_MARKETPLACE,1,BE,0,3895,21.14,40.87,0,1,0,0,0,1,1375,431508010.43,1,REGULATOR_AUDIT_PORTAL,2025-03-22
2024,f551752516139a5f848529b9,VIDEO_SHARING,0,DK,1,4675,25.86,64.95,1,1,0,0,0,0,1250,79886245.91,0,PLATFORM_SELF_REPORT,2026-02-08
2025,b9403b8e7651ee9ddf321bfa,SOCIAL_NETWORK,0,GR,1,4949,79.47,78.45,1,1,0,0,0,1,1516,152988798.31,1,DSA_TRANSPARENCY_DB,2024-04-15
2026,67dd796da00ffe0e6cf64034,AD_TECH,0,LT,0,4901,49.13,51.91,1,1,0,1,0,0,1496,271126394.59,0,NATIONAL_DSC_REPORTING,2024-08-14
2021,6dc0df8be94df972a9a809e2,CLOUD_PLATFORM,0,PT,0,5131,1.98,93.68,1,1,0,0,0,1,1331,872895.05,0,COMMISSION_ENFORCEMENT,2026-01-01
2022,26c72ff6963565cbd4078e3b,MESSAGING,0,SE,1,4699,63.83,49.77,0,0,0,0,0,1,1446,240361546.48,1,REGULATOR_AUDIT_PORTAL,2025-01-16
2023,cfbccdeab2a6675260d64842,APP_STORE,0,CY,1,4027,56.31,40.12,0,1,0,0,0,1,1399,197602700.23,1,PLATFORM_SELF_REPORT,2026-01-14
2024,ea78529a5d3b4640b9aa455b,SEARCH_ENGINE,0,FR,0,4194,77.9,42.47,0,1,0,1,0,1,1541,194073665.27,1,DSA_TRANSPARENCY_DB,2025-07-31
2025,c98880382aaf73e60377aa0c,ONLINE_MARKETPLACE,0,IT,1,4513,66.19,76.33,0,1,0,0,0,0,1172,122992950.53,1,NATIONAL_DSC_REPORTING,2024-01-23
2026,9d69d6ea1a92547959862840,VIDEO_SHARING,0,NL,1,4741,36.53,51.86,1,1,0,0,1,1,1297,81241758.77,1,COMMISSION_ENFORCEMENT,2025-04-25
2021,192076d6c4f9c283c90fa8e7,SOCIAL_NETWORK,0,SI,1,4658,77.96,80.69,1,1,0,0,0,0,1505,54617781.23,0,REGULATOR_AUDIT_PORTAL,2024-08-22
2022,8b31c7cda72e23800fff6c00,AD_TECH,0,BG,0,4329,86.49,69.01,1,0,0,0,0,0,1490,150907611.62,0,PLATFORM_SELF_REPORT,2024-10-28
2023,28aaf6bf2e08eba2f929dfee,CLOUD_PLATFORM,0,EE,0,5324,83.38,83.17,1,1,0,0,0,1,1286,41634277.05,1,DSA_TRANSPARENCY_DB,2025-11-02
2024,38733edee0235d020f8cd110,MESSAGING,0,HU,0,4273,3.63,59.21,1,1,0,0,0,1,1429,260886306.54,0,NATIONAL_DSC_REPORTING,2024-02-25
2025,2b5e211a42e1b522b0718f53,APP_STORE,0,LU,1,4395,46.7,74.03,1,1,0,1,0,1,1482,137249085.52,0,COMMISSION_ENFORCEMENT,2025-11-05
2026,a31229b6c94dd894cafb1f8b,SEARCH_ENGINE,0,RO,0,4951,60.09,48.77,1,1,0,0,0,1,1313,443965777.26,0,REGULATOR_AUDIT_PORTAL,2025-05-20
2021,6f4a14097ed82dbb9c6056ac,ONLINE_MARKETPLACE,1,AT,1,4504,32.66,74.33,0,1,0,0,0,1,1491,149957893.73,0,PLATFORM_SELF_REPORT,2024-10-25
2022,8686c1f06bf1c46a474fd0f8,VIDEO_SHARING,0,CZ,1,5905,22.67,76.91,1,1,0,0,1,0,1299,101885300.1,1,DSA_TRANSPARENCY_DB,2024-07-18
2023,8ea23144fa4f40149ced0f10,SOCIAL_NETWORK,1,DE,1,5033,74.93,71.21,0,0,0,0,0,1,1430,47752658.19,0,NATIONAL_DSC_REPORTING,2025-07-03
2024,e343a288d4b093b7700f0db4,AD_TECH,0,LV,1,5897,83.82,71.5,1,0,0,0,0,0,1415,78252564.03,0,COMMISSION_ENFORCEMENT,2025-08-18
2025,54db455413a958b2f11a3cda,CLOUD_PLATFORM,1,PL,0,5870,91.65,59.12,1,1,0,0,0,1,1267,407180716.02,1,REGULATOR_AUDIT_PORTAL,2025-02-21
2026,a1d206bf9448ccbeaceff07f,MESSAGING,0,ES,1,5698,75.49,63.63,1,1,0,1,1,1,1336,56233117.84,1,PLATFORM_SELF_REPORT,2024-02-11
2021,8b1e0e02852d20c1891b1e1c,APP_STORE,0,HR,1,5989,72.52,73.22,1,0,0,0,0,1,1541,117797667.36,0,DSA_TRANSPARENCY_DB,2025-09-04
2022,5628d77aa953de9e5c0d35c5,SEARCH_ENGINE,0,FI,1,5997,35.63,97.68,1,1,0,1,0,1,1477,18550196.63,0,NATIONAL_DSC_REPORTING,2024-11-18
2023,1dbddfc4f24e77e398da062b,ONLINE_MARKETPLACE,0,IE,0,4363,10.25,37.03,0,1,0,1,0,1,1371,518077446.5,1,COMMISSION_ENFORCEMENT,2025-04-07
2024,39cb7f65b72d4858df7a381a,VIDEO_SHARING,1,MT,1,5289,27.59,96.97,0,0,0,0,1,0,1525,120168034.47,0,REGULATOR_AUDIT_PORTAL,2024-01-28
2025,ed685640603d13be78413af2,SOCIAL_NETWORK,1,SK,1,6412,27.35,96.09,1,0,0,0,0,1,1445,150800608.68,1,PLATFORM_SELF_REPORT,2024-04-11
2026,8d040459bb66139f9b417a6e,AD_TECH,0,BE,1,6395,72.89,58.74,1,1,0,1,0,1,1280,507906664.9,1,DSA_TRANSPARENCY_DB,2025-08-26
2021,333e496e2b2b6e66487366a1,CLOUD_PLATFORM,0,DK,1,4046,91.92,37.72,1,1,0,0,0,1,1436,61760493.07,0,NATIONAL_DSC_REPORTING,2024-12-13
2022,e448e4c8a64ad003b5856b51,MESSAGING,0,GR,1,6374,6.92,97.05,0,1,0,0,0,1,1546,151782080.03,1,COMMISSION_ENFORCEMENT,2025-03-19
2023,e8a1b33c42b2e48b42486149,APP_STORE,0,LT,1,4281,55.1,40.37,1,1,0,0,0,1,1181,361603386.22,1,REGULATOR_AUDIT_PORTAL,2025-11-16
2024,2c234b53f1c3abead36799d4,SEARCH_ENGINE,1,PT,1,4188,71.62,41.64,1,0,0,0,0,1,1466,426504217.85,0,PLATFORM_SELF_REPORT,2025-01-14
2025,a8b44243f57fcc7f81e57472,ONLINE_MARKETPLACE,1,SE,0,5431,79.49,49.82,1,1,0,1,0,0,1176,502412100.88,1,DSA_TRANSPARENCY_DB,2024-06-28
2026,8bea126cacdbcd08fa6bd3f8,VIDEO_SHARING,0,CY,1,5199,20.22,84.69,1,1,0,0,0,0,1199,56112960.8,0,NATIONAL_DSC_REPORTING,2024-01-02
2021,7bff6434263eecaf8466b43f,SOCIAL_NETWORK,0,FR,1,4402,94.02,40.8,1,1,0,1,1,1,1351,20952425.7,1,COMMISSION_ENFORCEMENT,2024-11-27
2022,24d3e3f2cbca2b7d77a7b086,AD_TECH,0,IT,0,5211,17.88,85.67,1,1,0,1,0,1,1506,118671051.82,1,REGULATOR_AUDIT_PORTAL,2025-05-20
2023,9808d17f3d8e9922ee30329a,CLOUD_PLATFORM,0,NL,1,5575,25.4,63.76,1,0,0,0,0,1,1174,141786037.45,0,PLATFORM_SELF_REPORT,2025-07-01
2024,c993de8ee248f7fb0bb3d024,MESSAGING,1,SI,1,4449,81.38,95.62,1,0,0,0,0,0,1369,102138383.15,0,DSA_TRANSPARENCY_DB,2025-08-28
2025,5340d0463c08958f23d43f5b,APP_STORE,0,BG,1,4679,66.6,73.17,1,1,0,1,0,1,1216,155080056.95,0,NATIONAL_DSC_REPORTING,2025-08-21
2026,455e6c9328e4d02776b39b8a,SEARCH_ENGINE,1,EE,1,4009,75.07,62.64,1,1,0,1,0,1,1322,134682014.22,1,COMMISSION_ENFORCEMENT,2024-02-10
2021,898020b56892a9a4589dccdf,ONLINE_MARKETPLACE,1,HU,1,6012,82.11,80.36,1,1,0,1,0,1,1262,27736529.59,0,REGULATOR_AUDIT_PORTAL,2024-04-27
2022,2f984dd0747dbe2c15b150fc,VIDEO_SHARING,1,LU,1,4013,37.47,66.34,1,0,1,0,0,1,1361,251322697.37,1,PLATFORM_SELF_REPORT,2025-03-14
2023,caf44728da5227fa8442fc4b,SOCIAL_NETWORK,1,RO,1,5456,75.62,58.39,0,1,0,1,0,1,1385,278175290.38,0,DSA_TRANSPARENCY_DB,2025-07-03
2024,8110c1462e3a9564bc36f755,AD_TECH,0,AT,1,6055,82.85,96.01,1,0,0,0,0,1,1211,22403373.76,0,NATIONAL_DSC_REPORTING,2025-07-09
2025,63a16eac048d81aee148dd77,CLOUD_PLATFORM,0,CZ,1,5050,68.67,70.12,0,1,0,0,0,1,1273,96379410.14,0,COMMISSION_ENFORCEMENT,2024-10-08
2026,caa2bafeb4aa202f1c0bfb90,MESSAGING,0,DE,1,5836,10.83,76.04,0,1,0,0,0,1,1330,40076762.38,0,REGULATOR_AUDIT_PORTAL,2025-09-07
2021,208b170f54e0f8ca5170e11a,APP_STORE,0,LV,1,6467,12.57,50.54,0,1,1,1,0,1,1450,250575090.63,1,PLATFORM_SELF_REPORT,2024-08-11
2022,7fe8d1d57f0721a5d246a7d9,SEARCH_ENGINE,1,PL,1,6188,63.72,48.42,1,0,1,1,0,1,1259,290594006.74,1,DSA_TRANSPARENCY_DB,2024-10-24
2023,df9bc61d05840b089ff15839,ONLINE_MARKETPLACE,1,ES,0,4537,9.96,51.25,1,0,0,0,0,0,1329,50411285.64,1,NATIONAL_DSC_REPORTING,2024-01-06
2024,9e4bd3e7ebe740a269a273ce,VIDEO_SHARING,0,HR,1,5448,32.73,54.5,0,1,0,0,0,0,1267,467456418.61,0,COMMISSION_ENFORCEMENT,2024-10-25
2025,e555bde8537c88a9eda6dd62,SOCIAL_NETWORK,1,FI,1,4021,85.97,90.88,1,0,0,0,0,1,1204,40067405.43,1,REGULATOR_AUDIT_PORTAL,2025-04-08
2026,bcd8a07ec8918e956fc4d563,AD_TECH,0,IE,1,6329,19.55,72.64,1,0,0,0,0,1,1505,151544183.72,1,PLATFORM_SELF_REPORT,2024-06-21
2021,ff1335ce3d8175c431be4320,CLOUD_PLATFORM,0,MT,0,4658,31.61,46.74,0,0,1,0,0,1,1542,62858329.63,1,DSA_TRANSPARENCY_DB,2025-09-07
2022,55b619b7c6953981d264152b,MESSAGING,0,SK,0,4314,81.44,95.58,1,0,1,0,0,1,1551,216670651.43,0,NATIONAL_DSC_REPORTING,2024-09-06
2023,39e007ec67bf02b986983683,APP_STORE,0,BE,0,4172,5.08,51.05,0,1,0,0,0,0,1374,501738564.67,0,COMMISSION_ENFORCEMENT,2025-12-23
2024,53d6e068529aa536674c88bb,SEARCH_ENGINE,1,DK,1,4527,70.28,91.5,1,1,0,1,0,0,1313,48603961.41,0,REGULATOR_AUDIT_PORTAL,2024-11-21
2025,f8905e336a9fe379b2424351,ONLINE_MARKETPLACE,1,GR,1,5457,38.86,38.74,1,1,0,1,0,0,1557,478157061.54,1,PLATFORM_SELF_REPORT,2025-05-30
2026,7a9cc50abc9c3b9fa9f05092,VIDEO_SHARING,1,LT,1,4735,95.5,80.17,1,1,0,0,0,0,1320,146680815.88,1,DSA_TRANSPARENCY_DB,2025-05-29
2021,8db3f12f59a9e046e6be3279,SOCIAL_NETWORK,1,PT,0,5846,34.57,47.39,1,1,0,0,0,1,1567,137240959.43,1,NATIONAL_DSC_REPORTING,2026-02-06
2022,8a5808604a388c11b9acfb35,AD_TECH,0,SE,1,4568,87.63,53.73,0,1,0,0,0,0,1334,69983923.49,1,COMMISSION_ENFORCEMENT,2025-04-27
2023,9d656b0a2f7211dc92537fb3,CLOUD_PLATFORM,0,CY,1,5707,58.71,67.55,1,0,1,0,0,0,1232,254636649.65,1,REGULATOR_AUDIT_PORTAL,2025-03-06
2024,88f2da23e1cd7db0205b4270,MESSAGING,0,FR,1,4133,88.88,46.21,0,1,0,0,0,1,1469,240552725.63,0,PLATFORM_SELF_REPORT,2025-01-13
2025,202d41709935824ea91f6e56,APP_STORE,0,IT,0,4488,86.64,95.31,1,0,0,1,0,1,1432,118603500.02,0,DSA_TRANSPARENCY_DB,2025-03-05
2026,1bd1f7ab8ebc0464d1db69a7,SEARCH_ENGINE,1,NL,1,5655,23.57,35.75,1,0,0,1,0,0,1284,249865378.17,1,NATIONAL_DSC_REPORTING,2025-01-18
2021,5827596336eb85d2b533f6a8,ONLINE_MARKETPLACE,0,SI,1,6095,22.08,67.25,1,0,0,1,0,0,1544,2777077.15,0,COMMISSION_ENFORCEMENT,2026-02-05
2022,1429a8fb99724d698e403cab,VIDEO_SHARING,1,BG,1,6213,47.2,87.59,1,0,0,0,0,0,1235,103625854.31,0,REGULATOR_AUDIT_PORTAL,2026-02-12
2023,b4980061571bde894cdf874b,SOCIAL_NETWORK,0,EE,1,6507,22.06,86.15,1,1,0,0,0,1,1449,22881695.23,1,PLATFORM_SELF_REPORT,2024-02-28
2024,7efbdddb8dbb8470420f4b98,AD_TECH,0,HU,1,6010,50.29,74.24,1,1,0,1,0,0,1382,51773289.08,0,DSA_TRANSPARENCY_DB,2024-02-03
2025,03cbec69329dee1ef09d604a,CLOUD_PLATFORM,1,LU,1,5652,30.55,40.52,0,1,0,0,0,0,1488,524571892.36,1,NATIONAL_DSC_REPORTING,2024-06-10
2026,c48a3878a9739a60b34839bd,MESSAGING,0,RO,1,5493,21.84,83.8,1,0,1,0,0,1,1408,394851804.78,1,COMMISSION_ENFORCEMENT,2024-03-15
2021,a06a929bd7e0886f5511c229,APP_STORE,0,AT,1,5457,34.76,88.66,0,1,1,0,0,0,1298,350059846.99,1,REGULATOR_AUDIT_PORTAL,2024-05-12
2022,2ffa847306e76363cfe431cf,SEARCH_ENGINE,1,CZ,1,4583,76.28,79.02,1,1,0,0,0,0,1574,93311336.82,1,PLATFORM_SELF_REPORT,2024-06-14
2023,717e6d58d36434f798ff3aa6,ONLINE_MARKETPLACE,1,DE,0,5086,82.28,39.9,1,1,1,0,0,1,1492,448067154.69,0,DSA_TRANSPARENCY_DB,2025-01-02
2024,0726dcf548e9d85bbd46a2c2,VIDEO_SHARING,0,LV,0,4894,68.6,59.03,0,1,0,0,1,0,1273,529506048.06,0,NATIONAL_DSC_REPORTING,2024-09-08
2025,65d9319d70baa968cd482a4a,SOCIAL_NETWORK,0,PL,1,6554,22.2,61.71,1,0,0,0,0,1,1428,6089955.75,1,COMMISSION_ENFORCEMENT,2025-11-10
2026,789a4ee73c86cda6fc48108f,AD_TECH,0,ES,1,4214,16.12,69.22,1,1,0,1,0,0,1221,127156718.2,1,REGULATOR_AUDIT_PORTAL,2025-06-09
2021,8c5d80a53161f2cc7cac1821,CLOUD_PLATFORM,0,HR,1,4978,64.52,46.88,1,0,0,0,0,1,1290,402571231.64,1,PLATFORM_SELF_REPORT,2025-02-28
2022,06b7a9e22ee684ea5d65c836,MESSAGING,0,FI,1,6025,57.18,49.82,1,1,0,0,0,0,1420,81107237.86,1,DSA_TRANSPARENCY_DB,2024-07-29
2023,4b2221a426c289a6733ae392,APP_STORE,0,IE,1,4646,38.53,46.4,1,0,0,1,0,1,1470,448895001.09,1,NATIONAL_DSC_REPORTING,2024-01-27
2024,1c3b06e3dcbe60a4ced7db51,SEARCH_ENGINE,1,MT,1,5085,26.94,48.84,1,1,1,0,0,1,1254,163933038.78,1,COMMISSION_ENFORCEMENT,2025-03-01
2025,287639476927fb14cebde102,ONLINE_MARKETPLACE,0,SK,1,5473,89.96,61.04,1,1,0,0,0,0,1364,75642646.27,1,REGULATOR_AUDIT_PORTAL,2025-11-03
2026,306bfd1982d2f2910e701c40,VIDEO_SHARING,1,BE,0,4896,71.22,48.49,1,1,0,0,0,0,1512,348758110.84,1,PLATFORM_SELF_REPORT,2026-02-17
2021,60eb40fe1940ef743e8ac152,SOCIAL_NETWORK,1,DK,1,5499,89.01,60.26,0,0,0,0,0,0,1514,135349291.24,0,DSA_TRANSPARENCY_DB,2024-12-25
2022,908f0bdb8579889b1950388e,AD_TECH,0,GR,1,5715,10.27,44.48,1,0,0,1,0,0,1312,173967148.68,1,NATIONAL_DSC_REPORTING,2026-01-23
2023,3a58eefc519fefa2901c6c01,CLOUD_PLATFORM,0,LT,1,5314,91.59,66.51,1,1,0,0,0,1,1486,21852594.21,0,COMMISSION_ENFORCEMENT,2024-11-21
2024,83e34346ed8d6476ee2fb2ee,MESSAGING,0,PT,0,6321,53.92,83.51,1,1,0,0,0,1,1513,94181156.82,0,REGULATOR_AUDIT_PORTAL,2025-12-08
2025,fbe3a4a046fdc53cc2eebc2b,APP_STORE,0,SE,1,5391,73.47,35.5,0,0,0,0,0,1,1578,335588032.58,1,PLATFORM_SELF_REPORT,2025-09-15
2026,428e61d39506548c6cbf8213,SEARCH_ENGINE,1,CY,1,4949,88.09,53.22,1,0,0,0,0,1,1517,374499049.94,1,DSA_TRANSPARENCY_DB,2024-11-10
2021,a893ed5da2815517803a34e5,ONLINE_MARKETPLACE,1,FR,1,6551,89.22,97.57,1,1,0,0,1,0,1319,146604219.55,1,NATIONAL_DSC_REPORTING,2025-11-20
2022,8fbf5beba88cdd3c2d9d2ce5,VIDEO_SHARING,0,IT,1,4736,62.21,39.23,1,1,0,0,1,1,1552,477659684.14,1,COMMISSION_ENFORCEMENT,2025-10-07
2023,eae8ccfb44445b3292981b7c,SOCIAL_NETWORK,1,NL,1,4159,33.76,94.81,1,0,0,0,0,1,1474,153937893.14,0,REGULATOR_AUDIT_PORTAL,2025-10-17
2024,a25e770832ac582571391a16,AD_TECH,0,SI,0,5571,64.88,46.14,1,1,0,1,0,1,1523,98344019.25,0,PLATFORM_SELF_REPORT,2025-12-24
2025,3f39604a29746833ffe6e5c4,CLOUD_PLATFORM,0,BG,1,4151,41.62,47.06,1,0,0,0,0,1,1321,514812793.85,1,DSA_TRANSPARENCY_DB,2025-01-24
2026,680961db03e44befa172d64f,MESSAGING,0,EE,1,5765,47.01,43.99,0,1,0,0,0,0,1453,469121074.8,1,NATIONAL_DSC_REPORTING,2025-06-16
2021,8e2d7b9d7195f6cf1df86f7f,APP_STORE,0,HU,0,6499,48.45,53.68,1,0,0,0,0,1,1454,245172942.49,1,COMMISSION_ENFORCEMENT,2024-04-01
2022,b1d88da709fbadacc269fb1a,SEARCH_ENGINE,1,LU,1,4264,6.27,62.45,1,1,0,1,0,1,1376,154418634.6,0,REGULATOR_AUDIT_PORTAL,2024-01-24
2023,320dc026885ae0cfa85433b9,ONLINE_MARKETPLACE,1,RO,1,6182,81.79,55.48,0,1,0,0,0,1,1241,209486595.31,1,PLATFORM_SELF_REPORT,2024-09-10
2024,2d3c25d31a56773426aa81bb,VIDEO_SHARING,0,AT,1,6315,94.43,46.35,1,1,0,0,0,1,1356,416171858.95,1,DSA_TRANSPARENCY_DB,2024-11-22
2025,39226277d5a1a158a3b5c16e,SOCIAL_NETWORK,0,CZ,1,5752,4.4,35.79,1,1,1,0,0,1,1538,87525860.33,1,NATIONAL_DSC_REPORTING,2026-01-11
2026,066564090b7a25ed10b8f090,AD_TECH,0,DE,1,5806,1.28,86.02,1,0,0,1,0,1,1558,40919146.62,0,COMMISSION_ENFORCEMENT,2024-05-18
2021,5a4962b49e6ebf3012167aa5,CLOUD_PLATFORM,0,LV,1,4497,45.21,78.0,0,1,0,0,0,1,1412,78577604.01,0,REGULATOR_AUDIT_PORTAL,2026-02-07
2022,06ee6429999e481fb68001e3,MESSAGING,1,PL,1,6588,82.31,83.52,1,1,0,0,0,0,1301,153541361.76,0,PLATFORM_SELF_REPORT,2025-10-22
2023,2dd229720d77be4630a80a56,APP_STORE,0,ES,1,5005,78.26,54.59,1,0,0,1,0,1,1480,58153686.16,0,DSA_TRANSPARENCY_DB,2024-07-17
2024,8952ad10752a750d833a7417,SEARCH_ENGINE,1,HR,1,5248,13.14,36.75,1,1,0,0,0,0,1638,481491966.36,1,NATIONAL_DSC_REPORTING,2024-08-30
2025,844c4fa3babd01c46a515075,ONLINE_MARKETPLACE,1,FI,1,4485,63.42,94.35,1,1,0,1,0,1,1293,6278367.58,1,COMMISSION_ENFORCEMENT,2024-05-10
2026,5597b9fcfc2539bcce12fa17,VIDEO_SHARING,0,IE,1,6548,26.56,76.09,0,1,0,0,1,1,1341,59238013.73,1,REGULATOR_AUDIT_PORTAL,2025-07-06
2021,1efd1f10b7aba05f4133735b,SOCIAL_NETWORK,1,MT,1,5574,70.54,71.26,1,1,0,0,1,1,1643,101071785.94,1,PLATFORM_SELF_REPORT,2024-02-12
2022,7a37a3422d943174858c1a2d,AD_TECH,1,SK,1,5678,91.12,59.0,1,1,0,1,0,1,1463,345589070.79,0,DSA_TRANSPARENCY_DB,2025-07-07
2023,597358c481f030bd3751dcfa,CLOUD_PLATFORM,0,BE,1,4966,82.39,72.5,1,0,0,0,0,1,1417,133066855.16,0,NATIONAL_DSC_REPORTING,2025-08-21
2024,56cc8994f848d44aa7eaff9c,MESSAGING,0,DK,1,4559,63.97,83.01,1,1,0,0,0,1,1600,121215566.08,1,COMMISSION_ENFORCEMENT,2025-03-17
2025,84460e5c26706a796108c7d4,APP_STORE,0,GR,1,6342,30.76,45.37,0,1,0,0,0,1,1532,81309439.08,0,REGULATOR_AUDIT_PORTAL,2025-03-24
2026,44446b6c224f24f70f7bc58d,SEARCH_ENGINE,1,LT,1,6524,75.93,56.62,1,0,1,0,0,0,1391,465487764.52,0,PLATFORM_SELF_REPORT,2025-04-08
2021,b467f734d1ee4f23a530aeab,ONLINE_MARKETPLACE,1,PT,0,6410,31.31,90.57,1,1,0,0,0,0,1528,30910651.87,1,DSA_TRANSPARENCY_DB,2025-08-08
2022,bde6e0131daec74042baed4a,VIDEO_SHARING,0,SE,1,4885,61.94,40.3,1,1,0,0,0,1,1648,432061469.28,1,NATIONAL_DSC_REPORTING,2024-05-25
2023,dd630cebb373de51e172b15c,SOCIAL_NETWORK,0,CY,1,5662,32.11,88.31,1,1,0,0,0,1,1444,147185821.51,0,COMMISSION_ENFORCEMENT,2024-08-14
2024,a2c886d1f996886cce446591,AD_TECH,0,FR,1,4735,45.78,37.65,0,1,0,0,0,1,1346,538246874.94,1,REGULATOR_AUDIT_PORTAL,2024-07-24
2025,f42632cec27e5f6301c48f81,CLOUD_PLATFORM,0,IT,1,6332,32.23,58.21,1,0,1,0,0,1,1259,185391447.78,1,PLATFORM_SELF_REPORT,2025-07-21
2026,931b9f6e884d0a1d51c16f64,MESSAGING,0,NL,1,4764,66.22,89.77,1,1,0,0,0,1,1329,89106517.58,0,DSA_TRANSPARENCY_DB,2025-03-13
2021,1c323055aa75b1529ef4f2c6,APP_STORE,0,SI,1,5832,92.47,46.63,0,1,0,1,0,1,1465,205447758.47,0,NATIONAL_DSC_REPORTING,2024-10-31
