health_mental_survey_year,health_mental_behavioral_health_region,health_mental_serious_mental_illness_rate,health_mental_major_depressive_episode_rate,health_mental_anxiety_disorder_rate,health_mental_suicidal_ideation_rate,health_mental_suicide_mortality_rate,health_mental_opioid_overdose_rate,health_mental_alcohol_use_disorder_rate,health_mental_stimulant_use_disorder_rate,health_mental_treatment_gap_pct,health_mental_provider_shortage_area_flag,health_mental_telehealth_visit_share_pct,health_mental_crisis_line_call_volume,health_mental_involuntary_hold_rate,health_mental_naloxone_distribution_rate,health_mental_medication_assisted_treatment_rate,health_mental_recovery_support_participation,health_mental_homelessness_comorbidity_rate,health_mental_justice_involved_rate
2021,BHR001022,5.93,14.99,16.51,3.63,13.96,44.93,11.54,4.71,56.33,0,47.23,104484,2.87,32.61,19.34,HIGH,13.87,12.52
2018,BHR001023,7.04,7.34,12.65,6.47,7.1,19.22,6.33,4.36,28.24,1,49.83,141459,12.96,209.84,33.63,HIGH,20.44,9.51
2015,BHR001024,7.26,16.49,6.48,5.09,13.91,44.46,4.22,4.64,27.21,1,30.59,27965,15.18,188.65,65.06,MODERATE,6.22,26.69
2011,BHR001025,3.18,13.23,12.89,7.04,20.02,54.87,2.91,3.23,42.98,0,2.83,20623,15.14,86.66,30.06,MODERATE,19.8,9.42
2018,BHR001026,8.28,13.91,17.36,7.91,26.14,55.54,7.06,1.42,39.75,0,21.14,26399,10.62,191.43,75.51,HIGH,31.2,19.6
2022,BHR001027,6.33,14.49,8.68,2.68,22.98,25.38,9.44,3.38,53.86,1,63.9,95894,11.11,69.52,32.92,UNKNOWN,12.49,20.34
2023,BHR001028,4.18,5.47,8.36,5.95,25.16,25.45,10.65,7.68,33.82,0,26.74,96360,16.77,82.32,64.65,MODERATE,30.93,9.53
2012,BHR001029,4.03,11.08,12.27,6.89,29.06,56.69,10.07,7.76,37.42,0,49.37,133550,9.13,160.21,19.68,MODERATE,16.31,14.5
2017,BHR001030,6.7,17.06,6.71,5.64,21.84,22.35,6.67,6.89,16.74,1,13.46,239330,4.7,40.85,30.49,MODERATE,26.8,15.48
2023,BHR001031,6.58,10.41,20.26,1.56,21.91,40.43,7.7,7.24,51.01,0,39.98,248054,5.39,117.53,60.52,LOW,23.6,17.72
2013,BHR001032,2.11,16.24,17.16,1.89,22.83,14.37,4.54,5.16,18.02,1,54.95,19873,9.76,28.65,1.56,HIGH,27.35,9.68
2018,BHR001033,3.94,9.09,7.45,2.49,13.95,49.78,7.12,1.71,61.43,1,31.03,229123,16.39,227.77,12.75,UNKNOWN,32.14,9.6
2022,BHR001034,2.83,9.09,18.87,3.22,14.38,25.6,8.46,1.35,17.88,0,4.16,181427,6.4,206.75,39.46,LOW,23.56,6.55
2015,BHR001035,2.18,11.55,16.52,4.74,23.55,38.03,4.62,7.27,11.28,0,12.71,118006,2.03,38.05,2.83,LOW,15.39,13.41
2022,BHR001036,8.69,13.19,12.26,4.0,8.88,14.21,2.37,4.23,55.62,0,20.71,238435,14.72,40.23,10.08,HIGH,3.94,10.19
2025,BHR001037,2.44,12.74,10.0,5.71,24.74,11.89,5.7,6.17,18.58,0,40.78,220724,11.24,153.46,62.22,MODERATE,17.51,28.76
2025,BHR001038,2.63,6.62,16.06,5.16,16.75,66.84,10.76,1.18,38.6,0,0.86,199871,15.21,73.2,47.38,MODERATE,19.44,28.78
2014,BHR001039,4.86,8.82,8.03,6.76,16.85,14.51,8.61,7.25,29.23,0,41.46,197782,1.98,6.23,65.78,LOW,26.84,13.68
2021,BHR001040,2.79,5.01,16.11,2.21,7.21,10.91,3.28,7.69,31.09,0,5.6,6173,5.02,203.22,35.45,MODERATE,1.58,7.35
2011,BHR001041,4.89,17.63,10.86,1.38,15.8,12.54,2.18,7.95,36.79,0,64.27,115052,2.06,212.6,62.06,MODERATE,23.25,18.49
2025,BHR001042,5.91,5.0,11.82,6.48,16.46,11.0,3.78,3.87,21.14,0,55.17,195447,7.51,124.53,61.96,UNKNOWN,19.88,19.14
2012,BHR001043,3.99,9.04,6.35,2.98,26.96,10.09,8.07,6.85,44.49,0,60.54,142138,11.06,142.0,61.58,MODERATE,21.4,19.0
2017,BHR001044,8.13,8.42,15.13,3.47,10.45,35.03,8.91,8.48,33.65,1,61.54,148409,0.91,118.57,59.68,MODERATE,22.67,14.42
2021,BHR001045,7.26,17.04,21.31,2.73,12.57,67.01,3.23,3.77,52.61,1,16.83,95007,14.4,194.72,11.36,MODERATE,27.42,2.54
2013,BHR001046,5.82,11.49,16.91,4.85,18.21,70.24,10.76,5.39,18.43,1,37.45,66715,14.41,156.92,5.88,LOW,5.49,24.5
2024,BHR001047,8.65,14.58,11.29,3.7,6.05,41.74,6.7,7.25,63.07,1,37.26,45750,17.36,31.28,12.64,MODERATE,5.89,12.99
2022,BHR001048,7.82,11.84,12.42,5.33,6.98,51.49,6.92,3.52,17.45,1,52.9,76451,9.79,97.65,74.05,LOW,24.42,6.27
2014,BHR001049,7.91,7.19,9.98,6.43,17.32,67.28,8.74,4.3,51.58,0,0.84,20309,2.2,235.29,18.18,LOW,21.82,25.99
2019,BHR001050,4.18,14.04,18.64,6.31,21.64,11.64,10.19,5.91,43.19,1,63.05,150119,3.57,189.29,46.03,MODERATE,9.33,7.0
2018,BHR001051,5.33,16.41,17.2,4.53,12.66,23.88,3.98,2.29,48.57,0,35.75,217619,14.7,159.78,51.15,MODERATE,0.84,8.72
2018,BHR001052,5.32,6.85,11.53,5.3,11.49,14.13,10.92,5.84,50.74,1,6.37,114726,11.54,96.02,38.99,MODERATE,20.28,25.38
2020,BHR001053,5.54,7.06,14.13,2.2,11.54,15.12,4.04,1.91,34.68,1,33.24,195169,17.45,61.01,47.66,MODERATE,20.24,17.94
2024,BHR001054,5.67,5.61,8.34,7.34,10.17,64.53,9.34,2.57,26.32,1,8.46,50676,12.61,220.87,45.61,HIGH,21.13,24.35
2023,BHR001055,7.54,6.79,12.46,5.44,8.78,15.37,3.89,7.52,48.18,1,19.72,65904,15.73,178.91,12.74,LOW,21.03,9.34
2017,BHR001056,6.73,6.11,19.13,1.43,9.9,17.88,6.8,6.36,18.45,1,4.56,160082,11.54,89.27,76.84,LOW,4.47,10.57
2020,BHR001057,7.85,15.48,8.92,3.97,31.47,21.98,3.66,2.52,53.54,0,6.26,161830,2.46,192.74,9.57,MODERATE,11.68,3.49
2022,BHR001058,4.03,10.02,7.27,1.93,28.41,68.25,11.18,6.41,20.93,1,48.47,29762,2.37,175.35,47.31,LOW,10.0,17.26
2017,BHR001059,9.09,12.33,20.51,2.06,18.28,50.02,3.9,3.49,22.1,0,39.54,230927,5.23,152.0,1.66,HIGH,2.69,13.67
2022,BHR001060,3.31,5.55,21.16,5.88,12.42,74.34,4.11,0.97,14.2,0,27.61,94368,15.29,21.31,84.51,HIGH,3.94,10.6
2014,BHR001061,7.45,15.41,6.93,5.06,21.29,72.64,9.68,2.91,42.33,0,11.78,246403,13.19,150.67,63.45,MODERATE,16.02,23.11
2018,BHR001062,5.63,10.76,9.82,6.59,31.4,21.81,7.71,7.9,61.35,0,15.66,71059,9.34,219.99,56.87,LOW,6.19,0.99
2013,BHR001063,7.93,14.92,20.31,4.25,24.93,17.88,3.78,6.75,52.8,1,11.99,25493,12.95,186.92,0.87,MODERATE,9.78,17.5
2012,BHR001064,7.75,12.27,8.12,7.81,26.31,5.3,7.6,3.86,43.62,1,10.41,214928,0.98,187.54,31.08,HIGH,11.48,13.2
2020,BHR001065,4.66,15.67,18.25,4.76,21.79,50.1,9.65,2.54,34.85,0,27.22,207530,15.58,57.62,63.79,UNKNOWN,17.12,28.36
2014,BHR001066,2.98,17.69,16.4,1.8,28.74,64.05,7.72,7.79,21.71,1,39.11,178018,10.46,152.67,57.14,MODERATE,22.92,18.04
2019,BHR001067,9.46,11.07,14.04,3.87,25.49,21.99,8.29,8.88,31.47,1,37.82,114753,12.6,0.77,55.58,LOW,30.25,20.4
2022,BHR001068,2.83,9.6,19.3,6.31,20.45,72.8,4.38,2.02,37.26,1,38.79,22961,17.83,207.73,53.01,MODERATE,6.78,23.67
2024,BHR001069,9.36,14.13,15.52,3.25,22.59,30.23,9.18,4.27,43.35,0,15.29,110568,10.89,160.8,45.45,HIGH,11.71,18.04
2012,BHR001070,7.94,13.05,16.04,1.05,21.44,47.87,7.5,5.77,14.75,0,56.72,161847,1.15,109.14,3.26,LOW,32.58,19.58
2025,BHR001071,6.29,14.81,21.2,4.0,30.63,55.99,8.72,7.62,16.46,1,62.91,172127,7.01,81.02,79.14,MODERATE,22.62,25.34
2011,BHR001072,9.06,9.66,21.12,3.8,26.58,20.79,4.1,1.63,60.87,0,46.76,72509,12.86,43.42,43.24,MODERATE,2.07,28.78
2025,BHR001073,7.64,10.53,9.38,6.13,27.67,72.18,10.12,4.76,30.31,0,20.27,910,10.91,173.24,44.31,HIGH,11.16,5.64
2024,BHR001074,7.0,10.21,14.98,5.86,8.58,3.15,5.01,3.32,12.28,1,41.87,96605,11.73,127.14,70.29,MODERATE,26.34,7.39
2022,BHR001075,5.77,15.41,10.11,3.28,19.15,44.39,3.98,4.12,18.61,0,1.91,95295,12.92,99.3,80.36,MODERATE,17.76,19.93
2011,BHR001076,2.2,15.5,10.58,2.7,6.92,52.21,10.78,5.96,14.05,0,36.22,142967,2.66,89.05,75.97,LOW,11.31,20.15
2020,BHR001077,8.35,8.05,19.05,2.92,19.98,24.03,4.25,7.54,38.53,1,7.48,22657,17.04,79.89,34.31,LOW,11.29,8.89
2021,BHR001078,6.6,9.1,20.07,5.52,12.97,27.55,9.06,8.16,54.05,0,32.03,238581,10.28,36.13,68.82,MODERATE,10.1,9.56
2015,BHR001079,4.93,16.8,16.9,6.5,8.96,8.48,10.53,8.6,33.6,0,54.21,159263,12.06,210.03,44.94,MODERATE,33.97,25.61
2012,BHR001080,7.3,15.14,13.42,6.96,10.73,61.91,3.81,1.81,51.1,1,23.17,185926,11.37,82.99,40.21,LOW,10.0,7.82
2015,BHR001081,5.26,13.8,16.26,5.87,11.96,7.81,6.41,0.69,32.61,0,6.53,199148,1.36,27.54,43.56,HIGH,13.56,27.45
2021,BHR001082,2.54,11.77,19.38,7.18,10.02,70.11,9.74,6.02,32.41,0,29.24,66197,13.78,91.31,81.74,UNKNOWN,25.08,7.77
2015,BHR001083,7.38,7.35,13.21,2.89,8.73,27.88,6.56,8.98,61.39,1,39.76,73478,13.49,124.07,53.93,MODERATE,2.77,27.98
2019,BHR001084,3.16,13.23,6.28,1.82,25.62,6.8,10.78,6.0,38.11,1,14.2,67458,8.43,60.78,12.86,UNKNOWN,16.74,1.08
2024,BHR001085,5.02,15.78,10.47,4.3,11.12,26.64,8.39,2.14,54.56,1,5.53,164634,8.0,53.94,57.01,HIGH,0.77,27.3
2025,BHR001086,7.44,12.94,7.61,7.4,31.24,26.75,9.73,6.13,42.92,0,39.53,136960,5.01,91.49,61.61,HIGH,5.36,28.24
2016,BHR001087,8.6,8.3,18.56,6.54,9.7,47.63,5.73,2.36,14.13,0,45.03,131401,15.38,55.69,78.93,MODERATE,3.56,8.76
2020,BHR001088,6.38,17.4,16.61,7.29,28.63,63.61,6.14,6.79,50.51,0,44.24,74488,15.24,137.48,82.81,MODERATE,27.68,13.64
2011,BHR001089,2.58,9.0,19.03,5.6,20.86,65.89,4.27,5.35,18.74,0,23.81,152748,17.74,228.67,70.07,MODERATE,1.5,20.24
2023,BHR001090,4.29,17.17,15.59,1.26,23.48,69.05,6.95,7.02,64.17,0,14.74,5620,11.13,55.45,56.2,HIGH,22.92,22.19
2014,BHR001091,5.4,7.7,7.26,4.6,11.56,7.44,7.86,5.66,48.75,0,22.5,100202,6.76,138.89,22.96,MODERATE,28.55,21.82
2022,BHR001092,2.0,14.02,8.89,1.95,29.67,29.81,7.5,6.44,30.2,1,62.52,177239,16.45,74.4,38.12,LOW,16.74,29.05
2019,BHR001093,4.97,14.79,14.67,2.67,23.69,34.25,7.62,1.16,21.85,1,17.58,62139,6.86,104.63,34.1,HIGH,15.24,15.43
2016,BHR001094,2.1,5.15,19.44,3.4,32.0,17.19,2.78,9.0,55.68,0,29.45,139977,8.45,80.04,26.17,HIGH,25.07,11.34
2016,BHR001095,3.52,10.61,15.43,6.74,20.65,38.02,4.68,4.79,41.51,1,11.45,209789,16.56,32.9,5.38,UNKNOWN,34.9,15.89
2011,BHR001096,3.43,13.97,7.07,6.83,20.03,26.89,5.75,3.42,29.95,1,16.19,246387,2.45,27.23,66.22,LOW,17.61,10.88
2024,BHR001097,2.23,5.11,7.68,2.34,13.0,37.56,4.98,2.79,49.24,0,62.61,46026,13.22,5.78,40.85,HIGH,6.06,2.69
2025,BHR001098,8.56,10.8,8.54,1.21,25.12,4.95,11.62,2.91,33.18,1,64.93,151657,14.67,245.72,12.31,LOW,28.42,14.0
2019,BHR001099,2.75,16.0,16.65,7.38,30.86,58.91,4.47,3.35,44.37,1,21.28,94412,8.74,88.07,78.47,MODERATE,5.25,21.81
2023,BHR001100,4.89,16.64,19.66,1.46,23.04,21.82,6.38,1.45,42.4,0,61.13,161773,10.1,168.7,58.32,LOW,2.13,18.12
2016,BHR001101,3.38,13.37,9.25,3.32,14.53,36.1,7.67,8.94,63.95,0,11.46,70211,10.66,147.86,79.36,HIGH,32.91,3.78
2018,BHR001102,2.7,6.85,12.46,6.53,29.3,20.39,10.81,7.11,38.75,0,57.55,103080,5.83,64.0,24.45,LOW,24.56,1.74
2022,BHR001103,5.61,14.07,9.72,3.71,22.17,52.36,4.41,7.17,47.49,1,53.24,118658,9.74,101.52,51.03,LOW,21.34,22.67
2015,BHR001104,8.9,11.09,16.51,2.22,7.59,17.75,5.61,0.93,55.65,0,58.49,98133,10.47,42.64,13.92,LOW,9.76,19.0
2011,BHR001105,4.26,7.33,10.79,1.55,19.86,52.65,9.18,5.01,59.73,0,12.44,163914,2.99,227.97,36.5,MODERATE,32.31,2.99
2018,BHR001106,6.84,15.16,13.88,4.04,28.9,69.27,3.32,0.8,58.57,1,48.26,119188,17.63,178.06,46.77,MODERATE,30.49,5.72
2015,BHR001107,2.58,8.31,19.06,6.75,14.53,53.52,8.6,8.39,20.92,0,43.33,131660,8.27,122.54,71.22,HIGH,11.79,3.63
2013,BHR001108,7.36,15.21,7.81,2.88,19.09,66.17,10.07,2.95,54.1,0,6.74,85422,2.4,35.89,58.78,LOW,20.45,16.19
2019,BHR001109,6.36,17.15,16.34,2.36,25.93,4.27,7.43,7.29,21.75,0,15.89,149465,1.21,242.74,52.33,LOW,9.08,11.9
2015,BHR001110,4.04,11.73,21.8,7.16,9.62,38.46,11.78,2.71,21.07,0,61.77,150482,10.73,207.03,47.69,LOW,6.44,3.62
2025,BHR001111,8.09,6.9,21.03,1.67,21.53,56.3,7.39,3.24,29.72,1,33.94,14565,12.59,23.7,13.44,LOW,24.39,14.4
2015,BHR001112,2.05,9.68,11.73,4.83,9.55,35.09,4.48,4.13,47.16,0,5.39,174685,16.9,62.09,10.5,MODERATE,10.23,20.46
2021,BHR001113,7.76,5.83,18.63,6.27,17.03,28.31,3.31,2.57,63.51,0,32.12,207486,15.74,167.27,81.48,MODERATE,21.78,14.19
2015,BHR001114,6.97,9.88,13.92,3.19,28.18,9.47,7.12,0.83,23.07,1,59.75,190134,17.75,4.19,11.52,LOW,19.93,7.22
2016,BHR001115,2.73,17.76,14.66,7.35,29.65,63.67,2.17,2.32,16.15,1,31.49,140737,2.41,122.94,15.41,HIGH,1.59,2.8
2011,BHR001116,7.21,15.57,9.75,4.72,27.55,52.08,7.28,5.93,31.95,1,59.02,83723,12.72,62.66,50.9,MODERATE,18.91,29.8
2012,BHR001117,4.75,5.8,14.39,3.94,17.54,56.11,7.25,1.62,57.09,0,57.6,234123,7.91,211.58,62.73,LOW,28.53,23.76
2014,BHR001118,3.52,7.13,14.52,6.77,17.49,22.27,5.75,4.95,16.49,0,60.49,71631,12.74,236.18,74.92,LOW,12.79,9.51
2018,BHR001119,5.38,11.09,20.14,7.13,31.98,25.36,6.65,7.82,17.36,1,61.46,22632,4.74,99.4,19.54,MODERATE,34.74,27.97
2024,BHR001120,3.26,9.55,6.98,1.92,8.38,19.38,4.11,5.87,47.64,0,35.31,237935,1.99,172.89,38.94,LOW,2.25,19.07
2013,BHR001121,6.58,7.86,17.37,6.53,25.0,28.6,10.88,7.19,39.72,0,20.95,140336,4.66,132.07,33.73,UNKNOWN,23.22,22.33
2018,BHR001122,5.29,14.53,15.64,1.57,30.64,15.28,11.14,8.69,11.13,1,0.8,125385,5.38,185.6,13.67,HIGH,7.76,16.33
2022,BHR001123,6.97,9.89,18.63,2.64,11.73,6.19,2.25,7.36,59.91,0,55.27,38124,8.28,18.1,52.38,HIGH,13.81,6.87
2016,BHR001124,8.09,9.12,21.66,1.18,30.57,26.14,2.7,6.38,54.0,0,11.9,155270,4.48,100.77,64.53,HIGH,29.65,13.33
2014,BHR001125,9.02,16.44,8.8,7.77,16.67,6.32,8.45,8.74,37.97,1,30.43,8216,17.51,78.18,63.37,MODERATE,18.59,28.15
2014,BHR001126,7.97,14.76,17.41,1.8,19.76,51.56,2.47,1.55,32.68,1,13.9,104865,4.67,126.62,19.19,MODERATE,14.69,3.23
2021,BHR001127,4.78,6.47,14.52,7.11,31.36,57.54,10.55,7.94,49.65,0,27.9,192584,9.02,110.93,65.78,UNKNOWN,18.87,9.61
2011,BHR001128,5.76,13.32,18.8,2.25,20.73,60.59,7.45,1.26,29.43,0,28.59,37350,5.13,2.0,80.09,HIGH,34.02,7.99
2021,BHR001129,7.64,6.18,15.08,1.17,24.15,73.6,3.47,5.29,28.31,1,19.46,201208,0.75,143.74,20.23,MODERATE,13.56,10.25
2016,BHR001130,7.58,15.68,12.01,2.17,26.0,42.19,8.26,6.85,34.28,0,43.56,61789,12.07,146.15,77.69,LOW,10.27,14.55
2016,BHR001131,2.3,14.0,17.53,6.25,10.5,35.84,2.92,6.66,12.87,0,56.36,85853,13.61,164.15,56.28,HIGH,3.64,7.72
2016,BHR001132,4.43,10.12,13.18,3.06,10.19,29.08,3.45,2.51,63.56,0,32.83,99383,2.53,24.87,0.31,LOW,32.28,22.46
2011,BHR001133,3.56,16.99,17.1,5.75,8.26,15.06,5.25,4.91,58.69,1,55.05,228482,4.57,56.28,83.52,LOW,19.88,13.54
2015,BHR001134,2.45,15.77,21.95,5.47,29.7,71.58,9.23,7.78,49.72,1,40.48,204156,14.56,103.9,83.9,MODERATE,18.8,10.51
2024,BHR001135,5.73,13.36,8.82,3.45,11.77,53.44,9.67,8.9,38.73,0,50.51,156876,15.77,157.22,74.01,UNKNOWN,0.53,22.65
2021,BHR001136,4.88,12.42,8.3,7.18,11.92,25.06,7.32,3.18,22.75,0,64.0,185141,16.9,197.85,60.03,UNKNOWN,10.05,15.95
2023,BHR001137,4.55,16.73,15.31,5.56,20.83,12.54,10.41,6.84,40.27,0,6.93,175070,9.89,11.6,11.8,LOW,12.37,17.37
2021,BHR001138,7.45,15.05,21.61,2.35,27.14,10.7,5.37,7.08,59.54,0,36.9,98928,14.8,161.1,73.93,UNKNOWN,4.87,7.59
2019,BHR001139,9.49,9.21,20.51,7.79,27.68,67.13,10.91,4.52,13.63,1,5.56,149268,16.14,115.07,6.35,UNKNOWN,20.67,9.05
2020,BHR001140,8.68,13.39,21.02,4.17,7.59,27.79,2.79,8.26,51.04,0,64.66,113396,0.81,133.04,15.08,UNKNOWN,5.32,4.73
2012,BHR001141,9.36,6.45,7.32,7.96,26.91,14.49,11.98,7.63,51.61,1,60.96,135056,16.05,218.75,12.36,HIGH,12.5,7.6
2025,BHR001142,5.57,17.59,10.85,4.36,7.05,23.79,10.02,4.77,58.73,1,33.4,85549,17.75,2.1,69.25,MODERATE,31.43,9.74
2015,BHR001143,3.44,5.5,9.79,1.85,23.93,47.29,2.46,1.95,50.91,1,19.27,244639,16.71,156.51,37.28,MODERATE,9.3,4.37
2016,BHR001144,6.44,14.29,16.68,1.27,6.82,45.54,6.84,7.53,42.34,1,45.03,10795,2.9,4.22,74.23,MODERATE,7.33,14.8
2014,BHR001145,5.31,9.94,6.35,3.91,27.4,63.98,3.3,0.86,24.46,1,11.67,146992,13.98,6.97,44.44,HIGH,10.66,12.6
2024,BHR001146,5.94,14.22,16.42,2.92,14.71,34.57,3.89,1.74,11.33,0,27.75,201281,12.81,92.6,81.19,LOW,10.79,3.23
2022,BHR001147,5.59,9.39,21.46,6.8,9.61,8.48,10.81,3.43,49.3,1,13.01,39495,7.19,116.42,38.78,LOW,2.31,2.49
2024,BHR001148,4.74,6.82,10.44,7.26,29.56,54.57,10.79,5.62,32.25,0,26.09,66449,2.23,105.25,71.31,HIGH,12.12,18.02
2012,BHR001149,9.17,14.09,13.74,2.21,16.25,40.71,11.35,2.33,48.7,0,51.44,86706,3.73,125.2,43.72,LOW,11.83,16.33
2020,BHR001150,9.09,11.75,20.3,4.12,8.37,21.52,2.71,6.79,12.42,0,53.43,48391,8.37,157.01,70.63,LOW,3.84,13.85
2023,BHR001151,4.1,9.43,10.7,3.45,24.64,43.34,9.59,2.93,50.67,1,45.75,128375,6.73,178.07,43.36,HIGH,25.51,28.58
2013,BHR001152,7.86,15.96,6.22,5.33,30.71,22.57,2.01,4.63,18.5,1,12.64,237107,3.36,214.7,31.9,HIGH,28.41,18.09
2024,BHR001153,4.44,11.85,10.12,5.65,31.75,9.82,3.24,5.84,20.45,0,5.97,187193,8.07,241.96,57.42,MODERATE,32.97,8.93
2013,BHR001154,9.29,14.18,8.08,3.86,30.74,53.42,9.06,1.08,31.09,0,38.1,79666,15.8,180.0,12.7,LOW,11.15,25.81
2012,BHR001155,3.03,17.32,8.95,7.06,26.65,9.47,8.19,4.22,13.74,1,39.92,216059,1.66,83.37,31.89,MODERATE,26.41,19.45
2015,BHR001156,6.94,12.28,11.1,6.97,16.8,63.95,9.07,3.44,58.86,1,55.33,93143,9.51,87.82,44.91,LOW,30.08,1.3
2017,BHR001157,9.37,11.55,20.77,7.47,25.97,12.14,4.06,5.2,33.02,1,37.42,25035,4.78,214.11,7.83,HIGH,7.03,12.47
2023,BHR001158,6.27,11.69,21.07,7.08,7.63,66.78,10.54,7.31,34.17,0,16.45,98706,15.09,245.3,11.54,UNKNOWN,6.11,0.88
2014,BHR001159,8.37,13.74,14.36,7.84,18.95,62.35,4.98,7.57,39.24,0,18.89,218283,7.29,89.54,41.16,HIGH,22.34,12.06
2020,BHR001160,7.24,9.54,18.16,4.65,22.97,55.66,6.9,4.72,37.75,0,0.62,235916,14.69,222.13,46.55,MODERATE,32.66,21.28
2012,BHR001161,5.69,11.79,11.88,1.86,24.39,49.76,2.09,8.64,14.43,0,34.71,238593,16.99,198.53,35.91,HIGH,2.61,9.79
2011,BHR001162,4.23,6.77,6.07,7.74,29.4,45.28,3.85,4.21,13.91,0,44.29,212440,7.93,128.68,1.14,UNKNOWN,33.41,1.97
2017,BHR001163,5.47,17.42,19.23,5.64,6.84,34.04,8.12,3.68,48.35,1,8.89,218779,1.35,210.76,13.81,HIGH,17.34,17.91
2020,BHR001164,4.06,8.64,17.8,7.94,14.66,56.19,10.59,1.93,12.46,1,59.85,96160,12.36,113.93,11.61,UNKNOWN,22.19,28.73
2022,BHR001165,7.25,11.12,15.82,7.45,18.47,56.61,7.63,5.13,51.02,1,26.35,127363,14.45,130.68,17.93,LOW,13.57,1.61
2016,BHR001166,4.9,11.4,8.45,5.22,28.66,66.75,3.61,6.81,45.11,1,41.0,3797,1.94,26.07,32.58,MODERATE,4.61,16.5
2018,BHR001167,5.04,16.9,16.41,5.17,17.65,43.45,3.05,0.77,16.1,0,33.64,168576,12.6,249.08,48.91,MODERATE,33.54,22.43
2018,BHR001168,6.02,6.49,8.46,5.57,20.37,18.73,8.31,7.14,36.98,1,31.57,132312,0.82,196.29,30.4,MODERATE,26.6,4.5
2013,BHR001169,3.82,7.64,11.0,3.89,25.0,34.93,5.34,7.79,46.14,0,29.72,199486,17.16,232.89,19.12,HIGH,24.8,14.13
2015,BHR001170,7.99,8.63,7.42,2.18,30.57,54.59,9.37,1.01,28.9,1,34.41,216059,16.34,27.16,28.21,MODERATE,34.98,14.82
2016,BHR001171,6.06,6.94,13.24,1.77,18.91,25.58,10.29,7.81,41.12,0,63.51,32242,13.94,17.09,31.58,MODERATE,2.88,10.12
2022,BHR001172,4.47,9.96,17.75,4.43,27.07,14.56,3.34,2.55,25.44,1,7.33,171962,13.38,179.51,27.57,HIGH,17.29,5.9
2011,BHR001173,2.1,13.08,17.4,6.94,28.38,55.37,5.01,8.72,21.99,0,33.31,97552,9.44,26.42,47.54,MODERATE,17.99,8.1
2019,BHR001174,4.61,15.38,14.85,7.48,14.02,50.8,11.87,5.04,49.25,1,36.04,145832,3.11,140.96,24.87,MODERATE,23.31,12.27
2011,BHR001175,7.39,15.09,8.94,3.82,25.65,70.55,7.58,1.5,50.04,0,52.96,128212,14.91,217.59,27.74,MODERATE,19.49,27.15
2023,BHR001176,9.48,14.5,11.43,5.03,31.05,73.07,4.1,7.72,22.24,0,12.43,8444,4.84,130.85,82.5,MODERATE,6.4,11.16
2024,BHR001177,7.31,9.22,8.46,2.71,7.12,51.67,7.47,6.13,53.93,0,34.24,190321,15.98,169.06,33.6,HIGH,31.82,21.78
2015,BHR001178,7.01,14.46,13.8,3.98,29.44,23.37,2.25,2.18,22.28,0,2.37,156458,13.38,113.16,15.24,UNKNOWN,27.41,0.7
2017,BHR001179,5.99,9.76,21.94,4.97,24.21,5.16,11.5,2.17,44.17,0,17.01,94724,11.29,162.94,27.55,MODERATE,4.68,5.38
2018,BHR001180,4.55,7.17,14.22,3.83,9.04,19.02,9.97,8.63,33.83,1,62.48,236754,10.53,136.07,47.48,LOW,24.7,13.77
2021,BHR001181,3.03,5.74,12.92,4.23,7.17,46.15,3.92,1.72,47.91,1,44.58,198519,12.09,191.48,70.05,MODERATE,12.9,23.5
2021,BHR001182,8.42,5.64,6.15,1.37,20.94,2.94,2.45,1.47,63.38,1,60.04,17732,3.58,45.49,81.68,HIGH,10.57,22.49
2017,BHR001183,7.84,13.76,18.27,4.18,17.78,16.76,9.61,4.39,33.13,1,22.53,167785,12.11,16.88,36.3,LOW,8.4,20.29
2022,BHR001184,4.34,8.5,7.68,5.8,8.08,29.19,5.93,0.76,12.58,1,9.09,194002,2.94,204.18,75.08,UNKNOWN,10.99,14.01
2022,BHR001185,6.2,14.11,8.79,3.06,29.79,70.36,2.47,4.09,60.41,1,23.79,134927,12.98,217.4,81.07,LOW,2.31,10.55
2019,BHR001186,4.41,13.39,15.85,7.59,14.05,68.6,11.58,4.72,18.79,0,26.16,67593,6.99,84.51,17.98,UNKNOWN,26.04,21.15
2021,BHR001187,2.93,10.09,21.81,1.27,8.75,15.42,9.56,5.42,52.03,1,51.33,123386,17.79,31.33,28.12,HIGH,7.15,25.93
2012,BHR001188,5.22,11.19,20.11,1.03,28.61,37.41,7.83,6.56,35.78,0,2.95,212399,13.77,3.5,24.75,LOW,3.15,0.53
2019,BHR001189,7.99,12.88,14.58,2.54,17.68,29.33,10.21,1.61,62.14,0,17.49,62344,10.64,237.59,38.72,MODERATE,27.55,27.84
2016,BHR001190,8.48,6.9,10.35,5.07,14.12,4.37,10.6,7.64,52.32,1,34.74,93747,12.98,177.12,78.76,LOW,34.87,9.77
2014,BHR001191,2.28,13.38,8.38,3.2,7.52,2.96,8.11,5.72,46.2,1,35.65,15723,14.38,37.03,25.7,LOW,28.87,19.76
2013,BHR001192,9.14,17.12,7.87,6.76,10.63,53.16,3.91,7.79,45.28,1,22.41,169417,16.8,191.1,59.42,HIGH,11.97,10.28
2018,BHR001193,3.59,8.59,7.98,6.53,31.78,4.04,5.36,6.62,26.18,0,57.1,191557,3.28,156.37,27.89,LOW,9.87,6.51
