edu_k12out_school_year,edu_k12out_district_id_udise,edu_k12out_school_id_udise,edu_k12out_grade_level,edu_k12out_subject_area,edu_k12out_assessment_scale_score,edu_k12out_proficiency_level,edu_k12out_growth_percentile,edu_k12out_attendance_rate_pct,edu_k12out_chronic_absenteeism_rate,edu_k12out_graduation_cohort_year,edu_k12out_graduation_rate_pct,edu_k12out_dropout_rate_pct,edu_k12out_discipline_incident_rate,edu_k12out_special_education_share_pct,edu_k12out_ell_share_pct,edu_k12out_gifted_program_share_pct,edu_k12out_student_teacher_ratio,edu_k12out_per_pupil_spending,edu_k12out_accountability_rating_code
2020-21,UDISE-D96564,UDISE-S8478756,Grade_3,Hindi,562.6,Basic,37,97.93,28.32,2018,66.23,10.01,59.23,2.11,23.4,5.55,50.88,122407.09,B
2021-22,UDISE-D19999,UDISE-S6712141,Grade_4,English,386.2,Below_Basic,74,77.38,24.53,2017,70.21,3.11,19.3,12.16,0.23,2.56,50.84,124820.3,NA
2018-19,UDISE-D75253,UDISE-S8008955,Grade_6,Reading,372.3,Advanced,8,75.44,26.04,2024,94.19,16.1,81.03,5.82,28.05,6.23,15.95,75633.81,E
2019-20,UDISE-D59703,UDISE-S3052099,Grade_6,Math,569.0,Basic,20,68.75,18.01,2022,77.25,16.75,87.29,13.03,18.97,3.23,17.98,19533.52,B
2025-26,UDISE-D68774,UDISE-S6992876,Grade_12,Hindi,696.5,Advanced,50,68.91,16.33,2022,70.56,3.45,91.53,13.35,24.75,4.36,18.95,125534.77,B
2021-22,UDISE-D94940,UDISE-S6901568,Grade_9,Math,877.5,Basic,19,60.18,11.73,2016,61.0,17.92,63.76,3.69,9.31,6.86,27.85,117935.93,C
2024-25,UDISE-D24523,UDISE-S3221423,Grade_10,Science,262.9,Basic,21,86.32,4.29,2025,75.57,16.43,13.97,1.08,20.91,10.73,20.61,54761.79,A
2024-25,UDISE-D21139,UDISE-S8532334,Grade_3,English,334.7,Basic,40,74.6,42.11,2022,91.14,16.51,110.88,2.93,12.88,0.23,27.07,177001.17,E
2018-19,UDISE-D51980,UDISE-S8440028,Grade_3,English,575.0,Below_Basic,25,77.51,8.25,2025,75.13,10.92,84.85,4.93,22.65,10.65,24.88,90005.03,B
2016-17,UDISE-D59629,UDISE-S3963685,Grade_1,SocialStudies,716.4,Below_Basic,24,79.38,10.94,2022,76.71,6.19,73.99,7.39,8.27,11.28,52.21,123882.53,NA
2019-20,UDISE-D49977,UDISE-S2277248,Grade_4,English,270.0,Proficient,45,74.28,25.67,2025,93.1,7.32,12.49,4.65,13.71,7.48,25.21,70473.33,NA
2019-20,UDISE-D84796,UDISE-S1727551,Grade_7,Reading,705.7,Advanced,83,86.01,7.95,2023,67.81,11.4,23.89,11.86,10.73,11.08,26.27,118782.53,B
2018-19,UDISE-D86919,UDISE-S7559838,Grade_11,Hindi,304.8,Below_Basic,31,72.12,42.09,2019,47.2,15.54,43.51,1.05,27.37,4.53,50.71,12790.43,B
2019-20,UDISE-D88828,UDISE-S6775093,Grade_7,English,726.4,Below_Basic,26,61.85,16.98,2019,83.8,3.45,36.75,9.28,3.02,8.85,26.28,27132.32,D
2023-24,UDISE-D57580,UDISE-S8086024,Grade_2,Science,404.5,Basic,65,93.36,29.16,2026,93.41,15.73,48.18,4.11,26.15,2.8,44.4,84840.0,C
2022-23,UDISE-D45913,UDISE-S7516553,Grade_7,Math,392.8,Proficient,99,79.82,28.42,2018,98.69,17.83,8.46,8.58,18.23,1.43,46.27,134609.22,B
2018-19,UDISE-D31560,UDISE-S9086168,Grade_3,RegionalLanguage,743.4,Below_Basic,25,65.78,31.49,2018,91.85,15.67,110.88,9.45,25.29,6.96,42.04,64161.98,B
2025-26,UDISE-D95820,UDISE-S4340159,Grade_1,Science,801.2,Proficient,4,78.89,9.35,2025,70.41,11.49,114.65,3.61,2.1,7.42,35.84,12719.52,E
2019-20,UDISE-D28813,UDISE-S7530621,Grade_10,RegionalLanguage,701.2,Below_Basic,12,71.34,41.35,2024,41.29,0.51,94.49,9.91,0.89,0.44,38.12,95222.91,E
2020-21,UDISE-D87322,UDISE-S7240567,Grade_9,English,382.9,Proficient,8,93.59,38.59,2025,68.47,5.38,100.54,10.46,23.01,4.27,51.86,65177.73,B
2017-18,UDISE-D42305,UDISE-S6060156,Grade_3,SocialStudies,885.7,Advanced,35,88.85,43.61,2022,88.74,3.77,63.59,4.55,13.07,3.94,48.78,97522.81,NA
2025-26,UDISE-D83504,UDISE-S6401097,Grade_4,English,210.6,Basic,36,67.44,19.99,2024,90.14,12.09,55.78,11.21,13.52,2.1,20.07,172488.34,E
2024-25,UDISE-D40947,UDISE-S6789620,Grade_3,SocialStudies,561.9,Proficient,99,80.91,12.34,2021,68.42,17.68,46.57,6.29,2.3,11.15,15.75,41078.07,B
2016-17,UDISE-D22862,UDISE-S6939461,Grade_4,SocialStudies,704.8,Advanced,13,62.41,7.35,2023,54.1,17.92,89.49,2.2,1.27,11.95,11.85,167440.34,D
2020-21,UDISE-D91770,UDISE-S5883863,Grade_7,SocialStudies,134.9,Below_Basic,44,93.14,16.86,2022,97.98,8.19,89.07,12.06,7.42,11.21,16.02,106097.53,B
2017-18,UDISE-D42527,UDISE-S8793626,Grade_6,SocialStudies,631.5,Basic,27,92.21,5.36,2019,94.28,3.97,111.93,4.11,18.9,2.5,24.41,136259.09,E
2025-26,UDISE-D65335,UDISE-S2068497,Grade_1,Math,865.0,Advanced,43,66.23,9.13,2021,54.0,8.4,109.31,5.06,2.75,4.45,53.4,133024.95,A
2016-17,UDISE-D16773,UDISE-S1631787,Grade_12,Reading,210.4,Advanced,50,83.38,34.77,2022,53.0,0.16,35.5,2.69,9.72,6.58,18.74,158964.87,C
2025-26,UDISE-D68332,UDISE-S5150208,Grade_9,SocialStudies,104.1,Below_Basic,10,64.52,1.03,2025,50.03,10.46,10.4,9.01,1.51,1.7,27.33,117301.15,D
2020-21,UDISE-D48168,UDISE-S1337565,Grade_1,Science,553.2,Proficient,6,81.46,40.25,2025,71.5,5.07,8.11,3.47,24.46,6.87,23.74,88976.92,B
2024-25,UDISE-D38113,UDISE-S3162183,Grade_4,SocialStudies,384.0,Advanced,77,62.13,8.53,2024,94.46,17.63,51.2,4.54,33.17,4.11,36.5,149465.3,NA
2023-24,UDISE-D60103,UDISE-S8464574,Grade_11,English,541.5,Below_Basic,55,90.0,23.6,2019,80.13,2.45,109.28,0.47,20.44,1.31,51.47,119591.11,D
2024-25,UDISE-D14414,UDISE-S3051641,Grade_1,Math,855.7,Below_Basic,16,80.06,19.72,2017,40.57,7.04,51.91,9.3,14.84,7.8,44.65,161259.71,NA
2018-19,UDISE-D17882,UDISE-S6490936,Grade_3,SocialStudies,800.5,Basic,68,67.96,7.57,2023,40.65,14.22,15.7,4.32,10.76,7.18,11.75,151309.64,E
2020-21,UDISE-D79132,UDISE-S2228077,Grade_9,English,601.0,Below_Basic,15,69.73,40.61,2024,98.8,15.75,26.39,10.05,12.17,7.06,32.39,111622.72,B
2022-23,UDISE-D68373,UDISE-S6636916,Grade_1,SocialStudies,419.0,Proficient,6,80.03,18.28,2025,52.96,0.09,83.51,7.5,30.9,5.67,30.55,18814.01,E
2019-20,UDISE-D23535,UDISE-S9845516,Grade_11,English,628.5,Advanced,66,97.04,41.73,2018,49.86,9.66,107.9,13.43,11.88,9.01,43.17,147387.4,D
2017-18,UDISE-D20809,UDISE-S2017087,Grade_11,Science,563.8,Basic,97,91.2,28.06,2019,42.45,5.67,0.83,8.41,11.28,10.02,26.43,34538.36,B
2017-18,UDISE-D26479,UDISE-S8143808,Grade_7,Reading,297.0,Advanced,42,83.29,8.98,2019,66.29,11.54,81.92,1.9,22.57,9.03,41.82,107370.82,B
2023-24,UDISE-D93743,UDISE-S9318652,Grade_5,Reading,128.8,Basic,23,77.98,42.1,2021,68.41,2.45,118.97,2.86,9.19,6.24,24.97,132761.13,B
2018-19,UDISE-D38052,UDISE-S3631326,Grade_9,RegionalLanguage,386.4,Below_Basic,79,92.04,2.99,2026,81.78,17.14,59.79,13.02,31.38,4.55,49.17,167234.48,B
2020-21,UDISE-D26568,UDISE-S7099340,Grade_11,Math,346.3,Advanced,17,78.59,34.35,2024,80.82,1.25,53.73,3.59,20.46,6.0,21.82,23385.48,NA
2024-25,UDISE-D60798,UDISE-S8802618,Grade_12,Science,865.8,Advanced,25,67.3,43.0,2026,68.79,6.12,71.76,4.92,28.95,8.07,16.29,35326.02,B
2018-19,UDISE-D18432,UDISE-S7831762,Grade_1,Science,496.6,Below_Basic,20,83.51,10.08,2017,69.07,15.16,28.68,5.65,0.94,0.52,28.06,110895.47,C
2023-24,UDISE-D90719,UDISE-S8415685,Grade_6,Science,566.6,Below_Basic,96,66.58,41.41,2021,45.17,13.16,0.65,12.63,6.53,8.62,47.57,88634.48,NA
2016-17,UDISE-D38452,UDISE-S1320247,Grade_3,English,191.6,Below_Basic,36,72.97,18.59,2025,72.43,13.24,95.83,4.08,20.22,7.19,18.69,161701.21,NA
2017-18,UDISE-D56504,UDISE-S4220848,Grade_6,RegionalLanguage,764.7,Basic,14,80.0,7.52,2024,49.77,7.08,36.96,6.04,12.29,9.24,40.92,138198.04,C
2016-17,UDISE-D79512,UDISE-S9485844,Grade_10,SocialStudies,339.3,Below_Basic,12,70.24,12.12,2026,71.17,14.7,115.7,6.31,25.52,1.07,37.23,100293.33,C
2024-25,UDISE-D96454,UDISE-S4701824,Grade_2,English,864.3,Basic,98,88.26,19.85,2017,66.9,5.64,94.69,14.79,22.6,9.96,41.14,127231.67,NA
2020-21,UDISE-D52000,UDISE-S9636369,Grade_8,Hindi,729.6,Below_Basic,47,67.62,7.71,2017,61.28,17.42,58.45,4.39,4.58,1.71,39.0,160224.66,E
2016-17,UDISE-D38415,UDISE-S1840300,Grade_8,Reading,459.5,Advanced,77,77.02,27.45,2026,98.07,3.64,16.94,10.27,2.62,7.74,27.54,86547.26,C
2025-26,UDISE-D84697,UDISE-S4507693,Grade_8,English,436.7,Basic,73,90.27,5.12,2019,54.38,5.96,56.96,10.23,8.28,11.86,30.97,74279.62,E
2025-26,UDISE-D41488,UDISE-S1169783,Grade_7,Math,766.9,Advanced,94,79.42,33.77,2024,48.17,15.92,12.63,7.13,26.23,7.51,27.6,50938.65,E
2025-26,UDISE-D74773,UDISE-S7153442,Grade_7,English,292.7,Advanced,95,75.08,17.16,2022,56.57,17.75,92.62,9.25,21.78,2.31,33.45,14684.21,C
2023-24,UDISE-D92230,UDISE-S4439617,Grade_9,English,501.4,Advanced,82,88.92,3.33,2019,54.89,1.19,14.54,4.82,3.31,0.58,17.17,154687.64,C
2023-24,UDISE-D64852,UDISE-S4069667,Grade_7,Reading,539.7,Advanced,64,91.33,17.77,2023,80.06,17.03,56.59,7.39,2.31,0.7,53.68,76112.36,E
2018-19,UDISE-D84887,UDISE-S9478818,Grade_3,Math,894.7,Basic,11,62.81,19.38,2022,73.61,15.0,10.26,12.66,33.55,6.13,23.76,127972.48,A
2021-22,UDISE-D62756,UDISE-S4371251,Grade_12,Reading,646.3,Advanced,23,99.74,15.69,2023,96.02,16.28,116.43,2.49,14.87,5.32,19.54,116749.08,C
2024-25,UDISE-D32478,UDISE-S9282519,Grade_1,RegionalLanguage,557.2,Basic,31,65.8,39.42,2020,99.03,12.72,56.23,4.76,32.61,4.72,50.65,72547.47,E
2021-22,UDISE-D49112,UDISE-S3127641,Grade_10,Math,688.9,Proficient,2,92.6,32.61,2024,86.52,13.03,32.84,7.69,30.04,3.82,34.29,46833.49,NA
2024-25,UDISE-D34067,UDISE-S1856555,Grade_4,RegionalLanguage,702.7,Advanced,85,78.36,25.68,2026,58.63,16.44,6.5,9.47,3.88,7.37,45.27,31768.35,D
2018-19,UDISE-D52217,UDISE-S6418111,Grade_10,Math,155.2,Advanced,81,80.13,11.18,2024,93.55,12.6,20.55,5.32,16.79,11.2,19.4,105933.84,C
2025-26,UDISE-D55443,UDISE-S9632134,Grade_1,English,320.0,Proficient,76,82.53,23.16,2020,88.35,1.87,25.31,9.86,13.02,9.81,13.45,69127.88,C
2019-20,UDISE-D70720,UDISE-S5691868,Grade_6,Hindi,839.7,Basic,36,61.26,29.84,2018,58.17,6.12,48.57,2.98,4.05,9.81,47.32,146686.77,D
2017-18,UDISE-D40549,UDISE-S3451122,Grade_12,Reading,756.5,Basic,63,97.84,3.36,2018,63.07,4.93,102.33,7.23,5.2,1.82,22.73,30143.73,D
2024-25,UDISE-D51012,UDISE-S1953634,Grade_6,Hindi,630.1,Basic,26,88.81,6.11,2022,85.71,14.72,45.93,3.48,19.74,10.46,35.32,31101.18,NA
2022-23,UDISE-D69176,UDISE-S5554181,Grade_6,Math,565.7,Basic,27,77.48,15.27,2026,77.02,11.21,38.01,14.79,33.16,10.83,47.99,171200.57,D
2020-21,UDISE-D44500,UDISE-S8166210,Grade_7,English,172.1,Advanced,22,86.74,23.54,2018,46.64,12.22,81.01,10.15,9.15,9.09,10.6,137013.7,B
2025-26,UDISE-D45602,UDISE-S2837292,Grade_7,Science,857.6,Advanced,25,75.08,17.65,2024,55.47,12.79,76.58,2.36,4.9,1.75,28.41,55994.86,E
2024-25,UDISE-D44270,UDISE-S2562895,Grade_8,RegionalLanguage,868.2,Below_Basic,74,74.75,44.76,2026,72.72,17.25,112.65,5.11,30.97,5.16,33.44,167946.58,B
2023-24,UDISE-D97948,UDISE-S5307151,Grade_11,English,792.4,Basic,55,85.12,8.46,2018,81.77,3.01,105.05,0.8,8.44,1.73,48.58,36114.67,B
2024-25,UDISE-D99685,UDISE-S2564243,Grade_7,Reading,144.2,Advanced,37,73.91,0.7,2024,58.99,17.53,74.67,3.19,9.61,3.45,12.81,126308.81,D
2017-18,UDISE-D77157,UDISE-S5877285,Grade_6,Reading,458.1,Below_Basic,1,79.4,2.22,2020,58.34,13.22,7.85,12.93,33.78,8.02,38.12,65845.77,B
2017-18,UDISE-D87143,UDISE-S4751727,Grade_7,RegionalLanguage,525.6,Basic,78,63.83,17.35,2023,65.65,12.54,13.54,0.32,27.59,5.44,51.82,31151.15,B
2025-26,UDISE-D95772,UDISE-S3835573,Grade_10,RegionalLanguage,473.2,Basic,7,70.81,33.61,2019,55.19,10.73,79.93,8.55,21.88,2.05,45.96,166100.81,C
2020-21,UDISE-D62530,UDISE-S7002396,Grade_1,SocialStudies,183.0,Advanced,49,74.58,20.29,2022,95.81,1.06,19.11,7.24,33.21,2.31,52.54,38554.52,A
2017-18,UDISE-D85092,UDISE-S1294237,Grade_9,Science,538.2,Proficient,85,95.3,41.38,2018,50.43,17.19,108.3,13.17,33.09,4.59,27.09,152922.21,E
2023-24,UDISE-D22735,UDISE-S8211894,Grade_4,Reading,508.0,Proficient,99,68.2,41.34,2020,82.8,2.73,35.73,14.38,17.79,4.56,14.69,103290.31,E
2024-25,UDISE-D32092,UDISE-S2308370,Grade_7,Math,513.1,Below_Basic,67,96.93,5.08,2018,89.83,4.61,12.46,7.78,27.98,0.78,34.56,144674.82,D
2018-19,UDISE-D33863,UDISE-S9098516,Grade_2,Reading,434.1,Proficient,82,62.06,12.04,2020,55.88,16.97,85.07,0.78,9.92,0.21,22.81,157184.53,B
2023-24,UDISE-D81414,UDISE-S4194492,Grade_8,English,278.5,Below_Basic,32,75.07,16.6,2022,40.97,14.66,0.97,1.27,16.38,9.14,44.84,87497.91,C
2016-17,UDISE-D88933,UDISE-S9650444,Grade_9,Hindi,739.5,Proficient,98,66.67,29.37,2021,84.17,0.13,50.92,8.22,16.14,0.98,15.29,170371.9,A
2021-22,UDISE-D35878,UDISE-S9842090,Grade_5,Reading,753.0,Below_Basic,41,65.61,22.02,2024,45.98,12.57,33.11,7.05,16.79,9.62,35.07,148520.69,B
2016-17,UDISE-D33372,UDISE-S5504281,Grade_8,Science,360.8,Basic,55,62.16,8.56,2025,83.88,11.19,79.51,0.16,20.56,8.29,42.37,42508.52,B
2025-26,UDISE-D51326,UDISE-S3426584,Grade_4,RegionalLanguage,382.9,Advanced,69,76.17,22.78,2025,60.86,12.73,31.03,11.28,21.12,5.99,21.51,148621.5,C
2018-19,UDISE-D95058,UDISE-S8039942,Grade_1,RegionalLanguage,592.3,Proficient,9,77.04,14.63,2016,90.17,15.88,4.05,8.79,12.42,1.97,41.76,178553.29,B
2020-21,UDISE-D34364,UDISE-S9178126,Grade_3,Science,136.9,Below_Basic,71,92.37,7.63,2020,68.53,2.53,86.88,2.42,11.06,6.03,39.83,44249.09,B
2016-17,UDISE-D84876,UDISE-S1164010,Grade_8,Hindi,619.2,Below_Basic,25,82.04,30.93,2022,74.28,9.85,22.05,1.97,8.76,8.12,54.18,21120.59,A
2017-18,UDISE-D61920,UDISE-S6220566,Grade_1,Reading,450.3,Below_Basic,27,87.12,6.88,2022,59.42,7.87,118.05,2.79,5.01,9.3,35.29,126792.97,NA
2019-20,UDISE-D75808,UDISE-S9482835,Grade_5,Science,556.1,Below_Basic,91,60.01,44.78,2025,76.89,8.09,117.82,5.39,15.05,4.62,48.84,162114.48,B
2024-25,UDISE-D54642,UDISE-S4366186,Grade_3,SocialStudies,331.8,Advanced,37,95.24,9.83,2021,40.53,10.47,103.72,4.49,8.72,7.36,25.89,57506.46,D
2020-21,UDISE-D58518,UDISE-S7230416,Grade_9,RegionalLanguage,314.8,Basic,64,76.21,33.2,2025,54.79,0.35,13.67,3.11,32.91,8.74,25.82,79342.49,NA
2021-22,UDISE-D29884,UDISE-S8395186,Grade_10,English,274.9,Advanced,40,92.05,3.48,2017,77.25,12.27,43.37,2.52,9.79,9.35,23.4,124981.56,E
2024-25,UDISE-D29449,UDISE-S5910828,Grade_5,RegionalLanguage,133.2,Proficient,68,73.72,35.43,2017,82.38,9.09,21.32,7.28,14.34,9.49,50.1,133721.79,NA
2024-25,UDISE-D40508,UDISE-S5630820,Grade_6,SocialStudies,160.4,Advanced,62,77.19,28.98,2016,45.68,6.82,14.18,14.16,32.64,4.56,13.56,142657.14,D
2023-24,UDISE-D96549,UDISE-S8529530,Grade_3,Math,200.7,Proficient,15,81.15,29.0,2026,48.25,12.31,23.68,8.81,12.76,4.46,47.4,14236.79,A
2023-24,UDISE-D50402,UDISE-S9830663,Grade_5,Science,460.4,Basic,20,70.58,34.78,2021,77.32,5.65,33.45,5.62,10.24,3.54,40.0,173444.62,D
2018-19,UDISE-D95922,UDISE-S5890429,Grade_12,RegionalLanguage,182.0,Basic,77,87.85,2.12,2025,68.02,4.29,100.78,3.16,0.94,4.46,46.11,30510.38,C
2018-19,UDISE-D84990,UDISE-S6556796,Grade_2,Reading,441.8,Proficient,33,95.91,40.46,2020,78.6,0.29,83.78,2.98,2.76,2.45,36.82,108869.98,B
2019-20,UDISE-D88523,UDISE-S2896513,Grade_12,Reading,423.3,Advanced,9,72.42,24.57,2017,43.64,13.98,76.25,11.24,30.31,1.1,16.1,178009.6,A
2025-26,UDISE-D96392,UDISE-S2943026,Grade_2,Science,622.8,Basic,21,60.78,40.37,2020,70.23,13.29,99.93,9.71,17.41,6.08,52.02,65907.59,NA
2016-17,UDISE-D57270,UDISE-S8956307,Grade_9,English,109.2,Proficient,99,81.72,27.32,2020,97.43,11.69,10.67,10.31,4.33,0.83,13.65,145253.73,D
2018-19,UDISE-D91316,UDISE-S5646120,Grade_11,Science,517.2,Below_Basic,40,78.42,11.66,2019,52.13,4.46,9.79,6.83,8.62,3.78,17.29,159720.4,NA
2017-18,UDISE-D39937,UDISE-S3986935,Grade_4,Science,489.7,Basic,17,92.12,1.65,2017,86.35,3.51,115.88,6.28,21.38,3.93,18.75,173953.5,D
2024-25,UDISE-D71493,UDISE-S7197737,Grade_6,English,686.2,Basic,47,74.23,23.52,2020,42.14,16.57,2.62,8.99,34.57,11.47,31.66,172855.65,D
2017-18,UDISE-D66881,UDISE-S6243019,Grade_2,Hindi,141.0,Advanced,86,81.45,31.81,2021,75.33,12.7,49.9,6.29,29.44,2.34,45.59,99426.31,E
2021-22,UDISE-D20778,UDISE-S5317908,Grade_1,SocialStudies,893.7,Basic,75,76.29,40.31,2024,51.18,1.18,13.05,3.49,19.38,10.57,42.4,89760.82,NA
2021-22,UDISE-D34315,UDISE-S8731163,Grade_5,Hindi,208.8,Below_Basic,86,76.61,2.91,2026,71.17,4.89,71.78,9.53,4.46,9.53,35.4,170953.23,B
2025-26,UDISE-D62493,UDISE-S7791961,Grade_5,RegionalLanguage,773.1,Basic,59,87.69,6.9,2022,58.71,14.09,1.83,10.48,5.16,7.23,11.01,56579.45,A
2018-19,UDISE-D97020,UDISE-S6174379,Grade_3,Reading,583.1,Advanced,6,90.51,26.48,2023,49.72,1.46,4.83,10.32,21.91,1.77,51.6,157149.18,D
2024-25,UDISE-D18830,UDISE-S9016940,Grade_12,SocialStudies,554.3,Advanced,8,78.64,27.7,2026,84.36,16.87,57.1,3.61,19.38,7.1,38.44,61127.42,A
2018-19,UDISE-D93481,UDISE-S1158610,Grade_10,Science,875.1,Proficient,62,83.53,42.03,2025,47.77,16.51,83.56,2.19,28.85,9.23,37.0,44193.28,D
2024-25,UDISE-D30357,UDISE-S8159063,Grade_5,Hindi,217.9,Below_Basic,50,79.53,41.19,2024,91.27,10.93,100.88,4.96,21.13,11.58,22.42,75526.44,C
2025-26,UDISE-D28276,UDISE-S5065577,Grade_9,SocialStudies,601.1,Proficient,95,65.44,42.94,2023,96.44,11.76,26.38,3.49,0.55,4.81,39.96,116412.55,E
2017-18,UDISE-D88755,UDISE-S8088783,Grade_12,Hindi,295.8,Proficient,22,82.63,23.65,2022,83.37,13.64,87.46,2.51,13.89,3.88,11.4,12173.1,NA
2023-24,UDISE-D46944,UDISE-S8896625,Grade_2,Science,667.9,Basic,14,81.73,32.23,2022,59.33,12.14,35.93,10.54,28.47,5.88,47.15,155376.63,D
2019-20,UDISE-D70773,UDISE-S6143703,Grade_9,Hindi,571.0,Advanced,65,99.22,14.36,2020,61.04,3.8,8.93,0.73,19.62,11.39,21.17,170701.92,E
2019-20,UDISE-D26927,UDISE-S8466048,Grade_6,Math,439.1,Basic,65,95.74,40.64,2022,41.11,6.42,50.88,5.91,22.23,6.25,45.33,158678.43,E
2020-21,UDISE-D11960,UDISE-S4640904,Grade_7,Hindi,810.1,Below_Basic,16,71.24,43.08,2020,70.96,14.14,53.2,5.76,1.78,6.4,35.8,15551.3,D
2021-22,UDISE-D24552,UDISE-S4547596,Grade_1,Reading,511.9,Advanced,56,71.97,31.62,2021,91.75,2.93,101.99,9.14,21.45,10.83,38.8,41747.51,A
2019-20,UDISE-D82506,UDISE-S6407478,Grade_11,Math,625.7,Proficient,81,90.29,39.25,2023,49.87,6.28,12.48,7.07,14.21,11.58,24.34,172582.83,E
2024-25,UDISE-D84268,UDISE-S5157321,Grade_12,SocialStudies,681.1,Proficient,93,72.14,29.67,2023,46.91,1.47,114.97,9.68,18.84,3.71,26.46,146790.7,NA
2022-23,UDISE-D49241,UDISE-S4027397,Grade_5,SocialStudies,310.3,Advanced,51,74.45,32.8,2020,46.95,1.99,7.71,14.82,13.9,9.49,10.97,129375.37,D
2023-24,UDISE-D80700,UDISE-S1505080,Grade_10,Math,352.9,Basic,28,65.98,17.44,2026,90.45,9.92,105.69,5.14,29.76,7.5,20.65,102624.48,B
2021-22,UDISE-D45191,UDISE-S8974369,Grade_5,Math,120.1,Proficient,41,66.47,5.76,2026,57.24,6.95,87.65,4.51,5.43,3.48,15.98,56995.4,B
2016-17,UDISE-D36200,UDISE-S7728010,Grade_11,Math,775.8,Advanced,82,78.28,38.42,2022,41.47,8.22,36.52,14.73,34.4,10.04,32.81,95117.97,NA
2025-26,UDISE-D60157,UDISE-S5778422,Grade_7,Hindi,688.1,Basic,38,75.96,22.5,2026,98.98,13.6,59.09,6.9,27.28,10.55,34.91,159845.87,C
2021-22,UDISE-D24351,UDISE-S6701896,Grade_12,Reading,339.4,Advanced,25,60.17,7.4,2019,66.53,13.08,78.04,8.03,25.04,5.44,48.29,111012.99,E
2023-24,UDISE-D96256,UDISE-S1520025,Grade_2,RegionalLanguage,392.9,Basic,45,90.26,15.42,2024,80.0,3.55,82.63,6.15,18.54,10.21,34.76,106638.6,D
2025-26,UDISE-D38735,UDISE-S9732990,Grade_9,Science,366.3,Proficient,80,88.64,31.42,2020,57.53,2.37,18.1,2.62,8.55,11.2,25.4,45555.01,D
2025-26,UDISE-D41597,UDISE-S4662434,Grade_9,Reading,208.7,Proficient,60,66.98,39.61,2016,67.87,16.77,40.59,1.8,24.06,4.05,45.33,110181.31,C
2020-21,UDISE-D13939,UDISE-S1191205,Grade_8,Science,847.0,Basic,34,95.09,1.52,2023,45.88,0.71,11.03,12.56,29.46,1.72,33.62,179184.78,A
2020-21,UDISE-D15400,UDISE-S6483481,Grade_7,SocialStudies,833.1,Advanced,71,74.55,7.89,2020,75.38,14.06,5.64,10.69,0.85,5.73,51.39,122263.65,D
2019-20,UDISE-D72051,UDISE-S7466467,Grade_1,Hindi,261.9,Advanced,40,90.34,40.9,2017,95.92,17.76,26.73,1.45,26.26,0.74,17.1,116033.69,B
2024-25,UDISE-D68784,UDISE-S7517586,Grade_4,Hindi,475.5,Basic,67,85.3,10.13,2016,73.99,14.34,88.76,8.16,28.73,3.9,34.9,105525.82,NA
2021-22,UDISE-D66044,UDISE-S1086131,Grade_5,Math,443.4,Below_Basic,4,70.0,6.37,2024,93.32,0.62,15.05,7.76,9.94,1.97,38.13,92382.03,NA
2023-24,UDISE-D84366,UDISE-S2451558,Grade_12,English,234.9,Advanced,24,68.81,1.33,2016,92.29,15.78,68.53,11.68,12.51,8.97,22.62,108122.6,B
2022-23,UDISE-D67148,UDISE-S3522784,Grade_3,English,528.9,Proficient,62,79.96,18.5,2018,71.21,9.36,103.21,4.12,23.04,10.85,42.94,100372.67,D
2024-25,UDISE-D94125,UDISE-S3952741,Grade_5,English,301.9,Basic,69,70.52,25.63,2023,54.28,7.62,68.61,5.41,2.89,7.19,28.69,93950.07,NA
2021-22,UDISE-D20626,UDISE-S1590703,Grade_12,English,305.4,Advanced,82,97.52,29.87,2017,95.39,7.85,117.31,6.39,27.04,11.31,11.94,44475.83,E
2022-23,UDISE-D30389,UDISE-S6926315,Grade_3,Hindi,559.7,Advanced,26,89.68,35.8,2016,77.64,11.53,67.98,1.67,15.75,9.58,17.99,50002.25,NA
2020-21,UDISE-D50025,UDISE-S9823345,Grade_3,Hindi,247.7,Advanced,19,87.34,2.8,2021,49.61,5.38,96.33,4.73,9.06,2.43,22.14,171700.33,A
2023-24,UDISE-D27367,UDISE-S3663541,Grade_1,Math,889.9,Below_Basic,85,86.65,33.99,2026,89.76,4.25,4.04,3.19,21.57,8.83,42.17,39138.21,B
2024-25,UDISE-D33132,UDISE-S1003144,Grade_1,Math,890.4,Proficient,84,67.69,25.32,2024,40.57,15.43,59.68,8.28,8.7,7.53,36.95,138787.18,NA
2023-24,UDISE-D27446,UDISE-S5716837,Grade_2,SocialStudies,500.0,Proficient,5,70.55,6.72,2025,72.81,2.33,66.89,7.14,31.58,7.56,45.27,131083.27,C
2019-20,UDISE-D88950,UDISE-S4564711,Grade_7,English,345.4,Advanced,35,69.94,40.19,2022,97.59,8.54,57.33,13.16,16.63,5.86,52.45,43017.65,E
2020-21,UDISE-D91925,UDISE-S2103900,Grade_7,SocialStudies,589.6,Basic,90,69.78,7.77,2021,85.22,3.34,14.58,8.19,12.42,3.23,47.65,68310.32,A
2019-20,UDISE-D69694,UDISE-S2279625,Grade_10,Science,401.2,Proficient,96,93.65,21.7,2024,80.8,17.99,81.03,0.92,25.09,5.36,22.58,113958.7,D
2017-18,UDISE-D85392,UDISE-S3057299,Grade_5,Reading,163.4,Proficient,20,71.9,15.0,2017,87.12,14.47,57.05,3.63,33.71,4.16,51.18,116813.05,A
