civic_engage_measurement_year,civic_engage_community_area_id,civic_engage_volunteering_rate_pct,civic_engage_charitable_giving_rate_pct,civic_engage_civic_meeting_attendance_rate,civic_engage_contacted_official_rate,civic_engage_petition_signed_rate,civic_engage_protest_participation_rate,civic_engage_news_consumption_frequency,civic_engage_local_news_availability_index,civic_engage_library_membership_rate,civic_engage_public_hearing_participation,civic_engage_school_board_turnout_rate,civic_engage_trust_in_government_score,civic_engage_social_capital_index,civic_engage_neighbor_helpfulness_score,civic_engage_cross_partisan_contact_rate,civic_engage_community_org_density,civic_engage_broadband_access_for_civic,civic_engage_civic_tech_usage_rate
2013,AREA000000935,16.14,52.65,6.06,20.42,23.43,4.66,DAILY,89.21,63.01,24.89,2.58,57.9,93.81,90.74,43.89,7.3093,77.17,21.97
2008,AREA000000936,53.57,37.09,20.82,10.17,15.6,19.97,SEVERAL_WEEK,26.63,61.79,15.46,38.35,18.28,17.33,69.36,66.82,8.3596,78.0,64.91
2019,AREA000000937,16.29,1.77,37.15,1.96,17.07,20.62,WEEKLY,96.63,69.24,37.34,35.68,98.05,42.45,97.83,95.28,15.5289,77.9,43.26
2013,AREA000000938,9.21,61.02,44.63,11.61,50.13,24.11,WEEKLY,6.35,38.46,19.66,25.94,59.65,3.68,15.86,2.68,11.4854,95.67,64.32
2024,AREA000000939,59.92,11.0,40.8,2.56,35.9,10.54,MONTHLY,11.67,36.05,17.01,14.03,18.3,80.06,5.97,59.25,15.1771,96.34,4.13
2017,AREA000000940,3.22,44.59,31.58,19.47,37.13,20.62,MONTHLY,5.48,4.88,11.52,6.02,36.91,74.53,97.78,61.05,3.2974,41.98,30.28
2022,AREA000000941,13.83,11.33,11.46,22.42,5.5,11.38,DAILY,95.1,66.6,30.77,51.07,6.87,68.36,2.45,33.68,20.9568,55.82,67.68
2022,AREA000000942,21.77,46.81,19.42,14.11,2.99,5.27,WEEKLY,83.22,16.33,8.61,7.94,98.3,41.6,91.75,51.06,22.1299,99.92,10.3
2012,AREA000000943,43.75,39.0,43.36,25.32,40.98,1.14,DAILY,41.39,8.39,21.55,49.36,72.59,34.85,66.13,66.1,11.5323,63.61,15.77
2025,AREA000000944,4.14,51.39,44.06,30.53,11.49,7.19,WEEKLY,44.97,4.96,13.64,26.49,5.73,39.98,89.25,26.79,18.4527,67.63,57.24
2015,AREA000000945,6.59,12.99,4.39,5.34,24.69,23.99,DAILY,67.13,51.61,23.96,34.99,15.71,67.68,32.28,16.06,7.2319,74.34,56.62
2025,AREA000000946,13.58,20.55,20.0,20.24,26.21,11.81,SEVERAL_WEEK,31.16,47.33,21.41,39.84,14.88,99.13,75.37,55.94,16.9789,38.39,0.1
2006,AREA000000947,36.16,14.08,15.42,3.77,19.18,20.79,SEVERAL_WEEK,7.09,13.9,0.63,50.27,40.79,4.81,49.87,65.77,14.7898,97.37,41.59
2008,AREA000000948,15.4,10.88,27.06,8.23,53.63,5.83,MONTHLY,80.57,50.18,12.29,45.6,97.71,20.83,30.99,93.46,19.0098,34.85,5.96
2023,AREA000000949,46.28,59.64,9.55,1.64,27.31,5.17,DAILY,54.03,69.92,22.85,5.31,84.22,66.35,5.44,91.67,23.2787,46.29,46.77
2005,AREA000000950,24.1,54.22,42.06,5.47,0.2,11.18,SEVERAL_WEEK,98.15,50.55,6.25,12.91,15.69,13.69,21.46,70.22,6.1438,55.06,49.98
2009,AREA000000951,32.8,57.29,29.49,9.35,35.36,10.8,RARELY,40.99,68.6,9.48,1.21,88.72,40.03,77.37,49.36,6.4451,52.51,29.17
2023,AREA000000952,27.44,51.28,23.9,26.75,12.32,18.69,SEVERAL_WEEK,68.78,64.1,32.11,4.01,83.32,12.03,59.16,62.6,5.4217,91.24,46.04
2022,AREA000000953,60.21,2.5,7.84,19.71,0.14,7.06,SEVERAL_WEEK,10.43,46.35,22.25,46.59,53.7,16.87,60.87,42.35,24.2062,73.79,33.36
2022,AREA000000954,29.0,30.51,26.48,7.24,53.27,24.04,WEEKLY,95.54,56.13,11.27,2.02,94.92,21.31,16.65,59.34,13.4068,80.31,51.81
2017,AREA000000955,56.54,13.83,43.3,24.63,30.42,7.19,DAILY,9.66,72.29,9.86,52.82,91.34,52.0,39.21,40.35,2.7007,90.41,57.67
2023,AREA000000956,27.14,37.17,26.75,13.31,19.72,11.97,SEVERAL_WEEK,91.83,13.7,18.34,43.6,93.45,61.22,88.04,74.56,16.9571,66.76,44.85
2015,AREA000000957,6.26,25.55,27.67,12.63,41.98,19.9,DAILY,29.18,0.93,11.13,46.94,40.28,31.41,9.58,80.3,8.719,51.45,55.56
2015,AREA000000958,43.92,55.38,5.82,24.78,29.0,3.83,WEEKLY,40.36,66.52,13.78,8.2,78.32,95.58,18.91,30.82,14.8934,62.27,46.45
2021,AREA000000959,1.31,65.77,36.72,0.62,53.51,21.33,SEVERAL_WEEK,75.38,4.81,36.42,42.9,82.7,16.09,96.56,99.47,18.1122,78.51,58.38
2008,AREA000000960,38.0,15.27,25.35,23.12,1.37,8.48,DAILY,35.44,57.04,1.43,14.07,19.56,35.98,67.87,40.01,12.4185,77.94,39.94
2020,AREA000000961,24.07,22.14,12.73,9.4,33.87,14.68,SEVERAL_WEEK,19.68,16.15,29.41,35.03,93.4,61.93,80.78,82.68,3.0803,86.91,25.78
2015,AREA000000962,52.53,7.98,28.45,32.74,8.5,15.79,SEVERAL_WEEK,89.87,48.22,37.83,50.21,64.55,50.81,78.41,66.82,16.5754,51.3,12.14
2006,AREA000000963,36.13,73.88,20.01,12.88,28.17,14.52,SEVERAL_WEEK,61.18,56.93,37.7,16.17,57.56,79.53,59.58,66.92,20.3453,56.37,59.71
2006,AREA000000964,23.67,67.45,3.74,10.21,0.41,7.67,WEEKLY,25.55,63.39,35.39,35.77,13.66,81.4,57.2,34.23,8.5315,65.16,12.42
2022,AREA000000965,30.9,38.48,38.56,27.18,27.94,11.74,SEVERAL_WEEK,5.33,36.68,19.2,5.42,93.76,20.44,91.51,65.95,19.1204,48.09,27.33
2017,AREA000000966,58.73,29.68,35.4,14.09,35.89,2.91,WEEKLY,72.93,47.98,39.07,2.42,71.79,81.53,7.8,17.67,11.661,76.27,65.55
2007,AREA000000967,44.39,44.45,16.05,33.05,21.92,15.82,SEVERAL_WEEK,40.56,12.96,36.12,31.21,28.88,69.44,38.16,27.6,1.3104,85.12,58.26
2006,AREA000000968,39.0,11.45,17.6,32.9,4.1,16.28,SEVERAL_WEEK,54.41,72.18,28.38,9.37,89.7,24.82,43.61,61.29,2.8858,60.15,62.67
2025,AREA000000969,11.29,8.56,28.91,15.41,39.75,1.57,DAILY,64.86,56.07,13.01,36.37,59.83,57.36,29.06,98.77,22.1581,63.11,5.13
2006,AREA000000970,26.75,38.97,25.01,0.11,44.77,12.24,MONTHLY,5.61,45.33,28.43,3.78,93.72,58.04,97.72,14.39,24.3171,84.84,58.9
2016,AREA000000971,38.62,13.41,26.72,21.67,15.33,1.42,SEVERAL_WEEK,29.97,1.63,18.47,32.5,88.48,53.03,22.41,40.14,20.2999,60.26,44.27
2019,AREA000000972,15.4,24.82,7.82,2.49,43.47,20.01,RARELY,48.24,76.54,21.03,53.25,22.21,83.76,30.66,29.91,15.2382,53.6,40.86
2021,AREA000000973,9.9,72.99,21.11,23.5,10.73,18.26,SEVERAL_WEEK,57.63,52.49,31.25,35.28,79.2,13.01,44.59,60.17,2.0099,59.94,23.29
2021,AREA000000974,13.72,47.82,42.01,22.4,31.53,14.18,WEEKLY,38.75,68.14,19.58,36.77,21.49,37.3,21.94,19.52,20.3226,57.29,49.04
2022,AREA000000975,15.94,79.62,40.36,18.31,15.14,10.99,DAILY,55.39,79.18,2.02,4.38,93.34,42.79,73.42,10.64,7.7091,65.23,7.48
2021,AREA000000976,51.47,27.22,11.75,18.7,14.8,18.19,SEVERAL_WEEK,22.23,46.86,14.24,15.31,79.0,44.54,15.65,9.68,10.9698,92.04,36.62
2008,AREA000000977,58.89,68.2,22.35,28.78,50.96,13.63,WEEKLY,90.71,34.96,24.45,51.94,7.98,53.75,95.99,60.0,17.7831,42.1,7.42
2013,AREA000000978,63.92,47.48,22.97,23.0,32.56,13.4,SEVERAL_WEEK,77.44,19.8,8.58,20.76,45.11,28.8,55.09,57.28,2.3811,69.32,61.93
2012,AREA000000979,24.89,45.3,9.67,5.63,43.89,14.9,DAILY,11.84,65.05,28.96,50.11,40.85,62.8,52.09,10.44,7.3894,94.97,10.73
2017,AREA000000980,1.92,17.14,28.31,26.43,15.11,12.5,DAILY,89.47,81.25,7.64,43.09,37.45,60.17,80.48,53.92,3.616,88.51,52.91
2014,AREA000000981,52.87,13.94,42.99,31.85,5.15,18.58,SEVERAL_WEEK,42.65,83.42,17.65,20.79,80.09,39.2,63.7,54.09,12.2623,61.09,65.93
2019,AREA000000982,64.53,42.82,12.42,3.09,16.6,5.49,DAILY,83.85,79.9,2.58,5.72,31.2,99.43,38.13,43.5,20.1762,46.34,25.03
2024,AREA000000983,23.4,27.51,33.23,16.7,39.74,3.8,DAILY,97.0,61.44,30.63,35.05,56.61,98.67,55.34,21.65,0.2281,89.37,62.65
2005,AREA000000984,54.88,2.19,23.09,33.68,0.47,22.14,MONTHLY,76.04,14.36,20.71,37.63,84.71,52.25,16.14,96.53,15.1214,71.17,42.36
2023,AREA000000985,48.18,76.75,31.78,12.21,22.7,13.12,RARELY,2.07,65.59,27.84,22.31,35.24,88.31,6.0,24.51,6.4766,64.06,8.95
2007,AREA000000986,15.52,32.5,26.36,28.47,14.73,17.32,WEEKLY,38.29,86.55,15.81,22.07,55.44,54.64,48.05,93.74,19.5546,64.74,2.21
2007,AREA000000987,30.39,77.51,31.87,19.13,48.27,19.6,SEVERAL_WEEK,16.54,57.12,30.24,32.91,21.91,12.61,62.61,26.79,0.1489,55.48,31.38
2020,AREA000000988,5.99,21.2,19.41,33.12,25.19,20.67,DAILY,56.07,74.18,1.99,8.82,0.21,19.78,88.38,30.03,7.9046,30.52,40.36
2021,AREA000000989,27.79,50.48,24.63,5.46,6.17,22.28,SEVERAL_WEEK,20.97,1.95,37.83,30.19,17.32,20.59,42.05,20.95,9.6302,44.7,35.31
2024,AREA000000990,45.42,78.69,3.49,25.98,10.17,24.95,WEEKLY,86.67,74.1,13.1,51.2,3.45,94.16,45.92,66.14,21.0495,47.86,62.23
2011,AREA000000991,56.08,13.48,37.57,30.15,19.6,7.07,SEVERAL_WEEK,55.78,40.3,23.61,12.31,83.84,63.68,86.01,38.35,11.0346,99.17,10.22
2008,AREA000000992,27.24,2.4,11.66,25.14,36.28,23.99,MONTHLY,50.23,11.38,34.99,30.63,92.64,82.33,94.31,52.36,18.0063,39.2,29.68
2009,AREA000000993,64.95,55.61,11.62,32.05,51.73,17.01,DAILY,86.85,86.63,21.61,25.66,30.52,56.21,56.12,46.41,6.0607,44.34,67.54
2016,AREA000000994,2.67,49.71,6.47,17.84,39.98,23.76,DAILY,40.77,2.1,11.45,28.53,40.36,28.96,51.17,52.23,1.4759,82.28,66.34
2019,AREA000000995,26.24,48.39,11.14,11.96,49.0,0.19,DAILY,60.19,68.55,5.16,25.25,85.03,40.5,9.5,49.94,19.253,42.48,0.67
2015,AREA000000996,40.27,72.61,11.79,30.38,42.28,20.81,DAILY,22.88,61.46,3.72,48.53,23.77,22.62,73.48,36.84,3.045,47.36,58.88
2020,AREA000000997,3.21,42.44,41.22,13.85,33.29,10.3,SEVERAL_WEEK,73.44,43.87,23.08,47.18,63.31,89.19,65.66,51.57,16.953,87.15,0.12
2017,AREA000000998,11.72,22.45,34.64,18.96,28.84,2.42,WEEKLY,98.84,33.42,26.82,17.25,57.47,68.04,17.02,26.02,1.2165,79.92,31.61
2013,AREA000000999,7.44,8.91,39.71,11.94,36.67,1.73,SEVERAL_WEEK,12.42,4.51,9.59,33.06,13.37,43.03,98.16,21.68,1.7405,43.47,62.19
2014,AREA000001000,47.2,64.53,25.95,0.75,36.3,23.99,WEEKLY,67.43,11.24,15.45,30.06,19.07,3.21,67.86,39.48,21.9944,41.89,21.49
2023,AREA000001001,44.46,74.41,31.13,3.19,5.36,14.01,DAILY,84.96,19.76,30.04,3.65,24.15,26.1,70.65,47.35,11.8142,70.75,61.42
2022,AREA000001002,22.49,1.82,4.4,29.71,18.77,7.92,DAILY,76.28,53.71,1.25,1.16,24.94,68.97,61.02,24.52,16.0624,33.83,10.33
2008,AREA000001003,4.51,64.53,22.62,31.19,1.77,17.59,DAILY,16.44,31.49,38.93,19.23,35.04,8.48,60.88,10.17,1.5867,61.8,26.18
2020,AREA000001004,19.61,44.54,25.11,7.37,15.56,13.58,DAILY,17.73,29.38,39.83,45.04,95.74,98.44,27.57,49.32,21.9051,65.07,58.79
2012,AREA000001005,10.11,25.73,26.95,22.53,7.71,11.72,DAILY,10.55,23.74,38.04,40.1,82.48,10.43,43.45,51.68,24.5277,57.8,51.12
2024,AREA000001006,38.28,45.2,14.53,14.98,36.53,19.9,DAILY,58.66,89.47,17.21,15.0,33.04,86.26,32.09,44.18,8.7922,52.63,26.71
2020,AREA000001007,43.54,62.21,10.13,21.52,3.52,24.13,RARELY,24.81,2.89,23.06,47.73,82.63,44.46,34.65,72.4,1.0485,75.44,69.22
2021,AREA000001008,8.98,52.59,5.45,15.07,30.07,7.03,SEVERAL_WEEK,40.84,7.86,31.72,42.11,83.91,51.74,75.6,15.0,13.1911,74.94,2.43
2020,AREA000001009,18.51,14.18,44.97,4.05,43.79,18.71,SEVERAL_WEEK,41.9,43.93,35.1,22.24,89.99,18.35,82.67,17.5,18.3011,65.58,59.42
2021,AREA000001010,19.56,50.44,24.3,10.07,38.02,22.37,DAILY,86.12,30.6,16.46,13.62,57.71,82.05,65.96,83.6,7.985,30.04,0.75
2012,AREA000001011,23.48,80.0,10.84,14.5,34.76,10.13,MONTHLY,89.56,31.48,35.48,6.11,24.72,20.61,39.0,53.19,8.2149,33.45,47.79
2013,AREA000001012,62.97,12.13,14.46,13.45,14.54,19.78,DAILY,16.95,27.11,20.07,7.84,99.75,37.29,64.29,77.86,20.5243,46.3,57.25
2023,AREA000001013,30.24,58.46,29.19,13.03,43.41,10.79,WEEKLY,9.52,36.09,23.47,40.47,89.83,33.79,97.64,2.8,22.6673,81.94,40.86
2009,AREA000001014,1.99,45.24,16.45,26.43,50.29,4.83,MONTHLY,90.95,31.74,25.83,32.77,34.6,86.96,78.58,8.77,14.7904,68.77,49.36
2020,AREA000001015,50.72,49.38,0.79,33.99,1.08,11.28,DAILY,99.62,11.56,33.55,50.18,25.36,63.15,10.45,93.67,22.5658,45.83,25.38
2023,AREA000001016,60.78,34.76,41.03,23.03,47.75,2.58,RARELY,41.54,66.19,13.08,21.7,80.78,49.4,61.91,34.37,18.635,65.45,64.2
2021,AREA000001017,52.9,56.33,25.9,27.27,43.63,6.4,DAILY,11.76,19.9,33.28,5.45,91.28,64.39,46.71,86.52,22.5637,93.83,8.26
2005,AREA000001018,52.28,38.61,26.96,17.93,12.37,4.35,MONTHLY,77.79,27.04,9.95,38.35,52.68,71.36,96.21,97.07,2.7151,67.24,59.32
2016,AREA000001019,31.39,13.04,44.01,33.67,13.8,8.12,MONTHLY,75.08,68.45,21.01,52.53,5.39,17.94,95.19,23.5,7.8362,52.07,8.47
2019,AREA000001020,13.72,34.23,6.3,26.98,7.5,9.22,SEVERAL_WEEK,79.11,88.9,14.3,47.96,25.5,44.77,59.76,85.7,3.8818,36.74,60.66
2015,AREA000001021,9.37,21.19,25.32,5.23,47.86,4.4,DAILY,76.96,66.01,13.34,50.01,54.23,52.81,76.03,27.24,24.6051,85.46,5.3
2006,AREA000001022,22.14,59.7,27.59,34.0,51.93,13.49,MONTHLY,81.3,53.04,7.4,8.52,28.99,90.73,42.2,54.0,2.0515,59.7,65.2
2016,AREA000001023,32.67,57.72,3.57,27.37,48.75,3.18,SEVERAL_WEEK,99.06,27.87,33.04,51.25,22.52,65.82,98.39,2.74,20.3184,38.4,17.81
2011,AREA000001024,15.52,10.06,33.88,22.65,39.9,1.96,SEVERAL_WEEK,81.66,82.04,36.2,13.61,0.25,90.09,1.44,22.64,21.9773,90.19,62.72
2017,AREA000001025,44.3,36.35,37.24,29.29,5.87,8.63,SEVERAL_WEEK,17.33,66.7,12.61,43.24,62.17,17.63,30.51,56.85,24.9788,93.7,30.32
2018,AREA000001026,60.76,30.55,7.51,34.29,47.21,16.79,WEEKLY,45.07,83.09,33.78,9.63,58.0,39.66,67.54,16.18,24.8465,52.41,10.7
2015,AREA000001027,15.55,44.04,41.19,34.27,8.68,22.17,SEVERAL_WEEK,55.34,44.62,0.36,17.75,22.6,44.53,13.36,90.88,6.5645,38.3,1.33
2023,AREA000001028,5.51,60.23,14.39,34.35,42.48,15.32,WEEKLY,92.16,55.09,3.6,26.28,61.78,45.97,60.85,6.47,10.6186,47.66,57.62
2019,AREA000001029,41.95,56.3,18.51,24.92,36.23,16.19,WEEKLY,26.16,41.28,0.81,49.63,11.0,18.62,86.59,8.75,18.3215,92.9,49.96
2021,AREA000001030,45.05,4.54,8.26,24.64,34.85,23.68,DAILY,13.9,49.03,16.36,37.04,31.02,14.91,47.03,35.45,20.7896,37.11,59.51
2013,AREA000001031,12.72,58.55,20.62,28.98,43.67,23.57,WEEKLY,12.99,80.7,30.53,10.89,68.57,78.15,69.61,98.45,3.757,97.11,59.56
2022,AREA000001032,19.02,45.47,26.08,21.74,24.33,22.02,WEEKLY,31.01,66.17,4.21,2.83,54.29,18.31,0.71,21.97,1.6608,88.57,48.05
2018,AREA000001033,64.29,46.58,36.59,22.8,36.13,23.19,DAILY,3.76,28.4,10.11,24.36,76.7,40.45,68.28,86.3,21.4656,84.08,39.12
2021,AREA000001034,59.34,15.29,8.02,19.57,49.8,10.4,DAILY,24.17,26.57,12.15,4.94,84.38,69.92,7.06,28.97,0.2215,47.53,31.27
2023,AREA000001035,57.21,79.31,3.53,34.39,52.3,24.02,WEEKLY,50.44,32.45,11.02,18.06,94.76,12.06,90.08,60.39,9.0093,64.46,25.83
2017,AREA000001036,30.0,56.78,41.91,19.98,5.28,13.91,WEEKLY,37.79,57.34,5.19,42.0,73.81,36.79,17.66,48.12,4.4895,99.13,17.19
2020,AREA000001037,60.74,55.05,18.81,25.82,38.76,24.13,RARELY,96.73,63.32,1.61,27.23,12.14,66.18,64.45,54.15,15.5489,99.96,5.97
2013,AREA000001038,40.84,22.01,37.51,0.64,25.66,24.21,DAILY,0.07,21.25,28.47,9.17,54.24,41.23,29.73,48.1,7.5015,45.1,35.12
2016,AREA000001039,13.42,33.25,7.62,10.67,48.65,1.59,DAILY,97.37,2.57,12.98,15.77,13.76,74.72,88.88,56.37,0.8147,99.51,15.03
2024,AREA000001040,11.49,41.39,15.77,2.13,29.93,17.68,WEEKLY,74.76,11.64,11.18,5.68,67.45,33.35,69.61,50.02,10.8909,54.85,65.06
2012,AREA000001041,25.96,33.57,26.71,22.17,53.02,13.27,DAILY,26.55,8.85,27.08,23.98,44.97,23.96,18.38,88.85,14.0367,44.48,52.17
2016,AREA000001042,3.42,74.91,42.05,32.23,27.41,20.44,DAILY,83.12,34.45,21.69,43.96,82.99,67.85,56.8,83.89,0.3466,97.76,64.92
2008,AREA000001043,9.47,6.21,30.39,30.93,27.37,15.94,WEEKLY,23.19,23.6,23.01,48.74,20.5,73.33,78.2,22.14,22.6698,55.27,48.88
2020,AREA000001044,28.45,39.54,16.87,23.9,13.07,9.19,WEEKLY,86.04,66.85,3.95,34.73,65.25,55.85,67.73,77.17,1.929,33.8,57.5
2011,AREA000001045,36.26,46.35,42.57,12.36,9.86,16.71,WEEKLY,25.7,78.15,18.16,46.47,13.89,40.29,96.38,73.9,24.4271,64.21,51.55
2008,AREA000001046,18.59,61.14,39.44,30.78,37.88,16.83,WEEKLY,2.84,21.51,35.59,21.18,43.32,7.57,56.79,32.43,21.3922,49.57,15.92
2006,AREA000001047,15.05,59.02,32.2,2.82,52.87,14.03,RARELY,1.67,8.44,31.12,41.06,56.57,92.69,63.1,85.37,19.4843,34.61,10.46
2015,AREA000001048,34.11,79.82,37.28,33.03,29.99,5.32,SEVERAL_WEEK,34.25,82.52,4.74,12.17,35.18,78.54,31.39,98.46,3.7622,68.0,7.99
2012,AREA000001049,57.15,64.02,16.36,1.42,23.69,13.72,SEVERAL_WEEK,92.47,11.55,17.3,16.2,15.97,46.88,79.33,96.99,15.1318,30.31,46.69
2021,AREA000001050,64.66,62.95,31.65,25.55,26.93,12.27,DAILY,84.41,87.81,4.44,27.64,60.39,12.37,90.16,35.46,24.7724,67.63,45.72
2018,AREA000001051,36.55,28.74,26.14,5.24,36.2,23.07,DAILY,73.53,50.96,29.57,54.78,5.5,14.27,67.36,19.51,8.381,44.0,66.56
2013,AREA000001052,15.07,50.8,30.18,31.43,49.33,8.74,MONTHLY,25.4,84.14,21.85,46.46,82.25,39.28,58.42,51.48,5.1424,53.5,49.53
2013,AREA000001053,64.83,9.2,36.58,30.96,3.02,8.58,SEVERAL_WEEK,40.83,15.15,33.43,4.43,50.6,19.73,95.91,37.01,18.2837,67.57,61.31
2018,AREA000001054,10.6,75.93,16.13,32.86,31.56,17.82,WEEKLY,68.37,55.55,23.12,0.6,17.18,9.43,16.06,36.53,18.6345,38.54,9.15
2007,AREA000001055,32.54,56.44,39.42,16.11,20.51,10.22,WEEKLY,91.44,87.72,27.98,45.13,3.84,38.85,33.28,66.41,13.7312,64.93,4.94
2017,AREA000001056,18.75,78.89,3.21,12.77,40.41,8.34,SEVERAL_WEEK,45.83,21.88,30.16,43.95,28.74,66.37,72.62,42.67,17.4136,81.08,33.35
2009,AREA000001057,44.57,68.58,10.78,27.14,40.82,11.78,MONTHLY,90.73,77.78,31.74,14.74,38.22,67.05,32.57,45.71,12.4181,43.36,53.0
2010,AREA000001058,13.66,51.23,29.97,9.28,28.28,5.45,DAILY,61.42,74.11,2.93,25.88,76.48,1.37,17.35,84.15,15.7698,59.01,19.02
2006,AREA000001059,43.99,16.46,34.85,8.89,15.28,24.14,WEEKLY,99.33,22.2,7.9,25.47,11.58,77.39,87.36,1.57,6.2551,72.11,1.26
2025,AREA000001060,12.96,76.75,6.86,16.66,10.53,2.15,WEEKLY,32.15,81.65,21.81,26.03,30.19,73.11,6.66,49.4,11.6103,83.19,5.03
2008,AREA000001061,61.52,19.58,26.7,17.16,21.26,3.72,DAILY,94.69,48.01,22.76,6.23,67.91,43.43,54.42,55.04,17.3781,80.9,59.38
2024,AREA000001062,40.99,40.16,20.39,30.15,40.57,23.99,WEEKLY,19.67,81.68,37.15,24.25,83.05,54.17,15.66,51.28,13.2349,56.08,1.59
2015,AREA000001063,32.69,65.28,41.63,5.22,31.71,24.1,SEVERAL_WEEK,10.48,21.15,37.22,48.36,54.95,10.87,92.94,94.54,3.9727,86.83,18.21
2020,AREA000001064,63.26,78.51,29.69,12.71,5.68,11.86,DAILY,5.86,66.67,14.99,43.33,31.24,80.28,13.71,3.41,8.6516,49.81,48.64
2011,AREA000001065,11.0,53.24,20.51,31.18,0.99,11.38,SEVERAL_WEEK,77.27,37.12,7.44,3.07,27.1,63.67,26.93,35.15,1.8641,59.47,38.25
2007,AREA000001066,12.35,23.97,26.26,0.28,44.84,3.74,SEVERAL_WEEK,27.65,53.73,2.22,14.34,14.93,81.71,68.54,37.38,17.7179,71.46,29.93
2014,AREA000001067,50.5,65.7,7.43,32.11,5.82,4.95,SEVERAL_WEEK,41.78,13.81,28.23,5.74,75.75,81.57,24.22,88.54,14.2385,47.72,2.27
2017,AREA000001068,59.05,78.02,39.43,23.4,10.23,18.99,DAILY,26.33,21.99,3.52,3.39,2.41,87.87,47.76,48.73,2.8766,96.77,40.25
2018,AREA000001069,35.21,70.49,7.11,28.95,29.43,3.78,WEEKLY,98.96,83.68,5.67,35.63,27.51,53.41,65.27,84.68,24.4855,41.31,26.53
2021,AREA000001070,61.01,22.21,44.21,6.78,52.45,6.53,SEVERAL_WEEK,58.66,32.85,16.34,48.28,74.85,81.2,62.42,57.99,8.4976,94.24,67.79
2008,AREA000001071,60.21,36.7,10.95,6.36,48.39,10.33,DAILY,78.0,18.03,17.72,24.02,53.73,84.62,33.5,35.37,0.1521,30.82,31.6
2011,AREA000001072,29.28,12.32,31.53,30.16,1.73,21.96,SEVERAL_WEEK,26.27,72.48,17.29,18.78,12.39,42.15,36.31,85.86,11.5877,63.14,53.34
2011,AREA000001073,56.27,4.99,42.54,2.93,39.75,14.25,WEEKLY,45.62,57.6,28.79,41.9,2.48,75.52,29.65,62.31,23.3352,99.82,18.23
2017,AREA000001074,11.66,5.83,17.87,11.23,39.9,22.11,DAILY,9.32,81.47,13.68,43.91,78.58,78.27,15.53,89.64,21.5381,60.21,41.11
2011,AREA000001075,48.06,2.57,44.02,30.46,18.9,7.12,DAILY,73.54,15.3,33.75,7.63,16.75,96.32,78.09,99.57,22.8082,83.56,42.71
2025,AREA000001076,13.18,17.98,11.86,25.94,6.28,2.2,MONTHLY,57.6,51.11,32.47,22.35,20.27,28.23,15.72,62.7,22.0103,37.66,3.56
2021,AREA000001077,50.9,36.29,32.23,0.29,8.58,22.73,DAILY,83.81,76.28,33.03,52.88,15.35,70.66,35.07,49.33,23.7326,97.37,62.8
2018,AREA000001078,37.62,73.74,1.16,33.63,22.35,21.13,RARELY,58.07,87.83,33.96,21.73,94.89,57.03,21.77,25.93,19.2916,86.76,34.15
2013,AREA000001079,42.08,13.65,10.38,32.5,22.35,1.28,SEVERAL_WEEK,38.04,35.84,15.12,7.08,43.51,53.52,92.72,53.64,16.0111,31.9,9.43
2013,AREA000001080,41.51,10.43,34.15,15.45,34.79,7.72,MONTHLY,6.7,54.13,31.2,51.64,13.95,7.37,34.55,3.17,17.9438,69.91,40.31
2011,AREA000001081,30.37,39.48,37.81,9.45,43.32,12.89,SEVERAL_WEEK,0.58,18.7,24.27,16.99,99.77,37.9,80.42,64.14,22.1977,45.5,28.53
2016,AREA000001082,15.43,69.66,37.71,28.69,44.75,2.91,RARELY,68.08,83.55,38.12,46.1,61.18,57.09,5.97,28.51,21.3049,39.96,15.89
2016,AREA000001083,43.38,57.86,32.27,1.74,34.94,6.44,SEVERAL_WEEK,98.15,44.85,18.39,37.15,22.48,19.81,91.69,28.77,10.2934,35.39,20.51
2025,AREA000001084,5.58,20.86,20.37,6.56,33.77,21.91,DAILY,89.49,75.42,14.18,8.28,35.95,39.02,17.43,66.75,12.3436,99.0,49.53
2020,AREA000001085,11.13,57.42,10.72,2.78,2.61,18.68,MONTHLY,3.92,25.14,35.72,1.84,41.22,8.95,74.2,78.63,12.9316,88.83,2.33
2009,AREA000001086,20.54,13.82,21.94,2.32,54.89,4.38,SEVERAL_WEEK,22.4,11.89,26.0,11.1,57.63,76.49,69.55,57.17,24.9296,37.57,35.57
2009,AREA000001087,30.39,32.91,37.2,26.6,6.79,1.54,SEVERAL_WEEK,93.33,65.08,19.81,34.16,18.34,48.63,65.75,75.86,17.634,88.62,34.47
2021,AREA000001088,2.94,25.66,27.75,7.83,19.41,7.56,SEVERAL_WEEK,79.32,44.56,0.51,10.51,73.0,74.1,99.5,53.15,14.9506,42.45,1.22
2016,AREA000001089,50.62,38.15,13.9,26.36,47.89,11.62,WEEKLY,15.35,73.39,39.27,32.26,1.88,88.31,1.56,5.26,1.027,97.69,8.1
2019,AREA000001090,16.17,18.32,30.76,19.19,37.65,8.37,SEVERAL_WEEK,47.08,52.26,22.77,3.92,19.17,21.86,62.57,10.53,13.9786,51.43,5.5
2023,AREA000001091,12.08,32.22,30.09,3.11,53.64,0.23,SEVERAL_WEEK,75.66,51.64,12.6,33.49,66.18,52.92,15.01,30.81,11.7142,68.25,9.35
