qol_cost_reference_month,qol_cost_country_iso2,qol_cost_city_id,qol_cost_hicp_overall_index,qol_cost_food_index,qol_cost_energy_index,qol_cost_transport_index,qol_cost_rent_index,qol_cost_housing_cost_overburden_rate_pct,qol_cost_energy_poverty_rate_pct,qol_cost_median_net_income_eur,qol_cost_real_income_change_pct,qol_cost_consumer_confidence_index,qol_cost_price_level_index_pps,qol_cost_student_budget_eur_month,qol_cost_family_budget_eur_month,qol_cost_tourism_pressure_index,qol_cost_data_source,qol_cost_methodology_version,qol_cost_data_extract_date
2020-01,AT,CITY_AT_5964,105.97,119.47,125.96,100.47,147.76,20.22,4.95,1559.43,-6.04,-29.06,132.68,1205.94,2039.46,55.05,HICP_CITY_MODEL,COST_V1,2025-01-27
2020-02,EE,CITY_EE_0001,91.12,88.73,90.28,101.3,105.14,20.51,2.09,3237.46,-1.48,-12.2,104.63,528.95,3897.1,58.85,EUROSTAT_HICP,COST_V2,2024-05-05
2020-03,IT,CITY_IT_0038,88.25,93.27,106.54,103.89,90.2,10.1,10.39,2522.52,3.04,-29.02,73.27,1353.29,3254.3,63.78,URBAN_COST_SURVEY,COST_V3,2025-07-06
2020-04,PT,CITY_PT_0075,111.35,126.15,189.01,129.23,105.18,6.15,13.29,3585.73,-2.23,-16.49,118.45,704.2,1884.83,13.35,NATIONAL_PRICE_OBS,COST_V1,2024-12-13
2020-05,BE,CITY_BE_0112,108.39,123.71,194.51,126.0,157.13,7.47,10.1,1361.19,-0.34,-19.56,118.47,1437.59,4233.59,44.74,HICP_CITY_MODEL,COST_V2,2025-04-16
2020-06,FI,CITY_FI_0149,121.82,130.9,216.76,140.06,147.95,16.49,7.18,4654.58,-1.79,-38.37,92.39,1819.84,3667.28,41.74,EUROSTAT_HICP,COST_V3,2024-06-28
2020-07,LV,CITY_LV_0186,112.2,116.32,131.77,103.81,135.95,20.5,5.08,2756.83,-2.81,-25.04,118.15,1075.19,2872.27,44.02,URBAN_COST_SURVEY,COST_V1,2024-08-31
2020-08,RO,CITY_RO_0223,111.17,125.11,132.07,104.62,130.94,12.95,3.62,1922.66,-1.83,-10.9,99.82,829.69,2386.39,59.26,NATIONAL_PRICE_OBS,COST_V2,2025-06-24
2020-09,BG,CITY_BG_0260,112.72,113.91,150.99,106.87,113.63,9.14,19.06,2449.64,-5.34,-11.98,70.03,1389.39,2714.06,29.97,HICP_CITY_MODEL,COST_V3,2024-06-01
2020-10,FR,CITY_FR_0297,126.11,135.89,151.54,126.8,183.39,9.44,11.55,3015.19,2.3,-27.92,149.2,728.99,2280.78,52.94,EUROSTAT_HICP,COST_V1,2025-06-24
2020-11,LT,CITY_LT_0334,119.79,131.02,198.61,126.51,136.68,8.06,6.86,2118.36,-3.79,-3.34,76.0,1224.22,2480.94,17.58,URBAN_COST_SURVEY,COST_V2,2025-07-15
2020-12,SK,CITY_SK_0371,93.97,96.84,149.1,102.58,104.1,7.79,13.06,849.53,1.72,-2.26,121.17,698.24,3922.06,54.14,NATIONAL_PRICE_OBS,COST_V3,2024-12-23
2021-01,HR,CITY_HR_0408,91.4,104.01,118.53,85.94,103.62,5.47,6.27,1862.77,6.16,-20.44,96.39,1580.55,2129.63,7.93,HICP_CITY_MODEL,COST_V1,2024-12-17
2021-02,DE,CITY_DE_0445,131.23,150.16,198.79,132.43,144.31,6.97,16.66,4325.86,-4.57,-31.47,115.72,1473.52,2599.25,40.15,EUROSTAT_HICP,COST_V2,2024-09-07
2021-03,LU,CITY_LU_0482,115.87,130.73,153.18,125.28,141.07,15.67,8.26,1835.36,-2.3,-27.28,113.55,1787.14,5572.58,10.8,URBAN_COST_SURVEY,COST_V3,2024-02-07
2021-04,SI,CITY_SI_0519,111.16,117.41,116.81,106.98,119.41,8.29,12.97,2798.64,4.88,-8.29,83.55,875.27,1332.43,12.44,NATIONAL_PRICE_OBS,COST_V1,2025-02-02
2021-05,CY,CITY_CY_0556,96.28,108.48,121.43,107.9,105.81,8.73,11.21,3100.97,-3.47,-9.8,95.31,1285.51,2167.21,49.99,HICP_CITY_MODEL,COST_V2,2026-01-23
2021-06,GR,CITY_GR_0593,107.78,110.56,164.08,114.4,104.24,8.56,15.79,2374.17,2.99,-9.04,82.96,601.06,4250.57,36.73,EUROSTAT_HICP,COST_V3,2025-08-16
2021-07,MT,CITY_MT_0630,102.56,108.61,151.61,118.49,103.69,6.03,12.05,2318.99,1.15,-18.05,73.3,795.32,4380.15,66.58,URBAN_COST_SURVEY,COST_V1,2025-05-04
2021-08,ES,CITY_ES_0667,103.27,99.79,145.71,114.09,93.98,10.78,5.17,1429.74,1.15,-29.26,110.9,736.9,4032.58,33.34,NATIONAL_PRICE_OBS,COST_V2,2024-01-27
2021-09,CZ,CITY_CZ_0704,92.1,105.88,91.4,102.94,90.63,19.83,8.88,3277.85,-2.61,4.12,93.97,840.2,1968.9,50.56,HICP_CITY_MODEL,COST_V3,2024-04-02
2021-10,HU,CITY_HU_0741,122.54,127.67,156.86,129.84,135.58,6.6,16.23,3312.21,-7.06,-22.96,100.29,1372.16,4139.3,45.33,EUROSTAT_HICP,COST_V1,2024-02-19
2021-11,NL,CITY_NL_0778,127.44,121.86,225.6,120.74,156.28,10.94,13.62,1289.0,-7.45,-37.35,97.06,1768.51,3154.05,39.25,URBAN_COST_SURVEY,COST_V2,2025-12-07
2021-12,SE,CITY_SE_0815,135.87,154.06,284.56,144.84,181.77,12.31,4.39,3956.87,-3.8,-36.7,112.25,705.76,3150.99,44.87,NATIONAL_PRICE_OBS,COST_V3,2024-05-15
2022-01,DK,CITY_DK_0852,139.36,143.74,281.41,143.54,170.33,16.96,3.62,2481.0,0.3,-33.34,127.88,859.06,2292.45,58.11,HICP_CITY_MODEL,COST_V1,2024-01-01
2022-02,IE,CITY_IE_0889,140.98,152.63,320.0,169.05,155.2,14.56,13.89,4020.37,-5.46,-27.17,136.21,1545.03,5556.72,55.47,EUROSTAT_HICP,COST_V2,2024-10-12
2022-03,PL,CITY_PL_0926,97.73,95.48,229.27,91.71,96.89,19.69,15.16,865.36,-1.11,-21.35,105.39,1067.59,4070.91,46.58,URBAN_COST_SURVEY,COST_V3,2025-06-17
2022-04,AT,CITY_AT_0963,113.93,122.13,191.23,109.62,149.97,7.26,14.87,3342.49,5.16,-29.24,129.4,850.71,3943.86,37.88,NATIONAL_PRICE_OBS,COST_V1,2025-06-02
2022-05,EE,CITY_EE_1000,103.99,111.79,275.96,121.08,121.6,21.0,17.43,2091.29,-1.26,-32.13,122.93,1115.99,2777.39,47.35,HICP_CITY_MODEL,COST_V2,2024-01-18
2022-06,IT,CITY_IT_1037,103.67,115.46,241.32,120.49,109.01,20.68,2.38,1553.15,-3.46,-41.29,71.67,603.66,2755.17,79.82,EUROSTAT_HICP,COST_V3,2025-08-04
2022-07,PT,CITY_PT_1074,132.17,142.53,268.76,144.91,128.96,11.89,4.17,1915.0,3.9,-27.54,100.68,725.24,4489.55,39.39,URBAN_COST_SURVEY,COST_V1,2025-08-05
2022-08,BE,CITY_BE_1111,106.23,117.41,130.17,106.44,140.75,9.82,11.57,3879.65,-0.82,-2.48,98.19,1372.69,2976.49,4.49,NATIONAL_PRICE_OBS,COST_V2,2025-02-08
2022-09,FI,CITY_FI_1148,124.91,138.67,168.93,117.74,173.88,10.47,3.5,3373.81,-7.18,-31.03,148.96,817.88,4031.42,29.56,HICP_CITY_MODEL,COST_V3,2025-09-27
2022-10,LV,CITY_LV_1185,99.12,104.92,197.06,114.87,111.39,19.51,8.54,1251.2,-2.59,-18.96,70.98,1562.31,1532.76,27.82,EUROSTAT_HICP,COST_V1,2024-06-04
2022-11,RO,CITY_RO_1222,129.91,145.91,272.75,146.83,119.65,12.99,13.71,1589.32,-1.74,-35.35,81.07,708.76,3581.64,54.42,URBAN_COST_SURVEY,COST_V2,2024-07-08
2022-12,BG,CITY_BG_1259,124.68,119.06,159.78,148.22,131.46,12.57,11.77,1867.18,-5.43,-2.27,118.12,832.32,4560.92,30.47,NATIONAL_PRICE_OBS,COST_V3,2024-06-04
2023-01,FR,CITY_FR_1296,116.03,130.34,140.1,125.64,168.4,9.31,6.94,3039.26,-2.91,-10.9,127.5,1651.49,2644.07,22.08,HICP_CITY_MODEL,COST_V1,2025-01-24
2023-02,LT,CITY_LT_1333,130.16,133.08,179.31,149.37,149.35,10.81,11.47,1171.66,-5.11,-2.32,116.55,722.2,2001.41,39.85,EUROSTAT_HICP,COST_V2,2024-02-19
2023-03,SK,CITY_SK_1370,97.48,111.35,108.38,100.81,100.74,20.58,4.01,3762.42,-5.01,-8.99,128.57,1059.84,3813.26,10.55,URBAN_COST_SURVEY,COST_V3,2025-02-22
2023-04,HR,CITY_HR_1407,111.64,107.44,107.64,105.55,130.44,17.18,2.02,3839.67,2.65,-12.46,80.6,656.95,2434.02,79.58,NATIONAL_PRICE_OBS,COST_V1,2025-10-08
2023-05,DE,CITY_DE_1444,123.57,123.71,148.69,143.4,174.31,15.27,15.1,3388.02,0.14,-29.59,152.01,667.09,2966.48,38.7,HICP_CITY_MODEL,COST_V2,2026-01-07
2023-06,LU,CITY_LU_1481,146.76,147.28,249.74,150.49,172.29,6.49,3.87,4711.57,-6.45,-25.37,110.67,1472.06,4002.73,45.57,EUROSTAT_HICP,COST_V3,2025-08-04
2023-07,SI,CITY_SI_1518,106.31,110.1,118.16,121.42,125.67,9.55,6.69,3460.88,1.98,-1.52,100.58,594.37,2128.68,57.31,URBAN_COST_SURVEY,COST_V1,2024-06-26
2023-08,CY,CITY_CY_1555,97.97,104.21,124.96,107.56,97.59,20.96,4.64,1595.42,2.3,-24.08,117.93,1276.37,2881.24,19.37,NATIONAL_PRICE_OBS,COST_V2,2024-10-31
2023-09,GR,CITY_GR_1592,115.76,113.78,230.13,109.87,122.16,14.69,7.2,1822.76,-3.24,-38.42,87.79,1061.9,3005.35,7.22,HICP_CITY_MODEL,COST_V3,2024-06-29
2023-10,MT,CITY_MT_1629,121.02,136.42,215.46,117.84,137.01,18.87,9.09,1945.78,0.15,-20.91,122.39,1121.92,3558.24,19.6,EUROSTAT_HICP,COST_V1,2025-12-13
2023-11,ES,CITY_ES_1666,136.16,134.99,206.2,149.34,143.84,11.43,7.98,975.76,-0.93,-15.06,128.04,1288.1,2533.93,11.66,URBAN_COST_SURVEY,COST_V2,2024-12-12
2023-12,CZ,CITY_CZ_1703,119.32,137.03,203.85,137.56,137.33,17.05,14.64,3529.31,-6.48,-18.98,106.13,1505.43,4109.58,30.9,NATIONAL_PRICE_OBS,COST_V3,2025-09-17
2024-01,HU,CITY_HU_1740,83.33,92.1,166.2,83.58,75.64,13.63,6.77,1653.84,1.64,-23.85,73.58,1263.87,4094.59,36.27,HICP_CITY_MODEL,COST_V1,2024-02-16
2024-02,NL,CITY_NL_1777,126.54,123.31,153.56,118.01,162.26,17.9,5.37,2365.18,1.69,-26.92,96.39,1642.18,5922.44,27.16,EUROSTAT_HICP,COST_V2,2024-04-25
2024-03,SE,CITY_SE_1814,104.76,110.03,102.07,102.29,127.0,21.74,9.6,2591.6,-0.11,-3.86,111.85,1580.52,3824.24,49.23,URBAN_COST_SURVEY,COST_V3,2025-05-28
2024-04,DK,CITY_DK_1851,96.67,109.49,180.65,93.54,130.45,17.61,16.4,3167.26,6.05,-10.55,132.37,755.43,5454.07,54.17,NATIONAL_PRICE_OBS,COST_V1,2025-05-31
2024-05,IE,CITY_IE_1888,99.06,111.71,186.51,112.01,125.74,8.27,8.46,1239.85,2.84,-36.4,131.26,772.91,3402.15,37.65,HICP_CITY_MODEL,COST_V2,2024-12-04
2024-06,PL,CITY_PL_1925,119.44,136.98,116.77,140.64,130.05,17.75,13.0,3250.02,-4.95,-14.18,70.24,1581.34,1627.79,17.06,EUROSTAT_HICP,COST_V3,2026-02-22
2024-07,AT,CITY_AT_1962,109.31,124.73,191.05,118.87,148.82,16.14,7.38,1138.66,4.02,-26.43,99.54,1319.78,5247.13,12.18,URBAN_COST_SURVEY,COST_V1,2024-12-05
2024-08,EE,CITY_EE_1999,104.41,103.67,154.46,99.41,103.48,21.31,14.83,2926.36,2.73,-17.63,85.24,1133.51,3813.04,35.41,NATIONAL_PRICE_OBS,COST_V2,2024-07-21
2024-09,IT,CITY_IT_2036,101.49,112.82,139.62,99.19,118.37,8.51,12.01,3652.3,2.58,-28.57,83.75,1392.29,1540.93,78.44,HICP_CITY_MODEL,COST_V3,2025-06-29
2024-10,PT,CITY_PT_2073,117.24,125.45,228.24,119.87,113.14,16.29,13.45,3841.62,3.52,-26.73,84.23,602.6,1757.59,77.05,EUROSTAT_HICP,COST_V1,2025-02-03
2024-11,BE,CITY_BE_2110,124.55,127.38,248.29,130.18,148.68,7.13,4.93,2424.52,2.08,-15.16,141.88,1375.61,1700.68,40.1,URBAN_COST_SURVEY,COST_V2,2025-01-02
2024-12,FI,CITY_FI_2147,117.9,115.19,208.66,117.11,173.48,23.87,16.17,2440.05,3.52,-15.48,153.64,1077.43,2087.27,7.1,NATIONAL_PRICE_OBS,COST_V3,2025-12-09
2025-01,LV,CITY_LV_2184,107.3,109.75,114.76,106.16,125.01,12.78,6.24,1940.64,0.33,-20.38,123.42,1217.38,3418.6,49.94,HICP_CITY_MODEL,COST_V1,2025-06-17
2025-02,RO,CITY_RO_2221,122.16,137.94,255.0,115.17,140.2,22.75,20.1,3170.57,-3.53,-34.89,91.44,889.55,3754.19,32.92,EUROSTAT_HICP,COST_V2,2024-05-06
2025-03,BG,CITY_BG_2258,112.76,122.44,136.8,122.01,115.48,12.93,14.72,3333.77,-0.33,-22.75,88.17,1203.16,1736.71,9.64,URBAN_COST_SURVEY,COST_V3,2026-01-06
2025-04,FR,CITY_FR_2295,102.62,110.64,136.12,104.58,135.26,19.63,3.07,2749.1,3.8,-13.42,124.48,1442.2,5186.13,68.76,NATIONAL_PRICE_OBS,COST_V1,2025-03-13
2025-05,LT,CITY_LT_2332,121.31,136.17,169.15,136.34,110.26,11.83,12.9,3135.67,-1.67,-0.86,121.51,795.19,3950.83,42.8,HICP_CITY_MODEL,COST_V2,2025-04-07
2025-06,SK,CITY_SK_2369,113.16,114.22,153.84,131.02,127.39,12.15,16.74,1067.39,3.69,-0.33,91.99,593.77,2936.34,7.71,EUROSTAT_HICP,COST_V3,2026-02-03
2025-07,HR,CITY_HR_2406,112.66,114.75,178.09,115.04,123.37,12.86,4.85,1213.77,-1.2,-34.9,103.47,1277.52,3727.1,23.33,URBAN_COST_SURVEY,COST_V1,2024-02-20
2025-08,DE,CITY_DE_2443,110.22,118.47,159.1,102.86,158.86,13.43,16.89,4851.28,4.32,-9.81,137.55,716.35,5989.48,33.82,NATIONAL_PRICE_OBS,COST_V2,2025-11-02
2025-09,LU,CITY_LU_2480,105.79,102.75,212.13,98.53,135.59,14.06,4.24,4050.35,-1.89,-15.46,149.72,1811.02,2863.1,24.28,HICP_CITY_MODEL,COST_V3,2026-01-12
2025-10,SI,CITY_SI_2517,103.15,106.93,94.84,110.27,106.24,8.99,12.73,1470.42,3.04,5.67,109.72,566.29,2820.35,15.66,EUROSTAT_HICP,COST_V1,2025-05-05
2025-11,CY,CITY_CY_2554,96.1,106.01,156.52,113.26,108.54,14.75,3.12,3555.44,3.58,-7.46,102.0,1506.68,3919.78,34.65,URBAN_COST_SURVEY,COST_V2,2025-02-21
2025-12,GR,CITY_GR_2591,118.95,116.87,230.8,137.68,136.64,8.58,11.73,3431.39,0.58,-37.17,77.89,1044.61,3214.73,60.26,NATIONAL_PRICE_OBS,COST_V3,2024-10-30
2026-01,MT,CITY_MT_2628,100.55,110.23,122.01,116.16,100.0,5.8,5.05,2647.11,-2.17,2.85,110.81,1264.23,3727.55,55.13,HICP_CITY_MODEL,COST_V1,2024-04-14
2026-02,ES,CITY_ES_2665,89.59,89.54,82.57,95.9,83.55,19.53,9.62,1572.09,3.28,6.92,75.07,556.4,1722.97,27.25,EUROSTAT_HICP,COST_V2,2024-02-22
2026-03,CZ,CITY_CZ_2702,107.27,121.26,144.8,120.65,123.32,24.68,14.49,3637.94,4.64,-31.48,113.87,939.96,3531.8,25.93,URBAN_COST_SURVEY,COST_V3,2025-06-02
2026-04,HU,CITY_HU_2739,94.1,96.69,84.77,102.69,109.77,15.06,12.81,835.74,4.73,-23.13,101.96,629.19,1723.72,8.67,NATIONAL_PRICE_OBS,COST_V1,2025-10-20
2026-05,NL,CITY_NL_2776,114.77,115.32,122.03,115.42,149.55,8.43,8.85,1344.03,-4.63,-22.26,149.19,1024.52,2173.56,20.64,HICP_CITY_MODEL,COST_V2,2025-01-14
2026-06,SE,CITY_SE_2813,108.22,103.6,148.48,120.59,131.69,24.54,17.31,4191.18,-6.18,-3.72,153.05,950.42,5809.22,7.03,EUROSTAT_HICP,COST_V3,2024-09-24
2026-07,DK,CITY_DK_2850,103.63,109.89,146.73,98.98,122.84,23.11,15.02,3487.39,-5.67,-13.89,99.39,1508.14,3141.01,24.91,URBAN_COST_SURVEY,COST_V1,2025-01-23
2026-08,IE,CITY_IE_2887,107.33,121.22,186.17,107.85,119.74,11.44,6.18,3966.09,-4.5,-24.0,133.06,1095.72,4515.31,7.53,NATIONAL_PRICE_OBS,COST_V2,2025-10-03
2026-09,PL,CITY_PL_2924,102.61,116.08,120.74,105.22,95.35,9.3,1.71,1175.97,2.41,-11.57,115.71,1351.88,3230.98,41.87,HICP_CITY_MODEL,COST_V3,2024-01-20
2026-10,AT,CITY_AT_2961,124.42,122.14,148.54,129.14,137.8,11.76,5.29,3380.21,4.33,-5.33,137.76,1255.08,6094.43,35.84,EUROSTAT_HICP,COST_V1,2024-01-24
2026-11,EE,CITY_EE_2998,87.96,95.28,131.91,95.01,98.71,17.88,7.66,3080.17,-3.45,-32.37,81.65,1436.01,3734.12,17.33,URBAN_COST_SURVEY,COST_V2,2025-11-16
2026-12,IT,CITY_IT_3035,104.55,118.11,189.84,100.46,126.83,23.02,5.96,3242.42,-5.42,-6.95,88.45,1260.33,4593.5,37.26,NATIONAL_PRICE_OBS,COST_V3,2025-03-25
2016-01,PT,CITY_PT_3072,109.99,108.47,129.53,107.62,121.34,15.39,8.96,1392.12,2.2,-25.35,76.11,788.23,2427.98,62.54,HICP_CITY_MODEL,COST_V1,2025-07-05
2016-02,BE,CITY_BE_3109,104.94,116.31,190.87,115.46,146.78,19.75,11.34,4808.62,5.55,-8.33,143.37,1485.88,5935.82,43.94,EUROSTAT_HICP,COST_V2,2024-11-17
2016-03,FI,CITY_FI_3146,128.18,130.2,186.15,141.81,143.17,24.26,13.59,1889.04,-0.94,-36.68,114.64,832.05,5372.18,28.46,URBAN_COST_SURVEY,COST_V3,2024-06-18
2016-04,LV,CITY_LV_3183,95.64,91.67,195.81,99.41,92.25,17.16,10.26,857.59,0.98,-10.84,81.76,730.76,1474.86,51.47,NATIONAL_PRICE_OBS,COST_V1,2025-07-27
2016-05,RO,CITY_RO_3220,110.07,125.48,104.33,113.96,127.09,19.64,15.01,3297.1,-2.65,-11.48,98.99,896.65,2935.13,35.32,HICP_CITY_MODEL,COST_V2,2025-08-28
2016-06,BG,CITY_BG_3257,95.24,92.09,119.69,110.17,96.08,17.85,11.72,2393.89,5.89,-27.36,123.84,766.66,2102.22,6.97,EUROSTAT_HICP,COST_V3,2024-04-23
2016-07,FR,CITY_FR_3294,96.81,98.01,150.87,109.41,130.52,23.38,11.16,2207.44,5.92,-31.84,164.04,1846.75,4046.89,31.59,URBAN_COST_SURVEY,COST_V1,2024-09-17
2016-08,LT,CITY_LT_3331,86.3,82.34,115.52,99.86,101.07,14.91,13.82,2949.94,-1.76,-8.95,93.91,1107.79,3199.27,14.0,NATIONAL_PRICE_OBS,COST_V2,2024-04-04
2016-09,SK,CITY_SK_3368,101.66,114.7,190.51,93.71,101.93,7.22,13.15,1558.17,-1.61,-11.94,76.75,602.56,2059.84,19.91,HICP_CITY_MODEL,COST_V3,2024-04-08
2016-10,HR,CITY_HR_3405,118.27,113.44,217.13,123.96,122.62,23.19,9.92,3177.15,4.25,-25.6,122.26,857.14,3073.18,13.35,EUROSTAT_HICP,COST_V1,2025-08-10
2016-11,DE,CITY_DE_3442,98.9,113.08,143.56,109.81,131.75,18.92,10.47,4275.1,5.0,-7.26,131.64,1305.17,2540.32,54.97,URBAN_COST_SURVEY,COST_V2,2024-01-06
2016-12,LU,CITY_LU_3479,114.31,121.25,239.46,134.72,159.69,15.75,14.07,1093.19,1.61,-32.64,95.02,683.44,3424.54,55.08,NATIONAL_PRICE_OBS,COST_V3,2025-05-26
2017-01,SI,CITY_SI_3516,103.37,109.28,137.92,115.62,101.17,20.52,11.29,3453.76,3.54,-1.8,84.9,581.7,2619.34,10.24,HICP_CITY_MODEL,COST_V1,2024-07-04
2017-02,CY,CITY_CY_3553,104.84,106.24,147.24,102.35,95.97,20.97,11.31,2824.78,4.12,-29.69,76.58,642.15,1399.24,47.45,EUROSTAT_HICP,COST_V2,2024-08-11
2017-03,GR,CITY_GR_3590,93.09,104.12,194.66,98.22,103.25,13.04,3.22,3537.03,-4.54,-28.8,89.28,1314.58,2756.93,28.64,URBAN_COST_SURVEY,COST_V3,2026-02-24
2017-04,MT,CITY_MT_3627,97.31,93.76,109.05,98.46,101.1,6.94,5.86,1000.87,-2.48,0.62,95.84,1449.21,3918.31,76.15,NATIONAL_PRICE_OBS,COST_V1,2025-06-21
2017-05,ES,CITY_ES_3664,107.4,117.85,111.11,116.09,125.51,15.36,3.26,3005.69,-3.88,-14.99,117.8,800.01,3887.89,80.12,HICP_CITY_MODEL,COST_V2,2024-05-24
2017-06,CZ,CITY_CZ_3701,88.67,91.7,89.57,93.98,103.37,17.64,3.37,976.04,-2.45,-10.31,124.44,1609.06,1358.83,55.35,EUROSTAT_HICP,COST_V3,2025-09-02
2017-07,HU,CITY_HU_3738,108.33,118.01,177.49,110.67,105.49,21.12,7.89,2525.35,-5.42,-24.92,114.23,550.78,1402.09,37.17,URBAN_COST_SURVEY,COST_V1,2024-03-05
2017-08,NL,CITY_NL_3775,124.56,131.38,254.42,147.66,160.78,21.99,14.58,3021.11,3.94,-13.08,97.94,1596.33,3905.97,22.59,NATIONAL_PRICE_OBS,COST_V2,2024-05-02
2017-09,SE,CITY_SE_3812,125.14,127.41,226.2,144.3,155.05,6.79,9.9,3121.78,-0.27,-35.43,148.24,1574.79,3253.52,7.34,HICP_CITY_MODEL,COST_V3,2025-07-24
2017-10,DK,CITY_DK_3849,119.83,118.16,234.3,127.62,143.83,8.58,12.03,4748.24,-3.83,-23.17,100.19,1430.36,5302.12,53.28,EUROSTAT_HICP,COST_V1,2025-06-15
2017-11,IE,CITY_IE_3886,110.92,111.63,112.02,111.32,128.32,13.34,6.11,2029.35,-1.9,-8.4,114.11,1578.33,1983.52,18.73,URBAN_COST_SURVEY,COST_V2,2024-07-01
2017-12,PL,CITY_PL_3923,100.04,99.68,159.76,113.66,92.42,8.36,2.8,1244.58,-1.34,-18.37,75.82,1163.59,4383.51,13.52,NATIONAL_PRICE_OBS,COST_V3,2024-08-01
2018-01,AT,CITY_AT_3960,129.43,134.25,203.2,128.31,186.89,7.24,4.82,2892.05,2.32,-34.28,112.83,1131.65,5250.98,43.83,HICP_CITY_MODEL,COST_V1,2024-09-07
2018-02,EE,CITY_EE_3997,94.79,90.46,125.78,97.76,96.05,7.48,3.77,3274.03,-1.26,0.74,104.86,1221.94,4224.36,17.1,EUROSTAT_HICP,COST_V2,2025-06-15
2018-03,IT,CITY_IT_4034,96.67,103.03,190.49,105.2,88.53,10.56,2.2,2217.23,5.45,-13.94,74.16,1512.93,2536.98,13.31,URBAN_COST_SURVEY,COST_V3,2024-01-28
2018-04,PT,CITY_PT_4071,103.75,101.44,153.03,117.03,118.02,9.98,11.06,1827.98,0.25,-20.72,109.27,858.91,3148.6,74.43,NATIONAL_PRICE_OBS,COST_V1,2025-07-25
2018-05,BE,CITY_BE_4108,93.85,97.52,156.2,91.6,110.71,20.99,3.09,2593.58,-3.41,1.28,149.49,1030.43,4956.57,48.35,HICP_CITY_MODEL,COST_V2,2025-05-12
2018-06,FI,CITY_FI_4145,101.26,103.91,176.84,120.44,133.39,24.46,15.3,1670.05,-0.72,-32.92,116.56,936.02,4121.9,45.52,EUROSTAT_HICP,COST_V3,2025-02-24
2018-07,LV,CITY_LV_4182,91.34,102.93,93.11,88.14,103.42,18.05,14.39,2916.35,-0.36,-6.52,113.7,1478.54,4205.21,33.96,URBAN_COST_SURVEY,COST_V1,2026-02-06
2018-08,RO,CITY_RO_4219,91.48,98.46,112.48,102.5,97.59,5.95,10.3,3349.14,-4.46,-13.95,126.31,839.14,4341.51,15.42,NATIONAL_PRICE_OBS,COST_V2,2025-12-27
2018-09,BG,CITY_BG_4256,121.75,119.74,214.21,145.71,145.16,15.28,19.54,2520.82,2.51,-22.73,127.99,693.78,1607.68,54.66,HICP_CITY_MODEL,COST_V3,2024-08-09
2018-10,FR,CITY_FR_4293,107.71,122.83,173.24,118.24,122.35,19.63,5.92,3935.68,2.3,-5.24,109.27,1164.14,6075.97,55.11,EUROSTAT_HICP,COST_V1,2025-11-11
2018-11,LT,CITY_LT_4330,122.38,118.09,111.71,116.67,124.82,16.07,8.23,2745.84,-3.28,-27.49,109.87,1601.12,4407.52,48.17,URBAN_COST_SURVEY,COST_V2,2025-05-11
2018-12,SK,CITY_SK_4367,92.64,92.09,102.75,109.25,91.07,10.14,7.23,3434.28,-4.17,-6.95,87.04,1060.48,3255.38,46.23,NATIONAL_PRICE_OBS,COST_V3,2024-01-30
2019-01,HR,CITY_HR_4404,113.07,107.64,214.26,113.03,130.04,13.39,10.58,3277.82,-3.2,-14.42,84.99,929.15,2493.27,70.65,HICP_CITY_MODEL,COST_V1,2025-01-22
2019-02,DE,CITY_DE_4441,121.84,127.86,191.36,126.0,137.0,14.85,16.36,2979.93,-4.85,-2.82,90.66,707.06,4354.64,27.41,EUROSTAT_HICP,COST_V2,2024-06-30
2019-03,LU,CITY_LU_4478,112.76,116.99,196.78,123.45,159.87,20.03,15.01,2413.14,-2.08,-30.36,149.17,1412.96,5532.99,29.72,URBAN_COST_SURVEY,COST_V3,2025-05-16
2019-04,SI,CITY_SI_4515,86.85,83.96,114.84,80.66,80.37,15.78,11.01,3396.64,5.32,-29.55,115.04,1427.38,4590.29,6.82,NATIONAL_PRICE_OBS,COST_V1,2025-03-02
2019-05,CY,CITY_CY_4552,99.39,96.14,177.68,117.74,96.4,14.77,13.38,2395.01,3.29,-31.94,124.49,568.96,2282.53,50.57,HICP_CITY_MODEL,COST_V2,2024-03-11
2019-06,GR,CITY_GR_4589,118.12,118.51,178.69,136.27,112.33,20.56,19.15,2811.79,-3.56,-33.41,107.2,1515.94,2013.17,27.15,EUROSTAT_HICP,COST_V3,2025-10-21
2019-07,MT,CITY_MT_4626,100.19,103.82,198.16,97.96,99.08,6.57,6.28,1361.25,2.43,-15.55,112.45,1001.62,1580.35,13.58,URBAN_COST_SURVEY,COST_V1,2026-02-21
2019-08,ES,CITY_ES_4663,113.11,124.82,188.99,124.23,124.51,18.16,11.14,2381.79,-1.38,-14.35,107.14,1142.55,2223.14,29.68,NATIONAL_PRICE_OBS,COST_V2,2025-05-03
2019-09,CZ,CITY_CZ_4700,112.66,128.28,182.98,112.24,108.01,19.75,2.69,1473.32,-1.6,-33.27,89.38,513.22,3589.35,35.32,HICP_CITY_MODEL,COST_V3,2025-12-18
2019-10,HU,CITY_HU_4737,121.02,118.72,173.74,129.37,139.2,16.52,17.3,933.17,-0.52,-11.72,73.17,919.2,3449.23,19.6,EUROSTAT_HICP,COST_V1,2024-12-04
