agri_cap_reference_year,agri_cap_country_iso2,agri_cap_region_nuts_code,agri_cap_farm_id_hash,agri_cap_farm_size_ha,agri_cap_farm_type_code,agri_cap_pillar_code,agri_cap_intervention_code,agri_cap_payment_amount_eur,agri_cap_payment_type_code,agri_cap_eco_scheme_flag,agri_cap_greening_requirement_flag,agri_cap_conditionality_noncompliance_flag,agri_cap_organic_farming_flag,agri_cap_natura2000_constraint_flag,agri_cap_young_farmer_support_flag,agri_cap_aecs_participation_flag,agri_cap_monitoring_satellite_flag,agri_cap_eu_funds_source,agri_cap_data_extract_date
2020,PL,LT67,755723d05f57f83ca2c1b09d,55.28,PIGS_POULTRY,MIXED,AECM,11481.21,TOP_UP,1,0,1,0,0,0,1,1,EAFRD,2024-08-11
2021,ES,NL49,971e6239afbfaf1423d403f7,24.98,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,BISS,7710.19,RESULT_BASED,0,0,0,0,0,0,0,1,EAGF,2024-10-27
2022,HR,SI96,f7ef0f386489528e5d566c89,61.18,DAIRY,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,13544.85,LUMP_SUM,0,0,1,0,0,0,0,1,NATIONAL_TOPUP,2025-12-25
2023,FI,AT469,6c32d0ea0786f3d3d821f4a5,12.33,ORCHARD,MIXED,ECO_SCHEME,3470.86,CO_FINANCED,1,1,0,0,0,0,0,1,RRF_COFIN,2024-11-23
2024,IE,SE62,2049593baff12e57edd7b1db,12.65,OLIVE,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,3856.8,ANNUAL,0,1,1,0,0,1,0,1,EAFRD,2024-10-05
2025,MT,MT28,652af2cc0df1f4feb05eecfe,35.01,MIXED,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,4684.11,TOP_UP,1,1,0,0,0,0,0,0,EAGF,2024-10-18
2026,SK,MT25,8d81d7a68fa4bcc5b288c0ee,101.56,OTHER,MIXED,CRISS,44712.06,RESULT_BASED,0,1,0,1,1,0,0,1,NATIONAL_TOPUP,2025-11-08
2014,BE,DK2,281069f88c3cfac72f05ce75,14.61,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,7023.7,LUMP_SUM,0,0,0,0,0,0,0,1,RRF_COFIN,2024-11-01
2015,DK,IE20,9039df24d417203c13c39a2e,17.65,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,AECM,6184.18,CO_FINANCED,0,0,0,0,0,0,1,1,EAFRD,2025-07-10
2016,GR,LV147,ab5d5889439845650b63626f,12.84,ARABLE,MIXED,BISS,3000.44,ANNUAL,0,1,1,0,0,0,0,0,EAGF,2026-01-26
2017,LT,BE894,d0055ea4d4560cea38c9f25f,42.36,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,4863.84,TOP_UP,0,0,0,1,0,0,0,1,NATIONAL_TOPUP,2025-07-03
2018,PT,EE4,f36e7843282d56bb00f5403c,37.72,VINEYARD,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,10133.22,RESULT_BASED,1,1,0,0,0,0,0,1,RRF_COFIN,2025-01-10
2019,SE,CY75,bdebf0d14ef7592bc359c681,13.3,DAIRY,MIXED,YOUNG_FARMERS,6636.47,LUMP_SUM,0,0,0,1,0,1,0,0,EAFRD,2025-12-24
2020,CY,DE937,fcf3a8f0c683863eb3027334,22.73,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,5314.97,CO_FINANCED,1,1,0,0,0,0,1,1,EAGF,2025-10-03
2021,FR,NL6,ca5e27b564ca13431a706075,27.99,OLIVE,PILLAR1_DIRECT_PAYMENTS,CRISS,3021.73,ANNUAL,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-12-31
2022,IT,HR55,61ca986e6393b7bcfafc3836,19.86,MIXED,MIXED,RISK_MANAGEMENT,8680.1,TOP_UP,0,0,0,0,0,1,0,0,RRF_COFIN,2025-08-13
2023,NL,LT50,0275a1a6a0281b5e875164ca,23.4,OTHER,PILLAR2_RURAL_DEVELOPMENT,AECM,11722.16,RESULT_BASED,1,1,0,0,0,0,1,1,EAFRD,2025-05-11
2024,SI,DE382,f81ec0eab4bf3ecf02d46b26,11.68,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,BISS,1632.49,LUMP_SUM,1,1,0,0,0,0,0,1,EAGF,2025-03-20
2025,BG,BE500,19aab4c62b4092a83a4e8287,47.92,HORTICULTURE,MIXED,INVESTMENT_AID,12081.68,CO_FINANCED,0,1,0,1,0,0,1,1,NATIONAL_TOPUP,2025-08-07
2026,EE,LV496,eb68d875e9e48028d03d7932,61.31,ARABLE,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,14585.31,ANNUAL,1,1,0,0,0,0,1,1,RRF_COFIN,2025-10-02
2014,HU,RO3,fac662c44ca45dab5b84cca7,82.88,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,9075.39,TOP_UP,0,1,0,0,0,1,0,1,EAFRD,2025-08-24
2015,LU,PL216,0f2adafeed6141a5932e94a3,18.29,VINEYARD,MIXED,LESS_FAVOURED_AREA,8703.67,RESULT_BASED,0,0,0,0,0,0,1,0,EAGF,2024-11-12
2016,RO,NL752,5e896d08dc469211aab1f46e,33.57,DAIRY,PILLAR2_RURAL_DEVELOPMENT,CRISS,9185.44,LUMP_SUM,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-03-24
2017,AT,PT29,2f273aff2e56bc173a56ac87,14.2,ORCHARD,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,4047.26,CO_FINANCED,0,0,0,1,0,0,0,1,RRF_COFIN,2024-09-04
2018,CZ,DK30,fe689bd8b080707a0651d310,12.15,OLIVE,MIXED,AECM,1913.2,ANNUAL,1,0,0,0,0,0,1,1,EAFRD,2025-05-25
2019,DE,LV28,7c9e2ccf4376e12b23df6d1b,10.39,MIXED,PILLAR2_RURAL_DEVELOPMENT,BISS,5186.03,TOP_UP,0,1,0,1,0,0,0,1,EAGF,2024-09-20
2020,LV,ES1,143aa2968755f0b5bd15cd96,17.46,OTHER,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,4415.63,RESULT_BASED,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-06-13
2021,PL,AT684,0249977fa39a5db853428c0d,26.2,SHEEP_GOAT,MIXED,ECO_SCHEME,7661.5,LUMP_SUM,0,1,0,0,0,0,0,1,RRF_COFIN,2024-07-25
2022,ES,MT3,70b198cc8c430326bb6dc670,29.69,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,6773.15,CO_FINANCED,0,0,0,1,0,1,0,0,EAFRD,2024-11-24
2023,HR,CZ269,63206e4516a3971d8b9ce9ca,47.05,ARABLE,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,9857.34,ANNUAL,0,0,0,0,0,0,0,1,EAGF,2024-10-22
2024,FI,GR90,c04ca7bfae2ed2f1b9d00673,10.43,PIGS_POULTRY,MIXED,CRISS,980.42,TOP_UP,1,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-04-07
2025,IE,RO9,f0986f5a769902f0b4efcfaa,23.65,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,9400.97,RESULT_BASED,0,1,0,1,0,0,0,1,RRF_COFIN,2025-01-23
2026,MT,GR450,e7cefc47db6875f5ed33211f,21.68,DAIRY,PILLAR1_DIRECT_PAYMENTS,AECM,10567.24,LUMP_SUM,1,1,0,0,1,0,1,1,EAFRD,2024-11-29
2014,SK,RO885,4b4cc6adb36566341d58ce68,19.86,ORCHARD,MIXED,BISS,6036.86,CO_FINANCED,0,0,0,0,0,0,0,1,EAGF,2024-04-14
2015,BE,RO84,2022a5e70c463d93fa741f60,22.23,OLIVE,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,4003.39,ANNUAL,1,1,0,0,1,0,0,1,NATIONAL_TOPUP,2024-10-16
2016,DK,SE33,eff00cd978726a74b50b346c,6.27,MIXED,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,998.46,TOP_UP,1,1,0,0,0,0,0,1,RRF_COFIN,2025-05-08
2017,GR,AT2,543c5f6fbb2e624715b024ea,11.6,OTHER,MIXED,YOUNG_FARMERS,5246.37,RESULT_BASED,0,1,0,0,0,1,0,1,EAFRD,2025-08-03
2018,LT,SK912,be115eac77be45b12913a14e,23.98,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,4676.86,LUMP_SUM,0,0,0,0,0,0,0,1,EAGF,2025-12-20
2019,PT,LU813,6ed292dbee943eeef4c2442b,34.48,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,CRISS,6358.6,CO_FINANCED,0,0,0,1,0,0,0,1,NATIONAL_TOPUP,2025-07-22
2020,SE,CY18,9bac39df4d1a06a1f70ee7d4,24.21,ARABLE,MIXED,RISK_MANAGEMENT,3616.85,ANNUAL,0,1,0,0,1,0,0,0,RRF_COFIN,2025-07-11
2021,CY,RO15,ded4b5411d03a3fa82c71801,33.9,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,AECM,13682.78,TOP_UP,1,0,0,0,0,0,1,1,EAFRD,2024-04-16
2022,FR,BG3,02f04593e0a0d0dcc34a79e0,62.49,VINEYARD,PILLAR1_DIRECT_PAYMENTS,BISS,24236.3,RESULT_BASED,0,1,1,0,1,0,0,1,EAGF,2025-06-11
2023,IT,HR4,42f50258b0f96da94d2c3f09,77.93,DAIRY,MIXED,INVESTMENT_AID,23427.88,LUMP_SUM,1,1,0,0,1,0,0,0,NATIONAL_TOPUP,2025-04-28
2024,NL,AT30,49efa20871f6be1497c74742,18.42,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,3054.78,CO_FINANCED,1,1,0,1,0,0,0,0,RRF_COFIN,2025-02-14
2025,SI,MT86,4dc641d496f450ce8b910dd4,25.68,OLIVE,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,9102.93,ANNUAL,0,1,0,1,0,1,0,1,EAFRD,2024-07-02
2026,BG,PT466,25ced5b731a5abede850d5a7,15.7,MIXED,MIXED,LESS_FAVOURED_AREA,8077.68,TOP_UP,0,0,0,0,1,0,0,0,EAGF,2024-01-22
2014,EE,HU19,85aebb571c49b02d83570622,33.13,OTHER,PILLAR2_RURAL_DEVELOPMENT,CRISS,13504.84,RESULT_BASED,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2025-04-22
2015,HU,GR486,4f0df804305373397047fe76,14.92,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,3305.24,LUMP_SUM,0,1,0,0,0,0,0,1,RRF_COFIN,2025-03-12
2016,LU,LU975,4111bd0a3f3acfdbc3bec421,19.89,HORTICULTURE,MIXED,AECM,5814.9,CO_FINANCED,1,1,0,0,0,0,0,0,EAFRD,2024-08-01
2017,RO,LV851,d5960f79791a46772ed69faf,29.03,ARABLE,PILLAR2_RURAL_DEVELOPMENT,BISS,10324.75,ANNUAL,1,0,0,0,0,0,0,1,EAGF,2024-08-30
2018,AT,GR60,828c05d786bba6c569c197a7,23.36,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,8405.2,TOP_UP,0,1,0,0,0,0,1,0,NATIONAL_TOPUP,2024-10-31
2019,CZ,CZ63,f2dabfb61c6349ef2e7c95d1,14.92,VINEYARD,MIXED,ECO_SCHEME,7849.71,RESULT_BASED,1,1,0,1,0,0,0,1,RRF_COFIN,2024-03-12
2020,DE,MT4,99b68174496cf9432b88803f,33.1,DAIRY,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,12258.94,LUMP_SUM,0,1,0,0,0,1,0,1,EAFRD,2024-12-26
2021,LV,LU612,4d9f39572ab95a24a2383f17,31.8,ORCHARD,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,5515.03,CO_FINANCED,0,1,0,0,0,0,1,1,EAGF,2025-04-04
2022,PL,NL798,c75c0d84f229afa9c6216ae7,24.7,OLIVE,MIXED,CRISS,4585.43,ANNUAL,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-09-05
2023,ES,LV1,0d9486ed02679d5afce916b1,30.68,MIXED,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,7110.52,TOP_UP,0,1,0,0,0,0,0,1,RRF_COFIN,2024-07-17
2024,HR,LU943,05fced6466ec37dfa5af718c,44.65,OTHER,PILLAR1_DIRECT_PAYMENTS,AECM,13688.35,RESULT_BASED,1,1,0,0,0,0,1,0,EAFRD,2025-11-25
2025,FI,LT871,47861c7b9cd5ca0eaf3e5b20,38.82,SHEEP_GOAT,MIXED,BISS,9922.86,LUMP_SUM,0,0,0,0,0,0,0,0,EAGF,2024-11-18
2026,IE,BE626,f8843d6474bff47d256f3137,29.05,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,8173.74,CO_FINANCED,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2025-06-22
2014,MT,BG57,1956277205b5d61e08c1403c,11.51,ARABLE,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,2897.58,ANNUAL,0,0,0,0,0,0,0,1,RRF_COFIN,2025-09-16
2015,SK,PT715,5f860cb5bba4fe7ca11b0a73,14.05,PIGS_POULTRY,MIXED,YOUNG_FARMERS,3445.56,TOP_UP,0,1,0,0,0,1,0,0,EAFRD,2025-11-14
2016,BE,FR703,cbfd8282adaed519d7a40023,19.25,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,4383.45,RESULT_BASED,0,1,0,1,1,0,0,0,EAGF,2024-01-02
2017,DK,IT170,6c3b559f0f184c8d79c4b451,67.48,DAIRY,PILLAR1_DIRECT_PAYMENTS,CRISS,33585.44,LUMP_SUM,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-01-08
2018,GR,GR837,4eb09a8a73f3935ceed67ed4,22.83,ORCHARD,MIXED,RISK_MANAGEMENT,9446.75,CO_FINANCED,0,0,0,0,0,0,0,1,RRF_COFIN,2025-04-08
2019,LT,PT983,6e913af567bf1513ec852306,27.42,OLIVE,PILLAR2_RURAL_DEVELOPMENT,AECM,9084.11,ANNUAL,1,1,0,1,1,0,0,1,EAFRD,2024-06-16
2020,PT,FI957,ef9463a0b5b369e2fbd5f37f,52.97,MIXED,PILLAR1_DIRECT_PAYMENTS,BISS,18407.75,TOP_UP,0,1,0,0,0,0,0,0,EAGF,2024-12-19
2021,SE,DE56,ecbfe9bdbdedd3cebd452219,16.37,OTHER,MIXED,INVESTMENT_AID,5536.92,RESULT_BASED,0,0,0,0,0,0,1,1,NATIONAL_TOPUP,2024-11-10
2022,CY,GR844,d021c97e018e6927787586ef,34.32,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,5434.45,LUMP_SUM,1,1,0,0,0,0,0,0,RRF_COFIN,2024-02-05
2023,FR,MT6,9e158aa75a3c9607c966baf4,23.83,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,3839.1,CO_FINANCED,1,1,0,0,1,1,1,1,EAFRD,2024-06-08
2024,IT,ES42,c259ddc58203c4c3d4ba5f3d,18.89,ARABLE,MIXED,LESS_FAVOURED_AREA,5090.46,ANNUAL,0,0,0,0,0,0,0,0,EAGF,2025-04-01
2025,NL,AT1,a0c75d7b44941093dd266675,21.52,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,CRISS,3283.86,TOP_UP,1,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-05-01
2026,SI,SK589,43270bd467766f23720fa15d,26.14,VINEYARD,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,7889.6,RESULT_BASED,0,1,0,0,0,0,1,0,RRF_COFIN,2024-01-21
2014,BG,BE80,322788a3388aa2613e9d138b,30.04,DAIRY,MIXED,AECM,12037.58,LUMP_SUM,1,1,0,0,1,0,0,1,EAFRD,2025-02-08
2015,EE,FR34,3faf13bb1104b6e0c6dbfdb9,7.04,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,BISS,1298.43,CO_FINANCED,0,1,0,0,0,0,0,0,EAGF,2024-07-21
2016,HU,AT6,57df4ef0e7e09584cde65dc8,33.26,OLIVE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,11679.84,ANNUAL,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2026-02-08
2017,LU,ES864,f968b19c27d8127eec844aa1,27.7,MIXED,MIXED,ECO_SCHEME,2688.61,TOP_UP,1,1,0,0,0,0,0,1,RRF_COFIN,2024-11-17
2018,RO,RO268,a59c8b4afb555def2842539b,38.21,OTHER,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,16220.17,RESULT_BASED,0,0,0,0,0,1,0,1,EAFRD,2025-10-03
2019,AT,NL62,78dafafdb344a265dcd91e6b,21.75,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,3666.16,LUMP_SUM,1,0,0,0,0,0,0,1,EAGF,2025-06-21
2020,CZ,LV383,0f1a0c34244027d163205cb4,16.28,HORTICULTURE,MIXED,CRISS,3021.96,CO_FINANCED,1,1,0,0,0,1,0,1,NATIONAL_TOPUP,2024-02-13
2021,DE,BE633,c358e4eed7c8531dd755641f,20.65,ARABLE,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,4777.04,ANNUAL,1,1,0,0,0,0,0,1,RRF_COFIN,2024-12-11
2022,LV,DK6,d3a3af92ece4ab590ad65307,11.11,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,AECM,2249.31,TOP_UP,1,1,0,0,0,0,0,0,EAFRD,2024-03-21
2023,PL,DE47,a4a6973438af8f41ca9e517c,8.22,VINEYARD,MIXED,BISS,2255.39,RESULT_BASED,0,1,0,1,0,0,0,0,EAGF,2024-02-19
2024,ES,PT4,bc798382257e3fb2e603ce35,16.42,DAIRY,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,3858.1,LUMP_SUM,1,0,0,0,0,0,1,1,NATIONAL_TOPUP,2025-12-18
2025,HR,SE130,f9dc2bbdf6075a0419131e46,44.13,ORCHARD,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,11234.46,CO_FINANCED,1,1,0,0,0,0,0,1,RRF_COFIN,2024-12-05
2026,FI,SI52,eae1352da977f999a30c65b3,17.66,OLIVE,MIXED,YOUNG_FARMERS,3133.96,ANNUAL,0,0,0,0,0,1,0,1,EAFRD,2024-01-27
2014,IE,DE2,8572f9ef4a068b8101bd8304,6.87,MIXED,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,946.86,TOP_UP,0,1,0,0,0,0,1,0,EAGF,2025-02-07
2015,MT,PL71,74edc7bb5ca2195be7de9869,19.83,OTHER,PILLAR1_DIRECT_PAYMENTS,CRISS,6485.28,RESULT_BASED,0,1,0,0,1,0,0,1,NATIONAL_TOPUP,2025-11-29
2016,SK,RO116,d688051c40f14add06b1d5d3,20.07,SHEEP_GOAT,MIXED,RISK_MANAGEMENT,5266.37,LUMP_SUM,0,0,0,0,0,1,0,1,RRF_COFIN,2025-02-18
2017,BE,RO37,e9f7cdb9847427eb1805cca3,45.86,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,AECM,6228.56,CO_FINANCED,1,1,0,0,0,0,1,1,EAFRD,2024-12-11
2018,DK,SI861,3a71397a468f3eb0862ad8e7,39.91,ARABLE,PILLAR1_DIRECT_PAYMENTS,BISS,12039.31,ANNUAL,0,1,0,1,0,0,0,1,EAGF,2026-02-05
2019,GR,FR576,f6923cca2d42a3ed6ced1e3a,77.16,PIGS_POULTRY,MIXED,INVESTMENT_AID,38750.25,TOP_UP,0,1,0,0,1,0,0,1,NATIONAL_TOPUP,2025-07-04
2020,LT,PT1,d0b0d8b3691be7f60231e362,41.56,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,11082.69,RESULT_BASED,1,0,0,0,0,0,0,1,RRF_COFIN,2025-05-29
2021,PT,HU93,1e99ac9eeb6f9b64fad419ce,18.52,DAIRY,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,4170.8,LUMP_SUM,0,1,0,0,0,1,0,1,EAFRD,2025-03-28
2022,SE,MT34,55ddd00ebb00c90a683df6b7,32.56,ORCHARD,MIXED,LESS_FAVOURED_AREA,3247.13,CO_FINANCED,0,0,0,0,1,0,0,1,EAGF,2024-06-28
2023,CY,FR81,7e537ab179a92ba2ee202011,16.84,OLIVE,PILLAR2_RURAL_DEVELOPMENT,CRISS,4459.32,ANNUAL,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-11-11
2024,FR,LT991,f3f13345ec7e3ef85fa62a9e,21.53,MIXED,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,2585.95,TOP_UP,1,1,0,0,0,0,0,1,RRF_COFIN,2024-01-11
2025,IT,SK847,629ef4121d3a5e3431de5f05,22.48,OTHER,MIXED,AECM,8383.74,RESULT_BASED,1,0,0,0,0,0,1,0,EAFRD,2024-02-03
2026,NL,ES92,390352a5c5ff9b94999a213e,56.68,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,BISS,12753.97,LUMP_SUM,0,1,0,0,0,0,1,1,EAGF,2025-01-06
2014,SI,HU523,1da3eb2930ec1051dabf64cf,80.23,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,22458.88,CO_FINANCED,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-10-05
2015,BG,GR6,8296fcd5c654d2bfa6842ce1,14.31,ARABLE,MIXED,ECO_SCHEME,3243.99,ANNUAL,1,1,0,0,0,0,0,1,RRF_COFIN,2024-09-14
2016,EE,IE25,4f555bf64e0eaa095b95950a,14.12,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,3945.33,TOP_UP,0,1,0,0,0,1,0,1,EAFRD,2025-01-29
2017,HU,DE4,ba872305218d8edbb8195581,40.8,VINEYARD,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,7164.82,RESULT_BASED,0,0,0,1,1,0,0,0,EAGF,2025-05-06
2018,LU,DK813,5ccb77faa200e6de0dc10744,23.39,DAIRY,MIXED,CRISS,4659.82,LUMP_SUM,1,1,1,1,0,0,0,1,NATIONAL_TOPUP,2024-01-18
2019,RO,EE2,7c2c8f19943eb92e95f0cbdf,21.07,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,7797.48,CO_FINANCED,0,0,0,0,0,0,0,1,RRF_COFIN,2025-08-01
2020,AT,PT979,06d3810e673396cbd429f9a3,24.87,OLIVE,PILLAR1_DIRECT_PAYMENTS,AECM,11536.73,ANNUAL,1,1,0,1,0,0,1,1,EAFRD,2024-06-04
2021,CZ,SK33,16d385ba25f2c3cdf1fe2773,92.9,MIXED,MIXED,BISS,27428.32,TOP_UP,1,0,0,0,0,0,0,0,EAGF,2025-01-23
2022,DE,DK29,e22896fbf18c9ec236744c0d,24.58,OTHER,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,6188.63,RESULT_BASED,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-07-03
2023,LV,LU4,21eddaade7d36b3308b9c371,17.43,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,7046.72,LUMP_SUM,1,1,0,0,0,0,0,1,RRF_COFIN,2025-06-07
2024,PL,IE7,2cc61d516fff50f4fa7ba515,13.22,HORTICULTURE,MIXED,YOUNG_FARMERS,6219.49,CO_FINANCED,0,1,1,1,0,1,0,1,EAFRD,2025-06-20
2025,ES,CZ58,6a08f6dc0e43f608bfa67b17,42.05,ARABLE,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,11113.46,ANNUAL,0,0,0,1,0,1,1,1,EAGF,2024-11-27
2026,HR,GR508,b6bab84b9dd403f88074303a,25.69,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,CRISS,11971.21,TOP_UP,1,0,0,0,0,0,0,1,NATIONAL_TOPUP,2026-02-07
2014,FI,LU2,023f56eca3275133e09b1e87,18.4,VINEYARD,MIXED,RISK_MANAGEMENT,3347.05,RESULT_BASED,0,0,0,0,0,0,0,1,RRF_COFIN,2025-09-24
2015,IE,DE742,50b880887667a739798d951b,20.48,DAIRY,PILLAR2_RURAL_DEVELOPMENT,AECM,2560.92,LUMP_SUM,1,0,0,0,0,1,0,1,EAFRD,2025-12-13
2016,MT,ES206,a61c95c3e616ee4a1d5d5bb9,19.76,ORCHARD,PILLAR1_DIRECT_PAYMENTS,BISS,2453.24,CO_FINANCED,0,1,0,1,0,0,0,1,EAGF,2025-11-18
2017,SK,LU787,602fc86e76b761670af72e46,11.82,OLIVE,MIXED,INVESTMENT_AID,2952.7,ANNUAL,1,0,0,0,0,0,1,1,NATIONAL_TOPUP,2025-05-24
2018,BE,FR323,5b9bfbbeba28bf59f6a50818,26.25,MIXED,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,5657.37,TOP_UP,1,0,1,0,0,0,1,0,RRF_COFIN,2025-03-20
2019,DK,BG16,514ac564550b996cd9cb11ef,22.44,OTHER,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,5372.31,RESULT_BASED,0,0,0,0,0,1,0,1,EAFRD,2025-06-26
2020,GR,LU61,a9e0a7eb6e2cc2ec7ac3bbe7,42.99,SHEEP_GOAT,MIXED,LESS_FAVOURED_AREA,7734.57,LUMP_SUM,1,0,0,0,0,0,1,0,EAGF,2024-10-01
2021,LT,FI708,5cb2af6d84af8288692db512,15.24,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,CRISS,3640.52,CO_FINANCED,0,1,0,1,0,1,0,1,NATIONAL_TOPUP,2024-12-22
2022,PT,FR84,022d9e08b18a641fbd945d68,25.0,ARABLE,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,7966.49,ANNUAL,0,0,1,0,0,0,0,1,RRF_COFIN,2025-04-08
2023,SE,BE6,431f388b396365066987d764,22.3,PIGS_POULTRY,MIXED,AECM,6878.46,TOP_UP,1,1,0,1,0,0,0,0,EAFRD,2026-01-29
2024,CY,HU75,21dde453f9eb180119d07d0a,46.5,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,BISS,8143.88,RESULT_BASED,1,0,0,0,0,0,0,1,EAGF,2024-02-08
2025,FR,GR3,410cc4c30fdbe55541dec8b2,55.49,DAIRY,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,9263.37,LUMP_SUM,1,1,0,1,1,1,0,0,NATIONAL_TOPUP,2024-04-03
2026,IT,DE8,d8f2a7f6538613ba2b492f99,28.25,ORCHARD,MIXED,ECO_SCHEME,7910.34,CO_FINANCED,1,0,0,1,0,0,0,1,RRF_COFIN,2025-01-17
2014,NL,LV99,3480311af1a362899765abfa,42.11,OLIVE,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,11292.49,ANNUAL,0,0,1,0,0,1,1,1,EAFRD,2025-01-25
2015,SI,RO564,32f3648a86a095ace659fc75,9.48,MIXED,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,1022.75,TOP_UP,0,0,0,0,0,0,0,1,EAGF,2025-11-09
2016,BG,PT309,d3365a2a96c3381a846b2d25,65.15,OTHER,MIXED,CRISS,31267.93,RESULT_BASED,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-10-19
