edu_enroll_collection_date,edu_enroll_campus_id,edu_enroll_enrollment_total,edu_enroll_enrollment_by_grade_band,edu_enroll_new_entries_count,edu_enroll_withdrawals_count,edu_enroll_mobility_rate_pct,edu_enroll_average_daily_attendance,edu_enroll_seat_capacity,edu_enroll_class_size_average,edu_enroll_teacher_vacancy_count,edu_enroll_substitute_fill_rate_pct,edu_enroll_transport_ridership_count,edu_enroll_meal_program_participation,edu_enroll_after_school_participation,edu_enroll_internet_device_access_rate,edu_enroll_learning_loss_indicator,edu_enroll_weather_closure_days,edu_enroll_instructional_minutes_week,edu_enroll_data_quality_flag
2021-11-26,UDCAMP366030,2200,UpperPrimary(6-8):1722,68,56,6.11,2133,3671,32.99,84,64.13,1700,25.61,39.31,84.95,Severe,39,2289,WARN
2020-02-18,UDCAMP535734,726,Primary(1-5):1091,38,192,19.33,669,1700,47.6,2,13.74,2260,26.87,62.8,78.17,None,1,2081,WARN
2024-06-13,UDCAMP866983,1824,HigherSecondary(11-12):1662,237,70,29.09,1534,3089,42.27,78,81.74,2136,90.2,33.0,61.09,Moderate,36,1383,FAIL
2022-03-02,UDCAMP711077,2408,HigherSecondary(11-12):271,173,155,30.22,1880,2967,27.86,99,24.5,2761,40.76,6.08,67.53,Mild,9,1245,FAIL
2026-12-16,UDCAMP315393,3834,UpperPrimary(6-8):553,138,179,5.47,2406,3845,53.56,4,17.2,120,99.49,59.65,25.52,None,24,1265,FAIL
2025-05-14,UDCAMP979399,4300,Primary(1-5):1418,90,98,27.86,3569,5761,24.71,71,8.45,2930,90.89,74.38,11.51,Unknown,16,2037,WARN
2019-05-12,UDCAMP708473,4047,UpperPrimary(6-8):1025,198,77,21.29,3849,4257,41.56,93,40.56,492,34.63,33.96,81.62,None,25,941,FAIL
2020-05-28,UDCAMP928454,862,UpperPrimary(6-8):567,90,156,17.43,835,1322,25.07,79,38.91,1652,28.02,35.1,3.81,Mild,2,1302,FAIL
2026-10-24,UDCAMP669072,3744,UpperPrimary(6-8):1987,57,63,17.36,3018,5243,51.03,38,10.64,1975,27.34,29.44,77.17,Severe,37,1586,FAIL
2026-08-04,UDCAMP929815,3297,UpperPrimary(6-8):1113,21,139,0.66,2766,4631,44.36,62,99.06,222,32.67,13.58,88.73,Unknown,24,2016,OK
2019-12-05,UDCAMP979509,2943,UpperPrimary(6-8):1968,45,166,4.41,2645,4442,57.99,39,78.53,2233,60.54,54.03,70.17,Moderate,31,1853,WARN
2024-03-09,UDCAMP615453,192,Secondary(9-10):1213,71,189,21.97,169,810,28.01,42,13.37,3299,79.43,44.93,49.55,Mild,33,1536,WARN
2021-05-06,UDCAMP528041,2463,Primary(1-5):1947,224,150,21.19,1705,3222,51.77,89,35.65,956,41.86,27.38,18.12,Mild,34,1627,WARN
2019-02-02,UDCAMP757854,1388,HigherSecondary(11-12):2376,211,203,32.59,835,2472,32.57,104,81.69,1145,71.34,22.15,90.44,Moderate,11,2307,OK
2019-12-22,UDCAMP859032,3799,Secondary(9-10):37,24,146,6.91,3139,5124,49.12,83,52.67,2890,52.38,33.14,5.51,Severe,27,1598,WARN
2023-09-08,UDCAMP759072,2430,Primary(1-5):1521,146,151,16.41,2209,3781,25.75,14,50.07,3406,71.68,14.55,55.9,Unknown,10,1762,OK
2021-10-06,UDCAMP981530,2875,HigherSecondary(11-12):95,76,46,5.15,1836,4095,34.49,68,4.5,2346,27.5,10.45,64.1,Mild,16,1461,WARN
2020-08-26,UDCAMP375603,2525,UpperPrimary(6-8):309,86,240,29.75,2427,3497,38.22,96,41.21,351,70.05,22.17,79.92,None,39,1091,FAIL
2021-04-19,UDCAMP837915,815,UpperPrimary(6-8):1089,168,158,21.77,714,1077,41.41,1,29.5,791,30.09,39.43,83.74,None,13,1373,FAIL
2020-08-01,UDCAMP551754,819,Primary(1-5):191,161,109,31.94,603,1583,51.88,89,33.99,2690,93.45,11.56,25.28,Unknown,12,1322,OK
2022-03-06,UDCAMP619131,1897,HigherSecondary(11-12):398,222,35,19.78,1556,3000,29.71,107,47.47,1021,78.73,29.5,4.45,Unknown,22,2315,OK
2019-10-15,UDCAMP748767,455,Secondary(9-10):521,144,87,29.08,386,1264,42.13,0,68.37,2695,50.81,19.78,67.51,Unknown,30,1906,OK
2023-05-30,UDCAMP446142,311,Secondary(9-10):2267,186,38,16.8,190,1779,54.48,81,19.43,1318,82.66,13.07,68.35,Moderate,26,1918,FAIL
2023-09-09,UDCAMP780115,2807,Secondary(9-10):134,206,163,12.11,2039,4224,55.57,3,73.0,1001,20.86,72.35,62.56,Moderate,34,1926,OK
2025-10-26,UDCAMP539032,3745,Secondary(9-10):85,242,71,32.29,2494,4273,21.51,10,14.52,2659,34.43,47.92,75.88,None,21,2387,OK
2019-07-06,UDCAMP269605,2820,Secondary(9-10):1225,46,230,3.04,2369,3598,25.99,62,7.31,1935,75.55,17.12,53.98,None,30,1172,OK
2020-04-17,UDCAMP157376,2152,Primary(1-5):1582,196,48,11.49,1624,3376,15.58,90,52.77,226,3.43,64.31,29.41,None,1,2270,WARN
2020-11-01,UDCAMP854073,682,UpperPrimary(6-8):277,156,113,14.99,435,1823,52.62,84,45.12,1218,29.9,2.33,29.09,Severe,15,1831,WARN
2024-06-08,UDCAMP650222,317,Secondary(9-10):43,105,127,27.2,206,523,27.39,100,20.68,3482,72.24,45.8,26.36,Moderate,9,1554,OK
2024-08-07,UDCAMP623845,661,Secondary(9-10):742,159,175,16.2,397,762,17.94,88,86.23,2576,74.84,31.38,30.95,Mild,19,1422,FAIL
2022-04-24,UDCAMP480807,2338,UpperPrimary(6-8):2065,4,207,34.03,1901,2797,32.62,98,26.5,3378,40.67,14.81,88.07,Mild,31,1676,OK
2020-11-30,UDCAMP192183,2065,Primary(1-5):2194,241,148,6.52,1661,3100,21.87,83,90.47,2623,82.53,33.21,61.69,None,26,2206,FAIL
2025-01-05,UDCAMP105801,3529,Primary(1-5):1978,179,33,30.06,2841,3606,17.7,57,92.85,2345,67.23,77.91,78.96,None,14,2250,WARN
2023-04-09,UDCAMP226934,2807,Secondary(9-10):2328,30,67,1.74,2474,3282,34.38,83,57.86,1594,94.74,9.4,46.24,Mild,12,1129,FAIL
2019-09-29,UDCAMP912384,2422,Primary(1-5):903,55,0,7.8,1983,3765,48.69,30,89.59,2761,63.38,21.19,73.73,Unknown,23,1523,WARN
2024-07-26,UDCAMP598083,3530,Primary(1-5):1974,224,85,8.04,2835,3829,41.94,71,49.22,2147,57.66,59.51,39.4,Severe,33,1814,FAIL
2021-12-23,UDCAMP342205,4383,HigherSecondary(11-12):1131,219,230,23.5,3405,5727,58.51,114,21.54,2989,91.96,10.92,1.99,Mild,22,2388,OK
2021-04-30,UDCAMP501413,1860,Primary(1-5):1456,51,14,10.51,1159,1871,26.14,71,92.2,291,3.92,15.96,73.79,Severe,14,1430,FAIL
2026-09-09,UDCAMP973581,2517,UpperPrimary(6-8):130,55,200,30.35,2457,3258,53.42,24,14.05,2201,84.17,50.08,40.47,Mild,17,1445,OK
2023-01-08,UDCAMP216924,3031,Secondary(9-10):1868,55,125,7.75,2845,3529,27.2,49,48.43,675,18.4,70.32,31.92,None,22,1827,OK
2022-11-03,UDCAMP491732,2136,UpperPrimary(6-8):375,207,74,29.25,1427,3439,40.49,67,63.57,115,40.58,50.17,45.55,Moderate,25,2399,WARN
2022-04-12,UDCAMP751836,3807,UpperPrimary(6-8):1035,123,149,33.23,3348,3838,34.92,36,67.4,305,62.48,62.67,64.38,Unknown,37,1205,OK
2021-07-05,UDCAMP430950,3679,Secondary(9-10):157,72,111,23.55,3486,4990,50.97,65,25.75,1797,48.75,24.85,50.36,Severe,25,2220,OK
2026-06-12,UDCAMP197480,3186,Primary(1-5):897,231,98,14.01,2064,3993,59.77,20,22.75,243,10.8,3.99,7.43,Severe,34,2140,WARN
2021-12-17,UDCAMP743831,499,HigherSecondary(11-12):1690,123,45,34.64,383,1205,38.03,103,24.59,1126,44.72,68.17,79.79,Moderate,15,1145,FAIL
2019-09-14,UDCAMP495949,211,HigherSecondary(11-12):1516,100,142,7.86,193,1182,45.55,114,85.51,1428,39.56,1.7,53.19,Mild,16,1450,WARN
2019-12-30,UDCAMP524573,3754,Primary(1-5):377,59,123,15.31,2568,4874,57.51,8,19.46,1596,56.62,12.11,80.65,Unknown,29,1926,WARN
2026-06-30,UDCAMP612626,1397,Primary(1-5):331,212,21,31.78,1156,2651,30.77,116,40.46,1970,13.42,31.34,18.85,Severe,23,1258,WARN
2025-09-11,UDCAMP203551,3151,Secondary(9-10):1126,36,155,20.84,2958,3235,39.88,84,87.74,1115,56.08,76.17,84.9,Severe,20,932,FAIL
2023-11-06,UDCAMP106751,3230,Primary(1-5):1046,134,13,13.21,3051,3653,51.97,11,3.65,1884,92.88,37.14,89.85,Moderate,36,1643,FAIL
2020-09-19,UDCAMP180335,1331,Primary(1-5):1774,148,55,22.69,1252,1374,27.01,19,14.19,2505,48.44,55.66,75.14,Moderate,8,2063,FAIL
2025-01-12,UDCAMP877297,3243,HigherSecondary(11-12):494,204,42,2.71,2613,3600,38.18,86,7.68,1951,74.11,65.21,1.56,Moderate,4,1346,FAIL
2025-01-19,UDCAMP996365,3854,UpperPrimary(6-8):1019,231,164,32.19,3672,4993,34.92,68,19.38,3449,84.76,3.29,4.91,Severe,13,1176,WARN
2020-04-13,UDCAMP759433,4214,Primary(1-5):1726,183,152,8.2,2591,5404,46.09,64,35.63,438,64.44,47.43,6.56,Moderate,18,1056,OK
2022-10-04,UDCAMP959142,2889,HigherSecondary(11-12):1064,225,225,0.96,1860,3200,30.68,6,20.65,282,14.57,25.71,27.99,Moderate,33,2374,WARN
2024-04-26,UDCAMP504354,1608,UpperPrimary(6-8):1325,162,178,11.18,1128,2254,21.52,33,9.96,968,50.08,60.87,72.86,Unknown,28,2237,FAIL
2021-07-20,UDCAMP369342,3474,UpperPrimary(6-8):1483,103,19,18.98,2900,3995,40.53,117,50.3,274,28.37,29.21,65.8,Severe,15,1074,WARN
2019-11-09,UDCAMP132141,1735,Secondary(9-10):2245,21,243,6.23,1259,2676,35.67,65,12.24,2715,84.15,68.82,19.74,Moderate,2,2226,FAIL
2026-09-08,UDCAMP696564,1048,UpperPrimary(6-8):1505,87,178,0.97,679,1272,58.27,80,34.74,1621,94.13,51.6,41.35,None,23,1754,OK
2019-02-11,UDCAMP667459,770,Secondary(9-10):757,229,126,11.42,676,1624,16.16,64,8.71,2243,72.29,79.99,24.71,None,16,954,OK
2024-01-17,UDCAMP225211,3212,Secondary(9-10):901,218,70,32.81,2418,4666,16.29,64,98.98,1211,26.75,36.48,7.55,None,13,1780,OK
2024-04-12,UDCAMP630603,2333,Secondary(9-10):838,99,158,30.97,1709,2419,34.61,10,22.7,1403,97.22,17.1,56.2,None,26,1517,FAIL
2019-11-19,UDCAMP456717,1880,Secondary(9-10):430,248,96,21.93,1540,3154,18.17,6,41.7,357,64.78,71.36,68.06,Severe,33,2183,FAIL
2022-05-20,UDCAMP433017,687,HigherSecondary(11-12):1502,65,109,12.79,655,1426,43.35,85,37.84,2788,64.85,1.8,32.91,Severe,39,1719,OK
2020-12-12,UDCAMP508263,1131,Primary(1-5):1258,208,203,16.65,859,2101,16.93,21,26.78,3224,59.11,42.66,92.09,Unknown,1,1299,WARN
2021-02-26,UDCAMP193130,590,HigherSecondary(11-12):645,136,196,7.29,500,1204,32.73,22,16.08,3469,43.41,44.64,2.05,Severe,0,2231,FAIL
2024-03-23,UDCAMP107835,2117,Primary(1-5):1891,240,111,15.9,1390,2314,19.24,58,25.98,332,6.28,54.63,77.35,Moderate,2,1626,OK
2025-03-14,UDCAMP146793,3088,HigherSecondary(11-12):2339,169,64,2.06,2955,3994,30.06,79,84.51,2158,46.51,67.06,77.66,Moderate,7,934,FAIL
2026-12-24,UDCAMP286853,1479,HigherSecondary(11-12):109,124,92,31.7,1120,2368,58.04,34,35.64,1903,10.54,51.51,87.17,Severe,0,2109,OK
2021-07-23,UDCAMP497991,1587,Primary(1-5):2422,158,18,3.37,1289,2012,22.7,9,77.27,1054,32.88,15.52,15.44,Unknown,2,1387,WARN
2022-06-27,UDCAMP627151,1309,Secondary(9-10):2096,106,51,17.52,1125,1480,43.55,104,75.74,1054,92.8,46.44,21.89,Moderate,18,1223,WARN
2022-01-31,UDCAMP416940,872,Secondary(9-10):1652,140,138,13.39,736,1505,38.32,105,58.26,2827,63.86,54.07,60.15,Unknown,33,2111,FAIL
2020-05-30,UDCAMP382963,2887,Primary(1-5):2237,27,248,26.87,2320,3471,21.55,106,3.36,3214,42.93,21.28,27.91,Severe,19,2113,WARN
2024-08-10,UDCAMP767022,1437,HigherSecondary(11-12):1524,89,86,27.47,1346,2499,27.72,54,67.86,1353,22.03,75.61,73.0,Moderate,4,1422,FAIL
2019-08-23,UDCAMP753852,1576,Primary(1-5):1926,35,12,31.24,984,2820,32.08,97,80.15,2958,45.94,58.9,58.36,Mild,16,1873,WARN
2025-08-11,UDCAMP998502,3411,HigherSecondary(11-12):1449,5,164,10.52,3178,4776,59.89,8,89.15,2738,18.11,2.37,75.9,Mild,3,1832,FAIL
2022-10-24,UDCAMP288537,563,UpperPrimary(6-8):1894,91,115,2.13,400,965,36.84,31,12.29,2055,81.5,9.94,15.34,None,25,2390,WARN
2025-02-02,UDCAMP408917,2462,UpperPrimary(6-8):2235,18,134,11.65,1950,3380,23.32,43,29.88,1783,28.56,14.86,37.16,None,21,967,WARN
2026-09-17,UDCAMP426234,3980,UpperPrimary(6-8):322,160,143,4.18,2676,5398,52.48,51,83.58,760,74.34,36.68,30.71,Mild,25,2365,FAIL
2024-09-01,UDCAMP665735,3843,UpperPrimary(6-8):2399,44,130,14.57,3129,3962,41.85,103,43.2,1362,87.23,74.46,49.2,None,33,1531,WARN
2024-12-31,UDCAMP680831,80,Primary(1-5):441,57,108,27.38,56,1424,30.57,111,20.8,705,20.99,4.93,27.33,Mild,14,2355,FAIL
2020-06-28,UDCAMP449945,1820,UpperPrimary(6-8):677,100,204,22.09,1562,2952,54.46,49,94.64,643,92.92,72.12,97.98,Mild,25,1127,WARN
2022-02-26,UDCAMP830380,1519,Primary(1-5):2037,209,39,31.47,1398,2607,21.8,25,92.64,1490,19.2,22.63,48.95,Unknown,27,1713,FAIL
2019-08-12,UDCAMP287615,2002,Secondary(9-10):1125,229,170,23.61,1349,3196,26.65,54,46.51,1524,23.53,74.56,41.69,Mild,4,1829,WARN
2020-02-06,UDCAMP579471,3717,Secondary(9-10):2238,119,96,1.17,2409,4409,46.52,12,41.73,2440,51.95,59.66,90.99,Severe,21,1886,OK
2020-11-17,UDCAMP448600,3178,UpperPrimary(6-8):559,249,109,22.25,2363,3510,40.47,46,27.8,2135,88.21,63.82,52.84,None,23,1867,OK
2022-05-12,UDCAMP759858,2039,UpperPrimary(6-8):78,113,90,6.99,1881,2989,49.91,110,54.07,285,25.17,33.43,1.22,None,26,1553,FAIL
2019-12-18,UDCAMP843331,329,Secondary(9-10):1130,192,68,28.07,224,1264,19.17,26,91.9,1499,54.47,17.15,52.83,None,33,976,WARN
2021-07-31,UDCAMP115939,3636,Secondary(9-10):1046,183,222,31.93,2567,4747,57.13,17,6.38,2978,14.92,77.8,44.0,Unknown,24,2208,OK
2022-12-03,UDCAMP211491,709,Primary(1-5):1898,18,133,7.56,538,816,28.44,100,89.88,1386,28.61,28.69,93.79,None,34,1252,WARN
2024-08-02,UDCAMP758084,3607,Primary(1-5):1345,151,95,32.37,2789,4220,54.46,42,3.93,492,87.03,10.24,57.91,Severe,3,918,OK
2019-08-14,UDCAMP886186,3197,HigherSecondary(11-12):2055,229,249,8.71,2235,4187,47.96,75,82.01,1003,51.7,41.36,82.92,Moderate,1,1356,OK
2024-08-24,UDCAMP105673,2598,Secondary(9-10):682,155,107,31.29,2144,3514,15.69,20,63.2,3341,4.26,2.84,72.16,Moderate,8,2280,WARN
2026-11-24,UDCAMP768663,719,Secondary(9-10):251,87,194,9.03,601,1266,42.87,70,89.6,2646,0.72,58.46,80.32,Severe,27,1706,OK
2025-05-16,UDCAMP635929,752,HigherSecondary(11-12):1690,60,39,23.25,628,1556,33.25,71,69.58,2771,3.03,78.58,71.84,None,39,1345,WARN
2024-08-19,UDCAMP675975,982,Secondary(9-10):268,115,127,1.48,790,2208,46.53,111,46.43,1293,98.0,25.36,20.42,Moderate,18,1339,OK
2026-04-09,UDCAMP760510,3507,HigherSecondary(11-12):2255,153,25,5.27,3094,3537,40.0,71,86.73,3408,5.72,4.74,68.68,Moderate,11,1223,OK
2019-03-11,UDCAMP488856,1265,Secondary(9-10):1118,179,190,4.15,1125,1522,59.75,62,50.99,1029,76.92,25.7,45.62,Unknown,14,2394,OK
2019-09-01,UDCAMP770094,121,HigherSecondary(11-12):507,70,61,1.58,86,1124,33.88,115,11.44,1339,39.39,9.95,75.91,None,28,1950,WARN
2026-06-25,UDCAMP303593,314,Primary(1-5):1980,230,25,27.17,304,1444,48.4,14,97.59,1085,56.95,52.28,79.89,Unknown,12,2369,FAIL
2020-12-09,UDCAMP835441,3030,Secondary(9-10):1002,75,129,3.14,2929,3533,47.52,108,68.83,971,52.38,23.57,33.89,Unknown,39,1351,OK
2021-08-22,UDCAMP724471,4269,HigherSecondary(11-12):397,236,109,11.58,2887,5151,25.89,58,45.85,1788,82.91,34.57,39.08,Unknown,24,2112,OK
2020-01-26,UDCAMP798954,1050,Secondary(9-10):631,69,187,33.43,810,2363,23.53,86,93.01,2172,82.27,11.38,76.25,Moderate,34,1504,FAIL
2021-05-18,UDCAMP201478,1485,HigherSecondary(11-12):1001,222,33,7.71,1210,1963,34.96,54,22.91,2733,89.77,17.79,57.65,Moderate,13,2157,WARN
2026-06-06,UDCAMP155190,4000,Primary(1-5):2236,219,55,16.42,2836,4210,58.58,119,52.58,808,87.03,42.75,40.31,Moderate,39,1193,FAIL
2022-04-25,UDCAMP676202,4402,HigherSecondary(11-12):629,168,134,0.2,3173,5213,25.5,12,25.83,2604,36.75,4.16,83.65,Severe,14,1320,WARN
2020-03-10,UDCAMP308264,3151,HigherSecondary(11-12):2348,42,77,16.04,2060,4507,23.94,48,47.65,624,4.85,15.11,64.61,Unknown,3,937,OK
2020-12-07,UDCAMP459091,1570,Primary(1-5):2311,25,62,1.64,1475,1655,38.36,21,72.35,3428,64.72,52.31,32.43,Moderate,24,2214,FAIL
2022-09-26,UDCAMP225368,2198,Primary(1-5):2378,44,112,32.39,1766,3696,39.37,5,1.14,47,12.91,70.25,39.02,Severe,27,1794,OK
2025-04-06,UDCAMP889399,3532,UpperPrimary(6-8):1701,108,102,14.46,2307,4575,42.56,88,29.89,56,19.8,11.25,77.86,Moderate,5,1647,WARN
2025-05-22,UDCAMP699709,2298,UpperPrimary(6-8):1515,247,43,24.78,1796,2445,27.67,95,81.6,1473,78.31,64.03,61.83,Moderate,1,1233,OK
2021-09-15,UDCAMP551139,3657,Secondary(9-10):1968,237,182,25.3,2742,4122,16.27,91,73.92,1801,86.43,56.74,94.81,Severe,4,1390,WARN
2026-09-23,UDCAMP977295,4096,Secondary(9-10):1725,109,27,33.3,3595,5089,46.06,63,46.37,2946,75.83,55.15,96.95,Mild,29,2158,FAIL
2025-05-29,UDCAMP511183,3858,UpperPrimary(6-8):167,38,79,26.61,2482,5284,48.08,75,88.29,427,1.07,44.37,98.53,Moderate,35,1205,WARN
2021-03-10,UDCAMP630161,2349,Secondary(9-10):1579,155,117,16.06,1997,3111,30.48,54,97.66,929,23.05,46.07,25.14,Unknown,10,2296,WARN
2019-11-17,UDCAMP574132,2591,Primary(1-5):2040,28,49,16.34,1586,3648,32.48,118,34.45,2724,49.31,31.89,88.71,Moderate,9,2306,WARN
2019-09-30,UDCAMP115421,4443,HigherSecondary(11-12):1037,131,27,11.2,3016,4948,30.98,27,90.22,677,78.29,70.88,3.04,Severe,17,1132,OK
2021-10-24,UDCAMP658606,1547,Primary(1-5):1005,78,92,20.91,1163,2249,28.35,31,13.95,2519,26.45,42.87,45.35,None,16,946,FAIL
2021-12-06,UDCAMP258898,655,HigherSecondary(11-12):488,83,30,21.02,607,789,22.49,116,95.8,3458,78.1,65.31,18.89,Unknown,26,1394,FAIL
2024-07-20,UDCAMP836261,1325,UpperPrimary(6-8):2134,120,51,10.44,1277,2806,26.74,43,44.3,3144,73.33,71.77,97.99,None,10,967,OK
2022-03-29,UDCAMP201328,662,Secondary(9-10):237,142,58,10.23,516,1841,20.38,49,34.78,1001,60.14,70.95,10.51,Moderate,4,2358,OK
2022-01-06,UDCAMP615068,2957,Primary(1-5):1775,172,22,1.48,2473,4326,50.8,14,42.37,1118,74.52,23.93,26.79,Severe,30,2047,WARN
2022-07-24,UDCAMP941161,1930,Secondary(9-10):2161,12,78,34.77,1276,2531,36.99,51,93.02,1585,70.93,51.04,29.26,Severe,0,1415,FAIL
2025-03-22,UDCAMP813941,3916,Primary(1-5):360,131,23,32.33,3210,4112,46.86,96,49.54,2457,99.26,61.26,91.68,Severe,25,939,FAIL
2022-07-30,UDCAMP849100,1724,Primary(1-5):982,121,236,30.93,1388,2921,26.95,15,0.39,3377,27.16,15.11,54.29,Moderate,13,1836,OK
2022-06-30,UDCAMP453587,4252,HigherSecondary(11-12):139,223,16,19.76,2806,4678,43.26,113,39.21,77,73.59,15.63,5.22,Severe,23,1206,OK
2024-09-08,UDCAMP289505,179,Secondary(9-10):1526,189,117,18.09,132,1261,51.77,25,95.67,2464,33.35,76.32,94.52,Moderate,29,2134,FAIL
2025-07-28,UDCAMP243160,1686,UpperPrimary(6-8):876,246,239,19.51,1626,2265,52.38,22,81.02,3158,70.2,68.33,33.19,None,24,1888,OK
2026-03-16,UDCAMP561556,3476,Primary(1-5):980,237,104,32.98,2753,4401,52.79,21,20.66,3459,31.51,31.3,13.78,Moderate,32,1094,OK
2019-01-03,UDCAMP634147,649,Primary(1-5):2305,187,20,17.98,527,2109,27.21,2,82.25,14,41.63,26.65,47.88,Unknown,20,971,WARN
2024-05-12,UDCAMP369954,1557,UpperPrimary(6-8):692,110,87,23.26,1335,2559,33.01,67,90.26,2604,58.67,68.08,0.51,Unknown,18,1199,FAIL
2026-08-28,UDCAMP172083,3419,HigherSecondary(11-12):706,133,61,16.02,2440,4173,40.01,66,29.72,2446,25.95,32.51,60.97,Unknown,39,1844,WARN
2024-10-26,UDCAMP537902,1935,Secondary(9-10):1216,46,244,33.78,1747,2303,26.74,19,8.73,266,2.55,6.12,9.41,Mild,38,1184,FAIL
2019-12-30,UDCAMP241031,3175,Secondary(9-10):775,202,132,14.71,2974,3885,35.28,17,74.63,2668,93.75,68.52,17.09,None,22,2146,WARN
2025-12-28,UDCAMP812251,110,Primary(1-5):944,168,1,25.36,84,870,32.03,28,71.13,3143,19.24,62.83,38.91,Mild,26,1853,WARN
2020-06-03,UDCAMP418814,622,HigherSecondary(11-12):1156,169,231,28.0,597,1483,18.42,24,98.28,2790,61.35,55.05,56.11,Unknown,20,1817,OK
2023-10-03,UDCAMP932243,1557,Secondary(9-10):1867,1,71,27.68,1065,1590,28.35,13,17.99,1729,13.38,15.74,68.43,Unknown,4,2276,WARN
2019-11-12,UDCAMP360761,2429,UpperPrimary(6-8):139,158,33,33.0,2298,3124,52.74,7,80.68,198,73.09,22.9,31.47,Unknown,28,1427,WARN
2020-11-27,UDCAMP548618,3430,Primary(1-5):183,51,178,10.92,2847,4651,38.11,78,58.11,1117,75.16,36.23,98.21,Severe,7,1723,OK
2019-12-07,UDCAMP967541,328,Primary(1-5):2168,191,81,24.87,281,614,53.86,6,59.29,1563,3.26,40.29,57.38,Mild,32,2348,FAIL
2021-07-07,UDCAMP864641,885,Primary(1-5):2319,228,103,17.05,562,2258,18.95,24,55.19,669,43.55,50.46,71.68,Moderate,27,1804,OK
2024-11-02,UDCAMP455601,1112,UpperPrimary(6-8):1058,82,149,26.57,1079,2314,43.53,55,18.3,132,81.9,72.0,5.56,Moderate,16,2318,WARN
2022-06-19,UDCAMP303940,1695,HigherSecondary(11-12):266,187,116,24.68,1435,2360,41.63,84,14.58,2932,65.62,2.31,28.44,Moderate,6,1491,OK
2019-08-12,UDCAMP741288,1594,HigherSecondary(11-12):2343,117,210,20.55,1185,2361,29.49,12,61.55,739,11.4,56.56,46.23,Moderate,15,1471,FAIL
2025-11-20,UDCAMP892100,4213,UpperPrimary(6-8):304,217,118,26.47,3507,4781,40.42,96,17.44,2338,7.25,30.93,85.72,None,12,1729,OK
2026-02-11,UDCAMP921992,1499,UpperPrimary(6-8):1184,58,181,10.81,1146,1704,41.22,40,94.98,628,3.67,4.91,98.94,Mild,6,987,WARN
2019-06-07,UDCAMP412293,172,HigherSecondary(11-12):2107,62,201,31.68,164,345,48.46,77,51.78,1218,18.63,14.16,96.22,Mild,34,1957,OK
2025-10-18,UDCAMP120858,2122,HigherSecondary(11-12):538,82,21,26.92,1866,3530,52.07,89,33.0,1185,79.3,29.87,51.52,Mild,19,2098,WARN
2021-10-15,UDCAMP586249,1630,HigherSecondary(11-12):138,91,157,34.25,1001,2680,56.94,61,60.75,219,60.58,5.2,83.5,Severe,35,2245,FAIL
2022-06-29,UDCAMP521177,4287,Secondary(9-10):1152,5,123,4.49,3488,4922,39.91,22,80.53,527,23.57,30.42,1.64,Moderate,38,1261,OK
2026-03-07,UDCAMP622743,2521,UpperPrimary(6-8):952,212,114,6.43,2298,2811,24.3,117,43.42,2874,88.61,78.58,8.05,None,14,2269,WARN
2019-08-30,UDCAMP191487,2074,HigherSecondary(11-12):246,6,70,18.2,1560,2431,56.55,8,97.46,245,21.13,52.75,1.02,Mild,32,1209,OK
2026-01-17,UDCAMP388958,207,Primary(1-5):968,23,139,23.28,198,1230,47.28,63,65.67,650,68.21,40.33,1.35,Severe,13,1324,FAIL
2024-12-18,UDCAMP656842,3585,HigherSecondary(11-12):2488,46,42,16.05,2631,4227,41.59,26,44.68,1853,18.15,37.55,36.18,Moderate,23,1171,OK
2025-01-29,UDCAMP251431,3060,Primary(1-5):417,182,155,6.73,2788,3493,50.75,1,78.03,1386,98.96,43.61,3.65,Severe,28,1039,WARN
2025-05-31,UDCAMP440444,709,UpperPrimary(6-8):1985,128,79,15.27,682,1509,26.87,68,3.14,2371,74.03,71.36,7.37,None,7,1386,OK
2022-08-08,UDCAMP959560,4235,Secondary(9-10):206,86,182,27.07,2820,4425,42.42,73,76.65,57,75.82,15.51,89.67,Mild,13,979,WARN
2020-01-01,UDCAMP651468,2056,Secondary(9-10):730,201,46,2.54,1378,2893,42.26,100,55.35,3185,78.43,10.47,6.87,None,32,1392,FAIL
2024-07-27,UDCAMP247761,213,UpperPrimary(6-8):1824,72,14,23.75,128,815,32.42,40,23.77,2186,22.41,43.75,11.69,Severe,25,1317,OK
2023-01-28,UDCAMP296004,1105,Primary(1-5):906,100,200,11.8,1058,1234,31.29,64,91.21,2163,94.98,9.29,69.54,Severe,32,1832,WARN
2025-11-25,UDCAMP492317,1581,UpperPrimary(6-8):830,175,116,1.33,1481,2570,26.29,5,25.33,2204,55.58,68.65,41.82,None,10,1956,WARN
2022-05-04,UDCAMP244205,1631,Primary(1-5):2297,43,42,15.36,1076,1911,20.64,102,18.76,2057,85.81,79.44,68.51,Severe,4,2084,WARN
2019-07-07,UDCAMP619009,1991,Secondary(9-10):2493,212,229,1.59,1289,2709,17.15,89,56.08,2369,55.01,29.4,3.11,None,32,1265,OK
2019-05-03,UDCAMP145295,162,Secondary(9-10):1275,190,88,2.08,127,1410,55.22,108,47.93,2478,54.33,14.8,81.87,Moderate,24,1830,WARN
2019-08-15,UDCAMP803826,1455,HigherSecondary(11-12):744,155,225,0.18,989,2587,36.03,41,89.75,1988,59.91,46.28,67.47,Mild,25,1432,OK
