tech_price_pricing_snapshot_date,tech_price_plan_id,tech_price_provider_brand,tech_price_service_area_id,tech_price_monthly_price_inr,tech_price_promo_price_inr,tech_price_promo_duration_months,tech_price_equipment_fee_inr,tech_price_installation_fee_inr,tech_price_early_termination_fee_inr,tech_price_contract_length_months,tech_price_auto_pay_discount_inr,tech_price_bundling_discount_inr,tech_price_income_based_discount_flag,tech_price_low_income_eligibility_program,tech_price_price_per_mbps_metric,tech_price_hidden_fees_estimate_inr,tech_price_price_increase_notice_days,tech_price_complaint_rate_per_1k,tech_price_regulatory_filing_id
2024-05-24,PLANWCF7E2YWTI,ACT,ML-0731,3689,2979,12,999,499,1999,3,150,300,0,STATE_SUBSIDY,14.996,415,0,13.61,TRAI50884780
2025-08-12,PLANPYCPLOXNCS,TIKONA,PY-0938,4333,4036,6,0,0,2999,12,25,50,0,PM_WANI,17.758,34,7,20.77,TRAI24873168
2025-04-15,PLANVF5SX7P8DQ,TIKONA,HP-6287,3502,3073,6,0,1499,999,0,150,0,0,BSNL_SOCIAL,159.182,156,30,3.38,TRAI76986367
2022-04-09,PLANBXKWL994A4,BSNL,JK-6961,3019,2992,3,299,0,2999,6,50,300,1,STATE_SUBSIDY,26.955,45,7,1.99,TRAI87667276
2021-04-06,PLAN4NTAHRKMKG,TIKONA,UP-1503,3506,3473,12,999,199,1999,24,50,0,0,NONE,7.986,386,0,16.0,TRAI26364751
2023-05-24,PLANJL0G60VYAP,RAILTEL,OD-2265,602,560,1,0,0,0,6,150,200,0,CSR_CONNECT,3.42,305,60,13.37,TRAI93735187
2022-02-23,PLANXKSPE2AZEX,BSNL,JK-7140,324,99,0,499,199,1999,12,150,100,0,STATE_SUBSIDY,0.665,352,0,9.2,TRAI01193444
2024-04-09,PLAN5E90B776Z6,AIRTEL,PY-4998,522,99,0,199,1499,2999,24,0,200,1,STATE_SUBSIDY,2.063,93,14,13.91,TRAI35967782
2023-05-13,PLANURLB65SX0S,ACT,KL-3636,2816,2728,1,499,499,2999,24,100,50,0,CSR_CONNECT,7.202,254,0,7.05,TRAI35002101
2021-03-24,PLANN90SJNYAL4,ACT,KL-2392,1317,1301,12,199,0,1999,3,0,300,0,CSR_CONNECT,7.526,395,7,5.0,TRAI22882564
2023-10-20,PLANZOL7LVBACW,JIO,CT-7358,1876,1186,12,499,0,2999,3,25,100,0,NONE,4.69,35,60,10.3,TRAI71571834
2022-04-07,PLANEVNSI88EMW,ACT,DN-4550,1498,1329,0,0,1499,0,24,0,200,0,STATE_SUBSIDY,15.604,364,14,6.82,TRAI47827755
2021-04-20,PLAN78PDUT5FE4,TIKONA,AS-5916,2973,2268,12,299,199,1999,0,150,100,0,CSR_CONNECT,16.892,346,30,20.2,TRAI89729625
2022-11-19,PLAN7CJ8P80URA,SPECTRA,GA-6599,4461,3785,6,299,0,1999,0,100,200,1,NONE,14.162,251,60,17.96,TRAI25679109
2021-12-31,PLAN71ADARZY13,SPECTRA,UT-0552,3559,2807,24,499,0,2999,0,150,200,1,BSNL_SOCIAL,8.766,279,0,8.76,TRAI64044036
2021-02-05,PLAN84HT3ZVWMS,VI,AR-8251,2319,1878,3,199,499,0,24,50,0,1,STATE_SUBSIDY,4.976,353,7,15.5,TRAI82886668
2022-03-19,PLAN01AMUVGRIF,BSNL,TN-6463,763,439,1,499,0,2999,12,0,300,0,STATE_SUBSIDY,2.775,399,7,0.11,TRAI43745571
2023-05-02,PLANP5OM8DMZU4,SPECTRA,PB-0068,2346,2174,6,299,1499,1999,3,100,0,1,STATE_SUBSIDY,11.909,43,14,7.14,TRAI67050910
2021-04-06,PLANJWKDIRQX8I,RAILTEL,AP-2860,791,368,6,999,999,999,3,100,200,0,STATE_SUBSIDY,4.469,18,0,2.47,TRAI80364178
2025-12-28,PLANBXNAUC2IY3,AIRTEL,DD-9707,3140,3060,3,999,1499,1999,12,25,0,0,STATE_SUBSIDY,82.632,162,7,1.42,TRAI78016046
2025-11-28,PLAN909BWUFA6P,BSNL,CH-7344,3634,3012,24,199,199,499,24,50,100,0,CSR_CONNECT,59.574,114,60,24.17,TRAI35594332
2022-11-08,PLANNO0EERS3W7,HATHWAY,UT-0232,1845,1453,0,999,499,999,0,50,0,1,NONE,4.544,424,14,8.08,TRAI64316514
2021-05-06,PLANU55I6SEZOC,RAILTEL,BR-8726,838,99,0,299,0,1999,3,50,100,1,NONE,5.819,121,14,6.48,TRAI97295186
2025-01-17,PLANTUD6ZBS2VU,RAILTEL,GJ-1623,565,99,3,299,999,2999,12,150,300,0,STATE_SUBSIDY,2.335,412,60,22.43,TRAI52368017
2025-04-28,PLAN192D4KDM9U,MTNL,TN-8212,2581,2530,1,499,199,0,12,150,200,0,PM_WANI,13.035,366,0,4.87,TRAI46568020
2021-12-06,PLAN15951MF2S3,MTNL,TN-1483,3550,3338,24,299,499,1999,0,0,0,0,BSNL_SOCIAL,50.0,403,60,16.75,TRAI23881535
2022-07-17,PLANBGCL4HB2ND,JIO,CT-1566,1894,1780,1,0,1499,0,24,25,0,0,STATE_SUBSIDY,8.199,168,0,24.14,TRAI33027387
2024-06-21,PLANT2FUN4UUF7,ACT,JK-0959,2406,1448,24,499,999,1999,3,0,50,0,BSNL_SOCIAL,8.472,158,60,6.68,TRAI25540053
2023-03-08,PLANI4C9MQEKWR,HATHWAY,MN-0780,4711,4624,1,0,999,0,3,0,300,0,BSNL_SOCIAL,12.236,386,14,2.97,TRAI87822739
2024-05-22,PLANENOCP458N2,ACT,AN-2654,3640,2793,6,999,499,499,6,0,100,1,NONE,18.2,363,60,6.8,TRAI93938067
2025-09-28,PLANTFIAH6Z50O,RAILTEL,MN-8607,4719,4314,24,199,499,0,0,150,100,0,NONE,55.518,479,14,10.37,TRAI15175297
2025-08-06,PLANSXXI3LODV0,HATHWAY,PY-5684,4587,4360,3,299,1499,1999,3,50,200,0,STATE_SUBSIDY,30.785,283,0,7.71,TRAI20732447
2024-06-17,PLAN85Y0V38QRM,VI,AS-1863,708,234,12,0,0,2999,12,100,300,0,BSNL_SOCIAL,4.265,112,30,21.7,TRAI72372341
2024-01-22,PLANWYWUH6TYOA,VI,MH-2388,476,99,24,499,499,1999,24,0,300,0,STATE_SUBSIDY,2.441,337,30,19.68,TRAI67778697
2021-04-07,PLANG3X5WG5HQW,BSNL,OD-4918,2950,2172,24,0,199,0,6,0,200,0,BSNL_SOCIAL,6.614,219,30,18.7,TRAI88972480
2025-11-17,PLANM8O3USUBZ4,ACT,OD-9954,816,765,6,199,1499,999,12,100,50,0,CSR_CONNECT,34.0,40,7,13.54,TRAI42399463
2026-02-03,PLAN1ZAKD63HK8,ACT,CT-6002,3469,2643,0,299,499,999,6,100,200,0,STATE_SUBSIDY,23.924,296,0,8.0,TRAI58344849
2023-05-26,PLAN44JPGP2MX8,TIKONA,RJ-9751,3235,3192,6,299,199,1999,12,0,200,1,CSR_CONNECT,7.948,461,30,23.19,TRAI35877026
2022-08-19,PLANOW0S07ZH22,AIRTEL,HR-1490,4525,3556,0,199,999,1999,12,25,100,1,CSR_CONNECT,17.205,20,30,8.57,TRAI47095075
2021-07-01,PLAN6Z2HFVA7YU,RAILTEL,NL-9631,3991,3930,24,499,1499,1999,6,100,0,0,NONE,9.391,212,30,0.95,TRAI80274044
2023-06-12,PLANQS2DKR93CV,HATHWAY,AR-5037,2588,1863,1,499,0,999,6,50,0,0,PM_WANI,7.702,199,30,18.44,TRAI87062186
2025-05-19,PLANO9FW3CZX33,ACT,HP-7165,2978,2298,12,499,199,999,24,0,100,1,CSR_CONNECT,7.464,436,60,4.89,TRAI55861466
2023-11-20,PLANPLWUHON3R8,MTNL,AN-6696,749,99,3,999,999,2999,0,50,200,0,STATE_SUBSIDY,2.256,379,60,23.06,TRAI07086482
2021-09-28,PLANRS153JMDAI,MTNL,MN-9362,4353,3832,24,499,0,2999,24,25,200,1,STATE_SUBSIDY,20.533,46,30,20.03,TRAI38626542
2023-08-10,PLAN9BR9HSWCX8,TIKONA,UP-9495,718,99,12,499,1499,499,6,50,300,0,NONE,3.135,319,60,0.81,TRAI67193150
2022-04-20,PLANNEFQHYNJ5E,HATHWAY,JK-7115,3660,3096,24,999,999,1999,24,25,50,0,STATE_SUBSIDY,12.2,242,30,3.85,TRAI65706566
2023-01-03,PLANLCVPCILTZ0,SPECTRA,KA-6635,4075,3510,6,499,499,1999,12,100,50,1,PM_WANI,16.498,494,14,13.74,TRAI74493137
2021-08-08,PLANTRX546IPWO,RAILTEL,CH-4599,1742,752,1,499,499,0,24,25,50,0,NONE,3.714,325,0,22.62,TRAI47580327
2024-02-19,PLANNBFL3SI0VU,SPECTRA,AS-3677,4306,3958,12,199,199,1999,24,25,0,0,STATE_SUBSIDY,24.328,369,14,23.31,TRAI70720172
2021-04-10,PLAN1TPBLN6ICO,TIKONA,LA-4609,408,230,6,199,199,2999,12,100,100,0,NONE,1.041,470,30,18.98,TRAI35788505
2022-09-06,PLAN1AKB8BMD0Y,BSNL,DN-0312,1245,1231,6,299,499,0,3,0,300,0,NONE,5.39,249,30,19.12,TRAI70663292
2024-11-19,PLANW37XF8RZ1D,HATHWAY,DD-8595,4928,4345,1,199,0,499,3,150,300,0,CSR_CONNECT,25.937,297,0,16.89,TRAI57913757
2021-03-27,PLAN0JP7WXL07V,AIRTEL,MN-2562,3490,3008,0,199,499,1999,0,25,300,0,NONE,22.81,296,30,22.77,TRAI69171022
2022-05-02,PLANT9IKBGCBSF,VI,MZ-0513,683,361,6,199,499,499,24,50,300,1,CSR_CONNECT,16.262,483,30,19.63,TRAI93976829
2024-04-14,PLANKRO4NGKNJ3,SPECTRA,MZ-1542,2610,1876,12,299,499,0,0,0,0,0,BSNL_SOCIAL,5.878,115,60,16.4,TRAI95866863
2025-01-25,PLANG0UVHK1LD3,VI,PB-0486,741,336,24,199,999,2999,0,25,200,0,PM_WANI,4.518,112,14,23.04,TRAI69455671
2022-01-04,PLANU9GBG1QJY3,AIRTEL,PY-4111,1070,1048,12,999,199,999,3,150,0,1,BSNL_SOCIAL,2.695,340,7,8.31,TRAI75422657
2025-02-28,PLANZL5M5THJY4,MTNL,LD-5680,4108,3322,24,0,0,0,6,0,50,1,STATE_SUBSIDY,9.621,294,60,17.81,TRAI85965215
2022-03-22,PLANXEI3YSA1YX,JIO,DN-8901,518,99,12,999,0,499,12,50,0,0,STATE_SUBSIDY,25.9,418,0,23.89,TRAI24301666
2026-01-11,PLANT2URD33FF0,BSNL,DD-6996,3540,3254,24,499,0,0,0,25,200,0,CSR_CONNECT,7.453,10,60,20.97,TRAI18949116
2024-04-06,PLANU7W0FRJ4Y5,VI,CH-3361,2789,1809,1,499,0,2999,6,25,200,1,STATE_SUBSIDY,6.13,495,60,16.94,TRAI10395223
2023-07-24,PLANB2GR2T8CXH,ACT,JK-6202,3650,3460,0,499,199,1999,6,100,200,0,PM_WANI,280.769,205,60,7.82,TRAI62246930
2023-07-07,PLANBQZOK0BTCN,BSNL,LD-7842,3766,3261,24,999,199,999,3,0,300,0,CSR_CONNECT,26.9,284,60,16.52,TRAI61841911
2021-11-20,PLANYWUCQASAHC,MTNL,DN-2196,4278,3878,0,199,1499,999,24,50,0,0,PM_WANI,9.465,409,30,17.73,TRAI99532846
2025-07-30,PLANNUL0IN5WID,HATHWAY,DN-2177,469,443,1,0,0,1999,3,50,300,0,CSR_CONNECT,4.043,207,60,18.49,TRAI11586783
2025-11-22,PLANHAKC9Q4YZV,TIKONA,UP-6207,513,99,1,199,0,2999,12,100,300,1,CSR_CONNECT,1.832,311,14,1.78,TRAI73444791
2025-08-03,PLAN5JE2APW3S4,VI,MH-3000,1003,832,12,299,199,499,6,50,100,0,CSR_CONNECT,4.709,25,30,23.35,TRAI88595032
2025-04-16,PLAN0UNCBZISFJ,BSNL,UP-5798,3975,3457,24,0,499,0,0,50,0,1,NONE,305.769,287,14,9.81,TRAI56391626
2022-09-09,PLAN4DO3OTVJHI,HATHWAY,SK-3863,947,99,6,299,1499,1999,12,0,0,0,BSNL_SOCIAL,20.149,118,14,3.03,TRAI31367858
2021-12-28,PLANLWEHFGIVTU,TIKONA,KA-6083,2335,1712,1,499,199,999,12,0,50,0,PM_WANI,8.745,50,0,4.32,TRAI40485406
2021-10-04,PLAN639WRNFMB5,VI,CT-8210,4432,3530,1,0,499,499,3,100,100,0,BSNL_SOCIAL,130.353,85,0,17.44,TRAI33036198
2021-01-28,PLANBNF5AAMYVM,BSNL,TR-2310,1771,1172,6,499,0,999,3,50,300,0,PM_WANI,4.1,74,7,3.94,TRAI21516511
2025-05-25,PLANYZZVV2HEEU,JIO,PY-4996,4883,4281,3,299,499,0,24,25,200,0,STATE_SUBSIDY,10.152,47,30,12.55,TRAI53316312
2021-12-26,PLAN7BPGMD13DK,VI,AR-9178,2071,1410,0,499,199,0,24,0,50,0,CSR_CONNECT,12.784,412,7,21.83,TRAI07715683
2022-07-10,PLAN5ZD4MVFF89,RAILTEL,DN-5634,3435,3426,1,0,999,2999,3,0,0,0,NONE,10.015,219,60,15.17,TRAI91423906
2024-08-21,PLAN1RUD035I9L,VI,MN-2200,563,364,24,199,199,1999,3,0,100,0,BSNL_SOCIAL,1.822,402,30,7.09,TRAI33521726
2021-07-24,PLANYZ68LQ03OZ,RAILTEL,MP-3339,4448,3742,0,299,199,0,12,150,200,0,BSNL_SOCIAL,11.893,279,30,9.89,TRAI50719067
2025-01-03,PLANFL22DOBKXL,MTNL,HP-6174,3318,2341,12,0,0,499,24,100,50,0,STATE_SUBSIDY,7.807,198,60,14.83,TRAI00698583
2021-09-15,PLANQN9HG1UKTU,SPECTRA,AN-6509,2678,2087,12,199,999,999,12,25,50,0,STATE_SUBSIDY,41.2,282,7,20.22,TRAI14401412
2025-04-16,PLAN1AJ05FG2CU,TIKONA,KL-5387,3949,3663,24,499,0,999,0,0,300,0,CSR_CONNECT,25.81,394,14,2.8,TRAI17936669
2024-06-25,PLANW8FKUADS3H,MTNL,TG-2487,2890,2178,6,999,199,999,0,25,50,0,PM_WANI,7.918,265,0,5.19,TRAI00330161
2024-09-03,PLANGYHQGJ52KL,RAILTEL,UT-0723,1023,849,12,199,999,999,12,100,0,1,NONE,9.837,279,7,4.49,TRAI06032238
2024-11-03,PLAN13KWBCTV8K,ACT,AS-8940,908,103,3,999,1499,1999,3,0,100,0,PM_WANI,3.799,446,14,9.9,TRAI63114314
2024-08-22,PLANORK1XGRD91,AIRTEL,UP-1130,2326,1329,3,199,499,999,0,50,100,0,CSR_CONNECT,4.938,20,0,13.78,TRAI81697063
2025-04-28,PLANQFO5L8RSBC,RAILTEL,DD-5855,2178,1288,24,299,1499,2999,0,100,300,0,PM_WANI,6.764,443,0,10.36,TRAI42214816
2024-05-08,PLAN4V68AXU8XY,MTNL,MN-2880,1155,257,3,0,1499,999,12,150,50,0,PM_WANI,11.786,431,60,5.74,TRAI68382030
2021-09-14,PLANGH3DCR45OS,JIO,JK-3150,890,587,12,0,999,999,3,25,50,0,CSR_CONNECT,2.192,399,0,22.66,TRAI51533181
2022-03-15,PLAN2ZL8KWIEGV,TIKONA,KL-3313,3225,2396,12,499,199,2999,3,150,50,1,BSNL_SOCIAL,31.618,364,60,23.43,TRAI68495880
2023-01-04,PLAN07TGD71XYM,RAILTEL,CT-7629,3038,2376,0,0,0,2999,0,150,50,0,BSNL_SOCIAL,13.936,143,14,20.35,TRAI10647149
2024-06-14,PLANMFF5HVL2H1,HATHWAY,HP-5333,4365,3395,0,0,199,0,6,100,0,0,PM_WANI,13.03,107,30,3.76,TRAI79304273
2021-11-05,PLANREOGV81WC5,TIKONA,AR-4266,251,99,24,999,499,999,12,0,50,0,NONE,0.56,91,30,1.72,TRAI07570799
2021-11-17,PLANTMVTZJ7KYV,BSNL,SK-5876,878,520,1,199,199,2999,24,25,0,0,BSNL_SOCIAL,2.439,454,14,12.8,TRAI45763968
2021-02-18,PLAN8LGE6F3F5M,AIRTEL,RJ-7206,3364,3194,3,199,0,999,6,25,0,1,NONE,15.085,353,30,3.21,TRAI13480438
2025-01-03,PLANYMX6XVV1Z6,HATHWAY,JH-4868,3176,3127,3,0,499,1999,0,50,200,0,STATE_SUBSIDY,9.1,250,0,8.17,TRAI03326007
2026-02-01,PLANRA38TTQ2O1,RAILTEL,SK-8556,3034,2897,3,0,499,499,12,150,0,0,CSR_CONNECT,10.914,324,7,17.13,TRAI17146368
2022-12-14,PLANNAV0V1Q5PX,MTNL,DN-0633,3179,2649,6,299,499,2999,3,100,50,0,NONE,6.693,446,30,21.98,TRAI54246507
2026-01-09,PLAN9MWL1RKNQX,RAILTEL,HP-7942,3476,2693,6,199,199,499,12,50,0,0,CSR_CONNECT,11.823,349,14,6.02,TRAI82220387
2024-11-09,PLAN72NXQF9WCO,RAILTEL,KA-6371,3356,3103,1,299,0,499,24,100,50,1,BSNL_SOCIAL,19.858,439,0,10.58,TRAI78743824
2022-05-17,PLANEKH1F4F1NG,BSNL,WB-5286,754,510,6,499,199,1999,12,0,50,1,NONE,1.581,393,30,9.34,TRAI30048778
2022-12-14,PLANO3Z3W9IEER,AIRTEL,TN-4285,991,574,3,0,999,0,0,100,300,0,CSR_CONNECT,2.478,352,14,22.47,TRAI02836707
2024-04-24,PLANW7IM2QS27I,VI,MP-2521,2379,1714,6,199,999,2999,12,25,200,0,BSNL_SOCIAL,6.936,453,30,18.7,TRAI47218290
2025-07-05,PLANJEJ4QLW87M,HATHWAY,MN-8906,2380,1536,1,0,999,0,12,150,0,1,CSR_CONNECT,5.312,85,60,8.15,TRAI11119471
2024-06-08,PLAN9V3VT0VZKZ,AIRTEL,LA-3031,4953,4887,0,199,499,0,3,50,50,0,CSR_CONNECT,14.031,419,7,6.05,TRAI42849204
2022-01-25,PLANVZ2FRKT41D,VI,TG-6218,1800,1565,0,499,0,0,0,0,300,0,STATE_SUBSIDY,26.866,54,7,11.91,TRAI64296096
2026-02-11,PLANCTP8KZGV4Y,HATHWAY,AS-6676,2841,2679,12,499,999,999,12,0,100,0,PM_WANI,8.455,271,30,9.41,TRAI59934659
2021-12-17,PLAN97ORP8QA5L,AIRTEL,GA-4326,3633,2844,3,299,1499,499,3,25,200,0,BSNL_SOCIAL,17.137,400,14,2.11,TRAI55258623
2025-05-31,PLAN9E82EYOU5W,MTNL,BR-7979,779,99,3,0,999,2999,0,0,0,0,NONE,1.6,407,60,10.18,TRAI43690208
2023-12-27,PLANU4YPJOKNZE,SPECTRA,PY-9451,2538,1698,3,299,199,499,24,100,200,0,PM_WANI,5.64,274,7,3.89,TRAI37622573
2022-02-04,PLANEWMPU7GJZ8,JIO,TN-0289,542,99,3,0,0,499,24,100,50,0,BSNL_SOCIAL,1.461,101,0,12.04,TRAI03585660
2025-02-28,PLANCV510DT2FG,ACT,KL-7570,3773,3738,3,0,199,499,12,25,200,1,BSNL_SOCIAL,13.871,212,14,19.56,TRAI48534155
2021-05-30,PLANL3JGFGJ146,JIO,DD-7895,4219,3417,3,199,1499,2999,6,25,300,1,NONE,17.081,484,60,5.98,TRAI28150109
2021-10-03,PLANSXQ8AIC1PF,RAILTEL,AS-9047,915,418,3,499,999,1999,6,0,200,0,STATE_SUBSIDY,41.591,233,30,17.39,TRAI34909843
2022-04-10,PLANK6PAODK6MN,MTNL,AS-3803,1272,949,0,299,999,0,6,150,50,0,BSNL_SOCIAL,2.771,185,30,7.03,TRAI11579289
2021-05-19,PLANXD9A8J9Y4D,JIO,PY-3847,4172,4074,0,199,1499,2999,24,0,50,1,BSNL_SOCIAL,50.265,214,14,18.36,TRAI87896232
2023-01-19,PLANGYN7GII577,MTNL,TN-6624,1885,987,1,299,1499,2999,0,100,100,0,CSR_CONNECT,4.323,332,7,5.07,TRAI18459800
2024-10-23,PLAN3BS7KCTVR2,AIRTEL,JK-5772,4825,4471,0,999,0,2999,12,0,0,1,NONE,20.359,241,14,17.83,TRAI43982259
2022-04-04,PLANRWDZETWABK,VI,GA-6303,3333,2674,12,0,999,499,0,150,50,0,NONE,8.568,363,30,22.4,TRAI17514264
2022-02-23,PLAN7ZF6JYQIKJ,MTNL,HR-2646,1720,1701,1,499,499,0,12,25,300,0,STATE_SUBSIDY,12.028,268,7,4.2,TRAI50155729
2022-04-06,PLAN7E4XXJXH4N,BSNL,DD-6164,2964,2268,12,299,1499,499,6,25,200,0,NONE,6.049,317,7,10.38,TRAI33111069
2022-09-08,PLANEOKQIMPDCQ,HATHWAY,LD-6421,793,99,0,0,199,0,3,50,300,0,BSNL_SOCIAL,1.819,371,7,6.13,TRAI77694031
2022-07-26,PLANKERLVFQT0Z,SPECTRA,RJ-0319,4914,4179,12,0,999,0,0,25,300,0,BSNL_SOCIAL,30.906,279,0,9.62,TRAI43139961
2025-07-04,PLANB4BIB00R9G,HATHWAY,DN-9336,690,99,0,499,199,0,3,100,50,0,NONE,2.17,230,0,8.34,TRAI96906440
2022-11-12,PLANCTRM68V1XD,RAILTEL,BR-2497,2246,1915,12,999,199,2999,3,150,0,0,STATE_SUBSIDY,34.554,263,7,6.98,TRAI40696882
2021-06-15,PLAN476SBRBJP5,VI,LA-0348,938,388,24,999,999,2999,3,25,50,0,STATE_SUBSIDY,2.495,413,60,1.52,TRAI05896968
2025-01-08,PLANARJCOSAG4Q,VI,DN-9098,1625,1089,3,299,1499,499,3,150,300,0,CSR_CONNECT,5.603,295,0,7.12,TRAI01557363
2023-08-22,PLANX37W2I32OQ,TIKONA,LA-8773,4806,4574,24,0,0,0,3,50,200,1,NONE,109.227,448,0,19.48,TRAI46538086
2026-02-22,PLANAXF856K3YP,JIO,AR-9698,2606,1848,6,0,1499,999,24,0,300,0,STATE_SUBSIDY,7.179,203,60,18.72,TRAI20555340
2024-06-10,PLANBZYG2BQXWM,TIKONA,DL-9176,3790,3559,24,0,999,2999,12,0,50,0,STATE_SUBSIDY,8.693,201,30,10.82,TRAI11970998
2025-07-26,PLANUUXIE6TDH7,AIRTEL,UT-5949,3802,2903,1,499,1499,999,6,50,200,0,NONE,30.416,31,14,23.19,TRAI65132908
2021-02-26,PLANUFUHVPDJX1,ACT,SK-2796,4005,3568,1,299,199,0,24,50,300,1,NONE,12.323,396,0,15.33,TRAI95464846
2021-05-29,PLANRCHG1DZ4LG,JIO,GJ-7080,1293,1025,1,0,199,999,12,100,0,0,PM_WANI,86.2,203,30,3.17,TRAI62351346
2026-01-02,PLANEN9Z1UP7IJ,JIO,DN-0671,1059,160,1,199,999,1999,12,50,100,0,CSR_CONNECT,7.962,466,0,1.52,TRAI62466854
2021-09-04,PLANCZH4OY32RY,BSNL,MN-3912,411,99,0,299,0,2999,3,25,300,0,STATE_SUBSIDY,1.593,351,30,9.2,TRAI36775793
2025-06-06,PLAN2WT7M9YY8R,VI,KL-8203,1388,1083,1,0,999,1999,6,150,100,1,STATE_SUBSIDY,3.888,358,7,10.81,TRAI64644520
2024-07-06,PLANUHIV8OXNTO,RAILTEL,AS-9791,495,199,0,199,0,0,3,50,0,0,CSR_CONNECT,19.8,364,0,2.44,TRAI20688678
2022-01-05,PLANC5F5MC37IZ,TIKONA,DN-2798,1756,1141,3,499,499,0,6,100,50,1,NONE,3.681,270,14,10.25,TRAI05271111
2024-07-28,PLAN96LQ7Y993G,TIKONA,HR-5379,2768,2210,24,499,999,499,24,25,50,0,STATE_SUBSIDY,13.057,324,0,15.65,TRAI79495214
2022-02-07,PLANK87ZOP27EX,VI,MP-0670,4905,4093,0,199,0,499,24,100,300,0,NONE,46.714,278,0,6.37,TRAI79828845
2024-03-05,PLAN5XLW8KI36H,BSNL,NL-6626,242,99,3,999,1499,0,12,50,50,0,PM_WANI,2.262,232,7,15.15,TRAI74285544
2022-12-07,PLAN7XNBC7MWAK,JIO,PY-4793,222,99,0,299,1499,999,3,100,50,0,NONE,0.921,155,60,23.83,TRAI82922468
2025-03-21,PLAN4PPMVCF2U4,RAILTEL,AS-6687,3688,3245,12,499,999,1999,6,50,300,0,BSNL_SOCIAL,13.509,173,60,2.92,TRAI80066769
2022-07-15,PLAN0DDRUFIYN4,AIRTEL,JH-7803,3977,3158,3,499,499,1999,0,0,300,1,CSR_CONNECT,9.724,205,60,9.28,TRAI35327250
2025-03-19,PLANJ9N5X6FHPO,HATHWAY,MH-7587,1109,601,6,199,1499,499,12,25,200,0,BSNL_SOCIAL,4.564,46,30,6.77,TRAI14801505
2024-05-21,PLAN98U3JQOQ4Q,JIO,UT-0365,3031,2600,6,499,499,999,3,150,0,0,NONE,6.211,19,14,0.12,TRAI07431146
2025-01-03,PLAND5I3KZYO3C,ACT,MP-4082,2151,1725,24,0,499,1999,6,150,300,0,CSR_CONNECT,6.807,371,14,12.15,TRAI31744319
2023-01-15,PLANHRUOSNJPU7,SPECTRA,TR-3145,2494,1698,0,0,499,1999,24,150,200,1,STATE_SUBSIDY,86.0,34,30,7.44,TRAI21939897
2022-11-25,PLANCAI839HO6Z,ACT,DD-0566,1638,1370,3,299,999,1999,6,25,50,0,STATE_SUBSIDY,3.757,385,0,22.36,TRAI25472606
2022-06-24,PLAN6IAS4I7Q52,BSNL,UT-6928,3571,2739,3,299,0,2999,12,100,300,0,NONE,17.678,233,14,14.35,TRAI08162916
2025-01-28,PLANLJZ7CWBJHH,TIKONA,NL-4056,4205,3539,24,299,0,1999,0,0,200,0,CSR_CONNECT,20.314,486,30,5.58,TRAI94421584
2021-03-25,PLAN17SXQGWRGW,ACT,MZ-8966,248,99,24,299,499,999,12,100,50,0,BSNL_SOCIAL,0.787,97,30,4.47,TRAI63314017
2024-10-16,PLANO9I6QGWB3W,RAILTEL,OD-5314,489,415,12,299,199,499,12,150,300,0,PM_WANI,5.821,53,14,10.42,TRAI51053936
2021-04-28,PLANFGC470TFDT,SPECTRA,DN-4143,2974,2590,24,199,499,0,3,50,100,0,NONE,12.987,160,14,3.26,TRAI11022664
2022-08-01,PLANMYEPBJHT43,SPECTRA,TR-5072,4486,4063,1,999,999,1999,3,50,50,0,STATE_SUBSIDY,12.223,3,14,18.17,TRAI83514845
2025-02-19,PLANS0VDILQ59C,TIKONA,AP-5866,1347,590,1,0,199,1999,0,0,100,0,STATE_SUBSIDY,37.417,290,30,22.64,TRAI92651461
2021-09-19,PLAN6KL6YLHGA9,MTNL,TN-7438,3327,2805,3,299,0,1999,6,25,100,0,BSNL_SOCIAL,12.698,456,14,16.08,TRAI46590127
2024-08-11,PLANTD4VZ2FK9X,TIKONA,LD-1453,3839,3534,3,199,999,999,3,150,0,0,STATE_SUBSIDY,11.922,4,7,21.48,TRAI10682088
2021-03-06,PLAN3ZIL0MOPAN,TIKONA,UT-6740,1333,526,0,0,199,999,3,25,200,0,STATE_SUBSIDY,2.904,88,0,5.43,TRAI70032444
2022-08-24,PLANBYJKZP2JPE,ACT,LD-3652,1592,608,0,999,999,499,3,150,50,0,CSR_CONNECT,3.746,184,0,11.04,TRAI15355128
2025-04-12,PLANTLX0NW8TIN,ACT,ML-0949,3860,3777,3,299,0,0,24,100,300,0,STATE_SUBSIDY,296.923,453,14,14.45,TRAI12428248
2021-05-24,PLANSF0FDXYLBY,HATHWAY,MP-7412,2168,1931,24,499,999,2999,3,25,200,0,NONE,6.861,132,0,19.53,TRAI10257691
2023-10-17,PLANF4EPMJTB3W,SPECTRA,GJ-4422,2407,1875,1,0,1499,1999,6,0,50,1,STATE_SUBSIDY,33.431,422,60,22.74,TRAI22986128
2023-09-30,PLANCAWN3ZFYIJ,JIO,AN-1544,641,414,1,199,999,1999,3,0,200,0,CSR_CONNECT,10.683,426,60,17.7,TRAI13064631
2022-09-13,PLAN4S5QCSK96X,MTNL,TR-4765,655,99,12,499,999,1999,12,150,50,1,NONE,2.053,402,7,7.24,TRAI07341502
