civ_nat_elections_election_date,civ_nat_elections_country_iso2,civ_nat_elections_election_type_code,civ_nat_elections_region_nuts_code,civ_nat_elections_party_id,civ_nat_elections_candidate_id_hash,civ_nat_elections_votes_count,civ_nat_elections_vote_share_pct,civ_nat_elections_seats_won_count,civ_nat_elections_turnout_pct,civ_nat_elections_eligible_voters_count,civ_nat_elections_e_voting_flag,civ_nat_elections_misinformation_incident_count,civ_nat_elections_campaign_spend_eur,civ_nat_elections_donation_limit_flag,civ_nat_elections_election_observer_mission_flag,civ_nat_elections_result_challenge_count,civ_nat_elections_data_provider,civ_nat_elections_data_quality_flag,civ_nat_elections_data_extract_date
2021-08-10,LT,PARLIAMENTARY,,LT_P31,73403cc065a3eb753ed7a544,1361176,4.131,3,71.41,46145398,1,28,57201981.27,1,0,0,ACADEMIC_COMPILATION,ESTIMATED,2025-01-23
2022-01-02,SK,PARLIAMENTARY,,SK_P32,af6b3eb9f0fa9e228b9a6199,3738946,20.854,3,38.84,46161578,0,33,62647094.61,0,0,1,MEDIA_VERIFIED_TALLY,FLAGGED,2025-09-30
2016-03-27,HR,PARLIAMENTARY,,HR_P33,5e8aef827c3f97496c7de96c,2167406,5.688,2,82.09,46418769,1,26,38514551.71,1,1,0,NATIONAL_ELECTION_COMMISSION,OK,2024-06-20
2022-07-10,DE,PARLIAMENTARY,,DE_P34,1033932dfea7f5b0c9ff0761,384272,1.535,2,53.99,46372515,0,25,15260971.53,0,0,1,OSCE_ODIHR,REVISED,2025-08-04
2022-07-21,LU,PARLIAMENTARY,,LU_P01,8a2a64dda463d47a24f599ef,7559446,19.089,19,84.9,46643679,0,37,63604812.36,1,0,7,ACADEMIC_COMPILATION,ESTIMATED,2024-11-10
2013-01-31,SI,PARLIAMENTARY,,SI_P02,b5441dff437086fe924b422f,3601102,12.998,6,59.43,46617074,1,74,91187701.33,0,1,6,MEDIA_VERIFIED_TALLY,FLAGGED,2024-03-07
2024-02-14,CY,PARLIAMENTARY,,CY_P03,c535572c06d13fbc16b95af5,648702,2.695,3,51.51,46730182,0,96,60824020.49,0,1,0,NATIONAL_ELECTION_COMMISSION,OK,2024-03-04
2018-04-12,GR,PARLIAMENTARY,,GR_P04,c403dd4b22954de4720d8bc6,3334599,18.566,11,38.39,46784196,0,47,19614222.16,0,0,7,OSCE_ODIHR,REVISED,2024-10-25
2025-02-27,MT,PARLIAMENTARY,,MT_P05,1b5a3c362490ae0aaeeb0f09,3221255,11.255,1,61.18,46782971,0,112,49973660.74,1,1,7,ACADEMIC_COMPILATION,ESTIMATED,2025-07-08
2020-02-04,ES,PARLIAMENTARY,,ES_P06,3fc908f89b06af75fe5ec03d,327375,1.734,2,40.29,46856101,0,42,57123492.94,1,0,4,MEDIA_VERIFIED_TALLY,FLAGGED,2026-01-14
2020-10-16,CZ,PARLIAMENTARY,,CZ_P07,1e0573fbe764f35cd51cebe6,2285460,7.013,6,69.1,47162803,0,62,36115555.87,1,1,7,NATIONAL_ELECTION_COMMISSION,OK,2024-05-19
2024-09-19,HU,PARLIAMENTARY,,HU_P08,83185ad639ad8f3475bfe02e,4207234,18.954,22,47.02,47208123,1,113,56841290.76,0,0,1,OSCE_ODIHR,REVISED,2025-10-05
2014-11-19,NL,PARLIAMENTARY,,NL_P09,57054f6298d2aa1f8bb8af9d,2799963,14.266,17,41.51,47280615,0,41,53430415.04,1,1,3,ACADEMIC_COMPILATION,ESTIMATED,2025-01-01
2018-10-31,SE,PARLIAMENTARY,,SE_P10,0084228f88cb7a10873f488f,7112074,17.881,12,83.9,47406464,0,76,31321296.39,1,0,3,MEDIA_VERIFIED_TALLY,FLAGGED,2024-12-26
2014-04-07,DK,PARLIAMENTARY,,DK_P11,ca9c7dd9aee7126f5c1b2e62,3951895,10.872,2,76.57,47470276,0,41,5642711.71,1,1,1,NATIONAL_ELECTION_COMMISSION,OK,2026-01-11
2012-03-03,IE,PARLIAMENTARY,,IE_P12,94393ee883038f68d9ad7544,2075257,11.551,2,37.7,47654788,0,43,77213748.23,0,0,0,OSCE_ODIHR,REVISED,2025-01-23
2023-06-07,PL,PARLIAMENTARY,,PL_P13,0564204427f72892fee49b1d,4690476,19.201,12,51.18,47729309,0,49,34128568.4,0,0,7,ACADEMIC_COMPILATION,ESTIMATED,2024-02-12
2019-10-06,AT,PARLIAMENTARY,,AT_P14,44e31eceec64100208c72533,5967707,17.651,20,71.0,47619245,0,50,20084151.35,1,0,6,MEDIA_VERIFIED_TALLY,FLAGGED,2024-12-19
2013-09-30,EE,PARLIAMENTARY,,EE_P15,94dd37c9c455eb8c22f92e4c,45098,21.12,20,48.45,440729,0,8,107830763.35,1,1,5,NATIONAL_ELECTION_COMMISSION,OK,2024-01-12
2015-03-05,IT,PARLIAMENTARY,,IT_P16,8a8f0bde027db18cfaf521ce,21985,8.725,0,66.53,378757,0,11,78831732.09,0,0,7,OSCE_ODIHR,REVISED,2024-04-11
2021-06-04,PT,PARLIAMENTARY,,PT_P17,791a682f69fa74a63ef8791b,34147,13.276,4,48.03,535535,1,19,33150565.96,0,1,1,ACADEMIC_COMPILATION,ESTIMATED,2026-01-15
2012-02-08,BE,PARLIAMENTARY,,BE_P18,3af1aef7ab1502251cfef2de,68195,17.185,1,53.56,740889,0,3,23656948.49,0,1,5,MEDIA_VERIFIED_TALLY,FLAGGED,2025-10-01
2014-07-02,FI,PARLIAMENTARY,,FI_P19,19c4a8cbd5653203c1b645f0,53612,17.359,17,35.49,870216,0,8,11335836.63,1,1,4,NATIONAL_ELECTION_COMMISSION,OK,2024-07-27
2021-06-28,LV,PARLIAMENTARY,,LV_P20,6973c8dcd494530fab4ccb8c,135574,21.557,12,83.88,749766,0,23,18596828.53,1,0,9,OSCE_ODIHR,REVISED,2025-06-28
2024-06-02,RO,PARLIAMENTARY,,RO_P21,17ddf7178bf55ccdef761a50,93279,16.741,18,71.36,780815,0,10,1760201.87,0,0,2,ACADEMIC_COMPILATION,ESTIMATED,2024-05-14
2021-02-19,BG,PARLIAMENTARY,,BG_P22,38d10a6239c6d5fa6fc0d2ab,20925,4.811,1,41.37,1051446,0,25,90926610.41,0,0,4,MEDIA_VERIFIED_TALLY,FLAGGED,2025-04-19
2010-10-12,FR,PARLIAMENTARY,,FR_P23,f92cd8b3e2afe404567c2814,121970,20.423,3,52.73,1132626,1,17,40838179.52,1,0,0,NATIONAL_ELECTION_COMMISSION,OK,2025-02-02
2025-09-20,LT,PARLIAMENTARY,,LT_P24,de13758b0a3275cc921182b2,58643,10.134,7,54.47,1062351,0,26,35354772.91,1,1,6,OSCE_ODIHR,REVISED,2024-03-15
2019-10-12,SK,PARLIAMENTARY,,SK_P25,dd6df4b132f78b95899bf737,3337,0.662,1,36.65,1374475,0,44,52037345.73,1,0,0,ACADEMIC_COMPILATION,ESTIMATED,2025-07-09
2015-11-22,HR,PARLIAMENTARY,,HR_P26,5f7ea6aaf5770edbd8636783,101870,11.406,6,72.98,1223782,0,14,72461946.63,0,1,3,MEDIA_VERIFIED_TALLY,FLAGGED,2024-05-28
2018-04-15,DE,PARLIAMENTARY,,DE_P27,85fb23634add58522ee8c825,232019,20.229,8,74.55,1538521,1,23,70455830.68,1,1,0,NATIONAL_ELECTION_COMMISSION,OK,2025-12-20
2019-08-20,LU,PARLIAMENTARY,,LU_P28,3063d1eaef93dc44d2236cc7,31083,4.555,4,44.14,1546033,0,21,44199100.81,1,1,4,OSCE_ODIHR,REVISED,2025-04-28
2019-12-10,SI,PARLIAMENTARY,,SI_P29,4b1d0068d3ba4c9fe4fd1e2c,39784,3.604,4,61.16,1804996,0,80,78222765.02,0,0,2,ACADEMIC_COMPILATION,ESTIMATED,2025-10-23
2021-05-25,CY,PARLIAMENTARY,,CY_P30,7d51ca0cdfb259135d509d43,185653,17.718,3,59.99,1746667,0,26,20583268.05,0,0,9,MEDIA_VERIFIED_TALLY,FLAGGED,2024-05-25
2014-04-20,GR,PARLIAMENTARY,,GR_P31,94939374b5f7b8a5a5dbebf0,235297,21.938,1,62.25,1722968,0,17,81123645.52,1,0,6,NATIONAL_ELECTION_COMMISSION,OK,2025-05-05
2016-05-11,MT,PARLIAMENTARY,,MT_P32,4392d82a74ae13761826971a,236101,16.04,3,70.32,2093163,0,20,13088280.32,0,0,3,OSCE_ODIHR,REVISED,2025-12-05
2013-06-19,ES,PARLIAMENTARY,,ES_P33,5831bf29eb5f6eaf35a78ee8,97289,8.921,8,51.91,2100912,0,77,88739959.53,1,0,4,ACADEMIC_COMPILATION,ESTIMATED,2025-06-29
2011-08-13,CZ,PARLIAMENTARY,,CZ_P34,7a149cec001f5320cb1efa86,121350,7.307,9,76.12,2181708,0,30,17576010.59,1,0,4,MEDIA_VERIFIED_TALLY,FLAGGED,2024-12-29
2013-05-28,HU,PARLIAMENTARY,,HU_P01,fd77694c779a14339704ac96,15245,1.223,1,52.65,2367484,0,21,46474942.01,0,0,0,NATIONAL_ELECTION_COMMISSION,OK,2024-05-18
2020-07-28,NL,PARLIAMENTARY,,NL_P02,3f2c82ce822c89894e69a16b,22158,2.383,1,38.34,2424926,0,39,60295702.26,1,0,0,OSCE_ODIHR,REVISED,2024-01-04
2019-09-01,SE,PARLIAMENTARY,,SE_P03,7d3e5a0d43f02ad6cb8ff698,311917,14.737,4,81.89,2584635,0,29,42324221.97,1,0,3,ACADEMIC_COMPILATION,ESTIMATED,2024-09-29
2015-03-22,DK,PARLIAMENTARY,,DK_P04,8c660dee051b4d407fb39eb4,323244,21.836,20,62.53,2367431,0,87,15566173.44,1,0,3,MEDIA_VERIFIED_TALLY,FLAGGED,2024-05-27
2017-05-11,IE,PARLIAMENTARY,,IE_P05,9162417579af413c9acc126f,74666,4.42,2,62.51,2702681,0,39,76246213.14,1,0,1,NATIONAL_ELECTION_COMMISSION,OK,2025-11-23
2024-02-11,PL,PARLIAMENTARY,,PL_P06,d34b16a0cbf0a5b08e12b162,279188,13.008,15,75.24,2852497,0,27,38027845.78,1,0,7,OSCE_ODIHR,REVISED,2024-06-06
2014-04-17,AT,PARLIAMENTARY,,AT_P07,297bbcea69b9753e6d7731be,178513,8.249,1,77.39,2796371,1,40,91059151.62,1,0,3,ACADEMIC_COMPILATION,ESTIMATED,2025-07-09
2025-09-05,EE,PARLIAMENTARY,,EE_P08,97f536a8f37ad11ae4d094af,202844,15.559,18,44.65,2919914,0,28,4691526.5,1,0,6,MEDIA_VERIFIED_TALLY,FLAGGED,2024-08-18
2023-05-04,IT,PARLIAMENTARY,,IT_P09,5d4252594fb49aec34cc1eed,71942,6.531,6,35.39,3112637,0,43,89404296.76,0,0,5,NATIONAL_ELECTION_COMMISSION,OK,2024-06-06
2012-11-24,PT,PARLIAMENTARY,,PT_P10,12f089936b157bbb1532cfd4,264011,13.535,10,65.38,2983555,0,30,81490394.68,0,0,2,OSCE_ODIHR,REVISED,2024-12-30
2014-02-07,BE,PARLIAMENTARY,,BE_P11,2eee06ed9f7b0d6e2a110f27,385229,15.05,2,83.78,3055130,0,34,3093831.65,0,0,5,ACADEMIC_COMPILATION,ESTIMATED,2025-06-13
2021-06-11,FI,PARLIAMENTARY,,FI_P12,11c804a9fd41d9fffdc162b6,67497,3.3,0,59.85,3417137,1,33,99763928.62,1,1,6,MEDIA_VERIFIED_TALLY,FLAGGED,2025-10-23
2019-11-06,LV,PARLIAMENTARY,,LV_P13,84214228776181968dda27cf,265407,19.138,13,42.81,3239418,0,44,101434251.49,1,0,0,NATIONAL_ELECTION_COMMISSION,OK,2024-03-04
2020-03-16,RO,PARLIAMENTARY,,RO_P14,ea3593c0449c1b32c7f1f0bc,241073,10.559,10,65.75,3472506,1,34,97655527.14,1,0,4,OSCE_ODIHR,REVISED,2025-03-19
2015-06-06,BG,PARLIAMENTARY,,BG_P15,7bacba0d0075192bf9251c44,104676,6.106,3,50.28,3409265,0,103,32919797.32,1,0,4,ACADEMIC_COMPILATION,ESTIMATED,2024-10-09
2018-07-20,FR,PARLIAMENTARY,,FR_P16,2fe2fd8610f6743a9c508584,204857,8.255,7,65.48,3789692,0,40,49601671.65,0,1,1,MEDIA_VERIFIED_TALLY,FLAGGED,2024-02-11
2021-06-15,LT,PARLIAMENTARY,,LT_P17,6f2c8738377fb0495710f327,76039,3.757,2,53.6,3775660,0,41,94004268.35,1,1,2,NATIONAL_ELECTION_COMMISSION,OK,2025-11-09
2018-04-11,SK,PARLIAMENTARY,,SK_P18,c4c5eecc1cbcb1f9fdb32beb,153095,5.78,6,69.3,3822343,0,122,36689947.97,1,1,2,OSCE_ODIHR,REVISED,2025-12-10
2011-09-29,HR,PARLIAMENTARY,,HR_P19,c1c8775c2100c7db5c8773e1,126134,5.47,4,57.12,4037244,0,50,22331543.54,0,1,6,ACADEMIC_COMPILATION,ESTIMATED,2024-04-20
2018-07-26,DE,PARLIAMENTARY,,DE_P20,c0d17e412432d948bdcf4efe,153071,6.668,5,57.35,4002976,0,39,49836100.11,1,0,3,MEDIA_VERIFIED_TALLY,FLAGGED,2025-09-09
2019-12-06,LU,PARLIAMENTARY,,LU_P21,e7c97379be65e95b295cb6aa,237004,9.542,10,60.2,4125754,0,87,47953778.7,0,1,5,NATIONAL_ELECTION_COMMISSION,OK,2025-10-15
2021-04-16,SI,PARLIAMENTARY,,SI_P22,1d613ce8a1726cf445f1635d,558399,16.675,5,82.44,4062012,0,2,26832088.93,1,0,6,OSCE_ODIHR,REVISED,2025-01-26
2019-07-15,CY,PARLIAMENTARY,,CY_P23,08c06bb3db012ff25cd1dfbf,352912,18.262,13,45.67,4231482,1,14,27916433.88,1,1,0,ACADEMIC_COMPILATION,ESTIMATED,2024-01-18
2011-08-10,GR,PARLIAMENTARY,,GR_P24,c6050e0c71e1886add67ce50,237323,6.42,1,85.53,4322036,0,13,56904638.37,0,1,7,MEDIA_VERIFIED_TALLY,FLAGGED,2024-10-30
2024-01-27,MT,PARLIAMENTARY,,MT_P25,19be65155f20905697689a62,421242,18.635,17,51.43,4395335,0,5,31060750.36,1,1,4,NATIONAL_ELECTION_COMMISSION,OK,2025-01-08
2013-10-23,ES,PARLIAMENTARY,,ES_P26,5e52639e39dc309f5cc536bc,396634,12.288,10,70.47,4580242,0,22,14529320.25,1,0,3,OSCE_ODIHR,REVISED,2024-02-10
2016-12-12,CZ,PARLIAMENTARY,,CZ_P27,7682a3fbc8e78b1ccb477dda,324456,9.205,5,72.52,4860508,1,20,22023279.5,1,0,7,ACADEMIC_COMPILATION,ESTIMATED,2026-01-04
2011-01-08,HU,PARLIAMENTARY,,HU_P28,ef9681088043ce165c31ec2d,295084,9.038,5,70.3,4644251,0,17,9779121.97,1,0,6,MEDIA_VERIFIED_TALLY,FLAGGED,2026-02-18
2016-01-10,NL,PARLIAMENTARY,,NL_P29,102b1fed7820e5cbe8b6ae0f,227962,8.395,0,54.96,4940760,0,26,3060569.42,1,0,2,NATIONAL_ELECTION_COMMISSION,OK,2024-06-05
2025-01-06,SE,PARLIAMENTARY,,SE_P30,4e967e04883d745508a824e2,95452,3.106,3,62.8,4893376,0,27,16226765.11,0,0,5,OSCE_ODIHR,REVISED,2024-08-27
2025-11-21,DK,PARLIAMENTARY,,DK_P31,77d83ec375e50466ab607070,380487,14.368,17,53.18,4979583,0,15,15971831.09,1,1,2,ACADEMIC_COMPILATION,ESTIMATED,2024-08-12
2024-02-27,IE,PARLIAMENTARY,,IE_P32,063693cc577608bf67988c76,342330,12.22,0,52.47,5339093,0,38,96620859.73,1,0,1,MEDIA_VERIFIED_TALLY,FLAGGED,2024-03-11
2016-07-22,PL,PARLIAMENTARY,,PL_P33,d3426fefdd8758ddbec949bc,668772,15.212,6,81.96,5364021,0,100,105991830.66,1,0,4,NATIONAL_ELECTION_COMMISSION,OK,2025-06-16
2024-10-12,AT,PARLIAMENTARY,,AT_P34,4ccf52cefc8f53604a243e3b,290641,8.56,1,61.39,5531070,1,19,14224387.85,0,1,4,OSCE_ODIHR,REVISED,2024-01-02
2019-10-12,EE,PARLIAMENTARY,,EE_P01,c0ecf2055a2c9c9485ab3634,333164,10.628,0,58.47,5361116,0,17,32623238.18,0,0,0,ACADEMIC_COMPILATION,ESTIMATED,2025-04-22
2021-12-03,IT,PARLIAMENTARY,,IT_P02,28c684f31670b4f34e2d2a64,445203,12.795,9,60.79,5723913,0,95,73372414.41,0,0,5,MEDIA_VERIFIED_TALLY,FLAGGED,2025-11-21
2010-04-14,PT,PARLIAMENTARY,,PT_P03,539c3b95e1ce6090c00c2004,328935,10.594,6,56.33,5511962,0,27,25261812.77,1,0,0,NATIONAL_ELECTION_COMMISSION,OK,2024-06-15
2012-01-26,BE,PARLIAMENTARY,,BE_P04,5b0fa58578fdbae1a8f45015,516065,17.614,12,51.65,5672449,0,96,22479281.32,0,1,2,OSCE_ODIHR,REVISED,2025-03-30
2018-03-27,FI,PARLIAMENTARY,,FI_P05,2164f0b6c5a58fc130a1b9aa,376524,10.178,2,64.92,5698211,0,50,39277169.32,1,0,0,ACADEMIC_COMPILATION,ESTIMATED,2024-05-11
2017-11-21,LV,PARLIAMENTARY,,LV_P06,68e5296eb320f62ee0ff5dbd,709590,21.952,3,53.12,6085323,0,73,6464729.67,0,0,0,MEDIA_VERIFIED_TALLY,FLAGGED,2025-11-26
2022-05-11,RO,PARLIAMENTARY,,RO_P07,193fb6eeea5251ec8504a145,295454,7.264,6,66.03,6159810,0,23,33716741.99,0,1,2,NATIONAL_ELECTION_COMMISSION,OK,2025-09-13
2025-03-01,BG,PARLIAMENTARY,,BG_P08,5daf7e493ff3fb76183fdb9b,165615,5.885,4,45.18,6229276,0,34,18372173.34,0,0,1,OSCE_ODIHR,REVISED,2024-03-17
2010-06-16,FR,PARLIAMENTARY,,FR_P09,ff2fc28b1050213b5ffc12ed,465133,19.266,2,37.98,6356588,0,33,49772630.56,0,0,1,ACADEMIC_COMPILATION,ESTIMATED,2024-08-29
2010-05-10,LT,PARLIAMENTARY,,LT_P10,2efc93a195bb6acf46380792,85121,2.037,0,66.97,6238775,0,136,39508802.15,1,1,0,MEDIA_VERIFIED_TALLY,FLAGGED,2025-08-30
2020-01-13,SK,PARLIAMENTARY,,SK_P11,7f3191cbc13c987fd92389ae,367429,9.006,6,62.36,6542736,0,24,64460249.88,1,0,2,NATIONAL_ELECTION_COMMISSION,OK,2026-02-23
2025-11-21,HR,PARLIAMENTARY,,HR_P12,fc66699296bb60b6536310b6,109291,3.455,4,47.67,6635622,0,27,25631221.41,1,1,7,OSCE_ODIHR,REVISED,2025-09-08
2016-06-11,DE,PARLIAMENTARY,,DE_P13,8134db6aedfbd0ec2b709d7b,43924,0.914,1,71.28,6745099,0,28,59958345.47,1,0,2,ACADEMIC_COMPILATION,ESTIMATED,2025-09-13
2015-07-10,LU,PARLIAMENTARY,,LU_P14,be582c12d3eec6603a5bcd41,186089,5.453,0,49.86,6843821,0,34,107235206.47,0,0,7,MEDIA_VERIFIED_TALLY,FLAGGED,2025-11-08
2023-10-26,SI,PARLIAMENTARY,,SI_P15,734069a359586ce20eace1de,797682,15.1,8,78.82,6702179,0,44,20600278.8,1,0,6,NATIONAL_ELECTION_COMMISSION,OK,2024-07-09
2015-08-19,CY,PARLIAMENTARY,,CY_P16,b6bf85c337f69cbf10e8e7f5,210353,5.272,0,58.15,6861947,0,38,60312849.4,1,0,5,OSCE_ODIHR,REVISED,2025-10-29
2010-05-03,GR,PARLIAMENTARY,,GR_P17,c62edaa1b63fbe89198c6c17,330233,10.396,6,45.24,7021588,0,46,99077877.87,0,1,6,ACADEMIC_COMPILATION,ESTIMATED,2025-12-10
2013-01-16,MT,PARLIAMENTARY,,MT_P18,5b81e482c90e153473baf1ce,293379,8.804,10,46.83,7115724,0,37,14063629.15,1,0,7,MEDIA_VERIFIED_TALLY,FLAGGED,2024-02-25
2014-04-02,ES,PARLIAMENTARY,,ES_P19,24eb220ab43ad9d15fa11810,622621,13.395,1,66.4,7000166,0,49,87117959.72,0,1,3,NATIONAL_ELECTION_COMMISSION,OK,2024-07-08
2014-03-26,CZ,PARLIAMENTARY,,CZ_P20,8a91ad9aa356ff3376d0b9d7,187772,3.853,1,67.07,7266792,1,89,15430272.59,1,0,5,OSCE_ODIHR,REVISED,2025-12-28
2010-01-01,HU,PARLIAMENTARY,,HU_P21,8d3f803b646368f082adbfb5,118309,2.037,1,80.64,7202679,1,99,77507640.33,1,0,2,ACADEMIC_COMPILATION,ESTIMATED,2024-11-21
2022-06-23,NL,PARLIAMENTARY,,NL_P22,d4c470e7babef03760e51204,921267,18.851,2,65.7,7438372,1,42,11211557.07,0,0,7,MEDIA_VERIFIED_TALLY,FLAGGED,2025-11-12
2016-11-02,SE,PARLIAMENTARY,,SE_P23,1e6bd0681f5b109ef1cbf65e,525470,11.339,4,61.51,7533875,0,38,101522946.66,1,1,6,NATIONAL_ELECTION_COMMISSION,OK,2024-01-24
2019-04-09,DK,PARLIAMENTARY,,DK_P24,c88dcd4cd1953ce4a98e1ed9,647051,10.196,9,83.77,7575591,0,47,25031940.03,0,1,5,OSCE_ODIHR,REVISED,2024-05-10
2019-08-09,IE,PARLIAMENTARY,,IE_P25,56ab2dbf5b43153eebb79e2d,863889,14.586,7,77.1,7681777,0,43,35412948.46,0,0,5,ACADEMIC_COMPILATION,ESTIMATED,2025-06-09
2010-05-09,PL,PARLIAMENTARY,,PL_P26,75b5102153cae8171a98088c,235238,6.338,4,46.6,7964771,0,48,89880716.4,0,0,1,MEDIA_VERIFIED_TALLY,FLAGGED,2024-06-19
2014-01-21,AT,PARLIAMENTARY,,AT_P27,11e3795b5b0a313d64b10114,574832,15.727,4,45.47,8038474,0,4,73330316.3,0,1,2,NATIONAL_ELECTION_COMMISSION,OK,2024-05-29
2016-07-03,EE,PARLIAMENTARY,,EE_P28,3f72d9b318a54f37f842e5d4,495044,10.529,1,58.07,8096273,1,16,65998193.95,1,0,7,OSCE_ODIHR,REVISED,2024-09-04
2016-07-15,IT,PARLIAMENTARY,,IT_P29,1a9c8c2aaebe09b9605791b0,561683,8.557,5,81.12,8092134,0,4,27341607.13,1,1,1,ACADEMIC_COMPILATION,ESTIMATED,2026-02-01
2020-02-04,PT,PARLIAMENTARY,,PT_P30,4fabfc68b95334b944b37f3c,1090033,21.788,4,60.79,8229652,0,8,56298844.37,1,1,0,MEDIA_VERIFIED_TALLY,FLAGGED,2025-04-07
2022-07-19,BE,PARLIAMENTARY,,BE_P31,40fb5ab30ed12ccc38e25d4d,785506,13.254,13,70.82,8368631,0,7,37847893.97,0,0,6,NATIONAL_ELECTION_COMMISSION,OK,2025-09-21
2023-07-15,FI,PARLIAMENTARY,,FI_P32,ff123c22404d3e6dc3a423a9,274424,4.138,2,78.76,8420474,1,22,57297055.5,1,0,3,OSCE_ODIHR,REVISED,2024-01-15
2020-04-12,LV,PARLIAMENTARY,,LV_P33,244836b235dcbc3b2fd327ca,574300,17.01,13,39.52,8543022,1,47,54444923.82,0,0,3,ACADEMIC_COMPILATION,ESTIMATED,2025-01-17
2016-04-12,RO,PARLIAMENTARY,,RO_P34,f1e561a5e8bd1fb07005c9f8,520922,14.295,9,42.45,8584555,0,103,6947349.29,1,0,4,MEDIA_VERIFIED_TALLY,FLAGGED,2026-02-06
2016-07-13,BG,PARLIAMENTARY,,BG_P01,5778e127c5cb32f366520cef,414604,12.593,7,37.5,8779338,0,10,22286381.87,1,0,5,NATIONAL_ELECTION_COMMISSION,OK,2024-03-20
2011-02-08,FR,PARLIAMENTARY,,FR_P02,d79539a9d5709df4cb3b6403,462173,6.312,3,83.78,8740104,1,13,55850028.25,0,1,6,OSCE_ODIHR,REVISED,2025-02-17
2025-11-17,LT,PARLIAMENTARY,,LT_P03,2880a9e8735fbc1bf51226fa,412255,7.22,3,64.89,8799133,0,12,32144326.77,1,1,3,ACADEMIC_COMPILATION,ESTIMATED,2025-03-19
2023-11-20,SK,PARLIAMENTARY,,SK_P04,1c3f3f926379edfc733a890c,636044,9.432,10,74.19,9089395,0,97,38522435.0,1,0,2,MEDIA_VERIFIED_TALLY,FLAGGED,2024-03-01
2018-09-10,HR,PARLIAMENTARY,,HR_P05,c1db5af5e53a823fa41f6723,670631,8.897,5,82.63,9122335,1,29,36383664.32,1,0,1,NATIONAL_ELECTION_COMMISSION,OK,2025-05-15
2025-02-18,DE,PARLIAMENTARY,,DE_P06,a2e1353ff3d8e69e610d55e5,24762,0.532,0,49.92,9315255,0,21,98518378.62,1,0,2,OSCE_ODIHR,REVISED,2024-03-27
2023-03-23,LU,PARLIAMENTARY,,LU_P07,2a45028888d9cfd0adf7a255,716362,14.177,10,54.86,9210875,0,20,64477445.34,0,0,1,ACADEMIC_COMPILATION,ESTIMATED,2026-02-09
2016-05-05,SI,PARLIAMENTARY,,SI_P08,81b930f08847fc14db61a554,430692,8.038,4,56.98,9403780,0,19,33591046.75,1,0,2,MEDIA_VERIFIED_TALLY,FLAGGED,2025-07-14
2015-10-06,CY,PARLIAMENTARY,,CY_P09,a12b024eb8728352536c657d,231873,3.607,1,67.92,9465619,1,19,64189614.31,1,0,1,NATIONAL_ELECTION_COMMISSION,OK,2025-02-25
2011-05-18,GR,PARLIAMENTARY,,GR_P10,bcc580fcd4d7c620fc66f421,291197,4.017,4,76.71,9450324,0,29,93341685.01,1,0,5,OSCE_ODIHR,REVISED,2024-02-04
2017-04-16,MT,PARLIAMENTARY,,MT_P11,824f8160aebe9c7aa423a1d3,56503,0.918,1,64.42,9550085,0,36,76439140.37,1,0,6,ACADEMIC_COMPILATION,ESTIMATED,2024-04-17
2021-04-02,ES,PARLIAMENTARY,,ES_P12,6b9cd603103265366d8d39c2,778709,16.585,3,48.98,9585973,0,21,23608113.28,0,0,0,MEDIA_VERIFIED_TALLY,FLAGGED,2025-05-10
2023-12-28,CZ,PARLIAMENTARY,,CZ_P13,09bac5562d5f30a898018686,451710,6.301,4,73.22,9791347,0,20,74578937.17,0,0,3,NATIONAL_ELECTION_COMMISSION,OK,2025-07-28
2025-12-18,HU,PARLIAMENTARY,,HU_P14,75a7184be480c712eba438ae,1584957,19.659,5,82.49,9773768,1,95,4771089.13,1,0,2,OSCE_ODIHR,REVISED,2025-04-23
2026-02-24,NL,PARLIAMENTARY,,NL_P15,39c6b3dceed41d64b6c7e3b9,687178,18.845,12,35.79,10188756,0,133,42995605.96,0,0,4,ACADEMIC_COMPILATION,ESTIMATED,2025-02-12
2018-02-23,SE,PARLIAMENTARY,,SE_P16,52961c28615b9fb167b08eaf,115473,1.47,1,76.54,10259959,1,36,15278005.19,0,0,1,MEDIA_VERIFIED_TALLY,FLAGGED,2025-08-11
2024-03-26,DK,PARLIAMENTARY,,DK_P17,afeb6dddc1275d2a2eb4f041,1576176,21.224,1,73.36,10123402,0,24,28497702.65,0,0,2,NATIONAL_ELECTION_COMMISSION,OK,2024-01-23
2013-07-30,IE,PARLIAMENTARY,,IE_P18,b3d0a8bb8de10392c383df60,867574,17.024,18,49.7,10253609,0,37,57757820.57,1,1,6,OSCE_ODIHR,REVISED,2025-09-23
2023-03-28,PL,PARLIAMENTARY,,PL_P19,8bed2c17643fc8d89356f14c,728880,11.692,12,59.25,10521962,0,32,59672481.68,0,0,6,ACADEMIC_COMPILATION,ESTIMATED,2024-08-15
2024-04-27,AT,PARLIAMENTARY,,AT_P20,c398640051d77adffcc2b269,1670966,18.541,2,86.48,10421188,0,38,30691534.93,1,1,5,MEDIA_VERIFIED_TALLY,FLAGGED,2025-10-17
2015-12-08,EE,PARLIAMENTARY,,EE_P21,401f389afa05628d24075184,426618,9.139,8,43.48,10736204,0,141,14528515.05,0,0,4,NATIONAL_ELECTION_COMMISSION,OK,2024-05-11
