labor_unemp_claims_week_ending,labor_unemp_local_area_unemployment_code,labor_unemp_labor_force_level,labor_unemp_employed_level,labor_unemp_unemployed_level,labor_unemp_unemployment_rate_pct,labor_unemp_insured_unemployment_rate_pct,labor_unemp_initial_claims_count,labor_unemp_continued_claims_count,labor_unemp_benefit_exhaustions_count,labor_unemp_new_hires_rate_pct,labor_unemp_job_openings_rate_pct,labor_unemp_quit_rate_pct,labor_unemp_layoff_rate_pct,labor_unemp_workshare_participants,labor_unemp_seasonal_adjustment_method,labor_unemp_pandemic_program_flag,labor_unemp_revisions_cycle_id,labor_unemp_data_source_agency,labor_unemp_publication_date
2038-07-10,LAU0001071,3296474,3176888,119586,3.63,6.31,864,9987,152,4.12,4.48,2.66,1.34,1034,SEAS_FILTER,0,R2021C,BLS,2038-07-15
2038-07-17,LAU0001072,2796939,2600684,196255,7.02,5.17,875,9209,698,1.14,4.42,0.75,0.8,263,X13_ARIMA,1,R2022A,DOL,2038-07-22
2038-07-24,LAU0001073,4808167,4404255,403912,8.4,5.02,828,7538,121,3.54,9.06,3.45,1.62,1590,REGARIMA,0,R2019A,DOL,2038-07-29
2038-07-31,LAU0001074,4595874,4085356,510518,11.11,0.8,849,12752,128,1.31,2.79,1.61,2.38,708,NONE,0,R2021C,DOL,2038-08-05
2038-08-07,LAU0001075,2344439,2190306,154133,6.57,2.34,891,8181,366,2.91,1.28,2.45,2.14,2059,X13_ARIMA,0,R2019A,BLS,2038-08-12
2038-08-14,LAU0001076,4659961,4373707,286254,6.14,1.96,853,7521,418,1.62,4.11,3.17,2.85,1857,NONE,0,R2025A,DOL,2038-08-19
2038-08-21,LAU0001077,4471326,4132184,339142,7.58,4.25,831,6751,77,1.82,2.01,3.77,1.94,2790,REGARIMA,0,R2025A,BLS,2038-08-26
2038-08-28,LAU0001078,2271402,2121039,150363,6.62,5.9,783,10898,342,5.45,5.59,2.0,3.32,3336,NONE,0,R2025A,DOL,2038-09-02
2038-09-04,LAU0001079,3191569,3015902,175667,5.5,2.38,839,5045,278,2.93,1.6,1.19,0.6,1377,REGARIMA,0,R2023B,DOL,2038-09-09
2038-09-11,LAU0001080,1252660,1110078,142582,11.38,5.01,864,8203,291,1.5,3.46,0.75,0.57,554,NONE,0,R2022A,DOL,2038-09-16
2038-09-18,LAU0001081,502608,493871,8737,1.74,3.32,878,6952,389,3.17,9.13,0.99,1.45,2015,X13_ARIMA,0,R2023B,STATE_LABOR,2038-09-23
2038-09-25,LAU0001082,1251014,1141999,109015,8.71,2.87,834,9177,153,4.14,4.27,4.33,0.89,3955,REGARIMA,0,R2021C,BLS,2038-09-30
2038-10-02,LAU0001083,797535,750860,46675,5.85,0.89,874,10386,643,1.79,1.72,0.76,0.82,3192,SEAS_FILTER,0,R2020B,DOL,2038-10-07
2038-10-09,LAU0001084,5596283,5532850,63433,1.13,4.3,871,10938,840,2.71,6.96,3.01,3.06,211,SEAS_FILTER,1,R2021C,BLS,2038-10-14
2038-10-16,LAU0001085,4484413,4222181,262232,5.85,6.13,868,9429,283,3.29,5.37,0.87,0.37,3987,X13_ARIMA,0,R2021C,BLS,2038-10-21
2038-10-23,LAU0001086,3441930,3249398,192532,5.59,6.35,893,13659,995,5.68,4.22,4.42,2.42,3349,NONE,0,R2020B,DOL,2038-10-28
2038-10-30,LAU0001087,4441233,4020461,420772,9.47,6.04,797,12798,658,5.54,6.22,0.78,1.77,531,SEAS_FILTER,0,R2022A,DOL,2038-11-04
2038-11-06,LAU0001088,4752011,4223475,528536,11.12,0.93,826,6791,185,4.95,4.73,0.82,2.39,2045,SEAS_FILTER,0,R2021C,BLS,2038-11-11
2038-11-13,LAU0001089,5552034,4901505,650529,11.72,5.33,831,14680,602,2.56,7.74,3.16,2.66,3032,REGARIMA,0,R2022A,BLS,2038-11-18
2038-11-20,LAU0001090,1587058,1446114,140944,8.88,1.24,886,12455,449,1.15,6.05,2.91,0.92,2156,NONE,0,R2024A,BLS,2038-11-25
2038-11-27,LAU0001091,4143674,3650801,492873,11.89,4.99,884,14389,723,1.21,1.28,3.29,0.67,1786,REGARIMA,0,R2025A,BLS,2038-12-02
2038-12-04,LAU0001092,3686900,3368135,318765,8.65,2.06,873,8183,193,0.89,8.42,0.78,0.48,615,REGARIMA,1,R2020B,BLS,2038-12-09
2038-12-11,LAU0001093,4029384,3825966,203418,5.05,1.13,849,7791,187,5.31,7.53,1.02,0.41,2482,NONE,0,R2021C,BLS,2038-12-16
2038-12-18,LAU0001094,233428,205480,27948,11.97,4.59,836,13343,478,1.56,9.39,2.98,0.72,1890,X13_ARIMA,0,R2024A,STATE_LABOR,2038-12-23
2038-12-25,LAU0001095,898562,831300,67262,7.49,1.51,841,8389,405,2.83,8.98,3.58,1.43,3719,NONE,0,R2020B,STATE_LABOR,2038-12-30
2039-01-01,LAU0001096,5952313,5316553,635760,10.68,4.1,820,11315,256,2.26,8.6,3.06,2.31,1009,X13_ARIMA,1,R2021C,DOL,2039-01-06
2039-01-08,LAU0001097,551218,487506,63712,11.56,0.84,829,10775,605,5.57,9.45,2.67,0.22,1978,REGARIMA,1,R2019A,BLS,2039-01-13
2039-01-15,LAU0001098,3973535,3534563,438972,11.05,6.13,800,8138,432,5.38,8.45,3.88,2.75,178,REGARIMA,0,R2020B,BLS,2039-01-20
2039-01-22,LAU0001099,2685674,2424447,261227,9.73,2.48,835,8963,322,4.54,4.27,1.98,3.18,3118,NONE,0,R2020B,DOL,2039-01-27
2039-01-29,LAU0001100,556752,495934,60818,10.92,2.19,861,10905,602,4.29,1.58,3.45,2.63,2410,SEAS_FILTER,0,R2021C,BLS,2039-02-03
2039-02-05,LAU0001101,3787922,3734032,53890,1.42,5.67,843,10479,523,2.7,1.45,0.88,2.55,3157,SEAS_FILTER,0,R2022A,BLS,2039-02-10
2039-02-12,LAU0001102,2719454,2478597,240857,8.86,2.6,889,14252,1030,5.31,4.96,4.0,3.49,2716,SEAS_FILTER,0,R2020B,DOL,2039-02-17
2039-02-19,LAU0001103,3105667,2834123,271544,8.74,3.94,866,10646,852,1.18,5.56,1.89,3.1,2271,SEAS_FILTER,0,R2019A,STATE_LABOR,2039-02-24
2039-02-26,LAU0001104,4013874,3726917,286957,7.15,5.92,899,5444,240,5.77,7.85,3.48,1.95,1980,NONE,0,R2020B,DOL,2039-03-03
2039-03-05,LAU0001105,1982293,1768509,213784,10.78,3.46,821,5373,108,3.14,6.76,0.81,3.35,249,NONE,0,R2019A,STATE_LABOR,2039-03-10
2039-03-12,LAU0001106,274242,261769,12473,4.55,6.04,831,6832,75,3.87,9.29,2.66,2.76,411,NONE,0,R2025A,BLS,2039-03-17
2039-03-19,LAU0001107,4201776,3729394,472382,11.24,6.18,824,5065,376,1.36,1.13,2.25,2.08,1156,SEAS_FILTER,0,R2024A,STATE_LABOR,2039-03-24
2039-03-26,LAU0001108,1388976,1251753,137223,9.88,3.79,843,11117,596,0.94,2.52,2.57,1.99,2460,NONE,0,R2023B,DOL,2039-03-31
2039-04-02,LAU0001109,22384,21166,1218,5.44,3.03,813,14168,979,4.97,4.58,4.4,2.24,3644,X13_ARIMA,0,R2020B,BLS,2039-04-07
2039-04-09,LAU0001110,3384002,3086643,297359,8.79,3.79,843,8771,548,3.68,9.08,4.1,1.06,1914,REGARIMA,0,R2022A,BLS,2039-04-14
2039-04-16,LAU0001111,1553999,1429528,124471,8.01,5.16,867,14641,383,3.79,1.49,4.04,1.5,3426,SEAS_FILTER,0,R2025A,STATE_LABOR,2039-04-21
2039-04-23,LAU0001112,352029,331738,20291,5.76,5.97,815,13034,668,2.66,7.09,3.7,0.28,889,NONE,0,R2025A,BLS,2039-04-28
2039-04-30,LAU0001113,4096152,3980505,115647,2.82,0.79,837,12818,447,4.1,3.1,0.79,1.56,2653,SEAS_FILTER,0,R2021C,BLS,2039-05-05
2039-05-07,LAU0001114,4730640,4653174,77466,1.64,3.06,876,15705,356,1.09,4.35,4.16,3.1,2170,NONE,0,R2019A,BLS,2039-05-12
2039-05-14,LAU0001115,2193347,2164256,29091,1.33,6.16,834,13857,877,4.2,2.41,2.19,3.18,3556,REGARIMA,0,R2024A,STATE_LABOR,2039-05-19
2039-05-21,LAU0001116,3747062,3470423,276639,7.38,4.04,837,9328,282,0.75,6.24,2.23,1.21,274,SEAS_FILTER,0,R2019A,STATE_LABOR,2039-05-26
2039-05-28,LAU0001117,261927,253829,8098,3.09,1.72,812,6123,64,5.9,8.23,1.74,3.14,2331,REGARIMA,0,R2020B,DOL,2039-06-02
2039-06-04,LAU0001118,5015315,4588101,427214,8.52,2.39,865,15196,847,4.86,7.18,4.31,0.6,257,REGARIMA,0,R2022A,DOL,2039-06-09
2039-06-11,LAU0001119,473144,443753,29391,6.21,4.22,896,6051,361,1.44,5.79,2.83,1.89,183,SEAS_FILTER,0,R2023B,BLS,2039-06-16
2039-06-18,LAU0001120,247866,221736,26130,10.54,1.78,865,10196,594,3.03,9.14,3.81,2.1,2515,X13_ARIMA,0,R2021C,STATE_LABOR,2039-06-23
2039-06-25,LAU0001121,5590568,5279515,311053,5.56,4.38,860,14551,1094,5.59,2.52,2.39,0.23,2661,X13_ARIMA,0,R2021C,BLS,2039-06-30
2039-07-02,LAU0001122,1836242,1783404,52838,2.88,0.76,826,10632,745,4.92,5.24,0.97,3.38,3638,X13_ARIMA,0,R2021C,DOL,2039-07-07
2039-07-09,LAU0001123,3987684,3567627,420057,10.53,3.19,835,12643,539,4.54,8.33,2.54,1.17,392,SEAS_FILTER,0,R2023B,DOL,2039-07-14
2039-07-16,LAU0001124,3874170,3761414,112756,2.91,3.68,847,11840,400,4.05,3.66,3.6,0.78,2464,REGARIMA,0,R2019A,STATE_LABOR,2039-07-21
2039-07-23,LAU0001125,5670233,5296764,373469,6.59,1.88,858,13096,750,5.9,1.2,2.29,1.3,2264,REGARIMA,0,R2021C,BLS,2039-07-28
2039-07-30,LAU0001126,3967352,3677489,289863,7.31,3.85,842,9959,299,3.36,2.55,3.11,0.76,1863,REGARIMA,1,R2023B,BLS,2039-08-04
2039-08-06,LAU0001127,2210130,2121963,88167,3.99,4.35,827,9985,243,5.59,8.74,2.45,0.37,2964,X13_ARIMA,0,R2023B,STATE_LABOR,2039-08-11
2039-08-13,LAU0001128,1995735,1848547,147188,7.38,3.89,880,15779,222,1.15,8.38,3.11,0.24,2684,SEAS_FILTER,0,R2021C,STATE_LABOR,2039-08-18
2039-08-20,LAU0001129,2311194,2225131,86063,3.72,0.76,900,10447,279,3.45,6.22,1.41,0.84,2967,REGARIMA,0,R2019A,BLS,2039-08-25
2039-08-27,LAU0001130,54496,50844,3652,6.7,4.47,882,12599,408,2.2,3.44,0.69,3.01,2423,REGARIMA,0,R2023B,DOL,2039-09-01
2039-09-03,LAU0001131,3517148,3412998,104150,2.96,4.98,859,8342,289,2.09,9.47,3.38,2.86,2864,REGARIMA,0,R2023B,DOL,2039-09-08
2039-09-10,LAU0001132,1953281,1918772,34509,1.77,4.19,809,6094,321,2.8,3.08,3.43,0.78,1222,REGARIMA,0,R2024A,STATE_LABOR,2039-09-15
2039-09-17,LAU0001133,4605585,4424183,181402,3.94,1.85,871,13963,698,2.3,3.43,4.2,0.78,1420,X13_ARIMA,0,R2022A,DOL,2039-09-22
2039-09-24,LAU0001134,5725575,5463642,261933,4.57,0.7,904,13349,593,0.94,6.27,1.06,1.27,1567,NONE,0,R2021C,STATE_LABOR,2039-09-29
2039-10-01,LAU0001135,2345565,2069221,276344,11.78,0.91,828,12117,540,4.83,2.66,2.27,0.86,207,SEAS_FILTER,0,R2025A,DOL,2039-10-06
2039-10-08,LAU0001136,4678606,4407114,271492,5.8,5.76,847,13423,446,5.42,3.78,3.56,2.94,2051,NONE,0,R2025A,BLS,2039-10-13
2039-10-15,LAU0001137,4006834,3884919,121915,3.04,5.71,856,10047,253,5.97,8.1,2.81,3.17,959,SEAS_FILTER,0,R2025A,STATE_LABOR,2039-10-20
2039-10-22,LAU0001138,4202697,3873007,329690,7.84,2.05,831,11411,653,1.67,4.54,1.56,0.92,3037,SEAS_FILTER,0,R2019A,BLS,2039-10-27
2039-10-29,LAU0001139,764149,696742,67407,8.82,6.27,847,10268,371,3.41,6.31,4.11,2.29,3917,NONE,0,R2023B,BLS,2039-11-03
2039-11-05,LAU0001140,664190,651076,13114,1.97,3.73,857,10815,184,3.09,3.09,0.88,1.42,2405,NONE,0,R2022A,STATE_LABOR,2039-11-10
2039-11-12,LAU0001141,312941,279406,33535,10.72,2.84,834,13670,806,3.69,7.23,3.67,1.36,1225,NONE,0,R2024A,BLS,2039-11-17
2039-11-19,LAU0001142,5213269,5000918,212351,4.07,5.24,876,5682,426,2.83,8.08,2.13,0.27,3898,SEAS_FILTER,0,R2021C,BLS,2039-11-24
2039-11-26,LAU0001143,4706144,4187633,518511,11.02,2.39,842,6127,105,0.67,9.23,3.6,2.87,581,X13_ARIMA,0,R2023B,BLS,2039-12-01
2039-12-03,LAU0001144,789819,708974,80845,10.24,3.04,844,13953,223,2.77,3.92,3.76,0.77,636,X13_ARIMA,0,R2025A,BLS,2039-12-08
2039-12-10,LAU0001145,1450475,1285902,164573,11.35,0.73,854,10374,753,5.12,9.03,2.46,3.1,1749,REGARIMA,0,R2023B,BLS,2039-12-15
2039-12-17,LAU0001146,4711312,4153034,558278,11.85,3.65,873,5274,54,5.63,7.6,0.85,1.89,2684,SEAS_FILTER,0,R2021C,DOL,2039-12-22
2039-12-24,LAU0001147,1575445,1545087,30358,1.93,1.56,821,11323,776,5.52,6.65,3.23,1.08,2733,X13_ARIMA,0,R2023B,DOL,2039-12-29
2039-12-31,LAU0001148,4633370,4219390,413980,8.93,1.34,853,12813,545,4.08,1.39,2.91,0.69,3256,NONE,0,R2023B,STATE_LABOR,2040-01-05
2040-01-07,LAU0001149,3648929,3520429,128500,3.52,4.77,836,7707,606,2.12,3.69,1.9,1.07,1883,SEAS_FILTER,0,R2022A,BLS,2040-01-12
2040-01-14,LAU0001150,149939,133519,16420,10.95,2.29,892,14076,811,4.4,5.6,2.35,0.27,3057,X13_ARIMA,1,R2021C,BLS,2040-01-19
2040-01-21,LAU0001151,2562457,2489245,73212,2.86,0.7,820,11942,880,3.97,5.74,3.11,1.41,73,X13_ARIMA,0,R2019A,BLS,2040-01-26
2040-01-28,LAU0001152,1174394,1041529,132865,11.31,5.47,887,15857,243,4.2,2.12,4.11,1.5,3145,X13_ARIMA,0,R2022A,BLS,2040-02-02
2040-02-04,LAU0001153,674756,658561,16195,2.4,1.06,846,8086,111,2.47,5.25,3.54,1.33,2609,REGARIMA,0,R2020B,BLS,2040-02-09
2040-02-11,LAU0001154,1728610,1683486,45124,2.61,5.38,878,9438,357,0.86,8.75,1.41,1.65,2319,SEAS_FILTER,0,R2023B,BLS,2040-02-16
2040-02-18,LAU0001155,1971288,1782975,188313,9.55,6.11,843,11911,603,4.61,5.93,1.04,1.9,3876,REGARIMA,0,R2024A,BLS,2040-02-23
2040-02-25,LAU0001156,1288864,1195299,93565,7.26,5.56,889,10831,140,4.58,7.25,2.12,0.57,2093,NONE,0,R2023B,STATE_LABOR,2040-03-01
2040-03-03,LAU0001157,1181842,1050767,131075,11.09,4.38,850,8023,285,1.6,7.29,1.56,1.95,2634,NONE,0,R2019A,BLS,2040-03-08
2040-03-10,LAU0001158,3290377,3104940,185437,5.64,2.28,860,14781,990,4.55,7.71,2.31,1.36,3231,REGARIMA,0,R2025A,BLS,2040-03-15
2040-03-17,LAU0001159,714057,702795,11262,1.58,4.76,852,6844,173,0.88,7.91,1.67,1.26,2196,REGARIMA,0,R2019A,DOL,2040-03-22
2040-03-24,LAU0001160,5947383,5331756,615627,10.35,4.9,894,8451,283,1.6,9.38,1.92,1.56,3334,SEAS_FILTER,1,R2021C,DOL,2040-03-29
2040-03-31,LAU0001161,1434417,1368828,65589,4.57,2.15,853,7041,185,3.41,1.45,2.0,2.17,1730,SEAS_FILTER,0,R2024A,BLS,2040-04-05
2040-04-07,LAU0001162,807926,720511,87415,10.82,1.35,822,10633,788,2.82,2.01,2.42,1.44,3528,NONE,0,R2020B,DOL,2040-04-12
2040-04-14,LAU0001163,5581905,5236974,344931,6.18,1.81,856,5926,458,2.75,3.54,2.05,3.15,3643,X13_ARIMA,0,R2023B,BLS,2040-04-19
2040-04-21,LAU0001164,3542607,3396452,146155,4.13,1.12,870,15143,1075,5.66,4.45,2.15,3.05,3262,REGARIMA,0,R2022A,DOL,2040-04-26
2040-04-28,LAU0001165,3501125,3450992,50133,1.43,1.61,835,13377,1041,0.62,4.39,1.4,2.16,2333,REGARIMA,0,R2021C,STATE_LABOR,2040-05-03
2040-05-05,LAU0001166,2900310,2590645,309665,10.68,5.88,838,12884,705,0.85,6.8,1.76,1.56,105,X13_ARIMA,0,R2020B,BLS,2040-05-10
2040-05-12,LAU0001167,4161656,4111238,50418,1.21,1.16,902,13770,198,1.35,4.37,2.69,0.73,2460,NONE,0,R2025A,STATE_LABOR,2040-05-17
2040-05-19,LAU0001168,4436520,3936572,499948,11.27,2.44,819,6649,267,2.5,1.81,0.92,0.3,1876,NONE,0,R2021C,DOL,2040-05-24
2040-05-26,LAU0001169,1225937,1120137,105800,8.63,0.7,898,13787,501,5.05,4.64,1.57,3.31,3351,X13_ARIMA,0,R2022A,BLS,2040-05-31
2040-06-02,LAU0001170,5120862,4602128,518734,10.13,2.05,866,11087,342,2.84,8.87,1.9,1.93,1696,SEAS_FILTER,0,R2020B,BLS,2040-06-07
2040-06-09,LAU0001171,2718718,2524572,194146,7.14,2.11,802,13104,698,1.02,1.63,2.16,0.38,3663,SEAS_FILTER,0,R2020B,DOL,2040-06-14
2040-06-16,LAU0001172,3763422,3665777,97645,2.59,0.5,883,6671,293,4.41,3.69,0.4,1.18,1340,REGARIMA,0,R2022A,DOL,2040-06-21
2040-06-23,LAU0001173,5531382,5056573,474809,8.58,3.45,851,8443,465,3.99,3.56,0.66,2.16,2526,SEAS_FILTER,0,R2021C,STATE_LABOR,2040-06-28
2040-06-30,LAU0001174,504196,463493,40703,8.07,3.47,847,5809,340,1.13,5.56,2.46,2.49,515,SEAS_FILTER,0,R2021C,BLS,2040-07-05
2040-07-07,LAU0001175,1898308,1765681,132627,6.99,3.89,853,15024,705,4.3,9.15,3.86,0.66,3665,NONE,0,R2023B,BLS,2040-07-12
2040-07-14,LAU0001176,2973661,2942290,31371,1.05,0.65,782,11711,895,3.18,4.06,3.7,2.25,1186,SEAS_FILTER,0,R2020B,BLS,2040-07-19
2040-07-21,LAU0001177,4289662,3834950,454712,10.6,3.19,890,6355,259,1.93,9.34,0.83,2.96,3896,X13_ARIMA,0,R2020B,DOL,2040-07-26
2040-07-28,LAU0001178,1500001,1331729,168272,11.22,0.99,798,5224,201,5.47,3.29,1.01,2.6,973,SEAS_FILTER,0,R2025A,BLS,2040-08-02
2040-08-04,LAU0001179,4036155,3596108,440047,10.9,1.54,875,9042,185,3.46,3.38,2.99,0.45,2222,SEAS_FILTER,0,R2021C,BLS,2040-08-09
2040-08-11,LAU0001180,2956323,2800838,155485,5.26,5.97,882,6301,309,5.28,5.97,1.53,2.06,2841,SEAS_FILTER,0,R2020B,BLS,2040-08-16
2040-08-18,LAU0001181,3241875,3075171,166704,5.14,1.4,848,10214,702,4.0,6.54,2.83,0.45,784,SEAS_FILTER,0,R2025A,STATE_LABOR,2040-08-23
2040-08-25,LAU0001182,5381031,5056750,324281,6.03,2.88,864,12786,888,2.23,6.76,1.96,1.52,2648,SEAS_FILTER,0,R2024A,BLS,2040-08-30
2040-09-01,LAU0001183,2366303,2189710,176593,7.46,2.88,867,10228,623,2.36,6.44,0.6,2.0,1100,REGARIMA,0,R2025A,BLS,2040-09-06
2040-09-08,LAU0001184,2166294,2125834,40460,1.87,4.04,861,12494,362,2.06,1.81,4.34,2.39,317,REGARIMA,0,R2023B,BLS,2040-09-13
2040-09-15,LAU0001185,5239756,4690830,548926,10.48,4.14,841,13729,1041,1.07,6.16,1.88,1.51,1033,REGARIMA,0,R2024A,BLS,2040-09-20
2040-09-22,LAU0001186,1450884,1434466,16418,1.13,2.02,885,15917,723,2.74,2.06,0.83,0.26,1013,REGARIMA,0,R2022A,BLS,2040-09-27
2040-09-29,LAU0001187,2523464,2364192,159272,6.31,2.63,846,11645,291,2.67,1.58,1.85,2.97,1215,X13_ARIMA,0,R2021C,BLS,2040-10-04
2040-10-06,LAU0001188,5291284,4679610,611674,11.56,1.47,837,14077,900,2.17,3.36,2.82,2.02,2189,X13_ARIMA,1,R2021C,DOL,2040-10-11
2040-10-13,LAU0001189,359986,334935,25051,6.96,5.5,843,12030,831,1.57,6.08,1.82,2.86,3951,X13_ARIMA,0,R2020B,BLS,2040-10-18
2040-10-20,LAU0001190,2235063,2005549,229514,10.27,6.0,827,7768,485,2.95,7.63,2.05,2.98,2634,X13_ARIMA,0,R2023B,DOL,2040-10-25
2040-10-27,LAU0001191,4125492,4053581,71911,1.74,0.42,802,13400,911,1.26,4.5,1.51,2.26,103,SEAS_FILTER,0,R2023B,BLS,2040-11-01
2040-11-03,LAU0001192,4814772,4544184,270588,5.62,4.34,820,9960,706,0.69,7.83,3.56,1.92,529,REGARIMA,0,R2019A,DOL,2040-11-08
2040-11-10,LAU0001193,5249151,5052828,196323,3.74,2.22,830,8656,336,0.83,1.33,1.93,0.48,2076,REGARIMA,0,R2019A,STATE_LABOR,2040-11-15
2040-11-17,LAU0001194,4212104,4041075,171029,4.06,1.11,897,13830,400,2.1,1.26,2.61,1.08,3162,SEAS_FILTER,0,R2022A,DOL,2040-11-22
2040-11-24,LAU0001195,2174539,1975335,199204,9.16,1.43,857,7936,205,4.45,2.86,2.85,2.97,2070,NONE,0,R2022A,BLS,2040-11-29
2040-12-01,LAU0001196,148809,135236,13573,9.12,3.18,839,9975,318,2.96,7.61,4.02,0.8,1189,SEAS_FILTER,0,R2024A,STATE_LABOR,2040-12-06
2040-12-08,LAU0001197,704027,660421,43606,6.19,4.42,875,5672,58,0.85,5.73,3.86,1.76,1356,X13_ARIMA,0,R2024A,BLS,2040-12-13
2040-12-15,LAU0001198,1878833,1717795,161038,8.57,4.01,881,10890,480,1.02,1.17,2.58,2.64,911,X13_ARIMA,0,R2023B,BLS,2040-12-20
2040-12-22,LAU0001199,297835,278750,19085,6.41,5.47,846,12164,224,2.19,6.82,2.67,0.46,1061,SEAS_FILTER,0,R2025A,BLS,2040-12-27
2040-12-29,LAU0001200,4084394,3925945,158449,3.88,3.64,885,12616,149,1.74,9.14,3.76,2.98,3604,SEAS_FILTER,0,R2023B,BLS,2041-01-03
2041-01-05,LAU0001201,5483835,4950855,532980,9.72,5.02,810,6634,331,5.23,6.65,2.12,1.14,2754,NONE,0,R2020B,DOL,2041-01-10
2041-01-12,LAU0001202,2491195,2205952,285243,11.45,3.68,841,15046,1169,3.49,3.52,2.31,2.21,1504,NONE,0,R2020B,BLS,2041-01-17
2041-01-19,LAU0001203,1188190,1104150,84040,7.07,3.13,862,10033,398,2.7,5.57,4.12,2.97,2537,SEAS_FILTER,0,R2024A,BLS,2041-01-24
2041-01-26,LAU0001204,3154525,2985486,169039,5.36,1.69,867,8973,342,5.95,1.82,0.84,0.22,3062,NONE,0,R2020B,STATE_LABOR,2041-01-31
2041-02-02,LAU0001205,623671,585891,37780,6.06,1.85,831,9838,285,3.43,1.5,2.71,3.18,1444,NONE,0,R2019A,BLS,2041-02-07
2041-02-09,LAU0001206,1680008,1657826,22182,1.32,4.38,891,15119,475,3.35,9.25,3.76,1.49,1450,REGARIMA,0,R2022A,BLS,2041-02-14
2041-02-16,LAU0001207,2331547,2237611,93936,4.03,5.24,815,11435,230,2.45,1.44,2.13,3.16,1187,NONE,0,R2025A,STATE_LABOR,2041-02-21
2041-02-23,LAU0001208,4152512,3989458,163054,3.93,4.08,828,8006,373,3.58,1.22,1.91,2.8,1203,REGARIMA,0,R2020B,BLS,2041-02-28
2041-03-02,LAU0001209,301993,290944,11049,3.66,3.34,923,15064,160,4.33,6.63,1.3,1.49,2861,NONE,1,R2022A,BLS,2041-03-07
2041-03-09,LAU0001210,2452322,2203068,249254,10.16,2.26,835,9817,413,5.27,6.17,3.77,0.37,1055,REGARIMA,0,R2024A,DOL,2041-03-14
2041-03-16,LAU0001211,2153146,2114776,38370,1.78,2.85,884,8973,243,2.92,2.22,3.25,3.24,1661,NONE,0,R2020B,BLS,2041-03-21
2041-03-23,LAU0001212,3515177,3241713,273464,7.78,2.11,865,8211,611,3.97,9.0,1.48,3.26,3271,SEAS_FILTER,0,R2023B,DOL,2041-03-28
2041-03-30,LAU0001213,450141,438378,11763,2.61,0.44,801,8256,148,1.73,3.36,1.69,1.13,868,REGARIMA,0,R2019A,BLS,2041-04-04
2041-04-06,LAU0001214,1144458,1017853,126605,11.06,4.87,840,9479,183,3.47,5.99,3.73,2.05,563,SEAS_FILTER,0,R2023B,BLS,2041-04-11
2041-04-13,LAU0001215,4495133,4191665,303468,6.75,4.23,838,12670,688,2.79,1.44,1.42,1.98,801,X13_ARIMA,0,R2025A,BLS,2041-04-18
2041-04-20,LAU0001216,4391446,4059531,331915,7.56,1.08,846,9259,492,1.57,5.51,4.32,0.4,2394,REGARIMA,0,R2021C,BLS,2041-04-25
2041-04-27,LAU0001217,4072058,3616307,455751,11.19,2.3,818,12033,676,1.28,7.19,4.44,2.25,1152,REGARIMA,0,R2024A,BLS,2041-05-02
2041-05-04,LAU0001218,5643517,5080022,563495,9.98,3.03,865,10774,341,1.86,8.0,2.33,3.43,1919,REGARIMA,0,R2022A,BLS,2041-05-09
2041-05-11,LAU0001219,801747,731836,69911,8.72,1.12,875,7649,142,2.45,9.14,3.85,1.35,262,X13_ARIMA,1,R2020B,BLS,2041-05-16
2041-05-18,LAU0001220,4748393,4634244,114149,2.4,2.5,880,12100,227,4.51,2.43,2.44,1.71,1441,REGARIMA,0,R2022A,STATE_LABOR,2041-05-23
2041-05-25,LAU0001221,1332250,1285561,46689,3.5,6.17,861,5597,115,5.91,8.85,1.13,2.03,3718,X13_ARIMA,0,R2022A,DOL,2041-05-30
2041-06-01,LAU0001222,4464489,4366025,98464,2.21,1.83,841,6306,277,4.5,4.34,2.32,0.58,2192,REGARIMA,0,R2020B,DOL,2041-06-06
2041-06-08,LAU0001223,88972,81002,7970,8.96,4.25,852,11150,568,1.53,3.31,1.36,2.49,1513,REGARIMA,0,R2020B,BLS,2041-06-13
2041-06-15,LAU0001224,5044621,4543630,500991,9.93,2.69,819,8025,325,4.55,8.67,2.43,0.22,400,SEAS_FILTER,0,R2022A,STATE_LABOR,2041-06-20
2041-06-22,LAU0001225,4410199,4135095,275104,6.24,4.17,852,6025,267,1.79,3.98,2.99,3.19,2072,REGARIMA,0,R2020B,BLS,2041-06-27
2041-06-29,LAU0001226,2214754,2052266,162488,7.34,3.84,937,5974,283,5.27,3.92,2.18,2.49,3098,REGARIMA,0,R2023B,BLS,2041-07-04
2041-07-06,LAU0001227,857467,791368,66099,7.71,5.38,855,13793,272,1.53,1.95,1.98,2.37,3510,NONE,0,R2022A,STATE_LABOR,2041-07-11
2041-07-13,LAU0001228,5484530,5330018,154512,2.82,5.1,884,15764,231,5.86,4.16,2.82,0.73,759,REGARIMA,0,R2019A,BLS,2041-07-18
2041-07-20,LAU0001229,5865318,5461776,403542,6.88,3.77,835,14693,225,1.41,2.47,1.66,1.09,929,NONE,0,R2023B,DOL,2041-07-25
2041-07-27,LAU0001230,1813733,1721418,92315,5.09,2.85,843,9795,481,3.68,5.42,3.67,0.46,2923,SEAS_FILTER,0,R2020B,BLS,2041-08-01
2041-08-03,LAU0001231,3961570,3642787,318783,8.05,2.33,867,13442,136,4.03,6.97,2.38,1.79,2964,NONE,0,R2021C,BLS,2041-08-08
