demo_migflow_move_year,demo_migflow_origin_lgd_code,demo_migflow_destination_lgd_code,demo_migflow_move_type_code,demo_migflow_age_at_move,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_housing_tenure_before_move,demo_migflow_housing_tenure_after_move,demo_migflow_distance_km_estimate,demo_migflow_commute_change_minutes,demo_migflow_income_bracket_before_move,demo_migflow_income_bracket_after_move,demo_migflow_education_level,demo_migflow_citizenship_status,demo_migflow_foreign_born_indicator,demo_migflow_interstate_flow_count,demo_migflow_intrastate_flow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2023,21090188,59103388,INTERSTATE,81,9,Housing,Owned,Other,27,96,gt_10L,lt_1L,Higher_secondary,Foreign_National,Y,743,4523,2.532,W1
2016,26382583,65979611,INTERSTATE,60,10,Other,Other,Employer,2926,170,3L_6L,3L_6L,Higher_secondary,Indian_Citizen,N,403,4864,4.41,W5
2023,73450129,94194849,INTRASTATE,36,9,Family,Rented,Informal,2936,107,3L_6L,lt_1L,Postgraduate,OCI,N,4068,2443,2.946,W4
2025,88326365,81702766,INTERNATIONAL,7,10,Education,Rented,Employer,1046,72,lt_1L,gt_10L,No_schooling,OCI,Y,497,3993,1.266,W3
2016,85359494,87049442,INTERSTATE,53,7,Education,Other,Informal,779,-11,lt_1L,gt_10L,Primary,Other,Y,1439,1399,0.494,W2
2021,64508865,63045146,INTERSTATE,8,3,Housing,Owned,Owned,1916,42,6L_10L,1L_3L,Higher_secondary,OCI,N,3970,4524,0.733,W5
2020,72994160,20412356,INTRASTATE,50,7,Marriage,Employer,Informal,2129,-60,gt_10L,1L_3L,No_schooling,OCI,Y,3040,4662,2.962,W1
2023,74122452,76904828,INTERNATIONAL,84,7,Employment,Rented,Informal,789,148,3L_6L,lt_1L,No_schooling,OCI,Y,3389,1602,0.683,W4
2018,39002745,69991256,INTRASTATE,79,7,Other,Employer,Rented,48,-48,3L_6L,gt_10L,No_schooling,Indian_Citizen,Y,4506,4744,1.733,W1
2022,84860755,21218366,INTERNATIONAL,90,7,Climate,Other,Employer,1694,70,1L_3L,6L_10L,Secondary,Foreign_National,N,93,9,1.246,W3
2024,77141626,62637718,INTERSTATE,46,10,Other,Informal,Rented,842,172,lt_1L,6L_10L,Secondary,Indian_Citizen,Y,932,1902,4.798,W3
2025,29597917,96542421,INTERNATIONAL,34,5,Other,Employer,Other,2882,162,1L_3L,6L_10L,Graduate,Indian_Citizen,Y,3428,255,0.346,W3
2017,94066907,81900595,INTERSTATE,53,7,Employment,Employer,Owned,288,-60,3L_6L,6L_10L,Higher_secondary,Indian_Citizen,N,248,1359,0.801,W4
2023,76873081,67288316,INTERSTATE,47,10,Employment,Rented,Owned,1173,58,3L_6L,3L_6L,Graduate,OCI,Y,1246,3638,1.048,W2
2021,34599984,88157151,INTERNATIONAL,89,1,Marriage,Employer,Rented,1512,30,6L_10L,3L_6L,No_schooling,OCI,Y,2561,4178,0.662,W4
2021,38855486,76718059,INTERNATIONAL,55,7,Marriage,Owned,Rented,1739,163,lt_1L,3L_6L,Secondary,Indian_Citizen,N,4026,3570,4.65,W3
2016,66127256,17156918,INTERSTATE,19,1,Education,Other,Employer,1515,136,3L_6L,1L_3L,Secondary,Foreign_National,Y,4636,4759,1.616,W3
2019,29360351,37604467,INTERNATIONAL,72,5,Employment,Rented,Employer,1471,30,3L_6L,1L_3L,Graduate,Indian_Citizen,N,3606,4586,0.366,W1
2016,35654538,42597548,INTRASTATE,29,4,Housing,Employer,Rented,2363,165,1L_3L,gt_10L,Primary,Indian_Citizen,N,594,2432,2.77,W3
2020,38337980,74665478,INTRASTATE,66,8,Climate,Rented,Owned,377,56,lt_1L,gt_10L,Primary,Other,N,3657,967,1.039,W2
2024,84581265,29314757,INTRASTATE,54,2,Other,Informal,Other,483,-37,6L_10L,1L_3L,Higher_secondary,Other,N,391,4539,3.208,W4
2017,94315301,94445859,INTERNATIONAL,24,5,Employment,Employer,Informal,563,101,1L_3L,gt_10L,No_schooling,Foreign_National,N,4300,1540,1.351,W3
2022,73272856,69069779,INTERSTATE,89,3,Housing,Informal,Rented,1612,38,lt_1L,3L_6L,Secondary,Indian_Citizen,Y,706,1808,4.591,W5
2025,98188297,94042123,INTRASTATE,6,3,Other,Informal,Informal,2652,-29,gt_10L,lt_1L,Higher_secondary,Indian_Citizen,Y,4493,1199,4.141,W1
2017,51965386,60721998,INTERSTATE,20,5,Employment,Owned,Employer,94,-33,lt_1L,6L_10L,No_schooling,Foreign_National,N,1853,4887,3.835,W5
2021,37559130,22471896,INTRASTATE,21,8,Other,Informal,Owned,2626,-25,6L_10L,gt_10L,Postgraduate,Indian_Citizen,Y,2124,4095,3.747,W5
2017,33054386,62956483,INTERSTATE,72,1,Education,Rented,Owned,1900,-58,3L_6L,lt_1L,Graduate,Indian_Citizen,Y,2002,335,2.736,W5
2018,21163825,14963767,INTRASTATE,63,7,Employment,Owned,Informal,2801,32,1L_3L,1L_3L,Secondary,Other,N,1831,2893,3.677,W5
2020,55892032,43814579,INTERNATIONAL,1,2,Other,Other,Employer,939,81,lt_1L,1L_3L,Higher_secondary,Foreign_National,N,200,2314,3.032,W2
2017,30387526,78970829,INTRASTATE,34,5,Family,Owned,Informal,472,82,6L_10L,6L_10L,Graduate,Other,Y,4507,1162,2.661,W5
2017,72370949,57001699,INTRASTATE,63,4,Marriage,Rented,Other,5,-1,3L_6L,3L_6L,Graduate,Other,N,3507,2069,0.445,W4
2022,42835588,63492908,INTRASTATE,80,8,Employment,Informal,Rented,2969,-8,1L_3L,1L_3L,Higher_secondary,Other,N,677,373,4.324,W1
2016,19336015,87242499,INTERSTATE,63,10,Marriage,Employer,Employer,1253,17,lt_1L,gt_10L,Graduate,Indian_Citizen,Y,3199,3979,2.57,W4
2021,78324879,95535061,INTERSTATE,74,2,Other,Other,Rented,66,-34,1L_3L,6L_10L,Primary,Other,Y,1577,4464,0.713,W4
2016,23427500,31815410,INTERSTATE,30,5,Family,Rented,Informal,1440,-40,6L_10L,1L_3L,Graduate,OCI,Y,1296,4845,1.68,W1
2021,53650810,50417076,INTERSTATE,8,10,Climate,Owned,Owned,1006,-10,lt_1L,3L_6L,Higher_secondary,Other,Y,4134,1930,1.353,W5
2017,45106296,53901964,INTRASTATE,69,1,Family,Employer,Other,2844,-15,gt_10L,6L_10L,Primary,Other,N,4417,3740,3.187,W4
2025,82400549,40377242,INTERNATIONAL,69,1,Marriage,Other,Employer,850,161,1L_3L,3L_6L,Primary,Other,Y,182,939,1.168,W3
2021,41401365,20760983,INTERSTATE,29,5,Climate,Owned,Employer,336,17,gt_10L,lt_1L,Higher_secondary,Other,Y,834,682,3.131,W1
2020,97606877,74797023,INTERSTATE,65,7,Employment,Other,Employer,599,116,6L_10L,lt_1L,Higher_secondary,OCI,N,1480,3328,3.937,W2
2016,99551151,41247910,INTERSTATE,87,1,Climate,Owned,Employer,1800,100,3L_6L,1L_3L,Secondary,OCI,Y,1246,31,2.653,W3
2021,81060686,80668099,INTRASTATE,68,10,Other,Informal,Other,1887,55,1L_3L,3L_6L,Secondary,Other,N,2560,2698,2.316,W5
2022,38279873,79779642,INTERSTATE,21,9,Education,Informal,Employer,1828,137,6L_10L,3L_6L,Primary,Indian_Citizen,N,161,3546,4.114,W4
2023,52830001,38527188,INTERNATIONAL,70,4,Marriage,Other,Rented,80,128,6L_10L,6L_10L,Higher_secondary,OCI,N,3943,4845,4.481,W1
2021,14409244,32236068,INTERSTATE,88,5,Marriage,Other,Employer,206,63,6L_10L,6L_10L,Graduate,Other,N,3044,2909,0.254,W1
2024,81028167,97800945,INTERNATIONAL,10,5,Housing,Other,Informal,660,-28,6L_10L,3L_6L,Graduate,Other,N,3903,2231,1.098,W3
2017,57306322,22471896,INTRASTATE,59,1,Housing,Other,Other,1453,99,lt_1L,6L_10L,Postgraduate,Indian_Citizen,N,4626,4481,0.775,W4
2018,36226837,89353476,INTRASTATE,30,2,Education,Employer,Employer,1361,114,6L_10L,6L_10L,Secondary,Indian_Citizen,N,946,1756,1.203,W1
2017,92051885,17257420,INTERSTATE,8,7,Family,Owned,Employer,294,-48,gt_10L,3L_6L,Postgraduate,Other,N,792,4083,2.251,W5
2018,13263844,79448509,INTERSTATE,2,7,Marriage,Informal,Informal,1546,58,6L_10L,lt_1L,Postgraduate,Indian_Citizen,N,2599,476,0.396,W1
2020,34271337,77641630,INTRASTATE,86,6,Marriage,Other,Owned,693,165,lt_1L,1L_3L,Postgraduate,Indian_Citizen,Y,2694,4021,4.258,W1
2018,66323856,20178067,INTERNATIONAL,32,4,Marriage,Rented,Owned,1832,25,3L_6L,1L_3L,Graduate,Foreign_National,Y,4235,722,0.989,W1
2017,39148848,82591854,INTERNATIONAL,86,9,Climate,Employer,Owned,1311,64,1L_3L,3L_6L,Higher_secondary,Indian_Citizen,N,2093,2975,3.102,W3
2021,32351444,64159595,INTERSTATE,36,2,Education,Informal,Owned,1535,24,6L_10L,6L_10L,Primary,Indian_Citizen,N,4221,4828,1.192,W1
2021,46358067,64452225,INTRASTATE,30,4,Housing,Rented,Informal,1402,151,6L_10L,gt_10L,Secondary,Indian_Citizen,Y,478,2848,0.129,W1
2022,43799876,20998745,INTRASTATE,82,8,Climate,Owned,Employer,2460,122,1L_3L,6L_10L,Higher_secondary,OCI,N,1845,3687,2.552,W4
2019,83188201,67311225,INTERNATIONAL,20,6,Climate,Informal,Employer,30,52,6L_10L,3L_6L,No_schooling,Other,N,513,2625,3.957,W4
2025,65014869,76658460,INTERNATIONAL,16,10,Marriage,Other,Employer,2232,-12,3L_6L,gt_10L,Postgraduate,Other,Y,3587,2255,1.3,W3
2025,36602790,85091486,INTERNATIONAL,43,4,Other,Informal,Employer,2165,46,3L_6L,1L_3L,No_schooling,Other,Y,864,4521,2.847,W2
2018,93629806,72836694,INTERNATIONAL,62,6,Climate,Informal,Other,2890,86,3L_6L,3L_6L,No_schooling,Foreign_National,N,72,2541,1.74,W1
2016,43948927,78783810,INTERNATIONAL,54,3,Other,Other,Other,2173,-27,3L_6L,1L_3L,Secondary,Other,Y,2060,2523,2.506,W1
2021,20356506,70679889,INTRASTATE,29,7,Education,Owned,Employer,1253,-9,gt_10L,1L_3L,Postgraduate,Indian_Citizen,N,3000,4436,4.662,W5
2024,57109865,20743355,INTERSTATE,74,8,Other,Other,Rented,2600,-57,3L_6L,gt_10L,Secondary,Indian_Citizen,N,3116,1618,4.464,W2
2018,73103054,84570857,INTERNATIONAL,32,8,Family,Rented,Informal,1591,106,1L_3L,3L_6L,No_schooling,Foreign_National,N,2985,1595,4.187,W4
2021,51307209,68216615,INTERNATIONAL,75,5,Climate,Rented,Informal,357,44,6L_10L,3L_6L,Higher_secondary,Foreign_National,N,398,934,2.562,W3
2025,18437484,65694492,INTERNATIONAL,56,10,Housing,Employer,Rented,73,90,lt_1L,lt_1L,Higher_secondary,Other,Y,684,329,4.709,W4
2022,95879912,65574007,INTERSTATE,68,10,Education,Other,Owned,2806,20,gt_10L,gt_10L,Secondary,OCI,Y,2593,1025,1.301,W4
2018,59842207,85947718,INTRASTATE,85,6,Other,Informal,Owned,1760,65,gt_10L,gt_10L,Primary,Indian_Citizen,N,1397,2315,0.151,W2
2018,66223624,18979948,INTRASTATE,31,5,Education,Owned,Employer,2056,-23,6L_10L,1L_3L,Higher_secondary,Indian_Citizen,N,1155,20,0.287,W2
2024,15475887,20386383,INTERSTATE,40,10,Employment,Informal,Other,84,171,3L_6L,lt_1L,Secondary,Foreign_National,Y,3420,1701,0.322,W3
2025,96937812,37484537,INTRASTATE,70,5,Other,Informal,Informal,311,177,6L_10L,lt_1L,Primary,Other,Y,4533,2437,4.541,W4
2021,63567106,26260274,INTERSTATE,4,8,Marriage,Owned,Owned,1348,54,6L_10L,3L_6L,Graduate,Foreign_National,N,341,3883,0.529,W5
2020,31296596,71919853,INTERSTATE,10,6,Housing,Rented,Rented,2033,-28,3L_6L,lt_1L,Primary,Foreign_National,N,3705,1680,0.924,W3
2017,23603750,71922709,INTRASTATE,0,9,Family,Employer,Rented,479,-43,gt_10L,6L_10L,Higher_secondary,Foreign_National,N,143,4023,0.84,W1
2020,31251398,49493211,INTERSTATE,72,8,Education,Employer,Owned,2038,38,gt_10L,lt_1L,Secondary,Indian_Citizen,N,1925,4256,1.248,W4
2016,50082092,84570857,INTERSTATE,15,4,Employment,Owned,Employer,427,115,1L_3L,lt_1L,No_schooling,OCI,N,2086,4612,0.264,W1
2020,11382581,68046687,INTERNATIONAL,50,2,Marriage,Informal,Owned,2148,133,lt_1L,gt_10L,Postgraduate,Other,N,4162,1311,1.23,W2
2017,75392479,18553948,INTRASTATE,72,6,Education,Employer,Other,340,106,3L_6L,gt_10L,Graduate,Foreign_National,Y,1410,1228,3.46,W4
2017,94110640,14963767,INTRASTATE,67,8,Family,Informal,Employer,778,100,gt_10L,gt_10L,Postgraduate,Foreign_National,Y,4202,4325,1.434,W2
2024,10089677,60532276,INTERSTATE,67,6,Marriage,Informal,Other,2757,49,6L_10L,gt_10L,Secondary,Indian_Citizen,N,2100,3392,3.824,W2
2025,97546658,40384452,INTERSTATE,81,2,Housing,Other,Informal,1565,37,6L_10L,1L_3L,Graduate,OCI,Y,2174,1849,4.511,W4
2023,15384748,17470651,INTERNATIONAL,58,9,Education,Rented,Rented,650,-13,6L_10L,lt_1L,Postgraduate,OCI,N,4157,1765,0.109,W1
2017,36897872,16763594,INTERNATIONAL,47,2,Other,Owned,Employer,2759,156,3L_6L,gt_10L,Graduate,Indian_Citizen,N,1510,4833,0.106,W1
2020,30512260,21440393,INTERNATIONAL,61,10,Family,Employer,Owned,2514,98,lt_1L,lt_1L,No_schooling,Foreign_National,Y,1062,1571,0.79,W5
2021,78628537,88241795,INTERSTATE,49,6,Housing,Other,Informal,1330,58,6L_10L,gt_10L,Higher_secondary,OCI,N,3438,3633,4.29,W5
2016,41163059,49493211,INTRASTATE,9,1,Housing,Informal,Informal,761,41,3L_6L,6L_10L,No_schooling,Indian_Citizen,N,1205,3580,2.007,W5
2025,82992859,53141501,INTERNATIONAL,25,6,Marriage,Other,Other,2007,121,3L_6L,gt_10L,Graduate,Indian_Citizen,Y,642,1397,2.836,W2
2025,16142732,78093379,INTRASTATE,51,7,Marriage,Owned,Rented,2093,64,1L_3L,lt_1L,Graduate,OCI,Y,732,217,2.949,W5
2024,16938367,33280332,INTERSTATE,47,3,Family,Other,Employer,2574,66,3L_6L,gt_10L,Secondary,Foreign_National,Y,399,1312,3.561,W5
2021,93405018,17251245,INTERNATIONAL,80,3,Housing,Owned,Rented,1821,44,lt_1L,lt_1L,Higher_secondary,Indian_Citizen,Y,572,959,4.935,W2
2017,58855839,21113577,INTERSTATE,78,1,Marriage,Informal,Informal,1887,-31,6L_10L,3L_6L,Graduate,Indian_Citizen,N,1447,4837,0.551,W2
2019,65553810,44400766,INTERNATIONAL,85,4,Other,Owned,Owned,433,174,3L_6L,lt_1L,Higher_secondary,Indian_Citizen,N,14,3378,2.321,W5
2024,46689929,62134873,INTERNATIONAL,0,4,Climate,Informal,Informal,803,27,lt_1L,lt_1L,No_schooling,Foreign_National,Y,86,369,0.255,W2
2018,73510355,28531361,INTERNATIONAL,17,6,Employment,Informal,Owned,2398,44,3L_6L,gt_10L,Secondary,Indian_Citizen,Y,418,1269,1.931,W2
2023,75145295,66695834,INTRASTATE,52,8,Housing,Owned,Rented,2894,-32,1L_3L,1L_3L,Postgraduate,Other,Y,4579,674,3.902,W1
2019,29879551,21540363,INTRASTATE,48,6,Education,Other,Rented,315,173,1L_3L,gt_10L,No_schooling,Indian_Citizen,Y,2311,1521,4.329,W4
2020,73694218,86062966,INTERNATIONAL,59,9,Family,Rented,Informal,2191,113,lt_1L,1L_3L,Postgraduate,OCI,N,1919,4600,3.588,W1
2024,64234113,60625134,INTRASTATE,59,8,Family,Employer,Employer,1004,69,gt_10L,1L_3L,No_schooling,Indian_Citizen,Y,4436,512,0.194,W2
2016,13970356,62319855,INTRASTATE,37,6,Education,Rented,Rented,431,75,gt_10L,gt_10L,No_schooling,Indian_Citizen,Y,4098,1217,4.904,W5
2022,24701676,32230773,INTERSTATE,65,2,Employment,Other,Employer,774,14,1L_3L,gt_10L,Graduate,Foreign_National,Y,4398,4361,1.72,W4
2025,33654808,26327141,INTERNATIONAL,40,9,Other,Owned,Other,766,55,1L_3L,1L_3L,Secondary,Other,Y,1824,3410,2.683,W4
2023,40699980,13424986,INTERSTATE,43,1,Other,Rented,Rented,2238,109,3L_6L,1L_3L,No_schooling,Indian_Citizen,N,1536,1767,1.788,W1
2023,87035391,78195316,INTERSTATE,48,6,Marriage,Rented,Owned,2051,-15,3L_6L,lt_1L,Primary,OCI,N,2417,148,2.149,W5
2016,20419312,94719106,INTERNATIONAL,50,7,Education,Rented,Employer,2943,81,6L_10L,lt_1L,Secondary,Indian_Citizen,N,4696,3294,2.085,W2
2017,37315942,15026356,INTRASTATE,17,8,Marriage,Informal,Other,519,-8,6L_10L,6L_10L,No_schooling,OCI,N,4482,2965,4.006,W1
2020,68858752,30951521,INTERNATIONAL,32,1,Housing,Informal,Owned,1822,125,1L_3L,6L_10L,No_schooling,Other,N,2641,3797,0.482,W3
2016,69315726,77053064,INTERSTATE,2,2,Education,Employer,Informal,1556,125,gt_10L,1L_3L,No_schooling,Indian_Citizen,Y,3914,1194,2.589,W3
2019,48342418,21533436,INTERSTATE,4,9,Family,Employer,Employer,504,0,3L_6L,lt_1L,Graduate,Indian_Citizen,Y,3458,1540,4.756,W1
2022,63896591,29375873,INTERNATIONAL,34,2,Climate,Employer,Employer,2727,80,lt_1L,lt_1L,Higher_secondary,Foreign_National,N,3093,3087,2.762,W4
2021,14821160,57935529,INTERNATIONAL,59,5,Other,Owned,Informal,1292,39,1L_3L,gt_10L,No_schooling,Foreign_National,N,1560,1390,2.588,W1
2017,93828649,44731827,INTERNATIONAL,77,7,Housing,Employer,Employer,1528,171,lt_1L,gt_10L,No_schooling,OCI,Y,1378,2636,0.348,W4
2025,11214447,62050186,INTERNATIONAL,45,4,Other,Rented,Informal,864,-53,3L_6L,lt_1L,Postgraduate,Indian_Citizen,Y,2627,141,2.024,W1
2019,73068652,34117577,INTERNATIONAL,42,6,Education,Informal,Informal,2127,162,gt_10L,gt_10L,Primary,OCI,N,2369,1813,3.647,W5
2021,12758194,76657184,INTERSTATE,72,8,Climate,Other,Other,2601,38,1L_3L,lt_1L,No_schooling,Other,Y,373,4203,3.024,W3
2025,93965674,74761139,INTRASTATE,45,3,Other,Rented,Other,2270,145,6L_10L,6L_10L,Graduate,Foreign_National,Y,716,62,0.112,W2
2022,24223728,28768269,INTRASTATE,53,8,Housing,Owned,Employer,1715,137,6L_10L,6L_10L,Higher_secondary,OCI,N,1770,3728,3.367,W2
2024,24493488,37484537,INTRASTATE,22,7,Marriage,Owned,Owned,1769,0,6L_10L,gt_10L,Graduate,Other,N,1793,2898,3.141,W2
2020,50876724,79483124,INTERSTATE,24,5,Family,Employer,Rented,288,-30,1L_3L,1L_3L,Higher_secondary,Foreign_National,N,3868,1413,4.206,W3
2024,56988592,64814655,INTRASTATE,29,7,Climate,Rented,Informal,2342,86,3L_6L,1L_3L,No_schooling,OCI,Y,1696,678,2.402,W1
2020,98967642,13827173,INTERNATIONAL,6,9,Other,Employer,Informal,174,7,gt_10L,1L_3L,Graduate,OCI,Y,1508,901,1.174,W3
2020,29715479,32106793,INTRASTATE,5,5,Other,Rented,Rented,1283,-4,3L_6L,3L_6L,Primary,Other,N,2214,325,3.106,W1
2017,75955118,13192623,INTRASTATE,26,8,Other,Employer,Informal,194,126,6L_10L,1L_3L,Postgraduate,OCI,N,3269,3835,4.635,W3
2025,91517396,91499617,INTERSTATE,90,2,Marriage,Employer,Owned,1701,51,1L_3L,gt_10L,Primary,Other,Y,894,1980,3.211,W4
2021,32974386,37980864,INTRASTATE,4,5,Family,Rented,Rented,2826,-38,lt_1L,1L_3L,Graduate,Other,N,2694,97,1.598,W4
2019,21212990,78367238,INTRASTATE,76,2,Family,Rented,Employer,1726,177,lt_1L,gt_10L,Postgraduate,Foreign_National,Y,1983,2029,1.733,W3
2023,67464002,98258564,INTERNATIONAL,65,6,Family,Employer,Rented,100,39,1L_3L,6L_10L,No_schooling,Foreign_National,N,671,4975,0.633,W4
2022,29118042,28890743,INTERSTATE,6,2,Employment,Informal,Informal,940,81,6L_10L,1L_3L,Primary,OCI,N,3179,3315,3.232,W5
2020,74345903,67120685,INTERNATIONAL,51,4,Education,Other,Employer,1902,99,3L_6L,3L_6L,Secondary,OCI,Y,999,4518,2.57,W1
2017,91752377,93581103,INTERSTATE,20,5,Housing,Informal,Employer,1450,2,1L_3L,lt_1L,Secondary,Indian_Citizen,Y,3796,2902,4.452,W5
2022,47379438,95412401,INTERNATIONAL,22,6,Housing,Other,Rented,2700,124,lt_1L,3L_6L,Graduate,Foreign_National,N,4777,3537,4.533,W4
2024,42186063,25527711,INTRASTATE,18,1,Climate,Owned,Other,1141,66,3L_6L,lt_1L,No_schooling,Foreign_National,N,4724,3028,2.121,W2
2025,65462537,83389146,INTRASTATE,54,7,Family,Informal,Informal,1406,1,3L_6L,1L_3L,Secondary,Other,N,2457,995,0.901,W1
2025,34562041,22398133,INTRASTATE,42,2,Family,Informal,Informal,790,-20,3L_6L,3L_6L,Secondary,Foreign_National,Y,4438,3219,2.854,W3
2017,53239557,84666607,INTRASTATE,28,10,Housing,Rented,Owned,1022,41,6L_10L,3L_6L,Higher_secondary,Foreign_National,Y,1762,1757,1.618,W5
2021,94370727,46619146,INTERNATIONAL,24,7,Other,Employer,Rented,255,29,6L_10L,gt_10L,Higher_secondary,Indian_Citizen,Y,4239,1203,1.748,W5
2017,71455329,18209374,INTRASTATE,78,7,Education,Informal,Informal,1893,171,1L_3L,1L_3L,Graduate,Indian_Citizen,Y,3837,2709,2.627,W2
2018,80491133,53493151,INTERSTATE,59,7,Climate,Employer,Owned,2365,157,3L_6L,6L_10L,Primary,Foreign_National,Y,1287,53,4.158,W5
2017,69962301,32426211,INTERNATIONAL,24,5,Other,Rented,Employer,1520,108,3L_6L,6L_10L,Primary,Foreign_National,Y,4226,2188,0.575,W3
2019,99930097,40636154,INTERSTATE,88,10,Housing,Employer,Informal,2596,137,1L_3L,lt_1L,Primary,OCI,N,4030,1809,3.334,W4
2017,94456371,45062225,INTRASTATE,17,5,Housing,Informal,Rented,2987,14,lt_1L,6L_10L,Secondary,Other,Y,4444,3047,4.363,W2
2025,92713115,52066785,INTERNATIONAL,54,9,Employment,Other,Other,2659,126,6L_10L,lt_1L,Postgraduate,Indian_Citizen,N,507,2450,0.346,W1
2022,52235541,77485103,INTERNATIONAL,35,5,Housing,Employer,Informal,1407,22,lt_1L,lt_1L,No_schooling,OCI,Y,196,3349,4.777,W2
2017,17441305,46613523,INTERSTATE,11,3,Education,Informal,Rented,2215,23,3L_6L,lt_1L,Primary,Other,Y,4015,3756,3.624,W1
2019,46743892,60721998,INTERSTATE,51,1,Family,Informal,Employer,2175,-3,gt_10L,3L_6L,Secondary,OCI,Y,2750,1815,1.366,W1
2016,11072943,78093379,INTERSTATE,78,6,Education,Owned,Informal,298,72,gt_10L,3L_6L,Primary,Other,N,917,1127,0.234,W1
2023,91549004,42093873,INTRASTATE,39,5,Climate,Other,Rented,159,166,3L_6L,lt_1L,Primary,Other,N,4126,4481,0.441,W5
2016,88658277,98071713,INTRASTATE,74,3,Marriage,Owned,Owned,1891,53,6L_10L,lt_1L,Graduate,OCI,Y,2303,2317,1.474,W3
2017,20020096,73450225,INTERNATIONAL,23,9,Climate,Other,Employer,1923,78,lt_1L,6L_10L,Secondary,OCI,Y,128,268,2.048,W1
2020,19419512,65777113,INTERSTATE,38,4,Marriage,Informal,Rented,1291,68,6L_10L,gt_10L,No_schooling,OCI,Y,3055,3855,3.904,W2
2022,43376738,49493211,INTERSTATE,22,1,Family,Informal,Other,2093,-39,3L_6L,3L_6L,Graduate,Indian_Citizen,N,2825,2555,2.44,W1
2018,33145950,38382812,INTERSTATE,14,7,Marriage,Employer,Rented,3000,-25,gt_10L,gt_10L,Higher_secondary,Indian_Citizen,N,3336,4699,4.166,W4
2017,50276358,42339164,INTERNATIONAL,41,5,Climate,Owned,Owned,2915,120,3L_6L,6L_10L,Secondary,Other,Y,3459,3986,2.931,W3
2025,26512284,25071153,INTERSTATE,66,6,Housing,Other,Other,2397,94,lt_1L,gt_10L,Graduate,Indian_Citizen,Y,2552,4958,4.824,W5
2019,12651555,13420558,INTERNATIONAL,87,4,Housing,Employer,Informal,2585,-19,gt_10L,lt_1L,Postgraduate,Other,Y,3071,4240,2.0,W3
2016,76374311,20760983,INTRASTATE,32,4,Marriage,Informal,Owned,1213,59,1L_3L,lt_1L,No_schooling,Other,N,4124,3748,0.761,W2
2019,65072971,35524188,INTRASTATE,5,5,Marriage,Employer,Informal,1364,136,6L_10L,3L_6L,No_schooling,Other,N,2571,876,2.203,W3
2021,76816030,72321991,INTERSTATE,81,9,Other,Owned,Other,2497,-19,1L_3L,lt_1L,No_schooling,Other,N,567,236,4.242,W4
2022,88438351,49282442,INTRASTATE,65,7,Marriage,Other,Employer,975,25,3L_6L,1L_3L,No_schooling,OCI,N,4481,2067,1.097,W1
2024,11314919,30411545,INTERNATIONAL,70,3,Climate,Other,Other,51,16,gt_10L,3L_6L,Graduate,Other,N,912,2271,4.342,W5
2023,77158948,69036325,INTERSTATE,26,3,Housing,Other,Informal,2221,66,gt_10L,1L_3L,Graduate,Other,Y,2984,2839,2.01,W3
2020,56259880,41965579,INTRASTATE,8,9,Employment,Employer,Rented,150,4,6L_10L,1L_3L,Postgraduate,OCI,N,3684,4804,3.123,W3
2016,41756157,87821766,INTERSTATE,13,10,Employment,Rented,Other,1250,29,gt_10L,gt_10L,No_schooling,Foreign_National,N,1718,2223,2.392,W5
2020,12178355,71221967,INTRASTATE,11,9,Climate,Owned,Informal,735,104,1L_3L,6L_10L,Postgraduate,Other,N,3498,1701,1.203,W2
2019,79150291,77371091,INTRASTATE,39,10,Employment,Rented,Employer,341,-45,6L_10L,6L_10L,Secondary,Other,N,1466,899,3.076,W2
2018,66958969,25633608,INTERSTATE,35,10,Other,Rented,Rented,955,96,3L_6L,gt_10L,No_schooling,Other,N,2743,1486,2.25,W2
2017,66530581,83242456,INTERNATIONAL,10,3,Climate,Informal,Rented,762,73,3L_6L,lt_1L,Secondary,OCI,N,325,1366,0.851,W3
2020,41214438,49526628,INTRASTATE,8,7,Other,Employer,Other,2557,132,lt_1L,3L_6L,Higher_secondary,Other,Y,1942,4196,1.136,W1
2025,39216535,10174008,INTRASTATE,23,6,Marriage,Employer,Informal,773,123,3L_6L,3L_6L,Graduate,Foreign_National,N,3083,3977,1.299,W2
2023,65300581,71231521,INTERSTATE,74,10,Education,Rented,Owned,2750,176,6L_10L,6L_10L,Graduate,OCI,Y,647,498,2.73,W2
2022,44945141,64859649,INTERNATIONAL,35,4,Family,Owned,Employer,1585,2,1L_3L,6L_10L,Higher_secondary,Foreign_National,Y,2416,2305,0.512,W3
2020,77627327,87764093,INTERSTATE,34,10,Marriage,Informal,Rented,1778,171,3L_6L,1L_3L,Secondary,Foreign_National,N,837,2557,2.856,W5
2019,73022631,27736670,INTERNATIONAL,36,4,Education,Employer,Other,1585,19,3L_6L,1L_3L,Graduate,OCI,Y,3243,1138,2.752,W2
2017,89909234,45143639,INTRASTATE,48,5,Housing,Informal,Other,313,138,3L_6L,6L_10L,No_schooling,OCI,N,1926,869,1.321,W1
2022,98735024,13309970,INTRASTATE,67,6,Family,Rented,Owned,2959,152,lt_1L,gt_10L,Higher_secondary,Other,N,106,4475,2.023,W4
