biz_innov_filing_year,biz_innov_patent_application_id_hash,biz_innov_technology_class_code,biz_innov_inventor_count,biz_innov_assignee_type_code,biz_innov_university_assignee_flag,biz_innov_small_entity_flag,biz_innov_citation_count_5yr,biz_innov_forward_citation_velocity,biz_innov_claims_count,biz_innov_family_size_count,biz_innov_international_filing_flag,biz_innov_grant_lag_months,biz_innov_licensing_revenue_estimate,biz_innov_r_and_d_tax_credit_claim_flag,biz_innov_venture_funding_round_flag,biz_innov_startup_spinout_flag,biz_innov_tech_transfer_office_id,biz_innov_innovation_cluster_score,biz_innov_commercialization_stage_code
2016,cb2d6551c8ca41af,H04,5,GOV_LAB,0,1,8,0.5735,80,4,0,46,162055543.95,0,0,0,TTO0000996,96.8,PILOT
2013,c1b40856c3560dd6,B29,1,NONPROFIT,0,0,5,5.3338,17,2,0,111,83190105.73,0,0,0,TTO0000997,52.21,EARLY_MARKET
2021,6ef4ac1932e38062,A01,4,CORPORATE,0,0,6,3.2324,30,17,1,52,99143097.84,0,0,0,TTO0000998,81.07,PILOT
2008,361f6c8c115026fa,H04,5,CORPORATE,0,0,6,0.6662,59,20,1,97,42917845.46,0,0,0,TTO0000999,24.55,PILOT
2009,ce080d472da9c7b7,E21,16,OTHER,0,0,10,4.3154,89,13,0,14,37246159.87,0,1,0,TTO0001000,96.77,PILOT
2001,c48118d34cb0ff8e,G06,18,INDIVIDUAL,0,1,8,5.232,29,12,1,87,156740446.61,0,0,0,TTO0001001,98.48,EARLY_MARKET
2019,e7aad8b41c4f20ce,H04,2,CORPORATE,0,1,6,2.4152,21,27,1,112,149387178.81,1,1,0,TTO0001002,45.57,EARLY_MARKET
2003,5966dd0b9ceb1d2b,H04,3,INDIVIDUAL,0,0,6,3.7172,24,29,1,105,126507066.37,0,0,0,TTO0001003,85.6,IDEA
2023,2c6fd97d1dc59805,F16,13,CORPORATE,0,0,11,4.2515,82,5,0,109,56823960.44,1,0,0,TTO0001004,66.52,EARLY_MARKET
2004,64131fd3637af232,H04,12,CORPORATE,1,0,6,4.758,57,15,0,45,136302432.45,0,1,0,TTO0001005,14.11,PROTOTYPE
2012,92be5de0f983060f,E21,20,CORPORATE,1,0,9,1.4033,99,21,0,61,232476861.64,0,0,1,TTO0001006,61.91,SCALE
2001,c3946f16491e8bd8,C07,5,CORPORATE,0,1,12,1.4882,85,20,1,57,101503548.44,0,0,0,TTO0001007,77.6,PROTOTYPE
2005,6d9919afac662ed5,G06,5,CORPORATE,0,0,13,5.5149,74,21,0,82,14787734.24,0,1,0,TTO0001008,48.44,PROTOTYPE
2010,3e4a3f76a0d46241,G06,3,CORPORATE,0,0,6,2.235,45,22,0,92,174202583.73,0,0,0,TTO0001009,38.31,PROTOTYPE
2016,fcc66b3d93f6cf30,Y02,4,GOV_LAB,0,0,2,1.0888,79,29,0,120,110869017.76,0,0,0,TTO0001010,8.09,EARLY_MARKET
2005,4b39cd65c3813abe,G06,17,GOV_LAB,0,0,6,2.9895,26,25,0,113,179692960.67,0,0,0,TTO0001011,14.95,PROTOTYPE
1999,9b32d5782587e89b,Y02,13,UNIVERSITY,1,0,9,4.6164,75,18,0,99,805853.21,1,0,0,TTO0001012,53.16,PILOT
2015,fbdac5f530bd7f00,G06,3,CORPORATE,0,0,9,1.6039,20,3,0,41,64647962.31,0,0,0,TTO0001013,86.65,EARLY_MARKET
2023,4faaaa8ad72f026e,G06,4,CORPORATE,0,0,3,3.2482,22,11,0,31,70681065.39,0,0,0,TTO0001014,24.27,MATURE
2016,2c7040167298aa15,A01,2,CORPORATE,0,0,8,3.0662,42,21,1,76,171670351.47,1,0,0,TTO0001015,97.13,IDEA
2020,eb06e11b32790323,H04,7,INDIVIDUAL,0,1,4,1.2332,14,28,1,115,31890734.25,1,0,0,TTO0001016,9.16,EARLY_MARKET
2020,96df21e60a20f384,G06,17,OTHER,0,0,7,4.0888,5,17,1,74,134104756.17,0,0,0,TTO0001017,14.1,SCALE
2012,deb8a2cf83a239c4,F16,11,CORPORATE,0,0,8,4.4301,7,21,0,7,207954985.73,0,0,1,TTO0001018,24.59,PILOT
2013,4038e6829689be2f,C07,18,CORPORATE,0,0,11,1.6962,21,4,1,59,182402862.82,0,0,0,TTO0001019,60.0,SCALE
2024,f26b8cf792beb1e4,G06,20,CORPORATE,0,0,7,3.4887,13,11,0,13,152488164.12,0,0,0,TTO0001020,93.24,PILOT
2007,3cd63da90e644482,F16,17,CORPORATE,0,0,7,4.4785,17,28,1,58,214325432.75,0,0,0,TTO0001021,42.64,PILOT
2007,dfc349a2f31c224f,C07,1,CORPORATE,0,0,11,5.8096,80,7,1,113,217185690.51,1,0,0,TTO0001022,49.22,PILOT
2013,aa2d4091d7ea8e3d,H04,14,CORPORATE,0,1,10,4.403,98,9,0,19,9397967.4,1,0,1,TTO0001023,59.38,IDEA
2019,ccf3d8587593046e,G06,3,CORPORATE,0,1,18,0.227,2,22,0,91,6775781.03,1,1,0,TTO0001024,46.42,PILOT
2013,1557e5c2beaba1f4,C07,11,CORPORATE,1,0,6,1.2211,69,28,0,68,1362022.77,1,1,0,TTO0001025,19.07,PROTOTYPE
2013,cc3c77a5438b97c5,D06,15,CORPORATE,0,0,12,2.8518,68,2,0,41,9426139.2,0,1,0,TTO0001026,19.77,PROTOTYPE
2025,2d9841b63946b455,H04,2,UNIVERSITY,1,1,3,0.1559,87,12,1,28,117155370.77,1,0,0,TTO0001027,51.08,PROTOTYPE
2023,6f97bfd1537d95bf,Y02,5,CORPORATE,0,1,8,5.3289,57,3,0,107,147192120.98,1,0,0,TTO0001028,58.61,SCALE
2005,eac555dc6ae3f7dd,C07,2,INDIVIDUAL,0,0,6,4.1698,64,2,1,96,144349176.02,0,1,0,TTO0001029,84.26,PILOT
2025,21c65a30f73e9c4d,H04,20,CORPORATE,0,1,7,4.3146,31,4,0,14,8929692.2,1,0,0,TTO0001030,42.33,EARLY_MARKET
2017,5737f688b0ecd73e,C07,12,UNIVERSITY,1,0,10,0.436,16,1,1,90,23107143.0,0,1,0,TTO0001031,79.88,SCALE
2005,453bbbcdfc6f5408,E21,4,CORPORATE,0,0,10,5.2823,4,25,1,24,235269068.09,1,0,0,TTO0001032,50.04,SCALE
2018,531a0289e0622f23,C07,18,INDIVIDUAL,0,0,5,0.0386,3,26,0,15,140007296.54,1,0,0,TTO0001033,47.7,EARLY_MARKET
2007,23103d7e92526cf3,C07,7,UNIVERSITY,1,1,10,3.7073,11,7,1,4,188491075.11,0,0,0,TTO0001034,25.67,PILOT
1999,d04dcfe8561406c2,C07,7,NONPROFIT,0,0,8,1.6151,32,4,1,49,39600905.1,1,0,0,TTO0001035,51.73,EARLY_MARKET
2004,fa6d7e1f9ef2577c,G06,2,INDIVIDUAL,0,0,9,0.6284,83,14,1,54,126247110.98,1,0,0,TTO0001036,20.81,PROTOTYPE
2003,34d3cbf6cf00bbb4,A01,20,INDIVIDUAL,0,0,8,4.6733,49,15,1,35,237840459.64,1,0,1,TTO0001037,20.14,SCALE
2002,baf621fb88ed5d04,C07,11,CORPORATE,0,0,9,4.2098,34,23,0,87,8826234.14,0,0,0,TTO0001038,54.25,PILOT
2002,d7abbdf4608f665f,A01,13,GOV_LAB,0,0,7,5.3342,15,17,1,64,107775667.3,0,0,0,TTO0001039,17.09,EARLY_MARKET
2012,3680bf84ef4967d8,B29,4,CORPORATE,0,0,7,0.184,57,11,0,90,215491718.09,0,1,0,TTO0001040,81.1,PILOT
2025,4f20c90d9601f34b,E21,16,CORPORATE,1,0,12,0.1727,77,27,1,40,160635137.29,0,0,0,TTO0001041,39.24,SCALE
1998,05709079555d3ce7,B29,14,CORPORATE,0,0,9,0.3843,80,7,0,48,50087847.78,0,0,1,TTO0001042,68.29,SCALE
2007,247dde545dad0ae8,D06,13,CORPORATE,0,0,14,5.9415,10,1,0,46,232343637.55,0,0,0,TTO0001043,32.17,PROTOTYPE
2013,e0198cebbcc04abe,G06,3,CORPORATE,0,0,9,4.5993,56,10,0,39,73947364.38,0,0,0,TTO0001044,9.46,PILOT
2008,8737e773ee2a4591,C07,7,CORPORATE,0,0,4,3.8804,91,5,0,96,217242565.12,1,1,0,TTO0001045,21.08,PROTOTYPE
2013,5fe72f69bea32515,D06,19,OTHER,0,1,6,3.1842,32,20,1,84,202820934.72,0,0,0,TTO0001046,49.34,PILOT
2009,560255bafa6970a3,A01,15,CORPORATE,0,1,6,2.4968,27,22,1,9,54423383.62,0,0,0,TTO0001047,46.02,MATURE
2006,649931d93e67112b,G06,2,CORPORATE,0,0,8,1.9538,44,29,0,91,16570983.09,1,0,0,TTO0001048,45.7,EARLY_MARKET
2013,3cdbe4837110d66b,G06,13,GOV_LAB,0,0,9,5.8372,92,20,1,3,168472042.51,0,0,0,TTO0001049,41.14,PROTOTYPE
2011,f6aeff4de48d6736,F16,7,CORPORATE,0,0,10,2.103,10,12,0,106,114058645.75,1,0,0,TTO0001050,55.9,EARLY_MARKET
2009,388c9959810d6dca,E21,18,UNIVERSITY,1,1,10,1.4094,75,6,1,119,135118797.33,0,0,0,TTO0001051,35.82,PILOT
1998,efa5f629da26b46c,D06,5,CORPORATE,0,0,6,5.3034,83,30,0,117,119518933.39,0,0,0,TTO0001052,22.03,PROTOTYPE
2004,67c986f9cfbbf3fd,H04,6,INDIVIDUAL,0,1,8,1.7149,46,2,0,90,60247430.86,0,0,0,TTO0001053,21.67,EARLY_MARKET
1999,f9b30b1010d6e297,F16,19,CORPORATE,0,0,4,3.6837,49,16,1,94,221849929.38,0,0,0,TTO0001054,19.27,PROTOTYPE
2000,0ab6b5e45f3aebb6,D06,5,NONPROFIT,0,1,5,2.5953,67,12,0,26,153258236.36,1,1,0,TTO0001055,65.68,MATURE
2020,0fdd99bc8cfdd3e2,G06,19,OTHER,0,0,10,1.1575,98,21,1,9,210090658.53,0,0,0,TTO0001056,40.14,PROTOTYPE
2006,6e6ce5c86ce6dabd,C07,16,INDIVIDUAL,0,0,8,3.4344,44,8,0,57,4550529.66,0,0,0,TTO0001057,5.96,PILOT
2003,98616aad1267aa4b,G06,4,GOV_LAB,0,0,15,4.1537,45,19,0,14,116230234.64,0,0,0,TTO0001058,76.52,PROTOTYPE
2021,e3aed7c55e1bb028,Y02,11,CORPORATE,0,0,4,4.2305,63,7,1,36,180546586.66,0,0,0,TTO0001059,56.79,PROTOTYPE
2009,27bdd8fe395c611f,H04,3,INDIVIDUAL,0,1,5,4.8113,86,13,0,82,36935323.54,0,0,0,TTO0001060,64.97,PROTOTYPE
2014,70695f13d0fac7e2,H04,7,CORPORATE,0,0,9,4.5717,71,24,0,77,246990843.52,0,0,0,TTO0001061,26.96,PILOT
2011,19069a1f6e45ddba,F16,4,UNIVERSITY,1,1,14,3.1289,34,5,0,72,124362444.41,0,0,0,TTO0001062,51.1,SCALE
2013,dcda3634f225435b,F16,16,CORPORATE,1,0,7,0.2494,27,2,0,32,79459705.44,1,0,0,TTO0001063,12.61,SCALE
2008,69b7a77c4394c9fc,C07,3,INDIVIDUAL,0,0,12,4.6308,83,28,1,64,187318578.47,1,0,1,TTO0001064,19.42,PROTOTYPE
2008,bf85a03837e8812c,B29,16,INDIVIDUAL,0,1,6,3.907,54,12,1,76,239241324.36,0,0,1,TTO0001065,26.52,EARLY_MARKET
2012,3370f1e2a75b8609,B29,2,UNIVERSITY,1,0,5,2.9949,49,15,0,112,90418954.24,0,0,0,TTO0001066,91.07,EARLY_MARKET
2020,4c3cc5dcf21ba8e6,H04,11,CORPORATE,0,0,6,2.1994,54,10,1,93,100533602.16,1,0,1,TTO0001067,25.09,EARLY_MARKET
2008,d5be08468a0a8d21,G06,11,CORPORATE,0,0,8,4.1543,74,16,1,57,109648403.38,0,0,0,TTO0001068,1.75,PILOT
2017,1a0e0c5dac86b1c6,D06,17,CORPORATE,0,0,10,5.1231,26,25,0,81,179345417.31,0,0,0,TTO0001069,62.04,PILOT
2023,23207d7fa72aab30,E21,19,CORPORATE,0,0,3,5.9209,17,6,0,53,150152933.5,0,0,1,TTO0001070,39.37,EARLY_MARKET
2006,ad5bee2ad23548fc,F16,20,CORPORATE,0,1,3,4.0274,92,24,0,94,66059132.12,1,0,0,TTO0001071,47.42,PILOT
2013,5a6eb6b1980dd42a,G06,20,CORPORATE,0,1,7,0.6292,89,1,0,87,142232211.41,1,0,0,TTO0001072,46.66,SCALE
2008,d3beb036eb3b6fa8,F16,3,CORPORATE,0,0,8,5.6967,75,25,0,88,86875686.57,0,0,0,TTO0001073,54.05,EARLY_MARKET
2018,a7fba1bfc46a49af,H04,1,INDIVIDUAL,0,0,9,5.7165,49,21,0,90,69429893.39,0,0,0,TTO0001074,35.14,PROTOTYPE
2024,f50bd20ddab00087,C07,20,UNIVERSITY,1,0,6,1.3767,51,30,0,58,82008886.12,0,1,0,TTO0001075,78.43,MATURE
2014,3c3ec780c11fcaf9,F16,7,CORPORATE,0,0,7,0.5071,88,30,0,97,89707049.61,0,0,0,TTO0001076,52.75,MATURE
1998,ab8d3e7c55ef559f,D06,20,UNIVERSITY,1,1,3,0.154,76,16,0,65,101057504.53,0,0,0,TTO0001077,66.33,PILOT
2018,2663c879217c5727,D06,13,CORPORATE,0,0,6,4.9165,42,17,0,28,151261569.27,0,0,0,TTO0001078,85.19,SCALE
2021,da4027e6afbd4691,C07,19,UNIVERSITY,1,0,15,4.7015,1,27,0,51,10747305.64,1,0,0,TTO0001079,37.04,SCALE
2023,f6c5cd4535d7a2c1,D06,10,OTHER,0,0,4,5.6236,14,26,0,112,126136083.16,1,0,0,TTO0001080,71.5,PROTOTYPE
1999,9b4275a71cd9effe,A01,3,CORPORATE,0,1,4,4.0894,97,28,0,97,147407220.89,0,0,0,TTO0001081,14.03,PROTOTYPE
2016,3c312812d6338d29,G06,8,CORPORATE,0,1,9,4.9076,93,26,0,25,80607505.72,0,0,0,TTO0001082,5.63,MATURE
2010,f36dba7552fdf619,D06,18,CORPORATE,0,0,6,1.8218,69,30,1,55,186106945.02,0,0,0,TTO0001083,1.54,MATURE
2018,9b2026886beb6aa3,H04,4,CORPORATE,0,0,4,0.5161,8,27,1,37,102630751.03,1,1,0,TTO0001084,36.22,PROTOTYPE
2023,a37daa3bc5a97371,H04,18,OTHER,0,0,7,3.1198,95,30,0,65,176910918.95,0,0,1,TTO0001085,14.82,EARLY_MARKET
2006,462b49e7c87482e7,A01,10,CORPORATE,0,0,9,0.4195,83,12,1,95,226099425.53,1,1,0,TTO0001086,51.7,PILOT
2014,4377805882aed2b4,A01,10,GOV_LAB,0,0,7,5.8819,88,18,1,64,174014633.63,0,0,0,TTO0001087,48.43,IDEA
2018,3a813bbd7f28e9d5,C07,6,CORPORATE,0,0,12,3.6496,58,25,1,42,133703067.17,0,0,1,TTO0001088,57.48,SCALE
2017,a86437eb4b3908b1,C07,15,CORPORATE,0,1,8,2.5978,30,10,0,3,57574442.5,1,0,0,TTO0001089,67.61,IDEA
2015,f94c9adca5daab53,E21,18,CORPORATE,0,0,9,0.1823,29,10,0,85,90756805.77,0,1,0,TTO0001090,89.52,EARLY_MARKET
2024,8156feef097c6b8f,G06,17,CORPORATE,0,0,9,3.9663,99,27,0,111,187096276.61,1,0,0,TTO0001091,67.03,PILOT
2007,7832cde9f3e5a2a8,C07,17,CORPORATE,0,1,9,2.9192,5,8,0,61,70541707.71,0,0,0,TTO0001092,56.46,PILOT
2010,02306f62876ce9ef,D06,3,CORPORATE,0,0,9,0.1068,44,2,1,37,232296933.53,0,0,0,TTO0001093,17.57,PILOT
2008,9390d0ef906436f5,G06,9,CORPORATE,0,0,17,2.6974,50,23,0,87,179863305.87,0,0,1,TTO0001094,80.34,MATURE
2009,7efcc43b9c681576,G06,19,CORPORATE,0,0,9,4.5495,89,16,0,67,214724149.45,0,0,1,TTO0001095,9.28,PILOT
2000,9802ecc9ff3dbbe0,G06,11,UNIVERSITY,1,0,8,0.7474,46,26,0,81,58283692.41,0,1,0,TTO0001096,61.12,EARLY_MARKET
2004,c85840f17e152ec5,C07,13,CORPORATE,0,1,9,1.8049,100,30,0,39,36029678.98,0,0,0,TTO0001097,98.57,PROTOTYPE
2023,e86ca5447c359590,C07,6,CORPORATE,0,0,7,2.1731,100,15,0,79,212436049.4,0,0,0,TTO0001098,50.08,PILOT
2008,a14f1b6870a5977b,E21,16,CORPORATE,0,0,10,2.4872,8,15,0,83,214245920.88,0,0,0,TTO0001099,30.62,EARLY_MARKET
2005,93f1a40d7a479676,F16,19,CORPORATE,0,0,8,2.4333,58,8,0,10,72894463.24,0,0,0,TTO0001100,41.89,EARLY_MARKET
2012,8371583d0ea6a094,H04,6,CORPORATE,0,1,10,1.6882,6,9,0,65,198044633.34,0,1,0,TTO0001101,70.98,PILOT
2016,d37c56c7e9d29321,H04,7,CORPORATE,0,1,10,2.3301,11,1,0,28,149197393.52,0,0,0,TTO0001102,33.19,EARLY_MARKET
2023,6950bbcfbfe4e6b5,F16,1,INDIVIDUAL,0,0,10,1.121,37,30,0,103,120179708.47,0,0,0,TTO0001103,61.36,EARLY_MARKET
2018,cec46bdfe4d635ad,C07,8,CORPORATE,0,0,9,2.5472,57,23,0,10,31225588.07,1,1,0,TTO0001104,36.98,PROTOTYPE
2021,c384b347c269eb4c,F16,16,CORPORATE,0,0,10,0.1545,23,10,1,71,216634727.5,1,0,0,TTO0001105,26.93,SCALE
2025,e394975f033cffa3,C07,10,UNIVERSITY,1,0,11,3.2799,30,8,1,88,21940507.55,0,1,0,TTO0001106,41.24,IDEA
2008,21e16caa8b3fbe83,D06,4,CORPORATE,0,0,13,1.8102,27,1,0,112,76943359.79,0,0,1,TTO0001107,91.83,PROTOTYPE
2009,355d0ea317aab151,C07,8,CORPORATE,0,1,5,1.5392,99,12,1,102,62000448.45,1,0,0,TTO0001108,42.87,PILOT
2023,073512906b2b1502,G06,3,NONPROFIT,0,1,7,4.9327,35,16,1,56,19083148.15,1,0,0,TTO0001109,4.19,PROTOTYPE
2004,e2eb309057e77000,B29,12,CORPORATE,0,0,7,5.4788,45,18,0,79,76606818.33,0,0,1,TTO0001110,40.71,EARLY_MARKET
2003,7038605101117f38,D06,15,INDIVIDUAL,0,0,6,5.0824,99,19,1,33,1177281.12,0,0,0,TTO0001111,21.91,PILOT
1999,7288ca4a927f2ac5,H04,3,CORPORATE,0,1,11,0.5503,78,27,1,16,43168541.13,0,0,0,TTO0001112,65.55,EARLY_MARKET
2016,130752c0fdb6d346,G06,17,CORPORATE,0,0,9,1.6553,11,2,0,87,40084827.86,0,0,0,TTO0001113,79.66,PROTOTYPE
2021,cc4f96baadb2ee0c,H04,1,INDIVIDUAL,0,1,11,0.8198,25,9,0,61,162233977.44,0,0,0,TTO0001114,21.99,PROTOTYPE
2006,c31149582dea187f,F16,10,GOV_LAB,0,1,7,0.8078,95,30,0,5,79020069.75,0,0,0,TTO0001115,69.37,PROTOTYPE
2007,98912c2af208d241,G06,4,CORPORATE,0,1,1,0.3706,75,4,0,16,138227285.77,0,0,0,TTO0001116,12.87,PILOT
2024,b5cd483bf6a45736,E21,17,CORPORATE,0,1,9,1.9859,69,2,0,81,53290704.06,1,0,0,TTO0001117,8.55,EARLY_MARKET
2021,1b14759daa2a587a,B29,7,OTHER,0,0,12,2.8167,52,14,0,45,125669828.73,0,1,0,TTO0001118,16.24,SCALE
2010,99708a54a0b24ada,F16,16,CORPORATE,0,0,7,4.8956,56,13,1,7,105934221.11,1,0,0,TTO0001119,61.06,IDEA
2002,0cd251684a376bb5,H04,9,CORPORATE,0,1,8,1.1858,83,20,0,15,1252360.67,1,1,1,TTO0001120,34.88,IDEA
2014,bd4008b75cc97fbd,F16,15,CORPORATE,0,1,10,2.4045,43,1,0,75,213509504.81,0,0,0,TTO0001121,96.06,MATURE
2017,e7f11cca1ff2d6cd,A01,12,UNIVERSITY,1,1,12,2.1437,77,25,1,89,137058725.29,0,0,0,TTO0001122,72.27,SCALE
2020,f15a0edc574b4ba6,G06,19,OTHER,0,1,7,2.9852,93,26,0,111,157183746.68,0,0,0,TTO0001123,76.3,PROTOTYPE
2008,c16038b25d83918b,A01,15,INDIVIDUAL,0,0,8,5.9088,79,18,0,82,115902109.66,0,1,0,TTO0001124,66.21,MATURE
2005,a3c2ade03f78142d,G06,5,CORPORATE,0,0,11,1.601,26,20,0,87,211562288.94,1,0,0,TTO0001125,97.0,PROTOTYPE
2023,5fad93d84b9a56e0,G06,14,CORPORATE,0,0,13,4.892,70,25,0,113,57874108.23,0,0,0,TTO0001126,60.34,PROTOTYPE
2002,6a18aea311d6d413,C07,10,CORPORATE,0,0,6,3.0593,90,15,0,110,224941247.04,0,0,0,TTO0001127,18.8,EARLY_MARKET
2010,792b64475ec06ade,G06,18,CORPORATE,0,0,6,5.7415,40,4,1,49,163605260.19,0,0,0,TTO0001128,61.96,PILOT
2007,7e195db5c42161f1,H04,4,CORPORATE,0,0,11,0.1778,10,9,0,82,189626834.82,0,0,0,TTO0001129,45.04,PILOT
2023,9af5a32c002c5d7c,G06,13,INDIVIDUAL,0,0,2,4.4296,52,12,0,89,107735921.97,0,0,0,TTO0001130,73.23,EARLY_MARKET
2017,f61877db4b103890,A01,10,NONPROFIT,0,1,15,2.8827,18,26,1,28,223214755.71,1,0,0,TTO0001131,69.24,IDEA
2002,e67b533e59593054,G06,8,CORPORATE,0,0,7,3.0769,12,17,0,69,51814179.71,0,0,0,TTO0001132,86.38,PROTOTYPE
2005,496af142529917eb,C07,20,GOV_LAB,1,0,11,5.4946,88,8,1,31,203128006.39,0,0,0,TTO0001133,83.86,SCALE
2021,5d5330233d481549,A01,2,CORPORATE,0,1,7,3.6896,1,22,0,79,104635665.7,1,0,0,TTO0001134,36.41,PROTOTYPE
2004,0819969906771682,A01,11,CORPORATE,0,0,10,1.9003,93,12,1,17,31742135.56,0,0,0,TTO0001135,55.06,MATURE
2023,28201c192f9e489c,H04,12,CORPORATE,0,0,9,3.031,64,3,1,5,249458695.32,0,0,0,TTO0001136,45.66,PILOT
2011,e1cfe1219df8a2bb,F16,8,CORPORATE,0,0,6,1.6042,38,8,1,3,126819507.14,1,0,0,TTO0001137,15.42,SCALE
2019,a40c68f6251be947,G06,14,OTHER,0,0,8,3.9963,31,30,0,112,15327420.25,0,0,1,TTO0001138,81.18,EARLY_MARKET
2017,95935a32afd975d3,H04,18,CORPORATE,0,1,11,4.6824,87,30,0,113,239152671.69,0,0,0,TTO0001139,51.71,PILOT
2013,98e078580e9c27b1,B29,8,CORPORATE,0,0,4,4.1385,90,27,0,109,3986652.73,0,0,0,TTO0001140,30.45,IDEA
2018,63208f32691373ed,E21,16,CORPORATE,0,0,5,3.0893,70,30,0,86,5190364.96,0,1,0,TTO0001141,19.39,PILOT
2019,a35af5eefdf3bf21,G06,3,NONPROFIT,0,0,11,3.2646,64,13,0,56,178992042.16,0,0,0,TTO0001142,36.14,EARLY_MARKET
2020,4df4580465565a6b,G06,13,OTHER,1,0,9,3.7743,40,5,1,109,90493734.71,1,0,0,TTO0001143,38.19,SCALE
2019,081e5a11d3328285,D06,16,NONPROFIT,0,0,11,1.0429,34,29,0,68,156181536.59,1,0,0,TTO0001144,11.61,SCALE
2014,5594bdd05e263bee,H04,14,CORPORATE,0,1,7,5.0713,71,28,0,27,52586112.53,0,0,0,TTO0001145,15.91,PILOT
2024,6f501b004127f95b,B29,2,INDIVIDUAL,0,0,3,5.7413,50,29,0,88,241266681.15,0,0,0,TTO0001146,22.85,EARLY_MARKET
2025,36775133475caaa5,C07,1,CORPORATE,0,0,9,3.0503,37,29,1,17,52215979.59,1,1,0,TTO0001147,59.62,EARLY_MARKET
2008,756213a323c3db2b,H04,4,CORPORATE,0,1,6,3.0685,63,3,1,30,247939712.13,1,0,0,TTO0001148,25.9,PILOT
2015,16b1590005212a80,C07,11,CORPORATE,0,1,10,0.7885,14,29,1,93,114721205.98,0,1,0,TTO0001149,66.8,PILOT
2007,a966a984906a19e0,D06,8,INDIVIDUAL,0,0,6,0.4345,58,15,0,82,165642159.2,0,0,0,TTO0001150,96.41,SCALE
2022,d86967b670dd2c8e,B29,10,UNIVERSITY,1,1,9,5.0011,13,10,1,21,82268327.71,0,0,0,TTO0001151,87.78,PROTOTYPE
2010,548669d43cbfdeda,G06,4,INDIVIDUAL,0,0,7,2.3827,75,30,0,75,138888860.24,0,0,0,TTO0001152,99.82,SCALE
2025,5b003260e17fa06e,C07,1,CORPORATE,0,0,10,1.5918,3,11,0,60,114850699.07,0,1,0,TTO0001153,34.05,PROTOTYPE
2025,f63a74b47c13cf2a,H04,15,CORPORATE,0,0,7,3.3337,12,22,0,19,72108433.14,0,0,0,TTO0001154,86.69,IDEA
1998,3325182502dd3b7c,G06,8,CORPORATE,0,1,7,0.4743,37,21,0,27,174169160.87,1,0,0,TTO0001155,68.62,IDEA
2003,31924f1c94f3c869,G06,6,CORPORATE,0,0,6,5.3178,92,1,1,71,245658629.48,0,0,0,TTO0001156,71.61,PROTOTYPE
2024,01d905c57b796541,H04,14,GOV_LAB,0,0,6,2.4994,80,16,1,63,32305753.64,0,0,0,TTO0001157,94.48,PILOT
1998,366cdacb749c6cd9,C07,5,CORPORATE,0,0,8,3.1692,89,23,0,26,71712256.04,0,0,0,TTO0001158,28.5,PROTOTYPE
2000,18339f10c1456f1d,H04,10,GOV_LAB,0,0,13,2.8053,72,11,0,3,201069957.08,0,0,0,TTO0001159,22.44,SCALE
2016,f10cf83ce23fcdca,G06,13,UNIVERSITY,1,0,7,3.2453,47,1,0,15,208301502.65,1,0,0,TTO0001160,81.8,PILOT
2015,f9db5ce09182478c,C07,10,OTHER,0,1,5,4.1884,39,7,0,95,142024600.95,0,1,1,TTO0001161,30.63,IDEA
2007,ce2569cb763d51d5,G06,20,GOV_LAB,0,0,2,3.7857,73,5,0,103,215740778.79,1,0,0,TTO0001162,32.71,MATURE
2025,bd27c674de6b0686,H04,3,CORPORATE,0,1,7,2.2904,89,3,0,31,208901978.03,0,1,0,TTO0001163,45.38,SCALE
2009,15304e878d156469,H04,20,OTHER,0,1,10,5.9917,77,20,0,24,58786535.94,0,0,0,TTO0001164,30.14,PILOT
2017,7d0e441c2ca3363e,E21,19,CORPORATE,0,0,12,3.6326,46,3,1,6,39560441.16,0,0,0,TTO0001165,13.2,MATURE
1998,10154a79bd71003c,G06,13,INDIVIDUAL,0,1,7,1.2336,13,19,0,86,167972552.05,0,0,0,TTO0001166,28.01,SCALE
2015,029c0f600d5b7f74,D06,13,CORPORATE,0,0,7,2.3948,41,15,1,38,97587384.93,0,0,0,TTO0001167,39.63,PILOT
1999,3b923873ff964c74,G06,2,CORPORATE,0,1,11,1.6176,38,16,1,97,140303124.3,0,1,0,TTO0001168,39.65,IDEA
2020,117f37c9052af781,G06,18,CORPORATE,0,0,6,4.1424,8,1,0,113,77494296.63,0,0,0,TTO0001169,97.31,EARLY_MARKET
2021,e40f02cc22d1fbdb,D06,10,CORPORATE,0,1,6,0.7522,64,23,1,101,202824868.51,0,0,0,TTO0001170,21.97,SCALE
2015,2d78e89d4a54f785,G06,15,CORPORATE,0,1,5,2.3565,65,20,1,88,91267303.63,1,0,0,TTO0001171,85.14,PROTOTYPE
2023,a817d37e67cb6f93,E21,8,CORPORATE,0,0,8,0.2992,41,9,0,15,112417619.15,0,0,0,TTO0001172,28.51,PILOT
1999,edab54eafc660461,C07,11,CORPORATE,0,1,9,4.7064,21,15,0,76,207307930.43,1,0,0,TTO0001173,48.2,PROTOTYPE
2020,47e31f7c60ab601d,C07,19,CORPORATE,0,0,11,3.3322,17,25,0,112,37729910.55,0,0,0,TTO0001174,84.01,MATURE
2001,c8006d77a2cc24f5,B29,3,CORPORATE,0,0,7,1.9985,21,30,1,114,121212684.01,1,1,0,TTO0001175,40.93,SCALE
