safe_traffic_crash_date,safe_traffic_crash_time,safe_traffic_roadway_segment_id,safe_traffic_intersection_related_flag,safe_traffic_vehicle_count_involved,safe_traffic_pedestrian_involved_flag,safe_traffic_cyclist_involved_flag,safe_traffic_work_zone_flag,safe_traffic_weather_condition_code,safe_traffic_lighting_condition_code,safe_traffic_speed_limit_kmph,safe_traffic_estimated_travel_speed_kmph,safe_traffic_driver_impairment_flag,safe_traffic_seatbelt_use_flag,safe_traffic_airbag_deployed_flag,safe_traffic_injury_outcome_max,safe_traffic_tow_away_flag,safe_traffic_fatality_count,safe_traffic_crash_cause_primary,safe_traffic_post_crash_care_minutes
2025-04-17,14:11:03,SEG-efb4cf14c8ce1c,N,7,Y,N,Y,Clear,Unknown,60,119.4,N,Y,N,Minor,N,1,RoadCondition,121
2022-10-29,03:07:59,SEG-e4dde61fa6c93f,N,5,Y,Y,Y,Storm,Daylight,90,60.0,Y,N,Y,Minor,Y,0,Mechanical,89
2024-02-18,09:56:18,SEG-e987b26d35a84f,N,1,N,Y,Y,Unknown,Dusk,100,23.0,Y,N,N,None,Y,1,Mechanical,120
2020-03-11,03:05:02,SEG-dab40b520bdffc,Y,3,N,N,Y,Fog,DarkUnlit,100,102.2,N,Y,Y,Minor,N,0,PedestrianError,123
2023-10-25,14:42:12,SEG-94200d6d524cd0,Y,5,Y,Y,Y,Unknown,DarkUnlit,90,15.9,N,N,N,Minor,Y,0,Distracted,160
2022-09-30,00:49:39,SEG-38193434b6f60a,Y,8,N,N,N,Dust,DarkLit,50,81.4,N,Y,Y,Minor,Y,0,Impairment,202
2021-01-08,22:13:05,SEG-e82c871012a060,Y,6,Y,Y,N,Clear,Daylight,30,77.8,Y,N,N,Minor,Y,0,RoadCondition,150
2022-05-29,21:53:21,SEG-de5c0aa83ace41,Y,1,Y,Y,Y,Rain,Dusk,80,112.2,N,N,N,Minor,Y,0,Weather,214
2021-07-12,09:29:06,SEG-7356963cbd9e09,Y,4,N,N,Y,Storm,DarkLit,90,29.8,Y,N,Y,Serious,Y,0,Impairment,207
2018-05-09,02:23:09,SEG-38694eb60eb1d9,N,5,N,Y,N,Clear,Dawn,20,7.7,N,N,N,Minor,N,0,RoadCondition,81
2024-03-10,07:39:07,SEG-7f06872e1698d8,N,7,N,Y,N,Storm,Dawn,120,11.8,Y,Y,Y,Minor,N,0,Unknown,110
2025-03-30,11:42:14,SEG-35ab5219c3bc80,N,4,Y,N,Y,Haze,DarkUnlit,100,110.4,Y,N,Y,Serious,N,0,Weather,13
2022-11-21,07:29:04,SEG-6500df1c28f07e,Y,8,Y,Y,Y,Rain,Dusk,50,41.4,N,N,N,None,Y,0,Mechanical,39
2020-06-21,18:07:24,SEG-630ce188c67203,N,4,N,Y,N,Dust,Dawn,30,8.4,Y,Y,Y,Serious,Y,0,Weather,155
2025-05-26,08:34:31,SEG-a4a0ca1350148c,N,3,Y,N,N,Storm,Unknown,30,61.7,N,Y,N,Serious,N,0,Impairment,34
2022-05-22,23:05:00,SEG-feffbb794e753f,N,7,Y,N,N,Dust,DarkUnlit,20,70.9,Y,Y,N,None,Y,0,PedestrianError,45
2018-07-31,15:35:00,SEG-1b01777b0adbdf,N,3,Y,Y,Y,Storm,Daylight,20,60.0,Y,Y,N,None,N,0,Speeding,236
2019-12-09,03:41:11,SEG-446008b205205d,N,5,N,N,Y,Haze,DarkUnlit,50,118.0,N,N,N,Minor,Y,1,Weather,121
2022-02-23,00:47:28,SEG-1ed5fbb41d909c,Y,2,N,Y,N,Unknown,DarkLit,70,64.5,N,N,N,None,Y,0,RoadCondition,59
2022-02-05,20:18:41,SEG-819dd2e62216c7,N,7,Y,N,N,Haze,Daylight,20,37.4,Y,N,Y,None,N,0,Distracted,12
2023-08-23,06:59:35,SEG-ea10733f7654ca,N,3,Y,Y,N,Unknown,Dusk,90,64.4,Y,N,Y,Minor,N,0,Unknown,110
2020-03-17,05:08:09,SEG-ad987f79388d33,Y,2,N,N,N,Haze,Daylight,100,101.8,N,Y,Y,Minor,N,0,Distracted,43
2025-04-21,00:19:15,SEG-0e43882a703b74,N,8,N,N,Y,Rain,Dusk,50,7.5,Y,N,N,Serious,Y,0,Unknown,225
2018-08-19,10:55:11,SEG-dbb59ebfcc4a2b,Y,5,Y,Y,Y,Fog,DarkLit,70,6.9,Y,Y,N,Serious,Y,0,Weather,160
2019-05-29,23:24:32,SEG-cdba448a0c01c3,Y,4,N,N,N,Haze,Daylight,120,118.6,Y,N,N,None,Y,0,Weather,120
2024-11-24,01:50:06,SEG-a06b7269fe069a,N,7,N,N,N,Storm,Daylight,90,27.9,Y,N,Y,Minor,N,0,Weather,31
2020-04-10,16:11:19,SEG-b5e1c014d7c467,Y,3,N,Y,N,Haze,Dusk,30,6.7,Y,Y,N,None,N,0,Mechanical,193
2018-07-08,06:56:51,SEG-aafa27a11c71c3,N,4,N,Y,N,Unknown,Daylight,40,60.2,Y,Y,N,None,N,0,Distracted,5
2023-09-24,10:03:41,SEG-32164aff96a835,N,8,N,N,N,Rain,Dawn,20,62.9,N,Y,N,None,N,0,PedestrianError,100
2024-08-03,09:20:46,SEG-b465557dd856a9,N,7,Y,Y,Y,Fog,DarkUnlit,100,124.8,N,N,Y,Serious,N,0,Mechanical,78
2018-03-28,13:42:37,SEG-d97b9847fac065,N,1,N,Y,N,Rain,Dusk,90,42.6,N,N,Y,None,N,0,PedestrianError,97
2018-09-26,15:05:54,SEG-923ac587a408d4,Y,7,Y,Y,N,Storm,DarkLit,90,122.8,N,N,Y,Minor,N,0,PedestrianError,207
2025-01-14,11:42:34,SEG-2caa57fe18db5a,Y,7,Y,Y,Y,Haze,DarkLit,80,51.1,N,N,N,None,N,0,Weather,57
2025-07-20,17:07:18,SEG-fee8c09405d218,N,6,N,Y,N,Dust,DarkUnlit,40,71.9,N,N,N,Minor,Y,0,RoadCondition,100
2020-02-16,06:35:54,SEG-7257a1d2bcdee5,N,5,Y,N,Y,Unknown,Dawn,120,15.8,N,Y,Y,None,N,0,Weather,201
2025-11-01,12:13:32,SEG-f17265dd0e2cb4,Y,4,N,N,Y,Haze,Dusk,70,71.8,N,N,N,Minor,N,0,RoadCondition,50
2021-07-23,05:44:26,SEG-3b153b888b73c5,Y,4,N,N,Y,Unknown,Dawn,60,19.8,N,N,N,Fatal,N,0,Unknown,78
2022-04-03,10:37:51,SEG-afc173a2119e42,Y,3,N,Y,N,Storm,DarkUnlit,90,45.6,N,N,Y,None,N,0,SignalViolation,59
2025-05-21,22:14:16,SEG-6403a2afa4476f,N,5,N,N,Y,Dust,DarkUnlit,90,107.8,Y,Y,Y,None,N,0,SignalViolation,189
2018-12-17,01:57:05,SEG-4c3f8487e2c8a3,Y,8,Y,N,Y,Dust,DarkLit,20,121.4,Y,N,Y,None,Y,0,Speeding,190
2024-10-19,13:19:13,SEG-00090545202c58,N,3,N,N,Y,Clear,Dusk,20,57.3,N,Y,N,Minor,N,0,Unknown,85
2025-02-16,21:06:52,SEG-1451fdf006c773,N,1,Y,N,Y,Dust,DarkUnlit,100,6.8,N,Y,N,None,Y,0,RoadCondition,125
2020-07-29,22:12:07,SEG-efd097a6d76f00,Y,2,N,Y,N,Clear,Dawn,120,102.9,Y,Y,N,Minor,Y,0,SignalViolation,148
2024-08-26,20:38:09,SEG-0712a4089c14ea,Y,8,N,Y,Y,Fog,DarkLit,30,118.3,Y,N,N,Minor,N,0,RoadCondition,186
2020-07-11,22:04:36,SEG-5cf3a186e28549,Y,4,Y,Y,N,Rain,Dusk,100,68.2,N,N,N,None,N,0,Mechanical,108
2023-09-04,11:01:18,SEG-2298109f947d56,Y,6,Y,Y,Y,Dust,Dusk,70,77.2,N,Y,Y,Minor,Y,1,Distracted,28
2023-09-05,03:00:00,SEG-e4121cdc607ad9,N,6,N,N,Y,Clear,DarkLit,120,42.3,N,N,N,Minor,N,0,RoadCondition,3
2022-08-04,10:30:41,SEG-6f689d86a1452b,Y,3,N,N,Y,Rain,Daylight,60,104.6,N,Y,Y,None,Y,0,Impairment,81
2020-03-19,19:45:58,SEG-fb174dace9ff68,Y,2,N,N,N,Haze,Daylight,80,44.5,Y,Y,N,Fatal,N,0,Mechanical,159
2023-06-08,06:46:06,SEG-2ea8f45327af73,Y,8,Y,Y,Y,Haze,Daylight,50,119.3,Y,Y,Y,Minor,N,0,Unknown,164
2019-06-03,22:42:52,SEG-c40d394db1e42e,Y,3,Y,Y,N,Fog,DarkLit,30,67.2,Y,Y,Y,Minor,Y,0,PedestrianError,164
2022-10-10,22:39:57,SEG-8fc717a4b74ec9,Y,3,N,N,Y,Fog,Unknown,100,15.4,N,N,Y,Minor,N,0,PedestrianError,128
2020-02-13,04:02:19,SEG-e8338bb8f95897,N,6,N,N,Y,Haze,DarkLit,80,10.3,Y,N,Y,None,Y,0,Weather,38
2019-07-11,06:26:46,SEG-6d3c420577d46d,N,6,Y,N,Y,Haze,DarkLit,90,69.7,Y,N,N,Minor,Y,0,Speeding,36
2019-07-13,09:15:10,SEG-94df9c7629867d,Y,4,N,Y,N,Clear,Unknown,120,82.5,Y,N,Y,Minor,N,0,Impairment,19
2025-05-03,14:39:15,SEG-8a8b29b3034603,N,6,Y,Y,Y,Dust,Dawn,80,76.7,Y,N,Y,Serious,Y,0,SignalViolation,16
2021-09-08,12:20:38,SEG-3a275ef64c47f4,Y,1,N,N,Y,Haze,DarkLit,90,62.6,Y,Y,N,Minor,N,0,Impairment,20
2019-11-20,11:54:52,SEG-f61d62312a0d29,N,3,Y,N,N,Haze,DarkUnlit,20,38.7,Y,Y,Y,None,N,0,Weather,44
2019-09-22,07:14:32,SEG-575666d275c051,N,1,Y,N,Y,Unknown,Dusk,30,69.5,N,Y,N,None,N,0,Weather,27
2022-11-24,11:25:16,SEG-361b7cfd3c7487,Y,5,Y,Y,Y,Storm,DarkLit,30,28.1,Y,N,N,Minor,N,0,SignalViolation,27
2024-10-07,01:45:35,SEG-f65d70916c2369,N,1,Y,N,Y,Fog,DarkUnlit,90,79.3,Y,N,N,Minor,Y,1,Weather,129
2019-07-03,22:56:36,SEG-ba54f8e59499ee,Y,3,N,N,Y,Clear,Dusk,70,16.4,N,N,N,None,N,0,Distracted,132
2022-04-24,10:51:05,SEG-8199b24643f5a6,Y,7,Y,N,Y,Clear,Daylight,60,93.3,N,N,N,None,Y,0,Weather,94
2023-05-29,09:23:41,SEG-a4c40f0401a53b,N,3,Y,N,N,Haze,DarkLit,40,6.7,N,N,Y,Minor,Y,0,RoadCondition,64
2023-09-12,12:26:08,SEG-7673ee773d9172,N,5,Y,N,Y,Clear,Dawn,30,39.5,Y,Y,Y,None,N,0,SignalViolation,141
2022-04-26,19:39:38,SEG-465cf2910d95b9,N,2,Y,Y,N,Unknown,DarkLit,70,113.3,N,Y,N,Minor,Y,0,Unknown,172
2021-01-15,02:17:15,SEG-f8d3a03829ee92,Y,2,Y,N,Y,Clear,Daylight,90,91.9,Y,Y,Y,Minor,N,0,Speeding,219
2025-05-25,03:26:36,SEG-e7183316d8b533,N,2,Y,N,N,Haze,DarkUnlit,120,68.3,N,Y,N,None,Y,1,Impairment,39
2025-08-16,01:09:31,SEG-84933010f0ca6b,N,6,N,N,Y,Unknown,Unknown,70,104.8,Y,Y,N,None,Y,0,Weather,22
2019-04-11,10:49:15,SEG-d48ecabdd9cfa5,N,4,N,Y,N,Unknown,Unknown,20,106.1,N,N,N,None,Y,0,Unknown,20
2024-08-28,13:14:44,SEG-bc8456244c8a2e,Y,1,N,Y,Y,Clear,Daylight,80,14.3,Y,Y,Y,Minor,Y,0,Impairment,25
2023-08-19,02:31:31,SEG-05626014c4b6c2,Y,5,Y,N,Y,Storm,DarkLit,90,21.2,Y,Y,Y,None,Y,0,RoadCondition,39
2025-07-10,01:27:39,SEG-467451221e6752,N,4,N,N,Y,Clear,Dusk,50,14.1,N,N,Y,Minor,N,0,RoadCondition,170
2019-01-29,22:43:53,SEG-70d268923d6314,Y,3,Y,N,Y,Haze,DarkLit,20,124.2,Y,N,Y,Serious,N,0,Distracted,206
2024-05-06,04:44:01,SEG-6475f17a2fd4a2,N,4,Y,Y,Y,Haze,Daylight,40,34.2,Y,N,N,Minor,Y,0,Distracted,52
2019-03-20,10:21:29,SEG-6415408813ea0a,Y,1,N,Y,Y,Storm,Dusk,40,18.8,N,Y,Y,Serious,Y,1,Weather,27
2023-03-04,02:16:51,SEG-51ad8e57a8d991,N,7,N,N,N,Rain,DarkUnlit,70,94.5,N,Y,Y,None,Y,0,Unknown,151
2023-03-06,18:03:55,SEG-e5f74c497ecdc0,N,6,N,N,N,Dust,Daylight,60,118.8,N,Y,Y,Minor,Y,0,Mechanical,121
2025-09-18,04:52:47,SEG-1954ac93d41d1f,N,1,N,N,Y,Fog,DarkUnlit,30,19.7,Y,N,Y,Minor,Y,0,Mechanical,180
2025-02-24,04:26:15,SEG-a8a5741a3aeb42,N,7,Y,N,N,Clear,Dawn,70,33.7,N,N,N,Serious,N,0,SignalViolation,9
2019-10-15,12:23:44,SEG-fedc782ef472f7,N,8,N,Y,Y,Storm,Dusk,50,28.0,N,N,N,Serious,N,0,Speeding,92
2022-02-17,16:23:25,SEG-c23466772eee94,Y,6,Y,N,N,Haze,DarkUnlit,30,114.9,Y,Y,Y,None,Y,0,Speeding,135
2024-07-19,11:30:19,SEG-69f71ea3408678,N,8,Y,Y,Y,Dust,Daylight,60,5.5,Y,Y,N,Minor,N,0,Speeding,218
2019-11-01,05:37:09,SEG-fc12bf3b916b7e,N,8,Y,Y,N,Unknown,DarkUnlit,80,67.8,N,N,Y,None,Y,0,PedestrianError,29
2024-12-13,07:14:54,SEG-9f995adcabfe21,N,1,Y,N,Y,Dust,Dawn,40,21.2,Y,N,N,Minor,Y,0,PedestrianError,91
2021-03-07,01:50:02,SEG-f15cd5f04a02c8,N,8,Y,Y,N,Fog,Unknown,100,81.4,N,N,N,Minor,Y,1,Weather,50
2021-02-20,18:48:10,SEG-5e1a3dd0d87d6c,Y,8,Y,N,Y,Dust,DarkUnlit,40,16.9,Y,Y,N,None,Y,0,RoadCondition,58
2022-05-24,09:19:47,SEG-d821b6a8b3dd7b,Y,7,N,N,Y,Dust,Unknown,100,73.4,Y,Y,N,None,Y,0,Impairment,56
2025-12-20,01:49:32,SEG-21e3cee3cec791,Y,5,Y,N,N,Haze,DarkUnlit,100,57.4,N,Y,N,None,Y,0,Distracted,66
2019-11-25,21:49:04,SEG-8dae1c364ab1b7,Y,1,N,Y,N,Clear,Daylight,50,119.7,N,N,Y,Serious,N,0,Mechanical,90
2022-01-20,05:24:25,SEG-18682f63b7917d,Y,1,N,Y,Y,Clear,DarkLit,100,7.7,Y,N,N,Minor,Y,0,Distracted,65
2023-10-13,01:51:21,SEG-0e12f4cdde853c,N,7,Y,Y,N,Clear,Daylight,50,15.5,N,Y,Y,Serious,Y,0,Unknown,124
2020-10-12,09:55:13,SEG-8ddddb22be910a,N,8,N,N,Y,Storm,Dawn,120,68.1,Y,Y,N,Minor,Y,0,Impairment,143
2024-09-19,16:52:43,SEG-897bd7cfee5c33,N,4,Y,Y,N,Haze,Dusk,70,57.6,Y,Y,Y,None,Y,0,Weather,235
2021-06-03,20:10:21,SEG-77a4d44e90de4c,N,3,N,N,N,Rain,DarkLit,70,116.3,N,Y,Y,Minor,N,0,Mechanical,42
2024-06-10,11:52:45,SEG-1ef6066ef70cb9,Y,2,Y,N,N,Unknown,Dawn,20,56.7,Y,N,Y,None,Y,0,Unknown,118
2019-06-04,17:02:22,SEG-f11c020a8166dc,Y,5,N,N,Y,Haze,DarkUnlit,40,39.6,Y,N,Y,Serious,N,0,Mechanical,158
2018-09-19,08:17:02,SEG-0d46c67ebb5de7,Y,4,N,N,N,Unknown,Dusk,70,12.2,N,Y,Y,None,N,1,Weather,2
2018-12-21,16:34:50,SEG-71baa53bcbc519,Y,1,N,N,N,Haze,DarkUnlit,80,6.7,Y,Y,Y,None,Y,0,Impairment,197
2023-12-21,00:29:49,SEG-7b6e34ee58f109,Y,5,Y,N,Y,Fog,DarkLit,50,83.2,Y,Y,N,Minor,N,0,Speeding,204
2020-07-20,17:17:53,SEG-470cebc599e39d,N,4,Y,N,Y,Haze,Dawn,30,14.6,N,N,Y,None,Y,0,Speeding,17
2021-04-17,02:58:15,SEG-afbbfef2c5bc2f,Y,5,N,Y,Y,Storm,DarkUnlit,60,12.9,Y,N,N,Minor,N,0,RoadCondition,234
2024-03-25,15:41:44,SEG-aafc5f06247f28,Y,8,Y,Y,N,Haze,DarkUnlit,30,91.5,N,N,N,Minor,Y,0,Impairment,190
2020-11-11,19:42:52,SEG-5aaa0e7a4716b1,Y,1,Y,Y,Y,Fog,Unknown,50,52.8,N,N,Y,None,N,0,Distracted,122
2025-09-08,11:10:15,SEG-fe6d55d20e63ad,N,5,N,Y,N,Unknown,DarkUnlit,70,76.5,N,N,Y,None,Y,1,Distracted,46
2018-10-11,03:18:58,SEG-f8a1b99bc77b87,Y,3,Y,N,N,Haze,Dusk,40,75.5,N,N,Y,Minor,N,0,RoadCondition,83
2019-03-11,22:03:41,SEG-58872036bea1ec,N,3,Y,N,N,Clear,DarkLit,50,90.3,N,Y,N,Minor,Y,0,SignalViolation,99
2022-02-16,09:24:47,SEG-6890938aad3c5b,N,4,Y,Y,Y,Rain,DarkUnlit,80,18.6,Y,Y,Y,None,Y,0,Speeding,54
2024-03-07,11:06:41,SEG-c2616f4b963208,N,6,Y,Y,N,Dust,Dusk,80,83.7,Y,Y,N,None,N,0,SignalViolation,212
2018-02-10,17:11:07,SEG-446e0c05e353bb,N,3,N,N,N,Haze,Dawn,40,16.7,N,N,N,Minor,Y,0,Weather,149
2023-07-07,01:24:59,SEG-7f9f435f7f77c0,Y,7,Y,Y,Y,Storm,DarkUnlit,80,38.1,N,N,N,None,Y,0,Speeding,121
2021-05-03,20:34:32,SEG-c5a6e68a647df9,N,6,N,N,N,Unknown,DarkLit,60,97.2,Y,N,N,None,Y,0,PedestrianError,69
2018-10-14,05:41:43,SEG-e2a06687f8c0d0,Y,2,Y,N,Y,Dust,Dusk,70,112.3,Y,N,N,None,N,0,Mechanical,48
2018-10-08,03:37:52,SEG-9fc7361fdcfbba,Y,2,Y,N,N,Unknown,DarkUnlit,40,6.5,Y,N,N,None,N,0,Unknown,141
2023-12-27,12:18:01,SEG-3d2289cc3df24f,Y,2,Y,N,N,Unknown,DarkLit,70,105.9,N,N,N,None,N,0,PedestrianError,198
2022-11-17,02:36:19,SEG-02c88764582d20,N,2,Y,N,Y,Rain,DarkLit,100,14.1,N,Y,Y,Minor,N,0,SignalViolation,40
2018-05-20,07:56:36,SEG-82ec5f33f71b88,Y,8,N,Y,N,Fog,Unknown,60,12.2,Y,Y,N,Minor,Y,0,Speeding,188
2020-05-19,02:22:14,SEG-ab6ac7ba2ed97a,Y,5,N,Y,Y,Fog,Unknown,70,95.1,N,Y,Y,Minor,Y,0,Mechanical,99
2023-12-14,18:49:59,SEG-9bf75a1266da25,N,3,N,Y,N,Fog,Dusk,120,90.0,N,Y,N,None,Y,0,RoadCondition,41
2023-05-28,00:02:45,SEG-49b876271d9755,Y,2,N,N,Y,Storm,Dawn,90,108.3,N,N,N,None,N,0,SignalViolation,34
2025-03-15,15:52:29,SEG-2de486c9e755df,Y,2,Y,N,Y,Dust,DarkLit,100,54.2,N,Y,Y,Minor,N,0,Weather,195
2024-08-21,05:28:07,SEG-25bcd04c744ab4,N,4,N,Y,N,Dust,DarkLit,30,17.6,Y,N,Y,Minor,N,0,Impairment,122
2018-03-24,11:35:52,SEG-2dda04ab91c64f,Y,2,Y,Y,Y,Clear,Dusk,30,18.9,N,N,Y,Serious,N,0,Speeding,216
2025-11-12,09:24:35,SEG-7e6928fd26bcd5,Y,5,N,N,Y,Haze,DarkLit,50,89.1,Y,Y,Y,None,Y,0,PedestrianError,201
2020-12-30,16:38:57,SEG-c501e071e4af0a,N,6,Y,N,N,Rain,Unknown,20,59.1,N,Y,N,None,Y,1,RoadCondition,14
2020-05-18,15:17:09,SEG-ad995c191abdc5,N,2,Y,Y,N,Rain,Unknown,100,48.4,Y,Y,N,Minor,Y,1,Impairment,159
2020-09-02,03:30:02,SEG-bf2688c60209d5,Y,8,N,N,N,Storm,DarkUnlit,70,56.9,Y,N,Y,Minor,N,0,Speeding,180
2023-07-12,17:11:12,SEG-b29564812870c0,N,6,Y,Y,N,Dust,Dusk,120,38.5,Y,N,Y,None,N,1,Mechanical,94
2019-01-31,17:27:06,SEG-12c93cf3d6d6ee,Y,1,Y,Y,N,Fog,DarkUnlit,100,18.6,Y,N,Y,None,N,1,SignalViolation,156
2022-03-03,00:45:57,SEG-b00842e2ad83ae,Y,5,N,Y,N,Unknown,Daylight,80,44.5,N,Y,N,Minor,N,0,Distracted,58
2019-01-15,09:32:29,SEG-6a4736068b1f20,N,6,Y,Y,Y,Unknown,Unknown,20,40.8,N,Y,N,Minor,N,1,Weather,237
2020-01-30,12:26:57,SEG-fcd847de0f7b5f,Y,2,N,Y,N,Storm,DarkLit,20,30.1,N,Y,Y,Minor,N,0,Mechanical,36
2019-10-18,23:44:31,SEG-5a33e7a34c5a79,Y,2,Y,N,Y,Rain,DarkUnlit,90,69.3,Y,Y,N,Minor,Y,0,Speeding,154
2019-12-14,11:42:30,SEG-2822cc48e24705,N,2,Y,Y,N,Dust,Daylight,100,41.0,N,N,N,Serious,Y,0,Distracted,71
2025-08-12,00:53:08,SEG-3d99d9a28eca76,Y,6,N,N,Y,Rain,Dusk,40,106.8,N,Y,Y,Minor,N,0,Mechanical,57
2018-04-18,10:47:30,SEG-a9e1352093772c,N,2,N,N,N,Dust,Unknown,100,21.1,Y,Y,N,None,Y,0,PedestrianError,121
2022-03-08,15:00:57,SEG-312edd06f27503,Y,5,N,N,Y,Storm,Dusk,60,54.6,N,Y,N,Serious,Y,0,Mechanical,96
2019-12-13,10:50:26,SEG-32ee517e7ae9ae,Y,3,N,N,N,Storm,Dusk,90,92.0,Y,Y,Y,None,N,0,RoadCondition,22
2020-12-29,15:42:14,SEG-a6ec5c51ec26bf,N,7,Y,N,N,Clear,Dusk,60,62.2,N,N,Y,Serious,N,0,Mechanical,42
2023-08-14,23:16:51,SEG-2d0acdf4179c88,Y,4,Y,Y,N,Haze,Dawn,80,19.2,N,N,N,None,Y,0,Mechanical,141
2021-09-25,16:23:00,SEG-607d918acdfa00,Y,2,N,Y,Y,Clear,Unknown,70,115.7,N,N,Y,Minor,N,0,SignalViolation,35
2023-05-26,02:32:45,SEG-e85057709ca8f5,N,3,N,N,N,Clear,Daylight,80,75.9,Y,N,Y,None,N,0,SignalViolation,59
2021-12-22,19:11:30,SEG-85475cc22b9169,Y,1,N,N,Y,Rain,Dawn,20,119.2,Y,Y,N,Minor,N,2,Mechanical,179
2020-08-12,11:51:07,SEG-bd91d8fbb95047,N,7,N,N,Y,Unknown,Dusk,120,116.4,N,Y,N,None,N,0,Speeding,233
2025-11-05,14:04:53,SEG-2d9e1ed3d1bbe3,N,2,Y,N,Y,Haze,Dusk,60,115.2,Y,N,Y,Minor,Y,0,PedestrianError,104
2019-05-04,09:01:49,SEG-9b877e81f46fe4,N,1,Y,Y,Y,Haze,DarkUnlit,70,56.2,N,N,N,None,Y,0,RoadCondition,130
2019-06-08,15:18:10,SEG-fa8b33f83187dc,N,8,N,Y,Y,Unknown,Unknown,40,55.4,N,N,N,Minor,Y,0,RoadCondition,231
2023-05-18,18:54:03,SEG-2c9158cd9f73ee,Y,6,Y,N,N,Unknown,Dawn,60,61.8,Y,N,N,Minor,N,0,Distracted,136
2022-04-22,10:43:02,SEG-37617e72d28c98,N,3,Y,Y,N,Storm,Dusk,120,100.0,Y,N,N,Serious,Y,0,PedestrianError,26
2024-05-21,12:55:04,SEG-73041b07f65153,Y,8,N,N,N,Haze,Dawn,120,124.1,Y,N,Y,None,Y,0,PedestrianError,216
2024-08-06,00:23:22,SEG-55f3edfbfe1012,Y,7,Y,Y,Y,Storm,DarkUnlit,40,44.1,Y,Y,Y,Minor,N,0,RoadCondition,177
2025-01-15,12:24:48,SEG-08caa42dff3c12,Y,7,Y,Y,N,Rain,DarkUnlit,100,101.8,N,Y,N,Serious,N,0,SignalViolation,131
2023-10-10,07:54:23,SEG-6c63a3e53f879c,N,1,N,N,Y,Dust,Dusk,80,39.4,N,Y,N,None,Y,0,Mechanical,185
2022-04-27,18:38:39,SEG-0bf55ee7fc9f0d,N,3,N,Y,Y,Rain,DarkLit,40,72.3,N,Y,N,None,Y,1,SignalViolation,185
2019-10-23,18:38:39,SEG-54c7200e3a3313,Y,6,N,N,N,Dust,DarkUnlit,100,19.9,Y,N,N,Minor,N,0,Mechanical,147
2025-10-07,11:47:11,SEG-a5f5e440e13144,Y,6,N,Y,Y,Storm,DarkUnlit,120,115.6,N,N,Y,None,N,0,PedestrianError,50
2020-02-11,02:38:42,SEG-2492fe9a353c63,Y,2,Y,N,Y,Rain,DarkUnlit,50,109.7,N,Y,Y,None,Y,0,SignalViolation,212
2023-01-27,05:13:52,SEG-bfbab43e40f804,N,4,Y,Y,N,Fog,Daylight,60,80.9,Y,N,Y,Minor,Y,0,Distracted,193
2018-08-24,04:52:34,SEG-859534eb48e185,N,2,Y,Y,N,Fog,Dusk,100,118.4,N,Y,Y,Minor,N,0,RoadCondition,149
2018-11-26,19:22:43,SEG-811ebf6af4b334,Y,1,Y,N,Y,Fog,Dawn,90,75.5,N,N,Y,Minor,Y,0,Unknown,100
2023-09-11,08:37:39,SEG-4261ac2058c61e,Y,7,N,Y,N,Dust,DarkUnlit,90,88.1,N,N,N,Fatal,N,0,Mechanical,81
2021-01-09,22:26:04,SEG-d73740b4a1ef79,N,6,N,Y,N,Dust,DarkLit,60,11.7,N,Y,N,Minor,N,0,PedestrianError,99
2023-07-18,05:37:41,SEG-114114ae27cfd3,N,6,Y,Y,N,Haze,DarkUnlit,40,24.9,N,Y,N,None,Y,0,RoadCondition,217
2018-07-21,14:29:31,SEG-3570c05dd9b121,N,7,Y,N,Y,Storm,Dawn,100,44.3,Y,Y,Y,Minor,N,0,RoadCondition,182
2024-09-19,19:19:32,SEG-2094009fec81e3,Y,5,Y,Y,Y,Unknown,Daylight,60,6.5,Y,N,N,Serious,N,0,Weather,27
2020-03-25,22:21:07,SEG-0bba9fd505d7cc,N,5,N,N,N,Haze,Unknown,20,27.3,N,Y,N,None,N,1,Weather,21
2020-10-03,19:50:25,SEG-6c6e3ad8c2782b,Y,1,N,Y,N,Haze,DarkLit,90,77.7,N,Y,Y,None,N,1,PedestrianError,101
2021-03-14,23:31:37,SEG-869e3059c106d5,N,3,Y,Y,N,Storm,Dawn,30,44.3,Y,Y,Y,Serious,Y,0,Impairment,74
2022-08-05,01:25:24,SEG-e866159502c469,N,2,N,Y,Y,Storm,Dawn,70,6.7,Y,N,Y,Serious,N,0,Distracted,130
2023-11-08,03:17:32,SEG-3783e5e1aa85c7,Y,1,Y,Y,N,Unknown,Dawn,40,92.3,Y,Y,N,Serious,Y,0,Impairment,91
2025-04-13,06:46:11,SEG-b070e866293e1f,N,1,Y,Y,Y,Unknown,Dawn,90,38.4,Y,N,Y,Minor,Y,0,Mechanical,121
2018-01-11,14:56:31,SEG-296882171dc8fe,N,7,Y,Y,N,Fog,Unknown,30,12.2,N,N,N,Minor,N,0,PedestrianError,103
2018-04-14,03:42:50,SEG-3083d561c7d69f,N,5,Y,Y,Y,Haze,Unknown,20,100.6,N,Y,Y,None,N,0,Speeding,27
2020-07-24,23:08:28,SEG-995f446a6f2e1c,N,1,Y,N,Y,Dust,Dusk,60,48.8,Y,N,Y,None,Y,0,Mechanical,164
