biz_trade_shipment_month,biz_trade_port_of_entry_code,biz_trade_hs_code_6,biz_trade_trade_direction_code,biz_trade_trade_value_inr,biz_trade_trade_weight_kg,biz_trade_country_partner_code,biz_trade_transport_mode_code,biz_trade_containerized_flag,biz_trade_freight_rate_index,biz_trade_customs_clearance_hours,biz_trade_inspection_rate_pct,biz_trade_tariff_rate_effective_pct,biz_trade_trade_remedy_flag,biz_trade_origin_supply_chain_risk,biz_trade_destination_demand_index,biz_trade_seasonality_factor,biz_trade_re_export_flag,biz_trade_trade_finance_constraint_flag,biz_trade_data_release_version
2018-07,INXMR,494692,import,49121933.1,64612.47,IND,rail,1,108.66,57.16,4.56,7.82,0,32.64,20.84,0.599,0,0,v2026_02
2026-02,INAIZ,615550,import,96210958.75,34586.08,IND,road,1,150.86,24.56,1.47,6.14,0,54.77,70.67,0.892,0,0,v2025_12
2021-01,INDLR,416786,export,279028466.38,2325.93,MYS,rail,1,115.6,24.68,14.23,12.99,0,38.75,61.06,0.793,0,0,v2026_02
2024-04,INOCW,658544,import,1038533040.76,14160.71,AUS,sea,0,161.09,28.81,6.16,17.98,0,9.15,73.98,0.762,0,0,v2024_12
2025-11,INRZQ,119394,export,267731378.55,10996.58,ZAF,rail,1,178.33,18.61,11.35,5.66,0,52.36,83.04,0.661,0,0,v2026_02
2020-07,INEKQ,682266,export,776449460.84,555814.79,CHN,sea,1,144.18,22.96,6.68,12.46,0,45.77,65.64,0.914,0,0,v2024_12
2026-01,INNQI,879082,reexport,622280680.3,38861.95,RUS,road,1,134.31,53.73,9.73,11.88,0,5.14,16.0,0.876,0,0,v2025_12
2019-09,INTHZ,563574,import,320296223.94,3322.02,CHN,air,0,101.73,31.45,8.17,9.11,0,26.02,67.56,1.128,0,0,v2025_12
2023-03,INHHG,648226,import,241533266.8,4026.54,BRA,road,1,150.79,16.76,15.04,9.29,0,22.54,38.5,0.983,0,0,v2024_12
2018-04,INNAF,748422,export,1192367194.61,39694.94,NPL,road,1,116.36,31.58,8.59,14.75,0,57.65,45.38,0.963,0,0,v2026_02
2022-06,INKCD,352235,import,187533235.39,12495.61,VNM,sea,1,58.49,40.54,18.34,3.82,0,19.7,60.76,0.952,1,0,v2025_12
2024-11,INMBC,733800,reexport,77521121.87,25403.76,JPN,rail,1,80.72,27.16,10.2,2.61,0,0.0,81.85,0.919,0,0,v2026_02
2026-08,INWWW,865759,reexport,228115690.33,3906.79,JPN,road,0,84.1,65.28,4.59,19.09,0,45.33,100.0,1.179,0,0,v2025_06
2022-10,INSDZ,417942,export,364945296.81,1447.82,THA,rail,1,193.06,36.97,6.63,11.89,0,40.05,55.83,1.202,0,0,v2025_06
2019-06,INUTC,416651,export,48431955.36,15431.93,NPL,rail,1,126.54,31.89,6.48,1.26,1,28.0,38.14,1.245,0,0,v2024_12
2022-01,INVPC,658428,reexport,1316826105.02,95088.46,KOR,rail,0,157.06,15.33,17.68,8.74,0,49.5,45.72,0.904,0,0,v2024_12
2021-01,INEXR,726508,export,203365467.35,44051.98,VNM,rail,1,107.05,37.3,13.5,15.1,0,28.69,52.43,1.272,0,0,v2024_12
2019-11,INNOA,932167,export,486913277.38,13110.7,IND,road,1,100.91,82.31,12.89,14.74,0,33.46,46.13,1.479,0,0,v2026_02
2022-04,INYPT,822697,import,1593429461.44,7612.47,SAU,rail,1,118.41,45.24,0.87,1.16,0,49.04,44.76,1.157,0,0,v2024_12
2022-11,INDKL,448159,reexport,80412553.78,14517.53,BRA,rail,0,50.0,45.76,10.9,4.45,0,54.08,29.62,1.35,0,0,v2024_12
2018-05,INTUX,918434,reexport,573488652.17,7310.32,NPL,air,0,125.42,21.74,16.61,14.72,0,0.0,36.05,0.845,0,0,v2025_06
2022-11,INCCZ,996779,import,100015709.93,46366.83,CHN,air,0,81.56,12.94,15.05,15.32,1,24.79,59.27,0.939,0,0,v2026_02
2021-05,INJZP,326151,reexport,423252955.48,13250.31,SAU,rail,0,112.64,47.52,9.44,12.45,0,35.41,69.37,1.054,0,0,v2025_06
2026-10,INIGS,593194,export,218280847.13,41945.38,IND,road,1,158.87,53.0,0.0,4.33,0,60.53,62.52,0.828,0,0,v2024_12
2026-04,INGIP,773572,reexport,189878419.92,3764.12,IND,road,1,191.1,53.63,11.32,4.12,0,48.15,60.74,1.265,0,0,v2025_06
2022-02,INUAI,188796,import,565821560.03,58859.16,BRA,road,0,130.56,47.67,14.36,11.24,0,44.32,64.4,0.731,0,0,v2025_12
2024-11,INQEC,293961,reexport,183797477.68,71664.43,AUS,sea,0,207.64,11.12,3.65,7.37,0,37.97,84.07,0.798,0,0,v2026_02
2019-04,INSCU,295569,export,571339576.06,22461.82,BRA,road,1,155.19,62.47,16.82,7.59,0,55.2,70.17,1.017,1,1,v2024_12
2024-08,INHTI,126599,reexport,563376747.85,44792.88,SGP,rail,1,141.86,16.84,10.01,1.85,0,8.25,44.56,0.94,0,0,v2025_12
2018-03,INHKG,778132,export,608795477.27,26365.93,NPL,air,0,50.0,63.76,5.42,15.18,0,10.85,50.75,0.899,0,0,v2024_12
2025-01,INAZW,808639,import,270433440.9,14623.92,THA,air,0,128.68,14.94,8.84,5.26,0,23.18,19.97,1.078,0,0,v2025_12
2020-02,INPZG,874275,import,87326606.5,122580.62,NPL,rail,0,191.66,84.41,9.75,6.46,0,78.48,26.53,1.157,0,0,v2025_06
2023-06,INXFN,489881,export,653450464.35,15148.41,GBR,air,1,157.1,11.36,4.49,7.08,0,73.63,41.17,0.799,0,0,v2025_06
2019-04,INDEJ,603315,import,420156551.21,67883.14,NPL,rail,0,126.35,54.03,6.76,7.37,0,0.7,49.29,1.066,1,0,v2025_12
2026-05,INFQQ,140972,reexport,610023196.12,21120.22,MYS,sea,1,99.47,57.27,4.75,12.94,0,1.43,62.38,1.208,0,0,v2026_02
2019-05,INFFS,874642,import,939921984.4,38481.46,GBR,road,0,133.15,24.23,12.13,0.0,0,30.55,39.47,1.125,0,0,v2025_12
2020-10,INSTN,527390,import,297641006.24,1142.38,ARE,road,0,106.18,23.22,13.24,16.7,0,78.73,65.72,1.005,0,1,v2025_12
2026-01,INITF,942558,export,908810239.07,15852.65,IDN,sea,0,142.39,46.7,4.93,3.74,0,44.99,60.22,0.801,0,0,v2025_12
2018-11,INZKH,932637,export,25640797.45,8664.77,VNM,air,0,149.81,17.56,12.26,6.74,0,7.89,44.89,1.063,0,0,v2024_12
2020-01,INBKF,709828,reexport,74764254.92,11092.1,SGP,air,1,155.14,41.17,14.38,14.32,0,35.73,38.16,0.615,0,0,v2025_12
2023-08,INDAM,794188,export,3755906907.42,113220.73,IND,sea,0,111.8,23.84,9.49,7.37,0,35.73,61.41,0.572,0,0,v2024_12
2024-01,INYGC,202910,import,509000784.78,37163.9,BGD,rail,1,150.35,56.5,0.0,0.0,0,56.03,68.6,0.906,0,0,v2025_06
2022-01,INXTV,613353,reexport,281909088.36,7008.94,AUS,rail,0,56.33,39.71,11.16,14.12,0,15.0,67.36,1.078,0,0,v2025_12
2024-02,INAIU,961851,import,93600753.17,14310.05,BRA,air,0,127.16,50.25,2.66,5.21,0,11.63,40.33,1.031,0,1,v2025_06
2026-09,INPZQ,830086,import,312330295.72,12755.17,GBR,rail,0,148.47,46.08,8.18,34.66,0,100.0,73.07,0.944,0,0,v2025_06
2022-01,INIFF,990743,reexport,420442028.08,52222.8,DEU,road,1,146.15,82.58,14.73,0.0,0,38.01,36.67,1.142,0,0,v2025_12
2023-08,INSRO,635233,import,101536977.14,2558.62,USA,sea,0,85.06,87.49,0.84,9.51,0,46.57,59.46,1.232,0,0,v2026_02
2026-09,INESW,395816,reexport,334397560.0,138946.62,BGD,air,0,112.56,39.73,10.02,16.51,0,38.6,57.48,1.266,0,0,v2025_06
2021-06,INRMG,870419,reexport,35693833.07,27194.8,GBR,rail,1,181.36,34.88,2.28,10.09,0,32.92,69.86,1.38,0,0,v2025_06
2026-12,INZOH,349643,import,669330699.45,47816.97,SGP,rail,0,187.18,77.1,11.78,11.5,0,61.56,53.5,0.91,0,0,v2024_12
2020-07,INMUJ,715234,export,102093150.6,9098.95,THA,road,1,147.2,75.89,3.18,0.0,0,46.23,59.42,1.089,0,0,v2024_12
2020-10,INPNZ,821398,export,388781815.21,3183.16,CHN,sea,0,164.48,36.72,4.57,8.59,1,16.22,58.94,0.996,0,0,v2025_12
2021-03,INOWQ,745195,reexport,137034688.45,126886.27,BGD,sea,0,122.71,16.1,0.0,8.32,0,29.45,64.19,1.086,0,0,v2024_12
2020-06,INUYT,656409,import,125116954.06,6864.86,MYS,road,0,131.89,48.21,7.48,5.27,0,44.04,54.35,0.685,0,0,v2024_12
2018-09,INZXV,453812,reexport,180883038.43,34025.66,DEU,rail,0,117.36,34.76,5.47,12.97,1,12.79,70.69,1.301,0,0,v2024_12
2018-03,INCKW,307484,reexport,1804278564.14,57591.07,CHN,road,1,143.83,22.42,11.06,0.0,1,29.98,35.23,1.071,0,0,v2025_06
2024-12,INBAA,185054,export,218693796.52,16599.5,CHN,sea,0,67.96,26.85,9.07,7.14,0,44.94,43.67,0.86,0,0,v2025_12
2024-06,INZVK,421753,import,72633404.91,29948.28,BRA,sea,1,185.92,68.72,9.05,0.19,0,51.74,48.21,1.136,0,0,v2025_06
2026-06,INNNS,518203,import,299819093.83,12040.99,USA,sea,1,83.8,140.86,21.14,0.0,0,28.93,77.51,1.116,0,0,v2026_02
2020-02,INBBU,317392,import,86931411.78,25198.09,ZAF,road,1,164.22,40.37,25.67,3.06,0,55.45,52.15,1.004,0,1,v2024_12
2020-05,INDEF,215121,import,1547505897.97,6547.45,IDN,road,1,163.32,51.7,10.19,17.95,0,50.22,33.63,1.2,0,0,v2024_12
2023-06,INCEK,170466,reexport,3852801259.2,25506.76,MYS,road,0,144.21,82.3,13.26,8.22,0,70.51,38.61,1.094,0,1,v2025_12
2023-10,INBHR,326186,reexport,118439484.71,4078.23,FRA,air,1,125.06,28.35,17.92,5.7,0,52.21,76.36,1.019,0,0,v2025_06
2019-10,INMMB,247712,reexport,90757385.59,2929.69,VNM,rail,0,116.03,22.94,9.99,14.54,0,23.52,11.02,0.936,1,0,v2026_02
2018-12,INFYA,751204,reexport,415822568.68,44995.61,THA,air,1,162.91,118.64,1.81,5.93,0,29.73,66.41,0.751,0,0,v2026_02
2022-04,INBAO,181154,export,419896050.57,131965.57,SGP,road,0,171.62,62.44,7.35,0.0,1,31.2,74.51,1.165,0,0,v2025_12
2024-02,INHRZ,843449,export,873991581.95,36578.39,ARE,rail,0,163.5,16.94,14.0,2.36,0,27.16,48.78,0.932,0,0,v2024_12
2019-12,INLAV,581848,reexport,295858161.72,6100.7,VNM,air,0,82.32,16.09,11.36,2.14,0,26.87,54.76,0.989,0,0,v2026_02
2018-04,INCXF,655693,import,529136997.31,14701.48,FRA,sea,0,112.64,28.03,9.54,23.84,0,30.97,36.72,1.229,0,0,v2025_06
2019-02,INMFC,919219,reexport,66881635.85,10981.23,CHN,sea,1,142.67,18.2,0.2,0.38,0,45.3,49.01,1.169,0,0,v2025_12
2023-05,INPEB,229380,export,1023849630.24,26448.98,USA,air,1,198.89,56.65,9.28,16.18,0,16.23,40.12,1.316,0,0,v2025_12
2023-06,INEPE,362132,reexport,83982149.57,11522.81,NPL,rail,0,193.11,20.33,16.69,3.3,0,58.83,52.76,1.271,0,1,v2025_06
2024-11,INAPK,526433,reexport,42560795.92,20172.67,DEU,sea,0,130.59,56.32,1.18,4.1,1,32.61,58.22,1.189,0,1,v2026_02
2025-07,INJAJ,103250,export,1046741280.81,69988.1,JPN,road,1,161.69,15.28,11.74,20.61,0,29.39,48.37,1.039,0,0,v2026_02
2020-04,INQJV,165077,export,314414726.82,162544.31,VNM,air,0,182.0,36.59,0.0,3.6,0,47.31,49.81,1.003,0,0,v2025_12
2020-05,INHJJ,854985,import,143384200.2,5916.81,ZAF,sea,1,142.75,26.43,5.5,9.7,0,56.57,39.72,0.912,0,0,v2026_02
2023-05,INRYE,105828,export,35982523.44,68646.4,THA,rail,0,124.61,30.66,6.18,5.46,0,1.35,66.59,1.008,0,0,v2024_12
2021-01,INGJZ,734079,reexport,378182310.46,74812.02,ZAF,rail,1,136.77,39.12,4.21,20.47,0,43.73,66.35,0.966,0,0,v2025_06
2024-08,INUPZ,241516,reexport,127846002.32,15323.07,THA,air,1,151.7,27.48,12.09,13.32,0,24.07,78.25,1.109,0,0,v2025_12
2019-06,INQXZ,901565,export,1943941989.25,7095.56,THA,air,1,104.49,82.69,9.46,22.08,0,33.88,59.11,1.019,0,0,v2025_12
2023-09,INTMM,580458,import,74973779.89,14357.09,AUS,air,0,126.39,28.76,6.65,19.59,0,76.75,50.82,0.96,0,0,v2026_02
2019-02,INFVQ,731428,reexport,913427035.31,3613.5,FRA,rail,1,169.45,25.31,8.14,17.63,0,30.97,41.43,1.033,0,0,v2025_06
2025-12,INVCU,611754,reexport,576848109.7,16483.64,USA,road,1,99.99,35.14,7.89,12.36,0,65.26,46.48,1.11,0,0,v2025_12
2018-01,INMCN,471728,import,1141437682.52,113339.25,BRA,rail,0,115.23,34.74,9.92,16.91,1,42.94,37.63,0.907,0,0,v2025_12
2019-01,INJMA,813592,reexport,307927639.73,34543.23,USA,rail,1,165.9,22.36,0.0,1.1,0,16.4,100.0,0.621,1,0,v2025_12
2025-02,INTHR,957931,export,1534772505.36,69815.35,NPL,road,1,119.21,63.21,6.88,10.12,0,22.69,50.09,0.981,0,0,v2025_12
2022-07,INCDV,628543,import,93013654.82,5307.39,SAU,rail,1,149.89,39.08,6.29,10.09,0,68.89,60.2,1.251,0,0,v2025_06
2024-07,INEEO,609710,import,473135659.69,152258.19,MYS,air,1,114.84,43.23,6.54,2.37,0,48.96,61.68,1.035,0,0,v2024_12
2022-09,INRFG,660615,reexport,267258283.98,54553.35,USA,road,1,101.63,8.45,0.0,0.0,0,49.95,63.11,1.238,0,0,v2025_12
2021-02,INLZI,754597,import,228877682.15,5962.11,USA,rail,0,166.69,40.91,6.87,6.57,0,31.72,53.51,1.059,0,0,v2025_12
2024-02,INZUK,505937,reexport,42439363.85,177386.74,IND,sea,0,57.16,52.62,14.31,2.34,1,65.45,50.67,1.194,0,0,v2025_06
2023-12,INVXK,997380,import,250989577.89,20949.65,CHN,sea,1,139.9,54.83,15.78,4.25,0,53.34,50.5,0.961,0,0,v2026_02
2021-09,INOUF,105412,reexport,23972416.2,54911.46,RUS,sea,1,141.72,48.3,5.97,11.39,0,64.19,71.58,0.677,0,0,v2024_12
2022-11,INTUG,101331,import,92915254.99,1805.97,AUS,road,0,122.05,30.58,6.42,19.29,1,31.68,62.66,0.997,0,0,v2026_02
2018-07,INPEF,930285,reexport,184579973.44,76898.42,RUS,sea,1,142.13,9.72,13.27,0.0,0,10.85,78.5,1.231,0,0,v2025_06
2022-09,INGCP,864683,import,176407951.96,4644.09,BGD,sea,1,115.0,31.3,1.84,0.0,0,40.27,97.58,1.075,0,1,v2026_02
2024-07,INDMF,351055,reexport,314154200.59,29364.09,NPL,road,0,123.38,15.82,16.79,18.56,0,47.97,89.83,1.09,1,0,v2025_06
2021-11,INTIJ,309986,export,103663002.94,15795.5,GBR,sea,0,166.32,80.95,5.32,3.66,0,32.5,54.35,0.977,0,0,v2025_06
2018-04,INCXB,749426,import,621142627.51,2000.91,CHN,air,1,127.28,114.92,10.93,4.23,0,19.32,36.89,1.17,0,0,v2025_06
2018-02,INIBU,132738,export,350459830.19,4631.38,AUS,road,1,109.54,21.26,0.0,10.37,0,76.93,68.79,0.887,0,0,v2024_12
2020-06,INLEZ,186526,import,8051740.24,101964.63,DEU,rail,0,126.48,50.38,10.11,9.16,0,30.11,21.09,1.192,0,0,v2024_12
2026-11,INVGJ,709136,import,101621049.43,23438.41,AUS,sea,0,183.85,31.88,6.86,15.51,0,28.06,59.65,1.006,0,0,v2025_12
2020-03,INGYL,340491,import,203008587.79,24970.86,DEU,road,1,65.69,32.0,10.59,3.95,0,44.91,68.71,1.088,0,0,v2025_12
2022-09,INHCZ,961608,export,421001824.47,28135.87,BGD,road,0,154.99,110.48,14.05,3.68,0,38.76,82.07,1.155,0,0,v2024_12
2025-06,INXPA,458032,export,557993524.48,12355.53,FRA,sea,1,135.23,14.49,13.91,19.11,1,71.93,68.42,1.204,0,0,v2026_02
2018-12,INFDX,966155,import,638020303.75,16792.93,BRA,air,0,163.45,22.97,2.54,7.29,0,37.45,64.38,0.806,0,1,v2025_06
2018-08,INATQ,888549,export,23378382.45,10374.48,NPL,sea,0,88.81,41.61,6.29,14.38,0,34.15,87.1,1.119,0,0,v2025_12
2026-04,INYSI,403702,reexport,335416323.22,38857.6,MYS,road,0,131.81,39.09,9.47,4.58,0,34.04,78.22,0.848,0,0,v2024_12
2025-03,INPOT,157341,import,138843929.76,28519.08,CHN,sea,1,169.08,9.57,8.24,3.92,0,28.01,72.15,1.075,0,0,v2024_12
2025-02,INJJK,313500,export,51671590.87,8460.58,FRA,air,0,153.06,31.23,8.52,19.94,0,49.28,56.31,0.738,0,0,v2025_12
2026-10,INMAH,141366,reexport,136134191.22,30146.72,IND,air,1,126.92,21.21,1.9,4.15,0,29.45,53.6,1.14,0,0,v2024_12
2021-01,INWPF,683143,import,149989339.06,2378.65,GBR,road,1,123.35,167.93,17.84,9.98,0,34.72,64.9,0.925,0,0,v2025_06
2026-09,INBQI,632790,import,243041075.18,31697.54,JPN,rail,0,134.05,57.99,1.25,14.15,0,11.29,72.92,1.251,0,0,v2024_12
2022-07,INTKY,469859,reexport,135798703.71,7227.76,NPL,road,0,96.4,55.22,0.0,27.05,0,30.22,54.41,1.004,0,0,v2024_12
2022-07,INXBR,672984,import,101108111.37,1726.56,THA,road,0,135.79,87.2,8.74,0.0,0,20.19,79.2,0.88,0,0,v2024_12
2019-02,INOTJ,311223,import,194617339.43,4259.88,BGD,road,0,133.28,43.96,7.39,11.23,1,31.93,48.9,1.209,0,0,v2025_06
2021-02,INIAS,328411,reexport,55821220.16,30800.02,SAU,road,1,127.65,47.99,3.08,19.92,0,52.12,69.72,0.948,0,1,v2025_06
2023-01,INARS,288180,export,694693460.75,9152.88,MYS,road,1,74.49,26.7,3.19,11.61,1,51.32,34.55,1.132,0,0,v2025_06
2024-09,INFAH,545540,import,1320427883.43,94115.54,SAU,rail,1,132.81,41.24,13.76,9.46,0,32.98,100.0,1.083,0,0,v2024_12
2019-04,INRAY,682109,import,654999243.16,6754.37,USA,rail,1,168.26,37.96,9.32,4.86,0,36.22,45.96,0.821,0,1,v2026_02
2020-05,INWYX,301265,reexport,637381198.72,13330.43,MYS,sea,0,114.98,77.22,8.43,2.3,0,62.56,50.86,0.948,0,0,v2024_12
2021-05,INTJN,981666,export,1165523975.93,10944.3,MYS,rail,0,93.64,91.25,0.0,16.99,0,44.63,37.51,1.106,0,0,v2024_12
2019-10,INHRV,947574,import,358600460.53,282123.2,THA,rail,1,126.42,46.94,15.02,15.35,0,26.86,94.99,1.037,0,0,v2026_02
2023-12,INHFC,433846,export,113784442.28,77009.06,GBR,sea,0,98.43,131.94,18.26,11.79,0,31.76,53.99,0.804,0,0,v2025_06
2023-07,INOVO,442244,export,175842361.68,5391.91,VNM,road,0,138.73,23.99,5.49,12.39,0,26.01,100.0,1.029,0,0,v2025_06
2024-12,INRVR,690668,reexport,7292704.45,47059.23,JPN,air,1,200.39,24.66,7.53,0.0,0,9.25,35.24,0.682,0,0,v2025_12
2025-04,INSIR,727122,export,378872603.12,8171.09,MYS,road,1,167.8,7.84,4.66,15.82,0,62.48,45.13,0.682,0,0,v2025_06
2024-03,INTHW,303588,import,157727844.39,67306.47,IND,rail,0,135.19,28.98,4.1,10.57,0,53.54,75.49,0.923,0,0,v2026_02
2023-10,INOPQ,847802,export,97610136.54,15522.62,RUS,air,0,106.31,7.59,13.22,10.76,0,28.4,58.71,1.271,0,0,v2025_12
2020-09,INUZP,397137,export,1096208072.54,160789.07,IND,air,1,145.8,35.85,10.86,0.0,0,41.84,78.65,0.832,0,0,v2025_06
2022-03,INDTO,897172,reexport,38122945.87,9334.08,SAU,sea,1,137.41,37.7,14.86,6.79,0,53.83,62.84,1.018,0,0,v2024_12
2026-03,INGGZ,892278,export,305142424.74,466741.4,JPN,rail,1,109.59,43.97,7.67,6.97,0,9.49,95.57,0.765,0,0,v2025_12
2020-04,INSQL,230936,export,181263697.58,18064.74,SGP,rail,0,192.2,56.26,5.46,8.07,0,32.77,49.4,0.869,0,0,v2025_06
2024-10,INIPV,334592,export,73805612.24,6647.33,ARE,rail,0,116.99,64.85,10.88,10.54,0,55.65,55.23,0.974,0,0,v2025_12
2020-04,INVHR,446086,import,259649539.79,16356.48,MYS,sea,0,117.71,133.83,11.43,2.26,0,40.11,42.51,1.157,0,0,v2025_06
2018-06,INGFT,380999,reexport,529452473.86,27219.6,MYS,air,1,174.38,54.31,15.61,12.61,0,39.99,39.48,1.142,0,0,v2025_06
2026-04,INISQ,403745,import,564572317.35,206580.01,FRA,road,1,122.75,54.25,4.09,2.32,0,21.75,84.17,1.169,0,0,v2024_12
2019-01,INHKK,353748,import,384389962.02,186806.09,IND,sea,1,50.0,34.89,9.87,2.47,0,23.94,44.49,1.097,0,0,v2024_12
2022-12,INVYQ,848163,reexport,156238463.23,73071.66,ZAF,sea,1,159.57,52.93,11.82,8.24,1,6.12,82.3,0.735,0,0,v2025_12
2024-12,INVIO,773756,import,4806297173.49,42646.16,IND,rail,1,77.82,23.56,9.76,20.04,0,31.42,64.07,0.856,0,0,v2025_12
2022-02,INTQA,826378,import,44224557.22,10285.77,IND,air,0,147.14,22.42,0.0,5.72,0,32.78,50.06,0.856,1,0,v2024_12
2021-11,INCNK,499090,import,2033979653.26,28454.79,RUS,rail,0,182.48,10.02,17.49,0.0,0,84.4,69.36,1.011,0,0,v2026_02
2026-03,INKGK,621536,import,540165624.02,69230.5,SGP,sea,1,78.48,15.25,4.39,14.0,0,13.99,73.35,1.078,0,0,v2025_12
2021-03,INMJU,960293,reexport,1147318700.31,8780.34,AUS,rail,1,117.21,16.35,7.86,6.77,0,77.5,65.58,0.959,0,0,v2025_12
2018-05,INSQY,893292,reexport,218851445.09,30940.7,THA,rail,0,141.33,23.28,11.68,6.64,0,29.84,26.62,0.821,0,0,v2025_12
2018-05,INOTC,212753,reexport,551055772.89,2029.01,DEU,sea,1,72.13,13.64,9.01,8.95,0,64.3,45.45,1.108,0,0,v2025_06
2020-06,INWUV,114095,reexport,175500493.93,1669.59,MYS,rail,1,142.7,69.03,7.58,14.81,0,80.95,48.65,0.974,1,0,v2025_12
2025-06,INRVJ,847332,import,90795418.1,17890.48,RUS,sea,1,139.39,24.8,1.14,9.05,0,37.91,24.55,1.126,0,0,v2025_06
2025-02,INPRI,285983,import,528567347.23,92619.19,ZAF,air,1,119.91,8.91,1.22,9.34,0,39.85,48.67,1.041,0,0,v2024_12
2022-04,INACT,799565,reexport,1155120912.88,605044.18,SGP,rail,0,169.02,54.0,8.99,5.58,0,61.89,57.29,1.1,0,0,v2025_12
2018-12,INQQO,348475,export,45547314.01,27715.32,VNM,air,0,132.56,27.8,10.94,13.8,0,0.0,45.41,1.041,0,0,v2024_12
2026-02,INFZA,300984,export,89492312.54,13330.76,BRA,rail,1,74.85,17.85,6.52,0.0,0,32.69,69.69,1.383,0,0,v2024_12
2022-01,INLQG,939284,reexport,1071396973.03,22878.9,NPL,air,1,134.31,39.74,12.37,0.0,0,11.86,63.88,1.162,0,1,v2024_12
2020-08,INZXY,792051,export,705681999.36,23547.98,ARE,sea,1,147.23,134.05,8.44,2.5,0,48.69,74.11,0.873,0,0,v2025_12
2025-01,INZWD,965305,import,496801173.44,146532.42,KOR,sea,1,161.69,102.09,11.72,0.0,0,27.45,37.64,0.961,0,0,v2025_06
2023-05,INTRT,582749,import,41928979.3,36053.53,ZAF,air,1,120.66,26.32,9.16,5.55,0,46.11,70.8,1.098,0,0,v2024_12
2025-03,INCTA,195250,reexport,998888119.75,150688.55,NPL,air,1,167.31,105.58,20.45,3.42,0,55.31,42.16,1.253,0,0,v2024_12
2019-02,INQPW,181143,export,249227243.9,108628.17,VNM,sea,1,73.26,14.68,9.45,6.77,0,56.76,81.45,0.995,0,0,v2026_02
2018-02,INIHF,431733,reexport,184025539.33,5599.14,IND,road,0,50.0,146.25,15.57,7.16,0,28.42,91.5,0.814,0,0,v2024_12
2022-04,INJPU,780271,export,149562141.94,40764.84,ARE,sea,0,97.93,13.12,7.22,8.46,0,45.63,80.95,1.092,0,1,v2026_02
2018-04,INGDE,533846,import,47144363.53,33811.22,THA,road,0,145.82,70.93,12.29,4.32,0,14.7,43.58,1.054,0,0,v2025_12
2021-04,INDNX,197765,reexport,469900203.59,19001.47,THA,sea,1,108.02,6.62,8.64,10.03,0,39.37,76.6,1.234,0,0,v2025_12
2023-03,INHEQ,646991,reexport,112484851.56,59847.41,BRA,rail,0,90.59,93.24,9.27,8.27,0,16.22,47.05,1.202,1,1,v2025_06
2018-12,INBZN,159319,reexport,143910538.61,203124.01,ARE,rail,1,118.82,53.46,5.36,13.82,0,54.85,52.84,0.926,0,0,v2024_12
2025-11,INNYS,243144,reexport,236632331.56,10855.57,USA,road,1,119.01,16.13,11.05,16.47,0,27.09,56.75,0.94,0,0,v2025_06
2022-06,INOUB,900227,export,60507837.13,86664.18,THA,air,0,96.04,22.35,6.71,15.2,0,16.92,36.07,0.764,0,0,v2024_12
2024-11,INWDG,850426,reexport,1382105660.99,88719.98,RUS,air,0,161.04,6.06,1.96,8.97,0,56.98,84.75,0.795,0,0,v2026_02
2026-05,INHCW,894494,import,1318725033.15,96036.73,VNM,road,1,128.49,39.28,12.44,8.45,0,33.9,16.05,0.903,0,0,v2025_12
2019-04,INAFR,255645,export,221549699.48,38195.71,USA,sea,0,153.77,79.15,1.5,8.02,0,40.17,51.52,1.222,0,0,v2025_06
2025-07,INHSR,687384,import,2155231581.49,86250.81,IDN,air,0,163.23,30.1,10.53,13.77,0,18.51,61.12,0.979,0,1,v2024_12
2021-09,INZYM,400781,import,64769847.45,29994.31,DEU,air,0,145.34,34.46,16.33,11.51,0,16.12,53.43,1.174,0,0,v2025_12
2022-10,INUZB,876411,reexport,158794788.61,41846.82,SGP,air,0,144.23,8.77,7.22,10.37,0,0.77,55.21,1.004,0,0,v2025_06
2018-04,INGPX,597523,reexport,190738695.45,35138.81,SGP,sea,1,50.0,32.71,11.4,5.82,0,22.36,95.23,0.754,0,0,v2025_12
2018-04,INDGT,180288,import,327105349.85,13303.71,GBR,road,1,204.02,37.86,9.07,4.4,0,37.06,100.0,1.14,0,0,v2026_02
2025-06,INYQD,958241,export,19708474.73,205610.79,BGD,air,1,122.6,21.4,4.35,0.0,0,6.4,70.03,0.81,0,0,v2025_06
2026-07,INAYB,926256,reexport,869556766.97,48583.39,VNM,sea,0,91.84,28.76,15.28,24.3,0,31.83,34.83,1.037,0,0,v2024_12
2023-11,INTBT,110638,export,240844648.63,25571.81,SAU,air,0,110.18,62.8,0.0,21.55,0,19.02,100.0,0.831,0,0,v2024_12
2018-01,INRIO,358922,reexport,369190236.45,6836.2,SGP,sea,0,142.63,10.16,11.42,7.05,0,8.34,70.26,0.616,0,1,v2025_06
2020-06,INKVA,813440,import,540457854.81,32978.28,BGD,air,1,120.52,14.48,0.18,18.18,0,0.0,53.83,0.985,0,1,v2024_12
2024-09,INNNM,586148,export,216579547.81,8776.48,SGP,air,1,76.81,27.17,7.16,17.34,0,46.41,77.85,0.842,0,0,v2025_06
2018-11,INNAQ,151789,import,171248682.27,26890.09,BRA,rail,0,50.0,10.03,7.95,6.66,1,33.8,58.43,0.756,0,0,v2025_12
