energy_prices_reference_month,energy_prices_country_iso2,energy_prices_consumer_type_code,energy_prices_band_consumption_code,energy_prices_price_eur_kwh,energy_prices_energy_component_eur_kwh,energy_prices_network_component_eur_kwh,energy_prices_tax_levy_component_eur_kwh,energy_prices_vat_rate_pct,energy_prices_retail_market_concentration_hhi,energy_prices_supplier_switching_rate_pct,energy_prices_price_cap_regulation_flag,energy_prices_renewable_levy_flag,energy_prices_energy_poverty_rate_pct,energy_prices_bill_arrears_rate_pct,energy_prices_smart_meter_penetration_pct,energy_prices_time_of_use_tariff_flag,energy_prices_eurostat_table_code,energy_prices_methodology_version,energy_prices_data_extract_date
2025-05,GR,NON_HOUSEHOLD,BAND_1_LOW,0.3449,0.1781,0.098,0.0688,25.92,2374,17.58,0,0,21.48,10.9,51.97,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-10-28
2025-06,LT,SME,BAND_4_VERY_HIGH,0.5215,0.3024,0.151,0.0681,25.07,4048,6.3,0,0,4.02,14.73,59.65,1,nrg_pc_206,EUROSTAT_METH_V2,2024-06-07
2025-07,PT,HOUSEHOLD,BAND_3_HIGH,0.3178,0.2362,0.1058,0.0,12.12,3077,4.91,1,0,17.16,10.72,53.2,1,nrg_pc_204,EUROSTAT_METH_V1,2024-03-06
2025-08,SE,NON_HOUSEHOLD,BAND_2_MEDIUM,0.4145,0.2502,0.0847,0.0796,23.64,4361,4.56,0,0,11.6,15.74,17.16,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-03-10
2025-09,CY,SME,BAND_1_LOW,0.3455,0.244,0.1034,0.0,16.53,3612,16.28,0,0,19.34,6.5,67.28,1,nrg_pc_206,EUROSTAT_METH_V2,2025-01-06
2025-10,FR,HOUSEHOLD,BAND_4_VERY_HIGH,0.2399,0.1639,0.077,0.0,22.26,2306,3.8,0,1,6.82,1.87,42.88,1,nrg_pc_204,EUROSTAT_METH_V1,2025-11-18
2025-11,IT,NON_HOUSEHOLD,BAND_3_HIGH,0.1823,0.1037,0.0416,0.037,11.14,1993,6.01,0,1,15.09,2.06,76.75,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-06-11
2025-12,NL,SME,BAND_2_MEDIUM,0.3291,0.1645,0.0873,0.0773,26.83,1278,9.32,0,1,4.62,10.25,62.41,1,nrg_pc_206,EUROSTAT_METH_V2,2025-10-26
2026-01,SI,HOUSEHOLD,BAND_1_LOW,0.23,0.1246,0.0277,0.0777,20.57,5079,4.77,0,0,6.59,0.5,87.57,0,nrg_pc_204,EUROSTAT_METH_V1,2024-02-21
2026-02,BG,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.385,0.2626,0.0806,0.0418,13.59,1634,15.08,1,1,3.66,10.97,67.89,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-03-26
2026-03,EE,SME,BAND_3_HIGH,0.2702,0.1594,0.0469,0.0639,13.57,3168,6.53,0,1,1.64,1.57,96.96,0,nrg_pc_206,EUROSTAT_METH_V2,2026-02-07
2026-04,HU,HOUSEHOLD,BAND_2_MEDIUM,0.1788,0.1265,0.0272,0.0251,11.18,3930,14.92,1,0,12.19,9.7,52.37,0,nrg_pc_204,EUROSTAT_METH_V1,2024-11-05
2026-05,LU,NON_HOUSEHOLD,BAND_1_LOW,0.1459,0.1025,0.0177,0.0257,17.52,836,0.36,0,1,13.25,3.98,38.58,0,nrg_pc_205,NATIONAL_METH_UPDATE,2026-02-01
2026-06,RO,SME,BAND_4_VERY_HIGH,0.3645,0.1824,0.0603,0.1218,15.84,2584,17.2,0,0,5.37,1.04,24.48,0,nrg_pc_206,EUROSTAT_METH_V2,2025-05-15
2026-07,AT,HOUSEHOLD,BAND_3_HIGH,0.2921,0.1752,0.0843,0.0326,11.92,1405,14.76,0,1,20.74,6.54,58.4,1,nrg_pc_204,EUROSTAT_METH_V1,2025-05-13
2026-08,CZ,NON_HOUSEHOLD,BAND_2_MEDIUM,0.17,0.1085,0.0495,0.012,8.95,2529,4.56,0,1,6.01,15.29,72.07,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-08-14
2026-09,DE,SME,BAND_1_LOW,0.3093,0.227,0.0451,0.0372,13.22,4044,8.13,0,1,17.53,10.8,58.3,0,nrg_pc_206,EUROSTAT_METH_V2,2025-12-06
2026-10,LV,HOUSEHOLD,BAND_4_VERY_HIGH,0.4959,0.2668,0.1258,0.1033,10.43,1908,17.53,1,1,17.18,12.59,34.6,0,nrg_pc_204,EUROSTAT_METH_V1,2025-10-17
2026-11,PL,NON_HOUSEHOLD,BAND_3_HIGH,0.2831,0.1798,0.0422,0.0611,22.26,3179,12.14,0,1,4.46,1.27,46.05,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-08-09
2026-12,ES,SME,BAND_2_MEDIUM,0.532,0.3412,0.1167,0.0741,25.98,4019,17.66,0,1,18.72,15.9,91.87,1,nrg_pc_206,EUROSTAT_METH_V2,2025-06-14
2016-01,HR,HOUSEHOLD,BAND_1_LOW,0.1561,0.0988,0.0286,0.0287,5.92,3341,11.08,0,1,1.22,15.53,77.37,1,nrg_pc_204,EUROSTAT_METH_V1,2024-10-30
2016-02,FI,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.1124,0.0827,0.0271,0.0026,13.23,2348,5.83,0,0,21.06,13.44,16.7,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-02-07
2016-03,IE,SME,BAND_3_HIGH,0.2472,0.1616,0.0399,0.0457,26.09,2444,2.36,0,1,12.94,11.41,49.24,1,nrg_pc_206,EUROSTAT_METH_V2,2025-04-03
2016-04,MT,HOUSEHOLD,BAND_2_MEDIUM,0.3477,0.246,0.0445,0.0572,16.45,3430,3.9,1,1,8.77,6.12,64.5,0,nrg_pc_204,EUROSTAT_METH_V1,2024-03-12
2016-05,SK,NON_HOUSEHOLD,BAND_1_LOW,0.2029,0.1491,0.037,0.0168,13.15,1546,9.67,0,1,11.64,10.52,50.75,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-05-31
2016-06,BE,SME,BAND_4_VERY_HIGH,0.2065,0.15,0.0604,0.0,17.23,967,4.59,0,0,17.59,11.36,97.07,1,nrg_pc_206,EUROSTAT_METH_V2,2026-01-18
2016-07,DK,HOUSEHOLD,BAND_3_HIGH,0.2287,0.1476,0.0493,0.0318,25.69,2209,7.71,1,0,17.83,7.05,97.49,0,nrg_pc_204,EUROSTAT_METH_V1,2026-02-09
2016-08,GR,NON_HOUSEHOLD,BAND_2_MEDIUM,0.2344,0.125,0.0636,0.0458,11.58,3902,7.2,0,0,2.3,10.96,23.61,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-07-15
2016-09,LT,SME,BAND_1_LOW,0.296,0.1807,0.0812,0.0341,24.23,1108,8.13,0,1,6.76,12.84,51.8,1,nrg_pc_206,EUROSTAT_METH_V2,2024-03-15
2016-10,PT,HOUSEHOLD,BAND_4_VERY_HIGH,0.2642,0.1733,0.0751,0.0158,8.96,5171,3.62,0,0,13.4,1.73,35.02,0,nrg_pc_204,EUROSTAT_METH_V1,2025-02-09
2016-11,SE,NON_HOUSEHOLD,BAND_3_HIGH,0.1425,0.0977,0.0483,0.0,8.18,4260,2.48,0,0,1.32,10.41,47.06,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-01-30
2016-12,CY,SME,BAND_2_MEDIUM,0.1525,0.1131,0.0519,0.0,6.77,3656,11.3,0,0,19.15,7.11,55.78,1,nrg_pc_206,EUROSTAT_METH_V2,2025-01-14
2017-01,FR,HOUSEHOLD,BAND_1_LOW,0.355,0.2153,0.0969,0.0428,24.15,4252,11.27,0,0,4.09,6.19,19.4,0,nrg_pc_204,EUROSTAT_METH_V1,2025-10-02
2017-02,IT,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.2093,0.1303,0.0539,0.0251,25.16,3575,8.52,1,1,17.31,2.84,39.87,0,nrg_pc_205,NATIONAL_METH_UPDATE,2026-02-07
2017-03,NL,SME,BAND_3_HIGH,0.3578,0.1779,0.0964,0.0835,18.7,2693,14.26,1,0,20.97,14.82,35.19,0,nrg_pc_206,EUROSTAT_METH_V2,2026-02-11
2017-04,SI,HOUSEHOLD,BAND_2_MEDIUM,0.1978,0.1132,0.0249,0.0597,25.9,1065,8.19,0,1,18.4,1.98,52.73,1,nrg_pc_204,EUROSTAT_METH_V1,2025-05-01
2017-05,BG,NON_HOUSEHOLD,BAND_1_LOW,0.1727,0.0839,0.0232,0.0656,18.87,1885,3.39,0,0,1.46,6.71,25.4,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-01-09
2017-06,EE,SME,BAND_4_VERY_HIGH,0.1381,0.0777,0.0392,0.0212,20.48,3785,1.13,0,1,21.1,4.51,70.51,0,nrg_pc_206,EUROSTAT_METH_V2,2025-12-13
2017-07,HU,HOUSEHOLD,BAND_3_HIGH,0.3372,0.22,0.0908,0.0264,8.5,2163,7.92,0,1,13.14,12.38,73.66,0,nrg_pc_204,EUROSTAT_METH_V1,2024-06-25
2017-08,LU,NON_HOUSEHOLD,BAND_2_MEDIUM,0.2325,0.1516,0.0412,0.0397,19.87,3492,14.19,0,0,21.25,3.24,81.86,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-05-02
2017-09,RO,SME,BAND_1_LOW,0.2353,0.157,0.072,0.0063,18.02,4082,1.99,0,0,8.16,10.41,10.02,0,nrg_pc_206,EUROSTAT_METH_V2,2025-09-26
2017-10,AT,HOUSEHOLD,BAND_4_VERY_HIGH,0.3258,0.1519,0.1004,0.0735,24.98,4206,3.86,1,0,20.62,13.61,52.52,0,nrg_pc_204,EUROSTAT_METH_V1,2025-04-02
2017-11,CZ,NON_HOUSEHOLD,BAND_3_HIGH,0.2567,0.1619,0.0761,0.0187,13.87,2732,15.37,0,0,20.36,0.84,57.98,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-08-20
2017-12,DE,SME,BAND_2_MEDIUM,0.2345,0.156,0.0634,0.0151,15.3,2689,10.15,0,1,20.87,3.06,36.92,0,nrg_pc_206,EUROSTAT_METH_V2,2024-04-15
2018-01,LV,HOUSEHOLD,BAND_1_LOW,0.2387,0.146,0.0456,0.0471,11.9,1013,8.96,0,1,20.7,8.72,45.16,1,nrg_pc_204,EUROSTAT_METH_V1,2024-11-29
2018-02,PL,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.1555,0.0859,0.0427,0.0269,24.66,3744,12.79,0,1,13.91,11.79,88.75,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-04-21
2018-03,ES,SME,BAND_3_HIGH,0.1522,0.0947,0.0478,0.0097,21.87,4394,11.89,1,0,8.99,1.31,20.11,0,nrg_pc_206,EUROSTAT_METH_V2,2025-09-09
2018-04,HR,HOUSEHOLD,BAND_2_MEDIUM,0.3598,0.1936,0.0751,0.0911,10.39,1477,5.95,0,1,3.55,8.42,21.72,0,nrg_pc_204,EUROSTAT_METH_V1,2025-04-29
2018-05,FI,NON_HOUSEHOLD,BAND_1_LOW,0.1975,0.1184,0.055,0.0241,23.76,3984,5.48,0,1,2.16,15.47,13.88,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-08-23
2018-06,IE,SME,BAND_4_VERY_HIGH,0.3065,0.1718,0.0479,0.0868,18.78,4679,9.42,1,1,19.63,9.7,90.15,1,nrg_pc_206,EUROSTAT_METH_V2,2024-09-23
2018-07,MT,HOUSEHOLD,BAND_3_HIGH,0.1594,0.1185,0.0449,0.0,16.55,4943,12.96,1,1,14.11,0.71,52.46,1,nrg_pc_204,EUROSTAT_METH_V1,2024-01-20
2018-08,SK,NON_HOUSEHOLD,BAND_2_MEDIUM,0.184,0.0944,0.0423,0.0473,12.87,3172,7.1,1,1,12.47,11.72,83.87,1,nrg_pc_205,NATIONAL_METH_UPDATE,2026-01-09
2018-09,BE,SME,BAND_1_LOW,0.2615,0.1726,0.0425,0.0464,8.57,3722,16.29,0,0,8.24,6.89,47.78,0,nrg_pc_206,EUROSTAT_METH_V2,2025-01-07
2018-10,DK,HOUSEHOLD,BAND_4_VERY_HIGH,0.1284,0.0587,0.0326,0.0371,19.15,914,2.4,1,1,4.78,4.85,55.5,1,nrg_pc_204,EUROSTAT_METH_V1,2026-01-05
2018-11,GR,NON_HOUSEHOLD,BAND_3_HIGH,0.2384,0.1311,0.0514,0.0559,13.41,1826,14.27,0,0,9.48,15.84,78.85,1,nrg_pc_205,NATIONAL_METH_UPDATE,2026-01-16
2018-12,LT,SME,BAND_2_MEDIUM,0.3652,0.178,0.1015,0.0857,25.01,2651,15.4,0,1,19.81,15.97,84.72,1,nrg_pc_206,EUROSTAT_METH_V2,2025-08-25
2019-01,PT,HOUSEHOLD,BAND_1_LOW,0.1385,0.0641,0.0175,0.0569,18.91,3338,14.65,1,0,14.96,12.83,25.23,0,nrg_pc_204,EUROSTAT_METH_V1,2025-05-16
2019-02,SE,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.1659,0.1121,0.0248,0.029,24.34,3755,11.97,1,0,13.0,9.61,73.73,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-10-16
2019-03,CY,SME,BAND_3_HIGH,0.1222,0.0614,0.0411,0.0197,13.6,3293,10.08,0,1,21.63,13.82,95.34,1,nrg_pc_206,EUROSTAT_METH_V2,2025-10-21
2019-04,FR,HOUSEHOLD,BAND_2_MEDIUM,0.0987,0.0595,0.0294,0.0098,16.27,4088,16.84,0,0,9.57,11.55,26.3,0,nrg_pc_204,EUROSTAT_METH_V1,2024-01-04
2019-05,IT,NON_HOUSEHOLD,BAND_1_LOW,0.0966,0.0494,0.0234,0.0238,9.34,2748,11.31,0,1,2.01,9.55,33.56,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-07-16
2019-06,NL,SME,BAND_4_VERY_HIGH,0.2389,0.1763,0.0667,0.0,19.76,3047,17.99,1,1,17.94,5.06,36.75,0,nrg_pc_206,EUROSTAT_METH_V2,2024-04-16
2019-07,SI,HOUSEHOLD,BAND_3_HIGH,0.2045,0.1091,0.06,0.0354,20.91,4449,11.43,0,1,5.99,14.47,12.28,0,nrg_pc_204,EUROSTAT_METH_V1,2024-08-26
2019-08,BG,NON_HOUSEHOLD,BAND_2_MEDIUM,0.1303,0.0776,0.029,0.0237,23.08,2101,16.93,1,1,13.21,1.66,23.33,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-08-30
2019-09,EE,SME,BAND_1_LOW,0.2799,0.1583,0.0436,0.078,22.18,4294,0.3,0,0,14.29,10.79,92.64,0,nrg_pc_206,EUROSTAT_METH_V2,2025-10-28
2019-10,HU,HOUSEHOLD,BAND_4_VERY_HIGH,0.1731,0.1064,0.0555,0.0112,22.17,900,13.76,1,1,4.52,14.31,25.86,0,nrg_pc_204,EUROSTAT_METH_V1,2024-06-20
2019-11,LU,NON_HOUSEHOLD,BAND_3_HIGH,0.338,0.1531,0.074,0.1109,12.03,2300,10.8,0,1,13.85,10.3,89.45,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-08-14
2019-12,RO,SME,BAND_2_MEDIUM,0.3014,0.1358,0.101,0.0646,6.7,4729,14.31,1,1,18.2,12.31,35.2,0,nrg_pc_206,EUROSTAT_METH_V2,2025-06-15
2020-01,AT,HOUSEHOLD,BAND_1_LOW,0.3251,0.2197,0.1026,0.0028,14.83,4381,10.08,0,1,9.34,8.35,39.28,0,nrg_pc_204,EUROSTAT_METH_V1,2025-05-19
2020-02,CZ,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.3112,0.1501,0.0831,0.078,17.75,4729,17.56,0,1,2.63,1.56,60.77,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-07-29
2020-03,DE,SME,BAND_3_HIGH,0.2,0.1158,0.0374,0.0468,18.77,4814,2.07,1,1,8.67,2.23,88.46,1,nrg_pc_206,EUROSTAT_METH_V2,2025-02-13
2020-04,LV,HOUSEHOLD,BAND_2_MEDIUM,0.3109,0.1652,0.0717,0.074,10.6,3120,1.92,1,1,9.61,4.42,77.52,0,nrg_pc_204,EUROSTAT_METH_V1,2025-04-04
2020-05,PL,NON_HOUSEHOLD,BAND_1_LOW,0.1853,0.0942,0.0555,0.0356,26.1,3213,17.44,0,1,1.14,11.0,43.69,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-09-10
2020-06,ES,SME,BAND_4_VERY_HIGH,0.2619,0.1293,0.045,0.0876,17.07,4980,3.22,1,1,19.22,5.1,42.44,1,nrg_pc_206,EUROSTAT_METH_V2,2024-02-14
2020-07,HR,HOUSEHOLD,BAND_3_HIGH,0.3224,0.188,0.0548,0.0796,10.27,3107,13.41,1,1,3.49,9.45,29.22,0,nrg_pc_204,EUROSTAT_METH_V1,2025-07-22
2020-08,FI,NON_HOUSEHOLD,BAND_2_MEDIUM,0.2364,0.1385,0.0766,0.0213,23.52,2778,9.78,1,0,6.6,13.58,97.84,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-01-18
2020-09,IE,SME,BAND_1_LOW,0.3299,0.1733,0.0643,0.0923,20.15,833,9.79,1,1,19.72,14.79,41.61,1,nrg_pc_206,EUROSTAT_METH_V2,2025-12-20
2020-10,MT,HOUSEHOLD,BAND_4_VERY_HIGH,0.1138,0.0684,0.0305,0.0149,9.27,2540,3.04,0,0,17.5,6.31,31.34,0,nrg_pc_204,EUROSTAT_METH_V1,2025-05-15
2020-11,SK,NON_HOUSEHOLD,BAND_3_HIGH,0.2766,0.1528,0.0643,0.0595,15.94,2158,0.55,0,0,10.83,5.87,18.59,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-09-11
2020-12,BE,SME,BAND_2_MEDIUM,0.3015,0.2002,0.0768,0.0245,12.05,4327,13.28,1,1,20.88,6.63,68.58,1,nrg_pc_206,EUROSTAT_METH_V2,2025-07-17
2021-01,DK,HOUSEHOLD,BAND_1_LOW,0.5322,0.3426,0.1519,0.0377,11.35,1094,15.38,0,1,21.66,3.37,79.94,0,nrg_pc_204,EUROSTAT_METH_V1,2024-10-31
2021-02,GR,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.2134,0.1143,0.0413,0.0578,18.82,4673,0.92,0,1,2.14,1.35,25.06,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-05-16
2021-03,LT,SME,BAND_3_HIGH,0.3367,0.1588,0.0614,0.1165,8.79,834,12.7,0,1,21.78,5.57,40.74,0,nrg_pc_206,EUROSTAT_METH_V2,2024-10-21
2021-04,PT,HOUSEHOLD,BAND_2_MEDIUM,0.538,0.2731,0.1194,0.1455,9.93,2159,11.95,0,0,21.44,11.85,26.89,0,nrg_pc_204,EUROSTAT_METH_V1,2024-04-26
2021-05,SE,NON_HOUSEHOLD,BAND_1_LOW,0.4736,0.2252,0.1093,0.1391,17.93,3808,3.08,0,1,17.05,12.04,32.39,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-11-09
2021-06,CY,SME,BAND_4_VERY_HIGH,0.3809,0.2127,0.0555,0.1127,13.39,4430,9.02,0,1,8.51,10.75,30.32,0,nrg_pc_206,EUROSTAT_METH_V2,2025-04-28
2021-07,FR,HOUSEHOLD,BAND_3_HIGH,0.3969,0.2347,0.127,0.0352,10.76,4707,15.31,1,1,2.63,1.75,31.48,0,nrg_pc_204,EUROSTAT_METH_V1,2024-04-09
2021-08,IT,NON_HOUSEHOLD,BAND_2_MEDIUM,0.1856,0.1238,0.0365,0.0253,24.85,2229,16.48,1,1,4.82,0.35,96.92,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-01-15
2021-09,NL,SME,BAND_1_LOW,0.4731,0.2279,0.1287,0.1165,24.16,2718,11.02,1,1,7.88,0.69,19.68,0,nrg_pc_206,EUROSTAT_METH_V2,2025-01-29
2021-10,SI,HOUSEHOLD,BAND_4_VERY_HIGH,0.3803,0.2053,0.0645,0.1105,18.88,2036,14.45,0,1,1.83,8.25,49.19,1,nrg_pc_204,EUROSTAT_METH_V1,2025-05-19
2021-11,BG,NON_HOUSEHOLD,BAND_3_HIGH,0.418,0.1995,0.0528,0.1657,20.63,3993,8.72,0,0,8.47,14.8,79.24,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-12-21
2021-12,EE,SME,BAND_2_MEDIUM,0.2435,0.1159,0.0454,0.0822,9.41,3590,16.28,0,1,11.75,10.36,92.53,0,nrg_pc_206,EUROSTAT_METH_V2,2024-10-14
2022-01,HU,HOUSEHOLD,BAND_1_LOW,0.3055,0.2246,0.0516,0.0293,18.36,1841,0.22,0,0,15.29,7.04,13.98,0,nrg_pc_204,EUROSTAT_METH_V1,2024-07-21
2022-02,LU,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.3396,0.1534,0.099,0.0872,12.81,4554,2.16,0,0,19.51,14.22,43.46,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-08-15
2022-03,RO,SME,BAND_3_HIGH,0.4671,0.2708,0.0986,0.0977,5.43,4158,0.31,1,1,2.11,2.53,81.04,1,nrg_pc_206,EUROSTAT_METH_V2,2024-12-24
2022-04,AT,HOUSEHOLD,BAND_2_MEDIUM,0.2569,0.1762,0.0523,0.0284,9.22,2969,14.29,1,1,15.75,12.09,76.48,0,nrg_pc_204,EUROSTAT_METH_V1,2024-05-22
2022-05,CZ,NON_HOUSEHOLD,BAND_1_LOW,0.1794,0.1065,0.0322,0.0407,26.98,1636,8.89,1,0,13.81,13.67,62.65,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-05-14
2022-06,DE,SME,BAND_4_VERY_HIGH,0.1665,0.0947,0.0544,0.0174,6.94,1251,5.44,0,0,1.25,1.17,56.74,0,nrg_pc_206,EUROSTAT_METH_V2,2024-11-08
2022-07,LV,HOUSEHOLD,BAND_3_HIGH,0.2332,0.1615,0.0352,0.0365,23.36,3127,13.78,1,1,15.43,11.27,55.86,1,nrg_pc_204,EUROSTAT_METH_V1,2025-12-04
2022-08,PL,NON_HOUSEHOLD,BAND_2_MEDIUM,0.3389,0.2497,0.1147,0.0,5.4,4177,0.41,1,1,4.04,9.93,31.36,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-10-08
2022-09,ES,SME,BAND_1_LOW,0.1991,0.1116,0.0457,0.0418,20.25,3329,3.47,0,0,4.98,1.67,41.3,0,nrg_pc_206,EUROSTAT_METH_V2,2025-07-24
2022-10,HR,HOUSEHOLD,BAND_4_VERY_HIGH,0.5165,0.3487,0.0775,0.0903,24.07,3247,10.93,0,1,9.4,6.6,29.58,0,nrg_pc_204,EUROSTAT_METH_V1,2025-06-28
2022-11,FI,NON_HOUSEHOLD,BAND_3_HIGH,0.3653,0.2061,0.0883,0.0709,11.8,2654,9.39,1,0,15.12,6.54,77.25,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-02-21
2022-12,IE,SME,BAND_2_MEDIUM,0.284,0.1928,0.0689,0.0223,15.64,2735,13.79,1,1,5.35,6.86,97.44,1,nrg_pc_206,EUROSTAT_METH_V2,2024-08-24
2023-01,MT,HOUSEHOLD,BAND_1_LOW,0.2326,0.1294,0.0323,0.0709,9.49,3739,14.83,0,0,17.05,12.87,70.12,0,nrg_pc_204,EUROSTAT_METH_V1,2024-12-22
2023-02,SK,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.2953,0.1657,0.0504,0.0792,12.07,2945,2.46,0,1,2.99,4.88,84.67,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-11-16
2023-03,BE,SME,BAND_3_HIGH,0.1998,0.1321,0.0427,0.025,11.92,1195,7.45,0,1,8.18,12.52,87.99,1,nrg_pc_206,EUROSTAT_METH_V2,2025-01-24
2023-04,DK,HOUSEHOLD,BAND_2_MEDIUM,0.5207,0.3629,0.1086,0.0492,13.47,1658,10.16,1,1,8.33,13.68,27.78,0,nrg_pc_204,EUROSTAT_METH_V1,2025-11-10
2023-05,GR,NON_HOUSEHOLD,BAND_1_LOW,0.4428,0.2437,0.1087,0.0904,12.72,2540,8.11,1,0,9.55,10.67,20.54,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-10-18
2023-06,LT,SME,BAND_4_VERY_HIGH,0.3186,0.1472,0.0701,0.1013,5.41,4797,15.56,0,1,7.37,7.5,14.03,0,nrg_pc_206,EUROSTAT_METH_V2,2025-09-01
2023-07,PT,HOUSEHOLD,BAND_3_HIGH,0.2579,0.1615,0.0774,0.019,18.5,1709,10.51,0,1,6.84,8.12,92.11,0,nrg_pc_204,EUROSTAT_METH_V1,2025-04-01
2023-08,SE,NON_HOUSEHOLD,BAND_2_MEDIUM,0.4898,0.3269,0.0606,0.1023,11.75,4805,4.4,1,0,14.97,15.23,97.58,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-04-07
2023-09,CY,SME,BAND_1_LOW,0.3041,0.2248,0.0383,0.041,13.01,1713,16.92,1,0,10.5,0.98,75.61,1,nrg_pc_206,EUROSTAT_METH_V2,2025-02-17
2023-10,FR,HOUSEHOLD,BAND_4_VERY_HIGH,0.1476,0.0969,0.0199,0.0308,25.92,2251,5.44,1,1,19.6,9.35,29.59,0,nrg_pc_204,EUROSTAT_METH_V1,2024-02-02
2023-11,IT,NON_HOUSEHOLD,BAND_3_HIGH,0.1544,0.085,0.0469,0.0225,23.04,808,11.76,0,1,14.53,14.27,47.95,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-05-05
2023-12,NL,SME,BAND_2_MEDIUM,0.2358,0.1762,0.03,0.0296,9.4,2327,3.7,1,1,19.14,9.49,89.02,0,nrg_pc_206,EUROSTAT_METH_V2,2024-09-07
2024-01,SI,HOUSEHOLD,BAND_1_LOW,0.4896,0.2763,0.1561,0.0572,16.47,1845,2.23,1,0,5.9,10.33,83.6,0,nrg_pc_204,EUROSTAT_METH_V1,2025-12-14
2024-02,BG,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.283,0.1884,0.0637,0.0309,10.85,1429,14.58,0,0,7.53,10.09,89.0,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-08-14
2024-03,EE,SME,BAND_3_HIGH,0.3011,0.1894,0.0486,0.0631,14.38,3503,6.85,1,1,2.83,7.69,61.59,0,nrg_pc_206,EUROSTAT_METH_V2,2025-02-12
2024-04,HU,HOUSEHOLD,BAND_2_MEDIUM,0.2433,0.1108,0.0754,0.0571,7.97,3222,11.61,0,1,7.98,14.06,35.92,0,nrg_pc_204,EUROSTAT_METH_V1,2024-04-21
2024-05,LU,NON_HOUSEHOLD,BAND_1_LOW,0.3473,0.1948,0.0856,0.0669,9.19,3970,1.81,0,0,10.98,4.45,95.31,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-12-04
2024-06,RO,SME,BAND_4_VERY_HIGH,0.159,0.0791,0.05,0.0299,7.95,2033,4.61,0,0,1.22,4.72,74.54,0,nrg_pc_206,EUROSTAT_METH_V2,2025-07-12
2024-07,AT,HOUSEHOLD,BAND_3_HIGH,0.4231,0.3166,0.099,0.0075,7.72,5022,13.43,0,1,15.56,2.64,86.8,0,nrg_pc_204,EUROSTAT_METH_V1,2024-07-29
2024-08,CZ,NON_HOUSEHOLD,BAND_2_MEDIUM,0.3298,0.1594,0.0935,0.0769,9.39,3836,1.88,1,1,1.26,2.27,30.51,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-01-05
2024-09,DE,SME,BAND_1_LOW,0.1411,0.0927,0.024,0.0244,20.09,3197,9.53,0,0,20.35,10.88,91.84,0,nrg_pc_206,EUROSTAT_METH_V2,2025-11-24
2024-10,LV,HOUSEHOLD,BAND_4_VERY_HIGH,0.3088,0.1718,0.0901,0.0469,12.09,3958,13.55,1,1,4.08,0.82,11.78,0,nrg_pc_204,EUROSTAT_METH_V1,2025-11-03
