biz_dyn_reference_year,biz_dyn_firm_id_hash,biz_dyn_establishment_id_hash,biz_dyn_firm_age_years,biz_dyn_firm_size_employment_class,biz_dyn_industry_nic_6,biz_dyn_births_establishments_count,biz_dyn_deaths_establishments_count,biz_dyn_job_creation_births,biz_dyn_job_destruction_deaths,biz_dyn_expansion_jobs,biz_dyn_contraction_jobs,biz_dyn_turnover_rate_pct,biz_dyn_survival_rate_1yr,biz_dyn_survival_rate_5yr,biz_dyn_high_growth_firm_flag,biz_dyn_multi_state_operation_flag,biz_dyn_ownership_structure_code,biz_dyn_productivity_sales_per_worker,biz_dyn_confidentiality_suppression_flag
2018,470ef63089f7c5d0,a79a32c62a3dbf6a,8,250-499,249363,5,3,70,51,35,72,24.62,82.53,15.12,0,0,producer_company,893549.06,0
2013,2af9e9641c932a6a,bd14883311f91c77,47,500-999,974526,6,5,30,20,18,7,22.12,90.05,41.34,0,0,producer_company,897322.03,0
2022,a1be9356858519e3,5dd1269b1a704905,2,20-49,903880,10,3,170,51,54,36,8.75,92.72,38.27,0,0,pvt_ltd,227413.75,0
2025,8d79f3d08330fa48,94ee8978177c4fd1,20,5-9,153797,7,8,56,72,48,72,6.22,73.15,85.32,0,0,producer_company,726732.55,0
2019,4308082a15f9fbce,c803dddd0ee8d426,65,500-999,420807,3,5,12,70,50,30,5.58,79.31,38.73,0,0,producer_company,663049.62,0
2024,6161c35a2d714837,ded17ad8ccc6dfd5,53,100-249,747952,11,6,88,54,156,100,18.15,77.67,12.73,0,1,partnership,254719.53,0
2018,a0b4aa960d886fe8,f2b7733fdf239a01,26,5-9,919981,5,5,20,55,78,66,15.66,75.53,61.29,0,0,sole_prop,495980.84,0
2017,30e722c633c90123,f38d6d4f62356b8a,41,1000+,364244,7,1,70,15,25,39,16.33,66.66,28.63,0,0,producer_company,196076.9,0
2015,d0b2e79a29c8eea3,1da4ec50614adc02,73,20-49,925828,6,7,54,112,13,32,15.62,85.17,20.86,0,0,producer_company,1542912.71,0
2015,02179f8e01019bc7,384d687091854d23,48,10-19,649814,4,8,16,120,140,56,34.43,65.72,33.37,0,1,llp,596989.99,0
2015,cb81023c6335feb0,da19719f4ed135ac,48,100-249,881472,5,3,50,6,112,108,20.74,80.3,43.5,0,0,producer_company,1268572.45,0
2024,756f497e4b8a3fe0,e7f0a119f6fe42ba,28,500-999,349377,3,6,27,72,42,11,10.5,78.0,47.39,0,0,partnership,358410.98,0
2017,53a37c97ef2c3cb6,e3f80e756bfb659d,53,20-49,518528,6,3,30,12,36,24,10.99,78.73,60.78,0,0,opc,447983.86,0
2018,6a0b0d12051366d0,1ebc5bb5d93b4da3,49,5-9,780309,3,1,24,14,40,44,20.06,81.44,48.69,0,0,producer_company,1464937.55,1
2022,5ff525fe4315c6bc,dd9efad85487adcb,25,500-999,836900,11,5,121,65,112,63,6.91,78.19,56.29,0,1,sole_prop,641156.29,0
2017,84ac7a556d9a99f6,ede9d5a2055a2027,64,500-999,159075,7,6,56,24,20,18,24.38,73.74,49.59,0,0,llp,645409.69,0
2024,89ec7e3947c4d5b5,b4a3afeabecd3553,80,1000+,250652,8,8,40,40,30,48,11.4,88.0,52.1,0,1,government,1230686.3,0
2023,17ab97b820abe9b5,87dc0eadbf7c9ad5,34,500-999,203601,4,6,56,54,8,14,18.92,96.12,72.93,1,1,sole_prop,1412333.71,0
2011,24b72ea61ada5322,6d704508147305b8,36,1000+,710714,4,5,48,30,18,18,24.09,84.51,48.58,0,0,opc,579234.58,0
2017,65e6bbf33af9a04d,af648de4223be0cb,20,50-99,389933,7,3,21,42,52,55,19.14,90.39,56.31,0,0,sole_prop,325518.98,0
2022,a4a6ed905e09a634,4bc7b492ef527a05,11,250-499,200414,4,3,28,48,7,70,15.59,91.56,48.11,0,0,public_ltd,425120.96,0
2013,416d6e552253c240,87698831acadc4a0,41,1-4,760345,6,5,48,80,63,9,22.22,58.37,48.11,0,1,pvt_ltd,440548.18,0
2020,350f7b741e34e6cb,1a481cdfb49c352a,12,5-9,748130,6,4,54,8,77,24,18.53,64.85,42.55,0,0,sole_prop,114153.15,0
2014,945d1e6a0eba8fcb,eeba21df3d0ac5ed,12,250-499,218297,4,3,8,48,48,80,14.52,77.19,47.74,0,0,cooperative,764238.13,0
2022,4190387f4666d64c,007b17fc5090d347,18,5-9,670151,3,2,12,8,108,80,15.03,86.73,30.83,0,0,producer_company,1159083.41,0
2022,93165a3187a65915,53564904fbc51223,33,1-4,257304,4,6,44,12,140,28,9.08,90.55,15.35,0,0,partnership,401293.51,0
2016,d9706f21b2cf2dc8,62a88c4c9cf00563,3,500-999,319638,6,2,12,30,48,66,19.81,61.1,67.09,1,1,sole_prop,660046.99,0
2025,48977bd974f7c4dc,1a3803a303a4ff15,13,50-99,868661,8,2,64,6,40,16,19.16,72.79,24.52,0,0,government,785379.49,0
2025,0389073f0967b6c8,0e02d8fdd1eee628,64,10-19,778243,7,1,91,5,12,42,6.88,71.73,72.18,0,0,llp,778196.38,0
2025,d21d6e0eae2e6f6d,34078930e86d24b2,3,250-499,728961,6,8,24,40,154,30,29.2,72.14,64.84,1,0,cooperative,617344.49,0
2012,ce8a14c1198e2af6,71a3286740186c8b,8,250-499,163543,13,7,104,35,10,88,15.99,75.92,27.52,0,0,opc,303609.94,0
2019,29d29a37b61520ec,730fb2157ab40d87,10,250-499,485833,7,6,77,72,144,84,21.61,82.98,43.64,1,1,government,366598.13,0
2018,1a4cbaa91f0ddaba,da6142a0d6753d57,10,5-9,622771,5,1,55,8,40,176,19.17,92.64,41.94,0,0,producer_company,251293.34,0
2017,ea039a876ea62454,366bbdb75a69e7c0,7,10-19,631232,8,2,136,18,68,14,9.37,88.05,61.18,0,1,cooperative,350675.17,0
2013,6d1cec334435601f,13c3e11417761894,41,5-9,608339,4,1,56,8,196,30,27.5,74.78,54.58,0,0,llp,323216.04,0
2017,ac282bf933b804ad,3e1d75b846904fb1,45,1000+,790942,6,3,36,36,104,5,22.96,73.13,68.14,0,0,government,354654.16,0
2020,3dc2df1902f0467f,24bd70921f9949ee,10,1000+,744997,6,3,90,48,110,48,12.29,79.87,42.84,0,0,llp,2577438.48,0
2012,bfe66a867c853479,d524a42f5b15568b,28,20-49,701827,7,4,42,16,120,35,27.39,63.92,66.73,0,0,sole_prop,194194.39,0
2023,c7f9e6b0a0b3e68b,72abdc37824f9bbc,6,1-4,910436,6,3,96,21,10,24,8.37,70.2,63.67,1,0,public_ltd,1455061.03,0
2014,28e997db79507105,54fa5b64446e43f9,8,500-999,148284,11,6,77,72,121,18,12.54,90.2,46.33,0,1,producer_company,1067246.54,0
2015,17344dcd7b19496e,51994de3edcd11c2,24,250-499,227136,6,8,66,96,18,77,18.34,81.92,55.1,0,0,producer_company,607491.66,0
2019,82da384fd66a8334,f1579e1127e466b4,22,250-499,664012,5,2,80,28,11,32,13.56,81.63,46.03,1,0,pvt_ltd,459610.19,0
2015,14f6b25deb4b0d98,d75fbffa08e8a2a4,76,20-49,242730,5,5,40,25,80,35,9.83,69.18,48.15,0,1,opc,1476865.55,0
2018,bc2be704fba82f08,70c0b97588c5d9e7,18,100-249,574971,4,4,28,8,9,36,19.24,88.94,33.49,0,1,llp,374107.46,0
2015,4236932439f8508c,724883547b4fa81f,5,50-99,135971,5,7,40,91,24,81,20.76,80.52,72.35,0,0,pvt_ltd,553452.1,0
2013,342b437d074a21ca,eacee0c6e8d6159d,74,5-9,119622,3,3,18,9,88,10,16.01,86.42,49.94,0,0,sole_prop,531772.48,0
2011,31704ae3d3012713,bd81771b1e43e536,41,250-499,443662,7,3,105,6,16,10,25.31,79.91,23.26,0,1,sole_prop,213136.55,0
2024,48278d02a8903fdc,5db9e08e16443cde,72,20-49,714399,3,5,42,75,56,100,10.78,88.68,34.98,0,0,pvt_ltd,2125722.02,0
2017,c6197efb7492f6d4,0d04a3f47b476fe8,4,5-9,630039,4,5,36,25,91,77,13.28,71.39,32.93,0,0,partnership,2592103.46,1
2020,6a05a981fc773ea5,1c6b842abee96faa,67,1-4,600249,10,5,100,55,156,48,21.4,82.96,28.11,0,0,opc,453260.5,0
2010,39370e1c2175b71f,c273ca82b6eb0706,46,1-4,446900,2,3,10,24,60,56,27.28,100.0,64.29,0,0,pvt_ltd,287968.04,0
2015,9cf5bc76bf3f1f33,2d4a0d098f9daeaf,56,1-4,415103,7,4,112,68,56,117,27.1,76.8,37.08,0,0,government,279937.21,0
2019,0369f8a01fa92e1b,b59b5a15f515fa12,5,500-999,660482,9,2,144,16,77,55,24.15,80.02,39.99,0,0,pvt_ltd,194094.94,0
2018,5710bf3da2327257,a86e71b3c04fedfe,42,1000+,800614,11,8,77,64,66,77,14.47,85.11,52.66,0,0,pvt_ltd,433954.27,0
2024,d6afe12fb6994455,8aafe76ae9dcc656,71,1-4,981214,10,5,50,10,154,18,22.6,65.7,51.78,0,0,llp,816625.24,0
2012,1429c8ef79882c2a,aed6559e056c0df2,42,1000+,794615,3,4,51,68,32,30,20.39,83.88,50.54,0,0,public_ltd,4205338.37,0
2019,e2b48abeb72d2e7c,f36d235cd096f5e6,39,20-49,328301,7,4,84,32,75,9,23.74,100.0,26.37,1,0,cooperative,406749.17,0
2020,e36c1789a426b9ab,2f1594fe97b94643,6,100-249,626723,5,3,20,15,182,130,18.99,77.47,72.83,0,0,pvt_ltd,2274622.65,0
2023,822bcd3583017d83,670169118e9630b0,50,50-99,884267,4,2,68,14,20,36,8.86,80.65,19.31,0,0,llp,645163.02,0
2022,8356c33af56fd4c9,4aea935746019174,38,1000+,111110,4,2,32,20,15,56,17.25,71.31,66.77,0,0,pvt_ltd,679272.33,0
2024,17ec948b313b0d57,5fb83fbbec86a996,30,250-499,361102,5,4,20,20,108,99,24.89,88.28,36.45,1,0,public_ltd,269283.42,1
2011,7176808c668ef344,1f892e1198cfdf0f,66,50-99,744813,8,5,96,15,144,40,31.45,70.88,43.8,0,0,sole_prop,280756.31,0
2016,0f999f7a70352ad6,86f21b5e12410a99,52,1000+,255833,3,2,36,18,15,32,27.21,88.67,36.87,0,0,llp,316641.11,0
2025,802e7a79024661a9,bd4b574f945a7168,22,250-499,123936,3,2,18,22,24,72,24.22,85.75,38.54,0,1,producer_company,326922.8,0
2020,035c37f0c7dd5e84,0b6dd8d36d964aee,71,500-999,431748,7,7,28,56,80,40,19.51,84.92,40.38,0,1,sole_prop,456183.31,0
2016,4a24a4cbc98abae0,0907307492dbe60b,43,100-249,830044,10,3,150,30,20,22,11.22,79.55,62.35,0,0,government,1357414.23,0
2015,d4cbd316510ea62c,b3ff03406ffcb8d7,7,1000+,754066,3,7,21,63,44,56,17.12,87.18,54.83,0,0,cooperative,605628.21,0
2024,56071cce958d0f84,822f5d89381b4af0,64,250-499,426741,4,5,16,25,56,30,17.83,79.34,47.62,0,0,government,753923.29,0
2015,fc9f5971e76e4d24,9d99ac90aa25e763,69,10-19,849045,5,6,20,18,96,55,11.36,71.45,56.71,0,0,public_ltd,219709.88,0
2016,84b4652e725b6265,ecbc9641b04c4a4e,8,250-499,245639,7,6,70,90,70,15,22.08,80.11,50.39,0,0,llp,513710.8,0
2016,8e3e3d6289997ea9,0405160846cd5778,68,1000+,228390,6,4,90,48,30,50,34.37,71.75,40.96,0,1,opc,881324.94,0
2012,9267d87a6b3ab499,7f43a89b2cf59687,70,20-49,139130,14,0,84,0,132,20,20.37,84.44,62.63,0,0,pvt_ltd,426505.87,0
2014,357d1afcffb23cee,1e23d6d2d1f8acf1,24,50-99,158594,6,7,36,28,108,130,19.38,64.39,15.66,0,0,llp,422531.39,0
2012,1b300634f5006eb8,8a620c7ae55d737f,11,500-999,860943,6,5,102,45,98,44,24.0,90.38,65.59,0,0,sole_prop,796069.29,0
2010,64c6cb3d90a905e4,369e8c19743a97e9,18,1000+,858052,4,3,28,36,72,40,14.51,58.97,95.79,0,0,government,287348.69,1
2024,ca5d59fbd19a481f,f305005d51ed5c78,57,250-499,515500,4,5,48,25,5,77,18.48,78.27,83.29,1,0,producer_company,4642894.11,0
2024,d445a18388aa4f5b,a23069e42e004a25,33,1000+,544621,5,4,65,32,77,70,7.94,68.3,58.42,0,0,llp,753476.27,0
2011,466ae5d58f7eb8bc,492d6b1b94dc8f7c,35,250-499,576040,7,3,77,12,56,66,20.88,91.97,45.35,0,0,pvt_ltd,1515385.54,0
2022,b47f023f21338a33,64ff60265b8e80cf,12,50-99,388640,2,5,6,75,91,40,20.83,75.47,80.28,0,0,pvt_ltd,1180277.18,0
2017,bb116c103cc7ed36,5f4e3406b872dd14,40,100-249,941320,6,2,18,28,104,5,39.77,82.53,51.48,0,0,partnership,393026.09,0
2025,9de2b4dea496ed82,083038c75c4270ec,14,500-999,465049,6,3,90,27,42,18,0.0,74.56,61.11,0,0,cooperative,158980.91,0
2015,70d7b073bdbe5d12,e21dd2bc120f3031,20,5-9,694202,6,6,90,72,156,21,21.51,65.01,26.12,0,1,producer_company,716416.03,0
2015,3825a6e919005e0e,953ab81178d40be4,56,20-49,155301,6,7,72,84,110,52,0.08,67.48,44.05,0,0,sole_prop,1139790.14,0
2022,de0c9392f4f6d35a,e1ec726da0c63f15,4,50-99,445413,7,1,56,11,100,28,21.9,72.46,32.66,0,0,government,1019344.1,0
2016,7399dac60980c74b,e4362399e481c5eb,4,1-4,574517,5,2,70,6,30,6,24.19,78.9,44.46,0,0,partnership,406032.19,0
2020,9224fd7edbb8098c,8b257dd88b4a346d,74,20-49,148164,4,8,16,24,42,20,13.08,70.72,31.57,0,0,producer_company,1970192.17,0
2021,e858f1351bbb3ded,afa5c3092a0e1df7,4,20-49,928281,6,4,78,32,20,54,29.87,83.26,56.76,0,0,opc,346346.23,0
2021,4cc43346a8cbcd87,8d8dbfedc9d08078,80,20-49,650522,8,5,64,85,195,80,34.51,93.0,28.7,1,1,cooperative,448428.31,0
2019,55dfd41aacf608aa,6d25e8e18b47866a,57,50-99,695258,5,5,75,65,9,63,21.37,73.19,54.89,0,1,sole_prop,283908.35,0
2012,dff752cb8abbe4e5,96f7a7928089f288,2,20-49,984827,5,5,40,70,60,36,9.28,69.04,59.34,0,0,pvt_ltd,602985.2,0
2016,c2b1d201c14e1e42,7e99922ea3744b6a,54,5-9,460869,6,5,24,35,14,24,16.7,68.7,33.28,0,0,opc,414560.54,0
2025,35742186795dc592,3122b0f3f4efc648,36,20-49,324182,5,4,45,48,91,20,19.52,92.13,39.75,0,1,pvt_ltd,279312.0,0
2012,153c31abfd2312b0,2c44d12844467f36,15,250-499,249473,2,7,14,56,20,84,18.38,93.05,45.9,0,0,pvt_ltd,302649.71,0
2015,12c141cfa4044711,3368b3918afc74a2,62,1000+,670710,12,5,192,45,156,50,19.82,67.69,55.29,0,0,cooperative,621230.57,0
2017,fc766b22ede076be,5ca9ec9b35491838,70,50-99,305628,13,5,208,20,117,40,0.0,74.15,47.8,0,0,government,611117.58,0
2015,10f3c7dfa4fd481a,fe7a5866cc3a04da,48,500-999,782661,4,3,32,42,108,42,11.19,75.81,48.93,0,0,producer_company,1615986.65,0
2022,304e97438a633b3d,6c021d6572a64e98,78,100-249,466500,4,2,16,30,32,15,25.93,88.27,42.6,0,1,public_ltd,1282460.33,0
2022,432258604b537803,b641df67095057e1,16,50-99,164849,3,2,12,30,7,8,13.05,64.9,43.29,0,1,cooperative,327147.87,0
2019,61fc443c3a8114c4,09641297bfd7faa2,78,1000+,142732,5,8,65,120,28,120,31.09,69.88,45.56,0,1,opc,1149453.57,0
2016,727740f525684ea0,b47709db200f4c87,12,500-999,815290,6,5,66,80,110,30,22.38,64.13,54.23,0,0,partnership,455503.47,0
2018,cca18a1ba6e6aa3c,46695c1f01a4dadb,24,500-999,434118,6,3,42,39,169,121,28.97,90.18,30.86,0,0,cooperative,455319.3,1
2022,ffa4b208e8d44519,5771d51109c95cc8,37,20-49,553341,4,3,56,6,132,32,31.52,86.07,38.34,0,0,cooperative,840171.32,0
2020,21046d62fab302a5,c0f3dad8f4fe67f9,48,100-249,536718,2,9,4,27,90,11,9.3,68.39,26.42,0,0,government,375908.73,0
2025,b1903c8d1a5547bc,2b9605b5d90c6ef6,16,1-4,996629,9,5,126,80,247,88,5.81,65.86,31.92,0,0,pvt_ltd,770557.88,0
2022,c1007a108826d626,bb4c3e74f78ca2f3,25,10-19,382572,9,3,126,45,150,54,13.51,83.08,58.97,0,0,sole_prop,400031.14,0
2014,c7b638f00311b128,6c5b02f5cb8f3115,16,50-99,615499,1,3,6,30,48,54,15.03,80.93,39.67,0,0,producer_company,361188.69,0
2024,790e75e143da942a,54df75cf3fe2f4fe,8,250-499,523836,8,0,16,0,54,63,11.63,59.09,43.44,1,0,public_ltd,917086.09,0
2021,329bd82b3e46f48d,1b66826650cc9c39,67,10-19,693362,7,3,98,36,96,9,19.53,86.91,72.02,0,0,pvt_ltd,638807.15,0
2020,f8c3b270366dbe29,3ea63f783a296d69,12,100-249,254254,5,7,70,63,36,54,8.92,66.89,45.89,0,0,pvt_ltd,306811.51,0
2020,835374f3dc629d7d,37a221cd7a643970,35,250-499,911523,4,0,52,0,27,40,19.79,70.89,22.63,0,0,pvt_ltd,265346.78,0
2022,09635088e235ed7a,e5b06066f1d846ca,42,500-999,744759,7,6,21,54,55,36,37.9,77.63,40.5,0,0,producer_company,484690.4,0
2010,14d0b3c97d3b9a3a,b2e5efad6d08a2a7,24,100-249,357844,8,4,24,40,140,80,4.25,92.02,67.45,0,0,public_ltd,1419900.95,0
2017,cbf599cf0c4cff88,4d004d51da43b799,77,500-999,107166,10,4,40,64,63,100,15.45,75.39,56.96,1,0,opc,617426.52,0
2016,2fc584d09dc259fb,fc48c3083f242d74,24,500-999,121508,5,6,55,36,80,63,17.47,66.87,68.61,0,0,llp,1117848.84,0
2013,b808792e5e779f5d,a7dd2da489d8c003,36,100-249,848571,5,4,25,44,162,66,4.78,87.26,55.01,1,0,llp,3917368.29,0
2023,a75c53a6847b11c4,fc58c9cd24229b52,74,10-19,186611,5,4,10,68,56,24,29.2,74.04,55.39,0,0,producer_company,328497.41,0
2023,ab45c4b3ef6714f7,3c1120c67ceed2d7,69,500-999,583490,8,1,120,5,48,5,23.3,88.81,39.17,0,0,llp,353160.58,0
2012,fc31b32643d3b100,69cb980aa4845a40,77,1000+,924692,7,4,14,28,160,30,19.87,84.6,62.04,0,1,sole_prop,352528.65,0
2022,ecc055299a5b5413,bfd8974e50689031,53,1000+,115710,5,4,45,8,70,45,22.78,89.76,36.06,0,1,sole_prop,1789335.4,0
2013,f5b76188e8b433b8,ab0e005d1463d642,30,5-9,906569,6,4,18,24,88,15,11.08,75.17,53.34,0,0,sole_prop,1113845.57,0
2022,d47ec38fb6234d0e,b14f69cbf533758f,66,1-4,976171,4,5,64,80,102,48,9.26,74.18,40.86,0,0,government,283344.86,0
2019,bb2f3fbaa7fca8c4,90252d5b12c817e5,43,10-19,389658,6,1,18,13,30,40,28.08,81.18,71.5,0,0,pvt_ltd,628892.8,0
2016,a5ab46d054760dd1,c061996f5d8490dc,77,5-9,966263,6,2,30,26,156,99,16.45,92.36,61.44,0,0,llp,419950.53,0
2014,d02128b3b023a86d,636465b513a7dcfc,27,1-4,631373,4,7,64,112,24,80,33.66,67.7,43.52,0,0,pvt_ltd,353502.05,0
2013,66e77fccb4f5399c,c8ac54fe712f0e53,18,1000+,128165,2,7,22,63,10,72,12.29,82.72,44.1,0,0,opc,497772.98,0
2025,5787064b813e7b36,3c9e1474c60b8c7a,10,100-249,563748,8,2,112,14,18,70,23.54,72.65,69.13,0,0,sole_prop,510173.45,0
2023,1a141e202d7d9d17,d58bde662160c836,68,500-999,315184,7,2,28,12,33,27,18.4,72.12,33.75,0,0,opc,406597.94,0
2012,75c192804fc4bf7d,de6d82e9d2925df6,45,1-4,763030,5,2,40,16,54,120,20.01,80.92,31.61,0,0,sole_prop,100375.69,0
2010,3a4866ea641ee960,a9dd3a25ef3f458a,37,1000+,822969,9,4,99,40,48,72,33.12,68.32,65.3,0,0,producer_company,318619.36,0
2020,b14df6651228936f,feb21fe847b898b9,58,250-499,923873,7,3,77,9,36,96,19.96,99.77,60.24,0,0,sole_prop,144586.65,0
2012,ec618f70c9357b50,1471f03a2e975480,47,1-4,150942,8,3,120,27,14,63,10.82,74.59,60.41,0,0,producer_company,355140.75,1
2024,4913a09f466fe765,c4ccd71a5a4f4a08,38,50-99,154601,3,3,51,6,45,66,7.65,82.57,55.42,0,0,producer_company,77535.45,0
2017,1387c683fd72f0d5,689a0dbec6c7b4c2,43,50-99,323668,4,4,64,44,26,55,18.0,100.0,18.11,0,0,sole_prop,343232.65,0
2015,7b865a0b51b70c35,750c6fffae0b152c,24,1000+,295895,6,6,90,96,195,8,7.03,88.08,13.76,0,0,government,267770.42,0
2021,a79717187bbd0536,8813fa031764038b,42,10-19,838712,4,0,24,0,180,30,0.0,93.99,56.63,0,0,partnership,993948.54,0
2025,1c34156816a6bcf3,cad55b8cb625f477,0,5-9,384641,7,6,70,72,40,14,3.32,60.02,44.2,0,0,producer_company,413277.68,0
2015,da7a99777c2f9c39,d027a259f1f5fc58,70,10-19,694027,4,2,20,16,22,56,14.17,78.07,39.03,0,0,pvt_ltd,1275072.7,0
2014,c3ddba860292bdbb,f0d32603d241295b,10,20-49,329109,7,4,35,28,112,70,19.01,80.05,30.75,0,0,producer_company,439898.86,0
2015,618364501d364a75,623295539727348b,21,50-99,155362,4,6,52,36,72,90,19.02,90.7,50.47,0,1,cooperative,278662.85,0
2025,7b11669909389848,338caa21506bd8d8,32,50-99,618945,3,5,48,60,65,30,5.74,69.43,38.94,0,0,government,354942.2,0
2018,c7e38af797e3f422,37f0fc869c738dfd,16,5-9,830511,7,3,112,15,143,28,15.12,78.62,39.63,0,0,cooperative,1108950.05,0
2011,f5ad4a2ddc8c4a30,dd902f983dab5216,21,250-499,320933,6,1,24,16,162,66,20.11,83.06,47.13,0,0,opc,1580730.6,1
2019,ffeb6349d864df12,244033e0771f00d2,6,20-49,422645,7,4,119,64,20,63,3.41,81.2,39.48,0,0,pvt_ltd,1079244.86,1
2015,b8c6fbd7bae4ecd2,5cc2b82821e93f92,80,50-99,427865,6,4,102,68,108,50,23.4,75.79,71.69,0,1,partnership,597012.13,0
2022,338d0765f0f72a61,ed4632cee8ccd3ee,37,1-4,860080,10,5,40,65,18,40,11.79,68.07,14.55,0,0,partnership,936501.34,0
2016,8823caea842c27e2,4261c93132253588,1,250-499,376408,9,2,90,22,72,36,15.59,67.39,43.49,0,1,government,277539.25,0
2018,9a31461b1069dfa8,ec4fa48fe257bbb1,60,250-499,740566,7,5,56,70,90,32,18.37,65.86,49.45,0,0,producer_company,1107455.21,1
2025,b1ab345b5a7d6f7c,291b643cfe2681d8,8,500-999,407421,4,2,48,18,96,130,13.73,67.17,48.26,0,0,sole_prop,565058.42,0
2023,bd0077b860886677,c29e67669e82c65e,29,1-4,632349,5,3,80,45,18,77,18.78,75.62,60.22,0,0,llp,1165522.01,0
2018,25112977fecd7391,d29333a1907d5df1,26,5-9,791393,3,2,27,22,154,15,12.73,77.04,63.81,0,0,opc,404494.75,0
2025,6eebeb4ccb288cff,6113699d6c6b74ad,78,250-499,350736,7,2,49,10,150,70,22.64,84.3,23.07,0,0,cooperative,2007067.16,0
2017,aa6ff330c472f8ce,52c4c64abaff4166,11,5-9,767779,6,3,36,6,60,33,34.02,67.75,63.37,0,0,producer_company,422541.33,0
2018,10bc5a6d248f0ed1,7e63e27d0fbf30af,64,1-4,817223,8,4,72,60,84,18,10.84,76.95,63.56,1,0,pvt_ltd,391354.5,0
2025,9c51546023eca455,f8643aa7ebfa0d6d,20,20-49,311090,11,4,99,48,48,10,23.39,77.64,34.68,0,0,opc,437015.51,0
2022,e4213a3612d59e87,c47c119c117e7a76,1,50-99,514970,3,2,42,28,96,22,17.45,80.65,52.22,0,0,sole_prop,466676.46,1
2010,ae72dbcdb095f17e,179a9c86bf02931c,77,5-9,379903,5,3,85,36,64,30,16.16,90.05,14.32,0,0,public_ltd,399947.14,0
2012,bb35006dc3dfd0b0,e9915bc99cef1e31,0,1000+,202547,8,1,128,11,99,42,26.69,97.06,57.16,0,0,sole_prop,1055417.49,0
2012,12655745fae493e0,eaa67ad478e4d755,55,10-19,737231,4,5,68,50,50,27,14.51,64.67,40.77,0,0,cooperative,559417.83,1
2015,2f5175d766582932,a754afedc371c890,66,1-4,234273,5,5,45,25,48,30,12.06,70.7,26.36,1,0,pvt_ltd,402613.76,0
2013,043ca865daa43f8b,645b9a6430ce85f7,43,10-19,443642,8,5,16,55,84,70,7.92,88.36,48.54,0,0,government,488516.85,0
2020,2eaf04355f6229b5,c56f9ad32b680c50,8,5-9,857791,5,3,65,45,55,63,27.99,68.04,27.48,0,0,public_ltd,759993.53,0
2017,6f219ed9d476137f,233eb9e7867943b1,67,10-19,868601,8,2,56,10,117,54,16.17,76.41,33.01,0,0,pvt_ltd,580200.27,0
2011,2e2be6cc1c11c411,bdebe297573f8937,62,250-499,419770,6,3,72,9,88,20,19.96,81.28,37.77,0,1,producer_company,504966.49,0
2020,f535b4db94c710f6,d5aa37d054abbc28,16,100-249,882423,1,1,16,10,112,27,19.76,64.14,16.19,0,0,government,394888.41,0
2024,a4f2feb57abb7551,55c1b86d97300c5d,57,10-19,984004,6,5,54,50,120,16,19.28,84.82,45.59,0,0,partnership,438145.94,0
2023,a6aa046177d73f5c,6e194956e47436a0,20,1000+,313637,9,4,117,44,132,99,1.36,90.06,66.48,0,0,cooperative,817816.97,0
2011,995e96ea934a44c7,fff8ab96671adc06,71,1-4,934533,8,4,56,24,8,12,29.17,85.09,71.53,0,0,partnership,850240.18,0
2010,2c52f6afe8d4bd12,440641e826811445,1,250-499,982076,5,5,85,35,98,6,27.21,68.09,23.75,0,0,pvt_ltd,246157.87,0
2021,685683a30b6e119e,33f03a3dd4454bea,11,5-9,194134,8,6,64,66,130,54,30.07,65.81,51.93,0,0,cooperative,989655.94,0
2012,0fc4bf4a53702ad3,1bd69c62fb3fba39,49,250-499,439308,9,5,126,25,48,8,14.26,92.8,47.78,0,0,cooperative,446641.77,0
2019,70191cc1ea10c783,fc79e50d06da9eff,57,1-4,716172,5,3,20,27,210,8,14.0,72.74,34.12,1,0,public_ltd,1781697.85,0
2014,91d067c42afbfe53,9711de2728445adf,6,500-999,198643,2,5,34,35,24,30,20.33,90.99,42.18,0,0,opc,536574.06,0
2025,60ef94ed5390ce2b,b839aa05b95cbd65,18,20-49,266073,6,4,60,24,22,64,7.74,70.56,45.55,0,0,cooperative,408136.3,0
2018,086aaac4069174e4,51435598d7190442,10,1000+,847075,6,5,102,55,26,16,9.25,60.67,48.34,1,0,government,767440.06,0
2013,2ff6f17cac16b1aa,22272351c62b941d,30,250-499,524763,6,4,48,20,6,35,32.58,90.83,54.5,0,0,llp,535653.68,0
2022,132c0a6717bbbf76,cb0a0f69ce00ccb0,15,250-499,975009,8,5,40,70,80,27,12.7,84.09,32.32,0,0,partnership,271051.62,0
2024,758cbb36c096c293,6e48345f3c45b6c7,66,50-99,250165,3,3,48,48,16,88,27.5,100.0,31.9,0,0,pvt_ltd,758933.49,0
2014,a669df547bf46ef3,b26a0cdd49786452,21,5-9,554601,10,3,40,9,90,72,24.67,77.77,54.95,0,0,partnership,836382.03,0
2012,76ced101465f1a26,9cef2bf0dfe2bf36,29,50-99,877866,5,6,40,54,117,40,20.72,61.38,47.5,0,1,llp,794876.91,0
2020,068a410d7f109d02,1e4eb8753d82ef89,45,250-499,103829,2,3,22,48,88,7,27.34,74.22,35.78,0,0,llp,391808.12,0
2016,469715a605262489,0eca719d4fefbed6,66,250-499,992267,6,4,66,32,18,16,5.97,65.51,48.6,0,0,cooperative,1314270.88,0
