tech_price_pricing_snapshot_date,tech_price_plan_id,tech_price_provider_brand,tech_price_service_area_id,tech_price_monthly_price_usd,tech_price_promo_price_usd,tech_price_promo_duration_months,tech_price_equipment_fee_usd,tech_price_installation_fee_usd,tech_price_early_termination_fee_usd,tech_price_contract_length_months,tech_price_auto_pay_discount_usd,tech_price_bundling_discount_usd,tech_price_income_based_discount_flag,tech_price_low_income_eligibility_program,tech_price_price_per_mbps_metric,tech_price_hidden_fees_estimate_usd,tech_price_price_increase_notice_days,tech_price_complaint_rate_per_1k,tech_price_regulatory_filing_id
2023-11-24,PLAN0000001058,BRAND_A,AREA000001058,154.65,66.82,12,15.55,218.94,370.36,12,3.27,1.52,0,LIFELINE,0.2466,9.82,0,14.22,DOCKET0000001058
2023-11-25,PLAN0000001059,BRAND_C,AREA000001059,72.6,34.35,12,11.66,21.36,422.48,1,18.87,11.07,1,ACP,0.04,14.81,27,9.836,DOCKET0000001059
2023-11-26,PLAN0000001060,BRAND_D,AREA000001060,121.61,103.29,12,19.94,118.42,282.75,24,11.23,28.79,1,ACP,0.1579,6.8,77,33.977,DOCKET0000001060
2023-11-27,PLAN0000001061,BRAND_F,AREA000001061,74.71,42.12,12,4.22,6.92,365.23,12,18.16,6.25,0,LIFELINE,0.0439,13.83,16,10.351,DOCKET0000001061
2023-11-28,PLAN0000001062,BRAND_C,AREA000001062,175.6,131.54,0,20.42,49.07,279.4,12,9.83,20.91,1,ACP,0.0949,33.43,117,15.576,DOCKET0000001062
2023-11-29,PLAN0000001063,BRAND_A,AREA000001063,164.04,79.21,6,14.75,141.8,436.7,24,3.11,30.02,0,TRIBAL,0.1551,14.09,107,17.577,DOCKET0000001063
2023-11-30,PLAN0000001064,BRAND_A,AREA000001064,22.53,14.37,18,11.58,149.14,409.14,0,13.13,16.71,0,NONE,0.0179,13.59,61,13.556,DOCKET0000001064
2023-12-01,PLAN0000001065,BRAND_E,AREA000001065,44.84,24.96,12,17.03,107.55,9.11,36,12.16,30.28,0,NONE,0.2026,15.14,104,23.066,DOCKET0000001065
2023-12-02,PLAN0000001066,BRAND_D,AREA000001066,209.24,141.51,3,16.6,228.45,403.97,12,1.57,1.14,1,ACP,0.1357,28.49,13,13.22,DOCKET0000001066
2023-12-03,PLAN0000001067,BRAND_A,AREA000001067,95.49,74.0,12,16.87,71.14,185.26,12,9.78,0.28,0,NONE,0.0744,30.49,11,26.363,DOCKET0000001067
2023-12-04,PLAN0000001068,BRAND_E,AREA000001068,54.24,36.59,18,20.29,177.23,202.25,24,2.82,2.3,0,NONE,0.1233,12.73,19,14.041,DOCKET0000001068
2023-12-05,PLAN0000001069,BRAND_D,AREA000001069,163.41,111.5,3,11.92,191.28,423.8,36,10.65,19.48,0,NONE,0.0907,28.16,50,14.993,DOCKET0000001069
2023-12-06,PLAN0000001070,BRAND_A,AREA000001070,43.38,25.22,12,8.73,81.1,12.32,0,0.74,29.76,0,NONE,0.0254,28.95,120,0.847,DOCKET0000001070
2023-12-07,PLAN0000001071,BRAND_B,AREA000001071,43.94,14.73,24,3.37,60.58,340.35,12,17.01,34.94,0,LOCAL_VOUCHER,0.0231,15.99,10,16.833,DOCKET0000001071
2023-12-08,PLAN0000001072,BRAND_A,AREA000001072,195.3,92.06,12,22.34,117.09,59.21,12,10.89,0.78,1,ACP,0.1436,23.38,25,33.029,DOCKET0000001072
2023-12-09,PLAN0000001073,BRAND_C,AREA000001073,122.91,87.72,12,15.63,179.21,378.52,12,8.47,21.37,0,LOCAL_VOUCHER,0.1385,22.39,6,6.626,DOCKET0000001073
2023-12-10,PLAN0000001074,BRAND_D,AREA000001074,36.1,30.46,6,0.96,176.94,178.91,24,1.9,0.2,0,NONE,0.2655,29.37,6,3.293,DOCKET0000001074
2023-12-11,PLAN0000001075,BRAND_B,AREA000001075,75.59,58.75,12,23.18,46.21,363.55,24,11.33,23.75,0,NONE,0.0555,3.59,45,27.773,DOCKET0000001075
2023-12-12,PLAN0000001076,BRAND_F,AREA000001076,170.03,114.96,24,12.66,103.14,74.42,12,8.48,19.89,0,ACP,2.2096,34.54,53,0.612,DOCKET0000001076
2023-12-13,PLAN0000001077,BRAND_E,AREA000001077,26.82,22.96,18,14.87,204.37,199.06,0,12.59,33.03,0,LIFELINE,0.0362,33.42,32,2.763,DOCKET0000001077
2023-12-14,PLAN0000001078,BRAND_B,AREA000001078,154.38,66.94,0,20.51,125.88,304.16,12,9.83,2.47,0,NONE,0.103,7.77,68,0.338,DOCKET0000001078
2023-12-15,PLAN0000001079,BRAND_B,AREA000001079,124.55,114.85,0,9.65,71.24,164.43,12,10.87,7.91,0,TRIBAL,0.0952,26.88,52,18.805,DOCKET0000001079
2023-12-16,PLAN0000001080,BRAND_A,AREA000001080,184.0,71.74,9,12.85,197.47,215.14,24,17.37,3.39,1,ACP,0.1709,31.42,56,2.267,DOCKET0000001080
2023-12-17,PLAN0000001081,BRAND_A,AREA000001081,48.11,39.36,6,23.35,174.53,292.49,36,6.45,0.91,0,TRIBAL,0.0965,26.29,97,7.301,DOCKET0000001081
2023-12-18,PLAN0000001082,BRAND_E,AREA000001082,50.57,46.96,0,6.09,54.07,38.93,36,6.5,10.45,0,ACP,0.0533,10.82,56,8.835,DOCKET0000001082
2023-12-19,PLAN0000001083,BRAND_A,AREA000001083,100.06,82.1,0,17.47,40.75,379.64,12,15.99,31.82,0,TRIBAL,0.0706,6.38,78,22.077,DOCKET0000001083
2023-12-20,PLAN0000001084,BRAND_D,AREA000001084,53.05,20.34,12,16.86,212.36,332.07,1,12.81,24.91,0,NONE,0.1073,26.72,52,15.049,DOCKET0000001084
2023-12-21,PLAN0000001085,BRAND_A,AREA000001085,44.22,33.81,3,23.38,82.82,22.89,24,9.47,2.07,1,LOCAL_VOUCHER,0.0545,13.68,27,29.549,DOCKET0000001085
2023-12-22,PLAN0000001086,BRAND_F,AREA000001086,153.7,108.33,12,20.82,226.94,311.63,12,0.02,18.05,1,LIFELINE,0.0988,29.47,34,28.271,DOCKET0000001086
2023-12-23,PLAN0000001087,BRAND_F,AREA000001087,143.9,135.53,12,4.97,127.43,359.4,12,19.7,28.56,0,NONE,0.0913,21.15,101,19.882,DOCKET0000001087
2023-12-24,PLAN0000001088,BRAND_C,AREA000001088,77.29,34.12,0,2.99,7.83,228.61,24,7.27,30.89,1,NONE,0.0687,23.23,71,22.745,DOCKET0000001088
2023-12-25,PLAN0000001089,BRAND_A,AREA000001089,173.73,72.16,18,13.17,213.9,279.29,0,8.06,29.04,1,LIFELINE,0.1189,34.79,74,16.526,DOCKET0000001089
2023-12-26,PLAN0000001090,BRAND_C,AREA000001090,177.96,87.56,24,23.69,240.58,58.28,12,19.99,29.83,1,LOCAL_VOUCHER,0.1532,3.78,10,14.579,DOCKET0000001090
2023-12-27,PLAN0000001091,BRAND_E,AREA000001091,50.05,27.41,6,12.17,111.06,375.15,12,6.47,27.98,0,NONE,0.0396,13.77,36,9.619,DOCKET0000001091
2023-12-28,PLAN0000001092,BRAND_E,AREA000001092,74.09,53.69,24,17.42,140.06,296.85,12,17.93,34.3,1,NONE,0.0808,15.86,5,28.952,DOCKET0000001092
2023-12-29,PLAN0000001093,BRAND_D,AREA000001093,42.62,15.32,18,16.37,65.96,34.38,12,2.19,34.99,0,ACP,0.0231,9.14,111,20.262,DOCKET0000001093
2023-12-30,PLAN0000001094,BRAND_E,AREA000001094,48.25,30.09,9,2.84,60.38,36.5,0,6.11,24.62,0,NONE,0.104,15.09,48,14.441,DOCKET0000001094
2023-12-31,PLAN0000001095,BRAND_A,AREA000001095,121.43,40.05,24,14.29,37.08,360.71,24,19.89,9.9,0,NONE,0.1013,10.6,6,18.915,DOCKET0000001095
2024-01-01,PLAN0000001096,BRAND_A,AREA000001096,47.13,24.87,3,5.05,135.23,263.12,24,15.2,17.4,0,LOCAL_VOUCHER,0.1914,8.84,81,15.271,DOCKET0000001096
2024-01-02,PLAN0000001097,BRAND_A,AREA000001097,165.65,147.7,9,22.24,225.67,244.74,24,17.72,8.77,0,ACP,0.2153,26.16,27,27.037,DOCKET0000001097
2024-01-03,PLAN0000001098,BRAND_D,AREA000001098,201.77,187.45,18,9.11,237.04,394.14,24,1.98,17.59,0,TRIBAL,0.1113,7.35,65,20.634,DOCKET0000001098
2024-01-04,PLAN0000001099,BRAND_E,AREA000001099,147.2,64.57,18,5.02,174.84,86.12,24,3.01,29.08,1,LOCAL_VOUCHER,0.0846,16.47,75,15.18,DOCKET0000001099
2024-01-05,PLAN0000001100,BRAND_C,AREA000001100,187.72,61.43,18,15.35,158.0,47.96,12,17.03,29.65,0,NONE,0.0939,32.39,32,21.66,DOCKET0000001100
2024-01-06,PLAN0000001101,BRAND_A,AREA000001101,98.18,43.84,9,21.0,135.64,378.98,1,19.47,28.99,0,LOCAL_VOUCHER,0.199,17.09,57,3.513,DOCKET0000001101
2024-01-07,PLAN0000001102,BRAND_C,AREA000001102,187.49,157.0,12,18.42,236.28,193.3,24,10.92,29.16,0,NONE,0.1893,10.14,110,27.067,DOCKET0000001102
2024-01-08,PLAN0000001103,BRAND_B,AREA000001103,74.99,44.51,0,0.92,113.71,21.57,24,1.9,10.21,1,NONE,0.0568,8.74,34,7.509,DOCKET0000001103
2024-01-09,PLAN0000001104,BRAND_A,AREA000001104,118.98,46.22,6,4.91,35.96,218.65,12,19.35,19.13,1,LOCAL_VOUCHER,0.0595,4.29,117,30.096,DOCKET0000001104
2024-01-10,PLAN0000001105,BRAND_D,AREA000001105,100.24,52.8,3,10.46,24.99,77.24,12,7.11,4.92,0,ACP,0.1157,8.78,24,22.566,DOCKET0000001105
2024-01-11,PLAN0000001106,BRAND_A,AREA000001106,66.26,49.82,6,17.46,237.02,312.72,24,13.14,30.93,1,LOCAL_VOUCHER,0.0542,5.11,91,0.714,DOCKET0000001106
2024-01-12,PLAN0000001107,BRAND_F,AREA000001107,80.26,41.07,3,3.53,177.77,225.84,24,16.02,0.89,0,NONE,0.1138,5.67,94,4.487,DOCKET0000001107
2024-01-13,PLAN0000001108,BRAND_C,AREA000001108,115.15,48.6,18,19.0,38.19,41.19,12,9.73,23.01,0,NONE,0.1152,16.81,33,34.672,DOCKET0000001108
2024-01-14,PLAN0000001109,BRAND_B,AREA000001109,143.17,127.75,12,19.52,230.92,123.51,1,8.86,19.72,0,ACP,0.0942,14.56,31,15.132,DOCKET0000001109
2024-01-15,PLAN0000001110,BRAND_A,AREA000001110,133.48,78.85,12,4.11,52.9,392.29,36,19.04,34.64,0,ACP,0.4813,27.35,46,13.989,DOCKET0000001110
2024-01-16,PLAN0000001111,BRAND_A,AREA000001111,72.35,26.17,9,22.79,172.41,396.37,12,13.28,20.42,0,TRIBAL,0.1187,18.17,106,4.585,DOCKET0000001111
2024-01-17,PLAN0000001112,BRAND_A,AREA000001112,161.08,89.98,3,0.51,51.3,48.64,12,6.57,30.69,0,LIFELINE,0.2222,12.89,57,24.964,DOCKET0000001112
2024-01-18,PLAN0000001113,BRAND_E,AREA000001113,41.04,25.83,9,15.28,12.76,150.02,12,12.39,33.9,1,LOCAL_VOUCHER,0.0558,27.01,91,28.473,DOCKET0000001113
2024-01-19,PLAN0000001114,BRAND_D,AREA000001114,170.47,98.96,9,0.24,81.48,441.36,24,2.54,15.07,0,NONE,0.0998,20.03,109,1.008,DOCKET0000001114
2024-01-20,PLAN0000001115,BRAND_D,AREA000001115,90.11,59.65,0,19.72,161.42,266.7,24,7.78,31.84,0,NONE,0.2777,27.34,103,0.723,DOCKET0000001115
2024-01-21,PLAN0000001116,BRAND_C,AREA000001116,159.1,52.56,12,14.23,174.13,367.24,24,1.64,15.79,0,NONE,0.2991,21.99,89,25.072,DOCKET0000001116
2024-01-22,PLAN0000001117,BRAND_B,AREA000001117,49.74,29.63,24,2.93,136.17,412.35,12,8.27,7.06,1,LIFELINE,0.0346,25.83,116,3.881,DOCKET0000001117
2024-01-23,PLAN0000001118,BRAND_A,AREA000001118,89.08,75.58,3,16.71,78.67,300.86,12,15.63,6.05,0,ACP,0.1516,0.89,111,23.216,DOCKET0000001118
2024-01-24,PLAN0000001119,BRAND_E,AREA000001119,42.88,15.32,18,15.42,149.31,439.66,12,10.22,10.34,0,TRIBAL,0.1848,26.33,39,30.863,DOCKET0000001119
2024-01-25,PLAN0000001120,BRAND_C,AREA000001120,81.71,50.81,0,17.71,60.23,249.48,12,2.58,3.14,0,LOCAL_VOUCHER,0.0451,8.49,72,15.15,DOCKET0000001120
2024-01-26,PLAN0000001121,BRAND_A,AREA000001121,47.47,40.52,0,16.79,226.8,436.28,12,9.58,26.1,0,ACP,0.0258,24.09,38,11.961,DOCKET0000001121
2024-01-27,PLAN0000001122,BRAND_F,AREA000001122,124.88,94.44,12,7.39,66.12,264.27,24,7.84,5.11,0,LIFELINE,0.0838,25.34,51,23.659,DOCKET0000001122
2024-01-28,PLAN0000001123,BRAND_B,AREA000001123,28.12,19.5,0,13.06,184.08,58.18,24,12.76,8.54,1,ACP,0.0158,11.03,99,19.196,DOCKET0000001123
2024-01-29,PLAN0000001124,BRAND_D,AREA000001124,75.55,63.99,12,1.36,179.32,224.54,12,0.07,21.62,1,NONE,0.0708,23.03,46,26.682,DOCKET0000001124
2024-01-30,PLAN0000001125,BRAND_F,AREA000001125,138.51,127.8,0,21.69,118.2,266.3,36,9.24,18.69,0,NONE,0.1445,25.24,9,24.831,DOCKET0000001125
2024-01-31,PLAN0000001126,BRAND_D,AREA000001126,120.39,79.74,0,21.45,123.06,266.7,24,7.8,1.69,0,NONE,0.1662,0.58,96,19.894,DOCKET0000001126
2024-02-01,PLAN0000001127,BRAND_A,AREA000001127,177.12,94.2,0,5.05,180.28,316.99,12,0.7,5.65,1,ACP,0.1139,25.92,77,2.298,DOCKET0000001127
2024-02-02,PLAN0000001128,BRAND_B,AREA000001128,147.51,98.07,0,18.05,223.2,149.22,24,0.33,0.24,1,LOCAL_VOUCHER,0.0976,7.97,111,26.513,DOCKET0000001128
2024-02-03,PLAN0000001129,BRAND_C,AREA000001129,191.89,180.88,12,13.38,208.88,312.95,24,15.13,22.26,0,NONE,0.098,28.65,77,29.068,DOCKET0000001129
2024-02-04,PLAN0000001130,BRAND_A,AREA000001130,105.1,65.93,0,20.65,115.06,442.64,24,15.37,25.91,1,LOCAL_VOUCHER,0.2106,21.05,61,13.604,DOCKET0000001130
2024-02-05,PLAN0000001131,BRAND_A,AREA000001131,150.1,105.1,12,6.53,237.8,248.56,0,10.62,20.81,1,LOCAL_VOUCHER,0.0867,33.12,119,14.429,DOCKET0000001131
2024-02-06,PLAN0000001132,BRAND_D,AREA000001132,35.09,31.59,12,11.1,124.43,162.8,24,2.58,33.14,1,ACP,0.0506,26.23,115,22.228,DOCKET0000001132
2024-02-07,PLAN0000001133,BRAND_D,AREA000001133,108.04,95.39,12,19.43,12.47,366.06,12,13.11,27.63,0,NONE,0.7061,5.44,32,2.63,DOCKET0000001133
2024-02-08,PLAN0000001134,BRAND_F,AREA000001134,82.03,50.74,3,8.35,1.2,284.98,12,19.26,12.72,0,NONE,0.0454,15.41,33,24.745,DOCKET0000001134
2024-02-09,PLAN0000001135,BRAND_F,AREA000001135,141.63,70.55,24,14.36,56.37,15.73,12,10.47,9.16,1,NONE,0.1106,5.34,114,8.945,DOCKET0000001135
2024-02-10,PLAN0000001136,BRAND_A,AREA000001136,171.38,91.19,12,21.16,214.99,99.74,36,9.55,7.22,0,NONE,0.0897,5.85,16,0.159,DOCKET0000001136
2024-02-11,PLAN0000001137,BRAND_B,AREA000001137,188.06,61.44,0,20.06,101.7,338.06,12,3.2,20.56,1,LIFELINE,0.1212,13.18,4,16.819,DOCKET0000001137
2024-02-12,PLAN0000001138,BRAND_E,AREA000001138,177.48,161.0,6,6.93,33.18,297.91,12,12.72,11.74,0,NONE,0.1213,21.55,24,4.996,DOCKET0000001138
2024-02-13,PLAN0000001139,BRAND_D,AREA000001139,139.88,75.61,9,9.35,246.46,160.95,12,0.53,12.25,1,LIFELINE,0.1687,6.85,54,7.418,DOCKET0000001139
2024-02-14,PLAN0000001140,BRAND_A,AREA000001140,160.09,111.47,6,8.28,0.32,348.35,24,11.56,9.9,0,NONE,0.3845,9.5,97,11.048,DOCKET0000001140
2024-02-15,PLAN0000001141,BRAND_B,AREA000001141,195.77,133.45,12,8.19,177.35,412.52,36,17.43,1.7,0,LIFELINE,0.3462,15.21,37,21.899,DOCKET0000001141
2024-02-16,PLAN0000001142,BRAND_A,AREA000001142,64.39,52.87,12,8.29,214.97,112.88,1,3.27,32.78,0,NONE,0.0984,29.26,84,8.332,DOCKET0000001142
2024-02-17,PLAN0000001143,BRAND_F,AREA000001143,115.59,43.22,0,4.89,64.73,285.44,12,14.68,17.65,0,LIFELINE,0.1733,26.21,80,23.199,DOCKET0000001143
2024-02-18,PLAN0000001144,BRAND_F,AREA000001144,54.52,39.54,24,6.74,196.46,108.04,12,10.22,10.52,1,TRIBAL,0.0287,21.24,53,3.126,DOCKET0000001144
2024-02-19,PLAN0000001145,BRAND_A,AREA000001145,205.27,72.65,18,0.71,236.81,221.71,24,11.65,2.13,0,NONE,0.2205,29.47,23,8.823,DOCKET0000001145
2024-02-20,PLAN0000001146,BRAND_C,AREA000001146,176.99,121.9,9,17.8,9.77,392.68,24,19.5,7.34,0,ACP,0.3577,12.88,34,5.287,DOCKET0000001146
2024-02-21,PLAN0000001147,BRAND_E,AREA000001147,33.95,15.91,18,19.73,97.01,354.52,12,19.07,25.27,0,NONE,0.5793,26.57,69,30.041,DOCKET0000001147
2024-02-22,PLAN0000001148,BRAND_E,AREA000001148,115.9,43.68,6,13.23,202.02,61.3,12,19.46,17.55,1,LOCAL_VOUCHER,0.0613,22.15,10,19.083,DOCKET0000001148
2024-02-23,PLAN0000001149,BRAND_A,AREA000001149,124.35,53.29,12,11.45,208.25,56.72,12,7.19,11.9,1,LOCAL_VOUCHER,0.1608,1.69,40,11.122,DOCKET0000001149
2024-02-24,PLAN0000001150,BRAND_C,AREA000001150,192.93,158.05,24,9.77,209.31,27.22,24,6.22,18.48,1,ACP,0.2453,6.18,45,16.552,DOCKET0000001150
2024-02-25,PLAN0000001151,BRAND_C,AREA000001151,96.58,86.27,3,13.28,38.09,328.03,12,14.77,15.47,1,NONE,0.074,32.09,39,5.861,DOCKET0000001151
2024-02-26,PLAN0000001152,BRAND_C,AREA000001152,57.07,25.86,12,13.17,159.33,122.55,24,19.52,18.0,0,TRIBAL,0.0325,31.53,117,32.479,DOCKET0000001152
2024-02-27,PLAN0000001153,BRAND_B,AREA000001153,219.22,163.4,12,20.36,106.34,37.29,12,19.62,15.36,0,LIFELINE,0.1799,14.31,107,7.155,DOCKET0000001153
2024-02-28,PLAN0000001154,BRAND_B,AREA000001154,97.47,50.38,0,12.25,51.16,224.37,12,17.72,8.86,0,TRIBAL,0.065,14.69,17,14.671,DOCKET0000001154
2024-02-29,PLAN0000001155,BRAND_D,AREA000001155,51.13,31.3,6,19.52,194.72,435.94,0,18.3,8.52,0,ACP,0.1228,21.97,32,14.204,DOCKET0000001155
2024-03-01,PLAN0000001156,BRAND_E,AREA000001156,70.49,36.54,0,6.64,242.45,420.23,24,17.64,3.02,0,NONE,0.0414,15.02,14,23.162,DOCKET0000001156
2024-03-02,PLAN0000001157,BRAND_A,AREA000001157,57.41,28.12,3,7.71,234.93,189.67,24,1.77,3.98,1,NONE,0.0431,18.67,106,7.099,DOCKET0000001157
2024-03-03,PLAN0000001158,BRAND_D,AREA000001158,44.1,19.7,6,16.99,185.99,334.4,1,9.51,32.04,0,ACP,0.1544,9.02,74,9.54,DOCKET0000001158
2024-03-04,PLAN0000001159,BRAND_B,AREA000001159,213.58,91.18,9,19.51,23.3,95.87,12,14.26,8.25,0,NONE,0.9628,24.12,103,21.041,DOCKET0000001159
2024-03-05,PLAN0000001160,BRAND_B,AREA000001160,64.5,46.7,3,7.72,19.99,446.28,24,18.62,8.93,0,NONE,0.0445,3.41,29,8.549,DOCKET0000001160
2024-03-06,PLAN0000001161,BRAND_F,AREA000001161,92.79,33.33,0,8.39,79.52,233.42,12,13.98,30.52,1,LOCAL_VOUCHER,0.1106,14.82,83,28.65,DOCKET0000001161
2024-03-07,PLAN0000001162,BRAND_D,AREA000001162,88.7,34.01,12,10.24,8.39,100.78,12,10.28,21.11,0,TRIBAL,0.0633,10.19,71,12.543,DOCKET0000001162
2024-03-08,PLAN0000001163,BRAND_F,AREA000001163,137.36,63.27,3,16.59,227.24,8.36,12,5.46,6.59,0,ACP,0.1901,0.54,111,30.469,DOCKET0000001163
2024-03-09,PLAN0000001164,BRAND_B,AREA000001164,128.65,112.79,24,13.58,33.44,245.4,24,10.73,31.97,0,NONE,0.087,17.53,28,8.834,DOCKET0000001164
2024-03-10,PLAN0000001165,BRAND_B,AREA000001165,36.41,23.31,9,0.9,108.1,359.46,12,13.05,31.62,0,NONE,0.1099,13.36,24,31.951,DOCKET0000001165
2024-03-11,PLAN0000001166,BRAND_C,AREA000001166,88.88,28.0,9,8.2,219.63,56.45,12,13.72,28.52,0,LOCAL_VOUCHER,0.0572,23.02,39,21.983,DOCKET0000001166
2024-03-12,PLAN0000001167,BRAND_D,AREA000001167,139.36,100.72,9,10.77,57.43,224.23,12,7.55,7.03,0,ACP,0.1239,1.71,91,11.423,DOCKET0000001167
2024-03-13,PLAN0000001168,BRAND_C,AREA000001168,95.45,28.72,0,19.26,223.9,417.86,12,0.41,8.13,1,ACP,0.0496,2.61,72,4.48,DOCKET0000001168
2024-03-14,PLAN0000001169,BRAND_A,AREA000001169,172.47,66.84,12,23.03,21.74,385.26,12,3.38,25.91,0,NONE,0.183,20.31,92,21.682,DOCKET0000001169
2024-03-15,PLAN0000001170,BRAND_E,AREA000001170,24.68,23.18,6,16.05,126.22,434.85,12,19.81,0.15,0,ACP,0.0143,19.26,94,4.461,DOCKET0000001170
2024-03-16,PLAN0000001171,BRAND_A,AREA000001171,35.96,32.98,3,17.85,225.88,200.78,12,18.13,31.21,1,TRIBAL,0.0941,32.27,72,16.365,DOCKET0000001171
2024-03-17,PLAN0000001172,BRAND_E,AREA000001172,158.19,140.49,0,13.53,199.33,336.7,24,17.26,22.58,0,LOCAL_VOUCHER,0.2163,3.41,50,0.786,DOCKET0000001172
2024-03-18,PLAN0000001173,BRAND_F,AREA000001173,122.96,90.87,18,12.31,86.04,280.14,36,11.4,24.25,0,NONE,0.1238,28.74,29,24.478,DOCKET0000001173
2024-03-19,PLAN0000001174,BRAND_F,AREA000001174,94.77,73.95,0,21.35,166.41,358.12,24,2.69,6.11,0,LOCAL_VOUCHER,0.0533,15.5,86,23.938,DOCKET0000001174
2024-03-20,PLAN0000001175,BRAND_B,AREA000001175,69.28,30.12,6,23.73,188.18,437.48,12,15.04,29.91,1,NONE,0.0717,34.77,61,16.295,DOCKET0000001175
2024-03-21,PLAN0000001176,BRAND_A,AREA000001176,58.03,48.24,24,11.6,104.67,55.55,1,18.25,2.04,0,TRIBAL,0.1435,4.57,12,14.355,DOCKET0000001176
2024-03-22,PLAN0000001177,BRAND_A,AREA000001177,213.81,178.64,18,12.06,162.66,204.42,12,3.76,6.47,0,TRIBAL,0.3042,1.22,31,29.548,DOCKET0000001177
2024-03-23,PLAN0000001178,BRAND_E,AREA000001178,79.5,24.56,6,4.51,52.36,35.11,12,15.56,14.37,0,NONE,0.0707,30.88,78,16.313,DOCKET0000001178
2024-03-24,PLAN0000001179,BRAND_F,AREA000001179,156.1,128.57,0,9.55,100.22,10.96,12,16.11,18.78,0,NONE,0.1189,6.71,56,27.781,DOCKET0000001179
2024-03-25,PLAN0000001180,BRAND_A,AREA000001180,85.8,28.44,6,4.6,208.09,278.78,36,5.04,22.61,0,TRIBAL,0.0756,21.74,64,28.229,DOCKET0000001180
2024-03-26,PLAN0000001181,BRAND_A,AREA000001181,71.79,56.26,12,0.15,77.73,250.21,12,4.94,25.26,0,LIFELINE,0.1871,19.5,112,16.792,DOCKET0000001181
2024-03-27,PLAN0000001182,BRAND_F,AREA000001182,20.84,18.6,3,18.4,213.03,301.33,12,6.14,10.5,0,TRIBAL,0.0134,7.31,97,19.747,DOCKET0000001182
2024-03-28,PLAN0000001183,BRAND_A,AREA000001183,214.34,167.67,12,14.43,163.29,198.46,24,2.38,1.67,0,LIFELINE,0.3426,29.42,106,25.019,DOCKET0000001183
2024-03-29,PLAN0000001184,BRAND_A,AREA000001184,105.66,65.75,9,23.88,96.97,348.52,24,7.49,31.42,0,ACP,0.199,20.06,95,21.668,DOCKET0000001184
2024-03-30,PLAN0000001185,BRAND_A,AREA000001185,207.97,71.83,0,14.59,63.63,274.02,12,11.98,28.9,0,NONE,0.2564,32.15,73,28.578,DOCKET0000001185
2024-03-31,PLAN0000001186,BRAND_A,AREA000001186,100.12,58.73,6,23.86,182.65,104.28,36,17.44,17.02,0,NONE,0.2482,10.89,20,30.669,DOCKET0000001186
2024-04-01,PLAN0000001187,BRAND_E,AREA000001187,112.12,100.27,9,9.86,195.35,250.72,12,8.95,17.69,1,NONE,0.102,3.6,3,12.423,DOCKET0000001187
2024-04-02,PLAN0000001188,BRAND_D,AREA000001188,144.48,123.25,18,15.32,173.66,293.99,12,1.67,15.35,0,NONE,0.0926,2.86,88,4.271,DOCKET0000001188
2024-04-03,PLAN0000001189,BRAND_C,AREA000001189,145.78,82.92,9,17.82,94.57,254.57,24,10.17,21.74,1,NONE,0.3633,6.79,5,29.028,DOCKET0000001189
2024-04-04,PLAN0000001190,BRAND_B,AREA000001190,144.31,92.17,0,11.73,87.6,316.65,24,3.79,17.41,0,LIFELINE,0.114,0.53,35,22.554,DOCKET0000001190
2024-04-05,PLAN0000001191,BRAND_C,AREA000001191,32.14,20.83,12,17.14,20.09,156.12,12,9.42,32.18,0,LOCAL_VOUCHER,0.0613,13.82,5,31.442,DOCKET0000001191
2024-04-06,PLAN0000001192,BRAND_B,AREA000001192,163.36,115.43,12,23.71,112.05,331.61,24,1.5,23.04,0,ACP,1.0959,11.21,80,24.059,DOCKET0000001192
2024-04-07,PLAN0000001193,BRAND_E,AREA000001193,196.92,142.19,0,22.08,45.21,396.7,12,1.51,10.8,1,LIFELINE,0.1268,33.4,113,17.21,DOCKET0000001193
2024-04-08,PLAN0000001194,BRAND_E,AREA000001194,158.66,150.39,18,6.96,118.24,269.9,12,15.16,3.89,1,ACP,0.095,26.34,89,7.144,DOCKET0000001194
2024-04-09,PLAN0000001195,BRAND_D,AREA000001195,188.21,101.71,6,22.59,243.61,50.14,36,11.09,29.56,1,ACP,0.4235,5.12,33,7.838,DOCKET0000001195
2024-04-10,PLAN0000001196,BRAND_A,AREA000001196,100.78,67.51,12,1.82,157.08,400.01,12,11.03,28.29,0,NONE,0.3988,6.34,14,11.395,DOCKET0000001196
2024-04-11,PLAN0000001197,BRAND_B,AREA000001197,198.83,69.71,12,4.41,32.79,62.85,24,15.43,29.75,1,NONE,0.1752,29.11,93,15.32,DOCKET0000001197
2024-04-12,PLAN0000001198,BRAND_C,AREA000001198,156.62,115.71,3,15.08,37.9,156.67,24,19.49,15.17,0,LOCAL_VOUCHER,0.0921,10.51,52,3.072,DOCKET0000001198
2024-04-13,PLAN0000001199,BRAND_C,AREA000001199,137.53,69.18,6,22.38,165.72,71.1,24,19.48,26.48,0,NONE,0.0876,0.7,76,29.104,DOCKET0000001199
2024-04-14,PLAN0000001200,BRAND_D,AREA000001200,46.82,35.86,6,20.41,204.99,360.07,12,12.45,6.59,1,ACP,0.1279,1.36,14,5.945,DOCKET0000001200
2024-04-15,PLAN0000001201,BRAND_E,AREA000001201,98.03,29.81,6,22.89,120.32,299.39,12,14.19,3.77,0,NONE,0.1748,30.67,39,28.941,DOCKET0000001201
