env_hazard_event_start_date,env_hazard_event_end_date,env_hazard_hazard_type_code,env_hazard_fema_disaster_number,env_hazard_impact_area_polygon_id,env_hazard_fatalities_direct,env_hazard_fatalities_indirect,env_hazard_injuries_reported,env_hazard_property_damage_usd,env_hazard_crop_damage_usd,env_hazard_insured_loss_usd,env_hazard_evacuation_order_flag,env_hazard_power_outage_customers_peak,env_hazard_shelter_population_peak,env_hazard_flood_depth_max_ft,env_hazard_wind_gust_max_mph,env_hazard_drought_severity_index,env_hazard_heat_index_max_f,env_hazard_snowfall_total_in,env_hazard_event_narrative_code
2009-01-22,2009-01-24,LANDSLIDE,9826,POLY000001104,0,0,1155,7618370805.27,2873799994.6,3446782534.28,0,6732610,212683,22.98,78.1,-0.298,64.7,32.87,NARR_C
2009-01-25,2009-02-01,WINTER_STORM,8429,POLY000001105,0,0,788,8239472994.4,2427222998.88,5792282279.65,1,1417094,59200,18.78,18.4,3.401,59.6,15.2,NARR_F
2009-01-28,2009-02-01,TORNADO,4446,POLY000001106,0,0,704,3839914688.01,854479323.58,2076560136.48,0,1210614,186465,7.53,159.4,1.364,69.4,3.17,NARR_F
2009-01-31,2009-02-02,TORNADO,1145,POLY000001107,0,0,480,10522444084.72,2575240537.62,3447073432.93,0,10461636,245581,2.94,132.2,-3.553,112.6,4.9,NARR_D
2009-02-03,2009-02-15,FLOOD,9904,POLY000001108,3,0,705,8974299219.56,2119364932.19,6810865263.71,0,7862916,110268,1.93,137.2,-1.624,65.9,32.54,NARR_A
2009-02-06,2009-02-14,HURRICANE,7841,POLY000001109,0,0,151,9709514235.48,2403505367.03,2040073867.24,0,5019453,144150,17.43,23.6,1.294,132.0,26.79,NARR_F
2009-02-09,2009-02-28,HEAT,2660,POLY000001110,4,0,1016,4576319855.06,2671691141.88,1094683099.89,0,8735559,83783,10.59,110.2,-0.012,83.9,63.12,NARR_F
2009-02-12,2009-02-19,TORNADO,4127,POLY000001111,0,0,553,8049042650.16,494721571.2,3529474164.49,0,7067,33577,14.17,148.9,-4.968,101.8,28.88,NARR_E
2009-02-15,2009-02-24,HURRICANE,8124,POLY000001112,1,0,226,7962832504.66,2286188445.21,1579790881.98,0,3871351,239286,12.69,68.6,-1.03,65.2,33.27,NARR_C
2009-02-18,2009-02-24,TORNADO,4608,POLY000001113,0,0,465,2636234210.02,331294192.91,631368259.31,0,1310837,133245,10.42,106.4,1.557,57.4,56.72,NARR_B
2009-02-21,2009-02-23,WILDFIRE,1166,POLY000001114,0,0,928,5447749719.46,1061949647.21,2517354489.54,0,7350048,87882,7.79,1.1,2.456,73.5,0.27,NARR_E
2009-02-24,2009-03-03,WINTER_STORM,7411,POLY000001115,0,0,113,2932619179.61,548717766.51,1974680072.15,0,1134699,181613,3.21,114.2,-4.08,67.9,68.11,NARR_B
2009-02-27,2009-03-14,WILDFIRE,9565,POLY000001116,9,0,725,11014633917.84,1648734038.78,8030454260.52,0,2402740,200113,19.81,92.5,-0.732,58.7,50.86,NARR_E
2009-03-02,2009-03-06,WINTER_STORM,7107,POLY000001117,2,0,681,5845044784.58,400589753.59,3917418321.45,1,10570260,195091,14.32,46.3,2.46,132.3,39.33,NARR_E
2009-03-05,2009-03-15,HEAT,8858,POLY000001118,0,0,859,4340134175.99,1980548380.18,3003015547.24,0,6810691,20911,3.37,72.2,0.853,120.4,36.58,NARR_G
2009-03-08,2009-03-09,HEAT,5098,POLY000001119,0,0,838,5787176263.16,215878972.68,3938395750.39,0,2591141,17752,4.67,23.1,1.39,83.8,16.05,NARR_A
2009-03-11,2009-03-16,TORNADO,5913,POLY000001120,0,0,643,937904385.16,2512970156.8,678657852.8,1,10405251,52346,15.95,156.7,-1.965,82.6,26.57,NARR_G
2009-03-14,2009-03-17,FLOOD,9199,POLY000001121,4,0,170,3166691804.79,657257171.52,2158341431.75,0,4177135,235623,3.12,160.5,3.769,67.2,58.32,NARR_G
2009-03-17,2009-03-31,LANDSLIDE,9690,POLY000001122,0,1,817,6283957183.53,509932272.55,3449899758.84,0,1620624,90500,10.14,21.3,3.044,62.7,18.51,NARR_D
2009-03-20,2009-03-21,DROUGHT,2846,POLY000001123,4,0,140,8892568959.84,1894665726.46,3793958897.86,0,8561373,1619,16.09,162.4,-4.439,59.7,38.02,NARR_D
2009-03-23,2009-04-04,TORNADO,3768,POLY000001124,4,2,6,832628205.45,584625889.97,338470258.96,0,11451676,115566,25.02,155.6,3.457,80.6,12.41,NARR_A
2009-03-26,2009-04-11,LANDSLIDE,3136,POLY000001125,0,0,515,6971598088.2,1386105274.0,2284232828.24,1,6318502,226908,4.3,22.6,-3.174,133.4,0.17,NARR_A
2009-03-29,2009-04-13,DROUGHT,7225,POLY000001126,0,0,21,548117998.46,101894776.26,123848495.29,1,869976,43821,3.56,22.5,-1.476,113.8,33.86,NARR_E
2009-04-01,2009-04-06,TORNADO,4870,POLY000001127,0,0,323,11336405295.16,229874187.05,8090022006.43,0,1691373,31740,27.16,77.8,-3.318,58.7,70.37,NARR_C
2009-04-04,2009-04-21,FLOOD,8224,POLY000001128,0,0,549,2228652989.01,2991700002.95,752884826.58,0,5535773,205280,23.11,117.8,-0.626,57.8,5.46,NARR_B
2009-04-07,2009-04-19,HURRICANE,3352,POLY000001129,0,0,109,6001807698.01,2273625227.34,2597411118.32,0,4702718,65368,12.2,164.6,-3.557,86.1,11.05,NARR_B
2009-04-10,2009-04-29,WILDFIRE,6634,POLY000001130,0,0,285,4767895564.67,1970530146.66,3132242466.89,0,2327038,205205,26.07,98.7,-1.322,63.6,30.28,NARR_C
2009-04-13,2009-04-13,TORNADO,3342,POLY000001131,2,0,49,3645241268.68,1029766668.94,2226604415.41,0,762391,231850,4.85,140.0,3.189,72.7,44.21,NARR_D
2009-04-16,2009-05-01,HURRICANE,8137,POLY000001132,3,0,266,6968364970.9,392801945.4,1802821610.28,1,923688,146041,6.69,47.5,0.732,56.4,15.39,NARR_F
2009-04-19,2009-04-24,DROUGHT,5343,POLY000001133,0,0,170,1196879241.61,2413229172.53,669083193.96,0,10551409,98243,27.7,92.7,4.237,63.6,14.94,NARR_C
2009-04-22,2009-04-29,SEVERE_STORM,1097,POLY000001134,0,0,93,11702168575.73,2096556806.71,8119644366.64,0,5550518,187242,3.67,37.5,1.742,85.4,64.61,NARR_E
2009-04-25,2009-04-26,HEAT,5257,POLY000001135,0,1,664,5709157707.68,1815131675.03,4724547197.22,0,1590456,78592,17.8,79.5,3.733,118.6,35.81,NARR_B
2009-04-28,2009-05-17,SEVERE_STORM,3593,POLY000001136,1,0,1055,9126309162.56,178124268.72,3947108596.03,0,3560470,140142,15.14,4.3,1.305,60.4,59.65,NARR_A
2009-05-01,2009-05-11,WILDFIRE,3294,POLY000001137,0,0,922,9227129740.76,1176134487.39,3148277547.29,0,9425987,60463,17.45,8.2,0.037,115.1,11.79,NARR_A
2009-05-04,2009-05-08,DROUGHT,4112,POLY000001138,0,0,1038,6406011733.61,2918530531.67,3826841358.58,0,2713723,19737,4.98,133.3,4.709,68.3,54.94,NARR_E
2009-05-07,2009-05-19,WINTER_STORM,1563,POLY000001139,0,0,205,2915192838.23,1329444690.29,1930717878.55,1,757209,13962,2.02,10.3,0.291,122.0,20.2,NARR_C
2009-05-10,2009-05-12,WINTER_STORM,5928,POLY000001140,0,1,205,10307184097.72,2600642012.14,8601734967.38,1,5305478,76307,20.53,27.0,-2.171,95.4,43.41,NARR_A
2009-05-13,2009-05-15,FLOOD,4403,POLY000001141,0,0,600,10595807127.13,2867062428.04,2411967599.55,0,5176791,71567,6.27,145.4,4.225,109.8,77.88,NARR_F
2009-05-16,2009-05-31,SEVERE_STORM,7600,POLY000001142,1,0,54,8228734746.06,1779396211.19,5565256104.08,1,5612337,28350,26.71,94.1,2.437,76.2,59.87,NARR_D
2009-05-19,2009-06-05,WILDFIRE,9029,POLY000001143,0,0,625,8708839245.6,357326656.53,6668750153.64,0,3226152,121705,13.51,154.6,0.293,50.8,36.29,NARR_F
2009-05-22,2009-05-22,WINTER_STORM,6775,POLY000001144,7,0,638,363483726.1,2133297611.9,208475513.45,0,6961195,183856,3.61,35.7,-1.344,102.6,68.9,NARR_D
2009-05-25,2009-06-07,HURRICANE,5927,POLY000001145,0,0,1200,5791459030.27,2343281767.01,4567223181.76,0,1402586,203158,16.75,97.9,-0.018,87.6,47.51,NARR_A
2009-05-28,2009-06-06,SEVERE_STORM,9746,POLY000001146,0,0,1004,8627145653.75,1931539036.72,3780176780.94,1,3494565,214693,27.69,56.0,-1.061,93.9,26.26,NARR_A
2009-05-31,2009-06-15,WILDFIRE,4032,POLY000001147,0,0,361,2516417038.5,818943487.39,1068366496.6,0,3363909,225972,27.68,30.0,-4.169,107.1,12.72,NARR_E
2009-06-03,2009-06-10,WINTER_STORM,1275,POLY000001148,0,0,639,11252762666.27,2072633571.42,3906984339.94,0,9103024,52907,2.46,155.4,1.609,111.3,34.93,NARR_F
2009-06-06,2009-06-07,HURRICANE,6476,POLY000001149,2,0,189,3267746580.57,306573115.79,1032290733.48,0,436133,183829,12.35,49.7,3.535,124.6,11.78,NARR_F
2009-06-09,2009-06-09,SEVERE_STORM,8956,POLY000001150,0,0,114,1513992335.75,1479135745.88,1055500271.81,0,6878288,199165,21.13,60.9,-2.143,111.1,35.82,NARR_D
2009-06-12,2009-06-12,SEVERE_STORM,2780,POLY000001151,0,0,603,6749536859.1,2548601884.28,3365194003.75,0,2665442,242739,27.86,0.4,-2.575,81.2,70.09,NARR_B
2009-06-15,2009-07-03,HEAT,5790,POLY000001152,0,0,1082,8286873614.85,1051707631.95,5334559579.48,0,11186735,111612,19.05,157.3,-4.63,83.5,75.34,NARR_E
2009-06-18,2009-07-03,LANDSLIDE,1430,POLY000001153,0,0,212,6133509719.45,2607090182.79,3729853854.79,1,1928092,114870,5.25,154.5,0.305,87.3,18.11,NARR_F
2009-06-21,2009-07-07,LANDSLIDE,2422,POLY000001154,0,0,818,488767701.6,1024562570.98,387685656.23,0,6901266,204281,26.65,64.5,2.777,108.9,30.08,NARR_G
2009-06-24,2009-07-07,HEAT,8427,POLY000001155,0,0,774,3591859844.86,2979088905.95,2092682996.62,0,4080535,185414,7.53,122.1,3.765,123.7,19.77,NARR_F
2009-06-27,2009-07-15,DROUGHT,6080,POLY000001156,4,0,131,4927681290.46,1096015833.94,1325077683.06,1,5859892,6809,11.54,25.9,-2.537,85.9,63.13,NARR_A
2009-06-30,2009-07-16,WINTER_STORM,4578,POLY000001157,1,0,1144,9992248577.85,2210185468.48,5828854252.01,1,839191,64189,25.47,158.9,0.019,102.5,17.25,NARR_F
2009-07-03,2009-07-09,WILDFIRE,7608,POLY000001158,9,0,202,6127261450.09,2407273674.13,4284446039.18,0,11867514,122607,21.97,137.7,-1.15,78.2,35.81,NARR_G
2009-07-06,2009-07-21,LANDSLIDE,5566,POLY000001159,0,0,435,8048260577.27,746510557.87,5197756007.84,1,1073611,30467,4.23,39.4,0.615,72.6,45.97,NARR_D
2009-07-09,2009-07-09,DROUGHT,9454,POLY000001160,0,0,1094,2554816575.42,1547900948.59,541976423.1,0,9325955,54086,19.66,53.9,-1.984,71.3,56.51,NARR_G
2009-07-12,2009-07-18,FLOOD,6400,POLY000001161,0,0,524,6853877062.74,299256244.88,3479411114.37,0,6370560,151533,12.64,144.5,0.761,89.4,58.44,NARR_G
2009-07-15,2009-07-29,WINTER_STORM,4145,POLY000001162,0,0,65,3135952080.16,835815841.66,505268012.11,0,6555704,224669,14.37,75.7,-3.093,131.7,65.21,NARR_C
2009-07-18,2009-07-25,HURRICANE,8485,POLY000001163,3,0,771,1752955964.8,254237056.86,942248054.11,1,1299742,132199,25.23,25.3,4.902,60.9,11.22,NARR_D
2009-07-21,2009-08-08,WILDFIRE,1134,POLY000001164,0,2,803,2996153191.35,2317711628.53,2155760138.23,1,4889455,179411,8.16,103.8,-0.028,102.1,59.81,NARR_C
2009-07-24,2009-08-07,WINTER_STORM,9855,POLY000001165,0,0,656,3638518850.4,2614717246.42,1757191374.3,0,4551734,115661,16.14,125.5,1.069,60.0,46.08,NARR_G
2009-07-27,2009-08-01,WINTER_STORM,2688,POLY000001166,0,0,1198,8200258742.22,538087970.11,4089214816.56,0,405635,116029,3.09,98.4,0.595,90.9,47.99,NARR_E
2009-07-30,2009-08-02,WINTER_STORM,4639,POLY000001167,0,0,1155,10090900913.03,2335673065.2,2563498272.45,1,6316771,175486,19.42,81.9,0.378,51.4,28.38,NARR_D
2009-08-02,2009-08-21,HURRICANE,8616,POLY000001168,0,0,524,10640147158.58,2109920426.36,5539042356.1,1,8317706,49618,18.92,164.0,3.387,109.4,32.14,NARR_F
2009-08-05,2009-08-15,LANDSLIDE,3220,POLY000001169,1,0,649,3630441321.68,901747231.48,583444052.89,1,8185772,185568,22.65,54.6,2.316,128.8,63.6,NARR_G
2009-08-08,2009-08-21,WILDFIRE,8790,POLY000001170,3,0,136,9355599508.19,2277049557.57,3624458993.04,0,4053859,245658,16.94,17.0,3.352,129.1,53.21,NARR_G
2009-08-11,2009-08-23,DROUGHT,9868,POLY000001171,0,1,1056,10822258236.38,1467010655.83,2542725366.07,0,7449790,136457,2.97,73.1,-3.605,91.8,12.69,NARR_B
2009-08-14,2009-08-31,LANDSLIDE,5212,POLY000001172,0,2,1114,11351962485.08,183503265.73,5300725892.21,0,9510634,140270,23.48,162.3,-4.719,115.3,78.45,NARR_B
2009-08-17,2009-08-20,DROUGHT,4370,POLY000001173,0,0,852,6266821017.2,1323702885.67,1662360840.55,0,10895623,38898,24.14,158.3,-2.55,85.4,43.96,NARR_D
2009-08-20,2009-08-28,WILDFIRE,8592,POLY000001174,0,0,1046,7885255990.65,1669117425.68,5113366045.89,0,8847096,67407,18.81,37.4,3.934,53.6,19.3,NARR_C
2009-08-23,2009-09-05,TORNADO,7602,POLY000001175,0,0,1175,7142867213.58,1633208639.55,4802439755.82,0,11274932,233374,12.97,83.0,3.088,98.9,14.68,NARR_C
2009-08-26,2009-08-29,SEVERE_STORM,5551,POLY000001176,7,0,1146,6743155263.65,134788438.94,2749179654.59,1,8550691,71965,25.33,89.1,2.22,70.9,69.51,NARR_B
2009-08-29,2009-08-30,DROUGHT,3732,POLY000001177,0,1,328,2616990440.4,2974690163.13,2110104018.28,0,11495855,145421,15.0,133.6,4.664,119.3,47.38,NARR_E
2009-09-01,2009-09-04,WILDFIRE,4840,POLY000001178,0,0,1101,343397898.71,1636689816.82,203025759.28,0,3220890,135488,23.36,26.6,-4.29,117.5,77.0,NARR_A
2009-09-04,2009-09-22,DROUGHT,8802,POLY000001179,2,0,30,11130608624.01,2108286014.78,6097063133.13,0,11645229,85310,24.51,52.7,4.383,107.1,59.22,NARR_G
2009-09-07,2009-09-13,HURRICANE,5438,POLY000001180,0,0,683,7716877731.56,2955403698.78,5724549718.84,0,98416,193704,1.92,141.5,-0.525,108.5,61.24,NARR_A
2009-09-10,2009-09-25,DROUGHT,4170,POLY000001181,3,0,137,4540449551.05,2126233988.38,1207000358.25,1,4838961,193588,18.67,2.6,-2.499,88.9,51.59,NARR_B
2009-09-13,2009-09-22,LANDSLIDE,1965,POLY000001182,5,1,164,7724738382.65,1392703498.11,3125459072.93,0,8125160,111453,9.04,89.6,0.045,87.0,7.34,NARR_B
2009-09-16,2009-09-16,SEVERE_STORM,6014,POLY000001183,0,0,1031,1372942158.96,2122865298.65,1042478012.4,0,2894000,27772,5.09,36.1,-4.543,89.2,18.35,NARR_A
2009-09-19,2009-10-07,WILDFIRE,8937,POLY000001184,0,0,338,8662225218.0,138473611.36,4329615468.66,1,5189079,243791,27.13,19.3,2.143,56.1,53.88,NARR_B
2009-09-22,2009-10-05,FLOOD,1999,POLY000001185,0,0,178,9449852097.33,244147442.74,4564277745.87,0,5007166,20674,11.54,74.5,-1.35,76.3,48.51,NARR_D
2009-09-25,2009-10-15,HURRICANE,5963,POLY000001186,0,0,527,8742781513.49,224482907.06,6974847096.42,0,6932601,214290,12.03,144.3,2.538,89.2,69.89,NARR_D
2009-09-28,2009-10-13,WILDFIRE,9417,POLY000001187,2,0,389,4354188959.91,2691954493.93,2479817106.17,1,4279297,44910,24.68,27.2,-4.889,108.3,69.33,NARR_F
2009-10-01,2009-10-11,TORNADO,2648,POLY000001188,1,1,1074,11809045117.86,2659653175.92,3861890613.15,1,6534574,5030,3.88,159.5,-3.302,109.4,7.42,NARR_F
2009-10-04,2009-10-12,DROUGHT,5587,POLY000001189,3,2,760,2201805328.38,2168605756.71,903228923.04,0,10245372,206010,18.8,40.1,1.62,50.2,20.79,NARR_D
2009-10-07,2009-10-23,LANDSLIDE,8521,POLY000001190,0,0,311,4965242327.35,995495815.62,3131405201.94,0,4646658,95732,13.62,88.7,-0.806,122.9,14.75,NARR_E
2009-10-10,2009-10-24,HEAT,4315,POLY000001191,0,1,346,5642720372.84,910313534.34,1182613222.95,1,11767340,112321,2.92,123.0,-0.54,67.4,18.8,NARR_D
2009-10-13,2009-10-30,WINTER_STORM,9598,POLY000001192,0,2,877,11980408186.36,1802189512.07,7745586091.43,0,8735483,223198,6.15,164.8,-3.248,105.6,33.65,NARR_E
2009-10-16,2009-10-19,WINTER_STORM,7973,POLY000001193,0,0,531,7756686698.12,2615673390.98,2098526490.93,1,2800696,150350,4.71,12.4,0.105,80.5,55.23,NARR_F
2009-10-19,2009-11-06,WILDFIRE,8563,POLY000001194,2,0,117,5278481862.36,2542792784.8,2128963905.99,0,4899594,201542,15.67,29.8,3.836,75.3,14.94,NARR_A
2009-10-22,2009-10-23,LANDSLIDE,2323,POLY000001195,2,0,914,7381670640.37,2029827981.39,4252944249.82,0,9952938,131335,18.53,123.0,1.405,50.8,73.96,NARR_A
2009-10-25,2009-11-07,LANDSLIDE,9370,POLY000001196,4,0,614,1704263068.46,2897472642.56,989665082.54,0,11332627,23915,13.99,51.7,-2.545,95.7,60.52,NARR_G
2009-10-28,2009-11-12,TORNADO,6606,POLY000001197,0,0,370,7857232750.72,1399596584.92,5246053221.13,0,5310102,177456,5.56,18.4,-3.146,51.9,40.75,NARR_E
2009-10-31,2009-11-05,HURRICANE,1128,POLY000001198,0,0,279,11028099133.19,2361126044.54,8909977845.42,0,6772129,232761,13.9,65.3,1.746,94.7,78.96,NARR_B
2009-11-03,2009-11-09,HEAT,4686,POLY000001199,6,0,924,3760627812.61,160539396.39,1063709795.45,1,4583615,122198,9.55,141.3,-4.516,130.6,79.16,NARR_D
2009-11-06,2009-11-26,DROUGHT,8500,POLY000001200,0,0,1013,6980520858.26,1036688780.84,4534522316.12,0,4001766,56014,22.77,16.0,-1.276,82.7,6.08,NARR_F
2009-11-09,2009-11-19,FLOOD,1246,POLY000001201,1,0,260,4332709885.25,1906105100.42,2695450327.94,0,1930368,193163,15.34,5.2,4.112,76.4,27.93,NARR_G
2009-11-12,2009-11-29,HEAT,7054,POLY000001202,4,4,1075,3453220936.0,1291009557.09,2366001406.11,0,11280326,167432,9.63,92.0,-0.808,87.4,8.05,NARR_F
2009-11-15,2009-11-23,TORNADO,3593,POLY000001203,0,0,636,11769530890.46,533941176.74,6081390469.38,0,4158436,27772,11.3,134.1,-2.408,58.8,70.35,NARR_E
2009-11-18,2009-12-01,FLOOD,9348,POLY000001204,0,2,561,10890717902.71,786278964.73,4684983005.37,0,3260296,180084,21.03,0.2,-4.188,88.1,2.82,NARR_F
2009-11-21,2009-12-03,HURRICANE,7021,POLY000001205,0,0,1093,2089026363.33,1297535293.48,1346784641.78,0,1354905,136618,7.3,74.9,-4.411,86.6,63.7,NARR_E
2009-11-24,2009-12-07,TORNADO,3516,POLY000001206,2,0,652,8571168664.73,717232732.71,3678967025.38,0,5001228,12398,16.81,53.1,0.481,98.0,41.34,NARR_F
2009-11-27,2009-12-12,HURRICANE,6081,POLY000001207,0,0,728,11407254217.78,1068077316.59,6497494264.71,0,275094,218945,2.68,36.9,4.745,129.9,4.15,NARR_F
2009-11-30,2009-12-16,HURRICANE,3958,POLY000001208,0,0,852,11059332487.07,703918276.64,8157069974.22,0,3315607,162311,23.18,128.1,1.634,66.4,43.82,NARR_E
2009-12-03,2009-12-04,WILDFIRE,5868,POLY000001209,0,0,876,6835190016.13,1655670222.4,4350032175.8,0,5534068,249373,19.73,51.5,-4.292,120.0,28.46,NARR_G
2009-12-06,2009-12-13,DROUGHT,5974,POLY000001210,0,0,471,5072058333.65,2173035967.02,2727621667.13,0,9876537,154328,6.6,38.4,-0.424,131.9,10.8,NARR_G
2009-12-09,2009-12-24,DROUGHT,6650,POLY000001211,0,0,316,1143903766.58,663250419.23,302012595.04,0,8369751,232950,1.46,162.4,-4.456,113.4,8.55,NARR_F
2009-12-12,2009-12-20,HURRICANE,9005,POLY000001212,0,2,337,4832759692.02,2288063339.25,2326149283.75,0,6617402,92798,12.45,122.5,3.505,106.9,70.46,NARR_D
2009-12-15,2009-12-18,LANDSLIDE,8433,POLY000001213,1,0,252,7985084080.58,2540660167.37,4160999436.27,0,3667444,176600,20.91,21.1,3.114,71.5,33.64,NARR_E
2009-12-18,2009-12-21,SEVERE_STORM,8205,POLY000001214,0,0,982,3463696918.73,1656461884.16,2188907691.33,0,3050054,72545,23.48,18.7,-4.429,105.4,58.24,NARR_C
2009-12-21,2010-01-08,WILDFIRE,9153,POLY000001215,1,0,709,1987104234.2,2407251837.85,922457901.41,0,9232384,59215,18.29,17.5,2.631,109.6,66.33,NARR_D
2009-12-24,2009-12-28,HEAT,1289,POLY000001216,0,0,927,11286538648.24,2258279935.48,4834352025.17,1,8735228,170784,20.91,96.6,2.648,119.2,54.79,NARR_D
2009-12-27,2010-01-04,LANDSLIDE,4453,POLY000001217,0,0,1171,3484727116.75,57771958.02,2643171987.83,0,6470004,85655,20.02,24.3,-3.793,88.3,0.81,NARR_C
2009-12-30,2010-01-16,WINTER_STORM,3634,POLY000001218,0,0,53,3967491254.61,1852668780.06,757659605.35,1,11791926,247249,3.93,32.0,3.145,94.6,31.87,NARR_F
2010-01-02,2010-01-09,TORNADO,8769,POLY000001219,0,3,866,4601212675.76,1069757645.92,2937531439.8,0,10321154,130718,0.81,86.9,-2.773,91.8,12.39,NARR_E
2010-01-05,2010-01-08,SEVERE_STORM,4292,POLY000001220,3,0,326,10495064369.43,1044389205.61,8704864190.43,1,10000936,215447,11.01,6.9,-1.122,102.1,79.18,NARR_B
2010-01-08,2010-01-11,DROUGHT,2817,POLY000001221,0,0,399,3724467246.95,342886503.7,2705260968.72,0,8733874,217365,4.58,7.5,-1.831,114.2,40.37,NARR_D
2010-01-11,2010-01-13,TORNADO,6670,POLY000001222,0,0,470,9220616177.18,123768416.11,5691824518.94,0,747460,62933,3.34,12.7,-2.393,87.7,23.86,NARR_F
2010-01-14,2010-01-17,TORNADO,9557,POLY000001223,0,1,691,3680281772.79,334138535.15,1040260240.38,0,3478879,184610,25.49,80.8,-0.117,51.1,18.16,NARR_G
2010-01-17,2010-01-18,LANDSLIDE,6747,POLY000001224,0,0,253,2083514871.96,2044589197.64,593570212.33,0,10927688,162474,7.88,46.0,-0.662,65.3,46.03,NARR_E
2010-01-20,2010-01-23,WINTER_STORM,7181,POLY000001225,0,0,555,9538465960.97,2231565631.63,6830694229.67,0,11717385,35648,16.22,143.8,-4.488,130.5,8.39,NARR_A
2010-01-23,2010-01-25,WILDFIRE,9444,POLY000001226,0,0,597,6578998657.79,2699238766.2,1165510222.14,0,838886,242952,1.53,88.4,3.515,61.9,7.55,NARR_C
2010-01-26,2010-02-08,WINTER_STORM,4327,POLY000001227,0,2,464,2072896028.83,1651147174.33,1036302891.46,1,11568475,153942,1.75,112.3,3.692,133.0,74.44,NARR_C
2010-01-29,2010-02-02,WILDFIRE,4491,POLY000001228,10,0,657,4087797993.68,1491504238.23,831665597.92,0,8023589,85764,20.42,89.0,2.372,55.6,64.66,NARR_D
2010-02-01,2010-02-21,DROUGHT,1985,POLY000001229,1,0,788,4589633620.43,2306870774.36,3460610266.04,0,3097890,137420,14.31,32.5,-4.966,52.5,25.58,NARR_F
2010-02-04,2010-02-16,WINTER_STORM,3514,POLY000001230,0,0,1138,7553146940.42,2265022283.37,2764615425.77,0,6221514,249686,20.24,108.0,-1.68,131.6,12.89,NARR_A
2010-02-07,2010-02-20,HURRICANE,9210,POLY000001231,0,0,436,11068580310.49,64755125.39,4058926185.21,0,4593203,115835,22.27,19.6,-1.884,78.2,4.27,NARR_E
2010-02-10,2010-02-14,WILDFIRE,1271,POLY000001232,0,0,340,3138740660.03,1024911335.29,1696053637.41,0,8504216,32699,13.12,125.9,-0.555,106.9,0.45,NARR_D
2010-02-13,2010-03-04,HURRICANE,1090,POLY000001233,0,0,272,5809623151.26,630552528.63,1927762860.88,0,10226838,168293,6.0,110.0,-4.999,114.7,35.89,NARR_E
2010-02-16,2010-02-19,FLOOD,9051,POLY000001234,0,0,830,6460111544.26,1125975252.27,3391720249.52,1,4415125,56191,25.78,0.8,-2.341,124.2,66.58,NARR_E
2010-02-19,2010-02-23,TORNADO,6319,POLY000001235,2,0,881,11457524553.73,1329626402.49,7528058193.94,1,11503857,162306,9.91,109.2,-4.722,88.1,32.69,NARR_F
2010-02-22,2010-03-11,DROUGHT,5812,POLY000001236,0,3,255,7965033703.87,669461080.06,1748230327.3,0,3895947,159286,18.12,130.9,-4.574,98.4,34.52,NARR_E
2010-02-25,2010-03-17,FLOOD,2475,POLY000001237,0,0,130,2752909819.11,319464842.12,1694284600.39,0,450453,105495,13.97,125.2,-1.759,122.0,11.47,NARR_D
2010-02-28,2010-03-12,WILDFIRE,1180,POLY000001238,1,0,338,6655997457.14,1598446161.62,1413636904.11,0,823210,147557,6.47,14.4,4.286,93.7,45.46,NARR_B
2010-03-03,2010-03-03,HURRICANE,2269,POLY000001239,0,0,326,8570333602.29,797630702.82,1963399356.06,0,9974317,57964,19.95,87.5,-2.555,102.8,34.45,NARR_D
2010-03-06,2010-03-19,FLOOD,6433,POLY000001240,0,0,610,5567573498.57,1758709879.06,3055530547.19,1,9663474,204862,21.75,94.9,-3.259,101.4,5.34,NARR_D
2010-03-09,2010-03-13,FLOOD,1331,POLY000001241,2,0,1148,4703518188.26,384855420.08,3921789422.93,0,8574211,3764,16.61,126.8,1.423,115.0,14.61,NARR_B
2010-03-12,2010-03-22,SEVERE_STORM,9698,POLY000001242,0,0,77,5315221452.05,589592583.5,2190881410.85,0,393035,90722,13.06,100.0,-4.367,77.4,15.25,NARR_C
2010-03-15,2010-04-04,FLOOD,8091,POLY000001243,0,0,875,652110476.23,2659673041.32,378947493.58,1,4808025,243656,14.28,89.9,-0.748,101.1,44.19,NARR_D
2010-03-18,2010-03-18,WILDFIRE,5774,POLY000001244,0,0,1,1034460255.22,1089553265.61,625080609.74,0,3513386,66950,14.77,130.6,-4.445,92.2,54.69,NARR_G
2010-03-21,2010-04-01,FLOOD,7507,POLY000001245,1,2,570,67194771.25,403001116.21,28921954.87,0,8687909,13685,8.33,124.4,4.889,125.7,23.86,NARR_F
2010-03-24,2010-03-30,SEVERE_STORM,5984,POLY000001246,0,0,928,554913047.62,2942221054.14,229566787.56,1,5757421,96644,10.12,121.9,-2.959,83.0,50.74,NARR_G
2010-03-27,2010-04-16,HEAT,6650,POLY000001247,0,0,601,4374054208.73,429339881.24,1317855540.28,0,4793728,223789,8.87,81.7,-0.439,104.8,67.56,NARR_A
2010-03-30,2010-04-02,SEVERE_STORM,8944,POLY000001248,1,0,808,6976241169.77,870158464.18,3997345693.65,0,5352193,247272,8.76,141.1,2.505,100.6,50.29,NARR_E
2010-04-02,2010-04-19,TORNADO,7310,POLY000001249,0,1,1070,9014478960.67,951894573.32,4550925763.21,0,11557394,202315,27.05,19.7,-4.72,53.2,21.15,NARR_D
