health_infect_report_date,health_infect_pathogen_code,health_infect_case_definition_version,health_infect_case_count_confirmed,health_infect_case_count_probable,health_infect_test_positivity_rate_pct,health_infect_hospital_admission_count,health_infect_icu_admission_count,health_infect_death_count,health_infect_vaccination_coverage_pct,health_infect_variant_lineage,health_infect_outbreak_cluster_id,health_infect_exposure_setting_type,health_infect_contact_tracing_success_rate,health_infect_reporting_delay_days,health_infect_wastewater_signal_level,health_infect_syndromic_indicator_level,health_infect_antimicrobial_resistance_flag,health_infect_public_health_action_level,health_infect_data_refresh_timestamp
2019-11-17,MALARIA,v1.6,4499,632,53.43,261,173,2,55.97,XBB.8.17,CL702247,School,2.23,2,203.91,55.32,N,Routine,2024-02-07T20:26:25
2025-09-25,MEASLES,v3.8,3224,200,52.58,1061,150,136,84.77,B.1.8.4,CL855781,Workplace,14.29,31,154.88,47.58,N,HighAlert,2022-06-06T18:28:18
2025-03-07,CHIKV,v1.1,131,255,3.88,774,137,205,73.38,XBB.6.7,CL182798,CommunityEvent,94.03,29,705.5,31.75,Y,Emergency,2020-01-16T22:51:06
2020-09-11,CHIKV,v1.7,3032,623,1.16,950,289,1,81.76,KP.3.15,CL394788,Travel,43.83,23,558.78,32.51,Y,Enhanced,2023-10-16T16:02:36
2025-05-15,DENGUE,v1.0,2778,1442,5.26,630,222,120,97.31,B.1.1.5,CL443183,Healthcare,18.24,17,22.21,54.1,Y,Emergency,2025-04-07T18:55:18
2022-03-21,MEASLES,v2.9,1369,1130,51.37,656,106,128,79.65,JN.1.9,CL775247,Household,94.6,43,358.74,55.64,Y,HighAlert,2021-06-24T11:18:12
2025-05-16,CHIKV,v5.0,2659,110,9.53,28,201,200,37.75,AY.1.13,CL965921,Healthcare,58.19,24,741.99,10.57,N,Routine,2024-12-26T09:45:56
2020-12-05,NORO,v4.5,4208,367,10.58,975,99,87,19.97,JN.7.7,CL351932,CommunityEvent,88.39,21,79.53,81.74,N,HighAlert,2022-11-21T17:39:00
2024-09-06,RSV,v4.5,1603,336,20.83,656,144,211,15.88,AY.7.3,CL799779,Unknown,88.05,24,513.26,97.35,N,Emergency,2024-02-09T01:18:19
2023-01-01,NORO,v5.6,436,620,29.5,710,234,12,97.72,B.1.2.5,CL911382,Workplace,8.48,20,662.99,67.61,N,Routine,2020-05-05T20:50:00
2019-05-21,INFL_B,v2.9,288,1032,6.34,1014,134,102,19.06,BA.6.3,CL835651,Healthcare,46.76,42,817.46,25.95,N,HighAlert,2021-02-04T05:22:06
2022-02-19,NORO,v2.0,927,963,39.48,960,273,32,54.07,XBB.9.16,CL152494,School,72.94,33,847.37,48.58,Y,Enhanced,2025-04-17T12:48:00
2020-09-09,SARS2,v4.7,1231,719,49.56,314,100,35,70.36,BA.6.5,CL234170,CommunityEvent,16.18,12,578.53,72.62,N,Enhanced,2020-12-31T21:03:13
2020-12-31,INFL_B,v1.1,2750,727,51.36,224,79,169,14.02,BA.5.16,CL589808,Workplace,72.52,41,714.93,71.0,N,HighAlert,2023-05-15T10:07:23
2022-09-11,CHIKV,v5.1,4938,896,10.01,146,20,8,83.87,B.1.1.19,CL294589,Workplace,8.31,6,799.43,57.87,N,HighAlert,2024-11-02T09:21:37
2019-10-12,MALARIA,v3.9,228,200,39.05,71,235,224,32.78,EG.8.9,CL215940,CommunityEvent,16.25,15,747.69,50.24,Y,HighAlert,2024-11-11T14:09:33
2023-07-15,DENGUE,v5.2,1417,772,21.67,1018,103,3,33.03,BA.3.17,CL504392,Workplace,62.88,2,332.23,32.25,N,Emergency,2022-03-04T14:27:46
2024-01-18,MALARIA,v5.1,383,1312,50.1,501,126,120,14.8,JN.6.4,CL676012,Household,25.57,25,732.1,70.39,N,Emergency,2020-10-21T15:17:40
2024-06-04,DENGUE,v4.4,3913,805,27.55,761,14,145,94.31,B.1.7.4,CL404455,Healthcare,83.9,34,200.88,14.69,Y,Enhanced,2024-10-06T04:18:41
2022-11-27,SARS2,v4.4,859,928,10.38,1185,129,20,32.93,XBB.8.1,CL792106,Healthcare,84.81,14,454.87,17.43,N,Enhanced,2022-05-06T15:01:57
2023-03-29,SARS2,v2.8,3384,516,42.54,381,174,133,16.43,EG.2.19,CL401755,Healthcare,16.21,1,165.4,13.49,Y,Routine,2020-11-04T12:24:10
2023-12-24,NORO,v4.5,4347,1179,9.17,73,287,157,16.6,KP.1.17,CL929424,Market,84.85,25,935.89,17.63,N,Routine,2023-05-11T06:13:46
2024-06-15,INFL_A,v2.5,1732,825,45.34,517,18,27,94.75,B.1.6.15,CL218701,School,12.3,23,254.28,51.47,Y,Emergency,2023-10-12T15:38:51
2022-07-28,MEASLES,v3.9,3507,311,28.95,202,107,85,17.61,JN.5.0,CL894310,Market,87.06,29,475.05,32.59,Y,Enhanced,2021-07-20T17:31:32
2021-12-06,NORO,v5.7,782,514,26.59,934,266,184,62.05,B.1.6.13,CL893003,Household,66.78,33,53.8,15.72,Y,Emergency,2021-08-31T13:04:36
2025-05-04,NORO,v3.0,4675,977,18.95,636,30,50,52.49,B.1.7.16,CL670838,Travel,93.83,15,699.27,84.46,N,Emergency,2024-04-04T04:01:28
2025-10-29,INFL_B,v5.8,4670,311,19.98,452,85,155,10.32,JN.3.7,CL789618,Market,52.43,15,16.4,20.28,Y,Emergency,2022-11-07T07:08:02
2019-04-19,RSV,v5.7,2546,1283,26.06,896,180,144,56.13,EG.8.10,CL503240,Unknown,70.56,28,593.11,11.79,Y,Emergency,2021-04-19T07:23:50
2022-08-18,MEASLES,v3.0,310,1490,14.38,1002,137,61,83.29,B.1.8.10,CL755879,Household,30.14,38,752.08,26.27,N,HighAlert,2022-10-16T05:07:53
2023-10-28,INFL_B,v5.0,2315,1255,54.77,757,157,197,41.48,AY.3.16,CL905775,Household,34.71,6,105.69,77.93,Y,Routine,2023-03-06T01:17:17
2019-03-27,INFL_B,v1.5,2440,33,51.54,121,32,80,55.53,AY.1.5,CL736839,Healthcare,83.98,33,842.3,63.11,N,HighAlert,2025-09-07T13:01:22
2019-08-13,MALARIA,v1.0,2764,957,4.03,330,274,237,74.69,KP.6.19,CL107296,CommunityEvent,52.33,7,486.02,71.79,N,Emergency,2021-06-01T11:02:11
2021-08-14,MALARIA,v5.4,2624,882,10.89,618,139,154,62.26,XBB.6.16,CL268535,Travel,25.29,25,559.08,48.57,N,HighAlert,2020-07-15T02:43:49
2021-04-29,NORO,v3.9,4027,681,10.16,960,127,189,84.87,BA.2.11,CL257326,Household,50.69,27,499.63,78.83,Y,Enhanced,2025-08-07T15:18:06
2022-11-20,INFL_A,v1.4,3498,772,48.29,516,147,72,35.7,BA.6.13,CL475287,Market,34.68,22,701.34,34.36,Y,Emergency,2020-05-30T00:05:30
2024-08-04,NORO,v4.7,2990,852,45.21,1122,251,31,81.42,EG.6.15,CL949990,CommunityEvent,92.46,37,559.46,57.68,Y,Enhanced,2023-10-19T14:39:58
2022-03-27,CHIKV,v3.0,4926,1410,33.46,658,57,144,75.81,EG.4.4,CL960895,Household,0.51,26,586.9,67.47,Y,Routine,2023-10-31T15:30:07
2024-03-28,RSV,v5.8,1734,707,1.01,271,129,20,28.05,BA.5.18,CL585011,Travel,6.91,16,110.87,30.17,Y,Enhanced,2023-03-27T21:47:18
2022-08-04,DENGUE,v3.4,3469,940,50.35,1066,171,84,17.11,B.1.7.0,CL724186,Healthcare,67.74,7,399.7,49.81,N,HighAlert,2021-08-17T22:47:36
2022-08-21,RSV,v5.6,1792,1326,41.9,1142,6,123,37.5,KP.8.11,CL955522,Travel,33.43,43,134.52,4.73,Y,Enhanced,2020-11-09T09:00:15
2025-02-14,RSV,v5.5,2382,1231,26.2,450,77,135,82.98,KP.6.14,CL835651,CommunityEvent,29.84,26,598.52,39.16,N,HighAlert,2020-06-01T12:46:39
2020-05-30,RSV,v3.9,687,468,37.84,1012,243,99,51.4,EG.3.11,CL765616,Market,0.5,22,156.47,70.99,N,Emergency,2025-12-15T10:03:35
2021-06-02,CHIKV,v5.5,4871,521,18.91,137,126,200,35.78,AY.6.18,CL214596,Unknown,96.71,7,517.97,18.72,N,Emergency,2024-12-17T01:06:11
2021-11-21,DENGUE,v4.2,1645,743,53.39,22,90,120,15.82,KP.9.0,CL899268,Workplace,12.25,5,656.09,41.23,Y,HighAlert,2022-07-14T15:12:40
2020-06-28,NORO,v3.7,3701,205,0.45,363,187,102,2.57,BA.4.8,CL875483,CommunityEvent,15.17,22,578.29,99.14,N,Routine,2023-03-22T06:32:58
2025-10-19,INFL_A,v1.4,4167,688,53.96,741,69,106,2.52,B.1.3.8,CL688230,CommunityEvent,67.1,7,806.01,39.52,Y,Routine,2020-12-06T09:47:20
2019-08-22,SARS2,v2.2,106,664,44.23,1171,47,138,94.54,JN.6.10,CL331712,Healthcare,15.49,17,180.08,86.84,N,HighAlert,2024-01-01T18:43:52
2022-12-30,INFL_B,v2.4,2419,1211,10.34,10,253,75,38.16,EG.5.13,CL995338,CommunityEvent,63.19,35,658.97,19.99,N,Enhanced,2022-10-07T00:32:39
2020-03-21,MALARIA,v2.0,4482,93,4.96,262,72,25,67.92,BA.1.19,CL700571,Travel,14.31,3,399.02,58.92,Y,Routine,2025-04-08T19:49:55
2022-03-26,TB,v2.6,4015,1138,45.66,755,174,69,83.26,JN.6.9,CL270026,Healthcare,72.61,7,493.43,73.97,N,HighAlert,2025-04-20T12:33:49
2024-01-03,INFL_B,v4.4,1873,306,39.2,843,87,49,47.09,KP.4.2,CL395190,School,57.1,26,523.82,80.52,Y,Enhanced,2025-12-20T06:42:20
2025-05-07,DENGUE,v2.5,3168,1200,3.68,1140,200,233,43.06,XBB.3.11,CL530053,Travel,89.89,17,771.81,2.75,N,HighAlert,2025-11-10T19:58:59
2020-03-15,NORO,v5.5,2276,42,40.82,597,168,43,58.88,XBB.9.6,CL440950,Healthcare,0.5,30,774.35,30.97,Y,HighAlert,2022-06-30T15:21:20
2024-05-14,MEASLES,v5.9,3188,590,1.56,924,182,19,49.35,KP.3.12,CL183226,Travel,10.64,17,333.03,73.75,Y,Enhanced,2023-12-04T19:24:02
2021-08-29,SARS2,v5.4,2675,1339,9.07,825,240,20,70.3,KP.8.12,CL589830,Healthcare,34.37,22,313.85,62.71,N,Emergency,2025-02-12T13:59:32
2019-05-29,INFL_B,v1.9,1407,456,7.07,623,94,211,66.32,JN.2.7,CL542699,Workplace,37.66,28,354.65,9.64,N,Enhanced,2025-09-10T21:49:45
2024-03-28,MALARIA,v5.9,4712,998,29.39,969,224,22,9.81,KP.7.3,CL284995,Unknown,74.55,16,121.33,35.43,N,Emergency,2025-11-09T01:58:43
2020-11-01,SARS2,v2.8,3342,1409,15.51,1111,279,17,45.51,BA.9.7,CL293694,Unknown,43.46,21,845.51,3.87,N,HighAlert,2025-08-24T03:53:02
2025-02-05,INFL_A,v1.8,2222,64,15.68,503,112,92,54.8,BA.4.12,CL915453,Workplace,54.24,31,814.56,56.61,N,Enhanced,2025-03-07T14:47:49
2019-07-16,RSV,v3.6,2113,781,34.04,164,259,27,2.9,JN.6.0,CL570171,School,87.47,20,183.05,77.42,Y,Emergency,2023-06-22T07:45:26
2024-02-26,MEASLES,v5.6,4420,439,11.99,863,227,229,0.19,EG.1.7,CL386288,Household,3.68,29,963.16,32.11,Y,Routine,2020-08-19T13:46:16
2025-07-24,DENGUE,v4.7,1711,884,29.52,930,45,247,18.1,KP.6.7,CL848901,CommunityEvent,15.62,44,972.4,15.03,Y,Routine,2024-07-07T14:55:56
2025-09-29,SARS2,v2.7,2558,811,4.97,1039,224,11,78.06,XBB.3.10,CL800653,CommunityEvent,53.38,3,726.09,1.23,Y,HighAlert,2023-05-06T17:52:11
2024-11-28,NORO,v2.9,3598,328,36.01,1032,201,21,51.36,XBB.5.18,CL660131,Workplace,25.99,23,781.39,43.3,Y,HighAlert,2024-05-11T19:22:13
2021-09-21,INFL_B,v4.3,1790,121,3.03,67,32,1,46.71,JN.4.19,CL759088,Household,55.44,1,997.88,15.2,Y,Routine,2022-11-05T12:20:50
2023-09-20,NORO,v3.0,4980,492,5.82,237,106,199,53.68,JN.1.1,CL615854,CommunityEvent,90.61,33,40.0,72.87,Y,HighAlert,2024-10-22T18:42:45
2021-03-12,MALARIA,v4.8,2384,348,44.08,348,154,223,73.29,AY.3.12,CL534387,Workplace,54.84,18,540.34,86.95,Y,Emergency,2021-10-01T18:02:47
2024-07-19,CHIKV,v2.9,2418,1020,35.36,896,82,184,54.16,BA.3.3,CL542220,Household,68.95,21,537.01,83.92,N,Emergency,2022-11-07T07:12:01
2020-03-25,DENGUE,v1.9,1954,308,27.34,206,17,236,57.27,B.1.1.15,CL511295,Workplace,49.78,26,521.05,76.96,N,Enhanced,2024-08-02T20:16:47
2023-01-12,NORO,v4.3,4830,1256,2.76,916,81,212,92.34,XBB.7.15,CL877639,Unknown,38.46,32,289.26,99.7,N,Enhanced,2023-06-11T23:02:53
2025-08-11,INFL_B,v1.9,3693,1144,23.69,292,165,48,87.79,XBB.1.2,CL136454,Household,93.05,37,518.16,27.4,N,Emergency,2020-08-13T02:46:08
2025-01-15,MALARIA,v5.7,4551,414,16.39,550,67,226,66.07,KP.5.15,CL793507,Household,0.48,34,167.09,99.86,N,HighAlert,2022-06-05T06:37:03
2024-02-16,SARS2,v4.8,632,639,10.62,912,288,122,94.95,JN.6.13,CL943999,Market,28.87,5,594.75,90.44,N,Emergency,2023-11-09T03:12:24
2020-11-27,SARS2,v2.0,876,1316,31.15,356,217,113,27.08,AY.3.16,CL688992,School,51.89,36,122.63,31.18,N,Emergency,2021-08-13T13:55:27
2023-10-31,CHIKV,v1.6,1116,374,13.07,535,263,221,34.54,EG.1.6,CL963512,Market,88.48,34,201.24,1.83,Y,Enhanced,2023-02-26T09:34:42
2020-06-13,INFL_A,v1.6,1848,530,13.07,498,207,159,71.82,XBB.9.11,CL283560,School,38.79,34,800.71,42.04,Y,Enhanced,2023-05-15T06:54:32
2021-03-07,SARS2,v3.2,2312,1163,5.19,1035,74,196,5.91,BA.1.16,CL558922,CommunityEvent,39.13,36,597.1,48.3,N,Enhanced,2025-09-16T10:29:47
2022-04-17,RSV,v5.2,1476,238,9.36,952,6,36,53.32,JN.1.10,CL352198,CommunityEvent,24.43,10,128.6,38.46,N,Emergency,2024-08-23T13:00:12
2022-03-16,MEASLES,v5.4,2889,136,26.82,1014,225,87,19.12,EG.7.3,CL913779,Healthcare,96.0,14,965.5,18.01,N,Enhanced,2022-06-30T19:10:48
2022-11-24,TB,v5.5,1174,606,33.34,957,121,77,74.21,JN.4.12,CL268453,Household,79.7,36,148.79,71.08,N,HighAlert,2021-05-08T15:47:35
2020-01-24,MALARIA,v1.3,1098,447,24.78,279,232,113,86.9,AY.9.5,CL507040,Market,19.97,35,682.9,90.21,Y,Emergency,2022-04-26T11:20:32
2022-05-22,MEASLES,v1.1,4748,675,28.38,574,121,246,21.62,JN.3.5,CL289968,Workplace,52.14,37,453.45,92.11,N,Emergency,2025-11-08T21:39:48
2020-09-23,MEASLES,v5.5,2790,1374,16.67,117,221,145,4.48,AY.7.8,CL819235,CommunityEvent,88.47,20,783.39,10.53,N,Routine,2025-06-25T07:42:52
2020-01-28,NORO,v5.3,4639,55,30.37,520,44,238,85.63,KP.2.18,CL463083,Market,52.73,19,365.94,11.14,N,Enhanced,2022-09-15T02:17:36
2025-12-25,DENGUE,v1.3,509,835,31.17,1175,296,173,63.09,BA.9.8,CL759967,Unknown,52.64,9,62.54,8.99,N,HighAlert,2022-05-14T03:11:41
2022-07-11,MALARIA,v3.8,1796,362,54.42,714,206,136,51.25,XBB.1.7,CL450272,Travel,34.46,37,868.49,63.65,N,Emergency,2022-12-09T05:04:17
2020-07-19,INFL_B,v4.5,378,316,30.11,201,180,80,47.33,B.1.6.15,CL832926,School,10.34,21,25.55,27.78,N,Routine,2023-10-20T09:48:51
2019-09-22,CHIKV,v5.3,2489,448,23.98,1016,157,130,17.76,BA.2.14,CL644541,Unknown,37.37,18,476.7,0.8,Y,HighAlert,2025-05-12T19:09:43
2024-11-14,DENGUE,v5.9,1030,197,35.08,807,32,27,74.35,AY.6.13,CL625630,Household,9.83,30,528.95,96.5,Y,Enhanced,2021-10-29T01:34:29
2025-03-20,NORO,v3.1,413,1048,30.71,954,192,176,60.16,B.1.3.7,CL216711,Travel,19.12,40,697.55,96.78,Y,HighAlert,2021-10-22T10:21:15
2019-10-14,SARS2,v5.6,3183,1282,7.75,682,33,9,96.57,KP.3.14,CL808180,School,54.67,44,596.31,86.46,Y,Emergency,2022-04-07T17:04:18
2021-03-11,INFL_A,v3.6,1744,331,32.79,613,102,208,27.87,BA.7.17,CL836718,Workplace,28.21,41,288.39,78.49,Y,HighAlert,2025-11-27T13:28:16
2025-09-03,CHIKV,v3.7,2639,552,36.52,842,242,194,67.99,XBB.8.14,CL745501,Healthcare,37.01,20,90.83,71.44,N,HighAlert,2020-02-06T03:20:21
2023-03-09,TB,v2.5,3991,547,23.63,503,109,50,6.98,XBB.4.2,CL990226,Household,66.84,23,16.64,82.03,Y,HighAlert,2022-04-23T16:28:06
2019-01-27,MEASLES,v1.4,1461,558,45.96,512,149,143,80.36,XBB.8.9,CL749585,Market,7.32,33,111.1,92.99,N,HighAlert,2020-06-17T20:22:11
2023-07-08,DENGUE,v5.1,1305,967,17.03,1198,285,140,91.31,B.1.5.19,CL633871,School,57.48,25,794.16,65.63,Y,Routine,2025-11-06T17:14:52
2021-04-19,NORO,v1.9,168,1243,16.24,512,133,121,70.34,JN.2.10,CL253612,Market,72.75,17,928.13,11.62,Y,Emergency,2021-01-28T02:57:57
2022-10-07,MEASLES,v3.6,3340,504,24.44,769,61,190,38.51,EG.3.6,CL496585,Household,54.87,43,217.93,52.72,N,HighAlert,2022-02-03T16:57:18
2019-03-12,DENGUE,v2.0,1625,1454,52.14,254,265,170,11.55,JN.3.0,CL646233,Market,7.0,24,109.13,74.76,N,Routine,2024-10-02T21:14:36
2021-07-15,MEASLES,v2.2,697,1201,31.93,1079,163,172,36.09,XBB.1.10,CL835165,Travel,81.28,13,687.04,26.19,N,Routine,2020-02-02T22:39:24
2021-09-11,TB,v3.3,4003,360,3.33,295,104,170,25.98,AY.4.3,CL866892,Unknown,0.12,8,258.0,74.92,Y,Emergency,2025-08-22T09:00:55
2025-02-09,NORO,v2.9,4096,786,15.99,724,209,213,30.11,EG.7.4,CL135573,Household,0.47,11,618.81,48.5,Y,HighAlert,2022-06-29T18:41:23
2021-06-25,CHIKV,v3.3,1307,732,30.48,797,209,75,26.47,BA.3.11,CL332411,Market,21.75,12,222.97,22.15,Y,Enhanced,2022-08-31T01:41:04
2025-11-06,INFL_B,v2.4,1706,503,21.93,432,106,233,56.35,AY.9.0,CL940193,Workplace,61.73,1,582.79,34.27,Y,Routine,2025-11-21T16:33:41
2021-09-03,INFL_B,v4.3,4792,1134,18.23,708,293,184,62.65,KP.7.15,CL351445,CommunityEvent,69.48,36,701.28,25.05,Y,Enhanced,2024-10-25T11:43:44
2022-03-17,SARS2,v1.1,3046,974,7.7,97,6,96,32.13,KP.1.1,CL923862,CommunityEvent,67.63,27,248.35,61.05,Y,Emergency,2023-10-24T07:28:04
2025-02-07,MEASLES,v3.3,1524,401,3.07,975,17,137,24.23,AY.8.2,CL811716,Market,32.82,44,443.11,34.05,N,Enhanced,2020-12-19T20:24:32
2023-03-06,MEASLES,v2.0,10,1485,17.71,30,137,65,69.16,KP.6.5,CL308885,Market,36.47,4,329.84,61.2,N,Routine,2024-02-02T09:11:17
2024-08-13,DENGUE,v1.5,1124,311,46.36,517,12,173,77.42,JN.3.10,CL976178,School,7.71,32,379.77,37.37,N,Emergency,2022-07-10T15:17:53
2020-06-15,INFL_B,v5.5,3000,743,31.35,1170,226,99,80.47,JN.9.15,CL515064,Workplace,93.26,26,4.93,35.48,Y,Emergency,2022-11-20T00:45:35
2023-06-16,RSV,v3.0,4891,367,49.12,953,46,249,86.1,JN.3.14,CL313358,Market,38.31,15,36.34,4.2,N,Routine,2022-04-07T08:36:07
2021-04-16,MEASLES,v3.1,3420,903,13.23,123,57,91,58.91,JN.7.10,CL801163,School,0.07,19,233.8,25.36,Y,Routine,2025-02-18T19:01:47
2022-11-23,SARS2,v1.8,4646,778,49.36,516,265,229,67.26,JN.3.9,CL260764,Household,97.0,33,526.36,97.39,Y,Enhanced,2024-06-12T14:35:16
2019-11-15,MALARIA,v2.6,1763,406,39.19,248,18,61,50.81,BA.4.10,CL362095,Travel,6.66,21,484.95,81.84,N,HighAlert,2022-04-18T12:23:30
2022-10-04,NORO,v1.9,1740,216,27.74,247,26,139,32.0,KP.3.2,CL864516,Workplace,74.65,8,123.42,78.13,N,Routine,2021-05-05T07:35:55
2024-03-05,DENGUE,v2.1,1605,641,49.46,880,111,20,76.32,BA.4.12,CL417695,Market,37.3,34,722.68,51.91,N,Enhanced,2024-06-26T19:10:01
2025-09-13,INFL_A,v5.8,3548,218,12.08,145,207,136,79.19,EG.6.1,CL361823,School,80.65,32,396.26,52.76,Y,HighAlert,2020-11-20T02:48:09
2025-05-25,DENGUE,v5.4,1320,537,20.74,125,140,13,20.57,AY.9.7,CL331293,Healthcare,89.23,18,810.5,19.23,Y,Emergency,2025-06-14T01:37:35
2022-01-12,MALARIA,v4.8,3296,1234,20.35,761,140,114,29.69,B.1.4.13,CL657420,CommunityEvent,10.65,32,659.05,21.12,N,Routine,2023-05-03T15:32:46
2025-12-13,DENGUE,v5.4,1203,483,3.88,1039,108,196,17.25,BA.4.1,CL969249,School,22.4,34,677.19,11.3,N,Emergency,2024-11-21T05:18:59
2019-01-13,MEASLES,v1.9,668,361,25.5,417,175,178,78.89,BA.1.9,CL103752,Travel,22.41,24,322.01,14.81,Y,Emergency,2025-10-29T05:01:00
2025-09-10,INFL_B,v1.3,3674,182,1.85,299,80,135,64.61,XBB.2.19,CL954988,CommunityEvent,28.21,44,646.16,87.47,Y,Routine,2023-01-08T14:59:38
2025-12-14,SARS2,v1.1,2239,663,34.18,778,182,126,68.62,JN.3.10,CL742220,Healthcare,5.98,20,776.54,42.45,Y,Emergency,2024-03-28T18:04:59
2024-07-24,INFL_B,v2.4,2821,378,43.32,775,198,50,96.14,EG.5.11,CL375957,Travel,38.62,22,559.27,13.34,Y,Routine,2021-06-25T10:40:46
2020-04-09,CHIKV,v2.9,4236,1277,54.5,458,283,94,14.54,XBB.9.11,CL388377,School,51.62,25,780.84,89.75,Y,Routine,2024-02-27T08:45:42
2019-10-09,SARS2,v5.2,4172,274,35.55,1002,80,121,63.6,JN.1.14,CL982852,School,8.69,39,158.5,91.55,Y,Enhanced,2024-10-13T12:00:38
2020-04-13,NORO,v2.7,1094,1209,49.9,78,204,195,34.58,BA.4.6,CL131112,Household,2.7,0,235.49,68.86,N,Emergency,2022-07-12T16:41:56
2024-11-07,RSV,v5.6,4309,173,36.22,857,297,129,4.86,B.1.7.5,CL771374,School,94.86,5,563.73,6.29,Y,Routine,2023-07-02T22:34:23
2025-08-15,SARS2,v5.1,2685,138,37.14,842,237,21,75.36,BA.1.4,CL895432,Market,41.72,13,23.75,98.15,N,Enhanced,2020-04-09T08:51:29
2020-08-28,MEASLES,v4.0,961,687,52.34,825,153,143,31.48,KP.7.7,CL819114,Healthcare,80.01,43,403.57,62.09,N,HighAlert,2024-04-08T21:47:50
2019-11-30,NORO,v3.4,1286,1494,38.15,683,66,201,22.76,EG.6.4,CL530060,Travel,78.65,7,947.76,62.92,N,Routine,2025-06-19T10:12:13
2023-05-31,SARS2,v5.8,2926,449,38.59,900,21,158,44.82,B.1.9.10,CL807794,Household,4.64,41,559.6,89.03,N,HighAlert,2020-02-21T17:29:54
2020-12-03,TB,v3.8,495,1031,30.43,850,245,113,15.53,AY.4.9,CL678379,CommunityEvent,20.67,10,399.2,96.26,N,HighAlert,2022-09-25T02:44:26
2019-04-22,TB,v3.6,4359,634,9.35,470,110,132,9.12,JN.5.10,CL887163,CommunityEvent,33.62,4,408.61,82.4,N,Emergency,2021-09-20T10:48:15
2023-10-02,TB,v3.3,4290,792,15.33,32,50,69,65.79,B.1.5.16,CL147402,Healthcare,30.83,18,248.92,82.91,N,HighAlert,2024-06-17T22:27:32
2019-11-08,DENGUE,v4.1,821,11,28.3,472,231,215,13.9,JN.9.17,CL351860,Market,97.93,11,634.94,70.1,N,HighAlert,2025-02-19T01:11:27
2025-05-18,TB,v3.2,2218,369,4.72,314,288,11,96.66,AY.2.11,CL405265,Workplace,42.41,8,603.91,56.92,N,Routine,2024-02-08T21:04:58
2025-08-20,SARS2,v1.2,4345,14,44.93,191,35,35,27.53,XBB.2.9,CL436364,Household,50.56,20,546.52,83.31,Y,Routine,2022-09-29T21:41:43
2023-01-28,RSV,v2.1,963,757,25.69,1003,176,57,13.77,XBB.1.13,CL362580,Market,4.56,2,762.14,95.68,N,Routine,2020-02-03T16:11:37
2019-06-01,CHIKV,v4.1,444,124,53.28,195,277,25,84.38,JN.3.6,CL761689,CommunityEvent,3.06,39,210.43,79.52,N,Enhanced,2022-03-12T21:08:51
2023-11-26,INFL_B,v3.8,798,885,27.54,326,287,115,48.26,AY.3.2,CL594049,Travel,4.92,17,729.7,94.7,Y,HighAlert,2024-04-22T14:32:31
2022-06-29,NORO,v5.0,3351,1309,50.68,998,21,93,12.23,XBB.9.5,CL377421,School,52.81,7,640.82,99.87,Y,Emergency,2023-10-10T21:44:59
2019-07-15,MEASLES,v3.5,189,349,9.84,1096,77,116,35.59,AY.4.2,CL538078,Healthcare,55.92,2,585.91,43.54,N,Routine,2022-12-07T03:30:43
2024-08-16,DENGUE,v1.4,2872,1480,1.79,231,239,174,50.78,XBB.3.9,CL656505,Market,19.59,15,219.66,15.0,Y,Emergency,2023-01-31T10:43:24
2024-02-19,INFL_A,v5.5,2820,317,10.09,1054,101,125,4.75,JN.3.3,CL632138,Travel,41.07,16,420.43,47.49,N,Emergency,2023-07-12T23:21:07
2024-08-13,INFL_B,v4.6,4895,208,14.02,96,61,4,55.76,JN.4.18,CL375992,Healthcare,33.63,8,174.73,14.98,Y,Enhanced,2020-08-04T16:57:56
2022-03-21,NORO,v5.4,1621,831,42.19,307,157,35,99.43,JN.8.2,CL288315,Household,84.12,25,281.53,19.2,N,Routine,2025-07-24T19:23:17
2020-04-11,TB,v3.0,187,377,53.99,1165,221,110,35.13,B.1.9.8,CL818321,School,95.86,42,385.52,34.78,Y,HighAlert,2023-01-05T08:01:11
2022-10-02,NORO,v2.0,585,601,53.83,826,19,132,26.61,B.1.6.16,CL724680,Workplace,39.9,29,988.89,92.32,Y,Enhanced,2023-03-30T00:40:51
2019-11-05,SARS2,v1.7,3233,403,24.17,365,115,40,54.6,AY.3.10,CL556688,Market,64.09,44,417.57,76.71,Y,HighAlert,2021-08-31T13:46:11
2022-12-20,DENGUE,v4.2,3889,595,13.92,44,88,31,36.37,XBB.2.14,CL437672,Household,88.5,32,176.21,12.35,Y,Emergency,2023-03-20T05:58:55
2022-06-05,SARS2,v3.0,4477,1440,19.76,777,297,109,88.31,KP.9.8,CL925396,Household,18.16,40,891.43,7.36,Y,Emergency,2024-09-22T11:41:10
2022-06-21,MEASLES,v2.0,1160,565,54.17,882,217,53,1.37,AY.7.5,CL429299,Travel,68.57,0,246.95,95.27,N,Routine,2021-10-19T15:34:24
2021-06-19,SARS2,v3.7,767,1126,21.41,484,247,47,91.17,AY.9.13,CL114560,Travel,0.35,17,101.18,9.78,N,Enhanced,2022-09-12T12:46:30
2022-04-14,MALARIA,v4.7,4281,21,31.14,622,132,144,58.48,B.1.2.12,CL414525,Workplace,55.13,6,110.99,82.42,Y,Routine,2025-05-05T00:26:09
