travel_dom_travel_month,travel_dom_destination_dma_code,travel_dom_origin_dma_code,travel_dom_trip_purpose_code,travel_dom_party_size_avg,travel_dom_nights_stayed_avg,travel_dom_lodging_type_code,travel_dom_spend_total_inr,travel_dom_spend_lodging_inr,travel_dom_spend_food_inr,travel_dom_spend_transport_inr,travel_dom_attraction_ticket_spend_inr,travel_dom_booking_channel_code,travel_dom_lead_time_days,travel_dom_cancellation_rate_pct,travel_dom_occupancy_rate_pct,travel_dom_adr_average_daily_rate,travel_dom_revpar_inr,travel_dom_seasonality_cluster,travel_dom_event_driven_demand_flag
2021-10,DMA0235,DMA0238,VFR,5.2,6.6,HOMESTAY,261350,127803,56716,118763,23238,GOV_PORTAL,139,20.68,83.97,23093,16606,FESTIVE,1
2024-09,DMA0246,DMA0181,LEISURE,6.1,5.1,HOSTEL,276025,97350,29781,107001,59066,DIRECT,66,18.77,36.25,22206,19737,SUMMER,1
2024-07,DMA0697,DMA0001,EDUCATION,4.5,5.0,HOMESTAY,202833,27229,39647,65346,59027,DIRECT,40,16.79,24.84,24178,17426,MONSOON,0
2021-10,DMA0319,DMA0654,EDUCATION,3.7,1.1,RESORT,9790,46168,78801,86549,27572,CORPORATE,7,17.18,52.67,12303,9531,SUMMER,0
2022-07,DMA0007,DMA0643,PILGRIMAGE,5.1,9.2,RESORT,104062,150854,17292,16169,9694,DIRECT,129,42.17,93.03,8721,8607,SHOULDER,1
2020-09,DMA0086,DMA0352,MEDICAL,6.5,10.4,RESORT,73861,94376,10996,137346,44708,DIRECT,92,36.71,28.82,8641,12213,MONSOON,0
2019-12,DMA0328,DMA0521,EDUCATION,1.5,5.6,GUESTHOUSE,17925,157992,45437,7306,33001,AGENT,36,14.12,81.51,23558,10830,MONSOON,1
2021-08,DMA0215,DMA0267,MEDICAL,4.6,12.3,SERVICED_APT,300559,11663,47027,51320,21029,GOV_PORTAL,59,33.33,24.62,20922,15198,SUMMER,1
2022-11,DMA0535,DMA0407,LEISURE,4.1,10.7,GUESTHOUSE,203840,87178,67026,85611,55037,GOV_PORTAL,40,29.54,32.88,33408,11032,MONSOON,0
2023-07,DMA0262,DMA0670,MEDICAL,4.4,8.8,SERVICED_APT,42692,64379,36873,135709,51299,AGENT,35,38.07,76.94,3811,15878,FESTIVE,0
2024-05,DMA0698,DMA0119,MEDICAL,1.1,10.1,SERVICED_APT,52169,30230,37812,42939,14949,OTA,75,4.14,36.46,3323,27457,WINTER,0
2024-08,DMA0526,DMA0261,LEISURE,6.3,11.0,HOTEL,144460,169938,99440,136375,25955,GOV_PORTAL,118,31.51,21.72,28025,11434,SUMMER,0
2020-05,DMA0284,DMA0542,LEISURE,1.5,7.9,GUESTHOUSE,83880,114314,27134,100028,7572,GOV_PORTAL,90,11.02,37.11,14905,5718,SHOULDER,0
2021-02,DMA0261,DMA0755,BUSINESS,2.7,6.2,DHARAMSHALA,140673,106042,28860,72765,58431,GOV_PORTAL,18,10.87,77.16,21201,1566,SUMMER,1
2021-09,DMA0056,DMA0730,MEDICAL,2.6,2.6,SERVICED_APT,259869,180213,27295,48840,19304,CORPORATE,50,31.76,61.51,14488,9456,SUMMER,1
2024-04,DMA0633,DMA0324,MEDICAL,5.0,6.3,DHARAMSHALA,247444,137807,59137,55723,35374,GOV_PORTAL,53,40.27,62.68,19508,1959,SHOULDER,1
2019-10,DMA0510,DMA0603,PILGRIMAGE,4.7,8.2,HOTEL,143887,62489,28270,15865,26544,OTA,76,23.22,52.01,6219,21574,SHOULDER,1
2022-10,DMA0665,DMA0173,MEDICAL,1.3,13.3,SERVICED_APT,208309,4631,43420,42753,38756,GOV_PORTAL,156,20.95,31.37,13963,26023,SHOULDER,0
2025-01,DMA0411,DMA0358,LEISURE,1.8,3.0,HOSTEL,67446,92071,47697,136600,27492,OTA,120,36.68,36.81,12304,12194,WINTER,1
2023-03,DMA0444,DMA0758,VFR,2.8,10.8,HOSTEL,87248,79828,82706,107972,56672,GOV_PORTAL,66,1.15,34.44,3065,2534,SHOULDER,0
2021-10,DMA0132,DMA0647,BUSINESS,4.9,4.1,HOSTEL,288845,1904,80899,100182,40541,OTA,7,31.82,75.16,23803,13318,SHOULDER,1
2020-02,DMA0541,DMA0656,LEISURE,6.1,13.4,HOSTEL,42256,174251,94908,100866,49651,AGENT,121,2.53,86.07,18676,13565,MONSOON,1
2022-05,DMA0745,DMA0601,VFR,2.7,8.7,GUESTHOUSE,139650,142341,65813,99648,12497,GOV_PORTAL,134,11.0,38.53,33223,20947,SUMMER,1
2022-02,DMA0623,DMA0681,EDUCATION,3.9,6.6,DHARAMSHALA,266112,142233,14092,61878,51633,OTA,112,30.02,33.46,12806,17402,SHOULDER,0
2022-12,DMA0626,DMA0489,EDUCATION,3.0,5.5,RESORT,347540,66173,17095,146208,3710,CORPORATE,148,17.11,39.63,10745,18367,SHOULDER,1
2022-07,DMA0263,DMA0691,MEDICAL,4.2,3.6,RESORT,74157,34061,80121,147590,30209,CORPORATE,44,13.29,93.23,6169,14184,WINTER,0
2021-04,DMA0416,DMA0055,LEISURE,4.5,10.3,HOMESTAY,248312,12403,36151,26065,46571,AGENT,139,22.69,36.66,18725,22622,SHOULDER,1
2022-05,DMA0320,DMA0192,MEDICAL,3.9,9.3,HOSTEL,290847,53954,60384,93539,21449,DIRECT,134,38.24,73.82,9441,2132,WINTER,1
2023-08,DMA0368,DMA0691,PILGRIMAGE,3.1,12.6,RESORT,145227,100142,50913,56641,13872,CORPORATE,172,19.17,29.11,31147,15367,SHOULDER,0
2025-09,DMA0555,DMA0533,PILGRIMAGE,5.8,8.8,SERVICED_APT,287673,180563,43757,8299,27067,GOV_PORTAL,162,23.98,71.5,14765,19977,FESTIVE,1
2025-04,DMA0356,DMA0107,BUSINESS,5.4,3.2,HOTEL,306049,170228,83699,50863,45320,AGENT,167,7.11,39.07,29217,17268,FESTIVE,0
2024-05,DMA0477,DMA0442,VFR,6.5,9.9,HOSTEL,140332,79234,29684,145514,52245,OTA,138,20.01,85.3,26038,20673,MONSOON,1
2023-12,DMA0668,DMA0080,LEISURE,3.3,12.4,HOTEL,316299,163917,37929,149953,54550,OTA,41,0.74,21.81,26836,19409,MONSOON,0
2020-01,DMA0040,DMA0745,BUSINESS,1.2,13.9,GUESTHOUSE,210115,41429,64677,146711,8245,OTA,1,37.72,59.02,30641,4601,WINTER,1
2024-09,DMA0323,DMA0651,MEDICAL,4.6,9.9,HOSTEL,9812,57961,80600,47880,32809,OTA,33,9.31,71.74,979,11620,FESTIVE,0
2023-04,DMA0355,DMA0712,LEISURE,5.3,4.8,HOSTEL,244911,76599,34363,92957,36017,GOV_PORTAL,98,41.39,77.99,31222,9307,WINTER,1
2022-07,DMA0315,DMA0611,LEISURE,6.2,8.3,DHARAMSHALA,53908,170702,52476,78219,49348,CORPORATE,79,16.1,90.23,28677,8387,FESTIVE,1
2025-12,DMA0788,DMA0646,MEDICAL,1.1,7.7,RESORT,262335,45818,40811,9603,46898,OTA,178,37.61,68.82,33231,17755,SHOULDER,1
2022-04,DMA0447,DMA0229,BUSINESS,5.8,7.7,SERVICED_APT,207072,198295,66472,65250,5742,GOV_PORTAL,31,17.53,30.03,32211,25816,MONSOON,0
2022-06,DMA0713,DMA0203,BUSINESS,3.8,2.0,SERVICED_APT,307665,59616,34598,1325,38864,AGENT,11,6.87,76.43,6825,11028,SHOULDER,0
2022-01,DMA0163,DMA0668,PILGRIMAGE,3.1,3.5,GUESTHOUSE,259318,173159,13529,131814,53089,GOV_PORTAL,12,22.67,61.19,13103,2209,WINTER,0
2025-12,DMA0314,DMA0682,LEISURE,2.2,7.8,HOMESTAY,18150,171728,49619,65163,17387,AGENT,29,11.73,27.77,26835,6774,FESTIVE,0
2020-11,DMA0138,DMA0436,BUSINESS,5.5,11.4,HOTEL,328519,86819,59021,112158,25863,CORPORATE,110,14.53,30.95,7947,25352,WINTER,0
2024-07,DMA0241,DMA0779,LEISURE,3.0,3.4,HOSTEL,117210,185736,19026,88307,4646,OTA,44,14.23,84.61,24030,3920,WINTER,1
2024-09,DMA0571,DMA0710,PILGRIMAGE,4.3,3.1,HOTEL,11024,10543,4550,84139,31358,DIRECT,120,15.56,64.11,14127,22700,FESTIVE,0
2025-07,DMA0661,DMA0414,VFR,3.8,10.9,DHARAMSHALA,107477,120962,75745,73403,13590,AGENT,104,22.42,32.31,21466,24458,MONSOON,0
2024-09,DMA0299,DMA0696,VFR,2.4,10.0,HOSTEL,14662,14287,41328,64978,38456,DIRECT,69,5.75,81.5,4343,9029,FESTIVE,1
2023-10,DMA0233,DMA0206,PILGRIMAGE,5.3,7.3,DHARAMSHALA,249534,195580,5790,79084,35881,GOV_PORTAL,173,11.59,65.75,5560,24759,MONSOON,0
2022-10,DMA0216,DMA0611,EDUCATION,2.6,1.7,SERVICED_APT,103618,38056,55102,55891,876,GOV_PORTAL,31,28.45,33.06,27080,14642,SHOULDER,1
2022-11,DMA0359,DMA0509,LEISURE,5.3,7.1,DHARAMSHALA,26337,96593,568,34556,44817,DIRECT,82,34.01,55.08,18730,25763,WINTER,1
2020-05,DMA0129,DMA0768,BUSINESS,3.3,11.9,HOSTEL,170680,165606,43340,112304,19505,CORPORATE,163,10.97,92.46,21702,17995,SHOULDER,0
2019-09,DMA0174,DMA0049,BUSINESS,1.2,1.1,HOMESTAY,93623,126700,75941,21713,601,OTA,29,11.79,78.62,933,12490,MONSOON,1
2024-08,DMA0127,DMA0161,EDUCATION,5.2,2.3,RESORT,176754,20691,14731,9853,36431,GOV_PORTAL,130,21.51,50.17,6307,14693,SHOULDER,0
2025-06,DMA0575,DMA0139,EDUCATION,5.9,11.5,HOTEL,49461,122975,56684,55083,21436,DIRECT,36,44.15,20.41,9301,8824,SUMMER,0
2021-06,DMA0430,DMA0321,MEDICAL,1.7,7.8,HOTEL,229878,69824,1613,76901,48941,DIRECT,109,24.76,37.63,20588,13960,MONSOON,1
2024-01,DMA0663,DMA0505,EDUCATION,4.2,9.6,GUESTHOUSE,110716,16033,77021,41742,57509,AGENT,81,36.61,34.11,5729,26360,MONSOON,1
2024-05,DMA0786,DMA0686,BUSINESS,1.4,10.7,SERVICED_APT,202192,15797,72420,49206,54826,DIRECT,97,41.34,49.46,13837,21495,FESTIVE,1
2023-10,DMA0446,DMA0282,LEISURE,5.6,4.9,GUESTHOUSE,223567,11847,95332,8846,56951,DIRECT,79,28.66,88.84,21786,19227,MONSOON,0
2021-03,DMA0283,DMA0668,LEISURE,6.4,4.9,SERVICED_APT,296814,127369,70796,16205,29640,AGENT,3,23.36,34.04,33230,2133,SHOULDER,0
2024-06,DMA0044,DMA0361,PILGRIMAGE,3.7,4.4,RESORT,198518,100941,20404,47909,11013,AGENT,67,34.4,23.88,32840,13010,WINTER,1
2022-09,DMA0174,DMA0672,MEDICAL,2.7,3.2,RESORT,19853,120438,90458,80759,26057,GOV_PORTAL,170,14.35,30.24,18037,2229,WINTER,1
2022-04,DMA0573,DMA0202,BUSINESS,5.7,5.0,DHARAMSHALA,289742,67080,84719,149164,20438,CORPORATE,6,43.77,54.8,31286,4718,FESTIVE,1
2024-01,DMA0140,DMA0012,LEISURE,3.9,13.4,GUESTHOUSE,337285,6160,36245,119522,38213,GOV_PORTAL,111,21.39,25.26,31767,9139,SUMMER,0
2022-05,DMA0227,DMA0245,LEISURE,3.5,2.1,DHARAMSHALA,83214,60646,36086,105795,38796,CORPORATE,81,41.77,63.41,31968,4169,SHOULDER,0
2025-02,DMA0361,DMA0252,VFR,2.3,4.1,SERVICED_APT,281667,67316,4167,47217,28296,OTA,42,34.19,41.36,28151,10019,SUMMER,0
2025-12,DMA0272,DMA0375,LEISURE,4.4,5.1,GUESTHOUSE,161604,166498,91695,75531,34213,AGENT,164,9.52,49.24,22577,7222,SUMMER,0
2022-06,DMA0405,DMA0484,EDUCATION,4.3,3.0,GUESTHOUSE,36253,191710,59460,122198,24351,GOV_PORTAL,65,9.93,32.17,13255,18897,MONSOON,1
2024-02,DMA0612,DMA0086,MEDICAL,2.4,2.0,RESORT,181993,124982,38787,51094,23439,AGENT,45,15.74,78.17,22883,23951,WINTER,0
2025-08,DMA0117,DMA0656,BUSINESS,2.2,3.1,GUESTHOUSE,207379,97068,93807,81180,54352,AGENT,68,16.74,49.75,22003,14829,MONSOON,1
2022-02,DMA0192,DMA0767,VFR,3.4,7.9,HOMESTAY,114039,28749,63412,11388,35935,CORPORATE,130,0.67,28.98,1165,27103,SHOULDER,1
2023-12,DMA0123,DMA0583,LEISURE,3.5,8.8,DHARAMSHALA,34069,172703,20510,48926,51615,DIRECT,162,38.51,48.2,6683,1521,SUMMER,1
2023-01,DMA0269,DMA0692,MEDICAL,1.7,3.8,RESORT,132314,107663,3682,45187,1667,DIRECT,142,10.82,96.72,3014,25338,FESTIVE,0
2020-06,DMA0434,DMA0100,PILGRIMAGE,2.5,7.5,GUESTHOUSE,24193,43990,50860,64720,46262,AGENT,114,37.11,75.69,28362,12605,FESTIVE,0
2019-05,DMA0128,DMA0713,BUSINESS,1.9,1.1,RESORT,2679,176032,6023,42688,6962,GOV_PORTAL,79,21.73,87.81,13595,23976,SUMMER,0
2019-11,DMA0520,DMA0236,PILGRIMAGE,6.0,8.8,HOMESTAY,28648,60872,92851,76550,40190,GOV_PORTAL,154,26.64,89.57,25912,25932,SUMMER,0
2019-04,DMA0440,DMA0156,MEDICAL,1.4,1.0,SERVICED_APT,312276,8074,75549,64052,51483,CORPORATE,75,24.14,62.81,8818,7503,SUMMER,0
2024-01,DMA0184,DMA0190,PILGRIMAGE,5.8,9.4,HOTEL,321224,9589,64965,107020,11004,OTA,52,42.51,63.44,9419,22435,FESTIVE,1
2025-03,DMA0136,DMA0669,EDUCATION,3.9,7.3,GUESTHOUSE,122586,141602,21181,25708,43397,GOV_PORTAL,38,18.81,90.72,20615,24446,FESTIVE,0
2019-12,DMA0464,DMA0767,BUSINESS,4.7,2.4,HOMESTAY,263328,148278,57298,27172,42755,OTA,133,17.49,88.12,20894,14930,MONSOON,0
2023-01,DMA0215,DMA0211,MEDICAL,6.1,2.1,HOSTEL,268426,3627,55702,149468,6399,AGENT,141,27.67,75.88,5916,23995,FESTIVE,1
2021-04,DMA0685,DMA0502,LEISURE,3.0,1.1,SERVICED_APT,239520,171036,534,60679,23156,CORPORATE,3,17.18,84.11,25628,21121,MONSOON,1
2021-10,DMA0354,DMA0378,PILGRIMAGE,4.9,8.2,SERVICED_APT,41710,3913,25056,87950,25454,CORPORATE,15,27.34,77.83,23952,27127,SHOULDER,1
2023-08,DMA0152,DMA0537,VFR,4.7,11.5,RESORT,2434,69127,5404,33731,42887,AGENT,114,25.76,44.01,2695,13536,SUMMER,0
2024-05,DMA0021,DMA0471,PILGRIMAGE,6.4,12.1,HOTEL,51034,33327,26226,90829,53146,AGENT,134,34.88,29.42,20281,19936,SHOULDER,1
2019-06,DMA0509,DMA0714,MEDICAL,1.3,8.4,HOSTEL,237428,150807,8976,108930,44860,OTA,26,44.55,75.94,26016,2292,FESTIVE,1
2021-09,DMA0653,DMA0041,VFR,3.5,12.5,GUESTHOUSE,348430,4919,9888,23248,52539,GOV_PORTAL,130,43.98,90.64,25642,12743,WINTER,1
2022-11,DMA0306,DMA0645,MEDICAL,6.4,12.2,HOSTEL,59036,27029,17848,56766,11221,GOV_PORTAL,31,5.57,96.33,23840,889,WINTER,0
2020-12,DMA0435,DMA0759,MEDICAL,2.8,10.1,GUESTHOUSE,165965,26035,60643,126621,50621,DIRECT,175,20.35,23.81,20084,3852,FESTIVE,0
2021-10,DMA0004,DMA0629,VFR,6.3,5.7,HOMESTAY,323275,85956,78878,399,27953,OTA,137,19.01,69.67,18912,25091,WINTER,1
2024-12,DMA0733,DMA0481,MEDICAL,5.5,11.8,HOMESTAY,213048,36241,34404,139827,48575,CORPORATE,128,8.58,68.15,32169,3407,SHOULDER,0
2020-04,DMA0708,DMA0240,VFR,2.9,6.1,DHARAMSHALA,234052,11776,87845,64133,47917,OTA,145,33.47,48.79,26361,2631,MONSOON,1
2025-08,DMA0661,DMA0446,LEISURE,1.2,6.2,HOTEL,91321,165138,38432,33257,21678,OTA,27,43.58,63.1,33666,5896,WINTER,0
2020-04,DMA0073,DMA0119,MEDICAL,2.5,9.8,DHARAMSHALA,43647,20871,37482,114488,46082,AGENT,125,6.87,55.55,12180,15552,SHOULDER,0
2025-12,DMA0105,DMA0636,LEISURE,1.7,13.1,HOSTEL,330895,176003,42568,67729,23024,AGENT,170,12.25,92.12,6259,27700,MONSOON,0
2020-02,DMA0341,DMA0361,BUSINESS,3.4,7.5,RESORT,265449,188167,95605,40724,30600,AGENT,21,38.48,43.33,27000,4261,WINTER,0
2023-11,DMA0132,DMA0645,PILGRIMAGE,6.2,3.3,DHARAMSHALA,183532,39221,74784,110250,25049,AGENT,115,13.74,33.99,2615,20077,SHOULDER,1
2024-02,DMA0320,DMA0068,LEISURE,3.8,2.9,HOMESTAY,102391,101507,49754,60330,57995,AGENT,157,19.86,72.5,18579,6454,WINTER,1
2024-06,DMA0025,DMA0421,PILGRIMAGE,3.5,4.9,HOMESTAY,130916,149169,96474,24100,19711,OTA,126,33.32,42.3,32513,25805,SHOULDER,1
2020-07,DMA0424,DMA0126,VFR,2.2,6.9,SERVICED_APT,221798,82886,37736,1989,40651,AGENT,168,5.67,24.34,34306,27593,SHOULDER,0
2024-01,DMA0519,DMA0324,BUSINESS,4.4,4.9,GUESTHOUSE,8483,59120,30972,71781,31589,GOV_PORTAL,166,23.72,82.52,16996,20072,FESTIVE,1
2024-06,DMA0685,DMA0729,VFR,3.5,10.3,DHARAMSHALA,291338,155290,37167,103234,4121,GOV_PORTAL,73,4.94,45.32,25607,2386,SUMMER,0
2021-02,DMA0517,DMA0032,MEDICAL,5.2,8.1,SERVICED_APT,234383,129239,51742,1508,1720,DIRECT,152,13.74,97.41,18241,16381,FESTIVE,1
2023-01,DMA0277,DMA0782,EDUCATION,3.8,6.3,HOTEL,127185,112339,37115,123373,32110,GOV_PORTAL,138,10.66,44.34,28487,17634,FESTIVE,1
2020-07,DMA0674,DMA0475,PILGRIMAGE,5.9,3.8,HOTEL,253170,125858,94126,45260,29778,DIRECT,123,32.86,63.34,24517,11735,WINTER,0
2023-01,DMA0432,DMA0346,EDUCATION,5.3,8.9,SERVICED_APT,159137,46166,95018,28571,591,GOV_PORTAL,149,6.78,32.57,15754,26017,FESTIVE,0
2025-09,DMA0091,DMA0191,VFR,1.8,9.8,DHARAMSHALA,183216,179432,26019,25826,11775,CORPORATE,147,29.79,61.56,34804,18905,FESTIVE,0
2021-06,DMA0764,DMA0124,PILGRIMAGE,1.7,11.2,GUESTHOUSE,217260,82167,33591,118534,36765,DIRECT,4,25.9,40.67,33635,18485,WINTER,0
2025-04,DMA0061,DMA0456,MEDICAL,1.1,13.9,SERVICED_APT,16770,57620,31344,90660,54975,OTA,149,30.41,73.21,6452,19236,SHOULDER,0
2023-09,DMA0714,DMA0286,EDUCATION,3.0,4.0,RESORT,18342,166073,94986,12755,20132,AGENT,145,39.45,22.22,18494,11900,SUMMER,0
2021-12,DMA0335,DMA0205,MEDICAL,1.3,1.2,HOMESTAY,216544,195944,27251,123522,38644,DIRECT,78,24.04,74.53,14549,23009,WINTER,0
2022-04,DMA0631,DMA0480,EDUCATION,3.5,7.5,HOTEL,47162,95083,26067,70125,6280,GOV_PORTAL,93,32.43,60.38,33017,8826,WINTER,1
2021-04,DMA0623,DMA0245,PILGRIMAGE,2.3,13.0,SERVICED_APT,182644,92563,16194,60392,25758,OTA,129,36.2,49.64,30375,896,SHOULDER,1
2022-10,DMA0205,DMA0683,BUSINESS,3.7,4.2,GUESTHOUSE,199710,20662,36290,93566,50940,GOV_PORTAL,130,31.3,25.04,22897,11441,SUMMER,1
2025-01,DMA0474,DMA0181,PILGRIMAGE,1.9,10.8,DHARAMSHALA,154924,141863,26601,102342,21244,OTA,43,14.36,24.87,10138,4337,FESTIVE,0
2025-10,DMA0056,DMA0285,PILGRIMAGE,4.0,5.2,HOSTEL,342672,64776,20669,3330,47573,GOV_PORTAL,77,43.27,81.79,31199,5317,MONSOON,1
2021-08,DMA0193,DMA0471,VFR,6.3,6.1,DHARAMSHALA,332321,191835,60557,18423,32087,AGENT,35,2.73,77.77,21639,16095,FESTIVE,1
2023-10,DMA0585,DMA0156,PILGRIMAGE,4.5,13.3,HOTEL,295146,58637,25206,100916,53097,CORPORATE,164,16.75,56.32,20634,10225,SHOULDER,1
2025-04,DMA0679,DMA0380,BUSINESS,4.1,7.0,HOMESTAY,82811,6178,64905,1406,681,GOV_PORTAL,77,36.96,20.54,17122,16626,SUMMER,1
2021-02,DMA0026,DMA0590,BUSINESS,5.3,10.4,HOMESTAY,107184,83834,31964,54310,34383,GOV_PORTAL,150,15.75,83.42,12142,10339,WINTER,1
2024-10,DMA0274,DMA0202,EDUCATION,1.0,8.1,SERVICED_APT,238227,83347,88338,140723,16787,DIRECT,180,24.57,71.91,31180,4969,SUMMER,1
2024-09,DMA0328,DMA0177,PILGRIMAGE,2.6,10.9,SERVICED_APT,269715,194136,84200,97888,8268,AGENT,78,6.05,25.99,26625,3154,SHOULDER,1
2023-02,DMA0015,DMA0504,LEISURE,6.4,5.1,SERVICED_APT,331095,44398,79572,60991,29997,OTA,70,38.56,41.57,12227,2432,SUMMER,0
2025-07,DMA0278,DMA0254,EDUCATION,5.3,12.4,HOMESTAY,243357,63810,52210,52169,18110,DIRECT,57,41.9,25.29,30150,16073,SHOULDER,0
2021-08,DMA0516,DMA0635,EDUCATION,1.5,8.1,HOSTEL,167070,85751,71705,124705,2832,AGENT,32,44.28,87.85,30363,6488,SUMMER,1
2023-10,DMA0021,DMA0090,PILGRIMAGE,2.8,5.0,HOSTEL,38260,141508,4019,97941,12148,AGENT,56,3.47,59.29,12054,7013,SUMMER,0
2024-04,DMA0046,DMA0420,VFR,3.4,1.5,HOMESTAY,170102,157932,70341,128289,19092,DIRECT,176,8.96,49.19,30782,7186,SUMMER,0
2025-05,DMA0089,DMA0756,LEISURE,6.1,1.2,GUESTHOUSE,208822,60896,94368,30594,24083,OTA,165,22.27,69.27,32056,11996,MONSOON,1
2021-04,DMA0791,DMA0639,MEDICAL,4.2,5.6,DHARAMSHALA,313906,19269,98630,70895,58161,CORPORATE,75,12.27,78.17,23823,6218,WINTER,0
2024-12,DMA0508,DMA0283,MEDICAL,1.4,3.8,GUESTHOUSE,2788,159581,64420,79190,52566,DIRECT,178,28.92,70.94,10310,12126,MONSOON,1
2025-08,DMA0273,DMA0441,LEISURE,3.8,1.7,HOMESTAY,249240,174440,62776,34108,19087,GOV_PORTAL,57,38.04,84.65,19103,5563,SUMMER,0
2022-03,DMA0096,DMA0668,EDUCATION,2.6,8.2,GUESTHOUSE,237567,172391,97499,3337,41852,CORPORATE,151,5.72,66.36,18859,7434,WINTER,0
2025-08,DMA0752,DMA0110,PILGRIMAGE,2.9,13.9,RESORT,278758,96500,56317,20214,29910,OTA,124,0.14,20.24,5717,24568,FESTIVE,0
2022-09,DMA0066,DMA0414,MEDICAL,1.6,6.5,HOMESTAY,220418,26756,88730,5684,46602,OTA,77,44.72,30.62,9779,2181,SUMMER,1
2020-01,DMA0751,DMA0503,VFR,3.5,8.2,HOTEL,295266,33939,12589,146222,28098,DIRECT,41,20.27,87.64,17993,10569,SUMMER,1
2020-08,DMA0493,DMA0427,MEDICAL,4.7,3.9,SERVICED_APT,272104,87835,83371,139228,38329,DIRECT,70,3.08,29.97,28827,17931,WINTER,1
2023-10,DMA0218,DMA0567,VFR,5.2,3.7,RESORT,160522,89956,91285,66225,52222,CORPORATE,147,26.48,68.33,6212,27457,FESTIVE,0
2020-07,DMA0433,DMA0088,LEISURE,4.8,5.3,DHARAMSHALA,68648,188904,30825,115157,22517,CORPORATE,119,33.89,36.07,8378,26072,SUMMER,1
2025-03,DMA0291,DMA0105,VFR,4.6,11.9,RESORT,290292,14493,88049,94998,3217,GOV_PORTAL,171,36.06,94.92,12335,9181,SUMMER,0
2025-08,DMA0060,DMA0641,BUSINESS,5.8,13.5,GUESTHOUSE,42671,74386,79781,89949,43372,GOV_PORTAL,53,25.62,37.58,30556,2111,SHOULDER,0
2019-09,DMA0262,DMA0522,BUSINESS,2.8,10.6,RESORT,333604,102489,4860,29711,50906,GOV_PORTAL,174,30.58,48.23,17138,26218,MONSOON,1
2025-05,DMA0425,DMA0555,BUSINESS,2.2,1.3,HOSTEL,40128,126234,52177,17495,22960,CORPORATE,6,21.43,80.35,29911,21937,WINTER,1
2020-07,DMA0201,DMA0069,BUSINESS,1.5,6.7,GUESTHOUSE,256036,131982,64567,9362,16538,AGENT,4,27.89,71.33,23264,19259,MONSOON,1
2023-07,DMA0596,DMA0393,LEISURE,1.9,6.5,GUESTHOUSE,37636,192168,94131,117903,9881,CORPORATE,118,42.82,45.09,23551,8390,SUMMER,0
2022-03,DMA0538,DMA0285,VFR,1.8,13.2,HOSTEL,217159,154988,50831,95890,9691,GOV_PORTAL,179,44.44,74.44,21503,15563,MONSOON,1
2020-05,DMA0233,DMA0514,EDUCATION,6.0,10.7,RESORT,38190,26436,3781,52305,6251,AGENT,76,28.24,96.43,4265,24958,FESTIVE,0
2024-02,DMA0162,DMA0338,PILGRIMAGE,2.0,10.3,GUESTHOUSE,276952,37841,64690,85282,45920,GOV_PORTAL,159,26.28,31.31,2110,9775,SUMMER,0
2023-12,DMA0751,DMA0014,BUSINESS,1.5,8.3,GUESTHOUSE,99454,4314,79517,149316,47673,AGENT,100,15.55,38.75,22903,16543,WINTER,1
2022-06,DMA0586,DMA0574,BUSINESS,3.2,9.4,DHARAMSHALA,175391,46201,29663,33432,9316,OTA,26,14.59,55.03,26012,8494,SHOULDER,1
2019-02,DMA0222,DMA0055,MEDICAL,1.9,10.1,SERVICED_APT,1555,77740,1293,121210,38994,CORPORATE,177,41.6,44.45,9081,20537,SUMMER,0
2023-02,DMA0260,DMA0541,BUSINESS,1.7,8.2,HOTEL,267533,99518,88140,84889,48392,OTA,120,29.93,44.72,25117,8542,WINTER,0
2024-07,DMA0359,DMA0261,PILGRIMAGE,3.0,12.0,SERVICED_APT,83463,36217,99751,122737,46087,DIRECT,110,20.64,53.46,31154,18305,FESTIVE,1
2020-08,DMA0226,DMA0376,PILGRIMAGE,6.1,1.5,DHARAMSHALA,320329,166609,55114,84682,22355,OTA,165,29.97,81.6,2737,7286,SHOULDER,1
2019-01,DMA0265,DMA0750,EDUCATION,1.2,13.2,SERVICED_APT,330721,131653,74559,148888,9051,OTA,157,5.44,47.84,22861,8444,SUMMER,0
2019-05,DMA0069,DMA0197,MEDICAL,2.1,11.1,GUESTHOUSE,305102,165148,36627,108854,47639,DIRECT,45,42.45,40.03,8605,17589,MONSOON,1
2022-03,DMA0009,DMA0551,EDUCATION,5.5,7.9,GUESTHOUSE,293691,4983,56801,23165,3284,CORPORATE,66,23.5,62.97,27037,3190,MONSOON,0
2020-06,DMA0281,DMA0151,LEISURE,2.3,12.2,HOSTEL,98517,51155,97683,121174,40492,GOV_PORTAL,50,15.03,87.99,2263,17388,SUMMER,0
2024-08,DMA0552,DMA0735,EDUCATION,3.4,11.8,SERVICED_APT,306772,78844,16233,103639,18953,CORPORATE,58,0.6,74.56,2994,15379,WINTER,0
2020-10,DMA0195,DMA0252,LEISURE,1.5,6.5,DHARAMSHALA,39947,107062,5519,146122,41847,GOV_PORTAL,58,30.47,46.53,16002,7917,FESTIVE,1
2021-06,DMA0793,DMA0498,VFR,5.4,11.9,SERVICED_APT,156469,124942,97757,75193,27403,DIRECT,49,43.63,95.83,32194,4219,WINTER,0
