edu_finance_fiscal_year,edu_finance_lea_id,edu_finance_revenue_local,edu_finance_revenue_state,edu_finance_revenue_federal,edu_finance_expenditure_instruction,edu_finance_expenditure_support_services,edu_finance_expenditure_capital,edu_finance_expenditure_debt_service,edu_finance_teacher_salary_average,edu_finance_administrator_salary_average,edu_finance_benefits_cost_total,edu_finance_facility_condition_index,edu_finance_technology_spend_per_student,edu_finance_transport_spend_per_student,edu_finance_special_ed_spend_share_pct,edu_finance_ell_program_spend_share_pct,edu_finance_fund_balance_end_year,edu_finance_pension_liability_estimate,edu_finance_audit_finding_count
2021,LEA372794,9397439734.25,8695229342.89,538735667.88,12384433920.85,713496770.61,7060185024.36,1573005372.81,575331.19,1530658.33,5603730185.81,71.27,1900.65,7178.8,6.45,3.3,-274834649.33,10883929983.73,20
2024,LEA370219,4066930346.93,23858279234.62,163771292.58,8087699536.93,3706389039.45,677165241.2,2774672426.06,284556.03,341342.07,2598446101.96,1.38,7079.26,4672.6,2.61,6.32,1515527473.51,4560379943.43,35
2017,LEA856551,19821665402.15,16045158734.0,3202036754.94,16024725634.88,2614353827.59,6208599402.43,216448563.2,753744.62,2087333.42,5653726326.77,77.97,24889.58,20201.07,19.76,13.65,2359451741.89,5877400542.48,20
2018,LEA568977,4547958635.22,15571896827.23,4597407907.48,7682270300.9,458170185.47,6655897367.82,2205280666.9,458182.24,673269.27,6422591140.2,98.83,16031.2,5257.69,9.76,3.78,388713768.25,12606731884.13,24
2018,LEA804289,3821043838.61,28898981798.65,786498033.35,20584643552.17,11668751312.51,2617105925.1,1356637614.71,788481.67,376576.17,5193006806.34,47.94,16580.76,490.93,4.31,7.9,3780517993.08,10711237374.83,9
2025,LEA803228,8634027884.35,16106334207.94,1436067979.83,3074534881.66,11284640258.36,7599575460.89,2047689178.77,1000814.71,286456.55,2418252915.39,28.2,1881.97,17473.88,13.56,11.61,1968483201.68,4991575564.41,7
2018,LEA115191,19655818798.38,26804653130.46,3287300938.76,17231733434.03,287435620.11,7760224379.77,1537021124.94,653178.06,1064167.94,2790235344.29,5.35,7804.49,7299.42,19.32,5.14,1350442561.73,14023738688.43,6
2019,LEA981890,16792097595.61,1419504890.91,988524305.93,22411400427.02,10576061809.5,361418021.83,1016117517.86,263874.86,827040.87,386211118.82,80.66,22321.94,4515.23,2.02,5.87,40270404.94,10568010583.71,31
2018,LEA429508,7378279442.06,7514087418.39,113286240.6,22414479018.25,12712391084.83,2267277207.06,527710944.44,917470.83,1831901.15,6248370713.62,12.14,3280.91,17491.14,5.28,8.6,-380420580.65,19466811973.22,1
2016,LEA999286,4360233655.03,17945056519.12,1425807630.95,59762788.49,9578759397.07,5060765081.77,246006959.28,314506.92,876549.05,756302031.4,84.86,18616.98,10418.76,10.62,11.9,2040008642.03,16662420916.54,26
2020,LEA720942,11831640894.26,28953054651.75,1685924589.1,8727137144.61,4227240262.86,7868295863.04,597560447.3,709283.62,525515.3,3870142196.37,2.88,10133.69,8789.01,19.2,12.62,1301969901.82,13680033580.61,11
2018,LEA897967,18817203263.07,22890253738.98,2052867312.94,23503192524.49,1532400253.46,4900590392.39,1444508178.93,857408.41,1420766.08,5463001163.02,42.63,13793.34,3138.17,12.36,6.61,4966700335.7,6026570298.86,27
2019,LEA574991,6876564174.9,15899983738.53,2438656529.45,793984195.35,14551994098.57,1222242909.96,2883864660.72,569383.79,1437596.34,6843401981.99,74.07,11318.21,19739.77,13.74,6.94,22413988.41,7088538030.9,23
2021,LEA286947,994977170.32,5228612507.48,3411105337.54,6054356899.06,7114818008.6,1176447036.24,1475119043.78,306903.21,614574.93,2458023848.5,68.81,18708.86,18094.91,1.03,14.67,-256231423.41,11135395018.12,25
2021,LEA575877,11688128374.45,18458236405.67,1442735259.51,1886430552.47,500281682.71,3414599380.65,2390089471.25,916522.85,1290029.74,5731951766.15,86.91,19213.36,3884.86,5.1,3.91,3631509452.4,7306929644.23,7
2019,LEA796931,12506513864.98,20734814752.97,3106881614.76,23095973939.47,11168620595.98,6283196785.52,763503542.87,764167.01,1263294.29,6396607489.11,54.01,5912.99,9111.9,6.37,5.51,2612737004.64,8384387247.11,30
2017,LEA677602,14794282456.66,18339822301.09,4807534644.27,23816400513.37,13738805355.94,1715244968.46,248517768.63,999031.29,1278252.77,2975834735.89,3.64,1394.77,17558.21,3.85,3.81,577801763.28,978718213.76,27
2020,LEA445437,11232256218.17,26194454044.2,2021698814.35,2588959436.9,1566530538.14,3130624796.2,1854507892.27,873029.83,2077508.45,1282875414.12,1.28,7806.97,17756.53,4.6,12.49,-211121658.27,16846875619.06,18
2020,LEA380514,11786623666.2,22782550851.27,2587715442.83,16094806988.49,7092388764.5,1617853207.9,2739976197.66,188533.89,777009.99,3545096026.74,39.63,6500.14,20126.69,7.53,8.76,3537759009.99,9959914031.96,10
2018,LEA428228,6614364441.71,18977736537.9,4874271552.72,6149581245.72,10112008355.64,3681777163.58,2972967574.75,321797.79,481824.5,2524407364.44,39.52,23594.81,697.38,15.03,2.76,565266336.04,17814660876.6,7
2025,LEA110331,9990974068.68,1939416845.41,2557308173.84,17925164963.65,6165368898.27,4278866840.25,1718070852.54,400316.72,671610.07,3837921345.6,8.22,21803.38,11212.77,4.18,2.28,4470127143.74,3215401610.45,21
2017,LEA158623,5079504041.84,17704984252.11,2265996661.33,1216941731.49,5784657936.68,3466103021.92,1494918495.97,1123595.73,672475.43,2178021321.78,45.92,7068.95,485.91,11.13,2.94,2591114093.91,19574859418.46,19
2019,LEA989893,5295196148.51,16907319247.11,843937883.1,6984201336.47,8291431348.21,6735056091.26,229513273.63,1176518.84,387974.43,2287717022.27,67.42,1818.23,20501.32,7.36,1.22,5812059324.41,6015547388.83,39
2017,LEA357736,10848732149.41,12833434690.82,1157783006.16,20971969430.96,14341485823.64,1356013529.03,949512822.67,1037868.87,544555.42,6552886642.49,43.16,15250.23,16475.04,11.41,4.53,2350089798.18,856383958.5,14
2017,LEA616968,7812659504.57,22181539116.11,2227571138.81,243590625.6,6059018399.2,4395127743.31,2434657366.43,644412.96,2133954.09,4443615581.72,17.86,12356.99,19935.48,16.67,2.69,535511086.01,17414048309.42,37
2021,LEA628786,10538074800.45,6272017866.27,3545874056.89,9169271998.99,5134831143.76,1244502704.55,416114628.29,792060.0,970583.93,4304509342.57,42.18,4870.95,7169.52,5.16,8.05,4754964691.77,17175253004.57,35
2018,LEA189972,9828849493.57,2206674411.17,4510543448.68,20881711608.77,11845536666.48,4342098764.63,2582197213.27,404890.33,966263.01,4522830144.0,37.76,3909.95,18552.78,7.01,6.78,4364339560.22,9208206859.24,5
2022,LEA133005,10512169669.42,13265775264.16,4272712280.49,19893892209.52,11746301927.73,3813878623.34,2079520293.51,1177629.46,1778101.61,6179455088.51,41.44,7297.51,5434.84,0.79,13.02,1990891658.75,5954292471.72,11
2020,LEA848220,14300599782.72,2429974386.44,4379403574.35,13279615607.61,5821933553.7,5202441526.06,874262529.37,198767.03,2025817.85,5703662525.7,71.8,2497.07,6373.61,17.41,14.19,4028204268.57,6387735032.89,32
2017,LEA321911,4521211450.75,98988529.97,1338990654.33,22695810068.89,10531829707.77,2868329621.57,2246885304.66,637568.47,1180131.36,3885969143.31,1.17,16696.52,12516.92,10.83,11.49,627024257.21,9500554132.56,28
2020,LEA188977,16857596253.16,25714387469.31,1943718095.57,18460287595.47,7293250287.12,5166074006.62,1952339435.6,1026093.26,1970968.94,3937251150.7,69.16,14127.44,18386.68,1.43,6.58,3755733474.57,18994624025.65,14
2023,LEA974826,17114167860.62,4458180725.13,598425167.26,17729613556.65,4352185007.04,5609599385.75,202217927.85,1163722.96,2399202.8,353393910.64,90.69,15966.52,20635.81,7.12,14.48,3628863558.62,11223437633.19,39
2020,LEA539275,9807139859.59,15460486082.64,4489450256.95,5498751832.49,2584296909.38,3898690070.48,237448711.27,1199049.05,736279.43,1453229418.55,94.82,13466.92,9289.15,16.97,4.83,469064651.78,9481168442.75,34
2019,LEA170789,4981713242.3,22634717516.94,3830984424.07,20471960819.96,13083737829.88,1582526071.84,702439067.0,563537.16,1488179.07,3228314395.06,7.74,24393.76,20882.26,8.54,1.2,1703936423.55,4508244007.82,31
2020,LEA718879,928837054.8,27334695584.58,3325426403.96,5465007868.61,1487648589.36,7078255651.85,1675516376.08,265563.15,2293761.56,6931798944.7,32.58,23857.19,1454.25,6.33,12.72,2865714523.38,16174380048.47,25
2016,LEA575292,17171778290.52,134498320.45,3213130693.9,24423131484.33,738873592.82,6980989728.5,334521042.3,745246.82,2372180.82,6604744934.54,86.43,24148.62,10759.54,18.74,12.81,5964339105.68,4248503986.28,11
2021,LEA449370,10399644494.75,28270789896.82,2122698475.07,12617958509.47,14286443382.37,7330021859.98,2582960902.1,753456.98,830712.79,1557217587.27,81.51,56.62,8409.05,14.12,14.38,5966247921.43,16035910583.79,38
2021,LEA280884,6136949436.07,23474040259.77,4708425210.45,9896944072.63,3290407465.62,1861639166.35,2942874181.2,464903.43,320721.24,2992459633.68,35.36,939.82,2782.21,5.38,12.99,2778951257.15,8676474829.92,13
2021,LEA471147,4753666825.63,8996522390.36,2978381517.53,9506280936.88,7936154791.41,4504188809.13,2057015060.39,363329.07,1504889.92,5802345938.74,89.53,16674.31,13952.77,10.6,12.16,2887987623.2,9034171908.18,4
2022,LEA899539,1010819108.84,9263905044.36,880162057.51,22378370479.62,4280209794.72,956738522.48,2299127697.37,424529.22,1395221.65,5023183397.49,69.75,22326.42,3792.23,16.72,14.82,4707773499.37,943938853.88,27
2017,LEA190210,4506590032.22,21576831298.55,4127223242.62,3737629953.31,4355148429.51,2059148342.42,240950941.53,741775.26,1836759.99,1244060621.8,39.87,5700.47,18727.17,7.12,4.85,1651883666.48,1443378755.33,22
2017,LEA327606,10417379629.28,23778307119.89,3070829513.89,23841654101.55,4936521286.5,7185425246.03,2079757504.77,226340.62,284762.66,4560214752.71,57.52,23014.19,11378.99,19.87,12.78,4688899750.23,14687744741.06,30
2025,LEA985778,4908268898.73,18252836389.13,2069488504.45,6647070058.82,9342912769.28,4440845081.21,2190058360.62,413549.82,2366162.65,1834729248.38,51.74,3853.72,10033.98,9.65,11.95,4875265392.36,2216275202.06,14
2022,LEA959916,12010573404.17,10245467168.27,3114854862.56,11606255393.53,1154114222.14,1554219443.77,1006682089.08,380841.33,394800.28,3055031815.45,9.47,9428.93,18488.46,0.18,6.82,2696452360.92,11791753029.25,22
2025,LEA697808,10451360469.55,18724927801.39,4755624223.88,24855015101.52,11607371760.07,6967611125.41,1180867339.56,1056499.53,1165872.92,4196397722.06,24.11,7151.53,16790.08,18.95,6.4,3595645436.26,4455940735.15,31
2020,LEA848570,6384306696.06,342905971.65,4155948197.38,6825026235.69,9853408221.37,5249475916.02,958744301.7,746360.08,2002143.08,6818862951.47,52.08,14207.37,21738.87,19.52,9.86,1081217347.85,18632452363.53,23
2017,LEA664714,1228502449.71,7372668665.25,2310723002.6,23048602609.02,4670179817.01,5685866164.59,1868914343.32,565487.36,2202646.13,2431739639.21,26.43,8844.39,9544.49,18.28,1.84,1343147895.56,8498963475.11,16
2017,LEA313049,12810111793.22,5990793589.86,1224210792.56,3786376682.66,2104884159.95,7563681857.06,1536575185.81,1088522.69,1119284.65,1185147234.8,13.23,21544.31,10846.27,13.04,2.67,2389695090.98,4565282463.1,33
2019,LEA296931,17415007187.81,20712950555.54,242867793.78,14819012697.59,5224630497.33,4259151550.77,2095987853.16,854922.78,1567839.26,5832993293.01,45.11,4064.35,10065.55,17.18,3.25,449532627.28,6496633529.15,31
2018,LEA209854,2851768765.08,22685109558.33,3852435930.04,15797916588.84,390078959.16,4606513223.84,2923647208.74,619120.86,1849243.18,2493573686.22,49.98,14285.06,16262.26,0.47,7.26,5195932114.31,10745513580.26,11
2020,LEA982359,12744594789.5,25240835346.33,1995741572.78,13596400866.61,4119678498.33,7316537423.0,920088711.37,867165.36,1928556.13,3816764013.55,51.25,12977.55,15449.65,0.15,8.96,3894684041.76,3392688976.0,7
2021,LEA610405,15235301193.2,5833154889.33,2268383613.96,17298980099.57,11704649787.16,206866258.5,2146953936.52,1136689.97,2128512.22,1646953743.58,66.28,1163.34,10644.73,17.05,0.27,5003737602.63,18393533734.72,21
2021,LEA578704,8520968964.7,27891350534.9,4577772657.29,376562973.86,6053655946.72,4887320992.32,1804285953.17,248550.41,1299797.62,3646346763.64,22.22,2426.91,14954.43,16.25,9.95,1327102811.06,16841154034.34,35
2021,LEA133710,262413559.63,18749587551.04,573408745.11,5474816284.7,8024221532.44,7747705739.11,2130332544.59,389852.17,1592741.06,5973220099.42,42.38,15275.64,345.61,2.13,10.92,5915146010.48,16732365691.84,17
2022,LEA440726,3943456220.64,14397376065.91,4090690267.77,19971628651.8,970531937.4,7974704025.53,1009057794.65,248097.42,643737.88,1067987115.43,54.21,12435.44,9040.78,10.22,8.9,4808177545.37,8463714429.51,26
2025,LEA575919,11600828977.56,4792505335.05,2408471546.65,13437479573.04,1200817401.09,3730838735.67,1924229431.24,489148.58,1172734.8,1242698353.06,77.47,7999.23,11339.93,5.57,1.3,1901107483.21,18208882798.55,26
2017,LEA254182,15960896075.74,27030658091.23,104967725.42,1320970439.97,1970934303.41,6507656041.86,2931141681.93,743864.17,697946.02,6160782743.08,45.16,5276.05,15164.18,6.42,6.62,1388822559.8,3090273409.63,31
2021,LEA330492,2284445298.39,21225542405.59,3589657727.58,13338127947.53,11061553407.12,5601734885.68,2840773465.65,496966.03,1871191.57,4500918985.45,79.68,22548.09,4329.22,13.75,1.54,2340793813.44,18711420842.06,26
2022,LEA206923,9228197384.26,14996496960.77,3947107880.91,9015286078.08,251506681.68,5205141331.82,602634788.34,883936.94,2048954.5,6659327096.77,69.8,12669.2,20614.55,13.75,13.25,3471587000.42,13930532538.23,3
2016,LEA481390,3536425442.92,13435117646.26,2956374615.85,14376329529.2,12440656992.17,6947671802.46,1493896783.18,239130.61,2135624.26,5324400523.51,29.94,6871.54,15198.19,19.34,6.16,1791390161.76,4330365852.33,15
2020,LEA289590,5945370585.65,25712950966.79,1885160752.7,9331625005.47,9821906266.61,2683300551.93,120350947.42,891899.08,590689.02,6998777215.29,12.87,19679.94,8840.66,5.7,1.78,4673337164.97,6590951048.46,14
2021,LEA515245,11791537634.07,24331330115.59,114994092.91,10395920841.28,7555828089.11,6258950294.25,1445936188.57,757397.37,658750.88,6681219664.72,93.28,15121.41,15191.4,19.64,13.35,-52308003.95,11429802522.53,2
2017,LEA906605,925285127.46,14823874167.82,4149188578.15,5039905314.92,9374246183.22,7971587762.57,79745664.55,967194.4,2218711.73,4679162320.94,74.96,8951.89,4607.66,5.99,10.46,3837099225.76,17104574376.95,15
2019,LEA629849,6675662350.11,22702659540.49,633735466.29,2957928081.9,14178617549.48,6590496382.27,2502987187.06,927380.6,1708066.65,5102666634.19,88.69,24324.29,18113.58,0.67,0.16,2536204705.51,1977932512.27,17
2025,LEA629576,14232624853.43,24728129489.62,3096427692.17,9939467543.75,13645094149.64,681014454.12,1045034906.58,941999.22,2125693.87,4743679864.39,53.01,8117.01,7774.89,19.19,14.8,2229090246.65,15608305609.04,33
2016,LEA976349,11622181036.88,26689036398.4,1222073421.53,22913241582.85,4915685116.23,6167732265.05,950186378.74,478522.06,1881584.97,3735739532.28,55.1,3330.71,7950.29,11.39,6.6,4263140050.99,15757891752.64,38
2025,LEA320672,14643076630.51,15076396999.07,2005315707.02,3960821529.4,12059850687.87,6245640647.1,2696398652.07,984568.17,1964540.66,4831743725.82,2.13,10394.32,431.03,12.5,4.2,2894789598.27,1816297425.34,23
2019,LEA523567,5528867990.02,7971452839.23,3439869820.81,18320195888.53,10043480288.88,1229878319.27,15132215.39,232707.34,2022514.89,1252027977.37,48.49,5344.8,7906.83,4.34,7.96,4292810298.04,13302118298.41,15
2022,LEA229238,7533438695.16,28811269719.1,1474446419.3,2489395765.53,5740298739.92,6465217461.72,2540498684.6,505938.54,2390356.33,4583112228.13,97.24,2748.96,7586.87,13.8,5.87,4120993237.02,2497573366.47,37
2023,LEA617264,17767131077.91,13117332580.65,1305657270.76,22503956923.7,13540710431.16,5536299461.9,2721413574.07,557371.13,1488912.81,184278064.49,87.77,22741.54,13222.41,3.88,2.66,2362202192.29,7119145779.45,14
2025,LEA728066,16003067219.0,14453395975.28,4716663628.1,15667437167.36,13650968999.39,1033924314.95,2042469000.45,813339.81,850159.96,2050914240.37,59.59,4482.86,9007.08,11.69,14.06,3477582383.2,17177765089.46,26
2020,LEA212145,18895392241.62,21118701284.19,644322891.18,20596792496.3,4118432367.96,5754602376.95,2582329172.5,1053119.9,2104349.31,1932172335.59,75.08,22051.79,481.69,17.62,9.68,5836707416.77,12868068431.64,6
2022,LEA586756,5391466827.04,25618542015.15,3640682177.57,2799947070.97,7136931163.01,5025343408.65,2133862721.33,889900.28,2323684.34,6868385054.01,2.2,14181.2,20751.06,1.64,1.79,-141419162.24,19148997796.37,25
2018,LEA228091,5100395215.33,470272229.46,2060532837.65,4804387957.87,5313713276.46,6421628261.16,550538581.64,719869.81,1521345.96,6154667342.51,8.3,20804.55,19824.34,19.82,1.8,3825667255.14,10151177039.36,15
2018,LEA345192,10118914186.7,23335832450.12,1513611235.76,9945395472.69,11702163199.45,7109133984.65,1409404929.37,881113.62,1090464.15,6840650954.16,80.98,24438.99,14864.8,18.39,10.49,3449904816.0,18061807612.65,17
2020,LEA839554,2354371233.59,11552085235.85,1080687910.92,3195127464.0,7955167039.72,3077180719.75,318100391.97,887766.81,1760134.64,4934397467.17,42.44,636.84,11511.1,1.07,12.03,1198367649.32,12087887163.46,21
2023,LEA160675,17430879867.12,4556921698.13,2411284686.74,18497654387.88,12623911263.44,2239502898.65,455417416.9,647534.91,453697.74,4387157231.68,4.51,22330.19,13297.09,17.81,6.32,128442170.14,4993734238.76,18
2020,LEA286922,7238770918.71,24464877663.78,2957907512.59,6220038225.96,7386334672.55,1745288385.06,224806834.57,433912.55,2296082.84,3548685289.28,94.41,22070.17,2216.15,10.1,11.13,2639270168.35,10860782821.39,25
2025,LEA985791,8520925429.78,5482190065.13,759135184.2,10478182464.87,14507756408.7,4780180288.7,2944445256.0,490509.74,1750471.66,4555363267.76,86.61,4666.94,6160.3,19.44,0.89,4430582905.78,5850087282.94,38
2016,LEA170114,4390018317.24,10616418877.76,2518160760.13,20346088910.33,6263819496.46,7792951416.0,2160137717.07,1165958.9,1628926.6,3741824835.07,28.85,17340.86,18451.88,1.18,14.21,-114451477.02,7899652334.43,22
2022,LEA570143,12653676260.32,8092412746.27,3406822210.28,5470338934.15,5903389386.98,3545270541.05,152372011.26,603563.96,1507989.56,326197394.94,24.33,7446.58,13473.58,11.33,1.95,2272121801.43,13552404661.07,18
2022,LEA780136,2399501419.24,26662812333.45,4917845270.0,16062281289.6,6554462591.48,4011416347.62,1857738637.56,963987.36,654212.21,1017032129.9,73.55,19309.4,19463.73,10.96,6.0,5420518414.01,7410279897.06,34
2025,LEA129109,8298607598.17,23654395607.9,119899182.22,3462032584.83,8044936166.55,667756701.53,1700528899.93,711635.45,840173.32,3581979896.96,23.33,6661.79,2383.8,8.8,7.67,726766243.32,18989563665.75,18
2020,LEA932696,16086700523.85,17688426562.94,525567693.4,12470376725.34,2721924059.19,1843182448.0,2789749047.49,620222.44,2064170.17,4360773947.96,3.89,15658.0,21759.8,16.28,2.87,5647094529.43,5572250690.7,32
2018,LEA228934,16656616208.42,9150071724.45,4938117827.92,8227688862.4,9361859966.73,3299896868.56,2190239241.85,581148.66,818201.61,5105685532.09,35.23,9266.64,8002.26,11.51,9.57,815593642.75,7766903126.1,7
2024,LEA102226,12133089704.39,13648121973.56,2334226523.62,683513772.18,6356228343.89,6794680694.36,836467104.52,267736.55,1495411.98,5097459711.26,10.76,9353.26,5235.44,17.97,10.68,339300538.44,2275103905.64,26
2019,LEA680619,3588527100.42,27116768052.91,1398857411.97,12888706382.8,12040250941.32,7349338279.48,2148675932.25,955304.28,1565303.31,3696358350.73,53.96,18053.84,9478.02,19.41,12.58,5064470976.9,10743006083.86,18
2022,LEA116535,11069259618.33,6081068379.72,4051753547.35,14982264410.56,10342569807.09,6667510760.83,1998086942.91,827465.13,296186.36,1673573509.06,34.57,16432.99,7418.97,7.53,8.83,104881892.53,2675321095.04,13
2020,LEA472710,7150165842.22,12837020156.13,2356714448.09,19392852101.65,12081259487.89,7950890692.27,1433998464.86,657830.76,1045126.83,2546622210.14,46.25,5378.01,11569.56,4.14,4.49,3478804089.5,5898790045.06,17
2024,LEA243654,14868844077.59,14763350319.72,3525275683.67,17273475358.15,1452988796.39,5314035437.55,1408290612.71,857928.05,1475011.97,3820829077.38,58.14,2612.03,15982.8,9.05,14.44,1443370942.55,14270193773.81,33
2019,LEA419168,3285936120.87,26905211485.72,3784377839.66,2912757436.04,1327732747.01,4583932298.81,2500415332.04,1029544.55,1861726.97,1660245493.53,96.51,10057.13,21002.1,12.89,6.3,3082126175.3,10600821082.04,24
2022,LEA929680,6028096718.15,4784456104.7,936382280.73,23741770611.02,10862347281.62,4887287545.08,632165788.26,265101.66,315335.82,3511731369.71,5.96,4542.23,17698.46,15.64,6.05,-265210992.79,18057317283.37,26
2016,LEA635037,4864882230.58,23074374669.12,1717435135.61,1274562579.33,14611531615.04,736540513.47,1464736414.66,817414.85,1818290.15,228168326.6,7.33,1526.58,8642.49,9.79,8.53,4145315683.6,2943164585.5,31
2025,LEA824214,14336951959.55,10389651553.05,2975378548.39,6367869953.76,1602147321.2,4237222501.1,840741200.11,549311.03,1958402.09,6290985155.45,94.59,18429.43,2109.63,10.43,6.33,5145191615.25,5565108183.03,19
2020,LEA961574,9668290560.05,6070990039.28,3781221763.42,7198421735.22,2723046388.56,4301605408.45,2229929180.97,319354.59,2167541.56,1358755663.24,78.33,13963.16,5593.0,15.05,13.46,5599546644.8,12102421270.05,8
2023,LEA518659,1239105079.86,2509412024.12,419195216.36,7701452702.22,562226385.84,6977552752.87,2680986232.86,326715.77,275350.76,325393714.66,51.24,5895.68,2347.92,17.55,1.93,455630219.61,6265775004.56,24
2024,LEA327218,12305662709.58,5920230515.38,2237853020.57,2080858022.93,4388156679.81,2898846768.9,1655817271.65,479751.26,1694722.99,4828663133.92,0.68,3820.91,11546.89,3.11,10.78,789978770.2,17794864533.1,24
2024,LEA250404,15056409320.65,275640481.56,1766082520.79,6523469908.4,11214898275.66,5469434681.64,146387691.58,963332.51,834264.58,3246337385.53,89.0,22460.81,5759.05,7.84,7.81,2118384945.78,12433367401.93,11
2021,LEA476155,11228705337.04,20088541351.72,1593347688.88,20538289821.09,4438722256.63,5028218521.66,1633719080.42,365125.18,1686191.87,4930421832.33,49.45,7481.26,21756.29,2.69,0.06,2678911013.25,4680986005.11,11
2018,LEA600398,7718664269.81,13053859892.09,4487360177.49,13333057268.31,4817323960.08,3703297844.68,2533192676.41,462476.37,1681143.95,3571017693.16,40.34,3099.06,1894.68,14.56,12.9,2605342844.61,18482514632.25,23
2024,LEA546586,15069872675.03,9521870289.57,1578419608.1,9177214010.06,7244222836.4,5315395528.93,100164339.55,1052649.96,2190486.35,5194511403.7,50.26,2590.1,15319.91,11.75,3.33,735186705.29,14078229701.89,30
2023,LEA899049,618018123.78,23494786384.81,2646517412.09,15988515447.0,4485047848.95,5026498927.26,756814899.84,572692.22,1146699.59,769699077.87,13.25,12778.91,16010.88,11.77,7.36,3170745029.14,9381514101.54,33
2017,LEA587606,834677627.28,28964428951.3,4200357608.9,2397732204.96,12555156435.21,2765918405.71,1620179863.12,607627.03,813397.41,6906522579.8,77.07,15765.72,20450.52,6.05,11.72,5824344464.0,18339183413.72,26
2019,LEA495415,5028174518.09,28762734263.77,1833216180.77,19720403399.29,4025172827.29,6172632735.21,2427815776.42,379607.7,717348.69,967307329.68,8.56,3182.52,1488.49,5.07,11.33,3944598935.24,15981365780.16,28
2025,LEA381769,11572138205.84,14404967039.25,3370776740.02,6666711154.47,5682829605.86,7849919942.94,2914311198.3,884176.79,1191961.8,1982479189.53,59.7,19099.35,526.91,3.16,11.16,442096517.25,819162380.52,33
2016,LEA341741,12505340428.69,28102938088.69,1326780659.13,17794902975.86,8335728663.02,7360747482.06,2393868557.49,1136807.1,1159795.77,3328539320.38,64.05,7447.31,15326.26,14.46,8.86,2385677565.43,11437357528.49,2
2017,LEA451831,16127592453.17,886501324.32,460056353.59,14297375788.26,1612276695.26,1549505258.7,2655453335.37,861570.67,2051238.83,765066219.32,93.15,24245.78,9229.94,14.93,10.66,483816050.92,4507035327.31,38
2017,LEA822643,1293941842.65,4521258112.47,2421445624.01,9147139919.64,7640390224.24,6377090415.11,969916462.22,615707.79,2349105.91,2851533600.09,39.47,18664.7,19628.23,19.59,8.95,-278408832.69,17305781825.19,31
2025,LEA269334,7348784518.1,20673518509.83,2638345894.44,23834934123.53,10257589975.69,1336317336.86,673057897.03,1118823.68,1432733.2,1968797464.57,2.74,13207.16,5361.16,18.05,2.8,2216220666.91,5146053249.52,32
2024,LEA955048,1675100076.35,23678998011.34,2100742642.37,15945074536.48,3953957509.1,1415775146.65,835151724.39,878682.85,1308993.76,171183499.1,93.87,1597.09,20533.74,12.84,5.6,-106544926.9,6728289603.81,31
2023,LEA576954,9939186705.54,24507702906.64,2950890897.06,23602102940.91,9993457585.01,5488991053.25,923791305.05,739886.94,415233.11,1171045511.3,11.58,7843.29,19768.73,17.13,0.68,967724783.85,11240702222.21,20
2025,LEA589532,327991638.82,17688895428.15,4661601109.15,21222586611.97,8042419025.72,5194775602.84,2890786493.54,1094063.96,2359942.21,6306884707.92,55.97,3798.5,6542.56,7.05,0.53,3520632817.65,3440287846.93,3
2022,LEA871803,12299259025.63,12433055009.78,240796139.29,21617814115.73,14648656274.05,6027183177.92,2425265795.06,627904.62,2087297.63,6348626113.01,32.56,1084.81,14795.34,19.19,2.34,3781288046.62,17721935922.3,30
2019,LEA748746,3471952674.42,10721488735.0,4493540070.54,12288620308.37,8354642012.24,6455553280.29,2346915985.85,342004.87,1965748.52,5465255085.43,19.24,21974.49,15685.9,12.37,0.37,935056308.69,9127013952.91,26
2024,LEA323208,4000400223.22,7414639377.23,3219097599.4,8210253838.27,6320073382.17,4048486156.76,1543297115.75,459483.6,813722.89,1468848723.7,20.8,6770.18,19189.08,9.24,9.95,183119904.14,1361679029.32,33
2025,LEA986173,10885647835.22,2246647482.41,270118281.01,6452639728.79,1892457156.02,1965120408.14,1164057903.72,1180999.35,884938.79,4475450522.84,36.27,10927.18,1798.43,8.66,10.23,1956566731.68,9963624344.32,4
2022,LEA389595,10754914898.64,20520360920.79,4924330281.37,9389677589.12,538912965.63,6089933899.11,1447088755.54,698327.97,1932986.42,2730369508.63,12.47,17327.58,10958.33,1.45,6.71,4962267624.04,13655659632.08,1
2021,LEA153001,5975340058.3,25049252457.34,1366116168.16,15731709156.0,2418809668.3,3066781162.64,1859526249.3,656253.96,1561542.58,4889886824.14,71.44,5223.17,13083.79,18.68,5.18,2914699753.15,8401246492.91,34
2017,LEA334412,8193293419.43,10605921218.24,4537712196.1,5582330840.65,12684604221.85,6398719048.1,1060250278.67,1083823.33,285024.57,2245968745.26,0.02,7386.63,6640.76,17.17,13.71,1277458953.92,12732390789.09,30
2022,LEA561450,6599603753.86,26108810430.86,2835574175.34,16285426353.8,4355049080.94,350488899.21,280156972.02,261234.97,912543.26,3198535282.33,60.62,7070.22,1143.83,18.73,1.17,3876854474.29,7978685694.17,2
2018,LEA648249,16162125976.72,25378374101.7,2339614074.36,8985022227.35,4081889200.04,7683625292.65,2467315100.83,247904.19,746472.48,1303453341.05,76.46,12761.12,15340.0,19.24,7.93,3241545634.49,3487981217.84,20
