civic_turnout_election_date,civic_turnout_election_type_code,civic_turnout_jurisdiction_polling_station_id,civic_turnout_registered_voters_count,civic_turnout_ballots_cast_count,civic_turnout_turnout_rate_pct,civic_turnout_early_vote_count,civic_turnout_mail_ballot_count,civic_turnout_election_day_vote_count,civic_turnout_provisional_ballot_count,civic_turnout_rejected_ballot_count,civic_turnout_cure_rate_pct,civic_turnout_same_day_registration_flag,civic_turnout_new_registrations_count,civic_turnout_inactive_to_active_reinstatements,civic_turnout_polling_place_wait_minutes_avg,civic_turnout_accessibility_compliance_flag,civic_turnout_language_assistance_provided,civic_turnout_voter_id_required_flag,civic_turnout_post_election_audit_type
2019-06-19,MUNICIPAL,GJ-07-PS0004,777,606,77.99,0,11,593,2,2,95.01,0,31,19,43.9,1,1,1,EVM_VVPAT_AUDIT
2014-08-22,LOKSABHA,DD-24-PS0694,1769,1010,57.09,32,38,940,0,6,87.67,0,20,16,15.3,1,1,1,EVM_VVPAT_AUDIT
2017-09-07,VIDHANSABHA,TN-15-PS1012,1049,740,70.54,24,4,707,5,6,72.73,0,30,13,18.0,1,1,1,FULL_RECOUNT
2020-11-08,BYE,TR-48-PS3138,1511,956,63.27,30,15,906,5,1,62.43,0,17,14,46.6,1,1,1,FULL_RECOUNT
2020-07-23,VIDHANSABHA,MP-21-PS2624,1049,693,66.06,2,13,673,5,3,72.5,0,32,8,54.6,1,1,1,RANDOM_SAMPLE
2023-03-09,MUNICIPAL,DN-32-PS0600,1744,806,46.22,2,11,793,0,1,57.74,0,4,7,26.2,1,0,1,EVM_VVPAT_AUDIT
2020-01-22,MUNICIPAL,PB-75-PS0213,1106,574,51.9,0,19,553,2,1,75.17,0,4,9,48.9,1,1,1,FULL_RECOUNT
2018-03-10,BYE,BR-58-PS3532,1751,1134,64.76,14,21,1095,4,0,81.41,0,0,10,20.3,1,1,1,FULL_RECOUNT
2015-06-02,BYE,BR-28-PS1439,1631,912,55.92,5,16,891,0,1,50.85,0,28,16,38.2,1,1,1,NONE
2015-02-21,PANCHAYAT,TS-03-PS0215,1735,984,56.71,28,17,937,2,1,79.69,0,25,7,29.7,1,1,1,FULL_RECOUNT
2014-03-06,LOKSABHA,TN-62-PS0950,772,540,69.95,16,19,503,2,0,85.84,0,20,20,25.7,1,0,1,RANDOM_SAMPLE
2014-05-23,MUNICIPAL,GA-10-PS1461,1142,532,46.58,13,5,513,1,0,53.37,1,38,1,11.7,1,1,1,FULL_RECOUNT
2020-01-01,LOKSABHA,WB-77-PS1595,828,472,57.0,0,10,458,4,1,61.46,0,31,6,24.7,1,1,1,EVM_VVPAT_AUDIT
2017-06-12,VIDHANSABHA,TS-31-PS2867,1171,586,50.04,0,7,574,5,0,85.59,0,24,9,28.8,1,1,1,EVM_VVPAT_AUDIT
2014-06-09,LOKSABHA,AN-33-PS1732,998,849,85.07,4,26,815,4,1,59.8,0,33,3,42.3,1,1,1,RANDOM_SAMPLE
2023-05-28,LOKSABHA,SK-78-PS3583,1718,857,49.88,20,23,813,1,6,68.2,0,7,13,37.0,1,0,1,FULL_RECOUNT
2019-11-18,PANCHAYAT,DL-67-PS3264,609,349,57.31,9,5,333,2,2,81.29,0,32,13,3.1,1,1,1,RANDOM_SAMPLE
2018-10-06,LOKSABHA,UP-18-PS1135,1364,1067,78.23,8,41,1013,5,6,95.71,0,33,13,32.5,1,1,1,NONE
2021-03-05,VIDHANSABHA,MH-23-PS1185,1345,848,63.05,9,18,816,5,1,65.41,0,8,4,23.7,1,0,1,RANDOM_SAMPLE
2018-08-16,PANCHAYAT,MH-42-PS2077,1264,1022,80.85,2,8,1009,3,5,59.2,0,7,4,19.5,1,0,1,FULL_RECOUNT
2025-12-22,LOKSABHA,WB-05-PS3599,725,531,73.24,6,17,503,5,1,96.37,0,6,7,49.5,1,0,1,FULL_RECOUNT
2019-01-21,LOKSABHA,TS-64-PS1888,1279,727,56.84,14,1,708,4,1,88.66,0,8,2,22.3,1,1,1,EVM_VVPAT_AUDIT
2015-07-31,VIDHANSABHA,JH-24-PS3032,1322,717,54.24,11,9,694,3,5,85.89,0,16,0,4.2,1,1,1,EVM_VVPAT_AUDIT
2025-06-30,PANCHAYAT,BR-40-PS3564,1891,1422,75.2,0,7,1415,0,11,69.49,0,1,3,10.3,1,1,1,NONE
2023-06-21,MUNICIPAL,LD-10-PS3731,869,504,58.0,3,10,486,5,0,52.13,0,9,10,54.3,0,1,1,FULL_RECOUNT
2018-07-06,LOKSABHA,UP-35-PS3621,1030,621,60.29,3,22,595,1,0,55.47,0,3,16,29.6,1,0,1,NONE
2018-06-22,LOKSABHA,MP-80-PS1014,1851,1539,83.14,17,3,1514,5,9,60.77,0,37,15,37.0,1,0,1,RANDOM_SAMPLE
2023-05-26,MUNICIPAL,WB-56-PS2259,1802,1128,62.6,22,8,1095,3,9,89.96,0,33,9,37.3,1,1,1,FULL_RECOUNT
2023-03-03,BYE,JK-34-PS2803,1768,1478,83.6,0,1,1475,2,8,91.78,0,4,11,3.6,1,1,1,NONE
2019-10-26,MUNICIPAL,TN-53-PS0440,1886,1058,56.1,29,3,1025,1,6,70.8,0,38,3,17.7,1,1,1,RANDOM_SAMPLE
2018-09-09,BYE,JK-26-PS3620,1794,1354,75.47,34,42,1275,3,0,79.59,0,23,14,9.8,1,1,1,RANDOM_SAMPLE
2021-01-02,LOKSABHA,OD-78-PS2162,1179,666,56.49,12,18,636,0,5,52.47,1,37,8,48.3,1,0,1,EVM_VVPAT_AUDIT
2023-01-23,VIDHANSABHA,UK-03-PS1747,1003,559,55.73,16,16,525,2,2,91.97,0,33,16,2.1,0,0,1,FULL_RECOUNT
2017-08-03,LOKSABHA,ML-27-PS2213,1561,937,60.03,18,8,910,1,7,57.16,0,38,6,13.1,1,1,1,EVM_VVPAT_AUDIT
2023-04-24,PANCHAYAT,LD-35-PS3268,1425,1056,74.11,9,6,1041,0,2,91.07,0,11,18,17.9,1,1,1,EVM_VVPAT_AUDIT
2022-02-01,VIDHANSABHA,TR-66-PS2424,1310,652,49.77,10,15,626,1,3,84.5,0,6,12,49.6,1,1,1,RANDOM_SAMPLE
2014-05-30,PANCHAYAT,TN-13-PS0839,600,320,53.33,10,6,302,2,1,77.31,0,38,0,9.4,1,1,1,EVM_VVPAT_AUDIT
2017-03-10,VIDHANSABHA,KL-71-PS4233,1603,1294,80.72,38,22,1233,1,0,87.45,0,9,0,2.2,1,1,1,EVM_VVPAT_AUDIT
2014-04-25,LOKSABHA,JH-57-PS1554,1241,812,65.43,7,15,788,2,5,59.81,0,11,8,22.9,1,1,1,NONE
2015-09-04,MUNICIPAL,RJ-74-PS3864,1892,972,51.37,28,33,908,3,6,97.37,0,12,17,9.0,0,0,1,EVM_VVPAT_AUDIT
2020-11-03,BYE,CG-06-PS2598,1528,712,46.6,14,7,686,5,3,97.16,0,32,3,4.4,1,1,1,RANDOM_SAMPLE
2023-01-24,PANCHAYAT,BR-61-PS0996,1255,634,50.52,14,6,609,5,2,52.67,0,34,4,32.8,1,0,1,EVM_VVPAT_AUDIT
2015-03-09,PANCHAYAT,DD-36-PS3818,1421,745,52.43,2,18,722,3,4,87.42,0,31,10,42.3,1,1,1,RANDOM_SAMPLE
2014-02-01,MUNICIPAL,KA-66-PS0549,800,424,53.0,6,7,407,4,2,66.34,0,6,10,50.8,1,1,1,FULL_RECOUNT
2021-10-26,PANCHAYAT,MH-51-PS2004,1159,565,48.75,12,6,545,2,3,94.48,0,38,3,36.2,1,1,1,FULL_RECOUNT
2017-09-16,PANCHAYAT,KL-43-PS0210,688,333,48.4,11,13,309,0,0,60.79,0,40,12,34.9,1,0,1,RANDOM_SAMPLE
2023-08-30,LOKSABHA,HR-15-PS4429,773,558,72.19,11,22,522,3,4,51.93,0,12,7,54.8,1,0,1,RANDOM_SAMPLE
2017-05-14,BYE,CG-30-PS3177,1353,708,52.33,10,18,679,1,2,66.34,0,12,3,9.7,1,0,1,RANDOM_SAMPLE
2016-04-27,LOKSABHA,GA-56-PS3347,631,421,66.72,5,0,414,2,2,91.3,0,1,4,8.1,1,1,1,NONE
2015-08-08,PANCHAYAT,MH-71-PS1749,732,428,58.47,4,14,408,2,1,60.31,0,34,9,30.8,1,1,1,NONE
2014-11-02,LOKSABHA,UK-02-PS0271,1020,574,56.27,16,20,537,1,1,52.31,0,36,10,50.3,1,0,1,FULL_RECOUNT
2021-02-12,VIDHANSABHA,PY-46-PS2236,1351,745,55.14,18,1,724,2,0,65.3,0,18,3,20.3,1,1,1,FULL_RECOUNT
2020-02-10,PANCHAYAT,KA-21-PS2847,1754,1002,57.13,0,7,990,5,6,67.36,1,10,14,51.5,1,0,1,EVM_VVPAT_AUDIT
2018-09-12,LOKSABHA,GA-66-PS2244,1459,967,66.28,4,2,958,3,4,87.71,1,10,11,13.1,1,0,1,FULL_RECOUNT
2016-08-14,BYE,AR-67-PS1116,1378,888,64.44,6,20,862,0,7,80.75,0,10,12,33.2,1,1,1,RANDOM_SAMPLE
2016-03-08,MUNICIPAL,DL-41-PS2183,1253,819,65.36,1,5,811,2,4,82.62,0,7,2,18.3,1,1,1,EVM_VVPAT_AUDIT
2020-05-02,VIDHANSABHA,MN-10-PS3506,643,427,66.41,6,15,401,5,3,52.0,0,30,14,33.9,1,0,1,NONE
2014-07-29,BYE,AS-12-PS0931,1088,850,78.12,0,5,840,5,7,95.19,0,37,14,20.1,1,1,1,FULL_RECOUNT
2020-05-10,MUNICIPAL,GJ-77-PS3982,738,535,72.49,3,20,512,0,2,97.16,0,28,5,6.8,1,1,1,EVM_VVPAT_AUDIT
2015-09-03,PANCHAYAT,PY-79-PS1544,1516,953,62.86,29,23,899,2,0,62.17,0,30,16,42.7,1,1,1,RANDOM_SAMPLE
2018-09-30,LOKSABHA,RJ-30-PS3895,1871,1262,67.45,10,41,1210,1,3,66.86,0,11,12,43.2,1,1,1,EVM_VVPAT_AUDIT
2014-03-01,VIDHANSABHA,DN-29-PS3103,932,776,83.26,1,28,747,0,5,89.99,0,40,5,43.3,1,1,1,EVM_VVPAT_AUDIT
2018-09-14,LOKSABHA,JH-76-PS4224,1892,1074,56.77,27,42,1000,5,0,75.55,0,33,18,34.7,1,0,1,RANDOM_SAMPLE
2025-03-26,VIDHANSABHA,NL-13-PS2640,885,606,68.47,14,15,577,0,5,66.63,0,36,13,37.9,1,0,1,FULL_RECOUNT
2021-09-08,LOKSABHA,KA-44-PS1754,920,804,87.39,12,19,768,5,1,75.85,0,15,3,36.4,1,1,1,EVM_VVPAT_AUDIT
2021-11-23,LOKSABHA,BR-65-PS3311,1089,902,82.83,19,1,879,3,0,91.88,0,0,10,7.8,1,0,1,RANDOM_SAMPLE
2022-11-17,PANCHAYAT,DD-22-PS3900,827,711,85.97,6,1,702,2,5,59.16,0,2,14,35.1,1,0,1,EVM_VVPAT_AUDIT
2020-04-29,MUNICIPAL,DN-50-PS3296,1361,948,69.65,8,13,922,5,5,93.88,0,19,16,23.2,1,1,1,EVM_VVPAT_AUDIT
2015-09-11,PANCHAYAT,AS-45-PS3037,801,544,67.92,15,13,516,0,2,59.12,0,28,15,20.3,1,1,1,RANDOM_SAMPLE
2014-11-24,BYE,PB-29-PS2862,1264,852,67.41,2,33,812,5,1,96.53,0,28,8,37.9,1,0,1,NONE
2014-04-06,PANCHAYAT,AP-18-PS3942,1477,938,63.51,20,15,902,1,1,61.89,0,18,14,46.6,1,1,1,NONE
2014-02-25,PANCHAYAT,GJ-44-PS2877,679,528,77.76,12,4,512,0,0,51.84,0,21,4,53.8,1,1,1,FULL_RECOUNT
2018-06-19,VIDHANSABHA,GJ-66-PS4206,1675,1373,81.97,8,13,1351,1,6,82.62,1,27,1,2.9,1,1,1,FULL_RECOUNT
2022-04-14,MUNICIPAL,PY-03-PS3237,1647,835,50.7,0,1,831,3,5,92.71,0,4,8,21.3,1,1,1,RANDOM_SAMPLE
2017-04-09,LOKSABHA,JK-68-PS3605,898,780,86.86,22,15,742,1,6,60.83,0,0,15,32.0,1,0,1,FULL_RECOUNT
2023-02-17,PANCHAYAT,OD-37-PS2016,685,594,86.72,13,19,560,2,2,52.96,1,12,6,50.0,1,1,1,NONE
2020-01-13,LOKSABHA,CH-68-PS3420,1744,786,45.07,20,15,746,5,0,68.89,0,25,8,44.6,1,1,1,FULL_RECOUNT
2014-04-29,PANCHAYAT,DD-07-PS3044,1572,1187,75.51,10,29,1147,1,2,58.39,0,14,16,36.3,1,1,1,NONE
2024-10-23,VIDHANSABHA,TR-16-PS1765,794,560,70.53,15,14,529,2,0,85.03,0,40,7,26.8,1,1,1,RANDOM_SAMPLE
2015-08-13,BYE,AP-41-PS1372,1078,584,54.17,12,7,561,4,4,63.91,0,15,17,41.3,1,1,1,NONE
2023-03-08,MUNICIPAL,SK-28-PS3604,1110,506,45.59,0,11,495,0,0,63.51,0,14,14,6.5,1,0,1,NONE
2024-04-21,MUNICIPAL,WB-32-PS0334,1491,980,65.73,18,31,926,5,1,57.69,0,37,11,9.3,1,0,1,FULL_RECOUNT
2018-04-28,PANCHAYAT,KL-55-PS3106,1307,744,56.92,19,20,700,5,3,95.25,0,28,1,43.4,1,1,1,RANDOM_SAMPLE
2025-10-17,LOKSABHA,MH-61-PS0185,1828,1352,73.96,36,53,1258,5,3,62.75,1,21,15,30.4,1,1,1,RANDOM_SAMPLE
2024-01-10,LOKSABHA,KL-66-PS1718,1060,774,73.02,21,17,733,3,4,83.0,0,3,18,13.8,1,1,1,EVM_VVPAT_AUDIT
2022-10-21,PANCHAYAT,TR-20-PS3648,796,509,63.94,12,6,488,3,3,51.84,0,20,20,48.2,1,0,1,FULL_RECOUNT
2024-10-16,BYE,JH-76-PS0434,1487,1230,82.72,39,27,1164,0,4,87.25,0,36,0,23.8,1,1,1,RANDOM_SAMPLE
2014-04-21,LOKSABHA,JK-17-PS1245,663,397,59.88,1,11,384,1,0,90.89,0,24,14,19.6,1,1,1,RANDOM_SAMPLE
2017-03-27,MUNICIPAL,UK-75-PS1505,675,353,52.3,4,10,339,0,0,95.08,0,32,13,31.0,1,1,1,EVM_VVPAT_AUDIT
2020-03-01,VIDHANSABHA,WB-74-PS2530,1110,738,66.49,15,12,707,4,3,54.0,0,13,2,15.6,1,1,1,NONE
2023-08-06,MUNICIPAL,GJ-33-PS3187,1386,1214,87.59,14,5,1192,3,7,90.74,0,10,16,12.2,1,0,1,RANDOM_SAMPLE
2017-12-07,VIDHANSABHA,MH-31-PS2706,1035,858,82.9,3,29,825,1,2,93.99,0,10,2,40.6,1,1,1,FULL_RECOUNT
2017-01-30,BYE,AP-08-PS2993,1519,720,47.4,10,8,700,2,1,64.52,0,2,2,32.9,1,1,1,FULL_RECOUNT
2020-08-19,BYE,WB-06-PS0567,1467,1150,78.39,34,20,1093,3,7,85.71,0,2,6,14.5,1,0,1,RANDOM_SAMPLE
2016-06-21,BYE,HR-69-PS2322,1455,1088,74.78,9,32,1047,0,0,67.53,0,27,20,34.6,0,1,1,NONE
2022-07-05,BYE,LD-34-PS2706,615,321,52.2,8,8,300,5,1,61.76,0,35,5,25.7,1,1,1,RANDOM_SAMPLE
2022-02-14,PANCHAYAT,AR-35-PS3838,946,549,58.03,6,4,534,5,2,97.68,0,34,12,14.0,1,0,1,EVM_VVPAT_AUDIT
2015-04-16,LOKSABHA,JH-36-PS0886,1529,1007,65.86,21,33,949,4,5,82.19,0,8,20,32.2,0,1,1,RANDOM_SAMPLE
2018-02-26,LOKSABHA,TR-52-PS3490,1146,618,53.93,7,0,611,0,5,93.73,0,6,12,37.1,1,0,1,NONE
2020-12-04,LOKSABHA,ML-61-PS0364,838,633,75.54,15,24,592,2,0,84.09,0,17,4,39.4,1,1,1,RANDOM_SAMPLE
2015-05-14,VIDHANSABHA,ML-76-PS3369,1765,982,55.64,28,32,918,4,5,82.71,0,29,12,19.5,1,1,1,RANDOM_SAMPLE
2014-07-24,MUNICIPAL,AS-68-PS0562,1789,1074,60.03,35,30,1006,3,7,88.65,0,15,15,42.7,1,1,1,EVM_VVPAT_AUDIT
2017-12-23,VIDHANSABHA,DL-19-PS1671,1553,706,45.46,15,1,686,4,1,60.28,0,20,10,14.9,1,1,1,EVM_VVPAT_AUDIT
2017-03-27,BYE,MP-45-PS3671,1741,850,48.82,17,3,828,2,6,60.95,0,40,8,54.7,1,1,1,EVM_VVPAT_AUDIT
2018-10-23,MUNICIPAL,NL-11-PS0241,1265,856,67.67,23,15,817,1,6,59.24,0,19,11,51.8,1,1,1,EVM_VVPAT_AUDIT
2018-04-09,MUNICIPAL,LD-12-PS1364,1189,713,59.97,18,28,665,2,2,79.74,0,39,19,53.8,1,1,1,FULL_RECOUNT
2024-10-25,VIDHANSABHA,GA-16-PS2117,652,572,87.73,5,1,564,2,0,95.82,0,4,19,44.9,1,1,1,NONE
2025-09-15,PANCHAYAT,MH-16-PS0355,1533,1074,70.06,32,12,1026,4,4,96.41,0,14,17,44.4,1,1,1,RANDOM_SAMPLE
2023-12-25,BYE,MN-05-PS0394,935,677,72.41,13,11,648,5,2,61.22,0,19,2,52.6,1,0,1,RANDOM_SAMPLE
2015-10-26,BYE,GJ-70-PS2833,755,390,51.66,6,3,381,0,1,64.17,0,28,10,22.9,1,0,1,NONE
2024-12-02,MUNICIPAL,LA-62-PS3520,686,596,86.88,0,23,569,4,3,92.93,0,14,19,38.7,0,1,1,RANDOM_SAMPLE
2021-04-24,VIDHANSABHA,AN-47-PS1499,999,721,72.17,0,8,709,4,0,57.7,0,33,15,19.8,1,1,1,NONE
2023-07-23,BYE,AR-62-PS1898,731,592,80.98,0,18,569,5,2,78.13,0,35,9,4.7,1,0,1,RANDOM_SAMPLE
2014-05-14,BYE,MH-07-PS0102,1280,728,56.88,24,1,703,0,4,78.14,0,1,5,42.6,0,1,1,RANDOM_SAMPLE
2023-05-14,BYE,CG-55-PS3240,637,295,46.31,9,3,278,5,0,90.02,0,7,9,14.1,1,0,1,NONE
2016-11-27,VIDHANSABHA,ML-13-PS3690,1263,775,61.36,5,5,765,0,3,94.5,0,14,3,9.2,0,1,1,EVM_VVPAT_AUDIT
2021-09-30,VIDHANSABHA,MN-34-PS3567,925,501,54.16,8,18,471,4,2,79.97,0,14,20,4.1,1,1,1,FULL_RECOUNT
2022-05-03,VIDHANSABHA,CH-67-PS1700,832,627,75.36,15,24,588,0,2,93.32,0,11,7,21.8,1,1,1,FULL_RECOUNT
2014-07-21,PANCHAYAT,AN-18-PS1199,1867,1183,63.36,31,9,1143,0,2,82.85,0,32,1,46.8,1,1,1,FULL_RECOUNT
2025-08-27,VIDHANSABHA,JK-58-PS0143,1506,883,58.63,21,26,836,0,1,92.38,0,7,18,20.4,0,1,1,EVM_VVPAT_AUDIT
2019-11-30,MUNICIPAL,KA-18-PS4326,1096,595,54.29,6,12,574,3,3,77.13,0,23,3,47.8,1,1,1,EVM_VVPAT_AUDIT
2025-11-04,LOKSABHA,AS-77-PS3977,876,562,64.16,15,16,529,2,3,95.94,0,13,13,29.3,1,1,1,NONE
2018-09-01,PANCHAYAT,OD-59-PS4445,1690,1079,63.85,26,1,1051,1,7,97.46,0,5,6,27.3,1,0,1,RANDOM_SAMPLE
2015-07-08,PANCHAYAT,TN-04-PS0788,1535,1230,80.13,22,43,1165,0,9,93.12,0,16,15,46.3,0,1,1,NONE
2015-07-10,MUNICIPAL,UK-74-PS2486,1480,718,48.51,5,19,691,3,3,95.77,0,39,17,34.5,1,1,1,NONE
2025-07-03,LOKSABHA,SK-63-PS1161,1299,628,48.34,18,7,601,2,0,83.87,0,7,14,23.6,0,0,1,RANDOM_SAMPLE
2024-09-07,VIDHANSABHA,PY-57-PS0950,1690,1443,85.38,48,9,1382,4,7,86.76,0,10,8,48.0,0,1,1,EVM_VVPAT_AUDIT
2019-12-01,LOKSABHA,LA-38-PS1032,1313,802,61.08,8,8,783,3,2,52.94,0,16,3,14.1,1,0,1,EVM_VVPAT_AUDIT
2025-07-21,MUNICIPAL,KA-70-PS4143,1543,1299,84.19,10,36,1252,1,5,57.28,0,6,5,54.6,1,1,1,EVM_VVPAT_AUDIT
2021-04-23,LOKSABHA,ML-46-PS2772,1139,839,73.66,8,0,831,0,5,61.7,0,39,5,22.9,1,1,1,RANDOM_SAMPLE
2016-08-13,PANCHAYAT,GA-12-PS0555,1332,768,57.66,22,28,715,3,4,75.31,0,6,13,51.2,1,0,1,EVM_VVPAT_AUDIT
2020-09-22,BYE,CH-78-PS3133,765,632,82.61,7,14,607,4,2,59.4,0,0,11,26.6,1,1,1,FULL_RECOUNT
2023-01-04,BYE,SK-18-PS1834,1053,654,62.11,12,9,628,5,3,74.18,0,35,16,2.7,1,0,1,EVM_VVPAT_AUDIT
2016-06-28,PANCHAYAT,GA-41-PS2690,1130,650,57.52,0,11,638,1,2,59.67,0,9,18,33.5,1,0,1,NONE
2019-01-22,VIDHANSABHA,AS-72-PS1976,1033,770,74.54,6,24,737,3,4,84.44,0,37,8,54.9,1,1,1,EVM_VVPAT_AUDIT
2017-10-02,MUNICIPAL,HP-05-PS2503,1313,833,63.44,3,27,802,1,1,73.53,0,19,12,34.3,1,1,1,RANDOM_SAMPLE
2022-07-25,PANCHAYAT,UP-45-PS3012,1808,901,49.83,4,18,875,4,5,91.33,0,37,18,46.2,1,1,1,FULL_RECOUNT
2015-05-11,MUNICIPAL,LD-04-PS0425,1299,746,57.43,16,28,700,2,6,78.92,0,11,2,4.0,1,1,1,RANDOM_SAMPLE
2023-12-06,LOKSABHA,AS-73-PS0901,1358,1185,87.26,0,28,1152,5,7,64.45,0,7,17,25.7,1,1,1,NONE
2019-10-29,BYE,UP-66-PS1223,833,596,71.55,16,8,572,0,0,67.97,1,7,13,50.5,1,1,1,NONE
2016-08-12,VIDHANSABHA,AS-31-PS1350,1271,826,64.99,26,12,786,2,0,79.5,0,16,2,16.3,1,0,1,FULL_RECOUNT
2022-01-06,LOKSABHA,PB-27-PS3888,873,658,75.37,8,22,624,4,2,83.48,0,17,2,7.7,1,0,1,EVM_VVPAT_AUDIT
2017-05-05,MUNICIPAL,SK-52-PS0585,1414,697,49.29,3,13,678,3,4,81.36,0,9,1,38.3,1,0,1,RANDOM_SAMPLE
2015-09-09,LOKSABHA,AP-71-PS4015,683,520,76.13,13,14,490,3,1,58.83,0,26,9,28.8,1,0,1,RANDOM_SAMPLE
2021-11-19,VIDHANSABHA,LA-02-PS3423,661,349,52.8,3,13,328,5,2,87.4,0,19,2,7.1,0,1,1,EVM_VVPAT_AUDIT
2014-12-22,PANCHAYAT,DN-75-PS4488,1178,1018,86.42,2,40,973,3,8,81.42,0,15,16,17.5,1,0,1,FULL_RECOUNT
2024-05-09,PANCHAYAT,SK-07-PS1934,1634,1197,73.26,4,4,1186,3,5,67.81,0,32,8,7.4,1,1,1,NONE
2018-03-30,MUNICIPAL,CH-48-PS4146,1063,790,74.32,6,9,775,0,2,81.0,0,6,15,20.1,1,1,1,NONE
2014-07-04,VIDHANSABHA,MP-52-PS0123,1719,937,54.51,26,7,903,1,6,83.42,0,19,16,16.6,1,1,1,NONE
2016-11-20,MUNICIPAL,GJ-62-PS2935,1891,1632,86.3,24,15,1588,5,10,77.98,0,15,3,49.7,1,1,1,NONE
2024-01-29,LOKSABHA,KA-27-PS0746,839,402,47.91,7,1,389,5,3,77.58,0,35,3,42.3,1,0,1,NONE
2017-09-15,PANCHAYAT,KA-65-PS0680,1086,863,79.47,26,30,807,0,4,73.2,0,19,13,51.5,1,1,1,RANDOM_SAMPLE
2019-04-07,MUNICIPAL,WB-10-PS3009,1672,1134,67.82,13,12,1109,0,1,69.67,0,30,3,9.4,0,0,1,EVM_VVPAT_AUDIT
2023-09-03,VIDHANSABHA,CG-44-PS3550,1706,1455,85.29,41,50,1361,3,7,62.31,0,37,11,44.4,1,1,1,EVM_VVPAT_AUDIT
2023-02-16,MUNICIPAL,UK-14-PS0126,1829,1335,72.99,25,26,1281,3,7,70.11,0,7,8,35.3,1,1,1,NONE
2016-05-20,BYE,JH-65-PS0635,1268,761,60.02,1,12,746,2,6,74.57,1,38,18,28.5,1,1,1,EVM_VVPAT_AUDIT
2024-01-20,PANCHAYAT,TR-30-PS2236,1487,913,61.4,27,26,859,1,1,67.75,0,19,16,35.2,1,0,1,NONE
2016-12-09,BYE,SK-04-PS1655,1451,671,46.24,5,3,660,3,2,51.29,0,35,0,34.8,0,0,1,RANDOM_SAMPLE
2025-04-17,PANCHAYAT,LD-25-PS1315,1166,1021,87.56,11,31,976,3,2,56.47,0,17,8,22.1,1,1,1,EVM_VVPAT_AUDIT
2014-01-28,PANCHAYAT,AR-16-PS3349,932,464,49.79,5,17,437,5,1,51.18,1,12,13,4.7,1,0,1,RANDOM_SAMPLE
2022-09-28,LOKSABHA,PY-03-PS1746,1009,784,77.7,3,1,779,1,3,52.86,0,1,9,12.1,1,1,1,RANDOM_SAMPLE
2025-10-20,VIDHANSABHA,HP-02-PS3931,1351,1026,75.94,15,33,975,3,5,74.55,0,36,7,26.8,1,0,1,RANDOM_SAMPLE
2021-10-24,VIDHANSABHA,AR-17-PS4389,1518,1266,83.4,12,48,1201,5,6,65.35,0,13,15,34.3,1,1,1,NONE
2018-02-10,LOKSABHA,PB-42-PS2474,1335,963,72.13,2,0,961,0,4,86.06,1,2,3,27.0,0,1,1,RANDOM_SAMPLE
2016-06-03,VIDHANSABHA,KA-63-PS3650,1014,483,47.63,0,9,472,2,0,68.79,1,0,8,44.0,1,1,1,FULL_RECOUNT
2021-03-10,LOKSABHA,CH-32-PS1632,657,457,69.56,8,5,442,2,1,81.67,0,2,15,48.4,1,0,1,NONE
2017-08-11,BYE,NL-48-PS1329,889,546,61.42,17,6,518,5,1,68.75,0,40,3,47.7,1,1,1,FULL_RECOUNT
2019-08-05,MUNICIPAL,TR-59-PS0523,1259,961,76.33,13,17,930,1,5,66.41,0,39,0,40.4,0,0,1,NONE
2021-12-16,LOKSABHA,TR-10-PS4492,631,319,50.55,9,9,300,1,1,52.56,0,34,1,12.8,0,0,1,NONE
2024-05-18,LOKSABHA,OD-19-PS0498,647,535,82.69,4,11,518,2,2,80.82,0,20,9,21.2,1,0,1,RANDOM_SAMPLE
2019-09-12,VIDHANSABHA,WB-69-PS2149,1513,1248,82.49,31,17,1197,3,9,89.25,0,10,18,25.3,1,0,1,EVM_VVPAT_AUDIT
2016-06-17,LOKSABHA,WB-16-PS0103,1411,980,69.45,0,29,947,4,4,65.76,0,31,9,4.5,1,1,1,EVM_VVPAT_AUDIT
2014-02-24,MUNICIPAL,UK-35-PS2800,911,593,65.09,19,19,551,4,4,61.97,0,30,5,50.0,1,1,1,FULL_RECOUNT
2020-05-12,PANCHAYAT,KA-54-PS4353,689,441,64.01,6,9,424,2,0,93.56,0,26,10,24.9,1,1,1,NONE
2023-11-07,PANCHAYAT,WB-34-PS0975,991,503,50.76,10,8,480,5,1,96.84,0,17,4,17.8,1,1,1,NONE
2016-12-10,LOKSABHA,GJ-05-PS3206,1167,803,68.81,19,3,778,3,6,50.63,0,10,1,14.2,1,1,1,FULL_RECOUNT
2015-01-19,PANCHAYAT,DL-21-PS2325,1695,1383,81.59,8,12,1360,3,5,84.04,0,16,8,11.6,1,0,1,NONE
2018-03-06,LOKSABHA,NL-70-PS2249,1675,1246,74.39,33,2,1210,1,8,80.99,0,8,13,51.4,1,1,1,FULL_RECOUNT
2025-07-12,VIDHANSABHA,AS-01-PS0942,1554,1089,70.08,1,6,1077,5,3,97.77,0,34,19,23.2,1,1,1,NONE
2021-10-24,MUNICIPAL,MP-72-PS2656,991,585,59.03,3,22,557,3,0,88.62,0,5,16,19.2,1,0,1,EVM_VVPAT_AUDIT
