biz_small_application_date,biz_small_entity_type_code,biz_small_founder_demographic_category,biz_small_home_based_business_flag,biz_small_industry_intent_naics,biz_small_expected_first_payroll_date,biz_small_expected_hiring_count,biz_small_expected_revenue_bracket,biz_small_financing_source_code,biz_small_loan_approval_flag,biz_small_loan_amount_usd,biz_small_credit_score_band,biz_small_business_license_required_flag,biz_small_permit_complexity_score,biz_small_incubator_participation_flag,biz_small_mentor_hours_received,biz_small_online_presence_score,biz_small_ecommerce_enablement_flag,biz_small_closure_within_1yr_flag,biz_small_growth_intent_score
2020-09-17,NONPROFIT,UNKNOWN,0,817932,2021-02-17,21,100K_250K,ANGEL,0,0.0,700_749,1,6.899,0,246.54,22.09,1,0,30.64
2020-09-18,PARTNERSHIP,WOMEN_OWNED,0,804760,2021-03-09,41,100K_250K,VC,0,0.0,700_749,1,1.685,1,142.261,68.29,0,1,85.28
2020-09-19,SOLE_PROP,UNKNOWN,0,983486,2021-07-27,62,LT_50K,BOOTSTRAP,1,1616837.52,600_649,0,5.719,0,18.782,93.44,0,0,12.75
2020-09-20,SOLE_PROP,UNKNOWN,0,286822,2021-04-01,34,250K_1M,BOOTSTRAP,0,0.0,600_649,1,9.293,0,177.093,16.76,0,0,54.83
2020-09-21,PARTNERSHIP,RURAL_FOUNDER,0,541164,2021-05-23,72,50K_100K,BOOTSTRAP,1,418267.87,650_699,1,6.041,1,295.774,73.92,0,0,11.77
2020-09-22,LLC,UNKNOWN,1,604657,2021-05-23,36,GT_5M,BANK_LOAN,0,0.0,600_649,0,0.456,0,239.295,2.23,0,1,81.8
2020-09-23,LLC,UNKNOWN,1,565945,2021-02-17,55,250K_1M,VC,1,1156341.88,LT_600,1,1.789,0,193.246,47.9,1,0,70.43
2020-09-24,LLC,UNKNOWN,1,578061,2021-07-25,59,100K_250K,CREDIT_CARD,1,2124931.41,650_699,1,2.317,1,236.587,80.66,0,0,54.11
2020-09-25,LLC,WOMEN_OWNED,0,540896,2021-05-18,79,50K_100K,BANK_LOAN,0,0.0,LT_600,0,1.887,1,228.928,33.52,0,1,42.43
2020-09-26,SOLE_PROP,UNKNOWN,0,357510,2021-04-06,84,250K_1M,BANK_LOAN,0,0.0,700_749,1,7.708,0,150.839,98.72,1,0,54.48
2020-09-27,SOLE_PROP,MINORITY_OWNED,0,697663,2021-01-13,94,1M_5M,CREDIT_CARD,0,0.0,750_PLUS,1,5.656,0,215.89,87.04,1,1,62.65
2020-09-28,LLC,MINORITY_OWNED,1,155918,2020-10-17,49,50K_100K,GOV_GRANT,0,0.0,650_699,1,1.091,0,190.351,65.77,0,0,56.26
2020-09-29,SOLE_PROP,UNKNOWN,1,318240,2021-08-22,34,100K_250K,CREDIT_CARD,1,2550918.64,600_649,0,3.939,0,185.242,98.66,1,0,0.09
2020-09-30,NONPROFIT,WOMEN_OWNED,1,151920,2020-10-25,67,1M_5M,BOOTSTRAP,0,0.0,LT_600,0,8.356,0,103.753,87.78,0,0,27.37
2020-10-01,LLC,RURAL_FOUNDER,0,641166,2021-07-20,2,LT_50K,FRIENDS_FAMILY,0,0.0,600_649,1,9.134,0,79.084,88.7,1,0,38.18
2020-10-02,LLC,IMMIGRANT_OWNED,0,733692,2021-03-11,38,LT_50K,ANGEL,1,1172212.15,650_699,1,0.378,0,70.245,83.74,0,1,2.29
2020-10-03,C_CORP,RURAL_FOUNDER,1,362083,2021-02-07,95,LT_50K,BANK_LOAN,1,62640.92,LT_600,0,7.495,0,185.496,24.89,1,0,24.31
2020-10-04,SOLE_PROP,UNKNOWN,1,585103,2021-08-02,36,100K_250K,BOOTSTRAP,0,0.0,LT_600,1,2.373,0,206.907,22.94,0,0,56.9
2020-10-05,SOLE_PROP,VETERAN_OWNED,1,392848,2021-09-09,1,100K_250K,BANK_LOAN,1,1401564.19,NO_SCORE,0,8.957,0,57.358,36.76,0,1,9.4
2020-10-06,SOLE_PROP,WOMEN_OWNED,0,804178,2021-10-01,74,1M_5M,BOOTSTRAP,1,3032707.79,LT_600,1,6.038,0,265.749,70.84,0,0,48.41
2020-10-07,LLC,UNKNOWN,1,985097,2021-01-14,75,50K_100K,CROWDFUND,0,0.0,NO_SCORE,1,8.786,0,157.84,50.88,1,0,50.86
2020-10-08,LLC,UNKNOWN,0,914414,2021-03-25,47,1M_5M,BANK_LOAN,1,623575.47,LT_600,0,2.027,0,40.671,78.7,0,0,95.26
2020-10-09,LLC,YOUTH_FOUNDER,1,349761,2021-09-16,2,100K_250K,ANGEL,0,0.0,750_PLUS,0,0.826,0,215.092,87.71,1,0,47.63
2020-10-10,LLC,VETERAN_OWNED,0,269537,2021-04-15,99,50K_100K,CROWDFUND,1,58201.73,650_699,0,6.119,0,128.173,73.09,0,0,50.78
2020-10-11,LLC,UNKNOWN,1,624649,2021-01-04,40,50K_100K,BANK_LOAN,1,1367534.65,700_749,0,8.226,1,232.314,89.72,0,0,17.32
2020-10-12,LLC,DISABLED_FOUNDER,1,732366,2021-02-15,96,250K_1M,BOOTSTRAP,1,4094469.67,700_749,1,7.28,0,75.855,1.4,0,0,56.86
2020-10-13,LLC,UNKNOWN,1,253198,2020-11-08,26,LT_50K,CREDIT_CARD,0,0.0,650_699,1,7.229,0,69.796,45.35,0,0,57.84
2020-10-14,SOLE_PROP,IMMIGRANT_OWNED,1,685161,2021-06-26,80,1M_5M,CREDIT_CARD,0,0.0,NO_SCORE,0,4.373,0,287.497,71.01,0,0,63.7
2020-10-15,SOLE_PROP,WOMEN_OWNED,1,202897,2021-01-05,30,250K_1M,ANGEL,1,2717960.83,750_PLUS,0,6.907,0,139.048,67.23,1,0,15.38
2020-10-16,PARTNERSHIP,UNKNOWN,0,283409,2021-03-18,90,100K_250K,BOOTSTRAP,1,4772596.06,700_749,0,3.155,0,1.409,47.77,0,0,62.78
2020-10-17,C_CORP,MINORITY_OWNED,1,216989,2021-09-17,30,50K_100K,VC,0,0.0,LT_600,1,3.516,0,154.55,51.54,1,0,95.69
2020-10-18,LLC,RURAL_FOUNDER,0,148348,2020-11-10,56,250K_1M,BANK_LOAN,1,4143002.46,750_PLUS,1,1.534,0,255.251,19.78,1,0,59.01
2020-10-19,SOLE_PROP,WOMEN_OWNED,1,258676,2021-04-01,31,LT_50K,VC,0,0.0,700_749,0,5.969,0,109.442,34.25,0,0,18.04
2020-10-20,LLC,WOMEN_OWNED,1,738832,2020-12-16,22,1M_5M,BOOTSTRAP,0,0.0,LT_600,1,1.033,1,289.193,29.28,0,0,40.08
2020-10-21,LLC,RURAL_FOUNDER,1,415921,2021-10-10,63,LT_50K,GOV_GRANT,1,4815732.94,700_749,0,9.902,0,135.904,63.33,1,0,87.49
2020-10-22,S_CORP,UNKNOWN,0,377790,2021-01-18,85,50K_100K,FRIENDS_FAMILY,0,0.0,NO_SCORE,0,3.305,1,38.325,57.77,0,1,14.51
2020-10-23,C_CORP,RURAL_FOUNDER,1,117020,2021-02-10,15,LT_50K,BOOTSTRAP,1,768456.75,LT_600,0,6.185,0,202.876,81.45,1,0,39.38
2020-10-24,C_CORP,WOMEN_OWNED,1,696941,2021-01-16,13,LT_50K,BOOTSTRAP,0,0.0,700_749,1,0.894,0,83.527,43.6,0,1,6.72
2020-10-25,S_CORP,UNKNOWN,0,815059,2020-12-25,18,100K_250K,CROWDFUND,0,0.0,700_749,0,4.853,0,3.838,21.46,1,0,76.43
2020-10-26,PARTNERSHIP,VETERAN_OWNED,0,918901,2021-08-12,10,250K_1M,CROWDFUND,0,0.0,750_PLUS,0,2.991,1,193.599,65.51,1,0,17.41
2020-10-27,PARTNERSHIP,UNKNOWN,0,264505,2021-05-26,28,100K_250K,BOOTSTRAP,0,0.0,750_PLUS,0,1.261,0,247.72,28.27,0,0,96.85
2020-10-28,S_CORP,WOMEN_OWNED,0,537649,2021-07-31,37,LT_50K,BOOTSTRAP,1,2960652.14,LT_600,0,3.842,0,198.721,95.55,0,1,89.23
2020-10-29,SOLE_PROP,MINORITY_OWNED,0,445247,2021-10-03,91,250K_1M,BANK_LOAN,0,0.0,NO_SCORE,1,5.123,0,7.622,30.95,0,1,1.41
2020-10-30,LLC,WOMEN_OWNED,0,687071,2021-09-10,8,100K_250K,BANK_LOAN,0,0.0,750_PLUS,0,8.307,0,297.843,25.65,1,1,40.35
2020-10-31,LLC,RURAL_FOUNDER,1,731153,2020-12-28,32,50K_100K,BANK_LOAN,0,0.0,600_649,1,1.312,0,171.294,51.5,0,1,80.43
2020-11-01,SOLE_PROP,MINORITY_OWNED,1,151216,2021-02-24,25,100K_250K,CREDIT_CARD,0,0.0,600_649,1,2.108,1,190.505,85.45,1,0,77.85
2020-11-02,LLC,VETERAN_OWNED,1,426632,2021-03-24,94,100K_250K,GOV_GRANT,0,0.0,750_PLUS,0,4.723,1,196.726,78.48,0,0,32.39
2020-11-03,LLC,MINORITY_OWNED,0,668228,2021-06-05,2,100K_250K,BANK_LOAN,1,4938793.68,LT_600,1,2.332,0,86.157,61.22,0,0,11.19
2020-11-04,NONPROFIT,DISABLED_FOUNDER,0,963883,2021-10-21,32,100K_250K,BANK_LOAN,1,3293205.16,LT_600,1,9.911,0,232.878,55.43,1,0,13.98
2020-11-05,LLC,YOUTH_FOUNDER,0,461433,2021-06-16,82,1M_5M,BANK_LOAN,0,0.0,750_PLUS,1,4.06,1,56.419,22.23,0,0,16.73
2020-11-06,LLC,MINORITY_OWNED,0,920050,2021-11-01,66,LT_50K,BOOTSTRAP,0,0.0,700_749,0,9.096,1,137.1,56.4,0,0,60.72
2020-11-07,C_CORP,WOMEN_OWNED,1,145350,2021-07-17,18,100K_250K,CREDIT_CARD,1,3259290.67,750_PLUS,1,7.264,1,33.041,74.85,1,0,40.93
2020-11-08,LLC,WOMEN_OWNED,1,382455,2021-10-09,66,LT_50K,BOOTSTRAP,0,0.0,LT_600,0,4.63,1,181.512,2.51,0,0,98.46
2020-11-09,LLC,IMMIGRANT_OWNED,0,295671,2021-08-24,0,250K_1M,CREDIT_CARD,1,4532466.49,600_649,1,3.886,1,10.343,47.68,1,0,88.67
2020-11-10,SOLE_PROP,MINORITY_OWNED,0,465528,2021-09-04,36,100K_250K,CREDIT_CARD,0,0.0,650_699,0,3.924,1,114.124,79.52,1,0,55.54
2020-11-11,LLC,MINORITY_OWNED,0,888936,2021-07-29,3,100K_250K,BOOTSTRAP,0,0.0,700_749,0,9.449,0,35.825,2.66,0,0,63.97
2020-11-12,PARTNERSHIP,YOUTH_FOUNDER,1,996320,2021-04-26,31,LT_50K,BOOTSTRAP,0,0.0,650_699,0,7.869,0,74.966,11.87,0,0,66.66
2020-11-13,PARTNERSHIP,UNKNOWN,1,558433,2021-01-15,48,1M_5M,CREDIT_CARD,0,0.0,650_699,0,8.639,1,283.307,60.36,0,0,44.17
2020-11-14,SOLE_PROP,WOMEN_OWNED,0,575330,2021-11-13,45,50K_100K,GOV_GRANT,0,0.0,LT_600,1,3.587,0,164.028,62.23,1,0,69.73
2020-11-15,PARTNERSHIP,UNKNOWN,1,431783,2021-03-27,9,LT_50K,BOOTSTRAP,1,22904.82,650_699,1,1.825,1,132.539,84.57,0,0,34.86
2020-11-16,LLC,UNKNOWN,1,349063,2021-08-27,70,1M_5M,BOOTSTRAP,1,696574.34,LT_600,0,7.326,0,112.85,80.23,0,0,23.08
2020-11-17,S_CORP,VETERAN_OWNED,0,288399,2021-02-05,13,250K_1M,ANGEL,1,4154482.78,LT_600,1,6.277,0,253.101,37.91,1,0,3.94
2020-11-18,S_CORP,IMMIGRANT_OWNED,0,440215,2021-10-14,56,GT_5M,BANK_LOAN,1,4408406.44,650_699,1,7.246,1,222.982,65.48,1,1,18.05
2020-11-19,S_CORP,YOUTH_FOUNDER,0,137837,2021-03-15,91,50K_100K,FRIENDS_FAMILY,1,2006783.66,650_699,1,5.294,0,9.503,4.11,0,0,0.71
2020-11-20,S_CORP,UNKNOWN,0,663672,2021-03-21,45,100K_250K,BANK_LOAN,0,0.0,650_699,0,7.807,1,98.954,55.33,0,0,25.42
2020-11-21,SOLE_PROP,UNKNOWN,0,971438,2021-08-26,40,LT_50K,BANK_LOAN,0,0.0,700_749,0,6.873,0,222.725,22.85,1,0,48.82
2020-11-22,SOLE_PROP,YOUTH_FOUNDER,0,713661,2021-09-17,36,100K_250K,CREDIT_CARD,0,0.0,750_PLUS,1,9.486,0,86.116,64.26,0,0,99.91
2020-11-23,S_CORP,UNKNOWN,1,295790,2021-04-17,49,50K_100K,CROWDFUND,0,0.0,NO_SCORE,0,6.093,1,27.797,7.52,1,0,16.91
2020-11-24,LLC,DISABLED_FOUNDER,1,333581,2021-02-17,88,50K_100K,BOOTSTRAP,1,1771548.82,700_749,0,6.34,0,288.678,13.82,1,1,82.16
2020-11-25,PARTNERSHIP,MINORITY_OWNED,1,247920,2021-11-13,59,250K_1M,BOOTSTRAP,1,1929996.22,NO_SCORE,1,4.258,1,150.949,92.62,0,0,35.69
2020-11-26,C_CORP,MINORITY_OWNED,0,574501,2021-08-22,2,250K_1M,BOOTSTRAP,1,653898.61,700_749,1,1.894,1,64.13,11.42,1,0,45.64
2020-11-27,LLC,IMMIGRANT_OWNED,1,683699,2021-08-03,0,LT_50K,BOOTSTRAP,1,3487288.68,700_749,0,6.42,0,244.011,54.44,1,0,79.05
2020-11-28,LLC,UNKNOWN,0,370999,2021-10-11,13,LT_50K,CROWDFUND,0,0.0,700_749,0,0.635,0,250.812,45.33,1,0,11.16
2020-11-29,S_CORP,WOMEN_OWNED,1,122707,2021-04-26,7,100K_250K,GOV_GRANT,1,2573528.03,650_699,1,1.115,0,7.183,92.62,0,0,20.05
2020-11-30,LLC,UNKNOWN,1,710298,2021-08-27,2,250K_1M,BOOTSTRAP,0,0.0,600_649,0,2.46,0,205.264,93.93,0,0,40.09
2020-12-01,LLC,MINORITY_OWNED,0,841026,2021-11-05,0,1M_5M,VC,0,0.0,700_749,0,3.221,0,231.525,2.03,0,0,5.65
2020-12-02,LLC,YOUTH_FOUNDER,0,331921,2021-10-31,87,100K_250K,FRIENDS_FAMILY,0,0.0,700_749,1,8.647,0,261.846,36.22,0,0,84.56
2020-12-03,LLC,IMMIGRANT_OWNED,0,156717,2021-12-02,19,250K_1M,BOOTSTRAP,0,0.0,LT_600,1,6.429,0,47.417,67.73,1,1,64.06
2020-12-04,SOLE_PROP,UNKNOWN,0,303167,2021-09-26,4,100K_250K,BANK_LOAN,0,0.0,600_649,0,6.218,0,38.788,38.17,0,0,44.48
2020-12-05,SOLE_PROP,UNKNOWN,0,313481,2021-01-27,72,50K_100K,ANGEL,1,307477.27,650_699,1,6.669,0,270.139,82.69,0,0,48.26
2020-12-06,SOLE_PROP,IMMIGRANT_OWNED,1,457632,2021-08-15,22,250K_1M,BOOTSTRAP,1,29042.84,750_PLUS,0,2.087,0,298.03,90.98,0,0,80.78
2020-12-07,PARTNERSHIP,MINORITY_OWNED,0,146375,2021-12-03,8,100K_250K,BOOTSTRAP,1,3412279.02,LT_600,1,3.843,0,283.461,40.85,1,0,2.39
2020-12-08,LLC,UNKNOWN,0,982505,2021-03-07,9,100K_250K,ANGEL,0,0.0,NO_SCORE,1,9.937,0,174.512,6.7,0,1,47.53
2020-12-09,LLC,UNKNOWN,0,725050,2021-03-10,3,50K_100K,BOOTSTRAP,1,2696648.85,600_649,0,9.788,1,280.753,73.93,1,1,35.0
2020-12-10,SOLE_PROP,UNKNOWN,1,396052,2021-05-26,17,100K_250K,ANGEL,1,3607528.18,650_699,0,3.303,0,6.114,24.86,0,1,90.69
2020-12-11,SOLE_PROP,VETERAN_OWNED,1,531879,2021-01-22,8,250K_1M,BOOTSTRAP,0,0.0,750_PLUS,0,9.466,0,288.015,32.19,0,0,30.93
2020-12-12,S_CORP,UNKNOWN,1,864120,2021-04-12,60,250K_1M,CREDIT_CARD,0,0.0,700_749,1,4.392,1,295.106,40.07,0,1,40.51
2020-12-13,S_CORP,RURAL_FOUNDER,1,342876,2021-07-09,33,1M_5M,BOOTSTRAP,1,390077.14,LT_600,0,8.824,0,152.787,22.47,1,0,75.52
2020-12-14,LLC,WOMEN_OWNED,0,273019,2021-06-12,85,50K_100K,BOOTSTRAP,1,3357694.54,LT_600,1,2.294,0,127.318,27.89,0,0,30.44
2020-12-15,LLC,UNKNOWN,1,192889,2021-03-02,68,LT_50K,VC,0,0.0,650_699,1,4.448,0,103.799,13.67,1,0,21.54
2020-12-16,LLC,RURAL_FOUNDER,0,149314,2021-11-22,27,250K_1M,BOOTSTRAP,1,1517330.91,LT_600,0,5.963,0,142.71,40.13,1,0,70.08
2020-12-17,SOLE_PROP,MINORITY_OWNED,1,782405,2021-11-21,71,LT_50K,BANK_LOAN,0,0.0,LT_600,1,8.75,1,237.031,52.1,1,1,49.11
2020-12-18,S_CORP,IMMIGRANT_OWNED,0,256874,2021-01-10,47,50K_100K,CREDIT_CARD,1,4614141.66,650_699,1,4.718,1,41.262,70.73,0,0,55.73
2020-12-19,SOLE_PROP,VETERAN_OWNED,0,815019,2021-04-23,35,250K_1M,GOV_GRANT,0,0.0,LT_600,1,2.227,0,196.883,64.28,0,0,77.43
2020-12-20,SOLE_PROP,MINORITY_OWNED,0,490674,2021-08-17,55,LT_50K,CREDIT_CARD,0,0.0,700_749,1,7.73,0,297.554,82.15,1,0,56.56
2020-12-21,LLC,WOMEN_OWNED,0,800579,2021-09-01,93,250K_1M,BANK_LOAN,0,0.0,750_PLUS,0,5.384,0,107.835,75.84,0,0,67.35
2020-12-22,SOLE_PROP,MINORITY_OWNED,0,587086,2021-04-18,81,250K_1M,VC,0,0.0,600_649,1,9.537,0,266.046,59.9,0,0,42.52
2020-12-23,SOLE_PROP,UNKNOWN,1,998763,2021-11-05,98,LT_50K,BOOTSTRAP,0,0.0,700_749,0,5.323,0,46.267,44.09,1,1,74.61
2020-12-24,S_CORP,VETERAN_OWNED,1,291099,2021-07-08,28,1M_5M,ANGEL,0,0.0,600_649,0,5.934,0,128.298,73.79,0,0,75.07
2020-12-25,SOLE_PROP,WOMEN_OWNED,0,530243,2021-09-18,14,250K_1M,BOOTSTRAP,0,0.0,650_699,0,5.696,0,71.549,60.87,0,0,30.97
2020-12-26,LLC,YOUTH_FOUNDER,0,813483,2021-04-27,83,50K_100K,BOOTSTRAP,0,0.0,650_699,0,1.417,0,88.67,63.46,1,0,84.59
2020-12-27,S_CORP,MINORITY_OWNED,1,401051,2021-04-02,67,LT_50K,ANGEL,1,133978.31,NO_SCORE,1,9.851,0,37.651,10.62,0,0,32.98
2020-12-28,LLC,IMMIGRANT_OWNED,0,940316,2021-02-26,71,LT_50K,FRIENDS_FAMILY,1,1089941.6,NO_SCORE,1,5.704,1,230.662,63.39,1,0,39.32
2020-12-29,SOLE_PROP,RURAL_FOUNDER,0,658019,2021-04-16,39,1M_5M,CREDIT_CARD,0,0.0,700_749,0,6.259,1,143.763,18.71,0,0,88.25
2020-12-30,LLC,WOMEN_OWNED,1,402073,2021-05-08,42,250K_1M,VC,0,0.0,LT_600,1,9.181,0,123.064,94.53,1,0,24.66
2020-12-31,PARTNERSHIP,MINORITY_OWNED,1,166437,2021-12-10,45,250K_1M,ANGEL,0,0.0,600_649,0,8.159,1,148.925,13.66,1,0,66.41
2021-01-01,NONPROFIT,UNKNOWN,0,774426,2021-10-31,43,250K_1M,BANK_LOAN,0,0.0,650_699,0,6.966,1,137.796,76.43,0,0,53.38
2021-01-02,SOLE_PROP,MINORITY_OWNED,0,753201,2021-10-22,52,50K_100K,GOV_GRANT,1,4616830.32,700_749,1,7.474,0,282.697,76.86,0,0,74.13
2021-01-03,S_CORP,VETERAN_OWNED,0,775127,2021-11-21,64,1M_5M,BANK_LOAN,0,0.0,600_649,0,7.531,0,159.978,45.18,1,0,37.78
2021-01-04,LLC,UNKNOWN,1,454353,2021-03-31,46,LT_50K,ANGEL,0,0.0,700_749,0,5.347,0,167.929,43.98,0,0,78.4
2021-01-05,SOLE_PROP,RURAL_FOUNDER,0,229017,2021-04-15,58,50K_100K,BOOTSTRAP,0,0.0,LT_600,0,1.414,0,116.68,16.95,0,0,44.48
2021-01-06,LLC,WOMEN_OWNED,0,535208,2021-09-27,83,250K_1M,BOOTSTRAP,0,0.0,LT_600,0,5.565,0,43.161,30.3,0,0,37.33
2021-01-07,S_CORP,DISABLED_FOUNDER,0,394504,2021-03-25,98,250K_1M,CROWDFUND,0,0.0,600_649,1,5.941,0,224.162,33.64,0,0,34.88
2021-01-08,SOLE_PROP,UNKNOWN,0,517606,2021-03-10,70,100K_250K,FRIENDS_FAMILY,0,0.0,700_749,1,6.776,1,219.323,47.42,1,0,96.19
2021-01-09,SOLE_PROP,UNKNOWN,0,840354,2021-09-16,13,LT_50K,BANK_LOAN,1,4462302.62,NO_SCORE,1,5.665,0,257.094,35.43,1,0,29.73
2021-01-10,LLC,WOMEN_OWNED,0,760243,2021-05-31,31,100K_250K,BOOTSTRAP,1,488631.93,700_749,0,2.09,1,130.785,92.08,0,0,70.11
2021-01-11,PARTNERSHIP,VETERAN_OWNED,0,498246,2022-01-03,88,50K_100K,BANK_LOAN,0,0.0,650_699,0,0.785,0,275.966,8.96,0,1,59.95
2021-01-12,PARTNERSHIP,DISABLED_FOUNDER,0,985786,2021-08-09,87,250K_1M,BANK_LOAN,1,1061212.07,750_PLUS,0,1.992,1,17.667,95.96,1,1,15.9
2021-01-13,S_CORP,UNKNOWN,1,974548,2021-04-07,63,LT_50K,BOOTSTRAP,0,0.0,LT_600,1,9.287,1,235.878,43.04,0,0,79.09
2021-01-14,S_CORP,IMMIGRANT_OWNED,1,583401,2021-10-07,71,250K_1M,BANK_LOAN,1,3728100.74,650_699,0,9.428,0,113.899,2.27,0,0,50.01
2021-01-15,LLC,UNKNOWN,0,179529,2021-05-26,60,250K_1M,ANGEL,0,0.0,750_PLUS,0,2.831,1,266.38,64.24,1,0,74.92
2021-01-16,LLC,MINORITY_OWNED,1,999793,2021-09-26,7,250K_1M,BOOTSTRAP,0,0.0,600_649,1,6.988,0,217.751,84.61,1,0,4.75
2021-01-17,C_CORP,UNKNOWN,1,670628,2021-12-30,63,50K_100K,BOOTSTRAP,0,0.0,NO_SCORE,0,5.536,1,300.942,77.52,1,0,52.73
2021-01-18,LLC,MINORITY_OWNED,1,500716,2021-04-22,47,250K_1M,FRIENDS_FAMILY,1,4845367.24,750_PLUS,1,2.291,0,215.363,92.75,1,0,38.21
2021-01-19,S_CORP,UNKNOWN,1,310680,2021-12-19,80,LT_50K,CREDIT_CARD,1,1736891.7,650_699,1,0.186,0,100.024,99.04,0,1,61.39
2021-01-20,C_CORP,UNKNOWN,0,848715,2021-03-29,99,100K_250K,BOOTSTRAP,1,263538.33,700_749,0,6.859,0,166.595,64.76,0,0,37.38
2021-01-21,SOLE_PROP,RURAL_FOUNDER,0,204958,2021-10-22,94,1M_5M,BOOTSTRAP,0,0.0,700_749,1,3.511,0,54.456,97.46,1,0,42.61
2021-01-22,PARTNERSHIP,MINORITY_OWNED,0,805369,2021-06-06,38,LT_50K,BANK_LOAN,1,3976809.27,650_699,1,0.799,0,74.317,91.04,0,1,91.98
2021-01-23,SOLE_PROP,UNKNOWN,0,873580,2021-10-25,34,LT_50K,VC,1,4346110.89,700_749,1,3.278,0,180.228,14.38,0,1,17.52
2021-01-24,NONPROFIT,RURAL_FOUNDER,1,901028,2021-05-29,12,50K_100K,BOOTSTRAP,0,0.0,650_699,0,6.335,1,154.059,96.81,1,0,62.97
2021-01-25,PARTNERSHIP,UNKNOWN,1,988886,2021-12-13,38,LT_50K,BOOTSTRAP,0,0.0,650_699,0,5.543,0,3.95,58.69,1,0,97.89
2021-01-26,S_CORP,WOMEN_OWNED,1,640409,2021-11-22,68,GT_5M,BOOTSTRAP,1,3217425.25,700_749,0,1.753,0,273.521,8.13,1,0,55.95
2021-01-27,S_CORP,RURAL_FOUNDER,0,890821,2022-01-15,37,100K_250K,CREDIT_CARD,0,0.0,700_749,0,5.985,0,240.032,11.65,0,0,33.93
2021-01-28,SOLE_PROP,WOMEN_OWNED,0,696012,2021-12-03,2,50K_100K,BOOTSTRAP,1,4031860.07,600_649,1,9.623,0,91.873,35.97,1,1,49.68
2021-01-29,SOLE_PROP,VETERAN_OWNED,0,310482,2021-07-07,34,100K_250K,BOOTSTRAP,0,0.0,LT_600,1,5.346,1,225.754,94.02,0,0,47.04
2021-01-30,S_CORP,WOMEN_OWNED,0,306911,2021-08-15,50,50K_100K,CREDIT_CARD,0,0.0,LT_600,1,7.057,0,109.305,26.97,1,0,82.82
2021-01-31,S_CORP,UNKNOWN,0,544905,2022-01-25,1,50K_100K,VC,1,3810783.84,700_749,0,2.293,0,26.236,8.45,1,0,83.01
2021-02-01,PARTNERSHIP,IMMIGRANT_OWNED,0,920959,2022-01-30,37,100K_250K,BANK_LOAN,0,0.0,LT_600,1,6.359,0,176.597,30.14,0,0,98.27
2021-02-02,PARTNERSHIP,MINORITY_OWNED,1,405000,2021-06-19,20,250K_1M,BANK_LOAN,0,0.0,600_649,1,4.535,0,269.718,66.67,0,0,35.48
2021-02-03,S_CORP,VETERAN_OWNED,0,126322,2021-07-21,15,50K_100K,FRIENDS_FAMILY,0,0.0,LT_600,1,7.595,1,91.869,81.99,0,0,66.48
2021-02-04,PARTNERSHIP,MINORITY_OWNED,0,455171,2021-12-01,30,50K_100K,FRIENDS_FAMILY,1,1495782.35,600_649,0,1.539,0,148.79,2.38,1,0,16.0
2021-02-05,LLC,UNKNOWN,0,897385,2022-01-31,36,LT_50K,CREDIT_CARD,0,0.0,750_PLUS,0,3.994,0,44.811,94.51,0,0,1.62
2021-02-06,SOLE_PROP,IMMIGRANT_OWNED,1,432441,2021-11-28,51,GT_5M,BOOTSTRAP,1,4590242.25,700_749,1,3.171,0,239.442,20.76,0,1,81.93
2021-02-07,SOLE_PROP,UNKNOWN,0,894131,2022-01-23,91,100K_250K,BANK_LOAN,0,0.0,650_699,0,6.201,0,196.063,29.31,0,0,43.8
2021-02-08,SOLE_PROP,WOMEN_OWNED,1,112100,2021-08-22,92,GT_5M,FRIENDS_FAMILY,0,0.0,700_749,0,0.547,0,207.814,46.67,1,0,42.44
2021-02-09,NONPROFIT,IMMIGRANT_OWNED,0,321381,2021-06-16,98,LT_50K,ANGEL,0,0.0,LT_600,1,5.664,0,187.195,79.95,1,0,94.31
2021-02-10,S_CORP,UNKNOWN,0,357280,2021-11-14,82,250K_1M,CREDIT_CARD,1,349226.93,600_649,1,7.965,0,298.126,44.94,1,1,15.09
2021-02-11,SOLE_PROP,UNKNOWN,0,545973,2021-12-13,19,250K_1M,ANGEL,0,0.0,750_PLUS,1,6.424,0,201.767,52.68,0,0,44.04
2021-02-12,LLC,WOMEN_OWNED,0,620309,2021-04-13,13,100K_250K,BANK_LOAN,1,3713373.78,700_749,0,2.684,0,183.558,25.66,0,0,63.14
2021-02-13,SOLE_PROP,UNKNOWN,1,188926,2021-08-23,99,GT_5M,VC,1,118334.81,750_PLUS,1,3.064,0,18.799,86.98,0,0,56.32
2021-02-14,PARTNERSHIP,VETERAN_OWNED,1,116395,2021-11-30,35,100K_250K,ANGEL,1,827221.38,NO_SCORE,0,6.621,0,233.31,35.36,0,1,50.74
2021-02-15,C_CORP,UNKNOWN,0,451234,2021-11-15,4,LT_50K,CREDIT_CARD,1,756905.12,750_PLUS,1,3.232,0,201.741,51.55,0,0,74.15
2021-02-16,SOLE_PROP,UNKNOWN,1,605758,2021-03-13,95,100K_250K,BANK_LOAN,1,3586060.74,700_749,1,5.911,0,121.012,46.19,0,0,92.41
2021-02-17,LLC,UNKNOWN,1,606104,2021-12-28,49,1M_5M,BANK_LOAN,1,4812155.7,600_649,1,5.945,0,219.963,85.36,1,0,91.83
