tax_cit_reference_year,tax_cit_country_iso2,tax_cit_nace_section,tax_cit_enterprise_size_class,tax_cit_statutory_rate_pct,tax_cit_effective_average_rate_pct,tax_cit_tax_base_eur,tax_cit_tax_liability_eur,tax_cit_loss_carryforward_eur,tax_cit_r_and_d_tax_credit_eur,tax_cit_interest_limitation_rule_flag,tax_cit_pillar2_minimum_tax_flag,tax_cit_cfc_rules_flag,tax_cit_hybrid_mismatch_rules_flag,tax_cit_transfer_pricing_adjustments_eur,tax_cit_country_by_country_reporting_flag,tax_cit_state_aid_tax_ruling_flag,tax_cit_audit_rate_pct,tax_cit_data_source,tax_cit_data_extract_date
2020,MT,J,MEDIUM,15.03,12.36,27271658865.56,3370777035.78,3528347929.09,274046757.72,0,0,1,0,8233238.94,0,0,12.94,EU_TAX_OBSERVATORY,2025-05-22
2021,ES,O,SMALL,15.08,13.3,27345336234.41,3636929719.18,3272212724.59,328294047.11,1,1,1,1,45651996.53,1,0,3.85,ACADEMIC_TAXPANEL,2026-02-08
2022,CZ,T,MICRO,23.89,20.56,27457729879.59,5645309263.24,5373631564.3,350174741.61,1,0,1,1,99305018.48,1,0,4.97,NATIONAL_CORPORATE_TAX_ADMIN,2024-11-01
2023,HU,D,LARGE,18.4,15.33,27535707877.02,4221224017.55,5292597337.82,767706400.91,1,1,1,1,57608219.87,1,1,4.14,OECD_CBC_SUMMARY,2024-12-18
2024,NL,I,MEDIUM,28.53,22.12,27622292042.65,6110050999.83,4919908047.66,1124905511.96,1,1,1,1,-42140455.1,1,0,5.43,EU_TAX_OBSERVATORY,2024-05-23
2025,SE,N,SMALL,12.13,11.52,27703835893.07,3191481894.88,8411831429.1,691802372.81,1,1,0,1,8405043.37,1,0,7.86,ACADEMIC_TAXPANEL,2024-04-21
2026,DK,S,MICRO,11.58,10.33,27773497457.59,2869002287.37,4066198681.15,535457866.42,1,1,1,1,56808047.59,1,0,13.89,NATIONAL_CORPORATE_TAX_ADMIN,2025-05-13
2010,IE,C,LARGE,10.84,6.22,27820093480.31,1730409814.48,6567185624.25,133624164.33,1,0,1,0,7946946.79,0,0,8.04,OECD_CBC_SUMMARY,2024-04-02
2011,PL,H,MEDIUM,14.01,10.14,27886017622.44,2827642186.92,12521375305.24,289363278.33,1,0,1,0,-71935631.77,1,0,3.24,EU_TAX_OBSERVATORY,2025-07-30
2012,AT,M,SMALL,20.01,14.53,27999254445.7,4068291670.96,4555441328.84,391629634.62,1,0,1,1,57271955.4,0,0,5.02,ACADEMIC_TAXPANEL,2026-02-15
2013,EE,R,MICRO,29.84,16.71,28065484040.04,4689742383.09,10507717754.22,404874346.48,1,0,1,1,-4152267.9,1,0,7.18,NATIONAL_CORPORATE_TAX_ADMIN,2025-08-08
2014,IT,B,LARGE,11.94,11.29,28155334099.38,3178737219.82,4946151247.81,636863290.7,1,0,1,1,118162946.53,1,1,10.62,OECD_CBC_SUMMARY,2024-11-22
2015,PT,G,MEDIUM,11.18,8.63,28182677807.62,2432165094.8,2355117720.02,337253295.97,1,0,1,1,22850043.28,1,0,2.08,EU_TAX_OBSERVATORY,2024-12-29
2016,BE,L,SMALL,21.25,19.14,28259326228.24,5408835040.09,7246363402.72,487508893.61,1,0,1,0,1968248.99,1,0,2.87,ACADEMIC_TAXPANEL,2025-07-22
2017,FI,Q,MICRO,10.65,7.6,28332395593.11,2153262065.08,6981166031.74,188756689.88,1,0,1,1,17842695.37,0,0,3.09,NATIONAL_CORPORATE_TAX_ADMIN,2025-02-26
2018,LV,A,LARGE,21.44,19.05,28442049519.91,5418210433.54,8355145290.1,131456464.84,1,1,1,1,-41883191.4,0,0,2.23,OECD_CBC_SUMMARY,2025-12-17
2019,RO,F,MEDIUM,32.6,20.1,28477489912.53,5723975472.42,7726893095.93,844098845.2,1,1,1,1,-44684718.05,1,0,10.47,EU_TAX_OBSERVATORY,2024-03-22
2020,BG,K,SMALL,25.77,20.77,28552070853.86,5930265116.35,2970378697.3,334915019.44,1,0,1,1,-31021154.98,1,0,11.04,ACADEMIC_TAXPANEL,2025-01-22
2021,FR,P,MICRO,28.16,24.14,28622575403.1,6909489702.31,2849842830.05,1202753137.42,1,0,1,0,46561003.09,1,0,8.55,NATIONAL_CORPORATE_TAX_ADMIN,2024-03-17
2022,LT,U,LARGE,19.86,14.69,28754370676.75,4224017052.41,9265790315.66,329891569.72,1,1,1,1,-59987237.65,1,0,12.96,OECD_CBC_SUMMARY,2024-03-02
2023,SK,E,MEDIUM,29.08,24.73,28785068218.52,7118547370.44,5556478181.93,785597998.73,1,0,0,1,75039281.96,1,0,5.42,EU_TAX_OBSERVATORY,2024-10-06
2024,HR,J,SMALL,25.55,16.79,28895106438.8,4851488371.07,10808233208.45,842471948.43,1,1,1,1,-17155554.6,1,0,5.15,ACADEMIC_TAXPANEL,2024-01-22
2025,DE,O,MICRO,23.71,13.47,28933629264.2,3897359861.89,10344326797.77,423737154.34,1,1,1,0,-11487538.67,1,0,6.31,NATIONAL_CORPORATE_TAX_ADMIN,2025-12-04
2026,LU,T,LARGE,26.43,17.41,29018774309.31,5052168607.25,8909514949.48,526553852.97,1,1,1,1,75680536.89,0,0,9.46,OECD_CBC_SUMMARY,2025-08-20
2010,SI,D,MEDIUM,23.84,13.61,29130124291.51,3964609916.07,2617641860.19,324737682.47,1,1,1,1,-4421936.28,1,0,3.9,EU_TAX_OBSERVATORY,2024-03-05
2011,CY,I,SMALL,28.72,24.77,29205886537.48,7234298095.33,5489135177.4,467257522.43,0,0,1,1,-55352335.33,0,0,9.19,ACADEMIC_TAXPANEL,2025-04-01
2012,GR,N,MICRO,17.48,10.04,29244377887.96,2936135539.95,8649631606.93,481117202.82,1,0,0,0,79293396.34,1,1,2.25,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-04
2013,MT,S,LARGE,23.72,15.63,29334254079.48,4584943912.62,5778864137.71,547636190.12,0,0,0,1,-12162847.11,0,0,6.47,OECD_CBC_SUMMARY,2025-07-24
2014,ES,C,MEDIUM,25.19,17.71,29376887062.06,5202646698.69,9164715552.99,734592150.72,1,0,1,1,-8321343.89,1,0,6.67,EU_TAX_OBSERVATORY,2025-05-17
2015,CZ,H,SMALL,26.5,20.23,29489109755.93,5965646903.62,1882170241.1,1092271808.1,1,0,1,0,52446596.49,1,0,3.9,ACADEMIC_TAXPANEL,2025-06-30
2016,HU,M,MICRO,17.29,15.87,29547319873.78,4689159663.97,8810741829.29,582960826.22,1,0,0,0,-15187103.59,1,0,12.03,NATIONAL_CORPORATE_TAX_ADMIN,2024-03-29
2017,NL,R,LARGE,17.06,13.41,29613669875.09,3971193130.25,8371106191.14,322991792.67,1,1,1,1,7821533.7,0,0,4.67,OECD_CBC_SUMMARY,2024-05-02
2018,SE,B,MEDIUM,23.9,21.24,29670889287.05,6302096884.57,5708041562.66,526914267.32,1,0,0,1,-3161739.92,1,0,11.56,EU_TAX_OBSERVATORY,2024-09-10
2019,DK,G,SMALL,31.83,18.57,29747599593.16,5524129244.45,5589644177.9,770798190.33,1,0,0,1,32133273.76,0,0,2.3,ACADEMIC_TAXPANEL,2025-11-22
2020,IE,L,MICRO,19.57,17.66,29860072796.29,5273288855.82,4382717922.29,783172732.94,1,0,1,1,106684798.6,1,0,11.74,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-18
2021,PL,Q,LARGE,10.51,7.48,29954950638.19,2240630307.74,2809045171.71,293656392.58,1,0,1,1,29729615.09,0,0,9.58,OECD_CBC_SUMMARY,2025-09-09
2022,AT,A,MEDIUM,21.81,14.29,30026484334.74,4290784611.43,6923779111.07,492584103.14,1,1,1,1,91654324.63,0,0,13.77,EU_TAX_OBSERVATORY,2024-01-11
2023,EE,F,SMALL,23.46,19.79,30092600995.45,5955325737.0,9169893870.92,1010739995.29,1,1,1,1,-32833119.77,1,0,9.88,ACADEMIC_TAXPANEL,2025-08-15
2024,IT,K,MICRO,26.05,21.79,30138967254.65,6567280964.79,10072799266.51,474998233.45,0,0,1,1,61733156.81,1,0,6.51,NATIONAL_CORPORATE_TAX_ADMIN,2025-02-21
2025,PT,P,LARGE,10.99,10.2,30215539520.64,3081985031.11,5450086216.66,410320813.13,1,1,0,1,7742989.27,1,0,9.09,OECD_CBC_SUMMARY,2024-03-31
2026,BE,U,MEDIUM,16.6,10.47,30300063977.51,3172416698.45,2034192436.09,317831012.06,1,1,1,0,21171819.38,1,0,13.63,EU_TAX_OBSERVATORY,2024-10-11
2010,FI,E,SMALL,30.78,18.42,30366587391.53,5593525397.52,9677205232.35,970899641.35,1,0,1,0,53434998.6,1,0,8.49,ACADEMIC_TAXPANEL,2024-10-18
2011,LV,J,MICRO,18.46,13.85,30472127995.77,4220389727.41,7130296052.38,430148134.21,0,1,1,0,58187948.25,1,0,4.44,NATIONAL_CORPORATE_TAX_ADMIN,2025-06-21
2012,RO,O,LARGE,18.04,13.47,30530898723.43,4112512058.05,9034706103.13,373790203.87,1,0,1,0,-63621865.66,1,0,5.53,OECD_CBC_SUMMARY,2024-09-03
2013,BG,T,MEDIUM,21.94,12.52,30588302144.58,3829655428.5,10851691805.61,426682192.37,0,0,0,0,112254056.32,1,0,11.72,EU_TAX_OBSERVATORY,2024-02-15
2014,FR,D,SMALL,13.24,10.19,30703764367.21,3128713589.02,5554134198.63,229855914.3,1,0,1,0,-68138243.3,1,0,12.34,ACADEMIC_TAXPANEL,2025-04-06
2015,LT,I,MICRO,14.18,8.54,30759171991.99,2626833288.12,11180275246.18,328405099.63,1,0,1,1,35908713.69,1,0,3.25,NATIONAL_CORPORATE_TAX_ADMIN,2025-10-17
2016,SK,N,LARGE,29.17,22.19,30796256661.83,6833689353.26,4351347132.01,727480184.77,1,0,1,1,83965953.4,1,0,13.21,OECD_CBC_SUMMARY,2025-01-16
2017,HR,S,MEDIUM,30.58,17.94,30925116475.2,5547965895.65,11699186334.14,168247823.45,0,0,1,1,43291512.61,1,0,8.59,EU_TAX_OBSERVATORY,2024-03-31
2018,DE,C,SMALL,19.99,14.94,30966619716.58,4626412985.66,9367772841.73,194852955.19,0,0,1,1,-24690594.49,1,0,2.12,ACADEMIC_TAXPANEL,2025-05-02
2019,LU,H,MICRO,32.79,19.52,31020878817.5,6055275545.18,10209541181.68,187811663.69,1,0,1,1,-51371750.91,1,0,1.33,NATIONAL_CORPORATE_TAX_ADMIN,2025-10-19
2020,SI,M,LARGE,24.63,18.31,31132779894.41,5700411998.67,3733729935.97,1101201347.07,1,0,1,0,-3320807.54,1,0,1.51,OECD_CBC_SUMMARY,2024-08-13
2021,CY,R,MEDIUM,13.94,8.01,31204834967.13,2499507280.87,4385903973.07,356514524.88,0,1,0,1,60346908.04,0,0,3.33,EU_TAX_OBSERVATORY,2026-01-14
2022,GR,B,SMALL,27.54,18.25,31252704576.76,5703618585.26,8369464489.92,404695805.67,0,1,0,1,39001601.34,1,0,3.72,ACADEMIC_TAXPANEL,2025-11-10
2023,MT,G,MICRO,24.07,17.55,31361756217.65,5503988216.2,2768591949.46,561687226.1,1,1,1,1,-1655257.19,1,0,6.29,NATIONAL_CORPORATE_TAX_ADMIN,2025-08-04
2024,ES,L,LARGE,12.55,8.86,31418288350.65,2783660347.87,1965097745.19,156768811.01,0,1,1,1,56091986.17,1,0,9.12,OECD_CBC_SUMMARY,2025-12-12
2025,CZ,Q,MEDIUM,15.31,11.17,31498562409.86,3518389421.18,9496375625.19,194483269.71,0,0,1,1,54515742.9,1,0,13.79,EU_TAX_OBSERVATORY,2024-12-14
2026,HU,A,SMALL,22.92,17.73,31546120231.56,5593127117.06,12043470454.74,428506432.66,0,1,1,0,24115482.08,1,0,8.44,ACADEMIC_TAXPANEL,2025-11-08
2010,NL,F,MICRO,21.58,16.25,31637235092.72,5141050702.57,12292038083.39,1021070154.86,1,0,1,0,-79305004.11,1,0,2.67,NATIONAL_CORPORATE_TAX_ADMIN,2024-03-09
2011,SE,K,LARGE,18.93,15.99,31748517255.48,5076587909.15,5337317921.88,218040007.75,0,0,1,1,-5952403.85,1,0,8.2,OECD_CBC_SUMMARY,2025-03-12
2012,DK,P,MEDIUM,13.9,8.46,31796348137.24,2689971052.41,2673937551.36,587108691.7,1,0,0,0,-15145146.26,1,0,2.29,EU_TAX_OBSERVATORY,2024-11-07
2013,IE,U,SMALL,18.46,14.6,31888110943.74,4655664197.79,7888090848.07,431701816.88,1,1,1,0,84920431.84,1,0,6.38,ACADEMIC_TAXPANEL,2026-02-16
2014,PL,E,MICRO,16.22,12.94,31967263294.7,4136563870.33,5625192480.98,373926309.46,1,0,1,1,94592787.3,1,0,13.27,NATIONAL_CORPORATE_TAX_ADMIN,2024-10-28
2015,AT,J,LARGE,29.24,27.18,32047334414.58,8710465493.88,9923410840.96,1826128089.11,1,0,1,1,81866863.73,1,0,8.99,OECD_CBC_SUMMARY,2025-07-01
2016,EE,O,MEDIUM,15.93,8.81,32087632862.68,2826920455.2,13072813658.6,360218954.72,1,0,1,1,-75671470.55,1,0,13.97,EU_TAX_OBSERVATORY,2024-06-20
2017,IT,T,SMALL,20.63,13.84,32150684795.9,4449654775.75,6914537795.9,389758720.65,0,0,0,1,69901360.15,1,0,9.28,ACADEMIC_TAXPANEL,2024-01-18
2018,PT,D,MICRO,17.19,11.05,32254063776.78,3564074047.33,2038223760.37,366728381.0,1,0,1,1,-45170040.05,1,1,11.32,NATIONAL_CORPORATE_TAX_ADMIN,2025-05-22
2019,BE,I,LARGE,25.97,21.12,32316652302.22,6825276966.23,2217155796.92,372694948.96,0,0,1,1,101703949.25,1,0,5.24,OECD_CBC_SUMMARY,2025-05-18
2020,FI,N,MEDIUM,20.09,14.61,32408947874.75,4734947284.5,12859092112.94,485749833.69,1,0,1,1,16885774.1,1,0,13.58,EU_TAX_OBSERVATORY,2024-08-16
2021,LV,S,SMALL,27.17,15.96,32447940492.13,5178691302.54,4786075733.42,716917944.65,1,1,1,0,27653527.86,0,0,1.99,ACADEMIC_TAXPANEL,2025-07-08
2022,RO,C,MICRO,33.64,24.56,32531167473.89,7989654731.59,11881060765.99,286816773.37,1,0,1,1,-49618788.22,0,0,10.98,NATIONAL_CORPORATE_TAX_ADMIN,2025-07-04
2023,BG,H,LARGE,28.9,23.67,32607057334.1,7718090470.98,4623217883.3,1425150404.41,0,1,0,1,58241915.55,1,0,1.39,OECD_CBC_SUMMARY,2024-08-14
2024,FR,M,MEDIUM,22.89,21.2,32727760408.9,6938285206.69,14624434900.73,1424914461.26,1,0,0,1,74515203.5,1,1,12.47,EU_TAX_OBSERVATORY,2025-11-07
2025,LT,R,SMALL,11.0,8.95,32751428177.96,2931252821.93,10976891167.68,236085588.95,0,0,0,1,3362232.68,1,0,13.23,ACADEMIC_TAXPANEL,2025-10-27
2026,SK,B,MICRO,15.07,12.73,32869627572.23,4184303589.94,8039126687.64,875162058.32,1,0,0,1,83172710.15,1,0,13.97,NATIONAL_CORPORATE_TAX_ADMIN,2024-03-09
2010,HR,G,LARGE,15.62,11.6,32951653372.88,3822391791.25,13459460388.69,819189721.46,1,0,0,0,-62212444.69,1,0,12.56,OECD_CBC_SUMMARY,2024-04-05
2011,DE,L,MEDIUM,21.01,19.55,32998428382.73,6451192748.82,1762275017.66,1011852110.21,1,0,1,1,98810729.23,0,0,1.6,EU_TAX_OBSERVATORY,2025-10-06
2012,LU,Q,SMALL,12.7,7.94,33079340263.05,2626499616.89,13703359641.73,464322060.27,1,0,1,1,10497014.57,1,0,4.8,ACADEMIC_TAXPANEL,2024-02-23
2013,SI,A,MICRO,22.18,13.7,33131629260.94,4539033208.75,2710797068.53,208685811.19,0,0,0,1,116006220.31,1,0,4.1,NATIONAL_CORPORATE_TAX_ADMIN,2025-12-20
2014,CY,F,LARGE,19.1,11.64,33216273727.16,3866374261.84,13163457318.34,503787470.86,1,1,1,1,-14521146.65,0,0,2.69,OECD_CBC_SUMMARY,2025-05-01
2015,GR,K,MEDIUM,25.19,20.78,33270777316.64,6913667526.4,11546541124.09,1209640540.42,1,0,1,1,-75824545.78,0,0,5.18,EU_TAX_OBSERVATORY,2025-12-10
2016,MT,P,SMALL,25.54,15.99,33361143800.0,5334446893.62,11716101834.64,858628737.19,1,1,0,1,14197191.41,1,0,4.48,ACADEMIC_TAXPANEL,2025-08-23
2017,ES,U,MICRO,28.05,22.69,33419104262.48,7582794757.16,11806317012.14,874940253.79,1,0,1,1,-26649585.51,1,0,13.17,NATIONAL_CORPORATE_TAX_ADMIN,2024-01-04
2018,CZ,E,LARGE,33.34,26.84,33506726385.15,8993205361.77,12663026737.18,1842632407.14,1,0,1,0,17616558.25,1,0,5.64,OECD_CBC_SUMMARY,2024-05-24
2019,HU,J,MEDIUM,16.53,13.03,33625423831.62,4381392725.26,5221274982.21,296751313.21,1,0,1,0,-14253705.44,1,0,5.94,EU_TAX_OBSERVATORY,2024-12-10
2020,NL,O,SMALL,12.33,8.47,33674509258.63,2852230934.21,7200662808.96,231315937.02,1,0,0,1,-74066300.9,1,0,11.92,ACADEMIC_TAXPANEL,2024-06-23
2021,SE,T,MICRO,26.07,19.31,33767521530.53,6520508407.55,7915148017.87,1228249458.19,1,0,1,0,109972942.01,0,0,1.74,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-10
2022,DK,D,LARGE,10.31,6.73,33800471499.99,2274771731.95,9496344203.78,158230740.3,1,1,1,1,4852320.44,1,0,12.56,OECD_CBC_SUMMARY,2025-09-06
2023,IE,I,MEDIUM,14.32,11.08,33889040926.27,3754905734.63,7253121530.72,812826594.32,1,1,1,1,72970223.76,1,1,1.9,EU_TAX_OBSERVATORY,2025-12-29
2024,PL,N,SMALL,9.36,7.49,33990949034.26,2545922082.67,6171429205.34,65241812.13,1,0,0,1,70732898.4,1,0,5.46,ACADEMIC_TAXPANEL,2024-11-05
2025,AT,S,MICRO,24.14,17.91,34063819278.16,6100830032.72,7597414503.17,1100277826.5,1,1,1,1,79981572.92,0,0,8.99,NATIONAL_CORPORATE_TAX_ADMIN,2025-05-03
2026,EE,C,LARGE,25.02,16.56,34110250128.61,5648657421.3,10334782481.11,655398418.99,0,0,1,1,-12644424.38,1,0,7.51,OECD_CBC_SUMMARY,2024-05-25
2010,IT,H,MEDIUM,25.48,14.69,34169776763.55,5019540206.57,6053891670.76,141336722.85,1,0,1,1,-39992961.04,1,0,7.77,EU_TAX_OBSERVATORY,2026-01-16
2011,PT,M,SMALL,12.72,8.21,34266280269.48,2813261610.12,13719402054.29,512825698.87,1,0,1,1,94852028.14,1,0,6.1,ACADEMIC_TAXPANEL,2025-08-24
2012,BE,R,MICRO,15.48,13.26,34335894975.79,4552939673.79,8349311855.86,138891660.7,1,0,1,1,69523083.44,1,0,8.04,NATIONAL_CORPORATE_TAX_ADMIN,2025-01-01
2013,FI,B,LARGE,12.52,8.73,34419397701.26,3004813419.32,10471364397.93,392239743.37,0,1,1,1,-18241508.18,0,0,3.33,OECD_CBC_SUMMARY,2025-09-30
2014,LV,G,MEDIUM,10.61,9.13,34509423022.98,3150710322.0,7730149373.77,427089309.1,1,0,1,0,-60377171.39,1,1,10.06,EU_TAX_OBSERVATORY,2024-12-12
2015,RO,L,SMALL,32.87,29.01,34594968678.27,10036000413.57,6893620963.61,806823264.2,1,1,0,1,-62368359.3,0,0,1.4,ACADEMIC_TAXPANEL,2024-03-25
2016,BG,Q,MICRO,20.94,15.35,34658271166.45,5320044624.05,14846728527.5,334539849.04,1,0,1,1,32096527.08,1,0,8.3,NATIONAL_CORPORATE_TAX_ADMIN,2025-11-19
2017,FR,A,LARGE,17.83,10.56,34713344059.21,3665729132.65,5603673070.82,605842859.26,1,1,1,0,109860625.87,1,0,13.29,OECD_CBC_SUMMARY,2026-02-12
2018,LT,F,MEDIUM,28.2,21.82,34827183427.74,7599291423.93,12330183806.95,1448878785.32,0,1,1,1,-52933737.71,0,0,11.16,EU_TAX_OBSERVATORY,2024-05-29
2019,SK,K,SMALL,31.68,27.77,34905637924.36,9693295651.59,7384768824.69,1729300350.97,1,0,1,1,119884479.59,1,0,11.03,ACADEMIC_TAXPANEL,2024-01-07
2020,HR,P,MICRO,25.69,22.81,34976456216.91,7978129663.08,12866980034.06,1373938429.61,0,0,1,1,-74578410.08,0,0,12.87,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-22
2021,DE,U,LARGE,15.47,10.59,35039986872.51,3710734609.8,6068888051.21,730715827.98,1,0,1,1,-24193375.93,0,0,11.13,OECD_CBC_SUMMARY,2025-01-09
2022,LU,E,MEDIUM,28.82,17.8,35108506740.8,6249314199.86,13390360537.48,547288232.91,1,1,0,1,-76100893.98,0,0,0.95,EU_TAX_OBSERVATORY,2025-10-16
2023,SI,J,SMALL,13.5,7.85,35182652960.23,2761838257.38,9543118023.83,394629359.64,1,0,0,0,-54647548.48,0,0,13.12,ACADEMIC_TAXPANEL,2025-05-31
2024,CY,O,MICRO,30.95,25.34,35267964773.18,8936902273.52,2548427345.63,1925043277.54,1,0,1,1,9711785.79,1,0,5.08,NATIONAL_CORPORATE_TAX_ADMIN,2025-06-16
2025,GR,T,LARGE,9.97,8.91,35327724350.5,3147700239.63,8803022688.23,471235752.09,1,1,1,1,104594082.09,1,0,10.34,OECD_CBC_SUMMARY,2024-03-29
2026,MT,D,MEDIUM,15.76,13.95,35393431704.12,4937383722.72,7709643155.1,1058192505.84,1,1,1,0,-26575649.9,1,0,7.94,EU_TAX_OBSERVATORY,2025-10-14
2010,ES,I,SMALL,14.58,8.15,35499674806.36,2893223496.72,5014528991.4,281654738.73,1,0,0,1,38262157.14,0,0,8.74,ACADEMIC_TAXPANEL,2025-03-20
2011,CZ,N,MICRO,16.51,11.2,35542154209.31,3980721271.44,8394623016.22,328482145.8,1,0,0,1,-19797562.53,1,0,6.04,NATIONAL_CORPORATE_TAX_ADMIN,2024-03-22
2012,HU,S,LARGE,12.04,6.71,35640581497.52,2391483018.48,11580467442.23,335283912.43,1,0,0,1,-25411200.92,0,0,3.67,OECD_CBC_SUMMARY,2025-05-30
2013,NL,C,MEDIUM,32.09,18.79,35720256385.1,6711836174.76,9192236811.3,585271246.3,1,1,1,0,106792560.33,0,0,0.36,EU_TAX_OBSERVATORY,2024-02-26
2014,SE,H,SMALL,16.29,11.88,35773807284.68,4249928305.42,2936515481.37,126854235.48,0,0,1,1,-29220074.88,0,0,3.63,ACADEMIC_TAXPANEL,2024-05-01
2015,DK,M,MICRO,21.88,19.31,35844574985.7,6921587429.74,10845952589.05,1063654605.72,1,0,1,1,75440309.8,0,1,2.4,NATIONAL_CORPORATE_TAX_ADMIN,2024-09-12
2016,IE,R,LARGE,31.76,17.66,35901196151.05,6340151240.28,2415529106.55,451643862.17,1,0,1,1,-39813748.75,1,0,10.59,OECD_CBC_SUMMARY,2024-09-30
2017,PL,B,MEDIUM,33.44,29.02,36001874054.68,10447743850.67,10242561212.41,1376740252.92,0,0,1,1,7396311.39,1,0,5.35,EU_TAX_OBSERVATORY,2025-12-24
2018,AT,G,SMALL,24.27,21.37,36054988159.95,7704950969.78,3007602006.77,1601646647.42,1,0,1,0,21111191.43,1,0,12.64,ACADEMIC_TAXPANEL,2024-04-30
2019,EE,L,MICRO,26.31,24.73,36136935986.7,8936664269.51,9966064789.79,587975827.12,0,0,1,1,92468313.85,1,0,1.25,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-25
2020,IT,Q,LARGE,20.02,12.0,36217759476.05,4346131137.13,9932758815.96,733452030.11,1,0,1,0,29321728.97,1,0,0.48,OECD_CBC_SUMMARY,2024-10-31
2021,PT,A,MEDIUM,18.76,15.45,36280280508.22,5605303338.52,12263726638.75,463336007.38,1,0,1,0,42727844.88,1,0,9.68,EU_TAX_OBSERVATORY,2024-12-22
2022,BE,F,SMALL,13.45,10.85,36399269120.82,3949320699.61,2377586124.97,117260369.43,0,1,1,0,-34214340.06,0,0,11.38,ACADEMIC_TAXPANEL,2025-07-10
2023,FI,K,MICRO,11.02,7.71,36436373228.46,2809244375.91,7715503853.54,267913868.2,0,1,0,1,117738829.43,0,0,7.74,NATIONAL_CORPORATE_TAX_ADMIN,2024-01-01
2024,LV,P,LARGE,30.18,17.62,36550682100.85,6440230186.17,8763460391.29,359914108.27,1,0,1,1,102882447.45,1,0,2.9,OECD_CBC_SUMMARY,2024-03-16
2025,RO,U,MEDIUM,33.95,19.48,36581431337.22,7126062824.49,1837982643.65,1267711193.22,1,0,1,0,47879158.08,1,0,9.15,EU_TAX_OBSERVATORY,2024-08-22
2026,BG,E,SMALL,15.53,11.83,36703715537.72,4342049548.11,5625770696.96,177748144.8,1,1,1,1,9671016.99,1,0,8.51,ACADEMIC_TAXPANEL,2025-10-12
2010,FR,J,MICRO,28.48,18.63,36718168965.78,6840594878.32,11307246279.03,709516745.36,1,0,1,0,111756402.31,1,0,7.43,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-03
2011,LT,O,LARGE,20.53,13.29,36830173856.71,4894730105.56,2085336570.82,394425078.51,1,0,1,1,65880083.91,1,0,11.12,OECD_CBC_SUMMARY,2025-12-05
2012,SK,T,MEDIUM,21.01,12.82,36872839255.43,4727097992.55,2043382418.21,559489316.98,1,0,1,0,77799362.35,1,0,8.4,EU_TAX_OBSERVATORY,2026-01-24
2013,HR,D,SMALL,18.74,15.89,36980188997.6,5876152031.72,14091367118.49,1239044179.78,1,0,0,0,-62034371.45,0,0,10.45,ACADEMIC_TAXPANEL,2024-10-16
2014,DE,I,MICRO,16.7,15.09,37068741607.44,5593673108.56,13558527804.6,488653713.65,1,0,1,0,-13653345.09,0,0,4.54,NATIONAL_CORPORATE_TAX_ADMIN,2025-05-17
2015,LU,N,LARGE,23.25,17.5,37122920007.8,6496511001.36,8428422434.91,1383614506.34,1,0,1,1,62881745.12,1,0,12.36,OECD_CBC_SUMMARY,2025-07-25
2016,SI,S,MEDIUM,16.36,15.32,37185340364.99,5696794143.92,2491460221.71,934869041.93,1,0,1,1,84529284.92,1,0,1.52,EU_TAX_OBSERVATORY,2024-11-06
2017,CY,C,SMALL,16.09,9.35,37278405594.9,3485530923.12,2382155239.37,495820071.68,1,0,0,0,-48190748.03,1,0,1.83,ACADEMIC_TAXPANEL,2024-11-19
2018,GR,H,MICRO,31.36,18.6,37364359923.58,6949770945.79,12061360224.86,563858076.05,1,0,1,1,-20395834.93,1,0,1.87,NATIONAL_CORPORATE_TAX_ADMIN,2024-03-25
2019,MT,M,LARGE,27.31,21.74,37423746183.36,8135922420.26,4878128554.36,974730048.99,1,0,1,1,-42522562.38,1,0,7.36,OECD_CBC_SUMMARY,2024-09-04
2020,ES,R,MEDIUM,29.33,19.66,37480534369.25,7368673056.99,6429133766.82,1501222317.4,1,0,1,1,114494317.53,1,0,7.28,EU_TAX_OBSERVATORY,2025-11-30
2021,CZ,B,SMALL,12.89,10.68,37597427848.15,4015405294.18,8226755972.49,737553807.04,1,1,1,0,89432542.35,0,1,11.62,ACADEMIC_TAXPANEL,2025-03-08
2022,HU,G,MICRO,20.28,14.63,37670820704.17,5511241069.02,8835888905.56,167117953.33,1,0,1,1,90377393.01,1,0,8.47,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-25
2023,NL,L,LARGE,33.51,29.85,37727575605.34,11261681318.19,8167376817.16,1989215634.56,1,1,1,1,76173478.27,1,0,11.78,OECD_CBC_SUMMARY,2024-01-16
2024,SE,Q,MEDIUM,15.66,11.61,37812720860.79,4390056891.94,10425364734.09,416168077.74,1,1,1,0,-14830555.06,1,0,4.59,EU_TAX_OBSERVATORY,2025-11-04
2025,DK,A,SMALL,29.61,22.0,37850372006.1,8327081841.34,11808323771.36,1102689898.41,0,0,1,1,-66265968.76,0,0,13.92,ACADEMIC_TAXPANEL,2025-12-23
