civ_ep_elections_election_year,civ_ep_elections_member_state_iso2,civ_ep_elections_constituency_code,civ_ep_elections_party_id,civ_ep_elections_party_group_eu_parl,civ_ep_elections_candidate_id_hash,civ_ep_elections_list_type_code,civ_ep_elections_votes_count,civ_ep_elections_vote_share_pct,civ_ep_elections_seats_won_count,civ_ep_elections_turnout_pct,civ_ep_elections_eligible_voters_count,civ_ep_elections_postal_vote_share_pct,civ_ep_elections_early_vote_flag,civ_ep_elections_gender_of_candidate,civ_ep_elections_age_of_candidate,civ_ep_elections_mep_term_start_date,civ_ep_elections_mep_term_end_date,civ_ep_elections_data_source,civ_ep_elections_data_extract_date
2024,DK,DK_EP_01,DK_P05,GREENS_EFA,37946c80d264f98742f00560,PREFERENTIAL,1172150,8.694,2,84.76,15906322,18.15,1,M,54,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-05-14
2004,GR,GR_EP_02,GR_P06,S&D,7cb92ad81cccea00dbe5bea5,OPEN_LIST,916220,16.368,0,35.01,15988998,8.03,0,F,51,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-03-18
2009,LT,LT_EP_03,LT_P07,OTHER,9e6aabdf25464441f005cdca,CLOSED_LIST,225151,2.36,1,59.61,16003356,4.24,0,X,54,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-10-07
2014,PT,PT_EP_04,PT_P08,LEFT,bd26afbd36d79d8fc8b94867,MIXED,70619,1.445,0,30.4,16078090,22.15,0,M,54,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-08-17
2019,SE,SE_EP_05,SE_P09,ECR,03755eabd39f3f7f6a81fe43,STV,366971,4.024,2,55.96,16298258,31.39,0,F,58,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-04-15
2024,CY,CY_EP_06,CY_P10,RENEW,7ec7bd0d777a666b90828d38,PREFERENTIAL,1702268,13.05,5,79.98,16309675,24.88,0,X,59,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-04-07
2004,FR,FR_EP_07,FR_P11,EPP,1923aad890c254f0f3f3debc,OPEN_LIST,1284668,12.27,2,64.0,16358901,29.82,0,M,56,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-01-30
2009,IT,IT_EP_08,IT_P12,NI,5606f413cb36b9fca3f9d8fe,CLOSED_LIST,356489,4.702,1,46.4,16340955,36.26,0,F,57,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-02-26
2014,NL,NL_EP_09,NL_P13,ID,b9bf92cdc2a7715bc27961b4,MIXED,907002,7.321,2,74.59,16610320,17.37,0,X,61,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-21
2019,SI,SI_EP_10,SI_P14,GREENS_EFA,363b7b05def45e085ceb92b1,STV,2103176,14.938,5,84.83,16597101,10.52,0,M,60,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-11-19
2024,BG,BG_EP_11,BG_P15,S&D,919b9fc63a86323c1e3b4e09,PREFERENTIAL,1238954,14.672,4,50.45,16737794,34.5,0,F,62,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-09-07
2004,EE,EE_EP_12,EE_P16,OTHER,141fa14ca90d29f929b95e38,OPEN_LIST,1245908,15.862,5,46.85,16765857,11.44,0,X,62,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-02-19
2009,HU,HU_EP_01,HU_P17,LEFT,18b066806d6061d044ff1797,CLOSED_LIST,364814,5.811,2,36.91,17009173,9.29,0,M,66,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-09-24
2014,LU,LU_EP_02,LU_P18,ECR,a18ef5f50300f3333ceb2311,MIXED,1031488,11.328,5,53.92,16886689,28.38,0,F,67,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-06-08
2019,RO,RO_EP_03,RO_P19,RENEW,ce9bac5d2a429260cd1308a8,STV,1294450,8.91,3,85.06,17079643,24.13,0,X,66,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-10-22
2024,AT,AT_EP_04,AT_P20,EPP,cb2668b6da66216ce5d7dbfd,PREFERENTIAL,1141007,10.334,0,64.49,17121396,22.05,1,M,67,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-01-30
2004,CZ,CZ_EP_05,CZ_P21,NI,a069779400cfa2bad219a474,OPEN_LIST,1250719,15.75,6,46.03,17251753,10.69,0,F,68,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-12-24
2009,DE,DE_EP_06,DE_P22,ID,e50b1f3ce342692cdaba9385,CLOSED_LIST,1143864,12.109,3,54.84,17224765,26.11,0,X,67,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-05-25
2014,LV,LV_EP_07,LV_P23,GREENS_EFA,c3d8c4ad3fd1e91361b23711,MIXED,750577,10.933,5,39.23,17500100,10.65,0,M,68,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-06-30
2019,PL,PL_EP_08,PL_P24,S&D,660de65d7114ddb3144273b1,STV,1641197,13.958,0,67.27,17479606,34.92,0,F,71,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-03-25
2024,ES,ES_EP_09,ES_P25,OTHER,cdb4a0169db84cdbc965c20a,PREFERENTIAL,331712,2.303,1,81.99,17568182,10.11,0,X,71,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-02-07
2004,HR,HR_EP_10,HR_P26,LEFT,e34d9a0fbe0e65b3747a0563,OPEN_LIST,763557,7.921,4,54.31,17749191,40.06,0,M,72,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-10-14
2009,FI,FI_EP_11,FI_P27,ECR,64abac19824ac5013c7a17d9,CLOSED_LIST,840718,10.566,4,45.1,17643296,2.95,0,F,74,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-02-04
2014,IE,IE_EP_12,IE_P28,RENEW,0e66f53ac4f61949a60d7f4b,MIXED,370118,5.719,2,36.14,17907303,22.46,0,X,73,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-15
2019,MT,MT_EP_01,MT_P01,EPP,8bf42eb5ececc873e0f2bff1,STV,704544,7.055,2,55.7,17927982,15.89,0,M,77,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-01-26
2024,SK,SK_EP_02,SK_P02,NI,03fea47cc870a1e8877939a0,PREFERENTIAL,1790971,14.256,1,69.6,18050815,23.5,0,F,75,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-11-22
2004,BE,BE_EP_03,BE_P03,ID,67478ff9f3322ad5ee2a60e3,OPEN_LIST,1497687,10.81,2,76.47,18117767,9.17,1,X,76,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-06-08
2009,DK,DK_EP_04,DK_P04,GREENS_EFA,7cc9058fba86673317c17aad,CLOSED_LIST,629194,4.83,2,71.29,18274787,43.9,0,M,78,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-10-21
2014,GR,GR_EP_05,GR_P05,S&D,6294b4562106dd5490990ad2,MIXED,1806949,15.256,3,64.62,18329558,41.7,0,F,78,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-09-28
2019,LT,LT_EP_06,LT_P06,OTHER,7eb2b70b5ca3c593d09f7de3,STV,53106,0.627,0,45.97,18427688,8.57,1,X,81,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-05-02
2024,PT,PT_EP_07,PT_P07,LEFT,0b0728d479555f96b4fa0479,PREFERENTIAL,1713284,12.731,1,73.26,18369345,18.32,0,M,81,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-12-21
2004,SE,SE_EP_08,SE_P08,ECR,1c068b846714dfc0739b20d3,OPEN_LIST,2093980,16.295,7,69.78,18415180,8.98,0,F,81,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-09-12
2009,CY,CY_EP_09,CY_P09,RENEW,40281f472fb01b04d554ce25,CLOSED_LIST,1242155,16.851,3,39.64,18596091,30.87,1,X,83,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-09-01
2014,FR,FR_EP_10,FR_P10,EPP,24ac16432d9f057fdc59b3e7,MIXED,761298,13.216,5,30.66,18788295,38.37,1,M,83,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-07-11
2019,IT,IT_EP_11,IT_P11,NI,a2e6e58ba2f2e44920f20ef2,STV,938742,15.944,1,31.6,18632566,18.58,0,F,86,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-09-16
2024,NL,NL_EP_12,NL_P12,ID,da78e13339547e2e22b22a5c,PREFERENTIAL,1219131,7.846,1,82.65,18799286,39.13,0,X,87,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-12-03
2004,SI,SI_EP_01,SI_P13,GREENS_EFA,c0653d4f658ef8a2df6427e1,OPEN_LIST,1270378,11.912,6,56.62,18835510,22.78,0,M,21,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-03-31
2009,BG,BG_EP_02,BG_P14,S&D,77b6efd23511d01b8131d681,CLOSED_LIST,649896,4.561,1,75.15,18961398,18.75,0,F,23,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-09-16
2014,EE,EE_EP_03,EE_P15,OTHER,53cccf84800815f65c3987e9,MIXED,1213761,10.374,1,61.52,19018625,25.99,0,X,23,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-27
2019,HU,HU_EP_04,HU_P16,LEFT,93c01159733c383894646b23,STV,1528935,13.508,1,59.39,19058233,12.91,1,M,23,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-08-24
2024,LU,LU_EP_05,LU_P17,ECR,cd51af884d70b4ce9a1b284b,PREFERENTIAL,1183280,13.335,7,45.97,19302948,9.14,0,F,24,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-01-04
2004,RO,RO_EP_06,RO_P18,RENEW,153e45ad5ef93f4c599c705e,OPEN_LIST,148297,1.918,1,40.08,19294646,3.51,0,X,24,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-09-22
2009,AT,AT_EP_07,AT_P19,EPP,592a9cdb66c5ae7850f874b4,CLOSED_LIST,596253,3.862,2,79.31,19465657,23.11,0,M,28,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-01-16
2014,CZ,CZ_EP_08,CZ_P20,NI,bfc99fbcbd45cc2a272fc7ab,MIXED,1720966,17.912,8,49.28,19495995,31.78,0,F,26,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-11-28
2019,DE,DE_EP_09,DE_P21,ID,91fc2c58f433d6f2b5602907,STV,1340310,8.598,3,79.91,19508303,37.68,0,X,28,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-05-11
2024,LV,LV_EP_10,LV_P22,GREENS_EFA,b589ab3d12e505bda61eedb5,PREFERENTIAL,1527075,17.37,3,44.87,19592811,5.54,1,M,27,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-05-02
2004,PL,PL_EP_11,PL_P23,S&D,5dce30003261291638fe36a6,OPEN_LIST,918742,15.897,2,29.08,19873853,12.14,0,F,31,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-05-18
2009,ES,ES_EP_12,ES_P24,OTHER,d918ea87140911706dc9c8e8,CLOSED_LIST,272258,4.776,2,28.85,19759968,32.89,0,X,31,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-06-28
2014,HR,HR_EP_01,HR_P25,LEFT,a50dabcbe28c8a831be47bba,MIXED,946906,14.812,5,31.99,19983283,9.25,0,M,30,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-06-24
2019,FI,FI_EP_02,FI_P26,ECR,9cbc1d3e9420e23b358a8602,STV,1584951,11.999,5,66.15,19969047,32.29,0,F,34,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-10-10
2024,IE,IE_EP_03,IE_P27,RENEW,5180aff7ac9b749c995987f6,PREFERENTIAL,314862,4.219,0,36.87,20239726,10.19,0,X,32,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-05-24
2004,MT,MT_EP_04,MT_P28,EPP,378c47e96ade70312b3e1b7e,OPEN_LIST,723902,9.125,1,39.42,20123889,3.1,0,M,37,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-06-01
2009,SK,SK_EP_05,SK_P01,NI,5beed3b7a22500b39643a377,CLOSED_LIST,222944,1.34,0,82.37,20200315,17.17,1,F,36,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-05-12
2014,BE,BE_EP_06,BE_P02,ID,986e824ff5174a0e7054c872,MIXED,695978,5.78,2,59.44,20258609,40.1,0,X,37,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-16
2019,DK,DK_EP_07,DK_P03,GREENS_EFA,c57eed4a9edf2deef14eedbc,STV,1485611,14.679,7,49.62,20396992,22.77,0,M,40,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-07-04
2024,GR,GR_EP_08,GR_P04,S&D,c08970160d431c33c0db0d9a,PREFERENTIAL,54863,0.76,0,35.21,20511910,17.39,0,F,41,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-06-05
2004,LT,LT_EP_09,LT_P05,OTHER,5594b41f93cb9222426e8ec3,OPEN_LIST,2037595,15.232,5,64.71,20672361,6.13,0,X,38,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-09
2009,PT,PT_EP_10,PT_P06,LEFT,730dcab836960ea2d262099d,CLOSED_LIST,2711031,17.995,0,72.93,20657741,32.03,1,M,41,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-09-10
2014,SE,SE_EP_11,SE_P07,ECR,a28e60ed85a40ebb7a3765bc,MIXED,712699,7.651,2,44.6,20886609,14.25,0,F,41,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-09-25
2019,CY,CY_EP_12,CY_P08,RENEW,6994736ebe2082feb2fa35a9,STV,355813,2.459,0,69.05,20957905,27.92,1,X,45,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-11-19
2024,FR,FR_EP_01,FR_P09,EPP,18b13159c85e8a68479ee2cf,PREFERENTIAL,160329,1.323,1,57.54,21063021,27.58,0,M,42,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-07-10
2004,IT,IT_EP_02,IT_P10,NI,4cdedf611744d3eccb1c7426,OPEN_LIST,372402,5.964,2,29.83,20932777,18.17,0,F,46,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-02-29
2009,NL,NL_EP_03,NL_P11,ID,7cb00b6182b618b074f5672a,CLOSED_LIST,317969,4.834,0,30.95,21252060,26.2,1,X,45,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-12
2014,SI,SI_EP_04,SI_P12,GREENS_EFA,c2aac23ef4ba15bfd544533d,MIXED,1514151,13.537,4,52.48,21313868,24.75,0,M,45,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-05-29
2019,BG,BG_EP_05,BG_P13,S&D,efeac137135f844b7b14b4d5,STV,947238,9.014,2,49.39,21277744,30.17,0,F,49,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-08-31
2024,EE,EE_EP_06,EE_P14,OTHER,f7ff293713fb460963a7632e,PREFERENTIAL,615026,8.013,3,35.99,21325810,37.57,0,X,48,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-04-17
2004,HU,HU_EP_07,HU_P15,LEFT,d66005c6556efe933621c6e9,OPEN_LIST,2077364,15.653,2,61.61,21540464,11.45,0,M,52,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-10-08
2009,LU,LU_EP_08,LU_P16,ECR,e188d3269d97b7f681a5fce0,CLOSED_LIST,1803290,15.529,0,53.63,21653157,25.11,0,F,50,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-10-25
2014,RO,RO_EP_09,RO_P17,RENEW,3f92c774ef56715cb19b5f5f,MIXED,1486802,14.204,3,48.59,21543020,31.37,0,X,50,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-12-08
2019,AT,AT_EP_10,AT_P18,EPP,99afa8b5b62ca6b2dbc0ccc0,STV,1841353,11.538,3,73.52,21706441,3.05,0,M,54,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-07-09
2024,CZ,CZ_EP_11,CZ_P19,NI,8b4afb436927b9cf04f39e1a,PREFERENTIAL,988146,6.079,2,74.71,21756754,6.19,0,F,52,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-03-02
2004,DE,DE_EP_12,DE_P20,ID,c63888a08b6f3abe96308c31,OPEN_LIST,123042,1.605,1,35.18,21794699,44.29,1,X,54,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-06-03
2009,LV,LV_EP_01,LV_P21,GREENS_EFA,93688a6e182154bb2a46528c,CLOSED_LIST,942556,6.114,3,70.48,21874175,31.78,0,M,55,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2026-02-06
2014,PL,PL_EP_02,PL_P22,S&D,9032b9708be34a6393ed9590,MIXED,891046,14.414,7,28.12,21984209,22.73,0,F,56,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-07-27
2019,ES,ES_EP_03,ES_P23,OTHER,d4ea91a2bbbbaad0cd0f28a5,STV,1032933,14.276,1,32.5,22263057,3.91,0,X,59,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-04-02
2024,HR,HR_EP_04,HR_P24,LEFT,fb85d224be19884c1958275b,PREFERENTIAL,866442,4.758,1,82.3,22125187,43.27,1,M,58,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-02-17
2004,FI,FI_EP_05,FI_P25,ECR,ec081f4e2e0038ce1ccd255a,OPEN_LIST,228679,1.256,0,81.49,22339207,24.94,0,F,58,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2026-01-21
2009,IE,IE_EP_06,IE_P26,RENEW,2dcd53a81f286c4306abeaa6,CLOSED_LIST,543288,3.222,1,74.85,22526819,29.34,1,X,61,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-01-29
2014,MT,MT_EP_07,MT_P27,EPP,823d9cc34723c9bfb1a69f9e,MIXED,458588,3.29,2,61.83,22541930,19.08,1,M,63,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-04-16
2019,SK,SK_EP_08,SK_P28,NI,0160189e63bc0d614e1620c6,STV,707412,8.326,3,37.52,22646317,38.17,1,F,65,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-02-28
2024,BE,BE_EP_09,BE_P01,ID,d58a8f59a86f07b16fb4bb13,PREFERENTIAL,1273341,7.756,0,72.31,22702968,28.61,0,X,65,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-07-27
2004,DK,DK_EP_10,DK_P02,GREENS_EFA,92ffc85d09d0a521e83e601d,OPEN_LIST,2203750,17.0,6,57.05,22722179,2.14,0,M,63,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-04-30
2009,GR,GR_EP_11,GR_P03,S&D,e1641063ee00601422a51ea2,CLOSED_LIST,551339,6.423,1,37.66,22794461,43.43,1,F,68,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-03-12
2014,LT,LT_EP_12,LT_P04,OTHER,1fc8e24269cfe852f1e29c62,MIXED,1726127,13.585,6,55.4,22934564,42.76,0,X,66,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-05-03
2019,PT,PT_EP_01,PT_P05,LEFT,5fbfa6f7d38c557f2fb4a332,STV,3359451,17.379,1,84.27,22938375,15.91,0,M,68,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-06-02
2024,SE,SE_EP_02,SE_P06,ECR,41e55668aa86ad3afbd36181,PREFERENTIAL,1251776,12.675,0,42.9,23020536,7.99,1,F,71,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-05-18
2004,CY,CY_EP_03,CY_P07,RENEW,82c19428286922787ea38500,OPEN_LIST,1184393,13.33,5,38.16,23284667,35.69,0,X,68,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-01-28
2009,FR,FR_EP_04,FR_P08,EPP,da7e439f9107f23d3f53b056,CLOSED_LIST,1770450,16.485,3,46.31,23191017,32.21,0,M,73,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-03-22
2014,IT,IT_EP_05,IT_P09,NI,660646d39cf4b2e34a1145fa,MIXED,208459,1.119,0,79.69,23380946,23.95,0,F,70,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-07-21
2019,NL,NL_EP_06,NL_P10,ID,257dd2520c0b0a87b1386fd0,STV,762090,6.939,2,46.8,23465767,29.62,0,X,72,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-05-29
2024,SI,SI_EP_07,SI_P11,GREENS_EFA,4b00c826c262c9149519bc85,PREFERENTIAL,418769,2.304,0,77.65,23412337,7.67,0,M,72,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-07-09
2004,BG,BG_EP_08,BG_P12,S&D,dc027834034c2a96583d57e3,OPEN_LIST,640333,6.435,0,42.11,23631099,15.5,1,F,75,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-04-23
2009,EE,EE_EP_09,EE_P13,OTHER,3ec806618778416f974d1829,CLOSED_LIST,737629,7.737,1,40.19,23720990,8.09,0,X,76,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-03-16
2014,HU,HU_EP_10,HU_P14,LEFT,04cfa3982a741fcef209135f,MIXED,1863243,10.056,1,78.05,23739753,21.41,0,M,77,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-07-06
2019,LU,LU_EP_11,LU_P15,ECR,b1592609617db09c77d55a13,STV,1623476,14.519,0,47.05,23765869,16.01,0,F,76,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2026-01-30
2024,RO,RO_EP_12,RO_P16,RENEW,afcceb52b8cfefd32bdf32b2,PREFERENTIAL,685526,9.175,1,31.28,23886121,1.43,0,X,78,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-08-24
2004,AT,AT_EP_01,AT_P17,EPP,e8838fdf81db5ae876854a03,OPEN_LIST,519144,2.858,0,75.23,24146385,43.21,0,M,80,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-05-23
2009,CZ,CZ_EP_02,CZ_P18,NI,bb1bd4ed3ce43ae390da13a9,CLOSED_LIST,2882664,16.396,8,72.72,24176676,27.2,0,F,79,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-02-28
2014,DE,DE_EP_03,DE_P19,ID,343be97ba20c74beb65e4f26,MIXED,993643,5.587,3,73.32,24257809,11.57,0,X,80,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-06-06
2019,LV,LV_EP_04,LV_P20,GREENS_EFA,162a09e63352df0190f31b83,STV,852007,10.181,2,34.45,24291570,12.67,1,M,83,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-05-01
2024,PL,PL_EP_05,PL_P21,S&D,865384be91791662cd766821,PREFERENTIAL,282553,2.817,0,41.22,24334122,30.31,0,F,86,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-02-23
2004,ES,ES_EP_06,ES_P22,OTHER,d9fa95fab5a05cfa33bc532d,OPEN_LIST,1434990,13.823,5,42.43,24465766,42.6,0,X,83,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-01-05
2009,HR,HR_EP_07,HR_P23,LEFT,c8db9cefbd2655da7be5746c,CLOSED_LIST,477414,2.765,0,70.33,24552773,5.25,0,M,85,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-08-06
2014,FI,FI_EP_08,FI_P24,ECR,c4cf7390dd16b803193292df,MIXED,1301215,16.904,1,31.33,24569567,39.51,0,F,85,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-02-18
2019,IE,IE_EP_09,IE_P25,RENEW,60c3d3c2292392ba7ad3059d,STV,1154299,6.261,1,74.39,24784424,20.31,1,X,22,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-09-10
2024,MT,MT_EP_10,MT_P26,EPP,caeafcf54aa3dc9aaf95a3e4,PREFERENTIAL,387904,3.461,1,45.04,24884449,5.68,0,M,23,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-01-15
2004,SK,SK_EP_11,SK_P27,NI,e739b8d5f7ec664792e9c791,OPEN_LIST,876541,8.801,1,40.23,24756084,10.52,1,F,23,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-06-21
2009,BE,BE_EP_12,BE_P28,ID,76a53bacf2b52346dcd524ae,CLOSED_LIST,700326,9.553,1,29.25,25063305,1.6,0,X,22,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-13
2014,DK,DK_EP_01,DK_P01,GREENS_EFA,69eb4db79c680f28047e1d0b,MIXED,2646516,16.462,9,64.45,24944846,19.03,0,M,24,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-10-24
2019,GR,GR_EP_02,GR_P02,S&D,11a651597153871ac30b4ede,STV,2315431,12.96,7,70.8,25235107,35.33,0,F,25,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-06-04
2024,LT,LT_EP_03,LT_P03,OTHER,ed869ea25a87ccd79bd4e9d1,PREFERENTIAL,1851861,11.857,0,61.87,25244229,20.2,1,X,26,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-01-25
2004,PT,PT_EP_04,PT_P04,LEFT,591200a4dceb5d28f754a570,OPEN_LIST,2190200,16.595,9,52.24,25263600,37.77,0,M,29,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2026-01-27
2009,SE,SE_EP_05,SE_P05,ECR,8fc70c013e14ac7fa2c45ea5,CLOSED_LIST,1053904,10.784,6,38.39,25457168,2.56,1,F,28,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-06-07
2014,CY,CY_EP_06,CY_P06,RENEW,39b95b60ff997f6eac43c41f,MIXED,553468,3.147,0,68.74,25584708,35.39,0,X,31,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-12-22
2019,FR,FR_EP_07,FR_P07,EPP,a251f896bd4fb21e91cdedf3,STV,2252512,16.474,7,53.62,25500036,44.74,0,M,32,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-02-12
