travel_passenger_reference_month,travel_passenger_mode_code,travel_passenger_origin_airport_station_code,travel_passenger_destination_airport_station_code,travel_passenger_origin_country_iso2,travel_passenger_destination_country_iso2,travel_passenger_intra_eu_flag,travel_passenger_schengen_flag,travel_passenger_passenger_count,travel_passenger_seat_capacity_count,travel_passenger_load_factor_pct,travel_passenger_avg_fare_eur,travel_passenger_delay_minutes_avg,travel_passenger_cancellation_rate_pct,travel_passenger_co2e_kg_per_passenger,travel_passenger_operator_code,travel_passenger_regulation_261_claims_count,travel_passenger_data_provider,travel_passenger_data_quality_flag,travel_passenger_data_extract_date
2023-07,AIR,IPV,LWG,DK,DE,1,0,3079,3836,80.27,111.05,40.18,4.36,45.145,OPDKDE930,40,EUROCONTROL,OK,2025-04-08
2023-08,RAIL,BKOA,GTBR,GR,LU,1,1,3142,3955,79.44,24.86,10.62,0.43,11.097,OPGRLU931,25,ERA,REVISED,2024-11-22
2023-09,AIR,ODR,RKC,LT,SI,1,1,3137,4862,64.52,120.36,33.29,4.57,93.868,OPLTSI932,32,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-08-01
2023-10,RAIL,LCOI,QLBZ,PT,CY,1,0,3352,4850,69.11,149.16,24.4,0.39,8.022,OPPTCY933,23,AIRLINE_REPORTING,FLAGGED,2024-03-19
2023-11,AIR,URN,XYY,SE,GR,1,0,3163,5571,56.78,195.19,6.85,6.21,20.995,OPSEGR934,26,RAIL_OPERATOR_REPORTING,IMPUTED,2025-10-12
2023-12,RAIL,VUOQ,ADBH,CY,MT,1,1,3065,3548,86.39,156.37,11.88,0.78,10.49,OPCYMT935,28,EUROCONTROL,OK,2024-07-22
2024-01,AIR,AFJ,DMU,FR,ES,1,1,3034,3573,84.91,201.83,18.68,2.6,51.196,OPFRES936,50,ERA,REVISED,2024-07-08
2024-02,RAIL,FMOY,KVBP,IT,CZ,1,1,3137,3518,89.17,116.86,16.03,3.47,2.278,OPITCZ937,34,NATIONAL_AVIATION_AUTH,ESTIMATED,2026-02-10
2024-03,AIR,GTF,JAQ,NL,HU,1,1,3389,4202,80.65,79.04,46.56,2.25,85.777,OPNLHU938,28,AIRLINE_REPORTING,FLAGGED,2025-05-17
2024-04,RAIL,PEOG,UNBX,SI,NL,1,0,3126,3473,90.01,125.36,6.47,0.64,11.109,OPSINL939,33,RAIL_OPERATOR_REPORTING,IMPUTED,2025-03-24
2024-05,AIR,MHB,POM,BG,SE,1,0,3029,3702,81.82,268.38,26.51,5.57,94.046,OPBGSE940,46,EUROCONTROL,OK,2025-08-06
2024-06,RAIL,ZWOO,EFBF,EE,DK,1,1,3049,3497,87.19,51.35,13.44,3.23,8.495,OPEEDK941,40,ERA,REVISED,2025-09-16
2024-07,AIR,SVX,VCI,HU,IE,1,1,3256,4317,75.42,320.82,4.18,2.92,92.137,OPHUIE942,50,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-05-10
2024-08,RAIL,JOOW,OXBN,LU,PL,1,1,3336,5541,60.21,10.61,5.71,2.67,10.925,OPLUPL943,33,AIRLINE_REPORTING,FLAGGED,2025-04-09
2024-09,AIR,YJT,BQE,RO,AT,1,1,3300,4800,68.75,381.52,33.19,0.21,23.893,OPROAT944,41,RAIL_OPERATOR_REPORTING,IMPUTED,2025-02-02
2024-10,RAIL,TGOE,YPBV,AT,EE,1,1,3271,4871,67.15,23.57,24.82,1.54,12.278,OPATEE945,38,EUROCONTROL,OK,2024-05-16
2024-11,AIR,EXP,HEA,CZ,IT,1,1,3220,3990,80.7,305.94,26.71,2.58,40.363,OPCZIT946,41,ERA,REVISED,2025-10-16
2024-12,RAIL,DYOM,IHBD,DE,PT,1,1,3322,3954,84.02,95.96,9.18,0.0,7.863,OPDEPT947,38,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-07-05
2025-01,AIR,KLL,NSW,LV,BE,1,1,3222,4083,78.91,166.58,28.01,0.44,42.583,OPLVBE948,61,AIRLINE_REPORTING,FLAGGED,2024-10-10
2025-02,RAIL,NQOU,SZBL,PL,FI,1,1,3386,4112,82.34,145.71,14.63,0.74,12.937,OPPLFI949,44,RAIL_OPERATOR_REPORTING,IMPUTED,2024-12-12
2025-03,AIR,QZH,TGS,ES,LV,1,1,3139,5550,56.56,371.11,21.93,7.47,64.525,OPESLV950,53,EUROCONTROL,OK,2025-08-22
2025-04,RAIL,XIOC,CRBT,HR,RO,1,1,3383,4301,78.66,27.59,0.33,1.63,4.728,OPHRRO951,46,ERA,REVISED,2025-04-05
2025-05,AIR,WND,ZUO,FI,BG,1,1,3431,4417,77.68,167.21,48.79,0.68,59.747,OPFIBG952,51,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-12-17
2025-06,RAIL,HAOK,MJBB,IE,FR,1,1,3085,4270,72.25,24.56,19.59,1.94,8.273,OPIEFR953,48,AIRLINE_REPORTING,FLAGGED,2024-08-14
2025-07,AIR,CBZ,FIK,MT,LT,1,1,3103,4919,63.08,211.59,25.34,2.83,34.42,OPMTLT954,61,RAIL_OPERATOR_REPORTING,IMPUTED,2025-03-17
2025-08,RAIL,RSOS,WBBJ,SK,AT,1,1,3262,4330,75.33,72.81,4.23,2.06,5.85,OPSKAT955,46,EUROCONTROL,OK,2025-11-22
2025-09,AIR,IPV,LWG,BE,HR,1,1,3466,5058,68.53,84.63,10.69,0.64,16.074,OPBEHR956,52,ERA,REVISED,2024-03-25
2025-10,RAIL,BKOA,GTBR,DK,DE,1,1,3443,3935,87.5,107.6,16.29,2.32,13.261,OPDKDE957,53,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-06-26
2025-11,AIR,ODR,RKC,GR,LU,1,1,3349,4383,76.41,180.05,16.72,7.3,94.943,OPGRLU958,51,AIRLINE_REPORTING,FLAGGED,2024-12-17
2025-12,RAIL,LCOI,QLBZ,LT,SI,1,1,3092,4914,62.92,102.41,20.93,3.02,11.091,OPLTSI959,56,RAIL_OPERATOR_REPORTING,IMPUTED,2024-06-17
2026-01,AIR,URN,XYY,PT,CY,1,1,3465,4430,78.22,394.32,10.22,5.0,19.453,OPPTCY960,55,EUROCONTROL,OK,2025-11-10
2026-02,RAIL,VUOQ,ADBH,SE,GR,1,1,3263,4548,71.75,11.23,18.73,0.11,10.421,OPSEGR961,54,ERA,REVISED,2025-07-23
2026-03,AIR,AFJ,DMU,CY,MT,1,1,3230,4592,70.34,235.53,15.18,7.26,86.838,OPCYMT962,57,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-10-02
2026-04,RAIL,FMOY,KVBP,FR,ES,1,1,3223,4579,70.39,152.35,21.46,2.56,3.734,OPFRES963,59,AIRLINE_REPORTING,FLAGGED,2025-02-24
2026-05,AIR,GTF,JAQ,IT,CZ,1,1,3379,5132,65.84,238.83,21.19,5.43,77.971,OPITCZ964,61,RAIL_OPERATOR_REPORTING,IMPUTED,2024-02-09
2026-06,RAIL,PEOG,UNBX,NL,HU,1,1,3299,5113,64.52,104.43,22.85,2.95,9.329,OPNLHU965,58,EUROCONTROL,OK,2025-04-27
2026-07,AIR,MHB,POM,SI,NL,1,0,3249,5643,57.58,364.42,38.84,3.32,14.158,OPSINL966,79,ERA,REVISED,2025-03-20
2026-08,RAIL,ZWOO,EFBF,BG,SE,1,1,3243,5341,60.72,94.37,1.66,1.27,9.098,OPBGSE967,67,NATIONAL_AVIATION_AUTH,ESTIMATED,2026-02-25
2026-09,AIR,SVX,VCI,EE,DK,1,1,3346,3734,89.61,126.97,51.9,4.46,22.473,OPEEDK968,70,AIRLINE_REPORTING,FLAGGED,2024-01-06
2026-10,RAIL,JOOW,OXBN,HU,IE,1,1,3223,4743,67.95,99.12,22.6,1.94,9.785,OPHUIE969,66,RAIL_OPERATOR_REPORTING,IMPUTED,2025-08-13
2026-11,AIR,YJT,BQE,LU,PL,1,1,3334,4782,69.72,392.86,25.01,1.5,41.769,OPLUPL970,70,EUROCONTROL,OK,2025-11-30
2026-12,RAIL,TGOE,YPBV,RO,AT,1,1,3400,4946,68.74,46.46,6.94,1.04,11.501,OPROAT971,62,ERA,REVISED,2024-02-12
2018-01,AIR,EXP,HEA,AT,EE,1,1,3365,5327,63.17,249.17,18.16,3.78,94.652,OPATEE972,62,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-04-12
2018-02,RAIL,DYOM,IHBD,CZ,IT,1,0,3371,4348,77.53,157.32,8.73,1.44,2.327,OPCZIT973,70,AIRLINE_REPORTING,FLAGGED,2026-02-15
2018-03,AIR,KLL,NSW,DE,PT,1,1,3224,4731,68.15,79.17,2.22,6.03,70.324,OPDEPT974,65,RAIL_OPERATOR_REPORTING,IMPUTED,2025-11-09
2018-04,RAIL,NQOU,SZBL,LV,BE,1,1,3280,3698,88.7,123.83,19.43,1.8,10.275,OPLVBE975,9,EUROCONTROL,OK,2025-06-25
2018-05,AIR,QZH,TGS,PL,FI,1,1,3376,3899,86.59,213.84,12.75,2.73,89.901,OPPLFI976,20,ERA,REVISED,2024-12-26
2018-06,RAIL,XIOC,CRBT,ES,LV,1,1,3236,4857,66.63,173.62,0.45,3.23,5.062,OPESLV977,4,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-02-03
2018-07,AIR,WND,ZUO,HR,RO,1,1,3463,3953,87.6,197.69,25.76,3.21,40.594,OPHRRO978,27,AIRLINE_REPORTING,FLAGGED,2025-08-21
2018-08,RAIL,HAOK,MJBB,FI,BG,1,0,3267,4964,65.81,161.29,9.3,3.01,3.741,OPFIBG979,11,RAIL_OPERATOR_REPORTING,IMPUTED,2025-11-19
2018-09,AIR,CBZ,FIK,IE,FR,1,0,3275,4669,70.14,193.34,20.48,4.66,91.402,OPIEFR980,6,EUROCONTROL,OK,2025-03-17
2018-10,RAIL,RSOS,WBBJ,MT,LT,1,1,3420,5127,66.71,81.16,17.09,0.53,7.632,OPMTLT981,13,ERA,REVISED,2025-11-22
2018-11,AIR,IPV,LWG,SK,AT,1,0,3403,3810,89.32,245.87,25.03,5.01,39.763,OPSKAT982,12,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-12-02
2018-12,RAIL,BKOA,GTBR,BE,HR,1,1,3401,4557,74.63,61.57,7.01,2.71,7.773,OPBEHR983,14,AIRLINE_REPORTING,FLAGGED,2024-05-07
2019-01,AIR,ODR,RKC,DK,DE,1,1,3455,5848,59.08,63.88,26.2,2.72,50.87,OPDKDE984,17,RAIL_OPERATOR_REPORTING,IMPUTED,2025-07-07
2019-02,RAIL,LCOI,QLBZ,GR,LU,1,0,3530,4699,75.12,63.71,19.83,0.36,6.028,OPGRLU985,11,EUROCONTROL,OK,2024-12-15
2019-03,AIR,URN,XYY,LT,SI,1,0,3283,5040,65.14,38.23,9.94,3.75,40.875,OPLTSI986,21,ERA,REVISED,2024-10-03
2019-04,RAIL,VUOQ,ADBH,PT,CY,1,1,3283,3725,88.13,53.18,7.4,2.8,3.719,OPPTCY987,21,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-11-02
2019-05,AIR,AFJ,DMU,SE,GR,1,1,3341,5266,63.44,168.35,36.86,2.97,63.215,OPSEGR988,37,AIRLINE_REPORTING,FLAGGED,2025-05-03
2019-06,RAIL,FMOY,KVBP,CY,MT,1,1,3172,5227,60.68,22.59,17.63,0.04,8.532,OPCYMT989,21,RAIL_OPERATOR_REPORTING,IMPUTED,2024-07-28
2019-07,AIR,GTF,JAQ,FR,ES,1,0,3222,3935,81.88,65.64,14.03,1.8,75.905,OPFRES990,29,EUROCONTROL,OK,2024-01-13
2019-08,RAIL,PEOG,UNBX,IT,CZ,1,1,3395,5806,58.47,177.34,0.31,1.33,7.436,OPITCZ991,23,ERA,REVISED,2025-06-09
2019-09,AIR,MHB,POM,NL,HU,1,1,3241,4616,70.21,110.42,15.56,3.73,77.261,OPNLHU992,25,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-09-23
2019-10,RAIL,ZWOO,EFBF,SI,NL,1,1,3282,3886,84.46,103.45,11.27,3.43,11.495,OPSINL993,27,AIRLINE_REPORTING,FLAGGED,2024-06-27
2019-11,AIR,SVX,VCI,BG,SE,1,1,3218,5106,63.02,173.47,20.34,4.21,27.297,OPBGSE994,44,RAIL_OPERATOR_REPORTING,IMPUTED,2025-06-24
2019-12,RAIL,JOOW,OXBN,EE,DK,1,0,3387,5888,57.52,100.24,0.32,0.91,1.801,OPEEDK995,28,EUROCONTROL,OK,2025-09-21
2020-01,AIR,YJT,BQE,HU,IE,1,1,3538,5462,64.77,75.96,8.13,7.21,70.717,OPHUIE996,37,ERA,REVISED,2024-05-05
2020-02,RAIL,TGOE,YPBV,LU,PL,1,1,3426,4077,84.03,37.42,15.39,2.23,5.744,OPLUPL000,29,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-01-19
2020-03,AIR,EXP,HEA,RO,AT,1,1,3435,5856,58.66,352.55,51.17,7.24,69.298,OPROAT001,41,AIRLINE_REPORTING,FLAGGED,2024-12-10
2020-04,RAIL,DYOM,IHBD,AT,EE,1,1,3446,4156,82.92,45.7,5.22,3.18,5.578,OPATEE002,33,RAIL_OPERATOR_REPORTING,IMPUTED,2024-10-02
2020-05,AIR,KLL,NSW,CZ,IT,1,0,3498,5525,63.31,406.78,35.75,1.5,30.53,OPCZIT003,28,EUROCONTROL,OK,2025-09-18
2020-06,RAIL,NQOU,SZBL,DE,PT,1,1,3543,4239,83.58,127.96,17.95,2.1,11.606,OPDEPT004,30,ERA,REVISED,2026-02-07
2020-07,AIR,QZH,TGS,LV,BE,1,0,3354,3743,89.61,131.4,42.21,6.38,59.162,OPLVBE005,51,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-06-23
2020-08,RAIL,XIOC,CRBT,PL,FI,1,1,3260,4321,75.45,178.15,4.98,0.59,13.064,OPPLFI006,31,AIRLINE_REPORTING,FLAGGED,2025-10-07
2020-09,AIR,WND,ZUO,ES,LV,1,1,3266,4310,75.78,156.75,41.31,4.22,30.235,OPESLV007,46,RAIL_OPERATOR_REPORTING,IMPUTED,2024-11-06
2020-10,RAIL,HAOK,MJBB,HR,RO,1,0,3324,5586,59.51,91.57,19.93,3.26,11.65,OPHRRO008,32,EUROCONTROL,OK,2025-03-09
2020-11,AIR,CBZ,FIK,FI,BG,1,1,3369,5148,65.44,146.09,45.51,3.04,12.256,OPFIBG009,31,ERA,REVISED,2024-12-29
2020-12,RAIL,RSOS,WBBJ,IE,FR,1,1,3397,5728,59.31,59.76,10.7,3.38,12.621,OPIEFR010,37,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-02-04
2021-01,AIR,IPV,LWG,MT,LT,1,1,3355,4835,69.39,371.76,32.42,2.11,34.905,OPMTLT011,54,AIRLINE_REPORTING,FLAGGED,2024-10-01
2021-02,RAIL,BKOA,GTBR,SK,AT,1,1,3522,4455,79.06,57.56,9.51,2.13,9.888,OPSKAT012,37,RAIL_OPERATOR_REPORTING,IMPUTED,2026-01-30
2021-03,AIR,ODR,RKC,BE,HR,1,0,3308,4226,78.28,103.96,6.5,1.88,51.653,OPBEHR013,42,EUROCONTROL,OK,2024-02-06
2021-04,RAIL,LCOI,QLBZ,DK,DE,1,1,3257,5600,58.16,27.38,7.3,0.28,1.745,OPDKDE014,40,ERA,REVISED,2025-02-03
2021-05,AIR,URN,XYY,GR,LU,1,1,3544,4265,83.09,293.48,41.91,6.52,92.584,OPGRLU015,37,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-01-20
2021-06,RAIL,VUOQ,ADBH,LT,SI,1,1,3626,4245,85.42,64.63,5.67,2.16,13.999,OPLTSI016,42,AIRLINE_REPORTING,FLAGGED,2024-06-11
2021-07,AIR,AFJ,DMU,PT,CY,1,0,3427,4321,79.31,252.41,30.21,4.27,78.938,OPPTCY017,42,RAIL_OPERATOR_REPORTING,IMPUTED,2024-07-26
2021-08,RAIL,FMOY,KVBP,SE,GR,1,1,3493,4214,82.89,32.63,19.18,1.09,2.224,OPSEGR018,40,EUROCONTROL,OK,2025-12-05
2021-09,AIR,GTF,JAQ,CY,MT,1,1,3268,5388,60.65,86.01,51.95,7.08,58.794,OPCYMT019,62,ERA,REVISED,2024-06-29
2021-10,RAIL,PEOG,UNBX,FR,ES,1,1,3421,4842,70.65,74.59,6.23,0.76,11.639,OPFRES020,52,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-03-24
2021-11,AIR,MHB,POM,IT,CZ,1,1,3350,5819,57.57,178.91,16.76,3.41,66.494,OPITCZ021,52,AIRLINE_REPORTING,FLAGGED,2025-03-21
2021-12,RAIL,ZWOO,EFBF,NL,HU,1,1,3399,4062,83.68,63.48,3.64,1.68,13.903,OPNLHU022,47,RAIL_OPERATOR_REPORTING,IMPUTED,2024-06-23
2022-01,AIR,SVX,VCI,SI,NL,1,1,3560,4983,71.44,264.38,0.77,7.52,31.836,OPSINL023,56,EUROCONTROL,OK,2024-02-03
2022-02,RAIL,JOOW,OXBN,BG,SE,1,1,3643,4323,84.27,61.88,22.48,2.74,6.111,OPBGSE024,51,ERA,REVISED,2024-03-04
2022-03,AIR,YJT,BQE,EE,DK,1,1,3658,5145,71.1,178.59,11.56,7.86,14.481,OPEEDK025,63,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-05-15
2022-04,RAIL,TGOE,YPBV,HU,IE,1,1,3644,5637,64.64,66.59,4.86,3.23,12.635,OPHUIE026,55,AIRLINE_REPORTING,FLAGGED,2025-03-13
2022-05,AIR,EXP,HEA,LU,PL,1,1,3303,5411,61.04,326.05,36.01,0.12,77.959,OPLUPL027,50,RAIL_OPERATOR_REPORTING,IMPUTED,2025-04-23
2022-06,RAIL,DYOM,IHBD,RO,AT,1,1,3436,4273,80.41,120.02,22.8,3.34,11.424,OPROAT028,53,EUROCONTROL,OK,2024-02-12
2022-07,AIR,KLL,NSW,AT,EE,1,0,3589,5690,63.08,182.42,13.62,7.54,77.059,OPATEE029,62,ERA,REVISED,2025-02-23
2022-08,RAIL,NQOU,SZBL,CZ,IT,1,1,3401,4540,74.91,18.3,18.33,2.41,3.508,OPCZIT030,59,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-02-15
2022-09,AIR,QZH,TGS,DE,PT,1,0,3348,3955,84.65,363.18,48.36,5.13,26.683,OPDEPT031,56,AIRLINE_REPORTING,FLAGGED,2024-03-08
2022-10,RAIL,XIOC,CRBT,LV,BE,1,1,3426,5224,65.58,149.11,1.02,0.65,4.299,OPLVBE032,60,RAIL_OPERATOR_REPORTING,IMPUTED,2024-04-06
2022-11,AIR,WND,ZUO,PL,FI,1,1,3340,5826,57.33,391.6,19.51,1.39,84.892,OPPLFI033,56,EUROCONTROL,OK,2024-12-03
2022-12,RAIL,HAOK,MJBB,ES,LV,1,1,3315,4371,75.84,101.99,24.63,1.28,10.537,OPESLV034,60,ERA,REVISED,2024-05-06
2023-01,AIR,CBZ,FIK,HR,RO,1,1,3428,5873,58.37,212.84,18.98,1.26,76.613,OPHRRO035,60,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-04-13
2023-02,RAIL,RSOS,WBBJ,FI,BG,1,1,3613,6248,57.83,167.9,18.26,3.42,12.639,OPFIBG036,62,AIRLINE_REPORTING,FLAGGED,2025-03-14
2023-03,AIR,IPV,LWG,IE,FR,1,1,3491,4768,73.22,340.21,34.08,1.13,23.578,OPIEFR037,78,RAIL_OPERATOR_REPORTING,IMPUTED,2025-09-30
2023-04,RAIL,BKOA,GTBR,MT,LT,1,1,3400,3917,86.8,153.54,21.06,3.4,8.037,OPMTLT038,70,EUROCONTROL,OK,2024-09-21
2023-05,AIR,ODR,RKC,SK,AT,1,1,3478,4230,82.22,32.32,11.13,5.31,22.937,OPSKAT039,81,ERA,REVISED,2025-11-25
2023-06,RAIL,LCOI,QLBZ,BE,HR,1,0,3330,4030,82.63,41.06,17.86,1.75,12.123,OPBEHR040,65,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-10-22
2023-07,AIR,URN,XYY,DK,DE,1,1,3582,5555,64.48,231.09,19.11,5.83,84.014,OPDKDE041,87,AIRLINE_REPORTING,FLAGGED,2025-08-31
2023-08,RAIL,VUOQ,ADBH,GR,LU,1,1,3454,5414,63.8,19.04,11.42,1.7,6.644,OPGRLU042,64,RAIL_OPERATOR_REPORTING,IMPUTED,2026-01-15
2023-09,AIR,AFJ,DMU,LT,SI,1,1,3346,4433,75.48,23.16,13.02,1.92,22.1,OPLTSI043,22,EUROCONTROL,OK,2024-06-25
2023-10,RAIL,FMOY,KVBP,PT,CY,1,1,3440,4392,78.32,62.94,24.51,0.49,12.922,OPPTCY044,2,ERA,REVISED,2024-08-05
2023-11,AIR,GTF,JAQ,SE,GR,1,1,3441,4767,72.18,137.13,21.58,3.89,27.434,OPSEGR045,21,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-09-17
2023-12,RAIL,PEOG,UNBX,CY,MT,1,1,3612,6142,58.81,132.31,11.54,1.58,7.031,OPCYMT046,7,AIRLINE_REPORTING,FLAGGED,2026-02-12
2024-01,AIR,MHB,POM,FR,ES,1,1,3360,3949,85.08,223.42,17.2,3.89,21.328,OPFRES047,9,RAIL_OPERATOR_REPORTING,IMPUTED,2024-06-23
2024-02,RAIL,ZWOO,EFBF,IT,CZ,1,1,3483,4438,78.48,139.58,2.91,1.1,4.4,OPITCZ048,14,EUROCONTROL,OK,2025-07-18
2024-03,AIR,SVX,VCI,NL,HU,1,1,3531,6074,58.13,37.12,42.92,3.04,87.295,OPNLHU049,30,ERA,REVISED,2025-09-06
2024-04,RAIL,JOOW,OXBN,SI,NL,1,1,3627,4240,85.54,176.65,4.37,3.04,1.175,OPSINL050,9,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-10-03
2024-05,AIR,YJT,BQE,BG,SE,1,1,3438,5471,62.84,261.65,25.8,4.73,82.643,OPBGSE051,15,AIRLINE_REPORTING,FLAGGED,2024-12-26
2024-06,RAIL,TGOE,YPBV,EE,DK,1,1,3745,5745,65.19,49.24,8.3,2.06,5.086,OPEEDK052,10,RAIL_OPERATOR_REPORTING,IMPUTED,2025-08-11
2024-07,AIR,EXP,HEA,HU,IE,1,1,3583,5675,63.14,75.63,52.17,6.75,84.324,OPHUIE053,13,EUROCONTROL,OK,2025-05-26
2024-08,RAIL,DYOM,IHBD,LU,PL,1,1,3520,4240,83.02,15.34,14.57,3.15,4.37,OPLUPL054,14,ERA,REVISED,2025-07-22
2024-09,AIR,KLL,NSW,RO,AT,1,1,3428,5707,60.07,297.98,18.7,6.74,75.481,OPROAT055,28,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-04-26
2024-10,RAIL,NQOU,SZBL,AT,EE,1,0,3556,4500,79.02,136.19,17.94,1.14,5.768,OPATEE056,15,AIRLINE_REPORTING,FLAGGED,2024-11-26
2024-11,AIR,QZH,TGS,CZ,IT,1,1,3711,4395,84.44,125.54,19.52,3.56,67.237,OPCZIT057,24,RAIL_OPERATOR_REPORTING,IMPUTED,2025-12-12
2024-12,RAIL,XIOC,CRBT,DE,PT,1,1,3375,6064,55.66,151.54,24.3,1.13,6.244,OPDEPT058,21,EUROCONTROL,OK,2025-08-22
2025-01,AIR,WND,ZUO,LV,BE,1,1,3446,4103,83.99,291.7,35.81,4.2,63.657,OPLVBE059,41,ERA,REVISED,2025-09-24
2025-02,RAIL,HAOK,MJBB,PL,FI,1,0,3484,3981,87.52,113.3,14.86,0.69,4.283,OPPLFI060,26,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-10-15
2025-03,AIR,CBZ,FIK,ES,LV,1,1,3443,3859,89.22,288.39,50.92,1.12,15.856,OPESLV061,23,AIRLINE_REPORTING,FLAGGED,2024-09-20
2025-04,RAIL,RSOS,WBBJ,HR,RO,1,1,3488,4259,81.9,34.23,17.58,0.49,12.215,OPHRRO062,20,RAIL_OPERATOR_REPORTING,IMPUTED,2024-05-25
2025-05,AIR,IPV,LWG,FI,BG,1,1,3636,4168,87.24,54.24,18.54,4.73,42.275,OPFIBG063,33,EUROCONTROL,OK,2025-12-01
2025-06,RAIL,BKOA,GTBR,IE,FR,1,1,3589,3983,90.11,101.89,3.99,1.9,7.409,OPIEFR064,27,ERA,REVISED,2025-01-05
2025-07,AIR,ODR,RKC,MT,LT,1,1,3500,5029,69.6,215.68,42.63,4.08,78.879,OPMTLT065,36,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-09-08
2025-08,RAIL,LCOI,QLBZ,SK,AT,1,1,3564,4699,75.85,134.13,9.85,0.5,11.286,OPSKAT066,28,AIRLINE_REPORTING,FLAGGED,2025-04-14
2025-09,AIR,URN,XYY,BE,HR,1,1,3634,5072,71.65,189.32,5.05,3.86,12.429,OPBEHR067,24,RAIL_OPERATOR_REPORTING,IMPUTED,2024-07-11
2025-10,RAIL,VUOQ,ADBH,DK,DE,1,1,3499,3815,91.72,47.99,8.26,3.38,13.187,OPDKDE068,35,EUROCONTROL,OK,2025-09-02
2025-11,AIR,AFJ,DMU,GR,LU,1,1,3568,4304,82.9,146.35,24.09,1.57,28.991,OPGRLU069,40,ERA,REVISED,2024-11-14
2025-12,RAIL,FMOY,KVBP,LT,SI,1,1,3750,4931,76.05,92.9,14.61,2.58,2.92,OPLTSI070,36,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-12-15
2026-01,AIR,GTF,JAQ,PT,CY,1,1,3796,4609,82.36,351.51,37.11,5.32,84.775,OPPTCY071,43,AIRLINE_REPORTING,FLAGGED,2025-03-26
2026-02,RAIL,PEOG,UNBX,SE,GR,1,1,3736,6324,59.08,112.81,4.61,1.35,10.663,OPSEGR072,31,RAIL_OPERATOR_REPORTING,IMPUTED,2024-05-03
2026-03,AIR,MHB,POM,CY,MT,1,1,3420,6208,55.09,265.44,37.37,5.84,68.787,OPCYMT073,50,EUROCONTROL,OK,2025-05-21
2026-04,RAIL,ZWOO,EFBF,FR,ES,1,1,3620,4105,88.19,138.36,11.98,0.44,6.437,OPFRES074,33,ERA,REVISED,2025-04-30
2026-05,AIR,SVX,VCI,IT,CZ,1,1,3483,5105,68.23,309.87,14.19,5.65,65.093,OPITCZ075,32,NATIONAL_AVIATION_AUTH,ESTIMATED,2024-07-28
2026-06,RAIL,JOOW,OXBN,NL,HU,1,1,3494,4797,72.84,131.35,24.96,0.61,9.713,OPNLHU076,39,AIRLINE_REPORTING,FLAGGED,2025-12-13
2026-07,AIR,YJT,BQE,SI,NL,1,0,3774,5424,69.58,157.65,44.47,6.19,37.077,OPSINL077,45,RAIL_OPERATOR_REPORTING,IMPUTED,2024-10-10
2026-08,RAIL,TGOE,YPBV,BG,SE,1,1,3736,5772,64.73,48.08,9.19,2.87,8.581,OPBGSE078,42,EUROCONTROL,OK,2024-03-12
2026-09,AIR,EXP,HEA,EE,DK,1,1,3696,5483,67.41,23.23,2.36,5.16,94.585,OPEEDK079,39,ERA,REVISED,2025-02-05
2026-10,RAIL,DYOM,IHBD,HU,IE,1,1,3586,4408,81.35,57.51,12.7,3.23,8.126,OPHUIE080,44,NATIONAL_AVIATION_AUTH,ESTIMATED,2025-02-08
2026-11,AIR,KLL,NSW,LU,PL,1,1,3820,5239,72.91,115.93,48.66,6.15,31.967,OPLUPL081,42,AIRLINE_REPORTING,FLAGGED,2025-12-13
2026-12,RAIL,NQOU,SZBL,RO,AT,1,1,3556,5280,67.35,85.59,13.09,0.54,10.377,OPROAT082,40,RAIL_OPERATOR_REPORTING,IMPUTED,2025-03-08
2018-01,AIR,QZH,TGS,AT,EE,1,1,3741,4346,86.08,398.54,17.74,6.2,42.296,OPATEE083,52,EUROCONTROL,OK,2025-09-15
2018-02,RAIL,XIOC,CRBT,CZ,IT,1,1,3760,5241,71.74,147.18,0.05,0.01,11.081,OPCZIT084,42,ERA,REVISED,2024-09-02
