biz_output_reporting_quarter,biz_output_industry_cluster_code,biz_output_shipment_value_inr,biz_output_new_orders_value_inr,biz_output_capacity_utilization_pct,biz_output_unit_labor_cost_index,biz_output_export_share_pct,biz_output_import_penetration_pct,biz_output_domestic_market_share_pct,biz_output_price_competitiveness_index,biz_output_innovation_intensity_score,biz_output_capital_investment_inr,biz_output_r_and_d_spend_inr,biz_output_automation_adoption_index,biz_output_supply_chain_concentration_index,biz_output_supplier_risk_score,biz_output_customer_concentration_index,biz_output_energy_intensity_btu_output,biz_output_carbon_intensity_tons_output,biz_output_benchmark_peer_group
2020Q3,CL2871,38839074652.94,7691453580.65,82.49,95.23,0.0,17.9,97.86,60.0,43.04,5934151205.45,2203015838.16,13.25,0.2739,37.54,0.502,23708.23,1.2125,rural
2016Q3,CL9302,27309074460.76,6001050760.99,56.15,109.01,37.49,20.98,64.56,127.08,34.93,23105654519.89,3189948466.13,29.79,0.0443,45.11,0.1059,26238.88,2.5343,west
2016Q2,CL7114,22793389622.29,7953768925.73,63.03,76.65,35.47,31.31,67.45,118.86,64.69,18407793362.5,6124325483.35,35.11,0.08,42.68,0.056,16947.65,1.4873,east
2021Q2,CL8411,77814284898.13,22795610403.47,70.84,98.46,30.42,13.72,72.04,140.98,35.96,3513285943.71,1239249169.99,55.33,0.6162,52.63,0.2862,15168.25,0.2886,tier1_metros
2021Q3,CL5646,99687317487.47,8638328680.38,71.26,85.53,30.82,0.0,64.46,119.1,49.33,63076900870.62,901909456.3,20.51,0.0435,61.96,0.3852,32409.83,0.3154,national
2019Q3,CL4049,102132936381.05,33809810549.85,76.91,102.31,33.41,27.08,66.44,115.64,60.36,4221545213.28,805544420.99,42.58,0.1544,26.45,0.1114,18304.69,0.2686,east
2024Q4,CL1186,14813966191.17,4564242420.33,65.59,83.6,10.7,25.07,88.03,114.63,68.4,48536477409.39,2461083385.55,32.29,0.24,18.01,0.0974,37721.03,0.4454,north
2018Q3,CL3852,36289904242.91,6714229721.55,72.89,113.89,1.07,26.33,100.0,104.13,66.12,29565365358.49,1476301161.76,41.5,0.3362,50.13,0.7148,88818.57,0.3444,east
2024Q3,CL8303,159247211263.83,32298892624.34,44.19,95.3,39.23,7.42,65.68,114.38,14.6,35211614999.16,1027436499.49,20.02,0.2565,53.17,0.1342,47677.09,0.9337,tier2_cities
2025Q1,CL4058,30580131957.57,7248267682.64,62.58,89.51,27.29,20.1,68.89,79.21,69.18,28373990046.11,3568068011.18,41.38,0.3895,54.74,0.376,49296.81,0.4851,tier1_metros
2017Q1,CL7615,55097430471.05,9253698951.35,81.68,99.85,48.15,25.19,43.39,81.0,35.79,41463198834.18,5962552240.9,28.0,0.1988,44.74,0.2679,14505.17,0.6438,national
2025Q4,CL9568,14210472057.82,3587497591.58,64.37,109.06,29.75,11.22,75.42,81.93,69.65,2404372161.19,967247393.62,71.17,0.2668,29.76,0.1995,18868.61,0.0885,south
2022Q4,CL7178,28414640541.9,6799305019.59,70.1,138.62,45.44,15.45,55.61,89.28,35.15,209885225231.64,7019005612.55,59.61,0.3921,46.1,0.0858,42838.66,0.2315,west
2016Q2,CL1854,54697402841.44,15811835458.32,85.03,90.79,27.63,30.85,75.6,99.81,70.08,27560760204.77,1962735568.43,55.1,0.6112,51.85,0.1847,7305.36,0.183,domestic_focused
2023Q3,CL4575,59370400684.38,20372134242.16,70.61,85.48,18.03,0.97,74.75,101.01,40.1,4570874800.53,174306634.61,15.39,0.4901,33.18,0.2141,39255.78,0.2755,north
2016Q1,CL2429,52229854139.31,10110449348.98,67.42,103.5,8.67,28.43,95.78,121.0,47.06,21193328534.19,4202903934.76,42.32,0.242,54.42,0.0465,35334.43,2.6579,tier2_cities
2016Q4,CL9490,63804534001.59,6855416614.9,71.19,86.48,17.79,4.38,89.6,81.66,37.12,20909029297.9,759085086.32,61.91,0.3526,46.65,0.1661,94075.42,0.2914,east
2021Q4,CL9258,76073515029.46,5176685547.5,81.03,86.82,11.32,16.85,82.91,91.79,28.86,9789411649.18,3410231902.08,60.34,0.176,30.17,0.1687,24408.59,0.1507,national
2025Q2,CL5133,64360023941.21,12937737690.17,57.75,90.02,18.5,30.44,84.26,118.02,76.78,7858687856.01,6210051500.06,55.97,0.4226,42.85,0.3118,15308.54,0.51,national
2023Q3,CL3186,151996885148.97,35800560406.74,68.41,84.5,46.1,0.0,44.67,113.41,40.53,7243164230.36,1772392465.36,18.7,0.0554,38.4,0.5423,64081.0,0.3191,domestic_focused
2023Q3,CL5253,123394994049.36,37260108099.0,77.31,100.7,19.83,23.58,88.71,103.32,15.84,7853012632.1,1911585499.36,1.42,0.3784,48.36,0.3053,33863.86,0.2354,rural
2023Q4,CL7361,54049374244.47,17364605873.86,62.94,95.02,26.02,42.02,81.09,74.05,57.07,64824117810.84,1436838705.86,61.58,0.2636,18.31,0.1909,9200.48,0.3595,domestic_focused
2016Q2,CL6111,53062839719.43,9780903109.76,90.28,117.05,13.89,8.04,87.87,80.03,23.87,61517391462.01,837930502.32,25.25,0.4155,48.95,0.299,57743.12,0.3626,south
2026Q2,CL5617,34452674194.91,5239218591.62,69.38,75.74,5.44,8.46,98.66,115.33,60.38,41818194689.4,1626199468.44,16.29,0.2632,52.49,0.0425,36356.49,0.2034,tier1_metros
2021Q1,CL6607,53508811978.21,19095534890.19,55.67,106.97,27.85,3.75,76.02,117.37,36.09,27297431347.64,1506165514.58,0.0,0.5444,55.89,0.293,103393.51,0.3842,north
2024Q3,CL2665,79740562009.1,24685796983.78,69.61,128.66,7.63,10.17,93.84,101.1,34.82,29912416894.79,1231944267.53,31.58,0.245,70.06,0.3891,150632.51,0.2553,east
2019Q4,CL5013,13441774590.17,1139862470.4,90.8,97.71,38.32,2.43,68.91,114.83,42.17,27359340918.64,2635968175.62,41.29,0.3979,21.79,0.133,53850.54,0.1547,south
2018Q3,CL1465,15844217939.04,2364395521.07,49.25,118.56,36.62,14.74,68.9,80.59,51.07,4544088061.35,3790395191.56,35.79,0.0569,0.0,0.1814,78030.84,0.4219,rural
2018Q2,CL5279,84606756675.64,23433486749.66,72.82,75.58,9.8,15.7,82.39,81.71,61.26,16793511261.21,155378890.34,0.0,0.048,61.37,0.4522,63551.98,0.0848,north
2018Q1,CL6479,27218935040.56,4753674268.94,61.4,110.94,17.16,15.27,83.54,90.54,33.79,35101900422.28,345571143.04,23.08,0.2166,52.07,0.0271,41757.25,0.2558,domestic_focused
2019Q4,CL5901,48006852102.26,15597974678.1,75.16,91.65,18.77,10.74,80.21,115.75,45.07,23728194384.73,851664245.45,13.31,0.4242,6.68,0.3209,118076.87,0.2325,tier1_metros
2016Q4,CL5592,83704081115.9,21617874390.25,77.65,99.32,24.6,24.52,74.27,118.16,66.32,4601530004.08,1687791850.77,47.65,0.2171,35.4,0.3719,53158.13,0.0699,national
2021Q4,CL3832,75537205515.73,27658480086.57,52.44,114.39,0.38,22.1,100.0,105.78,41.07,14067668584.08,1547220942.5,21.61,0.2332,35.04,0.336,20599.87,0.217,national
2026Q1,CL7017,18381148479.38,3433039245.73,87.06,100.8,0.43,19.06,100.0,109.08,46.01,8450350332.05,2151518926.92,30.48,0.0535,29.06,0.2409,67864.13,0.3106,tier1_metros
2025Q4,CL8013,70676884026.8,18078651786.54,70.55,119.61,1.07,10.84,100.0,113.55,59.38,9670492787.8,1434702313.3,33.11,0.3921,27.11,0.5572,12245.91,0.133,south
2018Q2,CL6720,56619674435.48,9217229660.53,62.72,88.49,28.63,24.39,60.22,80.75,38.04,12837489695.57,271157126.0,52.02,0.4744,40.51,0.1478,14386.0,0.2025,export_oriented
2026Q2,CL3006,9431469508.11,2460727462.26,57.06,115.61,24.31,24.36,65.35,95.57,78.62,13629528930.75,1683906216.69,0.18,0.4142,53.44,0.5943,77370.23,0.1229,north
2019Q4,CL7450,15548826272.77,3448490632.3,70.53,106.53,28.57,14.01,80.71,115.55,32.31,13009275653.65,8624384380.84,35.47,0.6878,36.2,0.3428,30093.37,0.2688,south
2019Q4,CL5336,101237954709.43,29598884365.87,81.18,107.12,6.16,22.66,96.2,82.85,45.22,2776769506.28,3838417342.67,38.44,0.3991,42.0,0.2636,53170.31,0.2352,rural
2025Q2,CL5773,22837400128.69,4836774800.09,77.14,117.04,42.11,0.0,61.19,97.51,70.01,26531089288.88,4146835791.33,46.24,0.2856,81.83,0.4144,37862.27,0.5262,east
2025Q1,CL8822,47771876091.43,12216856850.29,84.67,100.98,14.35,14.9,89.76,86.25,13.65,15983079205.75,3510124358.48,24.53,0.0484,70.2,0.1621,33297.09,0.6436,tier1_metros
2019Q2,CL1370,16231091446.67,4329296878.39,68.35,123.76,22.06,17.38,80.26,95.48,61.57,9304324177.18,1388158953.57,48.57,0.5059,87.26,0.3058,35775.27,0.4552,export_oriented
2016Q1,CL3389,16955046544.76,2031008862.69,80.06,89.7,23.65,12.41,78.27,110.97,57.06,7670997966.57,4161440738.77,44.56,0.2724,50.22,0.2407,24756.75,0.2804,tier1_metros
2026Q2,CL7868,57611305605.58,11648848572.76,80.52,95.0,12.85,22.06,87.61,118.65,36.89,10606809094.19,1375337631.05,21.43,0.2736,65.82,0.5439,69425.52,0.2255,rural
2015Q3,CL9572,26497991510.87,5373832637.64,66.44,131.22,23.21,18.08,67.77,95.6,36.49,84514101773.12,6010232657.92,62.84,0.1775,44.57,0.3421,22638.48,0.4539,east
2025Q3,CL7063,139719172555.42,47800626062.09,59.72,110.91,14.79,19.02,89.0,118.17,79.55,2941752947.43,3403103618.69,62.16,0.1568,27.84,0.4745,90310.41,0.2106,national
2025Q2,CL7253,46063153398.95,15582874008.22,77.09,119.53,8.78,14.3,94.19,94.12,35.29,28591718658.04,789676619.57,60.59,0.2717,39.59,0.0531,35730.42,0.7685,tier2_cities
2021Q3,CL9624,182328329905.68,29841942359.52,73.82,103.51,37.79,20.19,62.9,85.45,50.55,6971586701.27,4150573947.22,65.88,0.1633,35.97,0.7389,92113.81,0.0297,tier1_metros
2023Q2,CL9338,131310006655.04,28245623401.04,48.59,95.4,49.67,0.0,43.56,108.14,29.12,134367453887.57,6766400650.68,66.79,0.4179,70.32,0.081,10171.57,0.1989,south
2019Q2,CL3781,24066012485.76,4460504426.25,68.62,105.99,17.76,7.17,81.43,60.0,30.79,18614088320.65,5287991502.84,15.76,0.2121,38.09,0.6666,19030.55,0.1849,west
2021Q3,CL9404,70777153528.68,12906691827.17,78.46,123.39,32.05,35.95,68.62,106.81,39.76,9805858324.54,5243127648.74,57.23,0.5085,42.45,0.1811,56039.56,0.1837,national
2025Q1,CL4451,68242984976.51,9808667385.52,74.02,95.61,6.52,30.01,96.74,125.78,29.38,17980100117.88,485581154.22,17.26,0.6884,21.43,0.4737,48995.96,0.4104,rural
2026Q1,CL7283,32336935641.94,4359970671.56,72.99,104.4,20.47,31.49,79.0,85.78,19.43,15240915036.52,10049291254.49,9.98,0.0492,52.36,0.2126,25302.84,0.529,rural
2016Q2,CL9670,32665574389.67,8165888019.25,64.52,111.29,38.77,11.27,70.08,73.94,41.19,5634438443.08,2827299947.19,46.49,0.1863,31.77,0.1662,23466.91,0.3412,export_oriented
2024Q1,CL9401,19558604517.83,5073257137.64,70.16,106.68,37.39,32.9,78.8,90.15,39.67,15811359025.24,385230545.29,60.71,0.5185,19.57,0.1491,64243.62,0.5353,west
2020Q1,CL9464,48942263086.78,12433589774.42,66.23,98.03,14.87,43.06,86.53,120.67,80.11,15169558654.11,3833317657.14,79.05,0.3591,61.89,0.379,47655.66,0.0936,export_oriented
2023Q4,CL8895,26576845373.48,5283676829.71,68.54,99.99,37.69,15.68,64.69,111.39,16.69,15718003629.4,2446607019.67,32.8,0.3246,88.05,0.4578,5099.9,0.5775,rural
2026Q3,CL9043,47481808557.54,15882219663.16,62.08,100.04,25.13,25.84,80.54,94.06,66.98,17932031956.13,2791151477.05,73.41,0.1306,65.52,0.411,15761.16,0.4264,east
2022Q1,CL2563,23144644084.9,5844189617.74,83.51,104.99,37.26,27.78,70.89,96.3,52.83,69509007529.79,1639538514.03,60.55,0.2886,41.75,0.1759,11758.88,0.1458,domestic_focused
2024Q3,CL1311,46201106905.51,13091005629.79,92.1,109.17,30.34,25.11,77.41,96.58,36.34,62726123842.69,6261172879.57,65.08,0.3786,28.24,0.4771,32699.64,0.2777,south
2024Q1,CL2190,52958946290.22,19534570897.54,71.68,115.35,46.71,12.04,53.43,118.88,38.69,21280733694.96,4062398717.64,32.31,0.4103,48.13,0.3997,74111.82,0.3497,export_oriented
2015Q3,CL3886,85631288170.63,22960902602.8,58.02,91.51,44.55,6.52,59.77,98.75,37.53,2782540653.02,4491183707.63,75.62,0.2643,75.73,0.2,84535.32,0.09,tier1_metros
2017Q4,CL1800,13028843078.07,3923758130.08,73.44,93.33,27.06,12.57,74.62,110.62,59.74,5619590094.94,510851995.98,52.36,0.6656,63.7,0.4419,212738.45,0.3146,tier1_metros
2025Q3,CL6520,177288559888.71,30200265598.14,78.77,105.44,3.64,2.42,95.35,100.57,48.07,19095024812.18,1913733752.17,21.01,0.4601,56.0,0.4068,60335.67,0.3269,rural
2022Q3,CL2596,5509077850.31,1284563686.09,69.81,96.84,19.53,16.88,71.96,95.54,68.44,15965991071.49,1450949191.37,13.54,0.2244,17.18,0.2693,37707.29,0.0458,west
2022Q2,CL6047,155974089913.34,17405011933.79,70.0,89.19,25.44,12.77,78.74,107.86,64.66,25944082343.2,2939335655.55,22.29,0.3146,55.64,0.3273,43673.35,0.1495,domestic_focused
2024Q2,CL1286,32150066719.56,4419147598.83,63.87,70.0,24.88,21.51,84.25,93.25,57.56,3394040978.34,10331855917.84,82.6,0.3122,77.1,0.5239,42950.68,0.1552,export_oriented
2016Q4,CL6624,37569112121.03,12021839619.94,66.92,105.93,19.5,33.5,79.81,108.74,23.78,3475554329.8,2982117254.94,19.16,0.349,25.57,0.3013,26263.73,2.529,south
2026Q3,CL6272,24982183370.24,8526113734.01,69.07,83.65,38.89,31.07,61.64,116.93,7.95,9002257790.11,185959870.07,42.87,0.2545,49.98,0.1064,49169.17,0.65,north
2018Q4,CL5348,60442423702.51,14935077340.76,84.76,112.96,4.91,22.49,100.0,117.63,39.88,30157453270.16,4712527943.5,22.19,0.4707,61.13,0.2766,13204.96,0.1397,export_oriented
2015Q3,CL3927,49172824190.43,9460186035.41,65.82,91.62,21.05,18.43,89.4,125.94,53.27,11739239943.11,458010796.96,31.27,0.3574,73.67,0.844,48683.66,0.3541,south
2023Q2,CL5301,49490461575.21,14357954601.9,59.18,118.94,25.95,21.73,75.09,101.7,51.94,6133340780.72,11142223632.05,31.67,0.1978,52.61,0.3799,20898.28,0.3265,rural
2018Q4,CL3203,42126828251.17,2497783554.15,71.94,108.38,31.3,0.84,71.48,95.5,20.32,28108842199.07,7631783023.17,44.79,0.1287,24.69,0.2315,8239.49,0.7663,west
2020Q3,CL5675,27546515649.86,4542660807.2,70.62,107.02,21.53,24.32,76.3,92.52,80.38,18954121812.68,1879654833.87,71.52,0.2027,41.42,0.5413,30231.28,0.2371,west
2022Q1,CL4463,17145723391.28,5969923695.38,80.77,116.1,11.54,20.95,86.12,66.45,48.34,2871581363.97,36931669857.98,46.31,0.2618,32.2,0.4293,20140.09,0.0786,export_oriented
2023Q1,CL7990,89878440482.17,15884741739.74,78.42,106.16,17.48,0.0,74.7,98.43,47.88,81631809037.03,1794877718.18,45.8,0.5415,37.3,0.5224,25160.57,0.493,tier1_metros
2015Q3,CL1587,40268881678.38,14551012281.86,71.1,108.33,31.75,11.52,62.66,88.87,48.5,18135151285.78,1018538561.41,55.19,0.6985,50.14,0.3591,15583.81,0.1681,rural
2023Q3,CL3023,53876199577.3,14674394462.81,92.43,96.7,44.96,30.62,50.64,117.02,36.45,43190453088.24,731238480.56,37.39,0.0929,50.89,0.4019,99980.77,0.2144,national
2018Q4,CL3631,148183004858.52,37131614015.82,83.61,97.59,17.19,2.8,98.17,130.65,30.56,27751505635.54,14358512922.56,61.1,0.2715,37.74,0.6287,3054.92,0.3107,export_oriented
2018Q4,CL5828,95448415268.17,20854875041.64,74.3,87.33,26.4,23.39,92.66,86.0,54.7,4244804139.02,918393345.25,28.05,0.277,28.59,0.2505,7991.02,0.0443,tier2_cities
2020Q3,CL4268,9610548292.47,1620283465.03,62.68,105.84,30.35,30.83,63.85,121.26,64.87,20850520615.76,497198457.93,70.83,0.2429,18.2,0.3399,23970.46,0.4431,south
2015Q2,CL9170,21218242660.49,5190076771.63,79.24,101.24,27.91,13.24,79.31,129.06,66.67,5938251371.24,11161096951.49,79.56,0.1339,36.88,0.2695,60689.08,0.3292,national
2025Q4,CL5927,126510898273.44,21958306207.73,69.88,80.68,14.99,12.58,73.71,92.4,56.18,42541158313.47,17081533214.38,20.97,0.3856,30.63,0.3518,53565.67,0.2081,domestic_focused
2026Q2,CL8229,44503941929.23,10560596066.92,72.75,111.0,17.62,7.92,90.26,89.97,54.21,31111782529.44,7444899192.34,57.32,0.2168,55.07,0.1842,48034.23,0.1733,tier1_metros
2018Q3,CL5277,111544812739.8,34718302448.11,79.75,111.95,23.01,12.54,84.69,122.16,71.52,22593471529.16,3672214243.23,25.85,0.382,42.83,0.4021,57716.53,0.1037,domestic_focused
2020Q4,CL2380,363360035157.67,93221219962.65,50.21,122.36,6.1,35.22,90.76,100.9,77.02,14967408553.63,5982558216.1,32.65,0.058,18.25,0.2449,14166.04,1.4852,east
2017Q2,CL6925,38699811344.93,10654533689.23,72.37,83.19,19.6,23.22,83.55,110.96,26.69,22570742539.43,1459271170.38,33.81,0.2069,7.88,0.143,15026.35,0.3575,tier1_metros
2019Q4,CL9224,9150820250.96,3052375602.33,80.36,93.82,25.41,19.29,84.2,98.21,65.44,12645509192.59,2174496734.78,95.09,0.091,47.74,0.0269,43124.75,0.3526,north
2026Q2,CL7986,65350962559.26,10362568706.9,58.52,105.44,20.61,11.19,74.4,134.19,52.05,2414771129.47,1937417341.82,33.1,0.1298,17.8,0.4058,268996.68,0.1439,export_oriented
2023Q4,CL9865,288232134820.47,75546908537.89,72.41,91.13,19.98,7.26,72.24,106.76,75.14,5983364092.1,4363170363.28,53.77,0.6782,15.82,0.5008,29661.68,0.1049,tier2_cities
2019Q3,CL6994,19441028315.92,6187392675.38,70.65,99.3,25.7,19.98,78.28,66.83,30.68,15190034483.04,3729684999.18,47.12,0.478,43.3,0.2263,51341.68,0.3,east
2024Q1,CL6690,21933814245.49,5439995808.81,67.37,115.28,23.46,4.61,79.16,82.11,50.68,1546153678.19,1556202525.03,37.55,0.2225,11.62,0.4398,17023.48,0.3373,export_oriented
2016Q2,CL2961,34998702898.5,9048560720.55,77.25,97.01,30.31,17.65,76.02,87.01,84.63,71326747046.81,3837214364.17,38.84,0.4196,53.55,0.1882,30522.48,0.1371,rural
2024Q3,CL7184,41019624210.64,14970461133.27,85.17,123.64,0.0,16.45,98.82,102.54,54.56,4610664793.62,4193278232.92,61.51,0.2484,33.21,0.6014,68527.45,0.2664,export_oriented
2024Q3,CL1799,144782906567.35,39352056384.73,71.08,70.91,37.94,16.03,58.46,96.31,65.77,57878570857.24,1668849208.79,59.33,0.1341,20.89,0.2327,37161.51,0.1476,south
2020Q1,CL9954,96875986394.68,27303741188.82,92.43,93.4,12.43,34.68,91.23,84.35,47.72,11615142375.33,1062392566.11,34.36,0.2437,33.82,0.1006,14239.59,0.182,domestic_focused
2025Q1,CL7916,53368469064.34,11668015479.24,76.47,100.99,19.98,35.41,85.91,104.02,40.61,28547145027.54,8591968107.18,16.78,0.272,63.85,0.6459,28234.0,0.2412,west
2017Q2,CL8961,43843997612.89,10136239937.3,62.86,114.38,0.0,27.37,98.38,116.63,63.72,39906850953.28,6606462359.46,24.32,0.5492,46.09,0.3332,35200.63,1.0775,tier1_metros
2026Q4,CL9845,49549708013.01,15485393177.73,72.99,95.87,26.32,29.78,84.81,91.3,50.34,8882130696.37,649050992.06,37.93,0.1483,27.06,0.3382,17738.52,0.8323,tier2_cities
2025Q4,CL6910,186867650124.15,14788124125.89,62.58,105.98,16.97,35.37,95.37,100.76,33.88,52085880729.41,1410589260.28,15.26,0.3194,24.42,0.2672,30841.0,0.0689,tier1_metros
2023Q3,CL4447,86980077888.65,26974055835.34,63.3,112.03,28.11,35.88,82.09,104.0,54.44,19956533849.31,4370840987.07,39.95,0.3979,46.25,0.2986,63184.83,0.0865,north
2017Q2,CL8613,38176049440.69,11195414918.66,81.32,98.04,8.23,9.5,77.5,93.69,47.98,33197942423.68,3817141049.5,43.27,0.4553,21.21,0.2933,35004.37,0.114,north
2021Q4,CL1120,57921090471.24,19733806110.92,85.35,94.87,36.88,10.07,61.47,121.57,62.62,7987194217.68,358661267.47,43.77,0.6043,46.34,0.2555,51201.48,0.1104,export_oriented
2015Q4,CL8245,27658379375.65,7968292633.52,75.95,101.42,8.15,1.95,95.47,104.4,28.32,35561660331.27,6359198156.48,50.07,0.326,43.4,0.4432,84067.26,0.6986,north
2025Q3,CL7883,34452616875.0,2929452032.41,60.45,90.05,36.96,21.0,64.52,84.33,68.48,5521818449.37,381437981.38,71.61,0.3844,24.97,0.3747,10707.05,0.0751,national
2019Q2,CL5343,49236332327.23,9036321624.85,67.17,95.26,19.51,38.1,83.84,108.09,19.56,22939287692.67,1348611404.59,68.92,0.2339,54.74,0.2293,66724.9,0.2263,south
2023Q2,CL8025,41381405122.13,7220464397.25,63.31,95.56,29.83,12.82,70.94,108.77,49.61,37710085786.33,739592379.4,25.27,0.3185,39.59,0.3628,18930.61,0.8735,south
2023Q4,CL2775,394629466927.84,54844401197.19,83.84,81.07,27.86,8.87,67.99,126.42,70.69,18039306743.77,323911266.9,37.7,0.2799,35.73,0.1716,16182.45,0.2025,national
2017Q3,CL1247,16007333027.28,5959210717.9,48.84,92.83,22.66,24.01,84.89,100.62,60.92,6660742350.13,665085374.3,67.41,0.4016,60.24,0.5541,13988.8,0.1474,east
2023Q4,CL9058,64319157703.55,21460498900.96,80.91,104.25,20.37,12.06,79.29,103.31,6.63,25641879063.85,3374531596.48,29.24,0.5761,48.34,0.2653,12328.62,0.1388,north
2025Q3,CL1701,15143256832.6,5581082686.2,76.16,106.75,21.11,15.83,77.62,109.14,35.44,14253533536.87,1851708277.43,45.95,0.3275,54.45,0.3595,30093.82,1.2879,rural
2021Q1,CL3834,7636303964.71,1891035299.14,61.57,93.33,33.87,13.15,62.33,90.69,71.03,5273199527.25,3951039480.9,34.13,0.1412,60.47,0.3262,65135.67,0.4773,east
2023Q1,CL1096,18308555587.17,5804739527.05,61.95,107.32,16.74,26.73,79.74,104.18,63.02,55625425794.71,2508656221.51,9.31,0.4401,31.82,0.5667,104441.23,0.2651,north
2015Q1,CL6179,72365317088.13,17289724616.99,72.73,108.3,2.86,18.19,99.49,109.02,37.73,20665024689.32,6037927115.09,40.46,0.0938,33.03,0.151,66791.68,0.1243,national
2024Q1,CL4427,15854226966.66,3830467669.67,84.43,106.53,0.0,13.22,100.0,83.14,44.07,12172266228.33,978432159.33,51.07,0.495,28.04,0.4341,34509.48,0.9099,domestic_focused
2015Q2,CL3910,26590032281.7,6730923999.54,83.24,102.98,11.3,32.27,91.45,96.43,42.52,21205839794.88,6175849835.86,55.89,0.5743,33.44,0.3469,10553.11,0.3229,tier2_cities
2020Q3,CL3749,68030813623.05,20418317991.97,75.78,79.82,24.31,9.03,64.68,109.67,57.21,19574059724.83,10436852276.63,26.47,0.2968,61.88,0.4095,6761.25,0.1159,rural
2023Q4,CL9256,19933800891.05,6209632381.21,98.0,124.44,0.0,16.32,98.24,117.8,48.76,30192351765.74,2523605088.57,40.35,0.0338,39.96,0.1481,19849.84,0.3519,export_oriented
2019Q1,CL1786,21240403463.11,5141097367.38,60.69,119.36,22.74,21.9,66.65,128.28,55.98,6222807794.62,838672225.69,24.57,0.1874,15.18,0.0518,81823.73,0.0418,domestic_focused
2024Q1,CL6588,30004025669.01,3573639495.27,78.39,85.77,35.33,38.06,71.75,111.16,58.25,12126322483.01,272327526.86,69.78,0.3957,44.66,0.4138,21184.45,0.3597,domestic_focused
2022Q1,CL7975,56004569512.38,19640362676.43,52.35,107.67,26.62,19.07,65.67,89.77,59.71,14733695251.86,1381791198.35,42.45,0.2864,65.68,0.1691,43326.16,0.1953,west
2020Q4,CL1408,26477676327.49,7647835663.85,76.21,111.07,29.47,14.41,66.57,87.06,28.62,14061586344.21,1494668529.35,50.98,0.2462,51.62,0.1467,49007.02,0.6499,national
2015Q4,CL6835,65006608641.69,12175878751.58,78.19,96.91,7.06,10.7,87.85,94.36,36.57,15489657007.4,6860925586.2,59.56,0.1359,64.38,0.1611,55486.57,0.5347,tier1_metros
2022Q4,CL3871,70789095519.98,10532200031.5,71.02,70.0,31.34,5.39,67.28,73.1,48.02,6032053604.19,20674671774.28,68.41,0.1921,60.07,0.173,36747.32,0.2129,east
2023Q4,CL7428,34925457540.09,9472341898.25,69.3,90.46,32.71,26.14,72.72,131.74,78.59,13327563301.11,16154761377.53,54.91,0.0806,25.14,0.1808,33655.66,0.1462,domestic_focused
2018Q1,CL7075,83003848851.11,22185857607.6,79.25,108.61,4.52,51.6,83.03,107.35,71.61,11592982593.24,8300020949.09,74.56,0.1025,57.96,0.2859,42547.81,0.3007,north
2016Q1,CL1622,23944378431.85,9227441661.5,58.48,97.08,33.88,20.08,57.86,114.19,48.27,42100336402.97,1832108321.97,22.59,0.2893,42.45,0.3612,75266.41,0.3725,national
2024Q3,CL1928,35590777971.21,9733760330.77,72.0,111.36,19.21,13.82,80.0,105.17,52.31,4902236450.2,2532041078.1,55.31,0.4005,46.41,0.362,8112.33,0.2984,east
2019Q4,CL1285,48960631795.84,11815837664.83,69.07,84.91,34.76,18.9,56.61,79.82,22.85,30733082897.38,1256281879.33,24.83,0.2944,31.63,0.3197,7320.92,1.0486,rural
2026Q2,CL6601,59878062102.85,12962009819.8,55.84,85.91,21.25,6.1,86.75,110.18,41.79,71653981719.07,4202461137.77,71.94,0.1515,25.48,0.2361,157665.74,0.2449,north
2021Q1,CL7713,5709398065.54,1570694206.35,84.9,81.88,22.68,27.57,74.53,115.0,71.92,3112036227.0,3561350233.77,5.17,0.2551,13.51,0.2738,51696.27,0.3317,rural
2018Q1,CL5249,81140758036.45,14558735689.31,80.48,100.49,42.02,9.41,63.7,79.09,37.07,7532261112.48,1704741753.61,26.11,0.3529,54.76,0.2585,19819.32,0.2208,national
2017Q4,CL9139,23360918927.7,5371251654.93,71.98,70.65,9.13,5.5,92.41,88.22,58.23,10068429130.13,10053775824.4,52.33,0.5443,55.83,0.1731,63007.11,0.188,tier1_metros
2017Q2,CL2765,29982651990.41,6047061601.19,72.49,97.28,5.88,4.32,99.66,87.21,46.89,7339915630.63,707737383.94,38.79,0.0454,51.62,0.2623,62753.15,0.3752,export_oriented
2016Q2,CL6026,107933449205.29,26490877529.81,59.23,92.97,0.0,15.53,100.0,94.99,67.57,4396273417.93,5307074635.68,14.05,0.257,72.07,0.3226,27762.76,0.1845,tier2_cities
2021Q3,CL9469,7137487140.98,1408367155.93,74.59,93.31,8.42,14.11,100.0,97.42,29.98,10123111815.03,801837036.65,23.11,0.3202,24.89,0.1165,57551.96,1.448,tier1_metros
2020Q1,CL1146,22896209331.21,7492841720.92,71.16,85.9,29.06,2.16,69.47,113.59,28.95,33069635262.13,1846189782.45,33.96,0.2959,50.61,0.1306,30895.99,0.1415,national
2021Q1,CL7116,22359875093.64,4962351700.8,61.81,105.16,16.7,10.67,69.45,67.69,47.86,28182213811.98,2016729102.44,78.46,0.4795,27.28,0.3318,83106.0,0.27,domestic_focused
2026Q4,CL8521,74198461110.21,29989160010.66,63.02,100.88,13.05,2.36,78.32,104.21,55.33,9787643712.75,514007199.52,52.47,0.2065,37.18,0.2156,126265.42,0.1359,west
