demo_nativity_estimate_year,demo_nativity_puma_code,demo_nativity_nativity_category,demo_nativity_country_of_birth,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_english_proficiency_level,demo_nativity_primary_language,demo_nativity_secondary_language,demo_nativity_ancestry_first,demo_nativity_ancestry_second,demo_nativity_language_isolates_count,demo_nativity_foreign_language_speaker_count,demo_nativity_limited_english_households,demo_nativity_naturalization_rate_estimate,demo_nativity_visa_class_at_entry,demo_nativity_refugee_admission_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_cultural_linguistic_diversity_index
2020,11066,NATIVE,CHINA,1984,BORN_US,VERY_WELL,KOREAN,SPANISH,MEXICAN,ENGLISH,173,18494,945,0.381,STUDENT,0,1,1,0.201
2019,11067,FOREIGN_BORN,MEXICO,2010,NONCITIZEN,NOT_WELL,FRENCH,SPANISH,SCOTTISH,ENGLISH,71,1129,5435,0.75,OTHER,0,0,1,0.3971
2018,11068,NATIVE,MEXICO,1986,NONCITIZEN,NOT_AT_ALL,ARABIC,KOREAN,IRISH,POLISH,64,3199,5715,0.447,REFUGEE,1,1,1,0.474
2022,11069,FOREIGN_BORN,DOMINICAN_REP,2001,NATURALIZED,NOT_WELL,FRENCH,KOREAN,ITALIAN,POLISH,96,13611,2464,0.543,REFUGEE,0,1,0,0.9567
2019,11070,FOREIGN_BORN,CUBA,1996,NONCITIZEN,NATIVE,VIETNAMESE,KOREAN,INDIAN,ENGLISH,3,14817,4501,0.64,TEMP_WORK,0,0,1,0.3567
2020,11071,NATURALIZED_CITIZEN,CANADA,1980,NONCITIZEN,NATIVE,TAGALOG,NONE,NIGERIAN,MEXICAN,114,16520,468,0.73,EMPLOYMENT,0,0,1,0.5026
2017,11072,FOREIGN_BORN,CANADA,2011,BORN_US,WELL,FRENCH,VIETNAMESE,SCOTTISH,NIGERIAN,6,15080,5571,0.196,STUDENT,0,1,0,0.4234
2024,11073,NATURALIZED_CITIZEN,DOMINICAN_REP,1982,NONCITIZEN,NOT_WELL,ENGLISH,ARABIC,OTHER,OTHER,93,932,111,0.621,NA,0,1,1,0.7927
2018,11074,NATIVE,CHINA,2007,NATURALIZED,NOT_WELL,SPANISH,VIETNAMESE,CHINESE,ITALIAN,66,19669,4935,0.552,OTHER,0,1,1,0.0455
2025,11075,NATIVE,VIETNAM,2022,NATURALIZED,NOT_AT_ALL,KOREAN,TAGALOG,CHINESE,OTHER,181,14539,3903,0.803,REFUGEE,1,1,1,0.5401
2023,11076,NATIVE,OTHER,2021,NATURALIZED,VERY_WELL,ARABIC,FRENCH,ENGLISH,GERMAN,198,16548,5584,0.362,OTHER,0,0,0,0.4738
2023,11077,FOREIGN_BORN,KOREA,1994,NONCITIZEN,VERY_WELL,FRENCH,VIETNAMESE,CHINESE,NIGERIAN,89,346,5184,0.805,STUDENT,1,0,1,0.4536
2017,11078,NATURALIZED_CITIZEN,CHINA,2018,BORN_US,NATIVE,TAGALOG,NONE,NIGERIAN,ENGLISH,103,7578,3287,0.761,FAMILY,1,0,1,0.536
2018,11079,FOREIGN_BORN,MEXICO,2019,BORN_US,NOT_WELL,ARABIC,FRENCH,MEXICAN,INDIAN,151,14947,336,0.837,TEMP_WORK,1,0,1,0.8299
2021,11080,FOREIGN_BORN,OTHER,2001,NATURALIZED,NATIVE,VIETNAMESE,SPANISH,SCOTTISH,ENGLISH,121,12894,341,0.257,OTHER,1,0,1,0.3421
2019,11081,FOREIGN_BORN,VIETNAM,1998,NATURALIZED,NOT_WELL,KOREAN,VIETNAMESE,NIGERIAN,OTHER,161,14198,1548,0.873,NA,1,0,1,0.4729
2024,11082,NATURALIZED_CITIZEN,CANADA,2007,NATURALIZED,NOT_WELL,RUSSIAN,ENGLISH,MEXICAN,MEXICAN,61,4828,1869,0.491,NA,1,1,0,0.8891
2025,11083,NATURALIZED_CITIZEN,OTHER,1997,NONCITIZEN,NATIVE,VIETNAMESE,FRENCH,CHINESE,CHINESE,199,19413,3964,0.536,DIVERSITY,1,1,0,0.9154
2020,11084,FOREIGN_BORN,CUBA,2024,NONCITIZEN,NOT_WELL,ENGLISH,MANDARIN,CHINESE,NONE,56,17094,2698,0.292,STUDENT,1,0,0,0.8408
2022,11085,NATIVE,CHINA,1990,BORN_US,NOT_AT_ALL,VIETNAMESE,ARABIC,OTHER,POLISH,158,968,3726,0.851,REFUGEE,1,0,0,0.7125
2025,11086,NATURALIZED_CITIZEN,EL_SALVADOR,1992,BORN_US,NOT_WELL,TAGALOG,TAGALOG,NIGERIAN,NONE,84,5649,1369,0.29,STUDENT,1,0,1,0.9646
2021,11087,NATIVE,CANADA,2018,NATURALIZED,WELL,ARABIC,FRENCH,INDIAN,IRISH,10,14347,1197,0.583,REFUGEE,0,1,1,0.8519
2023,11088,FOREIGN_BORN,CHINA,2007,NONCITIZEN,NOT_WELL,SPANISH,HINDI,INDIAN,OTHER,29,16850,3780,0.285,NA,1,0,0,0.8843
2018,11089,FOREIGN_BORN,CHINA,1981,NATURALIZED,VERY_WELL,ARABIC,KOREAN,ITALIAN,NONE,138,2018,832,0.452,NA,1,1,1,0.0891
2020,11090,NATIVE,CANADA,2024,NONCITIZEN,WELL,MANDARIN,SPANISH,OTHER,MEXICAN,114,7111,2433,0.861,NA,0,0,1,0.0871
2025,11091,NATIVE,PHILIPPINES,2014,NATURALIZED,NOT_AT_ALL,FRENCH,OTHER,OTHER,GERMAN,179,13321,3068,0.124,TEMP_WORK,1,1,0,0.6426
2018,11092,FOREIGN_BORN,CANADA,2009,BORN_US,NOT_WELL,ARABIC,ENGLISH,ITALIAN,INDIAN,75,8504,2682,0.607,REFUGEE,0,1,1,0.8789
2020,11093,NATIVE,VIETNAM,2007,BORN_US,NATIVE,VIETNAMESE,SPANISH,ITALIAN,OTHER,105,15970,3202,0.804,FAMILY,0,1,0,0.1623
2025,11094,FOREIGN_BORN,DOMINICAN_REP,2018,BORN_US,NATIVE,MANDARIN,ENGLISH,INDIAN,INDIAN,189,1103,3068,0.393,TEMP_WORK,0,0,0,0.3405
2025,11095,FOREIGN_BORN,INDIA,2012,NONCITIZEN,WELL,VIETNAMESE,HINDI,ITALIAN,CHINESE,155,6013,2404,0.674,OTHER,1,0,0,0.9641
2022,11096,FOREIGN_BORN,CUBA,2010,NONCITIZEN,NOT_AT_ALL,KOREAN,OTHER,NIGERIAN,NONE,14,16154,5745,0.336,NA,1,0,0,0.6527
2022,11097,NATURALIZED_CITIZEN,CHINA,2010,NONCITIZEN,NOT_WELL,FRENCH,VIETNAMESE,OTHER,NIGERIAN,159,13471,1215,0.887,REFUGEE,0,0,0,0.6393
2018,11098,NATURALIZED_CITIZEN,OTHER,1989,BORN_US,NOT_AT_ALL,VIETNAMESE,NONE,IRISH,INDIAN,118,15471,2384,0.333,REFUGEE,1,0,1,0.6133
2019,11099,NATIVE,CANADA,2023,BORN_US,VERY_WELL,SPANISH,SPANISH,CHINESE,CHINESE,120,12319,1748,0.644,FAMILY,1,0,1,0.679
2017,11100,FOREIGN_BORN,PHILIPPINES,1997,BORN_US,WELL,SPANISH,TAGALOG,IRISH,MEXICAN,16,3527,4124,0.239,DIVERSITY,1,0,0,0.1518
2025,11101,FOREIGN_BORN,INDIA,2010,NATURALIZED,VERY_WELL,FRENCH,OTHER,NIGERIAN,INDIAN,46,8959,4627,0.242,TEMP_WORK,0,1,0,0.7159
2018,11102,NATIVE,CANADA,1980,NONCITIZEN,WELL,MANDARIN,NONE,SCOTTISH,INDIAN,120,19940,5982,0.905,FAMILY,0,0,1,0.073
2022,11103,NATURALIZED_CITIZEN,OTHER,2005,NATURALIZED,NATIVE,TAGALOG,ARABIC,NIGERIAN,NIGERIAN,185,15293,1145,0.155,STUDENT,1,1,1,0.2417
2020,11104,NATIVE,MEXICO,1994,BORN_US,NOT_AT_ALL,OTHER,HINDI,MEXICAN,GERMAN,92,4557,1222,0.25,EMPLOYMENT,1,0,1,0.7591
2019,11105,NATURALIZED_CITIZEN,KOREA,1986,NATURALIZED,NOT_AT_ALL,VIETNAMESE,TAGALOG,POLISH,CHINESE,198,11493,4239,0.822,TEMP_WORK,1,0,1,0.5253
2021,11106,NATURALIZED_CITIZEN,CHINA,1999,NONCITIZEN,NOT_AT_ALL,SPANISH,OTHER,ITALIAN,CHINESE,152,16770,2136,0.383,DIVERSITY,0,0,0,0.3905
2025,11107,NATIVE,CUBA,2000,BORN_US,VERY_WELL,MANDARIN,ENGLISH,NIGERIAN,ENGLISH,140,3005,2465,0.709,FAMILY,0,0,1,0.6555
2021,11108,NATIVE,CHINA,2019,BORN_US,NOT_WELL,RUSSIAN,NONE,INDIAN,POLISH,112,1326,3560,0.477,STUDENT,0,0,1,0.9733
2022,11109,NATURALIZED_CITIZEN,DOMINICAN_REP,1991,NONCITIZEN,NOT_WELL,VIETNAMESE,NONE,OTHER,MEXICAN,100,7988,547,0.47,EMPLOYMENT,1,0,1,0.1186
2021,11110,FOREIGN_BORN,CUBA,2001,NONCITIZEN,VERY_WELL,TAGALOG,MANDARIN,CHINESE,ITALIAN,11,11086,215,0.369,REFUGEE,1,0,1,0.1284
2025,11111,NATIVE,CANADA,1988,NATURALIZED,NATIVE,VIETNAMESE,OTHER,ENGLISH,NIGERIAN,44,19185,2314,0.704,DIVERSITY,0,0,0,0.3353
2023,11112,FOREIGN_BORN,VIETNAM,1992,NATURALIZED,NOT_WELL,VIETNAMESE,TAGALOG,ITALIAN,POLISH,34,1877,5633,0.227,DIVERSITY,0,1,1,0.8473
2021,11113,FOREIGN_BORN,PHILIPPINES,2014,BORN_US,NATIVE,VIETNAMESE,NONE,SCOTTISH,ENGLISH,85,12116,5347,0.468,TEMP_WORK,1,0,0,0.658
2025,11114,NATIVE,KOREA,1990,NONCITIZEN,NOT_AT_ALL,TAGALOG,VIETNAMESE,OTHER,GERMAN,78,10820,2271,0.68,NA,1,1,0,0.7291
2023,11115,NATURALIZED_CITIZEN,CANADA,1993,BORN_US,VERY_WELL,VIETNAMESE,VIETNAMESE,GERMAN,GERMAN,6,4255,3013,0.925,REFUGEE,0,1,1,0.7714
2018,11116,NATURALIZED_CITIZEN,MEXICO,2010,NONCITIZEN,NOT_AT_ALL,OTHER,ENGLISH,IRISH,GERMAN,118,13647,5294,0.216,EMPLOYMENT,1,1,1,0.4354
2024,11117,NATIVE,VIETNAM,1982,NATURALIZED,NOT_AT_ALL,RUSSIAN,VIETNAMESE,GERMAN,IRISH,197,8985,1359,0.206,TEMP_WORK,0,1,1,0.2976
2023,11118,NATIVE,DOMINICAN_REP,2022,NATURALIZED,NATIVE,ENGLISH,ENGLISH,IRISH,ITALIAN,172,2655,3019,0.74,REFUGEE,1,0,1,0.7024
2018,11119,FOREIGN_BORN,CUBA,2015,BORN_US,NOT_WELL,FRENCH,MANDARIN,CHINESE,INDIAN,189,16094,3212,0.212,EMPLOYMENT,1,0,0,0.4716
2019,11120,FOREIGN_BORN,KOREA,2002,BORN_US,VERY_WELL,KOREAN,ENGLISH,ENGLISH,MEXICAN,121,10655,2234,0.702,DIVERSITY,0,1,0,0.9813
2024,11121,NATIVE,DOMINICAN_REP,2001,NONCITIZEN,VERY_WELL,RUSSIAN,VIETNAMESE,MEXICAN,OTHER,48,2971,941,0.154,TEMP_WORK,1,0,0,0.2838
2021,11122,FOREIGN_BORN,CUBA,1994,BORN_US,WELL,RUSSIAN,KOREAN,CHINESE,NIGERIAN,197,2306,507,0.359,EMPLOYMENT,1,1,0,0.4535
2018,11123,FOREIGN_BORN,CHINA,2025,NONCITIZEN,NOT_WELL,ENGLISH,OTHER,OTHER,POLISH,126,17107,1038,0.648,OTHER,1,0,1,0.1166
2023,11124,FOREIGN_BORN,CHINA,2010,NONCITIZEN,NOT_AT_ALL,MANDARIN,NONE,ITALIAN,ENGLISH,82,5569,5998,0.704,FAMILY,1,1,1,0.2809
2018,11125,NATIVE,EL_SALVADOR,2024,NONCITIZEN,NOT_WELL,MANDARIN,FRENCH,SCOTTISH,OTHER,132,15119,2005,0.823,TEMP_WORK,0,0,1,0.428
2019,11126,NATURALIZED_CITIZEN,CUBA,1993,BORN_US,NATIVE,FRENCH,HINDI,INDIAN,GERMAN,46,17672,4445,0.847,DIVERSITY,0,1,0,0.3254
2017,11127,FOREIGN_BORN,CANADA,2009,BORN_US,VERY_WELL,TAGALOG,HINDI,GERMAN,NIGERIAN,96,12464,4885,0.146,EMPLOYMENT,1,1,1,0.323
2025,11128,NATURALIZED_CITIZEN,INDIA,2024,BORN_US,NOT_AT_ALL,KOREAN,OTHER,ITALIAN,NIGERIAN,148,8980,1515,0.128,NA,1,1,1,0.9746
2021,11129,FOREIGN_BORN,INDIA,2003,BORN_US,NOT_WELL,HINDI,TAGALOG,ENGLISH,CHINESE,78,10842,1932,0.111,STUDENT,1,1,0,0.6066
2025,11130,NATIVE,DOMINICAN_REP,1998,NONCITIZEN,NOT_WELL,ENGLISH,HINDI,NIGERIAN,ENGLISH,154,8618,2685,0.751,EMPLOYMENT,1,1,0,0.2337
2017,11131,NATURALIZED_CITIZEN,INDIA,1986,BORN_US,NATIVE,FRENCH,MANDARIN,GERMAN,OTHER,4,17395,2760,0.971,EMPLOYMENT,0,0,0,0.0048
2018,11132,NATIVE,CANADA,2024,NATURALIZED,NATIVE,KOREAN,MANDARIN,NIGERIAN,GERMAN,150,9020,420,0.787,OTHER,1,1,1,0.893
2025,11133,NATIVE,VIETNAM,1997,NONCITIZEN,NOT_AT_ALL,ARABIC,ARABIC,GERMAN,NONE,173,8670,2072,0.2,OTHER,0,0,1,0.6079
2024,11134,NATURALIZED_CITIZEN,KOREA,1990,NONCITIZEN,NOT_AT_ALL,TAGALOG,ARABIC,ITALIAN,OTHER,40,18248,424,0.755,TEMP_WORK,0,0,0,0.2795
2017,11135,NATIVE,KOREA,2004,BORN_US,WELL,HINDI,NONE,POLISH,POLISH,192,11989,1343,0.745,TEMP_WORK,0,1,0,0.2912
2022,11136,NATURALIZED_CITIZEN,MEXICO,2018,NATURALIZED,VERY_WELL,HINDI,OTHER,CHINESE,MEXICAN,54,12646,4857,0.831,NA,1,0,0,0.2774
2021,11137,NATURALIZED_CITIZEN,CHINA,2009,NATURALIZED,WELL,FRENCH,TAGALOG,ITALIAN,MEXICAN,47,540,270,0.268,DIVERSITY,0,1,1,0.2367
2019,11138,NATIVE,CUBA,1991,BORN_US,WELL,KOREAN,FRENCH,INDIAN,ITALIAN,69,13478,1773,0.766,EMPLOYMENT,1,0,0,0.1564
2020,11139,NATIVE,CHINA,2000,NONCITIZEN,NOT_WELL,VIETNAMESE,SPANISH,INDIAN,MEXICAN,86,15419,4456,0.55,REFUGEE,0,1,1,0.094
2025,11140,NATIVE,MEXICO,1989,NATURALIZED,NOT_WELL,TAGALOG,TAGALOG,INDIAN,ITALIAN,166,4791,2840,0.454,STUDENT,0,0,1,0.2912
2025,11141,NATIVE,INDIA,2013,BORN_US,NOT_AT_ALL,KOREAN,OTHER,MEXICAN,MEXICAN,144,10622,4736,0.27,REFUGEE,0,0,0,0.8707
2022,11142,FOREIGN_BORN,CANADA,2004,NONCITIZEN,NOT_WELL,RUSSIAN,KOREAN,OTHER,ITALIAN,13,18519,2981,0.904,TEMP_WORK,0,1,0,0.113
2025,11143,FOREIGN_BORN,KOREA,2024,NONCITIZEN,NOT_WELL,ARABIC,HINDI,INDIAN,INDIAN,14,15577,905,0.637,REFUGEE,1,1,1,0.2638
2024,11144,FOREIGN_BORN,MEXICO,2002,NONCITIZEN,VERY_WELL,MANDARIN,NONE,MEXICAN,NONE,41,7265,3683,0.905,OTHER,1,1,0,0.2924
2024,11145,NATURALIZED_CITIZEN,KOREA,1990,NONCITIZEN,NOT_WELL,KOREAN,FRENCH,IRISH,GERMAN,195,19244,3195,0.413,REFUGEE,1,0,0,0.3101
2020,11146,NATURALIZED_CITIZEN,INDIA,2012,BORN_US,NATIVE,KOREAN,ARABIC,OTHER,MEXICAN,169,10102,5320,0.372,DIVERSITY,1,0,1,0.2302
2021,11147,FOREIGN_BORN,INDIA,2016,NATURALIZED,NOT_AT_ALL,OTHER,FRENCH,SCOTTISH,NONE,116,10151,1078,0.389,FAMILY,1,1,0,0.1553
2024,11148,NATURALIZED_CITIZEN,MEXICO,2000,NONCITIZEN,VERY_WELL,RUSSIAN,HINDI,OTHER,MEXICAN,197,6914,5726,0.468,STUDENT,0,1,1,0.2434
2019,11149,NATIVE,CHINA,2011,NATURALIZED,WELL,RUSSIAN,TAGALOG,CHINESE,CHINESE,18,18833,1122,0.438,FAMILY,1,1,1,0.8969
2024,11150,NATURALIZED_CITIZEN,INDIA,2001,NATURALIZED,NATIVE,ARABIC,SPANISH,MEXICAN,IRISH,177,18339,3841,0.399,FAMILY,1,0,0,0.498
2023,11151,NATIVE,CANADA,1996,NATURALIZED,NATIVE,MANDARIN,NONE,ENGLISH,CHINESE,107,13636,2329,0.157,NA,1,0,0,0.9239
2024,11152,FOREIGN_BORN,PHILIPPINES,2023,BORN_US,WELL,RUSSIAN,SPANISH,IRISH,ITALIAN,165,13205,5030,0.601,DIVERSITY,0,0,0,0.6777
2018,11153,NATIVE,CUBA,2015,BORN_US,NATIVE,VIETNAMESE,HINDI,ITALIAN,POLISH,22,15681,2993,0.873,EMPLOYMENT,1,0,0,0.5056
2017,11154,FOREIGN_BORN,CANADA,2007,NONCITIZEN,NOT_WELL,SPANISH,FRENCH,CHINESE,INDIAN,137,15030,2170,0.19,EMPLOYMENT,0,1,0,0.4018
2018,11155,FOREIGN_BORN,PHILIPPINES,2022,BORN_US,NOT_AT_ALL,ARABIC,TAGALOG,IRISH,NONE,45,7213,4522,0.469,DIVERSITY,0,0,1,0.8723
2021,11156,NATURALIZED_CITIZEN,VIETNAM,2023,NATURALIZED,NATIVE,SPANISH,MANDARIN,MEXICAN,ITALIAN,188,13190,4592,0.641,TEMP_WORK,1,1,1,0.5287
2025,11157,NATIVE,OTHER,1996,BORN_US,WELL,OTHER,VIETNAMESE,CHINESE,ITALIAN,103,1519,3306,0.505,DIVERSITY,0,0,0,0.3312
2024,11158,FOREIGN_BORN,VIETNAM,1993,NATURALIZED,VERY_WELL,TAGALOG,FRENCH,INDIAN,NIGERIAN,13,13223,4481,0.576,OTHER,1,1,0,0.022
2023,11159,NATIVE,DOMINICAN_REP,2006,NONCITIZEN,NOT_WELL,KOREAN,VIETNAMESE,INDIAN,INDIAN,136,6235,1321,0.277,TEMP_WORK,0,0,0,0.5416
2020,11160,FOREIGN_BORN,CUBA,1986,NONCITIZEN,NOT_WELL,HINDI,VIETNAMESE,SCOTTISH,ENGLISH,21,5537,3205,0.929,TEMP_WORK,0,0,0,0.6208
2019,11161,NATURALIZED_CITIZEN,CUBA,2010,NONCITIZEN,NOT_WELL,SPANISH,NONE,GERMAN,CHINESE,195,3652,4444,0.377,TEMP_WORK,1,0,0,0.6178
2020,11162,NATIVE,CUBA,1991,BORN_US,NATIVE,RUSSIAN,SPANISH,SCOTTISH,ITALIAN,88,3999,341,0.364,STUDENT,1,0,1,0.8485
2024,11163,NATURALIZED_CITIZEN,INDIA,1981,NATURALIZED,WELL,ARABIC,VIETNAMESE,IRISH,MEXICAN,110,18003,845,0.503,REFUGEE,0,0,1,0.5171
2024,11164,NATURALIZED_CITIZEN,INDIA,2001,NATURALIZED,VERY_WELL,OTHER,ARABIC,OTHER,INDIAN,16,3583,1741,0.171,FAMILY,0,0,1,0.7763
2022,11165,FOREIGN_BORN,VIETNAM,1987,BORN_US,VERY_WELL,KOREAN,TAGALOG,CHINESE,NIGERIAN,177,12623,870,0.963,NA,0,0,1,0.7601
2020,11166,NATIVE,CUBA,1995,BORN_US,NOT_WELL,MANDARIN,ARABIC,OTHER,POLISH,33,1405,5802,0.527,OTHER,0,0,1,0.0951
2019,11167,NATURALIZED_CITIZEN,CHINA,2004,NATURALIZED,NOT_WELL,FRENCH,VIETNAMESE,INDIAN,IRISH,110,18478,638,0.489,EMPLOYMENT,0,0,0,0.4518
2024,11168,NATIVE,CHINA,1982,BORN_US,NATIVE,SPANISH,KOREAN,INDIAN,NIGERIAN,167,2204,4131,0.947,TEMP_WORK,1,1,0,0.4849
2018,11169,FOREIGN_BORN,CHINA,2009,BORN_US,VERY_WELL,KOREAN,OTHER,ITALIAN,NONE,196,6687,2409,0.494,OTHER,0,0,1,0.7272
2024,11170,NATIVE,VIETNAM,2024,BORN_US,NOT_AT_ALL,ARABIC,TAGALOG,NIGERIAN,CHINESE,80,2500,141,0.831,TEMP_WORK,1,0,0,0.3346
2021,11171,FOREIGN_BORN,DOMINICAN_REP,1998,NONCITIZEN,WELL,RUSSIAN,KOREAN,MEXICAN,ITALIAN,141,9860,4534,0.176,NA,0,0,0,0.8087
2025,11172,FOREIGN_BORN,KOREA,2008,NATURALIZED,VERY_WELL,OTHER,KOREAN,INDIAN,ENGLISH,8,17476,4036,0.25,OTHER,0,1,1,0.5998
2024,11173,NATIVE,VIETNAM,1984,NATURALIZED,WELL,VIETNAMESE,NONE,GERMAN,GERMAN,110,17231,4056,0.553,DIVERSITY,0,0,0,0.093
2019,11174,FOREIGN_BORN,CUBA,1999,NONCITIZEN,NOT_AT_ALL,HINDI,VIETNAMESE,SCOTTISH,ENGLISH,152,17715,2248,0.947,DIVERSITY,1,0,1,0.502
2020,11175,FOREIGN_BORN,OTHER,2012,NONCITIZEN,VERY_WELL,OTHER,VIETNAMESE,NIGERIAN,ITALIAN,114,12100,1221,0.731,REFUGEE,1,1,1,0.8049
2025,11176,FOREIGN_BORN,VIETNAM,1980,NONCITIZEN,WELL,HINDI,OTHER,POLISH,OTHER,64,13020,726,0.252,DIVERSITY,0,1,1,0.9269
2022,11177,NATURALIZED_CITIZEN,PHILIPPINES,2011,NONCITIZEN,NOT_WELL,FRENCH,OTHER,SCOTTISH,NONE,101,5149,4174,0.937,FAMILY,1,1,1,0.0595
2025,11178,NATURALIZED_CITIZEN,CHINA,2008,NONCITIZEN,VERY_WELL,MANDARIN,FRENCH,NIGERIAN,MEXICAN,69,19109,1865,0.528,OTHER,0,1,1,0.5861
2019,11179,NATIVE,MEXICO,2017,NONCITIZEN,NOT_AT_ALL,ENGLISH,ARABIC,NIGERIAN,ENGLISH,131,13536,5629,0.653,EMPLOYMENT,0,0,1,0.7964
2024,11180,NATURALIZED_CITIZEN,KOREA,2002,BORN_US,WELL,TAGALOG,ARABIC,OTHER,CHINESE,107,1479,3641,0.967,TEMP_WORK,0,1,0,0.3824
2025,11181,FOREIGN_BORN,MEXICO,1989,NONCITIZEN,VERY_WELL,OTHER,MANDARIN,NIGERIAN,MEXICAN,17,1957,4666,0.704,TEMP_WORK,1,0,1,0.3921
2017,11182,NATURALIZED_CITIZEN,CHINA,1991,NATURALIZED,NOT_AT_ALL,MANDARIN,NONE,OTHER,ITALIAN,124,6438,4644,0.551,REFUGEE,1,0,1,0.7915
2025,11183,NATURALIZED_CITIZEN,DOMINICAN_REP,2014,NATURALIZED,NOT_WELL,OTHER,OTHER,SCOTTISH,POLISH,15,1331,1959,0.844,TEMP_WORK,0,1,1,0.0349
2018,11184,NATIVE,VIETNAM,1988,NATURALIZED,NATIVE,KOREAN,HINDI,ITALIAN,OTHER,196,3850,3642,0.936,OTHER,1,1,1,0.2073
2021,11185,FOREIGN_BORN,MEXICO,1990,NATURALIZED,NOT_WELL,SPANISH,FRENCH,INDIAN,GERMAN,3,7699,227,0.961,REFUGEE,1,1,0,0.9742
2019,11186,NATIVE,PHILIPPINES,1990,BORN_US,VERY_WELL,KOREAN,NONE,IRISH,CHINESE,189,12845,246,0.965,OTHER,0,1,1,0.6149
2017,11187,FOREIGN_BORN,OTHER,2017,NATURALIZED,VERY_WELL,RUSSIAN,SPANISH,CHINESE,OTHER,122,4113,822,0.485,STUDENT,0,0,1,0.8177
2021,11188,NATIVE,CUBA,1983,BORN_US,NATIVE,VIETNAMESE,MANDARIN,CHINESE,NONE,79,4915,1499,0.763,REFUGEE,0,1,0,0.7818
2023,11189,FOREIGN_BORN,CANADA,1998,BORN_US,NATIVE,ENGLISH,OTHER,ITALIAN,INDIAN,22,19868,3230,0.734,EMPLOYMENT,1,1,0,0.863
2018,11190,NATURALIZED_CITIZEN,DOMINICAN_REP,2000,BORN_US,WELL,HINDI,TAGALOG,OTHER,INDIAN,50,7710,2586,0.127,FAMILY,1,1,0,0.6112
2018,11191,FOREIGN_BORN,CANADA,1985,NATURALIZED,NATIVE,MANDARIN,SPANISH,SCOTTISH,NONE,195,6517,907,0.59,DIVERSITY,1,1,1,0.1657
2019,11192,NATIVE,CUBA,2002,BORN_US,NATIVE,VIETNAMESE,MANDARIN,SCOTTISH,IRISH,148,10994,3064,0.647,FAMILY,1,1,1,0.5867
2024,11193,NATURALIZED_CITIZEN,PHILIPPINES,2023,NATURALIZED,NATIVE,HINDI,TAGALOG,ITALIAN,ITALIAN,97,18176,2522,0.213,NA,0,0,1,0.3263
2022,11194,NATIVE,KOREA,2018,BORN_US,NOT_WELL,ENGLISH,SPANISH,POLISH,ITALIAN,89,4741,4187,0.922,FAMILY,0,1,0,0.7787
2019,11195,FOREIGN_BORN,EL_SALVADOR,1986,NATURALIZED,WELL,TAGALOG,NONE,CHINESE,POLISH,107,18704,5855,0.118,EMPLOYMENT,1,1,1,0.6586
2019,11196,NATIVE,PHILIPPINES,2024,BORN_US,NATIVE,HINDI,VIETNAMESE,MEXICAN,GERMAN,102,11387,2055,0.193,STUDENT,1,0,1,0.1307
2023,11197,NATURALIZED_CITIZEN,OTHER,2015,BORN_US,WELL,TAGALOG,TAGALOG,MEXICAN,INDIAN,154,11784,4595,0.453,TEMP_WORK,1,0,0,0.8269
2019,11198,NATIVE,CHINA,2018,NATURALIZED,NATIVE,ENGLISH,FRENCH,ENGLISH,GERMAN,139,1088,2834,0.974,REFUGEE,1,1,0,0.5357
2018,11199,FOREIGN_BORN,OTHER,1994,NONCITIZEN,WELL,OTHER,MANDARIN,POLISH,ITALIAN,19,9201,2259,0.126,STUDENT,1,0,0,0.6471
2021,11200,NATIVE,INDIA,1988,BORN_US,WELL,RUSSIAN,OTHER,NIGERIAN,INDIAN,172,18097,5195,0.297,STUDENT,0,1,1,0.2363
2024,11201,NATURALIZED_CITIZEN,VIETNAM,2001,NATURALIZED,NATIVE,FRENCH,TAGALOG,SCOTTISH,CHINESE,44,7474,2552,0.407,STUDENT,1,0,0,0.6071
2017,11202,NATURALIZED_CITIZEN,KOREA,1990,BORN_US,NATIVE,HINDI,HINDI,ENGLISH,NONE,164,10309,4127,0.883,DIVERSITY,0,1,1,0.2558
2017,11203,FOREIGN_BORN,DOMINICAN_REP,2014,BORN_US,WELL,SPANISH,SPANISH,GERMAN,OTHER,167,15953,41,0.833,FAMILY,1,0,0,0.5148
2017,11204,NATURALIZED_CITIZEN,MEXICO,1996,NONCITIZEN,VERY_WELL,VIETNAMESE,ENGLISH,CHINESE,INDIAN,87,11204,319,0.166,NA,1,0,1,0.4908
2020,11205,FOREIGN_BORN,CHINA,1988,BORN_US,WELL,TAGALOG,MANDARIN,OTHER,CHINESE,146,4557,2375,0.645,FAMILY,1,1,1,0.7311
2024,11206,FOREIGN_BORN,KOREA,2013,NATURALIZED,NOT_WELL,HINDI,TAGALOG,CHINESE,NIGERIAN,117,249,3011,0.911,STUDENT,1,1,1,0.0856
2024,11207,NATIVE,KOREA,2025,BORN_US,NOT_AT_ALL,OTHER,FRENCH,NIGERIAN,ITALIAN,145,12817,5354,0.33,STUDENT,0,0,1,0.1029
2022,11208,FOREIGN_BORN,CHINA,1998,NATURALIZED,WELL,HINDI,OTHER,CHINESE,POLISH,5,12134,2587,0.529,OTHER,1,0,0,0.5272
