trans_transit_service_date,trans_transit_agency_gtfs_id,trans_transit_route_id,trans_transit_route_type,trans_transit_scheduled_trips_count,trans_transit_actual_trips_count,trans_transit_on_time_performance_pct,trans_transit_headway_minutes_avg,trans_transit_passenger_boardings,trans_transit_passenger_alightings,trans_transit_load_factor_peak,trans_transit_vehicle_miles_traveled,trans_transit_vehicle_hours_traveled,trans_transit_revenue_miles_traveled,trans_transit_farebox_revenue_usd,trans_transit_fare_evasion_estimate_pct,trans_transit_service_disruption_minutes,trans_transit_accessibility_compliance_pct,trans_transit_operator_absence_rate,trans_transit_customer_complaints_count
2021-06-25,GTFS00008,R0000907,BUS,231,228,60.19,35.63,85455,64180,0.191,20100.53,723.01,16589.27,4043236.24,8.33,58,73.84,12.35,1259
2021-06-26,GTFS00009,R0000908,FERRY,414,364,57.43,35.48,92503,148666,1.681,13920.1,452.53,13416.97,6346494.74,8.8,164,98.74,12.63,5508
2021-06-27,GTFS00010,R0000909,RAIL,1390,1222,94.16,12.3,57803,194219,1.605,4220.61,17406.86,3006.56,475240.23,6.53,119,98.6,8.59,265
2021-06-28,GTFS00011,R0000910,BUS,853,820,85.99,32.93,99572,28521,1.217,21183.59,8149.25,14698.82,4397228.69,15.85,120,92.59,10.63,253
2021-06-29,GTFS00012,R0000911,RAIL,156,134,77.65,20.76,66796,140976,0.919,4722.11,3084.12,3828.15,4820703.99,1.12,416,99.34,8.48,1298
2021-06-30,GTFS00013,R0000912,FERRY,258,200,59.93,9.0,126844,117584,1.719,4410.66,16958.44,4053.27,6915678.9,3.52,140,89.63,4.54,2749
2021-07-01,GTFS00014,R0000913,BUS,863,775,92.02,15.91,42797,229397,1.396,20569.94,12034.33,13038.46,2225909.16,8.2,384,93.52,17.08,4972
2021-07-02,GTFS00015,R0000914,BUS,850,826,70.14,24.2,214899,182663,1.106,6307.81,1236.34,5407.29,172644.85,10.22,171,81.94,8.3,2103
2021-07-03,GTFS00016,R0000915,BUS,265,202,62.58,29.34,201347,166418,1.061,8636.73,7893.54,8027.97,6298369.06,0.89,143,82.78,7.42,6135
2021-07-04,GTFS00017,R0000916,GONDOLA,799,776,61.08,30.35,47019,44155,1.666,7122.76,1646.08,5310.48,5576884.22,11.17,176,84.62,4.11,1388
2021-07-05,GTFS00018,R0000917,FERRY,1074,1023,62.93,15.52,43030,138619,0.358,2185.52,5398.64,1733.31,6281701.29,2.17,311,84.35,15.5,3248
2021-07-06,GTFS00019,R0000918,RAIL,667,625,67.94,20.14,8688,199105,1.024,8337.86,10230.99,5554.52,611596.01,12.58,187,98.73,3.68,3470
2021-07-07,GTFS00020,R0000919,BUS,14,12,58.14,39.51,34126,102713,1.68,5413.36,6647.15,5295.87,2986635.73,12.02,39,71.97,8.89,6353
2021-07-08,GTFS00021,R0000920,SUBWAY,530,423,79.95,33.6,126578,75676,1.421,13254.22,5729.09,11762.58,430924.7,5.65,281,74.65,17.5,5218
2021-07-09,GTFS00022,R0000921,BUS,1199,1156,91.35,31.39,8394,126285,0.331,7491.26,10966.64,6762.11,5666459.29,2.35,2,86.4,1.17,2860
2021-07-10,GTFS00023,R0000922,BUS,1093,930,93.51,20.66,12904,189725,0.193,8187.77,846.52,7114.45,712885.32,16.44,194,78.39,0.3,6010
2021-07-11,GTFS00024,R0000923,BUS,1420,1167,73.62,33.77,86683,95786,0.632,3942.73,17841.09,3524.83,5875596.87,17.65,295,81.29,11.43,3553
2021-07-12,GTFS00025,R0000924,SUBWAY,1331,1061,61.57,4.41,213599,202373,0.869,4021.18,10984.99,4004.01,4484090.83,9.14,133,74.52,11.06,310
2021-07-13,GTFS00026,R0000925,SUBWAY,478,409,87.12,35.26,179453,166636,1.566,11018.18,649.82,7698.02,4714964.29,3.56,107,77.49,10.68,2952
2021-07-14,GTFS00027,R0000926,BUS,892,781,96.56,27.16,118235,133816,1.365,8318.42,14177.11,7806.67,6919070.75,3.68,116,74.04,1.22,2140
2021-07-15,GTFS00028,R0000927,BUS,1299,1200,58.27,27.92,118327,209653,1.61,7919.43,2075.03,6494.92,2051464.76,15.64,430,72.95,15.82,944
2021-07-16,GTFS00029,R0000928,BUS,38,36,68.35,37.41,43218,179681,1.136,9823.62,3569.66,7280.29,4981597.78,1.28,283,89.28,3.08,3412
2021-07-17,GTFS00030,R0000929,BUS,99,82,98.77,38.18,193763,19061,0.309,1688.67,3117.26,1653.53,3952895.79,8.07,63,96.49,3.86,4175
2021-07-18,GTFS00031,R0000930,BUS,99,89,92.63,39.08,165236,99381,0.379,8085.21,15975.33,6294.15,1790486.73,5.84,285,95.85,8.44,3580
2021-07-19,GTFS00032,R0000931,SUBWAY,1189,1033,61.14,22.13,100642,13464,1.587,6067.79,13761.67,3910.94,6823411.14,1.01,254,92.06,11.2,963
2021-07-20,GTFS00033,R0000932,BUS,812,749,93.36,31.1,244558,64875,1.74,12605.28,6191.42,9580.72,4742138.72,9.8,402,80.41,6.07,4566
2021-07-21,GTFS00034,R0000933,BUS,223,194,55.67,28.8,159528,32189,0.967,11169.5,9149.14,7275.85,5571957.32,11.33,294,73.55,5.46,905
2021-07-22,GTFS00035,R0000934,BUS,504,480,82.72,17.86,236754,77354,0.915,21710.82,13351.52,15276.79,4420342.05,17.24,334,73.8,5.5,3467
2021-07-23,GTFS00036,R0000935,FERRY,458,406,85.94,22.69,14384,162296,1.379,11375.94,15428.13,7451.19,7208645.01,12.96,249,87.77,6.04,6414
2021-07-24,GTFS00037,R0000936,BUS,799,641,86.45,22.99,18243,141540,0.309,3260.92,1023.32,3229.75,4355045.24,12.87,3,92.8,15.95,3972
2021-07-25,GTFS00038,R0000937,SUBWAY,745,660,63.48,15.81,86150,120675,0.192,9278.9,7381.96,7678.69,6834266.81,4.29,48,82.82,0.03,5927
2021-07-26,GTFS00039,R0000938,BUS,657,563,78.37,34.29,5294,121117,1.66,6684.91,14659.33,4892.52,1860334.69,4.25,70,85.86,12.7,4588
2021-07-27,GTFS00040,R0000939,BUS,1364,1341,92.1,33.15,246590,232207,0.83,525.5,9984.12,319.57,1181891.15,3.75,219,80.29,0.49,5145
2021-07-28,GTFS00041,R0000940,BUS,1461,1359,92.83,19.52,119367,188431,0.718,21261.93,4257.97,18725.73,3711427.1,9.96,196,93.65,13.97,4745
2021-07-29,GTFS00042,R0000941,FERRY,1094,858,60.11,13.22,233803,242515,1.526,9001.93,8033.97,5438.02,946170.95,9.1,225,90.29,5.94,5427
2021-07-30,GTFS00043,R0000942,BUS,93,81,97.79,19.23,208159,177735,1.494,13134.14,5292.16,12451.74,2183164.81,8.58,441,75.43,14.71,333
2021-07-31,GTFS00044,R0000943,BUS,1065,895,56.08,27.69,55152,237925,0.231,12628.86,1053.82,7643.16,2903062.67,16.68,143,76.15,2.55,6283
2021-08-01,GTFS00045,R0000944,BUS,505,421,63.24,13.13,214434,127574,0.115,8529.31,585.68,5360.35,4466322.6,12.77,102,76.73,17.07,1975
2021-08-02,GTFS00046,R0000945,BUS,162,141,75.54,7.43,81003,221482,1.036,20510.44,2554.04,15260.17,6187012.29,14.95,36,86.98,16.1,4892
2021-08-03,GTFS00047,R0000946,BUS,770,642,63.7,23.6,201067,144814,0.998,4864.26,1390.09,4087.71,1711771.56,13.74,363,79.83,17.93,5608
2021-08-04,GTFS00048,R0000947,BUS,864,756,87.43,15.05,32956,193958,0.261,262.99,2176.67,175.79,1566527.85,3.65,73,92.34,4.64,3105
2021-08-05,GTFS00049,R0000948,BUS,779,613,68.07,33.6,28331,219556,1.617,15565.09,6181.15,15268.31,7280334.52,6.91,452,81.84,8.44,4825
2021-08-06,GTFS00050,R0000949,SUBWAY,794,765,60.76,10.97,156791,36933,1.323,10918.76,5726.94,10680.91,6704729.6,15.5,54,83.71,9.14,264
2021-08-07,GTFS00051,R0000950,BUS,994,803,59.5,17.18,96319,90630,1.471,2721.47,3319.1,1931.88,3028255.08,17.1,41,83.71,13.49,1091
2021-08-08,GTFS00052,R0000951,SUBWAY,421,352,91.7,32.67,245951,60868,1.348,10766.72,9814.36,8506.01,3419983.17,4.02,441,79.04,16.93,514
2021-08-09,GTFS00053,R0000952,FERRY,655,506,95.48,27.88,47159,21923,0.693,15535.18,6284.78,10720.91,6751187.6,2.71,334,70.4,2.97,2281
2021-08-10,GTFS00054,R0000953,BUS,464,359,93.57,6.38,216934,73252,0.255,12750.74,11872.42,7786.66,5437572.37,15.54,40,99.24,6.03,1843
2021-08-11,GTFS00055,R0000954,BUS,674,620,96.29,15.24,106404,8428,0.462,19089.95,6886.05,14361.23,3963308.42,1.38,224,76.75,5.85,1797
2021-08-12,GTFS00056,R0000955,BUS,181,141,92.19,5.06,133219,118844,1.198,7375.89,12784.68,5220.59,5313744.3,8.06,312,83.98,11.23,1571
2021-08-13,GTFS00057,R0000956,RAIL,233,219,61.64,39.73,12739,171949,0.359,20481.41,3105.26,14288.21,6417468.02,3.7,443,77.65,10.89,3144
2021-08-14,GTFS00058,R0000957,SUBWAY,1439,1391,70.15,23.3,116879,226689,1.471,2705.47,12558.08,2536.58,3967496.99,12.32,471,95.65,14.38,3816
2021-08-15,GTFS00059,R0000958,SUBWAY,556,514,97.84,20.99,27440,62392,0.456,20356.75,9847.84,18500.37,4062415.08,15.46,43,82.91,1.52,1916
2021-08-16,GTFS00060,R0000959,RAIL,381,378,79.24,29.61,117723,31067,0.456,14006.6,10403.72,11735.5,3958924.08,13.01,241,78.08,16.83,60
2021-08-17,GTFS00061,R0000960,TRAM,963,765,94.04,33.52,27939,200644,1.366,11690.02,4883.13,7455.62,3495085.91,5.19,87,99.79,16.5,385
2021-08-18,GTFS00062,R0000961,TRAM,844,643,81.41,20.55,99061,237993,1.094,1339.38,13032.2,1249.68,6821020.33,12.86,139,87.82,6.62,801
2021-08-19,GTFS00063,R0000962,BUS,551,550,85.6,8.57,104443,222765,0.42,12988.88,13044.22,11465.39,5760196.3,16.7,476,82.93,16.06,3360
2021-08-20,GTFS00064,R0000963,BUS,560,460,68.93,7.78,145202,37853,0.504,2847.92,1525.84,2090.6,6450229.47,7.19,86,86.77,17.25,4699
2021-08-21,GTFS00065,R0000964,BUS,321,322,63.07,28.0,214159,242944,0.326,14081.35,14761.24,10715.05,6848844.37,0.47,320,80.08,1.25,5850
2021-08-22,GTFS00066,R0000965,TRAM,1132,1016,69.48,8.85,211366,36966,0.237,8499.1,65.75,7037.05,5420967.93,16.6,268,93.71,12.79,3020
2021-08-23,GTFS00067,R0000966,BUS,909,905,79.32,21.59,177219,16843,0.292,16157.65,9811.31,13359.6,7345748.97,7.71,475,70.38,13.67,5883
2021-08-24,GTFS00068,R0000967,BUS,1268,1181,90.14,31.65,201183,22412,1.617,19122.9,538.17,14967.53,4577512.77,6.57,280,70.45,16.59,4924
2021-08-25,GTFS00069,R0000968,BUS,835,756,97.75,33.25,142088,238186,1.047,3380.1,9296.89,2176.8,5747072.06,15.01,58,73.9,12.94,342
2021-08-26,GTFS00070,R0000969,RAIL,407,396,65.5,21.46,180979,169957,1.256,14748.86,7798.57,11610.79,5811570.38,16.84,345,76.36,14.84,5718
2021-08-27,GTFS00071,R0000970,SUBWAY,1016,827,94.92,15.64,8199,136599,0.36,12202.81,13072.31,8082.13,5409835.02,10.8,290,99.67,5.97,4881
2021-08-28,GTFS00072,R0000971,BUS,1389,1392,78.46,21.68,199623,103751,0.114,14094.57,15642.76,11121.43,2853886.28,17.88,460,98.38,12.98,1340
2021-08-29,GTFS00073,R0000972,SUBWAY,222,177,84.63,15.1,208738,54426,0.645,9130.83,13025.82,8187.22,4665989.24,10.25,253,80.4,10.41,3725
2021-08-30,GTFS00074,R0000973,BUS,816,736,67.14,25.17,230609,108375,0.922,15248.02,15878.1,10771.57,2129286.47,12.1,260,83.83,2.58,3557
2021-08-31,GTFS00075,R0000974,SUBWAY,1029,844,88.67,8.78,12248,162452,0.346,5146.06,15405.13,3898.31,6240873.06,14.61,460,90.01,5.87,4735
2021-09-01,GTFS00076,R0000975,SUBWAY,286,278,80.82,25.1,201646,189799,0.673,9061.91,3017.97,6732.85,6931750.27,15.87,204,73.62,15.11,1069
2021-09-02,GTFS00077,R0000976,BUS,432,400,88.26,32.35,160338,162646,0.29,5407.49,5780.29,5402.84,5016249.6,7.86,391,86.43,5.63,2159
2021-09-03,GTFS00078,R0000977,GONDOLA,1103,932,68.76,13.04,224140,35008,0.901,8164.28,4016.09,6812.85,7339359.76,14.82,71,72.61,13.37,2465
2021-09-04,GTFS00079,R0000978,BUS,912,877,60.99,12.05,229385,161172,0.236,20400.48,643.51,19434.83,746139.91,6.97,292,75.4,0.33,4054
2021-09-05,GTFS00080,R0000979,FERRY,80,79,59.32,27.72,187199,66230,0.541,15866.24,13920.64,13539.6,3786166.54,13.83,306,98.41,17.57,4192
2021-09-06,GTFS00081,R0000980,RAIL,641,563,90.67,19.94,81920,221041,0.701,13535.9,16915.66,10731.52,1101413.22,1.21,14,99.87,11.62,2093
2021-09-07,GTFS00082,R0000981,BUS,788,736,94.9,25.9,205278,13819,0.839,12107.73,13465.17,11979.65,7003045.25,9.66,158,90.92,10.51,522
2021-09-08,GTFS00083,R0000982,BUS,769,662,55.63,18.02,213399,54701,1.74,13579.83,17988.44,9346.55,1435419.38,15.2,345,70.33,17.42,708
2021-09-09,GTFS00084,R0000983,RAIL,126,98,76.42,12.2,95026,128021,0.135,2350.88,17475.34,1742.15,7233686.18,8.04,302,91.83,13.11,2456
2021-09-10,GTFS00085,R0000984,CABLE,989,927,61.58,18.1,181327,75812,0.608,8281.2,15058.85,7912.82,1943880.41,13.93,27,81.39,14.61,5582
2021-09-11,GTFS00086,R0000985,BUS,1057,798,85.39,28.49,234826,126380,0.644,21469.59,8452.86,14987.26,1573852.96,16.67,475,92.88,7.88,4803
2021-09-12,GTFS00087,R0000986,FERRY,1426,1212,96.49,32.08,218803,63368,0.554,13442.39,14638.96,9099.99,2672436.77,9.44,339,91.86,0.76,5918
2021-09-13,GTFS00088,R0000987,BUS,1029,1028,80.38,6.93,184200,22330,1.296,20977.91,13589.04,14465.16,1706781.32,9.74,124,84.85,7.43,600
2021-09-14,GTFS00089,R0000988,BUS,1392,1112,74.81,30.3,219969,66463,1.662,18483.94,6303.69,15990.86,6230908.07,15.42,67,78.77,14.26,1421
2021-09-15,GTFS00090,R0000989,BUS,1098,931,78.83,32.68,224790,45831,1.264,110.13,16850.69,106.09,515619.53,6.04,72,72.35,5.78,4008
2021-09-16,GTFS00091,R0000990,FERRY,767,711,56.44,39.08,177623,249982,1.302,13534.88,2288.91,13276.04,4791490.75,5.93,266,77.08,3.94,705
2021-09-17,GTFS00092,R0000991,FERRY,396,367,81.61,8.8,249523,50129,0.569,7943.2,4901.38,5048.82,2117145.5,8.06,31,80.31,6.32,1147
2021-09-18,GTFS00093,R0000992,BUS,825,808,88.59,30.15,180498,89106,0.436,17924.09,10838.24,17868.93,4759030.82,7.88,446,92.39,1.66,572
2021-09-19,GTFS00094,R0000993,BUS,617,606,82.92,26.07,142158,159829,0.594,7627.06,5113.88,5685.75,675587.67,15.55,449,95.09,8.46,4692
2021-09-20,GTFS00095,R0000994,BUS,1046,953,64.53,16.5,7347,85200,0.302,17971.47,377.12,15311.65,4976386.52,4.12,477,75.92,13.2,4693
2021-09-21,GTFS00096,R0000995,BUS,184,148,87.37,26.78,973,15721,0.226,8053.13,14267.32,7549.86,4257932.19,3.6,25,97.23,16.82,4431
2021-09-22,GTFS00097,R0000996,BUS,296,261,71.21,5.52,60704,247538,1.795,12176.03,1297.34,8369.61,4149979.03,9.37,412,94.85,17.03,2552
2021-09-23,GTFS00098,R0000997,BUS,1118,1006,61.68,13.23,134189,135602,1.274,3769.51,561.01,3399.94,780316.8,5.38,296,70.83,5.9,2035
2021-09-24,GTFS00099,R0000998,CABLE,682,517,87.59,28.41,140018,157762,0.53,9064.02,14608.29,7910.88,4499550.19,5.64,478,83.29,9.53,5608
2021-09-25,GTFS00100,R0000999,BUS,1094,919,96.68,32.13,156573,236331,0.152,11567.82,5428.02,11098.9,496180.65,13.68,52,77.27,16.55,5622
2021-09-26,GTFS00101,R0001000,RAIL,1404,1428,87.62,7.29,163146,41961,0.243,3055.99,1489.41,2970.65,1519256.18,11.64,382,85.07,9.35,5021
2021-09-27,GTFS00102,R0001001,BUS,236,205,65.57,14.22,55368,67758,0.298,8426.24,3941.58,6039.52,5456978.21,17.05,51,97.18,13.52,1394
2021-09-28,GTFS00103,R0001002,BUS,65,54,67.1,37.62,47215,86706,1.217,5573.64,4580.17,4896.61,2516671.74,5.12,114,86.68,6.92,5059
2021-09-29,GTFS00104,R0001003,SUBWAY,527,465,75.42,32.57,25681,44738,0.534,13355.88,4539.65,8185.71,3346198.78,4.13,286,82.95,17.45,2690
2021-09-30,GTFS00105,R0001004,BUS,61,60,78.81,37.75,6848,8475,0.648,21169.54,3471.26,13148.19,4629037.52,9.89,94,89.9,6.52,1468
2021-10-01,GTFS00106,R0001005,RAIL,415,408,73.06,11.08,248161,163813,0.944,16683.56,12637.47,15898.36,2213852.71,8.67,280,78.86,7.49,2905
2021-10-02,GTFS00107,R0001006,FERRY,1246,957,62.78,25.62,165276,73136,1.042,21912.56,359.17,16995.73,3784974.94,6.09,329,81.46,1.08,3096
2021-10-03,GTFS00108,R0001007,BUS,613,543,85.34,12.79,148556,138790,1.541,9382.49,13987.71,6661.66,7050813.29,5.45,306,98.08,14.12,5544
2021-10-04,GTFS00109,R0001008,TRAM,482,430,60.07,10.16,244791,212415,0.426,4004.17,13280.71,3314.69,2439666.44,9.64,131,78.4,10.05,2579
2021-10-05,GTFS00110,R0001009,BUS,1431,1184,67.87,33.64,26872,214235,1.314,5496.85,14669.89,4990.59,2183517.56,16.09,404,85.25,8.75,1098
2021-10-06,GTFS00111,R0001010,SUBWAY,1223,1073,86.4,11.5,41108,187709,1.323,6222.75,1401.56,4182.23,4084284.46,9.5,185,71.56,13.46,827
2021-10-07,GTFS00112,R0001011,BUS,505,429,61.65,15.99,190785,89932,0.984,3821.14,8235.02,2889.47,6025903.65,9.36,300,70.92,10.55,1610
2021-10-08,GTFS00113,R0001012,BUS,469,430,58.49,19.36,139581,142423,1.505,9181.56,8453.15,5798.32,566836.63,11.02,341,83.89,1.34,1501
2021-10-09,GTFS00114,R0001013,BUS,516,474,68.56,37.02,20489,152919,1.411,21356.22,3314.09,18756.44,5731705.53,13.68,229,72.95,14.09,4446
2021-10-10,GTFS00115,R0001014,RAIL,1489,1387,70.74,22.71,19627,68582,1.445,13790.18,16107.55,13272.32,3427248.85,10.53,280,71.03,15.53,461
2021-10-11,GTFS00116,R0001015,BUS,754,618,96.08,8.27,181562,7263,0.734,5947.34,11446.22,5929.78,911630.93,7.87,76,89.56,16.12,6348
2021-10-12,GTFS00117,R0001016,BUS,1203,1037,66.82,14.81,38211,136777,0.932,14777.45,6283.75,14165.2,4648157.68,6.86,437,94.83,4.56,2519
2021-10-13,GTFS00118,R0001017,BUS,1060,819,70.86,27.44,160703,2470,0.944,15692.08,539.77,14562.89,4670981.63,10.27,309,87.92,15.43,2114
2021-10-14,GTFS00119,R0001018,BUS,316,257,85.89,38.22,86970,197487,0.734,3319.19,10695.44,2456.29,4416439.82,14.55,398,90.82,4.1,2659
2021-10-15,GTFS00120,R0001019,BUS,687,581,88.48,12.18,75537,70157,0.24,10331.29,13066.44,6817.14,1235144.26,4.78,16,76.35,6.32,5965
2021-10-16,GTFS00121,R0001020,BUS,326,266,63.3,11.42,113187,61666,1.771,7102.11,3189.31,6292.06,794325.04,1.71,239,71.8,16.45,5578
2021-10-17,GTFS00122,R0001021,RAIL,1445,1295,97.31,13.85,10210,183463,0.969,13424.63,10472.88,9274.19,5331843.43,11.78,380,81.66,1.16,1541
2021-10-18,GTFS00123,R0001022,BUS,1495,1305,97.55,31.2,179607,88519,1.431,9362.61,784.53,7429.05,1954431.86,8.13,43,91.39,4.19,6344
2021-10-19,GTFS00124,R0001023,GONDOLA,155,123,91.62,10.34,13112,249052,0.864,21637.81,11563.78,16020.71,1723561.62,10.3,478,98.81,0.37,5945
2021-10-20,GTFS00125,R0001024,SUBWAY,1452,1389,69.54,7.51,214354,51399,1.114,19993.3,9429.76,16020.02,2799586.95,0.04,400,91.61,16.88,3567
2021-10-21,GTFS00126,R0001025,BUS,385,290,82.02,39.81,116183,49195,0.457,4254.2,1075.4,4012.3,1452744.65,0.76,68,77.11,0.25,2709
2021-10-22,GTFS00127,R0001026,BUS,269,268,71.35,11.06,39299,146840,0.697,9574.27,4227.84,8534.57,867482.39,9.42,228,93.46,10.03,4108
2021-10-23,GTFS00128,R0001027,BUS,853,816,65.43,9.89,115447,70520,0.705,10812.08,14349.63,7567.23,6936912.03,15.84,400,96.41,11.89,3747
2021-10-24,GTFS00129,R0001028,GONDOLA,54,48,88.73,38.11,92041,203091,1.682,20346.16,1948.78,19715.63,5888390.56,7.53,359,94.56,13.41,6222
2021-10-25,GTFS00130,R0001029,SUBWAY,491,423,66.4,9.99,131384,201745,1.569,3141.81,760.12,1900.7,7134562.4,17.91,47,97.44,11.68,5500
2021-10-26,GTFS00131,R0001030,SUBWAY,1037,954,84.01,4.75,126304,225063,0.947,20473.01,12438.1,12788.59,1051715.25,16.76,140,83.5,10.86,246
2021-10-27,GTFS00132,R0001031,BUS,690,623,93.99,22.77,104178,148496,0.97,20268.41,11731.75,18439.77,5921198.81,1.31,250,80.08,0.81,3200
2021-10-28,GTFS00133,R0001032,BUS,44,40,70.27,24.27,47478,98594,0.93,4985.19,4414.91,3129.67,1165843.8,15.99,22,70.85,1.73,6088
2021-10-29,GTFS00134,R0001033,BUS,40,39,65.3,15.78,164893,117117,0.768,18441.85,386.98,15499.77,731384.68,14.49,395,96.79,0.73,2363
2021-10-30,GTFS00135,R0001034,BUS,516,492,67.16,23.87,240278,50897,0.283,11121.68,9583.45,10061.66,3375928.19,5.23,246,99.43,3.38,2780
2021-10-31,GTFS00136,R0001035,RAIL,378,375,93.25,27.44,225925,51551,1.402,8443.05,13927.56,7679.13,162341.56,13.3,190,86.59,5.49,3527
2021-11-01,GTFS00137,R0001036,RAIL,1340,1189,69.33,16.98,68790,113662,0.634,19254.57,17098.17,14265.42,6923401.45,13.77,135,70.67,8.34,3834
2021-11-02,GTFS00138,R0001037,BUS,866,828,76.04,16.83,136097,223941,0.404,5867.58,13382.15,4021.39,1180062.05,6.1,168,94.59,15.37,5789
2021-11-03,GTFS00139,R0001038,RAIL,82,78,92.56,29.12,141693,7491,0.252,11535.57,4229.72,9309.64,6835103.78,17.61,181,80.06,17.7,4853
2021-11-04,GTFS00140,R0001039,BUS,1048,858,71.29,31.02,132534,103167,0.69,427.64,14540.74,377.82,871333.45,10.03,429,88.89,16.7,5172
2021-11-05,GTFS00141,R0001040,BUS,798,658,75.8,28.66,248168,48255,0.89,502.68,4664.98,455.84,4759302.08,4.1,206,98.8,5.84,3055
2021-11-06,GTFS00142,R0001041,BUS,1289,1244,57.81,28.42,219932,57416,0.659,6812.14,15606.45,5271.43,6922114.52,9.57,440,88.71,1.1,2304
2021-11-07,GTFS00143,R0001042,RAIL,863,867,62.97,31.05,223920,160764,0.429,15055.7,6111.37,14393.48,6036216.31,12.14,228,77.7,6.93,3490
2021-11-08,GTFS00144,R0001043,BUS,930,723,74.54,7.39,50962,202816,1.625,5814.24,8357.03,3490.15,1301821.15,6.74,202,82.42,11.3,2127
2021-11-09,GTFS00145,R0001044,TRAM,658,582,71.92,17.01,41588,10238,0.85,12117.53,16301.19,11300.07,839651.49,3.27,377,97.29,13.24,1454
2021-11-10,GTFS00146,R0001045,BUS,321,263,71.54,18.48,65591,169902,0.333,5275.77,8725.95,4615.67,1641153.32,15.4,17,87.7,8.34,3844
2021-11-11,GTFS00147,R0001046,BUS,638,577,76.14,26.46,26879,101198,0.666,16016.88,16549.12,10556.09,4404969.28,10.56,235,81.22,5.39,5996
2021-11-12,GTFS00148,R0001047,BUS,861,861,87.03,16.0,88840,227328,1.417,14940.84,455.85,9361.9,2629472.37,15.93,193,73.99,14.9,4353
2021-11-13,GTFS00149,R0001048,BUS,570,526,88.73,10.24,219740,192752,0.741,12043.68,12507.56,8598.57,224136.73,7.84,320,73.33,14.47,1083
2021-11-14,GTFS00150,R0001049,RAIL,614,555,56.29,16.39,18356,91834,1.07,1090.0,159.97,866.24,732403.83,0.56,160,79.26,15.7,2121
2021-11-15,GTFS00151,R0001050,RAIL,232,201,69.42,5.1,193525,153305,0.505,21669.99,70.71,14221.75,555924.22,7.49,29,72.4,7.4,2844
2021-11-16,GTFS00152,R0001051,BUS,1084,816,64.02,37.48,13782,76205,1.232,13189.14,14717.45,10917.32,2612099.09,7.52,221,78.54,16.01,5051
2021-11-17,GTFS00153,R0001052,BUS,1471,1404,71.98,17.45,200598,91401,0.423,7444.95,17010.3,4733.74,5902282.77,15.89,159,73.82,13.76,4282
2021-11-18,GTFS00154,R0001053,BUS,1209,1125,66.16,38.42,82365,31778,0.842,3374.18,6149.78,2107.52,5812265.9,17.69,31,87.15,9.28,3968
2021-11-19,GTFS00155,R0001054,RAIL,45,36,58.2,6.03,177893,163480,0.562,11205.7,4984.05,8956.35,2709802.47,0.18,245,93.09,1.59,1741
2021-11-20,GTFS00156,R0001055,GONDOLA,181,185,98.81,31.19,20010,244224,1.19,19901.85,17297.48,13155.29,5335185.46,14.98,24,96.21,0.79,1964
2021-11-21,GTFS00157,R0001056,BUS,14,14,95.75,39.83,223595,169798,1.654,13546.55,16658.05,11996.96,132764.85,9.86,141,85.22,0.07,574
2021-11-22,GTFS00158,R0001057,BUS,1314,1120,70.69,20.0,221755,148368,0.15,18667.13,1737.01,14395.43,1309922.0,17.08,32,94.56,8.6,3203
2021-11-23,GTFS00159,R0001058,BUS,1069,849,67.27,14.64,4289,90684,0.184,4046.68,11011.9,3157.49,4646658.1,5.54,348,87.77,12.95,659
2021-11-24,GTFS00160,R0001059,TRAM,304,309,56.26,9.81,231337,105047,0.315,18888.63,12315.33,18482.3,1772254.24,2.15,74,70.03,10.29,3966
2021-11-25,GTFS00161,R0001060,BUS,1328,1183,64.15,6.73,175421,200948,0.156,9829.79,470.06,9132.36,4372413.12,2.67,360,81.1,14.57,2695
2021-11-26,GTFS00162,R0001061,BUS,707,577,76.08,13.89,140018,84208,1.507,14613.78,14059.38,9822.43,115980.11,2.69,277,86.43,7.33,5791
2021-11-27,GTFS00163,R0001062,BUS,1354,1122,93.09,38.26,239843,57763,0.76,12806.96,17637.72,8198.96,5453472.66,12.06,366,86.22,3.9,1162
2021-11-28,GTFS00164,R0001063,RAIL,898,812,61.67,32.91,183782,62442,1.63,19038.96,8587.54,13063.23,5213805.05,9.01,238,88.43,3.59,2675
2021-11-29,GTFS00165,R0001064,CABLE,19,17,92.19,10.87,188247,161,1.705,16645.14,13943.16,14895.26,3489314.9,10.86,312,94.82,16.74,3718
2021-11-30,GTFS00166,R0001065,RAIL,1487,1199,74.86,25.21,238113,30592,1.714,19594.35,5589.87,16510.81,2050746.72,15.06,260,90.69,5.83,2486
2021-12-01,GTFS00167,R0001066,BUS,55,46,75.94,15.13,53418,7206,1.439,11563.8,2331.44,9965.46,5214159.87,5.14,51,78.23,17.04,6000
2021-12-02,GTFS00168,R0001067,TRAM,1079,853,59.29,27.67,223034,31902,0.649,16625.2,5699.36,11606.66,4736122.84,6.8,89,96.12,1.89,6320
2021-12-03,GTFS00169,R0001068,BUS,1392,1398,57.07,37.52,210746,143404,1.268,12539.81,11569.32,9452.03,5073257.84,8.59,334,93.35,3.25,2051
2021-12-04,GTFS00170,R0001069,FERRY,1067,833,95.14,26.1,230106,126657,0.15,11993.09,7706.04,8380.18,5368789.51,9.17,470,90.13,1.63,1354
