qol_reg_reference_year,qol_reg_country_iso2,qol_reg_region_nuts_code,qol_reg_gdp_per_capita_pps,qol_reg_employment_rate_pct,qol_reg_r_and_d_intensity_pct_gdp,qol_reg_broadband_coverage_pct,qol_reg_accessibility_index,qol_reg_health_outcomes_index,qol_reg_education_attainment_index,qol_reg_poverty_rate_pct,qol_reg_income_inequality_gini,qol_reg_air_quality_index,qol_reg_green_space_access_pct,qol_reg_public_services_quality_score,qol_reg_institutional_quality_index,qol_reg_cohesion_funds_per_capita_eur,qol_reg_just_transition_exposure_index,qol_reg_data_source,qol_reg_data_extract_date
2017,ES,DE63,112.01,64.82,0.92,95.42,85.01,46.53,60.63,11.23,32.77,66.0,82.31,8.06,34.94,1773.78,42.63,JRC_COMPOSITE,2025-09-27
2018,CZ,HR75,89.14,66.16,2.72,89.09,44.51,59.65,62.68,28.59,32.37,40.49,67.05,6.49,51.34,391.62,68.71,EUROSTAT_REGIO,2025-01-02
2019,HU,DE5,72.41,64.61,2.56,81.16,52.53,83.02,44.22,31.17,30.96,51.15,25.04,7.84,48.35,127.78,35.54,NATIONAL_STAT_EXPORT,2025-11-20
2020,NL,RO699,212.09,64.36,1.73,100.0,55.05,93.02,67.71,13.12,33.44,64.32,53.7,6.98,80.63,639.99,40.51,COHESION_POLICY_DASHBOARD,2025-02-06
2021,SE,BE106,117.38,67.1,4.28,88.09,67.94,82.75,52.71,7.11,24.14,65.55,71.93,7.2,40.79,505.69,20.48,JRC_COMPOSITE,2025-06-28
2022,DK,CY80,185.12,65.18,4.15,77.28,70.08,82.58,80.84,20.94,26.22,88.45,83.47,5.55,84.9,669.72,5.53,EUROSTAT_REGIO,2024-11-13
2023,IE,AT5,184.46,64.87,1.84,84.19,49.7,96.43,60.88,18.24,30.43,74.87,34.67,7.69,52.29,316.15,51.67,NATIONAL_STAT_EXPORT,2026-02-04
2024,PL,HU483,142.65,75.53,0.48,94.1,74.42,65.75,66.66,32.17,30.27,69.56,85.43,5.11,43.94,1320.98,20.94,COHESION_POLICY_DASHBOARD,2024-06-30
2025,AT,SE14,230.0,66.61,1.12,73.44,62.52,85.66,41.99,11.12,24.8,84.34,66.27,6.68,82.89,929.3,61.29,JRC_COMPOSITE,2025-06-25
2006,EE,PT7,65.44,63.59,1.97,65.75,51.83,68.38,61.31,30.08,29.26,58.45,48.82,6.2,49.38,1337.37,49.49,EUROSTAT_REGIO,2024-02-14
2007,IT,HR480,101.82,74.47,2.0,58.25,38.36,65.04,74.13,31.34,28.16,83.78,93.82,6.28,39.04,1977.41,13.06,NATIONAL_STAT_EXPORT,2024-12-26
2008,PT,IE964,80.73,60.0,1.56,84.87,33.6,46.16,56.26,22.91,31.63,38.25,55.77,8.13,56.15,1012.77,8.13,COHESION_POLICY_DASHBOARD,2026-02-09
2009,BE,NL82,203.12,67.27,1.62,84.11,94.1,53.3,40.68,17.1,35.08,47.1,29.43,8.56,72.01,728.04,32.54,JRC_COMPOSITE,2025-08-26
2010,FI,IE4,161.15,74.64,1.3,77.07,83.43,78.93,44.39,22.53,29.43,44.86,33.57,8.88,80.75,547.13,42.81,EUROSTAT_REGIO,2025-10-07
2011,LV,PT53,61.46,57.09,1.32,84.78,49.92,82.84,48.67,13.77,35.33,82.65,28.88,8.42,61.49,1259.56,50.87,NATIONAL_STAT_EXPORT,2025-01-02
2012,RO,LU771,139.41,67.29,1.25,79.03,37.24,45.63,53.39,30.19,29.26,86.38,63.58,6.69,40.16,352.92,29.55,COHESION_POLICY_DASHBOARD,2025-06-17
2013,BG,LU993,124.54,62.0,0.98,68.05,70.96,63.68,51.75,17.0,29.76,79.7,77.79,5.53,73.0,1444.66,45.47,JRC_COMPOSITE,2024-03-01
2014,FR,SE398,109.56,86.19,2.11,85.64,37.44,74.56,43.26,8.23,27.88,85.83,82.58,8.19,65.99,411.79,14.44,EUROSTAT_REGIO,2025-04-02
2015,LT,SI76,66.65,56.73,0.73,58.71,68.45,47.65,74.13,20.23,29.21,39.84,82.51,6.84,36.49,1579.68,45.86,NATIONAL_STAT_EXPORT,2024-08-27
2016,SK,IE2,105.03,68.95,1.45,96.47,82.36,80.17,55.18,23.44,35.21,45.58,50.59,6.02,73.64,132.22,35.06,COHESION_POLICY_DASHBOARD,2024-01-29
2017,HR,EE13,112.17,59.14,1.83,84.71,84.77,59.46,79.88,29.89,35.26,75.53,72.46,7.2,58.82,885.96,24.46,JRC_COMPOSITE,2024-02-22
2018,DE,FR89,164.51,74.53,3.34,89.56,58.87,82.76,50.01,10.97,38.5,77.2,62.04,5.56,43.65,1062.88,18.97,EUROSTAT_REGIO,2024-03-23
2019,LU,DE9,206.91,68.35,1.8,100.0,55.07,73.32,47.38,22.13,24.01,45.84,82.02,9.07,37.19,293.3,26.19,NATIONAL_STAT_EXPORT,2025-05-20
2020,SI,LV96,106.83,67.44,2.29,73.2,48.75,87.35,81.53,27.96,26.56,69.27,65.28,7.02,36.92,779.12,49.43,COHESION_POLICY_DASHBOARD,2026-01-23
2021,CY,PL334,95.72,68.84,1.96,76.52,50.35,43.43,59.15,14.9,37.5,35.88,40.38,7.96,50.99,1051.93,43.07,JRC_COMPOSITE,2025-12-31
2022,GR,EE9,116.75,55.42,2.52,86.5,71.5,85.93,86.26,12.29,33.33,63.61,27.66,6.87,40.68,665.12,26.8,EUROSTAT_REGIO,2025-05-20
2023,MT,BE804,95.02,59.55,1.46,87.35,62.72,49.89,54.46,17.3,25.64,41.84,29.49,6.51,55.86,433.33,46.66,NATIONAL_STAT_EXPORT,2025-12-04
2024,ES,BG296,161.95,62.91,2.02,82.54,68.19,75.88,72.11,22.77,32.39,51.69,68.71,5.81,41.6,1790.9,59.31,COHESION_POLICY_DASHBOARD,2024-05-24
2025,CZ,CY239,74.17,62.75,2.01,86.48,40.32,74.72,91.97,23.09,36.88,77.17,37.12,4.93,66.25,1034.75,44.89,JRC_COMPOSITE,2025-09-26
2006,HU,ES66,148.48,69.05,2.2,58.33,61.1,60.14,59.82,26.41,30.73,61.93,51.29,7.6,46.89,1639.49,48.04,EUROSTAT_REGIO,2025-06-09
2007,NL,MT8,172.99,80.6,3.37,63.95,60.17,59.34,57.05,10.59,34.32,82.23,30.35,7.74,69.45,37.89,16.59,NATIONAL_STAT_EXPORT,2024-07-08
2008,SE,AT29,163.54,66.81,3.05,77.55,36.09,82.99,74.68,12.33,24.6,63.75,80.26,8.9,57.82,503.47,20.18,COHESION_POLICY_DASHBOARD,2025-02-22
2009,DK,LV540,151.26,68.54,1.52,88.43,50.93,80.05,70.32,9.06,23.81,75.12,84.16,7.42,58.48,83.31,51.86,JRC_COMPOSITE,2025-01-27
2010,IE,LU6,187.76,63.37,2.27,68.56,56.8,58.23,88.8,16.99,29.02,61.89,58.63,7.63,68.26,216.07,45.47,EUROSTAT_REGIO,2026-02-12
2011,PL,LV636,150.11,60.14,1.95,74.82,41.11,70.84,49.5,26.23,26.66,49.51,43.8,7.62,72.13,1305.12,18.3,NATIONAL_STAT_EXPORT,2024-12-10
2012,AT,BG62,116.44,76.12,0.9,93.76,95.04,94.26,85.76,9.69,28.17,74.74,58.69,7.02,60.95,1020.23,24.75,COHESION_POLICY_DASHBOARD,2024-09-13
2013,EE,SK7,62.56,71.2,1.28,60.7,83.93,50.87,83.86,31.24,33.82,85.45,28.93,4.65,32.66,100.58,26.74,JRC_COMPOSITE,2025-09-23
2014,IT,EE185,157.21,70.26,2.41,73.67,47.95,73.28,61.07,30.54,30.03,34.99,47.86,7.1,60.36,2205.32,34.79,EUROSTAT_REGIO,2025-12-03
2015,PT,PL329,62.18,68.7,2.46,85.63,86.71,58.11,52.71,20.56,29.45,40.67,30.48,5.05,36.37,145.34,30.22,NATIONAL_STAT_EXPORT,2025-06-05
2016,BE,SE651,195.46,76.35,0.44,75.69,63.27,61.67,85.62,12.05,29.6,83.93,85.72,5.68,69.71,126.87,10.63,COHESION_POLICY_DASHBOARD,2025-04-16
2017,FI,IE41,211.77,84.65,1.36,100.0,43.09,97.34,67.76,7.86,25.99,72.8,89.75,7.46,69.66,501.43,44.27,JRC_COMPOSITE,2025-07-24
2018,LV,GR651,100.1,70.8,0.94,79.55,88.1,72.17,44.05,9.45,28.09,86.01,50.24,5.66,44.47,948.71,59.67,EUROSTAT_REGIO,2025-03-03
2019,RO,AT638,156.14,59.27,2.32,82.17,50.25,86.53,58.72,32.11,37.17,70.55,34.15,7.15,44.28,1562.59,56.67,NATIONAL_STAT_EXPORT,2025-12-22
2020,BG,CZ11,162.3,74.65,0.38,93.09,78.73,55.36,44.96,19.21,31.67,50.64,36.77,5.91,66.46,1989.84,23.88,COHESION_POLICY_DASHBOARD,2024-05-16
2021,FR,PT383,132.87,65.62,0.61,76.61,46.88,76.39,56.72,13.24,25.16,78.58,83.83,5.07,79.68,373.67,42.29,JRC_COMPOSITE,2025-07-20
2022,LT,LT246,90.81,71.75,0.42,86.72,85.87,57.32,45.02,15.03,31.5,68.51,27.89,6.31,77.3,403.96,33.96,EUROSTAT_REGIO,2025-12-06
2023,SK,IE11,131.28,69.98,1.35,93.6,38.9,83.61,80.35,28.78,29.51,55.85,33.29,6.7,64.52,1583.69,64.3,NATIONAL_STAT_EXPORT,2024-08-08
2024,HR,LT3,147.23,72.96,0.94,65.78,46.13,61.55,84.88,31.84,28.15,85.74,52.81,6.13,61.86,2019.65,51.58,COHESION_POLICY_DASHBOARD,2025-01-16
2025,DE,BE627,219.88,72.36,1.49,98.38,59.8,86.21,53.22,21.48,27.14,61.27,56.46,6.83,59.97,191.43,51.12,JRC_COMPOSITE,2024-01-04
2006,LU,IT855,125.65,83.74,1.79,67.68,61.77,54.03,52.34,20.72,27.64,57.26,53.46,8.18,77.54,555.69,50.38,EUROSTAT_REGIO,2024-11-29
2007,SI,FR77,136.34,57.95,1.02,68.65,39.92,64.83,49.83,31.62,30.47,70.32,57.03,7.14,50.11,289.67,12.16,NATIONAL_STAT_EXPORT,2025-07-29
2008,CY,DE7,66.55,66.72,0.38,68.07,85.96,65.86,86.13,25.93,28.84,79.26,89.85,6.92,70.31,911.15,22.98,COHESION_POLICY_DASHBOARD,2026-01-08
2009,GR,GR48,128.95,56.89,0.52,58.58,38.44,54.25,57.28,21.43,34.94,68.57,78.15,6.81,45.02,1162.06,37.37,JRC_COMPOSITE,2025-04-07
2010,MT,HU12,100.22,64.98,1.51,84.47,85.45,79.07,86.38,13.73,32.84,41.13,48.3,8.28,58.09,496.34,38.33,EUROSTAT_REGIO,2025-07-19
2011,ES,SI9,118.25,63.53,1.62,78.84,53.12,73.01,80.96,20.02,24.23,61.33,52.43,7.82,49.11,1899.4,47.19,NATIONAL_STAT_EXPORT,2024-02-15
2012,CZ,LU61,69.2,57.28,0.57,79.52,95.19,51.58,60.45,12.32,24.53,53.52,34.33,6.78,73.01,2068.18,37.86,COHESION_POLICY_DASHBOARD,2024-01-18
2013,HU,NL323,77.23,75.74,0.4,73.71,66.71,69.54,79.86,10.14,28.58,63.56,44.59,6.39,76.55,1475.43,30.13,JRC_COMPOSITE,2025-02-08
2014,NL,BE82,189.71,68.38,1.65,81.75,93.93,66.7,74.2,21.94,23.55,39.01,78.51,7.53,61.05,854.73,29.83,EUROSTAT_REGIO,2025-11-26
2015,SE,IT3,192.66,84.1,3.77,77.24,39.27,72.97,62.85,15.01,35.62,64.74,50.09,7.56,45.66,791.21,51.52,NATIONAL_STAT_EXPORT,2024-09-19
2016,DK,FI692,214.4,68.78,2.82,84.1,76.85,71.1,66.82,14.09,30.84,76.45,53.99,8.49,46.03,580.38,38.72,COHESION_POLICY_DASHBOARD,2025-05-21
2017,IE,MT305,214.63,63.76,2.05,100.0,35.67,65.25,79.15,12.71,30.07,84.01,64.56,8.9,71.31,962.88,11.46,JRC_COMPOSITE,2024-09-22
2018,PL,IT858,66.18,63.54,2.67,81.86,79.6,44.51,52.37,26.42,30.19,33.82,36.44,6.6,36.32,1806.31,11.62,EUROSTAT_REGIO,2024-06-29
2019,AT,IE84,197.29,86.4,2.51,100.0,74.01,67.64,93.39,12.81,27.16,65.46,68.92,6.3,66.5,532.63,52.14,NATIONAL_STAT_EXPORT,2024-08-08
2020,EE,PL757,79.67,74.39,1.96,98.2,81.8,78.64,61.52,31.71,29.82,80.63,41.73,7.81,61.1,2071.65,60.71,COHESION_POLICY_DASHBOARD,2025-08-14
2021,IT,ES9,165.94,63.31,1.11,67.97,34.59,86.38,58.34,14.5,25.93,71.8,52.89,7.8,40.86,469.85,34.3,JRC_COMPOSITE,2025-08-27
2022,PT,DK81,104.11,64.9,1.11,69.91,42.85,69.28,42.49,23.31,32.85,39.7,24.79,6.56,65.06,450.33,11.32,EUROSTAT_REGIO,2024-08-09
2023,BE,CY489,86.16,72.32,1.28,77.31,53.09,51.14,66.97,8.59,37.31,71.44,49.71,7.36,58.6,746.95,56.03,NATIONAL_STAT_EXPORT,2025-11-01
2024,FI,DK205,148.74,72.81,3.18,75.98,70.67,82.37,53.19,18.53,25.71,81.5,34.71,6.28,60.79,1052.11,35.69,COHESION_POLICY_DASHBOARD,2025-08-14
2025,LV,BE46,69.92,66.27,0.5,74.14,54.88,64.65,73.22,11.61,33.2,73.31,52.15,7.28,67.13,895.4,36.23,JRC_COMPOSITE,2025-07-27
2006,RO,SE5,86.83,69.06,0.69,58.9,75.66,80.04,83.4,9.65,32.39,40.39,80.93,8.4,69.19,1254.24,16.78,EUROSTAT_REGIO,2024-12-09
2007,BG,IE380,78.05,56.95,2.62,81.81,45.34,57.35,61.99,10.78,37.14,78.59,53.51,6.99,81.16,119.4,60.66,NATIONAL_STAT_EXPORT,2024-04-26
2008,FR,EE62,112.65,74.98,0.68,84.55,50.55,80.25,64.98,19.26,30.97,69.41,71.21,7.95,57.56,660.89,11.2,COHESION_POLICY_DASHBOARD,2025-03-04
2009,LT,SI58,144.7,61.61,1.54,82.29,41.88,57.45,78.93,14.92,38.58,46.01,68.28,7.67,78.17,698.54,10.15,JRC_COMPOSITE,2025-04-27
2010,SK,FI585,131.76,74.07,1.74,72.21,52.61,75.76,45.91,23.87,38.37,79.56,44.01,4.75,62.82,594.22,50.14,EUROSTAT_REGIO,2024-02-19
2011,HR,LU386,88.04,74.18,2.71,61.54,71.86,71.35,95.76,16.87,38.3,48.15,70.69,6.35,81.97,1545.81,45.49,NATIONAL_STAT_EXPORT,2026-01-08
2012,DE,BE90,108.84,68.84,3.4,79.4,65.62,91.72,90.62,19.8,34.41,59.27,53.79,5.2,42.12,343.73,16.84,COHESION_POLICY_DASHBOARD,2024-07-19
2013,LU,BG551,106.59,83.95,2.25,84.31,43.43,88.07,93.99,15.43,36.76,81.05,52.76,6.92,44.28,327.85,26.55,JRC_COMPOSITE,2025-01-17
2014,SI,CY920,122.39,59.63,1.27,86.27,54.76,58.42,50.16,11.0,36.37,46.81,61.25,6.8,56.48,2094.3,47.4,EUROSTAT_REGIO,2025-07-09
2015,CY,BG78,87.09,57.56,0.97,74.81,77.73,81.92,40.94,22.08,34.86,42.64,65.37,6.23,75.83,1788.09,20.7,NATIONAL_STAT_EXPORT,2024-03-28
2016,GR,ES316,97.55,68.05,1.0,67.0,77.12,68.91,52.96,29.44,35.43,51.31,74.74,7.63,37.05,1723.88,23.22,COHESION_POLICY_DASHBOARD,2024-04-09
2017,MT,SI380,114.3,70.14,1.86,74.95,50.06,68.18,76.61,20.23,38.72,64.47,53.83,7.57,56.01,341.11,26.46,JRC_COMPOSITE,2025-04-06
2018,ES,RO9,149.51,60.12,0.96,71.04,46.91,51.61,80.58,29.25,28.72,60.69,79.55,8.36,52.91,1408.74,41.2,EUROSTAT_REGIO,2024-02-28
2019,CZ,CY8,107.07,75.41,0.42,94.25,36.72,69.15,60.27,22.62,23.95,36.75,54.64,5.04,51.24,2123.13,76.45,NATIONAL_STAT_EXPORT,2024-01-22
2020,HU,SI415,162.91,56.38,2.37,66.7,34.4,62.62,90.42,28.94,32.39,70.42,37.92,5.17,59.33,2086.15,56.63,COHESION_POLICY_DASHBOARD,2024-12-28
2021,NL,SK30,208.83,64.26,4.08,78.31,77.86,93.85,68.03,11.69,27.52,36.61,41.22,7.5,49.01,458.44,37.1,JRC_COMPOSITE,2024-04-11
2022,SE,LV30,195.38,77.08,3.9,90.39,85.68,71.41,75.55,13.18,27.13,90.12,46.85,5.5,72.7,692.57,41.11,EUROSTAT_REGIO,2024-03-14
2023,DK,IT317,150.28,82.45,1.42,89.43,71.22,77.3,66.62,11.27,28.56,43.62,69.74,7.55,91.54,453.41,29.42,NATIONAL_STAT_EXPORT,2024-01-23
2024,IE,CZ520,154.32,80.03,1.51,78.29,89.83,90.48,40.67,12.56,24.61,50.51,38.93,8.3,48.59,494.72,26.72,COHESION_POLICY_DASHBOARD,2024-09-08
2025,PL,LU332,191.92,68.52,1.83,77.65,50.33,63.07,38.7,18.16,37.52,55.49,56.6,4.75,44.06,612.04,32.32,JRC_COMPOSITE,2025-12-03
2006,AT,BE25,118.5,75.79,1.93,74.49,56.28,64.25,73.81,22.17,30.09,43.9,80.03,8.89,67.98,505.29,40.95,EUROSTAT_REGIO,2024-07-27
2007,EE,BE342,128.61,69.35,0.99,81.63,60.81,55.27,39.66,21.76,31.22,83.86,61.31,6.51,80.27,881.66,35.55,NATIONAL_STAT_EXPORT,2024-02-16
2008,IT,CY42,119.69,55.87,2.18,80.09,64.39,73.43,78.68,21.13,36.09,41.07,29.77,7.78,59.08,2105.97,33.65,COHESION_POLICY_DASHBOARD,2025-11-06
2009,PT,LT8,79.96,57.49,1.5,68.2,44.54,78.31,58.25,18.74,34.16,83.44,44.97,7.0,62.12,446.14,15.55,JRC_COMPOSITE,2024-05-06
2010,BE,IT72,74.84,71.78,2.39,82.76,90.66,89.74,47.03,17.06,26.63,63.94,31.8,7.07,82.98,772.26,42.98,EUROSTAT_REGIO,2024-06-22
2011,FI,IT665,196.93,79.98,4.0,93.05,37.34,77.11,43.35,17.08,30.75,88.33,85.52,6.34,78.4,302.35,30.0,NATIONAL_STAT_EXPORT,2024-03-05
2012,LV,LV980,100.91,69.09,2.62,85.91,51.3,53.27,48.42,28.96,34.77,68.26,71.36,8.05,49.71,271.75,34.04,COHESION_POLICY_DASHBOARD,2025-03-23
2013,RO,BG96,110.41,66.68,1.09,77.55,62.4,58.54,56.37,15.7,25.53,45.07,76.2,7.18,49.06,1785.48,36.66,JRC_COMPOSITE,2025-01-31
2014,BG,GR22,111.74,65.34,1.32,74.78,52.0,64.2,74.53,11.42,31.96,51.38,43.61,5.9,64.07,1269.84,9.17,EUROSTAT_REGIO,2024-08-09
2015,FR,IE424,143.65,66.57,2.55,85.66,52.7,56.99,43.23,19.18,26.53,35.97,40.38,8.96,76.74,813.51,45.91,NATIONAL_STAT_EXPORT,2025-06-09
2016,LT,CZ49,69.47,60.23,2.53,85.86,84.47,62.06,46.78,12.67,31.01,37.87,79.5,6.87,68.81,2073.0,13.15,COHESION_POLICY_DASHBOARD,2024-08-23
2017,SK,FI66,98.22,58.4,1.5,68.51,75.9,74.92,62.11,23.81,38.7,81.73,58.5,5.75,41.95,443.13,27.07,JRC_COMPOSITE,2026-02-14
2018,HR,SI43,55.03,60.71,2.05,82.2,66.95,46.98,79.83,17.55,38.59,57.8,76.11,5.93,84.19,2039.21,53.97,EUROSTAT_REGIO,2024-03-25
2019,DE,SE488,85.08,74.37,1.1,100.0,81.71,55.71,61.95,10.16,30.43,54.6,25.71,6.36,45.04,758.08,45.07,NATIONAL_STAT_EXPORT,2025-07-17
2020,LU,LT11,137.65,85.06,2.12,78.18,60.31,67.91,77.41,18.93,30.93,37.61,64.23,7.51,53.78,166.33,32.95,COHESION_POLICY_DASHBOARD,2024-12-31
2021,SI,AT127,85.59,74.29,0.45,72.94,46.5,74.76,76.55,26.48,38.3,51.27,54.83,7.5,41.7,2150.98,7.24,JRC_COMPOSITE,2024-10-16
2022,CY,SE826,102.49,61.28,1.76,79.38,58.91,51.69,74.02,24.91,24.05,79.72,30.33,4.96,42.19,927.54,40.85,EUROSTAT_REGIO,2025-09-05
2023,GR,PT355,70.62,73.36,1.95,69.65,80.8,63.74,63.32,25.39,23.67,35.84,62.22,4.94,78.75,741.31,15.54,NATIONAL_STAT_EXPORT,2025-08-27
2024,MT,AT86,146.5,57.07,1.97,82.1,38.14,68.11,56.23,11.65,37.08,75.22,35.41,8.04,78.45,698.6,34.64,COHESION_POLICY_DASHBOARD,2026-02-16
2025,ES,LU70,117.3,61.46,0.89,67.33,68.13,72.39,51.43,18.1,23.58,56.44,46.53,7.62,67.48,1664.2,54.72,JRC_COMPOSITE,2024-12-18
2006,CZ,LU66,87.73,68.72,0.87,66.51,74.42,58.27,57.4,29.9,25.37,77.59,61.43,5.91,41.0,1813.78,52.65,EUROSTAT_REGIO,2025-01-22
2007,HU,ES41,95.99,58.91,2.07,57.69,70.93,85.0,57.46,16.98,28.38,81.08,48.49,8.09,52.16,1267.56,14.47,NATIONAL_STAT_EXPORT,2025-08-26
2008,NL,HR882,141.91,67.96,0.86,65.29,38.57,57.07,55.88,15.29,22.37,37.14,60.08,8.65,100.0,425.63,23.46,COHESION_POLICY_DASHBOARD,2024-09-01
2009,SE,FR592,95.71,82.34,3.02,81.77,54.26,57.86,68.9,13.62,34.52,93.82,36.26,5.24,98.38,924.29,16.86,JRC_COMPOSITE,2024-03-06
2010,DK,CY12,164.07,75.08,0.69,82.13,90.0,66.79,45.57,12.87,26.84,40.37,52.94,7.22,57.16,763.68,50.1,EUROSTAT_REGIO,2025-05-10
2011,IE,LT5,93.4,71.17,1.92,92.95,46.46,77.53,41.18,23.29,37.73,37.06,60.51,6.98,55.31,860.7,15.6,NATIONAL_STAT_EXPORT,2024-12-23
2012,PL,PL54,146.01,72.35,0.86,83.54,53.86,47.89,44.32,13.78,33.5,78.39,81.3,4.68,43.36,1042.12,7.49,COHESION_POLICY_DASHBOARD,2024-08-01
2013,AT,FI6,170.15,78.71,1.87,88.95,82.48,70.27,51.87,17.28,35.01,76.51,76.24,5.67,52.95,61.11,31.19,JRC_COMPOSITE,2024-11-23
2014,EE,IT769,171.89,59.45,1.67,86.07,79.22,48.79,53.38,10.88,32.45,71.55,67.49,7.61,60.06,2036.0,23.64,EUROSTAT_REGIO,2025-11-29
2015,IT,HR717,77.42,64.39,1.53,68.78,44.01,42.94,70.85,9.21,35.54,42.79,63.03,5.99,41.89,732.17,18.71,NATIONAL_STAT_EXPORT,2025-08-06
2016,PT,CZ118,144.63,58.1,1.49,88.68,66.6,77.85,50.46,16.64,31.86,78.9,51.64,6.13,64.42,1139.48,38.36,COHESION_POLICY_DASHBOARD,2025-11-28
2017,BE,BG638,153.02,70.14,1.21,85.89,64.38,61.7,54.09,13.86,28.17,41.6,42.08,8.95,37.46,693.06,22.04,JRC_COMPOSITE,2025-10-26
2018,FI,SK55,147.98,81.86,1.53,83.64,84.89,65.08,75.1,11.49,30.8,66.1,41.65,9.3,91.64,801.68,18.71,EUROSTAT_REGIO,2026-02-03
2019,LV,SI377,99.7,59.98,1.57,91.09,34.45,49.57,69.85,20.71,29.08,57.38,67.56,7.81,54.42,1776.08,20.67,NATIONAL_STAT_EXPORT,2024-04-21
2020,RO,IT546,109.8,74.57,1.71,92.21,63.26,56.96,62.46,21.86,27.69,66.21,56.45,6.63,76.42,567.34,53.31,COHESION_POLICY_DASHBOARD,2025-10-24
2021,BG,LU47,84.19,56.43,0.65,65.92,82.48,54.26,43.84,14.72,36.46,75.61,40.47,5.6,79.68,304.74,51.93,JRC_COMPOSITE,2024-10-27
2022,FR,CZ17,196.11,67.49,1.68,83.87,36.78,79.77,80.2,21.93,36.89,44.92,49.55,7.67,45.0,210.66,29.65,EUROSTAT_REGIO,2024-02-25
2023,LT,GR354,184.53,59.13,0.77,72.63,38.5,46.44,84.54,20.18,25.25,57.02,83.76,4.77,71.21,2144.6,16.44,NATIONAL_STAT_EXPORT,2024-09-12
2024,SK,GR8,67.64,55.47,2.54,98.26,50.6,73.61,86.13,23.21,32.29,57.65,42.81,5.3,77.08,70.45,50.87,COHESION_POLICY_DASHBOARD,2025-01-29
2025,HR,FR71,98.54,55.87,0.37,69.35,78.95,50.07,62.15,16.6,23.55,73.64,82.63,7.54,36.16,1786.95,48.74,JRC_COMPOSITE,2024-12-02
2006,DE,CY742,105.94,71.29,3.49,88.97,90.37,64.59,97.08,21.98,31.65,52.96,75.19,6.47,60.31,67.54,44.1,EUROSTAT_REGIO,2024-05-30
2007,LU,GR73,82.41,81.74,0.67,69.29,77.84,84.86,45.3,13.31,34.96,69.38,83.11,5.1,78.72,399.25,37.76,NATIONAL_STAT_EXPORT,2025-04-05
2008,SI,AT4,55.57,55.73,2.21,72.61,44.91,46.13,84.63,28.77,31.68,71.18,73.13,6.4,56.56,1689.6,44.37,COHESION_POLICY_DASHBOARD,2024-04-12
2009,CY,HR312,99.45,59.24,1.0,67.84,81.8,52.8,84.91,31.9,32.6,60.72,69.81,5.21,82.88,1267.98,38.46,JRC_COMPOSITE,2025-10-03
2010,GR,SE61,100.2,67.77,0.89,59.25,40.74,45.03,57.54,18.92,35.31,54.89,76.58,5.59,42.14,2160.67,18.32,EUROSTAT_REGIO,2025-12-29
2011,MT,HU75,154.21,68.05,2.22,58.95,45.71,74.61,76.17,21.84,24.34,71.44,28.47,6.95,71.68,1745.91,43.92,NATIONAL_STAT_EXPORT,2025-08-28
2012,ES,BG50,125.56,73.79,1.2,68.13,80.45,66.25,48.85,24.77,33.83,61.35,73.21,6.85,43.03,2083.84,43.0,COHESION_POLICY_DASHBOARD,2024-02-11
2013,CZ,HR406,88.44,74.12,2.05,80.41,76.53,60.53,62.71,21.44,32.9,33.64,40.23,6.66,71.25,91.28,32.58,JRC_COMPOSITE,2026-02-06
2014,HU,CY993,132.2,68.43,1.43,76.2,83.06,67.6,52.3,18.71,27.45,48.32,36.16,4.69,72.25,1746.25,28.4,EUROSTAT_REGIO,2026-01-29
2015,NL,EE264,156.2,68.93,1.88,89.18,56.61,55.18,57.53,19.57,22.17,73.1,35.58,8.64,87.57,880.79,42.25,NATIONAL_STAT_EXPORT,2024-08-25
2016,SE,FI81,203.47,85.35,1.99,86.34,76.84,63.72,79.77,12.25,23.45,94.05,83.88,8.55,97.68,908.63,44.91,COHESION_POLICY_DASHBOARD,2025-12-02
2017,DK,IE612,81.14,68.19,2.9,78.14,71.83,60.18,53.59,21.54,30.31,68.14,60.29,8.29,56.1,668.48,11.94,JRC_COMPOSITE,2025-12-25
2018,IE,NL2,177.3,66.36,2.14,100.0,53.8,51.09,74.06,16.98,23.52,83.77,69.85,8.81,32.37,116.47,16.43,EUROSTAT_REGIO,2026-01-16
2019,PL,MT93,68.81,56.54,2.61,80.07,90.63,54.82,89.94,10.89,38.18,52.19,83.11,4.97,39.23,834.14,48.25,NATIONAL_STAT_EXPORT,2025-08-13
2020,AT,IT558,175.78,65.91,1.17,96.84,53.1,50.07,66.93,12.07,38.34,86.6,88.89,5.71,41.17,1051.28,38.98,COHESION_POLICY_DASHBOARD,2024-12-31
2021,EE,SI512,89.58,75.62,0.36,80.47,61.21,60.58,70.86,19.78,36.4,63.38,52.67,8.06,69.23,297.57,62.26,JRC_COMPOSITE,2025-12-21
2022,IT,SK38,126.19,70.6,2.35,66.85,37.93,69.08,73.49,10.2,38.2,59.15,72.47,7.08,77.2,1510.74,9.74,EUROSTAT_REGIO,2025-03-03
2023,PT,MT369,87.17,75.11,2.29,70.91,52.04,78.22,49.3,29.51,26.95,33.45,62.71,5.4,51.98,1853.9,44.1,NATIONAL_STAT_EXPORT,2026-02-02
2024,BE,SE881,104.39,77.3,1.74,77.77,54.77,64.48,84.33,16.51,33.25,60.97,24.63,7.27,53.42,486.12,32.11,COHESION_POLICY_DASHBOARD,2024-06-24
