mig_asylum_reference_month,mig_asylum_host_country_iso2,mig_asylum_applicant_country_of_origin_iso2,mig_asylum_applicant_age_group,mig_asylum_applicant_sex,mig_asylum_application_type,mig_asylum_dublin_transfer_flag,mig_asylum_first_instance_decision_code,mig_asylum_first_instance_decision_count,mig_asylum_final_decision_code,mig_asylum_final_decision_count,mig_asylum_time_to_decision_days_median,mig_asylum_relocation_mechanism_flag,mig_asylum_resettlement_flag,mig_asylum_temporary_protection_flag,mig_asylum_reception_capacity_beds,mig_asylum_recognition_rate_pct,mig_asylum_eu_agency_support_flag,mig_asylum_eurostat_table_code,mig_asylum_data_extract_date
2022-08,EE,IS,0-13,M,APPEAL_RELATED,0,OTHER,61,WITHDRAWN,58,275,0,0,0,414,21.5,1,migr_asydec1,2024-06-22
2022-09,IT,RU,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,72,REJECTED,41,299,0,0,0,279,83.13,0,migr_asytpsm,2024-06-29
2022-10,PT,CN,0-13,M,SUBSEQUENT,0,WITHDRAWN,80,SUBSIDIARY_PROTECTION,77,308,0,0,0,260,62.22,0,migr_asydec2,2025-12-18
2022-11,BE,KE,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,60,REFUGEE_STATUS,58,304,0,0,0,259,20.3,1,migr_asyappctzm,2025-11-21
2022-12,FI,TN,0-13,M,APPEAL_RELATED,1,REJECTED,45,OTHER,25,292,0,0,0,416,56.62,0,migr_asyappctza,2024-09-08
2023-01,LV,EG,0-13,M,FIRST_TIME,0,OTHER,70,WITHDRAWN,70,300,0,0,0,404,9.92,1,migr_asydec1,2025-05-03
2023-02,RO,MD,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,76,REJECTED,52,302,0,0,0,413,13.25,0,migr_asytpsm,2024-06-08
2023-03,BG,UA,0-13,M,FAMILY_UNIT,0,WITHDRAWN,90,SUBSIDIARY_PROTECTION,63,289,0,0,1,437,66.06,0,migr_asydec2,2024-09-10
2023-04,FR,GE,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,44,REFUGEE_STATUS,25,275,1,0,0,291,13.86,0,migr_asyappctzm,2025-10-23
2023-05,LT,MK,0-13,M,FIRST_TIME,1,REJECTED,63,OTHER,57,312,0,0,0,212,41.1,0,migr_asyappctza,2024-07-23
2023-06,SK,VN,0-13,M,SUBSEQUENT,0,OTHER,51,WITHDRAWN,29,279,0,0,0,437,60.19,0,migr_asydec1,2025-03-28
2023-07,HR,IN,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,53,REJECTED,34,300,1,0,0,233,26.63,0,migr_asytpsm,2024-12-03
2023-08,DE,NO,0-13,M,APPEAL_RELATED,0,WITHDRAWN,55,SUBSIDIARY_PROTECTION,51,293,0,0,0,296,28.63,1,migr_asydec2,2025-10-14
2023-09,LU,BA,0-13,M,FIRST_TIME,1,REFUGEE_STATUS,59,REFUGEE_STATUS,43,46,0,0,0,266,51.73,1,migr_asyappctzm,2024-05-09
2023-10,SI,IR,0-13,M,SUBSEQUENT,0,REJECTED,106,OTHER,75,45,0,0,0,451,71.99,0,migr_asyappctza,2024-12-12
2023-11,CY,RS,0-13,M,FAMILY_UNIT,1,OTHER,90,WITHDRAWN,79,49,0,0,0,290,16.37,1,migr_asydec1,2024-04-15
2023-12,GR,CH,0-13,M,APPEAL_RELATED,1,SUBSIDIARY_PROTECTION,74,REJECTED,65,24,0,0,0,393,12.21,0,migr_asytpsm,2025-03-13
2024-01,MT,JP,0-13,M,FIRST_TIME,0,WITHDRAWN,102,SUBSIDIARY_PROTECTION,90,46,0,0,0,232,7.99,0,migr_asydec2,2025-08-22
2024-02,ES,SY,0-13,M,SUBSEQUENT,1,REFUGEE_STATUS,94,REFUGEE_STATUS,78,29,0,0,1,311,51.33,0,migr_asyappctzm,2024-06-19
2024-03,CZ,DZ,0-13,M,FAMILY_UNIT,0,REJECTED,62,OTHER,25,40,0,0,0,399,43.97,1,migr_asyappctza,2024-05-28
2024-04,HU,MA,0-13,M,APPEAL_RELATED,0,OTHER,74,WITHDRAWN,47,37,0,0,0,459,18.28,0,migr_asydec1,2024-12-22
2024-05,NL,TR,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,72,REJECTED,66,35,0,0,0,336,57.14,1,migr_asytpsm,2025-10-29
2024-06,SE,GB,0-13,M,SUBSEQUENT,0,WITHDRAWN,75,SUBSIDIARY_PROTECTION,40,33,0,0,0,425,69.33,0,migr_asydec2,2024-12-01
2024-07,DK,ME,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,105,REFUGEE_STATUS,99,59,1,0,0,352,31.96,0,migr_asyappctzm,2025-06-21
2024-08,IE,US,0-13,M,APPEAL_RELATED,0,REJECTED,116,OTHER,96,62,0,0,0,485,28.51,0,migr_asyappctza,2024-10-15
2024-09,PL,GH,0-13,M,FIRST_TIME,0,OTHER,77,WITHDRAWN,52,51,0,0,0,397,49.15,0,migr_asydec1,2025-09-22
2024-10,AT,NG,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,81,REJECTED,48,66,0,0,0,292,54.88,0,migr_asytpsm,2025-02-10
2024-11,EE,AL,0-13,M,FAMILY_UNIT,0,WITHDRAWN,108,SUBSIDIARY_PROTECTION,106,41,0,0,0,396,54.13,1,migr_asydec2,2025-06-10
2024-12,IT,IQ,0-13,M,APPEAL_RELATED,1,REFUGEE_STATUS,83,REFUGEE_STATUS,45,59,0,0,0,302,51.57,0,migr_asyappctzm,2025-02-07
2025-01,PT,PK,0-13,M,FIRST_TIME,0,REJECTED,99,OTHER,86,64,0,0,0,287,14.42,0,migr_asyappctza,2025-10-20
2025-02,BE,BY,0-13,M,SUBSEQUENT,0,OTHER,66,WITHDRAWN,40,52,1,0,0,484,40.37,1,migr_asydec1,2024-08-06
2025-03,FI,IS,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,76,REJECTED,34,49,0,0,0,315,37.41,0,migr_asytpsm,2024-11-04
2025-04,LV,RU,0-13,M,APPEAL_RELATED,0,WITHDRAWN,93,SUBSIDIARY_PROTECTION,54,77,1,0,0,334,30.0,0,migr_asydec2,2024-08-01
2025-05,RO,CN,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,116,REFUGEE_STATUS,70,55,0,0,0,503,41.39,1,migr_asyappctzm,2026-01-29
2025-06,BG,KE,0-13,M,SUBSEQUENT,0,REJECTED,116,OTHER,67,52,0,0,0,421,51.67,1,migr_asyappctza,2024-06-22
2025-07,FR,TN,0-13,M,FAMILY_UNIT,0,OTHER,69,WITHDRAWN,54,82,0,0,0,473,35.46,0,migr_asydec1,2024-02-09
2025-08,LT,EG,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,81,REJECTED,68,77,0,0,0,464,27.64,0,migr_asytpsm,2025-08-01
2025-09,SK,MD,0-13,M,FIRST_TIME,0,WITHDRAWN,111,SUBSIDIARY_PROTECTION,69,66,0,0,0,398,21.58,0,migr_asydec2,2024-10-23
2025-10,HR,UA,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,129,REFUGEE_STATUS,90,45,0,0,1,526,27.96,1,migr_asyappctzm,2025-05-23
2025-11,DE,GE,0-13,M,FAMILY_UNIT,1,REJECTED,93,OTHER,68,76,0,0,0,320,81.59,1,migr_asyappctza,2025-11-21
2025-12,LU,MK,0-13,M,APPEAL_RELATED,0,OTHER,93,WITHDRAWN,76,68,0,0,0,503,28.35,1,migr_asydec1,2024-11-21
2026-01,SI,VN,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,75,REJECTED,71,50,0,0,0,485,38.96,0,migr_asytpsm,2024-04-24
2026-02,CY,IN,0-13,M,SUBSEQUENT,0,WITHDRAWN,75,SUBSIDIARY_PROTECTION,41,52,1,0,0,372,46.07,0,migr_asydec2,2024-09-27
2026-03,GR,NO,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,86,REFUGEE_STATUS,55,75,1,0,0,453,64.63,0,migr_asyappctzm,2024-06-07
2026-04,MT,BA,0-13,M,APPEAL_RELATED,0,REJECTED,126,OTHER,97,69,0,0,0,458,52.43,0,migr_asyappctza,2024-03-23
2026-05,ES,IR,0-13,M,FIRST_TIME,0,OTHER,113,WITHDRAWN,91,74,0,0,0,317,12.68,0,migr_asydec1,2025-10-01
2026-06,CZ,RS,0-13,M,SUBSEQUENT,1,SUBSIDIARY_PROTECTION,97,REJECTED,55,90,0,0,0,542,17.83,1,migr_asytpsm,2025-05-03
2026-07,HU,CH,0-13,M,FAMILY_UNIT,0,WITHDRAWN,103,SUBSIDIARY_PROTECTION,77,57,0,0,0,513,47.54,0,migr_asydec2,2024-01-31
2026-08,NL,JP,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,107,REFUGEE_STATUS,98,81,0,0,0,384,40.43,0,migr_asyappctzm,2025-07-31
2026-09,SE,SY,0-13,M,FIRST_TIME,1,REJECTED,90,OTHER,85,76,0,0,0,446,5.25,0,migr_asyappctza,2025-03-11
2026-10,DK,DZ,0-13,M,SUBSEQUENT,1,OTHER,142,WITHDRAWN,82,57,0,0,0,475,10.24,0,migr_asydec1,2024-06-04
2026-11,IE,MA,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,120,REJECTED,114,81,0,1,0,559,27.98,0,migr_asytpsm,2024-06-05
2026-12,PL,TR,0-13,M,APPEAL_RELATED,1,WITHDRAWN,118,SUBSIDIARY_PROTECTION,79,61,0,0,0,415,47.31,0,migr_asydec2,2024-04-10
2018-01,AT,GB,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,92,REFUGEE_STATUS,61,93,0,1,0,560,10.1,0,migr_asyappctzm,2024-02-17
2018-02,EE,ME,0-13,M,SUBSEQUENT,0,REJECTED,100,OTHER,96,88,0,0,0,460,55.5,0,migr_asyappctza,2025-05-31
2018-03,IT,US,0-13,M,FAMILY_UNIT,0,OTHER,137,WITHDRAWN,60,102,0,0,0,490,68.18,0,migr_asydec1,2024-09-21
2018-04,PT,GH,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,90,REJECTED,73,77,0,1,0,556,36.18,0,migr_asytpsm,2025-11-15
2018-05,BE,NG,0-13,M,FIRST_TIME,1,WITHDRAWN,99,SUBSIDIARY_PROTECTION,62,65,0,0,0,444,18.04,1,migr_asydec2,2024-03-13
2018-06,FI,AL,0-13,M,SUBSEQUENT,1,REFUGEE_STATUS,109,REFUGEE_STATUS,52,90,0,0,0,577,31.69,0,migr_asyappctzm,2025-06-19
2018-07,LV,IQ,0-13,M,FAMILY_UNIT,0,REJECTED,108,OTHER,45,95,0,0,0,410,71.16,1,migr_asyappctza,2025-04-21
2018-08,RO,PK,0-13,M,APPEAL_RELATED,0,OTHER,127,WITHDRAWN,100,76,1,0,0,396,6.02,1,migr_asydec1,2025-02-26
2018-09,BG,BY,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,115,REJECTED,71,103,0,0,0,478,71.34,0,migr_asytpsm,2024-02-25
2018-10,FR,IS,0-13,M,SUBSEQUENT,0,WITHDRAWN,137,SUBSIDIARY_PROTECTION,97,95,0,0,0,552,19.17,0,migr_asydec2,2024-05-19
2018-11,LT,RU,0-13,M,FAMILY_UNIT,1,REFUGEE_STATUS,124,REFUGEE_STATUS,122,79,0,0,0,607,74.79,1,migr_asyappctzm,2024-11-29
2018-12,SK,CN,0-13,M,APPEAL_RELATED,0,REJECTED,152,OTHER,98,73,0,0,1,389,15.99,1,migr_asyappctza,2024-08-26
2019-01,HR,KE,0-13,M,FIRST_TIME,0,OTHER,133,WITHDRAWN,82,80,0,0,0,466,32.46,0,migr_asydec1,2024-11-11
2019-02,DE,TN,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,124,REJECTED,117,99,1,0,0,503,51.59,0,migr_asytpsm,2025-02-20
2019-03,LU,EG,0-13,M,FAMILY_UNIT,0,WITHDRAWN,137,SUBSIDIARY_PROTECTION,86,89,0,0,0,586,56.87,0,migr_asydec2,2025-12-25
2019-04,SI,MD,0-13,M,APPEAL_RELATED,1,REFUGEE_STATUS,122,REFUGEE_STATUS,67,89,1,0,0,585,44.4,1,migr_asyappctzm,2025-07-24
2019-05,CY,UA,0-13,M,FIRST_TIME,0,REJECTED,138,OTHER,106,81,1,0,0,614,75.08,0,migr_asyappctza,2025-09-11
2019-06,GR,GE,0-13,M,SUBSEQUENT,0,OTHER,144,WITHDRAWN,68,102,0,0,0,402,78.31,1,migr_asydec1,2025-07-28
2019-07,MT,MK,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,104,REJECTED,72,111,0,0,0,621,13.58,0,migr_asytpsm,2026-01-22
2019-08,ES,VN,0-13,M,APPEAL_RELATED,0,WITHDRAWN,104,SUBSIDIARY_PROTECTION,77,118,0,0,0,431,56.94,0,migr_asydec2,2024-01-10
2019-09,CZ,IN,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,140,REFUGEE_STATUS,123,115,0,0,0,413,10.37,1,migr_asyappctzm,2026-01-11
2019-10,HU,NO,0-13,M,SUBSEQUENT,0,REJECTED,163,OTHER,154,110,1,0,0,639,16.58,0,migr_asyappctza,2025-12-29
2019-11,NL,BA,0-13,M,FAMILY_UNIT,0,OTHER,147,WITHDRAWN,96,100,0,0,0,432,41.14,0,migr_asydec1,2025-03-16
2019-12,SE,IR,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,161,REJECTED,88,87,0,0,0,479,36.88,0,migr_asytpsm,2025-12-25
2020-01,DK,RS,0-13,M,FIRST_TIME,0,WITHDRAWN,150,SUBSIDIARY_PROTECTION,115,92,0,0,0,613,13.96,0,migr_asydec2,2024-12-14
2020-02,IE,CH,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,165,REFUGEE_STATUS,163,103,0,0,0,496,30.3,0,migr_asyappctzm,2024-03-13
2020-03,PL,JP,0-13,M,FAMILY_UNIT,1,REJECTED,127,OTHER,74,123,0,0,0,588,64.32,0,migr_asyappctza,2024-04-09
2020-04,AT,SY,0-13,M,APPEAL_RELATED,0,OTHER,172,WITHDRAWN,70,93,0,0,1,556,21.01,0,migr_asydec1,2024-05-25
2020-05,EE,DZ,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,129,REJECTED,129,99,1,0,0,586,69.85,1,migr_asytpsm,2024-09-01
2020-06,IT,MA,0-13,M,SUBSEQUENT,0,WITHDRAWN,173,SUBSIDIARY_PROTECTION,163,113,0,0,0,614,22.26,1,migr_asydec2,2024-08-13
2020-07,PT,TR,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,165,REFUGEE_STATUS,140,124,0,0,0,527,42.2,0,migr_asyappctzm,2026-02-21
2020-08,BE,GB,0-13,M,APPEAL_RELATED,0,REJECTED,139,OTHER,61,95,0,0,0,523,38.28,0,migr_asyappctza,2026-01-19
2020-09,FI,ME,0-13,M,FIRST_TIME,1,OTHER,173,WITHDRAWN,83,111,0,1,0,558,64.46,0,migr_asydec1,2024-10-08
2020-10,LV,US,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,154,REJECTED,73,121,0,0,1,676,45.58,0,migr_asytpsm,2025-08-09
2020-11,RO,GH,0-13,M,FAMILY_UNIT,0,WITHDRAWN,132,SUBSIDIARY_PROTECTION,102,112,0,0,0,580,5.85,0,migr_asydec2,2024-06-03
2020-12,BG,NG,0-13,M,APPEAL_RELATED,1,REFUGEE_STATUS,150,REFUGEE_STATUS,60,129,0,0,0,478,36.51,0,migr_asyappctzm,2024-08-01
2021-01,FR,AL,0-13,M,FIRST_TIME,0,REJECTED,135,OTHER,120,119,0,0,0,453,31.13,0,migr_asyappctza,2024-10-03
2021-02,LT,IQ,0-13,M,SUBSEQUENT,0,OTHER,177,WITHDRAWN,103,100,0,0,0,580,27.92,0,migr_asydec1,2024-07-17
2021-03,SK,PK,0-13,M,FAMILY_UNIT,1,SUBSIDIARY_PROTECTION,139,REJECTED,95,104,0,1,0,615,42.13,1,migr_asytpsm,2025-03-23
2021-04,HR,BY,0-13,M,APPEAL_RELATED,0,WITHDRAWN,177,SUBSIDIARY_PROTECTION,134,99,0,0,0,637,56.69,0,migr_asydec2,2025-03-01
2021-05,DE,IS,0-13,M,FIRST_TIME,1,REFUGEE_STATUS,174,REFUGEE_STATUS,117,126,0,0,0,561,70.63,0,migr_asyappctzm,2024-10-13
2021-06,LU,RU,0-13,M,SUBSEQUENT,0,REJECTED,129,OTHER,88,122,0,0,0,700,77.6,0,migr_asyappctza,2025-10-02
2021-07,SI,CN,0-13,M,FAMILY_UNIT,1,OTHER,130,WITHDRAWN,92,115,0,0,0,489,77.35,0,migr_asydec1,2024-06-16
2021-08,CY,KE,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,155,REJECTED,64,115,0,0,0,471,69.36,0,migr_asytpsm,2024-01-08
2021-09,GR,TN,0-13,M,FIRST_TIME,0,WITHDRAWN,136,SUBSIDIARY_PROTECTION,110,104,0,0,0,539,72.09,1,migr_asydec2,2024-04-11
2021-10,MT,EG,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,168,REFUGEE_STATUS,166,141,0,0,0,556,52.99,1,migr_asyappctzm,2025-10-20
2021-11,ES,MD,0-13,M,FAMILY_UNIT,1,REJECTED,151,OTHER,77,115,0,0,0,665,64.44,0,migr_asyappctza,2024-11-11
2021-12,CZ,UA,0-13,M,APPEAL_RELATED,0,OTHER,166,WITHDRAWN,134,135,1,0,1,530,72.51,1,migr_asydec1,2025-09-29
2022-01,HU,GE,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,173,REJECTED,77,145,0,0,0,555,76.29,0,migr_asytpsm,2025-08-19
2022-02,NL,MK,0-13,M,SUBSEQUENT,0,WITHDRAWN,155,SUBSIDIARY_PROTECTION,118,132,1,1,0,681,43.84,0,migr_asydec2,2024-10-01
2022-03,SE,VN,0-13,M,FAMILY_UNIT,1,REFUGEE_STATUS,186,REFUGEE_STATUS,174,135,0,0,0,726,73.27,0,migr_asyappctzm,2024-10-04
2022-04,DK,IN,0-13,M,APPEAL_RELATED,0,REJECTED,189,OTHER,131,139,0,0,0,666,68.63,1,migr_asyappctza,2025-08-08
2022-05,IE,NO,0-13,M,FIRST_TIME,0,OTHER,179,WITHDRAWN,73,143,0,0,0,528,70.66,0,migr_asydec1,2025-03-08
2022-06,PL,BA,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,161,REJECTED,137,149,0,0,0,532,64.39,1,migr_asytpsm,2026-01-27
2022-07,AT,IR,0-13,M,FAMILY_UNIT,1,WITHDRAWN,181,SUBSIDIARY_PROTECTION,129,116,0,0,0,552,15.67,0,migr_asydec2,2025-08-24
2022-08,EE,RS,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,158,REFUGEE_STATUS,100,137,0,0,0,669,17.81,0,migr_asyappctzm,2025-07-19
2022-09,IT,CH,0-13,M,FIRST_TIME,1,REJECTED,143,OTHER,121,141,0,0,0,655,5.69,0,migr_asyappctza,2025-12-26
2022-10,PT,JP,0-13,M,SUBSEQUENT,1,OTHER,170,WITHDRAWN,106,117,0,1,0,543,49.78,0,migr_asydec1,2024-09-21
2022-11,BE,SY,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,143,REJECTED,137,142,0,0,1,596,65.52,0,migr_asytpsm,2024-09-24
2022-12,FI,DZ,0-13,M,APPEAL_RELATED,0,WITHDRAWN,176,SUBSIDIARY_PROTECTION,110,139,0,0,0,670,49.77,1,migr_asydec2,2025-05-20
2023-01,LV,MA,0-13,M,FIRST_TIME,1,REFUGEE_STATUS,197,REFUGEE_STATUS,164,138,0,1,0,606,67.61,0,migr_asyappctzm,2024-01-01
2023-02,RO,TR,0-13,M,SUBSEQUENT,0,REJECTED,163,OTHER,144,160,1,0,0,762,61.96,0,migr_asyappctza,2024-11-13
2023-03,BG,GB,0-13,M,FAMILY_UNIT,0,OTHER,175,WITHDRAWN,144,123,0,0,0,717,58.22,1,migr_asydec1,2025-08-12
2023-04,FR,ME,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,164,REJECTED,108,136,0,1,0,635,24.36,0,migr_asytpsm,2024-08-12
2023-05,LT,US,0-13,M,FIRST_TIME,0,WITHDRAWN,173,SUBSIDIARY_PROTECTION,71,153,0,0,0,629,35.61,0,migr_asydec2,2025-04-12
2023-06,SK,GH,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,197,REFUGEE_STATUS,97,141,0,0,0,604,64.53,1,migr_asyappctzm,2025-09-10
2023-07,HR,NG,0-13,M,FAMILY_UNIT,0,REJECTED,210,OTHER,117,163,0,0,0,758,83.06,0,migr_asyappctza,2024-07-10
2023-08,DE,AL,0-13,M,APPEAL_RELATED,0,OTHER,152,WITHDRAWN,118,133,0,0,0,589,25.46,0,migr_asydec1,2025-12-27
2023-09,LU,IQ,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,175,REJECTED,143,163,0,0,0,702,44.93,0,migr_asytpsm,2025-08-23
2023-10,SI,PK,0-13,M,SUBSEQUENT,0,WITHDRAWN,172,SUBSIDIARY_PROTECTION,75,135,1,0,0,592,23.87,0,migr_asydec2,2026-01-03
2023-11,CY,BY,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,178,REFUGEE_STATUS,84,164,1,0,0,771,12.68,0,migr_asyappctzm,2024-10-12
2023-12,GR,IS,0-13,M,APPEAL_RELATED,0,REJECTED,195,OTHER,104,137,1,0,0,711,41.92,0,migr_asyappctza,2025-08-16
2024-01,MT,RU,0-13,M,FIRST_TIME,0,OTHER,172,WITHDRAWN,131,137,0,0,0,712,58.8,0,migr_asydec1,2026-02-19
2024-02,ES,CN,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,167,REJECTED,123,139,0,0,0,623,39.79,1,migr_asytpsm,2025-12-27
2024-03,CZ,KE,0-13,M,FAMILY_UNIT,1,WITHDRAWN,180,SUBSIDIARY_PROTECTION,100,174,0,0,0,803,28.34,1,migr_asydec2,2025-05-20
2024-04,HU,TN,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,177,REFUGEE_STATUS,132,161,0,0,0,784,42.14,0,migr_asyappctzm,2024-05-06
2024-05,NL,EG,0-13,M,FIRST_TIME,0,REJECTED,169,OTHER,88,153,0,0,0,694,57.65,0,migr_asyappctza,2025-05-29
2024-06,SE,MD,0-13,M,SUBSEQUENT,0,OTHER,213,WITHDRAWN,93,149,1,0,0,633,21.51,0,migr_asydec1,2025-03-11
2024-07,DK,UA,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,199,REJECTED,192,139,0,0,0,718,72.42,1,migr_asytpsm,2024-12-12
2024-08,IE,GE,0-13,M,APPEAL_RELATED,0,WITHDRAWN,188,SUBSIDIARY_PROTECTION,88,172,0,0,0,695,16.47,0,migr_asydec2,2024-01-07
2024-09,PL,MK,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,214,REFUGEE_STATUS,198,166,0,0,0,658,42.34,0,migr_asyappctzm,2024-05-13
2024-10,AT,VN,0-13,M,SUBSEQUENT,0,REJECTED,187,OTHER,132,150,0,0,0,648,52.12,0,migr_asyappctza,2025-06-08
2024-11,EE,IN,0-13,M,FAMILY_UNIT,0,OTHER,201,WITHDRAWN,111,165,0,0,0,586,6.68,0,migr_asydec1,2025-05-18
2024-12,IT,NO,0-13,M,APPEAL_RELATED,1,SUBSIDIARY_PROTECTION,214,REJECTED,130,146,0,0,0,775,30.49,1,migr_asytpsm,2025-11-18
2025-01,PT,BA,0-13,M,FIRST_TIME,0,WITHDRAWN,195,SUBSIDIARY_PROTECTION,79,152,0,0,0,695,24.26,0,migr_asydec2,2024-12-26
2025-02,BE,IR,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,187,REFUGEE_STATUS,129,166,0,0,0,595,48.93,0,migr_asyappctzm,2025-02-28
2025-03,FI,RS,0-13,M,FAMILY_UNIT,0,REJECTED,180,OTHER,118,166,0,0,0,664,39.83,0,migr_asyappctza,2024-12-11
2025-04,LV,CH,0-13,M,APPEAL_RELATED,0,OTHER,208,WITHDRAWN,180,153,0,0,1,722,10.41,0,migr_asydec1,2025-04-27
2025-05,RO,JP,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,220,REJECTED,88,167,0,0,0,731,7.79,1,migr_asytpsm,2024-02-29
2025-06,BG,SY,0-13,M,SUBSEQUENT,0,WITHDRAWN,215,SUBSIDIARY_PROTECTION,155,159,0,0,1,700,48.36,0,migr_asydec2,2024-10-01
2025-07,FR,DZ,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,189,REFUGEE_STATUS,188,179,0,0,0,752,25.31,0,migr_asyappctzm,2026-01-18
2025-08,LT,MA,0-13,M,APPEAL_RELATED,0,REJECTED,209,OTHER,99,180,0,0,0,615,59.74,0,migr_asyappctza,2024-06-16
2025-09,SK,TR,0-13,M,FIRST_TIME,0,OTHER,227,WITHDRAWN,128,153,1,0,0,839,15.7,0,migr_asydec1,2025-10-11
2025-10,HR,GB,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,223,REJECTED,196,173,0,1,0,782,62.18,0,migr_asytpsm,2024-03-11
2025-11,DE,ME,0-13,M,FAMILY_UNIT,0,WITHDRAWN,239,SUBSIDIARY_PROTECTION,115,185,0,1,0,816,58.24,0,migr_asydec2,2024-08-31
2025-12,LU,US,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,188,REFUGEE_STATUS,90,156,1,0,1,693,78.45,0,migr_asyappctzm,2024-05-02
2026-01,SI,GH,0-13,M,FIRST_TIME,0,REJECTED,230,OTHER,226,192,0,0,0,779,5.02,1,migr_asyappctza,2025-07-24
2026-02,CY,NG,0-13,M,SUBSEQUENT,0,OTHER,229,WITHDRAWN,106,158,0,0,0,804,25.88,1,migr_asydec1,2024-01-19
2026-03,GR,AL,0-13,M,FAMILY_UNIT,1,SUBSIDIARY_PROTECTION,187,REJECTED,115,179,1,0,0,646,64.19,0,migr_asytpsm,2024-11-28
2026-04,MT,IQ,0-13,M,APPEAL_RELATED,1,WITHDRAWN,191,SUBSIDIARY_PROTECTION,106,163,0,0,0,668,67.98,1,migr_asydec2,2026-02-01
2026-05,ES,PK,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,210,REFUGEE_STATUS,169,175,0,0,0,758,29.68,0,migr_asyappctzm,2024-11-15
2026-06,CZ,BY,0-13,M,SUBSEQUENT,0,REJECTED,210,OTHER,105,166,0,0,0,730,7.99,0,migr_asyappctza,2024-01-05
2026-07,HU,IS,0-13,M,FAMILY_UNIT,0,OTHER,212,WITHDRAWN,133,196,0,0,0,815,31.28,0,migr_asydec1,2025-03-03
2026-08,NL,RU,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,205,REJECTED,171,187,0,1,0,712,29.96,0,migr_asytpsm,2024-10-30
2026-09,SE,CN,0-13,M,FIRST_TIME,0,WITHDRAWN,205,SUBSIDIARY_PROTECTION,176,170,0,0,0,806,16.23,0,migr_asydec2,2024-01-05
2026-10,DK,KE,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,223,REFUGEE_STATUS,217,172,1,0,0,782,48.94,0,migr_asyappctzm,2025-10-13
2026-11,IE,TN,0-13,M,FAMILY_UNIT,0,REJECTED,195,OTHER,112,176,1,0,0,876,61.47,0,migr_asyappctza,2024-07-28
2026-12,PL,EG,0-13,M,APPEAL_RELATED,0,OTHER,231,WITHDRAWN,146,180,0,0,0,697,30.42,0,migr_asydec1,2026-02-01
