ag_crops_crop_year,ag_crops_county_fsa_code,ag_crops_crop_type_code,ag_crops_acres_planted,ag_crops_acres_harvested,ag_crops_yield_per_acre,ag_crops_production_total_bushels,ag_crops_irrigation_share_pct,ag_crops_seed_variety_code,ag_crops_planting_date_median,ag_crops_harvest_date_median,ag_crops_growing_degree_days,ag_crops_soil_moisture_index,ag_crops_fertilizer_rate_lbs_acre,ag_crops_pesticide_application_rate,ag_crops_crop_insurance_coverage_pct,ag_crops_price_received_usd_unit,ag_crops_revenue_per_acre_usd,ag_crops_loss_due_to_weather_pct,ag_crops_practice_conservation_tillage_flag
2018,FSA0000925,COTTON,23198.62,19166.77,49.18,942621.75,28.82,V3,2019-04-09,2019-09-11,4329.9,0.7866,259.75,10.774,47.83,8.039,429.27,5.87,1
2010,FSA0000926,SOYBEAN,17600.25,14531.79,164.22,2386410.55,5.1,V2,2005-09-30,2006-04-24,4198.5,0.8298,5.24,1.679,17.3,12.091,1766.3,28.69,1
2025,FSA0000927,SOYBEAN,12746.22,11430.53,69.33,792478.64,60.8,V1,2014-05-29,2014-12-10,976.1,0.4108,288.58,11.15,88.87,15.456,859.98,43.89,0
2024,FSA0000928,CORN,18013.71,12771.95,217.68,2780198.08,60.01,V3,2008-01-17,2008-06-06,3650.7,0.9863,267.11,7.042,52.6,15.377,3424.53,17.33,0
2023,FSA0000929,CORN,4789.63,4683.14,159.71,747944.29,24.43,V5,2018-11-16,2019-03-15,3243.2,0.1522,226.67,16.783,80.72,9.536,1359.38,28.35,0
2023,FSA0000930,RICE,21544.19,16575.19,23.91,396312.79,75.69,V7,2005-03-17,2005-08-31,3762.0,0.998,1.64,5.988,44.02,14.073,348.3,31.48,1
2022,FSA0000931,WHEAT,15670.68,14820.76,227.27,3368314.13,8.72,V6,2005-10-28,2006-03-27,3738.6,0.9193,294.61,24.276,6.92,10.369,2254.72,8.14,1
2007,FSA0000932,CORN,11365.11,10815.47,43.63,471878.96,11.35,V8,2014-04-14,2014-08-01,2577.2,0.1375,90.83,4.33,73.36,9.743,459.74,10.42,1
2011,FSA0000933,PEANUT,12889.19,10401.51,197.19,2051073.76,86.33,V1,2005-12-10,2006-05-03,1234.7,0.0812,166.25,13.247,45.88,8.905,1565.72,52.85,1
2018,FSA0000934,CORN,18288.69,17208.1,117.94,2029523.31,8.91,V2,2020-02-04,2020-07-07,3462.2,0.5347,54.27,3.901,86.08,16.693,2082.62,12.16,0
2017,FSA0000935,COTTON,14398.98,10740.54,44.96,482894.68,96.44,V5,2017-09-17,2018-04-24,3586.7,0.0788,283.43,14.086,50.02,17.314,758.28,36.56,1
2015,FSA0000936,CORN,17936.59,15332.65,76.26,1169267.89,94.92,V1,2011-10-22,2012-04-07,4392.7,0.6513,304.95,11.961,93.36,16.132,1185.43,4.84,1
2016,FSA0000937,WHEAT,22345.69,21399.4,20.74,443823.56,25.64,V8,2021-11-10,2022-05-12,1324.2,0.0524,236.12,15.976,84.1,2.091,36.79,44.67,1
2020,FSA0000938,COTTON,9111.2,8038.47,172.87,1389610.31,42.37,V5,2024-07-28,2025-02-13,815.1,0.1062,274.86,14.762,71.55,10.053,1649.02,7.9,0
2017,FSA0000939,COTTON,7969.13,6968.58,37.78,263272.95,21.53,V6,2009-05-10,2009-10-06,1118.0,0.8531,58.0,7.952,37.42,7.847,255.89,20.51,0
2021,FSA0000940,WHEAT,12728.26,12358.09,72.2,892254.1,50.13,V7,2023-02-27,2023-05-31,3731.1,0.053,82.5,10.99,16.02,3.974,293.92,24.26,1
2017,FSA0000941,SOYBEAN,11529.44,9207.1,91.64,843738.64,56.37,V4,2007-12-26,2008-06-11,3562.1,0.0491,153.08,3.231,2.87,13.919,1138.13,48.17,0
2011,FSA0000942,SOYBEAN,13176.27,10612.92,218.98,2324017.22,73.12,V1,2023-10-20,2024-02-23,3041.1,0.5845,19.79,3.693,85.87,13.916,2525.5,45.18,1
2025,FSA0000943,RICE,546.86,396.52,165.27,65532.86,93.09,V6,2006-12-27,2007-04-14,1530.4,0.1499,272.8,3.482,53.22,17.0,2327.05,15.42,0
2025,FSA0000944,OAT,1484.77,1370.96,83.48,114447.74,16.1,V8,2020-06-27,2020-10-30,974.7,0.148,266.98,6.752,12.16,8.461,768.83,29.12,1
2017,FSA0000945,WHEAT,20065.89,19754.42,167.46,3308075.17,93.84,V2,2020-10-05,2021-03-11,4049.6,0.9088,315.92,4.446,63.07,8.697,1121.02,47.44,0
2023,FSA0000946,CORN,14960.37,10627.11,198.2,2106293.2,38.62,V2,2005-05-11,2005-09-02,4231.5,0.468,151.54,9.892,54.7,3.093,496.51,37.48,0
2016,FSA0000947,SOYBEAN,4480.14,4250.62,47.42,201564.4,1.71,V1,2019-11-19,2020-03-29,1225.8,0.3808,297.37,13.055,59.68,15.041,737.17,50.13,1
2021,FSA0000948,POTATO,1213.39,906.77,14.39,13048.42,32.81,V1,2022-07-27,2023-01-09,1540.1,0.6583,137.7,1.541,3.6,14.249,155.24,51.47,0
2024,FSA0000949,SOYBEAN,3478.57,3164.5,85.84,271640.68,31.43,V5,2006-05-18,2006-09-05,3809.2,0.3492,69.88,14.071,8.21,13.769,1261.15,50.15,1
2015,FSA0000950,CORN,20651.68,16796.47,234.45,3937932.39,53.89,V8,2023-10-30,2024-05-12,2933.9,0.7143,236.96,8.438,26.83,9.864,2452.83,45.26,0
2018,FSA0000951,CORN,12395.4,10401.56,62.4,649057.34,5.37,V8,2021-12-31,2022-05-22,1439.7,0.2238,283.12,16.133,7.75,14.956,805.64,9.96,1
2017,FSA0000952,WHEAT,10740.49,9617.54,10.45,100503.29,11.79,V3,2017-09-09,2018-04-03,2366.5,0.2488,248.63,15.379,77.54,2.905,24.55,38.4,1
2019,FSA0000953,POTATO,3435.8,2789.02,246.67,687967.56,36.23,V7,2013-11-19,2014-03-02,892.2,0.4008,1.66,24.554,24.13,2.625,693.21,57.49,0
2024,FSA0000954,COTTON,10237.89,9573.28,200.81,1922410.36,74.06,V4,2024-02-28,2024-09-06,1214.0,0.7107,193.21,11.187,73.47,16.742,2898.53,55.32,0
2014,FSA0000955,RICE,22593.78,16301.84,211.32,3444904.83,60.0,V2,2011-05-22,2011-09-16,3802.9,0.1989,312.53,15.208,36.91,17.718,3313.88,5.29,1
2019,FSA0000956,COTTON,10166.29,7257.11,169.23,1228120.73,75.68,V5,2012-10-13,2013-04-25,2249.7,0.9742,300.53,17.341,90.61,11.995,1989.83,50.89,1
2023,FSA0000957,SOYBEAN,21032.74,18410.34,144.63,2662687.47,67.08,V7,2014-05-14,2014-11-13,3173.5,0.9493,308.25,9.993,99.8,6.939,844.5,29.01,1
2010,FSA0000958,CORN,20516.95,14975.79,224.96,3368953.72,67.53,V6,2006-01-11,2006-07-30,4384.2,0.8352,78.55,24.718,91.23,15.452,3427.78,43.54,1
2005,FSA0000959,POTATO,12220.49,11160.19,99.58,1111331.72,91.69,V4,2024-11-02,2025-05-28,3718.4,0.7734,294.52,24.517,69.21,10.207,1074.25,6.28,0
2007,FSA0000960,WHEAT,5531.95,3918.36,62.39,244466.48,56.21,V2,2010-09-07,2011-04-10,2935.7,0.2539,136.44,19.641,24.97,13.838,933.01,54.25,0
2023,FSA0000961,SOYBEAN,22712.02,17551.15,117.01,2053660.06,42.03,V6,2023-08-20,2024-03-05,805.5,0.029,205.09,2.88,91.87,5.075,569.13,55.71,0
2012,FSA0000962,WHEAT,14707.95,12500.55,249.6,3120137.28,68.31,V3,2022-10-22,2023-05-18,2005.8,0.6259,216.32,7.531,56.31,17.389,4566.19,32.87,1
2008,FSA0000963,CORN,10434.73,8648.42,22.95,198481.24,27.1,V4,2021-02-17,2021-08-17,4264.1,0.1198,261.61,1.413,52.79,14.159,340.33,50.93,0
2022,FSA0000964,CORN,9609.61,9581.16,11.54,110566.59,20.95,V3,2015-12-31,2016-05-31,1968.4,0.5678,215.93,22.778,18.34,2.641,32.19,37.22,1
2015,FSA0000965,CORN,9940.49,8080.24,193.64,1564657.67,55.84,V8,2015-02-14,2015-07-07,3815.5,0.8215,163.83,2.768,70.58,10.777,1662.46,6.12,1
2011,FSA0000966,SOYBEAN,22702.01,18360.18,186.57,3425458.78,66.4,V6,2021-03-31,2021-07-21,1952.0,0.9106,240.12,8.378,25.54,4.419,836.08,47.87,0
2015,FSA0000967,POTATO,4215.08,3153.91,226.92,715685.26,26.64,V6,2025-01-03,2025-04-24,3736.6,0.5799,139.58,12.641,51.35,9.623,1783.57,19.36,1
2005,FSA0000968,CORN,15475.21,14593.24,154.57,2255677.11,73.26,V7,2011-08-17,2012-01-18,4219.4,0.5029,286.65,6.556,55.19,8.972,1103.01,17.64,1
2009,FSA0000969,CORN,499.1,464.08,90.24,41878.58,10.64,V5,2006-07-10,2007-01-17,4058.8,0.7786,238.54,13.747,17.72,7.15,666.27,41.13,1
2005,FSA0000970,SORGHUM,10838.91,7621.28,96.65,736596.71,42.97,V8,2016-12-26,2017-07-28,1642.3,0.4987,171.48,18.478,18.99,11.455,925.58,33.43,1
2009,FSA0000971,PEANUT,19876.49,18249.59,83.11,1516723.42,34.45,V2,2023-11-24,2024-04-17,2113.7,0.404,270.9,3.032,79.72,8.784,650.52,18.09,0
2018,FSA0000972,PEANUT,13375.33,11077.49,198.15,2195004.64,89.7,V7,2017-01-06,2017-06-18,2090.9,0.3442,80.67,9.452,17.45,3.72,598.57,32.21,0
2010,FSA0000973,WHEAT,19232.84,15632.56,40.81,637964.77,13.86,V7,2011-08-16,2012-03-22,1169.0,0.6297,46.24,13.631,38.54,7.334,328.14,25.71,1
2016,FSA0000974,SOYBEAN,8897.11,6534.29,216.04,1411668.01,18.21,V3,2010-03-31,2010-10-14,4169.9,0.0754,160.29,20.681,18.13,2.504,558.78,19.21,1
2024,FSA0000975,RICE,89.79,89.76,183.66,16485.32,91.01,V7,2006-12-27,2007-07-20,2426.7,0.8811,315.91,11.657,69.65,8.617,1679.95,39.57,1
2019,FSA0000976,CORN,16580.56,14088.97,140.65,1981613.63,39.71,V5,2024-10-27,2025-02-14,3592.9,0.1702,42.88,20.845,39.32,8.12,1231.0,52.01,0
2017,FSA0000977,SOYBEAN,5075.3,4712.67,71.64,337615.68,49.86,V3,2018-02-04,2018-06-20,1019.7,0.3244,120.79,1.985,34.28,14.367,994.73,12.96,1
2023,FSA0000978,CORN,8206.74,6313.44,182.71,1153528.62,25.11,V3,2007-08-23,2008-03-09,4050.7,0.7242,157.09,17.699,27.58,14.558,2895.12,29.17,1
2015,FSA0000979,SOYBEAN,19599.67,15199.6,126.75,1926549.3,53.42,V7,2014-06-07,2014-11-07,1764.1,0.5223,45.6,23.173,79.73,13.184,1278.43,27.75,1
2017,FSA0000980,COTTON,20945.51,15222.47,55.61,846521.56,0.18,V3,2024-10-08,2025-05-07,1133.9,0.9752,169.85,4.034,47.74,10.952,570.06,22.7,1
2019,FSA0000981,SOYBEAN,17530.36,14812.09,46.22,684614.8,60.65,V8,2018-07-18,2019-01-04,4214.3,0.8983,247.54,14.978,34.28,6.422,239.66,54.37,1
2014,FSA0000982,CORN,22768.39,18466.96,224.37,4143431.82,20.89,V1,2011-12-13,2012-04-17,850.6,0.7446,81.84,21.119,80.97,10.402,2209.6,54.22,0
2012,FSA0000983,SORGHUM,1088.9,794.93,163.85,130249.28,39.8,V7,2024-05-11,2024-09-18,2151.9,0.5059,197.54,6.58,60.17,5.85,733.04,33.4,1
2023,FSA0000984,CORN,13251.51,11568.46,109.68,1268828.69,94.31,V3,2019-05-10,2019-11-04,1828.4,0.1523,108.51,14.528,71.86,15.785,1379.77,41.69,1
2017,FSA0000985,CORN,23008.72,18176.02,242.72,4411683.57,47.65,V6,2007-10-02,2008-01-04,1969.9,0.6525,279.45,21.011,12.76,9.91,2105.12,1.53,0
2016,FSA0000986,SOYBEAN,3812.07,3046.26,11.78,35884.94,8.34,V2,2022-06-18,2023-01-17,983.1,0.6714,298.39,19.081,71.37,3.803,43.64,0.92,1
2012,FSA0000987,CORN,3596.19,3462.75,119.79,414802.82,93.63,V2,2022-09-07,2022-12-28,2534.7,0.7485,165.38,19.982,65.47,3.274,327.1,19.39,1
2021,FSA0000988,CORN,20999.67,14925.74,161.97,2417522.11,72.17,V3,2017-01-23,2017-06-11,1050.8,0.6176,227.09,7.105,25.04,17.792,2460.48,15.08,1
2012,FSA0000989,SOYBEAN,7001.27,6258.26,99.88,625075.01,93.19,V6,2008-03-20,2008-09-01,2786.1,0.9676,76.72,12.232,63.78,12.989,1299.41,14.25,1
2017,FSA0000990,SORGHUM,20048.05,19198.8,176.89,3396075.73,51.14,V7,2023-05-17,2023-11-08,3603.1,0.1479,151.57,3.953,60.98,10.087,1418.55,59.66,1
2015,FSA0000991,SOYBEAN,21627.05,20230.48,114.03,2306881.63,97.15,V2,2006-10-12,2007-04-03,3262.4,0.5435,145.67,3.387,4.87,7.446,847.54,53.83,1
2024,FSA0000992,SOYBEAN,1556.49,1237.49,47.04,58211.53,80.77,V6,2012-02-22,2012-06-12,3232.7,0.0892,277.54,17.931,47.22,16.775,742.14,55.3,0
2025,FSA0000993,SORGHUM,4532.62,3229.96,133.77,432071.75,43.03,V5,2013-10-23,2014-03-24,2882.6,0.7321,282.39,12.768,6.75,15.823,1939.42,28.32,1
2016,FSA0000994,COTTON,23030.93,22010.51,62.1,1366852.67,46.2,V3,2020-07-11,2021-01-28,3935.7,0.3292,193.88,11.065,47.85,14.548,855.08,7.81,1
2020,FSA0000995,PEANUT,1590.9,1178.95,124.77,147097.59,79.84,V6,2023-03-02,2023-08-22,4051.1,0.4212,186.35,21.545,65.38,11.523,1494.93,31.05,1
2019,FSA0000996,WHEAT,19134.15,18850.11,195.35,3682368.99,63.77,V6,2005-09-03,2006-02-07,1140.2,0.103,100.66,13.991,13.9,3.605,581.8,25.22,1
2008,FSA0000997,SOYBEAN,19114.5,14310.57,21.86,312829.06,38.15,V7,2007-11-26,2008-05-01,3053.5,0.1012,62.61,10.011,95.31,4.628,101.61,8.86,1
2007,FSA0000998,SOYBEAN,15789.15,14863.21,161.71,2403529.69,43.75,V3,2005-07-21,2005-11-02,4379.6,0.0813,74.32,12.945,71.37,14.673,2401.06,28.73,0
2006,FSA0000999,SORGHUM,19724.34,17455.72,158.37,2764462.38,81.65,V1,2017-08-19,2017-11-28,3275.1,0.6117,190.08,9.594,64.08,12.505,1500.82,55.45,1
2006,FSA0001000,SOYBEAN,15202.81,13873.49,240.41,3335325.73,46.78,V1,2008-06-03,2008-10-09,2949.8,0.4447,41.01,22.9,76.69,12.881,2914.81,43.74,1
2014,FSA0001001,CORN,13500.76,13042.67,210.94,2751220.81,51.85,V4,2021-06-24,2021-12-07,1349.5,0.8859,74.31,1.777,20.38,7.571,1747.2,33.63,1
2013,FSA0001002,CORN,8200.06,5877.98,228.21,1341413.82,7.91,V4,2010-05-18,2010-10-06,4328.9,0.1935,153.4,7.808,51.4,9.885,2317.43,53.31,1
2018,FSA0001003,WHEAT,15629.59,12179.62,181.07,2205363.79,47.08,V6,2009-07-01,2009-11-06,3088.5,0.3191,315.46,24.042,16.96,11.778,1779.07,29.62,1
2021,FSA0001004,CORN,21734.52,20904.02,189.55,3962356.99,66.43,V6,2014-03-15,2014-07-01,1899.0,0.347,0.7,3.63,23.22,17.476,3152.29,53.73,1
2009,FSA0001005,WHEAT,529.9,526.74,151.79,79953.86,35.53,V3,2008-05-17,2008-08-21,2378.6,0.8546,40.55,19.659,41.06,7.082,1140.37,2.21,1
2014,FSA0001006,WHEAT,23466.32,20011.01,249.92,5001151.62,4.1,V7,2019-11-25,2020-04-16,3276.4,0.864,56.72,1.061,20.47,17.517,3474.02,25.45,1
2014,FSA0001007,SOYBEAN,19929.94,18110.18,246.4,4462348.35,40.14,V7,2019-02-20,2019-07-28,3024.5,0.6888,108.08,4.288,92.61,9.289,2092.92,1.17,0
2016,FSA0001008,RICE,19451.67,18116.83,64.51,1168716.7,71.84,V7,2009-08-27,2010-02-06,2910.2,0.9131,192.81,24.647,40.27,7.472,527.78,54.05,0
2022,FSA0001009,WHEAT,15830.84,12450.58,12.82,159616.44,59.65,V8,2019-05-22,2019-09-12,3791.0,0.2655,67.59,10.022,45.31,11.399,125.95,15.31,0
2007,FSA0001010,SORGHUM,9933.26,9184.28,218.61,2007775.45,68.06,V2,2020-09-04,2021-01-14,4226.2,0.4953,125.37,17.077,18.73,10.428,2359.93,3.03,0
2024,FSA0001011,CORN,14291.61,14265.88,127.35,1816759.82,24.63,V4,2011-10-25,2012-05-12,2881.5,0.1242,133.4,6.391,37.91,7.91,991.19,59.48,1
2016,FSA0001012,CORN,10426.0,8180.85,27.13,221946.46,78.79,V1,2006-08-21,2006-11-25,910.7,0.3652,156.62,5.941,95.77,5.066,148.35,28.57,0
2010,FSA0001013,SOYBEAN,12718.82,11004.03,183.64,2020780.07,18.75,V6,2023-05-24,2023-11-06,1834.4,0.4217,218.03,0.712,25.87,3.887,745.82,54.36,1
2013,FSA0001014,SOYBEAN,3798.84,3107.92,199.23,619190.9,65.04,V3,2018-06-08,2018-10-16,1493.3,0.3732,262.96,10.306,12.23,2.352,514.46,55.33,1
2025,FSA0001015,SORGHUM,31.35,27.25,189.01,5150.52,30.91,V5,2020-07-30,2021-02-02,1980.3,0.468,140.75,18.373,10.13,8.357,1424.12,45.07,1
2016,FSA0001016,CORN,18293.83,15465.93,157.03,2428614.99,81.91,V5,2018-07-16,2018-11-05,3725.7,0.243,144.45,22.531,21.51,7.785,1199.13,45.78,1
2019,FSA0001017,BARLEY,15468.73,14170.36,154.39,2187761.88,85.65,V8,2008-02-04,2008-05-19,1112.3,0.7029,87.15,17.689,32.33,16.52,2615.72,51.21,0
2012,FSA0001018,CORN,24481.19,23633.68,137.88,3258611.8,20.74,V3,2016-04-23,2016-08-25,2865.6,0.9367,218.36,0.559,10.02,7.647,1055.84,3.09,0
2009,FSA0001019,BARLEY,16463.24,15067.12,74.5,1122500.44,14.8,V8,2018-09-24,2019-01-07,2210.0,0.4403,241.67,1.3,26.03,14.175,876.84,16.39,0
2017,FSA0001020,CORN,2953.16,2228.87,70.01,156043.19,59.57,V7,2007-07-17,2007-12-23,2350.3,0.3438,237.26,15.124,93.35,11.409,822.52,37.81,0
2023,FSA0001021,SOYBEAN,13276.5,11767.6,158.22,1861869.67,46.48,V3,2005-06-06,2006-01-05,1875.3,0.0962,1.9,7.607,89.04,3.809,578.01,58.5,1
2014,FSA0001022,SOYBEAN,4351.29,3049.54,242.22,738659.58,30.67,V6,2021-03-15,2021-07-20,2746.7,0.304,251.23,5.498,69.72,7.04,1737.12,9.38,0
2005,FSA0001023,SOYBEAN,11075.63,9358.36,70.12,656208.2,90.61,V4,2006-01-12,2006-06-29,3941.6,0.3394,247.43,5.551,77.24,5.498,411.06,12.04,0
2011,FSA0001024,BARLEY,3904.39,3012.79,98.86,297844.42,43.65,V8,2015-08-16,2016-02-01,2647.4,0.992,218.85,6.512,11.72,13.386,1217.96,33.13,1
2014,FSA0001025,CORN,19322.68,14283.54,36.73,524634.42,73.51,V6,2019-12-01,2020-05-01,3446.2,0.1518,316.8,10.117,27.34,3.788,107.35,9.0,0
2015,FSA0001026,CORN,17991.55,13444.3,131.63,1769673.21,50.14,V2,2020-09-18,2021-03-25,1003.2,0.2473,136.77,15.179,80.51,11.306,1319.65,5.64,0
2007,FSA0001027,CORN,23276.41,20363.13,122.03,2484912.75,76.95,V3,2023-08-30,2024-02-06,2327.7,0.8397,203.93,24.595,26.54,12.763,1409.93,30.1,1
2019,FSA0001028,CORN,5740.36,4825.65,210.93,1017874.35,59.51,V3,2022-12-03,2023-06-29,2552.0,0.8263,1.5,9.997,14.59,17.93,3754.72,32.59,1
2012,FSA0001029,CORN,6170.29,5303.47,229.86,1219055.61,4.94,V6,2018-06-23,2018-12-19,1210.6,0.5683,241.11,20.478,99.31,15.827,2814.94,47.0,1
2016,FSA0001030,BARLEY,15407.31,11456.67,191.85,2197962.14,16.95,V1,2010-03-18,2010-09-20,3160.9,0.6302,240.11,18.141,10.33,9.159,1458.26,0.96,1
2007,FSA0001031,SOYBEAN,7217.84,5210.83,30.33,158044.47,10.54,V7,2007-05-10,2007-11-21,3871.0,0.1226,213.29,7.143,73.13,2.167,53.36,38.15,0
2009,FSA0001032,SOYBEAN,3642.21,2701.8,26.63,71948.93,73.8,V5,2014-07-26,2015-01-29,3364.1,0.8373,81.2,10.476,87.96,13.107,326.02,31.1,1
2023,FSA0001033,BARLEY,22184.78,18713.35,119.42,2234748.26,35.33,V1,2019-01-15,2019-05-07,3277.7,0.1752,166.12,23.139,98.01,9.782,911.65,31.92,1
2016,FSA0001034,SOYBEAN,7119.74,7095.63,52.31,371172.41,42.44,V3,2019-06-08,2019-10-30,1281.9,0.3283,230.67,18.679,50.31,11.543,623.1,23.72,0
2020,FSA0001035,BARLEY,16383.25,15191.38,204.35,3104358.5,64.97,V4,2013-09-30,2014-03-15,1242.8,0.8382,293.67,2.819,67.52,5.657,1258.97,36.78,0
2024,FSA0001036,SOYBEAN,21841.02,19935.28,238.03,4745194.7,55.59,V3,2017-08-19,2018-01-31,1192.2,0.7763,122.25,7.116,90.66,15.486,3621.13,41.61,1
2008,FSA0001037,BARLEY,10563.83,8761.5,76.03,666136.84,72.28,V2,2013-03-07,2013-06-29,969.8,0.246,215.66,3.699,3.03,15.732,944.73,17.23,1
2009,FSA0001038,BARLEY,12509.57,12041.48,188.39,2268494.42,24.0,V7,2010-06-27,2010-10-01,1092.6,0.6719,174.21,22.84,18.23,10.098,1607.49,36.07,0
2009,FSA0001039,SOYBEAN,11130.03,9598.48,31.53,302640.07,0.46,V8,2005-08-06,2006-01-11,1511.0,0.6237,37.95,9.851,21.45,7.195,217.79,58.18,1
2013,FSA0001040,POTATO,6680.16,4689.88,172.25,807831.83,53.21,V8,2017-07-26,2017-11-21,1709.0,0.6412,231.7,4.745,74.79,16.943,2613.72,11.91,0
2007,FSA0001041,SOYBEAN,2828.59,2054.22,244.65,502564.92,57.72,V2,2009-11-15,2010-06-02,3776.3,0.0741,296.75,16.792,53.77,12.392,2405.21,37.96,0
2014,FSA0001042,SOYBEAN,7752.67,7440.17,130.56,971388.6,38.57,V3,2020-11-08,2021-04-03,2653.3,0.8271,125.78,4.2,69.55,7.567,932.01,27.76,1
2009,FSA0001043,BARLEY,1244.9,891.81,132.96,118575.06,68.73,V5,2024-02-11,2024-06-11,1959.0,0.6932,215.49,14.246,14.13,12.478,1699.55,44.64,0
2016,FSA0001044,SORGHUM,17228.45,16564.74,248.97,4124123.32,89.26,V4,2021-07-12,2021-11-17,1120.3,0.8105,155.21,12.164,45.45,2.439,475.1,11.89,1
2009,FSA0001045,OAT,14101.43,14068.6,169.93,2390677.2,70.89,V7,2006-03-22,2006-08-04,894.7,0.5167,119.32,18.442,24.72,7.885,1292.8,47.94,1
2019,FSA0001046,WHEAT,6395.93,5796.45,235.43,1364658.22,71.82,V3,2024-09-10,2025-01-12,4271.8,0.9006,224.92,19.743,26.65,6.223,1593.71,0.4,1
2014,FSA0001047,SOYBEAN,19483.99,16614.13,48.76,810104.98,18.95,V1,2020-12-04,2021-05-25,3405.4,0.9481,294.68,14.292,73.69,4.913,187.31,56.88,1
2015,FSA0001048,SOYBEAN,12056.99,9862.27,202.73,1999378.0,85.99,V2,2016-01-16,2016-04-29,3697.5,0.6427,62.81,24.085,70.74,2.893,560.38,9.79,0
2012,FSA0001049,OAT,9632.06,9392.5,89.7,842507.25,80.18,V1,2023-05-06,2023-09-21,3875.5,0.4142,303.75,9.523,12.96,9.932,965.61,5.46,0
2022,FSA0001050,SOYBEAN,14018.51,12966.59,108.15,1402336.71,39.96,V5,2009-05-06,2009-09-19,2880.0,0.2343,75.77,13.678,21.39,14.258,1637.03,32.51,0
2017,FSA0001051,WHEAT,8362.1,7980.96,237.76,1897553.05,55.86,V2,2024-07-14,2024-12-29,4125.4,0.5476,182.27,3.604,89.52,7.643,1862.74,31.8,0
2015,FSA0001052,CORN,2025.39,1628.4,221.5,360690.6,54.08,V6,2022-02-16,2022-06-30,4148.6,0.5462,177.86,10.211,49.66,3.666,636.87,25.39,1
2009,FSA0001053,CORN,16975.61,15448.82,237.13,3663378.69,69.38,V8,2016-01-20,2016-07-21,3246.8,0.7772,238.65,23.642,62.89,4.393,874.87,29.74,0
2011,FSA0001054,RICE,24942.24,22719.75,34.44,782468.19,39.47,V1,2021-12-11,2022-05-16,1830.2,0.4243,159.98,24.409,58.78,4.591,168.86,43.65,1
2010,FSA0001055,WHEAT,24271.79,19046.72,19.78,376744.12,27.74,V3,2017-08-01,2017-11-15,2346.1,0.0089,76.21,0.039,16.42,17.467,362.08,14.52,1
2005,FSA0001056,COTTON,10524.77,8070.03,203.77,1644430.01,0.09,V5,2020-02-16,2020-05-21,1348.3,0.0798,183.74,5.248,28.94,8.956,1917.14,42.07,0
2013,FSA0001057,PEANUT,11207.42,8335.32,182.22,1518862.01,15.32,V5,2020-04-29,2020-09-17,2409.6,0.878,179.65,22.273,38.49,6.205,1110.35,52.36,0
2005,FSA0001058,WHEAT,9756.6,7627.61,192.5,1468314.92,3.22,V6,2013-04-02,2013-10-06,2651.7,0.7315,95.33,21.471,17.36,14.975,2855.33,33.08,1
2025,FSA0001059,SOYBEAN,13971.83,13632.72,180.37,2458933.71,18.47,V6,2009-02-28,2009-08-25,2472.2,0.2289,100.95,21.713,24.59,9.618,1446.14,32.87,0
2005,FSA0001060,RICE,20145.37,14401.89,95.49,1375236.48,78.23,V3,2005-03-09,2005-09-09,3736.5,0.9837,216.4,20.439,16.54,10.711,774.64,16.25,0
2005,FSA0001061,SOYBEAN,23743.83,17407.96,31.35,545739.55,66.01,V6,2014-10-21,2015-03-21,3366.7,0.0487,113.99,19.169,7.19,11.184,364.76,20.44,0
2009,FSA0001062,PEANUT,20096.12,16279.82,222.4,3620631.97,35.08,V4,2018-11-27,2019-05-20,3283.5,0.0989,49.13,11.971,80.79,17.397,3992.42,20.64,0
2024,FSA0001063,WHEAT,14582.35,11611.4,191.47,2223234.76,96.45,V2,2021-02-18,2021-09-15,3737.3,0.4475,243.36,7.124,89.68,13.406,2014.78,59.76,0
2017,FSA0001064,COTTON,22862.63,19948.36,167.93,3349928.09,24.2,V4,2009-01-21,2009-05-24,2097.5,0.8999,78.52,18.71,40.46,5.362,856.57,14.42,1
2015,FSA0001065,CORN,4399.05,3781.9,155.21,586988.7,68.86,V2,2009-02-14,2009-09-20,1749.1,0.2699,101.83,3.31,19.65,12.712,1838.95,44.53,1
2025,FSA0001066,SOYBEAN,9899.69,8380.14,222.55,1865000.16,96.65,V8,2010-11-29,2011-06-10,2207.8,0.1314,245.71,9.519,18.38,7.86,1466.51,44.46,0
2015,FSA0001067,COTTON,18043.4,14808.66,117.2,1735574.95,16.06,V2,2019-06-03,2019-10-08,4211.4,0.0903,40.51,19.283,55.75,13.993,1704.28,3.65,1
2014,FSA0001068,OAT,8709.42,7504.86,131.41,986213.65,99.8,V6,2016-01-13,2016-07-03,1249.1,0.1504,78.37,20.029,78.36,6.76,821.64,26.47,0
2017,FSA0001069,SOYBEAN,11710.55,8279.49,73.71,610281.21,65.76,V3,2011-04-28,2011-10-11,3132.8,0.2812,112.84,20.325,63.6,5.289,376.9,14.1,1
2020,FSA0001070,CORN,7403.98,6316.24,80.53,508646.81,0.29,V3,2010-05-27,2010-12-15,3342.3,0.284,55.22,15.493,68.17,3.791,236.57,46.96,1
2005,FSA0001071,CORN,22123.36,21226.09,42.46,901259.78,79.24,V5,2015-07-26,2016-01-07,886.1,0.2707,281.83,0.225,55.25,13.544,538.6,24.12,0
