travel_dom_travel_month,travel_dom_destination_dma_code,travel_dom_origin_dma_code,travel_dom_trip_purpose_code,travel_dom_party_size_avg,travel_dom_nights_stayed_avg,travel_dom_lodging_type_code,travel_dom_spend_total_usd,travel_dom_spend_lodging_usd,travel_dom_spend_food_usd,travel_dom_spend_transport_usd,travel_dom_attraction_ticket_spend_usd,travel_dom_booking_channel_code,travel_dom_lead_time_days,travel_dom_cancellation_rate_pct,travel_dom_occupancy_rate_pct,travel_dom_adr_average_daily_rate,travel_dom_revpar_usd,travel_dom_seasonality_cluster,travel_dom_event_driven_demand_flag
2091-10,777,692,LEISURE,5.14,6.46,HOTEL,3299.48,1281.17,638.22,428.09,598.29,DIRECT,131,35.424,48.26,148.21,71.53,SPRING,0
2091-11,669,530,VISITING_FRIENDS_FAMILY,4.57,17.83,FRIENDS_FAMILY,4661.8,2418.72,1307.93,1014.8,46.85,CORPORATE_PORTAL,9,14.842,81.59,300.37,245.07,SUMMER,0
2091-12,530,578,EVENT,2.29,2.32,MOTEL,2175.89,778.12,431.19,265.06,352.51,OTA,107,18.21,26.74,168.57,45.08,SPRING,0
2092-01,801,807,MEDICAL,4.06,15.84,FRIENDS_FAMILY,5248.16,2668.38,1127.16,1232.91,929.0,OTA,263,8.803,21.14,173.24,36.62,FALL,0
2092-02,514,514,BUSINESS,4.51,1.7,HOTEL,1165.59,528.87,219.04,268.25,168.03,DIRECT,197,39.828,74.14,328.08,243.24,SUMMER,0
2092-03,731,797,BUSINESS,1.52,6.66,HOTEL,6195.91,1946.85,2010.2,1070.96,564.87,WALK_IN,260,37.904,46.8,405.86,189.94,FALL,0
2092-04,805,688,LEISURE,2.23,13.98,HOTEL,518.49,203.4,162.28,145.05,89.98,OTA,308,15.085,64.88,211.1,136.96,WINTER,0
2092-05,660,884,OUTDOOR,5.59,8.55,HOTEL,1497.01,742.97,348.31,188.85,158.16,AGENT,187,13.272,26.01,247.26,64.31,SHOULDER,0
2092-06,780,623,LEISURE,5.7,16.28,CAMPING,229.61,65.15,64.56,59.28,43.9,OTA,240,31.509,62.35,224.09,139.72,SPRING,0
2092-07,657,863,VISITING_FRIENDS_FAMILY,3.31,11.51,FRIENDS_FAMILY,5124.48,2200.02,1097.3,871.27,864.5,OTA,309,4.667,84.73,294.08,249.17,SPRING,0
2092-08,692,858,LEISURE,5.35,10.01,HOTEL,4089.35,1919.43,804.82,432.91,804.43,DIRECT,134,28.505,43.1,140.69,60.64,SPRING,1
2092-09,521,614,VISITING_FRIENDS_FAMILY,3.73,11.08,CAMPING,1873.05,557.43,480.37,439.69,353.74,OTHER,129,39.571,14.79,207.72,30.72,WINTER,0
2092-10,585,692,LEISURE,5.99,2.1,HOTEL,4137.11,1779.95,1078.1,1011.73,606.5,OTA,312,52.317,82.29,281.11,231.33,WINTER,0
2092-11,602,842,BUSINESS,1.52,5.76,HOTEL,6000.84,1447.41,1397.38,866.96,864.31,AGENT,281,5.267,78.14,352.31,275.3,WINTER,0
2092-12,529,596,LEISURE,3.77,9.74,HOTEL,5842.64,1959.07,1071.45,1582.51,705.12,DIRECT,195,30.252,37.61,348.89,131.22,SUMMER,0
2093-01,796,598,BUSINESS,1.9,1.74,FRIENDS_FAMILY,4463.12,2260.45,1472.0,1136.79,49.22,OTHER,301,29.508,67.6,393.14,265.76,SPRING,1
2093-02,726,653,VISITING_FRIENDS_FAMILY,2.47,15.45,HOTEL,1030.51,227.33,239.25,257.35,132.89,DIRECT,212,15.022,25.69,112.14,28.81,WINTER,0
2093-03,861,578,LEISURE,4.39,4.67,VACATION_RENTAL,1309.01,333.82,426.52,278.64,56.48,CORPORATE_PORTAL,141,30.436,23.86,286.41,68.34,SPRING,1
2093-04,722,883,LEISURE,6.3,2.42,CAMPING,5262.39,1376.91,873.07,990.48,524.85,OTA,101,21.912,20.64,266.44,54.99,WINTER,0
2093-05,728,524,VISITING_FRIENDS_FAMILY,4.92,11.05,HOTEL,5782.66,2050.56,1944.82,710.56,310.51,WALK_IN,86,42.28,36.31,226.78,82.34,FALL,0
2093-06,836,670,VISITING_FRIENDS_FAMILY,6.33,11.83,FRIENDS_FAMILY,341.07,116.98,95.91,88.72,40.26,OTA,154,1.458,78.18,278.9,218.04,SUMMER,0
2093-07,679,608,LEISURE,5.33,11.34,HOTEL,6057.77,2215.19,1142.05,704.5,229.56,WALK_IN,323,6.024,16.8,214.4,36.02,SHOULDER,0
2093-08,695,660,LEISURE,4.38,5.16,MOTEL,2536.01,1021.08,670.79,391.66,476.83,OTA,1,17.388,81.16,313.1,254.11,WINTER,0
2093-09,758,681,BUSINESS,1.93,5.83,OTHER,5836.4,2116.58,1377.97,1258.07,786.43,OTHER,306,11.304,38.16,219.38,83.72,SUMMER,0
2093-10,701,754,BUSINESS,3.32,4.76,VACATION_RENTAL,6066.28,2686.36,1810.31,1430.93,1059.11,CORPORATE_PORTAL,58,32.935,12.62,108.73,13.72,SPRING,0
2093-11,806,540,LEISURE,2.63,5.43,HOTEL,4326.12,2263.14,1048.86,636.06,186.53,AGENT,322,34.183,87.79,93.54,82.12,SUMMER,1
2093-12,704,676,LEISURE,3.01,13.22,VACATION_RENTAL,6084.31,1802.16,1523.63,785.94,241.76,OTA,311,53.545,67.86,182.45,123.81,SUMMER,0
2094-01,888,528,BUSINESS,6.04,4.7,HOTEL,2176.37,1091.46,634.62,285.52,1.02,OTA,62,44.304,64.95,110.5,71.77,FALL,0
2094-02,642,792,LEISURE,4.42,7.05,FRIENDS_FAMILY,361.6,63.63,57.19,81.72,25.45,OTA,315,29.416,61.32,384.47,235.76,SUMMER,0
2094-03,659,729,VISITING_FRIENDS_FAMILY,1.59,1.39,FRIENDS_FAMILY,2478.21,1167.99,510.89,577.87,377.01,OTHER,4,21.072,71.49,215.81,154.28,SUMMER,0
2094-04,560,664,LEISURE,5.76,12.88,CAMPING,2734.95,625.96,671.3,579.4,91.23,DIRECT,150,3.384,97.65,227.87,222.52,SHOULDER,0
2094-05,703,713,BUSINESS,1.72,15.55,FRIENDS_FAMILY,1357.19,565.72,219.46,294.02,143.43,WALK_IN,41,35.674,40.63,71.03,28.86,SHOULDER,0
2094-06,722,714,LEISURE,4.39,8.53,VACATION_RENTAL,1066.03,289.18,256.95,302.44,181.24,DIRECT,278,32.908,47.98,89.73,43.05,SUMMER,0
2094-07,684,715,VISITING_FRIENDS_FAMILY,1.03,14.98,HOTEL,1127.52,273.44,284.08,207.44,123.24,WALK_IN,74,5.324,42.22,74.75,31.56,SUMMER,0
2094-08,885,796,LEISURE,3.87,1.11,HOTEL,429.05,118.56,137.62,82.68,65.85,OTHER,217,26.584,28.1,346.34,97.32,SUMMER,0
2094-09,665,594,LEISURE,5.62,13.02,HOTEL,711.76,331.38,225.96,134.81,65.83,AGENT,65,24.605,48.93,126.52,61.91,SHOULDER,0
2094-10,650,820,VISITING_FRIENDS_FAMILY,2.53,10.17,FRIENDS_FAMILY,5490.58,2326.13,1234.59,830.79,969.93,WALK_IN,284,39.283,63.95,183.94,117.63,WINTER,1
2094-11,615,753,LEISURE,5.47,5.59,HOTEL,3660.99,1231.89,1268.98,1004.97,272.91,DIRECT,269,51.838,76.88,133.22,102.42,SUMMER,0
2094-12,793,887,LEISURE,3.3,4.64,OTHER,2742.77,909.08,894.73,303.24,86.53,DIRECT,82,7.754,35.27,176.27,62.17,SHOULDER,0
2095-01,821,801,LEISURE,5.62,9.71,FRIENDS_FAMILY,4184.1,1920.02,945.01,1174.9,443.52,DIRECT,79,35.839,54.07,327.4,177.03,WINTER,1
2095-02,743,722,LEISURE,5.55,19.06,HOTEL,6290.25,1822.08,1456.54,676.87,355.83,OTA,24,4.987,39.63,162.78,64.51,WINTER,1
2095-03,818,694,LEISURE,3.14,15.4,HOTEL,196.36,77.83,57.93,42.1,5.12,CORPORATE_PORTAL,185,11.313,58.33,405.21,236.36,FALL,0
2095-04,716,824,LEISURE,5.7,15.91,MOTEL,6178.8,1773.86,1748.57,1021.02,823.15,DIRECT,241,2.481,92.29,343.21,316.75,FALL,0
2095-05,876,579,BUSINESS,5.5,1.03,FRIENDS_FAMILY,6506.12,2432.44,1991.37,964.56,170.84,CORPORATE_PORTAL,273,20.125,34.45,250.82,86.41,SHOULDER,0
2095-06,513,527,BUSINESS,5.69,2.62,FRIENDS_FAMILY,7194.19,1745.33,2068.91,2045.6,1205.06,DIRECT,205,42.723,69.49,340.01,236.27,SUMMER,0
2095-07,619,731,VISITING_FRIENDS_FAMILY,3.99,2.24,FRIENDS_FAMILY,1142.57,300.73,219.1,121.72,178.77,DIRECT,134,36.703,99.71,290.4,289.56,SPRING,0
2095-08,582,801,LEISURE,3.61,18.08,VACATION_RENTAL,7153.34,3114.25,2254.38,1611.08,1213.86,OTA,257,11.678,24.05,281.74,67.76,FALL,0
2095-09,745,655,LEISURE,3.07,16.06,HOTEL,7633.16,2041.17,1520.13,1916.36,1117.01,OTA,117,1.004,45.36,158.86,72.06,FALL,1
2095-10,637,789,BUSINESS,2.28,4.49,MOTEL,3379.23,1129.79,1037.0,423.48,422.5,OTA,73,42.505,36.82,74.48,27.42,FALL,0
2095-11,549,636,EVENT,3.25,1.3,FRIENDS_FAMILY,7781.76,4141.64,1337.4,1607.81,227.46,CORPORATE_PORTAL,2,50.257,13.76,55.91,7.69,SPRING,1
2095-12,783,782,LEISURE,3.62,5.11,HOTEL,1695.29,719.27,420.16,297.11,133.76,DIRECT,317,47.294,33.19,236.63,78.54,SPRING,0
2096-01,636,551,LEISURE,1.4,14.03,HOTEL,1233.27,510.53,417.3,236.01,85.84,DIRECT,130,57.839,83.75,69.7,58.37,SHOULDER,1
2096-02,504,708,BUSINESS,3.9,17.57,VACATION_RENTAL,6858.91,2317.83,1384.89,887.24,200.79,DIRECT,245,0.964,74.33,186.57,138.68,SHOULDER,0
2096-03,817,737,BUSINESS,5.36,18.43,HOTEL,5345.05,2517.83,1724.57,962.13,198.66,DIRECT,327,32.513,45.77,242.15,110.83,FALL,0
2096-04,750,671,EVENT,3.25,6.63,MOTEL,4820.18,2164.66,1611.69,702.06,396.75,DIRECT,354,1.753,78.18,72.37,56.58,SPRING,0
2096-05,670,694,VISITING_FRIENDS_FAMILY,5.72,7.87,HOTEL,635.23,142.71,208.73,91.8,16.52,DIRECT,213,12.033,39.76,290.56,115.53,FALL,1
2096-06,572,767,LEISURE,6.41,10.56,OTHER,427.55,122.12,74.29,102.38,18.55,OTA,359,36.138,28.7,160.15,45.96,FALL,0
2096-07,797,517,LEISURE,2.5,5.91,HOTEL,3534.07,1594.84,592.97,590.37,520.68,OTA,291,19.945,81.56,418.74,341.52,WINTER,0
2096-08,629,585,BUSINESS,6.44,15.08,HOTEL,367.64,192.27,92.42,59.37,9.28,OTA,132,44.393,12.17,366.88,44.65,SPRING,0
2096-09,587,507,LEISURE,2.82,15.48,HOTEL,4463.31,915.33,715.04,811.58,242.8,OTA,264,24.462,21.19,199.36,42.24,FALL,0
2096-10,882,563,BUSINESS,2.14,15.68,HOTEL,1305.23,685.67,232.3,268.09,151.33,OTA,167,59.124,16.83,328.96,55.36,WINTER,0
2096-11,816,594,LEISURE,1.39,3.04,HOTEL,1420.03,516.86,274.55,390.69,275.93,DIRECT,20,59.091,54.01,381.39,205.99,SPRING,0
2096-12,723,625,OUTDOOR,1.78,1.04,MOTEL,7859.16,3286.66,2091.83,1974.34,43.16,DIRECT,22,30.138,35.99,156.68,56.39,FALL,0
2097-01,703,802,LEISURE,3.01,19.75,HOTEL,5195.56,2152.36,1646.23,655.21,371.12,DIRECT,264,0.679,40.02,285.33,114.19,SUMMER,1
2097-02,760,580,BUSINESS,5.37,20.11,FRIENDS_FAMILY,2392.31,1092.35,368.59,239.15,354.93,WALK_IN,252,47.878,91.6,335.65,307.46,FALL,0
2097-03,862,529,BUSINESS,4.86,20.12,FRIENDS_FAMILY,1586.51,333.62,374.5,166.77,305.33,AGENT,21,48.851,37.99,409.94,155.74,SUMMER,0
2097-04,883,505,BUSINESS,3.28,8.63,HOTEL,6254.95,2668.4,1070.33,1243.12,200.81,DIRECT,292,10.214,93.58,65.94,61.71,FALL,1
2097-05,891,836,LEISURE,4.69,2.09,HOTEL,987.53,517.11,260.62,120.98,186.97,OTA,26,39.604,75.49,337.86,255.05,SUMMER,0
2097-06,790,689,LEISURE,1.19,3.08,VACATION_RENTAL,6011.15,3245.53,2044.14,878.81,1101.26,AGENT,44,12.044,77.39,112.41,86.99,SPRING,0
2097-07,550,624,LEISURE,3.39,19.4,HOTEL,2219.49,542.88,413.84,575.64,75.33,OTA,346,45.051,69.56,170.92,118.89,FALL,0
2097-08,678,614,LEISURE,3.09,17.55,FRIENDS_FAMILY,4797.19,1567.78,1424.75,1082.01,566.37,DIRECT,29,5.959,18.8,94.8,17.82,FALL,1
2097-09,773,508,LEISURE,5.08,17.06,HOTEL,4460.17,2271.19,910.39,463.77,450.92,OTA,242,18.841,76.4,255.3,195.05,SPRING,0
2097-10,730,659,LEISURE,3.2,8.3,HOTEL,6822.35,2698.96,2083.37,952.17,1279.65,DIRECT,184,3.801,37.49,235.88,88.43,SUMMER,0
2097-11,623,578,LEISURE,1.45,14.9,CAMPING,7244.35,3400.54,2181.5,1807.14,611.02,OTA,207,16.757,12.04,202.69,24.4,FALL,0
2097-12,834,851,BUSINESS,6.11,14.47,FRIENDS_FAMILY,3368.75,755.85,1100.44,960.07,46.36,CORPORATE_PORTAL,8,29.928,80.14,179.88,144.16,SHOULDER,1
2098-01,714,837,VISITING_FRIENDS_FAMILY,6.12,13.3,HOTEL,6047.26,3181.79,1567.14,837.32,612.56,OTA,202,1.924,81.83,404.52,331.02,FALL,0
2098-02,550,513,LEISURE,2.39,19.88,HOTEL,951.7,229.39,218.75,257.53,113.15,DIRECT,116,34.196,70.23,68.82,48.33,WINTER,1
2098-03,715,867,LEISURE,3.87,6.9,MOTEL,1487.12,471.17,491.78,244.43,120.34,OTA,334,11.685,71.99,250.16,180.09,FALL,0
2098-04,834,787,VISITING_FRIENDS_FAMILY,1.96,12.41,HOTEL,5025.32,1234.46,1225.43,1187.07,1001.63,DIRECT,279,14.382,28.84,245.58,70.83,SUMMER,0
2098-05,770,544,LEISURE,2.18,12.65,HOTEL,6983.7,3634.43,1534.52,1623.07,1011.19,WALK_IN,204,36.69,39.96,203.42,81.29,SUMMER,0
2098-06,541,799,LEISURE,4.04,14.14,VACATION_RENTAL,7684.88,3780.81,1798.41,2205.78,1252.66,DIRECT,196,11.722,46.26,97.9,45.29,FALL,0
2098-07,570,735,LEISURE,5.65,2.04,FRIENDS_FAMILY,7657.04,3297.74,1316.94,2132.24,1241.86,OTA,189,41.729,23.85,156.41,37.3,WINTER,0
2098-08,554,658,LEISURE,5.49,11.08,HOTEL,8003.39,3859.07,2448.69,1103.18,668.33,OTA,34,14.269,48.75,381.82,186.14,SHOULDER,0
2098-09,502,879,LEISURE,1.6,10.55,FRIENDS_FAMILY,3510.18,1631.65,960.27,710.59,443.04,CORPORATE_PORTAL,69,25.792,69.3,125.3,86.83,SUMMER,0
2098-10,763,616,LEISURE,5.33,5.76,HOTEL,3078.55,691.81,918.36,875.52,240.63,DIRECT,9,27.08,30.75,262.82,80.82,WINTER,0
2098-11,836,512,BUSINESS,5.73,11.18,MOTEL,4382.46,1687.68,1248.89,1153.0,743.53,DIRECT,104,18.273,78.4,95.39,74.79,SPRING,1
2098-12,795,789,BUSINESS,1.68,18.89,CAMPING,912.87,188.17,292.62,112.32,66.77,OTA,347,44.974,83.28,62.65,52.17,SUMMER,0
2099-01,786,757,LEISURE,4.0,2.97,HOTEL,4780.88,2487.45,1274.4,1205.07,725.63,DIRECT,163,39.944,42.38,335.58,142.22,SPRING,0
2099-02,837,593,LEISURE,4.63,3.13,HOTEL,4866.78,2447.49,1091.88,986.37,238.09,AGENT,205,19.045,12.24,346.28,42.38,SPRING,0
2099-03,755,695,LEISURE,1.03,7.22,MOTEL,374.86,69.83,106.05,67.07,67.85,OTA,105,11.572,79.13,375.75,297.33,SHOULDER,0
2099-04,756,647,BUSINESS,1.83,17.29,VACATION_RENTAL,2382.33,656.11,396.0,306.46,380.01,OTA,341,29.174,18.54,187.56,34.77,SPRING,0
2099-05,524,755,LEISURE,5.28,3.25,HOTEL,2044.59,962.76,448.76,321.08,399.57,OTA,215,17.686,20.57,177.18,36.45,FALL,0
2099-06,612,886,BUSINESS,1.71,17.98,FRIENDS_FAMILY,2134.73,891.2,525.47,368.85,294.81,DIRECT,49,20.263,73.98,146.0,108.01,WINTER,0
2099-07,514,835,LEISURE,3.29,5.01,HOTEL,4863.68,2586.9,1306.55,979.34,239.01,DIRECT,92,35.192,16.88,187.25,31.61,SPRING,0
2099-08,833,636,LEISURE,1.7,9.54,HOTEL,4460.07,1721.06,1027.49,765.7,409.45,OTA,273,21.288,82.59,250.14,206.59,SPRING,0
2099-09,636,720,BUSINESS,3.29,15.53,HOTEL,3841.61,1220.59,1026.6,733.63,654.95,OTA,282,19.799,91.19,225.09,205.26,SUMMER,1
2099-10,672,875,LEISURE,2.06,20.68,HOTEL,5318.26,2455.94,904.68,700.66,346.81,AGENT,47,44.96,54.03,320.68,173.26,SUMMER,0
2099-11,636,845,LEISURE,3.15,10.85,HOTEL,6831.46,2208.23,1253.84,715.38,130.28,CORPORATE_PORTAL,245,21.841,71.39,108.72,77.62,FALL,0
2099-12,661,804,LEISURE,2.99,18.31,FRIENDS_FAMILY,6105.69,2718.93,1621.83,1811.87,810.42,OTA,250,54.815,30.52,345.41,105.42,SUMMER,1
2100-01,701,573,BUSINESS,2.31,11.4,VACATION_RENTAL,4570.75,1765.83,1043.87,923.52,261.8,DIRECT,170,32.696,13.24,71.12,9.42,SUMMER,0
2100-02,667,573,BUSINESS,2.57,6.04,CAMPING,3256.82,1070.76,1119.85,572.16,437.1,OTA,182,42.084,33.93,153.36,52.04,SUMMER,1
2100-03,849,529,BUSINESS,4.54,3.6,HOTEL,3712.19,1728.89,980.05,639.54,644.52,AGENT,362,55.508,10.44,356.18,37.19,SHOULDER,1
2100-04,659,888,LEISURE,2.13,2.78,VACATION_RENTAL,2721.21,799.39,631.92,554.47,333.77,OTA,283,33.92,46.87,192.58,90.26,SUMMER,0
2100-05,818,709,BUSINESS,5.28,7.91,CAMPING,3548.21,1899.16,578.77,1007.64,515.82,OTA,179,42.236,97.26,73.32,71.31,WINTER,0
2100-06,618,593,BUSINESS,5.35,7.3,HOTEL,7181.32,3814.97,1747.96,779.13,466.79,OTA,202,8.565,71.01,97.39,69.16,SUMMER,1
2100-07,628,613,VISITING_FRIENDS_FAMILY,4.3,13.03,HOTEL,4989.57,1993.25,1176.97,925.38,286.23,OTA,102,10.435,30.69,309.14,94.88,FALL,0
2100-08,514,894,OUTDOOR,3.97,14.22,CAMPING,7501.36,3769.49,2234.98,999.14,1267.06,CORPORATE_PORTAL,37,34.767,79.63,125.03,99.56,SUMMER,0
2100-09,741,623,LEISURE,4.61,18.14,HOTEL,7290.3,2922.22,1237.5,2159.06,655.74,DIRECT,118,47.934,70.96,309.49,219.61,WINTER,0
2100-10,701,756,BUSINESS,6.09,13.22,FRIENDS_FAMILY,5250.29,2627.73,1555.94,686.16,980.06,OTA,253,36.939,87.58,335.17,293.54,WINTER,0
2100-11,753,688,VISITING_FRIENDS_FAMILY,5.72,18.5,HOTEL,396.49,87.0,80.94,55.89,3.15,DIRECT,97,52.756,33.19,180.98,60.07,SUMMER,0
2100-12,721,508,BUSINESS,5.69,4.08,HOTEL,5290.18,990.21,1617.1,1184.37,986.71,OTHER,71,46.632,46.11,85.16,39.27,SHOULDER,0
2101-01,840,838,EVENT,2.68,12.19,VACATION_RENTAL,634.54,132.06,140.84,160.5,62.91,OTA,57,26.709,78.64,131.16,103.14,SHOULDER,0
2101-02,801,889,VISITING_FRIENDS_FAMILY,3.11,4.11,FRIENDS_FAMILY,4221.33,947.47,774.9,727.88,521.44,OTA,342,25.452,42.55,155.78,66.28,SHOULDER,0
2101-03,835,753,LEISURE,3.36,1.97,HOTEL,3460.97,819.8,993.36,811.93,258.19,OTA,166,20.64,62.22,366.13,227.81,FALL,0
2101-04,750,508,LEISURE,2.98,7.17,HOTEL,761.38,195.3,124.02,158.45,117.76,OTHER,341,34.627,75.61,309.17,233.76,SPRING,0
2101-05,834,753,LEISURE,6.36,14.5,HOTEL,4480.09,1162.05,1298.3,882.62,370.49,CORPORATE_PORTAL,193,17.816,48.82,394.62,192.65,WINTER,1
2101-06,850,857,LEISURE,5.11,10.15,FRIENDS_FAMILY,4290.33,1744.88,1461.25,1127.41,314.36,DIRECT,33,25.674,32.71,60.88,19.91,SUMMER,0
2101-07,753,785,BUSINESS,2.54,4.74,FRIENDS_FAMILY,6272.88,2737.3,1551.6,1522.69,1215.43,OTA,231,52.246,67.93,211.33,143.56,WINTER,0
2101-08,871,868,LEISURE,2.67,11.52,HOTEL,753.02,200.12,246.86,87.33,93.65,DIRECT,168,21.514,94.7,297.7,281.92,FALL,0
2101-09,726,666,VISITING_FRIENDS_FAMILY,4.67,4.3,FRIENDS_FAMILY,6439.24,1298.41,1384.79,1195.16,226.53,OTA,330,36.042,37.18,394.59,146.71,SHOULDER,0
2101-10,578,647,MEDICAL,6.09,5.05,HOTEL,6420.45,2506.52,2156.13,1873.68,512.13,WALK_IN,314,17.448,23.34,204.75,47.79,SUMMER,0
2101-11,630,690,OUTDOOR,5.94,18.4,VACATION_RENTAL,2097.89,617.92,344.27,412.3,22.16,OTA,59,32.589,51.22,112.31,57.53,WINTER,0
2101-12,646,677,LEISURE,5.64,11.63,HOTEL,6547.48,3000.43,2286.49,667.1,1283.01,AGENT,258,11.421,52.9,338.81,179.23,FALL,0
2102-01,885,847,LEISURE,4.65,19.58,HOTEL,3194.92,1196.77,1024.21,698.14,309.54,DIRECT,236,55.315,87.03,209.3,182.15,SPRING,0
2102-02,638,879,LEISURE,5.08,13.39,HOTEL,4052.22,2026.2,1367.87,432.43,536.24,DIRECT,105,45.184,96.89,338.38,327.86,SUMMER,0
2102-03,828,820,LEISURE,6.38,4.35,FRIENDS_FAMILY,6149.08,1543.41,1228.63,1295.19,353.04,OTA,75,51.422,72.3,219.24,158.51,FALL,1
2102-04,525,798,LEISURE,2.38,12.12,HOTEL,1505.82,328.92,508.29,152.05,12.41,WALK_IN,114,5.894,41.06,236.17,96.97,FALL,0
2102-05,820,536,LEISURE,1.48,15.0,HOTEL,6930.18,1914.25,1687.25,1442.33,907.16,DIRECT,321,22.366,41.26,113.12,46.67,SPRING,0
2102-06,844,890,VISITING_FRIENDS_FAMILY,4.04,9.11,CAMPING,5790.34,2402.62,1082.42,1153.79,766.24,OTA,19,21.494,81.28,354.23,287.92,SHOULDER,0
2102-07,719,727,LEISURE,4.23,18.51,HOTEL,7336.73,3696.48,1298.23,2154.38,525.36,DIRECT,76,5.212,78.61,249.58,196.19,SPRING,1
2102-08,553,644,LEISURE,3.28,14.86,HOTEL,2895.68,1026.85,815.63,764.49,522.05,OTA,69,43.52,58.85,279.52,164.5,FALL,0
2102-09,770,565,LEISURE,3.62,14.05,CAMPING,7786.51,1696.67,1180.3,1479.95,175.05,DIRECT,203,35.922,99.52,274.9,273.58,SPRING,0
2102-10,796,698,LEISURE,4.85,6.71,HOTEL,4950.31,896.15,1208.78,1026.05,896.66,DIRECT,130,20.474,71.21,304.84,217.08,FALL,0
2102-11,738,597,BUSINESS,1.74,18.37,MOTEL,4287.55,775.43,1209.15,799.25,474.18,OTA,336,30.84,97.22,116.9,113.65,SUMMER,0
2102-12,511,884,LEISURE,2.98,7.12,HOTEL,1529.26,341.12,442.35,194.39,206.68,CORPORATE_PORTAL,106,26.153,56.27,203.23,114.36,SPRING,0
2103-01,561,742,VISITING_FRIENDS_FAMILY,5.73,17.66,OTHER,5692.94,1991.16,1454.45,876.84,735.74,OTA,152,21.632,24.7,397.9,98.28,WINTER,0
2103-02,756,760,LEISURE,5.02,12.25,HOTEL,7956.35,4366.11,2515.22,1158.95,730.67,WALK_IN,316,14.669,66.82,122.34,81.75,SPRING,0
2103-03,511,811,VISITING_FRIENDS_FAMILY,5.46,5.82,OTHER,4526.22,1908.28,1374.05,738.74,575.92,AGENT,47,32.521,20.69,159.52,33.0,WINTER,0
2103-04,552,654,LEISURE,6.39,9.69,HOTEL,4665.59,2156.63,1530.9,1216.72,701.13,CORPORATE_PORTAL,193,32.343,61.27,189.06,115.84,WINTER,0
2103-05,817,630,LEISURE,1.04,8.47,FRIENDS_FAMILY,5648.99,1179.49,1453.57,1286.16,1003.61,CORPORATE_PORTAL,219,7.25,23.86,199.16,47.52,WINTER,0
2103-06,808,723,BUSINESS,5.9,7.22,MOTEL,1330.27,377.44,289.49,328.89,6.37,OTA,128,23.253,73.58,227.7,167.54,SUMMER,0
2103-07,735,754,OUTDOOR,5.3,1.94,FRIENDS_FAMILY,755.68,204.02,198.03,185.59,8.46,OTA,171,5.225,50.53,417.12,210.77,SPRING,0
2103-08,805,816,BUSINESS,1.15,14.75,FRIENDS_FAMILY,3612.71,1841.59,620.87,1063.71,97.81,DIRECT,23,53.658,37.6,101.51,38.17,WINTER,1
2103-09,739,877,LEISURE,5.97,11.78,HOTEL,7745.77,1589.46,1350.04,775.09,551.5,OTA,189,35.744,85.32,59.21,50.52,SUMMER,0
2103-10,863,576,LEISURE,5.91,10.01,VACATION_RENTAL,2111.33,501.49,341.43,283.43,184.37,DIRECT,358,48.743,47.29,418.86,198.08,WINTER,0
2103-11,549,626,LEISURE,5.0,17.63,HOTEL,7274.56,3274.98,1655.67,1584.44,563.8,DIRECT,268,55.593,69.93,416.2,291.05,WINTER,1
2103-12,659,578,BUSINESS,5.62,12.54,HOTEL,4068.73,1907.73,1402.16,842.12,80.15,OTA,33,6.906,77.74,160.37,124.67,SUMMER,0
2104-01,574,880,LEISURE,1.22,8.94,HOTEL,4702.77,1712.39,1181.97,773.39,649.39,OTA,355,37.101,21.97,102.46,22.51,SUMMER,0
2104-02,744,585,BUSINESS,1.78,10.97,HOTEL,3651.57,1133.72,568.01,402.94,261.92,OTA,138,50.093,73.13,66.92,48.94,FALL,0
2104-03,753,838,LEISURE,3.0,12.77,MOTEL,2550.48,714.23,389.84,551.85,78.54,DIRECT,145,53.053,40.5,246.2,99.71,WINTER,1
2104-04,759,704,LEISURE,1.02,8.16,CAMPING,7397.8,2315.78,2551.36,1792.67,1106.65,OTA,348,25.664,85.45,399.33,341.23,FALL,0
2104-05,599,715,LEISURE,5.0,6.95,CAMPING,6382.82,2141.5,1508.4,1689.23,1232.31,WALK_IN,23,49.969,43.15,245.46,105.92,SUMMER,0
2104-06,880,807,OUTDOOR,3.86,5.51,VACATION_RENTAL,3075.82,1392.3,606.7,786.88,33.53,OTA,364,56.12,54.92,272.83,149.84,FALL,1
2104-07,738,582,VISITING_FRIENDS_FAMILY,2.75,20.09,HOTEL,4926.06,2418.52,1457.49,997.77,560.18,OTHER,357,19.327,36.48,388.07,141.57,SUMMER,0
2104-08,661,856,LEISURE,2.61,6.72,FRIENDS_FAMILY,1314.2,704.66,443.55,304.55,196.8,CORPORATE_PORTAL,197,16.49,90.03,144.91,130.46,SUMMER,0
2104-09,893,648,VISITING_FRIENDS_FAMILY,5.75,20.24,HOTEL,510.96,140.0,91.26,113.86,82.2,DIRECT,315,19.098,36.33,366.15,133.02,SUMMER,0
2104-10,882,632,VISITING_FRIENDS_FAMILY,1.75,19.36,HOTEL,7100.6,1666.17,1673.68,752.79,123.9,WALK_IN,135,35.177,69.19,85.1,58.88,SPRING,0
2104-11,509,669,VISITING_FRIENDS_FAMILY,3.52,19.61,VACATION_RENTAL,5129.11,2182.72,975.95,849.48,53.85,DIRECT,245,37.891,12.97,394.44,51.16,SUMMER,0
