trans_commute_acs_year,trans_commute_commuting_zone_id,trans_commute_mode_to_work_code,trans_commute_mean_travel_time_minutes,trans_commute_median_travel_time_minutes,trans_commute_percentile_90_travel_time,trans_commute_telework_share_pct,trans_commute_carpool_share_pct,trans_commute_transit_share_pct,trans_commute_walk_share_pct,trans_commute_bike_share_pct,trans_commute_leave_home_time_peak,trans_commute_arrival_time_peak,trans_commute_distance_to_work_miles,trans_commute_toll_usage_share_pct,trans_commute_vehicle_occupancy_avg,trans_commute_commute_cost_estimate_inr,trans_commute_time_reliability_index,trans_commute_access_to_jobs_45min,trans_commute_jobs_housing_balance_ratio
2022,456953,TELEWORK,43.6,36.8,70.2,26.72,19.25,0.92,1.08,0.75,07:04,07:49,1.24,13.44,1.1,2355,1.838,2388185,1.483
2020,687047,BIKE,31.2,27.7,61.7,14.14,5.26,12.03,6.61,4.3,08:12,08:36,3.81,1.27,2.02,1380,1.214,557385,2.083
2022,560345,BIKE,93.7,86.1,123.4,12.2,0.39,1.94,16.27,2.66,08:18,09:50,6.39,11.94,3.16,4248,1.251,1337620,0.709
2016,573400,AUTO,90.3,89.0,109.2,27.65,18.8,15.47,9.07,9.29,09:12,10:47,32.66,14.8,1.11,7808,1.444,971454,3.709
2024,397362,OTHER,28.1,18.5,53.6,25.59,18.44,23.57,17.1,3.48,08:18,08:36,6.88,24.45,1.19,4092,2.329,544415,3.201
2021,567325,CARPOOL,23.5,17.3,35.5,6.74,5.33,3.3,7.79,0.24,10:55,11:10,5.16,12.36,2.66,2220,1.163,865859,4.475
2017,546857,BIKE,88.9,82.6,95.8,3.54,6.94,30.36,7.91,11.32,10:59,12:21,42.05,3.23,1.5,7942,1.571,1610752,2.899
2020,700099,TRANSIT,40.0,34.7,70.8,13.5,14.29,33.59,13.12,9.97,06:13,06:55,41.76,9.49,2.27,7716,0.991,871342,1.361
2017,519523,TELEWORK,30.6,20.9,67.8,2.5,13.87,5.47,15.61,9.55,08:33,09:02,27.56,19.31,1.21,5766,1.043,295418,2.897
2016,889167,MIXED,72.6,69.8,109.1,17.83,4.92,18.56,14.84,1.82,08:05,09:40,1.5,19.47,3.12,3274,1.145,1712216,0.203
2023,487942,TELEWORK,16.5,5.9,45.0,8.5,8.39,10.33,1.72,2.83,06:29,06:59,24.65,15.06,2.88,5028,1.651,1470314,3.904
2016,642119,TRANSIT,39.8,29.1,62.2,4.3,18.85,28.65,9.31,7.39,06:54,07:32,12.09,22.34,1.87,5179,1.738,1556897,0.196
2022,556089,BIKE,33.1,24.6,43.5,25.79,6.54,29.61,0.17,7.64,07:04,07:32,24.61,1.92,2.8,3857,0.915,595681,0.605
2020,873261,OTHER,45.2,41.7,57.8,22.42,2.66,25.44,6.79,1.74,07:13,07:57,6.52,2.87,2.5,3102,2.035,923368,2.066
2023,629578,BIKE,8.4,7.3,34.0,6.16,8.29,19.76,14.97,11.19,09:59,10:16,28.64,8.08,2.35,5279,2.154,476252,2.208
2023,816727,WALK,69.1,62.3,81.8,1.26,10.83,5.14,12.16,8.57,08:01,09:03,23.8,1.66,1.98,5287,2.295,702052,1.635
2022,459039,CARPOOL,85.3,75.8,102.4,35.0,1.95,22.64,0.7,3.6,08:28,09:56,9.45,8.69,2.32,4243,1.316,2082478,3.438
2016,192829,WALK,66.3,56.6,104.4,4.61,1.42,32.3,3.74,1.79,07:28,08:40,17.52,24.14,2.26,5750,1.615,1918904,3.653
2022,168250,WALK,46.6,46.4,55.1,22.32,18.38,17.18,3.27,4.93,10:40,11:26,23.52,13.48,2.58,5135,1.969,1000919,1.86
2025,520143,TRANSIT,55.4,48.3,68.7,21.56,7.1,7.93,7.85,2.52,07:33,08:38,25.43,13.6,2.35,5390,1.32,1837537,2.443
2024,306264,AUTO,15.2,6.7,39.3,1.41,9.98,14.43,9.08,3.27,09:21,09:41,24.43,9.7,2.62,4336,1.101,1976044,3.593
2022,812148,MIXED,40.4,33.4,51.5,26.14,12.03,22.42,2.22,2.09,09:40,10:34,12.93,12.61,2.08,3907,2.015,2115664,1.277
2022,356126,TELEWORK,86.4,75.7,94.3,33.12,7.06,15.07,1.86,0.38,10:14,11:45,9.75,15.98,2.05,4937,1.133,1767418,2.475
2017,202317,TELEWORK,16.7,11.4,32.0,13.26,1.08,14.99,8.15,1.23,07:26,07:34,19.17,17.91,1.16,4110,1.687,146975,3.769
2022,737289,BIKE,37.0,28.4,57.9,21.34,13.83,32.85,4.7,11.86,06:02,06:29,12.33,12.92,2.27,3468,1.167,1484880,0.341
2016,700213,TELEWORK,36.5,35.4,73.2,7.8,15.52,31.68,6.76,7.67,09:50,10:21,23.38,13.98,2.93,5699,1.107,2449683,3.68
2024,706810,TRANSIT,30.2,28.4,50.5,11.61,10.88,9.48,17.06,10.1,08:36,08:57,1.79,14.74,1.79,2709,2.227,933219,1.099
2017,338722,MIXED,82.3,78.2,116.7,2.96,2.13,31.74,15.79,0.17,06:37,08:09,13.51,24.96,2.93,5855,1.006,479413,2.651
2021,937826,MIXED,73.8,62.5,95.4,24.57,2.75,18.75,17.46,3.19,09:17,10:18,13.89,12.49,2.98,4227,1.569,464760,0.827
2017,804453,MIXED,33.2,26.9,53.8,27.11,18.04,14.8,2.95,0.33,08:51,09:27,29.97,16.45,3.07,5835,1.413,2097609,0.866
2018,941102,TRANSIT,87.2,86.1,115.3,10.14,14.81,26.25,17.76,6.28,07:57,09:33,32.13,21.23,1.94,8000,1.617,1849398,0.277
2018,104043,AUTO,58.7,50.2,95.1,30.19,7.6,19.95,3.65,2.25,06:06,07:00,32.28,15.38,1.03,6716,1.098,169200,3.523
2020,715885,AUTO,59.2,52.2,74.2,23.82,13.53,14.83,6.83,4.19,06:00,07:01,29.46,6.35,1.22,6407,1.677,344576,1.111
2022,428192,TELEWORK,76.4,69.0,111.2,9.61,10.36,22.77,9.53,10.03,10:15,11:23,11.29,17.34,2.66,4509,2.321,2396299,3.05
2025,628783,AUTO,70.3,64.6,91.4,30.1,1.52,28.38,14.29,5.42,07:28,08:42,9.0,10.93,1.36,4478,2.263,1785322,2.591
2018,556126,TELEWORK,74.1,73.9,93.8,22.81,19.25,30.39,9.69,5.76,07:23,08:35,8.97,15.22,1.22,4927,2.212,1650211,1.334
2021,977225,OTHER,88.9,77.8,124.9,11.33,16.33,11.07,3.92,9.1,09:27,11:08,13.53,1.78,2.93,4721,1.544,1565164,3.255
2023,500327,MIXED,46.1,37.8,70.9,20.19,12.17,2.25,3.18,3.4,07:19,08:07,37.35,4.44,1.66,6514,2.146,49146,3.148
2019,463653,AUTO,93.7,85.3,112.4,1.39,7.27,18.35,17.86,11.25,09:57,11:14,38.05,22.04,2.04,8000,1.001,1840763,1.741
2021,520719,AUTO,80.5,74.5,105.1,27.36,10.23,34.66,2.0,2.12,10:01,11:19,39.33,20.88,2.51,8000,2.373,1223747,1.028
2025,307275,MIXED,57.8,50.9,97.2,10.19,11.55,32.58,9.99,3.35,06:55,08:07,22.41,10.26,1.43,5849,1.448,1605357,4.388
2024,790212,AUTO,61.2,55.6,78.4,14.81,10.45,7.76,5.18,0.34,07:17,08:15,29.23,23.59,1.94,7080,0.992,46623,3.137
2018,122826,CARPOOL,9.5,3.3,45.3,18.63,7.07,20.98,16.51,7.59,10:36,10:41,41.45,3.12,2.72,6526,1.549,1198157,1.356
2021,327636,TRANSIT,36.1,32.3,73.6,29.19,15.15,6.86,6.46,9.17,09:25,10:03,18.38,15.08,1.83,5154,1.955,2444618,2.998
2024,754717,TRANSIT,78.9,77.3,102.1,27.62,16.33,25.45,0.34,6.46,08:52,10:06,38.31,19.69,2.28,8000,1.215,173191,0.695
2018,100870,BIKE,17.7,7.2,23.1,27.3,10.2,17.46,3.37,5.85,08:34,08:55,10.72,9.34,1.56,3397,0.751,1118876,3.176
2025,922904,WALK,40.0,32.1,54.0,2.12,15.22,5.44,3.22,7.7,07:42,08:23,7.46,22.06,2.59,4213,0.957,1005533,2.546
2016,939033,TRANSIT,70.6,60.2,100.8,0.26,6.32,30.97,6.74,7.04,06:09,07:24,6.43,17.66,2.99,3976,1.1,222953,1.952
2018,151784,WALK,89.0,78.5,120.9,13.99,16.7,11.62,7.52,9.71,10:01,11:39,11.84,23.06,1.63,5538,1.1,747096,2.501
2021,570227,CARPOOL,93.1,90.0,108.4,1.06,4.11,10.38,16.95,7.51,07:25,08:37,43.71,3.63,2.52,7879,2.197,814605,4.159
2016,552170,OTHER,68.1,67.1,82.9,6.14,16.16,32.33,16.61,11.32,06:37,07:44,0.47,12.41,2.43,3538,1.251,408191,2.628
2023,528634,AUTO,35.3,26.7,47.8,14.49,19.52,30.68,4.68,5.62,06:11,06:34,44.78,12.69,2.82,7802,0.829,662282,0.446
2025,728304,WALK,35.2,25.9,41.3,15.63,4.61,13.49,11.61,10.07,07:12,07:32,16.66,15.99,1.16,5105,1.418,127218,3.4
2020,777782,WALK,47.9,45.2,57.6,27.31,5.09,8.45,3.44,0.2,10:41,11:28,24.39,23.43,1.59,6037,0.926,1075425,3.252
2022,483793,AUTO,23.7,11.8,53.1,8.02,10.01,33.0,0.34,2.42,10:52,11:16,14.81,15.39,1.97,4382,2.188,446215,2.023
2021,421093,OTHER,28.5,23.5,37.4,7.07,5.9,9.75,2.17,10.26,07:46,08:21,16.12,9.66,3.02,4418,1.531,1165920,2.898
2018,881743,CARPOOL,42.4,36.2,65.8,30.46,6.36,26.83,0.13,8.71,06:47,07:30,13.53,9.52,2.88,3674,1.097,2379541,3.94
2025,631071,BIKE,39.9,33.5,45.3,13.82,18.49,34.32,15.26,2.88,06:23,06:58,3.54,7.92,2.46,2746,1.181,1643662,0.538
2023,695984,BIKE,40.8,33.7,59.4,8.84,1.66,32.7,5.68,7.48,07:36,08:28,26.05,22.55,2.5,6588,2.36,138917,3.425
2018,767935,AUTO,49.0,43.4,55.4,16.94,8.21,16.75,13.19,4.23,06:52,07:47,25.56,20.92,1.8,6126,1.932,2428485,4.337
2025,103473,WALK,52.4,40.9,76.8,32.36,5.4,7.03,6.66,9.59,06:16,07:03,22.35,11.99,1.83,4690,2.163,2207898,1.148
2019,206163,MIXED,68.2,60.2,82.2,29.76,6.75,26.87,15.89,5.8,08:22,09:15,29.47,21.99,3.02,6874,1.383,1369947,0.698
2023,344031,BIKE,87.6,84.3,123.5,20.66,19.78,0.57,9.23,0.44,07:14,08:42,12.76,24.07,2.87,5373,1.224,1530037,2.618
2020,120549,WALK,48.6,46.4,81.4,25.57,1.38,14.58,4.57,1.9,06:15,07:09,15.52,11.45,1.21,4831,2.33,333893,0.487
2019,326092,CARPOOL,25.0,16.3,34.3,11.04,8.76,8.41,16.94,4.16,09:58,10:28,13.15,8.43,1.08,2952,1.444,2349785,1.618
2021,507865,MIXED,41.5,32.9,61.7,22.14,13.84,3.34,7.65,2.8,08:23,09:01,10.26,3.77,1.49,2952,1.752,591281,3.353
2025,252350,TRANSIT,39.0,38.8,76.4,19.27,15.09,15.71,6.02,1.21,10:17,10:56,11.76,18.79,1.74,4800,2.386,1936393,3.704
2016,721629,BIKE,49.1,45.8,78.4,18.48,2.33,6.94,15.36,8.24,07:26,08:05,16.77,23.46,2.06,5592,1.787,2296098,1.914
2020,539562,AUTO,75.5,66.0,91.7,11.3,3.75,20.38,1.75,10.78,08:42,09:55,22.96,23.7,1.2,6854,1.89,934420,2.608
2024,915494,TRANSIT,50.6,40.4,63.2,17.88,8.81,30.92,15.97,10.61,09:54,10:31,25.92,14.35,2.15,5697,1.854,893898,1.129
2025,850539,OTHER,35.5,26.2,51.4,1.66,7.87,11.21,0.81,10.56,06:12,06:52,43.33,18.6,2.59,7516,1.539,2357641,3.764
2019,204589,MIXED,50.3,39.5,55.7,19.94,11.26,4.35,7.95,3.87,08:30,09:21,35.46,24.83,3.04,7676,1.244,1049670,0.362
2018,266376,OTHER,78.3,68.4,110.6,34.78,19.53,0.56,4.92,6.76,08:58,10:05,26.98,7.47,1.07,6147,0.828,272893,0.908
2017,149082,OTHER,63.6,59.4,80.9,31.89,2.85,28.0,17.7,7.26,09:07,10:19,22.6,8.9,2.96,5195,1.169,2134379,1.524
2023,386425,OTHER,84.2,81.2,102.6,24.32,10.74,25.88,13.12,7.47,08:55,10:13,25.54,7.83,2.75,6265,1.306,34189,2.458
2017,742577,TRANSIT,76.7,69.6,102.8,29.33,7.64,14.55,15.31,4.3,09:27,10:34,25.19,3.44,2.89,5506,0.92,1671381,0.588
2017,693216,CARPOOL,33.6,23.1,42.7,21.08,2.21,32.31,8.57,1.76,10:16,10:43,14.29,0.52,2.21,2801,1.274,1972562,1.539
2017,402429,MIXED,14.6,7.8,48.3,23.88,1.7,6.41,17.05,10.97,07:27,07:42,14.39,2.72,1.69,2673,0.849,1375460,3.909
2023,422349,CARPOOL,59.0,47.2,74.7,31.88,1.42,17.27,3.26,5.27,09:27,10:26,41.48,6.88,2.85,7627,1.56,2207731,3.951
2025,346773,OTHER,40.8,33.4,60.4,5.19,8.73,29.08,12.55,4.41,06:41,07:12,13.46,4.7,1.89,3809,1.932,1618610,2.717
2017,287846,OTHER,14.3,3.0,22.3,24.34,3.07,30.87,7.29,2.89,09:53,10:17,29.2,4.42,1.84,4889,1.065,51626,0.884
2021,160645,AUTO,58.8,52.7,82.3,22.95,1.76,0.82,2.0,1.53,10:23,11:23,34.53,0.86,3.18,6142,2.064,1152541,3.542
2020,256588,TELEWORK,62.1,54.0,85.4,15.78,0.22,4.18,8.66,1.69,08:55,09:59,37.48,17.96,2.73,8000,2.324,948297,3.841
2025,783670,WALK,67.9,64.1,94.7,20.29,4.31,22.0,4.59,6.77,08:56,10:08,22.68,23.31,2.22,6904,2.204,1370619,3.174
2020,801904,MIXED,28.7,24.4,34.3,7.53,16.84,1.87,9.82,4.08,09:41,10:03,19.75,24.55,3.2,5358,1.32,934489,0.318
2017,208473,AUTO,56.0,48.0,73.9,19.01,12.06,7.27,8.68,3.96,09:20,10:14,37.05,24.93,1.86,8000,1.354,139416,0.993
2020,154882,AUTO,9.5,3.0,17.8,30.15,3.14,31.09,5.4,5.62,08:06,08:12,29.89,17.19,1.5,5692,2.189,2414558,1.187
2024,225591,MIXED,49.7,40.8,63.1,31.29,11.6,22.15,2.75,8.32,10:39,11:23,42.45,22.56,2.17,8000,2.391,317415,3.62
2018,133623,OTHER,47.9,47.3,84.5,16.55,7.65,20.84,2.98,2.48,10:07,10:53,5.77,3.16,1.46,2323,1.693,2362877,3.656
2019,911995,CARPOOL,27.9,22.0,49.6,32.94,16.69,14.05,7.29,0.35,06:32,06:52,26.34,22.04,1.73,5619,1.434,1719001,2.443
2020,333922,OTHER,12.6,11.4,51.8,10.45,14.03,27.81,10.78,1.84,10:08,10:16,6.28,16.98,2.2,2411,1.975,299524,3.681
2018,662373,WALK,42.4,37.5,71.9,30.16,2.35,10.65,15.24,9.24,10:31,11:21,8.39,13.6,3.06,3141,0.941,30803,2.656
2018,625056,WALK,51.7,48.2,86.0,26.66,15.71,22.55,4.22,7.0,08:27,09:30,32.83,0.51,1.93,6144,1.331,900412,0.873
2021,759558,TELEWORK,32.7,31.1,69.2,7.95,17.89,33.96,7.79,10.55,10:57,11:26,29.15,19.33,2.54,6075,2.376,2200647,0.476
2024,511261,CARPOOL,40.1,33.8,56.8,9.72,8.99,7.17,2.42,0.09,07:10,07:38,12.59,20.64,1.62,4068,1.182,967057,3.977
2016,705873,BIKE,67.4,56.4,96.7,9.19,0.33,32.53,15.66,2.79,10:25,11:36,26.7,10.13,1.56,5661,1.174,920957,4.487
2024,568865,TELEWORK,89.9,81.9,102.7,1.75,17.44,24.67,0.27,11.16,10:18,11:51,21.71,16.35,2.32,6484,2.335,340180,3.477
2024,903002,TELEWORK,33.6,29.1,57.7,14.61,11.54,30.76,9.1,2.26,09:55,10:30,33.17,22.73,1.59,6716,1.148,1528551,1.897
2017,770212,TELEWORK,63.1,56.2,74.0,10.56,7.66,16.9,5.82,9.11,07:35,08:30,18.72,13.69,3.11,4867,1.733,290971,3.874
2017,325970,WALK,55.7,50.5,70.4,8.0,12.33,13.6,14.28,7.11,07:19,08:33,4.8,8.14,1.06,2592,1.005,2326531,0.5
2022,966544,TELEWORK,77.8,69.9,117.0,9.94,17.6,3.22,16.88,11.2,06:13,07:30,24.85,13.54,1.52,5932,1.156,1478444,0.645
2023,182108,TRANSIT,87.4,85.0,111.9,19.12,9.29,33.7,16.67,9.76,09:15,10:46,23.72,7.24,2.31,5365,1.087,1836716,1.026
2022,532065,MIXED,10.6,6.3,23.6,1.95,6.21,22.48,13.11,0.95,09:51,10:09,29.06,3.07,1.3,4027,2.335,2387416,2.073
2024,196029,BIKE,88.4,81.7,100.1,1.15,18.44,26.99,9.46,10.08,06:40,08:04,32.53,22.58,2.94,7840,2.244,1987614,4.19
2021,575961,BIKE,45.5,37.2,72.5,21.51,4.75,16.01,2.78,3.56,06:06,06:43,12.75,11.32,2.16,4114,1.645,2168895,3.414
2019,680041,BIKE,89.2,85.1,97.7,20.9,17.79,15.49,11.35,9.46,07:45,09:20,24.85,19.99,2.62,7015,1.817,865741,3.905
2018,383576,TRANSIT,92.5,88.2,104.8,20.58,11.07,9.29,5.18,11.47,07:50,09:25,30.38,22.57,2.6,8000,1.749,371734,3.332
2021,958963,AUTO,30.2,30.0,64.5,13.51,0.17,32.89,12.39,5.83,08:06,08:29,5.83,18.44,2.12,3537,1.891,2095473,0.201
2022,933143,AUTO,40.4,38.4,54.5,21.9,13.57,25.9,6.8,2.1,08:31,09:10,23.92,12.28,1.59,4897,1.717,818627,3.821
2020,220803,OTHER,68.3,64.2,84.0,20.98,15.39,21.56,5.22,2.31,06:28,07:39,9.01,13.65,2.95,4668,1.322,440614,4.287
2025,485970,MIXED,31.8,22.5,58.1,15.91,5.77,14.41,0.8,0.72,08:08,08:48,18.95,24.95,1.66,5919,1.451,248070,3.988
2021,652271,TRANSIT,18.4,14.9,55.1,32.47,2.96,2.97,4.08,7.39,10:29,10:43,8.33,20.45,1.18,3625,2.262,819179,3.87
2022,504007,TELEWORK,89.8,82.7,114.7,30.98,3.6,19.15,7.43,8.33,10:43,12:11,43.85,0.74,1.89,7778,1.717,1445068,3.283
2017,473985,WALK,88.8,84.8,101.5,15.07,9.59,29.16,12.89,9.93,09:45,11:16,1.63,24.05,2.25,4477,2.333,217956,1.882
2020,816548,WALK,46.2,38.9,60.9,31.9,12.95,14.06,2.37,9.89,08:12,09:02,35.05,4.92,1.97,6661,1.822,2248573,0.486
2017,702860,MIXED,61.3,54.8,85.7,14.22,12.44,29.04,6.6,8.27,07:51,08:44,1.46,15.31,1.46,3629,0.967,1990465,3.48
2016,180215,BIKE,85.4,74.4,102.5,32.3,6.25,19.46,16.75,8.93,09:23,10:50,2.91,16.05,2.5,3633,2.087,1096877,2.487
2022,115941,AUTO,33.6,23.9,55.9,8.57,13.3,22.17,9.55,3.97,07:10,07:41,22.73,14.16,1.72,5455,1.086,668153,0.999
2016,970175,WALK,12.3,7.0,40.5,24.44,14.4,14.54,14.12,2.01,07:14,07:31,3.91,5.24,2.35,2025,0.795,307076,3.039
2016,714958,BIKE,72.9,69.5,91.5,14.6,17.3,2.09,0.56,1.19,07:27,08:39,30.33,24.74,2.49,7896,1.351,1854707,3.215
2019,309513,AUTO,78.8,75.2,86.3,26.25,14.92,12.38,5.86,9.53,07:26,08:43,16.08,17.72,1.24,5791,2.363,466194,1.892
2022,347978,BIKE,22.6,13.0,42.4,5.73,13.38,15.21,7.76,10.31,06:13,06:26,22.39,2.04,2.44,4500,1.723,2111737,3.344
2022,853265,MIXED,90.2,81.3,129.0,24.27,8.1,11.95,5.6,10.44,07:21,08:48,43.77,11.27,2.31,8000,1.744,491439,3.571
2023,770780,MIXED,21.9,14.5,39.5,13.05,14.5,4.94,7.66,4.06,09:49,10:24,43.27,5.63,2.32,6314,1.988,664470,3.002
2025,468320,OTHER,9.8,3.0,46.4,10.17,2.96,8.86,13.45,1.52,10:53,11:00,17.17,14.85,1.51,3722,1.605,1491216,3.433
2020,861090,TRANSIT,44.8,44.3,79.3,11.58,17.38,1.4,10.37,0.35,09:29,10:19,24.45,1.87,1.16,4072,1.392,2028402,2.473
2025,213376,WALK,83.3,77.7,97.4,31.15,8.07,19.43,15.91,3.91,06:27,07:48,38.66,11.05,2.39,8000,1.982,891452,4.16
2020,137315,OTHER,41.3,39.5,66.4,22.69,1.5,31.18,4.75,10.06,06:38,07:15,24.44,20.27,1.81,6351,1.836,2280289,2.509
2022,296200,TRANSIT,39.4,34.2,52.3,6.27,4.72,25.91,17.18,9.21,09:32,10:17,5.27,15.83,1.96,3480,0.944,1524052,4.053
2019,508504,BIKE,25.5,21.5,60.3,12.26,14.64,28.97,2.77,8.17,06:08,06:45,3.14,8.56,2.94,2545,0.915,257777,2.853
2020,709423,OTHER,50.7,43.6,88.7,6.52,6.35,23.73,15.19,2.42,09:37,10:38,40.34,8.65,1.48,6778,0.959,279079,2.166
2021,985532,BIKE,75.2,72.3,102.2,22.17,12.92,26.25,4.05,7.98,07:08,08:22,31.78,16.57,2.42,7765,0.797,1842580,3.32
2019,596130,WALK,68.5,57.0,97.4,20.87,8.78,5.35,2.34,2.3,09:55,11:11,15.27,8.94,2.22,4538,1.88,1190188,2.1
2025,700915,BIKE,44.0,36.2,65.5,28.14,7.25,3.55,0.08,9.11,10:27,11:10,38.31,8.59,1.04,6601,1.819,514687,3.723
2024,747202,MIXED,22.5,20.2,52.2,11.56,15.48,28.45,7.82,8.91,09:53,10:11,23.79,7.04,1.04,4676,1.793,2263744,0.158
2019,524940,OTHER,72.7,63.7,85.8,1.93,15.95,24.59,9.11,7.12,06:58,07:58,22.58,17.83,2.52,5715,1.307,2180605,0.2
2022,582989,TELEWORK,14.9,4.2,32.9,12.93,9.84,4.04,10.47,5.39,08:41,08:50,22.09,18.81,1.49,5622,1.776,2362542,2.487
2018,965282,BIKE,25.0,24.5,64.7,29.41,18.04,8.51,7.6,2.52,06:24,06:56,4.9,18.42,1.96,2800,2.217,319182,3.966
2022,778036,TELEWORK,87.0,76.5,114.2,30.79,11.75,15.15,2.67,10.46,10:33,11:59,34.43,11.56,2.56,7893,1.734,1760634,2.158
2022,215979,WALK,43.8,42.8,67.5,0.73,0.39,7.91,11.71,8.16,08:56,09:30,2.28,15.29,1.05,3441,1.087,2011107,3.646
2025,919804,AUTO,44.1,34.0,83.7,27.95,15.73,6.81,11.49,9.11,07:28,08:02,6.69,4.79,1.42,2864,1.023,1973012,0.686
2023,273933,BIKE,92.8,86.2,127.7,18.09,12.87,20.56,12.5,6.12,06:08,07:46,40.13,10.8,1.04,7942,0.756,1149208,1.934
2021,561130,AUTO,89.2,79.3,100.1,2.52,7.33,21.21,6.04,11.58,06:06,07:31,27.94,16.12,3.2,6762,1.413,5042,4.097
2017,358939,BIKE,87.2,83.1,115.9,11.13,1.76,6.38,10.64,6.31,06:21,08:00,32.8,22.18,3.08,7663,1.414,485117,3.599
2022,293479,OTHER,57.0,52.2,66.7,32.1,5.96,30.78,11.34,2.03,08:27,09:23,15.89,16.49,1.05,5357,1.179,2161210,2.448
2018,424299,TELEWORK,8.9,6.4,47.4,0.21,9.7,25.39,4.95,10.28,08:48,09:05,20.98,22.61,1.42,5214,1.794,1526352,1.599
2019,104267,CARPOOL,21.8,14.8,57.4,30.68,8.22,14.66,11.14,8.78,10:58,11:29,11.86,20.79,1.51,3539,1.704,814899,2.988
2016,564680,WALK,55.8,53.7,74.3,21.54,0.2,12.51,15.88,3.81,09:18,10:14,31.83,21.83,1.44,6741,1.291,2094075,4.241
2018,961072,MIXED,32.8,23.9,43.3,1.23,0.53,12.32,10.63,9.96,07:17,07:48,24.86,12.33,1.63,4763,1.229,1399655,1.002
2025,781214,OTHER,53.9,50.0,74.1,1.79,3.71,34.64,7.05,1.49,06:26,07:11,12.79,1.51,2.65,3288,0.757,59590,4.418
2018,581639,TELEWORK,60.7,54.9,80.2,26.49,19.64,17.41,8.4,10.17,09:20,10:21,9.38,20.85,2.31,4871,2.074,358658,1.34
2021,390632,AUTO,85.1,75.8,119.4,16.25,11.29,26.56,4.34,4.7,08:44,10:04,30.31,10.0,1.92,7135,1.527,1769216,0.251
2016,309037,BIKE,70.3,61.8,96.3,2.9,12.18,20.92,3.43,7.8,08:27,09:44,27.65,17.74,1.91,7238,2.4,790261,3.963
2024,344333,CARPOOL,56.9,52.4,82.6,18.57,2.1,30.57,9.16,11.3,08:45,09:36,29.44,12.9,1.92,5871,2.086,1545375,4.34
2023,993194,TRANSIT,92.6,82.4,128.4,1.41,16.79,31.21,11.17,7.17,08:48,10:18,33.98,5.93,1.88,6971,0.922,327377,4.3
2025,430179,CARPOOL,77.5,71.3,89.5,10.61,16.26,13.17,0.49,5.54,09:28,10:29,14.95,21.01,1.4,6130,2.395,2356126,0.232
2024,173386,WALK,14.6,4.1,39.4,23.11,8.25,3.82,13.89,5.5,08:11,08:34,14.23,24.8,1.48,4549,1.941,1088443,3.148
2019,393263,MIXED,75.3,70.9,93.6,20.41,12.14,19.29,1.28,0.68,06:38,07:56,8.92,14.41,2.63,3897,1.36,1428984,2.238
2024,465441,OTHER,24.4,17.8,35.3,27.25,6.29,15.17,1.71,7.83,09:45,09:52,2.18,23.01,1.29,2900,2.018,1637727,1.871
2022,118230,TRANSIT,21.8,18.3,59.0,9.28,18.15,4.55,10.26,7.71,08:17,08:44,21.94,2.14,1.36,4146,1.833,814559,2.991
2025,722766,MIXED,37.6,36.5,63.8,12.5,3.45,9.7,13.7,2.3,07:14,07:49,7.74,17.44,2.24,4264,1.866,1646811,1.022
2024,278202,WALK,11.9,3.0,18.4,20.99,3.7,1.54,14.59,4.52,07:49,08:04,1.11,13.98,3.05,2316,0.848,92426,4.149
2019,151082,CARPOOL,50.3,45.1,76.1,11.1,8.21,25.97,7.81,4.99,06:33,07:21,1.45,21.81,1.4,3472,1.636,701213,1.304
2023,463642,TRANSIT,78.5,76.2,115.4,15.06,15.72,2.07,12.81,1.24,09:06,10:10,41.38,4.11,1.23,7566,1.886,390025,0.55
2018,775668,MIXED,70.6,64.8,103.6,7.37,3.27,31.68,2.6,11.88,10:04,11:02,4.03,9.63,1.23,3307,0.868,230538,1.002
2017,364265,OTHER,77.0,74.2,116.9,1.5,19.28,22.84,0.96,8.22,09:43,10:58,14.31,22.25,2.03,5631,1.523,1272024,0.529
2025,953937,TRANSIT,39.2,30.7,54.4,3.82,6.03,13.81,15.08,5.65,08:35,09:12,26.03,19.3,1.57,6349,1.908,302888,3.704
2019,297044,TELEWORK,37.8,30.2,64.4,15.08,2.84,6.64,8.3,2.09,07:02,07:42,9.25,21.23,2.78,4580,1.38,2250553,1.281
2025,690522,OTHER,61.8,51.2,98.5,28.47,6.4,6.29,12.43,5.23,10:37,11:22,22.12,21.49,2.24,5968,0.75,2113336,1.154
2022,994295,CARPOOL,22.6,18.9,36.9,12.18,6.43,23.65,10.44,11.34,09:10,09:22,34.08,11.65,2.49,5975,1.182,1731885,3.616
2020,548049,OTHER,11.4,3.0,27.0,23.7,4.81,14.4,14.07,7.44,08:39,08:57,16.0,9.23,1.94,3149,2.229,2382942,0.816
2020,175834,OTHER,38.7,29.6,64.5,3.99,13.35,12.21,17.7,9.32,07:48,08:18,11.37,8.31,2.96,3334,2.238,18542,4.264
2016,294627,OTHER,77.8,76.0,94.9,1.09,16.48,14.31,2.82,9.78,08:12,09:32,39.83,5.87,2.15,7666,1.282,1522123,0.515
2024,443775,TRANSIT,55.4,52.9,66.4,2.05,3.65,33.62,0.37,8.49,09:14,09:58,13.64,10.47,2.94,4005,2.379,1528100,3.476
2019,520868,MIXED,65.3,63.1,88.4,1.63,19.04,32.95,0.38,7.9,06:34,07:49,30.74,10.63,2.9,6125,2.184,623488,1.359
