energy_gas_reference_date,energy_gas_country_iso2,energy_gas_storage_site_id,energy_gas_storage_capacity_twh,energy_gas_storage_filled_twh,energy_gas_storage_fill_rate_pct,energy_gas_lng_imports_twh,energy_gas_pipeline_imports_twh,energy_gas_domestic_production_twh,energy_gas_consumption_twh,energy_gas_price_ttf_eur_mwh,energy_gas_price_spread_eur_mwh,energy_gas_supply_source_country_iso2,energy_gas_repower_eu_policy_flag,energy_gas_security_of_supply_alert_level,energy_gas_demand_response_savings_twh,energy_gas_industrial_curtailment_flag,energy_gas_storage_obligation_compliance_flag,energy_gas_data_source,energy_gas_data_extract_date
2021-02-27,DK,DK_UGS_183,4.2922,3.8273,89.17,0.4615,4.334,1.607,5.6573,40.56,23.86,US,0,NORMAL,0.2157,0,1,NATIONAL_GAS_TSO,2025-07-05
2021-03-16,IE,IE_UGS_184,10.9585,6.8305,62.33,0.2554,3.7636,1.6732,6.077,18.83,17.16,IN,0,NORMAL,0.1267,0,1,MARKET_DATA_PROVIDER,2024-07-13
2021-04-02,PL,PL_UGS_185,16.242,13.257,81.62,1.1046,7.0974,0.9285,9.5501,19.93,-0.09,US,0,NORMAL,0.2924,0,0,ENTSOG_TRANSPARENCY,2024-07-25
2021-04-19,AT,AT_UGS_186,4.4534,1.833,41.16,0.9471,5.4406,1.8754,8.7525,76.95,-4.12,IN,0,NORMAL,0.3097,0,0,AGSI_PLUS,2026-02-01
2021-05-06,EE,EE_UGS_187,10.011,5.7611,57.55,0.089,0.8608,0.0085,0.0974,71.37,16.79,US,1,NORMAL,0.2645,0,1,NATIONAL_GAS_TSO,2025-05-17
2021-05-23,IT,IT_UGS_188,0.8204,0.076,9.27,0.8998,1.1644,0.709,2.5929,27.47,12.52,IN,1,NORMAL,0.0905,0,0,MARKET_DATA_PROVIDER,2025-04-24
2021-06-09,PT,PT_UGS_189,11.0454,3.7312,33.78,0.2879,4.4615,1.5927,6.9392,67.8,19.15,US,0,NORMAL,0.2519,0,0,ENTSOG_TRANSPARENCY,2024-12-12
2021-06-26,BE,BE_UGS_190,5.7819,4.242,73.37,0.7758,2.5737,0.3889,2.9361,52.06,8.05,IN,0,NORMAL,0.0271,0,1,AGSI_PLUS,2024-03-21
2021-07-13,FI,FI_UGS_191,5.2853,5.1971,98.33,1.1957,3.8966,0.9799,6.4392,60.53,-4.92,US,0,NORMAL,0.0064,0,1,NATIONAL_GAS_TSO,2025-05-11
2021-07-30,LV,LV_UGS_192,16.12,11.7145,72.67,2.7017,1.3745,1.6841,5.6287,75.16,-4.32,IN,1,NORMAL,0.3016,0,1,MARKET_DATA_PROVIDER,2025-06-03
2021-08-16,RO,RO_UGS_193,12.7618,6.0755,47.61,1.8281,3.8747,1.5794,7.8557,87.62,-4.15,US,0,EARLY_WARNING,0.2727,0,0,ENTSOG_TRANSPARENCY,2024-12-13
2021-09-02,BG,BG_UGS_194,13.2015,1.1201,8.48,2.4785,2.2208,0.6882,5.8227,24.06,-3.06,IN,0,NORMAL,0.3207,0,0,AGSI_PLUS,2025-08-02
2021-09-19,FR,FR_UGS_195,5.1195,3.7026,72.32,1.3511,7.0218,1.2382,10.1785,66.77,11.84,US,1,NORMAL,0.3212,0,0,NATIONAL_GAS_TSO,2024-04-20
2021-10-06,LT,LT_UGS_196,12.5059,5.8037,46.41,0.7276,3.4077,2.2501,5.9329,88.09,3.22,IN,0,EARLY_WARNING,0.3182,0,0,MARKET_DATA_PROVIDER,2024-09-17
2021-10-23,SK,SK_UGS_197,1.8801,1.0965,58.32,1.8992,2.5423,1.4529,5.9815,56.35,19.11,US,0,NORMAL,0.0408,0,1,ENTSOG_TRANSPARENCY,2025-11-24
2021-11-09,HR,HR_UGS_198,3.9258,2.9235,74.47,1.4063,5.7503,0.308,7.9376,37.87,9.06,IN,0,NORMAL,0.2502,0,1,AGSI_PLUS,2025-03-01
2021-11-26,DE,DE_UGS_199,13.5083,7.7654,57.49,0.8954,0.1686,0.0613,1.596,77.33,21.92,US,0,NORMAL,0.2135,0,0,NATIONAL_GAS_TSO,2024-08-16
2021-12-13,LU,LU_UGS_200,11.9737,1.8581,15.52,2.7235,5.7732,0.1275,9.0521,19.24,13.96,IN,0,NORMAL,0.024,0,0,MARKET_DATA_PROVIDER,2025-10-11
2021-12-30,SI,SI_UGS_201,9.3084,3.0559,32.83,1.0305,7.4856,0.651,9.3848,55.37,15.54,US,0,NORMAL,0.1563,0,0,ENTSOG_TRANSPARENCY,2024-09-21
2022-01-16,CY,CY_UGS_202,9.2725,6.9695,75.16,1.6751,3.3482,0.8724,5.889,96.25,-5.59,IN,0,EARLY_WARNING,0.2539,0,1,AGSI_PLUS,2025-04-06
2022-02-02,GR,GR_UGS_203,7.7048,1.4415,18.71,0.0642,4.3517,0.4167,4.6209,95.67,17.57,US,1,ALERT,0.1943,1,0,NATIONAL_GAS_TSO,2024-06-23
2022-02-19,MT,MT_UGS_204,2.3329,0.9833,42.15,0.9946,0.1376,0.9751,1.9885,115.46,-11.34,IN,1,NORMAL,0.1217,0,0,MARKET_DATA_PROVIDER,2026-02-06
2022-03-08,ES,ES_UGS_205,1.1319,0.918,81.11,2.7113,0.1046,2.2603,4.3523,170.71,6.61,US,1,EARLY_WARNING,0.3263,0,1,ENTSOG_TRANSPARENCY,2024-09-07
2022-03-25,CZ,CZ_UGS_206,10.3696,7.2976,70.37,2.6586,6.6648,0.4833,10.0678,84.47,17.15,IN,1,NORMAL,0.1293,0,1,AGSI_PLUS,2024-10-17
2022-04-11,HU,HU_UGS_207,4.2505,3.7023,87.1,0.1526,0.2063,1.419,2.1267,123.97,12.68,US,0,NORMAL,0.1786,0,1,NATIONAL_GAS_TSO,2025-01-31
2022-04-28,NL,NL_UGS_208,1.7192,0.1979,11.51,0.1951,3.4058,1.3762,4.1327,86.87,17.32,IN,1,EARLY_WARNING,0.0408,0,0,MARKET_DATA_PROVIDER,2024-07-04
2022-05-15,SE,SE_UGS_209,0.977,0.6259,64.06,1.3461,3.9718,1.7162,6.878,55.43,-2.84,US,1,NORMAL,0.0859,0,1,ENTSOG_TRANSPARENCY,2024-10-02
2022-06-01,DK,DK_UGS_210,5.555,1.3674,24.62,1.3532,5.49,0.1804,6.9241,90.65,-1.71,IN,1,ALERT,0.0489,0,0,AGSI_PLUS,2024-11-24
2022-06-18,IE,IE_UGS_211,7.9092,6.6082,83.55,1.3433,1.3528,1.4676,3.4706,140.35,16.0,US,1,NORMAL,0.3188,0,1,NATIONAL_GAS_TSO,2025-07-24
2022-07-05,PL,PL_UGS_212,0.7971,0.5728,71.86,0.9863,1.3553,0.7927,2.5123,88.58,12.87,IN,0,EARLY_WARNING,0.0111,0,1,MARKET_DATA_PROVIDER,2024-10-11
2022-07-22,AT,AT_UGS_213,14.2553,13.6383,95.67,1.0154,5.2667,1.5491,8.3959,126.22,3.98,US,0,NORMAL,0.0513,0,1,ENTSOG_TRANSPARENCY,2025-07-15
2022-08-08,EE,EE_UGS_214,11.3839,10.0074,87.91,1.0359,0.742,0.5301,2.7911,60.06,13.67,IN,1,NORMAL,0.1616,0,1,AGSI_PLUS,2025-12-06
2022-08-25,IT,IT_UGS_215,10.5687,3.0264,28.64,1.9596,2.9552,0.6418,4.7846,170.56,-10.51,US,1,ALERT,0.0726,1,0,NATIONAL_GAS_TSO,2025-06-03
2022-09-11,PT,PT_UGS_216,3.1609,0.8178,25.87,0.9764,5.3047,1.7936,8.5739,146.32,22.24,IN,1,ALERT,0.3866,1,0,MARKET_DATA_PROVIDER,2024-04-05
2022-09-28,BE,BE_UGS_217,11.0308,10.525,95.41,1.1693,0.1363,1.3681,2.5916,111.48,6.19,US,1,NORMAL,0.2939,0,1,ENTSOG_TRANSPARENCY,2024-10-03
2022-10-15,FI,FI_UGS_218,12.2849,3.6469,29.69,0.3853,2.7032,1.3522,3.4947,192.62,-5.56,IN,1,ALERT,0.2936,0,0,AGSI_PLUS,2025-06-02
2022-11-01,LV,LV_UGS_219,12.5529,11.0699,88.19,1.1072,4.1212,0.7046,5.9506,216.36,15.78,US,1,EARLY_WARNING,0.1922,0,1,NATIONAL_GAS_TSO,2025-03-29
2022-11-18,RO,RO_UGS_220,7.9154,7.3607,92.99,2.5921,5.8927,0.6253,8.8923,168.9,-9.41,IN,1,NORMAL,0.2862,0,1,MARKET_DATA_PROVIDER,2024-08-30
2022-12-05,BG,BG_UGS_221,9.8299,8.9796,91.35,0.9227,0.2821,0.8685,2.1659,207.9,15.97,US,0,NORMAL,0.1707,0,1,ENTSOG_TRANSPARENCY,2025-02-06
2022-12-22,FR,FR_UGS_222,15.8735,7.7723,48.96,1.0832,6.044,1.5302,8.0273,49.84,-5.84,IN,0,NORMAL,0.2964,0,0,AGSI_PLUS,2025-09-29
2023-01-08,LT,LT_UGS_223,2.9684,2.1943,73.92,2.286,0.2531,0.2164,2.9656,108.24,12.33,US,1,NORMAL,0.3261,0,1,NATIONAL_GAS_TSO,2025-06-24
2023-01-25,SK,SK_UGS_224,12.6236,1.5989,12.67,1.5353,3.611,0.5787,5.2892,103.14,-9.81,IN,0,ALERT,0.6503,1,0,MARKET_DATA_PROVIDER,2024-09-20
2023-02-11,HR,HR_UGS_225,3.1987,2.5646,80.18,1.3542,0.7318,1.0844,2.5086,116.89,-6.88,US,1,EARLY_WARNING,0.0968,0,1,ENTSOG_TRANSPARENCY,2024-03-05
2023-02-28,DE,DE_UGS_226,18.6386,4.3167,23.16,0.2326,5.912,1.1566,7.104,61.32,23.25,IN,1,NORMAL,0.1388,0,0,AGSI_PLUS,2024-09-29
2023-03-17,LU,LU_UGS_227,4.8539,2.1759,44.83,0.6134,6.0354,2.0231,8.7074,20.79,-2.08,US,1,NORMAL,0.2127,0,0,NATIONAL_GAS_TSO,2024-06-09
2023-04-03,SI,SI_UGS_228,13.8,8.3623,60.6,1.954,6.019,1.7253,9.858,46.39,11.71,IN,0,NORMAL,0.1651,0,1,MARKET_DATA_PROVIDER,2025-11-23
2023-04-20,CY,CY_UGS_229,10.0201,9.958,99.38,1.4568,4.0794,1.382,7.4768,42.33,16.34,US,1,NORMAL,0.1186,0,1,ENTSOG_TRANSPARENCY,2025-07-23
2023-05-07,GR,GR_UGS_230,15.3202,1.544,10.08,2.2675,4.303,1.4509,7.6906,35.38,-8.11,IN,1,NORMAL,0.227,0,0,AGSI_PLUS,2024-09-21
2023-05-24,MT,MT_UGS_231,13.6385,9.9504,72.96,1.9257,1.733,0.9582,3.7474,94.74,16.88,US,1,NORMAL,0.0966,0,0,NATIONAL_GAS_TSO,2025-06-26
2023-06-10,ES,ES_UGS_232,8.5486,5.9255,69.32,0.9925,0.4895,1.2264,2.8948,84.11,-7.97,IN,1,NORMAL,0.3001,0,1,MARKET_DATA_PROVIDER,2025-07-14
2023-06-27,CZ,CZ_UGS_233,16.6722,5.9578,35.74,0.3588,1.5882,0.6212,1.8654,44.65,20.63,US,0,NORMAL,0.2273,0,0,ENTSOG_TRANSPARENCY,2025-09-10
2023-07-14,HU,HU_UGS_234,7.2638,6.9681,95.93,2.6373,4.6829,2.2102,9.2402,21.65,5.52,IN,1,NORMAL,0.1954,0,1,AGSI_PLUS,2024-06-16
2023-07-31,NL,NL_UGS_235,16.1714,6.6464,41.1,0.5101,2.2646,1.4405,4.3929,86.89,8.24,US,0,NORMAL,0.0677,0,0,NATIONAL_GAS_TSO,2025-08-04
2023-08-17,SE,SE_UGS_236,5.6689,4.773,84.2,1.2797,6.0284,2.0925,9.5205,47.55,-4.34,IN,1,NORMAL,0.3158,0,1,MARKET_DATA_PROVIDER,2026-01-22
2023-09-03,DK,DK_UGS_237,1.7185,0.2596,15.11,0.0432,1.5711,0.0317,2.1045,43.56,-6.47,US,1,NORMAL,0.2538,0,0,ENTSOG_TRANSPARENCY,2025-10-22
2023-09-20,IE,IE_UGS_238,14.9143,12.7726,85.64,1.8729,8.0568,0.4024,10.1829,31.51,-8.34,IN,1,NORMAL,0.1253,0,1,AGSI_PLUS,2024-08-19
2023-10-07,PL,PL_UGS_239,7.8708,2.8234,35.87,0.1861,5.7573,1.1501,6.541,48.94,11.18,US,0,NORMAL,0.1247,0,0,NATIONAL_GAS_TSO,2024-04-19
2023-10-24,AT,AT_UGS_240,10.7562,3.2671,30.37,0.7353,5.4918,0.4952,5.7687,19.7,-6.14,IN,0,NORMAL,0.0757,0,0,MARKET_DATA_PROVIDER,2025-11-15
2023-11-10,EE,EE_UGS_241,7.0137,2.5484,36.33,1.744,6.3274,1.0006,8.5189,111.89,-2.29,US,1,NORMAL,0.2269,0,0,ENTSOG_TRANSPARENCY,2024-03-08
2023-11-27,IT,IT_UGS_242,10.6627,7.5311,70.63,0.7645,4.8023,0.464,6.2276,29.7,11.0,IN,1,NORMAL,0.1748,0,1,AGSI_PLUS,2024-05-02
2023-12-14,PT,PT_UGS_243,3.8945,1.2076,31.01,0.4536,7.6058,1.6536,10.233,44.54,-5.41,US,1,NORMAL,0.1554,0,0,NATIONAL_GAS_TSO,2025-08-11
2023-12-31,BE,BE_UGS_244,7.1361,6.586,92.29,0.1319,4.8639,0.901,6.4594,56.57,9.62,IN,0,NORMAL,0.1694,0,1,MARKET_DATA_PROVIDER,2024-08-02
2024-01-17,FI,FI_UGS_245,15.6543,8.0508,51.43,0.0811,2.9876,1.0629,4.7107,54.62,24.93,US,1,NORMAL,0.0682,0,0,ENTSOG_TRANSPARENCY,2024-11-12
2024-02-03,LV,LV_UGS_246,9.1565,5.7698,63.01,0.5091,0.8006,1.3002,2.5672,74.19,16.8,IN,1,NORMAL,0.2867,0,0,AGSI_PLUS,2025-12-20
2024-02-20,RO,RO_UGS_247,2.5939,2.3182,89.37,1.7575,1.9918,1.3407,5.0739,83.53,-10.75,US,1,NORMAL,0.0707,0,1,NATIONAL_GAS_TSO,2026-01-28
2024-03-08,BG,BG_UGS_248,6.8576,5.1167,74.61,1.9806,3.3443,1.2113,6.1051,48.61,20.79,IN,1,NORMAL,0.094,0,0,MARKET_DATA_PROVIDER,2026-01-16
2024-03-25,FR,FR_UGS_249,10.5914,9.4512,89.24,0.6285,4.2423,2.0854,7.3991,108.7,17.96,US,1,EARLY_WARNING,0.3269,0,1,ENTSOG_TRANSPARENCY,2026-02-19
2024-04-11,LT,LT_UGS_250,5.6286,5.0422,89.58,1.6955,2.3748,1.1835,4.9325,86.5,-2.34,IN,1,NORMAL,0.0381,0,1,AGSI_PLUS,2024-05-09
2024-04-28,SK,SK_UGS_251,0.4236,0.288,68.0,1.4147,8.0612,0.8215,9.3788,97.74,14.5,US,1,EARLY_WARNING,0.1023,0,1,NATIONAL_GAS_TSO,2026-01-10
2024-05-15,HR,HR_UGS_252,4.8091,0.5764,11.98,0.789,1.6076,0.4248,1.9027,118.75,-10.28,IN,1,ALERT,0.272,1,0,MARKET_DATA_PROVIDER,2025-08-18
2024-06-01,DE,DE_UGS_253,9.445,4.2737,45.25,0.8588,5.2081,0.3943,6.8528,96.57,8.44,US,1,NORMAL,0.3186,0,0,ENTSOG_TRANSPARENCY,2024-02-17
2024-06-18,LU,LU_UGS_254,10.2848,3.3173,32.25,0.5827,1.3474,2.1031,3.9165,57.42,24.5,IN,1,NORMAL,0.0147,0,0,AGSI_PLUS,2024-04-03
2024-07-05,SI,SI_UGS_255,4.2067,1.5288,36.34,0.1388,5.3776,1.3862,7.4133,79.54,20.86,US,1,EARLY_WARNING,0.2694,0,0,NATIONAL_GAS_TSO,2024-11-28
2024-07-22,CY,CY_UGS_256,12.2428,2.083,17.01,0.5266,2.8651,2.2162,4.7358,54.93,-4.49,IN,1,NORMAL,0.1895,0,0,MARKET_DATA_PROVIDER,2025-10-30
2024-08-08,GR,GR_UGS_257,16.1463,6.0834,37.68,1.2142,0.8856,1.5533,3.6469,86.96,-5.04,US,1,NORMAL,0.1478,0,0,ENTSOG_TRANSPARENCY,2024-09-11
2024-08-25,MT,MT_UGS_258,7.8886,1.1876,15.05,1.6117,0.6947,1.7977,3.6281,109.99,19.87,IN,0,NORMAL,0.2221,0,0,AGSI_PLUS,2024-01-17
2024-09-11,ES,ES_UGS_259,11.5718,9.8022,84.71,1.8443,6.4569,1.2403,8.9859,65.09,-10.77,US,1,NORMAL,0.2219,0,1,NATIONAL_GAS_TSO,2025-10-19
2024-09-28,CZ,CZ_UGS_260,3.2529,0.3928,12.07,1.8927,3.7917,1.003,6.9788,22.23,-5.84,IN,1,NORMAL,0.1119,0,0,MARKET_DATA_PROVIDER,2024-12-13
2024-10-15,HU,HU_UGS_261,15.0846,13.1269,87.02,0.697,0.9282,1.4022,2.8121,46.12,-11.6,US,1,NORMAL,0.281,0,1,ENTSOG_TRANSPARENCY,2024-04-14
2024-11-01,NL,NL_UGS_262,8.1258,6.5178,80.21,0.078,4.5598,1.1561,6.3794,61.1,4.79,IN,1,NORMAL,0.2031,0,1,AGSI_PLUS,2024-01-13
2024-11-18,SE,SE_UGS_263,1.4641,1.1535,78.78,0.0341,2.0849,0.4821,2.1407,94.64,15.1,US,1,NORMAL,0.3272,0,1,NATIONAL_GAS_TSO,2024-06-22
2024-12-05,DK,DK_UGS_264,2.2868,1.236,54.05,2.1436,6.9829,1.3616,10.1637,87.17,-11.01,IN,0,EARLY_WARNING,0.2609,0,0,MARKET_DATA_PROVIDER,2024-08-25
2024-12-22,IE,IE_UGS_265,9.9534,4.6932,47.15,2.2788,5.6328,0.9915,8.8884,69.4,-6.73,US,1,NORMAL,0.0518,0,0,ENTSOG_TRANSPARENCY,2025-08-09
2025-01-08,PL,PL_UGS_266,11.103,9.0534,81.54,1.4611,3.7665,0.761,5.1613,24.8,15.31,IN,1,NORMAL,0.298,0,1,AGSI_PLUS,2025-12-20
2025-01-25,AT,AT_UGS_267,3.4877,1.4853,42.59,1.3493,5.8201,1.6976,9.2617,63.98,12.84,US,1,NORMAL,0.1643,0,0,NATIONAL_GAS_TSO,2025-08-30
2025-02-11,EE,EE_UGS_268,9.6798,6.0712,62.72,0.6658,1.2584,1.8741,3.887,27.12,12.92,IN,1,NORMAL,0.3204,0,1,MARKET_DATA_PROVIDER,2026-02-10
2025-02-28,IT,IT_UGS_269,3.6646,1.0867,29.65,1.2995,0.9876,0.8547,3.1843,28.64,14.91,US,1,NORMAL,0.039,0,0,ENTSOG_TRANSPARENCY,2025-11-04
2025-03-17,PT,PT_UGS_270,12.3114,9.1604,74.41,2.0588,3.9603,0.5541,5.9321,89.58,-6.17,IN,1,NORMAL,0.1803,0,1,AGSI_PLUS,2024-08-28
2025-04-03,BE,BE_UGS_271,10.6885,9.5075,88.95,3.0622,0.8466,1.1676,5.0489,69.59,5.92,US,0,NORMAL,0.0449,0,1,NATIONAL_GAS_TSO,2026-02-21
2025-04-20,FI,FI_UGS_272,0.3542,0.2254,63.63,0.6016,0.4265,0.654,1.6544,56.96,-1.4,IN,1,NORMAL,0.3078,0,0,MARKET_DATA_PROVIDER,2024-12-08
2025-05-07,LV,LV_UGS_273,14.4814,9.8334,67.9,0.2859,5.1094,0.877,5.3586,32.27,-11.69,US,1,NORMAL,0.2139,0,0,ENTSOG_TRANSPARENCY,2025-03-20
2025-05-24,RO,RO_UGS_274,0.48,0.4454,92.78,0.6385,5.3196,0.4576,6.2976,35.44,4.46,IN,1,NORMAL,0.1462,0,1,AGSI_PLUS,2024-04-30
2025-06-10,BG,BG_UGS_275,5.6783,1.5511,27.32,0.1683,4.0723,0.5892,5.4031,85.74,16.58,US,1,ALERT,0.1388,1,0,NATIONAL_GAS_TSO,2025-06-08
2025-06-27,FR,FR_UGS_276,4.4344,2.0966,47.28,1.6014,6.894,0.15,7.7395,18.7,-7.95,IN,1,NORMAL,0.0337,0,0,MARKET_DATA_PROVIDER,2024-10-29
2025-07-14,LT,LT_UGS_277,6.7575,5.9016,87.33,0.9332,4.9217,0.526,6.2321,23.01,15.7,US,0,NORMAL,0.0865,0,1,ENTSOG_TRANSPARENCY,2024-02-21
2025-07-31,SK,SK_UGS_278,17.2249,3.5755,20.76,0.5087,6.6924,1.6033,8.3766,47.5,10.57,IN,0,NORMAL,0.2785,0,0,AGSI_PLUS,2024-08-21
2025-08-17,HR,HR_UGS_279,12.4629,1.7298,13.88,1.4156,1.5478,0.6795,3.059,19.52,15.28,US,1,NORMAL,0.1142,0,0,NATIONAL_GAS_TSO,2026-01-15
2025-09-03,DE,DE_UGS_280,14.4194,14.3244,99.34,0.5457,4.0963,0.9823,5.5654,96.79,-8.77,IN,1,NORMAL,0.0409,0,1,MARKET_DATA_PROVIDER,2024-02-24
2025-09-20,LU,LU_UGS_281,7.3259,4.0178,54.84,3.099,4.5315,0.0743,7.5743,45.1,16.31,US,1,NORMAL,0.0479,0,0,ENTSOG_TRANSPARENCY,2024-08-27
2025-10-07,SI,SI_UGS_282,4.6519,1.3672,29.39,1.6404,1.878,2.1934,5.2514,71.01,3.14,IN,0,NORMAL,0.0038,0,0,AGSI_PLUS,2024-05-07
2025-10-24,CY,CY_UGS_283,8.7147,1.1068,12.7,0.8669,4.4726,0.2523,5.5672,26.41,8.21,US,1,NORMAL,0.1121,0,0,NATIONAL_GAS_TSO,2024-05-28
2025-11-10,GR,GR_UGS_284,12.3257,8.9279,72.43,0.4384,0.3697,0.2492,0.7023,50.41,-7.97,IN,1,NORMAL,0.3234,0,0,MARKET_DATA_PROVIDER,2024-03-12
2025-11-27,MT,MT_UGS_285,5.6815,1.9503,34.33,0.7971,4.5172,0.7537,5.9316,62.89,24.11,US,1,NORMAL,0.1211,0,0,ENTSOG_TRANSPARENCY,2024-08-31
2025-12-14,ES,ES_UGS_286,11.8979,1.4635,12.3,2.4253,2.512,1.0494,6.1204,65.99,12.22,IN,1,NORMAL,0.0389,0,0,AGSI_PLUS,2024-07-22
2025-12-31,CZ,CZ_UGS_287,10.0556,2.7224,27.07,1.7963,2.6308,1.2356,4.9475,76.71,0.36,US,1,NORMAL,0.0482,0,0,NATIONAL_GAS_TSO,2024-02-12
2026-01-17,HU,HU_UGS_288,0.8847,0.6725,76.01,0.3056,0.6632,0.7362,0.9468,88.18,7.77,IN,0,NORMAL,0.1553,0,1,MARKET_DATA_PROVIDER,2025-04-27
2026-02-03,NL,NL_UGS_289,10.6493,5.3152,49.91,1.4743,2.9279,0.4067,4.7321,54.58,-5.63,US,1,NORMAL,0.1594,0,0,ENTSOG_TRANSPARENCY,2024-08-01
2026-02-20,SE,SE_UGS_290,5.6734,5.4955,96.86,0.8403,0.7915,0.3261,1.1803,62.76,17.22,IN,1,NORMAL,0.1621,0,1,AGSI_PLUS,2025-03-03
2018-01-12,DK,DK_UGS_291,9.8072,8.7683,89.41,0.6067,1.8859,0.8412,2.9257,9.23,9.94,US,0,NORMAL,0.1166,0,1,NATIONAL_GAS_TSO,2025-09-23
2018-01-29,IE,IE_UGS_292,12.6198,8.2222,65.15,2.531,5.0907,0.5911,8.6224,23.97,6.44,IN,0,NORMAL,0.1516,0,0,MARKET_DATA_PROVIDER,2024-02-03
2018-02-15,PL,PL_UGS_293,8.0366,1.9514,24.28,2.1882,5.1298,0.1131,7.443,15.15,18.34,US,1,NORMAL,0.2691,0,0,ENTSOG_TRANSPARENCY,2024-08-06
2018-03-04,AT,AT_UGS_294,15.0045,2.4237,16.15,0.3191,1.1752,1.5667,2.543,14.25,-6.27,IN,0,NORMAL,0.1979,0,0,AGSI_PLUS,2025-08-15
2018-03-21,EE,EE_UGS_295,4.6842,3.0323,64.73,0.7454,1.4757,0.9953,3.0859,21.56,19.67,US,0,NORMAL,0.1093,0,1,NATIONAL_GAS_TSO,2025-12-05
2018-04-07,IT,IT_UGS_296,10.4359,1.739,16.66,2.3646,1.5768,0.6554,3.9919,22.04,-1.9,IN,0,NORMAL,0.2923,0,0,MARKET_DATA_PROVIDER,2025-04-03
2018-04-24,PT,PT_UGS_297,2.8643,1.8169,63.43,0.982,6.2787,0.4318,7.4859,26.53,-5.2,US,0,NORMAL,0.0084,0,0,ENTSOG_TRANSPARENCY,2024-10-05
2018-05-11,BE,BE_UGS_298,8.5472,7.559,88.44,2.2009,5.2284,0.3858,7.8479,12.48,7.45,IN,1,NORMAL,0.2494,0,1,AGSI_PLUS,2024-03-14
2018-05-28,FI,FI_UGS_299,10.2694,1.3274,12.93,2.0759,7.4058,0.1398,9.1468,23.08,2.51,US,0,NORMAL,0.0688,0,0,NATIONAL_GAS_TSO,2024-12-22
2018-06-14,LV,LV_UGS_300,2.0562,0.375,18.24,1.558,1.102,1.0719,3.192,27.51,1.2,IN,0,NORMAL,0.265,0,0,MARKET_DATA_PROVIDER,2024-01-28
2018-07-01,RO,RO_UGS_301,3.1532,2.0206,64.08,0.4968,6.1145,0.5283,7.2049,14.08,7.18,US,1,NORMAL,0.1132,0,0,ENTSOG_TRANSPARENCY,2024-06-02
2018-07-18,BG,BG_UGS_302,7.2138,5.5043,76.3,0.5846,3.8031,1.1205,5.479,10.89,-8.93,IN,0,NORMAL,0.3292,0,1,AGSI_PLUS,2025-10-10
2018-08-04,FR,FR_UGS_303,0.5417,0.3909,72.16,1.2084,0.7269,1.3542,3.0675,22.87,10.21,US,0,NORMAL,0.2011,0,0,NATIONAL_GAS_TSO,2024-05-24
2018-08-21,LT,LT_UGS_304,9.455,1.6211,17.15,0.2805,4.7117,0.8701,6.2143,27.43,13.82,IN,0,NORMAL,0.0866,0,0,MARKET_DATA_PROVIDER,2025-03-20
2018-09-07,SK,SK_UGS_305,11.3869,5.743,50.44,1.6291,1.7332,0.1052,3.5911,19.75,-5.2,US,1,NORMAL,0.18,0,0,ENTSOG_TRANSPARENCY,2025-08-16
2018-09-24,HR,HR_UGS_306,12.0494,9.9515,82.59,1.4669,1.9035,0.91,4.7035,20.6,-3.13,IN,0,NORMAL,0.1369,0,0,AGSI_PLUS,2025-09-14
2018-10-11,DE,DE_UGS_307,16.9652,15.4103,90.83,0.9148,1.9459,0.791,3.5409,14.91,-2.85,US,0,NORMAL,0.3189,0,1,NATIONAL_GAS_TSO,2024-03-04
2018-10-28,LU,LU_UGS_308,5.0379,0.6413,12.73,1.2306,2.4194,0.6927,4.6724,15.89,24.34,IN,0,NORMAL,0.2193,0,0,MARKET_DATA_PROVIDER,2024-05-08
2018-11-14,SI,SI_UGS_309,4.7382,4.1189,86.93,1.7731,3.6386,0.6921,5.3595,12.71,-0.11,US,0,NORMAL,0.0048,0,1,ENTSOG_TRANSPARENCY,2024-08-02
2018-12-01,CY,CY_UGS_310,4.702,3.6858,78.39,1.17,3.0397,0.9015,5.1754,16.53,4.38,IN,0,NORMAL,0.31,0,1,AGSI_PLUS,2024-05-06
2018-12-18,GR,GR_UGS_311,4.1016,3.0843,75.2,0.499,2.7365,0.6589,3.1275,9.64,-0.39,US,1,NORMAL,0.0009,0,0,NATIONAL_GAS_TSO,2024-02-28
2019-01-04,MT,MT_UGS_312,0.6034,0.3577,59.28,2.7407,4.669,1.3698,9.201,23.12,-6.09,IN,0,NORMAL,0.0345,0,0,MARKET_DATA_PROVIDER,2025-04-13
2019-01-21,ES,ES_UGS_313,4.1587,4.0464,97.3,0.3864,5.3461,1.7551,7.8439,24.31,-8.65,US,1,NORMAL,0.0586,0,1,ENTSOG_TRANSPARENCY,2025-05-05
2019-02-07,CZ,CZ_UGS_314,3.6009,3.1367,87.11,0.6989,1.9226,0.0839,3.28,16.4,22.4,IN,0,NORMAL,0.016,0,1,AGSI_PLUS,2024-11-12
2019-02-24,HU,HU_UGS_315,17.0938,15.3196,89.62,2.1677,2.3527,0.7562,4.5095,26.05,13.9,US,1,NORMAL,0.0224,0,1,NATIONAL_GAS_TSO,2025-08-18
2019-03-13,NL,NL_UGS_316,3.359,0.7857,23.39,0.8496,4.0816,1.2208,6.3779,9.51,-1.93,IN,0,NORMAL,0.09,0,0,MARKET_DATA_PROVIDER,2024-02-20
