agri_foodprices_reference_month,agri_foodprices_country_iso2,agri_foodprices_region_nuts_code,agri_foodprices_coicop_food_code,agri_foodprices_food_price_index,agri_foodprices_farmgate_price_index,agri_foodprices_wholesale_price_index,agri_foodprices_retail_price_index,agri_foodprices_price_spread_index,agri_foodprices_energy_cost_index,agri_foodprices_freight_cost_index,agri_foodprices_packaging_cost_index,agri_foodprices_stock_to_use_ratio,agri_foodprices_import_dependency_pct,agri_foodprices_food_waste_kg_per_capita,agri_foodprices_supply_chain_disruption_flag,agri_foodprices_food_insecurity_rate_pct,agri_foodprices_eurostat_table_code,agri_foodprices_methodology_version,agri_foodprices_data_extract_date
2019-02,DE,PL183,CP0115,117.523,93.723,112.005,131.044,31.756,88.903,139.558,169.922,0.4337,61.03,151.93,0,9.28,prc_hicp_midx,FOODPR_2025D,2025-08-11
2019-03,LU,IT506,CP011,117.622,111.729,115.227,125.593,11.787,90.106,137.005,170.91,0.2096,6.04,148.1,0,18.85,apri_pi10_out,FOODPR_2024C,2024-10-26
2019-04,SI,CZ7,CP0115,119.041,102.576,132.896,129.162,22.333,89.846,140.264,170.953,0.3201,46.07,133.79,0,7.47,food_prc_idx,FOODPR_2023B,2024-01-26
2019-05,CY,SI77,CP011,119.964,96.048,129.302,140.094,36.716,90.961,138.129,172.084,0.3666,35.12,102.78,0,10.52,prc_hicp_manr,FOODPR_2022A,2026-01-18
2019-06,GR,PT61,CP0115,120.948,102.496,126.801,121.305,15.551,91.201,141.105,171.469,0.1708,52.71,67.11,0,1.33,apro_fish_a,FOODPR_2025D,2025-11-15
2019-07,MT,GR6,CP011,120.165,96.444,113.285,125.717,24.361,90.865,141.937,172.035,0.1619,72.74,45.18,0,17.95,prc_hicp_midx,FOODPR_2024C,2025-11-03
2019-08,ES,LV65,CP0115,121.419,111.81,114.859,135.154,19.226,90.335,141.646,173.779,0.4677,25.92,98.79,0,5.61,apri_pi10_out,FOODPR_2023B,2025-05-24
2019-09,CZ,CY144,CP011,122.292,106.544,130.653,143.704,30.386,90.579,143.702,174.511,0.4695,35.45,146.81,0,17.76,food_prc_idx,FOODPR_2022A,2025-02-28
2019-10,HU,RO1,CP0115,121.538,109.427,128.95,142.519,27.228,93.008,143.541,174.623,0.2206,7.44,143.53,0,8.04,prc_hicp_manr,FOODPR_2025D,2024-02-04
2019-11,NL,BG239,CP011,122.546,107.654,129.559,123.717,13.108,94.026,144.888,174.969,0.1247,71.55,60.52,0,5.64,apro_fish_a,FOODPR_2024C,2024-09-03
2019-12,SE,BE40,CP0115,123.044,105.352,130.176,129.397,19.542,96.213,144.324,174.434,0.1917,64.35,87.0,0,17.32,prc_hicp_midx,FOODPR_2023B,2024-05-23
2020-01,DK,DK474,CP011,122.78,111.641,119.785,140.571,23.562,94.761,144.686,174.925,0.1537,64.64,127.21,0,2.68,apri_pi10_out,FOODPR_2022A,2025-12-16
2020-02,IE,SI96,CP0115,124.161,125.226,125.238,131.096,4.728,94.823,144.729,175.448,0.4155,11.66,132.68,0,15.12,food_prc_idx,FOODPR_2025D,2024-11-24
2020-03,PL,BG891,CP011,124.869,106.581,131.81,134.424,22.298,97.872,146.497,175.919,0.3497,38.4,123.1,0,8.41,prc_hicp_manr,FOODPR_2024C,2024-11-07
2020-04,AT,GR508,CP0115,125.594,118.278,116.339,132.215,11.097,95.531,147.779,178.555,0.3267,77.3,56.93,0,4.26,apro_fish_a,FOODPR_2023B,2025-03-06
2020-05,EE,FI5,CP011,125.727,108.706,127.939,142.543,26.913,97.677,146.186,79.106,0.4612,31.66,41.54,0,13.32,prc_hicp_midx,FOODPR_2022A,2024-01-22
2020-06,IT,AT7,CP0115,125.823,111.572,125.498,146.32,27.617,97.777,146.503,78.766,0.3229,32.75,36.38,0,18.49,apri_pi10_out,FOODPR_2025D,2024-04-05
2020-07,PT,IE10,CP011,126.783,105.508,138.815,130.834,19.976,99.612,149.594,78.039,0.1616,45.72,76.08,0,13.7,food_prc_idx,FOODPR_2024C,2025-12-03
2020-08,BE,DE72,CP0115,126.65,120.436,135.334,137.407,13.4,98.107,150.395,80.113,0.2548,30.65,131.69,0,2.98,prc_hicp_manr,FOODPR_2023B,2025-08-31
2020-09,FI,DE19,CP011,127.69,129.589,141.364,128.455,-0.888,99.898,149.602,79.413,0.2267,33.31,88.48,0,6.32,apro_fish_a,FOODPR_2022A,2024-04-05
2020-10,LV,SK9,CP0115,127.724,122.448,134.264,149.438,21.132,102.868,148.245,81.308,0.2162,67.09,64.91,0,9.95,prc_hicp_midx,FOODPR_2025D,2024-12-06
2020-11,RO,DE937,CP011,128.686,125.309,122.16,144.301,14.758,102.047,151.707,81.229,0.1638,52.95,163.4,0,2.62,apri_pi10_out,FOODPR_2024C,2025-07-18
2020-12,BG,EE611,CP0115,128.193,104.628,133.79,142.354,29.429,103.675,150.445,82.514,0.2352,11.91,116.64,0,16.94,food_prc_idx,FOODPR_2023B,2024-01-12
2021-01,FR,HU75,CP011,128.862,113.261,119.366,148.267,27.165,101.67,152.195,81.373,0.3511,36.96,64.66,0,13.74,prc_hicp_manr,FOODPR_2022A,2024-08-01
2021-02,LT,CY260,CP0115,128.953,120.495,125.826,148.405,21.644,104.716,151.191,83.265,0.4631,8.16,89.49,0,18.8,apro_fish_a,FOODPR_2025D,2025-12-20
2021-03,SK,DE435,CP011,129.945,126.826,137.722,131.336,3.471,106.494,152.715,82.246,0.4396,63.9,42.93,0,4.69,prc_hicp_midx,FOODPR_2024C,2024-03-19
2021-04,HR,PT96,CP0115,128.995,119.363,137.234,138.789,15.059,106.963,153.015,82.385,0.1288,40.9,128.1,1,8.6,apri_pi10_out,FOODPR_2023B,2025-11-24
2021-05,DE,PL3,CP011,131.369,110.324,144.534,139.291,22.05,107.817,152.905,84.295,0.4666,12.57,54.87,0,18.93,food_prc_idx,FOODPR_2022A,2024-03-10
2021-06,LU,DE836,CP0115,131.743,124.71,125.562,132.168,5.661,107.997,155.92,84.663,0.2474,39.63,99.25,1,18.61,prc_hicp_manr,FOODPR_2025D,2025-11-24
2021-07,SI,CZ6,CP011,131.514,105.0,124.654,140.222,26.782,109.014,154.506,85.785,0.3388,60.99,102.55,0,6.94,apro_fish_a,FOODPR_2024C,2025-08-02
2021-08,CY,DK30,CP0115,131.777,109.403,125.584,130.202,15.783,107.036,154.744,85.723,0.2964,53.81,143.44,0,8.25,prc_hicp_midx,FOODPR_2023B,2025-12-11
2021-09,GR,HU4,CP011,133.357,127.971,148.94,154.032,19.542,110.481,156.31,86.345,0.4129,75.59,53.09,0,2.28,apri_pi10_out,FOODPR_2022A,2024-07-03
2021-10,MT,CZ870,CP0115,133.845,112.782,124.025,132.809,14.963,110.214,157.713,86.437,0.4467,42.5,154.4,0,4.78,food_prc_idx,FOODPR_2025D,2024-11-12
2021-11,ES,PL94,CP011,133.872,119.152,132.943,139.04,14.856,110.823,157.185,87.797,0.1459,11.66,104.5,0,1.17,prc_hicp_manr,FOODPR_2024C,2025-11-20
2021-12,CZ,IE3,CP0115,133.003,124.01,148.943,145.555,16.199,109.985,158.222,88.127,0.1946,11.66,108.78,0,12.94,apro_fish_a,FOODPR_2023B,2025-11-21
2022-01,HU,EE304,CP011,134.564,113.477,138.93,150.935,27.837,112.682,160.285,88.614,0.3338,37.09,119.06,0,9.55,prc_hicp_midx,FOODPR_2022A,2025-12-31
2022-02,NL,IT393,CP0115,133.897,114.493,136.534,143.764,21.861,110.965,158.883,87.929,0.1374,14.16,46.76,1,4.35,apri_pi10_out,FOODPR_2025D,2024-07-06
2022-03,SE,IE14,CP011,134.676,114.819,127.379,154.036,29.12,113.339,160.668,90.138,0.396,35.84,89.11,1,6.68,food_prc_idx,FOODPR_2024C,2025-02-02
2022-04,DK,BG907,CP0115,136.226,132.237,148.535,150.787,13.617,114.392,161.754,90.476,0.1996,12.66,129.22,0,13.43,prc_hicp_manr,FOODPR_2023B,2025-02-14
2022-05,IE,SE33,CP011,135.452,117.594,134.611,152.489,25.762,115.794,162.279,89.644,0.3467,48.78,131.46,0,3.99,apro_fish_a,FOODPR_2022A,2024-12-24
2022-06,PL,CY36,CP0115,137.212,129.174,138.229,154.226,18.258,114.973,161.204,89.506,0.4477,41.53,136.2,1,12.29,prc_hicp_midx,FOODPR_2025D,2025-09-28
2022-07,AT,DE538,CP011,137.651,114.176,143.254,161.072,34.069,116.299,162.201,90.443,0.3745,53.49,137.24,0,6.35,apri_pi10_out,FOODPR_2024C,2025-08-21
2022-08,EE,LU66,CP0115,136.031,109.297,131.689,148.988,29.178,115.075,161.9,92.404,0.3227,37.91,114.86,0,6.25,food_prc_idx,FOODPR_2023B,2025-07-21
2022-09,IT,MT648,CP011,138.544,129.797,143.596,148.481,13.486,117.006,162.939,91.776,0.2607,60.5,109.06,0,8.26,prc_hicp_manr,FOODPR_2022A,2025-05-12
2022-10,PT,DE63,CP0115,139.24,127.043,132.142,164.127,26.633,118.698,164.228,91.303,0.3075,6.48,71.94,0,14.36,apro_fish_a,FOODPR_2025D,2025-10-25
2022-11,BE,BG301,CP011,138.029,127.036,128.662,161.101,24.68,119.334,166.398,92.323,0.1371,44.0,153.46,1,4.89,prc_hicp_midx,FOODPR_2024C,2025-05-17
2022-12,FI,FR64,CP0115,139.219,138.642,153.76,136.851,-1.286,121.585,164.059,93.51,0.4563,73.49,38.27,0,1.35,apri_pi10_out,FOODPR_2023B,2025-01-04
2023-01,LV,CZ88,CP011,140.393,120.232,151.084,165.247,32.064,119.321,165.765,94.236,0.1675,37.93,159.55,0,10.43,food_prc_idx,FOODPR_2022A,2025-01-16
2023-02,RO,HU19,CP0115,138.808,117.882,153.221,141.781,17.217,120.443,166.051,94.668,0.2883,62.94,154.89,0,3.03,prc_hicp_manr,FOODPR_2025D,2024-01-07
2023-03,BG,NL98,CP011,140.426,115.604,155.757,152.246,26.093,121.645,168.499,93.846,0.3522,58.66,136.66,0,3.27,apro_fish_a,FOODPR_2024C,2024-05-07
2023-04,FR,ES39,CP0115,141.22,129.886,137.709,147.599,12.543,122.071,167.121,95.286,0.2708,16.37,140.02,0,9.79,prc_hicp_midx,FOODPR_2023B,2026-01-23
2023-05,LT,IT675,CP011,140.97,127.371,146.563,162.585,24.98,124.53,168.058,94.95,0.408,33.42,150.04,0,11.02,apri_pi10_out,FOODPR_2022A,2025-01-29
2023-06,SK,SI8,CP0115,140.867,111.556,140.641,143.15,22.428,125.109,169.774,96.573,0.2342,42.46,52.01,0,17.53,food_prc_idx,FOODPR_2025D,2025-05-03
2023-07,HR,DE528,CP011,142.39,112.899,143.028,162.951,35.151,125.781,168.17,96.835,0.3582,32.9,69.8,0,14.54,prc_hicp_manr,FOODPR_2024C,2026-02-02
2023-08,DE,FI63,CP0115,142.287,124.767,145.95,166.937,29.637,124.403,169.671,97.739,0.3611,36.35,104.16,0,1.51,apro_fish_a,FOODPR_2023B,2024-07-30
2023-09,LU,HU581,CP011,142.979,124.784,156.945,162.394,26.305,124.522,170.054,98.511,0.3035,33.24,81.66,0,5.11,prc_hicp_midx,FOODPR_2022A,2025-03-18
2023-10,SI,RO677,CP0115,143.438,117.446,143.153,164.991,33.147,126.241,170.216,99.411,0.4526,16.43,56.48,0,16.03,apri_pi10_out,FOODPR_2025D,2024-08-23
2023-11,CY,LT871,CP011,143.164,112.08,151.829,164.377,36.529,125.77,171.517,98.914,0.4294,12.59,101.79,0,8.97,food_prc_idx,FOODPR_2024C,2024-11-19
2023-12,GR,HR76,CP0115,145.008,126.32,139.618,164.327,26.21,128.919,171.98,99.902,0.3884,21.99,164.68,1,18.72,prc_hicp_manr,FOODPR_2023B,2025-10-02
2024-01,MT,FR180,CP011,144.478,118.142,152.971,151.11,22.819,126.874,175.162,100.954,0.4632,66.9,147.33,1,13.1,apro_fish_a,FOODPR_2022A,2025-12-04
2024-02,ES,HU7,CP0115,145.098,122.792,139.902,161.607,26.751,130.278,173.71,99.72,0.3495,9.92,62.51,1,13.16,prc_hicp_midx,FOODPR_2025D,2024-02-01
2024-03,CZ,CZ82,CP011,146.446,123.082,152.795,150.377,18.638,129.805,172.958,100.157,0.2102,43.66,126.46,0,18.27,apri_pi10_out,FOODPR_2024C,2024-03-24
2024-04,HU,SK91,CP0115,145.449,123.622,138.573,156.761,22.784,132.419,174.526,101.334,0.4096,11.25,55.05,0,1.86,food_prc_idx,FOODPR_2023B,2024-08-19
2024-05,NL,GR29,CP011,146.743,136.944,143.272,164.56,18.819,132.855,174.876,101.173,0.3532,55.41,53.44,0,17.61,prc_hicp_manr,FOODPR_2022A,2024-01-09
2024-06,SE,LU68,CP0115,147.736,129.603,148.511,146.871,11.688,131.149,175.324,101.99,0.2741,6.67,156.0,0,9.28,apro_fish_a,FOODPR_2025D,2024-06-11
2024-07,DK,GR341,CP011,148.246,131.592,156.194,168.514,24.906,132.708,178.524,103.901,0.4625,71.44,143.26,0,9.46,prc_hicp_midx,FOODPR_2024C,2024-10-27
2024-08,IE,MT6,CP0115,147.666,134.692,136.507,147.297,8.536,133.883,178.469,103.71,0.4183,30.24,104.3,1,18.5,apri_pi10_out,FOODPR_2023B,2025-10-25
2024-09,PL,SE365,CP011,148.912,121.225,141.15,156.413,23.63,135.812,178.597,103.293,0.4604,19.16,157.6,0,3.43,food_prc_idx,FOODPR_2022A,2025-07-24
2024-10,AT,PT43,CP0115,148.072,126.081,142.175,151.067,16.874,135.56,178.874,103.723,0.1898,16.69,69.68,0,13.42,prc_hicp_manr,FOODPR_2025D,2024-03-06
2024-11,EE,HU21,CP011,148.997,142.655,160.599,170.508,18.694,137.457,179.744,105.645,0.2499,45.56,62.92,0,2.01,apro_fish_a,FOODPR_2024C,2024-09-07
2024-12,IT,RO12,CP0115,149.072,133.862,160.304,154.871,14.093,135.383,179.793,106.147,0.4038,70.06,74.65,0,9.83,prc_hicp_midx,FOODPR_2023B,2024-04-08
2025-01,PT,ES655,CP011,150.371,131.316,150.426,151.911,13.696,136.133,180.125,106.73,0.2324,20.59,83.02,0,14.63,apri_pi10_out,FOODPR_2022A,2025-03-21
2025-02,BE,HU254,CP0115,151.507,133.077,168.884,171.807,25.563,136.036,182.596,106.983,0.3533,65.35,128.57,0,4.37,food_prc_idx,FOODPR_2025D,2025-05-03
2025-03,FI,AT4,CP011,151.247,147.241,150.868,178.187,20.461,139.822,180.967,107.734,0.2059,58.33,90.56,0,17.69,prc_hicp_manr,FOODPR_2024C,2024-11-10
2025-04,LV,AT58,CP0115,151.132,121.384,156.295,154.602,21.979,139.984,184.023,107.934,0.3972,23.94,109.6,0,11.65,apro_fish_a,FOODPR_2023B,2025-04-17
2025-05,RO,BE633,CP011,151.874,129.888,152.256,165.035,23.142,138.781,183.823,107.529,0.4274,10.05,82.61,0,1.3,prc_hicp_midx,FOODPR_2022A,2024-05-19
2025-06,BG,SI800,CP0115,153.537,144.6,151.713,152.577,5.195,141.537,185.308,108.58,0.1584,77.74,87.75,0,7.23,apri_pi10_out,FOODPR_2025D,2024-09-15
2025-07,FR,LT864,CP011,152.436,133.619,168.681,164.144,20.025,141.793,184.394,108.577,0.266,55.28,113.26,0,11.13,food_prc_idx,FOODPR_2024C,2024-03-24
2025-08,LT,FR719,CP0115,153.691,133.026,151.194,170.17,24.168,142.384,185.061,108.932,0.3983,18.66,100.11,0,4.97,prc_hicp_manr,FOODPR_2023B,2025-02-03
2025-09,SK,FR950,CP011,153.791,141.92,160.563,166.903,16.245,142.065,186.364,109.033,0.4372,18.88,41.59,1,9.86,apro_fish_a,FOODPR_2022A,2026-01-09
2025-10,HR,SI88,CP0115,154.608,145.037,159.576,157.365,7.974,145.403,187.548,111.644,0.3202,51.55,82.11,0,11.23,prc_hicp_midx,FOODPR_2025D,2024-06-23
2025-11,DE,IE478,CP011,154.826,134.458,157.383,173.103,24.96,146.161,186.798,111.842,0.3658,60.82,63.61,0,15.5,apri_pi10_out,FOODPR_2024C,2025-09-30
2025-12,LU,HR3,CP0115,154.028,156.748,163.369,168.726,7.777,144.042,188.116,110.582,0.45,12.73,70.46,0,19.0,food_prc_idx,FOODPR_2023B,2025-04-01
2026-01,SI,PT8,CP011,156.153,154.598,174.754,158.533,2.52,146.12,186.729,111.692,0.3512,52.76,66.97,0,14.89,prc_hicp_manr,FOODPR_2022A,2026-01-04
2026-02,CY,FR576,CP0115,155.076,143.108,169.037,177.137,21.943,147.81,189.277,111.886,0.2929,69.95,81.78,0,11.39,apro_fish_a,FOODPR_2025D,2025-11-04
2026-03,GR,GR33,CP011,156.214,129.057,174.915,182.973,34.514,148.158,188.109,113.341,0.445,24.62,51.07,1,6.66,prc_hicp_midx,FOODPR_2024C,2025-03-24
2026-04,MT,MT490,CP0115,156.791,136.949,157.301,181.596,28.475,148.473,188.585,112.81,0.4558,31.19,136.33,0,11.67,apri_pi10_out,FOODPR_2023B,2025-01-04
2026-05,ES,GR603,CP011,156.601,134.114,171.463,171.115,23.628,149.333,190.863,112.907,0.2866,71.07,137.4,0,8.92,food_prc_idx,FOODPR_2022A,2024-04-05
2026-06,CZ,IT643,CP0115,158.751,148.812,149.73,171.043,14.004,149.202,189.982,114.861,0.1764,66.42,150.25,0,15.4,prc_hicp_manr,FOODPR_2025D,2025-02-05
2026-07,HU,MT567,CP011,158.936,128.095,154.657,161.646,21.11,148.807,190.963,114.398,0.2349,33.55,66.2,0,17.4,apro_fish_a,FOODPR_2024C,2025-08-16
2026-08,NL,LV528,CP0115,159.497,159.344,163.072,159.547,0.127,152.211,190.833,115.09,0.3092,61.35,138.38,0,12.18,prc_hicp_midx,FOODPR_2023B,2025-06-21
2026-09,SE,IE63,CP011,158.466,151.803,154.88,182.421,19.321,149.418,194.339,117.189,0.4438,42.58,137.95,0,17.37,apri_pi10_out,FOODPR_2022A,2024-11-22
2026-10,DK,FI9,CP0115,159.557,146.569,154.152,160.561,8.769,153.248,194.571,116.441,0.4148,76.81,84.87,1,7.36,food_prc_idx,FOODPR_2025D,2026-01-01
2026-11,IE,DE4,CP011,160.442,157.704,163.945,184.127,16.469,152.146,192.962,116.618,0.4647,69.29,68.66,0,10.69,prc_hicp_manr,FOODPR_2024C,2025-04-07
2026-12,PL,DE28,CP0115,159.827,148.123,173.805,185.421,23.336,155.287,195.877,117.203,0.1638,61.24,59.11,1,12.25,apro_fish_a,FOODPR_2023B,2025-02-12
2018-01,AT,ES12,CP011,160.498,147.943,150.75,185.426,23.354,154.584,193.97,118.966,0.2161,33.58,109.92,0,17.77,prc_hicp_midx,FOODPR_2022A,2024-09-23
2018-02,EE,FR8,CP0115,160.39,156.158,178.151,163.416,4.525,156.2,195.362,117.479,0.4791,12.55,109.52,0,10.1,apri_pi10_out,FOODPR_2025D,2024-05-31
2018-03,IT,PT21,CP011,161.17,127.436,179.938,185.94,36.3,154.345,194.593,118.413,0.4226,8.79,57.62,1,8.51,food_prc_idx,FOODPR_2024C,2024-10-07
2018-04,PT,LU267,CP0115,161.342,147.154,154.797,183.052,22.25,156.677,197.187,119.959,0.4064,18.36,100.41,0,8.28,prc_hicp_manr,FOODPR_2023B,2026-01-03
2018-05,BE,AT419,CP011,162.363,162.752,175.514,171.122,5.155,158.621,196.613,120.813,0.2648,56.96,139.27,0,11.47,apro_fish_a,FOODPR_2022A,2025-08-07
2018-06,FI,SE62,CP0115,164.256,163.566,159.058,171.42,4.782,156.983,199.034,120.056,0.1682,62.43,101.91,0,5.25,prc_hicp_midx,FOODPR_2025D,2024-03-20
2018-07,LV,HU102,CP011,163.46,154.52,177.285,171.517,10.398,159.292,197.119,120.708,0.4295,49.22,135.32,1,4.72,apri_pi10_out,FOODPR_2024C,2025-12-02
2018-08,RO,DE742,CP0115,164.626,149.943,179.912,188.068,23.159,157.827,200.025,122.565,0.2052,19.53,119.42,0,5.62,food_prc_idx,FOODPR_2023B,2025-11-04
2018-09,BG,LU29,CP011,164.206,137.876,161.433,183.003,27.482,161.027,198.477,122.193,0.3113,27.45,98.21,0,11.64,prc_hicp_manr,FOODPR_2022A,2025-10-06
2018-10,FR,SE547,CP0115,164.433,139.157,162.989,180.088,24.892,161.424,201.678,122.274,0.1536,47.46,93.59,0,13.56,apro_fish_a,FOODPR_2025D,2025-07-27
2018-11,LT,IE768,CP011,164.9,152.798,157.361,170.523,10.749,160.278,201.448,123.696,0.2329,12.32,82.07,0,14.89,prc_hicp_midx,FOODPR_2024C,2024-03-01
2018-12,SK,CZ158,CP0115,166.831,158.975,167.179,182.023,13.815,160.106,203.151,123.454,0.1555,15.15,78.45,0,4.35,apri_pi10_out,FOODPR_2023B,2025-12-29
2019-01,HR,NL8,CP011,167.265,142.031,162.283,169.815,16.611,161.756,203.589,125.113,0.4702,59.19,53.52,0,17.01,food_prc_idx,FOODPR_2022A,2024-07-31
2019-02,DE,LV21,CP0115,165.692,148.528,156.259,193.512,27.149,164.769,202.36,125.093,0.4478,37.27,66.13,0,5.06,prc_hicp_manr,FOODPR_2025D,2025-05-08
2019-03,LU,HR55,CP011,167.213,145.663,158.893,190.958,27.088,164.897,203.949,126.022,0.1924,68.94,42.47,0,10.96,apro_fish_a,FOODPR_2024C,2025-01-20
2019-04,SI,PL129,CP0115,167.147,148.682,170.875,183.526,20.846,165.965,204.751,125.749,0.4228,74.05,125.05,0,2.34,prc_hicp_midx,FOODPR_2023B,2024-01-20
2019-05,CY,DE8,CP011,167.617,144.008,183.971,181.533,22.387,165.024,204.189,126.854,0.1794,66.25,36.97,0,2.59,apri_pi10_out,FOODPR_2022A,2025-04-10
2019-06,GR,EE76,CP0115,167.591,164.763,155.064,187.602,13.628,165.604,204.92,125.441,0.2827,43.2,130.63,0,7.31,food_prc_idx,FOODPR_2025D,2024-06-17
2019-07,MT,IT331,CP011,169.316,138.345,178.54,190.804,30.983,167.664,205.111,126.416,0.2967,70.22,128.45,0,13.5,prc_hicp_manr,FOODPR_2024C,2026-02-14
2019-08,ES,CZ8,CP0115,168.706,140.964,160.169,179.382,22.772,167.873,206.148,127.783,0.407,35.75,149.72,0,10.27,apro_fish_a,FOODPR_2023B,2025-10-02
2019-09,CZ,SI2,CP011,170.589,159.97,183.135,189.667,17.409,167.046,74.39,128.309,0.1769,25.28,145.57,0,4.91,prc_hicp_midx,FOODPR_2022A,2024-08-24
2019-10,HU,EE6,CP0115,169.846,147.343,183.962,178.963,18.617,167.941,76.696,128.83,0.166,33.0,116.57,0,15.63,apri_pi10_out,FOODPR_2025D,2026-02-17
2019-11,NL,IE77,CP011,170.074,136.667,187.983,171.837,20.679,168.319,75.983,128.018,0.132,55.44,83.99,0,18.98,food_prc_idx,FOODPR_2024C,2024-07-09
2019-12,SE,ES1,CP0115,170.229,133.737,166.788,167.871,20.052,170.645,75.391,129.963,0.3531,37.08,140.38,1,14.26,prc_hicp_manr,FOODPR_2023B,2025-03-28
2020-01,DK,SE9,CP011,172.672,165.222,182.518,194.648,17.042,169.45,77.282,129.886,0.4158,35.49,143.13,1,2.31,apro_fish_a,FOODPR_2022A,2025-06-21
2020-02,IE,PT777,CP0115,173.306,162.478,183.281,172.055,5.526,172.297,79.573,130.396,0.1435,11.01,39.72,0,11.71,prc_hicp_midx,FOODPR_2025D,2025-05-17
2020-03,PL,PL97,CP011,172.853,164.641,191.949,170.173,3.2,174.144,80.012,131.022,0.2251,19.99,129.55,1,4.68,apri_pi10_out,FOODPR_2024C,2024-02-03
2020-04,AT,PT769,CP0115,173.142,156.191,172.116,172.671,9.518,172.69,79.912,131.338,0.2072,12.73,63.99,0,8.71,food_prc_idx,FOODPR_2023B,2024-06-03
2020-05,EE,NL21,CP011,174.457,138.891,189.605,202.721,36.588,175.209,78.572,131.568,0.2994,72.28,68.91,0,10.61,prc_hicp_manr,FOODPR_2022A,2025-09-18
2020-06,IT,ES249,CP0115,172.907,153.201,171.295,171.656,10.673,174.857,81.52,132.652,0.453,56.0,70.33,0,13.01,apro_fish_a,FOODPR_2025D,2025-10-16
2020-07,PT,SK3,CP011,174.806,150.08,168.635,192.747,24.408,174.844,80.356,132.135,0.4582,45.27,93.27,1,7.12,prc_hicp_midx,FOODPR_2024C,2026-02-17
2020-08,BE,DK253,CP0115,176.139,142.826,183.338,183.729,23.222,177.458,80.663,133.748,0.2279,55.17,40.27,0,13.74,apri_pi10_out,FOODPR_2023B,2024-11-23
2020-09,FI,SK912,CP011,175.449,139.753,188.977,191.857,29.698,176.852,81.894,134.524,0.2192,52.81,108.29,0,12.38,food_prc_idx,FOODPR_2022A,2024-02-12
2020-10,LV,AT589,CP0115,175.704,145.449,173.607,207.079,35.076,176.664,84.088,135.203,0.2631,27.29,152.87,0,5.56,prc_hicp_manr,FOODPR_2025D,2026-02-19
2020-11,RO,MT134,CP011,176.935,168.304,186.778,202.101,19.101,179.714,84.929,134.605,0.4607,47.3,65.87,0,15.33,apro_fish_a,FOODPR_2024C,2025-08-31
2020-12,BG,SI47,CP0115,177.045,163.89,175.033,192.577,16.203,179.689,85.538,136.632,0.4793,75.07,105.91,0,9.23,prc_hicp_midx,FOODPR_2023B,2024-07-30
2021-01,FR,RO20,CP011,177.955,145.687,168.468,175.824,16.935,178.615,86.139,136.445,0.1498,39.17,68.6,1,8.24,apri_pi10_out,FOODPR_2022A,2025-09-30
2021-02,LT,DK439,CP0115,178.432,177.788,167.418,177.88,0.052,178.003,85.934,135.4,0.1677,67.79,100.96,0,10.88,food_prc_idx,FOODPR_2025D,2024-07-23
2021-03,SK,HU35,CP011,176.991,145.126,183.226,182.967,21.38,179.796,86.859,136.868,0.2205,66.05,132.37,0,3.27,prc_hicp_manr,FOODPR_2024C,2025-10-23
2021-04,HR,SI73,CP0115,179.258,170.634,182.263,181.169,5.877,180.581,85.179,137.403,0.1248,32.65,120.81,0,5.92,apro_fish_a,FOODPR_2023B,2025-06-19
2021-05,DE,SK208,CP011,178.436,180.918,192.163,186.469,3.111,180.866,87.343,137.175,0.4203,67.82,44.38,0,16.22,prc_hicp_midx,FOODPR_2022A,2024-05-04
2021-06,LU,LU975,CP0115,180.049,178.175,183.932,211.405,18.456,182.84,88.164,137.918,0.3883,57.81,147.69,0,18.35,apri_pi10_out,FOODPR_2025D,2024-02-25
2021-07,SI,HR377,CP011,180.39,165.26,171.884,178.604,7.397,183.616,87.302,139.395,0.2837,16.08,77.49,0,11.4,food_prc_idx,FOODPR_2024C,2024-01-14
2021-08,CY,IE652,CP0115,179.158,140.426,174.388,177.423,20.65,182.116,88.732,139.593,0.3205,49.47,59.3,0,16.07,prc_hicp_manr,FOODPR_2023B,2025-02-19
2021-09,GR,ES4,CP011,181.586,151.565,173.703,201.714,27.617,185.443,87.636,139.766,0.2904,64.2,75.59,1,3.47,apro_fish_a,FOODPR_2022A,2025-03-06
2021-10,MT,ES55,CP0115,180.993,172.072,179.385,185.442,7.387,186.426,89.673,140.275,0.2395,17.57,104.74,0,5.5,prc_hicp_midx,FOODPR_2025D,2025-12-15
2021-11,ES,LV29,CP011,182.115,155.021,177.643,192.061,20.339,184.867,88.978,141.738,0.4704,23.55,67.14,0,9.56,apri_pi10_out,FOODPR_2024C,2024-07-26
2021-12,CZ,PL965,CP0115,182.992,153.15,186.481,205.464,28.588,187.7,91.008,140.319,0.3249,15.22,129.22,0,3.64,food_prc_idx,FOODPR_2023B,2025-02-27
2022-01,HU,RO7,CP011,183.327,185.527,168.798,181.798,-2.034,187.334,90.354,141.573,0.3357,64.7,128.19,0,4.95,prc_hicp_manr,FOODPR_2022A,2024-12-19
2022-02,NL,BE93,CP0115,182.308,164.402,188.135,196.464,17.587,186.932,92.816,142.935,0.2817,70.58,111.52,0,13.58,apro_fish_a,FOODPR_2025D,2025-10-15
2022-03,SE,BG57,CP011,183.517,150.698,196.898,204.912,29.542,190.683,91.241,142.3,0.2262,71.23,144.2,0,13.05,prc_hicp_midx,FOODPR_2024C,2025-02-08
