house_insecure_point_in_time_date,house_insecure_service_region_id,house_insecure_unsheltered_count,house_insecure_sheltered_count,house_insecure_family_households_count,house_insecure_youth_count,house_insecure_veteran_count,house_insecure_chronic_homeless_count,house_insecure_length_of_stay_median_days,house_insecure_returns_to_homelessness_rate,house_insecure_hm_is_system_coverage_pct,house_insecure_encampment_clearance_count,house_insecure_outreach_contacts_count,house_insecure_bed_utilization_rate,house_insecure_housing_placement_rate,house_insecure_rrh_program_enrollments,house_insecure_psh_program_enrollments,house_insecure_eviction_prevention_assistance,house_insecure_street_medicine_visits,house_insecure_barrier_assessment_score
2019-04-10,SRV-116e08c14b45,2494,8570,519,1960,357,1006,211,8.43,98.99,12,4302,19.09,3.65,11141,7880,21182,15854,62.04
2021-05-08,SRV-d09b0f2b7f90,3200,7430,1957,1073,168,1446,22,4.28,30.78,179,14515,33.84,18.95,9541,4578,8464,16273,87.7
2019-01-06,SRV-74057730c59d,3811,584,1086,1306,714,921,403,7.1,90.92,91,52985,65.69,43.18,1702,1595,61170,2283,74.5
2018-05-15,SRV-5a59310ed81f,3568,8768,1456,251,360,742,165,22.58,33.02,238,24374,96.9,50.86,1722,1015,42092,16255,14.85
2023-06-23,SRV-fd62b88bcd38,280,8368,832,515,280,397,66,22.12,73.34,153,49184,82.52,1.93,10698,5544,40364,12590,47.18
2018-11-02,SRV-033a7138e3b2,1828,1263,2098,996,711,1769,519,13.86,33.14,28,43725,94.77,58.0,5538,4635,2482,13535,71.68
2018-10-02,SRV-efd17b652a81,2331,4480,265,533,82,487,536,23.14,80.45,170,2643,99.04,58.91,3671,7631,8595,4825,61.59
2018-11-22,SRV-62c688c85591,376,7934,1228,974,79,1225,419,24.93,62.79,64,3282,56.23,59.26,10597,4230,60880,14639,31.07
2020-11-17,SRV-e0196a931f2c,3851,1168,843,614,206,1319,482,17.77,66.84,157,48036,25.51,83.81,10918,2312,37500,5178,68.56
2024-03-04,SRV-f14a86cd4380,3432,5071,1290,1938,360,56,317,5.52,67.08,94,19069,91.32,84.36,1545,2354,23841,9153,73.72
2022-09-14,SRV-ac0004cc7100,2464,703,109,246,1,1323,47,33.0,56.84,215,15342,96.48,13.69,5667,5920,39479,14793,10.23
2025-01-20,SRV-dfdc25026531,773,6391,482,1405,661,1130,440,23.75,61.51,135,30129,56.81,8.65,5572,5838,34346,12896,79.27
2021-12-12,SRV-e3257bfc06ad,844,7533,2294,1422,7,258,160,21.04,61.79,222,7208,21.65,48.35,10030,7353,3251,2557,81.2
2018-08-06,SRV-6baf294d6210,2967,5966,1412,852,117,573,171,6.73,46.86,110,48949,76.24,65.9,9551,4833,53248,9804,35.23
2019-10-23,SRV-975b07d36fbb,1806,8092,2220,452,747,1016,237,3.05,88.99,166,52469,30.19,36.89,9707,7413,4906,8528,33.54
2018-12-05,SRV-893e86ce1b40,3382,3092,982,246,295,1337,482,31.16,59.57,133,11644,35.9,24.42,273,7979,15198,1006,33.59
2021-06-01,SRV-f31a98506564,3044,8163,637,1619,757,1159,166,9.99,84.62,123,46694,25.69,62.8,11203,2025,46471,10043,69.15
2024-01-28,SRV-6ecc6fb3ec81,1884,2059,673,1184,237,1433,12,2.04,72.18,2,41147,13.64,27.27,9669,1484,47148,10200,43.38
2018-04-04,SRV-9b8d0cd1ded9,341,5625,2405,1444,397,837,478,11.2,25.75,74,9086,37.99,10.4,9131,912,50577,14338,11.54
2019-01-26,SRV-b0baffb451b2,310,7100,2146,45,307,53,101,8.44,35.99,67,23886,84.53,61.1,2369,7943,38726,2055,12.49
2024-07-21,SRV-dd73fcbda3cd,3131,2343,1247,1049,455,789,279,1.32,56.16,20,41327,56.3,3.98,1148,8387,44467,4625,86.68
2021-01-07,SRV-bd5997d2ac6e,3083,5772,2227,32,185,1158,434,27.37,42.55,18,49271,20.45,34.73,5916,703,14618,1130,78.48
2022-12-04,SRV-902b886adf40,2410,1874,1331,807,422,1658,310,26.82,53.95,142,24433,97.5,82.41,11576,4039,60672,10858,24.28
2019-10-30,SRV-91d4c1b7a81a,2860,7830,2325,1777,395,70,412,32.47,39.44,52,21191,92.82,37.35,3796,3024,13177,16981,4.31
2024-09-09,SRV-659d7d50540b,539,2495,580,436,334,1216,58,6.86,80.58,77,35142,10.19,49.43,11938,7586,53231,16324,86.66
2025-04-19,SRV-c22458dd2674,50,7831,623,761,510,1264,480,5.26,75.44,102,48795,78.16,22.15,3737,6107,57985,11732,69.27
2018-05-27,SRV-acfd8c08ae37,695,5498,1662,1050,663,1730,9,24.67,96.61,198,21900,98.01,40.26,6597,5558,27989,464,31.72
2021-01-05,SRV-62c024dd088b,622,853,433,832,527,1711,437,23.9,26.97,193,47228,24.01,33.8,627,7069,9530,14650,62.22
2021-10-15,SRV-1e5b596f197e,3462,3017,965,34,496,773,482,23.48,57.5,155,9886,23.81,81.63,8666,7052,4973,14846,23.19
2021-11-30,SRV-534a417b92b2,955,2649,2326,353,368,202,409,19.76,40.36,32,9768,69.49,36.03,786,1341,28970,1163,82.36
2024-11-13,SRV-e7a907a4fc37,2486,7105,266,46,362,1051,183,9.58,47.26,209,14873,77.43,34.0,633,221,60428,17425,22.76
2021-08-24,SRV-2a707d036a47,3574,2876,957,1065,273,1205,467,13.39,53.29,174,35643,40.31,4.27,7202,5374,59781,1438,79.26
2019-02-21,SRV-eb40967ba8d4,3920,4001,2064,868,376,1257,533,32.28,69.06,192,46226,59.91,13.53,7200,7440,59894,16725,51.26
2025-06-27,SRV-eb19ea2c5665,3329,3499,23,1167,373,1661,160,22.53,93.16,200,1383,46.12,47.39,8197,7679,7136,6096,66.57
2020-10-18,SRV-821bbe09f9d9,2957,2474,1613,546,188,18,296,18.75,44.44,186,40473,80.58,39.07,9420,600,46409,16010,83.68
2018-09-27,SRV-70dcabe3b74c,3380,1863,1727,15,309,706,51,17.51,83.15,180,24873,54.41,0.38,10953,4202,55828,2170,35.79
2025-02-11,SRV-744c1c6b2f17,496,6162,1032,269,797,1528,265,22.81,95.94,206,39979,24.22,78.05,238,3900,1293,14585,98.98
2022-02-09,SRV-c912d0ddac30,1556,5553,607,541,345,519,185,20.66,73.77,228,49164,83.53,29.26,5438,7371,60533,15095,48.55
2018-04-08,SRV-f516eb8e1b48,1962,5305,1869,1341,577,1326,30,34.07,71.15,10,25899,25.85,35.73,5014,5957,55279,220,51.39
2022-04-25,SRV-951c93d89a7c,1647,5901,748,902,378,132,531,17.53,34.14,225,40164,43.82,50.39,5465,2039,6276,9442,15.61
2019-03-30,SRV-cfb89d6d266c,922,4696,2099,1274,199,1624,37,24.8,72.32,61,18662,79.39,71.0,9750,5047,7468,4599,98.07
2019-12-23,SRV-56cb4cc37c7c,710,8918,1878,1832,90,1303,328,4.42,85.9,225,54742,21.44,51.92,11575,1060,47263,5719,16.98
2023-01-31,SRV-a17e5cd13c46,2759,8593,476,1205,19,1335,154,32.74,25.41,42,46078,22.97,75.21,6101,1036,51246,2741,92.38
2022-05-20,SRV-7fc09e38f24c,415,6523,1222,1905,63,927,526,31.76,94.05,68,26529,36.29,67.9,8532,5246,15045,7554,98.86
2023-09-27,SRV-3333bebbc1ea,3595,3708,858,1039,441,451,130,10.77,84.57,44,33349,13.43,43.61,1117,8004,41568,5675,43.04
2025-08-06,SRV-141ff5157480,653,727,1015,90,270,1630,40,30.16,58.39,123,3300,45.03,56.32,5499,8253,24399,17566,30.56
2023-04-12,SRV-f0f3d4d2349d,420,3959,1701,834,333,473,339,15.68,26.76,183,34364,92.17,62.7,696,6180,13435,3581,63.85
2018-09-17,SRV-cdee2a4769a8,851,4995,1794,646,286,861,488,2.45,84.97,225,13546,17.06,63.12,7387,252,11021,15324,18.4
2024-11-03,SRV-dea4feb2a84c,3190,2951,1332,420,312,1738,501,9.56,43.19,153,45596,57.05,67.28,7302,5363,59241,10632,63.1
2021-03-28,SRV-d13a756aefaa,3681,353,2378,140,413,1252,102,9.71,79.47,93,40813,41.92,24.52,5284,6360,62216,11285,85.24
2025-04-16,SRV-fe0a9daec218,1660,5567,1903,1450,624,849,47,4.81,58.88,48,44444,98.09,62.93,2659,6891,12057,3887,79.87
2022-02-05,SRV-7702fbf66fee,3821,1080,1118,755,308,102,11,9.17,98.26,60,5173,24.8,76.03,6391,4481,54590,6854,6.54
2023-03-26,SRV-b15dd886fabf,296,8306,1180,519,144,1778,260,12.07,41.11,34,8750,59.77,40.45,7287,6067,18595,5062,27.66
2025-09-22,SRV-5602c54825a3,1268,7217,2164,669,502,821,147,18.36,56.96,115,34178,53.45,42.36,793,8200,24874,8217,91.4
2019-01-17,SRV-452a067beac0,1032,2826,729,853,573,897,69,15.79,57.88,139,17333,42.15,4.52,1890,5351,15382,10042,83.36
2018-08-06,SRV-00072c15c94b,286,1678,462,198,489,1755,87,28.29,99.41,100,48714,19.93,53.81,10133,1915,23439,5583,41.67
2018-08-20,SRV-e8b537bca026,1113,1686,1361,875,319,950,452,14.62,68.9,175,42342,34.28,26.88,3241,2586,59052,6530,18.81
2023-03-09,SRV-7f76d3984be7,2482,8597,2150,864,540,1200,389,22.2,53.46,163,7903,32.5,26.45,6321,4811,26723,405,62.09
2021-12-31,SRV-50cd4982793a,3060,4796,1816,1579,355,310,392,17.6,32.51,32,10594,32.94,62.74,6233,7525,33327,4184,47.09
2024-08-17,SRV-3235dbf33c1f,3731,4045,2182,1237,351,1635,125,9.57,92.17,144,23230,64.94,65.83,10043,2559,14656,15756,78.28
2025-04-07,SRV-69b674aeabda,1218,252,51,1013,119,605,49,21.46,25.66,75,7571,62.47,67.17,583,2106,50977,15562,22.36
2018-06-26,SRV-b034bd9f77e7,857,6331,1526,854,772,1798,173,14.11,77.05,159,34924,85.06,66.62,7656,4729,16544,518,84.18
2021-06-17,SRV-b034c783823e,3476,1172,924,1799,681,416,353,9.34,97.24,67,22648,63.06,50.48,8334,6697,51530,10408,47.43
2025-11-28,SRV-0ffbb7bef641,2043,436,1895,1229,4,1702,352,2.56,69.74,39,27298,48.02,37.85,11011,1532,9377,8166,62.97
2020-07-06,SRV-33278ca561f7,3056,3295,2452,322,481,771,72,34.66,64.78,194,41507,80.09,33.64,7375,488,41401,465,63.66
2022-01-05,SRV-309e99de1120,3973,3584,1637,172,728,347,83,9.59,86.44,13,20747,16.07,36.57,4046,4941,28032,6623,79.54
2025-09-30,SRV-f5729af2c815,2503,6958,1518,443,235,536,172,19.49,69.97,44,27663,37.25,15.25,1421,6113,2747,16324,88.44
2021-12-20,SRV-6e031c050a2f,1648,5456,177,1876,764,885,320,33.66,95.66,218,4560,65.43,82.91,5783,5949,46291,12074,33.12
2025-10-21,SRV-36bbb1ad7b11,2458,1913,1163,1645,464,153,88,32.35,42.06,19,54193,55.69,51.72,5555,2238,23815,5601,47.45
2025-03-31,SRV-9721ebaa94ef,1456,8466,714,75,267,962,222,22.85,25.99,15,16018,30.87,74.25,844,6514,47213,8034,8.4
2018-10-23,SRV-7b8d1951a82e,3342,6047,559,152,629,483,19,11.0,61.25,62,28901,89.88,80.8,2099,1507,53927,13680,26.12
2024-11-10,SRV-51d74cb835ea,2998,8931,177,333,371,1573,93,25.36,91.43,184,24216,78.03,71.98,9696,147,60681,12600,15.44
2022-12-21,SRV-3c53126df2c7,1453,5978,803,622,384,1709,197,1.47,82.5,34,50096,92.96,46.7,10672,7474,48350,700,83.48
2021-04-08,SRV-49654d0a02c5,219,8252,1598,493,452,133,185,11.95,73.21,141,23623,27.35,10.53,5290,4286,45330,9312,80.07
2025-07-04,SRV-31294496c591,879,2577,1892,1974,714,1728,21,6.36,30.26,224,31553,17.55,56.36,1313,5554,19977,13136,20.1
2024-07-16,SRV-ca57c6091e32,3539,8638,929,1903,634,1629,70,7.14,93.16,204,51559,19.68,24.93,9928,8144,44624,15360,16.71
2020-02-14,SRV-9dca8fc7f19d,1485,6430,2023,397,780,1192,461,18.47,25.37,41,16545,35.25,67.31,8626,7972,58192,2089,28.13
2020-01-22,SRV-e8dcf5a5eda0,508,8950,1068,1355,536,1378,82,19.36,69.84,85,12550,67.19,33.79,8459,7046,55133,1879,12.45
2021-07-07,SRV-e63deee6bdba,3035,378,1117,1998,460,426,274,32.75,31.08,99,46814,28.98,29.19,8099,1766,41062,16932,71.65
2019-12-15,SRV-a39eefe14d18,1961,5659,825,625,14,834,500,0.92,59.67,44,5574,37.27,25.72,3607,5013,64069,17973,45.14
2024-12-09,SRV-e1c2c6690281,3622,814,1481,1719,208,1328,260,27.45,50.16,117,52712,66.28,57.38,9700,1685,14140,16497,28.58
2025-06-29,SRV-df550eff4c9d,2007,3443,1880,457,58,1014,457,9.22,26.51,186,40640,54.74,49.81,3066,4967,32495,10043,5.98
2019-10-02,SRV-ecb442c04ce9,1450,6028,1367,321,96,1638,231,31.97,81.44,178,41283,92.35,11.21,11542,8611,36955,11934,14.05
2023-05-25,SRV-dec452484470,2695,1613,1641,1039,726,647,41,13.52,72.42,18,38375,30.09,19.58,6159,8179,60670,233,47.07
2018-01-03,SRV-a3b5f636a59f,2838,3576,1006,251,489,756,518,21.26,32.94,11,33331,26.98,79.75,8406,70,64665,8967,32.04
2021-06-18,SRV-c559010ad42e,873,5916,167,1847,266,400,376,32.62,96.63,106,50923,98.99,36.86,5139,8420,22330,12485,14.61
2023-07-23,SRV-707c6e88daaf,1872,5430,743,221,465,548,73,8.53,89.45,2,2436,43.09,37.25,1075,3229,59616,4394,40.11
2023-01-18,SRV-f62f40d24d46,1389,2837,2023,1618,126,12,173,9.45,59.11,23,14460,91.56,53.06,6875,7371,4659,11379,54.16
2020-05-18,SRV-18288986658f,2327,411,694,1935,85,1062,416,0.72,86.46,177,22219,84.1,49.09,8176,5922,25221,10892,91.09
2023-04-15,SRV-ba59eb7b309f,2840,8011,2432,1930,433,302,307,5.74,61.12,53,17567,96.14,81.31,8748,3805,2731,7453,22.89
2019-06-17,SRV-4ad9c9143e2e,1933,4190,1631,833,489,1671,130,24.46,32.25,78,14035,51.03,64.48,10864,1871,35935,3631,69.94
2020-04-30,SRV-baa4ab385835,2009,3542,1097,805,669,128,257,17.74,44.15,7,54871,79.54,25.49,8853,4592,15485,7912,33.34
2021-04-10,SRV-67b188b4aad6,3069,5881,1414,281,618,1014,95,30.93,77.34,71,46065,77.62,74.58,982,4535,29392,16136,37.74
2025-07-03,SRV-56cb0a44b218,3575,690,857,256,183,845,222,28.48,50.54,169,51819,33.17,80.91,10666,3194,1590,8789,30.28
2019-04-30,SRV-2bc27bab648c,1689,652,894,185,77,1197,374,9.97,45.3,194,34024,90.77,68.23,10535,5523,19016,17733,45.09
2025-05-25,SRV-e6359014b077,3454,5029,621,588,670,201,350,22.63,36.99,6,16460,52.76,70.62,463,6153,31307,16317,29.72
2018-10-14,SRV-b2c8da7d8b19,2529,4927,2385,670,284,599,514,1.54,84.02,125,34061,61.28,52.7,1615,7516,23638,1068,78.46
2023-12-15,SRV-34d252fd262e,1698,1505,1661,19,429,825,407,3.19,64.99,126,5302,77.11,21.52,520,4756,15259,16239,14.82
2020-02-02,SRV-9eb1d9d02e2d,1288,8531,1142,1748,61,1644,41,34.62,54.43,53,21206,13.86,21.42,5197,1440,50179,1386,74.65
2025-10-25,SRV-d4f2d0f74f3e,1248,8274,147,1059,391,1787,502,20.5,66.38,32,35526,18.19,22.91,4753,2842,28994,5917,12.48
2023-07-30,SRV-655215b1c3fa,3980,1721,164,1498,631,950,347,23.33,99.01,167,10153,17.18,35.21,4965,7955,634,7764,89.49
2018-05-26,SRV-b8656093b75a,3586,3584,994,1064,788,526,84,1.72,30.3,36,26294,50.59,52.21,8265,1170,48421,2621,41.53
2019-08-10,SRV-33bc3132294d,1951,6774,1932,284,671,36,161,33.18,45.96,113,44226,93.53,46.16,5390,1194,42880,17585,96.45
2018-07-06,SRV-8010e2b5ad9f,1185,3997,891,720,39,1142,130,15.58,71.51,241,23307,24.82,54.1,664,4902,7815,6356,36.0
2022-09-30,SRV-569a6d1d3130,1818,7829,1850,344,468,606,273,18.6,68.84,178,12045,85.66,45.28,8899,2595,951,11493,83.66
2019-08-25,SRV-eb2994f339ab,1095,543,1709,758,296,1637,442,16.59,79.48,140,8167,92.41,58.42,6505,1406,28629,16838,11.87
2023-05-01,SRV-7b6043b5fd95,1809,1077,754,1332,137,683,314,20.45,98.94,168,25685,54.36,32.78,8257,8941,57466,7552,56.26
2023-03-22,SRV-11866503b2a0,3022,367,232,1365,176,1494,377,30.91,94.89,211,22130,24.69,78.61,8277,1422,30650,15832,72.96
2022-03-14,SRV-75455f357b55,2546,8730,311,14,511,405,435,0.0,71.43,102,15820,32.38,19.21,10020,1358,8529,11877,85.92
2024-09-09,SRV-e425be6b26ae,2626,7821,959,970,470,1405,527,0.86,66.79,164,50902,98.7,82.19,337,2211,31272,10325,98.34
2018-11-28,SRV-2f1a5e3a507c,3960,8173,1337,0,142,123,367,14.5,97.82,166,387,33.05,2.92,5050,8246,17919,10788,59.64
2022-07-02,SRV-7a95c03acf54,1963,8690,2299,711,373,1558,151,1.72,43.29,115,28897,88.64,33.94,1506,329,24812,13149,33.11
2018-05-29,SRV-46067dc634e7,303,6083,2437,1024,659,1058,23,30.91,91.7,115,33141,37.08,68.78,547,1665,55454,3937,95.98
2019-10-14,SRV-e8e4dcffdad9,411,5008,70,623,682,1622,173,2.26,62.61,161,13606,83.02,10.9,7816,2109,16774,10555,51.08
2023-08-26,SRV-a1b51a25bd66,2683,694,1158,449,331,773,482,16.22,88.92,204,49450,12.29,53.16,1410,6457,62585,9890,30.58
2023-05-08,SRV-dda82db8bec3,278,2211,1778,621,672,834,196,25.13,32.85,34,619,59.74,71.27,5510,7271,44152,12693,1.9
2025-07-26,SRV-592a82e6fb07,1596,8134,1488,860,143,981,137,30.21,95.11,111,22773,67.04,31.87,8775,931,57864,2001,22.91
2024-07-15,SRV-889a056917e8,3482,2667,796,223,508,1571,73,4.46,38.36,11,35134,13.18,44.71,4454,1298,28095,2446,91.16
2018-06-04,SRV-42ae166a2aec,2732,5896,1765,117,67,109,53,9.15,63.81,84,29262,66.29,33.7,8454,7726,27438,11903,44.54
2018-05-25,SRV-c8804b995179,2511,3291,89,1511,267,113,505,15.17,92.39,28,26089,77.48,72.44,3994,274,34348,14061,7.66
2018-10-30,SRV-00ee87df10d4,909,3744,566,481,479,1203,33,32.98,70.43,210,39789,18.75,22.92,4833,4796,12909,4330,84.24
2025-11-10,SRV-38fa0a546e64,1835,3336,113,471,675,115,242,16.92,67.53,17,8186,25.33,42.65,1650,921,47922,6661,73.66
2020-01-13,SRV-070358d24d3f,1834,1445,579,1162,116,1263,316,29.12,51.94,241,26674,42.56,78.38,3869,4588,49377,3854,98.18
2020-01-27,SRV-849bfd566ea8,2752,6411,1806,169,585,708,380,29.52,81.13,51,44511,64.7,51.69,7229,4932,26670,11996,76.41
2022-09-22,SRV-f541393c3dd3,135,330,940,95,620,1348,170,2.32,40.37,154,17204,91.86,41.49,4083,3286,57079,10673,58.48
2020-05-13,SRV-be9194065d4d,1455,8413,2145,145,86,224,121,33.48,72.42,216,48095,36.05,77.77,11531,266,7255,3803,71.45
2021-04-14,SRV-ac5291c38900,254,1769,1449,94,413,271,293,31.56,42.73,154,33071,60.61,22.21,804,4121,8811,14352,58.94
2020-03-20,SRV-2c4c70fb6e70,1312,4598,1371,1376,34,1712,39,29.94,39.04,169,18925,36.69,23.25,754,6236,45262,3752,33.83
2024-12-06,SRV-53d53f895d16,3968,1381,2354,331,652,787,420,16.26,87.7,201,26650,89.18,25.54,10574,545,30746,9810,78.66
2022-11-04,SRV-40233a7281ca,3966,1758,1294,1946,673,737,106,13.89,77.12,181,23586,30.68,39.77,8926,5351,43924,13222,36.11
2020-06-21,SRV-1153cb73a5d7,2647,2734,1528,867,63,856,27,31.26,32.28,155,43934,16.9,78.36,11609,5683,55212,10496,30.06
2020-08-03,SRV-7140f4a38ec0,1915,1043,331,1441,608,1304,30,9.47,62.06,96,12545,92.33,66.68,167,4456,56372,6200,25.85
2023-03-02,SRV-41c17006ef0f,2187,4656,2122,839,79,1769,398,19.51,35.44,17,37762,60.31,56.71,9551,3199,4197,8852,32.09
2019-09-05,SRV-ae51716f4131,3652,169,1263,1855,702,1610,343,10.57,81.74,117,36351,11.8,46.93,4595,384,10224,2004,61.84
2025-02-04,SRV-abbd0bd6346f,2568,4956,1676,685,706,668,115,8.87,85.51,175,39122,11.53,33.5,4209,3754,62721,960,84.97
2020-09-05,SRV-52edb8be5d32,303,8491,714,943,222,1653,282,34.84,66.63,89,16987,12.13,14.4,9503,2855,54849,13717,33.57
2022-03-31,SRV-c9818a312ad6,1088,5671,717,1613,45,204,527,11.15,62.23,186,27274,11.11,83.62,2039,4974,43310,15563,29.95
2020-05-02,SRV-fab5707abeb4,3425,6642,2231,1959,789,893,351,27.02,79.7,112,23129,54.58,48.83,2577,1114,45936,16952,73.13
2021-04-18,SRV-6394a2ac70ad,2188,2001,1282,856,311,40,490,14.09,66.25,88,50855,72.23,3.75,6744,228,27786,7299,52.95
2023-04-15,SRV-3cd94ba6e186,3822,4783,36,562,450,1685,252,32.96,58.6,32,33747,78.22,1.27,4268,4380,33686,13286,94.54
2022-04-28,SRV-adebc7276dc4,3741,4711,1372,185,263,503,406,33.77,64.23,4,13917,35.03,19.87,2811,4109,23372,12871,73.05
2025-04-27,SRV-6cd2b464ecb9,3014,5868,732,1871,549,1696,491,8.58,48.25,120,26142,83.5,7.57,4357,2470,12736,3978,62.83
2023-02-06,SRV-3ddc9395aebf,3655,7361,84,1476,727,866,142,23.91,60.41,64,43554,88.27,54.44,984,8387,63077,8350,45.91
2019-07-09,SRV-ce43fe1389a2,656,4136,1763,1017,253,267,223,6.46,73.22,220,35797,77.13,40.3,3997,1583,62339,10049,76.38
2018-04-02,SRV-a6aa2ca3a2ff,2192,902,2383,1860,31,1785,489,13.71,65.42,59,7163,18.41,34.9,10092,5365,41556,5913,39.43
2022-10-01,SRV-ae2dc8fd8c4f,2036,1145,962,1392,291,755,149,21.46,86.67,157,48112,83.49,84.41,4697,4021,63360,5608,96.51
2020-04-17,SRV-a3917afc2509,849,5733,1291,989,236,1253,308,13.26,58.11,59,11879,19.5,13.98,7994,3539,38612,16975,38.71
2018-01-04,SRV-60d65c5faf22,844,3145,628,1469,707,1240,442,9.38,76.53,109,29790,77.16,65.86,1695,7667,43206,5002,7.46
2018-10-21,SRV-81bcbe7bfc7a,1384,5072,320,634,365,740,287,4.38,66.92,216,48787,52.89,35.37,10696,525,42673,2727,27.73
2025-09-14,SRV-110a04c147ee,1429,3981,2431,231,438,413,228,26.86,84.26,231,25612,47.76,8.12,467,8728,21506,15886,16.33
2021-11-19,SRV-5adeb1aba9ca,1942,7148,36,588,247,1214,223,30.4,42.95,102,8060,84.43,77.92,11684,865,63733,4199,58.49
2021-01-29,SRV-a482652e03c2,974,351,1856,1862,599,1567,414,8.96,25.79,138,7489,22.23,9.44,10056,5970,48984,13072,32.92
2019-10-05,SRV-e35862bc64ca,1139,6372,1067,1468,265,769,346,21.57,49.86,116,13660,80.85,51.62,7155,20,57683,8318,71.72
2024-09-25,SRV-6239bb2033f6,434,3251,284,671,573,397,236,9.31,86.41,219,18532,25.76,78.17,1735,7692,40589,12402,62.27
2023-10-08,SRV-522cc17a87eb,2623,6983,1005,556,727,1059,427,11.94,82.8,16,53811,27.52,34.9,9103,2956,40818,14727,19.36
2023-01-01,SRV-970af0ad5ae7,1468,2891,1897,709,116,1148,470,13.24,86.84,75,17508,55.66,79.61,6306,3364,46034,15456,88.96
2024-08-03,SRV-a2f17765bf7e,3944,4090,1106,473,199,1714,459,29.37,73.83,83,8580,26.39,22.62,3143,7482,24465,11450,95.86
2020-06-26,SRV-74ae7ec7b278,323,3585,704,960,194,355,30,17.93,25.75,248,21202,43.18,13.95,6826,2774,52105,17248,63.17
2021-09-02,SRV-adbd5c43421e,1695,663,1919,911,648,579,347,7.87,98.82,74,24204,58.23,50.88,2700,6831,56883,8930,61.85
2021-05-20,SRV-d761e1cfb17e,3936,217,2412,987,279,1252,327,25.92,26.21,200,21428,88.05,65.22,859,3548,26978,967,67.5
2023-01-25,SRV-fda40a3115c5,2250,1920,1576,1653,771,834,85,29.61,25.09,189,351,43.23,30.61,9711,8462,40714,3614,94.57
2021-06-27,SRV-fd6ccc92699c,3718,8331,2039,648,766,987,438,23.46,29.73,81,30235,71.72,68.14,2969,5786,48482,10835,37.21
2022-07-27,SRV-2dd98e9a6655,3146,3967,398,899,59,885,40,32.59,36.61,125,17167,11.74,22.76,6780,3895,45320,10417,7.39
2022-05-17,SRV-d0c86fd01664,873,4722,2193,1083,592,462,428,27.8,30.92,214,50568,68.32,47.78,8232,659,53692,11763,23.61
2024-07-30,SRV-0e84f6e3f2ee,2658,4263,2345,1801,585,385,226,17.24,69.26,102,52941,22.19,11.88,1917,2927,47018,1200,68.39
2019-10-29,SRV-4465a36faafa,652,2119,107,673,514,332,79,11.85,68.34,102,5306,99.56,67.09,8835,3317,19342,13011,19.96
2024-05-30,SRV-782d1bfdf1dc,824,7863,2352,1311,798,1299,193,16.79,49.93,89,26831,92.06,19.78,1478,4552,46466,5094,25.59
2019-09-02,SRV-31fe687797ce,2581,5865,2171,345,82,809,290,4.55,36.17,113,50023,71.2,51.62,1051,876,42616,6921,6.47
2025-05-10,SRV-c9b67b9b78d1,2003,5480,1561,323,92,458,116,23.51,62.39,202,28639,35.04,74.65,9150,1982,1262,13984,26.0
2020-08-29,SRV-f57b1764d7f4,3277,1883,804,1663,124,337,355,27.86,89.59,148,45038,16.1,66.8,140,473,34919,17530,74.83
2022-02-04,SRV-543adc81e479,3902,6789,935,322,539,552,232,16.54,84.0,107,26459,60.99,73.87,3766,3970,45374,17043,79.44
2019-08-22,SRV-d8c045b62067,223,5941,155,1887,684,581,423,27.13,49.57,142,10758,25.72,50.65,7428,4078,11254,5859,11.36
2022-09-06,SRV-33baa67dbb8d,2560,6882,2230,1758,785,338,336,25.45,87.9,144,39471,16.32,58.13,5112,2665,36937,15404,22.64
2020-03-16,SRV-75e2ed662d9b,1824,4681,798,1332,550,1730,417,7.84,29.05,110,21165,62.95,46.87,10135,4631,6235,12146,45.72
2025-10-17,SRV-f07f42f6182c,770,7374,2375,457,38,1055,527,34.51,29.73,108,54998,35.98,64.71,45,2835,26964,52,97.67
2023-07-12,SRV-9d6481c97205,1581,1795,2261,58,42,261,225,22.2,34.56,240,25623,46.73,39.31,10380,4808,26130,9957,61.31
2025-08-18,SRV-42f1f97a7c96,3665,7933,408,241,31,177,375,27.83,96.9,82,49329,53.36,40.61,4277,5064,23263,11741,26.94
2020-10-25,SRV-a02662a600bd,3939,6637,254,697,480,1455,85,31.31,78.36,171,18608,84.38,77.67,416,5117,34837,486,59.18
2021-05-18,SRV-2f7ce8a27d95,1376,2654,330,349,11,800,306,20.73,62.94,18,5568,65.42,24.47,8738,6645,26507,324,90.73
2019-11-07,SRV-bc6eefba927f,2415,3983,1932,1215,630,1498,4,27.59,58.69,76,46992,60.52,54.03,6217,5104,16962,693,31.1
2022-06-26,SRV-17cfe3107a25,859,1304,724,763,742,1023,504,6.16,81.37,170,31882,12.66,10.72,8482,2079,23277,6069,58.81
2025-06-09,SRV-92c92b6c2515,921,824,80,1646,73,701,182,14.22,75.32,138,12311,47.74,74.26,7153,6021,42639,8570,43.65
2018-07-05,SRV-c7bea82493b0,1471,8045,1144,263,450,507,70,6.4,27.39,68,12483,68.83,70.89,3425,2016,63980,12593,7.79
2018-02-24,SRV-4ab4d194de8e,870,3569,924,484,582,513,393,14.64,84.26,8,12159,53.36,65.96,7988,4546,27962,4058,4.23
2022-06-26,SRV-08c793155ced,1582,1759,430,888,762,495,343,1.47,81.18,170,47353,40.66,21.86,1184,6012,48104,11552,18.14
