mig_border_crossing_date,mig_border_border_section_id,mig_border_border_type_code,mig_border_host_country_iso2,mig_border_neighbor_country_iso2,mig_border_crossing_point_code,mig_border_transport_mode_code,mig_border_direction_code,mig_border_entry_exit_system_flag,mig_border_etias_flag,mig_border_visa_required_flag,mig_border_refusal_of_entry_count,mig_border_refusal_reason_code,mig_border_irregular_crossing_count,mig_border_apprehension_count,mig_border_returns_decision_count,mig_border_returns_effected_count,mig_border_frontex_operation_code,mig_border_data_source,mig_border_data_extract_date
2022-04-25,SI-IR-LAND-01074,LAND,SI,IR,SIIR07,FOOT,IN,0,1,1,67,DOCS_INVALID,43,30,33,32,POSEIDON,NATIONAL_BORDER_GUARD,2024-01-10
2022-05-02,BG-MK-LAND-01075,LAND,BG,MK,BGMK08,ROAD,OUT,1,1,1,68,OTHER,42,40,30,27,INDALO,FRONTEX,2025-06-26
2022-05-09,EE-TN-LAND-01076,LAND,EE,TN,EETN09,AIR,IN,0,1,1,70,NO_VISA,38,31,28,19,THEMIS,AIRPORT_AUTHORITY,2025-05-10
2022-05-16,HU-BG-LAND-01077,LAND,HU,BG,HUBG10,SEA,OUT,1,1,0,58,PUBLIC_HEALTH,45,33,37,29,MINERVA,EU_LISA,2024-04-18
2022-05-23,LU-FR-LAND-01078,LAND,LU,FR,LUFR11,RAIL,IN,0,0,0,67,OVERSTAY_RISK,40,18,31,22,TRITON,PORT_AUTHORITY,2025-05-06
2022-05-30,RO-LT-LAND-01079,LAND,RO,LT,ROLT12,FOOT,OUT,0,0,0,62,SECURITY_ALERT,53,30,40,26,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2025-09-21
2022-06-06,AT-SK-LAND-01080,LAND,AT,SK,ATSK13,ROAD,IN,1,0,0,4,DOCS_INVALID,7,7,34,26,POSEIDON,FRONTEX,2025-08-30
2022-06-13,CZ-CH-LAND-01081,LAND,CZ,CH,CZCH14,AIR,OUT,0,1,1,13,OTHER,17,12,43,21,INDALO,AIRPORT_AUTHORITY,2025-12-05
2022-06-20,DE-IN-LAND-01082,LAND,DE,IN,DEIN15,SEA,IN,1,0,1,4,NO_VISA,7,3,38,20,THEMIS,EU_LISA,2025-04-15
2022-06-27,LV-MD-LAND-01083,LAND,LV,MD,LVMD16,RAIL,OUT,0,1,0,17,PUBLIC_HEALTH,5,4,37,32,MINERVA,PORT_AUTHORITY,2025-09-11
2022-07-04,PL-RU-LAND-01084,LAND,PL,RU,PLRU17,FOOT,IN,0,1,1,19,OVERSTAY_RISK,17,9,45,41,TRITON,NATIONAL_BORDER_GUARD,2026-02-16
2022-07-11,ES-AT-LAND-01085,LAND,ES,AT,ESAT18,ROAD,OUT,0,0,0,19,SECURITY_ALERT,14,14,37,26,JOINT_OPS_OTHER,FRONTEX,2024-07-21
2022-07-18,HR-EE-LAND-01086,LAND,HR,EE,HREE19,AIR,IN,0,1,0,21,DOCS_INVALID,6,5,48,26,POSEIDON,AIRPORT_AUTHORITY,2024-04-19
2022-07-25,FI-IT-LAND-01087,LAND,FI,IT,FIIT20,SEA,OUT,1,0,0,16,OTHER,17,12,38,32,INDALO,EU_LISA,2024-07-09
2022-08-01,IE-PT-LAND-01088,LAND,IE,PT,IEPT21,RAIL,IN,1,1,0,21,NO_VISA,17,12,42,32,THEMIS,PORT_AUTHORITY,2026-02-07
2022-08-08,MT-BA-LAND-01089,LAND,MT,BA,MTBA22,FOOT,OUT,0,1,0,20,PUBLIC_HEALTH,22,15,45,37,MINERVA,NATIONAL_BORDER_GUARD,2025-02-11
2022-08-15,SK-GE-LAND-01090,LAND,SK,GE,SKGE23,ROAD,IN,0,1,1,21,OVERSTAY_RISK,26,13,46,44,TRITON,FRONTEX,2025-11-26
2022-08-22,BE-KE-LAND-01091,LAND,BE,KE,BEKE24,AIR,OUT,1,0,1,12,SECURITY_ALERT,16,10,51,32,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2026-02-06
2022-08-29,DK-PK-LAND-01092,LAND,DK,PK,DKPK25,SEA,IN,1,1,0,15,DOCS_INVALID,28,20,49,41,POSEIDON,EU_LISA,2024-08-25
2022-09-05,GR-US-LAND-01093,LAND,GR,US,GRUS26,RAIL,OUT,1,0,0,14,OTHER,24,20,51,24,INDALO,PORT_AUTHORITY,2024-02-19
2022-09-12,LT-CZ-LAND-01094,LAND,LT,CZ,LTCZ27,FOOT,IN,1,0,0,23,NO_VISA,30,9,52,26,THEMIS,NATIONAL_BORDER_GUARD,2025-07-06
2022-09-19,PT-HU-LAND-01095,LAND,PT,HU,PTHU28,ROAD,OUT,0,0,0,18,PUBLIC_HEALTH,32,24,51,44,MINERVA,FRONTEX,2024-07-12
2022-09-26,SE-NL-LAND-01096,LAND,SE,NL,SENL29,AIR,IN,1,0,0,17,OVERSTAY_RISK,21,19,57,35,TRITON,AIRPORT_AUTHORITY,2026-01-19
2022-10-03,CY-SE-LAND-01097,LAND,CY,SE,CYSE30,SEA,OUT,0,1,0,32,SECURITY_ALERT,32,17,50,26,JOINT_OPS_OTHER,EU_LISA,2025-12-14
2022-10-10,FR-EG-LAND-01098,LAND,FR,EG,FREG31,RAIL,IN,1,1,1,32,DOCS_INVALID,28,23,53,48,POSEIDON,PORT_AUTHORITY,2024-11-18
2022-10-17,IT-IS-LAND-01099,LAND,IT,IS,ITIS32,FOOT,OUT,0,0,0,27,OTHER,27,17,53,50,INDALO,NATIONAL_BORDER_GUARD,2025-11-08
2022-10-24,NL-NG-LAND-01100,LAND,NL,NG,NLNG33,ROAD,IN,0,0,0,32,NO_VISA,36,15,9,9,THEMIS,FRONTEX,2024-05-27
2022-10-31,SI-TR-LAND-01101,LAND,SI,TR,SITR34,AIR,OUT,0,0,1,24,PUBLIC_HEALTH,38,35,7,4,MINERVA,AIRPORT_AUTHORITY,2024-08-09
2022-11-07,BG-HR-LAND-01102,LAND,BG,HR,BGHR35,SEA,IN,0,0,0,23,OVERSTAY_RISK,28,13,2,1,TRITON,EU_LISA,2025-09-22
2022-11-14,EE-DE-LAND-01103,LAND,EE,DE,EEDE36,RAIL,OUT,1,0,0,37,SECURITY_ALERT,40,18,11,11,JOINT_OPS_OTHER,PORT_AUTHORITY,2025-12-13
2022-11-21,HU-LU-LAND-01104,LAND,HU,LU,HULU37,FOOT,IN,1,1,0,30,DOCS_INVALID,33,27,15,11,POSEIDON,NATIONAL_BORDER_GUARD,2025-03-07
2022-11-28,LU-SI-LAND-01105,LAND,LU,SI,LUSI38,ROAD,OUT,0,0,0,27,OTHER,34,25,7,4,INDALO,FRONTEX,2025-01-18
2022-12-05,RO-CN-LAND-01106,LAND,RO,CN,ROCN39,AIR,IN,0,1,1,38,NO_VISA,39,25,9,6,THEMIS,AIRPORT_AUTHORITY,2025-08-03
2022-12-12,AT-IQ-LAND-01107,LAND,AT,IQ,ATIQ40,SEA,OUT,1,0,1,29,PUBLIC_HEALTH,35,15,7,7,MINERVA,EU_LISA,2025-02-13
2022-12-19,CZ-ME-LAND-01108,LAND,CZ,ME,CZME41,RAIL,IN,1,1,1,33,OVERSTAY_RISK,39,21,12,8,TRITON,PORT_AUTHORITY,2024-09-01
2022-12-26,DE-SY-LAND-01109,LAND,DE,SY,DESY42,FOOT,OUT,1,0,1,39,SECURITY_ALERT,43,39,20,12,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2024-05-22
2023-01-02,LV-BE-LAND-01110,LAND,LV,BE,LVBE43,ROAD,IN,1,0,0,30,DOCS_INVALID,40,19,19,12,POSEIDON,FRONTEX,2024-03-13
2023-01-09,PL-FI-LAND-01111,LAND,PL,FI,PLFI44,AIR,OUT,1,0,0,34,OTHER,36,33,13,12,INDALO,AIRPORT_AUTHORITY,2025-07-13
2023-01-16,ES-LV-LAND-01112,LAND,ES,LV,ESLV45,SEA,IN,1,1,0,35,NO_VISA,33,10,15,11,THEMIS,EU_LISA,2025-11-06
2023-01-23,HR-RO-LAND-01113,LAND,HR,RO,HRRO46,RAIL,OUT,1,1,0,38,PUBLIC_HEALTH,33,24,19,9,MINERVA,PORT_AUTHORITY,2025-02-03
2023-01-30,FI-BY-LAND-01114,LAND,FI,BY,FIBY47,FOOT,IN,0,0,0,39,OVERSTAY_RISK,52,38,19,11,TRITON,NATIONAL_BORDER_GUARD,2024-12-19
2023-02-06,IE-GH-LAND-01115,LAND,IE,GH,IEGH48,ROAD,OUT,1,1,1,42,SECURITY_ALERT,35,15,25,11,JOINT_OPS_OTHER,FRONTEX,2026-02-24
2023-02-13,MT-MA-LAND-01116,LAND,MT,MA,MTMA49,AIR,IN,1,0,0,40,DOCS_INVALID,52,45,18,15,POSEIDON,AIRPORT_AUTHORITY,2024-12-12
2023-02-20,SK-RS-LAND-01117,LAND,SK,RS,SKRS50,SEA,OUT,0,1,0,38,OTHER,37,35,19,17,INDALO,EU_LISA,2024-12-02
2023-02-27,BE-VN-LAND-01118,LAND,BE,VN,BEVN51,RAIL,IN,0,0,1,47,NO_VISA,52,42,24,10,THEMIS,PORT_AUTHORITY,2026-01-06
2023-03-06,DK-HU-LAND-01119,LAND,DK,HU,DKHU52,FOOT,OUT,1,0,0,42,PUBLIC_HEALTH,48,30,21,21,MINERVA,NATIONAL_BORDER_GUARD,2025-06-28
2023-03-13,GR-IE-LAND-01120,LAND,GR,IE,GRIE53,ROAD,IN,1,0,0,53,OVERSTAY_RISK,13,13,27,27,TRITON,FRONTEX,2025-09-22
2023-03-20,LT-PL-LAND-01121,LAND,LT,PL,LTPL54,AIR,OUT,1,0,0,55,SECURITY_ALERT,6,3,25,12,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2025-06-10
2023-03-27,PT-AL-LAND-01122,LAND,PT,AL,PTAL55,SEA,IN,1,1,1,45,DOCS_INVALID,4,2,24,16,POSEIDON,EU_LISA,2025-04-27
2023-04-03,SE-GB-LAND-01123,LAND,SE,GB,SEGB56,RAIL,OUT,1,0,1,55,OTHER,4,2,35,35,INDALO,PORT_AUTHORITY,2024-06-28
2023-04-10,CY-JP-LAND-01124,LAND,CY,JP,CYJP57,FOOT,IN,0,1,1,51,NO_VISA,9,4,29,21,THEMIS,NATIONAL_BORDER_GUARD,2025-10-01
2023-04-17,FR-NO-LAND-01125,LAND,FR,NO,FRNO58,ROAD,OUT,0,0,1,55,PUBLIC_HEALTH,8,7,28,14,MINERVA,FRONTEX,2025-03-19
2023-04-24,IT-UA-LAND-01126,LAND,IT,UA,ITUA59,AIR,IN,1,0,0,54,OVERSTAY_RISK,15,5,38,20,TRITON,AIRPORT_AUTHORITY,2025-01-02
2023-05-01,NL-CY-LAND-01127,LAND,NL,CY,NLCY60,SEA,OUT,1,0,0,48,SECURITY_ALERT,24,13,32,21,JOINT_OPS_OTHER,EU_LISA,2025-06-13
2023-05-08,SI-GR-LAND-01128,LAND,SI,GR,SIGR61,RAIL,IN,1,1,0,61,DOCS_INVALID,8,3,33,32,POSEIDON,PORT_AUTHORITY,2024-09-29
2023-05-15,BG-MT-LAND-01129,LAND,BG,MT,BGMT62,FOOT,OUT,1,1,0,49,OTHER,20,13,41,26,INDALO,NATIONAL_BORDER_GUARD,2024-01-25
2023-05-22,EE-ES-LAND-01130,LAND,EE,ES,EEES63,ROAD,IN,0,1,0,57,NO_VISA,16,13,31,17,THEMIS,FRONTEX,2024-07-29
2023-05-29,HU-DZ-LAND-01131,LAND,HU,DZ,HUDZ64,AIR,OUT,0,0,0,63,PUBLIC_HEALTH,21,12,36,33,MINERVA,AIRPORT_AUTHORITY,2024-04-06
2023-06-05,LU-IR-LAND-01132,LAND,LU,IR,LUIR65,SEA,IN,1,1,1,58,OVERSTAY_RISK,16,14,32,16,TRITON,EU_LISA,2026-02-22
2023-06-12,RO-MK-LAND-01133,LAND,RO,MK,ROMK66,RAIL,OUT,1,0,1,64,SECURITY_ALERT,18,12,45,24,JOINT_OPS_OTHER,PORT_AUTHORITY,2024-03-05
2023-06-19,AT-TN-LAND-01134,LAND,AT,TN,ATTN67,FOOT,IN,0,0,1,69,DOCS_INVALID,30,20,40,30,POSEIDON,NATIONAL_BORDER_GUARD,2024-12-13
2023-06-26,CZ-BG-LAND-01135,LAND,CZ,BG,CZBG68,ROAD,OUT,1,0,0,65,OTHER,18,11,38,25,INDALO,FRONTEX,2025-09-21
2023-07-03,DE-FR-LAND-01136,LAND,DE,FR,DEFR69,AIR,IN,1,1,0,62,NO_VISA,17,10,42,38,THEMIS,AIRPORT_AUTHORITY,2026-01-20
2023-07-10,LV-LT-LAND-01137,LAND,LV,LT,LVLT70,SEA,OUT,1,0,0,71,PUBLIC_HEALTH,18,7,42,20,MINERVA,EU_LISA,2024-05-02
2023-07-17,PL-SK-LAND-01138,LAND,PL,SK,PLSK71,RAIL,IN,0,0,0,60,OVERSTAY_RISK,33,20,48,34,TRITON,PORT_AUTHORITY,2024-06-05
2023-07-24,ES-CH-LAND-01139,LAND,ES,CH,ESCH72,FOOT,OUT,1,0,0,74,SECURITY_ALERT,31,25,44,44,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2025-05-04
2023-07-31,HR-IN-LAND-01140,LAND,HR,IN,HRIN73,ROAD,IN,0,0,1,10,DOCS_INVALID,35,22,42,20,POSEIDON,FRONTEX,2024-09-30
2023-08-07,FI-MD-LAND-01141,LAND,FI,MD,FIMD74,AIR,OUT,1,1,0,12,OTHER,30,9,44,25,INDALO,AIRPORT_AUTHORITY,2025-03-05
2023-08-14,IE-RU-LAND-01142,LAND,IE,RU,IERU75,SEA,IN,0,0,1,17,NO_VISA,31,10,48,47,THEMIS,EU_LISA,2026-02-05
2023-08-21,MT-AT-LAND-01143,LAND,MT,AT,MTAT76,RAIL,OUT,0,1,0,18,PUBLIC_HEALTH,26,11,46,21,MINERVA,PORT_AUTHORITY,2025-04-03
2023-08-28,SK-EE-LAND-01144,LAND,SK,EE,SKEE77,FOOT,IN,1,1,0,19,OVERSTAY_RISK,29,13,55,35,TRITON,NATIONAL_BORDER_GUARD,2024-12-10
2023-09-04,BE-IT-LAND-01145,LAND,BE,IT,BEIT78,ROAD,OUT,0,0,0,9,SECURITY_ALERT,28,10,50,22,JOINT_OPS_OTHER,FRONTEX,2024-06-09
2023-09-11,DK-PT-LAND-01146,LAND,DK,PT,DKPT79,AIR,IN,1,0,0,7,DOCS_INVALID,41,14,46,35,POSEIDON,AIRPORT_AUTHORITY,2025-06-10
2023-09-18,GR-BA-LAND-01147,LAND,GR,BA,GRBA80,SEA,OUT,1,1,1,10,OTHER,43,28,48,28,INDALO,EU_LISA,2026-01-19
2023-09-25,LT-GE-LAND-01148,LAND,LT,GE,LTGE81,RAIL,IN,0,1,1,16,NO_VISA,35,29,55,48,THEMIS,PORT_AUTHORITY,2024-02-19
2023-10-02,PT-KE-LAND-01149,LAND,PT,KE,PTKE82,FOOT,OUT,0,1,0,22,PUBLIC_HEALTH,39,21,59,29,MINERVA,NATIONAL_BORDER_GUARD,2025-12-07
2023-10-09,SE-PK-LAND-01150,LAND,SE,PK,SEPK83,ROAD,IN,1,0,1,13,OVERSTAY_RISK,39,27,4,3,TRITON,FRONTEX,2025-07-13
2023-10-16,CY-US-LAND-01151,LAND,CY,US,CYUS84,AIR,OUT,0,0,0,19,SECURITY_ALERT,37,16,8,5,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2024-07-31
2023-10-23,FR-CZ-LAND-01152,LAND,FR,CZ,FRCZ85,SEA,IN,1,1,0,24,DOCS_INVALID,45,39,14,7,POSEIDON,EU_LISA,2025-06-09
2023-10-30,IT-HU-LAND-01153,LAND,IT,HU,ITHU86,RAIL,OUT,1,1,0,18,OTHER,37,19,6,3,INDALO,PORT_AUTHORITY,2024-08-04
2023-11-06,NL-ES-LAND-01154,LAND,NL,ES,NLES87,FOOT,IN,0,1,0,23,NO_VISA,42,29,13,6,THEMIS,NATIONAL_BORDER_GUARD,2024-07-13
2023-11-13,SI-SE-LAND-01155,LAND,SI,SE,SISE88,ROAD,OUT,1,0,0,16,PUBLIC_HEALTH,35,22,6,6,MINERVA,FRONTEX,2024-05-22
2023-11-20,BG-EG-LAND-01156,LAND,BG,EG,BGEG89,AIR,IN,0,0,1,26,OVERSTAY_RISK,43,17,15,6,TRITON,AIRPORT_AUTHORITY,2024-12-31
2023-11-27,EE-IS-LAND-01157,LAND,EE,IS,EEIS90,SEA,OUT,0,1,1,26,SECURITY_ALERT,38,38,16,7,JOINT_OPS_OTHER,EU_LISA,2026-01-11
2023-12-04,HU-NG-LAND-01158,LAND,HU,NG,HUNG91,RAIL,IN,0,1,1,23,DOCS_INVALID,54,51,8,8,POSEIDON,PORT_AUTHORITY,2025-07-07
2023-12-11,LU-TR-LAND-01159,LAND,LU,TR,LUTR92,FOOT,OUT,1,1,0,34,OTHER,41,38,9,5,INDALO,NATIONAL_BORDER_GUARD,2024-08-09
2023-12-18,RO-HR-LAND-01160,LAND,RO,HR,ROHR93,ROAD,IN,0,0,0,32,NO_VISA,11,9,15,7,THEMIS,FRONTEX,2024-07-24
2023-12-25,AT-DE-LAND-01161,LAND,AT,DE,ATDE94,AIR,OUT,0,0,0,27,PUBLIC_HEALTH,8,4,14,9,MINERVA,AIRPORT_AUTHORITY,2025-10-31
2024-01-01,CZ-LU-LAND-01162,LAND,CZ,LU,CZLU95,SEA,IN,0,0,0,23,OVERSTAY_RISK,14,12,18,16,TRITON,EU_LISA,2024-03-31
2024-01-08,DE-SI-LAND-01163,LAND,DE,SI,DESI96,RAIL,OUT,1,1,0,33,SECURITY_ALERT,6,5,13,7,JOINT_OPS_OTHER,PORT_AUTHORITY,2024-03-22
2024-01-15,LV-CN-LAND-01164,LAND,LV,CN,LVCN00,FOOT,IN,1,1,0,35,DOCS_INVALID,4,4,18,17,POSEIDON,NATIONAL_BORDER_GUARD,2025-06-23
2024-01-22,PL-IQ-LAND-01165,LAND,PL,IQ,PLIQ01,ROAD,OUT,1,1,1,35,OTHER,17,13,25,11,INDALO,FRONTEX,2024-10-23
2024-01-29,ES-ME-LAND-01166,LAND,ES,ME,ESME02,AIR,IN,0,0,0,29,NO_VISA,10,3,25,24,THEMIS,AIRPORT_AUTHORITY,2025-07-28
2024-02-05,HR-SY-LAND-01167,LAND,HR,SY,HRSY03,SEA,OUT,1,0,0,29,PUBLIC_HEALTH,7,3,20,14,MINERVA,EU_LISA,2024-04-30
2024-02-12,FI-BE-LAND-01168,LAND,FI,BE,FIBE04,RAIL,IN,1,0,0,39,OVERSTAY_RISK,13,6,21,16,TRITON,PORT_AUTHORITY,2024-08-21
2024-02-19,IE-FI-LAND-01169,LAND,IE,FI,IEFI05,FOOT,OUT,1,0,0,34,SECURITY_ALERT,18,17,30,15,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2024-03-17
2024-02-26,MT-LV-LAND-01170,LAND,MT,LV,MTLV06,ROAD,IN,1,0,0,35,DOCS_INVALID,14,14,20,18,POSEIDON,FRONTEX,2024-03-17
2024-03-04,SK-RO-LAND-01171,LAND,SK,RO,SKRO07,AIR,OUT,1,1,0,43,OTHER,20,12,30,30,INDALO,AIRPORT_AUTHORITY,2025-09-08
2024-03-11,BE-BY-LAND-01172,LAND,BE,BY,BEBY08,SEA,IN,0,1,1,36,NO_VISA,27,15,27,24,THEMIS,EU_LISA,2024-12-30
2024-03-18,DK-GH-LAND-01173,LAND,DK,GH,DKGH09,RAIL,OUT,0,1,1,44,PUBLIC_HEALTH,21,16,24,20,MINERVA,PORT_AUTHORITY,2024-07-06
2024-03-25,GR-MA-LAND-01174,LAND,GR,MA,GRMA10,FOOT,IN,1,0,1,36,OVERSTAY_RISK,20,12,35,19,TRITON,NATIONAL_BORDER_GUARD,2024-04-24
2024-04-01,LT-RS-LAND-01175,LAND,LT,RS,LTRS11,ROAD,OUT,1,0,1,47,SECURITY_ALERT,20,15,34,33,JOINT_OPS_OTHER,FRONTEX,2025-06-05
2024-04-08,PT-VN-LAND-01176,LAND,PT,VN,PTVN12,AIR,IN,1,0,1,43,DOCS_INVALID,22,9,36,19,POSEIDON,AIRPORT_AUTHORITY,2024-09-09
2024-04-15,SE-DK-LAND-01177,LAND,SE,DK,SEDK13,SEA,OUT,0,1,0,43,OTHER,32,28,29,19,INDALO,EU_LISA,2026-01-20
2024-04-22,CY-IE-LAND-01178,LAND,CY,IE,CYIE14,RAIL,IN,0,1,0,41,NO_VISA,30,24,30,17,THEMIS,PORT_AUTHORITY,2024-03-04
2024-04-29,FR-PL-LAND-01179,LAND,FR,PL,FRPL15,FOOT,OUT,0,1,0,49,PUBLIC_HEALTH,25,19,33,17,MINERVA,NATIONAL_BORDER_GUARD,2025-04-03
2024-05-06,IT-AL-LAND-01180,LAND,IT,AL,ITAL16,ROAD,IN,1,1,1,55,OVERSTAY_RISK,21,13,40,20,TRITON,FRONTEX,2024-08-14
2024-05-13,NL-GB-LAND-01181,LAND,NL,GB,NLGB17,AIR,OUT,0,1,1,56,SECURITY_ALERT,22,19,39,31,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2024-07-22
2024-05-20,SI-JP-LAND-01182,LAND,SI,JP,SIJP18,SEA,IN,1,1,0,55,DOCS_INVALID,39,39,33,14,POSEIDON,EU_LISA,2024-01-09
2024-05-27,BG-NO-LAND-01183,LAND,BG,NO,BGNO19,RAIL,OUT,1,0,1,49,OTHER,25,20,38,33,INDALO,PORT_AUTHORITY,2025-06-11
2024-06-03,EE-UA-LAND-01184,LAND,EE,UA,EEUA20,FOOT,IN,0,1,1,52,NO_VISA,25,14,36,22,THEMIS,NATIONAL_BORDER_GUARD,2024-02-09
2024-06-10,HU-CY-LAND-01185,LAND,HU,CY,HUCY21,ROAD,OUT,0,0,0,53,PUBLIC_HEALTH,27,23,37,35,MINERVA,FRONTEX,2024-09-09
2024-06-17,LU-GR-LAND-01186,LAND,LU,GR,LUGR22,AIR,IN,1,0,0,50,OVERSTAY_RISK,34,21,45,41,TRITON,AIRPORT_AUTHORITY,2024-07-12
2024-06-24,RO-MT-LAND-01187,LAND,RO,MT,ROMT23,SEA,OUT,1,1,0,51,SECURITY_ALERT,39,15,48,45,JOINT_OPS_OTHER,EU_LISA,2024-02-27
2024-07-01,AT-ES-LAND-01188,LAND,AT,ES,ATES24,RAIL,IN,0,0,0,48,DOCS_INVALID,36,21,45,31,POSEIDON,PORT_AUTHORITY,2025-03-25
2024-07-08,CZ-DZ-LAND-01189,LAND,CZ,DZ,CZDZ25,FOOT,OUT,0,1,1,53,OTHER,32,10,43,43,INDALO,NATIONAL_BORDER_GUARD,2024-02-14
2024-07-15,DE-IR-LAND-01190,LAND,DE,IR,DEIR26,ROAD,IN,1,0,1,51,NO_VISA,47,16,44,33,THEMIS,FRONTEX,2026-01-29
2024-07-22,LV-MK-LAND-01191,LAND,LV,MK,LVMK27,AIR,OUT,0,0,1,51,PUBLIC_HEALTH,34,14,42,26,MINERVA,AIRPORT_AUTHORITY,2026-02-24
2024-07-29,PL-TN-LAND-01192,LAND,PL,TN,PLTN28,SEA,IN,1,0,1,65,OVERSTAY_RISK,43,27,44,43,TRITON,EU_LISA,2024-12-29
2024-08-05,ES-BG-LAND-01193,LAND,ES,BG,ESBG29,RAIL,OUT,0,0,0,61,SECURITY_ALERT,49,41,49,47,JOINT_OPS_OTHER,PORT_AUTHORITY,2024-09-09
2024-08-12,HR-FR-LAND-01194,LAND,HR,FR,HRFR30,FOOT,IN,1,1,0,65,DOCS_INVALID,44,40,55,44,POSEIDON,NATIONAL_BORDER_GUARD,2025-04-21
2024-08-19,FI-LT-LAND-01195,LAND,FI,LT,FILT31,ROAD,OUT,1,1,0,60,OTHER,44,26,53,40,INDALO,FRONTEX,2024-09-11
2024-08-26,IE-SK-LAND-01196,LAND,IE,SK,IESK32,AIR,IN,1,1,0,66,NO_VISA,50,19,57,24,THEMIS,AIRPORT_AUTHORITY,2024-10-28
2024-09-02,MT-CH-LAND-01197,LAND,MT,CH,MTCH33,SEA,OUT,1,0,1,63,PUBLIC_HEALTH,38,21,58,58,MINERVA,EU_LISA,2025-03-10
2024-09-09,SK-IN-LAND-01198,LAND,SK,IN,SKIN34,RAIL,IN,0,0,1,67,OVERSTAY_RISK,38,20,60,25,TRITON,PORT_AUTHORITY,2024-02-16
2024-09-16,BE-MD-LAND-01199,LAND,BE,MD,BEMD35,FOOT,OUT,0,0,1,59,SECURITY_ALERT,56,39,53,38,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2024-12-11
2024-09-23,DK-RU-LAND-01200,LAND,DK,RU,DKRU36,ROAD,IN,1,1,0,13,DOCS_INVALID,2,1,6,6,POSEIDON,FRONTEX,2025-05-01
2024-09-30,GR-AT-LAND-01201,LAND,GR,AT,GRAT37,AIR,OUT,0,1,0,2,OTHER,18,12,9,8,INDALO,AIRPORT_AUTHORITY,2024-08-16
2024-10-07,LT-EE-LAND-01202,LAND,LT,EE,LTEE38,SEA,IN,0,0,0,10,NO_VISA,10,7,6,5,THEMIS,EU_LISA,2025-05-26
2024-10-14,PT-IT-LAND-01203,LAND,PT,IT,PTIT39,RAIL,OUT,1,1,0,4,PUBLIC_HEALTH,13,5,4,3,MINERVA,PORT_AUTHORITY,2024-08-26
2024-10-21,SE-PT-LAND-01204,LAND,SE,PT,SEPT40,FOOT,IN,0,1,0,5,OVERSTAY_RISK,7,3,7,7,TRITON,NATIONAL_BORDER_GUARD,2024-03-09
2024-10-28,CY-BA-LAND-01205,LAND,CY,BA,CYBA41,ROAD,OUT,1,0,1,8,SECURITY_ALERT,23,7,17,7,JOINT_OPS_OTHER,FRONTEX,2025-11-05
2024-11-04,FR-GE-LAND-01206,LAND,FR,GE,FRGE42,AIR,IN,1,1,1,14,DOCS_INVALID,21,21,13,13,POSEIDON,AIRPORT_AUTHORITY,2025-05-02
2024-11-11,IT-KE-LAND-01207,LAND,IT,KE,ITKE43,SEA,OUT,0,1,1,21,OTHER,20,12,13,10,INDALO,EU_LISA,2024-11-12
2024-11-18,NL-PK-LAND-01208,LAND,NL,PK,NLPK44,RAIL,IN,1,0,1,13,NO_VISA,9,6,16,13,THEMIS,PORT_AUTHORITY,2024-08-28
2024-11-25,SI-US-LAND-01209,LAND,SI,US,SIUS45,FOOT,OUT,1,0,1,11,PUBLIC_HEALTH,19,18,21,15,MINERVA,NATIONAL_BORDER_GUARD,2024-11-27
2024-12-02,BG-CZ-LAND-01210,LAND,BG,CZ,BGCZ46,ROAD,IN,1,0,0,10,OVERSTAY_RISK,24,9,21,9,TRITON,FRONTEX,2026-01-03
2024-12-09,EE-HU-LAND-01211,LAND,EE,HU,EEHU47,AIR,OUT,1,0,0,14,SECURITY_ALERT,23,19,15,10,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2024-04-13
2024-12-16,HU-NL-LAND-01212,LAND,HU,NL,HUNL48,SEA,IN,0,1,0,16,DOCS_INVALID,26,16,19,11,POSEIDON,EU_LISA,2024-05-02
2024-12-23,LU-SE-LAND-01213,LAND,LU,SE,LUSE49,RAIL,OUT,0,1,0,19,OTHER,29,13,23,13,INDALO,PORT_AUTHORITY,2024-10-22
2024-12-30,RO-EG-LAND-01214,LAND,RO,EG,ROEG50,FOOT,IN,0,0,1,25,NO_VISA,23,19,14,12,THEMIS,NATIONAL_BORDER_GUARD,2024-03-13
2025-01-06,AT-IS-LAND-01215,LAND,AT,IS,ATIS51,ROAD,OUT,0,1,1,16,PUBLIC_HEALTH,22,13,26,12,MINERVA,FRONTEX,2025-06-03
2025-01-13,CZ-NG-LAND-01216,LAND,CZ,NG,CZNG52,AIR,IN,0,1,1,20,OVERSTAY_RISK,34,27,20,10,TRITON,AIRPORT_AUTHORITY,2024-09-16
