econ_compare_comparison_year,econ_compare_region_grouping_scheme,econ_compare_region_a_code,econ_compare_region_b_code,econ_compare_metric_name,econ_compare_metric_value_region_a,econ_compare_metric_value_region_b,econ_compare_absolute_difference,econ_compare_percent_difference,econ_compare_rank_region_a,econ_compare_rank_region_b,econ_compare_percentile_region_a,econ_compare_percentile_region_b,econ_compare_inequality_gini_estimate,econ_compare_cost_of_living_index,econ_compare_housing_affordability_index,econ_compare_tax_burden_index,econ_compare_job_growth_rate_pct,econ_compare_population_growth_rate_pct,econ_compare_composite_score
2017,STATE_UT,REG_A_01099,REG_B_01099,POP_GROWTH,13.822,53.247,-39.425,-74.042,89,84,49.62,24.09,0.3274,166.624,72.381,29.84,3.295,-0.017,85.008
2025,METRO_TIER,REG_A_01100,REG_B_01100,JOB_GROWTH,74.548,96.085,-21.537,-22.415,13,17,64.82,56.1,0.5177,135.583,116.961,31.294,-1.998,14.209,41.606
2022,STATE_UT,REG_A_01101,REG_B_01101,GSDP_PER_CAPITA,72.756,81.517,-8.761,-10.747,34,29,63.55,6.54,0.4257,154.323,130.162,33.431,-7.539,13.127,79.279
2016,STATE_UT,REG_A_01102,REG_B_01102,COST_OF_LIVING,7.064,96.254,-89.19,-92.661,3,96,81.77,9.89,0.4731,99.142,55.746,32.438,-9.642,8.369,58.335
2016,REGION_ZONE,REG_A_01103,REG_B_01103,STARTUP_DENSITY,53.117,38.49,14.627,38.002,45,38,9.18,92.99,0.5982,159.255,122.928,18.722,0.311,1.017,70.26
2020,METRO_TIER,REG_A_01104,REG_B_01104,HOUSING_AFFORD,67.779,96.107,-28.328,-29.475,43,74,78.07,72.8,0.5175,118.615,113.348,25.323,19.103,4.341,27.957
2020,DISTRICT_CLUSTER,REG_A_01105,REG_B_01105,EXPORT_INTENSITY,21.359,48.493,-27.134,-55.954,49,53,24.42,44.87,0.4592,138.237,41.313,7.607,-1.468,1.118,70.94
2022,DISTRICT_CLUSTER,REG_A_01106,REG_B_01106,EXPORT_INTENSITY,53.333,38.127,15.206,39.882,13,35,42.25,94.37,0.2091,103.031,56.912,20.16,1.05,14.922,94.783
2019,STATE_UT,REG_A_01107,REG_B_01107,WAGE_GROWTH,74.18,25.997,48.183,185.341,21,69,32.14,11.09,0.3534,74.488,72.516,6.984,18.516,6.853,5.231
2019,COASTAL_INLAND,REG_A_01108,REG_B_01108,POWER_OUTAGE_HOURS,35.403,26.215,9.188,35.049,39,89,51.36,97.76,0.5991,137.929,100.814,9.893,4.372,-3.135,36.505
2023,REGION_ZONE,REG_A_01109,REG_B_01109,HOUSING_AFFORD,81.993,6.953,75.04,1079.246,95,13,80.96,93.3,0.5214,90.912,78.488,24.69,-2.635,2.358,89.71
2022,COASTAL_INLAND,REG_A_01110,REG_B_01110,WAGE_GROWTH,58.047,90.66,-32.613,-35.973,52,15,5.21,87.58,0.2455,149.219,129.01,19.527,3.25,6.636,98.506
2021,REGION_ZONE,REG_A_01111,REG_B_01111,EXPORT_INTENSITY,89.944,64.204,25.74,40.091,51,87,3.35,74.09,0.2687,94.438,51.2,14.272,12.354,-1.506,63.367
2017,STATE_UT,REG_A_01112,REG_B_01112,COST_OF_LIVING,61.481,67.746,-6.265,-9.248,18,16,69.02,56.76,0.2149,72.523,61.792,20.642,3.343,6.308,9.548
2024,METRO_TIER,REG_A_01113,REG_B_01113,GSDP_PER_CAPITA,82.848,92.778,-9.93,-10.703,35,44,43.1,93.28,0.5646,157.169,48.322,34.635,14.851,14.875,26.68
2020,COASTAL_INLAND,REG_A_01114,REG_B_01114,GSDP_PER_CAPITA,76.653,37.844,38.809,102.55,49,61,23.54,16.44,0.2271,111.528,130.021,17.495,-9.695,13.08,58.038
2020,STATE_UT,REG_A_01115,REG_B_01115,JOB_GROWTH,40.894,90.312,-49.418,-54.719,95,88,14.61,12.78,0.5121,163.371,117.759,11.039,12.595,9.992,30.347
2019,REGION_ZONE,REG_A_01116,REG_B_01116,EXPORT_INTENSITY,21.135,56.666,-35.531,-62.703,89,58,27.52,67.39,0.5469,150.064,105.416,6.879,19.711,14.548,89.074
2019,COASTAL_INLAND,REG_A_01117,REG_B_01117,COST_OF_LIVING,89.286,53.99,35.296,65.375,43,98,36.86,5.76,0.5011,116.914,122.286,28.734,2.652,5.383,16.745
2019,STATE_UT,REG_A_01118,REG_B_01118,EXPORT_INTENSITY,35.633,73.986,-38.353,-51.838,9,19,29.49,82.55,0.2351,100.988,47.196,22.818,-5.199,5.22,52.978
2017,COASTAL_INLAND,REG_A_01119,REG_B_01119,GSDP_PER_CAPITA,45.961,83.634,-37.673,-45.045,33,96,26.81,28.75,0.4217,142.576,82.812,21.208,18.731,10.293,59.156
2021,STATE_UT,REG_A_01120,REG_B_01120,POP_GROWTH,46.552,5.78,40.772,705.398,73,87,17.55,44.71,0.2602,166.076,109.033,19.112,-1.572,2.161,55.132
2025,METRO_TIER,REG_A_01121,REG_B_01121,INFLATION_CPI,36.175,24.189,11.986,49.551,13,75,81.07,41.56,0.2188,166.397,45.144,11.333,8.073,-1.254,11.569
2023,COASTAL_INLAND,REG_A_01122,REG_B_01122,STARTUP_DENSITY,33.841,99.428,-65.587,-65.964,49,59,34.77,91.45,0.4562,95.845,64.14,18.565,-3.463,0.546,92.052
2022,REGION_ZONE,REG_A_01123,REG_B_01123,EXPORT_INTENSITY,66.062,34.606,31.456,90.898,35,30,57.95,82.3,0.3073,105.546,115.478,26.421,12.099,11.317,25.687
2020,METRO_TIER,REG_A_01124,REG_B_01124,WAGE_GROWTH,35.424,99.35,-63.926,-64.344,10,77,9.92,38.92,0.2552,102.371,120.727,31.303,18.757,8.0,5.864
2019,METRO_TIER,REG_A_01125,REG_B_01125,HOUSING_AFFORD,63.521,68.241,-4.72,-6.917,31,27,10.96,39.79,0.2215,104.327,48.372,29.134,0.603,-3.796,88.283
2022,REGION_ZONE,REG_A_01126,REG_B_01126,POP_GROWTH,12.201,46.744,-34.543,-73.898,24,11,20.95,7.17,0.2097,130.378,56.589,24.057,-5.178,6.791,88.349
2020,STATE_UT,REG_A_01127,REG_B_01127,EXPORT_INTENSITY,76.1,56.438,19.662,34.838,76,7,9.21,17.06,0.3998,163.299,96.228,22.095,8.273,7.081,69.653
2019,METRO_TIER,REG_A_01128,REG_B_01128,GSDP_PER_CAPITA,89.328,46.479,42.849,92.19,23,31,2.84,20.45,0.3936,123.236,135.765,13.938,-5.247,-3.359,0.054
2022,METRO_TIER,REG_A_01129,REG_B_01129,JOB_GROWTH,11.334,84.267,-72.933,-86.55,77,31,44.51,3.84,0.4721,151.852,53.312,7.932,-5.149,5.539,19.348
2023,COASTAL_INLAND,REG_A_01130,REG_B_01130,POWER_OUTAGE_HOURS,0.46,45.85,-45.39,-98.997,91,43,56.39,79.9,0.3667,75.156,120.124,16.891,13.248,14.149,28.867
2020,METRO_TIER,REG_A_01131,REG_B_01131,POWER_OUTAGE_HOURS,47.164,31.805,15.359,48.291,51,90,93.84,72.81,0.5054,167.559,84.772,15.97,-6.156,2.615,37.214
2024,METRO_TIER,REG_A_01132,REG_B_01132,WAGE_GROWTH,35.106,49.454,-14.348,-29.013,58,63,55.57,36.57,0.5791,127.559,84.408,20.069,7.774,10.789,6.123
2025,STATE_UT,REG_A_01133,REG_B_01133,POWER_OUTAGE_HOURS,2.033,37.912,-35.879,-94.638,20,79,98.24,16.21,0.5839,110.955,119.285,30.46,-4.598,10.903,56.202
2025,DISTRICT_CLUSTER,REG_A_01134,REG_B_01134,JOB_GROWTH,26.553,12.902,13.651,105.805,40,84,55.94,77.28,0.3297,92.731,98.898,13.728,12.958,-0.843,38.484
2023,DISTRICT_CLUSTER,REG_A_01135,REG_B_01135,GSDP_PER_CAPITA,7.772,73.637,-65.865,-89.446,17,25,54.21,33.71,0.2879,109.919,136.84,12.094,8.581,11.875,61.393
2024,REGION_ZONE,REG_A_01136,REG_B_01136,COST_OF_LIVING,16.209,30.63,-14.421,-47.081,47,60,39.39,77.94,0.3418,81.713,82.744,31.017,4.85,-3.369,61.731
2020,STATE_UT,REG_A_01137,REG_B_01137,COST_OF_LIVING,41.439,92.621,-51.182,-55.26,56,73,9.21,24.05,0.441,104.338,112.26,15.379,-5.625,11.255,84.427
2017,METRO_TIER,REG_A_01138,REG_B_01138,POWER_OUTAGE_HOURS,5.554,49.927,-44.373,-88.876,93,60,54.53,23.17,0.2541,83.212,52.311,6.284,1.415,9.913,79.549
2025,REGION_ZONE,REG_A_01139,REG_B_01139,INFLATION_CPI,84.104,18.837,65.267,346.483,58,82,32.72,49.55,0.4739,154.475,112.561,13.872,2.706,5.857,42.291
2018,REGION_ZONE,REG_A_01140,REG_B_01140,POWER_OUTAGE_HOURS,44.324,85.889,-41.565,-48.394,70,79,14.69,91.82,0.3627,158.083,81.879,14.47,4.38,11.066,87.103
2021,COASTAL_INLAND,REG_A_01141,REG_B_01141,JOB_GROWTH,0.784,50.331,-49.547,-98.442,53,5,24.04,0.43,0.2613,105.296,128.709,16.561,-4.322,13.808,19.056
2025,REGION_ZONE,REG_A_01142,REG_B_01142,POP_GROWTH,19.259,14.667,4.592,31.308,92,62,34.37,37.68,0.3721,139.01,67.15,14.733,-5.855,4.716,86.662
2020,STATE_UT,REG_A_01143,REG_B_01143,JOB_GROWTH,23.421,11.798,11.623,98.517,2,97,70.42,9.17,0.313,119.083,121.448,8.668,-0.862,0.039,68.555
2016,METRO_TIER,REG_A_01144,REG_B_01144,COST_OF_LIVING,66.988,10.415,56.573,543.188,83,8,52.88,47.2,0.383,117.753,76.169,20.942,13.125,5.916,18.491
2020,DISTRICT_CLUSTER,REG_A_01145,REG_B_01145,GSDP_PER_CAPITA,35.11,42.838,-7.728,-18.04,27,63,46.26,88.95,0.3913,94.544,118.722,14.304,0.43,12.134,65.843
2020,DISTRICT_CLUSTER,REG_A_01146,REG_B_01146,POP_GROWTH,48.329,60.013,-11.684,-19.469,7,82,24.19,4.45,0.5369,100.471,66.062,27.697,-7.043,12.518,88.721
2018,STATE_UT,REG_A_01147,REG_B_01147,POP_GROWTH,61.462,29.076,32.386,111.384,34,90,16.43,25.85,0.5925,101.222,118.906,10.303,-4.046,-3.26,27.728
2023,DISTRICT_CLUSTER,REG_A_01148,REG_B_01148,GSDP_PER_CAPITA,68.057,32.296,35.761,110.729,25,65,24.18,38.06,0.3279,142.035,41.697,20.434,4.776,14.945,35.082
2019,DISTRICT_CLUSTER,REG_A_01149,REG_B_01149,STARTUP_DENSITY,80.349,73.467,6.882,9.367,60,18,6.95,10.15,0.3312,148.006,65.084,23.309,18.962,-0.658,33.227
2024,DISTRICT_CLUSTER,REG_A_01150,REG_B_01150,HOUSING_AFFORD,97.668,18.66,79.008,423.408,81,53,8.87,41.55,0.2551,128.255,128.767,26.506,9.517,13.158,57.751
2022,METRO_TIER,REG_A_01151,REG_B_01151,POP_GROWTH,40.21,99.567,-59.357,-59.615,23,69,61.56,34.11,0.4799,168.842,71.915,16.748,3.897,9.064,11.149
2022,STATE_UT,REG_A_01152,REG_B_01152,COST_OF_LIVING,60.709,20.284,40.425,199.295,27,25,83.25,31.42,0.5654,121.933,134.292,24.397,18.74,8.906,39.381
2018,STATE_UT,REG_A_01153,REG_B_01153,POP_GROWTH,74.302,6.093,68.209,1119.465,9,61,70.41,63.88,0.4821,70.441,130.459,16.392,15.231,8.917,0.424
2017,STATE_UT,REG_A_01154,REG_B_01154,STARTUP_DENSITY,64.064,89.822,-25.758,-28.677,50,24,81.93,43.13,0.4442,96.122,133.524,9.394,-1.901,14.635,0.512
2020,COASTAL_INLAND,REG_A_01155,REG_B_01155,POP_GROWTH,49.678,88.088,-38.41,-43.604,33,3,2.86,1.85,0.4105,87.297,129.302,13.007,19.308,14.947,73.979
2023,DISTRICT_CLUSTER,REG_A_01156,REG_B_01156,EXPORT_INTENSITY,1.362,31.52,-30.158,-95.679,72,47,9.01,64.01,0.2553,144.139,73.382,10.714,-1.38,6.069,88.191
2025,METRO_TIER,REG_A_01157,REG_B_01157,GSDP_PER_CAPITA,49.884,58.797,-8.913,-15.159,18,91,34.63,66.69,0.4674,159.485,65.255,29.776,14.482,-1.821,37.652
2023,METRO_TIER,REG_A_01158,REG_B_01158,GSDP_PER_CAPITA,88.789,72.844,15.945,21.889,100,86,2.51,57.94,0.4791,87.32,73.94,26.652,-1.971,0.288,95.039
2020,STATE_UT,REG_A_01159,REG_B_01159,HOUSING_AFFORD,49.952,19.143,30.809,160.941,56,68,24.62,36.34,0.483,83.517,131.271,26.548,4.337,1.15,75.689
2025,DISTRICT_CLUSTER,REG_A_01160,REG_B_01160,HOUSING_AFFORD,73.617,97.986,-24.369,-24.87,37,98,97.37,52.18,0.3023,103.944,119.671,20.778,12.101,-2.567,15.604
2018,METRO_TIER,REG_A_01161,REG_B_01161,INFLATION_CPI,54.193,38.083,16.11,42.302,21,63,1.02,44.98,0.327,92.933,72.606,18.316,-6.834,8.605,49.155
2023,REGION_ZONE,REG_A_01162,REG_B_01162,JOB_GROWTH,55.286,84.092,-28.806,-34.255,43,63,9.51,92.39,0.5295,151.815,113.245,10.786,13.167,13.468,35.854
2024,COASTAL_INLAND,REG_A_01163,REG_B_01163,JOB_GROWTH,55.447,94.236,-38.789,-41.162,59,17,56.48,70.34,0.3162,95.314,99.776,6.508,-3.875,-4.072,33.944
2022,DISTRICT_CLUSTER,REG_A_01164,REG_B_01164,UNEMP_RATE,28.318,52.116,-23.798,-45.664,28,13,9.51,43.42,0.4346,84.108,126.524,24.077,-6.408,12.018,37.76
2020,REGION_ZONE,REG_A_01165,REG_B_01165,POP_GROWTH,30.404,40.119,-9.715,-24.215,42,63,28.16,40.56,0.2226,125.619,93.635,14.078,17.837,13.521,83.86
2024,DISTRICT_CLUSTER,REG_A_01166,REG_B_01166,POWER_OUTAGE_HOURS,30.882,61.247,-30.365,-49.578,19,51,93.26,76.47,0.4055,145.754,71.74,29.392,6.578,7.156,85.998
2023,STATE_UT,REG_A_01167,REG_B_01167,UNEMP_RATE,1.13,9.002,-7.872,-87.447,14,79,99.91,86.52,0.4081,143.0,103.708,12.923,1.63,7.854,64.851
2020,COASTAL_INLAND,REG_A_01168,REG_B_01168,POWER_OUTAGE_HOURS,6.61,82.667,-76.057,-92.004,99,96,50.41,26.04,0.3005,102.099,106.553,9.129,14.095,-2.728,83.376
2024,METRO_TIER,REG_A_01169,REG_B_01169,HOUSING_AFFORD,38.075,26.606,11.469,43.107,6,92,78.21,85.61,0.3434,154.192,90.954,33.509,18.68,-1.968,43.987
2018,REGION_ZONE,REG_A_01170,REG_B_01170,INFLATION_CPI,68.333,61.989,6.344,10.234,1,73,99.45,56.55,0.5732,90.452,94.337,9.195,4.622,-2.516,73.808
2025,REGION_ZONE,REG_A_01171,REG_B_01171,GSDP_PER_CAPITA,55.228,65.449,-10.221,-15.617,64,55,64.72,58.38,0.5361,96.422,102.126,30.761,0.742,7.304,74.919
2023,DISTRICT_CLUSTER,REG_A_01172,REG_B_01172,COST_OF_LIVING,69.855,70.967,-1.112,-1.567,9,10,98.43,66.46,0.4861,114.645,73.592,9.952,3.412,3.89,85.283
2017,COASTAL_INLAND,REG_A_01173,REG_B_01173,POP_GROWTH,58.867,82.353,-23.486,-28.519,18,78,78.48,33.88,0.5012,93.908,113.579,12.723,9.744,9.567,17.824
2018,REGION_ZONE,REG_A_01174,REG_B_01174,EXPORT_INTENSITY,31.981,57.168,-25.187,-44.058,84,55,64.85,46.38,0.4644,76.623,60.06,29.721,10.951,-2.712,86.781
2021,DISTRICT_CLUSTER,REG_A_01175,REG_B_01175,UNEMP_RATE,90.617,30.308,60.309,198.987,84,10,12.18,24.51,0.4862,157.697,55.474,32.092,-3.432,-0.058,94.402
2024,METRO_TIER,REG_A_01176,REG_B_01176,WAGE_GROWTH,96.271,28.447,67.824,238.422,68,96,37.48,0.84,0.3425,78.36,88.278,33.277,-9.365,0.024,27.304
2017,STATE_UT,REG_A_01177,REG_B_01177,WAGE_GROWTH,21.143,67.116,-45.973,-68.498,68,41,4.86,44.42,0.4196,151.275,43.113,29.58,19.518,11.897,94.31
2016,COASTAL_INLAND,REG_A_01178,REG_B_01178,UNEMP_RATE,99.577,33.852,65.725,194.154,46,94,47.93,1.69,0.3137,136.53,100.081,23.356,-6.585,-0.057,16.313
2023,STATE_UT,REG_A_01179,REG_B_01179,GSDP_PER_CAPITA,16.792,17.745,-0.953,-5.371,34,93,29.62,31.25,0.3924,162.107,58.127,5.793,-8.544,9.373,75.479
2019,DISTRICT_CLUSTER,REG_A_01180,REG_B_01180,INFLATION_CPI,53.577,96.488,-42.911,-44.473,13,95,50.26,31.24,0.2025,76.221,108.629,9.602,-3.844,8.246,11.829
2017,METRO_TIER,REG_A_01181,REG_B_01181,JOB_GROWTH,50.056,71.963,-21.907,-30.442,23,100,87.78,75.5,0.263,82.318,66.117,32.194,3.777,14.751,76.249
2018,DISTRICT_CLUSTER,REG_A_01182,REG_B_01182,POP_GROWTH,89.954,48.663,41.291,84.851,84,77,0.55,27.62,0.4048,70.191,82.972,22.753,17.49,2.348,30.139
2019,METRO_TIER,REG_A_01183,REG_B_01183,POWER_OUTAGE_HOURS,96.311,84.199,12.112,14.385,35,12,55.71,8.91,0.2131,148.729,65.381,23.919,2.265,6.367,61.799
2017,DISTRICT_CLUSTER,REG_A_01184,REG_B_01184,STARTUP_DENSITY,67.338,78.755,-11.417,-14.497,9,55,10.89,0.67,0.3346,150.875,57.533,23.901,4.321,7.649,60.838
2018,DISTRICT_CLUSTER,REG_A_01185,REG_B_01185,POWER_OUTAGE_HOURS,46.351,69.275,-22.924,-33.091,12,49,83.9,38.45,0.436,123.805,123.858,8.013,11.587,4.301,82.94
2018,DISTRICT_CLUSTER,REG_A_01186,REG_B_01186,EXPORT_INTENSITY,55.286,75.819,-20.533,-27.082,25,11,68.58,26.58,0.5635,105.119,135.136,7.178,11.046,-2.799,97.343
2020,STATE_UT,REG_A_01187,REG_B_01187,POWER_OUTAGE_HOURS,43.21,82.571,-39.361,-47.669,53,34,28.88,51.62,0.4973,144.658,87.488,12.144,-7.425,3.143,23.181
2025,COASTAL_INLAND,REG_A_01188,REG_B_01188,EXPORT_INTENSITY,68.841,63.953,4.888,7.643,55,37,14.13,86.52,0.2008,70.757,72.047,15.879,14.853,0.747,64.877
2024,STATE_UT,REG_A_01189,REG_B_01189,POWER_OUTAGE_HOURS,35.87,28.19,7.68,27.244,75,18,2.67,63.01,0.2836,117.31,138.048,5.776,8.082,10.191,8.012
2020,METRO_TIER,REG_A_01190,REG_B_01190,UNEMP_RATE,83.296,68.39,14.906,21.796,77,45,36.97,55.82,0.3361,79.155,138.209,6.571,-8.74,3.627,72.484
2025,STATE_UT,REG_A_01191,REG_B_01191,UNEMP_RATE,9.01,94.073,-85.063,-90.422,27,12,36.46,7.92,0.2864,117.683,63.305,31.389,5.252,13.15,78.98
2017,STATE_UT,REG_A_01192,REG_B_01192,POWER_OUTAGE_HOURS,34.07,94.042,-59.972,-63.772,2,25,96.21,22.92,0.5468,149.187,41.142,15.802,9.954,13.618,36.508
2017,REGION_ZONE,REG_A_01193,REG_B_01193,UNEMP_RATE,95.706,84.577,11.129,13.158,83,35,63.27,75.23,0.3643,163.725,61.178,30.754,9.646,0.066,60.573
2018,DISTRICT_CLUSTER,REG_A_01194,REG_B_01194,COST_OF_LIVING,13.117,96.951,-83.834,-86.47,65,33,78.87,92.93,0.3881,155.311,80.325,11.416,7.268,13.243,53.073
2019,METRO_TIER,REG_A_01195,REG_B_01195,WAGE_GROWTH,14.755,35.969,-21.214,-58.979,93,88,34.95,81.29,0.2301,163.776,59.43,29.514,-6.943,10.248,21.927
2024,STATE_UT,REG_A_01196,REG_B_01196,COST_OF_LIVING,41.923,4.867,37.056,761.373,88,42,95.33,53.63,0.2457,134.33,128.096,32.494,6.585,4.451,69.316
2023,DISTRICT_CLUSTER,REG_A_01197,REG_B_01197,POWER_OUTAGE_HOURS,73.005,11.161,61.844,554.108,62,86,78.71,35.75,0.4064,96.565,108.98,26.371,-0.018,-3.705,5.206
2024,METRO_TIER,REG_A_01198,REG_B_01198,HOUSING_AFFORD,32.157,24.501,7.656,31.248,47,66,7.34,48.31,0.4062,159.648,127.34,30.927,0.333,-0.456,26.915
2018,METRO_TIER,REG_A_01199,REG_B_01199,UNEMP_RATE,50.803,35.818,14.985,41.837,59,51,65.18,74.73,0.28,141.695,54.178,17.917,12.583,-4.992,55.783
2022,METRO_TIER,REG_A_01200,REG_B_01200,JOB_GROWTH,97.887,19.804,78.083,394.279,49,28,81.27,83.56,0.4207,73.83,107.885,28.64,-4.918,9.127,93.759
2016,DISTRICT_CLUSTER,REG_A_01201,REG_B_01201,EXPORT_INTENSITY,39.727,65.436,-25.709,-39.289,20,83,0.54,84.16,0.5168,161.676,105.264,12.853,8.279,0.171,48.45
2018,STATE_UT,REG_A_01202,REG_B_01202,POP_GROWTH,24.037,13.031,11.006,84.46,58,1,78.33,37.55,0.4789,141.497,121.123,6.523,7.126,-2.994,0.039
2025,METRO_TIER,REG_A_01203,REG_B_01203,INFLATION_CPI,87.328,5.475,81.853,1495.032,9,100,24.54,5.08,0.5896,166.83,63.958,16.502,-2.51,9.169,60.575
2023,METRO_TIER,REG_A_01204,REG_B_01204,POWER_OUTAGE_HOURS,42.57,80.579,-38.009,-47.17,9,83,41.97,32.18,0.4036,125.619,87.443,14.169,1.787,2.963,45.451
2016,COASTAL_INLAND,REG_A_01205,REG_B_01205,GSDP_PER_CAPITA,43.907,7.039,36.868,523.768,2,90,18.98,45.69,0.5427,91.026,128.734,10.769,-6.968,-3.346,69.789
2018,STATE_UT,REG_A_01206,REG_B_01206,HOUSING_AFFORD,81.216,82.324,-1.108,-1.346,76,38,97.16,30.55,0.5172,75.515,54.955,22.967,2.82,10.196,79.584
2018,COASTAL_INLAND,REG_A_01207,REG_B_01207,UNEMP_RATE,53.921,61.458,-7.537,-12.264,100,38,63.62,87.02,0.2092,101.87,137.601,34.399,-6.613,8.709,60.992
2017,COASTAL_INLAND,REG_A_01208,REG_B_01208,EXPORT_INTENSITY,73.888,35.953,37.935,105.513,48,4,58.8,47.18,0.3121,82.214,75.272,25.61,1.753,8.831,10.167
2016,COASTAL_INLAND,REG_A_01209,REG_B_01209,POP_GROWTH,24.465,22.424,2.041,9.102,97,62,86.38,52.62,0.4499,133.169,58.112,16.308,-3.954,8.921,47.86
2022,STATE_UT,REG_A_01210,REG_B_01210,GSDP_PER_CAPITA,9.827,5.292,4.535,85.695,81,89,92.28,93.59,0.3832,109.615,48.987,14.777,0.903,7.96,72.843
2021,COASTAL_INLAND,REG_A_01211,REG_B_01211,UNEMP_RATE,63.703,59.602,4.101,6.881,83,84,20.13,44.37,0.5609,161.739,57.482,26.247,14.086,2.454,8.827
2023,COASTAL_INLAND,REG_A_01212,REG_B_01212,UNEMP_RATE,61.156,52.547,8.609,16.383,65,53,70.04,71.57,0.3315,150.637,139.884,33.89,11.325,4.708,98.906
2019,DISTRICT_CLUSTER,REG_A_01213,REG_B_01213,INFLATION_CPI,35.128,67.573,-32.445,-48.015,45,32,81.92,2.86,0.2882,102.648,137.572,27.301,4.768,-4.268,19.904
2018,COASTAL_INLAND,REG_A_01214,REG_B_01214,STARTUP_DENSITY,44.629,39.726,4.903,12.342,36,29,92.49,9.81,0.5495,137.157,106.424,12.709,0.372,2.213,77.476
2019,DISTRICT_CLUSTER,REG_A_01215,REG_B_01215,POWER_OUTAGE_HOURS,22.751,79.82,-57.069,-71.497,56,25,55.77,80.51,0.2189,138.763,130.074,28.113,13.171,0.927,99.37
2018,REGION_ZONE,REG_A_01216,REG_B_01216,HOUSING_AFFORD,40.201,16.756,23.445,139.92,36,80,10.39,18.27,0.2163,143.577,73.536,11.123,-5.522,12.804,7.165
2021,STATE_UT,REG_A_01217,REG_B_01217,HOUSING_AFFORD,17.774,62.88,-45.106,-71.733,6,97,90.19,87.48,0.2885,167.967,122.553,34.784,-5.061,-3.136,73.317
2025,STATE_UT,REG_A_01218,REG_B_01218,POP_GROWTH,81.355,30.284,51.071,168.64,60,83,14.25,28.57,0.5703,78.021,106.566,19.063,9.359,0.956,18.565
2020,DISTRICT_CLUSTER,REG_A_01219,REG_B_01219,COST_OF_LIVING,38.563,11.222,27.341,243.637,89,1,51.83,8.19,0.4692,129.46,107.868,27.531,-9.528,13.345,31.401
2021,METRO_TIER,REG_A_01220,REG_B_01220,JOB_GROWTH,65.99,33.644,32.346,96.142,58,19,28.54,92.04,0.3125,75.646,91.589,23.951,4.911,3.23,70.194
2022,REGION_ZONE,REG_A_01221,REG_B_01221,UNEMP_RATE,56.607,21.179,35.428,167.279,7,54,8.38,99.92,0.3488,144.056,129.74,11.697,12.906,1.524,94.987
2023,DISTRICT_CLUSTER,REG_A_01222,REG_B_01222,STARTUP_DENSITY,13.232,38.832,-25.6,-65.925,56,52,8.65,54.13,0.3404,153.263,64.795,17.493,-4.369,13.139,95.986
2016,REGION_ZONE,REG_A_01223,REG_B_01223,WAGE_GROWTH,52.529,59.239,-6.71,-11.327,97,13,13.31,85.7,0.3473,81.643,131.852,28.735,4.778,4.073,53.755
2022,DISTRICT_CLUSTER,REG_A_01224,REG_B_01224,HOUSING_AFFORD,83.888,12.876,71.012,551.507,25,21,24.41,59.59,0.222,98.736,55.996,34.055,-2.907,3.896,31.754
2016,COASTAL_INLAND,REG_A_01225,REG_B_01225,COST_OF_LIVING,72.506,36.953,35.553,96.211,11,56,0.32,10.62,0.3711,130.91,72.715,10.238,13.879,-0.097,28.592
2024,COASTAL_INLAND,REG_A_01226,REG_B_01226,POWER_OUTAGE_HOURS,44.043,9.641,34.402,356.83,74,82,63.05,69.73,0.3716,138.132,99.854,14.788,3.542,6.895,86.663
2023,STATE_UT,REG_A_01227,REG_B_01227,GSDP_PER_CAPITA,47.186,13.28,33.906,255.316,77,93,51.67,47.27,0.4521,102.735,80.667,24.948,4.026,12.576,45.498
2019,REGION_ZONE,REG_A_01228,REG_B_01228,JOB_GROWTH,58.553,37.482,21.071,56.216,10,7,68.18,32.19,0.5507,76.244,93.156,31.559,4.223,9.607,6.592
2023,METRO_TIER,REG_A_01229,REG_B_01229,EXPORT_INTENSITY,39.913,44.984,-5.071,-11.273,22,2,77.42,15.05,0.2038,71.108,89.835,29.691,-5.125,4.461,44.775
2024,DISTRICT_CLUSTER,REG_A_01230,REG_B_01230,POWER_OUTAGE_HOURS,56.621,98.73,-42.109,-42.651,19,34,9.51,42.33,0.5585,71.441,86.292,22.202,-9.703,11.334,9.656
2020,COASTAL_INLAND,REG_A_01231,REG_B_01231,INFLATION_CPI,4.046,76.418,-72.372,-94.705,33,18,69.31,68.29,0.5147,144.49,60.533,25.136,-1.112,0.912,62.603
2024,STATE_UT,REG_A_01232,REG_B_01232,POWER_OUTAGE_HOURS,78.278,97.75,-19.472,-19.92,39,61,89.04,39.25,0.2678,70.431,131.11,33.702,9.462,3.549,97.823
2020,STATE_UT,REG_A_01233,REG_B_01233,JOB_GROWTH,7.95,73.172,-65.222,-89.135,96,72,55.0,35.54,0.4036,156.518,102.834,24.804,18.781,12.429,81.383
2017,COASTAL_INLAND,REG_A_01234,REG_B_01234,INFLATION_CPI,38.156,62.339,-24.183,-38.793,68,67,1.89,81.7,0.2509,150.31,93.278,27.817,6.389,9.319,23.993
2023,COASTAL_INLAND,REG_A_01235,REG_B_01235,HOUSING_AFFORD,31.764,54.372,-22.608,-41.58,28,93,54.29,13.49,0.596,161.748,96.887,6.797,18.205,5.194,43.504
2016,REGION_ZONE,REG_A_01236,REG_B_01236,UNEMP_RATE,93.176,32.918,60.258,183.055,7,46,97.89,61.61,0.4613,87.816,66.065,27.679,-6.025,12.942,95.416
