qol_green_reference_year,qol_green_city_id,qol_green_country_iso2,qol_green_population_city,qol_green_green_space_m2_per_capita,qol_green_tree_canopy_cover_pct,qol_green_park_access_10min_walk_pct,qol_green_active_mobility_infrastructure_index,qol_green_air_quality_index,qol_green_noise_exposure_index,qol_green_heat_island_index,qol_green_flood_risk_exposure_pct,qol_green_waste_recycling_rate_pct,qol_green_water_leakage_rate_pct,qol_green_public_transport_accessibility_index,qol_green_housing_energy_efficiency_index,qol_green_climate_neutral_city_mission_flag,qol_green_data_source,qol_green_last_update_date,qol_green_data_extract_date
2011,CITY_IT_3628,IT,3556625,33.3,10.01,67.95,53.03,87.2,26.79,35.79,12.39,30.8,7.75,69.82,56.79,0,COPERNICUS_URBAN_ATLAS,2015-04-10,2024-03-05
2012,CITY_NL_3665,NL,1563698,29.32,18.25,77.98,35.25,75.69,43.73,41.29,7.48,43.43,12.75,49.34,62.96,0,CITY_ADMIN_DATA,2015-05-17,2025-01-12
2013,CITY_SI_3702,SI,3837269,38.77,34.15,79.87,63.24,59.41,80.79,41.03,4.01,39.61,10.57,59.36,47.45,0,EEA_CITY_ENV_EXPORT,2015-06-23,2025-01-25
2014,CITY_BG_3739,BG,3934675,17.97,23.52,81.63,39.22,72.35,39.73,55.29,1.38,35.64,9.5,58.86,59.97,0,URBAN_AUDIT,2015-07-30,2025-05-22
2015,CITY_EE_3776,EE,1071746,23.15,9.77,52.64,44.91,58.01,42.61,56.8,12.78,38.64,9.01,93.51,34.65,0,COPERNICUS_URBAN_ATLAS,2015-09-05,2025-12-15
2016,CITY_HU_3813,HU,1889274,19.51,26.96,65.16,65.34,62.36,31.56,57.8,10.33,36.14,23.11,74.32,72.85,0,CITY_ADMIN_DATA,2015-10-12,2026-01-14
2017,CITY_LU_3850,LU,4313160,52.02,31.47,50.91,39.99,75.53,39.38,69.35,3.18,31.08,15.76,60.3,52.28,0,EEA_CITY_ENV_EXPORT,2015-11-18,2025-01-26
2018,CITY_RO_3887,RO,4496442,32.94,9.53,82.6,78.64,63.67,26.45,40.04,9.18,45.86,12.16,59.11,48.58,0,URBAN_AUDIT,2015-12-25,2024-05-15
2019,CITY_AT_3924,AT,6113397,50.35,33.92,93.88,55.38,47.6,75.12,15.92,17.8,60.59,19.97,62.96,82.67,0,COPERNICUS_URBAN_ATLAS,2016-01-31,2024-07-25
2020,CITY_CZ_3961,CZ,4635253,24.19,10.6,44.69,25.01,48.06,86.04,71.95,4.2,20.03,9.51,58.01,50.64,0,CITY_ADMIN_DATA,2016-03-08,2025-03-25
2021,CITY_DE_3998,DE,3602579,36.21,37.81,67.82,37.84,64.59,59.7,36.81,3.83,69.03,13.84,82.98,51.05,1,EEA_CITY_ENV_EXPORT,2016-04-14,2025-03-22
2022,CITY_LV_4035,LV,5347095,49.86,21.06,80.41,54.69,70.34,28.19,46.33,7.08,58.43,23.73,88.33,70.14,1,URBAN_AUDIT,2016-05-21,2024-08-14
2023,CITY_PL_4072,PL,893426,54.76,29.47,73.98,64.36,70.47,73.22,58.73,7.65,40.26,21.14,88.42,85.32,0,COPERNICUS_URBAN_ATLAS,2016-06-27,2025-11-08
2024,CITY_ES_4109,ES,7479548,40.31,10.61,69.81,73.33,51.2,38.33,63.64,14.51,48.74,5.79,72.94,90.22,1,CITY_ADMIN_DATA,2016-08-03,2024-08-07
2025,CITY_HR_4146,HR,4292314,20.5,18.94,91.21,52.66,40.42,54.73,58.24,4.58,37.48,9.72,69.68,79.67,0,EEA_CITY_ENV_EXPORT,2016-09-09,2024-10-01
2006,CITY_FI_4183,FI,2481395,15.76,25.91,80.2,64.8,72.37,53.72,67.38,17.71,24.11,13.08,65.39,59.22,0,URBAN_AUDIT,2016-10-16,2024-07-08
2007,CITY_IE_4220,IE,3249192,20.44,29.41,48.12,68.97,41.76,80.03,48.77,6.68,39.38,16.1,66.46,59.66,0,COPERNICUS_URBAN_ATLAS,2016-11-22,2025-04-11
2008,CITY_MT_4257,MT,2568254,58.46,29.76,55.02,61.6,36.04,41.1,25.53,14.86,50.18,22.97,65.13,59.12,0,CITY_ADMIN_DATA,2016-12-29,2025-11-22
2009,CITY_SK_4294,SK,1016639,26.78,23.95,84.66,71.21,70.08,66.92,47.94,14.83,19.89,8.1,72.94,36.82,0,EEA_CITY_ENV_EXPORT,2017-02-04,2025-10-31
2010,CITY_BE_4331,BE,3224216,11.07,27.36,51.1,72.81,61.09,78.3,42.92,14.51,49.74,23.58,51.78,53.66,0,URBAN_AUDIT,2017-03-13,2026-02-22
2011,CITY_DK_4368,DK,2518079,35.82,15.8,54.83,55.63,77.92,48.23,38.94,18.02,51.35,23.67,87.85,79.25,0,COPERNICUS_URBAN_ATLAS,2017-04-19,2024-04-17
2012,CITY_GR_4405,GR,5321058,45.66,31.16,79.6,34.68,77.45,75.73,56.07,13.84,32.51,7.75,62.41,68.84,0,CITY_ADMIN_DATA,2017-05-26,2024-07-28
2013,CITY_LT_4442,LT,2481577,12.0,13.84,86.99,56.33,85.24,35.74,17.17,11.65,33.35,6.12,83.21,71.6,0,EEA_CITY_ENV_EXPORT,2017-07-02,2024-03-18
2014,CITY_PT_4479,PT,1503623,25.96,7.61,54.42,67.29,53.87,59.18,87.45,7.6,50.28,23.88,93.14,44.53,0,URBAN_AUDIT,2017-08-08,2025-10-16
2015,CITY_SE_4516,SE,3364986,40.74,19.41,93.35,29.27,50.07,28.81,27.7,11.8,56.65,11.24,52.83,58.86,0,COPERNICUS_URBAN_ATLAS,2017-09-14,2025-07-31
2016,CITY_CY_4553,CY,3307773,16.04,26.65,52.85,60.92,55.07,75.87,35.1,6.14,24.43,23.46,83.69,55.83,0,CITY_ADMIN_DATA,2017-10-21,2024-12-04
2017,CITY_FR_4590,FR,113865,54.43,16.59,72.88,79.97,49.86,25.34,48.18,13.92,25.74,11.48,46.53,70.63,0,EEA_CITY_ENV_EXPORT,2017-11-27,2024-10-25
2018,CITY_IT_4627,IT,6675795,15.76,8.85,84.06,41.8,70.32,73.2,86.66,8.37,36.83,7.48,54.98,62.22,0,URBAN_AUDIT,2018-01-03,2024-12-19
2019,CITY_NL_4664,NL,1070054,44.81,31.73,82.7,44.5,63.32,44.67,71.71,18.81,22.7,16.2,77.43,89.69,0,COPERNICUS_URBAN_ATLAS,2018-02-09,2024-12-29
2020,CITY_SI_4701,SI,494043,23.48,12.53,78.79,70.46,40.64,40.27,23.99,13.76,55.54,15.47,36.16,87.92,0,CITY_ADMIN_DATA,2018-03-18,2025-06-11
2021,CITY_BG_4738,BG,6118266,44.85,21.65,88.73,37.39,34.75,40.33,71.51,8.75,41.81,24.39,61.89,87.82,0,EEA_CITY_ENV_EXPORT,2018-04-24,2024-02-17
2022,CITY_EE_4775,EE,1831968,47.64,29.74,75.57,61.95,72.16,62.52,58.2,2.57,46.19,22.08,82.77,44.33,0,URBAN_AUDIT,2018-05-31,2025-10-29
2023,CITY_HU_4812,HU,2658293,60.38,38.22,50.62,28.29,35.91,32.61,22.01,14.09,36.6,24.51,74.59,78.23,0,COPERNICUS_URBAN_ATLAS,2018-07-07,2025-02-28
2024,CITY_LU_4849,LU,5743005,44.42,26.16,61.4,23.97,51.34,28.5,30.76,6.15,20.22,23.63,96.12,53.48,1,CITY_ADMIN_DATA,2018-08-13,2025-12-30
2025,CITY_RO_4886,RO,3861300,20.39,29.09,69.98,38.75,48.1,72.86,52.45,6.14,50.93,31.31,66.66,57.42,0,EEA_CITY_ENV_EXPORT,2018-09-19,2025-06-09
2006,CITY_AT_4923,AT,3446697,52.75,19.52,81.75,26.87,70.59,74.76,45.3,1.48,28.38,7.24,85.94,54.05,0,URBAN_AUDIT,2018-10-26,2025-04-24
2007,CITY_CZ_4960,CZ,1222402,13.07,23.17,94.45,35.79,63.22,33.83,75.12,4.96,18.91,10.23,64.11,40.79,0,COPERNICUS_URBAN_ATLAS,2018-12-02,2024-08-03
2008,CITY_DE_4997,DE,1887844,58.59,18.65,70.27,42.18,78.27,72.3,50.77,17.93,40.65,6.39,73.95,79.99,0,CITY_ADMIN_DATA,2019-01-08,2024-04-24
2009,CITY_LV_5034,LV,2349947,31.36,26.26,54.83,65.68,68.12,47.65,52.76,17.09,30.19,18.24,96.96,36.07,0,EEA_CITY_ENV_EXPORT,2019-02-14,2025-03-26
2010,CITY_PL_5071,PL,652632,39.3,37.65,82.1,40.09,53.37,55.71,22.51,16.85,46.45,9.56,94.78,54.99,0,URBAN_AUDIT,2019-03-23,2025-03-01
2011,CITY_ES_5108,ES,3429536,12.91,31.43,92.73,41.24,78.44,27.5,39.31,18.53,51.32,6.03,74.06,44.48,0,COPERNICUS_URBAN_ATLAS,2019-04-29,2025-01-06
2012,CITY_HR_5145,HR,4695250,49.27,17.78,71.38,77.25,81.89,27.1,64.4,13.82,23.4,23.94,45.02,69.85,0,CITY_ADMIN_DATA,2019-06-05,2024-05-05
2013,CITY_FI_5182,FI,3438774,22.06,23.57,91.63,77.42,58.18,68.87,23.18,8.3,17.49,7.78,92.89,65.28,0,EEA_CITY_ENV_EXPORT,2019-07-12,2024-05-27
2014,CITY_IE_5219,IE,965916,48.32,15.29,74.96,36.07,74.01,30.12,42.46,18.38,45.41,25.3,81.07,60.39,0,URBAN_AUDIT,2019-08-18,2024-01-15
2015,CITY_MT_5256,MT,1463128,12.26,24.41,63.97,61.07,59.35,64.84,69.1,2.31,46.17,8.68,94.06,50.63,0,COPERNICUS_URBAN_ATLAS,2019-09-24,2024-06-27
2016,CITY_SK_5293,SK,4720505,29.46,28.77,60.1,47.27,60.45,74.93,25.85,10.03,18.5,15.52,50.11,74.07,0,CITY_ADMIN_DATA,2019-10-31,2025-07-31
2017,CITY_BE_5330,BE,4904708,52.34,18.75,83.16,35.37,69.19,63.79,42.78,16.96,40.96,9.44,43.89,55.92,0,EEA_CITY_ENV_EXPORT,2019-12-07,2025-02-06
2018,CITY_DK_5367,DK,5557973,51.53,33.01,48.98,52.28,47.82,42.7,63.82,4.58,39.13,12.43,73.16,74.14,0,URBAN_AUDIT,2020-01-13,2025-11-30
2019,CITY_GR_5404,GR,4362539,25.85,30.88,91.19,47.01,78.06,49.35,73.01,10.57,29.04,13.92,80.02,67.2,0,COPERNICUS_URBAN_ATLAS,2020-02-19,2024-02-08
2020,CITY_LT_5441,LT,2838291,52.88,11.74,56.57,41.14,42.38,33.09,46.56,16.68,32.56,8.98,43.68,36.03,0,CITY_ADMIN_DATA,2020-03-27,2025-01-23
2021,CITY_PT_5478,PT,5544853,33.81,16.34,62.41,44.6,86.3,37.54,20.84,3.28,25.72,21.32,91.37,78.01,0,EEA_CITY_ENV_EXPORT,2020-05-03,2024-07-06
2022,CITY_SE_5515,SE,3780891,24.7,31.97,52.92,68.41,72.82,53.15,69.55,9.54,41.73,16.45,88.46,79.59,0,URBAN_AUDIT,2020-06-09,2025-12-29
2023,CITY_CY_5552,CY,585720,19.49,32.03,52.74,70.46,38.8,69.44,73.08,16.59,31.35,17.38,60.12,45.56,0,COPERNICUS_URBAN_ATLAS,2020-07-16,2024-04-17
2024,CITY_FR_5589,FR,1270779,36.88,33.82,93.64,74.35,46.82,78.43,71.5,1.81,40.94,22.6,92.4,37.32,0,CITY_ADMIN_DATA,2020-08-22,2025-05-07
2025,CITY_IT_5626,IT,6031512,50.03,21.41,89.65,76.13,38.44,62.62,26.4,17.35,51.5,8.42,63.01,60.85,1,EEA_CITY_ENV_EXPORT,2020-09-28,2025-01-07
2006,CITY_NL_5663,NL,717690,25.07,8.18,57.01,65.34,39.92,68.33,75.83,11.26,39.51,6.22,91.42,45.3,0,URBAN_AUDIT,2020-11-04,2025-05-18
2007,CITY_SI_5700,SI,4079872,51.54,9.07,53.45,31.12,37.06,60.82,42.19,14.9,57.33,8.11,41.9,63.14,0,COPERNICUS_URBAN_ATLAS,2020-12-11,2024-02-17
2008,CITY_BG_5737,BG,4118950,29.22,22.23,91.61,75.33,65.96,69.16,44.35,3.24,44.0,30.44,53.09,63.38,0,CITY_ADMIN_DATA,2021-01-17,2025-05-01
2009,CITY_EE_5774,EE,3764016,15.28,13.15,58.72,73.85,80.61,59.27,40.71,7.18,37.5,11.01,82.99,51.29,0,EEA_CITY_ENV_EXPORT,2021-02-23,2024-12-02
2010,CITY_HU_5811,HU,5169598,55.15,22.88,89.23,51.15,49.33,58.57,26.39,11.32,34.05,19.65,43.53,72.95,0,URBAN_AUDIT,2021-04-01,2024-09-04
2011,CITY_LU_5848,LU,191733,23.22,27.06,54.51,27.21,83.48,55.36,20.58,0.96,32.94,19.19,36.97,47.3,0,COPERNICUS_URBAN_ATLAS,2021-05-08,2024-01-22
2012,CITY_RO_5885,RO,3179279,43.68,15.84,50.38,78.34,37.45,28.51,40.73,15.69,30.22,17.48,48.49,45.52,0,CITY_ADMIN_DATA,2021-06-14,2024-06-08
2013,CITY_AT_5922,AT,1344470,42.23,12.72,59.12,51.42,73.44,55.0,67.19,5.04,67.25,21.08,75.52,75.94,0,EEA_CITY_ENV_EXPORT,2021-07-21,2024-01-28
2014,CITY_CZ_5959,CZ,478383,60.91,15.33,51.09,24.42,50.2,43.1,62.54,8.67,24.79,25.13,66.99,34.45,0,URBAN_AUDIT,2021-08-27,2025-09-27
2015,CITY_DE_5996,DE,1363266,18.64,22.63,80.5,74.18,61.7,65.24,20.11,10.39,64.16,7.19,91.35,59.57,0,COPERNICUS_URBAN_ATLAS,2021-10-03,2024-02-05
2016,CITY_LV_0033,LV,4974989,48.44,30.82,87.73,63.6,63.93,82.95,27.53,17.51,32.04,8.44,44.08,33.76,0,CITY_ADMIN_DATA,2021-11-09,2024-06-20
2017,CITY_PL_0070,PL,6765193,54.02,31.76,74.2,77.45,63.71,66.04,57.27,5.66,24.07,18.73,54.28,70.19,0,EEA_CITY_ENV_EXPORT,2021-12-16,2025-07-12
2018,CITY_ES_0107,ES,3414581,31.52,23.86,50.59,45.63,71.23,51.95,91.72,12.07,17.32,12.27,78.24,53.17,0,URBAN_AUDIT,2022-01-22,2025-03-29
2019,CITY_HR_0144,HR,774625,39.28,14.75,49.81,37.19,46.43,29.85,72.64,12.12,49.5,7.09,68.3,40.73,0,COPERNICUS_URBAN_ATLAS,2022-02-28,2025-01-07
2020,CITY_FI_0181,FI,5460877,30.94,34.99,94.64,78.14,37.79,86.63,48.04,15.32,40.59,6.6,59.33,86.72,0,CITY_ADMIN_DATA,2022-04-06,2025-05-06
2021,CITY_IE_0218,IE,674875,54.48,19.22,86.7,57.66,38.02,67.67,19.23,11.33,38.21,26.45,66.1,77.81,0,EEA_CITY_ENV_EXPORT,2022-05-13,2025-01-29
2022,CITY_MT_0255,MT,5666453,53.63,17.96,84.74,73.89,36.33,80.37,29.1,4.05,34.18,24.47,89.63,89.63,0,URBAN_AUDIT,2022-06-19,2025-01-30
2023,CITY_SK_0292,SK,4932060,25.06,26.57,75.36,37.8,68.59,64.46,25.18,9.42,30.25,14.17,95.76,56.19,0,COPERNICUS_URBAN_ATLAS,2022-07-26,2024-02-29
2024,CITY_BE_0329,BE,4773958,16.84,11.58,85.46,36.94,35.35,51.64,56.69,10.35,72.72,23.5,47.26,84.05,1,CITY_ADMIN_DATA,2022-09-01,2024-09-21
2025,CITY_DK_0366,DK,4748025,63.22,30.29,52.36,40.54,92.77,76.08,43.61,5.87,41.92,15.35,51.86,70.09,0,EEA_CITY_ENV_EXPORT,2022-10-08,2025-12-17
2006,CITY_GR_0403,GR,3628560,55.77,29.93,61.58,33.04,42.13,46.42,27.02,15.5,57.83,23.53,67.4,60.99,0,URBAN_AUDIT,2022-11-14,2024-04-15
2007,CITY_LT_0440,LT,4722683,51.04,10.1,43.46,77.75,73.5,70.75,42.93,13.63,41.66,23.1,46.72,64.76,0,COPERNICUS_URBAN_ATLAS,2022-12-21,2024-11-30
2008,CITY_PT_0477,PT,5651813,59.06,25.96,54.09,71.89,47.7,42.07,54.11,17.47,43.13,7.41,99.17,75.1,0,CITY_ADMIN_DATA,2023-01-27,2024-07-27
2009,CITY_SE_0514,SE,5085710,25.96,13.77,62.18,38.0,50.4,23.46,70.82,17.58,56.8,11.38,87.93,46.08,0,EEA_CITY_ENV_EXPORT,2023-03-05,2025-08-16
2010,CITY_CY_0551,CY,2978717,18.84,24.11,64.25,31.59,48.17,39.07,97.14,14.53,46.09,15.96,46.82,65.28,0,URBAN_AUDIT,2023-04-11,2025-07-29
2011,CITY_FR_0588,FR,1102849,60.72,16.54,46.51,59.87,74.93,39.05,53.01,12.14,35.57,10.18,99.98,48.48,0,COPERNICUS_URBAN_ATLAS,2023-05-18,2025-12-26
2012,CITY_IT_0625,IT,175124,23.3,32.0,94.28,44.74,76.54,36.13,61.34,12.11,28.94,8.74,63.53,54.57,0,CITY_ADMIN_DATA,2023-06-24,2024-09-26
2013,CITY_NL_0662,NL,2801813,44.45,21.05,84.69,78.88,56.62,60.81,15.81,2.18,54.9,16.14,58.04,62.93,0,EEA_CITY_ENV_EXPORT,2023-07-31,2025-08-10
2014,CITY_SI_0699,SI,1011883,55.12,27.41,58.11,60.52,38.01,33.65,41.09,3.41,20.95,26.45,38.53,65.7,0,URBAN_AUDIT,2023-09-06,2025-07-14
2015,CITY_BG_0736,BG,100766,49.67,34.74,53.73,80.87,83.73,59.61,20.49,16.06,34.34,30.46,58.99,46.03,0,COPERNICUS_URBAN_ATLAS,2023-10-13,2025-04-05
2016,CITY_EE_0773,EE,4757626,47.22,23.98,62.09,56.1,61.2,87.26,31.93,4.86,31.8,19.82,93.26,78.98,0,CITY_ADMIN_DATA,2023-11-19,2025-12-15
2017,CITY_HU_0810,HU,1752528,40.34,27.52,89.65,31.43,44.99,35.19,21.56,16.32,32.33,7.44,58.87,42.51,0,EEA_CITY_ENV_EXPORT,2023-12-26,2024-11-29
2018,CITY_LU_0847,LU,1444758,10.27,25.55,72.44,46.1,45.95,76.45,71.34,10.33,25.45,15.46,42.54,86.98,0,URBAN_AUDIT,2024-02-01,2024-01-07
2019,CITY_RO_0884,RO,4898445,37.8,12.27,66.27,33.21,86.76,43.44,23.14,7.2,45.82,9.42,40.18,36.47,0,COPERNICUS_URBAN_ATLAS,2024-03-09,2025-11-20
2020,CITY_AT_0921,AT,596057,57.65,35.39,91.9,66.59,62.76,24.35,38.38,3.8,39.43,16.5,77.29,60.98,0,CITY_ADMIN_DATA,2024-04-15,2024-01-10
2021,CITY_CZ_0958,CZ,2389894,55.62,16.22,83.33,43.21,72.94,61.4,25.24,11.43,19.58,22.94,73.83,70.82,0,EEA_CITY_ENV_EXPORT,2024-05-22,2025-07-20
2022,CITY_DE_0995,DE,1819252,19.33,32.04,52.99,30.06,51.83,48.32,75.35,13.99,71.37,6.92,100.0,74.68,0,URBAN_AUDIT,2024-06-28,2025-05-20
2023,CITY_LV_1032,LV,2472692,59.44,9.98,84.71,44.75,57.48,32.72,59.16,12.9,45.89,19.6,57.76,50.16,0,COPERNICUS_URBAN_ATLAS,2024-08-04,2025-02-06
2024,CITY_PL_1069,PL,4454512,56.21,10.97,56.6,73.53,49.15,66.47,36.98,5.62,23.45,9.56,42.98,54.11,1,CITY_ADMIN_DATA,2024-09-10,2024-11-09
2025,CITY_ES_1106,ES,6448982,16.95,28.31,62.16,69.8,38.86,56.14,96.78,9.88,46.54,6.06,42.56,83.97,0,EEA_CITY_ENV_EXPORT,2024-10-17,2025-02-09
2006,CITY_HR_1143,HR,2896523,55.28,15.34,70.63,26.61,48.27,37.29,64.19,18.01,31.49,17.53,90.49,73.72,0,URBAN_AUDIT,2024-11-23,2025-08-07
2007,CITY_FI_1180,FI,3695457,42.33,15.29,74.36,38.2,94.72,79.64,48.22,2.89,33.83,6.68,65.28,77.68,0,COPERNICUS_URBAN_ATLAS,2024-12-30,2025-04-28
2008,CITY_IE_1217,IE,5301161,9.29,18.59,69.67,61.78,78.88,33.33,22.37,4.17,39.64,16.88,99.55,38.84,0,CITY_ADMIN_DATA,2025-02-05,2024-08-31
2009,CITY_MT_1254,MT,2487549,12.68,29.68,80.69,77.04,42.54,30.14,61.71,18.96,45.71,5.71,51.34,71.05,0,EEA_CITY_ENV_EXPORT,2025-03-14,2024-05-22
2010,CITY_SK_1291,SK,3500532,40.35,17.18,49.36,56.48,48.67,50.34,35.89,6.43,45.48,7.44,65.24,58.94,0,URBAN_AUDIT,2025-04-20,2025-12-06
2011,CITY_BE_1328,BE,4101857,8.4,21.4,62.98,73.34,52.35,73.83,39.19,22.89,40.06,12.37,85.54,63.34,0,COPERNICUS_URBAN_ATLAS,2025-05-27,2024-10-03
2012,CITY_DK_1365,DK,4641471,63.8,9.13,79.78,33.41,96.07,62.12,74.31,12.84,29.97,15.01,62.53,78.17,0,CITY_ADMIN_DATA,2025-07-03,2025-11-04
2013,CITY_GR_1402,GR,164185,55.85,27.39,75.83,80.03,66.59,50.81,26.68,8.01,36.18,9.01,50.07,42.05,0,EEA_CITY_ENV_EXPORT,2025-08-09,2024-05-21
2014,CITY_LT_1439,LT,4504109,15.44,32.12,97.14,63.97,83.14,42.26,62.84,3.17,57.85,24.25,66.73,61.62,0,URBAN_AUDIT,2025-09-15,2024-01-18
2015,CITY_PT_1476,PT,1031814,59.99,14.28,67.86,51.81,40.46,53.73,27.74,12.79,26.22,11.76,54.67,64.65,0,COPERNICUS_URBAN_ATLAS,2025-10-22,2025-08-17
2016,CITY_SE_1513,SE,769578,23.8,8.33,50.93,43.59,53.68,69.35,71.34,6.36,42.7,15.38,97.71,83.64,0,CITY_ADMIN_DATA,2025-11-28,2024-12-29
2017,CITY_CY_1550,CY,1892255,34.67,19.12,54.17,63.28,75.66,50.6,33.28,4.88,18.72,15.71,87.38,78.19,0,EEA_CITY_ENV_EXPORT,2026-01-04,2024-08-18
2018,CITY_FR_1587,FR,4878549,13.32,9.86,44.23,74.12,39.15,51.78,57.18,10.61,55.07,10.12,46.31,40.34,0,URBAN_AUDIT,2026-02-10,2025-03-05
2019,CITY_IT_1624,IT,1532616,45.38,15.87,54.26,72.17,73.13,74.32,93.4,17.1,39.48,7.32,53.34,64.5,0,COPERNICUS_URBAN_ATLAS,2010-01-22,2024-10-08
2020,CITY_NL_1661,NL,5039360,39.99,10.39,76.44,40.69,39.6,38.47,32.24,10.16,56.21,18.76,47.12,68.41,0,CITY_ADMIN_DATA,2010-02-28,2025-09-02
2021,CITY_SI_1698,SI,2461810,37.87,13.61,48.34,77.4,75.98,37.04,33.05,15.1,48.51,7.12,75.56,76.55,0,EEA_CITY_ENV_EXPORT,2010-04-06,2024-03-19
2022,CITY_BG_1735,BG,6034702,28.99,30.73,50.5,57.22,42.37,52.02,74.22,5.14,20.99,30.65,69.11,42.55,0,URBAN_AUDIT,2010-05-13,2024-03-25
2023,CITY_EE_1772,EE,1697078,52.81,15.67,83.44,54.01,68.33,25.43,17.82,4.33,51.77,26.07,78.56,86.46,0,COPERNICUS_URBAN_ATLAS,2010-06-19,2025-10-25
2024,CITY_HU_1809,HU,1392233,30.89,24.45,62.17,27.17,60.58,84.76,51.14,18.56,39.46,14.29,73.22,42.77,0,CITY_ADMIN_DATA,2010-07-26,2025-06-29
2025,CITY_LU_1846,LU,5263119,59.27,30.93,56.28,65.54,48.05,77.08,55.64,16.5,19.17,6.05,54.01,56.82,0,EEA_CITY_ENV_EXPORT,2010-09-01,2025-06-25
2006,CITY_RO_1883,RO,3504655,21.85,27.55,92.53,26.72,59.89,83.91,62.69,1.98,41.06,19.36,61.02,52.34,0,URBAN_AUDIT,2010-10-08,2024-01-01
2007,CITY_AT_1920,AT,133470,31.69,33.99,86.32,73.8,40.36,70.85,26.91,3.54,26.76,9.08,43.12,75.12,0,COPERNICUS_URBAN_ATLAS,2010-11-14,2024-05-26
2008,CITY_CZ_1957,CZ,1914151,18.86,13.95,66.4,53.0,77.31,85.14,19.01,1.68,41.22,24.32,63.8,76.37,0,CITY_ADMIN_DATA,2010-12-21,2025-12-21
2009,CITY_DE_1994,DE,1294783,15.82,16.3,72.57,51.0,77.04,42.12,21.23,18.87,35.69,23.64,95.22,79.06,0,EEA_CITY_ENV_EXPORT,2011-01-27,2024-08-27
2010,CITY_LV_2031,LV,881042,22.05,22.89,57.79,58.57,48.81,70.49,72.09,16.51,39.48,6.53,94.97,69.15,0,URBAN_AUDIT,2011-03-05,2024-02-17
2011,CITY_PL_2068,PL,3060516,35.02,9.95,86.49,55.1,75.59,24.37,75.55,11.9,48.65,8.31,97.94,56.57,0,COPERNICUS_URBAN_ATLAS,2011-04-11,2025-10-18
2012,CITY_ES_2105,ES,1704595,57.84,28.14,49.57,40.67,41.07,33.61,76.53,4.77,49.79,18.08,39.78,33.77,0,CITY_ADMIN_DATA,2011-05-18,2024-02-12
2013,CITY_HR_2142,HR,2254645,42.68,24.19,57.37,63.26,46.59,23.82,18.05,15.48,47.09,21.86,97.04,50.46,0,EEA_CITY_ENV_EXPORT,2011-06-24,2024-10-17
2014,CITY_FI_2179,FI,941627,11.24,27.16,90.74,70.47,51.29,66.39,74.96,3.83,17.03,6.25,39.02,52.58,0,URBAN_AUDIT,2011-07-31,2024-06-14
2015,CITY_IE_2216,IE,3902616,28.18,15.08,77.99,36.44,38.1,84.63,42.21,6.52,46.78,12.54,51.3,49.92,0,COPERNICUS_URBAN_ATLAS,2011-09-06,2024-06-08
2016,CITY_MT_2253,MT,5343353,18.66,27.29,61.93,54.05,49.99,84.54,30.56,8.44,47.81,9.81,87.89,60.53,0,CITY_ADMIN_DATA,2011-10-13,2024-02-17
2017,CITY_SK_2290,SK,2261917,10.46,18.68,53.15,78.85,58.44,24.64,29.03,15.2,26.68,26.01,72.18,75.53,0,EEA_CITY_ENV_EXPORT,2011-11-19,2024-01-08
2018,CITY_BE_2327,BE,2052842,29.94,19.78,78.37,46.01,70.1,66.5,75.66,3.42,26.04,10.42,65.48,81.99,0,URBAN_AUDIT,2011-12-26,2024-08-27
2019,CITY_DK_2364,DK,594748,40.48,20.77,86.05,87.76,52.48,57.44,25.23,12.07,28.13,19.1,48.13,89.92,0,COPERNICUS_URBAN_ATLAS,2012-02-01,2025-03-07
2020,CITY_GR_2401,GR,3441623,27.26,24.23,63.31,71.17,72.44,54.52,71.96,7.78,47.21,25.98,82.8,77.65,0,CITY_ADMIN_DATA,2012-03-09,2025-08-06
2021,CITY_LT_2438,LT,615126,54.03,35.97,50.47,77.47,69.73,53.29,35.12,18.23,30.25,18.76,83.6,83.08,0,EEA_CITY_ENV_EXPORT,2012-04-15,2024-02-21
2022,CITY_PT_2475,PT,5802275,29.46,26.07,58.3,53.92,69.92,75.68,38.72,12.83,39.4,23.61,86.24,41.91,0,URBAN_AUDIT,2012-05-22,2025-07-11
2023,CITY_SE_2512,SE,5892103,28.03,7.77,78.15,82.72,70.18,79.63,42.99,3.31,53.11,11.61,83.41,60.9,1,COPERNICUS_URBAN_ATLAS,2012-06-28,2025-06-25
2024,CITY_CY_2549,CY,4148804,38.73,28.75,59.1,52.0,62.73,61.99,61.95,7.49,34.24,9.57,86.58,77.64,0,CITY_ADMIN_DATA,2012-08-04,2025-10-19
2025,CITY_FR_2586,FR,3512550,26.01,9.91,76.19,32.75,84.73,23.45,32.79,13.1,28.19,17.36,91.41,84.31,0,EEA_CITY_ENV_EXPORT,2012-09-10,2025-12-01
2006,CITY_IT_2623,IT,6396115,19.81,13.41,72.12,27.42,85.12,54.9,86.86,2.46,47.0,15.26,40.69,57.41,0,URBAN_AUDIT,2012-10-17,2024-07-20
2007,CITY_NL_2660,NL,5592679,30.07,14.27,74.34,61.88,64.2,32.38,64.2,19.05,29.99,17.98,61.55,77.39,0,COPERNICUS_URBAN_ATLAS,2012-11-23,2025-09-01
