trans_air_reference_month,trans_air_airport_code,trans_air_country_iso2,trans_air_route_pair_code,trans_air_flights_count,trans_air_passengers_count,trans_air_cargo_tonnes,trans_air_delay_minutes_avg,trans_air_cancellation_rate_pct,trans_air_saf_blend_pct,trans_air_co2e_emissions_tonnes,trans_air_ets_covered_flag,trans_air_eu261_claims_count,trans_air_noise_exposure_index,trans_air_ultra_fine_particles_index,trans_air_air_traffic_management_flow_delay_min,trans_air_eurocontrol_network_manager_flag,trans_air_data_source,trans_air_revision_round,trans_air_data_extract_date
2022-12,VIE,BG,VIE-OSL,62980,5741021,1521.79,20.01,1.002,2.109,1336665.85,0,15981,1.4216,1.2776,10021.18,1,CORSIA_REPORTING,BENCHMARK,2026-02-16
2023-01,ZRH,AT,ZRH-LGW,56403,4182395,193203.67,12.24,4.393,0.235,955873.53,1,22635,1.524,0.991,4980.95,1,EUROCONTROL_STATFOR,FLASH,2025-08-01
2023-02,STN,HR,STN-CDG,22204,1988098,241689.79,15.82,6.548,2.287,438019.46,1,2955,0.5715,0.8396,10817.17,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-07-07
2023-03,BUD,DK,BUD-PRG,17287,1691603,50292.4,27.85,0.99,1.722,245662.81,1,12874,1.3861,0.769,6277.8,1,EASA_ENV_REPORT,SECOND,2024-10-13
2023-04,FRA,HR,FRA-STN,32511,2568918,211966.15,4.58,2.721,2.276,355650.38,1,13341,0.9637,0.085,3802.64,0,CORSIA_REPORTING,BENCHMARK,2026-02-11
2023-05,DUB,HU,DUB-MAD,40592,2776002,43520.75,23.29,9.065,1.201,837602.52,1,28140,0.3821,1.8675,5354.84,1,EUROCONTROL_STATFOR,FLASH,2024-03-02
2023-06,PRG,LV,PRG-BRU,29951,2688758,111631.68,5.37,4.735,2.083,387161.93,0,14995,1.456,0.4135,2995.52,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-03-01
2023-07,HEL,SI,HEL-BER,63928,8849981,56836.93,7.53,2.784,1.505,1249542.9,0,81488,0.4926,1.1164,2843.1,1,EASA_ENV_REPORT,SECOND,2025-12-03
2023-08,MAN,PT,MAN-FCO,46790,2886874,96429.07,14.71,1.568,2.277,661385.12,1,17616,1.5183,1.1882,3572.15,1,CORSIA_REPORTING,BENCHMARK,2026-02-17
2023-09,HAM,GR,HAM-LIS,58138,10644467,20232.8,4.43,6.9,1.666,985973.99,0,117438,1.1424,1.7005,7797.74,1,EUROCONTROL_STATFOR,FLASH,2024-05-24
2023-10,CDG,MT,CDG-HAM,29295,4318344,110915.2,2.77,0.558,1.007,485905.5,1,25006,0.7006,1.263,3711.8,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-02-01
2023-11,MXP,ES,MXP-DUB,55407,5954566,184891.5,18.27,9.786,0.129,526848.26,0,11643,0.1415,1.2223,11728.22,1,EASA_ENV_REPORT,SECOND,2024-11-07
2023-12,WAW,CZ,WAW-ZRH,7109,951282,85461.0,7.02,2.905,0.224,101097.37,1,9382,0.7275,0.4775,6482.14,0,CORSIA_REPORTING,BENCHMARK,2025-01-29
2024-01,LIS,FR,LIS-SOF,27209,1497583,141357.47,23.77,5.859,1.468,435167.67,1,11080,1.0914,0.8234,873.98,1,EUROCONTROL_STATFOR,FLASH,2024-12-08
2024-02,LGW,HU,LGW-ARN,15346,1759059,187975.19,22.75,0.29,2.056,268336.33,1,11772,0.7996,2.1357,9300.15,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-03-11
2024-03,MUC,SE,MUC-LHR,67979,6213649,146619.67,24.85,8.938,1.883,705200.12,1,44459,0.3897,1.6503,11895.74,1,EASA_ENV_REPORT,SECOND,2024-05-06
2024-04,AMS,DK,AMS-AMS,43259,5315811,24491.91,9.01,3.971,0.055,518458.46,1,2032,0.5975,1.1251,8199.56,1,CORSIA_REPORTING,BENCHMARK,2025-11-12
2024-05,FCO,PT,FCO-WAW,47722,4342237,197855.71,19.29,7.806,0.846,517193.73,1,33053,1.6686,1.2061,14867.49,1,EUROCONTROL_STATFOR,FLASH,2025-08-07
2024-06,OSL,PL,OSL-MAN,61337,8296943,200025.71,9.46,0.987,1.076,823673.59,1,47177,1.3963,0.149,8378.46,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-04-02
2024-07,ATH,AT,ATH-FRA,6054,872436,8943.5,2.49,6.14,0.812,113197.17,1,7409,0.691,1.2699,7963.71,0,EASA_ENV_REPORT,SECOND,2026-02-15
2024-08,LHR,EE,LHR-VIE,44546,6903071,243943.32,4.25,2.493,0.268,573082.24,1,59878,0.6168,1.6104,4355.0,1,CORSIA_REPORTING,BENCHMARK,2024-12-03
2024-09,BER,IT,BER-SXF,22519,2128808,194895.25,6.46,4.443,2.083,471016.24,1,8484,1.2481,0.1745,1705.04,1,EUROCONTROL_STATFOR,FLASH,2024-01-04
2024-10,OTP,PT,OTP-BCN,11635,1825204,171038.32,5.93,1.85,0.354,147094.11,1,7140,0.3083,2.0664,1335.57,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-01-08
2024-11,BCN,BE,BCN-ATH,24124,3196717,175604.98,6.17,1.203,1.699,330814.36,1,7182,1.3843,1.4142,4876.67,1,EASA_ENV_REPORT,SECOND,2025-09-07
2024-12,ARN,FI,ARN-MUC,30759,5191557,317649.22,15.4,3.276,0.493,312486.23,1,9473,1.7451,0.7504,8383.86,1,CORSIA_REPORTING,BENCHMARK,2025-05-31
2025-01,BRU,LV,BRU-MXP,52417,5441330,48718.88,16.23,5.757,0.825,618865.85,1,41118,1.5051,2.1467,3789.38,1,EUROCONTROL_STATFOR,FLASH,2024-04-03
2025-02,GVA,RO,GVA-HEL,41401,3640849,222429.94,15.3,5.24,1.062,823711.49,1,27979,1.7074,1.7613,266.5,0,AIRPORT_OPERATOR_REPORT,FIRST,2026-01-01
2025-03,SXF,SI,SXF-BUD,26671,2177322,60165.26,10.95,3.312,0.785,424328.2,0,17816,0.6704,0.7135,5579.01,1,EASA_ENV_REPORT,SECOND,2024-12-05
2025-04,SOF,FR,SOF-CPH,44328,3842847,304885.5,14.29,5.169,1.015,878783.24,1,45183,1.4555,0.161,8131.68,1,CORSIA_REPORTING,BENCHMARK,2024-05-13
2025-05,MAD,LT,MAD-GVA,35056,3572972,174184.01,6.54,6.544,1.836,368016.19,1,37391,1.3192,1.4301,738.04,1,EUROCONTROL_STATFOR,FLASH,2025-08-16
2025-06,CPH,DK,CPH-OTP,80363,6162133,194972.35,18.68,3.597,1.918,1706517.99,1,56020,1.7635,1.2001,7947.43,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-05-23
2025-07,VIE,HR,VIE-OSL,25005,2256723,231061.36,5.18,4.896,1.024,429344.18,0,17395,1.2489,0.616,5533.43,1,EASA_ENV_REPORT,SECOND,2024-02-17
2025-08,ZRH,DE,ZRH-LGW,55698,9272802,24289.98,22.48,6.228,1.093,1140030.09,0,41144,0.9615,0.5751,1579.38,0,CORSIA_REPORTING,BENCHMARK,2025-12-15
2025-09,STN,LU,STN-CDG,1516,198131,51154.48,24.91,8.284,1.245,22563.3,1,99,1.2683,0.7087,2228.97,1,EUROCONTROL_STATFOR,FLASH,2024-04-19
2025-10,BUD,SI,BUD-PRG,40807,3571856,77266.35,27.6,3.775,1.366,427585.34,1,3979,0.2644,1.9366,9447.31,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-12-08
2025-11,FRA,CY,FRA-STN,91544,5598803,129023.56,14.54,5.617,1.455,989981.53,1,30277,1.159,1.3028,5840.19,1,EASA_ENV_REPORT,SECOND,2025-10-26
2025-12,DUB,SI,DUB-MAD,56025,7139493,109206.25,9.17,2.319,1.031,777490.63,0,78603,1.3824,0.3152,5622.07,1,CORSIA_REPORTING,BENCHMARK,2026-02-02
2026-01,PRG,AT,PRG-BRU,30351,3132171,127061.32,6.47,6.541,0.431,329320.42,1,25266,0.3395,2.1278,7062.91,1,EUROCONTROL_STATFOR,FLASH,2025-09-08
2026-02,HEL,ES,HEL-BER,10462,983255,67493.42,9.72,5.71,0.139,212345.92,1,1789,0.5398,2.03,958.08,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-10-08
2026-03,MAN,DK,MAN-FCO,21835,2346623,152345.9,16.13,3.433,0.596,398088.53,1,25222,1.7228,1.393,11951.65,1,EASA_ENV_REPORT,SECOND,2024-11-14
2026-04,HAM,HU,HAM-LIS,18830,2920934,161666.28,4.9,2.923,0.592,390007.86,1,10326,0.5725,2.1258,6640.09,1,CORSIA_REPORTING,BENCHMARK,2024-08-19
2026-05,CDG,HU,CDG-HAM,11132,1676960,139771.7,2.46,6.866,0.268,136953.73,1,8360,0.4166,0.6252,3107.59,1,EUROCONTROL_STATFOR,FLASH,2025-01-17
2026-06,MXP,LV,MXP-DUB,78964,7964466,2839.1,15.04,2.491,1.417,1378599.29,1,71510,0.3974,0.7262,8240.44,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-01-26
2026-07,WAW,DK,WAW-ZRH,39053,4418684,149373.75,9.58,2.604,0.899,518892.88,1,2658,0.3353,1.1171,5098.77,1,EASA_ENV_REPORT,SECOND,2024-05-07
2026-08,LIS,IE,LIS-SOF,32810,1786489,79933.44,12.12,7.11,1.01,353373.08,1,21176,1.5617,1.6369,7445.73,1,CORSIA_REPORTING,BENCHMARK,2025-10-15
2026-09,LGW,PL,LGW-ARN,53366,2820834,27461.15,6.86,6.956,2.056,694875.43,1,13894,1.6961,0.4454,6580.36,1,EUROCONTROL_STATFOR,FLASH,2024-09-27
2026-10,MUC,AT,MUC-LHR,35272,2217866,75085.3,7.1,2.446,0.052,420117.75,1,20704,0.6397,0.3924,6866.14,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-08-24
2026-11,AMS,HR,AMS-AMS,14244,2261521,135063.61,5.6,3.961,2.104,280623.1,1,24457,1.0772,0.1062,5672.0,1,EASA_ENV_REPORT,SECOND,2024-01-04
2026-12,FCO,IT,FCO-WAW,37404,5523560,185677.84,12.26,0.415,0.371,385015.97,1,43749,1.2444,0.2283,8936.24,1,CORSIA_REPORTING,BENCHMARK,2024-02-20
2016-01,OSL,PT,OSL-MAN,56506,8333861,213517.21,16.84,4.388,0.122,1167691.78,1,89482,0.9904,0.5497,12679.38,1,EUROCONTROL_STATFOR,FLASH,2024-06-18
2016-02,ATH,BE,ATH-FRA,65457,11176833,133770.21,27.86,3.93,0.484,1301631.8,1,130973,0.5167,1.6754,14866.52,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-05-10
2016-03,LHR,LV,LHR-VIE,56870,4942936,181060.27,26.49,1.011,0.13,1162788.87,0,7054,0.9374,1.7479,2305.59,1,EASA_ENV_REPORT,SECOND,2025-04-28
2016-04,BER,LV,BER-SXF,64380,8646638,46867.66,5.94,5.936,0.807,719620.4,1,99716,1.7155,0.6289,6799.92,1,CORSIA_REPORTING,BENCHMARK,2024-08-14
2016-05,OTP,RO,OTP-BCN,12013,1649799,12906.44,12.86,0.477,0.605,187059.06,1,11452,1.4843,0.943,7232.28,1,EUROCONTROL_STATFOR,FLASH,2025-04-03
2016-06,BCN,SI,BCN-ATH,71921,5943012,52396.42,4.79,0.519,0.483,1564295.91,1,13149,0.7206,1.8396,6437.14,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-01-03
2016-07,ARN,AT,ARN-MUC,59908,3973221,87372.87,2.64,2.734,0.766,989091.48,1,37063,0.6318,0.3419,5351.89,0,EASA_ENV_REPORT,SECOND,2025-03-25
2016-08,BRU,HR,BRU-MXP,34367,2559012,157941.99,12.28,2.501,0.727,647336.89,1,13854,0.7456,0.4267,2016.74,1,CORSIA_REPORTING,BENCHMARK,2024-01-04
2016-09,GVA,SK,GVA-HEL,6276,678917,155113.94,18.86,2.324,0.169,97681.41,1,5582,1.5392,2.0143,3234.06,1,EUROCONTROL_STATFOR,FLASH,2024-06-23
2016-10,SXF,FR,SXF-BUD,101810,11517221,118199.94,6.28,4.266,0.328,1357438.17,1,116369,0.317,0.6115,2441.5,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-09-01
2016-11,SOF,HU,SOF-CPH,42070,2277311,34330.55,19.67,7.91,0.666,819947.07,1,13218,0.4235,1.405,11889.76,0,EASA_ENV_REPORT,SECOND,2025-10-21
2016-12,MAD,LU,MAD-GVA,53762,6035945,238241.84,4.66,0.932,0.66,650983.99,1,8609,1.5419,0.9856,7937.25,1,CORSIA_REPORTING,BENCHMARK,2024-07-02
2017-01,CPH,MT,CPH-OTP,18638,933780,247560.23,24.55,9.711,0.185,184096.7,1,3190,1.7802,1.0815,11155.85,1,EUROCONTROL_STATFOR,FLASH,2024-10-12
2017-02,VIE,PT,VIE-OSL,45535,4259481,45714.43,23.77,1.813,0.214,742716.47,1,26939,1.596,0.4552,3461.2,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-01-19
2017-03,ZRH,GR,ZRH-LGW,18122,1897556,225612.19,8.86,6.896,0.056,274245.91,1,5917,0.8102,0.893,882.48,1,EASA_ENV_REPORT,SECOND,2024-10-20
2017-04,STN,MT,STN-CDG,21382,1686010,166534.62,2.84,0.914,0.076,396644.9,0,10205,0.0549,2.0189,1904.01,1,CORSIA_REPORTING,BENCHMARK,2025-05-14
2017-05,BUD,ES,BUD-PRG,47849,2575083,130931.76,4.82,2.431,0.541,517581.32,1,6568,0.3642,0.7192,6571.21,1,EUROCONTROL_STATFOR,FLASH,2026-01-08
2017-06,FRA,DK,FRA-STN,36588,3669196,172556.72,24.2,3.688,0.483,529092.98,1,27410,1.0866,0.6895,9101.51,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-06-08
2017-07,DUB,FR,DUB-MAD,28784,3220316,214446.24,3.29,2.626,0.295,297345.58,1,36681,1.6685,0.1192,3923.6,1,EASA_ENV_REPORT,SECOND,2025-02-22
2017-08,PRG,NL,PRG-BRU,11748,1097001,189709.83,26.99,7.523,0.088,201362.98,1,11272,0.9609,0.5588,14332.01,1,CORSIA_REPORTING,BENCHMARK,2025-05-23
2017-09,HEL,LV,HEL-BER,59875,4780024,123638.77,15.07,0.992,0.255,1161040.44,1,4057,1.3269,1.4892,779.81,1,EUROCONTROL_STATFOR,FLASH,2025-10-04
2017-10,MAN,MT,MAN-FCO,39191,4455851,122795.76,17.07,6.805,0.685,565541.1,1,17710,0.7029,1.2014,9485.57,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-07-30
2017-11,HAM,PT,HAM-LIS,13173,1137008,208117.93,27.94,7.418,0.288,232918.3,1,10321,0.242,1.1333,7604.2,1,EASA_ENV_REPORT,SECOND,2024-09-01
2017-12,CDG,PL,CDG-HAM,53505,5255784,51727.95,27.76,1.234,0.699,995989.17,1,42674,1.0685,0.495,12144.66,1,CORSIA_REPORTING,BENCHMARK,2025-04-22
2018-01,MXP,AT,MXP-DUB,22164,1126801,42319.04,10.66,5.815,0.204,277782.61,1,1242,1.2821,2.1243,8232.07,1,EUROCONTROL_STATFOR,FLASH,2025-12-18
2018-02,WAW,EE,WAW-ZRH,46932,7131264,127039.76,16.65,1.956,0.464,563309.65,1,55612,0.2432,1.2854,7939.32,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-04-15
2018-03,LIS,DK,LIS-SOF,24413,2846688,102686.53,12.04,0.55,0.541,386236.24,1,17747,0.8651,1.1444,3595.44,0,EASA_ENV_REPORT,SECOND,2024-03-24
2018-04,LGW,PT,LGW-ARN,7230,504754,229244.13,13.96,0.782,0.378,97625.77,1,552,0.8379,1.2642,718.17,1,CORSIA_REPORTING,BENCHMARK,2024-03-26
2018-05,MUC,HU,MUC-LHR,27656,2836473,208036.97,24.47,3.785,0.449,316656.53,1,21508,0.0732,2.0746,3456.48,1,EUROCONTROL_STATFOR,FLASH,2025-04-17
2018-06,AMS,LV,AMS-AMS,11007,519030,141265.96,15.05,3.913,0.135,106576.93,0,1835,1.3325,0.0673,7664.88,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-03-02
2018-07,FCO,MT,FCO-WAW,11229,1109918,55580.45,3.73,5.473,0.355,181521.55,1,10411,1.5441,0.5208,3462.46,1,EASA_ENV_REPORT,SECOND,2024-07-26
2018-08,OSL,RO,OSL-MAN,41301,4645889,174102.97,20.51,1.773,0.483,627508.31,1,34651,0.5467,0.5132,13625.83,1,CORSIA_REPORTING,BENCHMARK,2026-01-13
2018-09,ATH,SI,ATH-FRA,69213,7452204,172151.07,21.22,2.934,0.325,1336891.94,1,7972,1.2006,0.3528,1489.75,1,EUROCONTROL_STATFOR,FLASH,2025-07-31
2018-10,LHR,FR,LHR-VIE,51156,3514795,138471.6,7.29,3.502,0.441,822334.87,1,25508,1.4954,2.0952,1573.01,0,AIRPORT_OPERATOR_REPORT,FIRST,2024-12-26
2018-11,BER,LT,BER-SXF,8986,1020812,237231.66,15.63,0.092,0.343,116889.1,1,6486,1.5166,0.5361,8687.76,1,EASA_ENV_REPORT,SECOND,2024-12-05
2018-12,OTP,SK,OTP-BCN,37956,2021953,166773.81,22.83,1.894,0.684,652334.59,1,5042,1.1221,0.2206,884.95,1,CORSIA_REPORTING,BENCHMARK,2025-06-30
2019-01,BCN,HR,BCN-ATH,16982,1249036,240934.61,16.24,7.142,0.653,184767.79,1,14263,0.2433,0.197,6828.76,1,EUROCONTROL_STATFOR,FLASH,2025-03-29
2019-02,ARN,HU,ARN-MUC,45121,7992562,92141.04,22.69,9.52,0.449,760488.64,1,7642,0.8535,0.0591,5807.96,0,AIRPORT_OPERATOR_REPORT,FIRST,2024-02-27
2019-03,BRU,LU,BRU-MXP,60793,6647974,211093.28,27.12,7.223,0.67,859167.36,1,78500,1.5857,0.6956,13614.97,1,EASA_ENV_REPORT,SECOND,2026-01-29
2019-04,GVA,MT,GVA-HEL,36788,2963647,260261.54,14.64,6.402,0.362,533197.83,0,24935,0.2934,2.0092,8330.39,1,CORSIA_REPORTING,BENCHMARK,2024-10-12
2019-05,SXF,CY,SXF-BUD,50508,6549643,278736.33,26.74,0.723,0.764,752324.45,0,25416,0.7895,1.0792,10057.0,1,EUROCONTROL_STATFOR,FLASH,2024-11-28
2019-06,SOF,SI,SOF-CPH,19925,2248048,128790.52,10.03,5.357,0.511,369234.13,1,14165,1.1689,0.7005,1400.46,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-03-23
2019-07,MAD,AT,MAD-GVA,52322,2934715,74749.76,4.76,1.657,0.081,995543.27,1,24048,0.4773,1.2467,5539.82,1,EASA_ENV_REPORT,SECOND,2026-02-13
2019-08,CPH,HR,CPH-OTP,55506,3660582,205911.03,10.84,1.732,0.022,1174063.42,1,16977,0.8844,1.9092,1346.31,1,CORSIA_REPORTING,BENCHMARK,2024-08-29
2019-09,VIE,DK,VIE-OSL,25294,3923608,163319.23,15.82,6.313,0.243,534520.9,1,3875,0.8947,1.7516,12514.46,1,EUROCONTROL_STATFOR,FLASH,2024-11-16
2019-10,ZRH,HU,ZRH-LGW,21551,1872233,51550.55,12.36,5.646,0.756,399695.86,0,3829,1.5842,0.1897,2473.81,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-02-13
2019-11,STN,NL,STN-CDG,13444,1584095,110946.51,2.4,2.569,0.145,167837.05,1,13827,0.4835,1.0629,8557.25,1,EASA_ENV_REPORT,SECOND,2024-10-21
2019-12,BUD,SE,BUD-PRG,61538,7794650,98786.45,11.83,7.076,0.512,1344587.07,1,8112,1.0825,1.1131,2278.63,1,CORSIA_REPORTING,BENCHMARK,2024-04-26
2020-01,FRA,MT,FRA-STN,38378,6125370,32953.64,18.37,0.304,0.043,486334.98,1,23850,1.1733,1.2716,8071.04,1,EUROCONTROL_STATFOR,FLASH,2024-08-02
2020-02,DUB,PT,DUB-MAD,6511,372902,252134.29,27.8,5.336,0.407,90160.95,1,3982,0.4451,0.4553,12188.22,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-02-21
2020-03,PRG,PL,PRG-BRU,31255,1437038,72649.48,11.75,2.452,0.246,334442.52,1,11038,1.5357,1.738,4880.68,1,EASA_ENV_REPORT,SECOND,2025-04-19
2020-04,HEL,AT,HEL-BER,40352,2388903,70549.56,25.38,0.911,0.514,471187.49,0,2845,0.5256,1.3131,1401.6,1,CORSIA_REPORTING,BENCHMARK,2025-12-20
2020-05,MAN,HR,MAN-FCO,41785,4470010,193020.24,27.37,4.62,0.601,615146.45,1,3018,1.6065,1.3284,13227.23,1,EUROCONTROL_STATFOR,FLASH,2024-06-16
2020-06,HAM,DK,HAM-LIS,18695,1816953,87567.2,13.99,5.951,0.022,289362.01,1,7010,0.4018,1.7423,6273.08,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-09-04
2020-07,CDG,FR,CDG-HAM,6027,349203,10765.89,12.71,1.601,0.359,67076.8,1,1079,1.3109,1.9036,2748.04,1,EASA_ENV_REPORT,SECOND,2025-10-16
2020-08,MXP,BE,MXP-DUB,25248,1913592,115306.6,14.97,1.937,0.58,548648.67,1,344,1.355,0.4959,4574.22,1,CORSIA_REPORTING,BENCHMARK,2025-06-03
2020-09,WAW,FI,WAW-ZRH,42949,3979046,207122.97,13.42,5.22,0.285,571821.25,0,15131,0.5837,1.8784,7681.33,1,EUROCONTROL_STATFOR,FLASH,2024-06-28
2020-10,LIS,LV,LIS-SOF,20973,2591288,169878.85,21.66,0.26,0.15,427405.96,1,13137,0.0643,1.4988,11672.19,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-08-10
2020-11,LGW,RO,LGW-ARN,8710,1097048,206116.91,11.59,3.566,0.44,105996.81,1,7197,1.7832,0.8428,4052.56,0,EASA_ENV_REPORT,SECOND,2025-12-26
2020-12,MUC,BG,MUC-LHR,61240,2970062,266663.52,22.6,6.052,0.217,1258616.12,1,2485,1.0134,0.1278,6893.37,1,CORSIA_REPORTING,BENCHMARK,2024-01-20
2021-01,AMS,FR,AMS-AMS,54331,5801105,62219.33,22.17,5.474,0.668,1007409.85,1,15517,1.7878,1.1446,3893.08,1,EUROCONTROL_STATFOR,FLASH,2024-04-24
2021-02,FCO,LT,FCO-WAW,47346,3237166,53539.65,22.05,5.531,0.22,571504.66,1,26680,1.2869,0.0529,8309.7,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-01-15
2021-03,OSL,DK,OSL-MAN,10938,969111,181749.92,25.22,3.317,0.292,181946.48,1,1372,1.6461,0.2452,1448.18,1,EASA_ENV_REPORT,SECOND,2025-01-01
2021-04,ATH,HR,ATH-FRA,72140,10992257,130345.4,6.35,2.241,0.315,1514057.7,1,12410,0.4209,2.16,550.88,1,CORSIA_REPORTING,BENCHMARK,2025-02-10
2021-05,LHR,DE,LHR-VIE,32650,4818098,230694.56,2.93,6.461,0.644,364870.69,1,20433,1.5641,1.2248,2468.96,1,EUROCONTROL_STATFOR,FLASH,2025-01-06
2021-06,BER,LU,BER-SXF,26513,3551025,140328.95,20.73,4.386,0.265,468887.24,1,34763,1.1713,0.7906,5964.28,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-05-02
2021-07,OTP,MT,OTP-BCN,3086,251674,170735.48,26.76,3.918,0.544,64723.72,1,1328,0.0782,2.0328,2211.15,1,EASA_ENV_REPORT,SECOND,2025-12-02
2021-08,BCN,PT,BCN-ATH,21478,2700405,88233.97,9.92,0.874,0.604,225730.53,1,10097,0.1712,0.7213,2372.52,1,CORSIA_REPORTING,BENCHMARK,2025-04-21
2021-09,ARN,SI,ARN-MUC,58762,5958514,171408.93,9.96,2.233,0.497,1105688.49,1,45452,1.0526,2.1852,104.79,1,EUROCONTROL_STATFOR,FLASH,2025-05-22
2021-10,BRU,AT,BRU-MXP,32806,1777447,70574.04,24.05,5.677,0.381,463818.54,0,11139,0.733,0.4646,7121.99,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-01-21
2021-11,GVA,ES,GVA-HEL,78137,4986533,252507.85,20.79,5.287,0.518,1425881.79,1,19390,0.4867,1.4867,1493.53,1,EASA_ENV_REPORT,SECOND,2025-01-06
2021-12,SXF,CZ,SXF-BUD,22728,1533011,150623.1,23.57,4.514,0.316,450413.84,1,17481,0.611,0.8046,2457.6,1,CORSIA_REPORTING,BENCHMARK,2025-02-01
2022-01,SOF,HU,SOF-CPH,86240,13520004,164915.66,7.24,1.081,1.46,1416563.9,0,34395,0.694,1.0529,3585.3,1,EUROCONTROL_STATFOR,FLASH,2025-04-05
2022-02,MAD,NL,MAD-GVA,49370,4063197,183645.53,8.17,0.409,1.755,754287.51,1,2723,1.7818,1.4796,8614.07,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-11-24
2022-03,CPH,SE,CPH-OTP,38300,4376719,232553.4,9.47,6.147,1.969,750086.4,1,27000,0.8601,0.1033,8916.96,0,EASA_ENV_REPORT,SECOND,2024-07-18
2022-04,VIE,MT,VIE-OSL,65505,5953314,97929.74,6.1,6.023,0.078,1319413.47,1,8540,1.2982,1.1871,1729.82,1,CORSIA_REPORTING,BENCHMARK,2024-03-07
2022-05,ZRH,PT,ZRH-LGW,96110,7690286,127104.12,3.47,4.229,0.525,1964476.75,1,21331,0.2914,1.2729,1218.33,1,EUROCONTROL_STATFOR,FLASH,2025-05-08
2022-06,STN,PL,STN-CDG,44637,4735970,190103.64,5.94,2.107,2.093,861568.09,1,40986,1.6944,0.526,6802.11,1,AIRPORT_OPERATOR_REPORT,FIRST,2025-03-30
2022-07,BUD,AT,BUD-PRG,49286,3778533,224826.95,22.42,1.056,1.009,711592.46,1,11874,0.2903,1.2659,3995.42,1,EASA_ENV_REPORT,SECOND,2024-07-10
2022-08,FRA,EE,FRA-STN,14397,725551,17599.14,13.61,6.884,0.243,265557.97,1,6506,1.3346,1.0434,7272.03,1,CORSIA_REPORTING,BENCHMARK,2024-11-08
2022-09,DUB,IT,DUB-MAD,60321,5339509,96524.29,7.17,2.089,1.228,769996.96,1,61847,1.6214,0.6706,5915.88,1,EUROCONTROL_STATFOR,FLASH,2025-01-30
2022-10,PRG,PT,PRG-BRU,50013,3300143,52872.33,16.03,0.569,1.251,1067382.02,1,2665,1.3797,1.6902,9066.14,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-01-23
2022-11,HEL,BE,HEL-BER,46976,2879286,6321.5,3.59,5.431,0.3,809803.74,1,33416,0.3439,0.6226,5757.11,1,EASA_ENV_REPORT,SECOND,2025-09-11
2022-12,MAN,LV,MAN-FCO,38920,3355430,50240.05,19.28,0.149,0.627,830825.83,1,20597,1.635,0.7738,2013.77,1,CORSIA_REPORTING,BENCHMARK,2025-12-05
2023-01,HAM,MT,HAM-LIS,16901,810847,26513.58,25.7,1.494,0.6,184998.93,0,3923,0.5269,1.5266,14378.0,1,EUROCONTROL_STATFOR,FLASH,2025-08-10
2023-02,CDG,PT,CDG-HAM,5526,709804,283835.81,8.72,7.021,0.301,120059.25,1,5551,0.2879,1.9952,1722.26,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-01-26
2023-03,MXP,SI,MXP-DUB,66171,6781997,126907.89,4.86,2.026,2.339,1051689.7,1,46971,0.7872,1.1747,8845.93,1,EASA_ENV_REPORT,SECOND,2026-01-27
2023-04,WAW,FR,WAW-ZRH,69888,6450764,213648.23,4.36,3.927,1.532,1484825.86,1,33847,0.7967,1.5344,1293.34,1,CORSIA_REPORTING,BENCHMARK,2024-06-09
2023-05,LIS,HR,LIS-SOF,62061,4791141,156865.26,4.73,4.579,0.281,1117836.37,1,34738,0.0874,1.0839,3024.77,1,EUROCONTROL_STATFOR,FLASH,2024-07-30
2023-06,LGW,SK,LGW-ARN,20463,2850152,80691.6,13.26,2.417,2.116,248262.85,1,3982,0.323,1.8953,831.29,1,AIRPORT_OPERATOR_REPORT,FIRST,2024-08-20
