travel_intl_arrival_year,travel_intl_arrival_month,travel_intl_port_of_entry_air_sea,travel_intl_visitor_country_code,travel_intl_visitor_region_code,travel_intl_purpose_of_trip_code,travel_intl_length_of_stay_days_median,travel_intl_visitor_spend_usd_total,travel_intl_visitor_spend_retail_usd,travel_intl_visitor_spend_lodging_usd,travel_intl_visitor_spend_food_usd,travel_intl_visitor_spend_entertainment_usd,travel_intl_payment_method_share_cash,travel_intl_payment_method_share_card,travel_intl_group_tour_flag,travel_intl_business_travel_flag,travel_intl_visa_waiver_eligible_flag,travel_intl_repeat_visitor_flag,travel_intl_satisfaction_score,travel_intl_exchange_rate_index
2016,3,BOS,IN,LATAM,MEDICAL,28.87,19740.89,4114.31,5312.83,4008.28,2186.42,0.5211,0.43,0,0,1,1,1.721,128.792
2016,8,SEA,AE,EAP,LEISURE,12.3,22830.92,5241.86,4712.01,4286.78,1349.4,0.7008,0.2894,1,0,1,1,4.305,76.288
2018,4,SEA,TR,EAP,LEISURE,17.55,14800.28,2433.73,5040.56,3210.76,2413.32,0.077,0.9696,0,0,0,1,9.926,138.177
2022,1,SFO,FR,MENA,BUSINESS,10.81,12511.44,1195.23,3774.51,1701.29,1370.35,0.8539,0.1482,0,1,0,0,9.014,74.661
2015,5,ORD,IT,EU,LEISURE,54.16,8532.0,2081.89,3518.46,2541.39,713.58,0.9621,0.0414,0,0,0,0,6.79,89.741
2014,3,SEA,JP,SAS,LEISURE,41.15,14237.2,1909.13,4439.98,2832.18,1563.95,0.5609,0.4499,1,0,1,0,3.194,122.031
2023,3,ORD,BR,EAP,LEISURE,7.36,14881.07,1727.6,6466.48,1971.01,2217.82,0.4157,0.5753,0,0,0,0,6.832,88.838
2014,3,ATL,KR,EAP,LEISURE,40.71,2355.88,436.51,786.29,439.58,261.94,0.7221,0.2435,0,0,0,0,9.273,91.506
2018,2,FLL,GB,EAP,OTHER,25.97,17693.74,4114.87,5334.65,3034.3,2584.15,0.1568,0.8416,0,0,0,1,8.043,134.364
2025,8,ATL,AU,NA,VISITING_FRIENDS_FAMILY,53.14,9729.05,2371.79,1996.55,2898.18,882.84,0.6595,0.3219,0,0,0,0,9.894,110.553
2025,1,MIA,MX,EU,LEISURE,55.23,11664.26,2878.81,3965.07,2775.33,1238.55,0.3498,0.6131,1,0,0,0,9.054,112.937
2018,3,DFW,TR,SAS,STUDY,2.68,24530.59,2490.17,7414.73,6498.02,3413.03,0.8484,0.1207,0,0,1,1,1.05,79.066
2024,6,EWR,CN,SSA,TRANSIT,21.05,4286.77,412.04,1843.03,1054.97,426.46,0.751,0.2237,0,0,0,1,3.35,70.02
2017,12,ATL,IT,SAS,LEISURE,1.76,17552.23,1795.72,7815.34,3161.37,2249.84,0.9392,0.1085,0,0,1,0,2.119,139.74
2020,7,FLL,AE,NA,BUSINESS,40.97,23533.21,3090.36,6257.42,4989.9,1188.91,0.3056,0.7041,0,1,0,0,4.16,88.803
2018,12,ORD,AU,LATAM,LEISURE,56.45,5964.55,1308.04,1412.23,946.58,683.87,0.5744,0.4419,0,1,0,0,9.577,130.597
2017,3,SFO,BR,NA,LEISURE,14.75,17855.32,3159.68,3843.59,3907.14,2860.4,0.2445,0.7951,1,0,0,0,8.104,126.62
2014,9,ORD,KR,SSA,LEISURE,23.11,1949.03,245.69,470.05,235.71,209.49,0.9721,0.0679,0,0,1,1,4.112,97.133
2013,11,DFW,DE,EU,BUSINESS,17.44,217.57,48.72,63.08,50.37,28.25,0.425,0.5842,0,1,1,0,1.689,94.717
2024,4,SEA,SA,LATAM,BUSINESS,34.76,20803.88,3226.4,7655.31,3212.1,2821.29,0.2906,0.7582,1,1,1,0,6.279,114.808
2018,2,FLL,ES,NA,LEISURE,50.35,6247.65,1032.03,1678.13,1287.03,883.99,0.3988,0.5891,0,0,0,0,1.752,100.769
2012,7,MIA,BR,NA,LEISURE,29.64,6624.17,1462.18,1959.52,1334.2,599.59,0.8155,0.2195,0,1,0,1,2.155,110.695
2015,8,HOU,GB,EU,LEISURE,5.89,5591.85,1099.48,1911.32,1337.18,359.8,0.1933,0.7615,0,0,0,0,4.327,88.053
2020,9,MIA,TR,LATAM,LEISURE,12.25,7415.7,1162.03,2345.91,1538.24,1270.51,0.2343,0.7259,0,0,1,0,7.394,124.308
2023,10,JFK,ZA,LATAM,LEISURE,44.55,19418.08,3928.38,6464.26,5798.6,1219.52,0.1499,0.8953,1,0,1,1,8.534,100.857
2020,7,SEA,GB,LATAM,LEISURE,39.81,6245.92,529.05,2128.34,961.71,768.06,0.4039,0.5982,1,0,1,0,1.284,103.571
2020,7,SEA,CN,EU,STUDY,14.66,14441.18,3587.0,4386.68,3170.97,2028.93,0.7068,0.2673,0,0,0,0,9.387,116.499
2017,1,MIA,JP,LATAM,LEISURE,4.06,18994.07,4688.63,4360.5,3567.84,2435.02,0.8486,0.1628,0,0,0,0,3.216,94.239
2016,1,LAX,JP,EAP,LEISURE,37.6,9603.95,896.56,3507.44,1692.86,718.11,0.6976,0.2556,1,0,1,0,7.059,92.137
2020,6,EWR,DE,SAS,STUDY,1.31,7293.01,1060.74,3155.7,1944.52,498.12,0.8781,0.0858,0,0,1,1,3.028,103.891
2015,5,ATL,NZ,NA,LEISURE,23.89,10430.36,1373.54,3302.1,2432.22,904.8,0.2639,0.761,0,0,0,0,4.919,78.764
2024,8,DFW,SA,EU,LEISURE,32.69,2702.48,348.83,1070.9,703.16,371.79,0.6244,0.4244,0,0,1,1,3.083,73.58
2024,12,JFK,CN,EU,BUSINESS,34.15,16557.69,2086.64,6095.11,3017.85,1862.84,0.5421,0.4272,0,1,0,0,9.795,85.293
2023,4,LAX,GB,SAS,LEISURE,54.74,14244.62,2902.23,5494.18,1806.33,1825.9,0.2383,0.7204,0,0,1,0,2.2,113.51
2020,9,ORD,GB,NA,LEISURE,35.21,19682.43,4891.8,6274.48,3672.73,1887.82,0.3655,0.6339,0,0,1,1,4.457,99.595
2022,6,HOU,SA,LATAM,LEISURE,57.66,13690.89,2900.14,6070.91,3077.41,1941.38,0.6684,0.3076,0,1,0,1,5.76,96.377
2019,6,JFK,TR,SSA,LEISURE,22.49,18367.67,3933.36,5260.35,2430.08,2151.35,0.0328,1.0,0,0,1,1,2.551,115.007
2016,6,HOU,IN,NA,LEISURE,49.92,16703.48,3957.99,4447.67,3744.92,1744.61,0.0696,0.9423,0,1,1,1,8.487,106.318
2023,4,MIA,SA,EU,LEISURE,28.86,14147.31,2317.2,6113.42,4193.7,1438.0,0.7903,0.2274,0,0,0,0,7.89,116.393
2013,4,EWR,CO,NA,STUDY,27.13,18079.82,3035.58,4617.83,4598.16,1437.67,0.2236,0.7563,0,0,1,1,2.378,123.759
2014,11,JFK,MX,NA,STUDY,39.28,15221.41,1880.22,3357.57,3178.42,1487.75,0.7394,0.2869,0,0,1,0,9.484,122.807
2024,6,DFW,AU,MENA,BUSINESS,26.84,12361.03,2638.06,2952.2,2231.4,1452.86,0.0337,0.9397,0,1,0,1,8.221,105.401
2022,4,MIA,CO,EAP,VISITING_FRIENDS_FAMILY,40.81,12654.99,1942.15,3443.49,2743.15,739.03,0.6292,0.3683,1,0,0,0,8.44,126.532
2024,12,ATL,CO,NA,STUDY,46.82,4675.32,624.79,1505.29,1316.01,545.17,0.3468,0.6704,0,0,1,0,3.215,89.184
2016,6,SEA,TR,SSA,STUDY,42.52,15383.15,1907.65,3604.35,3412.94,2518.96,0.073,0.898,0,0,0,0,2.818,108.771
2012,2,BOS,FR,LATAM,LEISURE,45.02,12398.06,2572.59,2754.26,1546.87,850.64,0.9703,0.0603,0,0,1,0,8.265,84.902
2022,11,SEA,AE,LATAM,VISITING_FRIENDS_FAMILY,50.15,18531.06,1564.02,8009.41,3975.82,2168.45,0.5346,0.4863,0,0,1,1,4.07,134.712
2023,5,ATL,AR,SAS,LEISURE,17.19,22353.23,2310.16,7571.43,4823.66,3127.37,0.4086,0.5634,0,0,0,1,5.732,92.761
2012,9,LAX,BR,SAS,BUSINESS,32.15,15288.79,2779.41,4266.5,4566.17,2371.88,0.5361,0.4555,0,1,0,1,2.252,89.692
2013,5,MIA,ES,MENA,LEISURE,4.55,18227.2,1820.26,4465.4,4454.52,950.9,0.8749,0.0801,1,0,1,0,3.441,113.702
2012,2,FLL,NZ,MENA,BUSINESS,43.18,8753.87,1586.93,1837.1,1294.3,1147.05,0.0484,0.9847,0,1,1,0,6.119,98.358
2020,6,SEA,DE,NA,BUSINESS,9.18,6214.81,763.77,2766.81,1777.43,630.07,0.6913,0.3481,0,1,0,0,5.736,139.053
2018,2,MIA,DE,NA,LEISURE,11.57,9797.22,1176.64,2122.71,2734.97,848.94,0.2433,0.7634,1,0,1,0,4.534,99.863
2014,5,JFK,FR,NA,LEISURE,1.87,6063.33,712.23,2322.1,1180.39,540.45,0.364,0.5949,0,0,1,0,9.972,94.403
2015,9,BOS,DE,LATAM,LEISURE,39.7,18789.32,3284.41,8313.61,2661.07,3314.04,0.6333,0.3827,1,0,1,0,5.209,79.979
2022,5,MIA,AR,EU,LEISURE,51.65,10391.59,2196.55,4049.0,2015.7,782.59,0.6029,0.3574,1,0,1,0,8.617,120.866
2013,2,LAX,ZA,EU,LEISURE,23.81,12532.44,2235.01,4180.79,2121.72,1293.2,0.3807,0.6469,1,0,0,1,7.283,135.486
2021,9,ORD,ZA,EAP,LEISURE,2.65,20670.67,1740.88,5742.83,3455.13,3698.66,0.2568,0.7667,0,0,1,0,1.864,81.187
2013,9,SEA,CN,NA,LEISURE,25.1,6432.54,1586.35,1304.59,1431.09,443.47,0.9769,0.0449,0,0,0,1,6.024,93.673
2012,4,BOS,DE,EU,LEISURE,31.07,16760.15,3590.96,4388.38,4920.86,2410.35,0.2175,0.7461,0,0,1,0,9.218,111.797
2022,1,SEA,DE,EU,BUSINESS,47.42,4626.92,638.13,1388.88,952.42,621.39,0.8372,0.118,0,1,1,1,7.766,100.591
2014,7,SFO,JP,NA,STUDY,1.77,13298.99,1264.92,4249.04,2073.46,2333.41,0.2561,0.7005,0,0,1,1,8.95,97.155
2014,12,SEA,FR,SSA,LEISURE,52.62,7888.14,800.0,2224.84,2277.91,400.16,0.189,0.8519,0,0,1,0,6.871,95.562
2018,6,SEA,ES,EU,LEISURE,7.99,8044.38,1262.3,2198.16,1271.19,611.19,0.868,0.1618,0,1,0,0,2.995,75.354
2015,4,BOS,ES,NA,TRANSIT,39.96,13168.91,1674.35,4744.92,3808.76,930.67,0.5569,0.4582,0,0,0,1,7.62,120.618
2021,5,ORD,BR,EU,LEISURE,57.78,4409.48,1053.82,1204.55,642.89,423.56,0.0641,0.9767,0,0,1,0,9.048,85.736
2021,12,HOU,FR,NA,VISITING_FRIENDS_FAMILY,34.93,15758.24,3385.0,3672.55,2248.95,826.71,0.9695,0.0432,1,0,1,0,1.376,133.766
2016,8,LAX,AU,EAP,LEISURE,23.0,21295.21,1785.56,7017.15,4571.08,2595.32,0.1657,0.8204,0,0,0,0,5.087,72.638
2020,9,DFW,ES,EAP,VISITING_FRIENDS_FAMILY,45.57,23762.94,4002.93,8231.15,4191.37,3976.06,0.4972,0.5211,0,0,0,0,7.706,138.494
2017,4,MIA,AR,MENA,LEISURE,49.62,3742.89,832.47,1212.44,610.87,597.52,0.5255,0.4717,0,0,0,1,5.705,117.333
2014,4,SFO,JP,NA,LEISURE,19.26,9249.05,1660.79,3079.2,2120.91,661.01,0.8817,0.1145,0,0,0,0,2.543,96.698
2022,11,EWR,NZ,EU,LEISURE,23.76,8093.44,742.63,2346.95,2374.46,772.43,0.0302,0.9707,0,0,1,0,5.439,137.333
2018,8,LAX,NZ,SSA,LEISURE,45.59,2624.88,614.38,1008.04,485.0,221.26,0.0053,1.0,0,0,1,0,1.323,110.271
2013,9,ORD,DE,EU,STUDY,24.82,15570.94,3434.97,3388.67,2531.51,1113.01,0.2295,0.7786,1,0,1,0,2.032,130.358
2021,3,HOU,KR,EU,BUSINESS,52.76,19727.58,3040.25,5430.01,3695.89,1783.14,0.9117,0.0733,0,1,1,0,2.9,102.269
2019,4,SFO,DE,EAP,TRANSIT,57.29,21133.83,4776.6,9103.89,5501.07,2713.46,0.9072,0.1392,0,1,1,0,6.509,135.311
2022,10,LAX,JP,SAS,LEISURE,32.2,22079.84,2616.17,6641.24,6100.49,3487.1,0.4659,0.515,0,0,0,0,9.776,90.239
2017,10,JFK,BR,SSA,LEISURE,30.53,12490.26,1995.54,3887.98,3704.88,1853.38,0.6133,0.3719,1,0,0,1,1.748,122.536
2023,3,EWR,MX,EU,LEISURE,56.69,22678.73,3742.81,5773.89,5979.56,3422.08,0.5085,0.4429,0,1,0,1,5.253,74.327
2017,2,BOS,ES,EU,LEISURE,23.31,5514.37,1033.47,1592.43,1541.61,650.46,0.6397,0.3324,0,0,1,1,5.855,107.222
2023,8,HOU,SA,LATAM,BUSINESS,57.96,23352.6,4640.06,5129.51,4973.58,1355.77,0.0305,0.945,0,1,0,0,8.591,119.744
2019,12,ATL,CA,NA,LEISURE,55.44,6834.42,1382.88,2348.97,1989.88,990.42,0.5475,0.475,0,0,1,0,1.461,82.545
2021,11,DFW,IT,SAS,MEDICAL,59.67,23409.67,5630.15,9798.41,6362.37,3515.21,0.8044,0.222,1,0,0,1,8.098,115.059
2021,1,FLL,CO,EU,LEISURE,39.01,9833.96,2372.56,3818.39,2090.57,1030.05,0.0838,0.9312,0,0,0,0,4.081,111.449
2015,9,SFO,KR,EAP,LEISURE,45.39,9798.83,2348.56,2079.12,1480.38,1304.49,0.8245,0.2237,0,0,1,0,4.68,104.398
2020,4,EWR,BR,EU,VISITING_FRIENDS_FAMILY,21.16,21608.93,3671.37,5455.88,5926.69,2397.55,0.6098,0.3535,0,1,0,0,5.746,124.992
2018,8,JFK,IN,LATAM,LEISURE,59.15,14882.71,3122.4,3117.45,3803.19,2396.26,0.2949,0.7242,1,1,0,0,7.019,79.376
2015,3,BOS,BR,NA,LEISURE,14.24,4619.44,786.73,1586.55,1381.61,340.01,0.1121,0.8408,0,0,1,1,1.944,129.527
2016,2,JFK,AU,NA,BUSINESS,53.2,9401.96,1216.1,3550.21,1594.34,1075.25,0.9207,0.1052,0,1,0,1,1.196,138.481
2013,4,ATL,CN,EAP,BUSINESS,48.14,24914.97,5800.61,8950.65,5373.48,3063.94,0.7762,0.2015,0,1,0,0,6.481,122.92
2022,6,SFO,IN,EAP,BUSINESS,39.27,5326.81,444.68,1177.27,908.81,401.86,0.607,0.4189,0,1,0,1,7.695,122.752
2024,8,EWR,FR,NA,LEISURE,54.91,19094.64,2498.44,7265.39,3162.14,2068.47,0.3815,0.6469,0,0,1,1,1.949,90.394
2020,7,SEA,SA,SSA,LEISURE,33.6,20622.5,4123.18,6379.29,3576.08,1484.88,0.4296,0.5618,1,0,0,0,2.465,139.866
2020,12,DFW,DE,EAP,BUSINESS,29.8,17646.74,2611.19,6169.71,3943.27,3105.73,0.2242,0.8254,0,1,1,0,4.447,84.709
2014,1,JFK,GB,MENA,LEISURE,20.62,11827.82,1218.48,5094.52,1902.59,1733.28,0.3522,0.6252,0,0,0,1,6.658,98.699
2013,4,DFW,FR,MENA,LEISURE,53.1,23350.26,2017.03,8775.08,4828.18,1748.48,0.6576,0.3141,0,0,0,0,3.108,77.122
2016,6,EWR,TR,EU,LEISURE,30.32,16904.84,3214.56,4927.23,3677.26,1521.11,0.7512,0.2557,0,0,1,1,7.725,83.339
2020,9,LAX,MX,NA,LEISURE,23.31,5387.41,1260.74,1511.35,816.83,894.78,0.2895,0.7129,0,0,0,1,8.976,119.341
2018,12,BOS,ES,NA,BUSINESS,27.06,4788.51,502.55,2075.56,1336.31,295.52,0.7521,0.2517,1,1,0,0,7.038,139.766
2016,12,ATL,CO,EU,LEISURE,48.08,7815.09,1249.38,2281.46,1064.58,716.36,0.8585,0.154,1,0,0,0,3.742,132.728
2017,5,JFK,BR,EU,LEISURE,46.47,15809.2,3884.98,3343.98,4659.94,1185.57,0.4462,0.5741,0,0,1,1,4.906,113.871
2012,10,SFO,CO,NA,BUSINESS,7.99,11816.77,1312.55,5167.33,1681.99,629.68,0.4358,0.5795,0,1,1,0,3.222,105.75
2024,2,JFK,KR,LATAM,BUSINESS,42.44,19552.08,1734.11,5515.82,5840.66,1950.88,0.5685,0.4517,0,1,0,0,4.44,104.048
2022,11,BOS,DE,EU,LEISURE,38.09,21090.02,4498.97,7543.46,2812.12,2307.79,0.5134,0.5361,0,0,1,1,2.516,96.799
2022,5,BOS,AE,LATAM,LEISURE,58.11,8489.8,720.69,2121.58,1446.35,1058.92,0.8543,0.0987,0,0,1,0,4.721,113.514
2013,3,DFW,BR,SAS,LEISURE,55.13,14288.56,2336.17,3386.31,3739.62,984.81,0.5176,0.4553,0,0,0,0,1.345,70.183
2017,2,DFW,DE,SSA,BUSINESS,5.83,20137.57,3274.85,5773.09,5607.01,2807.1,0.6978,0.3046,0,1,1,0,7.916,83.746
2022,11,MIA,NZ,EU,STUDY,31.18,3208.96,349.46,706.73,731.45,296.58,0.4108,0.5487,0,0,0,1,4.904,88.262
2018,11,FLL,TR,NA,BUSINESS,10.01,22113.83,5299.93,4841.16,4718.82,3155.12,0.9807,0.0167,0,1,1,0,2.146,137.583
2021,2,LAX,IT,NA,OTHER,56.42,16189.28,1551.33,3958.99,3114.54,1764.62,0.6561,0.3761,1,0,1,0,1.558,78.92
2023,10,ATL,DE,EAP,BUSINESS,53.33,23646.07,4567.4,7912.57,6248.66,3060.16,0.2723,0.7351,1,1,1,1,9.259,111.699
2016,3,ORD,IN,NA,MEDICAL,17.05,21077.69,2387.93,6929.57,5319.76,3446.17,0.1049,0.8526,0,0,0,0,9.594,85.871
2021,11,JFK,ZA,SSA,MEDICAL,39.85,22794.64,2069.37,10167.32,4613.65,3002.43,0.9566,0.018,1,0,1,0,2.489,98.559
2020,7,LAX,GB,MENA,BUSINESS,38.53,16517.69,2749.98,6069.64,4231.9,2191.3,0.8072,0.1587,0,1,1,0,9.082,91.477
2020,3,DFW,GB,NA,LEISURE,35.29,24890.58,4247.39,8025.94,5408.1,3236.71,0.2065,0.7778,0,0,0,0,7.445,120.878
2023,10,SEA,NZ,LATAM,STUDY,50.96,12652.84,1262.49,3979.85,2938.17,2062.47,0.6205,0.3539,0,0,1,0,5.066,92.081
2013,8,ORD,AR,NA,BUSINESS,13.88,10663.75,2424.53,2361.71,2198.6,761.12,0.4912,0.5576,0,1,0,0,7.091,118.488
2018,1,DFW,MX,MENA,LEISURE,40.72,23703.43,4544.66,5619.17,6336.81,2261.61,0.4138,0.568,0,0,1,1,5.722,89.754
2018,3,MIA,ZA,LATAM,LEISURE,16.09,4259.41,350.59,1750.82,1016.03,352.37,0.3004,0.7399,1,0,0,0,7.206,96.886
2021,2,MIA,NZ,NA,BUSINESS,12.98,1792.08,187.77,639.76,405.14,90.52,0.6605,0.3102,0,1,0,0,2.319,113.926
2022,3,HOU,IN,NA,LEISURE,57.32,752.72,93.1,326.12,137.63,97.35,0.2303,0.7337,1,0,0,0,5.348,93.7
2021,11,ORD,FR,NA,STUDY,34.71,4101.2,585.96,821.58,624.79,338.03,0.9468,0.0411,0,0,0,1,7.604,76.085
2015,7,MIA,GB,LATAM,LEISURE,57.9,23046.98,4811.89,5157.44,3422.97,3386.98,0.9902,0.0,1,0,1,0,9.095,98.99
2016,6,ATL,CO,EU,BUSINESS,4.74,18380.29,1963.03,4517.08,2782.1,2844.46,0.1033,0.9206,0,1,1,0,3.613,123.515
2022,7,ATL,DE,SAS,LEISURE,11.99,5438.06,845.92,1527.96,1528.04,655.34,0.0544,0.9795,0,0,0,0,9.342,109.004
2013,12,SFO,AE,EAP,VISITING_FRIENDS_FAMILY,53.71,3729.05,897.66,1550.26,887.19,233.67,0.2291,0.7657,1,0,0,0,2.949,123.074
2015,9,MIA,NZ,EU,STUDY,43.61,6768.45,1110.1,2261.65,954.81,540.35,0.1385,0.8458,0,0,1,0,2.609,129.616
2024,1,HOU,SA,MENA,LEISURE,19.87,11113.89,1387.58,3759.28,2731.03,999.08,0.2732,0.6855,0,0,1,1,5.155,113.941
2015,3,EWR,SA,NA,BUSINESS,41.89,24751.12,2216.0,11056.41,3463.42,1545.69,0.7353,0.2837,0,1,1,0,7.265,97.482
2014,10,HOU,IT,EU,LEISURE,25.48,20001.04,1898.48,7587.7,3029.73,3352.76,0.8241,0.1496,0,0,1,1,3.738,78.164
2017,9,ATL,CO,NA,BUSINESS,44.31,15609.25,1338.35,4749.49,3704.77,1862.59,0.6367,0.3276,0,1,0,0,4.175,130.16
2012,1,SEA,ZA,SSA,STUDY,21.66,12568.13,1408.64,4958.05,3334.86,2017.28,0.4281,0.5233,0,0,0,1,8.583,115.201
2023,2,FLL,TR,MENA,LEISURE,9.02,23289.98,3313.07,4931.32,3830.8,4055.76,0.0741,0.8972,0,0,0,1,6.567,81.24
2012,8,FLL,BR,LATAM,LEISURE,49.29,22377.5,5451.96,7203.14,3712.04,1347.78,0.5942,0.3662,0,0,0,0,5.344,108.079
2019,10,SEA,KR,EU,LEISURE,27.45,9101.8,833.49,2984.53,2649.11,1053.99,0.7142,0.309,1,0,0,0,4.636,122.626
2015,1,FLL,IN,EAP,VISITING_FRIENDS_FAMILY,20.86,8861.79,1289.01,2839.14,1183.36,684.85,0.7361,0.2626,0,0,1,1,1.989,81.083
2018,4,HOU,IN,EAP,LEISURE,52.1,19626.44,1997.95,8736.33,3531.7,2917.61,0.5167,0.5196,0,0,1,1,4.251,132.893
2021,5,LAX,AE,SAS,LEISURE,38.31,421.39,93.31,119.46,108.27,36.07,0.8414,0.1897,0,0,1,1,3.52,104.758
2014,5,HOU,KR,MENA,LEISURE,34.94,10879.24,1923.97,3116.62,2898.77,781.57,0.0803,0.898,1,1,0,0,5.529,96.31
2025,1,HOU,GB,MENA,BUSINESS,50.49,7649.52,1441.87,2729.62,1631.18,598.07,0.9762,0.0044,0,1,1,1,7.445,121.762
2016,11,SEA,IN,SSA,BUSINESS,24.84,23860.04,3225.1,7327.23,7093.92,2633.22,0.841,0.204,0,1,1,1,3.286,98.553
2021,8,FLL,CO,LATAM,BUSINESS,14.26,17293.4,3752.61,6428.75,2706.38,1948.83,0.0086,1.0,0,1,1,0,6.271,121.245
2021,8,JFK,AR,EU,BUSINESS,50.44,12695.72,2073.82,3185.23,2375.8,932.79,0.5491,0.4697,0,1,1,0,9.717,81.752
2019,1,SEA,AR,EU,VISITING_FRIENDS_FAMILY,58.44,23699.39,4862.35,7138.85,5814.88,2768.86,0.6715,0.2909,0,0,1,0,6.366,132.747
2022,6,DFW,NZ,SAS,LEISURE,41.41,6591.82,1169.78,2808.7,1454.08,454.94,0.5538,0.4648,0,0,1,0,4.275,71.301
2013,9,SFO,IT,MENA,LEISURE,23.26,21621.27,3892.67,6340.25,5098.59,1691.82,0.8033,0.1495,0,0,0,0,6.14,114.371
2016,11,DFW,ES,LATAM,LEISURE,8.96,22058.13,4889.24,9311.68,4927.4,2399.24,0.8091,0.1542,0,0,0,1,7.845,86.428
2012,2,BOS,ZA,SAS,LEISURE,56.07,6290.67,1076.0,1290.68,1254.32,337.06,0.6893,0.2778,1,0,0,0,7.799,131.426
2015,9,LAX,TR,SAS,LEISURE,5.4,12165.08,2257.9,5266.43,1977.13,1486.41,0.7352,0.2859,0,0,0,1,6.721,90.756
2014,6,LAX,KR,NA,STUDY,5.5,24479.59,5663.28,5749.84,4192.21,2235.88,0.806,0.2356,0,0,0,0,7.979,111.923
2018,12,ATL,CA,MENA,BUSINESS,11.29,18721.06,2270.44,6675.08,2973.29,2514.14,0.9102,0.0825,0,1,1,1,3.868,76.702
2024,2,JFK,ZA,LATAM,STUDY,23.24,15948.9,3295.54,3264.76,2910.15,897.62,0.4558,0.573,1,0,1,1,1.465,99.907
2016,6,FLL,JP,NA,VISITING_FRIENDS_FAMILY,39.82,21846.17,2388.25,7689.02,4330.08,3864.84,0.4083,0.5806,1,0,1,0,3.802,84.415
2012,11,BOS,KR,EAP,BUSINESS,54.14,20767.4,4588.78,4470.38,5343.94,1388.54,0.7185,0.3267,0,1,0,0,3.484,101.005
2019,11,JFK,IN,SSA,LEISURE,42.99,21662.91,2316.61,8049.32,3541.33,2277.02,0.343,0.6467,0,0,1,0,3.669,139.493
2015,1,LAX,BR,LATAM,BUSINESS,19.3,6927.86,1209.59,2027.98,1722.46,394.56,0.3934,0.633,0,1,0,1,4.718,71.773
2012,11,DFW,CO,SAS,LEISURE,51.27,3146.44,322.35,715.16,592.72,454.35,0.4562,0.5576,0,0,0,0,1.673,77.185
2023,8,HOU,CA,EAP,MEDICAL,36.68,15700.32,1955.77,6554.1,1884.24,2398.96,0.309,0.6921,0,0,1,0,5.523,136.026
2020,1,FLL,IN,LATAM,LEISURE,29.43,628.43,114.17,239.96,147.29,86.36,0.0444,0.9689,0,0,0,0,2.264,134.848
2013,5,ATL,IN,SSA,OTHER,8.23,10515.91,2246.93,2293.9,2233.7,1361.32,0.3475,0.6171,0,0,0,1,5.504,110.062
2020,9,EWR,GB,EU,BUSINESS,21.53,5844.09,511.95,2341.56,1606.22,639.29,0.9084,0.0924,0,1,1,0,8.094,126.654
2018,1,ORD,BR,EAP,BUSINESS,42.89,17766.83,4054.37,4055.82,4011.24,3017.31,0.3738,0.5959,1,1,0,1,3.383,107.345
2025,2,SEA,NZ,EU,LEISURE,54.82,20050.57,4228.98,7016.11,4045.31,1245.07,0.0499,0.9356,1,0,0,0,4.181,93.953
2016,5,BOS,BR,NA,STUDY,19.22,1230.81,292.65,512.82,181.59,64.31,0.3772,0.5851,0,0,1,0,2.81,118.809
2023,1,BOS,TR,LATAM,LEISURE,15.7,17121.56,4265.45,6415.43,2101.88,3002.66,0.2144,0.7743,0,1,0,0,6.745,99.605
2022,3,JFK,AE,SSA,LEISURE,16.06,9016.39,1572.19,3527.03,1619.65,1157.82,0.2207,0.7645,1,0,0,0,2.092,122.85
2016,1,BOS,ES,NA,LEISURE,35.77,14081.02,2673.14,4449.03,2565.57,1879.1,0.9128,0.0907,0,0,1,0,5.734,120.188
2022,3,BOS,MX,SSA,STUDY,55.6,22152.83,2751.56,7102.51,5300.45,2020.25,0.2911,0.7468,0,0,0,0,8.034,84.73
2022,6,HOU,SA,LATAM,LEISURE,28.83,11804.16,1279.21,5097.66,1753.35,610.13,0.0957,0.8753,0,0,0,0,6.161,130.499
2018,5,EWR,AE,EU,VISITING_FRIENDS_FAMILY,3.07,2876.32,548.06,1079.44,452.4,417.57,0.134,0.8201,0,0,1,0,6.726,136.943
2014,3,FLL,IN,LATAM,BUSINESS,57.87,22348.68,3634.7,9833.03,4980.72,3357.88,0.4551,0.5518,0,1,0,1,7.646,133.214
2016,3,MIA,DE,NA,BUSINESS,34.39,23705.47,2088.41,9932.79,2920.89,1848.01,0.0997,0.9024,0,1,0,1,4.708,132.244
2025,12,ATL,ZA,LATAM,VISITING_FRIENDS_FAMILY,56.5,16442.63,1487.17,5366.0,3951.44,1502.72,0.1113,0.8474,0,0,1,0,6.355,73.061
2012,11,JFK,FR,SSA,LEISURE,10.47,273.21,27.33,58.51,67.39,46.26,0.941,0.1066,0,0,0,1,3.151,94.826
2019,6,HOU,BR,EU,LEISURE,6.27,3388.17,462.73,1407.11,635.73,447.23,0.462,0.5756,0,1,0,0,2.981,87.149
2015,10,BOS,IN,EU,BUSINESS,45.02,1837.39,155.89,622.86,390.6,314.04,0.6045,0.4262,0,1,1,1,9.228,83.122
2012,9,ATL,SA,LATAM,LEISURE,14.26,17452.75,1540.59,4970.48,4806.39,2034.48,0.7491,0.2495,0,0,0,1,7.03,107.181
2014,1,ORD,CO,EAP,LEISURE,5.08,4100.67,951.34,1162.85,1073.64,489.6,0.3802,0.5884,0,0,1,0,1.865,87.344
