qol_ncoial_survey_cycle_id,qol_ncoial_neighborhood_cluster_id,qol_ncoial_neighborliness_score,qol_ncoial_belonging_score,qol_ncoial_participation_local_events_rate,qol_ncoial_mutual_aid_participation_rate,qol_ncoial_intergroup_contact_score,qol_ncoial_civic_pride_score,qol_ncoial_shared_norms_score,qol_ncoial_conflict_resolution_score,qol_ncoial_online_community_engagement_rate,qol_ncoial_hate_incident_awareness_score,qol_ncoial_trust_local_institutions_score,qol_ncoial_youth_engagement_score,qol_ncoial_senior_engagement_score,qol_ncoial_newcomer_integration_score,qol_ncoial_language_inclusion_score,qol_ncoial_public_space_comfort_score,qol_ncoial_community_problem_solving_score,qol_ncoial_survey_sampling_weight
CYC2018_2,NBH2652,4.64,7.64,54.77,65.95,4.36,0.26,8.38,8.75,33.85,2.45,2.11,8.38,9.39,5.14,0.15,6.19,2.37,1.834
CYC2021_2,NBH3207,8.41,4.0,4.08,36.24,1.77,0.94,8.86,6.95,67.08,6.01,7.19,9.48,0.68,0.35,5.61,4.06,0.82,3.8321
CYC2026_1,NBH4565,6.01,3.18,72.51,27.89,4.09,3.73,0.21,0.74,9.92,7.74,3.86,6.29,9.02,5.23,8.5,9.46,1.95,3.2893
CYC2024_3,NBH2014,8.28,4.42,48.59,85.89,4.58,9.43,9.01,0.37,18.17,4.95,1.34,8.75,4.45,1.61,6.78,7.0,5.11,0.7544
CYC2023_3,NBH3562,2.15,5.99,70.14,7.78,5.6,0.48,8.03,8.83,63.26,9.27,2.72,7.08,1.77,0.66,4.25,9.5,8.27,2.8624
CYC2026_3,NBH3014,0.31,4.56,30.8,35.95,0.72,2.62,5.79,9.05,81.84,2.98,7.72,6.87,1.44,5.88,7.92,1.37,0.64,0.4512
CYC2025_2,NBH7425,7.14,3.61,53.21,99.95,4.3,2.48,6.67,0.23,32.42,7.08,4.01,7.98,5.11,1.02,7.99,9.61,0.72,3.9262
CYC2020_1,NBH2079,0.79,8.19,44.06,42.75,9.41,3.93,6.97,9.5,93.94,8.22,9.35,3.92,6.05,4.66,4.98,7.07,0.5,3.5565
CYC2021_2,NBH9341,2.55,9.11,82.65,93.9,2.18,7.37,2.92,7.84,79.58,1.11,0.51,3.93,8.31,1.88,5.74,0.95,1.23,2.6184
CYC2019_1,NBH2296,6.99,1.21,53.27,41.12,4.12,0.45,1.43,8.73,97.37,2.03,7.89,9.64,4.33,7.71,6.21,2.26,6.07,2.6827
CYC2022_1,NBH4290,4.97,5.33,45.17,56.08,2.86,6.18,3.7,9.6,91.39,7.72,8.27,9.72,1.87,6.42,1.51,2.47,4.26,0.6814
CYC2025_2,NBH4256,8.6,7.1,94.11,36.19,4.29,3.48,0.98,4.81,59.47,4.8,8.26,3.02,9.02,1.87,6.58,4.58,5.09,1.6107
CYC2025_3,NBH7949,6.79,4.77,17.17,46.84,1.11,6.26,1.02,7.56,68.36,0.63,0.78,3.19,1.29,3.28,2.05,6.78,1.27,0.3351
CYC2026_2,NBH7702,8.58,9.03,97.83,22.69,4.92,4.02,0.06,1.37,7.63,7.0,9.68,2.49,8.67,9.27,3.94,1.62,9.48,3.9004
CYC2023_1,NBH2555,0.46,6.85,63.56,66.54,7.13,9.56,8.0,5.73,43.34,8.52,9.91,9.73,5.51,6.53,8.21,4.1,7.02,1.6319
CYC2023_3,NBH4993,6.73,5.31,80.17,19.61,7.02,2.44,8.78,8.88,60.78,5.2,4.27,9.69,0.28,3.68,2.05,3.09,5.21,2.9282
CYC2025_2,NBH5337,3.95,7.19,60.74,90.41,2.07,4.9,0.52,9.69,60.46,1.82,8.52,1.11,8.84,0.4,9.4,2.97,3.68,2.5873
CYC2023_1,NBH3000,4.81,5.26,51.95,13.55,1.47,4.59,7.12,6.28,35.66,3.96,9.87,4.05,2.46,3.85,5.98,1.36,1.94,0.8079
CYC2026_4,NBH4579,9.45,6.1,96.64,58.68,5.29,3.88,1.97,1.81,72.73,8.12,0.36,1.05,7.36,1.71,3.8,7.92,8.72,3.6747
CYC2019_3,NBH9248,2.99,7.83,80.61,4.17,4.04,4.42,9.75,6.7,21.36,3.01,6.94,6.7,0.67,8.24,7.68,2.94,2.48,0.7735
CYC2026_4,NBH1017,4.51,1.7,6.78,16.03,2.37,4.92,7.66,2.35,81.88,8.35,6.68,5.22,1.36,5.53,4.33,1.48,1.15,1.1952
CYC2018_2,NBH6219,0.49,9.92,27.24,70.35,0.87,6.98,9.52,1.86,34.2,8.39,4.75,4.3,4.68,2.27,6.86,7.12,7.09,0.7335
CYC2021_3,NBH9748,4.18,2.67,31.23,84.72,5.35,3.67,3.2,0.65,89.31,3.47,6.07,5.84,4.57,8.03,3.11,5.18,2.62,3.4007
CYC2021_3,NBH2112,1.19,9.59,98.82,48.3,2.99,8.79,8.05,5.55,87.37,4.62,5.49,7.68,0.7,3.04,3.61,3.36,9.71,2.7246
CYC2021_1,NBH4643,1.13,4.43,1.98,71.61,9.25,3.28,6.45,9.14,22.81,5.43,5.82,8.28,6.1,7.84,2.77,6.98,5.05,2.3197
CYC2025_1,NBH6185,2.51,9.99,5.74,10.95,5.12,5.47,7.15,9.14,91.71,6.38,7.55,6.54,1.64,9.44,8.45,0.98,9.85,3.4049
CYC2023_1,NBH7718,6.46,7.95,43.06,6.38,7.09,5.66,5.29,9.65,61.77,9.17,9.85,0.03,1.64,5.56,8.95,3.5,9.49,1.872
CYC2022_1,NBH3600,7.68,8.78,52.89,54.18,6.05,2.07,4.31,5.31,4.37,4.78,6.34,7.5,0.47,5.47,7.61,1.85,3.41,0.5046
CYC2024_4,NBH3448,1.71,9.33,2.15,36.5,1.78,6.16,1.16,8.68,69.16,2.62,0.22,8.85,5.13,8.6,9.21,2.3,5.8,2.8022
CYC2025_3,NBH3589,0.85,6.73,52.74,60.67,3.51,9.33,1.02,8.95,54.88,8.47,8.04,2.46,2.15,4.95,7.11,3.4,8.93,1.4907
CYC2026_3,NBH5327,6.56,3.02,43.12,41.66,5.48,2.24,1.09,6.07,58.31,3.7,8.77,7.65,2.13,5.45,1.11,2.87,9.15,3.5921
CYC2020_4,NBH1643,9.55,5.22,94.27,38.69,6.44,8.01,2.68,6.93,3.12,0.72,2.59,4.13,3.74,4.8,7.94,7.69,5.48,0.7319
CYC2024_4,NBH3968,4.71,1.72,27.46,62.73,6.51,1.21,7.09,9.69,25.12,0.13,4.87,9.76,0.45,5.33,3.32,4.72,8.81,1.9286
CYC2022_4,NBH8706,6.72,6.47,10.9,17.65,2.81,2.89,3.27,9.62,63.87,8.43,5.33,9.15,1.9,3.7,1.7,5.98,0.56,1.8975
CYC2024_4,NBH4185,0.68,7.67,5.86,74.79,3.77,5.1,0.28,3.02,83.72,9.54,5.5,9.85,0.98,8.7,7.54,1.15,6.98,2.6634
CYC2018_1,NBH9327,1.45,1.37,95.69,18.88,2.38,7.25,1.57,8.95,12.8,3.01,2.68,0.44,4.16,5.22,8.85,3.75,2.0,2.4411
CYC2021_1,NBH4470,3.39,6.35,96.88,56.8,5.33,4.69,4.14,4.19,97.07,2.8,4.78,1.2,4.72,3.36,4.84,4.33,8.9,2.5104
CYC2023_2,NBH6198,0.83,9.08,24.09,10.52,8.4,7.85,9.69,6.59,12.69,2.69,5.04,5.26,0.77,0.07,7.59,4.44,4.05,3.0567
CYC2019_3,NBH6610,6.29,7.64,12.41,82.96,5.9,0.39,2.76,0.78,61.99,4.82,5.9,7.16,7.58,8.32,4.23,9.21,6.43,0.5759
CYC2019_4,NBH7867,4.59,6.78,75.69,98.92,2.62,5.38,2.08,8.54,37.35,9.56,7.21,7.44,0.66,5.83,0.44,0.75,9.5,0.4504
CYC2020_2,NBH5915,0.2,9.71,46.37,31.79,4.0,9.26,2.52,9.29,8.15,0.93,4.94,3.35,0.2,5.43,2.75,5.33,5.9,0.9766
CYC2021_4,NBH8002,2.71,6.47,32.36,2.43,4.9,8.39,3.83,3.2,74.26,2.89,7.07,9.9,2.28,9.52,9.24,2.7,4.91,0.8333
CYC2023_1,NBH7225,8.28,6.84,56.82,62.38,2.65,4.47,7.47,6.46,77.91,6.8,6.5,0.37,2.96,1.3,0.42,9.57,7.12,3.0253
CYC2021_3,NBH2482,5.31,1.86,67.89,9.84,5.72,9.28,7.38,7.52,80.2,9.86,0.02,5.47,9.02,8.36,0.91,3.04,1.57,3.4765
CYC2026_4,NBH4353,9.88,0.45,9.16,31.67,2.17,0.61,9.02,1.63,29.49,3.81,0.11,0.97,4.81,2.56,4.68,6.82,5.74,3.0223
CYC2018_3,NBH9679,1.93,2.76,10.77,84.18,1.63,3.83,5.73,8.58,12.87,6.46,8.22,8.72,9.2,0.74,4.66,4.36,0.03,2.9633
CYC2021_4,NBH3085,5.06,5.56,51.55,0.36,1.56,9.13,7.53,3.71,18.27,5.86,3.44,1.68,5.15,0.18,4.35,0.07,6.83,2.736
CYC2024_1,NBH7750,2.41,7.44,32.76,15.48,1.41,1.48,6.95,0.5,96.31,1.98,3.3,1.7,8.83,0.36,7.16,1.12,10.0,1.6745
CYC2021_1,NBH2975,1.75,8.71,63.3,34.82,3.75,0.74,3.89,7.67,40.75,4.51,1.86,1.53,7.06,6.81,6.24,7.73,4.68,0.6735
CYC2021_1,NBH3761,2.77,9.61,33.05,30.21,2.22,4.22,2.88,2.66,80.69,3.24,2.07,6.86,0.91,2.34,6.79,2.24,0.23,3.1755
CYC2022_1,NBH1043,5.21,8.34,76.2,52.66,8.42,6.02,2.16,3.89,89.39,3.22,0.51,9.17,5.21,7.73,4.59,6.32,5.87,0.5689
CYC2022_1,NBH7608,0.65,4.35,14.61,84.2,5.17,5.75,3.55,3.69,23.1,7.77,0.13,5.52,1.75,8.46,6.76,1.28,4.25,2.0333
CYC2026_4,NBH2008,3.82,4.31,82.83,88.9,4.11,8.03,7.65,0.76,11.95,2.82,6.97,1.01,6.3,0.0,6.68,9.57,8.74,3.1425
CYC2025_4,NBH3441,7.55,5.43,45.45,10.88,9.49,1.47,3.07,9.98,35.55,3.44,5.14,9.53,5.02,6.37,1.44,3.12,1.77,2.0216
CYC2026_2,NBH6378,8.37,0.89,4.94,91.24,2.22,3.75,5.03,9.5,67.09,3.19,6.43,9.68,0.22,2.04,6.22,0.21,8.67,1.7268
CYC2020_2,NBH2355,6.18,5.99,99.36,5.86,4.18,8.3,4.35,7.45,76.3,1.28,9.22,4.89,7.46,9.52,5.82,6.43,3.25,2.7102
CYC2018_3,NBH8969,6.36,4.45,43.01,42.26,0.6,1.91,8.24,8.58,66.66,2.04,6.86,3.65,6.88,7.78,6.75,4.91,8.54,1.6605
CYC2021_4,NBH3748,8.02,3.64,2.06,74.29,8.97,8.14,2.53,9.5,94.78,6.12,9.48,7.36,7.65,6.4,7.79,0.94,1.69,2.7126
CYC2025_3,NBH4671,6.32,6.28,77.53,49.06,8.61,3.55,4.99,9.24,85.63,1.62,6.24,8.64,9.92,9.97,3.99,7.84,9.84,3.0895
CYC2026_2,NBH7451,8.4,8.44,68.37,32.51,8.37,1.77,7.32,9.94,98.1,2.43,8.63,0.56,5.34,1.23,7.57,2.95,0.35,2.0129
CYC2022_2,NBH3993,8.55,7.63,4.09,51.94,7.74,9.02,5.97,7.4,34.24,3.33,5.14,6.08,9.72,0.94,8.78,5.26,0.08,2.4212
CYC2023_3,NBH4589,3.73,7.63,43.92,5.34,0.37,0.57,1.86,8.09,91.0,3.26,7.54,9.92,8.47,6.21,0.95,8.53,0.98,1.047
CYC2020_3,NBH9124,4.34,3.41,23.93,47.61,1.69,0.73,7.7,4.22,14.05,8.8,9.02,1.61,0.41,9.06,6.46,8.9,0.77,0.5434
CYC2025_1,NBH4459,3.03,2.28,75.31,5.78,6.2,9.9,9.19,9.68,73.76,1.87,9.63,8.99,2.42,7.96,4.01,6.77,3.21,0.754
CYC2022_1,NBH9572,1.21,2.27,84.7,44.17,4.81,6.64,9.01,6.63,95.59,0.64,8.44,6.71,5.11,2.24,3.02,1.39,5.31,2.7727
CYC2021_4,NBH4336,7.28,2.75,35.49,98.07,3.88,6.12,9.5,7.09,38.47,3.89,4.27,4.18,3.52,5.62,8.0,5.88,2.49,2.87
CYC2023_3,NBH2482,5.92,5.29,0.94,67.7,9.99,6.72,7.19,0.29,88.13,9.08,8.78,7.33,2.04,1.96,7.39,2.26,1.73,3.5695
CYC2023_1,NBH1694,2.37,6.24,41.55,9.25,4.83,1.1,4.12,1.2,47.59,9.77,4.62,3.02,0.32,0.94,8.49,1.14,6.0,0.6618
CYC2018_1,NBH2565,7.21,4.01,37.02,35.42,0.42,1.53,3.08,8.14,65.8,9.21,8.16,1.65,5.2,5.1,6.5,0.82,7.89,1.2814
CYC2026_3,NBH5076,2.05,9.28,34.22,23.56,4.06,1.44,5.31,1.94,91.11,9.85,1.28,2.12,6.41,7.61,6.95,1.56,2.83,3.0586
CYC2025_2,NBH6660,1.06,5.37,91.32,88.0,5.33,6.92,3.61,9.62,25.91,6.21,6.26,7.65,9.85,2.97,4.84,9.35,6.07,1.8119
CYC2020_2,NBH5726,6.88,6.66,93.71,17.71,1.83,2.92,7.48,5.09,51.44,7.64,8.34,5.35,0.01,3.38,1.61,6.59,1.23,0.2685
CYC2022_2,NBH8440,4.86,7.13,58.4,90.92,6.96,5.28,3.28,5.86,94.1,9.78,2.51,1.91,7.39,8.84,9.11,5.21,4.46,2.4899
CYC2026_2,NBH8282,9.37,7.24,52.27,57.07,4.02,8.31,5.93,1.72,70.47,5.47,5.71,6.89,5.55,0.01,1.26,6.28,4.05,1.4499
CYC2026_2,NBH2637,0.15,3.71,20.39,9.25,5.63,5.33,9.56,1.52,82.12,7.74,4.8,0.65,1.1,9.01,4.81,2.55,4.73,3.0734
CYC2025_2,NBH8482,0.86,6.36,50.63,7.49,8.0,7.57,7.65,2.97,40.82,3.31,7.22,7.53,2.69,4.85,0.83,9.04,8.35,3.0538
CYC2025_4,NBH3791,5.41,0.97,94.53,61.51,8.25,6.52,8.48,2.63,30.89,4.38,5.74,1.66,6.44,9.54,8.72,2.72,4.79,2.2895
CYC2018_4,NBH9168,3.12,6.37,89.54,97.24,7.55,6.66,7.06,1.43,72.86,4.46,2.09,0.64,4.47,1.85,6.26,2.04,3.56,3.1212
CYC2025_4,NBH5431,3.84,5.77,61.87,89.4,0.72,3.47,2.35,1.02,16.87,3.34,6.13,7.32,4.97,0.9,7.72,5.16,7.73,1.1606
CYC2020_3,NBH5534,2.0,4.9,53.88,15.91,9.95,4.82,3.53,8.5,81.43,2.34,8.43,2.83,0.68,0.34,5.21,3.4,7.64,2.2361
CYC2022_3,NBH4040,1.18,9.75,72.09,76.76,3.12,0.07,3.42,1.79,82.36,3.71,8.71,8.17,6.87,5.79,8.34,8.98,9.25,2.956
CYC2026_3,NBH1408,8.34,5.34,54.22,76.18,6.01,3.91,4.25,3.33,24.39,2.67,2.73,6.62,9.48,8.41,7.19,5.62,7.31,0.5705
CYC2024_2,NBH8663,1.78,3.9,95.04,56.22,7.13,3.56,8.15,3.4,19.57,4.16,2.27,6.79,0.97,7.14,9.04,8.83,7.39,1.5077
CYC2023_4,NBH8554,3.92,4.66,7.44,27.84,8.05,0.42,7.55,5.07,27.06,4.68,4.51,9.76,7.03,4.13,9.34,9.19,5.11,3.7665
CYC2026_4,NBH5501,4.66,6.24,39.31,15.59,3.56,3.93,7.75,4.02,47.33,7.6,5.36,3.44,0.07,7.46,9.21,0.05,6.67,2.1494
CYC2021_4,NBH9628,3.53,0.94,27.13,47.98,9.18,2.08,6.9,7.07,12.01,9.75,1.71,0.56,9.68,3.76,2.87,2.92,0.15,2.7524
CYC2020_4,NBH2481,2.14,4.51,94.19,16.14,0.67,3.57,9.06,3.71,72.34,0.38,3.39,5.86,5.18,5.53,4.23,6.15,8.26,0.5079
CYC2021_2,NBH2000,7.36,8.14,89.74,3.38,6.53,2.95,5.82,8.58,73.66,1.95,5.73,1.71,2.45,4.03,6.14,5.37,3.13,3.3315
CYC2023_3,NBH8440,7.09,8.79,92.5,40.22,8.13,7.3,8.98,7.42,84.73,4.17,4.85,2.07,6.47,1.16,2.78,7.17,9.05,3.2425
CYC2024_2,NBH8448,3.21,6.37,67.28,56.67,0.49,5.6,3.15,2.47,98.31,9.9,0.13,7.63,6.92,3.03,6.49,4.49,2.28,1.9749
CYC2019_2,NBH5771,1.52,0.69,87.78,12.39,6.46,7.17,7.9,0.93,29.86,1.97,0.48,6.24,1.51,1.89,4.32,1.18,6.3,3.1641
CYC2022_3,NBH3973,8.31,8.12,90.96,90.53,8.09,5.65,0.16,7.26,48.27,0.86,7.3,4.1,3.6,8.08,2.92,2.69,2.37,1.1604
CYC2026_2,NBH8611,9.6,0.08,22.4,46.58,9.89,8.64,3.17,3.41,2.71,7.28,7.69,2.34,8.25,5.13,4.66,4.18,5.94,2.322
CYC2023_3,NBH6112,2.36,1.43,19.7,34.45,9.39,6.97,4.22,1.57,73.35,4.25,7.7,8.2,5.86,8.14,5.79,5.06,7.67,1.7829
CYC2021_2,NBH4972,9.37,7.06,87.13,52.68,8.87,5.52,7.55,7.46,8.79,3.68,9.9,2.14,3.58,9.78,3.31,8.24,4.34,3.7505
CYC2018_3,NBH8643,1.11,2.71,59.82,11.32,7.42,9.32,6.38,7.01,15.69,6.39,4.35,7.54,3.06,6.65,0.77,3.11,5.99,2.3706
CYC2022_1,NBH1809,6.23,4.06,16.52,88.86,4.31,9.26,5.27,9.57,90.45,6.59,4.25,8.05,6.45,7.04,6.88,7.01,8.42,3.6705
CYC2023_4,NBH9077,4.75,3.87,23.51,6.09,2.74,8.19,4.82,0.44,52.0,7.32,7.54,8.51,7.2,0.08,4.17,3.35,4.55,3.2124
CYC2024_2,NBH4380,8.16,0.34,23.34,76.66,3.69,8.36,8.93,7.67,4.91,9.36,4.6,0.12,2.88,5.96,3.41,5.54,3.61,1.8016
CYC2024_3,NBH5744,5.44,2.07,14.96,6.36,4.87,8.69,2.17,9.03,15.44,8.9,6.97,2.66,9.79,4.44,1.81,6.85,1.64,3.5845
CYC2024_2,NBH7851,0.64,3.71,70.79,36.72,9.32,2.34,1.8,6.53,91.51,0.1,8.1,5.3,0.69,6.61,4.2,4.21,0.88,2.7952
CYC2026_1,NBH9770,8.9,4.07,77.77,4.37,1.78,1.76,2.17,7.66,96.53,3.52,6.59,4.59,2.92,4.75,7.34,0.4,9.08,2.187
CYC2023_2,NBH7682,5.06,5.14,73.93,80.85,0.28,9.48,0.91,6.43,92.64,9.53,7.78,5.5,3.82,4.28,1.53,6.22,2.86,1.0909
CYC2024_1,NBH9396,0.48,1.17,45.1,49.69,8.48,7.33,4.89,0.45,72.63,5.51,8.83,3.26,1.52,4.89,2.46,9.29,9.22,2.4651
CYC2026_2,NBH1479,3.66,7.72,45.95,80.88,1.0,1.73,8.59,0.98,14.88,1.65,7.61,3.62,5.43,2.91,6.13,2.87,9.79,3.0416
CYC2019_1,NBH8157,3.27,1.06,50.0,84.31,1.38,8.49,7.13,5.59,44.75,4.19,7.26,4.74,6.54,0.37,9.4,4.52,9.14,2.5951
CYC2018_3,NBH7118,0.71,2.17,53.51,3.57,8.78,4.24,4.85,1.44,85.89,6.6,0.89,1.85,0.5,6.15,1.24,4.85,7.08,2.2016
CYC2018_4,NBH8042,6.66,4.9,97.47,25.98,8.19,1.35,5.65,3.67,42.21,5.55,0.05,2.26,6.88,8.28,1.81,4.72,1.94,2.2779
CYC2024_2,NBH9900,7.09,9.71,88.01,81.92,8.01,5.15,8.84,7.13,21.74,1.53,3.71,1.05,1.09,4.94,4.58,8.59,2.36,3.8821
CYC2025_3,NBH3001,5.33,0.61,94.0,54.4,6.37,0.28,0.42,9.62,15.74,1.61,8.83,7.97,6.55,7.0,0.22,6.83,2.28,1.0613
CYC2020_2,NBH7425,5.3,7.28,89.92,45.17,5.95,4.94,0.02,8.26,73.58,9.6,3.72,8.2,7.28,1.17,9.7,1.53,8.3,2.0
CYC2025_1,NBH7557,1.17,9.01,45.9,3.34,0.36,0.6,8.74,0.01,86.58,1.03,7.72,5.82,8.68,7.27,7.3,0.3,8.74,1.3173
CYC2025_1,NBH6728,3.64,8.53,85.75,8.35,3.2,2.41,8.98,2.96,23.76,2.94,8.76,1.91,1.85,8.38,1.72,5.03,4.83,0.2417
CYC2022_3,NBH5492,3.78,9.53,37.0,95.79,9.15,6.74,2.17,6.75,6.03,3.46,0.97,8.27,7.29,0.7,9.95,1.56,0.41,1.6755
CYC2020_3,NBH5112,5.9,5.85,87.86,2.1,2.59,7.11,6.48,3.41,85.91,7.35,5.99,2.45,2.98,6.46,9.65,8.53,2.09,3.0418
CYC2025_1,NBH8556,3.51,4.41,35.82,20.87,1.29,3.64,3.72,1.14,21.82,9.21,0.95,0.79,3.64,8.15,5.41,0.21,2.15,3.8747
CYC2021_4,NBH9286,7.31,8.29,87.64,67.05,3.88,4.94,3.67,9.5,32.04,2.65,5.49,0.95,8.84,9.86,3.48,1.16,2.77,1.7916
CYC2020_2,NBH9476,1.81,9.29,57.88,44.9,4.54,9.53,3.65,1.55,59.19,1.11,7.12,0.01,4.08,8.0,4.09,7.66,7.04,2.7451
CYC2024_1,NBH9547,3.6,3.82,69.75,74.64,3.15,7.96,8.27,0.45,46.96,6.6,2.51,6.62,1.77,0.1,5.81,0.67,4.52,1.8496
CYC2023_3,NBH8762,6.96,8.42,67.77,24.51,1.44,7.42,3.81,9.06,18.36,0.84,1.48,3.33,6.75,8.66,3.7,6.44,0.45,2.5858
CYC2025_3,NBH1635,3.87,0.07,45.23,68.79,3.63,1.6,9.58,1.53,97.27,6.7,1.37,8.41,8.78,1.49,5.82,8.85,7.73,0.985
CYC2026_2,NBH4745,4.82,9.69,43.09,14.38,3.79,0.48,4.72,9.89,69.69,3.83,9.06,2.98,5.09,8.21,6.97,0.51,8.9,2.5824
CYC2026_2,NBH8618,0.12,5.77,54.54,39.33,2.36,6.56,4.18,1.76,43.46,5.25,9.46,4.79,4.94,5.4,6.85,1.86,4.9,3.5498
CYC2023_4,NBH2813,2.11,5.15,93.19,0.66,9.01,1.76,5.42,2.04,87.55,7.6,4.1,1.94,4.47,0.99,6.0,3.38,0.17,1.799
CYC2018_2,NBH1205,5.56,9.43,47.13,87.44,1.96,0.85,8.49,4.73,33.63,5.5,7.32,4.85,3.48,9.01,6.22,6.17,5.94,1.542
CYC2024_2,NBH3583,2.95,4.7,87.37,91.89,7.89,9.62,4.49,0.96,83.16,8.73,3.97,5.17,2.55,2.81,9.8,2.8,9.72,1.2579
CYC2021_3,NBH1454,4.38,6.32,71.24,81.13,4.52,6.21,2.22,6.94,98.45,8.32,3.73,4.86,1.25,4.91,4.8,4.33,4.08,0.244
CYC2023_3,NBH6074,7.86,4.55,10.99,72.86,0.02,8.47,8.88,6.51,84.47,3.68,9.07,1.36,4.27,3.77,8.56,0.44,4.75,2.33
CYC2020_3,NBH9143,5.7,0.23,53.18,51.67,3.32,3.22,4.74,6.27,12.91,1.41,9.09,3.12,2.64,4.23,7.83,7.23,7.87,3.1494
CYC2020_4,NBH9009,0.29,4.73,41.67,24.18,6.87,3.26,4.96,1.93,17.92,5.7,0.9,9.26,9.74,1.36,1.74,5.15,2.73,1.1907
CYC2021_4,NBH4039,4.9,2.57,90.02,70.24,6.67,6.3,8.89,1.8,60.26,5.07,4.98,1.24,1.76,5.44,2.63,9.46,1.96,2.2988
CYC2019_1,NBH6158,9.15,8.86,78.26,18.66,8.86,7.93,8.4,4.46,94.42,4.43,5.16,3.7,0.28,3.97,5.2,3.28,1.3,1.0927
CYC2021_4,NBH5403,0.29,2.64,93.89,37.49,3.68,3.09,2.51,1.89,23.99,0.32,3.54,0.49,6.18,7.96,1.56,8.03,0.53,1.8184
CYC2018_1,NBH2086,6.29,4.25,96.77,84.31,3.29,6.06,6.02,7.77,79.05,1.46,7.14,1.99,3.25,0.49,3.23,3.35,9.43,1.1924
CYC2021_3,NBH9792,3.94,5.9,35.91,17.0,0.24,6.14,7.32,1.28,15.77,7.22,1.3,5.53,4.58,3.37,1.83,4.81,4.44,3.7149
CYC2020_3,NBH1478,3.51,2.23,55.19,46.72,8.53,2.12,5.73,0.21,79.88,5.6,0.64,8.16,0.62,4.31,8.66,0.58,2.54,1.3709
CYC2022_4,NBH4928,0.1,8.39,90.78,71.54,5.84,9.55,7.5,7.6,22.41,8.25,8.02,7.7,5.5,6.34,7.32,4.12,8.49,2.2469
CYC2024_2,NBH5213,9.52,6.78,5.93,66.8,0.14,1.66,3.87,3.3,72.11,3.01,7.79,2.75,5.51,6.34,9.38,0.29,3.1,0.9714
CYC2026_3,NBH8698,5.37,0.8,56.27,30.1,7.74,3.63,0.37,0.65,30.64,3.27,6.84,2.93,7.68,5.54,3.05,2.56,3.24,1.3799
CYC2022_4,NBH8786,7.84,0.37,31.53,34.69,0.44,5.4,0.54,6.52,65.47,1.8,0.8,0.87,2.67,7.85,5.81,5.91,4.9,2.4989
CYC2023_3,NBH6345,0.36,3.79,76.79,96.88,1.84,6.22,8.98,3.75,37.23,1.02,3.42,9.35,8.13,2.34,9.62,1.05,9.93,1.9544
CYC2024_4,NBH6644,3.66,9.39,48.88,53.87,6.23,0.55,2.73,0.05,51.67,9.84,5.01,8.54,8.39,9.96,8.45,0.19,5.19,1.8145
CYC2024_1,NBH1468,2.2,5.58,90.74,4.84,5.1,4.71,6.7,6.31,16.89,7.78,9.99,4.79,2.1,0.31,3.03,1.26,8.92,3.4366
CYC2025_4,NBH8767,3.68,2.35,78.4,89.49,4.28,8.57,3.6,2.65,46.98,5.14,0.09,7.02,1.44,2.51,6.73,9.73,9.33,3.9273
CYC2024_2,NBH6592,0.24,7.86,55.89,1.08,7.7,2.15,2.36,6.04,2.64,7.24,3.24,4.31,0.15,2.3,5.95,3.47,4.81,1.8069
CYC2023_4,NBH2313,3.32,3.48,60.29,95.94,2.7,4.64,3.17,2.62,72.2,0.32,7.91,8.34,6.88,2.7,9.27,6.54,9.73,1.6311
CYC2023_2,NBH5159,4.47,5.69,23.79,61.07,2.43,1.49,8.02,6.89,28.3,7.33,1.87,7.34,0.08,0.17,0.78,4.44,1.8,3.0686
CYC2018_1,NBH6528,1.71,3.8,94.17,29.59,5.86,6.09,7.44,2.13,91.42,9.77,5.35,4.27,2.36,4.38,9.43,0.92,3.78,3.3093
CYC2018_3,NBH8567,7.81,7.27,62.6,64.89,3.45,5.79,2.37,9.29,48.97,7.04,0.4,6.42,6.16,3.32,9.01,8.91,2.35,3.0374
CYC2019_3,NBH8996,5.34,4.41,44.38,54.05,0.89,3.16,8.53,8.77,61.54,6.23,0.21,6.4,4.51,9.36,9.48,8.44,0.3,1.4256
CYC2018_3,NBH7792,4.83,1.39,86.99,73.04,8.86,3.19,8.58,8.28,8.44,6.41,8.86,7.83,7.11,5.0,9.33,8.7,6.23,0.4024
CYC2018_2,NBH1271,7.78,4.02,12.8,98.76,1.01,5.0,4.75,5.44,92.71,5.16,3.5,5.49,7.96,3.72,9.04,1.91,9.02,2.8049
CYC2025_3,NBH3800,6.39,1.26,0.32,86.89,9.9,6.87,5.1,7.79,16.88,4.9,9.78,7.45,4.73,6.2,1.71,7.36,6.27,2.5408
CYC2018_4,NBH3211,2.02,9.89,25.22,29.36,4.34,3.22,5.76,5.1,21.99,4.31,4.36,5.03,5.49,5.81,1.08,2.43,3.45,1.8499
CYC2019_2,NBH5252,2.31,7.35,34.17,90.49,8.78,9.19,1.29,4.55,85.98,8.55,3.99,1.43,7.91,5.23,3.32,8.0,2.5,0.5189
CYC2023_4,NBH6228,7.42,1.58,64.78,80.22,7.06,3.34,6.66,4.33,47.99,7.25,6.43,2.91,2.46,8.69,8.49,4.02,8.65,2.0591
CYC2019_4,NBH1202,7.75,0.56,91.93,81.42,3.35,5.0,8.11,9.96,95.24,6.18,5.18,2.28,3.54,0.35,6.25,3.2,3.71,1.1319
