env_emiss_inventory_year,env_emiss_facility_registry_id,env_emiss_emissions_source_type,env_emiss_ghg_gas_code,env_emiss_emissions_metric_tons,env_emiss_stack_height_m,env_emiss_control_technology_code,env_emiss_operating_hours_annual,env_emiss_throughput_activity_level,env_emiss_emission_factor_used,env_emiss_estimation_method_code,env_emiss_permit_number,env_emiss_compliance_status_code,env_emiss_violation_count,env_emiss_inspection_count,env_emiss_nearby_receptor_distance_m,env_emiss_environmental_justice_screen_score,env_emiss_reporting_program_name,env_emiss_verification_flag,env_emiss_uncertainty_rating
2016,FRS000001123,NONPOINT,CO2,5908.754,0.0,NONE,5740,807047.0,DEFAULT,ENGINEERING,PERMIT00001123,IN_COMPLIANCE,7,4,3966.2,34.53,NEI,0,HIGH
2024,FRS000001124,POINT,HFCs,2727.674,110.17,NONE,4754,790538.64,MODELLED,EMISSION_FACTOR,PERMIT00001124,IN_COMPLIANCE,7,2,1096.1,5.13,STATE_INVENTORY,0,MEDIUM
2006,FRS000001125,MOBILE,CO2,2273.546,0.0,SCR,2994,1365475.53,SITE_SPECIFIC,MODELED,PERMIT00001125,NOT_APPLICABLE,6,7,9643.0,50.24,NEI,0,HIGH
2024,FRS000001126,POINT,CO2,1060.159,202.5,SNCR,1248,1456714.43,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00001126,NOT_APPLICABLE,1,4,5906.7,41.29,STATE_INVENTORY,0,MEDIUM
2007,FRS000001127,AREA,CO2,3798.866,0.0,NONE,8111,122661.6,DEFAULT,ENGINEERING,PERMIT00001127,IN_COMPLIANCE,5,6,5546.3,34.17,STATE_INVENTORY,0,HIGH
2010,FRS000001128,NONPOINT,PFCs,2495.19,0.0,NONE,4664,378960.9,SITE_SPECIFIC,CEMS,PERMIT00001128,IN_COMPLIANCE,9,5,8734.0,26.57,TRI,0,LOW
2017,FRS000001129,POINT,CO2,813.2,177.29,FGD,5287,720417.56,DEFAULT,ENGINEERING,PERMIT00001129,IN_COMPLIANCE,10,5,7751.9,8.46,STATE_INVENTORY,0,HIGH
2017,FRS000001130,POINT,CO2,11983.69,202.89,FGD,2426,103805.87,SITE_SPECIFIC,MODELED,PERMIT00001130,NOT_APPLICABLE,9,2,7240.7,91.56,NEI,0,LOW
2022,FRS000001131,POINT,CO2,688.979,94.41,NONE,8626,435537.61,DEFAULT,EMISSION_FACTOR,PERMIT00001131,IN_COMPLIANCE,4,4,6393.0,65.64,TRI,1,LOW
2018,FRS000001132,MOBILE,CO2,537.307,0.0,NONE,51,1019896.33,DEFAULT,MATERIAL_BALANCE,PERMIT00001132,OUT_OF_COMPLIANCE,0,4,14257.7,61.98,GHGRP,1,UNKNOWN
2017,FRS000001133,POINT,CO2,1299.08,113.2,BAGHOUSE,4347,276362.6,MASS_BALANCE,ENGINEERING,PERMIT00001133,OUT_OF_COMPLIANCE,9,3,5342.9,44.99,GHGRP,1,LOW
2014,FRS000001134,POINT,CO2,898.704,145.62,SCR,8431,616786.72,DEFAULT,CEMS,PERMIT00001134,OUT_OF_COMPLIANCE,7,7,4547.2,11.48,NEI,0,MEDIUM
2021,FRS000001135,NONPOINT,PFCs,2542.217,0.0,SNCR,3450,150011.12,SITE_SPECIFIC,ENGINEERING,PERMIT00001135,IN_COMPLIANCE,6,2,1867.7,68.59,GHGRP,0,MEDIUM
2025,FRS000001136,NONPOINT,CO2,255.385,0.0,FGD,4119,1181894.18,DEFAULT,CEMS,PERMIT00001136,OUT_OF_COMPLIANCE,5,8,4755.7,24.86,STATE_INVENTORY,1,LOW
2009,FRS000001137,FUGITIVE,CO2,10299.912,0.0,NONE,6296,532600.37,STACK_TEST,MATERIAL_BALANCE,PERMIT00001137,IN_COMPLIANCE,2,1,10261.5,20.79,GHGRP,1,LOW
2005,FRS000001138,POINT,CO2,5554.148,158.13,OXIDATION_CATALYST,572,1428591.26,DEFAULT,EMISSION_FACTOR,PERMIT00001138,IN_COMPLIANCE,5,7,10375.2,6.61,STATE_INVENTORY,0,LOW
2006,FRS000001139,AREA,CH4,10687.868,0.0,SNCR,7480,1132210.7,STACK_TEST,MATERIAL_BALANCE,PERMIT00001139,UNDER_REVIEW,6,1,8007.0,73.94,NEI,1,LOW
2014,FRS000001140,MOBILE,CO2,900.388,0.0,NONE,4054,226046.62,MODELLED,MODELED,PERMIT00001140,IN_COMPLIANCE,2,7,11006.2,16.21,NEI,0,MEDIUM
2023,FRS000001141,AREA,CH4,6420.9,0.0,NONE,7429,441027.75,STACK_TEST,ENGINEERING,PERMIT00001141,IN_COMPLIANCE,8,2,9831.9,51.15,NEI,0,LOW
2012,FRS000001142,MOBILE,CH4,3692.319,0.0,SCR,6365,273700.68,DEFAULT,ENGINEERING,PERMIT00001142,OUT_OF_COMPLIANCE,6,6,8043.9,58.07,STATE_INVENTORY,1,MEDIUM
2006,FRS000001143,MOBILE,CO2,1989.917,0.0,SCR,4097,58073.91,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00001143,IN_COMPLIANCE,5,6,9931.7,0.57,STATE_INVENTORY,1,MEDIUM
2011,FRS000001144,FUGITIVE,CO2,2852.8,0.0,ESP,573,1185477.16,SITE_SPECIFIC,ENGINEERING,PERMIT00001144,IN_COMPLIANCE,0,0,14171.6,99.88,NEI,1,LOW
2016,FRS000001145,MOBILE,CO2,311.189,0.0,FGD,8610,1239896.4,SITE_SPECIFIC,ENGINEERING,PERMIT00001145,IN_COMPLIANCE,4,2,11965.7,11.16,NEI,0,LOW
2011,FRS000001146,MOBILE,CO2,1041.417,0.0,NONE,135,589068.87,MODELLED,EMISSION_FACTOR,PERMIT00001146,IN_COMPLIANCE,8,7,14969.3,55.87,NEI,0,LOW
2019,FRS000001147,POINT,HFCs,1365.266,122.08,SCR,102,1000042.51,DEFAULT,ENGINEERING,PERMIT00001147,OUT_OF_COMPLIANCE,10,8,2976.5,49.98,GHGRP,0,MEDIUM
2018,FRS000001148,POINT,CO2,1656.033,110.26,SNCR,3359,1158474.15,MODELLED,CEMS,PERMIT00001148,IN_COMPLIANCE,4,3,1856.7,23.56,GHGRP,1,MEDIUM
2013,FRS000001149,MOBILE,CO2,2227.581,0.0,OXIDATION_CATALYST,7090,891304.51,DEFAULT,CEMS,PERMIT00001149,IN_COMPLIANCE,0,6,5866.7,68.81,GHGRP,0,MEDIUM
2025,FRS000001150,FUGITIVE,HFCs,4128.959,0.0,BAGHOUSE,2241,1124676.7,DEFAULT,ENGINEERING,PERMIT00001150,IN_COMPLIANCE,9,4,11403.9,2.63,NEI,0,MEDIUM
2005,FRS000001151,NONPOINT,CO2,5068.75,0.0,FGD,4348,561596.44,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00001151,IN_COMPLIANCE,7,3,12418.3,11.53,NEI,0,HIGH
2020,FRS000001152,MOBILE,CO2,1792.494,0.0,BAGHOUSE,4442,844855.15,DEFAULT,EMISSION_FACTOR,PERMIT00001152,IN_COMPLIANCE,0,4,2596.7,46.97,GHGRP,1,MEDIUM
2014,FRS000001153,POINT,CO2,3213.224,155.83,ESP,3127,777762.68,DEFAULT,ENGINEERING,PERMIT00001153,IN_COMPLIANCE,10,3,13288.8,19.78,STATE_INVENTORY,0,MEDIUM
2016,FRS000001154,AREA,CO2,2946.4,0.0,SCR,6044,729619.76,MODELLED,EMISSION_FACTOR,PERMIT00001154,IN_COMPLIANCE,1,5,7126.2,98.97,NEI,1,LOW
2018,FRS000001155,AREA,CH4,7378.954,0.0,SCR,461,1293341.52,SITE_SPECIFIC,MODELED,PERMIT00001155,IN_COMPLIANCE,7,6,14326.3,21.57,NEI,1,UNKNOWN
2010,FRS000001156,MOBILE,CH4,2216.085,0.0,CARBON_CAPTURE,1818,471080.72,SITE_SPECIFIC,MODELED,PERMIT00001156,IN_COMPLIANCE,2,7,12228.2,65.14,GHGRP,0,LOW
2024,FRS000001157,NONPOINT,CO2,6240.062,0.0,FGD,4107,172545.14,DEFAULT,EMISSION_FACTOR,PERMIT00001157,IN_COMPLIANCE,5,8,7959.7,82.43,NEI,1,LOW
2023,FRS000001158,MOBILE,CO2,27745.554,0.0,SNCR,8622,618559.18,MASS_BALANCE,EMISSION_FACTOR,PERMIT00001158,IN_COMPLIANCE,6,6,13170.9,57.79,STATE_INVENTORY,0,UNKNOWN
2017,FRS000001159,FUGITIVE,N2O,1015.284,0.0,BAGHOUSE,1777,649021.15,MASS_BALANCE,CEMS,PERMIT00001159,NOT_APPLICABLE,1,0,6573.0,99.8,STATE_INVENTORY,1,UNKNOWN
2005,FRS000001160,POINT,N2O,11361.006,103.67,NONE,172,798953.74,SITE_SPECIFIC,ENGINEERING,PERMIT00001160,NOT_APPLICABLE,9,7,9331.7,65.15,OTHER,1,MEDIUM
2014,FRS000001161,POINT,CO2,271.8,211.9,NONE,2779,35000.36,SITE_SPECIFIC,ENGINEERING,PERMIT00001161,IN_COMPLIANCE,9,3,9809.2,29.15,NEI,0,MEDIUM
2006,FRS000001162,MOBILE,N2O,2949.613,0.0,SNCR,4280,933412.27,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00001162,NOT_APPLICABLE,10,3,14326.2,77.94,GHGRP,0,MEDIUM
2018,FRS000001163,NONPOINT,N2O,1248.786,0.0,SCR,6511,218156.02,DEFAULT,CEMS,PERMIT00001163,IN_COMPLIANCE,0,2,8608.4,56.14,NEI,0,MEDIUM
2025,FRS000001164,MOBILE,CO2,776.882,0.0,NONE,40,1483380.55,DEFAULT,MATERIAL_BALANCE,PERMIT00001164,IN_COMPLIANCE,4,4,3675.9,65.18,TRI,0,HIGH
2014,FRS000001165,POINT,CO2,976.694,31.53,SNCR,6232,1314467.3,DEFAULT,MATERIAL_BALANCE,PERMIT00001165,IN_COMPLIANCE,6,6,7124.6,46.13,NEI,1,LOW
2024,FRS000001166,NONPOINT,CO2,1907.572,0.0,SCR,399,1200600.94,DEFAULT,ENGINEERING,PERMIT00001166,IN_COMPLIANCE,10,2,11978.9,3.61,STATE_INVENTORY,0,LOW
2011,FRS000001167,MOBILE,CO2,5119.48,0.0,NONE,5535,1081208.76,DEFAULT,MODELED,PERMIT00001167,NOT_APPLICABLE,10,0,7056.1,23.48,GHGRP,0,MEDIUM
2020,FRS000001168,POINT,CH4,1837.638,97.94,FGD,4925,836252.47,MODELLED,EMISSION_FACTOR,PERMIT00001168,IN_COMPLIANCE,0,8,13562.9,64.74,TRI,0,MEDIUM
2018,FRS000001169,POINT,CH4,4011.783,148.44,BAGHOUSE,4855,1139939.99,DEFAULT,MATERIAL_BALANCE,PERMIT00001169,IN_COMPLIANCE,6,2,10377.1,68.82,NEI,0,MEDIUM
2005,FRS000001170,AREA,CH4,3703.874,0.0,NONE,5532,685255.75,DEFAULT,MATERIAL_BALANCE,PERMIT00001170,IN_COMPLIANCE,6,6,12338.3,77.15,OTHER,0,LOW
2025,FRS000001171,AREA,CO2,859.573,0.0,SCR,3224,1235518.62,DEFAULT,EMISSION_FACTOR,PERMIT00001171,IN_COMPLIANCE,4,3,5300.7,40.24,TRI,0,MEDIUM
2018,FRS000001172,POINT,N2O,2567.164,222.64,NONE,7624,1203384.32,MASS_BALANCE,EMISSION_FACTOR,PERMIT00001172,IN_COMPLIANCE,10,1,11588.3,47.9,TRI,0,HIGH
2005,FRS000001173,POINT,CH4,647.619,198.09,SCR,3762,1128250.31,DEFAULT,ENGINEERING,PERMIT00001173,IN_COMPLIANCE,6,1,9823.3,69.38,NEI,1,MEDIUM
2024,FRS000001174,FUGITIVE,SF6,1831.769,0.0,BAGHOUSE,5955,1099659.12,MASS_BALANCE,EMISSION_FACTOR,PERMIT00001174,IN_COMPLIANCE,3,2,619.5,62.01,TRI,0,LOW
2017,FRS000001175,NONPOINT,CO2,1087.035,0.0,NONE,1207,995008.4,MODELLED,EMISSION_FACTOR,PERMIT00001175,IN_COMPLIANCE,1,1,10619.9,89.94,NEI,1,LOW
2005,FRS000001176,POINT,CO2,5276.796,126.84,ESP,761,636878.93,DEFAULT,CEMS,PERMIT00001176,IN_COMPLIANCE,5,3,4036.2,10.49,STATE_INVENTORY,0,MEDIUM
2009,FRS000001177,POINT,CO2,1720.181,109.51,SNCR,2600,167833.27,SITE_SPECIFIC,MODELED,PERMIT00001177,IN_COMPLIANCE,5,5,11837.1,19.64,STATE_INVENTORY,0,LOW
2007,FRS000001178,MOBILE,N2O,1092.099,0.0,OXIDATION_CATALYST,4631,976892.33,DEFAULT,ENGINEERING,PERMIT00001178,OUT_OF_COMPLIANCE,9,1,2808.2,15.33,STATE_INVENTORY,1,LOW
2025,FRS000001179,POINT,N2O,2376.801,154.8,NONE,4933,641000.09,MASS_BALANCE,MATERIAL_BALANCE,PERMIT00001179,IN_COMPLIANCE,9,0,14372.8,40.04,TRI,1,MEDIUM
2018,FRS000001180,MOBILE,CO2,1515.976,0.0,SNCR,7815,602775.7,STACK_TEST,CEMS,PERMIT00001180,NOT_APPLICABLE,9,0,7561.3,51.03,GHGRP,0,LOW
2016,FRS000001181,MOBILE,CO2,3515.95,0.0,OXIDATION_CATALYST,8621,1039310.94,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00001181,IN_COMPLIANCE,4,5,13583.6,95.95,STATE_INVENTORY,1,HIGH
2015,FRS000001182,MOBILE,CH4,971.949,0.0,NONE,6442,1275966.77,MASS_BALANCE,EMISSION_FACTOR,PERMIT00001182,IN_COMPLIANCE,9,8,3296.8,78.73,OTHER,0,LOW
2019,FRS000001183,POINT,CO2,1205.999,156.12,OXIDATION_CATALYST,7795,1462040.95,SITE_SPECIFIC,ENGINEERING,PERMIT00001183,OUT_OF_COMPLIANCE,6,3,2517.0,10.32,GHGRP,1,MEDIUM
2009,FRS000001184,FUGITIVE,CO2,2019.022,0.0,BAGHOUSE,4925,971935.27,MODELLED,CEMS,PERMIT00001184,IN_COMPLIANCE,10,0,13156.1,50.72,NEI,0,UNKNOWN
2005,FRS000001185,POINT,CO2,1032.345,105.08,BAGHOUSE,5181,1292479.67,MODELLED,ENGINEERING,PERMIT00001185,IN_COMPLIANCE,7,8,11594.6,1.94,STATE_INVENTORY,1,LOW
2025,FRS000001186,MOBILE,CO2,866.71,0.0,ESP,3804,348112.22,SITE_SPECIFIC,MODELED,PERMIT00001186,NOT_APPLICABLE,10,6,761.7,21.3,STATE_INVENTORY,1,MEDIUM
2005,FRS000001187,NONPOINT,N2O,4316.511,0.0,ESP,4515,1452689.61,STACK_TEST,CEMS,PERMIT00001187,IN_COMPLIANCE,10,4,5489.6,4.5,GHGRP,1,MEDIUM
2015,FRS000001188,AREA,CO2,3082.961,0.0,NONE,3848,1006847.53,MODELLED,ENGINEERING,PERMIT00001188,IN_COMPLIANCE,3,4,4489.8,77.41,TRI,0,MEDIUM
2011,FRS000001189,NONPOINT,CH4,957.62,0.0,NONE,5169,1350552.3,DEFAULT,MODELED,PERMIT00001189,IN_COMPLIANCE,9,5,12994.8,92.89,GHGRP,0,MEDIUM
2016,FRS000001190,MOBILE,CO2,2732.893,0.0,BAGHOUSE,6044,1345204.6,DEFAULT,MODELED,PERMIT00001190,IN_COMPLIANCE,8,5,5903.3,58.81,GHGRP,1,HIGH
2025,FRS000001191,AREA,CO2,264.326,0.0,BAGHOUSE,8201,1247561.61,SITE_SPECIFIC,CEMS,PERMIT00001191,IN_COMPLIANCE,10,5,6053.5,60.38,TRI,1,UNKNOWN
2018,FRS000001192,NONPOINT,CH4,9513.347,0.0,FGD,4954,1069996.06,DEFAULT,MATERIAL_BALANCE,PERMIT00001192,IN_COMPLIANCE,2,2,14180.4,82.24,NEI,0,MEDIUM
2015,FRS000001193,POINT,CH4,967.738,249.37,OXIDATION_CATALYST,1018,963397.33,DEFAULT,ENGINEERING,PERMIT00001193,OUT_OF_COMPLIANCE,4,1,1709.0,56.54,NEI,0,UNKNOWN
2013,FRS000001194,NONPOINT,N2O,2900.137,0.0,BAGHOUSE,7754,872072.32,MODELLED,EMISSION_FACTOR,PERMIT00001194,IN_COMPLIANCE,10,3,13619.1,78.56,NEI,0,LOW
2025,FRS000001195,AREA,CO2,1507.619,0.0,SNCR,8049,471562.4,DEFAULT,MATERIAL_BALANCE,PERMIT00001195,OUT_OF_COMPLIANCE,7,4,3157.1,88.94,OTHER,1,MEDIUM
2016,FRS000001196,POINT,HFCs,1738.849,101.52,FGD,1794,334185.64,MODELLED,CEMS,PERMIT00001196,IN_COMPLIANCE,2,5,2509.0,96.47,GHGRP,0,LOW
2012,FRS000001197,POINT,CH4,4034.627,230.29,SCR,7471,913620.71,MODELLED,ENGINEERING,PERMIT00001197,IN_COMPLIANCE,10,4,7953.8,49.5,STATE_INVENTORY,0,HIGH
2021,FRS000001198,FUGITIVE,CO2,741.955,0.0,NONE,69,425989.74,SITE_SPECIFIC,CEMS,PERMIT00001198,IN_COMPLIANCE,9,1,3099.4,71.11,TRI,1,MEDIUM
2009,FRS000001199,FUGITIVE,CO2,657.944,0.0,CARBON_CAPTURE,4750,896289.39,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00001199,IN_COMPLIANCE,5,6,3679.7,74.97,NEI,0,LOW
2014,FRS000001200,POINT,SF6,1104.536,200.95,OXIDATION_CATALYST,7135,16026.21,DEFAULT,EMISSION_FACTOR,PERMIT00001200,IN_COMPLIANCE,1,1,2402.8,9.57,TRI,0,UNKNOWN
2010,FRS000001201,POINT,CO2,1449.207,106.57,NONE,6197,734027.23,DEFAULT,EMISSION_FACTOR,PERMIT00001201,IN_COMPLIANCE,1,6,10745.1,25.82,GHGRP,0,UNKNOWN
2007,FRS000001202,POINT,PFCs,2525.908,18.74,BAGHOUSE,6821,41649.42,SITE_SPECIFIC,ENGINEERING,PERMIT00001202,IN_COMPLIANCE,3,6,9460.8,74.7,OTHER,1,MEDIUM
2025,FRS000001203,NONPOINT,CO2,490.816,0.0,NONE,2630,764648.46,STACK_TEST,ENGINEERING,PERMIT00001203,NOT_APPLICABLE,0,7,3555.1,5.6,TRI,0,LOW
2024,FRS000001204,MOBILE,CO2,6785.456,0.0,SCR,4898,412711.42,DEFAULT,MODELED,PERMIT00001204,IN_COMPLIANCE,9,3,11495.3,32.21,NEI,0,MEDIUM
2024,FRS000001205,NONPOINT,CO2,3993.731,0.0,SNCR,6620,71874.19,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00001205,NOT_APPLICABLE,3,7,10885.7,27.72,GHGRP,1,MEDIUM
2019,FRS000001206,NONPOINT,CO2,715.617,0.0,SCR,4050,1138291.84,SITE_SPECIFIC,MATERIAL_BALANCE,PERMIT00001206,IN_COMPLIANCE,4,1,12562.3,25.78,TRI,1,MEDIUM
2015,FRS000001207,FUGITIVE,N2O,858.426,0.0,FGD,1101,1403309.78,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00001207,OUT_OF_COMPLIANCE,1,7,14924.8,19.51,STATE_INVENTORY,1,MEDIUM
2010,FRS000001208,POINT,PFCs,418.577,41.72,NONE,1328,335605.42,MASS_BALANCE,ENGINEERING,PERMIT00001208,IN_COMPLIANCE,9,1,12100.4,56.89,GHGRP,0,LOW
2016,FRS000001209,NONPOINT,CO2,1002.629,0.0,OXIDATION_CATALYST,4839,1449091.96,DEFAULT,CEMS,PERMIT00001209,IN_COMPLIANCE,1,3,5198.4,31.6,NEI,0,MEDIUM
2005,FRS000001210,AREA,PFCs,1297.766,0.0,SCR,7151,1067061.74,DEFAULT,CEMS,PERMIT00001210,IN_COMPLIANCE,7,8,5988.5,55.69,GHGRP,0,LOW
2014,FRS000001211,AREA,N2O,1747.749,0.0,NONE,2831,783006.13,DEFAULT,MODELED,PERMIT00001211,IN_COMPLIANCE,2,3,14101.0,63.43,TRI,1,HIGH
2011,FRS000001212,AREA,CO2,12471.271,0.0,OXIDATION_CATALYST,1978,398132.39,SITE_SPECIFIC,ENGINEERING,PERMIT00001212,IN_COMPLIANCE,5,7,13760.4,83.06,GHGRP,0,LOW
2016,FRS000001213,POINT,CH4,5572.147,108.52,FGD,8582,596345.93,DEFAULT,ENGINEERING,PERMIT00001213,IN_COMPLIANCE,4,4,11694.4,89.55,NEI,0,LOW
2015,FRS000001214,AREA,HFCs,1994.593,0.0,SCR,8033,113260.58,DEFAULT,EMISSION_FACTOR,PERMIT00001214,NOT_APPLICABLE,1,4,3502.0,79.42,STATE_INVENTORY,1,MEDIUM
2024,FRS000001215,POINT,CO2,5027.785,160.19,BAGHOUSE,3618,241083.38,DEFAULT,CEMS,PERMIT00001215,IN_COMPLIANCE,3,8,4169.5,4.13,NEI,1,LOW
2018,FRS000001216,POINT,CO2,2095.461,5.19,BAGHOUSE,5202,420535.94,DEFAULT,MODELED,PERMIT00001216,UNDER_REVIEW,7,5,10671.6,25.42,GHGRP,0,HIGH
2013,FRS000001217,AREA,CO2,442.347,0.0,NONE,2841,1261015.81,MASS_BALANCE,ENGINEERING,PERMIT00001217,IN_COMPLIANCE,2,6,1657.6,3.6,GHGRP,1,MEDIUM
2010,FRS000001218,NONPOINT,HFCs,424.209,0.0,ESP,882,220247.98,DEFAULT,EMISSION_FACTOR,PERMIT00001218,IN_COMPLIANCE,3,5,4933.8,62.32,STATE_INVENTORY,1,MEDIUM
2019,FRS000001219,AREA,CO2,2453.827,0.0,SNCR,1682,271050.29,MODELLED,CEMS,PERMIT00001219,UNDER_REVIEW,1,8,10408.7,40.5,NEI,1,MEDIUM
2016,FRS000001220,AREA,SF6,1028.462,0.0,FGD,6783,982337.12,MODELLED,ENGINEERING,PERMIT00001220,IN_COMPLIANCE,1,2,1098.2,38.29,TRI,0,LOW
2012,FRS000001221,POINT,CO2,12277.396,30.26,NONE,1383,301244.69,MODELLED,CEMS,PERMIT00001221,IN_COMPLIANCE,2,4,5792.1,82.48,GHGRP,0,HIGH
2014,FRS000001222,AREA,HFCs,1468.146,0.0,FGD,2946,718407.01,DEFAULT,EMISSION_FACTOR,PERMIT00001222,IN_COMPLIANCE,9,2,11738.0,34.62,TRI,1,HIGH
2015,FRS000001223,NONPOINT,CO2,1932.017,0.0,ESP,1729,738643.55,DEFAULT,ENGINEERING,PERMIT00001223,IN_COMPLIANCE,10,1,1443.3,6.05,NEI,0,HIGH
2014,FRS000001224,NONPOINT,PFCs,3157.276,0.0,FGD,5743,685509.03,MODELLED,ENGINEERING,PERMIT00001224,NOT_APPLICABLE,10,3,14496.2,55.69,TRI,0,LOW
2012,FRS000001225,POINT,CO2,631.137,61.58,NONE,5374,539944.76,MODELLED,MATERIAL_BALANCE,PERMIT00001225,UNDER_REVIEW,0,1,13193.9,3.06,STATE_INVENTORY,0,HIGH
2025,FRS000001226,NONPOINT,N2O,8418.147,0.0,FGD,2399,1099186.23,STACK_TEST,EMISSION_FACTOR,PERMIT00001226,IN_COMPLIANCE,4,5,8593.1,59.74,NEI,0,LOW
2011,FRS000001227,MOBILE,CO2,597.222,0.0,BAGHOUSE,1732,1209013.21,DEFAULT,MODELED,PERMIT00001227,IN_COMPLIANCE,8,2,2027.2,11.72,GHGRP,0,LOW
2016,FRS000001228,AREA,CO2,5595.966,0.0,NONE,5422,843179.56,DEFAULT,ENGINEERING,PERMIT00001228,IN_COMPLIANCE,8,3,10302.3,69.98,NEI,0,MEDIUM
2021,FRS000001229,POINT,CO2,3824.937,235.68,NONE,994,1497588.45,SITE_SPECIFIC,ENGINEERING,PERMIT00001229,IN_COMPLIANCE,3,3,10381.4,31.51,GHGRP,0,LOW
2010,FRS000001230,AREA,CO2,564.108,0.0,NONE,77,1420502.41,DEFAULT,EMISSION_FACTOR,PERMIT00001230,IN_COMPLIANCE,1,7,2567.0,29.29,TRI,0,MEDIUM
2015,FRS000001231,AREA,CO2,2205.525,0.0,NONE,367,978793.53,MASS_BALANCE,CEMS,PERMIT00001231,NOT_APPLICABLE,3,8,664.6,47.33,GHGRP,1,MEDIUM
2014,FRS000001232,FUGITIVE,CO2,1475.974,0.0,NONE,7105,1445108.2,DEFAULT,EMISSION_FACTOR,PERMIT00001232,IN_COMPLIANCE,5,0,6454.9,6.01,NEI,0,MEDIUM
2014,FRS000001233,NONPOINT,CO2,12663.632,0.0,FGD,4916,1013240.79,STACK_TEST,MODELED,PERMIT00001233,IN_COMPLIANCE,1,2,13840.9,52.64,STATE_INVENTORY,0,MEDIUM
2017,FRS000001234,AREA,CO2,4327.337,0.0,ESP,4473,1097624.25,MASS_BALANCE,ENGINEERING,PERMIT00001234,IN_COMPLIANCE,2,3,2107.5,85.95,GHGRP,1,HIGH
2019,FRS000001235,POINT,CO2,844.682,153.76,OXIDATION_CATALYST,6445,641174.82,SITE_SPECIFIC,EMISSION_FACTOR,PERMIT00001235,UNDER_REVIEW,5,8,1235.0,27.77,GHGRP,0,HIGH
2013,FRS000001236,MOBILE,CH4,6248.048,0.0,SNCR,1792,1184746.93,STACK_TEST,MATERIAL_BALANCE,PERMIT00001236,IN_COMPLIANCE,10,7,3213.9,37.21,NEI,0,LOW
2012,FRS000001237,POINT,CO2,3662.564,73.48,NONE,6131,1374856.05,STACK_TEST,EMISSION_FACTOR,PERMIT00001237,IN_COMPLIANCE,1,5,2919.0,54.52,GHGRP,1,MEDIUM
2020,FRS000001238,POINT,CO2,1037.121,52.62,NONE,1140,875896.88,MODELLED,ENGINEERING,PERMIT00001238,IN_COMPLIANCE,5,2,13405.2,89.07,GHGRP,0,MEDIUM
2016,FRS000001239,POINT,CO2,3007.017,247.0,SNCR,1367,703669.76,DEFAULT,ENGINEERING,PERMIT00001239,UNDER_REVIEW,2,7,3031.4,16.31,NEI,0,LOW
2024,FRS000001240,AREA,CH4,1253.624,0.0,FGD,8023,585622.15,DEFAULT,MODELED,PERMIT00001240,NOT_APPLICABLE,10,8,788.3,33.18,OTHER,0,UNKNOWN
2025,FRS000001241,POINT,CO2,2659.043,247.23,FGD,3614,1254827.96,SITE_SPECIFIC,CEMS,PERMIT00001241,IN_COMPLIANCE,8,0,11297.3,16.86,NEI,0,MEDIUM
2015,FRS000001242,MOBILE,CH4,960.964,0.0,NONE,2792,1216419.21,DEFAULT,MODELED,PERMIT00001242,IN_COMPLIANCE,4,0,10675.2,49.97,STATE_INVENTORY,1,UNKNOWN
2016,FRS000001243,MOBILE,HFCs,1890.159,0.0,SNCR,3809,687855.07,DEFAULT,EMISSION_FACTOR,PERMIT00001243,IN_COMPLIANCE,3,6,12574.2,35.13,NEI,1,MEDIUM
2022,FRS000001244,NONPOINT,SF6,12065.545,0.0,SNCR,1851,1091661.25,STACK_TEST,EMISSION_FACTOR,PERMIT00001244,UNDER_REVIEW,1,3,6465.6,34.66,STATE_INVENTORY,0,HIGH
2020,FRS000001245,POINT,CO2,3732.688,253.89,NONE,1387,288149.68,DEFAULT,MATERIAL_BALANCE,PERMIT00001245,IN_COMPLIANCE,9,7,12740.2,50.81,NEI,0,MEDIUM
2019,FRS000001246,POINT,PFCs,1478.094,84.12,NONE,8654,793507.71,MASS_BALANCE,EMISSION_FACTOR,PERMIT00001246,UNDER_REVIEW,5,5,2581.1,34.64,GHGRP,0,MEDIUM
2020,FRS000001247,POINT,CO2,2671.214,200.05,NONE,688,1018781.86,MASS_BALANCE,ENGINEERING,PERMIT00001247,UNDER_REVIEW,5,4,5124.1,30.02,NEI,0,MEDIUM
2017,FRS000001248,FUGITIVE,CH4,1405.839,0.0,NONE,1947,756377.21,MODELLED,ENGINEERING,PERMIT00001248,OUT_OF_COMPLIANCE,3,0,7015.5,57.15,STATE_INVENTORY,0,LOW
2007,FRS000001249,NONPOINT,PFCs,6081.101,0.0,ESP,6983,1092692.07,SITE_SPECIFIC,MATERIAL_BALANCE,PERMIT00001249,IN_COMPLIANCE,2,2,1263.3,60.48,NEI,1,MEDIUM
