tax_excise_reference_month,tax_excise_country_iso2,tax_excise_product_category_code,tax_excise_excise_rate_unit,tax_excise_excise_rate_value,tax_excise_clearances_quantity,tax_excise_excise_revenue_eur,tax_excise_illicit_trade_seizures_count,tax_excise_illicit_trade_seizures_value_eur,tax_excise_track_and_trace_flag,tax_excise_energy_tax_component_eur,tax_excise_carbon_price_component_eur,tax_excise_minimum_excise_compliance_flag,tax_excise_cross_border_purchases_estimate,tax_excise_health_policy_link_flag,tax_excise_retail_price_index,tax_excise_eu_directive_reference,tax_excise_data_source,tax_excise_revision_round,tax_excise_data_extract_date
2024-06,EE,ALCOHOL_BEER,EUR_PER_1000_L,34.9537,2411531.06,94839989.48,274,3610870.02,0,6922872.71,5678562.79,0,336722.6,1,119.588,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-04-24
2024-07,HU,ALCOHOL_SPIRITS,EUR_PER_HLPA,694.2335,45734.59,27716692.15,468,16836717.58,0,3023094.16,506538.28,1,6697.87,1,119.969,2003_96_EC,EUROSTAT_TAX,SECOND,2025-02-16
2024-08,LU,ELECTRICITY,EUR_PER_MWH,4.3121,23318259.53,91423567.19,752,27846268.17,1,76871386.43,2992761.76,1,87735.67,0,118.558,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-07-20
2024-09,RO,ENERGY_FUELS,EUR_PER_1000_L,664.0547,2628608.41,1925070147.17,810,14363774.27,0,846364819.74,91644884.08,1,410499.74,0,119.472,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-01-11
2024-10,AT,VAPING_LIQUIDS,EUR_PER_L,0.7836,11848816.31,10232090.54,759,4924463.77,0,1109331.95,168898.41,1,1171159.43,1,119.606,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-09-29
2024-11,CZ,TOBACCO_FINECUT,EUR_PER_KG,91.4409,824471.8,79938827.66,282,7885722.58,1,2243605.25,3583420.63,1,94707.04,1,119.894,92_83_EEC,EUROSTAT_TAX,SECOND,2025-03-12
2024-12,DE,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,258.6874,27562985.25,7797388345.54,306,7151728.43,1,127041527.03,449183247.79,0,3770932.72,1,121.026,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-03-09
2025-01,LV,ALCOHOL_WINE,EUR_PER_1000_L,26.6733,4236133.26,127455268.66,680,2301689.5,1,8873231.59,7364428.6,1,840801.21,1,121.579,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-10-02
2025-02,PL,ALCOHOL_BEER,EUR_PER_1000_L,73.9759,1797580.26,114513775.32,221,4904944.27,1,10723253.63,104287.7,1,379489.25,1,122.314,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-01-20
2025-03,ES,ALCOHOL_SPIRITS,EUR_PER_HLPA,1982.3832,75756.87,145918012.15,657,11961729.22,0,14905478.97,7551705.93,1,16109.01,1,122.124,2020_262_EU,EUROSTAT_TAX,SECOND,2024-10-25
2025-04,HR,ELECTRICITY,EUR_PER_MWH,17.1102,6023369.1,101303295.45,845,18489057.52,0,69480444.0,14736981.01,1,330487.8,0,124.166,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-08-30
2025-05,FI,ENERGY_FUELS,EUR_PER_1000_L,267.7722,13317716.4,3061986024.48,392,17398591.23,0,2282532573.28,646714299.22,0,2049545.8,0,123.498,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-10-04
2025-06,IE,VAPING_LIQUIDS,EUR_PER_L,0.6131,11491612.26,7160175.03,148,1993106.24,0,626202.3,179582.02,1,2345033.16,1,125.287,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-08-09
2025-07,MT,TOBACCO_FINECUT,EUR_PER_KG,35.3439,923111.46,28550250.49,293,12609937.62,1,1848889.9,244772.76,0,155104.02,1,125.599,2003_96_EC,EUROSTAT_TAX,SECOND,2025-10-29
2025-08,SK,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,300.8164,30649423.03,8505069251.4,363,807663.77,1,164312989.0,229191640.16,1,5964367.13,1,124.411,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2026-01-06
2025-09,BE,ALCOHOL_WINE,EUR_PER_1000_L,69.7475,3425917.04,265985763.35,713,11204299.67,0,24358802.47,11160489.08,1,612628.57,1,126.709,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-07-16
2025-10,DK,ALCOHOL_BEER,EUR_PER_1000_L,22.1424,5407656.22,129096278.68,688,25598360.77,0,3372266.95,3143155.49,1,1265920.48,1,125.731,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-05-29
2025-11,GR,ALCOHOL_SPIRITS,EUR_PER_HLPA,1193.358,97330.02,103177448.71,383,12395249.11,0,10434085.79,4619414.62,1,15956.2,1,127.179,92_83_EEC,EUROSTAT_TAX,SECOND,2025-12-07
2025-12,LT,ELECTRICITY,EUR_PER_MWH,9.7573,1009663.22,9088534.86,490,12157505.01,0,6409901.59,432378.52,1,8617.79,0,127.85,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-09-17
2026-01,PT,ENERGY_FUELS,EUR_PER_1000_L,284.0152,1984808.18,543086904.67,815,9679504.25,1,233323606.22,42252275.42,1,429900.15,0,127.798,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-01-11
2026-02,SE,VAPING_LIQUIDS,EUR_PER_L,0.1145,13981462.42,1423575.34,160,4122824.62,0,73730.08,21351.42,1,2472604.71,1,127.326,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2026-01-15
2026-03,CY,TOBACCO_FINECUT,EUR_PER_KG,123.5849,1365762.38,159033238.56,204,1347327.34,1,12842202.49,6613632.01,1,85150.84,1,128.976,2020_262_EU,EUROSTAT_TAX,SECOND,2024-12-29
2026-04,FR,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,224.6667,2308017.27,446349987.46,617,20826375.9,1,28279483.76,15084964.58,1,406649.81,1,129.575,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-11-16
2026-05,IT,ALCOHOL_WINE,EUR_PER_1000_L,47.8002,5518456.73,295259756.66,229,3958598.63,0,29807436.37,15668319.56,1,700488.07,1,128.938,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-12-20
2026-06,NL,ALCOHOL_BEER,EUR_PER_1000_L,94.1979,4393048.34,474109257.42,130,2777049.55,1,11908614.55,16176132.85,1,254271.28,1,130.598,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-04-11
2026-07,SI,ALCOHOL_SPIRITS,EUR_PER_HLPA,1865.5864,71739.57,125682432.72,571,25056277.06,0,970542.2,8459827.95,1,6268.07,1,129.66,2003_96_EC,EUROSTAT_TAX,SECOND,2024-03-12
2026-08,BG,ELECTRICITY,EUR_PER_MWH,2.1957,19550332.18,39703026.79,862,24936382.08,0,16929697.04,5578527.08,1,2884963.39,0,130.687,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-08-23
2026-09,EE,ENERGY_FUELS,EUR_PER_1000_L,839.221,3839698.61,3438010205.16,304,583845.01,1,2910405914.96,351820483.82,1,771902.09,0,130.26,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-01-14
2026-10,HU,VAPING_LIQUIDS,EUR_PER_L,0.8152,13727744.49,11478828.1,728,26632324.75,0,847857.13,801479.51,1,3047788.27,1,132.622,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-07-24
2026-11,LU,TOBACCO_FINECUT,EUR_PER_KG,157.4131,315858.29,51490507.08,497,17539868.61,1,2948531.29,94334.83,1,61250.13,1,133.219,92_83_EEC,EUROSTAT_TAX,SECOND,2024-04-17
2026-12,RO,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,261.3416,2078196.62,515967510.56,306,8319488.32,1,43097367.1,33386982.35,0,149810.11,1,133.482,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-04-21
2018-01,AT,ALCOHOL_WINE,EUR_PER_1000_L,51.0832,1647891.38,89224426.98,698,8955638.52,0,7914353.76,6872.29,1,387671.91,1,134.353,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-01-05
2018-02,CZ,ALCOHOL_BEER,EUR_PER_1000_L,27.0761,1516740.77,38369647.22,861,8735145.95,0,1228498.37,1170757.67,1,301181.85,1,133.063,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-01-02
2018-03,DE,ALCOHOL_SPIRITS,EUR_PER_HLPA,1379.9974,80517.79,109929757.46,192,3359772.53,0,941157.69,7678159.51,1,8967.31,1,134.041,2020_262_EU,EUROSTAT_TAX,SECOND,2025-06-28
2018-04,LV,ELECTRICITY,EUR_PER_MWH,15.6914,4924716.02,79790622.81,387,3560906.17,1,22964377.15,17069948.42,0,606371.47,0,133.933,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-08-18
2018-05,PL,ENERGY_FUELS,EUR_PER_1000_L,757.2008,14230583.95,11763938817.14,308,13701894.51,1,9866716747.46,1985008982.5,1,1060721.29,0,135.59,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-03-24
2018-06,ES,VAPING_LIQUIDS,EUR_PER_L,0.5462,12026125.06,7207823.96,836,1331249.35,0,157896.41,241902.88,1,353145.0,1,134.865,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-08-13
2018-07,HR,TOBACCO_FINECUT,EUR_PER_KG,119.5058,1375833.45,167415321.12,492,12210478.16,1,6582993.88,1700406.57,0,110144.38,1,137.351,2003_96_EC,EUROSTAT_TAX,SECOND,2024-01-27
2018-08,FI,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,88.6417,25443585.7,2463262935.08,874,34030603.36,1,78225449.68,121133152.36,1,4181103.91,1,136.744,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-11-08
2018-09,IE,ALCOHOL_WINE,EUR_PER_1000_L,107.0554,5792699.46,589406137.86,379,13459329.65,0,39342244.64,20269091.25,1,1115698.49,1,137.577,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-05-20
2018-10,MT,ALCOHOL_BEER,EUR_PER_1000_L,78.5543,4776252.64,319167961.04,515,3358725.87,1,23097634.63,20609518.8,1,63579.47,1,138.607,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-11-11
2018-11,SK,ALCOHOL_SPIRITS,EUR_PER_HLPA,1818.2416,11413.81,21988000.18,450,4134011.52,0,909918.98,522616.32,1,580.59,1,138.141,92_83_EEC,EUROSTAT_TAX,SECOND,2024-10-13
2018-12,BE,ELECTRICITY,EUR_PER_MWH,7.0913,8214834.34,61793257.72,496,14423853.92,1,34830215.37,10081461.96,1,1208812.81,0,139.27,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-08-05
2019-01,DK,ENERGY_FUELS,EUR_PER_1000_L,575.8283,3979058.44,2628828124.82,881,7731568.37,0,694615834.38,857830153.32,1,456691.16,0,140.256,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-01-19
2019-02,GR,VAPING_LIQUIDS,EUR_PER_L,0.8482,15431800.08,14677042.69,289,5233114.63,1,1156469.75,6071.9,1,1021777.88,1,139.208,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-07-22
2019-03,LT,TOBACCO_FINECUT,EUR_PER_KG,179.4496,2043722.64,373093515.61,475,20844051.76,1,38486279.73,13875516.1,0,233620.78,1,139.912,2020_262_EU,EUROSTAT_TAX,SECOND,2024-02-09
2019-04,PT,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,192.24,12216500.03,2429294001.06,560,21676775.7,1,259228542.85,147310227.42,1,1739799.02,1,140.728,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-05-16
2019-05,SE,ALCOHOL_WINE,EUR_PER_1000_L,10.5851,3479103.94,33184981.41,553,3300000.48,0,2886391.1,1984707.37,1,761630.71,1,140.171,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2025-01-10
2019-06,CY,ALCOHOL_BEER,EUR_PER_1000_L,71.3864,2256414.58,179809184.56,848,25857912.21,0,3616798.49,13412827.95,1,216836.56,1,140.34,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-06-23
2019-07,FR,ALCOHOL_SPIRITS,EUR_PER_HLPA,1212.2084,117497.63,129925587.96,470,8898229.51,1,10308133.02,2365907.74,1,16607.81,1,142.574,2003_96_EC,EUROSTAT_TAX,SECOND,2024-07-02
2019-08,IT,ELECTRICITY,EUR_PER_MWH,16.8008,7628181.58,139807274.4,412,3643143.11,0,109623381.51,27067393.73,0,386161.65,1,143.246,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-10-24
2019-09,NL,ENERGY_FUELS,EUR_PER_1000_L,765.6515,9859196.37,8249162999.83,550,15078154.81,0,2549566173.68,1594582409.27,1,2100333.61,0,141.897,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-03-05
2019-10,SI,VAPING_LIQUIDS,EUR_PER_L,0.7416,14974322.99,10995382.1,625,2196980.66,0,152194.6,257019.41,1,1869043.68,1,144.353,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-03-22
2019-11,BG,TOBACCO_FINECUT,EUR_PER_KG,138.1152,671602.22,91645948.42,640,12889057.36,0,996192.79,2081648.45,1,123021.81,1,143.735,92_83_EEC,EUROSTAT_TAX,SECOND,2024-10-13
2019-12,EE,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,135.4304,18120259.86,2147144577.37,831,2603842.96,1,183600366.42,97274099.83,0,2881288.51,1,143.784,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-03-16
2020-01,HU,ALCOHOL_WINE,EUR_PER_1000_L,60.9571,1541127.65,91502688.46,8,85116.25,0,892597.04,99966.74,1,52579.93,1,144.864,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-04-22
2020-02,LU,ALCOHOL_BEER,EUR_PER_1000_L,107.6815,2711641.56,257899480.88,834,34438512.87,0,9085627.71,7516914.13,1,84540.05,1,144.79,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-06-25
2020-03,RO,ALCOHOL_SPIRITS,EUR_PER_HLPA,1892.6183,11855.59,20831343.02,862,35962345.01,0,28432.51,1072564.31,1,1802.54,1,144.76,2020_262_EU,EUROSTAT_TAX,SECOND,2024-12-27
2020-04,AT,ELECTRICITY,EUR_PER_MWH,5.0885,5089361.36,28677968.82,688,7839071.59,0,18179780.96,1605596.48,1,1150333.42,1,145.952,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-04-12
2020-05,CZ,ENERGY_FUELS,EUR_PER_1000_L,435.6447,3077467.8,1179233437.43,708,18749707.14,1,591079570.84,28326139.08,1,562944.53,0,146.537,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-04-21
2020-06,DE,VAPING_LIQUIDS,EUR_PER_L,0.377,5458429.91,1825090.03,584,13849088.69,0,171916.52,145671.43,1,76919.26,1,147.839,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-09-07
2020-07,LV,TOBACCO_FINECUT,EUR_PER_KG,121.1049,1352336.07,186097083.2,144,3552975.34,1,4293438.57,5537851.4,1,233500.33,1,148.486,2003_96_EC,EUROSTAT_TAX,SECOND,2026-02-21
2020-08,PL,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,159.5197,15151739.5,2401283021.51,784,27447127.15,1,233644211.59,153706230.09,1,3151344.97,1,148.769,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-06-20
2020-09,ES,ALCOHOL_WINE,EUR_PER_1000_L,85.7329,2721545.87,242496106.88,598,2537291.95,0,20994673.88,3761757.62,1,132681.38,1,149.018,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2026-01-27
2020-10,HR,ALCOHOL_BEER,EUR_PER_1000_L,122.4329,5966205.25,684718783.66,644,22898677.59,0,79790349.79,39142842.31,1,181747.59,1,148.939,92_84_EEC,EMCS_AGGREGATE,FIRST,2026-01-14
2020-11,FI,ALCOHOL_SPIRITS,EUR_PER_HLPA,494.906,10343.48,5699823.56,878,6534547.95,1,449816.1,152228.7,1,2453.39,1,149.969,92_83_EEC,EUROSTAT_TAX,SECOND,2024-05-05
2020-12,IE,ELECTRICITY,EUR_PER_MWH,16.6429,19146055.31,336321477.5,207,8657806.24,1,251731658.78,78901350.25,0,4032927.92,0,150.575,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-06-26
2021-01,MT,ENERGY_FUELS,EUR_PER_1000_L,812.1525,11932968.31,10283402393.98,195,303529.93,0,6886567241.32,3313259317.52,0,1461033.22,0,150.869,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-03-23
2021-02,SK,VAPING_LIQUIDS,EUR_PER_L,0.6605,12445352.72,8827831.09,679,11189482.4,0,334466.41,143424.57,1,242489.88,1,150.644,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-11-19
2021-03,BE,TOBACCO_FINECUT,EUR_PER_KG,106.0436,1397718.62,153462018.16,719,30629852.66,1,11244038.65,7495743.89,0,164532.64,1,151.441,2020_262_EU,EUROSTAT_TAX,SECOND,2025-05-27
2021-04,DK,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,172.8308,19675539.65,3841736544.36,439,6636479.3,1,367934367.32,51702408.04,1,2633192.65,1,151.248,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-07-23
2021-05,GR,ALCOHOL_WINE,EUR_PER_1000_L,110.7685,666586.69,67609548.32,644,7694646.66,1,425278.55,5142923.53,1,85568.36,1,152.555,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2026-02-01
2021-06,LT,ALCOHOL_BEER,EUR_PER_1000_L,14.3727,5373795.51,78828676.51,558,4783782.08,0,4897411.43,441316.2,0,1135252.52,1,153.445,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-12-24
2021-07,PT,ALCOHOL_SPIRITS,EUR_PER_HLPA,1002.334,119834.86,122905343.19,177,1246401.67,0,166585.86,9618316.15,0,16844.43,1,153.56,2003_96_EC,EUROSTAT_TAX,SECOND,2025-05-11
2021-08,SE,ELECTRICITY,EUR_PER_MWH,5.2808,11196145.96,61774320.75,355,9372485.04,0,39409146.96,9078490.56,1,1043957.1,0,153.414,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-08-27
2021-09,CY,ENERGY_FUELS,EUR_PER_1000_L,608.9618,1773649.11,1049783040.73,375,6140674.21,0,805805092.12,305727001.03,1,178855.93,0,154.069,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2025-08-08
2021-10,FR,VAPING_LIQUIDS,EUR_PER_L,0.0643,11070814.9,631148.11,348,14325747.44,0,28190.75,21057.45,0,1500341.91,1,155.266,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-03-14
2021-11,IT,TOBACCO_FINECUT,EUR_PER_KG,174.7833,1630459.07,258602240.8,639,23775464.3,0,15644009.2,10557102.68,1,237124.56,1,155.543,92_83_EEC,EUROSTAT_TAX,SECOND,2024-08-07
2021-12,NL,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,126.4674,28630771.38,3216787964.39,567,14939645.29,1,5929795.23,135598306.72,1,4158964.34,1,156.379,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-10-24
2022-01,SI,ALCOHOL_WINE,EUR_PER_1000_L,69.7093,3835832.34,272622068.83,644,22900968.76,0,31518668.06,15544667.5,1,84101.43,1,157.331,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-10-18
2022-02,BG,ALCOHOL_BEER,EUR_PER_1000_L,128.039,669804.03,90094347.27,744,19997948.35,0,9802842.75,5320625.98,0,95308.39,1,156.854,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2025-09-03
2022-03,EE,ALCOHOL_SPIRITS,EUR_PER_HLPA,1739.7141,13327.18,21061576.7,657,18484744.02,0,190355.28,446372.53,1,2227.73,1,156.35,2020_262_EU,EUROSTAT_TAX,SECOND,2025-02-22
2022-04,HU,ELECTRICITY,EUR_PER_MWH,3.1589,18394564.13,61652832.82,212,5832335.1,1,38819990.45,20822327.07,1,1053634.11,0,158.589,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-07-09
2022-05,LU,ENERGY_FUELS,EUR_PER_1000_L,319.0138,8699082.11,2746888893.87,777,19963583.23,0,1371160664.35,740254320.22,1,790306.02,1,159.462,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-01-28
2022-06,RO,VAPING_LIQUIDS,EUR_PER_L,0.8168,14125850.32,10547140.76,803,33065453.14,0,1249346.86,193323.97,1,2136800.23,1,159.2,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-04-06
2022-07,AT,TOBACCO_FINECUT,EUR_PER_KG,126.8205,28063.25,3707781.61,856,3352671.1,1,140797.9,208170.56,0,2011.48,1,158.665,2003_96_EC,EUROSTAT_TAX,SECOND,2024-06-04
2022-08,CZ,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,279.4623,16723458.24,4934900489.98,280,5011012.49,1,550517805.13,383082815.51,1,3611424.94,1,159.135,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-02-05
2022-09,DE,ALCOHOL_WINE,EUR_PER_1000_L,39.3101,1963978.68,69168110.46,240,9275501.0,1,1586562.9,564032.1,1,301725.53,1,160.699,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-10-24
2022-10,LV,ALCOHOL_BEER,EUR_PER_1000_L,92.8596,307183.05,26499194.7,529,17457306.14,0,847736.42,1574438.07,1,71787.41,1,160.892,92_84_EEC,EMCS_AGGREGATE,FIRST,2025-02-24
2022-11,PL,ALCOHOL_SPIRITS,EUR_PER_HLPA,1378.5092,86051.7,110530287.33,767,13525108.02,0,8653431.04,990958.33,1,2818.98,1,160.486,92_83_EEC,EUROSTAT_TAX,SECOND,2025-02-02
2022-12,ES,ELECTRICITY,EUR_PER_MWH,0.6687,17203230.72,9780647.15,824,12187930.85,1,7202786.52,1350778.24,1,3365338.67,0,160.878,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-03-15
2023-01,HR,ENERGY_FUELS,EUR_PER_1000_L,219.5166,9659145.75,2015382763.32,9,235913.8,0,729897473.31,464038239.7,1,168765.93,0,162.202,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-02-10
2023-02,FI,VAPING_LIQUIDS,EUR_PER_L,0.4914,6713460.02,3486941.63,413,4269418.29,0,263816.3,20694.03,1,341205.56,1,162.71,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-07-08
2023-03,IE,TOBACCO_FINECUT,EUR_PER_KG,83.7859,2181622.69,196724614.97,465,18283055.81,0,4778240.55,4987455.02,0,223919.04,1,163.652,2020_262_EU,EUROSTAT_TAX,SECOND,2024-09-13
2023-04,MT,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,236.3905,25977025.3,6906420223.68,36,967383.16,1,735780291.75,546656962.16,1,2591004.2,1,164.697,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-08-21
2023-05,SK,ALCOHOL_WINE,EUR_PER_1000_L,139.1983,635929.67,99984009.63,897,11551236.7,1,10704912.68,4161720.27,1,72658.16,1,163.423,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-05-11
2023-06,BE,ALCOHOL_BEER,EUR_PER_1000_L,118.3229,1530101.55,158374355.9,831,20478796.4,0,14806775.75,4477240.4,1,41612.74,1,165.19,2011_64_EU,EMCS_AGGREGATE,FIRST,2024-07-19
2023-07,DK,ALCOHOL_SPIRITS,EUR_PER_HLPA,1963.8583,37541.7,83966599.31,48,729183.38,1,5010657.18,3645977.3,1,4801.67,1,165.715,2003_96_EC,EUROSTAT_TAX,SECOND,2024-01-07
2023-08,GR,ELECTRICITY,EUR_PER_MWH,4.0849,16081946.84,62623905.16,749,15209631.51,1,26898681.93,20715958.46,0,567113.57,0,164.363,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2025-11-28
2023-09,LT,ENERGY_FUELS,EUR_PER_1000_L,878.8603,11154813.22,10504600623.09,218,1638852.77,1,6102985315.2,1246180320.38,0,521041.31,0,164.916,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-12-02
2023-10,PT,VAPING_LIQUIDS,EUR_PER_L,0.7309,15921685.52,13300831.48,36,548538.3,0,10619.05,184712.46,1,1172943.71,1,165.72,92_84_EEC,EMCS_AGGREGATE,FIRST,2024-09-07
2023-11,SE,TOBACCO_FINECUT,EUR_PER_KG,154.7282,2125845.95,361012169.54,8,141501.1,1,29376102.66,15969798.41,1,81807.6,1,167.114,92_83_EEC,EUROSTAT_TAX,SECOND,2025-12-28
2023-12,CY,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,161.2428,18987675.38,3115683644.59,878,15766807.3,1,182733131.74,44389488.16,1,4669.88,1,166.85,2011_64_EU,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-06-16
2024-01,FR,ALCOHOL_WINE,EUR_PER_1000_L,10.9232,4591095.83,45683676.62,412,14005712.86,1,1239935.27,655058.66,0,1043629.94,1,168.186,2003_96_EC,NATIONAL_EXCISE_ADMIN,FLASH,2024-07-05
2024-02,IT,ALCOHOL_BEER,EUR_PER_1000_L,105.1821,5584712.9,529845341.47,191,5931563.2,0,20572203.57,28579267.32,1,811259.82,1,167.565,NATIONAL_ONLY,EMCS_AGGREGATE,FIRST,2024-11-25
2024-03,NL,ALCOHOL_SPIRITS,EUR_PER_HLPA,921.1339,66825.98,52904391.02,470,5012603.65,1,3877944.34,1480478.96,1,12163.82,1,169.303,2020_262_EU,EUROSTAT_TAX,SECOND,2026-02-19
2024-04,SI,ELECTRICITY,EUR_PER_MWH,3.9949,15636393.12,54184885.82,639,14479841.2,1,45327953.76,16151750.08,1,1241954.51,0,169.896,92_84_EEC,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2026-01-28
2024-05,BG,ENERGY_FUELS,EUR_PER_1000_L,332.6029,13477797.7,5073912292.77,573,15644905.03,1,3173578513.62,1018484870.06,1,2368242.37,0,169.484,92_83_EEC,NATIONAL_EXCISE_ADMIN,FLASH,2024-03-19
2024-06,EE,VAPING_LIQUIDS,EUR_PER_L,0.4043,12641961.55,5243736.0,662,21314126.62,0,364427.58,101393.75,1,314759.02,1,169.541,2011_64_EU,EMCS_AGGREGATE,FIRST,2025-11-20
2024-07,HU,TOBACCO_FINECUT,EUR_PER_KG,99.4333,299808.02,27795906.62,582,24915818.71,1,1831626.0,6380.58,1,33838.0,1,170.609,2003_96_EC,EUROSTAT_TAX,SECOND,2025-06-10
2024-08,LU,TOBACCO_CIGARETTES,EUR_PER_1000_CIG,308.2599,9322173.98,2705848280.08,675,22480173.11,1,215407363.05,69965878.4,1,1002788.26,1,171.753,NATIONAL_ONLY,CUSTOMS_SEIZURE_REPORTS,BENCHMARK,2024-12-11
2024-09,RO,ALCOHOL_WINE,EUR_PER_1000_L,43.1713,5495934.2,223815824.75,712,3428034.95,0,13415251.81,6381857.44,1,922715.92,1,171.167,2020_262_EU,NATIONAL_EXCISE_ADMIN,FLASH,2024-03-14
