energy_gen_operating_month,energy_gen_country_iso2,energy_gen_bidding_zone_code,energy_gen_plant_id,energy_gen_unit_id,energy_gen_fuel_type_primary,energy_gen_capacity_mw,energy_gen_net_generation_mwh,energy_gen_capacity_factor_pct,energy_gen_planned_outage_hours,energy_gen_forced_outage_hours,energy_gen_emissions_co2_tons,energy_gen_emissions_nox_tons,energy_gen_emissions_so2_tons,energy_gen_water_withdrawal_m3,energy_gen_cooling_technology_code,energy_gen_renewable_guarantees_of_origin_mwh,energy_gen_grid_operator_entsoe_code,energy_gen_unit_retirement_year,energy_gen_data_extract_date
2021-03,RO,RO_BZ03,RO_PLANT_0191,RO_PLANT_0191_U03,NUCLEAR,1450.594,883574.7,79.45,102.65,7.66,155236.785,75.2983,49.1999,30235244.52,SEA_WATER,0.0,ENTSOE_RO_TSO03,2031,2024-08-04
2021-04,AT,AT_BZ04,AT_PLANT_0192,AT_PLANT_0192_U04,WASTE,279.589,73858.33,34.29,67.37,29.86,48248.115,12.6539,0.7709,993341.16,HYBRID,0.0,ENTSOE_AT_TSO04,2032,2024-02-06
2021-05,CZ,CZ_BZ05,CZ_PLANT_0193,CZ_PLANT_0193_U05,NUCLEAR,691.483,364417.62,72.81,37.58,23.79,1279.922,32.2311,17.8936,6501707.21,DRY_COOLING,0.0,ENTSOE_CZ_TSO01,2033,2024-05-30
2021-06,DE,DE_BZ06,DE_PLANT_0194,DE_PLANT_0194_U06,WASTE,15.807,4182.88,37.26,8.74,44.85,3559.965,0.5788,0.2618,5124789.25,RECIRCULATING,0.0,ENTSOE_DE_TSO02,2034,2025-09-16
2021-07,LV,LV_BZ01,LV_PLANT_0195,LV_PLANT_0195_U07,NUCLEAR,1032.253,612075.8,83.02,9.09,23.33,227551.503,109.1035,63.7671,15471506.35,ONCE_THROUGH,0.0,ENTSOE_LV_TSO03,0,2024-04-19
2021-08,PL,PL_BZ02,PL_PLANT_0196,PL_PLANT_0196_U08,WASTE,349.145,134718.03,50.5,49.62,19.33,43391.572,27.7717,9.974,961153.05,AIR_COOLING,0.0,ENTSOE_PL_TSO04,0,2025-03-15
2021-09,ES,ES_BZ03,ES_PLANT_0197,ES_PLANT_0197_U01,NUCLEAR,789.211,458429.63,79.06,16.75,21.44,200582.237,98.9921,45.5878,2685587.04,SEA_WATER,0.0,ENTSOE_ES_TSO01,0,2024-03-24
2021-10,HR,HR_BZ04,HR_PLANT_0198,HR_PLANT_0198_U02,WASTE,140.19,34843.82,35.76,75.15,10.91,20917.879,4.32,0.4829,877768.86,HYBRID,0.0,ENTSOE_HR_TSO02,2038,2026-01-04
2021-11,FI,FI_BZ05,FI_PLANT_0199,FI_PLANT_0199_U03,NUCLEAR,1441.447,789608.37,70.71,53.74,55.46,266135.085,100.7457,67.4633,15965351.87,DRY_COOLING,0.0,ENTSOE_FI_TSO03,2039,2024-07-14
2021-12,IE,IE_BZ06,IE_PLANT_0200,IE_PLANT_0200_U04,WASTE,474.12,232566.91,64.95,98.69,50.75,122941.796,35.021,14.6178,1958963.63,RECIRCULATING,0.0,ENTSOE_IE_TSO04,0,2025-02-07
2022-01,MT,MT_BZ01,MT_PLANT_0201,MT_PLANT_0201_U05,NUCLEAR,1302.302,767417.47,81.11,1.04,45.67,128845.728,185.7871,57.6485,862230.67,ONCE_THROUGH,0.0,ENTSOE_MT_TSO01,2041,2024-01-31
2022-02,SK,SK_BZ02,SK_PLANT_0202,SK_PLANT_0202_U06,WASTE,262.408,39979.24,21.93,66.87,8.39,21682.993,6.8434,2.2981,2220961.69,AIR_COOLING,0.0,ENTSOE_SK_TSO02,0,2024-06-19
2022-03,BE,BE_BZ03,BE_PLANT_0203,BE_PLANT_0203_U07,NUCLEAR,1187.272,823466.25,94.94,50.84,23.38,352312.165,119.2569,37.1847,20245813.22,SEA_WATER,0.0,ENTSOE_BE_TSO03,2043,2025-12-01
2022-04,DK,DK_BZ04,DK_PLANT_0204,DK_PLANT_0204_U08,WASTE,441.32,131467.45,40.91,17.07,6.57,65991.726,20.9115,4.3504,454163.07,HYBRID,0.0,ENTSOE_DK_TSO04,2044,2024-11-21
2022-05,GR,GR_BZ05,GR_PLANT_0205,GR_PLANT_0205_U01,NUCLEAR,509.982,360601.6,91.4,98.36,48.55,56804.158,24.5433,36.8184,1523577.03,DRY_COOLING,0.0,ENTSOE_GR_TSO01,2045,2025-05-29
2022-06,LT,LT_BZ06,LT_PLANT_0206,LT_PLANT_0206_U02,WASTE,158.397,36863.58,33.21,106.86,49.91,25408.877,5.4927,0.2795,4955933.17,RECIRCULATING,0.0,ENTSOE_LT_TSO02,0,2025-01-14
2022-07,PT,PT_BZ01,PT_PLANT_0207,PT_PLANT_0207_U03,NUCLEAR,1319.002,878237.77,87.83,47.47,60.81,95863.397,27.3664,78.9315,8821692.26,ONCE_THROUGH,0.0,ENTSOE_PT_TSO03,2047,2024-04-04
2022-08,SE,SE_BZ02,SE_PLANT_0208,SE_PLANT_0208_U04,WASTE,417.39,124053.56,39.65,41.01,64.65,44926.495,17.7385,14.059,2379656.71,AIR_COOLING,0.0,ENTSOE_SE_TSO04,2048,2024-10-11
2022-09,CY,CY_BZ03,CY_PLANT_0209,CY_PLANT_0209_U05,NUCLEAR,617.893,315737.69,74.14,56.14,14.41,90367.23,63.7071,9.7029,12780870.36,SEA_WATER,0.0,ENTSOE_CY_TSO01,0,2024-11-09
2022-10,FR,FR_BZ04,FR_PLANT_0210,FR_PLANT_0210_U06,WASTE,115.416,9543.99,11.65,162.65,22.1,7368.174,1.325,0.9421,524866.44,HYBRID,0.0,ENTSOE_FR_TSO02,2050,2024-07-16
2022-11,IT,IT_BZ05,IT_PLANT_0211,IT_PLANT_0211_U07,NUCLEAR,395.249,237540.56,79.08,0.64,20.6,46519.686,42.1574,27.4972,7983731.25,DRY_COOLING,0.0,ENTSOE_IT_TSO03,0,2024-07-19
2022-12,NL,NL_BZ06,NL_PLANT_0212,NL_PLANT_0212_U08,WASTE,530.296,181212.03,47.42,102.51,52.43,72252.174,25.958,11.715,1140347.08,RECIRCULATING,0.0,ENTSOE_NL_TSO04,0,2025-08-07
2023-01,SI,SI_BZ01,SI_PLANT_0213,SI_PLANT_0213_U01,NUCLEAR,1169.958,689121.01,79.31,59.76,23.26,63548.687,120.3446,29.6659,35859192.44,ONCE_THROUGH,0.0,ENTSOE_SI_TSO01,0,2025-07-24
2023-02,BG,BG_BZ02,BG_PLANT_0214,BG_PLANT_0214_U02,WASTE,349.093,75395.38,30.12,41.13,22.61,13809.093,7.9966,9.4277,2917170.68,AIR_COOLING,0.0,ENTSOE_BG_TSO02,0,2024-11-08
2023-03,EE,EE_BZ03,EE_PLANT_0215,EE_PLANT_0215_U03,NUCLEAR,1347.576,781530.17,85.95,22.34,24.1,244012.792,153.5173,64.5389,5471228.91,SEA_WATER,0.0,ENTSOE_EE_TSO03,2029,2024-01-19
2023-04,HU,HU_BZ04,HU_PLANT_0216,HU_PLANT_0216_U04,WASTE,595.185,262300.13,57.2,94.89,71.09,143543.641,26.0875,12.4646,615777.04,HYBRID,0.0,ENTSOE_HU_TSO04,0,2024-03-31
2023-05,LU,LU_BZ05,LU_PLANT_0217,LU_PLANT_0217_U05,NUCLEAR,412.681,237809.73,79.88,78.4,57.37,33625.589,9.2384,12.0578,27884719.28,DRY_COOLING,0.0,ENTSOE_LU_TSO01,0,2025-12-09
2023-06,RO,RO_BZ06,RO_PLANT_0218,RO_PLANT_0218_U06,WASTE,48.298,23906.34,66.15,92.22,13.54,16699.626,3.5477,0.3812,3677138.37,RECIRCULATING,0.0,ENTSOE_RO_TSO02,2032,2025-07-09
2023-07,AT,AT_BZ01,AT_PLANT_0219,AT_PLANT_0219_U07,NUCLEAR,735.45,491834.96,92.84,32.14,61.76,103470.734,78.3356,34.3166,9070002.85,ONCE_THROUGH,0.0,ENTSOE_AT_TSO03,0,2025-10-30
2023-08,CZ,CZ_BZ02,CZ_PLANT_0220,CZ_PLANT_0220_U08,WASTE,540.682,166534.64,42.37,59.73,67.06,158553.856,25.2033,10.3571,2313610.83,AIR_COOLING,0.0,ENTSOE_CZ_TSO04,2034,2025-08-19
2023-09,DE,DE_BZ03,DE_PLANT_0221,DE_PLANT_0221_U01,NUCLEAR,1203.4,713002.05,85.43,69.0,27.42,134149.253,117.5258,36.5193,5999025.06,SEA_WATER,0.0,ENTSOE_DE_TSO01,2035,2025-05-09
2023-10,LV,LV_BZ04,LV_PLANT_0222,LV_PLANT_0222_U02,WASTE,293.852,141652.36,62.62,38.95,71.51,73456.175,31.8166,13.9502,2716063.61,HYBRID,0.0,ENTSOE_LV_TSO02,2036,2025-09-02
2023-11,PL,PL_BZ05,PL_PLANT_0223,PL_PLANT_0223_U03,NUCLEAR,1284.398,829408.68,84.9,8.3,8.35,261880.949,101.8846,103.6892,9850108.45,DRY_COOLING,0.0,ENTSOE_PL_TSO03,0,2025-05-22
2023-12,ES,ES_BZ06,ES_PLANT_0224,ES_PLANT_0224_U04,WASTE,249.471,104972.25,57.66,111.11,3.55,30590.569,23.3687,9.2045,535312.13,RECIRCULATING,0.0,ENTSOE_ES_TSO04,0,2025-10-21
2024-01,HR,HR_BZ01,HR_PLANT_0225,HR_PLANT_0225_U05,NUCLEAR,1336.938,814830.06,83.78,89.5,3.57,176653.232,107.6135,38.1676,13955493.35,ONCE_THROUGH,0.0,ENTSOE_HR_TSO01,2039,2024-09-27
2024-02,FI,FI_BZ02,FI_PLANT_0226,FI_PLANT_0226_U06,WASTE,5.718,1257.82,29.22,26.21,50.48,257.389,0.3117,0.0515,642481.56,AIR_COOLING,0.0,ENTSOE_FI_TSO02,2040,2025-07-23
2024-03,IE,IE_BZ03,IE_PLANT_0227,IE_PLANT_0227_U07,NUCLEAR,1442.358,757177.54,77.26,72.65,27.82,103304.035,133.4549,33.0747,12488763.39,SEA_WATER,0.0,ENTSOE_IE_TSO03,2041,2024-06-09
2024-04,MT,MT_BZ04,MT_PLANT_0228,MT_PLANT_0228_U08,WASTE,31.106,5751.44,25.6,33.97,15.75,3906.346,0.9033,0.204,1224280.49,HYBRID,0.0,ENTSOE_MT_TSO04,0,2024-12-23
2024-05,SK,SK_BZ05,SK_PLANT_0229,SK_PLANT_0229_U01,NUCLEAR,1328.32,942815.53,92.01,57.63,53.39,487665.7,150.3767,48.265,12189122.26,DRY_COOLING,0.0,ENTSOE_SK_TSO01,2043,2025-12-22
2024-06,BE,BE_BZ06,BE_PLANT_0230,BE_PLANT_0230_U02,WASTE,159.836,14317.3,11.71,22.77,22.96,10430.362,1.5544,1.1891,4502450.96,RECIRCULATING,0.0,ENTSOE_BE_TSO02,0,2026-01-04
2024-07,DK,DK_BZ01,DK_PLANT_0231,DK_PLANT_0231_U03,NUCLEAR,1288.882,798215.18,87.45,33.91,17.65,275339.811,73.8046,23.4389,16904601.82,ONCE_THROUGH,0.0,ENTSOE_DK_TSO03,2045,2024-05-30
2024-08,GR,GR_BZ02,GR_PLANT_0232,GR_PLANT_0232_U04,WASTE,298.761,38872.63,16.78,39.54,27.37,30024.319,8.1844,2.9027,311580.82,AIR_COOLING,0.0,ENTSOE_GR_TSO04,2046,2025-08-30
2024-09,LT,LT_BZ03,LT_PLANT_0233,LT_PLANT_0233_U05,NUCLEAR,1574.181,930232.12,87.39,86.6,30.1,406981.549,160.3821,11.8931,5565581.02,SEA_WATER,0.0,ENTSOE_LT_TSO01,0,2024-07-26
2024-10,PT,PT_BZ04,PT_PLANT_0234,PT_PLANT_0234_U06,WASTE,341.791,132235.5,56.66,7.76,43.11,35623.889,20.7083,16.6563,3086126.05,HYBRID,0.0,ENTSOE_PT_TSO02,2048,2025-07-17
2024-11,SE,SE_BZ05,SE_PLANT_0235,SE_PLANT_0235_U07,NUCLEAR,465.121,277231.56,78.31,111.01,12.48,3434.071,41.07,25.8462,8870123.08,DRY_COOLING,0.0,ENTSOE_SE_TSO03,2049,2025-09-25
2024-12,CY,CY_BZ06,CY_PLANT_0236,CY_PLANT_0236_U08,WASTE,144.879,19624.8,20.13,63.62,33.39,17881.163,2.0315,0.654,3534277.86,RECIRCULATING,0.0,ENTSOE_CY_TSO04,2050,2024-10-24
2025-01,FR,FR_BZ01,FR_PLANT_0237,FR_PLANT_0237_U01,NUCLEAR,1138.352,772005.97,89.5,76.4,24.76,50608.611,182.2428,22.8764,14672524.64,ONCE_THROUGH,0.0,ENTSOE_FR_TSO01,2025,2024-04-05
2025-02,IT,IT_BZ02,IT_PLANT_0238,IT_PLANT_0238_U02,WASTE,148.97,34352.55,29.94,0.94,0.64,8350.334,4.717,2.099,2205139.36,AIR_COOLING,0.0,ENTSOE_IT_TSO02,2026,2025-11-28
2025-03,NL,NL_BZ03,NL_PLANT_0239,NL_PLANT_0239_U03,NUCLEAR,699.167,451620.81,92.29,108.27,13.72,18714.243,45.5348,29.8434,27993861.59,SEA_WATER,0.0,ENTSOE_NL_TSO03,2027,2025-02-10
2025-04,SI,SI_BZ04,SI_PLANT_0240,SI_PLANT_0240_U04,WASTE,487.544,115676.38,31.34,20.91,55.71,95678.513,8.9553,1.1641,1606003.45,HYBRID,0.0,ENTSOE_SI_TSO04,2028,2024-12-13
2025-05,BG,BG_BZ05,BG_PLANT_0241,BG_PLANT_0241_U05,NUCLEAR,1499.735,1046074.07,90.3,78.4,5.42,333192.184,129.7106,35.7099,22167378.32,DRY_COOLING,0.0,ENTSOE_BG_TSO01,0,2026-02-25
2025-06,EE,EE_BZ06,EE_PLANT_0242,EE_PLANT_0242_U06,WASTE,376.07,127664.38,46.51,47.12,5.08,72277.028,19.6632,11.5271,649136.05,RECIRCULATING,0.0,ENTSOE_EE_TSO02,2030,2025-10-15
2025-07,HU,HU_BZ01,HU_PLANT_0243,HU_PLANT_0243_U07,NUCLEAR,375.928,216654.04,82.43,100.06,39.13,39807.782,8.614,20.7434,7451738.96,ONCE_THROUGH,0.0,ENTSOE_HU_TSO03,2031,2025-12-11
2025-08,LU,LU_BZ02,LU_PLANT_0244,LU_PLANT_0244_U08,WASTE,45.39,5055.31,15.12,114.05,19.14,1860.713,0.25,0.6475,1150393.26,AIR_COOLING,0.0,ENTSOE_LU_TSO04,0,2024-06-03
2025-09,RO,RO_BZ03,RO_PLANT_0245,RO_PLANT_0245_U01,NUCLEAR,1403.556,732000.69,78.54,42.87,17.01,259033.21,118.669,54.4375,17073239.55,SEA_WATER,0.0,ENTSOE_RO_TSO01,0,2025-05-15
2025-10,AT,AT_BZ04,AT_PLANT_0246,AT_PLANT_0246_U02,WASTE,356.538,118624.04,46.3,4.16,20.81,41197.467,14.0827,4.6333,2448394.52,HYBRID,0.0,ENTSOE_AT_TSO02,0,2024-09-17
2025-11,CZ,CZ_BZ05,CZ_PLANT_0247,CZ_PLANT_0247_U03,NUCLEAR,1303.596,817545.14,87.21,12.99,57.64,51178.574,135.6437,66.233,4894026.65,DRY_COOLING,0.0,ENTSOE_CZ_TSO03,2035,2024-01-27
2025-12,DE,DE_BZ06,DE_PLANT_0248,DE_PLANT_0248_U04,WASTE,343.211,68975.49,26.57,74.59,11.11,77461.593,4.3184,2.5816,2044911.13,RECIRCULATING,0.0,ENTSOE_DE_TSO04,2036,2025-11-06
2026-01,LV,LV_BZ01,LV_PLANT_0249,LV_PLANT_0249_U05,NUCLEAR,673.939,362166.61,72.47,11.44,48.76,36631.343,30.6863,20.7626,10077083.27,ONCE_THROUGH,0.0,ENTSOE_LV_TSO01,0,2024-01-20
2026-02,PL,PL_BZ02,PL_PLANT_0250,PL_PLANT_0250_U06,WASTE,291.231,30590.48,14.27,46.52,34.55,24641.58,2.0652,1.6054,2193460.99,AIR_COOLING,0.0,ENTSOE_PL_TSO02,0,2026-02-25
2026-03,ES,ES_BZ03,ES_PLANT_0251,ES_PLANT_0251_U07,NUCLEAR,831.688,407808.72,71.0,91.46,58.36,175835.091,77.9993,12.9029,16357161.83,SEA_WATER,0.0,ENTSOE_ES_TSO03,2039,2024-06-10
2026-04,HR,HR_BZ04,HR_PLANT_0252,HR_PLANT_0252_U08,WASTE,121.126,52203.37,61.92,32.4,31.22,54394.523,1.8017,2.357,731531.76,HYBRID,0.0,ENTSOE_HR_TSO04,2040,2024-09-03
2026-05,FI,FI_BZ05,FI_PLANT_0253,FI_PLANT_0253_U01,NUCLEAR,796.732,408355.37,72.66,75.38,56.26,195984.32,80.3769,20.3551,21113317.14,DRY_COOLING,0.0,ENTSOE_FI_TSO01,0,2026-01-31
2026-06,IE,IE_BZ06,IE_PLANT_0254,IE_PLANT_0254_U02,WASTE,357.412,77019.27,28.5,75.31,16.17,63749.061,17.0827,7.9252,2648414.86,RECIRCULATING,0.0,ENTSOE_IE_TSO02,2042,2024-04-10
2026-07,MT,MT_BZ01,MT_PLANT_0255,MT_PLANT_0255_U03,NUCLEAR,1550.928,850103.53,80.9,80.22,6.35,24483.74,83.524,66.3653,1357804.94,ONCE_THROUGH,0.0,ENTSOE_MT_TSO03,2043,2024-05-24
2026-08,SK,SK_BZ02,SK_PLANT_0256,SK_PLANT_0256_U04,WASTE,322.646,89599.65,38.57,105.98,31.43,79592.08,14.6752,0.7257,1425320.03,AIR_COOLING,0.0,ENTSOE_SK_TSO04,2044,2024-08-05
2026-09,BE,BE_BZ03,BE_PLANT_0257,BE_PLANT_0257_U05,NUCLEAR,1112.562,676630.6,78.79,48.18,19.09,80825.311,148.8454,24.6889,3867465.77,SEA_WATER,0.0,ENTSOE_BE_TSO01,2045,2024-09-18
2026-10,DK,DK_BZ04,DK_PLANT_0258,DK_PLANT_0258_U06,WASTE,83.695,38493.44,61.66,84.44,27.24,2713.759,6.0058,2.1819,4077940.52,HYBRID,0.0,ENTSOE_DK_TSO02,2046,2025-05-04
2026-11,GR,GR_BZ05,GR_PLANT_0259,GR_PLANT_0259_U07,NUCLEAR,740.271,374897.81,71.68,39.24,11.08,71240.177,63.5376,21.4993,13183691.84,DRY_COOLING,0.0,ENTSOE_GR_TSO03,0,2024-09-16
2026-12,LT,LT_BZ06,LT_PLANT_0260,LT_PLANT_0260_U08,WASTE,100.213,11485.02,15.15,138.87,44.09,5267.254,1.7503,1.0348,828356.67,RECIRCULATING,0.0,ENTSOE_LT_TSO04,2048,2024-02-15
2017-01,PT,PT_BZ01,PT_PLANT_0261,PT_PLANT_0261_U01,NUCLEAR,1364.245,933499.66,94.48,26.19,35.62,344022.179,108.7256,102.5403,22701649.99,ONCE_THROUGH,0.0,ENTSOE_PT_TSO01,0,2024-12-25
2017-02,SE,SE_BZ02,SE_PLANT_0262,SE_PLANT_0262_U02,WASTE,151.84,10726.64,10.22,103.97,61.1,8763.14,0.9209,0.6144,1753931.05,AIR_COOLING,0.0,ENTSOE_SE_TSO02,0,2025-08-25
2017-03,CY,CY_BZ03,CY_PLANT_0263,CY_PLANT_0263_U03,NUCLEAR,621.466,336059.07,70.46,46.31,40.48,115873.426,13.8545,12.9839,22767161.35,SEA_WATER,0.0,ENTSOE_CY_TSO03,0,2025-04-12
2017-04,FR,FR_BZ04,FR_PLANT_0264,FR_PLANT_0264_U04,WASTE,245.541,103137.6,61.94,13.28,22.95,32787.855,8.881,2.0769,162194.07,HYBRID,0.0,ENTSOE_FR_TSO04,0,2025-03-31
2017-05,IT,IT_BZ05,IT_PLANT_0265,IT_PLANT_0265_U05,NUCLEAR,599.504,357461.2,88.2,66.37,50.66,97229.769,19.5887,40.0127,21255185.97,DRY_COOLING,0.0,ENTSOE_IT_TSO01,2027,2024-05-22
2017-06,NL,NL_BZ06,NL_PLANT_0266,NL_PLANT_0266_U06,WASTE,548.553,216358.48,54.38,85.32,40.13,147795.375,51.5816,21.4745,1553041.26,RECIRCULATING,0.0,ENTSOE_NL_TSO02,0,2024-05-28
2017-07,SI,SI_BZ01,SI_PLANT_0267,SI_PLANT_0267_U07,NUCLEAR,600.224,335521.61,76.15,66.76,26.75,47904.746,31.3228,1.9196,8792446.38,ONCE_THROUGH,0.0,ENTSOE_SI_TSO03,0,2025-06-09
2017-08,BG,BG_BZ02,BG_PLANT_0268,BG_PLANT_0268_U08,WASTE,381.82,156905.97,61.67,35.27,1.14,105746.764,29.3443,14.7762,2834426.16,AIR_COOLING,0.0,ENTSOE_BG_TSO04,0,2025-02-19
2017-09,EE,EE_BZ03,EE_PLANT_0269,EE_PLANT_0269_U01,NUCLEAR,1496.092,926375.69,81.44,102.53,59.49,230158.753,18.3846,76.8538,1246583.11,SEA_WATER,0.0,ENTSOE_EE_TSO01,2031,2024-09-23
2017-10,HU,HU_BZ04,HU_PLANT_0270,HU_PLANT_0270_U02,WASTE,144.912,74969.88,68.45,77.0,23.97,15085.809,18.1394,6.7731,1882264.22,HYBRID,0.0,ENTSOE_HU_TSO02,0,2025-03-08
2017-11,LU,LU_BZ05,LU_PLANT_0271,LU_PLANT_0271_U03,NUCLEAR,1132.526,692559.97,86.33,75.42,19.7,321474.742,140.7409,34.5318,8132640.21,DRY_COOLING,0.0,ENTSOE_LU_TSO03,2033,2026-01-28
2017-12,RO,RO_BZ06,RO_PLANT_0272,RO_PLANT_0272_U04,WASTE,234.45,39018.37,24.32,1.87,38.9,21490.544,8.2729,3.9286,5974358.43,RECIRCULATING,0.0,ENTSOE_RO_TSO04,2034,2025-03-16
2018-01,AT,AT_BZ01,AT_PLANT_0273,AT_PLANT_0273_U05,NUCLEAR,1347.26,748045.84,79.93,62.9,70.76,93697.311,90.1576,29.3739,18017577.05,ONCE_THROUGH,0.0,ENTSOE_AT_TSO01,0,2025-03-17
2018-02,CZ,CZ_BZ02,CZ_PLANT_0274,CZ_PLANT_0274_U06,WASTE,100.533,37634.64,56.25,27.2,42.59,32162.311,1.5634,1.0078,1822606.72,AIR_COOLING,0.0,ENTSOE_CZ_TSO02,2036,2025-02-10
2018-03,DE,DE_BZ03,DE_PLANT_0275,DE_PLANT_0275_U07,NUCLEAR,1331.679,648887.8,71.75,41.25,7.9,265774.558,86.7758,2.0381,2037752.6,SEA_WATER,0.0,ENTSOE_DE_TSO03,2037,2024-06-24
2018-04,LV,LV_BZ04,LV_PLANT_0276,LV_PLANT_0276_U08,WASTE,432.358,76301.36,24.74,1.05,67.74,30782.798,1.2897,3.1492,1543279.76,HYBRID,0.0,ENTSOE_LV_TSO04,0,2024-04-27
2018-05,PL,PL_BZ05,PL_PLANT_0277,PL_PLANT_0277_U01,NUCLEAR,1164.438,719161.69,80.89,70.35,40.9,294193.658,42.2645,13.9708,9181180.44,DRY_COOLING,0.0,ENTSOE_PL_TSO01,0,2024-02-04
2018-06,ES,ES_BZ06,ES_PLANT_0278,ES_PLANT_0278_U02,WASTE,456.997,67463.69,21.96,24.53,60.25,5928.47,11.0267,7.9091,147826.65,RECIRCULATING,0.0,ENTSOE_ES_TSO02,0,2025-01-16
2018-07,HR,HR_BZ01,HR_PLANT_0279,HR_PLANT_0279_U03,NUCLEAR,1596.069,1080186.66,87.4,10.09,18.34,464095.67,162.3821,87.9472,12264930.95,ONCE_THROUGH,0.0,ENTSOE_HR_TSO03,2041,2025-03-23
2018-08,FI,FI_BZ02,FI_PLANT_0280,FI_PLANT_0280_U04,WASTE,442.043,170115.47,51.76,21.92,54.68,21745.121,28.865,15.1232,4940469.11,AIR_COOLING,0.0,ENTSOE_FI_TSO04,2042,2026-01-28
2018-09,IE,IE_BZ03,IE_PLANT_0281,IE_PLANT_0281_U05,NUCLEAR,417.16,252634.76,87.16,77.19,69.82,38581.837,32.3,12.6626,18856397.44,SEA_WATER,0.0,ENTSOE_IE_TSO01,0,2025-04-04
2018-10,MT,MT_BZ04,MT_PLANT_0282,MT_PLANT_0282_U06,WASTE,78.198,6989.27,11.96,105.52,55.59,5814.211,0.8803,0.0612,3110864.19,HYBRID,0.0,ENTSOE_MT_TSO02,2044,2025-11-07
2018-11,SK,SK_BZ05,SK_PLANT_0283,SK_PLANT_0283_U07,NUCLEAR,1267.773,809505.51,85.44,70.41,56.07,138489.089,102.2885,8.8586,10731276.61,DRY_COOLING,0.0,ENTSOE_SK_TSO03,2045,2024-04-26
2018-12,BE,BE_BZ06,BE_PLANT_0284,BE_PLANT_0284_U08,WASTE,496.761,43345.67,11.78,16.54,41.7,14828.254,6.3478,5.2511,1162464.93,RECIRCULATING,0.0,ENTSOE_BE_TSO04,2046,2025-11-10
2019-01,DK,DK_BZ01,DK_PLANT_0285,DK_PLANT_0285_U01,NUCLEAR,989.036,618213.98,83.11,86.07,37.68,16861.828,87.4798,59.1313,5437123.39,ONCE_THROUGH,0.0,ENTSOE_DK_TSO01,0,2026-01-11
2019-02,GR,GR_BZ02,GR_PLANT_0286,GR_PLANT_0286_U02,WASTE,103.159,33946.44,48.89,45.17,63.9,22629.458,7.2739,0.5178,2916628.14,AIR_COOLING,0.0,ENTSOE_GR_TSO02,0,2024-04-12
2019-03,LT,LT_BZ03,LT_PLANT_0287,LT_PLANT_0287_U03,NUCLEAR,348.465,187502.03,75.8,110.09,49.0,52995.005,22.218,7.0941,34867189.74,SEA_WATER,0.0,ENTSOE_LT_TSO03,2049,2025-02-06
2019-04,PT,PT_BZ04,PT_PLANT_0288,PT_PLANT_0288_U04,WASTE,594.13,83281.07,19.87,49.99,15.44,36865.854,6.4207,5.5946,381238.41,HYBRID,0.0,ENTSOE_PT_TSO04,2050,2024-08-31
2019-05,SE,SE_BZ05,SE_PLANT_0289,SE_PLANT_0289_U05,NUCLEAR,830.779,437495.22,78.19,107.27,42.6,94005.682,53.3132,22.0982,8061234.11,DRY_COOLING,0.0,ENTSOE_SE_TSO01,0,2024-11-23
2019-06,CY,CY_BZ06,CY_PLANT_0290,CY_PLANT_0290_U06,WASTE,18.892,5676.26,42.07,44.73,71.96,5022.917,0.8218,0.5972,1215104.8,RECIRCULATING,0.0,ENTSOE_CY_TSO02,0,2024-01-01
2019-07,FR,FR_BZ01,FR_PLANT_0291,FR_PLANT_0291_U07,NUCLEAR,1341.906,810806.39,81.17,29.67,68.82,369193.785,139.5317,98.8329,14132652.74,ONCE_THROUGH,0.0,ENTSOE_FR_TSO03,2027,2024-08-25
2019-08,IT,IT_BZ02,IT_PLANT_0292,IT_PLANT_0292_U08,WASTE,499.853,206972.1,61.0,47.74,46.98,191605.648,22.0597,5.2211,2415539.88,AIR_COOLING,0.0,ENTSOE_IT_TSO04,2028,2025-02-05
2019-09,NL,NL_BZ03,NL_PLANT_0293,NL_PLANT_0293_U01,NUCLEAR,1055.002,571726.32,77.48,83.57,63.6,96390.778,103.1351,43.3009,25577507.75,SEA_WATER,0.0,ENTSOE_NL_TSO01,0,2024-04-06
2019-10,SI,SI_BZ04,SI_PLANT_0294,SI_PLANT_0294_U02,WASTE,359.802,107328.83,43.53,8.43,28.11,41423.128,26.0948,4.3509,2402864.78,HYBRID,0.0,ENTSOE_SI_TSO02,0,2025-09-22
2019-11,BG,BG_BZ05,BG_PLANT_0295,BG_PLANT_0295_U03,NUCLEAR,369.088,202825.12,77.12,71.01,42.73,21407.878,36.7662,16.5799,23919472.76,DRY_COOLING,0.0,ENTSOE_BG_TSO03,0,2025-05-01
2019-12,EE,EE_BZ06,EE_PLANT_0296,EE_PLANT_0296_U04,WASTE,184.781,29148.95,23.01,70.19,39.56,19729.169,0.3064,2.6395,1124438.2,RECIRCULATING,0.0,ENTSOE_EE_TSO04,0,2024-02-06
2020-01,HU,HU_BZ01,HU_PLANT_0297,HU_PLANT_0297_U05,NUCLEAR,345.745,201903.44,80.39,50.77,38.07,24198.474,37.4384,8.7746,27620369.6,ONCE_THROUGH,0.0,ENTSOE_HU_TSO01,0,2025-06-09
2020-02,LU,LU_BZ02,LU_PLANT_0298,LU_PLANT_0298_U06,WASTE,257.069,50281.08,26.6,35.19,50.33,12075.38,3.539,4.7402,2002816.07,AIR_COOLING,0.0,ENTSOE_LU_TSO02,2034,2025-09-30
